Assamese,Kannada
কপাৰ্নিকাছ-শৰীৰ,ಕೊಪರ್ನಿಕಸ್-ದೇಹ
সমতল,ಸಮತಲ
কোপ্লেনাৰ বল,coplanar ಬಲ
সমতলতা,ಚಪ್ಪಟೆತನ
মৌলিক সংখ্যা,ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ
"সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক","ತಿದ್ದುಪಡಿ ಗುಣಕ, ಸರಿಪಡಿಸುವ ಗುಣಕ"
শুদ্ধ সমাধান,ಸರಿಯಾದ ಪರಿಹಾರ
সহ - সম্পৰ্ক,ಸಹ ಸಂಬಂಧ
সম্পৰ্ক সহগ,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
সম্পৰ্কীয় ডায়েগ্ৰাম,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
সম্পৰ্কীয় ফলন,ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
"সম্পৰ্কীয় মেট্ৰিক্স, সম্পৰ্কীয় মেট্ৰিক্স","ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
সম্পৰ্কীয় অনুপাত,ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ
সম্পৰ্কীয় ডায়েগ্ৰাম,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
সম্পৰ্ক-চিত্ৰ বিশ্লেষণ,ಪರಸ್ಪರ ಸಂಬಂಧ-ಚಿತ್ರ ವಿಶ್ಲೇಷಣೆ
"to correspond, to correspond","ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು"
সামঞ্জস্যতা নিয়ম,ಸ್ಥಿರತೆಯ ನಿಯಮಗಳು
সংশ্লিষ্ট কোণ,ಅನುಗುಣವಾದ ಕೋನ
সামঞ্জস্যপূৰ্ণ দিশ,ಹೊಂದಾಣಿಕೆಯ ಬದಿ
স্থাপন কৰা,ಸೆಟ್
"কোচাইন, কটিজিয়া","ಕೊಸೈನ್, ಕೋಟಿಜ್ಯಾ"
cosines নিয়ম,ಕೊಸೈನ್ ನಿಯಮ
খৰচ বিশ্লেষণ,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
খৰচ সৰ্বাধিক কৰা,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
গণনাযোগ্যতা স্বতন্ত্ৰতা,ಎಣಿಕೆ ತತ್ವ
গণনাযোগ্য,ಎಣಿಸಬಹುದಾದ
গণনাযোগ্য যোগকৰণ,ಎಣಿಸಬಹುದಾದ ಸಂಯೋಜಕ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য ভিত্তি,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
গণনাযোগ্য ছেট,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
গণনাযোগ্যভাৱে অসীম,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ","ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಫಲಕ, ಕೌಂಟರ್"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত অপচয় কৰা,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ ವ್ಯರ್ಥ
প্ৰতিউদাহৰণ,ಪ್ರತಿ ಉದಾಹರಣೆ
সহাৱস্থান,ಸಹವರ್ತಿತ್ವ
সহাৱস্থান নিয়ম,ಸಹವರ್ತಿ ನಿಯಮ
সহাৱস্থান মেট্ৰিক্স,ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
সহাৱস্থান পদ্ধতি,ಸಹವರ್ತಿ ವಿಧಾನ
সহাৱস্থান পদ্ধতি,ಸಹವರ್ತಿ ವಿಧಾನ
ক্ৰেমাৰৰ নিয়ম,ಕ್ರೇಮರ್ ಕಾನೂನು
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ
বস্তুনিষ্ঠ কাৰ্য্য,ವಸ್ತುನಿಷ್ಠ ಕಾರ್ಯ
জটিল কোণ,ನಿರ್ಣಾಯಕ ಕೋನ
জটিল বিন্দু,ನಿರ್ಣಾಯಕ ಬಿಂದು
ফলনৰ জটিল বিন্দু,ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಅಂಶ
জটিল মূল্য,ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ
জটিল বেগ,ನಿರ್ಣಾಯಕ ವೇಗ
বিপৰীত সম্পৰ্কীয় ফলন,ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
"ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন","ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ, ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ"
বজ্ৰপাতৰ অনুপাত,ಥಂಡರ್ಬೋಲ್ಟ್ ಅನುಪಾತ
ক্ৰছ ছেকচন,ಅಡ್ಡ ವಿಭಾಗ
ক্ৰিপ্টোগ্ৰাফী,ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ
"ঘনক, ঘনক","ಘನ, ಘನ"
ঘনক সংখ্যা,ಘನ ಸಂಖ್ಯೆ
ঘনক মূল,ಘನ ಮೂಲ
"ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন","ಘನ, ಘನ, ಘನ, ಚತುರ್ಭುಜ, ತ್ರಿಕೋನ, ಘನ"
"ঘন, ঘন, ঘন","ಘನ, ಘನ, ಘನ"
দ্বিঘাত সমীকৰণ,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
ঘন ইঞ্চি,ಘನ ಇಂಚುಗಳು
ঘন মিটাৰ,ಘನ ಮೀಟರ್
দ্বিঘাত প্যাৰাবোলা,ಕ್ವಾಡ್ರಾಟಿಕ್ ಪ್ಯಾರಾಬೋಲಾ
ঘনক মূল,ಘನ ಮೂಲ
ট্ৰিপল টাৰ্ম,ಟ್ರಿಪಲ್ ಪದ
অৰ্থোগনেল সমান্তৰাল,ಆರ್ಥೋಗೋನಲ್ ಸಮಾನಾಂತರ
"ক্ৰমবৰ্ধমান সংকলিত,",ಸಂಚಿತ ಸಂಕಲನ
ক্ৰমবৰ্ধমান বক্ৰ,ಸಂಚಿತ ಕರ್ವ್
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ಸಂಚಿತ ಆವರ್ತನ
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್ ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
"curl, কুইন্টল","ಸುರುಳಿ, ಕ್ವಿಂಟಾಲ್"
দ্বিসমান্তৰাল বক্ৰ,ದ್ವಿಪಕ್ಷೀಯ ವಕ್ರರೇಖೆ
ভেক্টৰ কাৰ্ল,ವೆಕ್ಟರ್ ಕರ್ಲ್
"ধনু, খিলান","ಬಿಲ್ಲು, ಕಮಾನು"
নিজৰা,ಸ್ಟ್ರೀಮ್
চলন্ত বিন্দু,ಚಲಿಸುವ ಬಿಂದು
বক্ৰতা,ವಕ್ರತೆ
বক্ৰতা প্ৰভাৱ,ವಕ್ರತೆಯ ಪರಿಣಾಮ
বক্ৰ,ವಕ್ರರೇಖೆ
বক্ৰ ৰেখা,ಬಾಗಿದ ರೇಖೆ
বক্ৰ ট্ৰেচিং,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
বক্ৰৰেখাৰ এছিম্পটট,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
বক্ৰৰেখা স্থানাংক,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
বক্ৰৰেখাৰ ৰিগ্ৰেছন,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
"অস্পষ্ট, cusp","ಉಭಯಚರ, cusp"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","ಚಕ್ರ, ತಿರುಗುವಿಕೆ, ಚಕ್ರ, ಎರಕದ ಚಕ್ರ, ಸಂಕುಚಿತ ಚಕ್ರ"
চক্ৰীয় ভ্যাৰিয়েন্স,ಆವರ್ತಕ ವ್ಯತ್ಯಾಸ
চক্ৰীয় ভেক্টৰ উৎপাদন,ಆವರ್ತಕ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ
চক্ৰীয় চাহিদা,ಆವರ್ತಕ ಬೇಡಿಕೆ
চক্ৰীয় প্ৰকাশ,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
চক্ৰীয় গোট,ಆವರ್ತಕ ಗುಂಪು
চক্ৰীয় ক্ৰমবিন্যাস,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","ಸೈಕ್ಲೋಯ್ಡ್, ಸೈಕ್ಲೋಯ್ಡ್"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್"
চিলিণ্ডাৰ পৃষ্ঠা,ಸಿಲಿಂಡರ್ ಪುಟ
"শূন্য, চাইফাৰ","ಶೂನ್ಯ, ಸೈಫರ್"
ডিলবাৰ্টৰ মতবাদ,ಡಿಲ್ಬರ್ಟ್ನ ಸಿದ್ಧಾಂತ
ডেম্প কৰা সহজ হাৰমনিক গতি,ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆಯನ್ನು ತೇವಗೊಳಿಸಿತು
ডেম্পিং ধ্ৰুৱক,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","ದತ್, ಉಪತ್ತಾ, ಡೇಟಾ, ಟ್ರಸ್ಟ್"
দত্ত আণ্ডাৰটেকিং,ದತ್ ಕೈಗೊಂಡಿದ್ದಾರೆ
বিশ্বাস সম্পদ ব্যৱস্থা,ವಿಶ್ವಾಸಾರ್ಹ ಸಂಪನ್ಮೂಲ ವ್ಯವಸ್ಥೆ
ডাটা প্ৰচেছৰ,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
ডাটা শ্বীট,ಮಾಹಿತಿಯ ಕಾಗದ
decagon,ದಶಭುಜ
ডেকাগ্ৰাম,ಡೆಕಾಗ್ರಾಮ್
ডেকামিটাৰ,ಡೆಕಾಮೀಟರ್
ক্ষয় সূচকাংক,ಕೊಳೆತ ಸೂಚ್ಯಂಕ
ক্ষয় বক্ৰ,ಕೊಳೆತ ವಕ್ರರೇಖೆ
মাৰ্জিত কাৰ্য্য,ಸೊಗಸಾದ ಕಾರ್ಯ
desigram,ದೇಸಿಗ್ರಾಮ್
দশমিক,ದಶಮಾಂಶ
"দশমিক, দশমিক","ದಶಮಾಂಶ, ದಶಮಾಂಶ"
দশমিক ক&#39;ড,ದಶಮಾಂಶ ಕೋಡ್
দশমিক ক&#39;ডযুক্ত অংক,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
দশমিক প্ৰসাৰণ,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
দশমিক ভগ্নাংশ,ದಶಮಾಂಶ ಭಾಗ
দশমিক সংকেত ব্যৱস্থা,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
দশমিক সংকেত ব্যৱস্থা,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
দশমিক বিন্দু,ದಶಮಾಂಶ ಬಿಂದು
দশমিক স্কেল,ದಶಮಾಂಶ ಪ್ರಮಾಣ
দশমিক ব্যৱস্থা,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
ডেচিমিটাৰ,ಡೆಸಿಮೀಟರ್
এনকোডিং,ಎನ್ಕೋಡಿಂಗ್
সিদ্ধান্তৰ আৰ্হি,ನಿರ್ಧಾರ ಮಾದರಿ
সিদ্ধান্ত তত্ত্ব,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
সিদ্ধান্ত চলক,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
"ডিকোডাৰ, ডিকোডাৰ","ಡಿಕೋಡರ್, ಡಿಕೋಡರ್"
"এনকোডিং, ডিকোডিং","ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್"
পৃথক কৰিব পৰা ছেট,ಬೇರ್ಪಡಿಸಬಹುದಾದ ಸೆಟ್
ডিমিনিচিং,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
ডিমিনিচিং ফাংচন,ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ
ডেডেকাইণ্ড-কাট,ಡೆಡೆಕಿಂಡ್-ಕಟ್
ডেডেকাইণ্ড-উপাপাদ্য,ಡೆಡೆಕಿಂಡ್-ಪ್ರಮೇಯ
অন্তৰ্ভুক্ত কৰা,ಸಂಯೋಜಿಸಲು
কৰ্পৰেট প্ৰেকটিছ,ಕಾರ್ಪೊರೇಟ್ ಅಭ್ಯಾಸ
ভুল কৰা,ತಪ್ಪು
সংজ্ঞাগত সমীকৰণ,ವ್ಯಾಖ್ಯಾನ ಸಮೀಕರಣ
নিৰ্দিষ্ট অখণ্ড,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
ফিক্সড মেট্ৰিক্স,ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ"
বিকৃতি বক্ৰ,ವಿರೂಪ ಕರ್ವ್
বিকৃত পৃষ্ঠা,ವಿಕೃತ ಪುಟ
"debauchery, অশ্লীলতা","ದುರಾಚಾರ, ದುರಾಚಾರ"
পৰিবহণৰ সমস্যাত ভুল হোৱা,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ"
অৱভেদ্য সমীকৰণৰ শক্তি,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ, ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ"
বহুপদৰ শক্তি,ಬಹುಪದದ ಶಕ್ತಿ
বহিষ্কাৰ কৰা এনট্যুৰেজ,ಪರಿವಾರವನ್ನು ಹೊರಹಾಕಿದರು
ডেল্টা ফাংচন,ಡೆಲ್ಟಾ ಕಾರ್ಯ
চাহিদা আৰু উপযোগিতা বক্ৰ,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
চাহিদা সমীকৰণ,ಬೇಡಿಕೆ ಸಮೀಕರಣ
চাহিদা কাৰ্য্য,ಬೇಡಿಕೆ ಕಾರ್ಯ
জনগাঁথনিগত অধ্যয়ন,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನಗಳು
জনগাঁথনি,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
the-mower উপপাদ্য,ಮೊವರ್ ಪ್ರಮೇಯ
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","ಪ್ರದರ್ಶಿಸಲು, ಸಾಕ್ಷ್ಯ ನೀಡಲು, ಪ್ರದರ್ಶಿಸಲು"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","ಪ್ರಾತಿನಿಧ್ಯ, ಪುರಾವೆ, ಪ್ರದರ್ಶನ, ಪ್ರದರ್ಶನ"
প্ৰতিনিধিত্বমূলক জ্যামিতি,ಪ್ರಾತಿನಿಧ್ಯ ಜ್ಯಾಮಿತಿ
প্ৰত্যেক,ಪ್ರತಿ
ঘন সমষ্টি,ದಟ್ಟವಾದ ಸಮುಚ್ಚಯ
"ঘনত্ব, ঘনত্ব","ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ"
গণনাযোগ্য ছেট,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
আৰোহী ধ্ৰুৱক,ಆರೋಹಣ ಸ್ಥಿರ
নিৰ্ভৰশীল ইভেন্ট,ಅವಲಂಬಿತ ಘಟನೆ
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
নিৰ্ভৰশীল চলক,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
নিৰ্ভৰশীল চলক,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
বিষণ্ণতাৰ কোণ,ಖಿನ್ನತೆಯ ಕೋನ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ, ವ್ಯತ್ಯಾಸ"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ"
ব্যুৎপন্ন পৰিসৰ,ಪಡೆದ ಶ್ರೇಣಿ
ব্যুৎপত্তি কৰা গোট,ಪಡೆದ ಸೆಟ್
"অৱতৰণ কৰা, অৱতৰণ কৰা","ಅವರೋಹಣ, ಅವರೋಹಣ"
অৱনমিত ক্ৰম,ಅವರೋಹಣ ಕ್ರಮ
অৱনমিত পৰিসৰ,ಅವರೋಹಣ ಶ್ರೇಣಿ
প্ৰক্ষেপণ জ্যামিতি,ಪ್ರಕ್ಷೇಪಕ ಜ್ಯಾಮಿತಿ
বৰ্ণনাত্মক আৰ্হি,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
বৰ্ণনাত্মক পৰিসংখ্যা,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
"ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)"
পৰীক্ষাৰ ডিজাইন,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
ডেস্ক কেলকুলেটৰ,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
"চিনাক্তকৰণ, ধৰা পেলোৱা","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ"
"নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক","ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ"
নিৰ্ধাৰিত ক্ৰম,ನಿರ್ಣಾಯಕ ಕ್ರಮ
নিৰ্ধাৰণ কৰিবলৈ,ನಿರ್ಧರಿಸಲು
নিৰ্ধাৰিত আৰ্হি,ನಿರ್ಣಾಯಕ ಮಾದರಿ
নিৰ্ধাৰিত সমস্যা,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
বিচ্যুতি,ವಿಚಲನ
বিচ্যুতি সহগ,ವಿಚಲನ ಗುಣಾಂಕ
বাইনাৰী ব্যৱস্থা,ಬೈನರಿ ಸಿಸ್ಟಮ್
"তিৰ্যক হাইপ&#39;টেনাছ,",ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್
মেট্ৰিক্স তিৰ্যকীকৰণ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
তিৰ্যক সমতা,ಕರ್ಣೀಯ ಸಮಾನತೆ
ডায়েগ্ৰাম,ರೇಖಾಚಿತ್ರ
অংকন পদ্ধতি,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
চিত্ৰাঙ্কিত উপস্থাপন,ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ
ব্যাস,ವ್ಯಾಸ
ব্যাস নিৰ্ধাৰণ কৰক,ಸೆಟ್ ವ್ಯಾಸ
ডায়েমেট্ৰিকভাৱে বিপৰীত,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ"
উভচৰ শ্ৰেণীবিভাজন,ಉಭಯಚರ ವರ್ಗೀಕರಣ
"bifurcation, আধা","ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ"
অভিধান,ನಿಘಂಟು
ডিফাৰেন্সিয়েল কেলকুলাছ,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
অৱভেদ্য সমীকৰণ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ডিফাৰেন্সিয়েল সূত্ৰ,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ডিফাৰেন্সিয়েল পদ্ধতি,ಭೇದಾತ್ಮಕ ವಿಧಾನ
গোটৰ পাৰ্থক্য,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
ভিন্নতামূলক,ಭಿನ್ನವಾಗಬಲ್ಲ
ডিফাৰেন্সিয়েল কাৰ্ভ,ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್
ডিফাৰেন্সিয়েল ফাংচন,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್"
ডিফাৰেন্সিয়েল মেথ,ಭೇದಾತ್ಮಕ ಗಣಿತ
ডিফাৰেন্সিয়েল সহগ,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
অৱভেদ্য সমীকৰণ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ডিফাৰেন্সিয়েল কলিচন,ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ
ডিফাৰেন্সিয়েল সূত্ৰ,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ডিফাৰেন্সিয়েল ফাংচন,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
ডিফাৰেন্সিয়েল জ্যামিতি,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
ডিফাৰেন্সিয়েল ছেগমেণ্ট,ಭೇದಾತ್ಮಕ ವಿಭಾಗ
পাৰ্থক্য কৰা,ಪ್ರತ್ಯೇಕಿಸಿ
"পাৰ্থক্য, পাৰ্থক্য","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
ডিফাৰেন্সিয়েল সূত্ৰ,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
ভেক্টৰৰ পাৰ্থক্য,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
"প্ৰসাৰণ, প্ৰসাৰণ","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
"সংখ্যা, ডায়েডেম, আঙুলি","ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು"
ডিজিটেল কম্পিউটাৰ,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
অংকি দত্ত,ಆಂಕಿ ದತ್
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
মাত্ৰাগততা,ಆಯಾಮ
মাত্ৰাহীন,ಆಯಾಮವಿಲ್ಲದ
সমীকৰণৰ মাত্ৰা,ಸಮೀಕರಣದ ಆಯಾಮ
ডাইঅ’ফেন্টাছৰ সমীকৰণ,ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ
পতনৰ কোণ,ಪತನದ ಕೋನ
ডাইপোল স্থানাংক,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
ডাইপোল,ದ್ವಿಧ್ರುವಿ
বাইপিৰামিড,ಬೈಪಿರಮಿಡ್
dirac ডেল্টা ফাংচন,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
সাধাৰণ স্পৰ্শক,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
সোঁকোণ,ಬಲ ಕೋನ
প্ৰত্যক্ষ ৰেখা,ನೇರ ಲೈನ್
স্থান ব্যুৎপত্তি,ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ
"ডাইকোচিন, ডাইকো-কোচাইন","ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್"
ৰ দিশটো সৰ্বোচ্চ,ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ
প্ৰজেকচন দিশ,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
দিশ অনুপাত,ದಿಕ್ಕಿನ ಅನುಪಾತ
নিয়ন্ত্ৰণ বৃত্ত,ನಿಯಂತ್ರಕ ವೃತ್ತ
নিয়ন্ত্ৰক বৃত্ত,ನಿಯಂತ್ರಕ ವೃತ್ತ
এনুলোমা প্ৰডাক্ট,ಅನುಲೋಮಾ ಉತ್ಪನ್ನ
