Assamese,Tamil
সংমিশ্ৰণ,சேர்க்கை
"১.গণনাযোগ্য, ২.গণনাযোগ্য","1.கணக்கிடக்கூடியது, 2.கணிக்கத்தக்கது"
কম্পিউটাৰ,கணினி
কম্পিউটাৰ কেন্দ্ৰ,கணினி மையம்
কম্পিউটাৰ বিশেষজ্ঞ,கணினி நிபுணர்
কম্পিউটাৰ গ্ৰাফিক্স,கணினி வரைகலை
কম্পিউটাৰৰ নিৰ্দেশনা,கணினி அறிவுறுத்தல்
"১.কম্পিউটাৰ ভাষা, ২.কম্পিউটাৰ ভাষা","1.கணினி மொழி, 2.கணினி மொழி"
"1. কম্পিউটাৰ নেটৱৰ্ক, 2. কম্পিউটাৰ নেটৱৰ্ক","1. கணினி நெட்வொர்க், 2. கணினி நெட்வொர்க்"
কম্পিউটাৰ বিজ্ঞান,கணினி அறிவியல்
কম্পিউটাৰ সুৰক্ষা,கணினி பாதுகாப்பு
কম্পিউটাৰ চিমুলেচন,கணினி உருவகப்படுத்துதல்
কম্পিউটাৰ বিশেষজ্ঞ,கணினி நிபுணர்
কম্পিউটাৰাইজেচন,கணினிமயமாக்கல்
কম্পিউটাৰিষ্ট,கணினி நிபுணர்
কম্পিউটাৰাইজেচন,கணினிமயமாக்கல்
"১.গণনা, ২. গণনা","1. கணக்கீடு, 2. கணக்கீடு"
ধাৰণা,கருத்து
"১.প্ৰতিসমতা, ২.সংহতি, ৩.সমন্বয়","1.சமச்சீர், 2.ஒத்திசைவு, 3.ஒற்றுமை"
"সমকালীন, একে","ஒரே நேரத்தில், ஒரே மாதிரியான"
নিষেধাজ্ঞা চলক,கட்டுப்பாடு மாறி
নিষিদ্ধ অপাৰেটৰ,கட்டுப்படுத்தப்பட்ட ஆபரேட்டர்
নিষিদ্ধ বিবৃতি,கட்டுப்படுத்தப்பட்ட அறிக்கை
ড্ৰাইভাৰ,இயக்கி
"১.দূৰত্বৰ সন্মিলন, ২.সন্মিলন","1.தொலைவு மாநாடு, 2.மாநாடு"
গোপনীয়তা,தனியுரிமை
"1.বিন্যাস, 2.বিন্যাস","1.கட்டமைப்பு, 2.கட்டமைப்பு"
ভিৰ,நெரிசல்
সংমিশ্ৰণ,சேர்க்கை
সংযোগৰ গতি,இணைப்பு வேகம்
সংযোগ,இணைப்பு
সংযোগবিহীন যোগাযোগ,தொடர்பு இல்லாத தொடர்பு
এফিলিয়েচন ৰিলিজ,இணைப்பு வெளியீடு
সংযোগ,இணைப்பு
"1.সংযোগকাৰী, 2.সংযোগকাৰী","1.இணைப்பான், 2.இணைப்பான்"
একেৰাহে,தொடர்ச்சியாக
খতিয়ান লোৱা,பின்தொடரவும்
কনছ&#39;ল,பணியகம்
একত্ৰীকৰণ,ஒருங்கிணைப்பு
"১.সহযোগী, ২. নেৰানেপেৰা","1.அசோசியேட், 2. நிலையான"
নিৰন্তৰ নিৰ্দেশনা,நிலையான அறிவுறுத்தல்
নিষিদ্ধ,கட்டுப்படுத்தப்பட்டது
কনষ্ট্ৰাক্টৰ,கட்டமைப்பாளர்
পাত্ৰ,பானை
"১. বিষয়বস্তু, ২. উদ্ধৃতি","1. உள்ளடக்கம், 2. பகுதிகள்"
সন্দৰ্ভ,சூழல்
প্ৰসংগ মুক্ত ব্যাকৰণ (cfg),சூழல் இலவச இலக்கணம் (cfg)
প্ৰসংগ চুইচ,சூழல் சுவிட்ச்
"১.আকস্মিক, ২.আকস্মিক","1.சாதாரண, 2.தொடர்ச்சி"
অমিল,முரண்பாடு
বিষমতা,மாறுபாடு
নিয়ন্ত্ৰণ,கட்டுப்பாடு
কণ্টেইনমেণ্ট জ’ন,கட்டுப்பாட்டு மண்டலம்
নিয়ন্ত্ৰণ বিট,கட்டுப்பாட்டு பிட்
নিয়ন্ত্ৰক বাছ,கட்டுப்பாட்டு பேருந்து
নিয়ন্ত্ৰণ কাৰ্ড,கட்டுப்பாட்டு அட்டை
নিয়ন্ত্ৰণ বৰ্তনী,கட்டுப்பாட்டு சுற்று
নিয়ন্ত্ৰণ চকা,கட்டுப்பாட்டு சக்கரம்
"১/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী, ২/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিক","1. கட்டுப்பாட்டு பொறியியல், 2. கட்டுப்பாட்டு பொறியியல்"
নিয়ন্ত্ৰণ কি&#39;,கட்டுப்பாட்டு விசை
নিয়ন্ত্ৰণ যুক্তি,கட்டுப்பாட்டு தர்க்கம்
নিয়ন্ত্ৰণ লুপ,கட்டுப்பாட்டு வளையம்
নিয়ন্ত্ৰণ চিন,கட்டுப்பாட்டு அடையாளம்
নিয়ন্ত্ৰণ কাৰ্য্য,கட்டுப்பாட்டு செயல்பாடு
নিয়ন্ত্ৰণ পেনেল,கண்ட்ரோல் பேனல்
নিয়ন্ত্ৰণ সংকেত,கட்டுப்பாட்டு சமிக்ஞை
নিয়ন্ত্ৰণ চুইচ,கட்டுப்பாட்டு சுவிட்ச்
নিয়ন্ত্ৰণ টেপ,கட்டுப்பாட்டு நாடா
"1. নিয়ন্ত্ৰণ টাৰ্মিনেল, 2. নিয়ন্ত্ৰণ টাৰ্মিনেল","1. கட்டுப்பாட்டு முனையம், 2. கட்டுப்பாட்டு முனையம்"
"১.নিয়ন্ত্ৰণ একক, ২. নিয়ন্ত্ৰণ একক","1. கட்டுப்பாட்டு அலகு, 2. கட்டுப்பாட்டு பிரிவு"
অভিসৰণ,ஒன்றிணைதல்
সংলাপ,உரையாடல்
কথোপকথনমূলক কল,உரையாடல் அழைப்பு
ৰূপান্তৰ,மாற்றம்
ৰূপান্তৰক,மாற்றி
কুকৰ উপপাদ্য,குக் தேற்றம்
সহ-প্ৰচেছৰ,இணை செயலி
কপি কৰক,நகல்
কপিৰাইট,பதிப்புரிமை
কৰ্ড,தண்டு
"1.কৰ্ডলেছ টেলিফোন, 2. বেতাঁৰ টেলিফোন, 3. বেতাঁৰ টেলিফোন","1. கம்பியில்லா தொலைபேசி, 2. கம்பியில்லா தொலைபேசி, 3. கம்பியில்லா தொலைபேசி"
উপপাপপাতি,துணை தேற்றம்
সংশোধনী,திருத்தம்
"১.ব্যৱহাৰযোগ্য, ২.বিকৃত","1. பயன்படுத்த முடியாத, 2. சிதைக்கப்பட்ட"
গণনা কৰা,கணக்கீடு
স্ক&#39;ৰাৰ,அடித்தவர்
দেশৰ কোড,நாட்டின் குறியீடு
সহাৱস্থান,இணை மாறுபாடு
"১/ পৰিসৰৰ ক্ষেত্ৰফল, ২. সম্প্ৰচাৰ","1. நோக்கம் பகுதி, 2. ஒளிபரப்பு"
পতন হোৱা,சரிவு
জটিল পথ,முக்கியமான பாதை
জটিল পথ পদ্ধতি (CPM),முக்கியமான பாதை முறை (CPM)
"১.ক্ৰছ টেষ্ট, ২.ক্ৰছ টেষ্ট","1.குறுக்கு சோதனை, 2.குறுக்கு சோதனை"
"1.ক্ৰছ প্ৰগ্ৰেমেবল-স্থানান্তৰ, 2. প্ৰতি প্ৰগ্ৰেমেবল","1.கிராஸ் புரோகிராமபிள்-பரிமாற்றம், 2. நிரல்படுத்தக்கூடியது"
অপ্রাসংগিক সংকেত,பொருத்தமற்ற சமிக்ஞை
অপ্রাসংগিক কথা,பொருத்தமற்ற பேச்சு
ক্ৰিপ্টোগ্ৰাফী,குறியாக்கவியல்
"1. ক্ৰিপ্টোগ্ৰাফী, 2. ক্ৰিপ্টোগ্ৰাফী, 3. ক্ৰিপ্টোগ্ৰাফী","1. மறைநூல், 2. மறைநூல், 3. மறைநூல்"
মুদ্ৰাৰ চিহ্ন,நாணய சின்னம்
বৰ্তমান ডাইৰেকটৰি,தற்போதைய அடைவு
বৰ্তমান উইন্ডো,தற்போதைய சாளரம்
কাৰ্চাৰ,கர்சர்
বক্ৰ,வளைவு
"১/ কাটি পেষ্ট কৰক, ২) কাটি পেষ্ট কৰক","1. கட் அண்ட் பேஸ்ட், 2. கட் அண்ட் பேஸ்ட்"
ছিয়াৰিং পদ্ধতি,வெட்டுதல் முறை
চাইবাৰ,சைபர்
চাইবাৰ কেফে,கணணி மையம்
চাইবাৰ নগদ ধন,இணைய பணம்
চাইবাৰ অপৰাধ,சைபர்
চাইবাৰ ডেলেক্স,சைபர் டேலெக்ஸ்
চাইবাৰ আইন,இணைய சட்டம்
চাইবাৰ যৌনতা,இணைய செக்ஸ்
"১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স","1. சைபர் சயின்ஸ், 2. சைபர்நெடிக்ஸ்"
"1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন","1.சைபரைசேஷன், 2. இணையமயமாக்கல்"
চক্ৰ,மிதிவண்டி
"১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি","1.சக்ரா நினைவகம், 2.சக்கர நினைவகம்"
চক্ৰ ক্ষতি,சுழற்சி இழப்பு
চক্ৰৰ সময়,சுழற்சி நேரம்
চক্ৰীয়,சுழற்சி
ডেমন,டீமான்
ডেইজী চক্ৰ,டெய்சி வட்டம்
ডাটা প্ৰশাসক,தரவு நிர்வாகி
তথ্য আবণ্টন,தரவு ஒதுக்கீடு
"1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড","1.தரவு புலம், 2.தரவு புலம்"
"1.ডাটা এৰে, 2. ডাটা এৰে","1.தரவு வரிசை, 2. தரவு வரிசை"
"১.ডাটা-বেছ, ২.ডাটাবেছ","1.தரவுத்தளம், 2.தரவுத்தளம்"
তথ্যৰ খণ্ডিতকৰণ,தரவு துண்டு துண்டாக
"১.ডাটা বাছ, ২.ডাটা বাছ","1. டேட்டா பஸ், 2. டேட்டா பஸ்"
"1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ","1.டேட்டா கேரியர், 2.டேட்டா கேரியர்"
ডাটা চেল,தரவு செல்
"১.ডাটা চিষ্টেম, ২.ডাটা চেনেল","1.டேட்டா சிஸ்டம், 2.டேட்டா சேனல்"
ডাটা যোগাযোগ,தரவு தொடர்பு
"1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন","1.தரவு சுருக்கம், 2.தரவு சுருக்கம்"
ডাটা ফিল্ড,தரவு புலம்
ডাটা ফাইল,தரவு கோப்பு
"১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’","1. தரவு ஓட்டம், 2. தரவு ஓட்டம்"
"১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট","1.தரவு ஃப்ளோசார்ட், 2. விளக்கப்படம்"
ডাটা হাইৰাৰ্কি,தரவு படிநிலை
তথ্যৰ স্তৰ,தரவு நிலை
"১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী","1.தரவு சேகரிப்பு, 2.தரவு நூலகம்"
ডাটা লিংক স্তৰ,தரவு இணைப்பு அடுக்கு
ডাটা লিংক স্তৰ (DLL),தரவு இணைப்பு அடுக்கு (DLL)
"১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট","1.தரவு மேலாண்மை, 2.தரவு மேலாண்மை"
"১.তথ্য গণনা, ২.তথ্য গণনা","1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு"
তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML),தரவு செயலாக்க மொழி (DML)
ডাটা মডেম ডাটা মডেম,தரவு மோடம் தரவு மோடம்
"১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন","1.தரவு மாற்றம், 2.தரவு மாற்றம்"
"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক","1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்"
"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন","1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்"
"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন","1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு"
"1. ডাটা আউটপুট, 2. ডাটা আউটপুট","1. தரவு வெளியீடு, 2. தரவு வெளியீடு"
"1.ডাটা পাথ, 2.ডাটা পাথ","1.தரவு பாதை, 2.தரவு பாதை"
"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা","1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்"
"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা","1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை"
"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ","1. தரவுச் செயலி, 2. தரவுச் செயலி"
"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা","1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড","1. தரவு பதிவு, 2. தரவு பதிவு"
"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ","1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு"
"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন","1. தரவு வழக்கம், 2. தரவு வழக்கம்"
"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা","1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு"
"1.ডাটা ছেট, 2. ডাটা ছেট","1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு"
"1.ডাটা সংকেত, 2.ডাটা সংকেত","1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை"
"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ","1. தரவு அணுகல், 2. தரவு அணுகல்"
"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস","1.தரவு ஆதாரம், 2.தரவு ஆதாரம்"
"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ","1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு"
"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ","1.தரவு மையம், 2.தரவு மையம்"
"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ","1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு"
তথ্য সংৰক্ষণ গঠন,தரவு சேமிப்பு அமைப்பு
"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন","1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு"
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.தரவு அட்டவணை, 2.தரவு அட்டவணை"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.தரவு முடிவு, 2. தரவு முடிவு"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1. தரவு வடிவம், 2. தரவு வடிவம்"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1. தரவு அலகு, 2. தரவு அலகு"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு"
ডাটাবেছ,தரவுத்தளம்
ডাটাবেছ প্ৰশাসন,தரவுத்தள நிர்வாகம்
ডাটাবেছ ডিজাইন,தரவுத்தள வடிவமைப்பு
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,தரவுத்தள மேலாண்மை அமைப்பு
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்"
"1. ডেটাম, 2. ডাটা","1. தரவு, 2. தரவு"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்"
ডেডলক,முட்டுக்கட்டை
ডেডলক প্ৰতিৰোধ,முட்டுக்கட்டை தடுப்பு
দোষ নিষ্কাশন,குறைபாடு நீக்கம்
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,முடிவெடுக்கும் செயல்முறை
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,முடிவு ஆதரவு அமைப்பு
সিদ্ধান্ত গছ,முடிவு மரம்
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1. குறிவிலக்கி, 2. குறிவிலக்கி"
দ্ৰৱণ নীতি,கலைப்பு கொள்கை
ডিকোডিং,டிகோடிங்
ডেডিকেটেড চিষ্টেম,அர்ப்பணிக்கப்பட்ட அமைப்பு
ডেডিকেটেড প্ৰেছ,அர்ப்பணிக்கப்பட்ட பத்திரிகை
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,நோய்த்தடுப்பு தகவல் அமைப்பு
সংহতি,ஒருங்கிணைப்பு
পলম কৰা,தாமதம்
বিলম্ব কাউণ্টাৰ,தாமத கவுண்டர்
বিলম্বৰ সময়,தாமத நேரம்
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.நீக்கு, 2.நீக்கு"
ডিলিচন ৰেকৰ্ড,நீக்குதல் பதிவு
সীমা নিৰ্ধাৰণকাৰী,பிரிப்பான்
ডেল্টা মডুলেচন,டெல்டா பண்பேற்றம்
ৰিকুইজিচন পৃষ্ঠা,கோரிக்கை பக்கம்
প্ৰদৰ্শন,செயல்திறன்
ডিমডুলেচন,டிமாடுலேஷன்
ভি-মাল্টিপ্লেক্সাৰ,வி-மல்டிபிளெக்சர்
ডিনৰ্মেলাইজেচন,இயல்புநிலைப்படுத்தல்
"১.ঘনত্ব, ২.ঘনত্ব","1. அடர்த்தி, 2. அடர்த்தி"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1. சார்பு, 2. சார்பு"
নিৰ্ভৰশীল একক,சார்பு அலகு
লানি পতা,வரிசை
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1. dereference, 2. dereference"
ব্যুৎপত্তি কৰা গছ,பெறப்பட்ட மரம்
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,பெறப்பட்ட புலம்
অৱনমিত সজাই পৰাই তোলা,இறங்கு வகை
ডিজাইন,வடிவமைப்பு
ডেস্ক কেলকুলেটৰ,மேசை கால்குலேட்டர்
ডেস্কটপ কম্পিউটাৰ,டெஸ்க்டாப் கணினிகள்
ডেস্কটপ উপস্থাপন,டெஸ்க்டாப் விளக்கக்காட்சி
ডেস্কটপ প্ৰকাশন,டெஸ்க்டாப் வெளியீடு
ডেস্কটপ ভিডিঅ&#39;,டெஸ்க்டாப் வீடியோ
গন্তব্যস্থানৰ ঠিকনা,இலக்கு முகவரி
"১.ধ্বংসী, ২.নাশক","1. அழிப்பவர், 2. அழிப்பவர்"
ডিটাৰ্মিনিষ্টিক automata,தீர்மானிக்கும் தானியங்கு
ডেভেলপাৰ,டெவலப்பர்
উন্নয়ন ব্যৱস্থা,வளர்ச்சி அமைப்பு
ডিভাইচ,சாதனம்
ডিভাইচ নিয়ন্ত্ৰণ একক,சாதன கட்டுப்பாட்டு அலகு
ডিভাইচ নিয়ন্ত্ৰক,சாதனம் கட்டுப்படுத்தி
ডিভাইচ ব্যৱস্থাপনা,சாதன மேலாண்மை
ডিভাইচ ধৰণ,சாதன முறை
নিদান,நோய் கண்டறிதல்
ডায়েগনষ্টিক চিষ্টেম,கண்டறியும் அமைப்பு
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1. கண்டறிதல், 2. கண்டறிதல்"
ডায়েগ্ৰাম,வரைபடம்
ডায়েল কৰক,டயல்
ডায়েল লাইন,டயல் வரி
ডায়েল টোন,டயல் தொனி
ডায়েল আপ কৰক,அழைக்கவும்
"১/ সংলাপ, ২/ কথোপকথন","1. உரையாடல், 2. உரையாடல்"
কথোপকথন কক্ষ,உரையாடல் அறை
ডায়েলআপ মডেম,டயல்அப் மோடம்
বীমা,காப்பீடு
অভিধান,அகராதி
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. வேறுபாடு, 2. வேறுபாடு"
সংখ্যাগত,எண்ணியல்
ডিজিটেল ব্যৱস্থা,டிஜிட்டல் அமைப்பு
ডিজিটেল বৰ্তনী,டிஜிட்டல் சுற்று
ডিজিটেল কম্পিউটাৰ,டிஜிட்டல் கணினி
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা","1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா"
ডিজিটেল সুবিধা,டிஜிட்டல் வசதி
ডিজিটেল ফিল্টাৰ,டிஜிட்டல் வடிகட்டி
ডিজিটেল লাইব্ৰেৰী,டிஜிட்டல் நூலகம்
ডিজিটেল মডুলেচন,டிஜிட்டல் பண்பேற்றம்
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ","1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்"
ডিজিটেল ইমেজ,டிஜிட்டல் படம்
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ","1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்"
ডিজিটেল চুইচ,டிஜிட்டல் சுவிட்ச்
ডিজিটেল এনালগ কনভাৰ্টাৰ,டிஜிட்டல் அனலாக் மாற்றி
ডিজিটাইজেচন,டிஜிட்டல் மயமாக்கல்
ডিজিটাইজেচন,டிஜிட்டல் மயமாக்கல்
ডিজিটাইজাৰ,இலக்கமாக்கி
ডাইঅ&#39;ড,டையோடு
পোনপটীয়া,முதன்மையான தோற்றம்
প্ৰত্যক্ষ ঠিকনা,நேரடி முகவரி
প্ৰত্যক্ষ ৰূপান্তৰ,நேரடி மாற்றம்
প্ৰত্যক্ষ সংযোজন,நேரடி இணைப்பு
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),நேரடி நினைவக அணுகல் (DMA)
প্ৰত্যক্ষ পদ্ধতি,நேரடி முறை
দিশ নিৰ্দেশনা,திசைகள்
ডাইৰেকটৰী,அடைவு
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. அடைவு சேவையகம், 2. அடைவு சேவையகம்"
ডাইৰেকটৰি সেৱা,அடைவு சேவை
অক্ষম,முடியவில்லை
সংকেত নিষ্ক্ৰিয় কৰা,சமிக்ஞையை முடக்குகிறது
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. துண்டித்தல், 2. துண்டித்தல்"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. தனித்தனி, 2. தனித்தனி"
"১.ডিস্ক, ২.ডিস্ক","1. வட்டு, 2. வட்டு"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. வட்டு முகவரி, 2. வட்டு முகவரி"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. வட்டு வரிசை, 2. வட்டு வரிசை"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. வட்டு திறன், 2. வட்டு திறன்"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. வட்டு இயக்கி, 2. வட்டு இயக்கி"
ডিস্ক নথিপত্ৰ,வட்டு கோப்பு
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),வட்டு இயக்க முறைமை (DoS)
ডিস্ক পেকেজ,வட்டு தொகுப்பு
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு"
ডিস্কেট,வட்டு
ফাইল প্ৰদৰ্শন কৰক,காட்சி கோப்பு
ছবি প্ৰদৰ্শন কৰক,காட்சி படத்தை
নিষ্পত্তি,அகற்றல்
দূৰত্ব,தூரம்
দূৰত্বৰ ফলন,தூர செயல்பாடு
বিকৃতি,திரித்தல்
বিলি কৰা হ’ল,வழங்கப்பட்டது
বিতৰণ কৰা তথ্য,விநியோகிக்கப்பட்ட தரவு
বিতৰণ কৰা চাৰ্ভাৰ,விநியோகிக்கப்பட்ட சேவையகம்
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு"
বিতৰক,விநியோகஸ்தர்
নথিপত্ৰ,ஆவணம்
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,அங்கீகாரம் பெற்ற ஆவணம்
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ஆவண சாளரம், 2. ஆவண சாளரம்"
নথিপত্ৰ,ஆவணங்கள்
"ডমেইন, ডমেইন","களம், களம்"
ডমেইনৰ নাম,டொமைன் பெயர்
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்"
"তলত, তলত","கீழ், கீழே"
"১.এভালিংক, ২.বৰ্গ","1.அவலின்க், 2.சதுரம்"
ডাউনল’ড,பதிவிறக்க Tamil
ডাউনলোড সময়,பதிவிறக்க நேரம்
ট্ৰেকচন,இழுவை
DRAM (ডাইনামিক ৰেম),DRAM (டைனமிக் ரேம்)
ৰানঅফ,ஓட்டம்
ড্ৰাইভাৰ,இயக்கி
পাত,இலைகள்
তালিকা বাকচ ড্ৰপ কৰক,டிராப் பட்டியல் பெட்டி
ড্ৰাম ড্ৰাইভ,டிரம் டிரைவ்
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. இம் யூனிட், 2. டிரம் யூனிட்"
"১.দ্বৈততা, ২. bi","1. இருமை, 2. இரு"
দ্বৈত ঘনত্ব,இரட்டை அடர்த்தி
