English,Marathi
Compression technique,कॉम्प्रेशन तंत्र
Compressor,कंप्रेसर
Compute,गणना
Computer,संगणक
Computer based multimedia,संगणक आधारित मल्टीमीडिया
Computer programming,संगणक प्रोग्रामिंग
Computer technology,संगणक तंत्रज्ञान
Concave lens,अवतल लेन्स
Concave mirror,अवतल आरसा
Concealment,लपवून ठेवणे
Concentrated,एकाग्र
Concentration,एकाग्रता
Concentric lens,कॉन्सेन्ट्रिक लेन्स
Condenser microphone,कंडेन्सर मायक्रोफोन
Condition of equilibrium,समतोल स्थिती
Conduction,वाहक
Conduction current,वाहक चालू
Conductivity,वाहकता
Conductor,कंडक्टर
Configuration,कॉन्फिगरेशन
Connection,कनेक्शन
Connectivity,कनेक्टिव्हिटी
Connector,कनेक्टर
Consistency,सुसंगतता
Consistently,सातत्याने
Console,कन्सोल
Constant,स्थिर
Constant  amplitude,सतत मोठेपणा
Contact microphone,मायक्रोफोनशी संपर्क साधा
Container format,कंटेनर स्वरूप
Contamination,दूषित
Content,सामग्री
Contiguous,संमिश्र
Continuity,सातत्य
Continuity booth,सातत्य बूथ
Continuity knob,सातत्य नॉब
Continuous,सतत
Continuous arc,सतत कंस
Continuous wave,सतत लाट
Contour line,समोच्च ओळ
Contour plan,समोच्च योजना
Contract,करार
Contraction,आकुंचन
Contrast ratio,कॉन्ट्रास्ट गुणोत्तर
Control circuit,नियंत्रण सर्किट
Control electrode,इलेक्ट्रोड नियंत्रित करा
Control equipment,नियंत्रण उपकरणे
Control grid,नियंत्रण ग्रीड
Control line,नियंत्रण ओळ
Control panel,नियंत्रण पॅनेल
Control room,नियंत्रण कक्ष
Control table,नियंत्रण सारणी
Control tower,नियंत्रण टॉवर
Controller,नियंत्रक
Convergence,अभिसरण
Convergent lens,कन्व्हर्जंट लेन्स
Convertor,कन्व्हर्टर
Convex lens,बहिर्गोल लेन्स
Convolution,कन्व्होल्यूशन
Convolution coded,कन्व्होल्यूशन कोड
Convolutional interleave,कॉन्व्होल्यूशनल इंटरलीव्ह
Convolutional interleaving,कॉन्व्होल्यूशनल इंटरलीव्हिंग
Cookie,कुकी
Cookier,कुकीयर
Coprocessor,कॉप्रोसेसर
Cord,दोरखंड
Corona,कोरोना
Corona discharge,कोरोना डिस्चार्ज
Correlation,परस्परसंबंध
Cosine component,कोसाइन घटक
Cosine wave,कोसाइन वेव्ह
Cosmic noise,वैश्विक आवाज
Counter,काउंटर
Counter clockwise,घड्याळाच्या दिशेने काउंटर
Coupler,कपलर
Coupling,जोड्या
Coupling condenser,कपलिंग कंडेन्सर
Coupling network,कपलिंग नेटवर्क
Coupling resistance,कपलिंग प्रतिकार
Covalent bond,सहसंयोजक बंध
Coverage,कव्हरेज
Crash,आपटी
Critical band,गंभीर बँड
Critical condition,चिंताजनक स्थिती
Critical coupling,गंभीर जोड्या
Critical frequency,गंभीर वारंवारता
Critical parameter,गंभीर मापदंड
Crocodile clip,मगर क्लिप
Cross fading,क्रॉस फिकट
Cross modulation,क्रॉस मॉड्यूलेशन
Cross talk,क्रॉस टॉक
Crossfade,क्रॉसफेड
Cryptography,क्रिप्टोग्राफी
Crystal,क्रिस्टल
Crystal filter,क्रिस्टल फिल्टर
Cue,क्यू
Cue marks,क्यू मार्क्स
Cueing device,क्यूइंग डिव्हाइस
Current drain,चालू नाले
Current meter,चालू मीटर
Current transformer,वर्तमान ट्रान्सफॉर्मर
Cursor,कर्सर
Curve,वक्र
Cut off frequency,वारंवारता कट करा
Cutter,कटर
Cyber cafe,सायबर कॅफे
Cyber security,सायबर सुरक्षा
Cyber space,सायबर स्पेस
Cycle,चक्र
Cyclic,चक्रीय
D.c. component,डी.सी. घटक
D.c. plate power,डी.सी. प्लेट पॉवर
D.c. restoration,डी.सी. जीर्णोद्धार
Damper diode,डॅम्पर डायोड
Damping,ओलसर
Dark,गडद
Data,डेटा
Data broadcasting,डेटा प्रसारण
Data compression,डेटा कॉम्प्रेशन
Data drilling,डेटा ड्रिलिंग
Data encryption,डेटा कूटबद्धीकरण
Data file,डेटा फाइल
Data handling,डेटा हाताळणी
Data mining,डेटा खाण
Data processing,डेटा प्रक्रिया
Data processor,डेटा प्रोसेसर
Data reduced bit system,डेटा कमी बिट सिस्टम
Data service,डेटा सेवा
Data sheet,माहिती पत्रक
Data storage,डेटा संचयन
Data stream,डेटा प्रवाह
Data transformation,डेटा परिवर्तन
Data transmission,डेटा ट्रान्समिशन
Database,डेटाबेस
Datacasting,डेटाकास्टिंग
Datagram,डेटाग्राम
DB meter,डीबी मीटर
Dead air,मृत हवा
Dead short circuit,मृत शॉर्ट सर्किट
Dead spot,मृत जागा
Deadlock,डेडलॉक
Debug programme,डीबग प्रोग्राम
Debugging,डीबगिंग
Decay of sound,आवाजाचा क्षय
Decibel (dB),डेसिबल (डीबी)
Decimal,दशांश
Decimal code,दशांश कोड
Decimal digit,दशांश अंक
Deciphering,उलगडा
Decoder,डीकोडर
Decoding,डीकोडिंग
Decoding in digital transmission,डिजिटल ट्रान्समिशनमध्ये डीकोडिंग
Decompression,विघटन
Decoupling,डीकोपलिंग
Decoupling circuit,डिकॉपलिंग सर्किट
Decoupling network,डिकॉपलिंग नेटवर्क
Decryption,डिक्रिप्शन
Dedicated line,समर्पित ओळ
De-embedding,डी-एम्बेडिंग
De-emphasis,डी-जोर
Default,डीफॉल्ट
Defect in quality,गुणवत्तेत दोष
Defective,सदोष
Defective unit,सदोष युनिट
Definition,व्याख्या
Deflection,विक्षेप
Deformation,विकृती
Defragmentation,डीफ्रॅगमेंटेशन
De-gaussing coil,डी-गॉसिंग कॉइल
Degree,पदवी
De-interleaver,डी-इंटरलीव्हर
Delay line,विलंब ओळ
Delay time,विलंब वेळ
Delayed frame memory,विलंब फ्रेम मेमरी
Delayed scanning,विलंब स्कॅनिंग
Delayed synchronization signal,विलंब सिंक्रोनाइझेशन सिग्नल
Delivery,वितरण
Delivery system,वितरण प्रणाली
Demodulation,डिमोड्युलेशन
Demodulator card,डेमोड्युलेटर कार्ड
Demultiplexer,डेमल्टिप्लेक्सर
Depth of field,फील्डची खोली
Descending,उतरत्या
Design specification,डिझाइन तपशील
Desktop,डेस्कटॉप
Detector output,डिटेक्टर आउटपुट
Deviation,विचलन
Device,साधन
Device driver,डिव्हाइस ड्राइव्हर
Diagnostics,डायग्नोस्टिक्स
Diagram,आकृती
Dialog track,संवाद ट्रॅक
Diameteral mode,व्यासाचा मोड
Diamond stylus,डायमंड स्टाईलस
Diaphragm,डायाफ्राम
Diaphragmatic absorber,डायाफ्रामॅटिक शोषक
Dichotic listening,डायकोटिक ऐकणे
Dielectric,डायलेक्ट्रिक
Dielectric break- down,डायलेक्ट्रिक ब्रेक- डाउन
Dielectric loss,डायलेक्ट्रिक तोटा
Difference frequency,फरक वारंवारता
Difference frequency distortion (DFD),फरक वारंवारता विकृती (डीएफडी)
Difference tone,फरक टोन
Differential amplifier,विभेदक एम्पलीफायर
Diffraction,विवर्तन
Diffuser,डिफ्यूझर
Digit,अंक
Digital,डिजिटल
Digital artifact,डिजिटल कलाकृती
Digital audio,डिजिटल ऑडिओ
Digital audio filter,डिजिटल ऑडिओ फिल्टर
Digital audio work station,डिजिटल ऑडिओ वर्क स्टेशन
Digital camera,डिजिटल कॅमेरा
Digital computer,डिजिटल संगणक
Digital data,डिजिटल डेटा
Digital editing,डिजिटल संपादन
Digital exciter,डिजिटल एक्झिटर
Digital filter,डिजिटल फिल्टर
Digital frame synchronizer,डिजिटल फ्रेम सिंक्रोनाइझर
Digital heritage,डिजिटल वारसा
Digital image,डिजिटल प्रतिमा
Digital library,डिजिटल लायब्ररी
Digital meter,डिजिटल मीटर
Digital modulation,डिजिटल मॉड्यूलेशन
Digital multiplex,डिजिटल मल्टिप्लेक्स
Digital network,डिजिटल नेटवर्क
Digital output,डिजिटल आउटपुट
Digital playback,डिजिटल प्लेबॅक
Digital Radio Mondiale (DRM),डिजिटल रेडिओ मोंडिएल (डीआरएम)
Digital recording,डिजिटल रेकॉर्डिंग
Digital revolution,डिजिटल क्रांती
Digital signal,डिजिटल सिग्नल
Digital signal processing (DSP),डिजिटल सिग्नल प्रक्रिया (डीएसपी)
Digital signature,डिजिटल स्वाक्षरी
Digital technology,डिजिटल तंत्रज्ञान
Digital to analog converter,डिजिटल टू एनालॉग कन्व्हर्टर
Digital video,डिजिटल व्हिडिओ
Digital voltmeter,डिजिटल व्होल्टमीटर
Digitalization,डिजिटलायझेशन
Digitization,डिजिटलायझेशन
Digitized video,डिजिटलाइज्ड व्हिडिओ
Digitizer,डिजिटायझर
Dim,अंधुक
Dimension,परिमाण
Dimmer,डिमर
Diode,डायोड
Dip,बुडविणे
Diplexer,डिप्लेक्सर
Dipole antenna,द्विध्रुवीय अँटेना
Direct broadcast,थेट प्रसारण
Direct current (d c),थेट करंट (डी सी)
Direct pick up,डायरेक्ट पिक अप
Direct reading instrument,थेट वाचन साधन
Direct recording,थेट रेकॉर्डिंग
Directional antenna,दिशात्मक ten न्टीना
Directional coupler,दिशात्मक कपलर
Directional microphone,दिशात्मक मायक्रोफोन
Directivity,निर्देश
Directory,निर्देशिका
Disable,अक्षम करा
Disc antenna,डिस्क अँटेना
Disc based storage,डिस्क आधारित स्टोरेज
Discrete,वेगळा
Disk,डिस्क
Disk drive,डिस्क ड्राइव्ह
Disk quota,डिस्क कोटा
Diskette,डिस्केट
Dislocation,विस्थापन
Dispersion,फैलाव
Displacement,विस्थापन
Display,प्रदर्शन
Display unit (console),प्रदर्शन युनिट (कन्सोल)
Dissipation,अपव्यय
Dissonance,असंतोष
Distilled water,डिस्टिल्ड वॉटर
Distortion,विकृती
Distribution,वितरण
Distribution amplifier,वितरण एम्पलीफायर
Division,विभागणी
Divisor,विभाजक
Document,दस्तऐवज
Dolby digital,डॉल्बी डिजिटल
Domain,डोमेन
Domain controller,डोमेन नियंत्रक
Doppler effect,डॉपलर प्रभाव
Double pole (dipole),डबल पोल (द्विध्रुवीय)
Double pole single throw switch,डबल पोल सिंगल थ्रो स्विच
Double sided disk,डबल साइड डिस्क
Doublet,दुहेरी
Down coming wave,खाली येणारी लाट
Down stream,खाली प्रवाह
Downlink,डाउनलिंक
Download,डाउनलोड करा
Downloading,डाउनलोड करीत आहे
Drawing,रेखांकन
Drilling bit,ड्रिलिंग बिट
Drilling machine,ड्रिलिंग मशीन
Drive,चालवा
Drum,ड्रम
Dry bulb temperature,कोरडे बल्ब तापमान
Dry cell,कोरडे सेल
Dry solder,कोरडे सोल्डर
Dual channel mode,ड्युअल चॅनेल मोड
Dubbing,डबिंग
Dud,डड
Dump,डंप
Duplex,दुहेरी
Duration,कालावधी
Dust,धूळ
Dust bug,धूळ बग
Dust proof,धूळ पुरावा
Duster,डस्टर
Dynamic,डायनॅमिक
Dynamic bit allocation,डायनॅमिक बिट वाटप
Dynamic intermodulation distortion (DIM),डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम)
Dynamic quantization,डायनॅमिक क्वांटिझेशन
Dynamic range,डायनॅमिक श्रेणी
Dynamic range control,डायनॅमिक श्रेणी नियंत्रण
Dynamo,डायनामो
Ear phone,कान फोन
Earth,पृथ्वी
Earth bulge,पृथ्वी बल्ज
Earth resistance,पृथ्वी प्रतिकार
Earth rod,पृथ्वी रॉड
Earth satellite,पृथ्वी उपग्रह
Earth station,पृथ्वी स्टेशन
Earth terminal,पृथ्वी टर्मिनल
Earthing,अर्थिंग
Echo,प्रतिध्वनी
Echo chamber,इको चेंबर
Eddy current,एडी करंट
Eddy current loss,एडी चालू तोटा
Edgewise meter,एजवाइज मीटर
Editing,संपादन
Effective antenna height,प्रभावी अँटेना उंची
Effective antenna length,प्रभावी अँटेना लांबी
Effective voltage,प्रभावी व्होल्टेज
Efficiency,कार्यक्षमता
Elasticity,लवचिकता
Electric discharge,इलेक्ट्रिक डिस्चार्ज
Electric field,विद्युत क्षेत्र
Electric flash,इलेक्ट्रिक फ्लॅश
Electric heater,विद्युत उष्मक
Electric meter,इलेक्ट्रिक मीटर
Electric motor,विद्युत मोटर
Electric shock,विजेचा धक्का
Electric spark,इलेक्ट्रिक स्पार्क
Electrical appliance,विद्युत उपकरण
Electrical noise,विद्युत आवाज
Electrical storm,विद्युत वादळ
Electrically operated musical instrument,इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य
Electricity,वीज
Electricity supply,वीजपुरवठा
Electrodynamic,इलेक्ट्रोडायनामिक
Electrolytic capacitor,इलेक्ट्रोलाइटिक कॅपेसिटर
Electromagnetic,इलेक्ट्रोमॅग्नेटिक
Electromagnetic disturbance,इलेक्ट्रोमॅग्नेटिक त्रास
Electromagnetic interferrence,इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स
Electromagnetic spectrum,इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम
Electromagnetic wave,इलेक्ट्रोमॅग्नेटिक वेव्ह
Electromagnetic wave propagtion,इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार
Electron multiple phototube,इलेक्ट्रॉन एकाधिक फोटोट्यूब
Electronic calculator,इलेक्ट्रॉनिक कॅल्क्युलेटर
Electronic data processing (EDP),इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी)
Electronic mail (e-mail),इलेक्ट्रॉनिक मेल (ई-मेल)
Electronic switching system,इलेक्ट्रॉनिक स्विचिंग सिस्टम
Electronics,इलेक्ट्रॉनिक्स
Electroplating,इलेक्ट्रोप्लेटिंग
Electrostatic,इलेक्ट्रोस्टेटिक
Elevation,उत्थान
Embedded,एम्बेड केलेले
Embedded audio,एम्बेड केलेले ऑडिओ
Embedded system,एम्बेडेड प्रणाली
Emblem,प्रतीक
Emerging trends,उदयोन्मुख ट्रेंड
Emission,उत्सर्जन
Emitter,एमिटर
Emitter follower,एमिटर अनुयायी
Emitter terminal,एमिटर टर्मिनल
Emitter-base-junction,एमिटर-बेस-जंक्शन
Enable,सक्षम करा
Enamelled wire,Enamelled वायर
Encipher,एन्किफर
Enclosure,संलग्न
Encode,एन्कोड
Encoder,एन्कोडर
Encoding,एन्कोडिंग
Encryption,कूटबद्धीकरण
End mark,शेवटचा चिन्ह
End user,अंतिम वापरकर्ता
Energy,ऊर्जा
Energy dispersal,उर्जा विखुरलेले
Energy distribution,उर्जा वितरण
Enforcement,अंमलबजावणी
Engine,इंजिन
Engineer,अभियंता
Engineering,अभियांत्रिकी
Engineering store,अभियांत्रिकी स्टोअर
Engraving,खोदकाम
Enhance,वाढविण्यासाठी
Ensemble,एकत्रित
Enter key,की प्रविष्ट करा
Enterprise architecture,एंटरप्राइझ आर्किटेक्चर
Enthalpy,एन्थॅल्पी
Entropy,एन्ट्रोपी
Entropy coding,एन्ट्रोपी कोडिंग
Entropy redundancy,एन्ट्रोपी रिडंडंसी
Equalising,समतुल्य
Equalization,समानता
Equalizer,इक्वेलायझर
Equipment,उपकरणे
Equipment cover,उपकरणे कव्हर
Equivalent,समतुल्य
Erase,मिटवा
Erase head,डोके मिटवा
Erosion,इरोशन
Erratic,अनियमित
Error,त्रुटी
Error control coding,त्रुटी नियंत्रण कोडिंग
Error correction,त्रुटी सुधारणे
Error detection,त्रुटी शोध
Error handling,त्रुटी हाताळणी
Error probability,त्रुटी संभाव्यता
Ethernet,इथरनेट
Ethernet cable,इथरनेट केबल
Eugenics,युजेनिक्स
Evacuate,खाली करा
Exchange,एक्सचेंज
Exciter,एक्झिटर
Execute,अंमलबजावणी
Execution time,अंमलबजावणीची वेळ
Exhaust,दमट
Exit,बाहेर पडा
Expanded,विस्तारित
Expansion valve,विस्तार वाल्व
Experiment,प्रयोग
Expert system,तज्ञ प्रणाली
Explore,अन्वेषण
Explorer,एक्सप्लोरर
Expo(exhibition),एक्सपो (प्रदर्शन)
Extension of power supply,वीजपुरवठा वाढवणे
External control,बाह्य नियंत्रण
External memory,बाह्य मेमरी
External storage,बाह्य संचय
External thread,बाह्य धागा
Extract,काढा
Extranet,बाह्य
Fabricate,बनावट
Facet,पैलू
Facsimile,फॅसिमिले
Factor,घटक
Fade,फिकट
Fade in,ठळक होत जाणे
Fade out,फिकट बाहेर
Fader,फॅडर
Fading,लुप्त होत आहे
Fading zone,फिकट झोन
Fantom (=phantom),फॅन्टॉम (= फॅंटम)
Fast fourier transform (FFT) algorithm,फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम
Fatal error,गंभीर त्रुटी
Fault,दोष
Feature,वैशिष्ट्य
Feed,अन्न देणे
Feedback,अभिप्राय
Feedback amplifier,अभिप्राय एम्पलीफायर
Feedback circuit,अभिप्राय सर्किट
Feedback voltage,अभिप्राय व्होल्टेज
Feeder,फीडर
Feeder cable,फीडर केबल
Feeder hut,फीडर झोपडी
Feeder line,फीडर लाइन
Feeder system,फीडर सिस्टम
Feeder wire,फीडर वायर
Fibre,फायबर
Fibre optics,फायबर ऑप्टिक्स
Fidelity,निष्ठा
Fidelity range extension,निष्ठा श्रेणी विस्तार
Field,फील्ड
Field drive,फील्ड ड्राइव्ह
Field effect transistor,फील्ड इफेक्ट ट्रान्झिस्टर
Field strength,फील्ड सामर्थ्य
Field strength meter,फील्ड सामर्थ्य मीटर
Field strength survey,फील्ड सामर्थ्य सर्वेक्षण
Figure,आकृती
Figure of merit,गुणवत्तेची आकृती
Filament,फिलामेंट
File,फाईल
File server,फाइल सर्व्हर
File system,फाईल सिस्टम
Filler,फिलर
Film recorder,फिल्म रेकॉर्डर
Film speed,चित्रपटाचा वेग
Filter,फिल्टर
Filter choke,फिल्टर चोक
Filter circuit,फिल्टर सर्किट
Filtering,फिल्टरिंग
Fine tuning control,ललित ट्यूनिंग नियंत्रण
Finite field,मर्यादित फील्ड
Fire wall,अग्नीची भिंत
Firefox,फायरफॉक्स
Firing angle,फायरिंग कोन
Firmware,फर्मवेअर
Fittings,फिटिंग्ज
Fixed point chart,निश्चित बिंदू चार्ट
Fixed point item,निश्चित बिंदू आयटम
Flash,फ्लॅश
Flat,फ्लॅट
Flicker,फ्लिकर
Flip flop,फ्लिप फ्लॉप
Float valve,फ्लोट वाल्व्ह
Floating,तरंगत
Floating  battery,फ्लोटिंग बॅटरी
Floating point,फ्लोटिंग पॉईंट
Floating port,फ्लोटिंग पोर्ट
Flood light,पूर प्रकाश
Flood lighting,पूर प्रकाश
Floor,मजला
Floppy,फ्लॉपी
Flow chart,प्रवाह चार्ट
Fluctuation,चढ - उतार
Fluid,द्रवपदार्थ
Fluorescent lamp,फ्लोरोसेंट दिवा
Fluorescent tube,फ्लोरोसेंट ट्यूब
Flutter,फडफड
Flux,प्रवाह
Flux linkage,फ्लक्स लिंकेज
FM network,एफएम नेटवर्क
FM tower,एफएम टॉवर
Focus,फोकस
Focus control,फोकस नियंत्रण
Focussing,फोकसिंग
Focussing magnet,फोकसिंग मॅग्नेट
Fog,धुके
Foil,फॉइल
Fold back,परत फोल्ड करा
Folded dipole,दुमडलेला द्विध्रुवीय
Folder,फोल्डर
Footage,फुटेज
Footer,तळटीप
Forced oscillation,सक्तीने दोलन
Forced ventilation,सक्तीने वायुवीजन
Forced vibration,सक्तीने कंप
Forge,बनावट
Format,स्वरूप
Format shifting,स्वरूप शिफ्टिंग
Format tunes,स्वरूप सूर
Formatting,स्वरूपन
Forward bias,अग्रेषित पूर्वाग्रह
Forward biased,पुढे पक्षपाती
Forward current,पुढे चालू
Forward direction,पुढे दिशा
Forward resistance,अग्रेषित प्रतिकार
Fourier transform,फूरियर ट्रान्सफॉर्म
Fractal,भग्न
Fragmentation,विखंडन
Frame,फ्रेम
Frame formatting,फ्रेम स्वरूपन
Frame synchroniser,फ्रेम सिंक्रोनिझर
Framing,फ्रेमिंग
Free electron,विनामूल्य इलेक्ट्रॉन
Free space loss,मोकळी जागा तोटा
Free space path loss,मोकळ्या जागेचा मार्ग तोटा
Frequency,वारंवारता
Frequency allocation,वारंवारता वाटप
Frequency changer,वारंवारता चेंजर
Frequency converter,वारंवारता कन्व्हर्टर
Frequency counter,वारंवारता काउंटर
Frequency distortion,वारंवारता विकृती
Frequency divider,वारंवारता विभाजक
Frequency domain,वारंवारता डोमेन
Frequency doubler,वारंवारता दुहेरी
Frequency modulation,वारंवारता मॉड्यूलेशन
Frequency monitor,वारंवारता मॉनिटर
Frequency multiplex,वारंवारता मल्टिप्लेक्स
Frequency multiplier,वारंवारता गुणक
Frequency range,वारंवारता श्रेणी
Frequency response,वारंवारता प्रतिसाद
Frequency shift,वारंवारता शिफ्ट
Frequency spectrum,वारंवारता स्पेक्ट्रम
Frequency synthesizer,वारंवारता सिंथेसाइझर
Frequency tolerance,वारंवारता सहनशीलता
Frequency translator box,वारंवारता अनुवादक बॉक्स
Frequency variation,वारंवारता भिन्नता
Fresnel zone,फ्रेस्नेल झोन
Fringe-area,फ्रिंज-एरिया
Front porch,फ्रंट पोर्च
Full adder,पूर्ण अ‍ॅडर
Full wave rectification,पूर्ण वेव्ह सुधारणे
Full wave rectifier,पूर्ण वेव्ह रेक्टिफायर
Function,कार्य
Function key,फंक्शन की
Functional testing,कार्यात्मक चाचणी
Fundamental,मूलभूत
Fundamental frequency,मूलभूत वारंवारता
Fundamental velocity,मूलभूत वेग
Funnel,फनेल
Fuse,फ्यूज
Fuse wire,फ्यूज वायर
Fuzzy logic,अस्पष्ट तर्कशास्त्र
Gain,मिळवा
Gain control,नियंत्रण मिळवा
Galois field,गॅलोइस फील्ड
Gamut,गर्दी
Gang condenser,गँग कंडेन्सर
Gap,अंतर
Gateway,गेटवे
Gauge,गेज
Gaussian curve,गौशियन वक्र
Gaussian white noise,गौशियन पांढरा आवाज
Generator,जनरेटर
Generic name,सामान्य नाव
Geostationary satellite,जिओस्टेशनरी उपग्रह
Geosynchronous satellite,जिओसिंक्रोनस उपग्रह
Glitch,ग्लिच
Graphic art,ग्राफिक कला
Graphic equalizer,ग्राफिक इक्वेलायझर
Graphics,ग्राफिक्स
Graticule,ग्रॅटिक्यूल
Gravitational acceleration,गुरुत्वाकर्षण प्रवेग
Gray scale,राखाडी स्केल
Grid,ग्रीड
Grid bias,ग्रीड बायस
Grid driving power,ग्रीड ड्रायव्हिंग पॉवर
Grid emission,ग्रीड उत्सर्जन
Grid modulated class C amplifier,ग्रिड मॉड्युलेटेड क्लास सी एम्पलीफायर
Grill,ग्रील
Grinding,ग्राइंडिंग
Groove,खोबणी
Ground conductivity,ग्राउंड चालकता
Ground return circuit,ग्राउंड रिटर्न सर्किट
Ground rod (earth rod),ग्राउंड रॉड (पृथ्वी रॉड)
Ground scatter propagation,ग्राउंड स्कॅटर प्रसार
Ground segment,ग्राउंड सेगमेंट
Ground wave,ग्राउंड वेव्ह
Ground wave propagation,ग्राउंड वेव्ह प्रसार
Ground wave signal,ग्राउंड वेव्ह सिग्नल
Grounded,ग्राउंड
Group delay,गट विलंब
Growth of network & coverage,नेटवर्क आणि कव्हरेजची वाढ
Guard band,गार्ड बँड
Guard interval,गार्ड मध्यांतर
Gunn diode,गन डायोड
Guy,माणूस
Guy wire,गाय वायर
Guyed aerial mast (guyed antenna mast),एरियल मास्ट (गायडे अँटेना मस्त)
Hack,खाच
Hacker,हॅकर
Half adder,अर्धा ader
Half duplex,अर्धा डुप्लेक्स
Half power bandwidth,अर्धा पॉवर बँडविड्थ
Half wave dipole,अर्धा वेव्ह द्विध्रुवीय
Half wave rectification,अर्धा वेव्ह दुरुस्ती
Halftone,हाफटोन
Hamming distance,हॅमिंग अंतर
Hard disc crash,हार्ड डिस्क क्रॅश
Hard disk based audio delivery system,हार्ड डिस्क आधारित ऑडिओ वितरण प्रणाली
Hard disk based recording,हार्ड डिस्क आधारित रेकॉर्डिंग
Hardware,हार्डवेअर
Hardware address,हार्डवेअर पत्ता
Harmonic,हार्मोनिक
Harmonic distortion,हार्मोनिक विकृती
Harmonic emission,हार्मोनिक उत्सर्जन
Harmonic filter unit,हार्मोनिक फिल्टर युनिट
Harmonic generator,हार्मोनिक जनरेटर
Harmonic suppressor,हार्मोनिक सप्रेसर
Harmonics,हार्मोनिक्स
Hazard,धोका
Head phone,हेड फोन
Head room,हेड रूम
Headend,हेडएंड
Header,शीर्षलेख
Hearing mechanism,सुनावणी यंत्रणा
Heat absorber,उष्णता शोषक
Heat balance,उष्णता शिल्लक
Heat barrier,उष्णता अडथळा
Heat conductor,उष्णता कंडक्टर
Heat sink,उष्णता बुडणे
Hertz (Hz),हर्ट्ज (हर्ट्ज)
Heterodyne,हेटरोडिन
Heterodyne receiver,हेटरोडिन रिसीव्हर
Heterodyne whistle (heterodyne interference),हेटरोडिन व्हिसल (हेटरोडिन हस्तक्षेप)
Heuristic,ह्युरिस्टिक
Hexadecimal,हेक्साडेसिमल
Hierarchical modulation,श्रेणीबद्ध मॉड्यूलेशन
Hi-Fi (high fidelity),हाय-फाय (उच्च निष्ठा)
High boost,उच्च वाढ
High frequency,उच्च वारंवारता
High frequency oscillation,उच्च वारंवारता दोलन
High frequency response,उच्च वारंवारता प्रतिसाद
High level programme language,उच्च स्तरीय प्रोग्राम भाषा
High pass filter,उच्च पास फिल्टर
High power transmitter,उच्च उर्जा ट्रान्समीटर
High quality reception,उच्च गुणवत्तेचे स्वागत
High speed connectivity,हाय स्पीड कनेक्टिव्हिटी
High speed data system,हाय स्पीड डेटा सिस्टम
Histogram,हिस्टोग्राम
Home page,मुख्यपृष्ठ
Hook,हुक
Hook up wire,हुक अप वायर
Horizontal blackout period,क्षैतिज ब्लॅकआउट कालावधी
Horizontal blanking,क्षैतिज ब्लँकिंग
Horizontal definition (horizontal resolution),क्षैतिज व्याख्या (क्षैतिज रिझोल्यूशन)
Horizontal deflection oscillation,क्षैतिज विक्षेपण दोलन
Horizontal line,क्षैतिज रेखा
Horizontal section,क्षैतिज विभाग
Horizontal sweep circuit,क्षैतिज स्वीप सर्किट
Horn loudspeaker,हॉर्न लाऊडस्पीकर
Host,होस्ट
Hot spot,हॉट स्पॉट
House keeping,घरपट्टी
Hub,हब
Hue,ह्यू
Huffman coding,हफमन कोडिंग
Hum,हम
Human audio perception,मानवी ऑडिओ समज
Human audio system,मानवी ऑडिओ सिस्टम
Human hearing mechanism,मानवी श्रवण यंत्रणा
Human video perception,मानवी व्हिडिओ समज
Humidity,आर्द्रता
Hybrid,संकरित
Hybrid circuit,संकरित सर्किट
Hybrid intergrated circuit,हायब्रीड इंटरग्रेटेड सर्किट
Hydrometer,हायड्रोमीटर
Hyper,उच्च
Hyper media,हायपर मीडिया
Hyper text,अति मजकूर
Hyperlink,हायपरलिंक
Icon,चिन्ह
Identification,ओळख
Identifier,अभिज्ञापक
Ignite,प्रज्वलित करा
Ignition,प्रज्वलन
Illuminance,प्रकाश
Illumination,प्रदीपन
Image,प्रतिमा
Image antenna,प्रतिमा अँटेना
Image capture,प्रतिमा कॅप्चर
Image iconoscope,प्रतिमा आयकॉनोस्कोप
Image map,प्रतिमा नकाशा
Image orthicon,प्रतिमा ऑर्थिकॉन
Image processing,प्रतिमा प्रक्रिया
Image setter,प्रतिमा सेटर
Imaginary,काल्पनिक
Impedance,प्रतिबाधा
Impedance matching,प्रतिबाधा जुळणारी
Impedance matching circuit,प्रतिबाधा जुळणारे सर्किट
Impedance mismatch,प्रतिबाधा जुळत नाही
Impedance of free space,मोकळ्या जागेची प्रतिबाधा
Impedance transformation,प्रतिबाधा परिवर्तन
Import,आयात
Impregnated,गर्भवती
Impress voltage,व्होल्टेज प्रभावित करा
Impulse,प्रेरणा
Impulse response,आवेग प्रतिसाद
Impurity conductivity,अशुद्धता चालकता
Impurity semiconduction,अशुद्धता सेमीकंडक्शन
Inactive,निष्क्रिय
Inactive window,निष्क्रिय विंडो
Inaudible,ऐकण्यायोग्य नाही
Incandescence,हल्ल
Incident ray,घटना किरण
Inclusion,समावेश
