Marathi,Malayalam
शंकूच्या आकाराची कुंडलिनी,കോണാകൃതിയിലുള്ള കുണ്ഡലിനി
"कोनिक कट, कोनिक","കോണിക കട്ട്, കോണിക"
शंकूचे गणित,കോണിക ഗണിതം
"कोन-कट, शंकू-विभाग","കോൺ-കട്ട്, കോൺ-സെക്ഷൻ"
"संयुग्मित असणे (v.), संयुग्मित असणे (v.)","സംയോജിപ്പിക്കുക (വി.), സംയോജിപ്പിക്കുക (വി.)"
संयुग्मित कोन,സംയോജിത കോൺ
संयुग्मित अक्ष,സംയോജിത അക്ഷം
संयुग्मित संमिश्र संख्या,സങ്കീർണ്ണ സംഖ്യകൾ സംയോജിപ്പിക്കുക
संयुग्मित दिशा,സംയോജിത ദിശ
संयुग्मित कार्य,സംയോജിത പ്രവർത്തനം
मॅट्रिक्सचे संयुग,മാട്രിക്സിന്റെ സംയോജനം
संयुग्मित क्रमपरिवर्तन,സംയോജിത ക്രമമാറ്റം
संयुग्मित व्हेरिएबल,സംയോജിത വേരിയബിൾ
"योग, संयोजन","യോഗ, കോമ്പിനേഷൻ"
सलग,തുടർച്ചയായി
सलग संख्या,തുടർച്ചയായ സംഖ്യകൾ
ऊर्जा संवर्धन,ഊർജ്ജ സംരക്ഷണം
वस्तुमान संरक्षण,ബഹുജന സംരക്ഷണം
संरक्षक,രക്ഷാധികാരി
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता","സ്ഥിരത, സ്ഥിരത, സ്ഥിരത, സ്ഥിരത"
सुसंगतता निर्बंध,സ്ഥിരത നിയന്ത്രണങ്ങൾ
"सुसंगत अंदाज, विरुद्ध अंदाज","അനുയോജ്യമായ എസ്റ്റിമേറ്റ്, വിപരീത എസ്റ്റിമേറ്റ്"
"सुसंगत अंदाजक, गैर-विरोधाभासी अंदाजक","സ്ഥിരമായ എസ്റ്റിമേറ്റർ, വൈരുദ്ധ്യമില്ലാത്ത എസ്റ്റിമേറ്റർ"
"विरोधाभासी नमुने, सुसंगत नमुने","പരസ്പരവിരുദ്ധമല്ലാത്ത സാമ്പിൾ, അനുയോജ്യമായ സാമ്പിൾ"
"सुसंगत संस्था, गैर-विरोधी घटक","അനുയോജ്യമായ എന്റിറ്റികൾ, വൈരുദ്ധ്യമില്ലാത്ത എന്റിറ്റികൾ"
कन्सोल,കൺസോൾ
"स्थिर, स्थिर, स्थिर, अचल, न बदलणारा, एकसमान","സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ, അചഞ്ചലമായ, മാറ്റമില്ലാത്ത, യൂണിഫോം"
एकसमान प्रवेग,യൂണിഫോം ത്വരണം
स्थिर कार्य,സ്ഥിരമായ പ്രവർത്തനം
गुरुत्व बिंदू,ഗുരുത്വാകർഷണ പോയിന്റ്
एकीकरण स्थिर,സംയോജന സ്ഥിരത
समानुपातिक स्थिरता,ആനുപാതിക സ്ഥിരത
स्थिर पॅरामीटर,സ്ഥിരമായ പരാമീറ്റർ
स्थिर बहुपदी,സ്ഥിരമായ ബഹുപദം
निश्चित प्रमाण,നിശ്ചിത അനുപാതം
एकसमान हालचाल,ഏകീകൃത നീക്കം
सतत मुदत,സ്ഥിരമായ കാലാവധി
एकसमान वेग,ഏകീകൃത വേഗത
निर्मात्याचे समीकरण,സ്രഷ്ടാവിന്റെ സമവാക്യം
मर्यादा,പരിമിതി
"तयार करणे, बांधणे","സൃഷ്ടിക്കാൻ, സൃഷ്ടിക്കാൻ"
निर्मिती,രൂപീകരണം
ग्राहक प्राधान्ये,ഉപഭോക്തൃ മുൻഗണനകൾ
उपभोग कार्य,ഉപഭോഗ പ്രവർത്തനം
स्पर्शिका कोन,ടാൻജെന്റ് കോൺ
संपर्क बिंदू,കോൺടാക്റ്റ് പോയിന്റ്
समाविष्ट,അടങ്ങിയിരിക്കുന്നു
संलग्नता सारणी,അഫിലിയേഷൻ പട്ടിക
सातत्य यांत्रिकी,തുടർച്ചയായ മെക്കാനിക്സ്
भिन्न वित्त,വ്യത്യസ്ത ധനകാര്യം
वित्त उत्पादन,സാമ്പത്തിക ഉൽപ്പന്നം
"सातत्य, सातत्य","തുടർച്ച, തുടർച്ച"
फंक्शन्सची सातत्य,പ്രവർത്തനങ്ങളുടെ തുടർച്ച
सातत्य चाचणी,തുടർച്ചയായ പരിശോധന
"अखंड, अखंड, अखंड, अखंड, अखंड","തുടർച്ചയായ, അഖണ്ഡമായ, അഖണ്ഡമായ, തുടർച്ചയായ, തുടർച്ചയായ"
सतत व्युत्पन्न,തുടർച്ചയായ ഡെറിവേറ്റീവ്
सतत वितरण,തുടർച്ചയായ വിതരണം
वर सतत,മുകളിൽ തുടർച്ചയായി
सतत कार्य,തുടർച്ചയായ പ്രവർത്തനം
सतत भिन्नता,തുടർച്ചയായി വ്യത്യാസപ്പെട്ടിരിക്കുന്നു
सतत नकाशा,തുടർച്ചയായ ഭൂപടം
सतत मॅपिंग,തുടർച്ചയായ മാപ്പിംഗ്
सतत संभाव्यता घनता कार्य,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
सतत संभाव्यता वितरण,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
सतत यादृच्छिक चल,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
सतत नमुना जागा,തുടർച്ചയായ സാമ്പിൾ സ്ഥലം
सतत चल,തുടർച്ചയായ വേരിയബിൾ
सतत लहर,തുടർച്ചയായ തരംഗം
"सातत्य, सातत्य","തുടർച്ച, തുടർച്ച"
अखंड स्वयंसिद्ध,തുടർച്ചയായ സിദ്ധാന്തം
वास्तविक-संख्या संच,യഥാർത്ഥ സംഖ്യ സെറ്റ്
सातत्य तत्त्व,തുടർച്ചയായ തത്വം
समोच्च एकीकरण,കോണ്ടൂർ ഇന്റഗ്രേഷൻ
आकुंचन मॅपिंग,സങ്കോച മാപ്പിംഗ്
विरोध करा,എതിർക്കുക
प्रतिक्षेप,പ്രതിഫലനം
नियंत्रण,നിയന്ത്രണം
नियंत्रण चार्ट,നിയന്ത്രണ ചാർട്ട്
सरासरीचा नियंत्रण तक्ता,ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്
दोषांवर नियंत्रण,വൈകല്യങ്ങളുടെ നിയന്ത്രണം
परिसर नियंत्रण,പരിസരത്തിന്റെ നിയന്ത്രണം
व्हेरिएबल्सचे नियंत्रण,വേരിയബിളുകളുടെ നിയന്ത്രണം
"अभिसरण करणे, अभिसरण करणे","ഒത്തുചേരുക, ഒത്തുചേരുക"
म्हणजे अभिसरण,ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്
चौरस म्हणजे अभिसरण,ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്
संभाव्यतेमध्ये अभिसरण,സംഭാവ്യതയിൽ ഒത്തുചേരൽ
अभिसरण मर्यादा,ഒത്തുചേരൽ പരിധി
अभिसरण त्रिज्या,ഒത്തുചേരൽ ആരം
अभिसरण प्रदेश,ഒത്തുചേരൽ മേഖല
"अभिसरण (ver.), अभिसरण (n.)","converge (ver.), converge (n.)"
अभिसरण क्रम,ഒത്തുചേരൽ ക്രമം
अभिसरण मालिका,ഒത്തുചേരൽ പരമ്പര
"विरुद्ध, विरुद्ध","എതിർ, എതിർ"
"याउलट, व्यत्यसने",വിപരീതമായി വൈത്യസനേ
रूपांतरण अपूर्णांक,പരിവർത്തന അംശം
रूपांतरण सारणी,പരിവർത്തന പട്ടിക
दूर तोंड करून,അഭിമുഖീകരിക്കുന്നു
समोरासमोर शरीर,ശരീരം അഭിമുഖീകരിക്കുന്നു
विरुद्ध संयोजन,വിപരീത കോമ്പിനേഷൻ
फेसिंग कव्हर,അഭിമുഖീകരിക്കുന്ന കവർ
विचलित कार्य,വ്യതിചലിക്കുന്ന പ്രവർത്തനം
रेखीय संचयनास सामोरे जाणे,ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു
रेखीय प्रोग्रामिंगचा सामना करत आहे,ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു
अंतरावरील लोकसंख्येचा सामना करत आहे,വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു
पॉलीहेड्रॉनला तोंड देत,പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു
प्रोग्रामिंगचा सामना करत आहे,പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു
समोरचा प्रदेश,അഭിമുഖീകരിക്കുന്ന പ്രദേശം
फेसिंग सेट,അഭിമുഖീകരിക്കുന്ന സെറ്റ്
संवहन,സംവഹനം
अभिसरण अविभाज्य,സംയോജിത സംയോജനം
कॉम्प्रेशन प्रमेय,കംപ്രഷൻ സിദ്ധാന്തം
"समन्वय, समन्वय, समन्वय","ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം"
दिग्दर्शक अक्ष,ഡയറക്ടർ അച്ചുതണ്ട്
समन्वय भूमिती,കോർഡിനേറ്റ് ജ്യാമിതി
समन्वय विमान,കോർഡിനേറ്റ് വിമാനം
समन्वय,കോർഡിനേറ്റുകൾ
"समन्वय प्रणाली, सूचना प्रणाली","കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം"
copernicus-शरीर,കോപ്പർനിക്കസ്-ശരീരം
प्लॅनर,പ്ലാനർ
coplanar force,കോപ്ലനാർ ഫോഴ്സ്
सपाटपणा,പരന്നത
मुळसंख्या,പ്രധാന സംഖ്യ
"सुधारणा गुणक, सुधार गुणक","തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം"
योग्य उपाय,ശരിയായ പരിഹാരം
सह - संबंध,സഹ ബന്ധം
सहसंबंध गुणांक,പരസ്പരബന്ധം ഗുണകം
सहसंबंध आकृती,പരസ്പരബന്ധം ഡയഗ്രം
सहसंबंध कार्य,പരസ്പരബന്ധം പ്രവർത്തനം
"सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स","കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്"
सहसंबंध गुणोत्तर,പരസ്പര ബന്ധ അനുപാതം
सहसंबंध आकृती,പരസ്പരബന്ധം ഡയഗ്രം
सहसंबंध-चित्र विश्लेषण,പരസ്പരബന്ധം-ചിത്ര വിശകലനം
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക"
असोसिएशनचे नियम,അസോസിയേഷന്റെ നിയമങ്ങൾ
संबंधित कोन,അനുബന്ധ കോൺ
सुसंगत बाजू,അനുയോജ്യമായ വശം
सेट,സെറ്റ്
"cosine, cotizya","cosine, cotizya"
कोसाइन नियम,കോസൈനുകളുടെ ഭരണം
खर्च विश्लेषण,ചെലവ് വിശകലനം
जास्तीत जास्त खर्च,ചെലവ് പരമാവധിയാക്കൽ
गणनाक्षमता स्वयंसिद्ध,എണ്ണൽ സിദ്ധാന്തം
मोजण्यायोग्य,എണ്ണാവുന്ന
मोजण्यायोग्य जोडणी,എണ്ണാവുന്ന സങ്കലനം
मोजण्यायोग्य आधार,എണ്ണാവുന്ന അടിസ്ഥാനം
मोजण्यायोग्य आधार,എണ്ണാവുന്ന അടിസ്ഥാനം
मोजण्यायोग्य संच,എണ്ണാവുന്ന സെറ്റ്
मोजण्यायोग्य असीम,എണ്ണിയാലൊടുങ്ങാത്തത്
"कॅल्क्युलेटर, पॅनेल, काउंटर","കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ"
घड्याळाच्या उलट दिशेने अपव्यय,എതിർ ഘടികാരദിശയിൽ പാഴാക്കൽ
प्रति उदाहरण,എതിർ ഉദാഹരണം
सहप्रसरण,സഹവർത്തിത്വം
सहप्रसरण नियम,സഹവർത്തിത്വ നിയമം
सहप्रसरण मॅट्रिक्स,കോവേരിയൻസ് മാട്രിക്സ്
सहप्रवाह पद्धत,സഹവർത്തിത്വ രീതി
सहप्रवाह पद्धत,സഹവർത്തിത്വ രീതി
क्रेमरचा कायदा,ക്രാമർ നിയമം
क्रेमर-राव असमानता,ക്രാമർ-റാവു അസമത്വം
वस्तुनिष्ठ कार्य,വസ്തുനിഷ്ഠമായ പ്രവർത്തനം
गंभीर कोन,നിർണായക ആംഗിൾ
गंभीर मुद्दा,നിര്ണ്ണായക ബിന്ദു
कार्याचा गंभीर मुद्दा,പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്
गंभीर मूल्य,നിർണായക മൂല്യം
गंभीर वेग,നിർണായക വേഗത
व्यस्त सहसंबंध कार्य,ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ
"सदिश-उत्पादन, सदिश-उत्पादन","വെക്റ്റർ-ഉൽപ്പന്നം, വെക്റ്റർ-ഉൽപ്പന്നം"
गडगडाट प्रमाण,ഇടിമിന്നൽ അനുപാതം
क्रॉस सेक्शन,ക്രോസ് സെക്ഷൻ
क्रिप्टोग्राफी,ക്രിപ്റ്റോഗ്രഫി
"घन, घन","ക്യൂബ്, ക്യൂബ്"
घन संख्या,ക്യൂബ് നമ്പർ
घनमूळ,ക്യൂബ് റൂട്ട്
"घन, घन, घन, चतुर्भुज, त्रिकोणीय, घन","ക്യൂബ്, ക്യൂബിക്, ക്യൂബിക്, ക്വാഡ്രാറ്റിക്, ത്രികോണം, ക്യൂബിക്"
"घन, घन, घन","ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്"
चतुर्भुज समीकरण,ക്വാഡ്രാറ്റിക് സമവാക്യം
घन इंच,ക്യുബിക് ഇഞ്ച്
क्यूबिक मीटर,ക്യുബിക് മീറ്റർ
चतुर्भुज पॅराबोला,ചതുരാകൃതിയിലുള്ള പരവലയം
घनमूळ,ക്യൂബ് റൂട്ട്
तिप्पट मुदत,ട്രിപ്പിൾ ടേം
ऑर्थोगोनल समांतर,ഓർത്തോഗണൽ സമാന്തരം
"एकत्रित संकलित,",സഞ്ചിത സമാഹരിച്ചത്
संचयी वक्र,ക്യുമുലേറ്റീവ് കർവ്
संचयी वितरण कार्य,സഞ്ചിത വിതരണ പ്രവർത്തനം
संचयी वारंवारता,സഞ്ചിത ആവൃത്തി
संचयी वारंवारता कार्य,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ
संचयी वारंवारता आलेख संचयी वारंवारता आलेख,ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്
संचयी संभाव्यता कार्य,ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
"कर्ल, क्विंटल","ചുരുളൻ, ക്വിന്റൽ"
द्विसमांतर वक्र,ദ്വിസമാന്തര വക്രം
वेक्टर कर्ल,വെക്റ്റർ ചുരുളൻ
"धनुष्य, कमान","വില്ലു ബ്രേസ്, കമാനം"
प्रवाह,ധാര
गतिमान बिंदू,ചലിക്കുന്ന പോയിന്റ്
वक्रता,വക്രത
वक्रता प्रभाव,വക്രത പ്രഭാവം
वक्र,വളവ്
वक्र रेषा,വളഞ്ഞ രേഖ
वक्र ट्रेसिंग,കർവ് ട്രേസിംഗ്
curvilinear asymptote,വളഞ്ഞ അസിംപ്റ്റോട്ട്
वक्र निर्देशांक,curvilinear കോർഡിനേറ്റുകൾ
वक्र प्रतिगमन,കർവിലീനിയർ റിഗ്രഷൻ
"उभयचर, कुपी","അവ്യക്തമായ, കൂമ്പാരം"
"चाक, रोटेशन, सायकल, कास्टिंग व्हील, कॉम्पॅक्शन व्हील","വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ"
चक्रीय भिन्नता,ചാക്രിക വ്യതിയാനം
चक्रीय वेक्टर उत्पादन,സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം
चक्रीय मागणी,ചാക്രിക ആവശ്യം
चक्रीय अभिव्यक्ती,ചാക്രിക പദപ്രയോഗം
चक्रीय गट,ചാക്രിക ഗ്രൂപ്പ്
चक्रीय क्रमपरिवर्तन,ചാക്രിക ക്രമമാറ്റം
"सायक्लोइड, सायक्लोइड","സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്"
"सिलेंडर, सिलेंडर","സിലിണ്ടർ, സിലിണ്ടർ"
"दंडगोलाकार, दंडगोलाकार, दंडगोलाकार, दंडगोलाकार","സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ"
सिलेंडर पृष्ठ,സിലിണ്ടർ പേജ്
"शून्य, सायफर","പൂജ്യം, സൈഫർ"
डिल्बर्टची शिकवण,ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം
ओलसर साधी हार्मोनिक गती,നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം
ओलसर सतत,സ്ഥിരമായ ഈർപ്പം
"दत्त, उपट्टा, डेटा, विश्वास","ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്"
दत्त उपक्रम,ദത്ത് ഏറ്റെടുക്കുന്നു
संसाधन प्रणालीवर विश्वास ठेवा,ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം
डेटा प्रोसेसर,ഡാറ്റ പ്രോസസ്സർ
माहिती पत्रक,ഡാറ്റ ഷീറ്റ്
दशभुज,ദശാഭുജം
डेकग्राम,ദശാഗ്രാം
decameter,ദശാമീറ്റർ
क्षय निर्देशांक,ശോഷണ സൂചിക
क्षय वक्र,ശോഷണ വക്രം
मोहक कार्य,ഗംഭീരമായ പ്രവർത്തനം
देसीग्राम,ദേശിഗ്രാം
दशांश,ദശാംശം
"दशांश, दशांश","ദശാംശം, ദശാംശം"
दशांश कोड,ദശാംശ കോഡ്
दशांश कोड केलेला अंक,ദശാംശ കോഡ് ചെയ്ത അക്കം
दशांश विस्तार,ദശാംശ വികാസം
दशांश अपूर्णांक,ദശാംശ അംശം
दशांश अंकन प्रणाली,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
दशांश अंकन प्रणाली,ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം
दशांश चिन्ह,ദശാംശ
दशांश स्केल,ദശാംശ സ്കെയിൽ
दशांश प्रणाली,ദശാംശ വ്യവസ്ഥ
डेसिमीटर,ഡെസിമീറ്റർ
एन्कोडिंग,എൻകോഡിംഗ്
निर्णय मॉडेल,തീരുമാന മാതൃക
निर्णय सिद्धांत,തീരുമാന സിദ്ധാന്തം
निर्णय परिवर्तनीय,തീരുമാനം വേരിയബിൾ
"डीकोडर, डीकोडर","ഡീകോഡർ, ഡീകോഡർ"
"एन्कोडिंग, डीकोडिंग","എൻകോഡിംഗ്, ഡീകോഡിംഗ്"
विभक्त संच,വേർപെടുത്താവുന്ന സെറ്റ്
कमी होत आहे,കുറയുന്നു
कमी करणारे कार्य,പ്രവർത്തനം കുറയുന്നു
Dedekind-कट,ഡെഡെകിൻഡ്-കട്ട്
Dedekind-प्रमेय,ഡെഡെകൈൻഡ്-സിദ്ധാന്തം
अंतर्भूत करणे,സംയോജിപ്പിക്കാൻ
कॉर्पोरेट सराव,കോർപ്പറേറ്റ് പ്രാക്ടീസ്
चुकीचे,തെറ്റായ
व्याख्यात्मक समीकरण,നിർവചന സമവാക്യം
निश्चित अविभाज्य,നിശ്ചിത അവിഭാജ്യ
निश्चित मॅट्रिक्स,നിശ്ചിത മാട്രിക്സ്
"व्याख्या, स्पष्टता, निश्चितता","നിർവചനം, വ്യക്തത, ഉറപ്പ്"
विकृत वक्र,രൂപഭേദം വക്രം
विकृत पृष्ठ,വളച്ചൊടിച്ച പേജ്
"धिक्कार, लबाडी","ധിക്കാരം, ധിക്കാരം"
वाहतूक समस्यांमध्ये अयोग्यता,ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ
"पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी","ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം"
विभेदक समीकरणाची शक्ती,ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി
"स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी","സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം"
बहुपदीची शक्ती,ബഹുപദത്തിന്റെ ശക്തി
निष्कासित दल,പരിവാരങ്ങളെ പുറത്താക്കി
डेल्टा फंक्शन,ഡെൽറ്റ പ്രവർത്തനം
मागणी आणि उपयुक्तता वक्र,ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും
मागणी समीकरण,ഡിമാൻഡ് സമവാക്യം
मागणी कार्य,ഡിമാൻഡ് ഫംഗ്ഷൻ
लोकसंख्याशास्त्रीय अभ्यास,ജനസംഖ്യാ പഠനങ്ങൾ
लोकसंख्याशास्त्र,ജനസംഖ്യാശാസ്ത്രം
द-मॉवर प्रमेय,മോവർ സിദ്ധാന്തം
"दाखवणे, साक्ष देणे, दाखवणे","തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക"
"प्रतिनिधित्व, पुरावा, प्रात्यक्षिक, प्रात्यक्षिक","പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം"
प्रतिनिधित्व भूमिती,പ്രാതിനിധ്യ ജ്യാമിതി
प्रत्येक,ഓരോന്നും
दाट एकूण,സാന്ദ്രമായ മൊത്തം
"घनता, घनता","സാന്ദ്രത, സാന്ദ്രത"
मोजण्यायोग्य संच,എണ്ണാവുന്ന സെറ്റ്
चढत्या स्थिरांक,ആരോഹണ സ്ഥിരാങ്കം
अवलंबून घटना,ആശ്രിത സംഭവം
अवलंबित यादृच्छिक चल,ആശ്രിത റാൻഡം വേരിയബിൾ
अवलंबून व्हेरिएबल,ആശ്രിത വേരിയബിൾ
अवलंबून व्हेरिएबल,ആശ്രിത വേരിയബിൾ
उदासीनता कोन,വിഷാദത്തിന്റെ ആംഗിൾ
"व्युत्पन्न, व्युत्पन्न, भिन्नता","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ"
"व्युत्पन्न, व्युत्पन्न","ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്"
व्युत्पन्न श्रेणी,ഉത്ഭവിച്ച ശ്രേണി
व्युत्पन्न संच,ഉരുത്തിരിഞ്ഞ സെറ്റ്
"उतरते, उतरते","ഇറക്കം, ഇറക്കം"
उतरत्या क्रमाने,അവരോഹണ ക്രമം
उतरत्या श्रेणी,അവരോഹണ ശ്രേണി
प्रोजेक्टिव्ह भूमिती,പ്രൊജക്റ്റീവ് ജ്യാമിതി
वर्णनात्मक मॉडेल,വിവരണാത്മക മാതൃക
वर्णनात्मक आकडेवारी,വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ
"रचना करणे, रचना करणे, रचना करणे (सं.), रचना करणे, रचना करणे (n.)","രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)"
प्रयोगाची रचना,പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന
डेस्क कॅल्क्युलेटर,ഡെസ്ക് കാൽക്കുലേറ്റർ
"ओळख, ओळख","തിരിച്ചറിയൽ, കണ്ടെത്തൽ"
"निर्धारक, निर्धारक, निर्धारक","ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്"
निर्धारक क्रम,നിർണ്ണായക ക്രമം
ठरवण्यासाठी,നിർണ്ണയിക്കാൻ
निर्धारक मॉडेल,നിർണ്ണായക മാതൃക
निर्धारक समस्या,നിർണ്ണായക പ്രശ്നം
विचलन,വ്യതിയാനം
विचलन गुणांक,വ്യതിയാനം ഗുണകം
बायनरी प्रणाली,ബൈനറി സിസ്റ്റം
"कर्ण कर्ण,",ഡയഗണൽ ഹൈപ്പോടെനസ്
मॅट्रिक्स विकर्णीकरण,മാട്രിക്സ് ഡയഗണലൈസേഷൻ
"डायगोनल मॅट्रिक्स, डायगोनल मॅट्रिक्स","ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്"
कर्ण समानता,ഡയഗണൽ സമത്വം
आकृती,ഡയഗ്രം
रेखाचित्र पद्धत,ഡ്രോയിംഗ് രീതി
ग्राफिकल प्रतिनिधित्व,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
व्यासाचा,വ്യാസം
व्यास सेट करा,സെറ്റ് വ്യാസം
diametrically विरुद्ध,വിപരീതമായി
"क्रॉसफायर, फासे फेकणे","ക്രോസ്ഫയർ, ഡൈസ് എറിയുക"
उभयचर वर्गीकरण,ഉഭയജീവി വർഗ്ഗീകരണം
"दुभाजक, अर्धा","വിഭജനം, പകുതി"
शब्दकोश,നിഘണ്ടു
विभेदक कॅल्क्युलस,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
विभेदक समीकरण,ഡിഫറൻഷ്യൽ സമവാക്യം
विभेदक सूत्र,ഡിഫറൻഷ്യൽ ഫോർമുല
विभेदक पद्धत,ഡിഫറൻഷ്യൽ രീതി
संचांचा फरक,സെറ്റുകളുടെ വ്യത്യാസം
वेगळे करण्यायोग्य,വ്യത്യസ്തമായ
विभेदक वक्र,ഡിഫറൻഷ്യൽ കർവ്
विभेदक कार्य,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
"विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता","ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ"
विभेदक गणित,ഡിഫറൻഷ്യൽ ഗണിതം
विभेदक गुणांक,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
विभेदक समीकरण,ഡിഫറൻഷ്യൽ സമവാക്യം
विभेदक टक्कर,ഡിഫറൻഷ്യൽ കൂട്ടിയിടി
विभेदक सूत्र,ഡിഫറൻഷ്യൽ ഫോർമുല
विभेदक कार्य,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
विभेदक भूमिती,ഡിഫറൻഷ്യൽ ജ്യാമിതി
उच्च ऑर्डर भिन्नता,ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ
विभेदक विभाग,ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്
वेगळे करणे,വേർതിരിക്കുക
"भिन्नता, भिन्नता","വ്യത്യാസം, വ്യത്യാസം"
विभेदक सूत्र,ഡിഫറൻഷ്യൽ ഫോർമുല
वेक्टरचे विभेदक,വെക്റ്ററിന്റെ വ്യത്യാസം
"प्रसार, प्रसार","വ്യാപനം, വ്യാപനം"
"अंक, डायडेम, बोट","സംഖ്യ, ഡയഡം, വിരൽ"
डिजिटल संगणक,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
अंकी दत्त,അങ്കി ദത്ത്
"विस्तार, रुंदी, परिमाण, शक्ती","വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
आयाम,മാനം
आकारहीन,അളവില്ലാത്ത
समीकरण परिमाण,സമവാക്യത്തിന്റെ അളവ്
