Bengali,Punjabi
অচলাবস্থা,ਡੈੱਡਲਾਕ
অচলাবস্থা প্রতিরোধ,ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ
ফল্ট ক্লিয়ারেন্স,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
"1. জাজমেন্ট সেল, 2. বিচার বাক্স","1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ"
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
সিদ্ধান্ত সমর্থন সিস্টেম,ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ
সিদ্ধান্ত গাছ,ਫੈਸਲੇ ਦਾ ਰੁੱਖ
"1. ডিকোডার, 2. ডিকোডার","1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ"
দ্রবীভূতকরণ নীতি,ਭੰਗ ਅਸੂਲ
ডিকোডিং,ਡੀਕੋਡਿੰਗ
ডেডিকেটেড সিস্টেম,ਸਮਰਪਿਤ ਸਿਸਟਮ
ডেডিকেটেড প্রেস,ਸਮਰਪਿਤ ਪ੍ਰੈਸ
ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN),ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN)
ইমিউনাইজেশন তথ্য সিস্টেম,ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
মিশ্রণ,ਏਕੀਕਰਣ
বিলম্ব,ਦੇਰੀ
বিলম্ব পাল্টা,ਦੇਰੀ ਕਾਊਂਟਰ
বিলম্ব সময়,ਦੇਰੀ ਦਾ ਸਮਾਂ
"1.মুছুন, 2.মুছুন","1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ"
মুছে ফেলার রেকর্ড,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
ডিলিমিটার,ਡੀਲੀਮੀਟਰ
ডেল্টা মড্যুলেশন,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
অনুরোধ পৃষ্ঠা,ਮੰਗ ਪੰਨਾ
কর্মক্ষমতা,ਪ੍ਰਦਰਸ਼ਨ
demodulation,demodulation
V- মাল্টিপ্লেক্সার,ਵਿ- ਮਲਟੀਪਲੈਕਸਰ
অস্বাভাবিককরণ,ਅਸਧਾਰਨਕਰਨ
"1. ঘনত্ব, 2. ঘনত্ব","1. ਘਣਤਾ, 2. ਘਣਤਾ"
"1. নির্ভরতা, 2. নির্ভরতা","1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ"
নির্ভরশীল ইউনিট,ਨਿਰਭਰ ਇਕਾਈ
কিউ,ਕਤਾਰ
"1. dereference, 2. dereference","1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ"
প্রাপ্ত গাছ,ਲਿਆ ਰੁੱਖ
প্রাপ্ত ক্ষেত্র,ਪ੍ਰਾਪਤ ਖੇਤਰ
সাজানো সাজানো,ਘਟਦੀ ਲੜੀ
নকশা,ਡਿਜ਼ਾਈਨ
ডেস্ক ক্যালকুলেটর,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
ডেস্কটপ কম্পিউটার,ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ
ডেস্কটপ উপস্থাপনা,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
ডেস্কটপ পাবলিশিং,ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ
ডেস্কটপ ভিডিও,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
গন্তব্য ঠিকানা,ਮੰਜ਼ਿਲ ਪਤਾ
"1. ধ্বংসকারী, 2. ধ্বংসকারী","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ"
নির্ধারক স্বয়ংক্রিয়তা,ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ
বিকাশকারী,ਵਿਕਾਸਕਾਰ
উন্নয়ন ব্যবস্থা,ਵਿਕਾਸ ਸਿਸਟਮ
যন্ত্র,ਜੰਤਰ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
ডিভাইস নিয়ামক,ਜੰਤਰ ਕੰਟਰੋਲਰ
যন্ত্র ব্যবস্থাপনা,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
ডিভাইস মোড,ਜੰਤਰ ਮੋਡ
রোগ নির্ণয়,ਨਿਦਾਨ
ডায়াগনস্টিক সিস্টেম,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস","1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ"
চিত্র,ਚਿੱਤਰ
ডায়াল,ਡਾਇਲ
ডায়াল লাইন,ਡਾਇਲ ਲਾਈਨ
ডায়াল টোন,ਡਾਇਲ ਟੋਨ
ডায়াল আপ,ਡਾਇਲ ਕਰੋ
"1. সংলাপ, 2. কথোপকথন","1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ"
কথোপকথন ঘর,ਗੱਲਬਾਤ ਕਮਰੇ
ডায়ালআপ মডেম,ਡਾਇਲਅੱਪ ਮਾਡਮ
বীমা,ਬੀਮਾ
অভিধান,ਸ਼ਬਦਕੋਸ਼
"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ","1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ"
সংখ্যাসূচক,ਸੰਖਿਆਤਮਕ
ডিজিটাল সিস্টেম,ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ
ডিজিটাল সার্কিট,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ডিজিটাল কম্পিউটার,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
ডিজিটাল সুবিধা,ਡਿਜੀਟਲ ਸਹੂਲਤ
ডিজিটাল ফিল্টার,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ডিজিটাল লাইব্রেরি,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ডিজিটাল মড্যুলেশন,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
ডিজিটাল ইমেজ,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
ডিজিটাল সুইচ,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
ডিজিটাল এনালগ রূপান্তরকারী,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
ডিজিটাইজেশন,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ডিজিটাইজেশন,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ডিজিটাইজার,ਡਿਜੀਟਾਈਜ਼ਰ
ডায়োড,ਡਾਇਓਡ
প্রথম দৃষ্টিতে,ਪਹਿਲੀ ਨਜ਼ਰ
সরাসরি ঠিকানা,ਸਿੱਧਾ ਪਤਾ
সরাসরি রূপান্তর,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
সরাসরি সংযোগ,ਸਿੱਧੀ ਜੋੜੀ
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
সরাসরি মেমরি অ্যাক্সেস (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
সরাসরি পদ্ধতি,ਸਿੱਧੀ ਵਿਧੀ
দিকনির্দেশ,ਨਿਰਦੇਸ਼
ডিরেক্টরি,ਡਾਇਰੈਕਟਰੀ
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
ডিরেক্টরি সেবা,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
অক্ষম,ਅਸਮਰੱਥ
অক্ষম সংকেত,ਅਸਮਰੱਥ ਸਿਗਨਲ
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"1. ডিস্ক, 2. ডিস্ক","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
ডিস্ক ফাইল,ਡਿਸਕ ਫਾਈਲ
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
ডিস্ক অপারেটিং সিস্টেম (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
ডিস্ক প্যাকেজ,ਡਿਸਕ ਪੈਕੇਜ
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
ডিস্কেট,ਡਿਸਕੇਟ
প্রদর্শন ফাইল,ਡਿਸਪਲੇ ਫਾਇਲ
প্রদর্শন চিত্র,ਡਿਸਪਲੇ ਚਿੱਤਰ
নিষ্পত্তি,ਨਿਪਟਾਰੇ
দূরত্ব,ਦੂਰੀ
দূরত্ব ফাংশন,ਦੂਰੀ ਫੰਕਸ਼ਨ
বিকৃতি,ਵਿਗਾੜ
বিতরণ করা,ਡਿਲੀਵਰ ਕੀਤਾ
বিতরণ করা তথ্য,ਵੰਡਿਆ ਡਾਟਾ
বিতরণ করা সার্ভার,ਵੰਡਿਆ ਸਰਵਰ
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ"
পরিবেশক,ਵਿਤਰਕ
নথি,ਦਸਤਾਵੇਜ਼
নথি স্বীকৃত,ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ"
ডকুমেন্টেশন,ਦਸਤਾਵੇਜ਼
"ডোমেইন, ডোমেইন","ਡੋਮੇਨ, ਡੋਮੇਨ"
ডোমেন নাম,ਡੋਮੇਨ ਨਾਮ
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
"নীচে, নীচে","ਹੇਠਾਂ, ਹੇਠਾਂ"
"1.Avallink, 2.Square","1. ਅਵਲਿੰਕ, 2. ਵਰਗ"
ডাউনলোড,ਡਾਊਨਲੋਡ ਕਰੋ
ডাউনলোড সময়,ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ
আকর্ষণ,ਖਿੱਚ
DRAM (ডাইনামিক RAM),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
রানঅফ,ਰਨਆਫ
ড্রাইভার,ਡਰਾਈਵਰ
পাতা,ਪੱਤੇ
ড্রপ লিস্ট বক্স,ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ
ড্রাম ড্রাইভ,ਡਰੱਮ ਡਰਾਈਵ
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ"
"1. দ্বৈততা, 2. দ্বি","1. ਦਵੈਤ, 2. bi"
দ্বৈত ঘনত্ব,ਦੋਹਰੀ ਘਣਤਾ
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ"
ডাম্প,ਡੰਪ
ডুপ্লেক্স সার্কিট,ਡੁਪਲੈਕਸ ਸਰਕਟ
বৈধকরণ,ਕਾਨੂੰਨੀਕਰਣ
কী কী,ਕੁੰਜੀ
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ"
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
"1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি","1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ"
"1. গতিবিদ্যা, 2. গতিবিদ্যা","1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ"
E B C D I C,ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ
ই-ব্যবসা,ਈ-ਕਾਰੋਬਾਰ
প্রতিধ্বনি,echo
"1.e-commerce, 2.e-commerce","1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ"
সম্পাদনা,ਸੰਪਾਦਨ
সম্পাদক,ਸੰਪਾਦਕ
শিক্ষাবিষয়ক প্রযুক্তি,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
e e p rom,e e ਪ rom
"1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা","1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ"
অর্থপূর্ণ অপারেন্ড ঠিকানা,ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ
কার্যকর পদক্ষেপ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ
কার্যকরী ইউআইডি,ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID
কার্যকর ট্রান্সমিশন অপারেশন,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ
অক্টাল বাইট,octal ਬਾਈਟ
"ইলেকট্রনিক লার্নিং, ই-লার্নিং","ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ"
নির্বাচন অ্যালগরিদম,ਚੋਣ ਐਲਗੋਰਿਦਮ
ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ)
"1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ"
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ইলেকট্রনিক্স,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS)
ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ইলেকট্রনিক ব্রোশিওর,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ
ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS)
"1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ"
ইলেকট্রনিক প্রকাশনা,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ইলেকট্রনিক সুইচ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
"উপাদান, উপাদান","ਤੱਤ, ਤੱਤ"
ই-মেইল,ਈ - ਮੇਲ
"1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা","1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ"
এমবেডেড সিস্টেম,ਏਮਬੈਡਡ ਸਿਸਟਮ
এমবেডিং,ਏਮਬੈਡਿੰਗ
ইমিটার কাপলড লজিক (ইসিএল),ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL)
ফাঁকা স্থান,ਖਾਲੀ ਥਾਂ
"1. ফাঁকা চেইন, 2. ফাঁকা চেইন","1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ"
যান্ত্রিকীকরণ,ਮਸ਼ੀਨੀਕਰਨ
"1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন","1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ"
ডিকোডার,ਡੀਕੋਡਰ
এনকোডিং,ਇੰਕੋਡਿੰਗ
"1. এনকোডার, 2. কোডাক","1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ"
লুকানো তথ্য,ਲੁਕਿਆ ਡਾਟਾ
লুকানো ফাইল সিস্টেম,ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ
"1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং","1. ਏਨਕ੍ਰਿਪਸ਼ਨ, 2. ਕੋਡਿੰਗ, 3. ਏਨਕੋਡਿੰਗ"
ব্লক শেষ,ਬਲਾਕ ਅੰਤ
ফাইল-এন্ড,ਫਾਈਲ-ਐਂਡ
ব্যবহারকারী,ਉਪਭੋਗਤਾ
প্রবেশ করা,ਦਾਖਲ ਕਰੋ
এন্ট্রি কী,ਇੰਦਰਾਜ਼ ਕੁੰਜੀ
"1. উদ্যম সারওয়ার, 2. উদ্যম সেবক","1. ਉਦਯਮ ਸਰਵਰ, 2. ਉਦਯਮ ਸੇਵਕ"
এন্টারপ্রাইজ সিস্টেম,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
শক্তি,ਤਾਕਤ
শক্তি সখ্যতা,ਸ਼ਕਤੀ ਸਬੰਧ
প্রবেশের সময়,ਦਾਖਲਾ ਸਮਾਂ
ইনপুট পরিবর্তনশীল,ਇਨਪੁਟ ਵੇਰੀਏਬਲ
গণনার যোগ্য,ਗਿਣਨਯੋਗ
পরিবেশ,ਵਾਤਾਵਰਣ
"1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত","1.ਯੁਗ, 2. ਯੁੱਗ, 3. ਹਦਾਇਤ ਦਾ ਪਲ"
EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি),EPRAM (ਵਿੱਤ ਪ੍ਰੋਗਰਾਮੇਬਲ ਰੀਡ-ਓਨਲੀ ਮੈਮੋਰੀ)
epsilon constrictor,epsilon constrictor
সমানকারী,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
সরঞ্জাম,ਉਪਕਰਨ
সমতা শ্রেণী,ਸਮਾਨਤਾ ਵਰਗ
সমতুল্য সম্পর্ক,ਬਰਾਬਰ ਦਾ ਰਿਸ਼ਤਾ
"1. বিলুপ্তি, 2. নির্মূল","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਖਾਤਮਾ"
ত্রুটি সংশোধন কোড,ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ
ত্রুটি সংশোধন,ਗਲਤੀ ਸੁਧਾਰ
ত্রুটি সনাক্তকরণ,ਗਲਤੀ ਖੋਜ
শিল্প খাত,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ভুল বার্তা,ਗਲਤੀ ਸੁਨੇਹਾ
ত্রুটি হার,ਗਲਤੀ ਦਰ
ত্রুটি পুনরুদ্ধার,ਗਲਤੀ ਰਿਕਵਰੀ
ত্রুটির নাম,ਗਲਤੀ ਦਾ ਨਾਮ
পালাবার প্রতীক,ਬਚਣ ਦਾ ਪ੍ਰਤੀਕ
ইথারনেট,ਈਥਰਨੈੱਟ
ঘটনা,ਘਟਨਾ
ইভেন্ট চেইন,ਘਟਨਾ ਲੜੀ
ঘটনা নিয়ন্ত্রণ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ইভেন্ট কাউন্টার,ਘਟਨਾ ਕਾਊਂਟਰ
ব্যতিক্রম হ্যান্ডলিং,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
বিনিময় ডিস্ক স্টোরেজ,ਐਕਸਚੇਂਜ ਡਿਸਕ ਸਟੋਰੇਜ਼
বর্জন,ਬੇਦਖਲੀ
একচেটিয়া এবং (x বা),ਵਿਸ਼ੇਸ਼ ਅਤੇ (x ਜਾਂ)
এক্সিকিউটেবল প্রোগ্রাম,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
মৃত্যুদন্ড বিবৃতি,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸਟੇਟਮੈਂਟ
নির্বাচনী অনুসন্ধান,ਚੋਣਵੀਂ ਖੋਜ
বিদ্যমান,ਮੌਜੂਦਾ
সমস্যা,ਮੁੱਦੇ
দক্ষ পদ্ধতি,ਮਾਹਰ ਸਿਸਟਮ
"1. অভিব্যক্তি, 2. অভিব্যক্তি","1. ਸਮੀਕਰਨ, 2. ਸਮੀਕਰਨ"
বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕਲ ਮੈਟ੍ਰਿਕਸ (x g a)
বর্ধিত শিল্প মান (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗਿਕ ਮਿਆਰ (EIS)
ওভারলোড মেশিন,ਓਵਰਲੋਡ ਮਸ਼ੀਨ
বর্ধিত মেমরি,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
"1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা","1. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ, 2. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ"
"1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ","1. ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ, 2. ਵਿਸਤ੍ਰਿਤ ਵਿਭਾਜਨ"
ডাক,ਦੂਜਿਆਂ ਦਾ ਧਿਆਨ ਖਿੱਚਣ ਲਈ ਅਵਾਜ ਦੇਣਾ
বাহ্যিক ত্রুটি,ਬਾਹਰੀ ਗਲਤੀ
বাইরের ফাংশন,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
বাহ্যিক বাধা,ਬਾਹਰੀ ਰੁਕਾਵਟ
"1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি","1. ਬਾਹਰੀ ਮੈਮੋਰੀ, 2. ਬਾਹਰੀ ਮੈਮੋਰੀ"
বাহ্যিক স্মৃতি,ਬਾਹਰੀ ਮੈਮੋਰੀ
বাহ্যিক মডেম,ਬਾਹਰੀ ਮਾਡਮ
বাহ্যিক রেফারেন্স,ਬਾਹਰੀ ਹਵਾਲਾ
বাহ্যিক অনুসন্ধান,ਬਾਹਰੀ ਖੋਜ
বাহ্যিক স্টোরেজ ডিভাইস,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
নিষ্কাশন,ਕੱਢਣਾ
এক্সট্রাপোলেশন,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
প্যানেল অক্ষর প্রিন্টার,ਪੈਨਲ ਅੱਖਰ ਪ੍ਰਿੰਟਰ
ব্যর্থ-নিরাপত্তা অপারেশন,ਅਸਫਲ-ਸੁਰੱਖਿਆ ਕਾਰਵਾਈ
ব্যর্থতার হার,ਅਸਫਲਤਾ ਦੀ ਦਰ
ব্যর্থতা স্রাব,ਅਸਫਲਤਾ ਡਿਸਚਾਰਜ
মিথ্যা কোড,ਗਲਤ ਕੋਡ
মিথ্যা ত্রুটি,ਗਲਤ ਗਲਤੀ
"1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট","1.ਨਿਵੇਸ਼, 2.ਨਿਵੇਸ਼ ਪੁਆਇੰਟ"
"1. ইস্যু, 2. ইস্যু নম্বর","1. ਮੁੱਦਾ, 2. ਮੁੱਦਾ ਨੰਬਰ"
