Bengali,Malayalam
কয়েল উইন্ডিং মেশিন,കോയിൽ വൈൻഡിംഗ് മെഷീൻ
কাকতালীয় সার্কিট,യാദൃശ്ചിക സർക്യൂട്ട്
গরম ক্যাথোড টিউব,ചൂടുള്ള കാഥോഡ് ട്യൂബ്
ঠান্ডা ঢালাই পয়েন্ট,തണുത്ത വെൽഡിംഗ് പോയിന്റ്
"সংগ্রাহক, সংগ্রাহক","കളക്ടർ, കളക്ടർ"
সংগ্রহ প্রবাহ,സ്ട്രീം ശേഖരിക്കുന്നു
সংগ্রাহক ক্ষয়,കളക്ടർ ശോഷണം
সংগ্রাহক দক্ষতা,കളക്ടർ കാര്യക്ഷമത
সমান্তরাল লেন্স,സമാന്തര ലെൻസ്
চরিত্রের খসড়া,ക്യാരക്ടർ ഡ്രാഫ്റ്റിംഗ്
রঙ ফেটে যাওয়া,നിറം പൊട്ടി
"রঙ কোড, অক্ষর কোড","വർണ്ണ കോഡ്, പ്രതീക കോഡ്"
রঙ ডিফারেনশিয়াল সংকেত,കളർ ഡിഫറൻഷ്യൽ സിഗ്നൽ
প্রতিষেধক,മറുമരുന്ന്
রঙ মনিটর,കളർ മോണിറ്റർ
চরিত্রের প্রজনন,പ്രതീക പുനരുൽപാദനം
রঙ স্যাচুরেশন,നിറം സാച്ചുറേഷൻ
রঙিন ক্যারিয়ার ফ্রিকোয়েন্সি,കളർ കാരിയർ ആവൃത്തി
অ্যাক্রোমেটিক সংকেত,അക്രോമാറ്റിക് സിഗ്നൽ
রঙিন টেলিভিশন,കളർ ടെലിവിഷൻ
রঙিন টেলিভিশন বডি,കളർ ടെലിവിഷൻ ശരീരം
"কলাম স্পিকার, কলামার শব্দ জমাকারী","കോളം സ്പീക്കർ, കോളം ശബ്ദ നിക്ഷേപകൻ"
"চিরুনি ফিল্টার, চিরুনি ফিল্টার","ചീപ്പ് ഫിൽറ്റർ, ചീപ്പ് ഫിൽറ്റർ"
সংযোগ সার্কিট,കണക്ഷൻ സർക്യൂട്ട്
সমন্বিত যুক্তি,സംയോജിത യുക്തി
আদেশ,കമാൻഡ്
সাধারণ বেস পরিবর্ধক,സാധാരണ അടിസ്ഥാന ആംപ്ലിഫയർ
সাধারণ বেস কনফিগারেশন,പൊതുവായ അടിസ്ഥാന കോൺഫിഗറേഷൻ
সাধারণ সংগ্রাহক পরিবর্ধক,സാധാരണ കളക്ടർ ആംപ്ലിഫയർ
সাধারণ সংগ্রাহক কনফিগারেশন,സാധാരണ കളക്ടർ കോൺഫിഗറേഷൻ
সাধারণ ক্যাপাসিটিভ পরিবর্ধক,സാധാരണ കപ്പാസിറ്റീവ് ആംപ്ലിഫയർ
সাধারণ বিকিরণকারী পরিবর্ধক,സാധാരണ എമിറ്റർ ആംപ്ലിഫയർ
সাধারণ গেট পরিবর্ধক,സാധാരണ ഗേറ്റ് ആംപ്ലിഫയർ
ভূতাত্ত্বিক,ഭൂമിശാസ്ത്രപരമായ
সাধারণ মোড সংকেত,സാധാരണ മോഡ് സിഗ്നൽ
ভর রিটার্ন,ബഹുജന തിരിച്ചുവരവ്
সাধারণ উৎস পরিবর্ধক,സാധാരണ ഉറവിട ആംപ്ലിഫയർ
সাধারণ ইমিটার কনফিগারেশন,സാധാരണ എമിറ്റർ കോൺഫിഗറേഷൻ
বাইকনভার্টার,ബൈകോൺവെർട്ടർ
যোগাযোগ স্যাটেলাইট,ആശയവിനിമയ ഉപഗ്രഹം
যোগাযোগ ব্যবস্থা,ആശയവിനിമയ സംവിധാനം
সম্প্রদায় অ্যান্টেনা সিস্টেম,കമ്മ്യൂണിറ്റി ആന്റിന സിസ്റ്റം
কমপ্যাক্ট সোয়াচ রম (সিডি রম),കോംപാക്റ്റ് സ്വാച്ച് റോം (സിഡി റോം)
কম্প্রেশন বৈচিত্র্য,കംപ്രഷൻ വ്യത്യാസം
"কম্প্রেসার, কম্পান্ডার","കംപ്രസർ, കമ്പാൻഡർ"
"comparator, comparator","താരതമ്യക്കാരൻ, താരതമ്യക്കാരൻ"
তুলনাকারী ডায়োড,താരതമ്യ ഡയോഡ്
সামঞ্জস্য,അനുയോജ്യത
ক্ষতিপূরণকারী attenuator,കോമ്പൻസേറ്ററി അറ്റൻവേറ്റർ
ক্ষতিপূরণমূলক পক্ষপাত,നഷ്ടപരിഹാര പക്ഷപാതം
ক্ষতিপূরণমূলক লোড,നഷ്ടപരിഹാര ലോഡ്
প্রতিশোধমূলক অনুশোচনা,പ്രതികാര പശ്ചാത്താപം
ক্ষতিপূরণমূলক তদন্ত,നഷ്ടപരിഹാര അന്വേഷണം
কম্পাইলার,കമ്പൈലർ
কম্পাইলার ডিজাইন,കമ്പൈലർ ഡിസൈൻ
সাপ্লিমেন্ট,സപ്ലിമെന്റ്
সম্পূরক বিতরণ,സപ്ലിമെന്റ് ഡെലിവറി
পরিপূরক ত্রুটি,പൂരക പിശക്
পরিপূরক প্রতিসাম্য আউটপুট,കോംപ്ലിമെന്ററി സമമിതി ഔട്ട്പുട്ട്
সম্পূর্ণ পরিবর্ধক,പൂർണ്ണ ആംപ്ലിഫയർ
যৌগিক ফ্রিকোয়েন্সি,സംയോജിത ആവൃത്തി
যৌগিক শক্তি,സംയുക്ത ശക്തി
ফলো-আপ,ഫോളോ അപ്പ്
পরিপূরক ত্রুটি ফাংশন,പൂരക പിശക് പ്രവർത്തനം
পরিপূরক লজিক সার্কিট,കോംപ്ലിമെന്ററി ലോജിക് സർക്യൂട്ട്
গঠনকারী,ഘടകഭാഗം
খাদ ভিডিও সংকেত,അലോയ് വീഡിയോ സിഗ്നൽ
মিশ্র প্রতিরোধক,മിക്സഡ് റെസിസ്റ്റർ
যৌগিক অর্ধপরিবাহী,സംയുക്ത അർദ്ധചാലകം
সঙ্কোচন,കംപ്രഷൻ
কম্প্রেশন ফ্রিকোয়েন্সি,കംപ്രഷൻ ആവൃത്തി
"কম্প্রেসার, কম্প্রেসার, কম্প্রেসার","കംപ്രസർ, കംപ്രസർ, കംപ്രസർ"
কম্পিউটার এর সাহায্যে নকশা,കമ്പ്യൂട്ടർ സഹായത്തോടെയുള്ള ഡിസൈൻ
কম্পিউটার সহায়ক উত্পাদন,കമ്പ്യൂട്ടർ സഹായത്തോടെയുള്ള നിർമ്മാണം
কম্পিউটার গ্রাফ,കമ്പ്യൂട്ടർ ഗ്രാഫ്
কম্পিউটার ভাষা,കമ്പ്യൂട്ടർ ഭാഷ
কম্পিউটার মেমরি,കമ്പ്യൂട്ടർ മെമ്മറി
কম্পিউটার নেটওয়ার্ক,കമ്പ്യൂട്ടർ ശൃംഖല
কম্পিউটার প্রোগ্রাম,കമ്പ്യൂട്ടർ പ്രോഗ്രാം
কম্পিউটার ভাইরাস,കമ്പ്യൂട്ടർ വൈറസ്
কম্পিউটার ভাইরাস,കമ്പ്യൂട്ടർ വൈറസ്
"ঘনীভূতকারী, কেন্দ্রীভূতকারী","ഏകാഗ്രത, ഏകാഗ്രത"
সীমাবদ্ধ শাখা,നിയന്ത്രിത ശാഖ
সীমাবদ্ধ লাফ,നിയന്ത്രിത ജമ്പ്
সীমাবদ্ধ স্থায়ীত্ব,നിയന്ത്രിത സ്ഥിരത
ড্রাইভার গ্লাস,ഡ്രൈവർ ഗ്ലാസ്
ড্রাইভার প্লাস্টিক,ഡ്രൈവർ പ്ലാസ്റ്റിക്
ড্রাইভার পলিমার,ഡ്രൈവർ പോളിമർ
পরিবাহী কোণ,ചാലക കോൺ
পরিবহন ব্যান্ড,ചാലക ബാൻഡ്
পরিবাহী প্রসারণ,ചാലക വ്യാപനം
পরিবাহিতা,ചാലകത
শঙ্কু অ্যান্টেনা,കോൺ ആന്റിന
শঙ্কুযুক্ত শিং,കോണാകൃതിയിലുള്ള കൊമ്പ്
সংযোজিত প্রতিবন্ধকতা,സംയോജിത പ്രതിരോധം
স্থির বেগ রেকর্ডার,നിശ്ചിത വേഗത റെക്കോർഡർ
সংরক্ষণ নিয়ম,സംരക്ഷണ നിയമം
কনসোল,കൺസോൾ
স্থির বর্তমান উৎস,സ്ഥിരമായ നിലവിലെ ഉറവിടം
স্থির কে-ফিল্টার,ഫിക്സഡ് കെ-ഫിൽട്ടർ
স্থির ভোল্টেজ ট্রান্সফরমার,നിശ്ചിത വോൾട്ടേജ് ട്രാൻസ്ഫോർമർ
ভোক্তা ইলেকট্রনিক্স,ഉപഭോക്തൃ ഇലക്ട്രോണിക്സ്
যোগাযোগ,ബന്ധപ്പെടുക
যোগাযোগ জাম্প,കോൺടാക്റ്റ് ജമ്പ്
যোগাযোগের সম্ভাবনা,ബന്ധപ്പെടാനുള്ള സാധ്യത
বসন্তের সাথে যোগাযোগ করুন,സ്പ്രിംഗ് ബന്ധപ്പെടുക
ধারাবাহিকতা,തുടർച്ച
ধারাবাহিক ফাংশন,തുടർച്ചയായ പ്രവർത്തനം
ক্রমাগত বর্ণালী,തുടർച്ചയായ സ്പെക്ട്രം
একটানা তরঙ্গ অসিলেটর,തുടർച്ചയായ വേവ് ഓസിലേറ്റർ
বিপরীত,വൈരുദ്ധ്യം
বৈপরীত্য অনুপাত,കോൺട്രാസ്റ്റ് അനുപാതം
নিয়ামক বাস,കൺട്രോളർ ബസ്
কন্ট্রোলার গ্রিড,കൺട്രോളർ ഗ്രിഡ്
নিয়ন্ত্রণ কী,നിയന്ത്രണ കീ
নিয়ন্ত্রণ প্যানেল,നിയന്ത്രണ പാനൽ
নিয়ন্ত্রণ কক্ষ,നിയന്ത്രണ മുറി
নিয়ন্ত্রণ পথ,നിയന്ത്രണ പാത
নিয়ন্ত্রণ ইউনিট,നിയന്ത്രണ യൂണിറ്റ്
অভিন্নতা,ഒത്തുചേരൽ
কথোপকথনের দক্ষতা,പരിവർത്തന കാര്യക്ഷമത
রূপান্তর সময়,പരിവർത്തന സമയം
ক্ষয়,നാശം
অনুলিপি,പകർത്തുക
"তামা, তামা","ചെമ്പ്, ചെമ്പ്"
তামার ক্ষতি,ചെമ്പ് നഷ്ടം
তামার তার,ചെമ്പ് വയർ
সহপ্রসেসর,കോപ്രൊസസർ
মূল,കാമ്പ്
মূল ক্ষতি,കാതലായ നഷ്ടം
মূল বস্তু,കോർ മെറ്റീരിയൽ
বৃত্ত নিমজ্জন,സർക്കിൾ നിമജ്ജനം
costa-লুপ,കോസ്റ്റ-ലൂപ്പ്
গণিত ফ্রিকোয়েন্সি,ഗണിത ആവൃത്തി
গণনা হার পরিমাপক,കൗണ്ടിംഗ് റേറ്റ് ഗേജ്
কমওয়েল ব্রিজ,കോംവെൽ പാലം
সংযুক্ত সার্কিট,കപ്പിൾഡ് സർക്യൂട്ട്
কাপলিং ক্যাপাসিটর,കപ്ലിംഗ് കപ്പാസിറ്റർ
জোড়া পদ্ধতি,ജോടിയാക്കൽ രീതി
সমযোজী বন্ধন,കോവാലന്റ് ബോണ്ട്
মূল বোতাম,ഉത്ഭവ ബട്ടൺ
ক্র্যাশ,തകര്ച്ച
শিখর,കൊടുമുടി
শিখর,കൊടുമുടി
হাঙ্গামা,പ്രക്ഷുബ്ധത
সংকটপূর্ণ কোণ,നിർണായക ആംഗിൾ
সমালোচনামূলক কাপলিং,ക്രിട്ടിക്കൽ കപ്ലിംഗ്
সমালোচনামূলকভাবে বিষণ্ণ,ഗുരുതരമായ വിഷാദം
সমালোচনামূলক ফ্রিকোয়েন্সি,ഗുരുതരമായ ആവൃത്തി
সমালোচনামূলক প্রেরণা,വിമർശനാത്മക പ്രചോദനം
সমালোচনামূলক জাতি,നിർണായക വംശം
সমালোচনামূলক প্রতিরোধ,വിമർശനാത്മക പ്രതിരോധം
ক্রস অ্যাসেম্বলার,ക്രോസ് അസംബ്ലർ
ক্রস কাপলিং,ക്രോസ് കപ്ലിംഗ്
উল্লম্ব ছবি,ലംബ ചിത്രം
রূপান্তর বিকৃতি,സംക്രമണ വക്രീകരണം
রূপান্তর মড্যুলেশন,പരിവർത്തന മോഡുലേഷൻ
অপ্রাসঙ্গিক সংকেত,അപ്രസക്തമായ സിഗ്നൽ
ক্রসবার বিনিময়,ക്രോസ്ബാർ എക്സ്ചേഞ്ച്
তির্যক ক্ষেত্র পরিবর্ধক,തിരശ്ചീന ഫീൽഡ് ആംപ്ലിഫയർ
ক্রসওভার ডিটেক্টর,ക്രോസ്ഓവർ ഡിറ്റക്ടർ
ট্রানজিশন সার্কিট,ട്രാൻസിഷൻ സർക്യൂട്ട്
ক্রিস্টাল মাইক্রোফোন,ക്രിസ്റ്റൽ മൈക്രോഫോൺ
ক্রিস্টাল অসিলেটর,ക്രിസ്റ്റൽ ഓസിലേറ്റർ
কিউরি পয়েন্ট,ക്യൂറി പോയിന്റ്
স্ট্রিম পরিবর্ধক,സ്ട്രീം ആംപ്ലിഫയർ
বর্তমান নিয়ন্ত্রিত বর্তমান উৎস (CCCS),നിലവിലെ നിയന്ത്രിത നിലവിലെ ഉറവിടം (CCCS)
বর্তমান নিয়ন্ত্রিত ভোল্টেজ উৎস (CCVS),നിലവിലെ നിയന്ത്രിത വോൾട്ടേജ് ഉറവിടം (CCVS)
স্ট্রিম রিচার্জ,സ്ട്രീം റീചാർജ്
বর্তমান লিভারেজ,നിലവിലെ ലിവറേജ്
বর্তমান সীমা,നിലവിലെ പരിധി
প্রান্তিক বর্তমান প্রতিরোধক,മാർജിനൽ കറന്റ് റെസിസ്റ്റർ
স্ট্রিম প্রতিফলন,സ്ട്രീം പ്രതിഫലനം
স্ট্রিম মোড লজিক,സ്ട്രീം മോഡ് ലോജിക്
স্ট্রিম অ্যাক্সেস,സ്ട്രീം ആക്സസ്
স্ট্রিম উৎস,സ്ട്രീം ഉറവിടം
বর্তমান-ভোল্টেজ রূপান্তরকারী,നിലവിലെ വോൾട്ടേജ് കൺവെർട്ടർ
বর্তমান স্থানান্তর অনুপাত,നിലവിലെ ട്രാൻസ്ഫർ അനുപാതം
বর্তমান ট্রান্সফরমার,നിലവിലെ ട്രാൻസ്ഫോർമർ
স্থির বর্তমান,നിശ്ചിത കറന്റ്
"পয়েন্টার, কার্সার","പോയിന്റർ, കഴ്സർ"
কম ড্রাইভার ভোল্টেজ,കുറഞ്ഞ ഡ്രൈവർ വോൾട്ടേജ്
"পক্ষপাত শেষ, পক্ষপাত শেষ","അവസാനം പക്ഷപാതം, അവസാന പക്ഷപാതം"
শেষ ফ্রিকোয়েন্সি,അവസാന ആവൃത്തി
শেষ স্থান,അവസാന മേഖല
বক্ররেখা ট্রেস,കർവ് ട്രെയ്സ്
সাইকেল,ചക്രം
চক্র চৌর্য,ചക്ര ചൗര്യ
নলাকার লেন্স,സിലിണ്ടർ ലെൻസ്
স্ফটিক প্রদর্শন,ക്രിസ്റ്റൽ ഡിസ്പ്ലേ
ডিজিটাল থেকে এনালগ কনভার্টার,ഡിജിറ്റൽ ടു അനലോഗ് കൺവെർട്ടർ
ডিসি রিস্টোর সার্কিট,ഡിസി റിസ്റ്റോർ സർക്യൂട്ട്
ডিজিটাল/অ্যানালগ রূপান্তরকারী,ഡിജിറ്റൽ/അനലോഗ് കൺവെർട്ടർ
"ডিজিটাল এনালগ কনভার্টার, DAC","ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ, DAC"
খারাপ বিনিয়োগ,മോശം നിക്ഷേപം
স্যাঁতসেঁতে দোলন,നനഞ്ഞ ആന്ദോളനം
বিষণ্ণ সময়,വിഷാദിച്ച സമയം
স্যাঁতসেঁতে,നനവ്
স্যাঁতসেঁতে ঘূর্ণি স্রোত,ഡാംപിംഗ് വോർട്ടക്സ് കറന്റ്
ড্যাম্পিং সহগ,ഡാംപിംഗ് കോഫിഫിഷ്യന്റ്
অন্ধকার স্রোত,ഇരുണ്ട കറന്റ്
ডার্লিংটন পরিবর্ধক,ഡാർലിംഗ്ടൺ ആംപ്ലിഫയർ
ডার্লিংটন সার্কিট,ഡാർലിംഗ്ടൺ സർക്യൂട്ട്
ডার্লিংটন জুটি,ഡാർലിംഗ്ടൺ ജോഡി
ডস,ഡോസ്
"তথ্য, বিশ্বাস","ഡാറ്റ, വിശ്വാസം"
বিশ্বাস উপার্জন শরীর,വിശ്വാസം സമ്പാദിക്കുന്ന ശരീരം
তথ্য ভান্ডার,ഡാറ്റ സംഭരണം
ডেটা কোড,ഡാറ്റ കോഡ്
তথ্য লেখক,ഡാറ്റ എഴുത്തുകാരൻ
ডেটা মাল্টিপ্লেক্সার,ഡാറ്റ മൾട്ടിപ്ലക്സർ
"ডাটা পোর্ট, ডাটা পোর্ট","ഡാറ്റ പോർട്ട്, ഡാറ്റ പോർട്ട്"
ডেটা পিকার,ഡാറ്റ പിക്കർ
তথ্য তালিকা,ഡാറ്റ ഷീറ്റ്
ডিবি/অক্টো,dB/oct
ডিসি পরিবর্ধক,ഡിസി ആംപ്ലിഫയർ
ডিসি মোটর,ഡിസി മോട്ടോർ
ডিসি অফসেট,ഡിസി ഓഫ്സെറ്റ്
ডিসি। পাওয়ার সাপ্লাই,ഡിസി. വൈദ്യുതി വിതരണം
ডিসি। পুনর্বাসন,ഡിസി. പുനരധിവാസം
ডিসি। পুনরুদ্ধারকারী,ഡിസി. പുനഃസ്ഥാപകൻ
ডিসি থেকে এসি কনভার্টার,dc to ac പരിവർത്തന
ডিসি। উচ্চস্বরে নিয়ন্ত্রণ,ഡിസി. ഉച്ചത്തിലുള്ള നിയന്ത്രണം
Mh-সংযোজক,Mh-കണക്റ്റർ
ডাইরেক্ট কাপলড ট্রানজিস্টর লজিক গেট/ডিসি টি.এল.,ഡയറക്ട് കപ്പിൾഡ് ട്രാൻസിസ്റ്റർ ലോജിക് ഗേറ്റ്/ഡിസി ടി.എൽ.
ডিসি। ক্ষতিগ্রস্ত অপারেশনাল পরিবর্ধক,ഡിസി. കേടായ പ്രവർത്തന ആംപ്ലിഫയർ
অ শক্তিবৃদ্ধি,നോൺ-റെൻഫോഴ്സ്മെന്റ്
ডিমরগানের আইন,ഡിമോർഗന്റെ നിയമം
ডি সাউটি সেতু,ദേ സൌതി പാലം
বাকি সময়,വിശ്രമ സമയം
বিশ্রাম অঞ্চল,വിശ്രമ മേഖല
ফল্ট ক্লিয়ারেন্স,തെറ്റ് ക്ലിയറൻസ്
দশক ক্যালকুলেটর,ദശാബ്ദ കാൽക്കുലേറ്റർ
ডেসিবেল,ഡെസിബെൽ
দশমিক ক্যালকুলেটর,ദശാംശ കാൽക്കുലേറ്റർ
দশমিক-বাইনারী রূপান্তর,ദശാംശ-ബൈനറി പരിവർത്തനം
ঠিকানা ডিকোডিং,വിലാസം ഡീകോഡിംഗ്
ডিকোডার,ഡീകോഡർ
অ্যালিল,അല്ലീലുകൾ
উত্সর্গীকৃত আবেদন,സമർപ്പിത അപേക്ഷ
নিবেদিত নিয়ামক,സമർപ്പിത കൺട്രോളർ
ডিসি। প্রাক-শক্তিবৃদ্ধি সার্কিট,ഡിസി. പ്രീ-റൈൻഫോഴ്സ്മെന്റ് സർക്യൂട്ട്
ত্রুটির ঘনত্ব,വൈകല്യ സാന്ദ്രത
প্রতিচ্ছবি কুণ্ডলী,ഡിഫ്ലെക്ഷൻ കോയിൽ
বিচ্যুতি প্লেট,ഡിഫ്ലെക്ഷൻ പ്ലേറ്റ്
বিচ্যুতি ইউনিট,ഡിഫ്ലെക്ഷൻ യൂണിറ്റ്
ব্যর্থতা,പരാജയം
(চৌম্বক) বিচ্ছুরণ,(കാന്തിക) വ്യാപനം
ডি গাউসন রাশিফল,ഡി ഗൗസൺ ജാതകം
de gosson,ഡി ഗോസൺ
বিলম্ব সার্কিট,കാലതാമസം സർക്യൂട്ട്
বিলম্ব লাইন,കാലതാമസം ലൈൻ
বিলম্ব সময়,കാലതാമസം സമയം
বিলম্বিত স্বয়ংক্রিয় লাভ নিয়ামক,വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ
বিলম্বিত স্বয়ংক্রিয় লাভ নিয়ামক,വൈകിയ ഓട്ടോമാറ്റിക് ഗെയിൻ കൺട്രോളർ
বিলম্বিত স্বয়ংক্রিয় লাউডনেস কন্ট্রোলার / বিলম্বিত AVC,വൈകിയ ഓട്ടോമാറ്റിക് ലൗഡ്‌നെസ് കൺട്രോളർ / വൈകിയ എവിസി
ডেলন যান্ত্রিক সংশোধনকারী,ഡെലോൺ മെക്കാനിക്കൽ റക്റ്റിഫയർ
ডেল্টা সংযোগ,ഡെൽറ്റ കണക്ഷൻ
ডেল্টা বন্দুক,ഡെൽറ്റ തോക്ക്
ডেল্টা বন্দুক পায়ের পাতার মোজাবিশেষ,ഡെൽറ്റ തോക്ക് ഹോസ്
ডেল্টা মড্যুলেশন,ഡെൽറ്റ മോഡുലേഷൻ
ডেল্টা-সিগমা এনালগ-ডিজিট রূপান্তরকারী,ഡെൽറ്റ-സിഗ്മ അനലോഗ് അക്ക കൺവെർട്ടർ
চুম্বকীয়করণ,demagnetization
চুম্বকীয়করণ বক্ররেখা,demagnetization കർവ്
চুম্বকীয়করণ গুণক,ഡീമാഗ്നെറ്റൈസേഷൻ മൾട്ടിപ്ലയർ
demodulation,demodulation
demodulator,demodulator
ডি মার্গান উপপাদ্য,ഡി മാർഗൻ സിദ്ധാന്തം
মাল্টিপ্লেক্সার,മൾട്ടിപ്ലക്സർ
অস্বাভাবিক স্কোর,ഡീനോർമലൈസ്ഡ് സ്കോർ
অবক্ষয় ক্যাপাসিটর,ശോഷണം കപ്പാസിറ്റർ
অবক্ষয়,ശോഷണം
অবক্ষয় মোড mosfet,depletion mode mosfet
"depletion zone, depletion zone","depletion zone, depletion zone"
রেটিং,റേറ്റിംഗ്
desaturated অক্ষর,ശൂന്യമായ പ്രതീകങ്ങൾ
সংবেদনশীলতা,സംവേദനക്ഷമത
নকশা নিয়ম,ഡിസൈൻ നിയമങ്ങൾ
পরীক্ষার নকশা,ടെസ്റ്റ് ഡിസൈൻ
ধ্বংসাত্মক অনুরণন,വിനാശകരമായ അനുരണനം
আবিষ্কারক,ഡിറ്റക്ടർ
বিকল্প বর্তমান সেতু আবিষ্কারক,ആൾട്ടർനേറ്റിംഗ് കറന്റ് ബ്രിഡ്ജ് ഡിറ്റക്ടർ
ফ্রিকোয়েন্সি বিচ্যুতি ধ্রুবক,ഫ്രീക്വൻസി ഡീവിയേഷൻ സ്ഥിരാങ്കം
বিচ্যুতি ফ্রিকোয়েন্সি,വ്യതിയാനത്തിന്റെ ആവൃത്തി
যন্ত্র,ഉപകരണം
এন পার্টিশন,N പാർട്ടീഷനുകൾ
বিভাজন ক্যালকুলেটর,വിഭജന കാൽക്കുലേറ്റർ
বিভাজক,സെപ്പറേറ്റർ
ডি-ফ্লিপ-ফ্লপ,ഡി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്
d ফ্লিপ ফ্লপ,d ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ডাইইলেকট্রিক ধ্রুবক,വൈദ്യുത സ്ഥിരാങ്കം
ডাইলেট্রিক্স,വൈദ്യുതചാലകങ്ങൾ
ডাইক,ഡൈക്ക്
ডায়োড ক্ষয়,ഡയോഡ് മണ്ണൊലിപ്പ്
ডায়াল,ഡയൽ ചെയ്യുക
টেপারড ডায়াফ্রাম,ടേപ്പർഡ് ഡയഫ്രം
ডেইজি চেইন,ഡെയ്സി ചെയിൻ
স্ট্যাম্প আকার,സ്റ്റാമ്പ് വലിപ്പം
অস্তরক শোষণ,വൈദ്യുത ആഗിരണം
অস্তরক আবরণ,വൈദ്യുത പൂശുന്നു
অস্তরক সূচক,വൈദ്യുത സൂചിക
"অস্তরক ক্ষতি, অস্তরক ক্ষতি,","വൈദ്യുത നഷ്ടം, വൈദ്യുത നഷ്ടം"
ডিফারেনশিয়াল এমপ্লিফায়ার,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
ডিফারেনশিয়াল এমপ্লিফায়ার,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
ডিফারেনশিয়াল ক্যাথোড ট্রেইলিং,ഡിഫറൻഷ്യൽ കാഥോഡ് ട്രെയിലിംഗ്
ডিফারেনশিয়াল অপারেটর,ഡിഫറൻഷ്യൽ ഓപ്പറേറ്റർ
ডিফারেনশিয়াল ইনপুট ভোল্টেজ,ഡിഫറൻഷ്യൽ ഇൻപുട്ട് വോൾട്ടേജ്
ডিফারেনশিয়াল মোড,ഡിഫറൻഷ്യൽ മോഡ്
ডিফারেনশিয়াল মোড ইঙ্গিত,ഡിഫറൻഷ്യൽ മോഡ് സൂചന
ডিফারেনশিয়াল জোড়া,ഡിഫറൻഷ്യൽ ജോഡി
ডিফারেনশিয়াল পিএসকে,ഡിഫറൻഷ്യൽ PSK
ডিফারেনশিয়াল সার্কিট,ഡിഫറൻഷ്യൽ സർക്യൂട്ട്
ডিফারেনশিয়াল,ഡിഫറൻഷ്യൽ
ডিফিউজ জংশন ট্রানজিস্টর,ഡിഫ്യൂസ് ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ
ডিফিউজ প্রতিরোধক,ഡിഫ്യൂസ് റെസിസ്റ്റർ
বিস্তার,വ്യാപനം
ডিফিউশন ক্যাপাসিটর,ഡിഫ്യൂഷൻ കപ്പാസിറ്റർ
ডিজিটাল ফিল্টার,ഡിജിറ്റൽ ഫിൽട്ടർ
স্কোর,സ്കോർ
ডিজিটাল সার্কিট,ഡിജിറ്റൽ സർക്യൂട്ട്
ডিজিটাল যোগাযোগ,ഡിജിറ്റൽ ആശയവിനിമയം
ডিজিটাল তুলনাকারী,ഡിജിറ്റൽ താരതമ്യം
ডিজিটাল কম্পিউটার,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
ডিজিটাল বিলম্ব,ഡിജിറ്റൽ കാലതാമസം
ডিজিটাল ডিজাইন মাইক্রোপাওয়ার,ഡിജിറ്റൽ ഡിസൈൻ മൈക്രോ പവർ
ডিজিটাল ডিসপ্লে,ഡിജിറ്റൽ ഡിസ്പ്ലേ
ডিজিটাল ফিল্টার,ഡിജിറ്റൽ ഫിൽട്ടർ
ডিজিটাল ফিল্টারিং,ഡിജിറ്റൽ ഫിൽട്ടറിംഗ്
সংখ্যাগত যুক্তি,സംഖ്യാപരമായ ന്യായവാദം
সংখ্যাগত যুক্তি,സംഖ്യാപരമായ ന്യായവാദം
ডিজিটাল পলিমিটার,ഡിജിറ്റൽ പോളിമീറ്റർ
ডিজিটাল পলিমিটার,ഡിജിറ്റൽ പോളിമീറ്റർ
ডিজিটাল পালস,ഡിജിറ്റൽ പൾസ്
ডিজিটাল সিগন্যাল প্রসেসিং,ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ്
ডিজিটাল টেলিভিশন,ഡിജിറ്റൽ ടെലിവിഷൻ
ডিজিটাল এনালগ রূপান্তরকারী,ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ
বীমা,ഇൻഷുറൻസ്
মাত্রিক সমীকরণ,ഡൈമൻഷണൽ സമവാക്യം
ডায়োড,ഡയോഡ്
ডায়োডের বৈশিষ্ট্য,ഡയോഡ് സവിശേഷതകൾ
ডায়োড চরিত্রগত বক্ররেখা,ഡയോഡ് സ്വഭാവ വക്രം
ডায়োড আবিষ্কারক,ഡയോഡ് ഡിറ്റക്ടർ
ডায়োড গুণক,ഡയോഡ് മൾട്ടിപ്ലയർ
ডায়োড ট্রানজিস্টর লজিক/ডিটিএস,ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്/ഡിടിഎസ്
কন্যা,മകൾ
ন্যাটি সুইচ,നാറ്റി സ്വിച്ച്
ডাইজিগোটিক,ഡിപ്ലോയിഡ്
ডাইপোল,ദ്വിധ്രുവം
ডাইপোল অ্যান্টেনা,ദ്വിധ്രുവ ആന്റിന
ডিরাক,ഡയറക്
