Hindi,English
अनिवार्य,Compulsory
अनिवार्य सेवा-निवृत्‍ति,Compulsory retirement
"कंप्यूटर,अभिकलित्र",Computer
"कंप्यूटर केंद्र, अभिकलित्र केंद्र",Computer centre
कंप्यूटर अनुकूल,Computer friendly
कंप्यूटरीकरण,Computerization
कंप्यूटर भाषा,Computer language
कंप्यूटर साक्षरता,Computer literacy
संकल्पना,Concept
" समुद्‌यम , सरोकार , चिंता",Concern
रियायत,Concession
रियायती दर,Concessional rate
रियायत प्रमाणपत्र,Concession certificate
सुलह,Conciliation
समापन टिप्पणी,Concluding remarks
" निष्कर्ष , समाप्ति",Conclusion
"निश्‍चयात्मक,निश्‍चायक",Conclusive
सहमत होना,Concur
सहमति,Concurrence
" अनुपयोगी घोषित करना ,दंडनीय घोषित करना ,निन्दा करना",Condemn
" शर्त,प्रतिबंध , दशा,स्थिति",Condition
सशर्त,Conditional
सशर्त स्वीकृति,Conditional acceptance
"ठेके की शर्तें,संविदा की शर्तें",Conditions of contract
"नौकरी की शर्तें,सेवा शर्तें",Conditions of service
"संवेदना,शोक",Condolence
माफ़ करना,Condone
" आचरण ,संचालित करना",Conduct
आचरण नियमावली,Conduct rules
सम्मेलन,Conference
सम्मेलन कक्ष,Conference room
बहु-संलाप सुविधा,Conferencing facility
प्रदान करना,Confer
गोपनीय,Confidential
" परिरोध ,प्रसूति",Confinement
पुष्‍टि करना,Confirm
" पुष्‍टि ,स्थायीकरण",Confirmation
सेवा का स्थायीकरण,Confirmation of service
स्थायीकरण आदेश,Confirmation order
"अधिहरण,ज़ब्ती",Confiscation
"संघर्ष;विरोध, विरोधिता",Conflict
परस्पर विरोधी विचार,Conflicting views
अनुरूपता,Conformity
"बधाई, अभिनंदन",Congratulation
" संबंध , संयोजन, कनेक्शन , जोड़ना",Connection
"मौन सहमति, मौनानुकूलता ",Connivance
अंत:करण,Conscience
मतैक्य,Consensus
सहमति,Consent
"परिणाम,फल",Consequence
" अनुवर्ती, परिणामी",Consequent
संरक्षण,Conservation
विचार क्षेत्र,Consideration zone
परेषिती,Consignee
परेषण,Consignment
परेषण नोट,Consignment note
" एकरूप, संगत",Consistent
"संचित निधि,समेकित निधि",Consolidated fund
समेकित वेतन,Consolidated pay
समेकित विवरण,Consolidated statement
" चकबंदी, समेकन ,सुदृढ़ीकरण",Consolidation
" सुस्पष्‍ट , सहज दृश्य ,ध्यानाकर्षी",Conspicuous
षड्यंत्र,Conspiracy
स्थिर;नियत;सतत,Constant
निर्वाचन क्षेत्र,Constituency
संघटक,Constituent
" संघटन,गठन,संविधान",Constitution
मजबूरी,Constraint
"निर्माण,रचना",Construction
परामर्शदाता,Consultant
परामर्श,Consultation
परामर्शदात्री समिति,Consultative committee
उपभोग्य वस्तु,Consumable item
उपभोग करना;खपाना,Consume
उपभोक्‍ता वस्तुएँ,Consumer's goods
उपभोक्ता मंच परिषद्,Consumer forum/council
उपभोक्ता अभिमुखीकरण,Consumer orientation
"उपभोग,खपत",Consumption
संपर्क,Contact
संपर्क कार्यक्रम,Contact programme
सांसर्गिक रोग,Contagious disease
" समाविष्‍ट करना , रोकना",Contain
" ध्यानपूर्वक विचार करना, अनुध्यान करना",Contemplate
"समसामयिक,समकालीन",Contemporary
न्यायालय की अवमानना,Contempt of court
" विवाद ,दावा ,प्रतिविरोध ",Contention
" विषय सूची ,अंतर्वस्तु, अंश",Contents
" विवाद ,प्रतियोगिता ,लड़ना",Contest
"प्रसंग, संदर्भ ",Context
आकस्मिक व्यय,Contingencies
" संभाव्य स्थिति , आकस्मिकता , प्रासंगिकता",Contingency
आकस्मिकता भत्‍ता,Contingency allowance
आकस्मिकता निधि,Contingency fund
प्रांसगिक अनुदान,Contingency grant
आपात-निर्वाह योजना,Contingency plan
"आकस्मिक प्रभार,फुटकर ख़र्च",Contingent charges
सतत नियुक्‍ति,Continuous appointment
सतत विकास,Continuous development
सतत प्रक्रिया,Continuous process
सतत सेवा,Continuous service
विनिषिद्‌ध,Contraband
"ठेका,संविदा",Contract
संविदा विलेख,Contract deed
नियोजन संविदा,Contract of employment
"संविदा की अवधि, ठेके की अवधि",Contract period
"ठेका प्रलेख, संविदा प्रलेख",Contractual document
संविदागत देयता,Contractual liability
संविदा सेवा,Contractual service
" खंडन , परस्पर-विरोध",Contradiction
विरोधात्मक कथन,Contradictory statement
"प्रतिकूल,विपरीत",Contrary
उल्लंघन,Contravention
"योगदान , अंशदान , चंदा",Contribution
अंशदायी पेन्शन योजना,Contributory pension scheme
अंशदायी भविष्य निधि,Contributory provident fund
नियंत्रण,Control
नियंत्रण अधिकारी,Controlling officer
विवादास्पद,Controversial
विवादास्पद मामला,Controversial matter
विवाद,Controversy
सुविधा,Convenience
" परिपाटी,रूढि ,समागम",Convention
"रूढ़,रूढिगत",Conventional
"अवगत, परिचित",Conversant
" परिवर्तित करना, संपरिवर्तित ",Convert
संपरिवर्तित छुट्टी,Converted leave
" वाहन, सवारी , हस्तांतरण ",Conveyance
वाहन भत्‍ता,Conveyance allowance
हस्तांतरण विलेख,Conveyance deed
"वाहन व्यय,सवारी खर्च",Conveyance expenses
" सिद्‌धदोष ,सिद्‌धदोष ठहराना, दोष सिद्‌ध करना",Convict
" दोषसिद्‌धि , दृढ़विश्‍वास",Conviction
दीक्षांत समारोह,Convocation
उपशमन अवधि,Cooling off period
" सहयोग , सहकारिता",Cooperation
" सहकारी , सहयोगशील",Cooperative
सहकारी समिति,Cooperative society
सहयोजित करना,Co-opt
सहयोजित सदस्य,Co-opted member
"समन्वय,तालमेल, समन्वयन",Co-ordination
सहस्वामी,Co-owner
सहभागीदार,Co-partner
" प्रतिलिपि,नक़ल ,प्रति , कॉपी",Copy
"प्रतिलिपिकरण, प्रतियाँ बनाना",Copying
"स्वत्वाधिकार,प्रतिलिप्याधिकार, कॉपीराइट",Copyright
सौहार्दपूर्ण,Cordial
मृत्यु समीक्षक,Coroner
निगमित निकाय,Corporate body
कंपनी आयोजना,Corporate planning
निगम,Corporation
निगम कर,Corporation tax
"शुद्‌धि, शोधन, सुधार",Correction
सुधारक उपाय,Corrective measures (=correctives)
"पत्राचार,पत्रव्यवहार",Correspondence
पत्राचार पाठ्यक्रम,Correspondence course
पत्राचार भाग,Correspondence portion
संवाददाता,Correspondent
"तदनुरूप,तदनुसार, तत्समान",Corresponding
शुद्‌धि-पत्र;भूल सुधार,Corrigendum
संपुष्‍टि करना,Corroborate
संपुष्‍टि,Corroboration
"भ्रष्‍ट,भ्रष्‍ट करना",Corrupt
भ्रष्‍टाचार,Corruption
भ्रष्‍ट आचरण,Corrupt practice
विश्‍वनगर,Cosmopolitan city
लागत,Cost
लागत लेखाकार,Cost accountant
लागत विश्‍लेषण,Cost analysis
लागत सीमा,Cost ceiling
"लागत की किफायत, लागत प्रभाविता",Cost effectiveness
निर्वाह व्यय,Cost of living
लागत अतिक्रमण,Cost overrun
कुटीर उद्‌योग,Cottage industry
परिषद्,Council
"मंत्री परिषद्,मंत्रिपरिषद्",Council of ministers
राज्य सभा,Council of states
" काउंसेल ,परामर्श देना,मंत्रणा देना",Counsel
" परामर्श, परामर्श सेवा, उपबोधन",Counselling
" काउंटर,पटल ,प्रति,जवाबी ,गणित्र",Counter
जवाबी कार्रवाई,Counter action
"प्रति-शपथपत्र,जवाबी हलफ़नामा",Counter affidavit
प्रत्यारोप,Counter charge
प्रतिदावा,Counter claim
"जाली मुद्रा, जाली करेंसी",Counterfeit currency
" जालसाजी , कूटकरण",Counterfeiting
"प्रतिपर्ण,अधपन्ना",Counterfoil
प्रतिप्रस्ताव,Counter offer
प्रतिहस्ताक्षर करना,Countersign
"बलात् राजपरिवर्तन, तख्ता-पलट",Coup
कूपन,Coupon
"वार्ताहर,कूरियर",Courier
कूरियर सेवा,Courier service
" मार्ग,दिशा ,क्रम,,प्रक्रिया , पाठ्यक्रम",Course
पाठ़्यक्रम,Courses of study
"अदालती मामला, न्यायालयी प्रकरण",Court case
"सौजन्य,शिष्‍टाचार",Courtesy
लघुवाद न्यायालय,Court of small causes
प्रसंविदा,Covenant
" आवरण,लिफ़ाफ़ा , संरक्षण",Cover
" व्याप्ति , संरक्षण , समावेशन, कवरेज",Coverage
सहपत्र,Covering letter
"सहज्ञापन, सहमेमो",Covering memo
सह टिप्पणी,Covering note
द्रुत कार्यक्रम,Crash programme
नवोन्नत वर्ग,Creamy layer
"सर्जन, रचना, निर्माण",Creation
सर्जनात्मक,Creative
"सर्जनशीलता, सर्जनात्मकता",Creativity
"शिशु सदन,बालवाड़ी",Creche
प्रत्ययपत्र समिति,Credentials committe
"विश्‍वसनीयता,साख",Credibility
" ऋण, उधार ,साख ,जमा",Credit
"प्रशंसनीय,सराहनीय",Creditable
जमा संज्ञापन,Credit advice
बचत और उधार समिति,Credit and thrift society
क्रेडिट कार्ड,Credit card
"उधार सुविधाएं, ऋण सुविधाएं",Credit facilities
जमा प्रविष्‍टि,Credit entry
जमा पत्र,Credit note
"लेनदार,ऋणदाता",Creditor
दाह संस्कार,Cremation
"श्‍मशान भूमि, शवदाहगृह",Cremation ground
कर्मीदल,Crew
अपराध,Crime
आपराधिक विश्‍वास भंग,Criminal breach of trust
"दंड न्यायालय, फ़ौजदारी अदालत",Criminal court
"आपराधिक उपेक्षा, घोर उपेक्षा",Criminal negligence
"दंडनीय अपराध, दांडिक अपराध",Criminal offence
दंड प्रक्रिया संहिता,Criminal procedure code
संकट,Crisis
संकट प्रबंधन,Crisis management
"मानदंड,कसौटी",Criterion
आलोचना,Criticism
" क्रॉस लगाना;काट देना , संकर,",Cross
संकर नस्ल,Cross breed
दुतरफ़ा पड़ताल,Cross checking
"क्रॉस चैक,रेखित चैक",Crossed cheque
प्रतिपरीक्षा;जिरह,Cross examination
परस्पर संदर्भ,Cross reference
पक्षांतर मतदान,Cross voting
निर्णायक तिथि,Crucial date
" कच्चा;अपरिष्कृत, अशोधित , अशिष्‍ट ",Crude
आपराधिक मानव वध,Culpable homicide
" अपराधी,दोषी , अभियुक्‍त",Culprit
" खेती , कृषि , संवर्धन",Cultivation
सांस्कृतिक विनिमय कार्यक्रम,Cultural exchange programme
संचयी,Cumulative
"मुद्रा, करेंसी",Currency
मुद्रा विनिमय,Currency exchange
करेंसी नोट,Currency note
"चालू,प्रचलित, वर्तमान",Current
चालू खाता,Current account
वर्तमान कर्तव्यभार,Current duties
"चालू सत्र,चालू अधिवेशन",Current session
जीवनवृत्‍त,Curriculum vitae
कम करना,Curtail
अभिरक्षक,Custodian
" अभिरक्षा ,हिरासत",Custody
"रूढ़ि, प्रथा",Custom
सीमा शुल्क,Custom
"रूढिगत, प्रथागत",Customary
प्रथागत प्रक्रिया,Customary procedure
सीमा शुल्क,Custom duty
"ग्राहक,गाहक",Customer
ग्राहक हितैषी,Customer friendly
सीमा-शुल्क जाँच,Custom examination
कम करना,Cut down
कटौती-प्रस्ताव,Cut motion
विभेदक तिथि,Cut off date
चक्र,Cycle
दैनिक,Daily
दैनिक भत्‍ता,Daily allowance
"दैनिक डायरी,दैनिकी,दैनंदिनी, रोजनामचा",Daily diary
दैनिक रजिस्टर,Daily register
दैनिक रिपोर्ट,Daily report
"दैनिक कार्य,रोज़ का काम",Daily routine
"दैनिक मज़दूरी,दिहाड़ी",Daily wages
डाक स्तर,Dak stage
डाक ट्रे,Dak tray
"क्षति, हानि, नुकसान",Damage
" नुक़सानी  , हर्जाना",Damages
खतरनाक,Dangerous
"साहसी, साहसिक, निर्भीक",Daring
"आधार सामग्री;आंकड़े,डाटा",Data
आकंडा बैंक,Data bank
आंकड़ा संचय,Data base
" आंकड़ा संग्रहण , आधार-सामग्री संग्रहण",Data collection
आंकडा भरण,Data feeding
आंकड़ा संसाधन,Data processing
"दिनांक,तारीख़,तिथि",Date
"आगमन तिथि,आने की तारीख़",Date of arrival
जन्म तिथि,Date of birth
"प्रस्थान तारीख,जाने की तारीख़",Date of departure
"कार्यमुक्‍ति तारीख,  छुट्टी की तारीख",Date of discharge
परिपक्वता तारीख,Date of maturity
"प्राप्ति तारीख, प्राप्ति तिथि",Date of receipt
"तारीख़ मोहर, दिनांकन",Date stamp
अनावासी छात्र,Day scholar
दिन की पारी,Day shift
रियायती दिन,Days of grace
"दैनंदिन कार्य, रोजमर्रा का काम",Day to day work
निष्क्रिय खाता,Dead account
समय सीमा,Dead line
गतिरोध,Deadlock
जड़ स्टॉक रजिस्टर,Dead stock register
कुल भार,Dead weight
" सौदा ,व्यवहार करना",Deal
संबंधित सहायक,Dealing assistant
"व्यवहार,लेनदेन",Dealing
पुण्यतिथि,Death anniversary
महंगाई भत्‍ता,Dearness allowance
मृत्यु हितलाभ,Death benefit
मृत्यु-सह-निवृत्‍ति उपदान,Death-cum-retirement gratuity
सेवा के दौरान मृत्यु,Death in service
प्राधिकार निरसन,Deauthorizatioin
"रोकना,विवर्जित करना ",Debar
"नामे,नामे डालना",Debit
नामे संज्ञापन,Debit advice
ऋण,Debt
ऋण प्रबंधन,Debt management
"ऋणी, देनदार",Debtor
"मृत, मृतक, दिवंगत",Deceased
शिष्‍टता,Decency
विकेंद्रीकरण,Decentralization
निर्णायक कारक,Deciding factor
"निर्णय,फैसला;विनिश्‍चय ",Decision
निर्णयन,Decision making
निर्णयन प्रक्रिया,Decision making process
घोषणा,Declaration
आय की घोषणा,Declaration of income
घोषित मूल्य,Declared value
"सशपथ घोषित करना,शपथपूर्वक घोषणा करना",Declare on oath
कूट वाचन,Decode
"विनियंत्रण, नियंत्रण हटाना",Decontrol
शिष्‍टता;शालीनता;मर्यादा,Decorum
"घटत,कमी",Decrease
"डिगरी,डिक्री",Decree
समर्पण,Dedication
कटौती-योग्य,Deductible
"कटौती,घटाव",Deduction
स्रोत पर कटौती,Deduction at source
वेतन से कटौती,Deduction from salary
विलेख,Deed
बंधक विलेख,Deed of mortgage
मानित विश्‍वविद्‌यालय,Deemed university
"विरूपित करना, विकृत करना",Deface
वस्तुतः,De facto
ग़बन,Defalcation
मानहानि,Defamation
" चूक,व्यतिक्रम ,बक़ाया",Default
" चूक करने वाला ,बक़ायादार,बाक़ीदार",Defaulter
"सदोष, त्रुटिपूर्ण",Defective
" रक्षा,बचाव ,प्रतिवाद ",Defence
बचाव काउंसेल,Defence counsel
रक्षा-उत्पादन,Defence production
प्रतिवादी,Defendant
आस्थगित करना,Defer
आस्थगित व्यय,Deferred expenditure
अवज्ञा,Defiance
"घाटा,कमी",Deficit
घाटे का बजट,Deficit budget
" निश्‍चित करना ,परिभाषा देना",Define
अवज्ञा करना,Defy
" पद घटाना,ग्रेड घटाना , निम्नीकरण",Degradation
" डिग्री,उपाधि, उपाधिपत्र ,मात्रा ,अंश ,कोटि,घात",Degree
विधितः,Dejure
विलंब,Delay
" प्रतिनिधि ,प्रत्यायोजित करना",Delegate
प्रत्यायोजित प्राधिकार,Delegated authority
" प्रतिनिधि मंडल, शिष्‍टमंडल ,प्रत्यायोजन",Delegation
शक्‍तियों का प्रत्यायोजन,Delegation of powers
"हटाना, निकालना",Delete
"लोप,हटा दिया जाना",Deletion
जानबूझकर,Deliberately
विचार-विमर्श,Deliberation
" लाइसेंस रद्‌द करना,लाइसेंस हटाना",Delicencing
परिसीमन,Delimitation
" देना,सौंपना ,जन्म देना,जनना",Deliver
" वितरण, सुपुर्दगी, परिदान ,प्रसव",Delivery
"मांग,अभियाचना",Demand
मांग नोट,Demand note
सीमांकन,Demarcation
अर्ध-शासकीय,Demi-official
लोकतंत्र,Democracy
" प्रदर्शन , निदर्शन ,निरूपण",Demonstration
"मनोबल-ह्रास, नैतिक पतन",Demoralization
"विलंब-शुल्क,डेमरेज",Demurrage
" इनकार, नकार , प्रत्याख्यान ",Denial
" अभिधान ,अंकित मूल्य , मूल्यवर्ग , पंथ",Denomination
नए सिरे से,De novo
" प्रत्याख्यान करना ,नकारना",Deny
" प्रस्थान करना,रवाना होना ,विचलित होना,हटना ,दिवंगत होना",Depart
विभाग,Department
विभागीय,Departmental
विभागीय कार्रवाई,Departmental action
विभागीय जांच,Departmental enquiry
विभागीय जांच-पड़ताल,Departmental investigation
विभागीय अनियमितता,Departmental irregularity
विभागीय पुस्तकालय,Departmental library
विभागीय उपेक्षा,Departmental negligence
विभागीय अनुमति,Departmental permission
विभागीय अर्हक परीक्षा,Departmental qualifying examination
" प्रस्थान ,  विचलन",Departure
आश्रितता प्रमाणपत्र,Dependency certificate
आश्रित,Dependent
आश्रित संतान,Dependent children
परिनियोजित करना,Deploy
अभिसाक्षी,Deponent
"देश-निकाला,विवासन",Deportation
अभिसाक्ष्य देना,Depose
"निक्षेप,जमा",Deposit
"डिपो,आगार",Depot
"मूल्यह्रास,अवक्षय",Depreciation
दलित वर्ग,Depressed class
वंचित करना,Deprive
" प्रतिनियुति , शिष्‍टमंडल",Deputation
प्रतिनियुक्‍ति भत्‍ता,Deputation allowance
उप,Deputy
विपंजीकृत,Deregistered
कर्तव्य की अवहेलना,Dereliction of duty
वि-आरक्षण,Dereservation
" अनादर , अल्पीकरण",Derogation
अनादरसूचक,Derogatory
अनादरसूचक अभ्युक्‍ति,Derogatory remark
वंशज,Descendant
"वर्णन,विवरण",Description
सुपात्र,Deserving
"अभिकल्प,डिज़ाइन",Design
" नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट , मनोनीत, अभिहित करना",Designate
पदनाम,Designation
"प्रेषण,रवानगी,प्रेषित करना,रवाना करना,भेजना",Despatch
" प्रेषण नोट ,रवानगी पत्र",Despatch note
प्रेषण रजिस्टर,Despatch register
" गंतव्य , लक्ष्य",Destination
"निराश्रित, बेसहारा",Destitute
" ब्योरा , काम पर भेजना",Detail
"विस्तृत, ब्योरेवार",Detailed
पता लगाना,Detect
" निरोध , रोक देना ",Detention
"नजरबंद, निरूद्‌ध व्यक्‍ति",Detenu
" निर्धारण , अवधारण ,संकल्प",Determination
प्रतिवारण,Deterrence
अहित,Detriment
अहितकर,Detrimental
अवमूल्यन,Devaluation
"विध्वंस,विनाश",Devastation
विकास,Development
विचलित होना,Deviate
" युक्‍ति , साधन",Device
निष्ठा,Devotion
निदान करना,Diagnose
आरेख,Diagram
"डायरी, दैनिकी,दैनंदिनी",Diary
"श्रुतलेख,बोलकर लिखाना",Dictation
"अकार्य दिवस,अदिन",Dies non
आहार,Diet
"सार-संग्रह,चयनिका",Digest
गरिमापूर्ण,Dignified
गरिमा,Dignity
विषयांतरण,Digression
विलंबकारी,Dilatory
दुविधा,Dilemma
"अध्यवसायी,परिश्रमी",Diligent
"विमा,विस्तार",Dimension
डिप्लोमा,Diploma
" राजनय ,कूटनीति",Diplomacy
राजनयिक उन्मुक्‍ति,Diplomatic immunity
" प्रत्यक्ष,सीधा ,निदेश देना",Direct
सीधी प्रतियोगिता,Direct competition
सीधा साक्षात्कार,Direct interview
"निदेश,निदेशन",Direction
निर्देशिका,Directory
सीधे भर्ती(व्यक्‍ति),Direct recruit
नांमजूर करना,Disallow
" अशक्‍ततता  , निर्योग्यता , अपंगता, अपांगता",Disability
अशक्‍त व्यक्‍ति,Disabled person
" अशक्‍तता हित लाभ , अपंगता हित लाभ, अपांगता हितलाभ",Disablement benefit
अपहित,Disadvantage
"असहमत होना,असहमति",Disagree
नामंजूर,Disallowed
निरनुमोदन,Disapproval
विपदा,Disaster
विपदा प्रबंधन,Disaster management
"तोड़ देना,भंग करना",Disband
संवितरण,Disbursement
"अलग करना,हटा देना, निकाल देना, व्यक्‍त करना",Discard
"  निर्वहन, पालन ,ऋण उन्मोचन , सेवा-मुक्‍ति, कार्य-मुक्‍ति ,  छुट्‌टी",Discharge
छुट्टी की पर्ची,Discharge slip
अनुशासनिक कार्रवाई,Disciplinary action
अनुशासनिक प्रकिया,Disciplinary procedure
अनुशासन,Discipline
" दावा छोड़ना, दावा त्यागना ,अस्वीकार करना",Disclaim
"प्रकटन, प्रकटीकरण",Disclosure
असंतोष,Discontent
" समापन , समाप्ति, रोक",Discontinuance
"बंद करना, रोकना, समाप्त करना",Discontinue
"अनबन, मतभेद",Discord
"बट्टा, छूट",Discount
"खोजना, पता लगाना",Discover
" अविश्‍वसनीय मानना,साख गिराना",Discredit
विसंगति,Discrepancy
विवेक,Discretion
विवेकानुदान,Discretionary grant
विवेकाधिकार,Discretionary power
"भेदभाव, विभेद",Discrimination
" विचार-विमर्श,चर्चा ,बहस",Discussion
बेईमान,Dishonest
"  अस्वीकार करना, नकारना ,अनादर करना",Dishonour
विघटन,Disintegration
डिस्क,Disk
" विस्थापन , विस्थानन , अस्तव्यस्त हो जाना",Dislocation
निष्ठाहीन,Disloyal
" पदच्युत करना,बरख़ास्त करना ,खारिज करना",Dismiss
"पदच्युति,बरख़ास्तगी",Dismissal
बरख़ास्तगी प्रकिया,Dismissal procedure
"आज्ञा न मानना,अवज्ञा करना",Disobey
" अव्यवस्था,गड़बड़ी, शांति भंग",Disorder
अव्यवस्थित करना/होना,Disorganise
असमानता,Disparity
प्रेषण अनुभाग,Dispatch section
परिहार्य,Dispensable
"विसर्जित होना,तितर-बितर करना या होना",Disperse
विस्थापित,Displaced
" सज्जा, सजावट , प्रदर्शन, प्रदर्शित करना",Display
"अप्रसाद,नाखुशी",Displeasure
" निपटान,निवर्तन ,व्ययन",Disposal
" निपटाना , बेचना",Dispose of
"प्रवृत्‍ति,स्वभाव",Disposition
"बेकब्ज़ा करना, कब्जा छीनना",Dispossess
"विवाद, झगड़ा",Dispute
निरर्हता,Disqualification
अवहेलना,Disregard
" विच्छिन्नता ,बाधा ,भंग, भंग करना",Disruption
असंतोष,Dissatisfaction
"विमति, विसम्मति ",Dissent
"अपकार, कुसेवा",Disservice
" वियोजित करना,असंबद्‌ध होना,अलग होना",Dissociate
" भंग,विघटन",Dissolution
" विघटित करना ,भंग करना",Dissolve
दूरस्थ अधिगम,Distance learning
" मद्‌य निर्माणशाला , आसवनी",Distillery
" भिन्न,अलग,सुभिन्न  , सुस्पष्‍ट, सुव्यक्‍त",Distinct
" भेद करना , विशिष्‍टता पाना",Distinguish
" विकृति  ,तोड़-मरोड़",Distortion
"विपत्‍ति,कष्‍ट",Distress
"वितरण करना,बाँटना",Distribute
"वितरण,बंटन",Distribution
"जिला,जनपद",District
" डिस्ट्रिक्टसेंटर,व्यावसायिक केंद्र , जिला केंद्र, प्रधान केंद्र",District centre
" उपद्रव ,गड़बड़ी,अशांति , बाधा",Disturbance
"यथोपरि,जैसे ऊपर",Ditto
" विषयांतर ,पथांतर,पथांतरण ,  अपयोजन",Diversion
लाभांश,Dividend
"  प्रभाग , मंडल, डिवीजन , विभाजन , श्रेणी , डिवीजन",Division
"तलाक़,विवाह-विच्छेद,तलाक़ देना,विवाह-विच्छेद करना",Divorce
डॉकेट,Docket
"डॉक्टर,चिकित्सक",Doctor
"दस्तावेज़,प्रलेख",Document
दस्तावेजी साक्ष्य,Documentary evidence
"प्रलेखीकरण,प्रलेखन",Documentation
अधिवास,Domicile
अधिवास प्रमाणपत्र,Domicile certificate
" प्रभावी , प्रबल, प्रधान",Dominant
" दान, संदान , चंदा",Donation
"डोसियर, खरीता",Dossier
संदिग्ध,Doubtful
क्रमवेशन,Dove tailing
अवनयन,Down grade
" दस्ता,टुकड़ी ,ड्राफ्ट ,प्रारूप, मसौदा",Draft
उत्‍तर का मसौदा,Draft reply
कठोर उपाय,Drastic measure
" आहरण ,निकालना, काटना,चैक लिखना",Draw
" चेक काटने वाला, लेखीवाल , आहरणकर्ता , दराज",Drawer
" ड्राइंग,रेखाचित्र, आहरण",Drawing
"अनावृष्‍टि,सूखा",Drought
निर्लाभ पदोन्नति,Dry promotion
" दोहरा प्रभार , दोहरा कार्यभार",Dual charge
दोहरी नागरिकता,Dual citizenship
" देय, प्राप्य , नियत",Due
सम्यक् तत्परता,Due diligence
देय राशि,Dues
"विधिवत,यथाविधि",Duly
"दूसरी प्रति,अनुलिपि",Duplicate
"अवधि, मियाद",Duration
दबाव,Duress
" ड्यूटी, कर्तव्य, कार्य, काम , शुल्क",Duty
ड्यूटी भत्‍ता,Duty allowance
ड्यूटी चार्ट,Duty chart
इतर कार्यार्थ छुट्टी,Duty leave
ड्यूटी कक्ष,Duty room
मृत्युकालिक कथन,Dying declaration
गतिकी,Dynamics
उद्‌दिष्‍ट करना,Earmark
अर्जित छुट्टी,Earned leave
"अर्जन, कमाई",Earnings
पर्यावरण-अनुकूल,Eco-friendly
पारिस्थितिकी,Ecology
" आर्थिक, अर्थशास्त्रीय",Economic
" आर्थिक शोषण , आर्थिक संदोहन",Economical exploitation
अर्थव्यवस्था,Economy
किफ़ायती श्रेणी,Economy class
संपादन,Editing
संस्करण,Edition
सम्पादकीय,Editorial
शिक्षा,Education
शैक्षिक कैरियर,Educational career
"शैक्षिक संस्थान, शिक्षा संस्थान",Educational institute
शैक्षिक अर्हता,Educational qualification
" प्रभाव ,परिणाम",Effect
" प्रभावी,कारगर ,वास्तविक",Effective
प्रभावी तिथि,Effective date
मालमत्ता,Effects
प्रभावोत्पादकता,Efficacy
"दक्षता,कार्यकुशलता",Efficiency
दक्ष,Efficient
बेदखली,Ejectment
"विस्तार से कहना, विशद",Elaborate
"बीतना,बीत जाना",Elapse
निर्वाचित प्रतिनिधि,Elected representative
"निर्वाचन, चुनाव",Election
" निर्वाचक मंडल, इलैक्टोरल कॉलेज",Electoral college
" निर्वाचक मंडल , निर्वाचन क्षेत्र",Electorate
विद्‌‌युतीकरण,Electrification
इलेक्ट्रॉनिक संचार माध्यम,Electronic media
प्रारंभिक,Elementary
पात्रता,Eligibility
पात्रता परीक्षण,Eligibility test
"निकाल देना,विलोपन",Elimination
वाक्-पटुता,Eloquence
उलझन में डालना,Embarrass
ग़बन,Embezzlement
संप्रतीक,Emblem
उभरी मुहर,Embossing seal
"आपात,आपात काल",Emergency
आपात राहत,Emergency relief
आपातिक,Emergent
उत्प्रवासन,Emigration
परिलब्धियां,Emoluments
नामिका बनाना,Empanelment
परानुभूति,Empathy
"नियोजित करना , सेवायोजित करना ,प्रयोग करना, काम में लाना",Employ
कर्मचारी,Employee
कर्मचारी सहभागिता,Employee participation
कर्मचारी अंशदान,Employee’s contribution
कर्मचारी भविष्य निधि,Employee’s provident fund
नियोक्‍ता,Employer
" रोज़गार , सेवायोजन",Employment
रोज़गार कार्यालय,Employment exchange
रोज़गार सूचना,Employment notice
रोज़गार कार्यालय,Employment office
सशक्‍त करना,Empower
सशक्तीकरण,Empowerment
" अधिनियम बनाना ,अधिनियमित करना",Enact
अधिनियमन,Enactment
एक साथ,En bloc
"  भुनाना , नकदीकरण",Encash
"साथ लगाना, अनुलग्न करना",Enclose
"उत्साहन, उत्साहवर्धन",Encouragement
"अधिक्रमण, अतिक्रमण",Encroachment
"भारग्रस्तता, देयता-भार",Encumbrance
" पृष्‍ठांकन करना,समर्थन करना",Endorse
अक्षय निधि,Endowment
अंतिम उत्पाद,End product
ऊर्जा,Energy
प्रवर्तन कराना,Enforce
"  लगाना , नियुक्‍त करना",Engage
"वृद्‌धि, बढोतरी",Enhancement
आदेश देना,Enjoin
सामूहिक रूप से,En masse
" पूछताछ , जांच",Enquiry
"भर्तीकरना,भर्तीहोना",Enrol
" भर्ती, नामांकन",Enrolment (=enrollment)
नामांकन संख्या,Enrolment number
मार्ग में,Enroute
आगामी,Ensuing
"आश्‍वस्त करना,सुनिश्‍चित करना",Ensure
" दर्ज करना,प्रविष्‍टि करना",Enter
उद्‌यम,Enterprise
" मनोरंजन करना , ग्रहण करना",Entertain
" मनोरंजन , सत्कार",Entertainment
"हक़दार होना,हक़दार बनाना",Entitle
हक़दार,Entitled
हक़दारी,Entitlement
प्रवेश,Entrance
प्रवेशी,Entrant
" प्रविष्‍टि,इंदराज , प्रवेश",Entry
प्रवेश स्तर का कार्य,Entry level job
