Kannada,English
ಡೆಸ್ಕ್ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್,desktop publishing (DTP)
ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ,desktop video
ತಲುಪಬೇಕಾದ ವಿಳಾಸ,destination address
"1. ವಿಧ್ವಂಸಕ, 2. ವಿಧ್ವಂಸಕ",destructer
ನಿರ್ಣಾಯಕ ಸ್ವಯಂಚಾಲಿತ,deterministric automats
ಡೆವಲಪರ್,developer
ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ,development system
ಸಾಧನ,device
ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ,device control unit
ಸಾಧನ ನಿಯಂತ್ರಕ,device controller
ಸಾಧನ ನಿರ್ವಹಣೆ,device management
ಸಾಧನ ಮೋಡ್,device mode
ರೋಗನಿರ್ಣಯ,diagnosis
ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ,diagnostic system
"1. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್, 2. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್",diagnostics
ರೇಖಾಚಿತ್ರ,diagram
ಡಯಲ್ ಮಾಡಿ,dial
ಡಯಲ್ ಲೈನ್,dial line
ಡಯಲ್ ಟೋನ್,dial tone
ಡಯಲ್ ಅಪ್ ಮಾಡಿ,dial up
"1. ಸಂಭಾಷಣೆ, 2. ಸಂಭಾಷಣೆ",dialog
ಸಂಭಾಷಣೆ ಕೊಠಡಿ,dialog box
ಡಯಲಪ್ ಮೋಡೆಮ್,dialup modem
ವಿಮೆ,diamension
ನಿಘಂಟು,dictionary
"1. ಭೇದಾತ್ಮಕ, 2. ವ್ಯತ್ಯಾಸ",differentiation
ಸಂಖ್ಯಾತ್ಮಕ,digital
ಡಿಜಿಟಲ್ ವ್ಯವಸ್ಥೆ,digital channel
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,digital circuit
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,digital computer
"1.ಡಿಜಿಟಲ್ ಡೇಟಾ, 2.ಡಿಜಿಟಲ್ ಡೇಟಾ",digital data
ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ,digital facility
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,digital filter
ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ,digital library
ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಷನ್,digital modulation
"1. ಡಿಜಿಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2. ಡಿಜಿಟಲ್ ಮಾನಿಟರ್",digital monitor
ಡಿಜಿಟಲ್ ಚಿತ್ರ,digital picture
"1. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್, 2. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್",digital signature
ಡಿಜಿಟಲ್ ಸ್ವಿಚ್,digital switch
ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ,digital to analog (D/A) converter
ಡಿಜಿಟಲೀಕರಣ,digitization
ಡಿಜಿಟಲೀಕರಣ,digitize
ಡಿಜಿಟೈಸರ್,digitizer
ಡಯೋಡ್,diode
ಮೊದಲ ನೋಟ,direct
ನೇರ ವಿಳಾಸ,direct address
ನೇರ ಪರಿವರ್ತನೆ,direct conversion
ನೇರ ಜೋಡಣೆ,direct coupling
"1. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ, 2. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)",direct memory access (DMA)
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),direct memory acess (DMA)
ನೇರ ವಿಧಾನ,direct method
ನಿರ್ದೇಶನಗಳು,directive
ಡೈರೆಕ್ಟರಿ,directory
"1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್",directory server
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,directory service
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,disable
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,disabling signal
"1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ",disconnect
"1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್",discrete
"1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್",disk
"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ",disk address
"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ",disk array
"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ",disk capacity
"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್",disk drive
ಡಿಸ್ಕ್ ಫೈಲ್,disk file
"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ",disk memory
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS),disk operating system (DOS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್,disk pack
"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್",disk server
"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ",disk storage
ಡಿಸ್ಕೆಟ್,diskette
ಪ್ರದರ್ಶನ ಫೈಲ್,display file
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,display image
ವಿಲೇವಾರಿ,disposal
ದೂರ,distance
ದೂರ ಕಾರ್ಯ,distance function
ಅಸ್ಪಷ್ಟತೆ,distortion
ವಿತರಿಸಲಾಯಿತು,distributed
ವಿತರಿಸಿದ ಡೇಟಾ,distributed data
ವಿತರಿಸಿದ ಸರ್ವರ್,distributed server
"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್",distributed system
ವಿತರಕ,distributive
ದಾಖಲೆ,document
ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ,document retrieved
"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ",document window
ದಸ್ತಾವೇಜನ್ನು,documentation
"ಡೊಮೇನ್, ಡೊಮೇನ್",domain
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,domain name
"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್",dot matrix printer
"ಕೆಳಗೆ, ಕೆಳಗೆ",down
"1.ಅವಲಿಂಕ್, 2.ಚದರ",down link
ಡೌನ್ಲೋಡ್,down loading
ಡೌನ್‌ಲೋಡ್ ಸಮಯ,down time
ಎಳೆತ,dragging
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (dynamic RAM)
ಹರಿವು,drift
ಚಾಲಕ,driver
ಎಲೆಗಳು,drop
ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,drop down list box
ಡ್ರಮ್ ಡ್ರೈವ್,drum drive
"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್",drum printer
"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ",drum unit
"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ",dual
ಉಭಯ ಸಾಂದ್ರತೆ,dual density
"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ",dummy address
ಡಂಪ್,dump
ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್,duplex circuit
ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ,duplexing
ಪ್ರಮುಖ ಕೀ,duplicate
"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ",DVD R/W
ಡಿವಿಡಿ ರಾಮ್,DVD ROM
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,dynamic instruction
"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ",dynamic memory
"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್",dynamics
ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ,EBCDIC
ಇ-ವ್ಯವಹಾರ,e-business
ಪ್ರತಿಧ್ವನಿ,echo
"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್",e-commerce
ಸಂಪಾದನೆ,edit
ಸಂಪಾದಕ,editor
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,educational technology
ಇ ಇ ಪಿ ರೋಮ್,EEP rom
"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ",effective address (floating address)
ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,effective operand address
ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ,effective procedure
ಪರಿಣಾಮಕಾರಿ UID,effective UID (user identification)
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ,efffective transmission operand
ಆಕ್ಟಲ್ ಬೈಟ್,eight-bit byte
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ",e-learning
ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್,election-algirthm
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್),electric mailing (e-mail)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್",electric printer
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,electrical accounting machine
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,electronic
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS),electronic clearance system (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI),electronic data interchange (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,electronic data processing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ,electronic filing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS),electronic funds transfer System (EFTS)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್",electronic journals
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ,electronic publishing
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,electronic switch
"ಅಂಶ, ಅಂಶ",element
ಇ-ಮೇಲ್,e-mail
"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ",e-mail address
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,embedded system
ಎಂಬೆಡಿಂಗ್,embedding
ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL),emitter couple logic (ECL)
ಖಾಲಿ ಜಾಗ,empty stack
"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ",empty string
ಯಾಂತ್ರೀಕರಣ,emulation
"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್",encapsulation
ಡಿಕೋಡರ್,encipher
ಎನ್ಕೋಡಿಂಗ್,encode
"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್",encoder
ಗುಪ್ತ ಡೇಟಾ,encrepted data
ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್,encripting file system
"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್",encryption
ಬ್ಲಾಕ್ ಅಂತ್ಯ,end of block
ಕಡತ-ಅಂತ್ಯ,end of file (EOF)
ಬಳಕೆದಾರ,end-user
ನಮೂದಿಸಿ,enter
ಪ್ರವೇಶ ಕೀ,enter-key
"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ",enterprise server
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,enterprise system
ಶಕ್ತಿ,entity
ಶಕ್ತಿ ಬಾಂಧವ್ಯ,entity-relationship
ಪ್ರವೇಶ ಸಮಯ,entry time
ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್,entry variable
ಎಣಿಸಬಹುದಾದ,enumerable
ಪರಿಸರ,environment
"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ",epoch
EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ),EPROM
ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ,epsilon closure
ಈಕ್ವಲೈಜರ್,equalizer
ಉಪಕರಣ,equipment
ಸಮಾನತೆಯ ವರ್ಗ,equivalence class
ಸಮಾನ ಸಂಬಂಧ,equivalence relation
"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ",erase
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,error correcting code
ದೋಷ ತಿದ್ದುಪಡಿ,error correction
ದೋಷ ಪತ್ತೆ,error detection
ದೋಷ ನಿರ್ವಹಣೆ,error handling
ತಪ್ಪು ಸಂದೇಶ,error message
ದೋಷ ದರ,error rate
ದೋಷ ಚೇತರಿಕೆ,error recovery
ದೋಷ ಹೆಸರು,error routine
ಪಾರು ಚಿಹ್ನೆ,escape character
ಈಥರ್ನೆಟ್,ethernet
ಈವೆಂಟ್,event
ಈವೆಂಟ್ ಸರಣಿ,event chain
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,event control
ಈವೆಂಟ್ ಕೌಂಟರ್,event counter
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,exception handling
ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,exchangeable disk storage
ಹೊರಗಿಡುವಿಕೆ,exclusion
ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ),exclusive Or (XOR)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,executable program
ಮರಣದಂಡನೆ ಹೇಳಿಕೆ,executive statement
ಆಯ್ದ ಹುಡುಕಾಟ,exhaustive search
ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ,exist
ಸಮಸ್ಯೆ,exit
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,expert system
"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ",expression
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a),extended graphic array (XGA)
ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS),extended industry standard (EIS)
ಓವರ್ಲೋಡ್ ಯಂತ್ರ,extended machine
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,extended memory
"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ",extended precision
"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ",extended sorting
ಕರೆ ಮಾಡಿ,external call
ಬಾಹ್ಯ ದೋಷ,external error
ಬಾಹ್ಯ ಕಾರ್ಯ,external function
ಬಾಹ್ಯ ಅಡಚಣೆ,external interrupt
"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ",external memory
ಬಾಹ್ಯ ಸ್ಮರಣೆ,external memory
ಬಾಹ್ಯ ಮೋಡೆಮ್,external modem
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,external reference
ಬಾಹ್ಯ ಹುಡುಕಾಟ,external searching
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,external storage device
ಹೊರತೆಗೆಯುವಿಕೆ,extraction
ಹೊರತೆಗೆಯುವಿಕೆ,extrapolation
ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ,face-character printer
ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ,fail-safe operation
ವಿಫಲತೆಯ ದರ,failure rate
ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ,failure recovery
ತಪ್ಪು ಕೋಡ್,false code
ತಪ್ಪು ದೋಷ,false error
"1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು",fan-in
"1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ",fan-out
"1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್",fascimile I/O device
ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ,fast fourier transform (FFT)
ಗಂಭೀರವಾದ ತಪ್ಪು,fatal error
ದೋಷ ಪತ್ತೆ,fault detection
ದೋಷ ರೋಗನಿರ್ಣಯ,fault diagnosis
ದೋಷಸಹಿಷ್ಣುತೆ,fault tolerance
ಫ್ಯಾಕ್ಸ್,fax
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,fax message
ಎಫ್ ಡಿಸಿ,FDC
ರೋಗಲಕ್ಷಣ ಪತ್ತೆ,feature detection
ತುಂಬುವ ಚಕ್ರ,feed cycle
ಮರುಹೂಡಿಕೆ,feedback
"1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್",feeder
ಯಾವುದೇ,fetch
ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ,fibonacci search
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,fibonacci sequence
ಫಿಬೊನಾಕಿ ಸರಣಿ,fibonacci series
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,fibre optics
ಫಿಡೋ ಬಲೆ,fido net
ಪ್ರದೇಶ,field
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,fifth generation computers
"1. ಫೈಲ್, 2. ಕಡತ",file
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,file access method
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,file allocation table
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,file compression
ಫೈಲ್ ನಕಲು,file copying
ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್,file layout
ಫೈಲ್ ವಿಲೀನ,file merge
ಫೈಲ್ ಚೇತರಿಕೆ,file recovery
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,file storage
ಫೈಲ್ ರಚನೆ,file structure
ಕಡತ ವ್ಯವಸ್ಥೆ,file system
ಫೈಲ್ ವರ್ಗಾವಣೆ,file transfer
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),file transfer protocol (FTP)
ಫಿಲ್ಟರ್,filter
ಕೊನೆಯ ಸ್ಥಾನ,final state
ಹುಡುಕಿ Kannada,find
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,finite state machine
ಬೆಂಕಿ ಗೋಡೆ,fire wall
ಫರ್ಮ್ವೇರ್,firmware
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,first come first serve
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,first generation computer
ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO),first in first out (FIFO)
ಮೊದಲ ಆದೇಶದ ವಾದ,first order logic
ಮೊದಲ ಆದೇಶದ ತತ್ವ,first order theory
ಸ್ಥಿರ ವಿಭಾಗ,fixed partition
ಸಹಿ ಮಾಡಿ,flag
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,flexible disk
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,floppy disk
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD),flopy disk drive (Fdd)
ಹರಿವಿನ ಚಾರ್ಟ್,flow chart
ನಿಯಂತ್ರಣ ಹರಿವು,flow of control
ಮುಂಜಾನೆ,flush
ಫೋಲ್ಡರ್,folder
ಫಾಂಟ್,font
ಫಾಂಟ್ ಕುಟುಂಬ,font family
ಬಾಹ್ಯ ಕೀ,foreign key
ಫಾರ್ಮ್,form
ಸಾಂಕೇತಿಕ ಭಾಷೆ,formal language
ಸಾಂಕೇತಿಕ ವಿಧಾನ,formal system
"1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್",format
ಚಿತ್ರ,formatting
ಫೋರ್ಟ್ರಾನ್,fortran
"1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್",fortran programming
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,forward slash
4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,fourth generation computer
ವಿಭಾಗ,fragment
ಚೌಕಟ್ಟು,frame
"1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್",free net
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಟ್ರಸ್ಟ್,free software foundation
ಉಚಿತ ಸಂಗ್ರಹಣೆ,free storage
ಫ್ರೀವೇರ್,freeware
ಮುಂಭಾಗ,front end
"1.ಮುಂಭಾಗದ ಫಲಕ, 2.ಮುಂಭಾಗದ ಫಲಕ",front panel
"1.ಕಾರ್ಯಗಳು, 2. ಕಾರ್ಯ",function
ಕಾರ್ಯ ಕೀ,function key
ಕಾರ್ಯ ಉಲ್ಲೇಖ,function reference
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,functional dependency
ಕಾರ್ಯ ಪರೀಕ್ಷೆ,functional testing
"1. ಅಸ್ಪಷ್ಟ ತರ್ಕ, 2. ಅಸ್ಪಷ್ಟ ತರ್ಕ",fuzzy logic
"1. ಅಸ್ಪಷ್ಟ ಸೆಟ್, 2. ಅಸ್ಪಷ್ಟ ಸೆಟ್",fuzzy set
ಲಾಭ,gain
ಕ್ರೀಡಾ ಮರ,game tree
ಮಧ್ಯಂತರ ಪಾತ್ರ,gap character
ಕಸ,garbage
ಕಸ ಸಂಗ್ರಹಣೆ,garbage collection
ಕಸ ಸಂಗ್ರಹಣೆ,garbage collection
ಕಸದ ಒಳಗೆ ಕಸದ ಹೊರಗೆ (Gigo),garbage in garbage out (GIGO)
ಬಾಗಿಲು,gate
ಡೋರ್ ಪಾತ್ (ನೆಟ್‌ವರ್ಕ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ),gateway
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,general program
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,general program
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,general purpose computer
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,general purpose computer
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,general register
ಸಾಮಾನ್ಯೀಕರಣ,generalization
ಸಾಮಾನ್ಯೀಕರಣ,generalization
ವಿಶಾಲ ವಸ್ತು ಭಾಷೆ,general-purpose language
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣೆ ವ್ಯವಸ್ಥೆ,general-purpose operating sysem
ಸಮಗ್ರ ಉದ್ದೇಶದ ನೋಂದಣಿ,general-purpose regisgter
ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ,generated error
ಸಂತಾನೋತ್ಪತ್ತಿ ಕಾರ್ಯ,generating function
ಸಾಮಾನ್ಯ ವರ್ಗ,generic class
ವರ್ಗ ಕಾರ್ಯ,generic function
ಸಾಮಾನ್ಯ ವರ್ಗದ ಹೆಸರು,generic name
ಗಿಗೋ,gigo
"1. ಸಾರ್ವತ್ರಿಕ, 2. ಜಾಗತಿಕ",global
ಸಾರ್ವತ್ರಿಕ ಕೋಡ್,global code
ಸಾರ್ವತ್ರಿಕ ಲಾಕ್,global lock
"1. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್, 2. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್",global network
ಸಾರ್ವತ್ರಿಕ ನೆಟ್ವರ್ಕ್,global network
"1. ವಿಶ್ವ ಬಳಕೆದಾರ, 2. ಸಾರ್ವಜನಿಕ ಬಳಕೆದಾರ, 3. ಸಾರ್ವತ್ರಿಕ ಬಳಕೆದಾರ",global user
ಜಾಗತಿಕ ಅಸ್ಥಿರ,global variable
"1.ಜಾಗತೀಕರಣ, 2.ಜಾಗತೀಕರಣ",globalisation
ಗೋಫರ್ (ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ರೋಟೋಕಾಲ್),gopher
ಗೋಫರ್ ಗ್ರಾಹಕ,gopher client
"1. ಗೋಫರ್ ಸರ್ವರ್, 2. ಗೋಫರ್ ಸರ್ವರ್",gopher server
ಗೋಫರ್ ಸೈಟ್,gopher site
ಗೋಫರ್ ಸ್ಪೇಸ್,gopher space
ಆಕರ್ಷಕ ಅವನತಿ,graceful degradation
ವ್ಯಾಕರಣ ಪರಿವರ್ತಕ,grammar checker
