English,Odiya
Crossing over,ଅତିକ୍ରମ କରିବା
Crotalaria,ଭେରାଲିଆ
Croton,କ୍ରଟନ୍
Crown gall tumor,ମୁକୁଟ ଗଲ୍ ଟ୍ୟୁମର୍ |
Crown grafting,ମୁକୁଟ ଗ୍ରଫ୍ଟିଂ
Cruciform,କ୍ରୁସିଫର୍ମ
Crude birth rate,ଅଶୋଧିତ ଜନ୍ମ ହାର
Crude death rate,ଅଶୋଧିତ ମୃତ୍ୟୁ ହାର
Crustacean,स्CACANN
Cry IA c,କାନ୍ଦ ia c
Cry IIA b,କାନ୍ଦ iia b
Cryopreservation,କଷ୍ଟଦାୟକ |
Cryosurgery,କ୍ରିସେଫୋରୀ
Cryptic,କ୍ରିପ୍ଟିକ୍
Cryptic appearance,କ୍ରିପ୍ଟିକ୍ ରୂପ
Cryptic color,କ୍ରିପ୍ଟିକ୍ ରଙ୍ଗ |
Cryptically - coloured,କ୍ରିପ୍ଟିକାଲ୍ - ରଙ୍ଗୀନ |
Cryptogamae,କ୍ରିପ୍ଟୋଗାମା
Cryptogamia,କ୍ରିପ୍ଟୋଗାମିଆ
Crypts of Lieberkuhn,ଲିବର୍ବୁନ୍ର କ୍ରିପ୍ଟ |
Crystal,ସ୍ଫଟିକ୍
Crystalline,ସ୍ଫଟିକ୍
Ctenophorans,CteNofornans
Ctenophore,CteNofore
Ctenoplana,CteNola
Cuckoo,କୁକୁଡ଼ା
Cucumber,କାକୁଡି
Cucurbit,କ୍ୟୁବର୍ବିଟ୍ |
Cucurbita,କାକୁରୁବିଜା |
Culm,କୁଲମ୍
Cultivar,ଚାଷ ଜ
Cultivated crop,ଚାଷ ହୋଇଥିବା ଫସଲ |
Cultivated plant,ଚାଷ ହୋଇଥିବା ଉଦ୍ଭିଦ |
Cultural or accelerated eutrophication,ସାଂସ୍କୃତିକ କିମ୍ବା ତ୍ୱରିତ ଏଟ୍ରୋଫିକେସନ୍ |
Culture,ସଂସ୍କୃତି
Cumulus oophorus,କୁମୁଲସ୍ ଓହରସ୍ |
Cupressus torulosa,କପାସସ୍ ଟ୍ରୁଲୋସା |
Cupula,କପୁଲା |
Cupule,Cupule
Curcumin,କର୍କୁମିନ୍
Cursorial,କର୍ସନରିଆଲ୍
Curvembryae,କର୍ଭଭ୍ରିଆ
Curvembryonic,କର୍ଭଭ୍ରୋନିକ୍ |
Cuscuta,କୁସକଟା
Cuspidate,ଖୁସୀ
Cuticle,କୁମଲେ
Cutting,କାଟିବା
Cutting,କାଟିବା
Cuttlefish,କଟିଯାଆନ୍ତି |
Cyanobacteria,ସିଆନୋବ୍ୟାକ୍ଟେରିଆ |
Cyanobacterium,ସାନଓବାକାକ୍ଟରିୟମ୍ |
Cyanocobalamin (B12),ସାୟାନାକୋବ୍ଲାମିନ୍ (B12)
Cyanophycean granule,ସିଆନୋଫେସିସନ୍ତ ଗ୍ରାନୁଲ୍ |
Cyathium,ସାଇଥିଂ
Cycad,ସାଇକ୍ୟାଡ୍
Cycadaceae,ସାଇକ୍ଲାକ୍ସିୟା |
Cycadopsida,ସାଇକାଡପିଏଡା
Cyclic guanosine monophosphate,ସାଇକ୍ଲିଫିକ୍ ଗୁଆନୋସିନ୍ ମୋନୋଫୋସଫେଟ୍ |
Cyclic photophosphorylation,ସାଇକ୍ଲିକ୍ ଫଟୋଗଫୋସ୍ଫ୍ରେସନ୍ |
Cyclonic separator,ସାଇକ୍ଲୋନିକ୍ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
Cyclops,ସାଇକ୍ଲୋପ୍ |
Cyclosporin A,ସାଇକ୍ଲୋସ୍ପୋରିନ୍ a
Cyclostomata,ସାଇକ୍ଲୋସୋମାଟା |
Cycus,ସଚୁମସ୍
Cymose,ସେମୋଏସ୍
Cymose type,ସେମୋଏସ୍ ପ୍ରକାର |
Cypress,ସାଇପ୍ରସ
Cypsela,ସାଇ ସାଇସଲା
Cysteine,Cysteine
Cystic fibrosis,ସିଷ୍ଟିକ୍ ଫାଇବ୍ରୋସାଇସିସ୍ |
Cytokinesis,ସାଇଟୋୋକାଇନ୍ସିସ୍
Cytochrome,ସାଇଟୋଚ୍ରୋମ୍ |
Cytokine barrier,ସାଇଟୋକାଇନ୍ ପ୍ରତିବନ୍ଧକ |
Cytokinin,ସାଇଟୋକିନିନ୍ |
Cytology,ସାଇଟୋଲୋଜି
Cyton,ସାଇଟନ୍ |
Cytoplasm,ସାଇଟୋପ୍ଲାଜମ୍
Cytoplasmic bridge,ସାଇଟୋପ୍ଲାଜେମିକ୍ ବ୍ରିଜ୍ |
Cytoplasmic globule,ସାଇଟୋପ୍ଲାଜିକ୍ ଗ୍ଲୋଲ୍ |
Cytosine,ସାଇଟୋସିନ୍ |
Cytoskeleton,ସାଇଟୋସ୍କେଲଟନ୍ |
Cytosol,ସାଇଟୋସଲୋଲ୍ |
Cytotaxonomy,Cytotaxonomy
Dehydration,ଡିହାଇଡିଂ
Dairy technology,ଦୁଗ୍ଧ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
Daphnales,ଦୀନଚୀମାନେ
Daphnia,ଡଫନିଆ
Dark back ground,ଅନ୍ଧାର ପଛ ଗ୍ରାଉଣ୍ଡ |
Dark field microscopy,ଗା dark ଼ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପି |
Dark reaction,ଅନ୍ଧାର ପ୍ରତିକ୍ରିୟା
Darwinism,Darwinism
Darwin's finch,ଡାରୱିନ୍ଙ୍କ ଫିଞ୍ଚ |
Data deficient,ଡାଟା ଅଭାବ |
Date palm,ତାରିଖ ଖଜୁରୀ
Datura stramonium,ଡାଟୁରା ଷ୍ଟେଗୋନିୟମ୍ |
Daughter cell,Daughter ିଅ ସେଲ୍
Day neutral plant,ଦିନ ନିରପେକ୍ଷ ଉଦ୍ଭିଦ |
Day-length,ଦିନ-ଲମ୍ବ |
Degrowth,ଡିଗ୍ରୋ
Dead shoot,ମୃତ ଶୁଟ୍
Deafness,ବଧିରତା
Decamer,ନିର୍କରଣ
Decaying organic matter,ଜ organic ବ ପଦାର୍ଥ କ୍ଷୟକ୍ଷତି |
Decibel,ଲିବିଲ୍
Decidua basalis,ଡାଏଡ୍ଆ ବର୍ଥାଲିସ୍ |
Decidua capsularis,ଡେକ୍ସିଡୁଆ କ୍ୟାପସୁଲାରାଇସ୍ |
Decidua,ଡିବିଡୁଆଆ |
Deciduous,ନିର୍ଣ୍ଣୟ
Decompose,କ୍ଷୟ କରିବା |
Decomposer,ନିର୍ବୋଧ
Decomposing detritus,ଡିଟପ୍ଲାଇସ୍ ଡେଟ୍ରିଟସ୍ |
Decomposition rate,କ୍ଷୟ ହାର
Decumbent,ପଚାରିକ |
Dedifferentiated cell,ଡିସିଫେରେଣ୍ଟିତ କକ୍ଷ |
Deep ocean trench,ଗଭୀର ସମୁଦ୍ର ଖାଲ |
Deep water body,ଗଭୀର ଜଳ ଶରୀର
Defibrillation,ନିବେଦନଗ୍ରସ୍ତ |
Defibrillator,ଡିଫିବ୍ରିଲେଟର |
Deficiency,ଅଭାବ |
Deflation,ପରିପେତ
Deflection wave,ଡିଫଲେସନ୍ ତରଙ୍ଗ |
Deforestation,ଜଙ୍ଗଲ |
Degeneracy of codon,କୋଡନର ଅପହରଣ |
Degenerate,ଅବନତି
Degenerate code,ଅବନତି କୋଡ୍ |
Degeneration,ଅବଶ୍ୟ ନିରନ୍ତର
Degenerative joint,Deegenerterative ଗଣ୍ଠି |
Degradation of grassland,ତୃଣଭୂମିର ଅବନତି |
Degrowth,ଡିଗ୍ରୋ
Dehiscent fruit,ଡିଫିସେଣ୍ଟ୍ ଫଳ |
Dehydration,ଡିହାଇଡିଂ
Dehydro-epiandrosterone,ଡିହାଇଡେରୋ-ଏପିଆନ୍ରୋଷ୍ଟ୍ରୋନ୍ |
Dehydrogenase,ଦେହଡ୍ରୋଜେନେଜ୍ |
Deletion,ବିଲୋପାଘ
Delimiting membrane,ମେମ୍ବ୍ରେନ୍ ସୀମିତ |
Delineating,ପ୍ରବର୍ତ୍ତାଇବା
Delphinus,ଡେଲଫିନସ୍
Demersal fish,ଡେମର୍ସାଲ୍ ମାଛ |
Demographic transition,ଜନସଂଖ୍ୟା ସଂକ୍ରମଣ |
Denaturation,ନିନ୍ଦା
Denatured,ଅସ୍ୱୀକାର କରାଯାଇଛି |
Denaturisation,ନାତୁବର୍ତ୍ତୀ
Dendrite,ଡିନ୍ଦନ୍ରାଇଟ୍
Dendrite,ଡିନ୍ଦନ୍ରାଇଟ୍
Dendrite,ଡିନ୍ଦନ୍ରାଇଟ୍
Dendrobates,ଡିନ୍ଦୁର୍ବେଟ୍ସ |
Dendron,ଦେନ୍ଦନ
Dengue,ଦ୍ୱନ୍ଦ୍ୱ
Denitrification,ନିଖୁଣ |
Denitrification process,ନିଖତି ପ୍ରକ୍ରିୟା |
Dentitrifier,Dentitrifier
Denitrifying bacteria,ଜୀବାଣୁ ଜୀବାଣୁ |
Dense solution,ଘନ ସମାଧାନ |
Density gradient centrifugation,ଘନତା ଗ୍ରେଡିଏଣ୍ଟ୍ ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
Density of the suspension,ନିଲମ୍ବନର ଘନତା |
Dentate,ଦନ୍ତ
Dentine,ଦନ୍ତ
Deoxygenated blood,ଡେକିସେନେଞ୍ଜିଟି ରକ୍ତ |
Deoxyribonucleic acid (DNA),DeoXInibonouucic ଏସିଡ୍ ଏସିଡ୍ (DNA)
Depigmentation,ସ୍ଥଗିତତା
Depletion of soil fertility,ମାଟି ଉର୍ବରତାର ହ୍ରାସ |
Depolarisation,ଦଣ୍ଡ
Depolymerisation,ଡିସୋବାଇଲସିଟିଏସନ୍ସ |
Depression,ଉଦାସୀନତା
Depression,ଉଦାସୀନତା
Derelict land,ଜମି
Derivative novacaine,ଡେରିଭେଟିଭ୍ ନୋଭାକିନ୍ |
Dermatogen,ଡେରମାଟୋଜେନ୍ |
Dermis,Dermis
Descendant population,ବଂଶାନୁଲେସନ୍
Descending colon,କୋଲନ୍ ଅବତରଣ କରିବା |
Descending limb,ଅବତରଣ ଅଙ୍ଗ
Descending thoracic aorta,ଥୋରାସିକ୍ ଆର୍ଟା ଅବତରଣ କରୁଛନ୍ତି |
Descent,ଅବହେଳ
Desert areas,ମରୁଭୂମି କ୍ଷେତ୍ରଗୁଡିକ
Desert biome,ମରୁଭୂମି ବାୟୋମ |
Desert community,ମରୁଭୂମି ସମ୍ପ୍ରଦାୟ |
Desert plant,ମରୁଭୂମି ଉଦ୍ଭିଦ
Desert shrub,ମରୁଭୂମି ଶାଳ
Desertification,ନିରପେକ୍ଷୀ
Desi variety,Desi ବିଭିନ୍ନ ପ୍ରକାର |
Desmid,ଡେସମିଡ୍
Desmotubule,Desmounbule
Detergent,ଡିଟରଜେଣ୍ଟ |
Detoxication,ଡିଟୋକ୍ସିକେସନ୍ |
Detoxification,ଡିଟୋକ୍ସଫିକେସନ୍ |
Detritivore,ଡିଟରିପରିଭୋର
Detritivorous,Deatriedivous
Detritus feeder,ଡିଟ୍ରିଟସ୍ ଫିଡର୍ |
Detritus feeding invertebrate,ଡିଟ୍ରିଟସ୍ ଓଭରଟେବ୍ରେଟ୍ ଖାଇବା |
Detritus food chain,ଡିଟ୍ରିଟସ୍ ଖାଦ୍ୟ ଶୃଙ୍ଖଳା |
Deuterostomia,Due ଣଦାତା
Development,ବିକାଶ
Devil fish,ଶୟତାନ ମାଛ |
Devil fish,ଶୟତାନ ମାଛ |
Devonian period,ଦେବୋନିଆ ଅବଧି |
De-vries theory,ଡି-ଫ୍ରାଇସ୍ ସିଦ୍ଧାନ୍ତ |
De-xycorticosterone,ଡି-ଏକ୍ସକର୍ଟିକୋସେଟେରନ୍ |
Dihybrid,ଡିହାଇବଏଡ୍
Dinucleotide,ଡାଇନୁକୋଲିଟିଏଡ୍ |
Diabetes insipidus,ଇନସିପିଡସ୍ ମଧୁମେହ |
Diabetes mellitus,ମଧୁମେହ
Diacetylmorphin,ନିରାକରଣୀୟ
Diagnosis,ନିରାକରଣ
Diagnostic and therapeutics,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ଏବଂ ଚିକିତ୍ସା
Diagnostic image,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ପ୍ରତିଛବି |
Diagnostic kit,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ କିଟ୍ |
Diakinesis,ଡାଏକିନେସିସ୍
Dialysing fluid,ମଧୁର ତରଳ |
Dialysis,Dia
Diandria,ଡାଏଣ୍ଡ୍ରିଆ
Diandrous,ପୃଷ୍ଠଭୂମି
Diapause,ଡାଏପୁସ୍
Diarrhoea,Arr ାଡ଼ା
Diastolic pressure,ଡାଏଷ୍ଟିକ୍ ଚାପ |
Diatom,ଡାଇଟମ୍
Diatomaceous earth,ଡାଏଟୋମାସିସ୍ ପୃଥିବୀ |
Dioxylglycerol (DG),DioSyLGLYLERL (DG)
Dibasic phosphate,ଡିବାସିକ୍ ଫସଫେଟ୍ |
Dichanthium,ଦ୍ୱାକାଖିଲା
Dichloro diphenyl trichloroethane (DDT),ଡିଲୁଲୋରୋ ଡିଫୋନ୍ନେଲ ଟ୍ରାଇଚ୍ଲୋରୋଥାନନ୍ (DDT)
Dichotomous,ଡିକଟୋମାନୋସ୍ |
Dicondylic skull,DICONDYLICL ଖପୁରୀ |
Dicotyledon,ଡିକୋଟାଇଲେଡନ୍ |
Dictyosome,DictyoSoomo
Dictyota,Dictyota
Diencephalon,କିମ୍ବସେର୍ଣ୍ଣାଲନ୍ |
Dietary,ଖାଦ୍ୟପେୟାରୀ |
Differential contribution,ଭିନ୍ନ ଭିନ୍ନ ଅବଦାନ |
Differential interference contrast microscope,ଭିନ୍ନ ଭିନ୍ନ ବାଧା ମାଇକ୍ରୋସ୍କୋପ୍ |
Differential reproduction,ଭିନ୍ନ ଭିନ୍ନ ପ୍ରଜନନ
Differentiated cell,ଭିନ୍ନକ୍ଷମ କକ୍ଷ
Differentiation,ଭିନ୍ନତା
Diffracted wave,ଡିଫ୍ରାଇଜ୍ ତରଙ୍ଗ |
Diffuse,ବିସ୍ତାର
Diffusing capacity,ଭିନ୍ନତା ପାର୍ଥକ୍ୟ |
Digestion,ହଜମ
Digestive juice,ହଜମକାରୀ ରସ |
Digestive system,ହଜମ ପ୍ରମାଣିତ ବ୍ୟବସ୍ଥା |
Digestive tract,ହଜମକାରୀ ଟ୍ରାକ୍ଟ |
Digit,ଅଙ୍କ
Digital subtraction angiography,ଡିଜିଟାଲ୍ ବିତରଣ ଆଙ୍ଗିଓଗ୍ରାଫି |
Digitally,ଡିଜିଟାଲ୍ |
Digitiform gland,ଡିଜିଟୀଫର୍ମ ଗ୍ରନ୍ଥି |
Dikaryon,ଡିକ୍ରିୟନ୍
Dikaryophase,Dikarardohas
Dimer,ମୋତେ ଡିମର
Dominant lethal allele,ପ୍ରାଧାନ୍ୟ ସାଂଘାତିକ ଆଲେଲେ |
Dimorphism,ଡିମୋରଫିଜିମ୍
Dinitrogen,ଡାଇନ୍ର୍ରୋଜେନ୍ |
Dinoflagellate,ଡାଇନୋଫ୍ଲାଗଲେଲେଟ୍ |
Dioecious,ଡାଇଓକାରୀ
Diospyros melanoxylon,DIOSPYROSROSROSROSRORS MELANOLSollon |
Dipeptide,ବାଇପ୍ସାଇଡ୍
Diphyodont,ଡିପିଓଲେଡଣ୍ଟ |
Diplobacillus,Diplobackillus
Diploblastic,ଡିପ୍ଲୋବ୍ଲୋଲାଷ୍ଟିକ୍ |
Diplococcus pneumoniae,ଡିପ୍ଲୋକୋକସ୍ ନିମୋନିଆ |
Diploid stage,ଡିପ୍ଲଏଡ୍ ପର୍ଯ୍ୟାୟ |
Diplonema,ଡିପ୍ଲୋନେମା
Diplontic,ଡିପ୍ଲୋମିକ୍ |
Diplosome,ଦୃଷ୍ଟାନ୍ତ
Diplostome,ଡିଫ୍ଲୋସମ୍
Diplotene stage,Diplotene ଷ୍ଟେଜ୍ |
Diptera,Diptera
Dipteran,Diptereran
Dipterocarpus hopea,ଡିଟିଟେସ୍ରୋସପସ୍ ରାପା |
Dipthteria,ଡିଫ୍ଟଟେରିଆ
Directional selection,ଦିଗଦର୍ଶନ ଚୟନ
Disaccharide hyaluronic acid,ଅସାଧାରଣ ହାଇଲାହ୍ରୋନିକ୍ ଏସିଡ୍ |
Disaccharide,ଅସନ୍ତୁଷ୍ଟ
Disc,ଡିସ୍କ
Disc floret,ଡିସ୍କ ଫ୍ଲୋଟ୍ |
Discharge of pollen,ପଲିଥିନର ଡିସଚାର୍ଜ |
Discontinuous variation,ଅସନ୍ତୋଷ ପରିବର୍ତ୍ତନ |
Discrete mutation,ବିଚ୍ଛିନ୍ନ ପରିବର୍ତ୍ତନ
Disease,ରୋଗ
Disharmonising process,ବିତରଣ ପ୍ରକ୍ରିୟାକରଣ |
Disinfectant,ଡିଜେନ୍ସିଫେକ୍ଟାଣ୍ଟ |
Disinfected,ଅସଂଗୁପ୍ତ
Disorders of bone,ହାଡର ବିଶୃଙ୍ଖଳା |
Dissemination,ବିସ୍ତାର
Distal,ଦୂରତା
Distal convoluted,ଡିଷ୍ଟାଲ୍ କନଭୁଲ୍ୟୁଟେଡ୍ |
Distal nephron,ଡିଷ୍ଟାଲ୍ ନେଫ୍ରନ୍ |
Distal phalanx,ଡିଷ୍ଟାଲ୍ ଫାଲାନକ୍ସ |
Distal pigment,ଦ୍ୱନ୍ଦ୍ୱ ରଙ୍ଗ
Diurnal,ଭବିଷ୍ୟବାଣୀ
Divalent cation,ବିଭାଗଗୁଡିକ
Divalent,ବିଭାଜନ
Diverge,ଅଲଗା କର |
Divergence,ଅଲଗାତା
Diversity,ବିବିଧତା
Division of labour,ଶ୍ରମିକ ବିଭାଜନ
Division,ବିଭାଜନ
Division,ବିଭାଜନ
DNA dependent RNA polymerase,DNA ନିର୍ଭରଶୀଳ rna playmerase |
DNA blotting,DNA ବ୍ଲୋଟିଂ |
DNA cleavage,DNA CLEAVAGAGE |
DNA cloining,DNA କ୍ଲାଏଙ୍ଗ୍ |
DNA driven hybridization,Dna ଚାଳିତ ହାଇବ୍ରିଡାଇଜେସନ୍ |
DNA fingerprinting,DNA ଫିଙ୍ଗର ପ୍ରିଣ୍ଟିଙ୍ଗ୍ |
DNA library,DNA ଲାଇବ୍ରେରୀ |
DNA melting,DNA ତରଳି ଯାଉଛି |
DNA methylation,DNA ମିଥିନିଲେସନ୍ |
DNA polymerase,DNA PLAYMERESE |
DNA probe,DNA ଅନୁସନ୍ଧାନ |
DNA repair,DNA ମରାମତି |
DNA replicate,DNA ନକଲ |
DNA replication,DNA ନକଲ |
DNA sequence,DNA କ୍ରମ |
DNA splicing,DNA SPLILING |
DNA super coiling,DNA ସୁପର ଡଲିଂ |
DNA transcription,DNA ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |
DNA vector,DNA ଭେକ୍ଟର |
Dobson unit,ଡବସନ ୟୁନିଟ୍ |
Dogfish,ଡଗ୍ଫିସ୍
Doliolum,ଡଲିଓଲମ୍ |
Dolphin (mammal),ଡଲଫିନ୍ (ସ୍ତନ୍ୟପାୟୀ)
Domestic animal,ଘରୋଇ ପଶୁ
Domesticated animal,ଗୃହପାଳିତ ପଶୁ
Domesticated plant,ଘରୋଇ ଉଦ୍ଭିଦ |
Domestication,ଘରୋଇ
Domestication,ଘରୋଇ
Dominant gene,ପ୍ରାଧାନ୍ୟ ଜିନ୍ |
Dominant unit factor,ପ୍ରାଧାନ୍ୟ ୟୁନିଟ୍ ଫ୍ୟାକ୍ଟର୍ |
Donnan equilibrium,ଡୋନ୍ନାନ ସନ୍ତୁଳନ |
Donor cell,ଦାତା ସେଲ୍ |
Doppler effect,ଡୋପେଲର ପ୍ରଭାବ
Dorsal inner surface,ଡୋରସାଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ପୃଷ୍ଠ |
Dorsal nerve cord,ଡୋରସାଲ୍ ସ୍ନାୟୁ କର୍ଡ |
Dormancy,Gormancy
Dorsal fin,ଡୋରସାଲ୍ ଫିନ୍ |
Dorsal hollow nervous system,ଡୋରସାଲ୍ ହୋଲ୍ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |
Dorsal nostril,ଡୋରସାଲ୍ ନାକ୍ଟ୍ରିଲ୍ |
Dorsal root ganglion,ଡୋରସାଲ୍ ମୂଳ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
Dorsal surface,ଡୋରସାଲ୍ ଭୂପୃଷ୍ଠ |
Dorsal visceral hump,ଡୋରସାଲ୍ ଭିସେରାଲ୍ ହମ୍ପ୍ |
Dorsiventral leaf,DorvSivental life |
Double bond,ଡବଲ୍ ବଣ୍ଡ |
Double coconut,ଡବଲ୍ ନଡ଼ିଆ |
Double helix,ଡବଲ୍ ହେଲିକ୍ସ |
Double stranded structure,ଡବଲ୍ ଷ୍ଟ୍ରାଡ୍ structure ାଞ୍ଚା |
Downstream,ଡାଉନ୍ଷ୍ଟ୍ରିମ୍ |
Downstream processing,ଡାଉନ୍ଷ୍ଟ୍ରିମ୍ ପ୍ରକ୍ରିୟାକରଣ |
Down syndrome,ଡାଉନ୍ ସିଣ୍ଡ୍ରୋମ |
Dracaena,ଡ୍ରାକେନା
Draco,ଡ୍ରକୋ
Dragon fly,ଡ୍ରାଗନ୍ ଫ୍ଲାଏ |
Droplet,ବୁନ୍ଦା
Dropsy,ଡ୍ରପ୍ସୀ
Drosophila melanogaster,ଡ୍ରସୋଫିଲା ମେଲାନୋଗ୍ରାଷ୍ଟର୍ |
Drought,ମରୁଡ଼ି
Drought resistant grass,ମରୁଡ଼ି ପ୍ରତିରୋଧକ ଘାସ |
Drug,ଡ୍ରଗ୍
Drug,ଡ୍ରଗ୍
Drug abuse,ଡ୍ରଗ୍ ଅପବ୍ୟବହାର |
Drum stick,ଡ୍ରମ୍ ଷ୍ଟିକ୍ |
Drupe,ଡ୍ରୁପ୍
Dry biomass,ଶୁଖିଲା ବାୟୋମାସ୍ |
Dry deposition,ଶୁଖିଲା ଜମା |
Dryopithecus,ଶୁଖୁଆଦ ପତ୍ର
Dryopteris,ଶୁଦ୍ର ଭବିଷ୍ୟଦ୍ବକ୍ତା
Ductule efferent,Ductule ef inturnt |
Ductus arteriosus,ଡକ୍ଟସ୍ ବିଚ୍ଛିନ୍ନତା |
Ductus epididymus,ଡକ୍ଟସ୍ ଏପିଡାଇଡାଇମସ୍ |
Duodenum,Duodenum
Duplication,ନକଲ
Duramater,ଦୁରାମର
Duramen,ସ୍ଥଗିତ
Duranta,ଡୁରାମାଣ୍ଟା |
Dust pollution,ଧୂଳି ପ୍ରଦୂଷଣ |
Dwarf,ବଧୂ |
Dwarfness,ବଧୂଣ
Dwarf-stem plant,ବଧୂ-ଷ୍ଟେମ୍ ଉଦ୍ଭିଦ |
Dynein,ଡିଲିଣ୍ଟ୍ |
Digit,ଅଙ୍କ
Eagle,ଇଗଲ
Ear ossicle,କାନ ଓସିକଲ୍ |
Earcockle,କର୍ଣ୍ଣ କୋକଲ୍ |
Earliest life,ଯଥା ଶୀଘ୍ର ଜୀବନ
Early wood,ପ୍ରାରମ୍ଭ କାଠ
Earmuff,ଇରହଫ୍ |
Earth summit,ପୃଥିବୀ ସମ୍ମିଳନୀ |
Eating and being eaten,ଖାଇବା ଏବଂ ଖାଇବା |
Earth,ପୃଥିବୀ
Earth,ପୃଥିବୀ
Ebenales,ଇବେନଲେସ୍
Ebracteate,ଇବ୍ରାକେଟେଟ୍
Echeneis,ଇଚେରୀ
Echinococcus,ଇକିନୋକୋକସ୍ |
Echolocation,ଇଚନା
Eclipta alba,ଇବିସିଟିଟା ଆଲବା |
Ecological adaptation,ପରିବେଶ ଆଡାପ୍ଟେସନ୍ |
Ecological efficiency,ପରିବେଶ ଦକ୍ଷତା |
Ecological interdependence,ପରିବେଶ ପାରସ୍ପରିକଘିମା |
Ecological pyramid,ପରିବେଶ ପିରାମିଡ୍ |
Ecological sanitation,ପରିବେଶ ପରିମଳ
Ecological succession,ପରିବେଶଗତ ଉତ୍ତରାଧିକାରୀ |
Ecological sustainability,ପରିବେଶ ସ୍ଥିରତା |
Ecologist,ଇକୋଲୋଜିଷ୍ଟ
Ecology,ପରିବେଶ
Ecology and environment,ଇକୋଲୋଜି ଏବଂ ପରିବେଶ |
Ecosan toilet,ଇକୋସାନ୍ ଶ toil ଚାଳୟ |
Ecosystem,ଇକୋସିଷ୍ଟମ୍
Ecosystem diversity,ଇକୋସିଷ୍ଟର ବିବିଧତା |
Ecosystem process,ଇକୋସିଷ୍ଟମ୍ ପ୍ରକ୍ରିୟା |
Ecosystem service,ଇକୋସିଷ୍ଟମ୍ ସେବା |
Ecotone,ଇକୋଟୋନ |
Ecotourism,ଇକୋଟୋରିଜିମ୍ |
Ecotype,ଇକୋଟେପ୍ |
ECP gradient,ଇପ୍କଟି ଗ୍ରେଡିଏଣ୍ଟ୍ |
Ectocarpus,Ecotarpus
Ectoderm,ଇକାଟୋଡର୍ମ୍
Ectomycorrhizae,Ectomycorrihizee
Ectoparasite,ECtopaparaite
Ectopic pregnancy,ଇକଟିକ୍ ଗର୍ଭଧାରଣ |
Ectotherm,Ecothermm
Ectothermic,Ecothermic
Edge effect,ଧାରଟି କାର୍ଯ୍ୟକାରୀ |
Edge species,ଧାର ପ୍ରଜାତିଗୁଡିକ
Effective stroke,ପ୍ରଭାବଶାଳୀ ଷ୍ଟ୍ରୋକ୍ |
Effector,ଇଫ୍ଟର୍
Effector,ଇଫ୍ଟର୍
Efferent,ଇଫିକ୍ରେଣ୍ଟ |
Efferent arteriole,ପ୍ରଭାବ ଧର୍ମଘଟ |
Efficiency index,ଦକ୍ଷତା ସୂଚକାଙ୍କ |
Effluent,Jffluent
Effluent treatment plant (ETP),ଇଫ୍ଲୁଏଣ୍ଟ୍ ଚିକିତ୍ସା ଉଦ୍ଭିଦ (ETP)
Efflux,Efflux
Egested,ଅଗ୍ରଗାମୀ
Egg,ଅଣ୍ଡା
Egg apparatus,ଅଣ୍ଡା ଉପକରଣ
Ego centrism,ଇଗୋ ସେଣ୍ଟ୍ରିଜିମ୍ |
Eicchornia crassipes,ଇକେକର୍ନିଆ କ୍ରସିପି |
Ejaculatory duct,ସ୍ନାକ୍ୟୁଲେଟୋରୀ ଡୁକ୍ଟ |
El nino effect,ଏଲ୍ ନିନୋ ପ୍ରଭାବ |
Elaioplast,ଇଲିୟୋପରେଟ୍
Elasmobranch,ଏଲାସୋମୋବ୍ରାଞ୍ଚ |
Elastic fibre,ଇଲାଷ୍ଟିକ୍ ଫାଇବର |
Elastic force,ଇଲାଷ୍ଟିକ୍ ଫୋର୍ସ |
Elasticity,ଇଲାସ୍ଟିସିଟି |
Elastin,ଏଲାଷ୍ଟିନ୍
Elater,Eleter
Electric field,ବ electric ଳିକ କ୍ଷେତ୍ର
Electric illuminator,ବ electric ଦ୍ୟୁତିକ ଆଲୋକବାନ |
Electric organ,ବ electrical ଷୟିକ ଅଙ୍ଗ
Electrical discharge,ବ electrical ଦ୍ୟୁତିକ ଡିସଚାର୍ଜ
Electrical potential difference,ବ electrical ଦୁତିକ ସମ୍ଭାବ୍ୟ ପାର୍ଥକ୍ୟ |
Electrical synapse,ବ electrical ଦୁତିକ ସିଙ୍କାପ୍ସ |
Electrocardiogram (ECG),ଇଲେକ୍ଟ୍ରୋକାର୍ଗ୍ରାମ୍ (ECG)
Electrocardiograph,ପ୍ରାରମ୍ଭିକ
Electrocardiography,ପ୍ରାରମ୍ଭିକ
Electrochemical proton gradiant,ଇଲେକ୍ଟ୍ରୋକେମିକାଲ୍ ପ୍ରୋନଟନ୍ ଗ୍ରେନାଏଣ୍ଟ୍ |
