Hindi,Odiya
सेन्टीमीटर,ସେଣ୍ଟିମିଟର |
सेन्टीमीटर-ग्राम -सेकंड पद्धति,ସେଣ୍ଟିମିଟର-ଗ୍ରାମ-ଦ୍ୱିତୀୟ ପଦ୍ଧତି |
"केन्द्रीय ,सकेन्द्र","କେନ୍ଦ୍ରୀୟ, କେନ୍ଦ୍ରୀୟ"
केन्द्रीय संसाधन एकक,କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଏକକ |
केन्द्र,କେନ୍ଦ୍ର
संरेखण-केन्द्र,ଶ୍ରେଣୀବଦ୍ଧ କେନ୍ଦ୍ର |
माध्यिक किरण,ମଧ୍ୟମ କିରଣ
अभिकेन्द्र,ସେଣ୍ଟ୍ରିପେଟାଲ୍ |
केन्द्रक,ନ୍ୟୁକ୍ଲିୟସ୍
चीनी मिट्टी,ସିରାମିକ୍ |
सें. ग्रा. से. पद्धति,ଗ। ଗ୍ରାମ ଠାରୁ ପଦ୍ଧତି
शृंखलीय क्षय,କ୍ରମିକ କ୍ଷୟ |
"कोष्ठ,कक्षिका,कक्ष","କକ୍ଷ, କୋଠରୀ, କୋଠରୀ |"
"संयोग,प्रायिकता,अवसर","ସୁଯୋଗ, ସୁଯୋଗ, ସୁଯୋଗ |"
परिवर्ती,ଭେରିଏବଲ୍
"प्रणाल,चैनल ,वाहिका ,जलमार्ग","ଚ୍ୟାନେଲ, ଚ୍ୟାନେଲ, ଚ୍ୟାନେଲ, ଜଳପଥ |"
"प्रणालकरण,चैनलन,प्रणालन","ଚ୍ୟାନେଲାଇଜେସନ୍, ଚ୍ୟାନେଲାଇଜେସନ୍ |"
"अस्तव्यस्तता,अव्यवस्था","ବିଶୃଙ୍ଖଳା, ବିଶୃଙ୍ଖଳା |"
"लक्षण,गुण,स्वरूप,वर्ण","ଚରିତ୍ର, ଚରିତ୍ର, ଚରିତ୍ର"
"लक्षण,विशेषता,अभिलक्षण,पूर्णांश,अभिलक्षणिक","ବ character ଶିଷ୍ଟ୍ୟ, ବ istic ଶିଷ୍ଟ୍ୟ, ବ character ଶିଷ୍ଟ୍ୟ, ସମ୍ପୂର୍ଣ୍ଣ, ବ istic ଶିଷ୍ଟ୍ୟ |"
"आवेश,चार्ज,भरण,प्रभार","ଚାର୍ଜ, ଚାର୍ଜ, ଚାର୍ଜ, ଚାର୍ଜ"
चार्जक,ଚାର୍ଜର
भरण,ପୁରଣ କର
चार्ल्स नियम,ଚାର୍ଲସ୍ ନିୟମ |
"चार्ट,संचित्र","ଚାର୍ଟ, ଚାର୍ଟ"
अनुधावन,ଅନୁସରଣ
"चौकी,चैसिस","ଆଉଟପୋଷ୍ଟ, ଖାସ୍ |"
"पड़ताल,परीक्षण","ପରୀକ୍ଷା, ପରୀକ୍ଷା"
रासायनिक,ରାସାୟନିକ
"रासायनिक संदीप्ति,रससंदीप्ति",କେମିଲୁମାଇନ୍ସେନ୍ସ |
"छीलन,चिप,चिप्पी,शकल,तष्ट (दोष)","ସେଭିଙ୍ଗ୍, ଚିପ୍ସ, ଚିପ୍ସ |"
कोई-वर्ग परीक्षण,କ୍ଲାସ୍ ପରୀକ୍ଷା ନାହିଁ |
"कंठरोध (दोष) ,चोक","ଚକ୍କର (ତ୍ରୁଟି), ଚକ୍କର |"
अन्तरायिक प्रवर्धक,ମଧ୍ୟବର୍ତ୍ତୀ ଏମ୍ପ୍ଲିଫାୟର୍ |
समूह संगीत,ଗୋଷ୍ଠୀ ସଂଗୀତ |
वर्णिक,କ୍ରୋମାଟିକ୍ |
वर्णकता,pigmentation
वर्णकता,pigmentation
वर्णकता,pigmentation
वर्णलेख,କ୍ରୋମାଟୋଗ୍ରାମ୍ |
"वर्णमापी,क्रोमोमीटर","କଲର୍ମିଟର, କ୍ରୋମୋମିଟର |"
"वर्ण मूलक,क्रोमोफोर",କ୍ରୋମୋଫୋର |
"वर्ण-मंडल,क्रोमोस्फियर","କ୍ରୋମୋସଫର, କ୍ରୋମୋସଫର"
"समयलेखी,क्रोनोग्राफ,काललेखी","କ୍ରୋନୋଗ୍ରାଫ୍, କ୍ରୋନୋଗ୍ରାଫ୍, କ୍ରୋନୋଗ୍ରାଫ୍ |"
"कालमापी,क्रोनोमीटर",କ୍ରୋନୋମିଟର
"सिनेमा,चलचित्र","ଚଳଚ୍ଚିତ୍ର, ଚଳଚ୍ଚିତ୍ର"
चलचित्रकी,ସିନେମାଟୋଗ୍ରାଫି |
"शून्य,सिफर","ଶୂନ, ସାଇଫର୍"
अववृत्तन,ପୁନରାବୃତ୍ତି
परिपथ,ସର୍କିଟ
परिपथिकी,ସର୍କିଟରୀ
"वृत्तकार,वृत्तीय","ବୃତ୍ତାକାର, ବୃତ୍ତାକାର |"
परिसंचारी,ପ୍ରଚାର
"परिसंचरण,परिसंचारण","ପ୍ରଚାର, ପ୍ରଚାର"
परिसंचारक,ସର୍କୁଲାର
परिधिक,ପରିଧି
परिन्यूक्लीय इलेक्ट्रॉन,ଆଣବିକ ଇଲେକ୍ଟ୍ରନ୍ |
परिभू उपग्रह,paribhu ଉପଗ୍ରହ |
नागरिक आवृत्ति बैंड,ନାଗରିକ ଫ୍ରିକ୍ୱେନ୍ସି ବ୍ୟାଣ୍ଡ |
"परिनिधान,अधिपट्टन","ଭଣ୍ଡାର, ସ୍ଥାନ"
बंधन,ବନ୍ଧନ
क्लेपेरॉन समीकरण,କ୍ଲିପେରନ୍ ସମୀକରଣ |
"चिरसम्मत,चिरप्रतिष्ठित,क्लासिकी","କ୍ଲାସିକ୍, କ୍ଲାସିକ୍, କ୍ଲାସିକ୍ |"
"अंतराल,निष्कासन (सं.)","ବ୍ୟବଧାନ, ଅପସାରଣ (adj।)"
विदलन,ଖଣ୍ଡ ଖଣ୍ଡ
जलवायु,ଜଳବାୟୁ
आरोह,ଆରୋହଣ
"ज्वरमापी,डाक्टरी थर्मामीटर","ପାଇରୋମିଟର, ମେଡିକାଲ୍ ଥର୍ମୋମିଟର |"
कालद वोल्टता,ଘଣ୍ଟା ଭୋଲଟେଜ୍ |
दक्षिणावर्त,ଘଣ୍ଟା ବୁଲାଇ |
बंद परिपथ,ବନ୍ଦ ସର୍କିଟ |
बंद-परिपथ टेलीविज़न,ବନ୍ଦ ସର୍କିଟ ଟେଲିଭିଜନ |
"सुसंकुलित,निविड संकुलित","ଜୋରରେ ପ୍ୟାକ୍, ଜୋରରେ ପ୍ୟାକ୍ |"
सुसंकुलित संरचना,ଭଲ ପ୍ୟାକେଜ୍ ଗଠନ |
निकटतम उपगमन,ନିକଟତମ ଉପାୟ |
निविडतम संकुलित,ସର୍ବଶେଷ ପ୍ୟାକ୍ ହୋଇଛି |
समीप दृश्य,ଘନିଷ୍ଠ ଦୃଶ୍ୟ |
"मेघ,बादल,अभ्र,धब्बे","ମେଘ, ମେଘ, ଅସ୍ପଷ୍ଟ, ଦାଗ |"
गुच्छ,ଗୁଣ୍ଡ |
"स्थूल,मोटा ,कच्चा,घटिया ,अपरिष्कृत","କଠିନ, କଠିନ, ଅଶୋଧିତ, ଅବ୍ୟବହୃତ, ଅପରିଷ୍କୃତ |"
स्थूल क्रिस्टली,ମାକ୍ରୋ ସ୍ଫଟିକ୍ |
"तट,लक्ष्यघर (रेडार)","ତଟ, ଟାର୍ଗେଟ୍ ହାଉସ୍ (ରାଡାର)"
"आवरण,लेप,कोट,विलेप","ଆବରଣ, କୋଟ, କୋଟ, ଆବରଣ |"
"विलेपन,लेप करना,कोट करना कोटिंग","ଆବରଣ, ଆବରଣ, ଆବରଣ |"
समाक्ष,coax
"कोड,संकेत ,संकेतावलि ,संहिता ,कूट","କୋଡ୍, ଚିହ୍ନ, କୋଡ୍, କୋଡ୍, କୋଡ୍ |"
कोडित,କୋଡ୍ ହୋଇଛି
कोडन स्पंद,କୋଡିଂ ପଲ୍ସ |
गुणांक,ଗୁଣବତ୍ତା
निग्रह,ସଂଯମତା |
निग्राहिता,ସସପେନ୍ସ
"संबद्धता,संसक्तता","ଅନୁବନ୍ଧ, ଅନୁବନ୍ଧ"
"संबद्ध,संसक्त","ଅନୁବନ୍ଧିତ, ସଂଲଗ୍ନ"
संसंजन,ମିଳନ
संसंजी,sansanji
कुंडली,ରାଶିଫଳ
कुंडलित,କୁଣ୍ଡେଇ
"कुंडलीकरण,कुंडलीभवन,कुंडलन","କୋଇଲିଂ, କୋଇଲ୍ ବିଲଡିଂ, କୋଇଲିଂ |"
संपाट,ଫ୍ଲାଟ
शीत,ଥଣ୍ଡା
निम्नताप उत्सर्जन,ନିମ୍ନ ତାପମାତ୍ରା ନିର୍ଗମନ |
अवतापीय न्यूट्रॉन,ସବଥରମାଲ୍ ନ୍ୟୁଟ୍ରନ୍ |
निपात्य अवस्था,କ୍ଷୟ
"संपार्श्विक,शाखिक,शाखज","ବନ୍ଧକ, ଶାଖା, ଶାଖା |"
"संयोजक,समानुक्रमित्र,कोलेटर","ସଂଯୋଜକ, ସଂଯୋଜକ, କଲେକ୍ଟର |"
संग्रह,ସଂଗ୍ରହ
"सामूहिक,समष्टीय","ସାମୂହିକ, ଜନସଂଖ୍ୟା"
"संग्राहक,कलेक्टर,संग्राही","ସଂଗ୍ରହକାରୀ, ସଂଗ୍ରହକାରୀ, ସଂଗ୍ରହକାରୀ |"
संघट्टनी कण,କଣିକା ଧକ୍କା |
समांतरण,ସମାନ୍ତରାଳ |
"समांतरित,एकदिशीकृत","ସମାନ୍ତରାଳ, ଏକପାଖିଆ |"
समांतरित्र,ସମାନ୍ତରାଳ
संरेख,ଶ୍ରେଣୀବଦ୍ଧତା |
संरेखता,ଶ୍ରେଣୀବଦ୍ଧତା |
"संघट्ट,टक्कर,संघटन","ଧକ୍କା, ଧକ୍କା, ଧକ୍କା |"
कोलॉइडी,କୋଲଏଡ୍ |
"वर्णमापी,कलरीमीटर","କଲର୍ମିଟର, କଲର୍ମିଟର |"
वर्णान्धता,ରଙ୍ଗ ଅନ୍ଧତା |
वर्ण,ବର୍ଣ୍ଣ
"स्तंभ,कॉलम","ସ୍ତମ୍ଭ, ସ୍ତମ୍ଭ"
"कॉमा,रोमगुच्छ ,पूंछ,पुच्छ","କମା, ଟଫ୍ଟ, ଲାଞ୍ଜ, ଲାଞ୍ଜ |"
"संयोग,संयोजन,संचय","ମିଶ୍ରଣ, ମିଶ୍ରଣ, ଜମା"
संयुक्त स्वर,ମିଶ୍ରିତ ସ୍ ow ର
संयुक्त स्वर,ମିଶ୍ରିତ ସ୍ ow ର
दाह्यता,ଦାୟିତ୍। |
दहन,ଜାଳ
व्यापारिक फेराइट,ବାଣିଜ୍ୟିକ ଫେରାଇଟ୍ |
"साधारण,सामान्य ,सार्व ,सर्वनिष्ठ,उभयनिष्ठ","ସାଧାରଣ, ସାଧାରଣ, ସାଧାରଣ, ସାଧାରଣ, ସାଧାରଣ |"
संचार,ଯୋଗାଯୋଗ |
"दिक्परिवर्तन,दत्त परिवर्तन,क्रमविनिमय","ଡାଇଭର୍ସନ, ଡାଟୁମ୍ ପରିବର୍ତ୍ତନ, ପର୍ମୁଟେସନ୍ |"
"क्रमविनिमेयक,दिक्परिवर्तक,कम्यूटेटर","କମ୍ୟୁଟେଟର, କମ୍ୟୁଟେଟର, କମ୍ୟୁଟେଟର |"
"तुलनित्र,कम्पेरेटर","ତୁଳନାକାରୀ, ତୁଳନାକାରୀ"
तुलना,ତୁଳନା
"कुतुबनुमा,दिक्सूचक,कम्पास","କମ୍ପାସ୍, କମ୍ପାସ୍, କମ୍ପାସ୍ |"
"सुसंगति,संगतता,निषेच्यता,संयोज्यता","ସୁସଙ୍ଗତତା, ସୁସଙ୍ଗତତା, ସୁସଙ୍ଗତତା, ସୁସଙ୍ଗତତା |"
"क्षतिपूर्ति करना,प्रतिकार करना","କ୍ଷତିପୂରଣ, ପ୍ରତିଶୋଧ"
"क्षतिपूर्ति,प्रतिकार,प्रतिपूरण","କ୍ଷତିପୂରଣ, କ୍ଷତିପୂରଣ, କ୍ଷତିପୂରଣ"
प्रतिकारित्र,ପ୍ରତିବାଦ
"संकलन,अनुभाषण","ସଂକଳନ, ବ୍ୟାଖ୍ୟା"
"संकलन,अनुभाषण","ସଂକଳନ, ବ୍ୟାଖ୍ୟା"
पूरकता,ପରିପକ୍ୱତା
पूरक,ସପ୍ଲିମେଣ୍ଟ
पूर्ण,ସଂପୂର୍ଣ୍ଣ
संपूरित कोश,ସଂପୂର୍ଣ୍ଣ କକ୍ଷ |
पूर्ण माडुलन,ସଂପୂର୍ଣ୍ଣ ମୋଡ୍ୟୁଲେସନ୍ |
"सम्मिश्र ,जटिल,संकुल","ଜଟିଳ, ଜଟିଳ, ପ୍ୟାକେଜ୍ |"
जटिल परमाणु,ଜଟିଳ ପରମାଣୁ |
सम्मिश्र फलन,ଜଟିଳ କାର୍ଯ୍ୟ
संरूप,ଫର୍ମାଟ୍
जटिल क्रियाविधि,ଜଟିଳ ଯନ୍ତ୍ର
अनुवृत्ति,ଅନୁସରଣ
"घटक,संबद्ध घटक","ଉପାଦାନ, ସଂଯୁକ୍ତ ଉପାଦାନ |"
"संयुक्त,मिश्र","ମିଶ୍ରିତ, ମିଶ୍ରିତ |"
"मिश्र,आमिश्र,संयक्त,विवत्त,यौगिक","ମିଶ୍ରିତ, ମିଶ୍ରିତ, ମିଳିତ, ଅର୍ଥ, ଯ ound ଗିକ |"
"असरल लोलक,पिंड लोलक",ଆସ୍ରାଲ୍ ପେଣ୍ଡୁଲମ୍ |
"संपीड (सं.) ,संपीडन (क्रि.)","ସଙ୍କୋଚନ (ଏଡି।), ସଙ୍କୋଚନ (v।)"
संपीडित,ସଙ୍କୋଚିତ
संपीड्यता,ସଙ୍କୋଚନତା |
संपीड्य,ସଙ୍କୋଚନୀୟ
संपीडन,ସଙ୍କୋଚନ
"संपीडित्र,संपीडनी","ସଙ୍କୋଚକ, ସଙ୍କୋଚକ |"
"कॉम्पटन इलेक्ट्रॉन,प्रतिक्षिप्त इलेक्ट्रॉन","କମ୍ପପଟନ୍ ଇଲେକ୍ଟ୍ରନ୍, ସନ୍ତୁଳିତ ଇଲେକ୍ଟ୍ରନ୍ |"
अभिकलन,ଗଣନା
अभिकलनी,ଗଣନା
"कंप्यूटर,अभिकलित्र,अभिकलक","କମ୍ପ୍ୟୁଟର, କମ୍ପ୍ୟୁଟର, କମ୍ପ୍ୟୁଟର |"
अवतल,ଅବତଳ
उभयावतल,biconvex
"सांद्र करना,गाढ़आ करना ,सान्द्र (सं.),संकेन्द्रित करना (क्रि.)","ଏକାଗ୍ର କରିବା, ମୋଟା ହେବା, ଏକାଗ୍ର କରିବା (adj।), ଏକାଗ୍ର କରିବା (v।)"
"सांद्रित,गाढ़आ ,संकेन्द्रित","ଏକାଗ୍ର, ଏକାଗ୍ର, ଏକାଗ୍ର"
"सांद्रण,गाढ़आपन,सांद्रता,संकेन्द्रण","ଏକାଗ୍ରତା, ଏକାଗ୍ରତା, ଏକାଗ୍ରତା, ଏକାଗ୍ରତା |"
"एककेन्द्रीय,संकेन्द्री","ମୋନୋସେଣ୍ଟ୍ରିକ୍, ଏକାଗ୍ର |"
संकल्पना,ସଂକଳ୍ପ
संकल्पनात्मक,ଧାରଣା
"अनुस्तरता,संवादिता","ନିବିଡ଼ତା, ଯୋଗାଯୋଗ |"
"सुसंगत ,अनुस्तरी,सुस्वर",ସୁସଂଗଠିତ |
"संगामी,अनुगामी","ସମକକ୍ଷ, ଅନୁସରଣ"
"संघनन,द्रवण","ଘନୀଭୂତ, ଘନୀଭୂତ |"
"संघनित करना ,द्रवित होना,द्रवित करना","ଘନୀଭୂତ କରିବା, ତରଳାଇବା, ତରଳାଇବା |"
"संघनित,द्रवित,संहत","ଘନୀଭୂତ, ତରଳ, ସଙ୍କୋଚିତ |"
"द्रवणित्र,संधारित्र,संग्राही","କଣ୍ଡେନ୍ସର, କ୍ୟାପେସିଟର, କଲେକ୍ଟର |"
"प्रतिबंध,शर्त ,दशा,अवस्था,परिस्थिति","ଅବସ୍ଥା, ଅବସ୍ଥା, ଅବସ୍ଥା, ଅବସ୍ଥା"
चालकत्व,କଣ୍ଡକ୍ଟିଭିଟି
चालक,ଡ୍ରାଇଭର |
चालन,ଗାଡି ଚଳାଇବା |
चालकता,କଣ୍ଡକ୍ଟିଭିଟି
विश्वास्यता,ବିଶ୍ୱସ୍ତତା
"विन्यास,संरूपण","ବିନ୍ୟାସ, ବିନ୍ୟାସ"
विन्यासी,ବିନ୍ୟାସ
संनाभि,କନଫୋକାଲ୍ |
"सर्वांगसमता,द्विप्रचालरेखा-कुल,समशेषता","ସମନ୍ୱୟ, ଦ୍ୱିପାକ୍ଷିକତା, ସମାନତା |"
"सर्वांगसम,समशेष","ସମାନ, ସମାନ |"
शांकव,conic
"संयुग्मी (वि.),संयुग्मन होना (क्रि.)","conjugate (v।), conjugated (ver।)"
पार्श्व संबद्ध,ଲାଟେରାଲ୍ ଆସୋସିଏଟେଡ୍ |
"माला संबद्ध,श्रेणी संबद्ध",ଶୃଙ୍ଖଳା ସମ୍ବନ୍ଧୀୟ |
संबंधक लाइन,ସଂଯୋଜକ ରେଖା |
संबंधन,ସଂଯୋଗ
"अनुयोजक,संबंधक","ପ୍ରଯୋଜକ, ସଂଯୋଜକ |"
क्रमागत,ଲଗାତାର
संरक्षी,ପୃଷ୍ଠପୋଷକ
संरक्षी,ପୃଷ୍ଠପୋଷକ
"संगति,अवरोध ,गाढ़आपन,गाढ़ता","ସ୍ଥିରତା, ସ୍ଥିରତା, ଘନତା, ଘନତା |"
"संगत,अविरोधी","ସୁସଙ୍ଗତ, ବିପରୀତ |"
संवादिता,ବାର୍ତ୍ତାଳାପ
संवादी,ବାର୍ତ୍ତାଳାପ
स्थिरता,ସ୍ଥିରତା |
"नियत,स्थिर,अचल,अपरिवर्ती,एकसमान","ସ୍ଥିର, ସ୍ଥିର, ଅସ୍ଥାବର, ପରିବର୍ତ୍ତନଶୀଳ, ୟୁନିଫର୍ମ |"
कॉन्स्टैन्टन,କନଷ୍ଟାଣ୍ଟାନ୍ |
सतत प्रवाह,କ୍ରମାଗତ ପ୍ରବାହ |
अपेरणांक,କୋଭାରିଏଟ୍ ସଂଖ୍ୟା
परिपथ के अभिलाक्षणिक,ସର୍କିଟ୍ର ଗୁଣ |
तारा-मंडल,ନକ୍ଷତ୍ର
"रचना,संघटन,गठन","ରଚନା, ରଚନା, ଗଠନ"
व्यवरुद्ध गति,ସୀମିତ ଗତି
व्यवरोध,ପ୍ରତିବନ୍ଧକ
संकीर्णन,ସଂକୀର୍ଣ୍ଣ
संपोषी व्यतिकरण,ସ୍ଥାୟୀ ହସ୍ତକ୍ଷେପ |
उपभुक्त ऊर्जा,ଶକ୍ତି ଖର୍ଚ୍ଚ
"संस्पर्श,संपर्क,स्पर्श","ସ୍ପର୍ଶ, ସ୍ପର୍ଶ, ସ୍ପର୍ଶ |"
"संस्पर्शित्र,संपर्कक","ଯୋଗାଯୋଗ, ଯୋଗାଯୋଗ"
संदूषण,ପ୍ରଦୂଷଣ
"अंतर्वस्तु,अंश ,आधेय","ବିଷୟବସ୍ତୁ, ଅଂଶ, ଅଧା |"
"सातत्य,सातत्य","ନିରନ୍ତର, ନିରନ୍ତର |"
अवस्था-सातत्य,ରାଜ୍ୟ ନିରନ୍ତର |
"संतत,अखंड,अविछिन्न,अविरत ,सतत","ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |"
सातत्यक,ନିରନ୍ତର |
"संकुचित करना,संकुचित होना (क्रि.)","ସଙ୍କୋଚନ କରିବାକୁ, ସଙ୍କୋଚନ କରିବାକୁ (ver।)"
संकुचित,ସଙ୍କୋଚନ
संकुचन,ସଂକୋଚନ
प्रतिकक्षीय दिशा,କାଉଣ୍ଟର-କକ୍ଷପଥ ଦିଗ |
प्रतिसम्बन्धित पिंड,ସମ୍ପର୍କୀୟ ଶରୀର
"विपर्यास,व्यतिरेक","ବିପରୀତ, ବିପରୀତ"
नियंत्रण,ନିୟନ୍ତ୍ରଣ
संवहन,ସଂକଳନ
संवहन-पद,ପୋଷ୍ଟ ପଠାଇବା |
संवहनी,ଭାସ୍କୁଲାର
रूढ़ परमाणु भार,ନିୟମିତ ପରମାଣୁ ଓଜନ |
"अभिसरित करना,अभिसरित होना","ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |"
"अभिसरण,अभिसारिता","ସମ୍ମିଶ୍ରଣ, ସମ୍ମିଶ୍ରଣ |"
अभिसरणकारी लेन्स,ଲେନ୍ସ କନଭର୍ଜିଙ୍ଗ୍ |
"विलोम,विपरीत","ବିପରୀତ, ବିପରୀତ"
विलोमतः,VICA ବିପରୀତ |
रूपांतरण,ରୂପାନ୍ତର
रूपान्तरित,ରୂପାନ୍ତରିତ |
परिवर्तक,ରୂପାନ୍ତରକାରୀ |
परिवर्तनीय लेन्स,ପରିବର୍ତ୍ତନଶୀଳ ଲେନ୍ସ |
उत्तल,ଉନ୍ମୁକ୍ତ
उत्तलता,ସଂକଳନ
उत्तलावतल,ଉନ୍ମୁକ୍ତ
उभयोत्तल,biconvex
शीतक,କୁଲାଣ୍ଟ
"शीतक यंत्र,शीतित्र","ରେଫ୍ରିଜାଣ୍ଟ, ଚିଲର୍"
कूलिज नलिका,କୁଲିଜ୍ ଟ୍ୟୁବ୍ |
शीतन,ଥଣ୍ଡା
शीतक,କୁଲାଣ୍ଟ
सहकारी परिघटना,ସହଯୋଗୀ ଘଟଣା |
"निर्देशी,निर्देशांक","ସଂଯୋଜନା, ସଂଯୋଜନା"
निर्देशक अक्ष,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
समतलीय,ପ୍ଲାନାର୍ |
समतलीयता,ସମତଳତା |
"प्रतिलिपिकरण,प्रतिलिपि,प्रति","କପି, କପି, କପି"
क्रोड,ମୂଳ
क्रोडीय इलेक्ट्रॉन,ମୂଳ ଇଲେକ୍ଟ୍ରନ୍ |
कोरिऑलिस त्वरण,କୋରିଓଲିସ୍ ତ୍ୱରଣ |
कोरिऑलिस बल,କୋରିଓଲିସ୍ ଫୋର୍ସ |
"किरीट,कोरोना","କିରିଟ୍, କରୋନା"
कोरोना ऑस्ट्रेलिस,corona australis
कोरोना बोरिएलिस,କରୋନା ବୋରାଲିସ୍ |
किरीटीय सौर ज्वाला,ସ ar ର ପ୍ରଜ୍ୱଳନ |
कणिका,ଗ୍ରାନୁଲ୍ |
"कणिकामय,कणिका",ଗ୍ରାନୁଲାର୍ |
"संशुद्ध,सही","ସଠିକ୍, ସଠିକ୍"
संशोधित,ସଂସୋଧିତ
"संशुद्धि,संशोधन","ସଂଶୋଧନ, ସଂଶୋଧନ"
सहसंबंध,ସହ-ସମ୍ପର୍କ
"संगत होना,तदनरूपी होना","to correspond, to correspond"
संगति-नियम,ସଙ୍ଗଠନର ନିୟମ |
संगत,ସାଥୀ
कोसाइन नियम,କୋସାଇନ୍ ନିୟମ |
अंतरिक्षी बाहुल्य,ସ୍ଥାନ ପ୍ରଚୁରତା |
ब्रह्मांडीय,ବ୍ରହ୍ମାଣ୍ଡ
अंतरिक्ष किरणी प्रस्फोट,ସ୍ପେସ୍ ରଶ୍ମି ବିସ୍ଫୋରଣ |
"अंतरिक्ष किरण,कॉस्मिक किरण","ସ୍ପେସ୍ ରଶ୍ମି, ମହାଜାଗତିକ ରଶ୍ମି |"
अंतरिक्ष किरणवर्षण,ସ୍ପେସ୍ ବୃଷ୍ଟି
अंतरिक्ष,ସ୍ଥାନ
ब्रह्मांडिकीय,ବ୍ରହ୍ମାଣ୍ଡ
"ब्रह्मांडिकी,ब्रह्मांड-विज्ञान","ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ, ବ୍ରହ୍ମାଣ୍ଡ ବିଜ୍ଞାନ |"
अंतरिक्षयात्री,ମହାକାଶଚାରୀ
अंतरिक्षयानिकी,ମହାକାଶଚାରୀ
"कॉसमस,ब्रह्मांड","ବ୍ରହ୍ମାଣ୍ଡ, ବ୍ରହ୍ମାଣ୍ଡ"
कूलॉम,କୁଲମ୍ବ |
कूलॉमी क्षेत्र,କୁଲୋମି କ୍ଷେତ୍ର |
कूलॉमीटर,କୁଲୋମିଟର |
"गिनती,गणना ,गणनांक ,काउंट","ଗଣନା, ଗଣନା, ଗଣନା, ଗଣନା"
"अवगणनांक ,विलोम गणन","ଗଣନା, ଓଲଟା ଗଣନା |"
"गणित्र ,काउंटर,फलक","କାଲକୁଲେଟର, କାଉଣ୍ଟର, ପ୍ୟାନେଲ୍ |"
वामावर्त,ଓଲଟା
"विपरीत धारा ,प्रति प्रवाह","ଓଲଟା କରେଣ୍ଟ, କାଉଣ୍ଟର କରେଣ୍ଟ୍ |"
विरोधी विद्युतवाहक-बल,ବିଦ୍ୟୁତ୍ ଶକ୍ତି ବିରୋଧୀ |
प्रतियुक्ति,ପ୍ରତିନିଧୀ
"प्रतितोल,धड़आ",ଓଲଟା ଟର୍ସ |
गणन-दर,ଗଣନା ହାର
"गणनांक,गणन-संख्या,गिनती,गणना","ଗଣନା, ଗଣନା-ସଂଖ୍ୟା, ଗଣନା, ଗଣନା |"
बल-युग्म,ବଳ ଯୋଡି |
युग्मित,ଯୋଡି
युग्मक,କପଲର୍
युग्मन,ଯୋଡି
"अभीष्ट दिशा ,पथ,मार्ग","ଉଦ୍ଦିଷ୍ଟ ଦିଗ, ପଥ, ମାର୍ଗ"
सहसंयोजकता,ସମନ୍ୱୟ
सहसंयोजकता,ସମନ୍ୱୟ
सहसंयोजक,ସହଯୋଗୀ
सहप्रसरण,କୋଭାରିଆନ୍ସ |
सहपरिवर्ती,ସମ୍ମିଳିତ
"व्याप्ति क्षेत्र ,प्रसारण क्षेत्र","କଭରେଜ୍ କ୍ଷେତ୍ର, ପ୍ରସାରଣ କ୍ଷେତ୍ର |"
आवरण-पट्टिका,କଭର ସିଟ୍ |
चटचटाहट,ଚାଟର୍
जनन दर,ପ୍ରଜନନ ହାର
"मंद विरूपण,विसर्पण",ସାମାନ୍ୟ ବିକୃତି |
"शिखर,कलगी",ଶିଖର
"कसौटी,निकष","ମାନଦଣ୍ଡ, ମାନଦଣ୍ଡ"
क्रांतिक,ଗୁରୁତର
क्रांतिकता,ସମାଲୋଚନା
मकर क्लिप,ମକର ରାଶି କ୍ଲିପ୍ |
क्रुक्स का अदीप्त प्रदेश,ଅନ୍ଧକାରର ଅନ୍ଧକାର ରାଜ୍ୟ |
"क्रॉस,संकर संकरण",କ୍ରସ୍-ହାଇବ୍ରିଡ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |
"क्रॉस बैंड,परस्पर संचार",କ୍ରସ୍ ବ୍ୟାଣ୍ଡ ଯୋଗାଯୋଗ |
अप्रासंगिक वर्ण व्यक्तिकरण,ଅପ୍ରାସଙ୍ଗିକ ଚରିତ୍ର ବ୍ୟକ୍ତିତ୍ୱ |
क्रॉस संबंधन,କ୍ରସ୍ ସମ୍ପର୍କ
क्रॉसित क्षेत्र,ଅତିକ୍ରମ କରୁଥିବା ଅଞ୍ଚଳ |
अल्पतम विपथी लेन्स,ସର୍ବନିମ୍ନ ଅବରାଟେସନ୍ ଲେନ୍ସ |
तिर्यक् उत्पाद,କ୍ରସ୍ ଉତ୍ପାଦ |
अप्रासंगिक सिग्नल,ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |
तलों का अतिक्रमण,ଚଟାଣର ଏନକାଉଣ୍ଟର |
संक्रमण क्षेत्र,ସ୍ଥାନାନ୍ତରଣ କ୍ଷେତ୍ର
संक्रमण बिंदु,ସ୍ଥାନାନ୍ତରଣ ବିନ୍ଦୁ
