Assamese,Punjabi
"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক","1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ"
"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন","1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ"
"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন","1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ"
"1. ডাটা আউটপুট, 2. ডাটা আউটপুট","1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ"
"1.ডাটা পাথ, 2.ডাটা পাথ","1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ"
"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা","1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ"
"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা","1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ"
"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ","1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ"
"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা","1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ"
"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড","1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ"
"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ","1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ"
"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন","1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ"
"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা","1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ"
"1.ডাটা ছেট, 2. ডাটা ছেট","1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ"
"1.ডাটা সংকেত, 2.ডাটা সংকেত","1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ"
"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ","1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ"
"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস","1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ"
"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ","1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ"
"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ","1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ"
"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ","1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ"
তথ্য সংৰক্ষণ গঠন,ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ
"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন","1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ"
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ"
ডাটাবেছ,ਡਾਟਾਬੇਸ
ডাটাবেছ প্ৰশাসন,ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ
ডাটাবেছ ডিজাইন,ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ"
"1. ডেটাম, 2. ডাটা","1. ਡਾਟਾ, 2. ਡਾਟਾ"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ"
ডেডলক,ਡੈੱਡਲਾਕ
ডেডলক প্ৰতিৰোধ,ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ
দোষ নিষ্কাশন,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ
সিদ্ধান্ত গছ,ਫੈਸਲੇ ਦਾ ਰੁੱਖ
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ"
দ্ৰৱণ নীতি,ਭੰਗ ਅਸੂਲ
ডিকোডিং,ਡੀਕੋਡਿੰਗ
ডেডিকেটেড চিষ্টেম,ਸਮਰਪਿਤ ਸਿਸਟਮ
ডেডিকেটেড প্ৰেছ,ਸਮਰਪਿਤ ਪ੍ਰੈਸ
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
সংহতি,ਏਕੀਕਰਣ
পলম কৰা,ਦੇਰੀ
বিলম্ব কাউণ্টাৰ,ਦੇਰੀ ਕਾਊਂਟਰ
বিলম্বৰ সময়,ਦੇਰੀ ਦਾ ਸਮਾਂ
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ"
ডিলিচন ৰেকৰ্ড,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
সীমা নিৰ্ধাৰণকাৰী,ਡੀਲੀਮੀਟਰ
ডেল্টা মডুলেচন,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
ৰিকুইজিচন পৃষ্ঠা,ਮੰਗ ਪੰਨਾ
প্ৰদৰ্শন,ਪ੍ਰਦਰਸ਼ਨ
ডিমডুলেচন,demodulation
ভি-মাল্টিপ্লেক্সাৰ,ਵਿ- ਮਲਟੀਪਲੈਕਸਰ
ডিনৰ্মেলাইজেচন,ਅਸਧਾਰਨਕਰਨ
"১.ঘনত্ব, ২.ঘনত্ব","1. ਘਣਤਾ, 2. ਘਣਤਾ"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ"
নিৰ্ভৰশীল একক,ਨਿਰਭਰ ਇਕਾਈ
লানি পতা,ਕਤਾਰ
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ"
ব্যুৎপত্তি কৰা গছ,ਲਿਆ ਰੁੱਖ
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,ਪ੍ਰਾਪਤ ਖੇਤਰ
অৱনমিত সজাই পৰাই তোলা,ਘਟਦੀ ਲੜੀ
ডিজাইন,ਡਿਜ਼ਾਈਨ
ডেস্ক কেলকুলেটৰ,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
ডেস্কটপ কম্পিউটাৰ,ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ
ডেস্কটপ উপস্থাপন,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
ডেস্কটপ প্ৰকাশন,ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ
ডেস্কটপ ভিডিঅ&#39;,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
গন্তব্যস্থানৰ ঠিকনা,ਮੰਜ਼ਿਲ ਪਤਾ
"১.ধ্বংসী, ২.নাশক","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ"
ডিটাৰ্মিনিষ্টিক automata,ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ
ডেভেলপাৰ,ਵਿਕਾਸਕਾਰ
উন্নয়ন ব্যৱস্থা,ਵਿਕਾਸ ਸਿਸਟਮ
ডিভাইচ,ਜੰਤਰ
ডিভাইচ নিয়ন্ত্ৰণ একক,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
ডিভাইচ নিয়ন্ত্ৰক,ਜੰਤਰ ਕੰਟਰੋਲਰ
ডিভাইচ ব্যৱস্থাপনা,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
ডিভাইচ ধৰণ,ਜੰਤਰ ਮੋਡ
নিদান,ਨਿਦਾਨ
ডায়েগনষ্টিক চিষ্টেম,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ"
ডায়েগ্ৰাম,ਚਿੱਤਰ
ডায়েল কৰক,ਡਾਇਲ
ডায়েল লাইন,ਡਾਇਲ ਲਾਈਨ
ডায়েল টোন,ਡਾਇਲ ਟੋਨ
ডায়েল আপ কৰক,ਡਾਇਲ ਕਰੋ
"১/ সংলাপ, ২/ কথোপকথন","1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ"
কথোপকথন কক্ষ,ਗੱਲਬਾਤ ਕਮਰੇ
ডায়েলআপ মডেম,ਡਾਇਲਅੱਪ ਮਾਡਮ
বীমা,ਬੀਮਾ
অভিধান,ਸ਼ਬਦਕੋਸ਼
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ"
সংখ্যাগত,ਸੰਖਿਆਤਮਕ
ডিজিটেল ব্যৱস্থা,ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ
ডিজিটেল বৰ্তনী,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
ডিজিটেল কম্পিউটাৰ,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
ডিজিটেল সুবিধা,ਡਿਜੀਟਲ ਸਹੂਲਤ
ডিজিটেল ফিল্টাৰ,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ডিজিটেল লাইব্ৰেৰী,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ডিজিটেল মডুলেচন,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
ডিজিটেল ইমেজ,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
ডিজিটেল চুইচ,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
ডিজিটেল এনালগ কনভাৰ্টাৰ,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
ডিজিটাইজেচন,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ডিজিটাইজেচন,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ডিজিটাইজাৰ,ਡਿਜੀਟਾਈਜ਼ਰ
ডাইঅ&#39;ড,ਡਾਇਓਡ
পোনপটীয়া,ਪਹਿਲੀ ਨਜ਼ਰ
প্ৰত্যক্ষ ঠিকনা,ਸਿੱਧਾ ਪਤਾ
প্ৰত্যক্ষ ৰূপান্তৰ,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
প্ৰত্যক্ষ সংযোজন,ਸਿੱਧੀ ਜੋੜੀ
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
প্ৰত্যক্ষ পদ্ধতি,ਸਿੱਧੀ ਵਿਧੀ
দিশ নিৰ্দেশনা,ਨਿਰਦੇਸ਼
ডাইৰেকটৰী,ਡਾਇਰੈਕਟਰੀ
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
ডাইৰেকটৰি সেৱা,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
অক্ষম,ਅਸਮਰੱਥ
সংকেত নিষ্ক্ৰিয় কৰা,ਅਸਮਰੱਥ ਸਿਗਨਲ
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"১.ডিস্ক, ২.ডিস্ক","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
ডিস্ক নথিপত্ৰ,ਡਿਸਕ ਫਾਈਲ
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
ডিস্ক পেকেজ,ਡਿਸਕ ਪੈਕੇਜ
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
ডিস্কেট,ਡਿਸਕੇਟ
ফাইল প্ৰদৰ্শন কৰক,ਡਿਸਪਲੇ ਫਾਇਲ
ছবি প্ৰদৰ্শন কৰক,ਡਿਸਪਲੇ ਚਿੱਤਰ
নিষ্পত্তি,ਨਿਪਟਾਰੇ
দূৰত্ব,ਦੂਰੀ
দূৰত্বৰ ফলন,ਦੂਰੀ ਫੰਕਸ਼ਨ
বিকৃতি,ਵਿਗਾੜ
বিলি কৰা হ’ল,ਡਿਲੀਵਰ ਕੀਤਾ
বিতৰণ কৰা তথ্য,ਵੰਡਿਆ ਡਾਟਾ
বিতৰণ কৰা চাৰ্ভাৰ,ਵੰਡਿਆ ਸਰਵਰ
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ"
বিতৰক,ਵਿਤਰਕ
নথিপত্ৰ,ਦਸਤਾਵੇਜ਼
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ"
নথিপত্ৰ,ਦਸਤਾਵੇਜ਼
"ডমেইন, ডমেইন","ਡੋਮੇਨ, ਡੋਮੇਨ"
ডমেইনৰ নাম,ਡੋਮੇਨ ਨਾਮ
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
"তলত, তলত","ਹੇਠਾਂ, ਹੇਠਾਂ"
"১.এভালিংক, ২.বৰ্গ","1. ਅਵਲਿੰਕ, 2. ਵਰਗ"
ডাউনল’ড,ਡਾਊਨਲੋਡ ਕਰੋ
ডাউনলোড সময়,ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ
ট্ৰেকচন,ਖਿੱਚ
DRAM (ডাইনামিক ৰেম),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ৰানঅফ,ਰਨਆਫ
ড্ৰাইভাৰ,ਡਰਾਈਵਰ
পাত,ਪੱਤੇ
তালিকা বাকচ ড্ৰপ কৰক,ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ
ড্ৰাম ড্ৰাইভ,ਡਰੱਮ ਡਰਾਈਵ
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ"
"১.দ্বৈততা, ২. bi","1. ਦਵੈਤ, 2. bi"
দ্বৈত ঘনত্ব,ਦੋਹਰੀ ਘਣਤਾ
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ"
ভাণ্ডাৰ,ਡੰਪ
ডুপ্লেক্স বৰ্তনী,ਡੁਪਲੈਕਸ ਸਰਕਟ
বৈধকৰণ,ਕਾਨੂੰਨੀਕਰਣ
কি&#39; কি&#39;,ਕੁੰਜੀ
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ"
DVD ROM,DVD ROM
গতিশীল নিৰ্দেশনা,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ"
"১.গতিবিদ্যা, ২.গতিশীলতা","1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ"
ই খ গ ঘ আই চি,ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ
ই-ব্যৱসায়,ਈ-ਕਾਰੋਬਾਰ
প্ৰতিধ্বনি,echo
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ"
সম্পাদনা কৰা,ਸੰਪਾਦਨ
সম্পাদক,ਸੰਪਾਦਕ
শিক্ষাগত প্ৰযুক্তি,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ই ই প ৰম,e e ਪ rom
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ
ফলপ্ৰসূ কাৰ্য্য,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ
ফলপ্ৰসূ UID,ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ
অক্টল বাইট,octal ਬਾਈਟ
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ"
নিৰ্বাচন এলগৰিদম,ਚੋਣ ਐਲਗੋਰਿਦਮ
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ"
বৈদ্যুতিক একাউণ্টিং মেচিন,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ইলেক্ট্ৰনিক্স,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ"
ইলেক্ট্ৰনিক প্ৰকাশন,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ইলেক্ট্ৰনিক চুইচ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
"উপাদান, উপাদান","ਤੱਤ, ਤੱਤ"
ই-মেইল,ਈ - ਮੇਲ
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ"
এম্বেডেড চিস্টেম,ਏਮਬੈਡਡ ਸਿਸਟਮ
এম্বেডিং,ਏਮਬੈਡਿੰਗ
