English,Tamil
Complement base,பூர்த்தி அடிப்படை
Complemented number system,பூர்த்தி செய்யப்பட்ட எண் அமைப்பு
Complementer,நிறைவு செய்பவர்
Complementing,பூர்த்தி
Complement-on-nine,நிரப்பு-ஒன்பது
Complement on one,ஒன்றை பூர்த்தி செய்யுங்கள்
Complement-on ten,பூர்த்தி-பத்து
Complement-on-two,நிரப்பு-இரண்டு
Complete carry,முழுமையான கேரி
Completeness check,முழுமையான சோதனை
Complete operation,முழுமையான செயல்பாடு
Complete routine,முழுமையான வழக்கமான
Completion code,நிறைவு குறியீடு
Complex constant,சிக்கலான மாறிலி
Complex data,சிக்கலான தரவு
Complex data type,சிக்கலான தரவு வகை
Complex decision making simulation,சிக்கலான முடிவெடுக்கும் உருவகப்படுத்துதல்
Complexity theory,சிக்கலான கோட்பாடு
Complex number,சிக்கலான எண்
Component,கூறு
Component address,கூறு முகவரி
Component processor,கூறு செயலி
Composite console,கலப்பு கன்சோல்
Composited circuit,இணைந்த சுற்று
Composite external symbol dictionary,கலப்பு வெளிப்புற சின்னம் அகராதி
Composite module,கலப்பு தொகுதி
Composite module data set,கலப்பு தொகுதி தரவு தொகுப்பு
Composite operator,கலப்பு ஆபரேட்டர்
Composition file,கலவை கோப்பு
Compound condition,கூட்டு நிலை
Compound logical element,கூட்டு தருக்க உறுப்பு
Compound statement,கூட்டு அறிக்கை
Compress,சுருக்க
Compressor,அமுக்கி
Compromise net,நிகர சமரசம்
Computability,கணக்கீட்டு திறன்
Computable function,கணக்கிடக்கூடிய செயல்பாடு
Computation,கணக்கீடு
Computational complexity,கணக்கீட்டு சிக்கலானது
Computational linguistics,கணக்கீட்டு மொழியியல்
Computational model,கணக்கீட்டு மாதிரி
Computational stability,கணக்கீட்டு நிலைத்தன்மை
Compute limited,கம்ப்யூட் லிமிடெட்
Compute mode,கணக்கீட்டு முறை
Computer,கணினி
Computer administrative record,கணினி நிர்வாக பதிவு
Computer aided design,கணினி உதவி வடிவமைப்பு
Computer-aided engineering,கணினி உதவி பொறியியல்
Computer aided manufacture,கணினி உதவி உற்பத்தி
Computer architecture,கணினி கட்டமைப்பு
Computer arithmetic,கணினி எண்கணிதம்
Computer art,கணினி கலை
Computer assisted education,கணினி உதவி கல்வி
Computer assisted instruction,கணினி உதவி அறிவுறுத்தல்
Computer assisted learning,கணினி உதவி கற்றல்
Computer assisted management,கணினி உதவி மேலாண்மை
Computer assisted teaching,கணினி உதவி கற்பித்தல்
Computer based automation,கணினி அடிப்படையிலான ஆட்டோமேஷன்
Computer based education,கணினி அடிப்படையிலான கல்வி
Computer based learning,கணினி அடிப்படையிலான கற்றல்
Computer bureau,கணினி பணியகம்
Computer circuitry,கணினி சுற்று
Computer code,கணினி குறியீடு
Computer communication,கணினி தொடர்பு
Computer conferencing,கணினி கான்பரன்சிங்
Computer configuration,கணினி உள்ளமைவு
Computer console,கணினி கன்சோல்
Computer control,கணினி கட்டுப்பாடு
Computer crime,கணினி குற்றம்
Computer cryptography,கணினி குறியாக்கவியல்
Computer-dependent language,கணினி சார்ந்த மொழி
Computer domain,கணினி டொமைன்
Computer duplex,கணினி டூப்ளக்ஸ்
Computer equation,கணினி சமன்பாடு
Computer expert,கணினி நிபுணர்
Computer formatting,கணினி வடிவமைப்பு
Computer game,கணினி விளையாட்டு
Computer-generated map,கணினி உருவாக்கிய வரைபடம்
Computer generation,கணினி தலைமுறை
Computer graphics,கணினி வரைகலை
Computer hardware,கணினி வன்பொருள்
Computer independent language,கணினி சுயாதீன மொழி
Computer instruction,கணினி அறிவுறுத்தல்
Computer   Instruction code,கணினி  ஆணையக் குறியீடு
Computer  Instruction set,கணினி  வழிமுறைகள் தொகுப்பு
Computer  Interface unit,கணினி  இடைமுக அலகு
Computerist,கணினிவாதிகள்
Computerization,கணினிமயமாக்கல்
Computer language,கணினி மொழி
Computer  Language symbol,கணினி  மொழி சின்னம்
Computer learning,கணினி கற்றல்
Computer letter,கணினி கடிதம்
Computer limited,கணினி லிமிடெட்
Computer  Maintenance,கணினி  பராமரிப்பு
Computer  Managed  Instruction,கணினி  நிர்வகிக்கப்பட்டது  வழிமுறைகள்
Computer  Micrographics,கணினி  மைக்ரோகிராஃபிக்ஸ்
Computer music,கணினி இசை
Computer network,கணினி வலையமைப்பு
Computer numerical control,கணினி எண் கட்டுப்பாடு
Computer operation,கணினி செயல்பாடு
Computer oriented language,கணினி சார்ந்த மொழி
Computer output,கணினி வெளியீடு
Computer output microfilm,கணினி வெளியீட்டு மைக்ரோஃபில்ம்
Computer performance,கணினி செயல்திறன்
Computer printer,கணினி அச்சுப்பொறி
Computer program,கணினி நிரல்
Computer program annotation,கணினி நிரல் சிறுகுறிப்பு
Computer program origin,கணினி நிரல் தோற்றம்
Computer science,கணினி அறிவியல்
Computer security,கணினி பாதுகாப்பு
Computer sharing,கணினி பகிர்வு
Computer simulation,கணினி உருவகப்படுத்துதல்
Computer simulator,கணினி சிமுலேட்டர்
Computer software,கணினி மென்பொருள்
Computer specialist,கணினி நிபுணர்
Computer system,கணினி அமைப்பு
Computer system audit,கணினி அமைப்பு தணிக்கை
Computer technology,கணினி தொழில்நுட்பம்
Computer terminal,கணினி முனையம்
Computer time,கணினி நேரம்
Computer word,கணினி சொல்
Computing centre,கணினி மையம்
Computing element,கணினி உறுப்பு
Computing power,கணினி சக்தி
Computing system,கணினி அமைப்பு
Concatenate,ஒன்றிணைக்கவும்
Concatenated data set,ஒருங்கிணைந்த தரவு தொகுப்பு
Concatenated key,இணைந்த விசை
Concatenation,இணைத்தல்
Concatenation character,ஒருங்கிணைப்பு தன்மை
Concentrated message,செறிவூட்டப்பட்ட செய்தி
Concentration,செறிவு
Concentrator,செறிவு
Concentrator terminal buffer,செறிவு முனைய இடையக
Concept learning,கருத்து கற்றல்
Conceptual model,கருத்துரு மாதிரி
Concordance,ஒத்திசைவு
Concordant,ஒத்திசைவு
Concurrent,ஒரே நேரத்தில்
Concurrent operation,ஒரே நேரத்தில் செயல்பாடு
Concurrent processing,ஒரே நேரத்தில் செயலாக்கம்
Conditional assembly,நிபந்தனை சட்டசபை
Conditional assembly expression,நிபந்தனை சட்டசபை வெளிப்பாடு
Conditional assembly instruction,நிபந்தனை சட்டசபை அறிவுறுத்தல்
Conditional branch instruction,நிபந்தனை கிளை அறிவுறுத்தல்
Conditional breakpoint,நிபந்தனை முறிவு
Conditional,நிபந்தனை
Conditional breakpoint instruction,நிபந்தனை முறிவு அறிவுறுத்தல்
Conditional entropy,நிபந்தனை என்ட்ரோபி
Conditional expression,நிபந்தனை வெளிப்பாடு
Conditional implication operation,நிபந்தனை உட்குறிப்பு செயல்பாடு
Conditional information content,நிபந்தனை தகவல் உள்ளடக்கம்
Conditional jump,நிபந்தனை ஜம்ப்
Conditional jump instruction,நிபந்தனை ஜம்ப் அறிவுறுத்தல்
Conditional operator,நிபந்தனை ஆபரேட்டர்
Conditional statement,நிபந்தனை அறிக்கை
Conditional stop instruction,நிபந்தனை நிறுத்த வழிமுறை
Conditional transfer instruction,நிபந்தனை பரிமாற்ற வழிமுறை
Conditional variable,நிபந்தனை மாறி
Condition cell,நிபந்தனை செல்
Condition code,நிபந்தனை குறியீடு
Conditioned circuit,நிபந்தனைக்குட்பட்ட சுற்று
Conditioning,கண்டிஷனிங்
Conditioning equipment,கண்டிஷனிங் உபகரணங்கள்
Condition list,நிபந்தனை பட்டியல்
Condition name,நிபந்தனை பெயர்
Condition name condition,நிபந்தனை பெயர் நிலை
Condition prefix,நிபந்தனை முன்னொட்டு
Conference control (= sensitivity control),மாநாட்டு கட்டுப்பாடு (= உணர்திறன் கட்டுப்பாடு)
Confidence level,தன்னம்பிக்கை அளவு
Confidentiality,ரகசியத்தன்மை
Configuration,உள்ளமைவு
Configuration section,உள்ளமைவு பிரிவு
Confirmation,உறுதிப்படுத்தல்
Confusion matrix,குழப்ப மேட்ரிக்ஸ்
Congestion,நெரிசல்
Conjunction,இணைத்தல்
Connected reference,இணைக்கப்பட்ட குறிப்பு
Connected storage,இணைக்கப்பட்ட சேமிப்பு
Connect function,செயல்பாட்டை இணைக்கவும்
Connecting arrangement,இணைக்கும் ஏற்பாடு
Connecting arrangement service,ஏற்பாடு சேவையை இணைக்கிறது
Connection,இணைப்பு
Connective,இணைப்பு
Connector,இணைப்பு
Connect time,நேரத்தை இணைக்கவும்
Consecutive,தொடர்ச்சியாக
Consecutive operation,தொடர்ச்சியான செயல்பாடு
Consecutive sequence computer,தொடர்ச்சியான வரிசை கணினி
Consequence finding consistency check,இதன் விளைவு நிலைத்தன்மையைக் கண்டறிதல்
Console,கன்சோல்
Console word-processing equipment,சொல்-செயலாக்க உபகரணங்களை கன்சோல்
Consolidation,ஒருங்கிணைப்பு
Consolidator,ஒருங்கிணைப்பு
Constant area,நிலையான பகுதி
Constant instruction,நிலையான வழிமுறை
Constant length field,நிலையான நீள புலம்
Constant ratio code,நிலையான விகித குறியீடு
Constant storage,நிலையான சேமிப்பு
Constant word,நிலையான சொல்
Constrained set,கட்டுப்படுத்தப்பட்ட தொகுப்பு
Constraint,கட்டுப்பாடு
Contained text,உரை உள்ளது
Content,உள்ளடக்கம்
Content addressed storage (= associative storage),உள்ளடக்க முகவரி சேமிப்பு (= துணை சேமிப்பு)
Content analysis,உள்ளடக்க ஆய்வு
Contention,சர்ச்சை
Contention system,சர்ச்சை அமைப்பு
Contents list,உள்ளடக்க பட்டியல்
Context,சூழல்
Context editing,சூழல் எடிட்டிங்
Context editor,சூழல் ஆசிரியர்
Context free language,சூழல் இலவச மொழி
Context free structure,சூழல் இலவச அமைப்பு
Context sensitive language,சூழல் உணர்திறன் மொழி
Contextual declaration,சூழல் அறிவிப்பு
Contingency procedure,தற்செயல் செயல்முறை
Continuation card,தொடர்ச்சியான அட்டை
Continuity check,தொடர்ச்சியான சோதனை
Continuous form,தொடர்ச்சியான வடிவம்
Continuous form card,தொடர்ச்சியான படிவ அட்டை
Continuous forms paper,தொடர்ச்சியான படிவங்கள் காகிதம்
Continuous process control,தொடர்ச்சியான செயல்முறை கட்டுப்பாடு
Continuous simulation,தொடர்ச்சியான உருவகப்படுத்துதல்
Continuous system modelling program,தொடர்ச்சியான கணினி மாடலிங் திட்டம்
Continuous system simulation language,தொடர்ச்சியான கணினி உருவகப்படுத்துதல் மொழி
Contour model,விளிம்பு மாதிரி
Contrast,மாறுபாடு
Contrast sharpening,மாறுபட்ட கூர்மைப்படுத்துதல்
Control,கட்டுப்பாடு
Control area,கட்டுப்பாட்டு பகுதி
Control bit,பிட் கட்டுப்பாட்டு
Control block,கட்டுப்பாட்டு தொகுதி
Control bus,கட்டுப்பாட்டு பஸ்
Control byte,கட்டுப்பாட்டு பைட்
Control card,கட்டுப்பாட்டு அட்டை
Control character,கட்டுப்பாட்டு தன்மை
Control circuit,கட்டுப்பாட்டு சுற்று
Control clerk,கட்டுப்பாட்டு எழுத்தர்
Control command language,கட்டளை மொழியைக் கட்டுப்படுத்துங்கள்
Control computer,கணினியைக் கட்டுப்படுத்தவும்
Control counter,கட்டுப்பாட்டு கவுண்டர்
Control cycle,கட்டுப்பாட்டு சுழற்சி
Control data,தரவைக் கட்டுப்படுத்தவும்
Control dictionary,அகராதியைக் கட்டுப்படுத்தவும்
Control engineering,கட்டுப்பாட்டு பொறியியல்
Control field,கட்டுப்பாட்டு புலம்
Control format item,வடிவமைப்பு உருப்படியைக் கட்டுப்படுத்தவும்
Control function,கட்டுப்பாட்டு செயல்பாடு
Control heading,கட்டுப்பாட்டு தலைப்பு
Control hole,கட்டுப்பாட்டு துளை
Control instruction,கட்டுப்பாட்டு வழிமுறைகள்
Control instruction register,கட்டுப்பாட்டு அறிவுறுத்தல் பதிவேட்டில்
Control language,மொழியைக் கட்டுப்படுத்துங்கள்
Controlled parameter,கட்டுப்படுத்தப்பட்ட அளவுரு
Controlled storage allocation,கட்டுப்படுத்தப்பட்ட சேமிப்பக ஒதுக்கீடு
Controlled variable,கட்டுப்படுத்தப்பட்ட மாறி
Controlled vocabulary,கட்டுப்படுத்தப்பட்ட சொற்களஞ்சியம்
Controller,கட்டுப்படுத்தி
Controller function,கட்டுப்படுத்தி செயல்பாடு
Control line,கட்டுப்பாட்டு வரி
Control logic,கட்டுப்பாட்டு தர்க்கம்
Control loop,கட்டுப்பாட்டு வளையம்
Control mark,கட்டுப்பாட்டு குறி
Control-massage display,கட்டுப்பாட்டு-வெகுஜன காட்சி
Control microprogramming,மைக்ரோபிரேமிங்கைக் கட்டுப்படுத்தவும்
Control mode,கட்டுப்பாட்டு முறை
Control number,கட்டுப்பாட்டு எண்
Control objective,கட்டுப்பாட்டு குறிக்கோள்
Control operation,கட்டுப்பாட்டு செயல்பாடு
Control operator,கட்டுப்பாட்டு ஆபரேட்டர்
Control operator's terminal,கட்டுப்பாட்டு ஆபரேட்டரின் முனையம்
Control panel,கட்டுப்பாட்டு குழு
Control point,கட்டுப்பாட்டு புள்ளி
Control printing,அச்சிடலைக் கட்டுப்படுத்துங்கள்
Control program,கட்டுப்பாட்டு திட்டம்
Control punch,கட்டுப்பாட்டு பஞ்ச்
Control record,கட்டுப்பாட்டு பதிவு
Control register,கட்டுப்பாட்டு பதிவு
Control routine,கட்டுப்பாட்டு வழக்கமான
Control section,கட்டுப்பாட்டு பிரிவு
Control sequence,கட்டுப்பாட்டு வரிசை
Control specification,கட்டுப்பாட்டு விவரக்குறிப்பு
Control stack,கட்டுப்பாட்டு அடுக்கு
Control standard,கட்டுப்பாட்டு தரநிலை
Control statement,கட்டுப்பாட்டு அறிக்கை
Control station,கட்டுப்பாட்டு நிலையம்
Control storage,கட்டுப்பாட்டு சேமிப்பிடம்
Control storage save,சேமிப்பக சேமிப்பைக் கட்டுப்படுத்துங்கள்
Control switch,கட்டுப்பாட்டு சுவிட்ச்
Control system,கட்டுப்பாட்டு அமைப்பு
Control tape,கட்டுப்பாட்டு நாடா
Control technique,கட்டுப்பாட்டு நுட்பம்
Control terminal,கட்டுப்பாட்டு முனையம்
Control total,மொத்தம் கட்டுப்படுத்தவும்
Control transfer statement,கட்டுப்பாட்டு பரிமாற்ற அறிக்கை
Control unit,கட்டுப்பாட்டு பிரிவு
Control variable,கட்டுப்பாட்டு மாறி
Control volume,கட்டுப்பாட்டு அளவு
Control word,வார்த்தையை கட்டுப்படுத்துங்கள்
Convention,மாநாடு
Convention equipment,மாநாட்டு உபகரணங்கள்
Convergence,ஒன்றிணைத்தல்
Conversation,உரையாடல்
Conversational,உரையாடல்
Conversational algebraic language,உரையாடல் இயற்கணித மொழி
Conversational compiler,உரையாடல் தொகுப்பி
Conversational computing,உரையாடல் கணினி
Conversational language,உரையாடல் மொழி
Conversational mode,உரையாடல் முறை
Conversational system,உரையாடல் அமைப்பு
Conversational terminal,உரையாடல் முனையம்
Conversational time sharing,உரையாடல் நேர பகிர்வு
Conversion,மாற்றம்
Conversion cost,மாற்றத்திற்கான விலை
Conversion device,மாற்று சாதனம்
Conversion mode,மாற்று முறை
Conversion routine,மாற்று வழக்கம்
Convert,மாற்றவும்
Converter,மாற்றி
Convex programming,குவிந்த நிரலாக்க
Coordinate addressed memory,உரையாற்றப்பட்ட நினைவகம் ஒருங்கிணைப்பு
Coordinate data,தரவை ஒருங்கிணைத்தல்
Coordinate geometry language,வடிவியல் மொழியை ஒருங்கிணைத்தல்
Coordinate graphics,கிராபிக்ஸ் ஒருங்கிணைப்பு
Coordinate network,ஒருங்கிணைப்பு நெட்வொர்க்
Coordinate time scale,நேர அளவை ஒருங்கிணைத்தல்
Copy,நகலெடு
Cordless plug,கம்பியில்லா பிளக்
Cordonnier system,கோர்டோனியர் சிஸ்டம்
Core,கோர்
Core dump,கோர் டம்ப்
Core image,மைய படம்
Core image library,மைய பட நூலகம்
Core memory,மைய நினைவகம்
Core network,கோர் நெட்வொர்க்
Co-resident,இணை குடியிருப்பாளர்
Core storage,மைய சேமிப்பு
Core system,கோர் சிஸ்டம்
Co-routine,இணை-ரூட்டின்
Correct and copy,சரியானது மற்றும் நகலெடு
Correcting feature,திருத்தம் அம்சம்
Correction,திருத்தம்
Correction information,திருத்தும் தகவல்
Corrective maintenance,சரியான பராமரிப்பு
Corrective maintenance time,சரியான பராமரிப்பு நேரம்
Cost analysis,செலவு பகுப்பாய்வு
Cost-center accounting,செலவு-மைய கணக்கியல்
Count,எண்ணுங்கள்
Counter,கவுண்டர்
Counter inhibit,எதிர் தடுக்கிறது
Count-key-data device,கவுண்ட்-கீ-டேட்டா சாதனம்
Country code,நாட்டின் குறியீடு
Critical path method,முக்கியமான பாதை முறை
Cross bar switch,குறுக்கு பட்டை சுவிட்ச்
Cross bar system,குறுக்கு பட்டை அமைப்பு
Cross check,குறுக்கு சோதனை
Cross compiler,குறுக்கு கம்பைலர்
Cross domain communication,குறுக்கு டொமைன் தொடர்பு
Cross fire,குறுக்கு நெருப்பு
Cross foot,குறுக்கு கால்
Cross footing test,குறுக்கு கால் சோதனை
Cross point array,குறுக்கு புள்ளி வரிசை
Cross sectional testing,குறுக்கு வெட்டு சோதனை
Cross section of an array,ஒரு வரிசையின் குறுக்குவெட்டு
Cross software,குறுக்கு மென்பொருள்
Cross subarea link,குறுக்கு சப்அரியா இணைப்பு
Cross talk,குறுக்கு பேச்சு
Cross tracking,குறுக்கு கண்காணிப்பு
Crowding,கூட்டம்
Cryogenics,கிரையோஜெனிக்ஸ்
Cryogenic storage,கிரையோஜெனிக் சேமிப்பு
Cryogenic store,கிரையோஜெனிக் கடை
Cryostat,கிரையோஸ்டாட்
Cryotron,கிரையட்ரான்
Cryptographic,கிரிப்டோகிராஃபிக்
Cryptographic algorithm,கிரிப்டோகிராஃபிக் வழிமுறை
Cryptography,குறியாக்கவியல்
Cumulative index,ஒட்டுமொத்த குறியீட்டு
Currency symbol,நாணய சின்னம்
Current beam position,தற்போதைய பீம் நிலை
Current connect group,தற்போதைய இணைப்பு குழு
Current generation,தற்போதைய தலைமுறை
Current instruction  Register,தற்போதைய அறிவுறுத்தல்  பதிவு
Current line  Pointer,தற்போதைய வரி  சுட்டிக்காட்டி
Current loop (=  Current antinode),தற்போதைய வளையம் (=  தற்போதைய ஆன்டினோட்)
Current mode logic,தற்போதைய பயன்முறை தர்க்கம்
Current record,தற்போதைய பதிவு
Cursor,கர்சர்
Cursor control key,கர்சர் கட்டுப்பாட்டு விசை
Curtate,கர்டேட்
Curve follower,வளைவு பின்தொடர்பவர்
Cushion,தலையணை
Customer access area,வாடிக்கையாளர் அணுகல் பகுதி
Customer information control system,வாடிக்கையாளர் தகவல் கட்டுப்பாட்டு அமைப்பு
Customer premises equipment,வாடிக்கையாளர் வளாக உபகரணங்கள்
Customer switching system,வாடிக்கையாளர் மாறுதல் அமைப்பு
Cut form,வெட்டு வடிவம்
Cut forms mode,படிவங்கள் பயன்முறையை வெட்டுங்கள்
Cut method,வெட்டு முறை
Cut off,வெட்டு
Cybernation,சைபர்னேஷன்
Cybernetics,சைபர்நெடிக்ஸ்
Cycle,மிதிவண்டி
Cycle count,சுழற்சி எண்ணிக்கை
Cycle index,சுழற்சி அட்டவணை
Cycle memory,சுழற்சி நினைவகம்
Cycle microprogramming,சுழற்சி நுண்ணிய வரைபடம்
Cycle reset,சுழற்சி மீட்டமைப்பு
Cycle sharing,சுழற்சி பகிர்வு
Cycle steal,சுழற்சி திருட்டு
Cycle stealing,சுழற்சி திருடுதல்
Cycle time,சுழற்சி நேரம்
Cyclic code,சுழற்சி குறியீடு
Cyclic redundancy check,சுழற்சி பணிநீக்க சோதனை
Cyclic shift,சுழற்சி மாற்றம்
Cyclic storage,சுழற்சி சேமிப்பு
Cyclic transfer,சுழற்சி பரிமாற்றம்
Cylinder concept,சிலிண்டர் கருத்து
Character,எழுத்து
Coded decimal,குறியீட்டு தசம
Daisy chain,டெய்ஸி சங்கிலி
Daisy print wheel,டெய்ஸி அச்சு சக்கரம்
Daisy wheel,டெய்ஸி சக்கரம்
Damping,டம்பிங்
Data,தகவல்கள்
Data above voice,குரலுக்கு மேலே உள்ள தரவு
Data access arrangement,தரவு அணுகல் ஏற்பாடு
Data acquisition,தகவல் கையகப்படுத்துதல்
Data acquisition computer,தரவு கையகப்படுத்தல் கணினி
Data adaption unit,தரவு தழுவல் அலகு
Data administrator,தரவு நிர்வாகி
Data aggregate,தரவு மொத்தம்
Data area,தரவு பகுதி
Data array,தரவு வரிசை
Data attribute,தரவு பண்புக்கூறு
Data bank,தரவு வங்கி
Database,தரவுத்தளம்
Database administration,தரவுத்தள நிர்வாகம்
Database management,தரவுத்தள மேலாண்மை
Database management system,தரவுத்தள மேலாண்மை அமைப்பு
Data block,தரவுத் தொகுதி
Data break (=direct memory access),தரவு இடைவெளி (= நேரடி நினைவக அணுகல்)
Data buffer register,தரவு இடையக பதிவு
Data capture,தரவு பிடிப்பு
Data card,தரவு அட்டை
Data carrier,தரவு கேரியர்
Data cell,தரவு செல்
Data channel,தரவு சேனல்
Data channel multiplexer,தரவு சேனல் மல்டிபிளெக்சர்
Data circuit,தரவு சுற்று
Data circuit transparency,தரவு சுற்று வெளிப்படைத்தன்மை
Data code,தரவுக் குறியீடு
Data collection,தரவு சேகரிப்பு
Data collection station,தரவு சேகரிப்பு நிலையம்
Data collection system,தரவு சேகரிப்பு அமைப்பு
Data   Communication,தகவல்கள்  தொடர்பு
Data  Communication  Channel,தகவல்கள்  தொடர்பு  சேனல்
Data  Communication  Equipment,தகவல்கள்  தொடர்பு  உபகரணங்கள்
Data  Communication  Interface,தகவல்கள்  தொடர்பு  இடைமுகம்
Data  Communication  Network,தகவல்கள்  தொடர்பு  வலைப்பின்னல்
Data  Communication  Service,தகவல்கள்  தொடர்பு  சேவை
Data compaction,தரவு சுருக்கம்
Data compression,தரவு சுருக்க
Data connection,தரவு இணைப்பு
Data constant,தரவு மாறிலி
Data  Contamination,தகவல்கள்  மாசுபாடு
Data control,தரவு கட்டுப்பாடு
Data control block,தரவு கட்டுப்பாட்டு தொகுதி
Data conversion,தரவு மாற்றம்
Data convertor,தரவு மாற்றி
Data declaration,தரவு அறிவிப்பு
Data declaration  Statement,தரவு அறிவிப்பு  அறிக்கை
Data definition,தரவு வரையறை
Data definition  Name,தரவு வரையறை  பெயர்
Data definition  Statement,தரவு வரையறை  அறிக்கை
Data delay,தரவு தாமதம்
Data delimiter,தரவு டிலிமிட்டர்
Data density,தரவு அடர்த்தி
Data description   Entry,தரவு விளக்கம்  நுழைவு
Data description   Language,தரவு விளக்கம்  மொழி
Data design,தரவு வடிவமைப்பு
Data device,தரவு சாதனம்
Data dictionary,தரவு அகராதி
Data directed transmission,தரவு இயக்கப்பட்ட பரிமாற்றம்
Data display unit,தரவு காட்சி அலகு
Data distribution system,தரவு விநியோக அமைப்பு
Data division,தரவு பிரிவு
Data element,தரவு உறுப்பு
Data element chain,தரவு உறுப்பு சங்கிலி
Data encryption  Key,தரவு குறியாக்கம்  விசை
Data encryption  Standard,தரவு குறியாக்கம்  தரநிலை
Data entry,தகவல் பதிவு
Data entry device,தரவு நுழைவு சாதனம்
Data error,தரவு பிழை
Data evaluation,தரவு மதிப்பீடு
Data examination,தரவு பரிசோதனை
Data exchange,தரவு பரிமாற்றம்
Data field,தரவு புலம்
Data file,தரவு கோப்பு
Data flow,தரவு ஓட்டம்
Data flow chart,தரவு ஓட்ட விளக்கப்படம்
Data flow control,தரவு ஓட்ட கட்டுப்பாடு
Data flow diagram,தரவு ஓட்ட வரைபடம்
Data format,தரவு வடிவம்
Data format item,தரவு வடிவமைப்பு உருப்படி
Data generator,தரவு ஜெனரேட்டர்
Datagram,டேட்டாகிராம்
Datagram service,டேட்டாகிராம் சேவை
Data graphics,தரவு கிராபிக்ஸ்
Data graphoscope,தரவு கிராஃபோஸ்கோப்
Data handling,தரவு கையாளுதல்
Data handling  Capacity,தரவு கையாளுதல்  திறன்
Data hierarchy,தரவு வரிசைமுறை
Data host (= host),தரவு ஹோஸ்ட் (= ஹோஸ்ட்)
Data independence,தரவு சுதந்திரம்
Data input,தரவு உள்ளீடு
Data input station,தரவு உள்ளீட்டு நிலையம்
Data integrity,தரவு ஒருமைப்பாடு
Data interchange,தரவு பரிமாற்றம்
Data in voice,குரலில் தரவு
Data I/O  Instruction,தரவு I/O.  வழிமுறைகள்
Data item,தரவு உருப்படி
Data level,தரவு நிலை
Data library,தரவு நூலகம்
Data link control  Character,தரவு இணைப்பு கட்டுப்பாடு  எழுத்து
Data link escape  Character,தரவு இணைப்பு தப்பித்தல்  எழுத்து
Data link layer,தரவு இணைப்பு அடுக்கு
Data list,தரவு பட்டியல்
Data logging,தரவு பதிவு
Data management,தரவு மேலாண்மை
Data management  Program,தரவு மேலாண்மை  திட்டம்
Data management  System,தரவு மேலாண்மை  அமைப்பு
Data manipulating,தரவு கையாளுதல்
Data manipulation  Language,தரவு கையாளுதல்  மொழி
Data masking,தரவு மறைத்தல்
Datamatic computer,தரவு கணினி
Datamation,தரவு
Data medium,தரவு ஊடகம்
Data migration,தரவு இடம்பெயர்வு
Data mode,தரவு முறை
Data move  Instruction,தரவு நகர்வு  வழிமுறைகள்
Data multiplexer,தரவு மல்டிபிளெக்சர்
Data name,தரவு பெயர்
Data network,தரவு நெட்வொர்க்
Data operation,தரவு செயல்பாடு
Data organisation,தரவு அமைப்பு
Data origination,தரவு தோற்றம்
Data output,தரவு வெளியீடு
Data path,தரவு பாதை
Data phase,தரவு கட்டம்
Dataphone,தரவுத்தொகுப்பு
Data plotter,தரவு சதித்திட்டம்
Data pointer,தரவு சுட்டிக்காட்டி
Data preparation,தரவு தயாரிப்பு
Data preparation  Device,தரவு தயாரிப்பு  சாதனம்
Data processing,தகவல் செயல்முறை
Data processing  Centre,தகவல் செயல்முறை  மையம்
Data processing  Cycle,தகவல் செயல்முறை  மிதிவண்டி
Data processing  Machine,தகவல் செயல்முறை  இயந்திரம்
Data processing  Node,தகவல் செயல்முறை  முனை
Data processing  Station,தகவல் செயல்முறை  நிலையம்
Data processing  System,தகவல் செயல்முறை  அமைப்பு
Data processor,தரவு செயலி
Data protection,தரவு பாதுகாப்பு
Data purification,தரவு சுத்திகரிப்பு
Data radio,தரவு வானொலி
Data receiver,தரவு பெறுநர்
Data record,தரவு பதிவு
Data reduction,தரவு குறைப்பு
Data register,தரவு பதிவு
Data reliability,தரவு நம்பகத்தன்மை
Data  Representation,தகவல்கள்  பிரதிநிதித்துவம்
Data reproduction,தரவு இனப்பெருக்கம்
Data retrieval,தரவு மீட்டெடுப்பு
Data review  Control,தரவு ஆய்வு  கட்டுப்பாடு
Data security,தரவு பாதுகாப்பு
Data separator,தரவு பிரிப்பான்
Data set,தரவு தொகுப்பு
Data set clocking,தரவு தொகுப்பு கடிகாரம்
Data set definition  Table,தரவு தொகுப்பு வரையறை  மேசை
Data set label,தரவு தொகுப்பு லேபிள்
Data set name,தரவு தொகுப்பு பெயர்
Data set  Organisation,தரவு தொகுப்பு  அமைப்பு
Data set reference  Number,தரவு தொகுப்பு குறிப்பு  எண்
Data set security,தரவு தொகுப்பு பாதுகாப்பு
Data set utility  Program,தரவு தொகுப்பு பயன்பாடு  திட்டம்
Data signal,தரவு சமிக்ஞை
Data signalling rate,தரவு சமிக்ஞை வீதம்
Data sink,தரவு மூழ்கும்
Data source,தரவு மூலம்
Data specification,தரவு விவரக்குறிப்பு
Data station,தரவு நிலையம்
Data storage,தரவு சேமிப்பு
Data storage  Structure,தரவு சேமிப்பு  கட்டமைப்பு
Data stream,தரவு ஸ்ட்ரீம்
Data structure,தரவு அமைப்பு
Data structure  Diagram,தரவு அமைப்பு  வரைபடம்
Data switch,தரவு சுவிட்ச்
Data switching  Centre,தரவு மாறுதல்  மையம்
