Odiya,Malayalam
ଇଭ୍,ഈവ്
ଗୁପ୍ତାଙ୍ଗ,ഈവ്സ് ഗട്ടർ
ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |,സാമ്പത്തിക സാധ്യത
ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |,എക്ടോഡൈനാമോർഫിക് മണ്ണ്
ଏଡି,എഡ്ഡി
ପ୍ରଭାବଶାଳୀ ଆକାର |,ഫലപ്രദമായ വലിപ്പം
ଇଫ୍ଲୋରସେନ୍ସ |,പുഷ്പം
ପ୍ରଭାବଶାଳୀ |,മലിനജലം
ଉଚ୍ଚତା,ഉയരത്തിലുമുള്ള
ବହିଷ୍କାର,എലുവിയേഷൻ
ଇଲୁଭିୟମ୍ |,എലൂവിയം
ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |,എൻഡോഡൈനാമോർഫിക് മണ്ണ്
ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |,എഞ്ചിനീയറിംഗ് സാധ്യത
ଇଂରାଜୀ ବନ୍ଧନ |,ഇംഗ്ലീഷ് ബോണ്ട്
ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ഇംഗ്ലീഷ് ഗാർഡൻ വാൾ ബോണ്ട്
"ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;","EPM (ഒരു ദശലക്ഷത്തിന് തുല്യം),&quot;"
ସମାନ ଓଜନ,തുല്യ ഭാരം
Erg,ഉദാ
ଅଦଳବଦଳଯୋଗ୍ୟ |,കൈമാറ്റം ചെയ്യാവുന്നത്
ଅଦଳବଦଳ ଅମ୍ଳତା |,കൈമാറ്റം ചെയ്യാവുന്ന അസിഡിറ്റി
ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP),കൈമാറ്റം ചെയ്യാവുന്ന സോഡിയം ശതമാനം (ESP)
E. S P.,ഇ.എസ്.പി.
ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |,അസിഡിറ്റി കൈമാറ്റം ചെയ്യുക
ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |,എക്സ്ചേഞ്ച് കോംപ്ലക്സ്
ନିଷ୍କାସନ,എക്സോസ്റ്റ്
ପ୍ରକାଶିତ ସମାପ୍ତ,തുറന്ന ഫിനിഷ്
ଆଖି,കണ്ണ്
ଆଖି ବ୍ରୋ,കണ് പുരികം
ସାମ୍ନା କରିବା |,അഭിമുഖീകരിക്കുന്നു
ବନ୍ଧନର ସମ୍ମୁଖୀନ |,ഫേസിംഗ് ബോണ്ട്
ନିରାପତ୍ତା କାରକ,സുരക്ഷാ ഘടകം
ପତନ,വീഴ്ച
ଫେସିଆ |,ഫേഷ്യ
ଫେସିଆ ବୋର୍ଡ |,ഫേഷ്യൽ ബോർഡ്
ତ୍ରୁଟି,തെറ്റ്
କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |,വയലിലെ ഈർപ്പം
ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |,അന്തിമ ഈർപ്പം തുല്യമാണ്
ଫିଲେଟ୍ (ମୋର୍ଟାର),ഫില്ലറ്റ് (മോർട്ടാർ)
ଅନ୍ତିମ,ഫൈനൽ
ଅନ୍ତିମ ମାପ |,അന്തിമ അളവ്
ଅନ୍ତିମ ଦେୟ,അന്തിമ പേയ്മെന്റ്q
ଅନ୍ତିମ ପୂର୍ବ ଚାପ |,ഫൈനൽ പ്രീ-സ്ട്രെസ്
ଅନ୍ତିମ ଟେନସନ |,അവസാന പിരിമുറുക്കം
ଆର୍ଥିକ ସମ୍ଭାବନା |,സാമ്പത്തിക സാധ്യത
ଭଲ ଏଗ୍ରିଗେଟ୍ |,ഫൈൻ അഗ്രഗേറ്റ്
ଖଣ୍ଡ ଖଣ୍ଡ |,പിളർന്ന പാറ
ପତାକା ପଥର |,പതാക കല്ല്
ଫ୍ଲେମିସ୍ ବନ୍ଧନ |,ഫ്ലെമിഷ് ബോണ്ട്
ଫ୍ଲାସ୍,മിന്നുന്നു
ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |,മിന്നുന്ന പ്രവാഹം
ଫ୍ଲାଟ ଛାତ |,പരന്ന മേൽക്കൂര
ଫ୍ଲେଚେ,ഫ്ലെഷെ
ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |,ഫ്ലെമിഷ് ഗാർഡൻ വാൾ ബോണ്ട്
ଫ୍ଲିଣ୍ଟ |,ഫ്ലിന്റ്
ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |,ഫ്ലിന്റ് മതിൽ
ଭାସମାନ ଚଟାଣ |,ഫ്ലോട്ടിംഗ് ഫ്ലോർ
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |,ഫ്ലോക്കുലേഷൻ
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |,ഫ്ലോക്കുലേഷൻ പരിധി
ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |,ഫ്ലോക്കുലേഷൻ അനുപാതം
ଫ୍ଲୋକ୍ୟୁଲ୍ସ |,ഫ്ലോക്കുളുകൾ
ଚଟାଣ,തറ
ଚଟାଣ ସିଲ୍ |,ഫ്ലോർ സീൽ
ପ୍ରବାହ,ഒഴുക്ക്
ଅସ୍ଥିରତା |,ഏറ്റക്കുറച്ചിലുകൾ
ଫୁଟିଂ,കാൽനടയായി
ଫାଉଣ୍ଡେସନ୍,ഫൗണ്ടേഷൻ
ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |,ഫ്രീ ഫാൾ ബാരോ ടോപ്പിംഗ് മിക്സർ
ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର),ഫ്രീ ഫാൾ മിക്സർ (ഡ്രം തരം)
ମାଗଣା ପଥର |,സ്വതന്ത്ര കല്ല്
ଫ୍ରେଶେଟ୍ |,ഫ്രെഷെറ്റ്
ଘର୍ଷଣ ଗଦା |,ഘർഷണ കൂമ്പാരം
ବେଙ୍ଗ,തവള
ଗେବୁଲ୍ |,ഗേബിൾ
ଗାବଲେଟ୍ |,ഗബ്ലെറ്റ്
ଗାମ୍ବ୍ରେଲ୍ ଛାତ |,ഗാംബ്രൽ മേൽക്കൂര
ଗେଜ୍,ഗേജ്
ଗଗିଂ ବିଭାଗ |,അളക്കൽ വിഭാഗം
ଗଗିଂ ଷ୍ଟେସନ୍ |,ഗേജിംഗ് സ്റ്റേഷൻ
ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |,പൊതുവായ ലൊക്കേഷൻ പ്ലാൻ
ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |,പൊതു വെന്റിലേഷൻ
ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |,ജി ചക്രവാളം അല്ലെങ്കിൽ ഗ്ലേ ചക്രവാളം
ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ,വരെ ഗ്ലേഷ്യൽ
ଗ୍ନିସ୍ |,ഗ്നീസ്
ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ,ഗുഡ്സ് യാർഡ്
ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |,ഗ്രേഡിയന്റ് പ്രതിരോധം
ଗ୍ରାନାଇଟ୍ |,ഗ്രാനൈറ്റ്
ଗ୍ରାନୁଲାର୍ ଗଠନ |,ഗ്രാനുലാർ ഘടന
ଗ୍ରାନୁଲେସନ୍ |,ഗ്രാനുലേഷൻ
ଗ୍ରାନୁଲ୍ |,ഗ്രാനുൾ
ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |,ഗുരുത്വാകർഷണ ജല രഹിത ജലം
ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |,ഗുരുത്വാകർഷണ മുറ്റം
ମହାନ ମାଟି ଗୋଷ୍ଠୀ |,വലിയ മണ്ണ് ഗ്രൂപ്പ്
ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |,ഗ്രില്ലേജ് അടിസ്ഥാനം
ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |,ഗ്രൗണ്ട് ഹാൻഡ് മോൾഡിംഗ്
ଗ୍ରୁପ୍ ଡକ୍ |,ഗ്രൂപ്പുചെയ്ത ഡോക്ക്
ଗୋଷ୍ଠୀ ଗୃହ,ഗ്രൂപ്പ് ഭവനം
ଅତିଥି ଗୃହ,അതിഥി മുറി
ଗୁଟର୍ |,ഗട്ടർ
ଗୁଟର ଧାରକ |,ഗട്ടർ വഹിക്കുന്നയാൾ
ଗୁଟର ଯାଞ୍ଚ |,ഗട്ടർ പരിശോധന
ହାମର ଡ୍ରେସିଂ |,ചുറ്റിക ഡ്രസ്സിംഗ്
ହାରବର୍,തുറമുഖം
ଆଶ୍ରୟସ୍ଥଳ,അഭയകേന്ദ്രം
ହାର୍ଡ ପ୍ୟାନ |,ഹാർഡ് പാൻ
ହେଡର୍,തലക്കെട്ട്
ହେଡର୍ ବଣ୍ଡ୍ |,തലക്കെട്ട് ബോണ്ട്
ହେଡର୍ ପାଠ୍ୟକ୍ରମ,ഹെഡ്ഡർ കോഴ്സ്
ହେଡ୍ ଗେଟ୍ ଗଠନ |,ഹെഡ് ഗേറ്റ് ഘടന
କେନାଲର ମୁଖ୍ୟ |,കനാലിന്റെ തലവൻ
ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,ഹെഡ് റെഗുലേറ്റർ
ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |,മത്തി അസ്ഥിബന്ധം
ହୃଦୟ,ഹൃദയം
ଓଦା ଗରମ |,നനവിന്റെ ചൂട്
ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |,ഉയർന്ന അലുമിന സിമന്റ്
ହିପ୍,ഹിപ്
ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |,ഹിപ് ക്യാപ്പിംഗ്
ହିପ୍ ଶେଷ,ഇടുങ്ങിയ അറ്റം
ହୁଡ୍ |,ഹുഡ്
ହୁଡ୍ ମୋଲିଡିଂ |,ഹുഡ് മോൾഡിംഗ്
ହୁକର ନିୟମ |,ഹുക്കിന്റെ നിയമം
ଲୁହା ହୁପ୍ |,വളയം ഇരുമ്പ്
ରାଶି,ചക്രവാളം
ଆର୍ଦ୍ରତା,ഹ്യുമിഡിഫിക്കേഷൻ
"ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |","ഈർപ്പം, കേവല"
"ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |","ഈർപ്പം, ആപേക്ഷികം"
ହମ୍ପ୍ ୟାର୍ଡ |,ഹമ്പ് യാർഡ്
ହାଇଡ୍ରୋଲିକ୍ ଚାପ |,ഹൈഡ്രോളിക് മർദ്ദം
ହାଇଡ୍ରେସନ୍ |,ജലാംശം
ହାଇଡ୍ରୋଲାଇସିସ୍ |,ജലവിശ്ലേഷണം
ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |,ഹൈഡ്രോലൈറ്റിക് അസിഡിറ്റി
ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |,ഹൈഡ്രോമോർഫിക് മണ്ണ്
ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |,ഹൈഡ്രോഫിലിക് കൊളോയിഡ്
ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |,ഹൈഡ്രോഫോബിക് കൊളോയിഡ്
ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |,ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം
ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |,ഹൈഡ്രോസ്കോപ്പിസിറ്റി
ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
ହାଇପରବାରିକ୍ ଚାମ୍ବର |,ഹൈപ്പർബാറിക് ചേംബർ
ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |,ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം
ହାଇପୋସୋମିଟର |,ഹൈപ്സോമീറ്റർ
ଆଲୋକ,പ്രകാശം
ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |,ഇംബിബേഷൻ ഈർപ്പം
ଅପରିପକ୍ୱ ମାଟି |,പാകമാകാത്ത മണ്ണ്
ପ୍ରଭାବିତ ଡକ୍ |,പിടിച്ചെടുത്ത ഡോക്ക്
ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି,ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക
ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |,സ്വതന്ത്ര സ്കാർഫോൾഡ്
ପ୍ରେରିତ |,ഇൻഡുറേറ്റഡ്
ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ,പ്രാരംഭ പ്രിസ്ട്രെസ്
ପ୍ରାରମ୍ଭିକ ଟେନସନ |,പ്രാരംഭ ടെൻഷൻ
ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |,ഉൾനാടൻ ജലപാത തുറമുഖം
ଇନସୁଲେଟିଂ ବୋର୍ଡ |,ഇൻസുലേറ്റിംഗ് ബോർഡ്
ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |,ഇന്റർമീഡിയറ്റ് പോർട്ട്
ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |,ആന്തരിക ഘർഷണം
ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |,ഇൻട്രാസോണൽ മണ്ണ്
ଆଇନ୍,അയോൺ
ଆଇନ୍ ବିନିମୟ |,അയോൺ എക്സ്ചേഞ്ച്
ଲୁହା ପ୍ୟାନ |,ഇരുമ്പ് പാൻ
ଜଳସେଚିତ ଜମି |,ജലസേചന ഭൂമി
ଜଳସେଚନ,ജലസേചനം
ଜଳସେଚନ ବନ୍ଦ,ജലസേചന സെസ്
ଜାମ୍,ജാംബ്
ଜୋଗଲ୍ |,ജോഗിൾ
ଜୋଗଲ୍ ପିନ୍ |,ജോഗിൾ പിൻ
ଜୁଲେ |,ജൂൾ
ଜମ୍ପର୍ |,ജമ്പർ
କିଲୋଗ୍ରାମ |,കിലോഗ്രാം
କିଲୋଗ୍ରାମ ଫୋର୍ସ |,കിലോഗ്രാം ശക്തി
କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |,കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ
କିଲୋୱାଟ ଘଣ୍ଟା |,കിലോവാട്ട് മണിക്കൂർ
ରାଜା ବନ୍ଦ,രാജാവ് അടച്ചുപൂട്ടൽ
ରୋଷେଇ ଘର |,അടുക്കള
ସ୍ତମ୍ଭ,ലേസ്ഡ് കോളം
ଲଗିଂ,ലാഗിംഗ്
ଲାମେଲା ମୂଳ |,ലാമെല്ല റൂട്ട്
ଲାମିନାର୍ ପ୍ରବାହ |,ലാമിനാർ ഒഴുക്ക്
ଦୀପ ଗର୍ତ୍ତ |,വിളക്ക് ദ്വാരം
ଜମି ଅଧିଗ୍ରହଣ,ഭൂമി ശേഖരിക്കൽ
ଭୂମି ସ୍ଲାଇଡିଂ |,ലാൻഡ് സ്ലൈഡിംഗ്
ଲାଟେରାଇଟ୍ |,ലാറ്ററൈറ്റ്
ଲାଟେରାଇଟ୍ ମାଟି |,ലാറ്ററൈറ്റ് മണ്ണ്
ବହୁ ସଂଖ୍ୟକ ନିୟମ |,വലിയ സംഖ്യകളുടെ നിയമം
ଲେଆଉଟ୍ ଯୋଜନା |,ലേഔട്ട് പ്ലാൻ
ଲେଜର,ലെഡ്ജർ
ଚୂନ ପ୍ୟାନ |,നാരങ്ങ പാൻ
ଲିନଟେଲ୍ |,ലിന്റൽ
ତରଳ ସୀମା |,ദ്രാവക പരിധി
ଲାଇଭ୍ ଲୋଡ୍ |,ലൈവ് ലോഡ്
ଲୋମ୍ |,പശിമരാശി
ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |,പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ
ଲୋକୋ ଅଗଣା |,ലോക്കോ യാർഡ്
ଲୋସ୍ |,ലോസ്
ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി
କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |,കുറഞ്ഞ ചൂട് സിമന്റ്
ମେସିନ୍ ମୋଲିଡିଂ |,മെഷീൻ മോൾഡിംഗ്
ମାକ୍ରୋଷ୍ଟ୍ରକଚର |,മാക്രോസ്ട്രക്ചർ
ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |,പ്രധാന ഹെഡ് റെഗുലേറ്റർ
ମୁଖ୍ୟ ବନ୍ଦର,പ്രധാന തുറമുഖം
ମେକ୍ଅପ୍ ବାୟୁ |,മേക്കപ്പ് എയർ
ମାନସାର୍ଡ |,മാൻസാർഡ്
ମାର୍ଶାଘାଇ ଅଗଣା |,മാർഷലിംഗ് യാർഡ്
ମାନସ,കൊത്തുപണി
ପରିପକ୍ୱ ତାପମାତ୍ରା |,പക്വത താപനില
ମେଜଜାନାଇନ୍ ଚଟାଣ |,മെസാനൈൻ തറ
ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |,മെക്കാനിക്കൽ വിശകലനം
ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |,മെക്കാനിക്കൽ വെന്റിലേഷൻ
ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |,മെട്രിക് സിസ്റ്റം
ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,മൈക്രോസ്ട്രക്ചർ
ମିଲି ସମାନ |,മില്ലി തുല്യം
ଲିଟର ପିଛା ମିଲି ସମାନ |,ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി
ମିନେରାଲ୍ |,ധാതു
ଖଣିଜ ମାଟି |,ധാതു മണ്ണ്
ଛୋଟ ବନ୍ଦର,ചെറിയ തുറമുഖം
ମିତ୍ରେଡ୍ ବନ୍ଦ |,മിട്രഡ് ക്ലോഷർ
ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |,മൊബൈൽ മണ്ണ് കൊളോയിഡ്
ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |,ഈർപ്പത്തിന്റെ ഉള്ളടക്കം
ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |,ഈർപ്പം ഗ്രേഡിയന്റ്
ମୋନୋଲିଥ୍ |,മോണോലിത്ത്
ମୋନୋରାଇଲ୍ |,മോണോറെയിൽ
ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |,നാഷണൽ ഹാർബർ കൗൺസിൽ
ପ୍ରାକୃତିକ ଶଯ୍ୟା |,സ്വാഭാവിക കിടക്ക
ପ୍ରାକୃତିକ ସମାପ୍ତି |,സ്വാഭാവിക ഫിനിഷ്
ପ୍ରାକୃତିକ ବନ୍ଦର,സ്വാഭാവിക തുറമുഖം
ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |,സ്വാഭാവിക വെന്റിലേഷൻ
ନାଭାଲ୍ ବନ୍ଦର,നാവിക തുറമുഖം
ନ୍ୟୁଟନ୍ |,ന്യൂട്ടൺ
ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |,ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്
ଜଳ ହାର ଦଖଲ କରେ |,ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു
ତେଲ ରଙ୍ଗ |,ഓയിൽ പെയിന്റ്
ତେଲ କୂଅ ସିମେଣ୍ଟ |,എണ്ണ കിണർ സിമന്റ്
ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |,ചാനൽ ഫ്ലോ തുറക്കുക
ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |,ഒപ്റ്റിമൽ ഈർപ്പം
ଜ Organ ବିକ ମାଟି |,ജൈവ മണ്ണ്
ଓରିଏଣ୍ଟେସନ୍,ഓറിയന്റേഷൻ
Orthogonal,ഓർത്തോഗണൽ
ଅର୍ଟଷ୍ଟାଇନ୍ |,ഒർട്ട്സ്റ്റീൻ
ବାହ୍ୟ ସଙ୍କେତ,ബാഹ്യ സിഗ്നൽ
ଅକ୍ସିଡେସନ୍ |,ഓക്സിഡേഷൻ
ପାନ୍ଟ୍ରି |,കലവറ
ପାରାପେଟ୍ |,പാരപെറ്റ്
ପାରାପେଟ୍ କାନ୍ଥ |,പാരപെറ്റ് മതിൽ
ପିତାମାତା ସାମଗ୍ରୀ |,പാരന്റ് മെറ്റീരിയൽ
ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |,പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ
ପେଡାଲଫର୍ |,പെഡൽഫർ
ପେଡୋକାଲ୍ |,പെഡോക്കൽ
ପେଡୋଜେନେସିସ୍ |,പെഡോജെനിസിസ്
ପେଡୋଲୋଜି |,പെഡോളജി
ପେଡୋସଫିସର୍ |,പെഡോസ്ഫിയർ
ପେନେଟ୍ରୋମିଟର |,പെനെട്രോമീറ്റർ
ପେଣ୍ଟ ଛାତ |,പെന്റ് മേൽക്കൂര
ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |,പെപ്റ്റിസിംഗ് ഏജന്റ്
ବିଶ୍ଳେଷଣର ସମୟ |,വിശകലന കാലയളവ്
Perpend,പെർപെൻഡ്
ପର୍ସପର୍ସନ୍ |,പെർസോർപ്ഷൻ
ପିଆର୍ |,പിയർ
ପାଇଲଷ୍ଟର |,പിലാസ്റ്റർ
ପିଚ୍,പിച്ച്
ଛାତ ଛାତ,പിച്ചിട്ട മേൽക്കൂര
ସାଧା କଂକ୍ରିଟ୍ |,പ്ലെയിൻ കോൺക്രീറ്റ്
ବିମାନ କୋଣ,തലം ആംഗിൾ
ସମତଳ ପ୍ରାଙ୍ଗଣ,സമതല മുറ്റം
ପ୍ଲାନସୋଲ୍ |,പ്ലാൻസോൾ
ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,പ്ലാസ്റ്റിക് സ്ഥിരത
ପ୍ଲାଷ୍ଟିକ୍ |,പ്ലാസ്റ്റിറ്റി
ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |,പ്ലാസ്റ്റിറ്റി സൂചിക
ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |,പ്ലാസ്റ്റിറ്റി പരിധി
ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |,പ്ലാസ്റ്റിറ്റി ശ്രേണി
ପ୍ଲାଟି ଗଠନ |,പ്ലാറ്റി ഘടന
ପ୍ଲିଣ୍ଟ୍ |,സ്തംഭം
ହଳ ମାଟି,ഉഴുതുമണ്ണ്
ଘିଅ ପଥର |,പ്ലം കല്ല്
ପୋଡଜୋଲ୍ |,പോഡ്സോൾ
ସୂଚାଉଛି |,ചൂണ്ടിക്കാണിക്കുന്നു
ବହୁମୁଖୀ କାନ୍ଥ |,ബഹുഭുജ മതിൽ
ଖୋଲା ସ୍ଥାନ |,പോർ സ്പേസ്
ବନ୍ଦର,തുറമുഖം
ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |,പോസിറ്റീവ് വെന്റിലേഷൻ
ପ୍ରିରି ମାଟି |,പുൽമേടുള്ള മണ്ണ്
ସଠିକତା,കൃത്യത
ପ୍ରାଥମିକ କଣିକା |,പ്രാഥമിക കണിക
ପ୍ରିଜାମେଟିକ୍ ଗଠନ |,പ്രിസ്മാറ്റിക് ഘടന
ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |,ഉൽപ്പാദനപരമായ ജോലി
ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |,പദ്ധതിയുടെ ന്യായീകരണം
ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |,സംരക്ഷണ പ്രവർത്തനം
ସିଉଡୋ-ମାଇସେଲିୟମ୍ |,കപട-മൈസീലിയം
ପୁଡଲ୍ |,പുഡിൽ
ପଗ୍ କରିବା |,പഗ്ഗിംഗ്
ପୁମିସ୍ |,പ്യൂമിസ്
ପୁଞ୍ଚେନ୍ |,പഞ്ച്യോൺ
ପପୁଟ୍,പാവ
ପୁଟଲଗ୍ |,പുട്ട്ലോഗ്
ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |,പുട്ട്ലോഗ് സ്കാർഫോൾഡ്
ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |,അളവ് തൂക്ക നിരീക്ഷകൻ
କ୍ୱାରି ସପ୍ |,ക്വാറി സ്രവം
କ୍ୱେ,കടവ
ରାଣୀ ବନ୍ଦ,രാജ്ഞി അടച്ചുപൂട്ടൽ
କୁଇନ୍ |,ക്വോയിൻ
ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |,റാഫ്റ്റ് അടിത്തറ
ରାକର୍ |,റാക്കർ
Raking,റാക്കിംഗ്
ବନ୍ଧନ,റാക്കിംഗ് ബോണ്ട്
ଫ୍ଲାସ୍ କରିବା,റാക്കിംഗ് ഫ്ലാഷിംഗ്
ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |,അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്
ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |,വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്
ଲାଲ ପୃଥିବୀ |,ചുവന്ന ഭൂമി
ଲାଲ୍ ଲୋମ୍ |,ചുവന്ന പശിമരാശി
ନିୟାମକ,റെഗുലേറ്റർ
ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |,റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്
ପରିଶୋଧ ଚୁକ୍ତି,തിരിച്ചടവ് കരാർ
ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |,ശേഷിക്കുന്ന ചുരുങ്ങൽ
ଅବଶିଷ୍ଟ ମାଟି |,ശേഷിക്കുന്ന മണ്ണ്
ପ୍ରକାଶ କରନ୍ତୁ |,വെളിപ്പെടുത്തുക
ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |,പിൻ വെളിപ്പെടുത്തുക
ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |,സമനില വെളിപ്പെടുത്തുക
ରିଜ୍,റിഡ്ജ്
ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |,റിഡ്ജ് ക്യാപ്പിംഗ്
ନଦୀ,നദി
