Marathi,Assamese
इंटरस्टिशियल सेलेसिन,অন্তৰ্স্থলীৰ চেলেচিন
भेदक स्टीम थर्मामीटर,পেনেট্ৰেণ্ট ষ্টীম থাৰ্মোমিটাৰ
विभेदक थर्मल विश्लेषक,ডিফাৰেন্সিয়েল থাৰ্মেল এনালাইজাৰ
थर्मामीटर थर्मोइलेक्ट्रिक जोडपे,থাৰ্মোমিটাৰ থাৰ্মোইলেক্ট্ৰিক কাপল
थर्मामीटर थर्मोइलेक्ट्रिक जोडपे,থাৰ্মোমিটাৰ থাৰ্মোইলেক্ট্ৰিক কাপল
थर्मामीटर,থাৰ্মোমিটাৰ
गॅप खिडकीच्या चौकटीचा खालचा आडवा,ফাঁক চিল
तणावग्रस्त गायन,মানসিক চাপযুক্ত কণ্ঠস্বৰ
"विभेदक मार्ग लांबी, विभेदक मार्ग लांबी","পাৰ্থক্য পথৰ দৈৰ্ঘ্য, পাৰ্থক্য পথৰ দৈৰ্ঘ্য"
विभेदक ट्रान्सड्यूसर,ডিফাৰেন্সিয়েল ট্ৰেন্সডুচাৰ
विभेदक वेक्टर,ডিফাৰেন্সিয়েল ভেক্টৰ
विभेदक वेग,ডিফাৰেন্সিয়েল বেগ
व्होल्टेज गेज,ভল্টেজ গেজ
व्यासाचे चाक आणि स्पिंडल,ব্যাসৰ চকা আৰু স্পিণ্ডিল
वेगळे करणे,পাৰ্থক্য কৰা
"भिन्न, भिन्न","পৃথক, পৃথক"
विभेदक नाडी,ডিফাৰেন্সিয়েল পালছ
विभेदक सर्किट,ডিফাৰেন্সিয়েল চাৰ্কিট
"विभेदक जाळी, विभेदक सर्किट","ডিফাৰেন্সিয়েল নেট, ডিফাৰেন্সিয়েল চাৰ্কিট"
"भेदभाव, भिन्नता","পাৰ্থক্য, পাৰ্থক্য"
विभेदक ऑपरेटर,ডিফাৰেন্সিয়েল অপাৰেটৰ
भिन्नता,ডিফাৰেন্সিয়েল
विवर्तन,বিবৰ্তন
कोर विवर्तन,কোৰ বিবৰ্তন
अडथळ्याद्वारे विवर्तन,এটা বাধাৰ মাজেৰে বিবৰ্তন
स्लिट द्वारे विवर्तन,slit দ্বাৰা বিবৰ্তন
विवर्तन बँड,বিবৰ্তন বেণ্ড
विवर्तन जाळी,বিবৰ্তন গ্ৰেটিং
विवर्तन गट,বিবৰ্তন গোট
विवर्तन वातावरण,বিবৰ্তন পৰিৱেশ
जास्तीत जास्त विवर्तन,বিবৰ্তনৰ সৰ্বোচ্চ
किमान विवर्तन,নূন্যতম বিবৰ্তন
विवर्तन चित्र,বিবৰ্তন ছবি
विवर्तन पडदा,বিবৰ্তন পৰ্দা
विवर्तन स्पेक्ट्रम,বিবৰ্তন বৰ্ণালী
उलट करण्यायोग्य विकृती,উলটিব পৰা বিকৃতি
डिफ्रॅक्टोमीटर,বিবৰ্তনমাপক
"पसरवणे (v.) पसरवणे, पसरवणे (v.)","to diffuse (v.) বিস্তাৰ কৰা, বিয়পোৱা (v.)"
पसरलेली घनता,বিক্ষিপ্ত ঘনত্ব
प्रसारित उत्सर्जन,বিক্ষিপ্ত নিৰ্গমন
पसरलेला प्रदीपन,বিক্ষিপ্ত আলোকসজ্জা
डिफ्यूज आयन पातळी,বিক্ষিপ্ত আয়নৰ মাত্ৰা
डिफ्यूज जंक्शन ट्रान्झिस्टर,ডিফ্য়ুজ জংচন ট্ৰেঞ্জিষ্টৰ
डिफ्यूज कमाल,বিক্ষিপ্ত সৰ্বোচ্চ
डिफ्यूज नेबुला,বিক্ষিপ্ত নিহাৰিকা
प्रसारित विकिरण,বিক্ষিপ্ত বিকিৰণ
पसरलेले प्रतिबिंब,বিক্ষিপ্ত প্ৰতিফলন
डिफ्यूज परावर्तक घटक,বিক্ষিপ্ত প্ৰতিফলন কাৰক
पसरलेले अपवर्तन,বিক্ষিপ্ত বিবৰ্তন
डिफ्यूज स्कॅटरिंग,বিক্ষিপ্ত বিক্ষিপ্ততা
डिफ्यूज स्पेक्ट्रम,বিক্ষিপ্ত বৰ্ণালী
डिफ्यूज ट्रान्समिशन,বিক্ষিপ্ত সংক্ৰমণ
"पसरलेले, पसरलेले","বিক্ষিপ্ত, বিক্ষিপ্ত"
डिफ्यूज बँड,বিক্ষিপ্ত বেণ্ড
डिफ्यूजन बेस ट्रान्झिस्टर,প্ৰসাৰণ ভিত্তি ট্ৰেঞ্জিষ্টৰ
प्रसार जंक्शन,প্ৰসাৰণ সংযোগ
डिफ्यूज्ड मेसा ट्रान्झिस्टर,বিক্ষিপ্ত মেছা ট্ৰেঞ্জিষ্টৰ
अस्पष्टता,অস্পষ্টতা
डिफ्यूझर,ডিফ্য়ুজাৰ
डिफ्यूझर कर्षण,ডিফ্য়ুজাৰ ট্ৰেকচন
पसरणारी गळती,ডিফিউজিভ স্পিল
पसरवणे,বিক্ষিপ্ত
प्रसार आयन,প্ৰসাৰণ আয়ন
प्रसारमापक,ডিফিউজনমিটাৰ
"प्रसार, प्रसार","প্ৰসাৰণ, প্ৰসাৰণ"
प्रसार बॅटरी,প্ৰসাৰণ বেটাৰী
प्रसार क्षमता,প্ৰসাৰণ ধাৰণক্ষমতা
प्रसार कक्ष,প্ৰসাৰণ কক্ষ
प्रसार कंस,প্ৰসাৰণ বন্ধনী
प्रसार गुणांक,প্ৰসাৰণৰ সহগ
प्रसार स्थिर,প্ৰসাৰণ ধ্ৰুৱক
प्रसार नियंत्रण,প্ৰসাৰণ নিয়ন্ত্ৰণ
प्रसार नियंत्रित प्रक्रिया,প্ৰসাৰণ নিয়ন্ত্ৰিত প্ৰক্ৰিয়া
प्रसार प्रवाह,প্ৰসাৰণ কাৰেণ্ট
प्रसार इलेक्ट्रोड,প্ৰসাৰণ ইলেক্ট্ৰ&#39;ড
प्रसार समीकरण,প্ৰসাৰণ সমীকৰণ
प्रसार ज्योत,প্ৰসাৰণ শিখা
प्रसार प्रवाह,প্ৰসাৰণ প্ৰবাহ
प्रसार ग्रेडियंट,প্ৰসাৰণ গ্ৰেডিয়েন্ট
"प्रसार लांबी, प्रसार लांबी","প্ৰসাৰণৰ দৈৰ্ঘ্য, প্ৰসাৰণৰ দৈৰ্ঘ্য"
पसरणारा वेग,বিক্ষিপ্ত গতি
गोंधळ प्रसार,বিভ্ৰান্তি প্ৰসাৰণ
प्रसार घटना,প্ৰসাৰণ পৰিঘটনা
प्रसार ध्रुवीकरण,প্ৰসাৰণ মেৰুকৰণ
प्रसार स्टोमोमीटर,প্ৰসাৰণ ষ্টোমোমিটাৰ
"प्रसार क्षमता, प्रसार क्षमता","প্ৰসাৰণ বিভৱ, প্ৰসাৰণ বিভৱ"
प्रसार दबाव कमी,প্ৰসাৰণৰ চাপ হ্ৰাস কৰা
प्रसार प्रक्रिया,প্ৰসাৰণ প্ৰক্ৰিয়া
प्रसार पंप,প্ৰসাৰণ পাম্প
प्रसार प्रतिकार,প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
डिफ्यूसिव्ह हीटिंग इफेक्ट,বিস্তাৰক উত্তাপন প্ৰভাৱ
विखुरलेले पृथक्करण,বিক্ষিপ্ত পৃথকীকৰণ
प्रसार क्षमता,প্ৰসাৰণ ক্ষমতা
प्रसरणीय बाब,বিক্ষিপ্ত পদাৰ্থ
प्रसार,বিস্তাৰ ক্ষমতা
"डिफ्यूझर, डिफ्यूझर","বিস্তাৰক, বিস্তাৰক"
"अंक, डायडेम, बोट","সংখ্যা, ডায়েডেম, আঙুলি"
क्रमांक नियुक्तकर्ता,সংখ্যা নিৰ্ধাৰক
संख्या वर्ण,সংখ্যাৰ আখৰ
संख्यात्मक वेळ मार्ग,সংখ্যাৰ সময় পথ
अंकीय नाडी,সংখ্যাৰ স্পন্দন
क्रमांक वेळ रिंग,নম্বৰ সময় ৰিং
डिजिटल व्होल्टमीटर,ডিজিটেল ভল্টমিটাৰ
डिजिटल संगणक,ডিজিটেল কম্পিউটাৰ
अंकिका दत्त,অংকি দত্ত
अंश,লৱ
डिजिटल आउटपुट,ডিজিটেল আউটপুট
डिजिटल ऐकणे,ডিজিটেল শুনা
डिजिटल रेकॉर्डिंग,ডিজিটেল ৰেকৰ্ডিং
डिजिटल सिम्युलेशन,ডিজিটেল চিমুলেচন
डिजिटल सिम्युलेशन सिद्धांत,ডিজিটেল চিমুলেচন তত্ত্ব
डिजिटल क्रमवारी,ডিজিটেল সজাই পৰাই তোলা
"डिजिटायझर, डिजिटायझर","ডিজিটাইজাৰ, ডিজিটাইজাৰ"
"डिजिटायझेशन, डिजिटायझेशन","ডিজিটেলাইজিং, ডিজিটেলাইজিং"
डिजिटायझर,ডিজিটাইজাৰ
डिजिट्रॉन,ডিজিট্ৰন
अंश,লৱ
diphtaki बेस,ডিফটাকি ভিত্তি
प्रसार,প্ৰসাৰণ
व्हॉल्यूम विस्तार घटक,আয়তন সম্প্ৰসাৰণ উপাদান
व्हॉल्यूम प्रसार लहर,আয়তন প্ৰসাৰণ তৰংগ
विस्तार विकृती,প্ৰসাৰণ বিকৃতি
एक्सोमीटर,এক্সোমিটাৰ
विस्तार,প্ৰসাৰণ
"विस्तार, रुंदी, परिमाण, शक्ती","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
सर्किटचा विस्तार (आकार),বৰ্তনীৰ সম্প্ৰসাৰণ (আকাৰ)
समीकरण परिमाण,সমীকৰণৰ মাত্ৰা
कालावधी,সময়কাল
मितीय,মাত্ৰিক
आयामी समीकरण,মাত্ৰিক সমীকৰণ
आयामी सूत्र,মাত্ৰিক সূত্ৰ
मितीय संख्या,মাত্ৰিক সংখ্যা
मितीय अभिमुखता,মাত্ৰিক অভিমুখীতা
मितीय रक्कम,মাত্ৰিক পৰিমাণ
आयामी स्थिरता,মাত্ৰিক স্থিৰতা
विमा तत्त्व,বীমা নীতি
आयामी सहाय्य,মাত্ৰিক সহায়
मितीय प्रकार,মাত্ৰিক ধৰণ
विमा युनिट,বীমা ইউনিট
आयाम,মাত্ৰাগততা
आयाम नियंत्रण,মাত্ৰা নিয়ন্ত্ৰণ
मोजलेले कॉन्फिगरेशन,স্কেল কৰা সংৰূপ
आकारहीन,মাত্ৰাহীন
अनुलंब निर्देशांक,উলম্ব স্থানাংক
आकारहीन समीकरण,মাত্ৰাহীন সমীকৰণ
अनुलंब विकृती घटक,উলম্ব বিকৃতিৰ উপাদান
वेगवान जोर,দ্ৰুত ঠেলা
तात्काळ वेग,তৎক্ষণাত বেগ
"घसारा, घट","মূল্য হ্ৰাস, হ্ৰাস"
तेजस्वी,উজ্জ্বল
बायन्युट्रॉन,বাইনিউট্ৰন
डायोड,ডাইঅ&#39;ড
डायोड गहाण,ডাইঅ&#39;ড বন্ধকী
डायोड प्रतिरोधक,ডাইঅ&#39;ড ৰেজিষ্টৰ
डायोड हेप्टोड,ডাইঅ&#39;ড হেপ্ট&#39;ড
डायोड लेसर,ডাইঅ&#39;ড লেজাৰ
डायोड मिक्सर,ডাইঅ&#39;ড মিক্সাৰ
डायोड पेंटोड,ডাইঅ&#39;ড পেণ্ট&#39;ড
डायोड प्रतिरोधक,ডাইঅ&#39;ড ৰেজিষ্টৰ
डायोड व्हॅक्यूम रबरी नळी तर्कशास्त्र,ডাইঅ&#39;ড ভেকুৱাম নলী লজিক
डायोड वाल्व,ডাইঅ&#39;ড ভালভ
diopter,ডাইঅপ্টাৰ
डायॉप्टर स्केल,ডাইঅপ্টাৰ স্কেল
अपवर्तक लेन्स,ৰিফ্ৰেক্টিং লেন্স
अपवर्तक भाग,অবাধ্য অংশ
अपवर्तक प्रणाली,বিবৰ্তন ব্যৱস্থা
अपवर्तक दुर्बीण,বিবৰ্তনকাৰী টেলিস্কোপ
अपवर्तन क्षेत्र,বিবৰ্তন অঞ্চল
"धनुष्य, धनुष्य, बुडणे, कुंड","ধনু, ধনু, ডুব যোৱা, ট্ৰাফ"
पडण्याचा कोन,পতনৰ কোণ
कॅलिब्रेटर,মানাংকনকাৰী
तारीख यादी,তাৰিখ তালিকা
क्षितिज रेषा,দিগন্ত ৰেখা
विसर्जन,বিসৰ্জন
डुप्लेक्स ऑपरेशन,ডুপ্লেক্স অপাৰেচন
द्विगुणित,ডিপ্লয়ড
द्विध्रुव,ডাইপোল
दुहेरी अँटेना,ডুৱেল এন্টেনা
द्विध्रुवीय हवाई,বাইপোলাৰ আকাশী
द्विध्रुव अभिसरण,ডাইপোল অভিসৰণ
द्विध्रुव केंद्र,ডাইপোল কেন্দ্ৰ
द्विध्रुवीय समन्वय प्रणाली,ডাইপোল স্থানাংক ব্যৱস্থা
द्विध्रुवीय क्षण,ডাইপোল মুহূৰ্ত
द्विध्रुवीय क्षेत्र,ডাইপোল জ&#39;ন
द्विध्रुवीय संवाद,ডাইপোল পাৰস্পৰিক ক্ৰিয়া
द्विध्रुवीय थर,বাইপোলাৰ স্তৰ
द्विध्रुवीय क्षण,ডাইপোল মুহূৰ্ত
द्विध्रुवीय विकिरण,ডাইপোল বিকিৰণ
द्विध्रुवीय विश्रांती,ডাইপোল শিথিলতা
द्विध्रुवीय पोस्ट,ডাইপোল পোষ্ট
द्विध्रुवीय लहर,ডাইপোল তৰংগ
द्विध्रुवीय-द्विध्रुवीय परस्परसंवाद,ডাইপোল-ডাইপোল পাৰস্পৰিক ক্ৰিয়া
द्विध्रुवीय-द्विध्रुवीय अनुनाद बल,ডাইপোল-ডাইপোল অনুনাদ বল
द्विध्रुवीय-द्विध्रुवीय संज्ञा,ডাইপোল-ডাইপোল পদ
डायरॅक डेल्टा फंक्शन,dirac ডেল্টা ফাংচন
डिराक समीकरण,ডিৰাক সমীকৰণ
dirac फील्ड,ডিৰাক ফিল্ড
डायरॅक-मॅक्सवेल समीकरण,ডিৰাক-মেক্সৱেল সমীকৰণ
dirac पद्धत,dirac পদ্ধতি
dirac सापेक्ष लहर,dirac আপেক্ষিকতাবাদী তৰংগ
"सरळ, सरळ, सरळ, सरळ, समोर","পোন, পোন, পোন, প্ৰত্যক্ষ, সন্মুখত"
"थेट पत्ता, प्राथमिक पत्ता","প্ৰত্যক্ষ ঠিকনা, প্ৰাথমিক ঠিকনা"
थेट बायनरी नोटेशन,প্ৰত্যক্ষ বাইনাৰী সংকেত
अनुलोम सहसंबंध,Anulom সম্পৰ্ক
थेट जोडलेले अॅम्प्लीफायर,ডাইৰেক্ট কাপল্ড এম্প্লিফায়াৰ
थेट वर्तमान,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
डीसी अॅम्प्लीफायर,ডিচি এম্প্লিফায়াৰ
थेट गुंतवणूक,প্ৰত্যক্ষ বিনিয়োগ
"थेट फटका, सरळ फटका","ডাইৰেক্ট হিট, ষ্ট্ৰেইট হিট"
थेट प्रेरण जोडणी,ডাইৰেক্ট ইণ্ডাকচন কাপলিং
थेट व्यापार,প্ৰত্যক্ষ বাণিজ্য
इंट्रा इलेक्ट्रोड कॅपेसिटन्स,ইন্ট্ৰা ইলেক্ট্ৰ&#39;ড কেপাচিটেন্স
सामान्य जाळी,সাধাৰণ জালি
सरळ रेषा,সৰলৰেখা
थेट चुंबकीय विकृत प्रभाव,প্ৰত্যক্ষ চুম্বকীয় বিকৃতকাৰী প্ৰভাৱ
थेट यांत्रिक ट्रांसमिशन,প্ৰত্যক্ষ যান্ত্ৰিক সংবহন
थेट पद्धत,প্ৰত্যক্ষ পদ্ধতি
रस्त्याचा वेग,পথৰ গতি
थेट निरीक्षण,প্ৰত্যক্ষ পৰ্যবেক্ষণ
थेट छायाचित्रण,লাইভ ফটোগ্ৰাফী
"थेट पिकअप, थेट पिकअप","ডাইৰেক্ট পিকআপ, ডাইৰেক্ট পিকআপ"
थेट इलेक्ट्रोस्टॅटिक प्रभाव,প্ৰত্যক্ষ ইলেক্ট্ৰষ্টেটিক প্ৰভাৱ
थेट रेडिएशन लाउडस्पीकर,প্ৰত্যক্ষ বিকিৰণ লাউডস্পীকাৰ
"डायरेक्ट रीड कंडक्टिव्हिटी ब्रिज, डायरेक्ट रीड कंडक्टिव्हिटी ब्रिज","প্ৰত্যক্ষ পঢ়া পৰিবাহীতা দলং, প্ৰত্যক্ষ পঢ়া পৰিবাহীতা দলং"
थेट वाचन साधन,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
थेट वाचक पोटेंशियोमीटर,ডাইৰেক্ট ৰিডাৰ পটেনচিঅ&#39;মিটাৰ
थेट रेकॉर्डिंग,প্ৰত্যক্ষ ৰেকৰ্ডিং
थेट नमुना,প্ৰত্যক্ষ নমুনা সংগ্ৰহ কৰা
थेट स्कॅनिंग,প্ৰত্যক্ষ স্কেনিং
थेट स्कॅनिंग कॅमेरा,ডাইৰেক্ট স্কেনিং কেমেৰা
थेट प्राप्त ध्वनी लहरी,প্ৰত্যক্ষভাৱে গ্ৰহণ কৰা শব্দ তৰংগ
व्हिज्युअल ट्यूब,ভিজুৱেল টিউব
थेट दृष्टी,প্ৰত্যক্ষ দৃষ্টি
प्रिझम,প্ৰিজম
फ्रंट स्पेक्ट्रोस्कोप,ফ্ৰন্ট স্পেকট্ৰস্কোপ
समोर दुर्बीण,সন্মুখত টেলিস্কোপ
साधे वजन,সহজ ওজন কৰা
थेट वर्तमान,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
थेट पळवाट,প্ৰত্যক্ষ লুপ
थेट स्कॅनिंग,প্ৰত্যক্ষ স্কেনিং
"दिशा, दिशा","দিশ, দিশ"
दिशात्मक कोन,দিশগত কোণ
गुणक,বহুগুণক
"डिकोसाइन, डिको-कोसाइन","ডাইকোচিন, ডাইকো-কোচাইন"
मार्गदर्शन,নিৰ্দেশনা দিয়া
निर्धारक विचलन,নিৰ্ধাৰিত বিচ্যুতি
दिशा निर्धार,দিশ নিৰ্ণয় কৰা
दिशा पद्धत,নিৰ্দেশনা পদ্ধতি
दिशात्मक फोकस,দিশগত ফোকাচ
जागा क्रमांक,স্থান সংখ্যা
उत्स्फूर्त चुंबकीकरण दिशा,স্বতঃস্ফূৰ্ত চুম্বকীয়কৰণ দিশ
कमाल दिशा,ৰ দিশটো সৰ্বোচ্চ
प्रक्षेपण दिशा,প্ৰজেকচন দিশ
दिशा गुणोत्तर,দিশ অনুপাত
दिशात्मक कॅल्क्युलेटर,দিশগত কেলকুলেটৰ
"दिशात्मक, दिशात्मक","দিশগত, দিশগত"
दिशात्मक अँटेना,দিশগত এন্টেনা
दिशात्मक (अँटेना) अॅरे,দিশগত (এন্টেনা) এৰে
दिशात्मक बीम,দিশগত ৰশ্মি
दिशात्मक बंधन,দিশগত বন্ধন
दिशात्मक वैशिष्ट्ये,দিশগত বৈশিষ্ট্য
दिशात्मक युग्मक,দিশগত কাপলাৰ
जागा व्युत्पन्न,স্থান ব্যুৎপত্তি
दिशात्मक फोकस,দিশগত ফোকাচ
दिशात्मक लाभ,দিশগত লাভ
दिशात्मक आलेख,দিশগত গ্ৰাফ
दिशात्मक गायरो,দিশগত gyro
दृष्टी विषमता,দৃষ্টিৰ বিষমতা
दिशात्मक व्यक्तिचित्रण,দিশগত বৈশিষ্ট্য নিৰ্ণয়
जागा समता,স্থান সমতা
दिशात्मक तीव्रता,দিশগত তীব্ৰতা
दिशात्मक मायक्रोफोन,দিশগত মাইক্ৰ&#39;ফোন
दिशिक चित्रम,দিশিক চিত্ৰম
दिशात्मक गुणधर्म,দিশগত বৈশিষ্ট্য
दिशात्मक रिसेप्शन,দিশগত অভ্যৰ্থনা
दिशात्मक प्रतिबिंब,দিশগত প্ৰতিফলনশীলতা
दिशात्मक संवेदनशीलता,দিশগত সংবেদনশীলতা
दिशा संवेदनशीलता चित्रम,দিশ সংবেদনশীলতা চিত্ৰম
जागा स्थिरता,স্থানৰ স্থিৰতা
"दिशात्मक, दिशात्मक, दिशात्मक","দিশগত, দিশগত, দিশগত"
दिशात्मक हवाई,দিশগত আকাশী
दिशात्मक आकृती,দিশগত ডায়েগ্ৰাম
"दिशात्मक लाभ, दिशात्मक लाभ","দিশগত লাভ, দিশগত লাভ"
दिशादर्शकता,দিশগততা
दिशा आकृती,দিশৰ ডায়েগ্ৰাম
डायरेक्टिव्हिटी गुणांक,নিৰ্দেশনামূলক সহগ
दिशात्मक लाभ,দিশগত লাভ
"दिशा आकृती, दिशा आकृती","দিশৰ ডায়েগ্ৰাম, দিশৰ ডায়েগ্ৰাম"
"गरम झडप, थेट गरम झडप","উত্তাপিত ভালভ, প্ৰত্যক্ষ উত্তাপিত ভালভ"
अनुक्रमिक गुणोत्तर,ক্ৰমিক অনুপাত
दिशा,দিশ
दिशात्मक क्रिया,দিশগত ক্ৰিয়া
नियामक मंडळ,নিয়ন্ত্ৰণ বৃত্ত
नियंत्रण डेस्क,নিয়ন্ত্ৰণ ডেস্ক
गलिच्छ बॉम्ब,লেতেৰা বোমা
नाडी अक्षम करणे,পালছ নিষ্ক্ৰিয় কৰা
नि:शस्त्रीकरण,নিৰস্ত্ৰকৰণ
"ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क","বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
डिस्क एनोड,ডিস্ক এনোড
"डिस्क अँटेना, सर्कल अँटेना","ডিস্ক এন্টেনা, বৃত্ত এন্টেনা"
डिस्क आर्मेचर,ডিস্ক আৰ্মেচাৰ
डिस्क दुहेरी अपवर्तन,ডিস্ক ডাবল ৰিফ্ৰেকচন
डिस्क रेकॉर्ड,ডিস্ক ৰেকৰ্ড
डिस्क सील नोजल,ডিস্ক ছিল নজেল
डिस्किक वेव्ह मार्ग,ডিস্কিক তৰংগ পথ
"विसर्जन, परफ्यूजन, ब्लीचिंग","বিসৰ্জন, পাৰ্ফিউচন, ব্লিচিং"
विसर्जन बदल गुणांक,বিসৰ্জন পৰিৱৰ্তন সহগ
पाण्यात विसर्जन,পানীত ডুবাই ৰখা
"विसर्जन की, विसर्जन की","বিসৰ্জন চাবি, বিসৰ্জন চাবি"
विसर्जन दिवा,বিসৰ্জন লেম্প
विसर्जन क्षमता,বিসৰ্জন সম্ভাৱনা
विसर्जन ट्यूब,ইমাৰ্জেন্স টিউব
विसर्जन प्रवाह,বিসৰ্জন ধাৰা
शंकूच्या आकाराचे डिस्क अँटेना,কনিকেল ডিস্ক এন্টেনা
अखंड धारण,বিচ্ছিন্ন ধৰি ৰখা
अखंड प्रेरणा,বিচ্ছিন্ন প্ৰেৰণা
प्रथम प्रकार खंडितता,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
अखंड वितरण,বিচ্ছিন্ন বিতৰণ
अखंड कार्य,বিচ্ছিন্ন কাৰ্য্য
पसरलेला प्रकाश,বিক্ষিপ্ত পোহৰ
सतत भार,বিচ্ছিন্ন বোজা
"खंडित अवस्था, खंडित अवस्था","বিচ্ছিন্ন পৰ্যায়, বিচ্ছিন্ন পৰ্যায়"
खंडित स्पेक्ट्रम,বিচ্ছিন্ন বৰ্ণালী
अखंड वेग,বিচ্ছিন্ন বেগ
विसंगती,অমিল
विसंगती,অমিল
"विसंगत, विसंगत, विसंगत","অসামঞ্জস্যপূৰ্ণ, অসঙ্গতিপূৰ্ণ, অসামঞ্জস্যপূৰ্ণ"
दुसरा प्रकार खंडितता,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
"संशोधन, शोध","গৱেষণা, অনুসন্ধান"
विसंगती,অমিল
विश्वासार्हता,বিশ্বাসযোগ্যতা
विसंगत घनता,বিষম ঘনত্ব
कण,কণা
स्वतंत्र प्रणाली,বিচ্ছিন্ন ব্যৱস্থা
कण द्रव्य,কণাযুক্ত পদাৰ্থ
अखंड वितरण,বিচ্ছিন্ন বিতৰণ
स्वतंत्र ऊर्जा स्थिती,বিচ্ছিন্ন শক্তিৰ অৱস্থা
पार्टिक्युलेट जाली,কণাযুক্ত জালি
खंडित वस्तुमान,বিচ্ছিন্ন ভৰ
स्वतंत्र वर्ग,বিচ্ছিন্ন শ্ৰেণী
उच्चारलेले शब्द आकलन,কথিত শব্দ বুজা
विकेंद्रीकरण,বিকেন্দ্ৰীকৰণ
विभेदक घातांक,ডিফাৰেন্সিয়েল এক্সপ’নেণ্ট
वितरण कर,বিতৰণ কৰ
विवेकाधीन रेकॉर्ड,বিবেচনাধীন ৰেকৰ্ড
फ्रॅक्शनल ट्रान्सफॉर्मर,ভগ্নাংশ ট্ৰেন্সফৰ্মাৰ
कण द्रव्य,কণাযুক্ত পদাৰ্থ
भटकी ओळ,বিপথগামী ৰেখা
विखंडन,খণ্ডিতকৰণ
विखंडन ऊर्जा,বিভাজন শক্তি
अवतल अँटेना,অৱতল এন্টেনা
विघटन घटक,দ্ৰৱণীয় কাৰক
"विघटन, दाणेदार","বিভাজন, দানা"
विघटन स्थिर,দ্ৰৱণ ধ্ৰুৱক
अपव्यय ऊर्जा,অপচয় শক্তি
विघटन अर्ध-जीवन,দ্ৰৱীভূত আধাজীৱন
विघटन श्रेणी,দ্ৰৱণীয় পৰিসৰ
अलग गती,বিচ্ছিন্ন গতি
तर्कसंगत ऍडिटीव्ह शोध,যুক্তিসংগত যোগসূত্ৰ অনুসন্ধান
डिस्क झडप,ডিস্ক ভালভ
डिस्क झडप,ডিস্ক ভালভ
"अव्यवस्था, अव्यवस्था, अस्थिभंग, अव्यवस्था","ডিচলকেচন, ডিচলকেচন, ফ্ৰেক্টৰ, ডিচলকেচন"
दोष सापळा,দোষ ফান্দ
वाचा,এফেছিয়া
"फॉल्ट लाइन, फॉल्ट कोर","ফল্ট লাইন, ফল্ট কোৰ"
फॉल्ट लूप,দোষ লুপ
दोष मॉडेल,দোষৰ আৰ্হি
दोष सापळा,দোষ ফান্দ
फॉल्ट नोड,দোষ ন&#39;ড
फॉल्ट बीम,দোষ ৰশ্মি
मागे घेण्यायोग्य मास्ट,ৰিট্ৰেক্টেবল মাষ্ট
"अव्यवस्था, अव्यवस्था, अव्यवस्था","বিকাৰ, বিকাৰ, বিকাৰ"
विकार दबाव,ডিছঅৰ্ডাৰ চাপ
सुप्त विकिरण,সুপ্ত বিকিৰণ
गोंधळ,বিশৃংখলতা
विकार घटना,বিকাৰৰ পৰিঘটনা
"गोंधळ, गोंधळ","বিভ্ৰান্তি, বিভ্ৰান্তি"
संवादक,যোগাযোগকাৰী
खाद्य कॅथोड,ফিড কেথ&#39;ড
"फैलाव मध्यम, फैलाव माध्यम","বিক্ষিপ্তকৰণ মাধ্যম, বিক্ষিপ্তকৰণ মাধ্যম"
विखुरलेले कण,বিক্ষিপ্ত কণা
विखुरलेली अवस्था,বিক্ষিপ্ত অৱস্থা
फैलावणारी यंत्रणा,বিক্ষিপ্ত ব্যৱস্থা
"विखुरलेले, विखुरलेले","বিক্ষিপ্ত, বিক্ষিপ্ত"
फैलाव,বিক্ষিপ্ততা
डायग्राफोमीटर,ডাইগ্ৰাফ&#39;মিটাৰ
परावर्तक,ৰিফ্লেক্টৰ
फैलावणारी यंत्रणा,বিক্ষিপ্ত ব্যৱস্থা
"फैलाव, विखुरणे","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
फैलाव चार्ट,বিক্ষিপ্ততা লেখচিত্ৰ
फैलाव निर्देशांक,বিক্ষিপ্ততা সূচকাংক
फैलाव आकृती,বিক্ষিপ্ততা ডায়েগ্ৰাম
फैलाव प्रभाव,বিক্ষিপ্ততা প্ৰভাৱ
पसरणारा इलेक्ट्रॉन,বিক্ষিপ্ত ইলেক্ট্ৰন
फैलाव घटक,বিক্ষিপ্ততা কাৰক
फैलाव शक्ती,বিক্ষিপ্ততা বল
फैलाव संवाद,বিক্ষিপ্ততা পাৰস্পৰিক ক্ৰিয়া
फैलाव शिडी,বিক্ষিপ্ততা জখলা
फैलाव नियम,বিক্ষিপ্ততা নিয়ম
प्रसार माध्यम,বিক্ষিপ্তকৰণ মাধ্যম
