Telugu,Bengali
కాంప్లిమెంట్-ఆన్-టూ,পরিপূরক অন-টু
పూర్తి క్యారీ,সম্পূর্ণ বহন
పరిపూర్ణత తనిఖీ,সম্পূর্ণতা চেক
పూర్తి ఆపరేషన్,সম্পূর্ণ অপারেশন
పూర్తి దినచర్య,সম্পূর্ণ রুটিন
పూర్తి కోడ్,সমাপ্তি কোড
కాంప్లెక్స్ స్థిరాంకం,জটিল ধ্রুবক
సంక్లిష్ట డేటా,জটিল ডেটা
సంక్లిష్ట డేటా రకం,জটিল ডেটা টাইপ
సంక్లిష్ట నిర్ణయం తీసుకునే అనుకరణ,জটিল সিদ্ধান্ত গ্রহণ সিমুলেশন
సంక్లిష్టత సిద్ధాంతం,জটিলতা তত্ত্ব
సంక్లిష్ట సంఖ్య,জটিল সংখ্যা
భాగం,উপাদান
కాంపోనెంట్ చిరునామా,উপাদান ঠিকানা
కాంపోనెంట్ ప్రాసెసర్,উপাদান প্রসেসর
మిశ్రమ కన్సోల్,যৌগিক কনসোল
కంపోజిటెడ్ సర్క్యూట్,কমপোজিটেড সার্কিট
స్వర బాహ్య విభాగము,যৌগিক বাহ্যিক প্রতীক অভিধান
మిశ్రమ మాడ్యూల్,যৌগিক মডিউল
మిశ్రమ మాడ్యూల్ డేటా సెట్,যৌগিক মডিউল ডেটা সেট
మిశ్రమ ఆపరేటర్,যৌগিক অপারেটর
కూర్పు ఫైల్,রচনা ফাইল
సమ్మేళనం పరిస్థితి,যৌগিক অবস্থা
సమ్మేళనం తార్కిక మూలకం,যৌগিক যৌক্তিক উপাদান
సమ్మేళనం ప్రకటన,যৌগিক বিবৃতি
కంప్రెస్,সংকুচিত
కంప్రెసర్,সংক্ষেপক
రాజీ నెట్,সমঝোতা নেট
కంప్యూటబిలిటీ,গণনাযোগ্যতা
కంప్యూటబుల్ ఫంక్షన్,গণনাযোগ্য ফাংশন
గణన,গণনা
గణన సంక్లిష్టత,গণনীয় জটিলতা
గణన భాషాశాస్త్రం,গণনীয় ভাষাতত্ত্ব
గణన నమూనా,গণনা মডেল
గణన స్థిరత్వం,গণনা স্থায়িত্ব
కంప్యూట్ లిమిటెడ్,গণনা সীমাবদ্ধ
కంప్యూట్ మోడ్,গণনা মোড
కంప్యూటర్,কম্পিউটার
కంప్యూటర్ అడ్మినిస్ట్రేటివ్ రికార్డ్,কম্পিউটার প্রশাসনিক রেকর্ড
కంప్యూటర్ సహాయక రూపకల్పన,কম্পিউটার এর সাহায্যে নকশা
కంప్యూటర్-ఎయిడెడ్ ఇంజనీరింగ్,কম্পিউটার-সহায়ক ইঞ্জিনিয়ারিং
కంప్యూటర్ ఎయిడెడ్ తయారీ,কম্পিউটার এডেড ম্যানুফ্যাকচার
కంప్యూటర్ ఆర్కిటెక్చర్,কম্পিউটার আর্কিটেকচার
కంప్యూటర్ అంకగణితం,কম্পিউটার পাটিগণিত
కంప్యూటర్ ఆర్ట్,কম্পিউটার আর্ট
కంప్యూటర్ సహాయక విద్య,কম্পিউটার সহায়তা শিক্ষা
కంప్యూటర్ సహాయక సూచన,কম্পিউটার সহায়তা নির্দেশ
కంప్యూటర్ సహాయక అభ్యాసం,কম্পিউটার সহায়তা শেখা
కంప్యూటర్ సహాయక నిర్వహణ,কম্পিউটার সহায়তা ব্যবস্থাপনা
కంప్యూటర్ సహాయక బోధన,কম্পিউটার সহায়তা শিক্ষণ
కంప్యూటర్ ఆధారిత ఆటోమేషన్,কম্পিউটার ভিত্তিক অটোমেশন
కంప్యూటర్ ఆధారిత విద్య,কম্পিউটার ভিত্তিক শিক্ষা
కంప్యూటర్ ఆధారిత అభ్యాసం,কম্পিউটার ভিত্তিক শেখা
కంప్యూటర్ బ్యూరో,কম্পিউটার ব্যুরো
కంప్యూటర్ సర్క్యూట్రీ,কম্পিউটার সার্কিটরি
కంప్యూటర్ కోడ్,কম্পিউটার কোড
కంప్యూటర్ కమ్యూనికేషన్,কম্পিউটার যোগাযোগ
కంప్యూటర్ కాన్ఫరెన్సింగ్,কম্পিউটার কনফারেন্সিং
కంప్యూటర్ కాన్ఫిగరేషన్,কম্পিউটার কনফিগারেশন
కంప్యూటర్ కన్సోల్,কম্পিউটার কনসোল
కంప్యూటర్ నియంత్రణ,কম্পিউটার নিয়ন্ত্রণ
కంప్యూటర్ నేరం,কম্পিউটার অপরাধ
కంప్యూటర్ క్రిప్టోగ్రఫీ,কম্পিউটার ক্রিপ্টোগ্রাফি
కంప్యూటర్-ఆధారిత భాష,কম্পিউটার-নির্ভর ভাষা
కంప్యూటర్ డొమైన్,কম্পিউটার ডোমেন
కంప్యూటర్ డ్యూప్లెక్స్,কম্পিউটার দ্বৈত
కంప్యూటర్ సమీకరణం,কম্পিউটার সমীকরণ
కంప్యూటర్ నిపుణుడు,কম্পিউটার বিশেষজ্ঞ
కంప్యూటర్ ఫార్మాటింగ్,কম্পিউটার ফর্ম্যাটিং
కంప్యూటర్ ఆట,কম্পিউটার খেলা
కంప్యూటర్ సృష్టించిన మ్యాప్,কম্পিউটার-উত্পাদিত মানচিত্র
కంప్యూటర్ తరం,কম্পিউটার উত্পাদন
కంప్యూటర్ గ్రాఫిక్స్,কম্পিউটার গ্রাফিক্স
కంప్యూటర్ హార్డ్‌వేర్,কম্পিউটার হার্ডওয়্যার
కంప్యూటర్ స్వతంత్ర భాష,কম্পিউটার স্বাধীন ভাষা
కంప్యూటర్ సూచన,কম্পিউটার নির্দেশনা
కంప్యూటర్  ఇన్స్ట్రక్షన్ కోడ్,কম্পিউটার  নির্দেশ কোড
కంప్యూటర్  ఇన్స్ట్రక్షన్ సెట్,কম্পিউটার  নির্দেশনাবলী
కంప్యూటర్  ఇంటర్ఫేస్ యూనిట్,কম্পিউটার  ইন্টারফেস ইউনিট
కంప్యూటర్‌టి,কম্পিউটারিস্ট
కంప్యూటరీకరణ,কম্পিউটারাইজেশন
కంప్యూటర్ భాష,কম্পিউটার ভাষা
కంప్యూటర్  భాషా చిహ్నం,কম্পিউটার  ভাষা প্রতীক
కంప్యూటర్ లెర్నింగ్,কম্পিউটার লার্নিং
కంప్యూటర్ లెటర్,কম্পিউটার লেটার
కంప్యూటర్ లిమిటెడ్,কম্পিউটার সীমাবদ্ধ
కంప్యూటర్  నిర్వహణ,কম্পিউটার  রক্ষণাবেক্ষণ
కంప్యూటర్  నిర్వహించేది  సూచన,কম্পিউটার  পরিচালিত  নির্দেশ
కంప్యూటర్  మైక్రోగ్రాఫిక్స్,কম্পিউটার  মাইক্রোগ্রাফিক্স
కంప్యూటర్ సంగీతం,কম্পিউটার সংগীত
కంప్యూటర్ నెట్‌వర్క్,কম্পিউটার নেটওয়ার্ক
కంప్యూటర్ సంఖ్యా నియంత్రణ,কম্পিউটার সংখ্যাসূচক নিয়ন্ত্রণ
కంప్యూటర్ ఆపరేషన్,কম্পিউটার অপারেশন
కంప్యూటర్ ఆధారిత భాష,কম্পিউটার ভিত্তিক ভাষা
కంప్యూటర్ అవుట్పుట్,কম্পিউটার আউটপুট
కంప్యూటర్ అవుట్పుట్ మైక్రోఫిల్మ్,কম্পিউটার আউটপুট মাইক্রোফিল্ম
కంప్యూటర్ పనితీరు,কম্পিউটার পারফরম্যান্স
కంప్యూటర్ ప్రింటర్,কম্পিউটার প্রিন্টার
కంప్యూటర్ ప్రోగ్రామ్,কম্পিউটার প্রোগ্রাম
కంప్యూటర్ ప్రోగ్రామ్ ఉల్లేఖనం,কম্পিউটার প্রোগ্রাম টীকা
కంప్యూటర్ ప్రోగ్రామ్ మూలం,কম্পিউটার প্রোগ্রামের উত্স
కంప్యూటర్ సైన్స్,কম্পিউটার বিজ্ঞান
కంప్యూటర్ భద్రత,কম্পিউটার নিরাপত্তা
కంప్యూటర్ షేరింగ్,কম্পিউটার ভাগ করে নেওয়া
కంప్యూటర్ అనుకరణ,কম্পিউটার সিমুলেশন
కంప్యూటర్ సిమ్యులేటర్,কম্পিউটার সিমুলেটর
కంప్యూటర్ సాఫ్ట్ వేర్,কম্পিউটার সফটওয়্যার
కంప్యూటర్ స్పెషలిస్ట్,কম্পিউটার বিশেষজ্ঞ
కంప్యూటర్ సిస్టమ్,কম্পিউটার সিস্টেম
కంప్యూటర్ సిస్టమ్ ఆడిట్,কম্পিউটার সিস্টেম অডিট
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",কম্পিউটার প্রযুক্তি
కంప్యూటర్ టెర్మినల్,কম্পিউটার টার্মিনাল
కంప్యూటర్ సమయం,কম্পিউটার সময়
కంప్యూటర్ పదం,কম্পিউটার শব্দ
కంప్యూటింగ్ సెంటర్,কম্পিউটিং সেন্টার
కంప్యూటింగ్ మూలకం,কম্পিউটিং উপাদান
కంప్యూటింగ్ శక్తి,গননার ক্ষমতা
కంప్యూటింగ్ సిస్టమ్,কম্পিউটিং সিস্টেম
Concatenate,শ্রেণীবদ্ধভাবে সংযুক্ত করা
సంక్షిప్త డేటా సెట్,সংক্ষিপ্ত ডেটা সেট
కన్‌కటేనేటెడ్ కీ,সংক্ষিপ্ত কী
సంక్షిప్తీకరణ,সংক্ষিপ্তকরণ
సంక్షిప్త పాత్ర,সংক্ষিপ্তকরণ চরিত্র
కేంద్రీకృత సందేశం,ঘন বার্তা
ఏకాగ్రత,একাগ্রতা
ఏకాగ్రత,ঘনীভূত
ఏకాగ్రత టెర్మినల్ బఫర్,কনসেন্টেটর টার্মিনাল বাফার
కాన్సెప్ట్ లెర్నింగ్,ধারণা শেখা
సంభావిత నమూనా,ধারণাগত আদর্শ
సమన్వయం,সম্মতি
సమన్వయ,সম্মিলিত
ఏకకాలంలో,একযোগে
ఏకకాలిక ఆపరేషన్,একযোগে অপারেশন
ఏకకాల ప్రాసెసింగ్,একযোগে প্রক্রিয়াজাতকরণ
షరతులతో కూడిన అసెంబ్లీ,শর্তাধীন সমাবেশ
షరతులతో కూడిన అసెంబ్లీ వ్యక్తీకరణ,শর্তসাপেক্ষ সমাবেশ প্রকাশ
షరతులతో కూడిన అసెంబ్లీ సూచన,শর্তসাপেক্ষ সমাবেশ নির্দেশ
షరతులతో కూడిన బ్రాంచ్ బోధన,শর্তাধীন শাখা নির্দেশ
షరతులతో కూడిన బ్రేక్ పాయింట్,শর্তাধীন ব্রেকপয়েন্ট
షరతులతో,শর্তসাপেক্ষ
షరతులతో కూడిన బ్రేక్ పాయింట్ సూచన,শর্তাধীন ব্রেকপয়েন্ট নির্দেশ
షరతులతో కూడిన ఎంట్రోపీ,শর্তাধীন এনট্রপি
షరతులతో కూడిన వ్యక్తీకరణ,শর্তযুক্ত অভিব্যক্তি
షరతులతో కూడిన చిక్కు ఆపరేషన్,শর্তাধীন জড়িত অপারেশন
షరతులతో కూడిన సమాచార కంటెంట్,শর্তাধীন তথ্য সামগ্রী
షరతులతో కూడిన జంప్,শর্তাধীন জাম্প
షరతులతో కూడిన జంప్ సూచన,শর্তসাপেক্ষ জাম্প নির্দেশ
షరతులతో కూడిన ఆపరేటర్,শর্তসাপেক্ষ অপারেটর
షరతులతో కూడిన ప్రకటన,শর্তযুক্ত বিবৃতি
షరతులతో కూడిన స్టాప్ సూచన,শর্তাধীন স্টপ নির্দেশ
షరతులతో కూడిన బదిలీ సూచన,শর্তাধীন স্থানান্তর নির্দেশ
షరతులతో కూడిన వేరియబుల్,শর্তাধীন পরিবর্তনশীল
కండిషన్ సెల్,শর্ত সেল
కండిషన్ కోడ్,শর্ত কোড
కండిషన్డ్ సర్క్యూట్,কন্ডিশনড সার্কিট
కండిషనింగ్,কন্ডিশনার
కండిషనింగ్ పరికరాలు,কন্ডিশনার সরঞ্জাম
కండిషన్ జాబితా,শর্ত তালিকা
కండిషన్ పేరు,শর্তের নাম
కండిషన్ పేరు పరిస్థితి,শর্তের নাম শর্ত
కండిషన్ ఉపసర్గ,শর্ত উপসর্গ
సమావేశ నియంత్రణ (= సున్నితత్వ నియంత్రణ),সম্মেলন নিয়ন্ত্রণ (= সংবেদনশীলতা নিয়ন্ত্রণ)
విశ్వసనీయ స్థాయి,আত্মবিশ্বাস এর ধাপ
గోప్యత,গোপনীয়তা
ఆకృతీకరణ,কনফিগারেশন
కాన్ఫిగరేషన్ విభాగం,কনফিগারেশন বিভাগ
నిర్ధారణ,নিশ্চিতকরণ
గందరగోళ మాతృక,বিভ্রান্তি ম্যাট্রিক্স
రద్దీ,যানজট
సంయోగం,সংযোগ
కనెక్ట్ చేయబడిన సూచన,সংযুক্ত রেফারেন্স
కనెక్ట్ చేయబడిన నిల్వ,সংযুক্ত স্টোরেজ
ఫంక్షన్‌ను కనెక్ట్ చేయండి,সংযোগ ফাংশন
అమరికను కనెక్ట్ చేస్తోంది,সংযোগ ব্যবস্থা
అమరిక సేవను కనెక్ట్ చేస్తోంది,সংযোগ ব্যবস্থা পরিষেবা
కనెక్షన్,সংযোগ
కనెక్టివ్,সংযোগকারী
కనెక్టర్,সংযোগকারী
సమయాన్ని కనెక్ట్ చేయండి,সময় সংযোগ
వరుసగా,একটানা
వరుస ఆపరేషన్,একটানা অপারেশন
వరుస సీక్వెన్స్ కంప్యూటర్,ধারাবাহিক ক্রম কম্পিউটার
పర్యవసానంగా స్థిరత్వ తనిఖీని కనుగొనడం,ফলাফল ধারাবাহিকতা চেক সন্ধান
కన్సోల్,কনসোল
కన్సోల్ వర్డ్-ప్రాసెసింగ్ పరికరాలు,কনসোল ওয়ার্ড-প্রসেসিং সরঞ্জাম
ఏకీకరణ,একত্রীকরণের
కన్సాలిడేటర్,একীভূত
స్థిరమైన ప్రాంతం,ধ্রুবক অঞ্চল
స్థిరమైన సూచన,অবিচ্ছিন্ন নির্দেশ
స్థిరమైన పొడవు ఫీల్డ్,ধ্রুবক দৈর্ঘ্যের ক্ষেত্র
స్థిరమైన నిష్పత్తి కోడ్,ধ্রুবক অনুপাত কোড
స్థిరమైన నిల్వ,ধ্রুবক স্টোরেজ
స్థిరమైన పదం,অবিচ্ছিন্ন শব্দ
నిర్బంధ సమితి,সীমাবদ্ধ সেট
పరిమితి,সীমাবদ্ধতা
టెక్స్ట్ ఉంది,পাঠ্য রয়েছে
విషయము,বিষয়বস্তু
కంటెంట్ చిరునామా నిల్వ (= అసోసియేటివ్ స్టోరేజ్),সামগ্রী ঠিকানা স্টোরেজ (= সহযোগী স্টোরেজ)
విషయ విశ్లేషణ,বস্তু বিশ্লেষণ
వివాదాస్పద,বিতর্ক
వివాద వ్యవస్థ,বিতর্ক ব্যবস্থা
విషయాల జాబితా,বিষয়বস্তু তালিকা
సందర్భం,প্রসঙ্গ
సందర్భ సవరణ,প্রসঙ্গ সম্পাদনা
కాంటెక్స్ట్ ఎడిటర్,প্রসঙ্গ সম্পাদক
సందర్భ ఉచిత భాష,প্রসঙ্গ মুক্ত ভাষা
సందర్భ ఉచిత నిర్మాణం,প্রসঙ্গ মুক্ত কাঠামো
సందర్భ సున్నితమైన భాష,প্রসঙ্গ সংবেদনশীল ভাষা
సందర్భోచిత ప్రకటన,প্রাসঙ্গিক ঘোষণা
ఆకస్మిక విధానం,কন্টিনজেন্সি পদ্ধতি
కొనసాగింపు కార్డు,ধারাবাহিকতা কার্ড
కొనసాగింపు తనిఖీ,ধারাবাহিকতা চেক
నిరంతర రూపం,অবিচ্ছিন্ন ফর্ম
నిరంతర ఫారమ్ కార్డ్,অবিচ্ছিন্ন ফর্ম কার্ড
నిరంతర రూపాలు కాగితం,অবিচ্ছিন্ন ফর্ম কাগজ
నిరంతర ప్రక్రియ నియంత్రణ,অবিচ্ছিন্ন প্রক্রিয়া নিয়ন্ত্রণ
నిరంతర అనుకరణ,অবিচ্ছিন্ন সিমুলেশন
నిరంతర సిస్టమ్ మోడలింగ్ ప్రోగ్రామ్,অবিচ্ছিন্ন সিস্টেম মডেলিং প্রোগ্রাম
నిరంతర వ్యవస్థ అనుకరణ భాష,অবিচ্ছিন্ন সিস্টেম সিমুলেশন ভাষা
ఆకృతి మోడల్,কনট্যুর মডেল
విరుద్ధంగా,বিপরীতে
కాంట్రాస్ట్ పదునుపెట్టడం,বিপরীতে তীক্ষ্ণকরণ
నియంత్రణ,নিয়ন্ত্রণ
నియంత్రణ ప్రాంతం,নিয়ন্ত্রণ অঞ্চল
నియంత్రణ బిట్,বিট নিয়ন্ত্রণ করুন
కంట్రోల్ బ్లాక్,নিয়ন্ত্রণ ব্লক
కంట్రోల్ బస్సు,নিয়ন্ত্রণ বাস
నియంత్రణ బైట్,নিয়ন্ত্রণ বাইট
నియంత్రణ కార్డు,নিয়ন্ত্রণ কার্ড
నియంత్రణ అక్షరం,নিয়ন্ত্রণ চরিত্র
కంట్రోల్ సర్క్యూట్,নিয়ন্ত্রণ বর্তনী
నియంత్రణ గుమస్తా,নিয়ন্ত্রণ ক্লার্ক
కంట్రోల్ కమాండ్ లాంగ్వేజ్,কমান্ড ভাষা নিয়ন্ত্রণ করুন
కంట్రోల్ కంప్యూటర్,কম্পিউটার নিয়ন্ত্রণ করুন
కంట్రోల్ కౌంటర్,নিয়ন্ত্রণ কাউন্টার
నియంత్రణ చక్రం,নিয়ন্ত্রণ চক্র
డేటాను నియంత్రించండి,ডেটা নিয়ন্ত্রণ করুন
నియంత్రణ నిఘంటువు,নিয়ন্ত্রণ অভিধান
కంట్రోల్ ఇంజనీరింగ్,নিয়ন্ত্রণ ইঞ্জিনিয়ারিং
నియంత్రణ ఫీల్డ్,নিয়ন্ত্রণ ক্ষেত্র
కంట్రోల్ ఫార్మాట్ అంశం,ফর্ম্যাট আইটেম নিয়ন্ত্রণ করুন
నియంత్రణ ఫంక్షన్,নিয়ন্ত্রণ ফাংশন
నియంత్రణ శీర్షిక,নিয়ন্ত্রণ শিরোনাম
నియంత్రణ రంధ్రం,নিয়ন্ত্রণ গর্ত
నియంత్రణ సూచన,নিয়ন্ত্রণ নির্দেশ
నియంత్రణ సూచనల రిజిస్టర్,নিয়ন্ত্রণ নির্দেশিকা নিবন্ধ
నియంత్రణ భాష,নিয়ন্ত্রণ ভাষা
నియంత్రిత పరామితి,নিয়ন্ত্রিত প্যারামিটার
నియంత్రిత నిల్వ కేటాయింపు,নিয়ন্ত্রিত স্টোরেজ বরাদ্দ
నియంత్రిత వేరియబుల్,নিয়ন্ত্রিত পরিবর্তনশীল
నియంత్రిత పదజాలం,নিয়ন্ত্রিত শব্দভাণ্ডার
నియంత్రిక,নিয়ামক
నియంత్రిక ఫంక్షన్,নিয়ামক ফাংশন
నియంత్రణ రేఖ,নিয়ন্ত্রণ লাইন
నియంత్రణ తర్కం,নিয়ন্ত্রণ যুক্তি
కంట్రోల్ లూప్,নিয়ন্ত্রণ লুপ
నియంత్రణ గుర్తు,নিয়ন্ত্রণ চিহ্ন
కంట్రోల్-మాసేజ్ డిస్ప్లే,নিয়ন্ত্রণ-ম্যাসেজ ডিসপ্লে
మైక్రోప్రోగ్రామింగ్‌ను నియంత్రించండి,মাইক্রোপ্রোগ্রামিং নিয়ন্ত্রণ করুন
నియంత్రణ మోడ్,নিয়ন্ত্রণ মোড
నియంత్రణ సంఖ్య,নিয়ন্ত্রণ সংখ্যা
నియంత్రణ లక్ష్యం,উদ্দেশ্য নিয়ন্ত্রণ
నియంత్రణ ఆపరేషన్,নিয়ন্ত্রণ অপারেশন
కంట్రోల్ ఆపరేటర్,নিয়ন্ত্রণ অপারেটর
కంట్రోల్ ఆపరేటర్ యొక్క టెర్మినల్,অপারেটরের টার্মিনাল নিয়ন্ত্রণ করুন
నియంత్రణ ప్యానెల్,নিয়ন্ত্রণ প্যানেল
నియంత్రణ పాయింట్,নিয়ন্ত্রণ পয়েন্ট
నియంత్రణ ముద్రణ,নিয়ন্ত্রণ মুদ্রণ
నియంత్రణ కార్యక్రమం,নিয়ন্ত্রণ প্রোগ্রাম
కంట్రోల్ పంచ్,পাঞ্চ নিয়ন্ত্রণ করুন
నియంత్రణ రికార్డు,নিয়ন্ত্রণ রেকর্ড
నియంత్రణ రిజిస్టర్,নিয়ন্ত্রণ নিবন্ধ
నియంత్రణ దినచర్య,নিয়ন্ত্রণ রুটিন
నియంత్రణ విభాగం,নিয়ন্ত্রণ বিভাগ
నియంత్రణ క్రమం,নিয়ন্ত্রণ ক্রম
నియంత్రణ స్పెసిఫికేషన్,স্পেসিফিকেশন নিয়ন্ত্রণ করুন
కంట్రోల్ స్టాక్,নিয়ন্ত্রণ স্ট্যাক
నియంత్రణ ప్రమాణం,নিয়ন্ত্রণ মান
నియంత్రణ ప్రకటన,নিয়ন্ত্রণ বিবৃতি
కంట్రోల్ స్టేషన్,নিয়ন্ত্রণ স্টেশন
నియంత్రణ నిల్వ,নিয়ন্ত্রণ স্টোরেজ
నియంత్రణ నిల్వ సేవ్,নিয়ন্ত্রণ স্টোরেজ সংরক্ষণ করুন
నియంత్రణ స్విచ్,কন্ট্রোল সুইচ
నియంత్రణ వ్యవస్థ,নিয়ন্ত্রণ ব্যবস্থা
కంట్రోల్ టేప్,টেপ নিয়ন্ত্রণ করুন
నియంత్రణ సాంకేతికత,নিয়ন্ত্রণ কৌশল
నియంత్రణ టెర్మినల్,টার্মিনাল নিয়ন্ত্রণ করুন
మొత్తం నియంత్రణ,মোট নিয়ন্ত্রণ
నియంత్రణ బదిలీ ప్రకటన,নিয়ন্ত্রণ স্থানান্তর বিবৃতি
నియంత్రణ యూనిట్,নিয়ন্ত্রণ ইউনিট
నియంత్రణ వేరియబుల్,পরিবর্তনশীল নিয়ন্ত্রণ
నియంత్రణ వాల్యూమ్,নিয়ন্ত্রণ ভলিউম
నియంత్రణ పదం,শব্দ নিয়ন্ত্রণ
కన్వెన్షన్,সম্মেলন
కన్వెన్షన్ పరికరాలు,কনভেনশন সরঞ্জাম
కన్వర్జెన్స్,রূপান্তর
సంభాషణ,কথোপকথন
సంభాషణ,কথোপকথন
సంభాషణ బీజగణిత భాష,কথোপকথন বীজগণিত ভাষা
సంభాషణ కంపైలర్,কথোপকথন সংকলক
సంభాషణ కంప్యూటింగ్,কথোপকথন কম্পিউটিং
సంభాషణ భాష,কথোপকথন ভাষা
సంభాషణ మోడ్,কথোপকথন মোড
సంభాషణ వ్యవస్థ,কথোপকথন সিস্টেম
సంభాషణ టెర్మినల్,কথোপকথন টার্মিনাল
సంభాషణ సమయం భాగస్వామ్యం,কথোপকথন সময় ভাগ করে নেওয়া
మార్పిడి,রূপান্তর
మార్పిడి ఖర్చు,না হবে
మార్పిడి పరికరం,রূপান্তর ডিভাইস
మార్పిడి మోడ్,রূপান্তর মোড
మార్పిడి దినచర్య,রূপান্তর রুটিন
మార్చండి,রূপান্তর
కన్వర్టర్,রূপান্তরকারী
కుంభాకార ప్రోగ్రామింగ్,উত্তল প্রোগ্রামিং
కోఆర్డినేట్ చిరునామా మెమరీ,সম্বোধন স্মৃতি সমন্বয়
డేటాను సమన్వయం చేయండి,সমন্বয় ডেটা
జ్యామితి భాష సమన్వయం,জ্যামিতি ভাষা সমন্বয়
గ్రాఫిక్స్ సమన్వయం,গ্রাফিক্স সমন্বয়
సమన్వయ నెట్‌వర్క్,সমন্বয় নেটওয়ার্ক
సమన్వయ సమయ స్కేల్,সময় স্কেল সমন্বয়
కాపీ,অনুলিপি
కార్డ్‌లెస్ ప్లగ్,কর্ডলেস প্লাগ
కార్డోనియర్ వ్యవస్థ,কর্ডোনিয়ার সিস্টেম
కోర్,মূল
కోర్ డంప్,কোর ডাম্প
కోర్ చిత్రం,মূল চিত্র
కోర్ ఇమేజ్ లైబ్రరీ,কোর ইমেজ লাইব্রেরি
కోర్ మెమరీ,মূল স্মৃতি
కోర్ నెట్‌వర్క్,কোর নেটওয়ার্ক
సహ-నివాస,সহ-বাসিন্দা
కోర్ నిల్వ,কোর স্টোরেজ
కోర్ సిస్టమ్,কোর সিস্টেম
సహ-రూటిన్,সহ-রুটিন
సరైనది మరియు కాపీ,সঠিক এবং অনুলিপি
ఫీచర్ సరిదిద్దడం,সংশোধন বৈশিষ্ট্য
దిద్దుబాటు,সংশোধন
దిద్దుబాటు సమాచారం,সংশোধন তথ্য
దిద్దుబాటు నిర్వహణ,সংশোধনী রক্ষণাবেক্ষণ
దిద్దుబాటు నిర్వహణ సమయం,সংশোধনমূলক রক্ষণাবেক্ষণের সময়
వ్యయ విశ్లేషణ,খরচ বিশ্লেষণ
ఖర్చు-కేంద్రం అకౌంటింగ్,ব্যয়-কেন্দ্র অ্যাকাউন্টিং
కౌంట్,গণনা
కౌంటర్,কাউন্টার
కౌంటర్ ఇన్హిబిట్,কাউন্টার ইনহিবিট
కౌంట్-కీ-డేటా పరికరం,কাউন্ট-কী-ডেটা ডিভাইস
దేశం కోడ్,কান্ট্রি কোড
క్లిష్టమైన మార్గం పద్ధతి,জটিল পথ পদ্ধতি
క్రాస్ బార్ స్విచ్,ক্রস বার সুইচ
క్రాస్ బార్ సిస్టమ్,ক্রস বার সিস্টেম
మరొక్కసారి పరిశీలించు,ক্রস চেক
క్రాస్ కంపైలర్,ক্রস সংকলক
క్రాస్ డొమైన్ కమ్యూనికేషన్,ক্রস ডোমেন যোগাযোগ
క్రాస్ ఫైర్,ক্রস ফায়ার
క్రాస్ ఫుట్,ক্রস পা
క్రాస్ ఫుటింగ్ పరీక్ష,ক্রস পাদদেশ পরীক্ষা
క్రాస్ పాయింట్ అర్రే,ক্রস পয়েন্ট অ্যারে
క్రాస్ సెక్షనల్ పరీక్ష,ক্রস বিভাগীয় পরীক্ষা
శ్రేణి యొక్క క్రాస్ సెక్షన్,একটি অ্যারের ক্রস বিভাগ
క్రాస్ సాఫ్ట్‌వేర్,ক্রস সফ্টওয়্যার
క్రాస్ సబ్‌రియా లింక్,ক্রস সুবেরিয়া লিঙ্ক
క్రాస్ టాక్,ক্রস টক
క్రాస్ ట్రాకింగ్,ক্রস ট্র্যাকিং
రద్దీ,ভিড়
క్రయోజెనిక్స్,ক্রায়োজেনিক্স
క్రయోజెనిక్ నిల్వ,ক্রায়োজেনিক স্টোরেজ
క్రయోజెనిక్ స్టోర్,ক্রায়োজেনিক স্টোর
క్రియోస్టాట్,ক্রিস্ট্যাট
క్రియోట్రాన్,ক্রিওট্রন
క్రిప్టోగ్రాఫిక్,ক্রিপ্টোগ্রাফিক
క్రిప్టోగ్రాఫిక్ అల్గోరిథం,ক্রিপ্টোগ্রাফিক অ্যালগরিদম
క్రిప్టోగ్రఫీ,ক্রিপ্টোগ্রাফি
సంచిత సూచిక,ক্রমবর্ধমান সূচক
కరెన్సీ చిహ్నం,মুদ্রার প্রতীক
ప్రస్తుత బీమ్ స్థానం,বর্তমান মরীচি অবস্থান
ప్రస్తుత కనెక్ట్ సమూహం,বর্তমান সংযোগ গ্রুপ
ప్రస్తుత తరం,বর্তমান প্রজন্ম
ప్రస్తుత సూచన  రిజిస్టర్,বর্তমান নির্দেশ  নিবন্ধন
ప్రస్తుత లైన్  పాయింటర్,বর্তমান লাইন  পয়েন্টার
ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్),বর্তমান লুপ (=  বর্তমান অ্যান্টিনোড)
ప్రస్తుత మోడ్ లాజిక్,বর্তমান মোড যুক্তি
ప్రస్తుత రికార్డు,বর্তমান রেকর্ড
కర్సర్,কার্সার
కర్సర్ కంట్రోల్ కీ,কার্সার নিয়ন্ত্রণ কী
కర్టేట్,পর্দা
కర్వ్ అనుచరుడు,বক্ররেখা অনুসরণকারী
కుషన్,কুশন
కస్టమర్ యాక్సెస్ ప్రాంతం,গ্রাহক অ্যাক্সেস অঞ্চল
కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్,গ্রাহক তথ্য নিয়ন্ত্রণ ব্যবস্থা
