Kannada,Tamil
ಡೆಡ್ಲಾಕ್ ತಡೆಗಟ್ಟುವಿಕೆ,முட்டுக்கட்டை தடுப்பு
ದೋಷ ತೆರವು,குறைபாடு நீக்கம்
"1. ಜಡ್ಜ್‌ಮೆಂಟ್ ಸೆಲ್, 2. ಜಡ್ಜ್‌ಮೆಂಟ್ ಬಾಕ್ಸ್","1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி"
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,முடிவெடுக்கும் செயல்முறை
ನಿರ್ಧಾರ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ,முடிவு ஆதரவு அமைப்பு
ನಿರ್ಧಾರ ಮರ,முடிவு மரம்
"1. ಡಿಕೋಡರ್, 2. ಡಿಕೋಡರ್","1. குறிவிலக்கி, 2. குறிவிலக்கி"
ವಿಸರ್ಜನೆಯ ತತ್ವ,கலைப்பு கொள்கை
ಡಿಕೋಡಿಂಗ್,டிகோடிங்
ಮೀಸಲಾದ ವ್ಯವಸ್ಥೆ,அர்ப்பணிக்கப்பட்ட அமைப்பு
ಮೀಸಲಾದ ಪತ್ರಿಕಾ,அர்ப்பணிக்கப்பட்ட பத்திரிகை
ಇಮ್ಯುನೈಸೇಶನ್ ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್ (DDN),நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN)
ರೋಗನಿರೋಧಕ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,நோய்த்தடுப்பு தகவல் அமைப்பு
ಏಕೀಕರಣ,ஒருங்கிணைப்பு
ವಿಳಂಬ,தாமதம்
ವಿಳಂಬ ಕೌಂಟರ್,தாமத கவுண்டர்
ವಿಳಂಬ ಸಮಯ,தாமத நேரம்
"1.ಅಳಿಸು, 2.ಅಳಿಸು","1.நீக்கு, 2.நீக்கு"
ಅಳಿಸುವಿಕೆ ದಾಖಲೆ,நீக்குதல் பதிவு
ಡಿಲಿಮಿಟರ್,பிரிப்பான்
ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್,டெல்டா பண்பேற்றம்
ವಿನಂತಿ ಪುಟ,கோரிக்கை பக்கம்
ಪ್ರದರ್ಶನ,செயல்திறன்
ಡಿಮೋಡ್ಯುಲೇಶನ್,டிமாடுலேஷன்
ವಿ-ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,வி-மல்டிபிளெக்சர்
ಅಸಾಧಾರಣೀಕರಣ,இயல்புநிலைப்படுத்தல்
"1. ಸಾಂದ್ರತೆ, 2. ಸಾಂದ್ರತೆ","1. அடர்த்தி, 2. அடர்த்தி"
"1. ಅವಲಂಬನೆ, 2. ಅವಲಂಬನೆ","1. சார்பு, 2. சார்பு"
ಅವಲಂಬಿತ ಘಟಕ,சார்பு அலகு
ಸಾಲು,வரிசை
"1. dereference, 2. dereference","1. dereference, 2. dereference"
ಪಡೆದ ಮರ,பெறப்பட்ட மரம்
ಪಡೆದ ಕ್ಷೇತ್ರ,பெறப்பட்ட புலம்
ಅವರೋಹಣ ರೀತಿಯ,இறங்கு வகை
ವಿನ್ಯಾಸ,வடிவமைப்பு
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,மேசை கால்குலேட்டர்
ಡೆಸ್ಕ್ಟಾಪ್ ಕಂಪ್ಯೂಟರ್ಗಳು,டெஸ்க்டாப் கணினிகள்
ಡೆಸ್ಕ್ಟಾಪ್ ಪ್ರಸ್ತುತಿ,டெஸ்க்டாப் விளக்கக்காட்சி
ಡೆಸ್ಕ್ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್,டெஸ்க்டாப் வெளியீடு
ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ,டெஸ்க்டாப் வீடியோ
ತಲುಪಬೇಕಾದ ವಿಳಾಸ,இலக்கு முகவரி
"1. ವಿಧ್ವಂಸಕ, 2. ವಿಧ್ವಂಸಕ","1. அழிப்பவர், 2. அழிப்பவர்"
ನಿರ್ಣಾಯಕ ಸ್ವಯಂಚಾಲಿತ,தீர்மானிக்கும் தானியங்கு
ಡೆವಲಪರ್,டெவலப்பர்
ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ,வளர்ச்சி அமைப்பு
ಸಾಧನ,சாதனம்
ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ,சாதன கட்டுப்பாட்டு அலகு
ಸಾಧನ ನಿಯಂತ್ರಕ,சாதனம் கட்டுப்படுத்தி
ಸಾಧನ ನಿರ್ವಹಣೆ,சாதன மேலாண்மை
ಸಾಧನ ಮೋಡ್,சாதன முறை
ರೋಗನಿರ್ಣಯ,நோய் கண்டறிதல்
ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ,கண்டறியும் அமைப்பு
"1. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್, 2. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್","1. கண்டறிதல், 2. கண்டறிதல்"
ರೇಖಾಚಿತ್ರ,வரைபடம்
ಡಯಲ್ ಮಾಡಿ,டயல்
ಡಯಲ್ ಲೈನ್,டயல் வரி
ಡಯಲ್ ಟೋನ್,டயல் தொனி
ಡಯಲ್ ಅಪ್ ಮಾಡಿ,அழைக்கவும்
"1. ಸಂಭಾಷಣೆ, 2. ಸಂಭಾಷಣೆ","1. உரையாடல், 2. உரையாடல்"
ಸಂಭಾಷಣೆ ಕೊಠಡಿ,உரையாடல் அறை
ಡಯಲಪ್ ಮೋಡೆಮ್,டயல்அப் மோடம்
ವಿಮೆ,காப்பீடு
ನಿಘಂಟು,அகராதி
"1. ಭೇದಾತ್ಮಕ, 2. ವ್ಯತ್ಯಾಸ","1. வேறுபாடு, 2. வேறுபாடு"
ಸಂಖ್ಯಾತ್ಮಕ,எண்ணியல்
ಡಿಜಿಟಲ್ ವ್ಯವಸ್ಥೆ,டிஜிட்டல் அமைப்பு
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,டிஜிட்டல் சுற்று
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,டிஜிட்டல் கணினி
"1.ಡಿಜಿಟಲ್ ಡೇಟಾ, 2.ಡಿಜಿಟಲ್ ಡೇಟಾ","1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா"
ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ,டிஜிட்டல் வசதி
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,டிஜிட்டல் வடிகட்டி
ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ,டிஜிட்டல் நூலகம்
ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಷನ್,டிஜிட்டல் பண்பேற்றம்
"1. ಡಿಜಿಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2. ಡಿಜಿಟಲ್ ಮಾನಿಟರ್","1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்"
ಡಿಜಿಟಲ್ ಚಿತ್ರ,டிஜிட்டல் படம்
"1. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್, 2. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್","1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்"
ಡಿಜಿಟಲ್ ಸ್ವಿಚ್,டிஜிட்டல் சுவிட்ச்
ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ,டிஜிட்டல் அனலாக் மாற்றி
ಡಿಜಿಟಲೀಕರಣ,டிஜிட்டல் மயமாக்கல்
ಡಿಜಿಟಲೀಕರಣ,டிஜிட்டல் மயமாக்கல்
ಡಿಜಿಟೈಸರ್,இலக்கமாக்கி
ಡಯೋಡ್,டையோடு
ಮೊದಲ ನೋಟ,முதன்மையான தோற்றம்
ನೇರ ವಿಳಾಸ,நேரடி முகவரி
ನೇರ ಪರಿವರ್ತನೆ,நேரடி மாற்றம்
ನೇರ ಜೋಡಣೆ,நேரடி இணைப்பு
"1. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ, 2. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)","1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)"
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),நேரடி நினைவக அணுகல் (DMA)
ನೇರ ವಿಧಾನ,நேரடி முறை
ನಿರ್ದೇಶನಗಳು,திசைகள்
ಡೈರೆಕ್ಟರಿ,அடைவு
"1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್","1. அடைவு சேவையகம், 2. அடைவு சேவையகம்"
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,அடைவு சேவை
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,முடியவில்லை
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,சமிக்ஞையை முடக்குகிறது
"1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ","1. துண்டித்தல், 2. துண்டித்தல்"
"1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್","1. தனித்தனி, 2. தனித்தனி"
"1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್","1. வட்டு, 2. வட்டு"
"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ","1. வட்டு முகவரி, 2. வட்டு முகவரி"
"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ","1. வட்டு வரிசை, 2. வட்டு வரிசை"
"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ","1. வட்டு திறன், 2. வட்டு திறன்"
"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್","1. வட்டு இயக்கி, 2. வட்டு இயக்கி"
ಡಿಸ್ಕ್ ಫೈಲ್,வட்டு கோப்பு
"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ","1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்"
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS),வட்டு இயக்க முறைமை (DoS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್,வட்டு தொகுப்பு
"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್","1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்"
"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ","1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு"
ಡಿಸ್ಕೆಟ್,வட்டு
ಪ್ರದರ್ಶನ ಫೈಲ್,காட்சி கோப்பு
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,காட்சி படத்தை
ವಿಲೇವಾರಿ,அகற்றல்
ದೂರ,தூரம்
ದೂರ ಕಾರ್ಯ,தூர செயல்பாடு
ಅಸ್ಪಷ್ಟತೆ,திரித்தல்
ವಿತರಿಸಲಾಯಿತು,வழங்கப்பட்டது
ವಿತರಿಸಿದ ಡೇಟಾ,விநியோகிக்கப்பட்ட தரவு
ವಿತರಿಸಿದ ಸರ್ವರ್,விநியோகிக்கப்பட்ட சேவையகம்
"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್","1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு"
ವಿತರಕ,விநியோகஸ்தர்
ದಾಖಲೆ,ஆவணம்
ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ,அங்கீகாரம் பெற்ற ஆவணம்
"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ","1. ஆவண சாளரம், 2. ஆவண சாளரம்"
ದಸ್ತಾವೇಜನ್ನು,ஆவணங்கள்
"ಡೊಮೇನ್, ಡೊಮೇನ್","களம், களம்"
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,டொமைன் பெயர்
"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்"
"ಕೆಳಗೆ, ಕೆಳಗೆ","கீழ், கீழே"
"1.ಅವಲಿಂಕ್, 2.ಚದರ","1.அவலின்க், 2.சதுரம்"
ಡೌನ್ಲೋಡ್,பதிவிறக்க Tamil
ಡೌನ್‌ಲೋಡ್ ಸಮಯ,பதிவிறக்க நேரம்
ಎಳೆತ,இழுவை
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (டைனமிக் ரேம்)
ಹರಿವು,ஓட்டம்
ಚಾಲಕ,இயக்கி
ಎಲೆಗಳು,இலைகள்
ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,டிராப் பட்டியல் பெட்டி
ಡ್ರಮ್ ಡ್ರೈವ್,டிரம் டிரைவ்
"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್","1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்"
"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ","1. இம் யூனிட், 2. டிரம் யூனிட்"
"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ","1. இருமை, 2. இரு"
ಉಭಯ ಸಾಂದ್ರತೆ,இரட்டை அடர்த்தி
"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ","1. அமைதியான முகவரி, 2. போலி முகவரி"
ಡಂಪ್,திணிப்பு
ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್,இரட்டை சுற்று
ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ,சட்டப்பூர்வமாக்குதல்
ಪ್ರಮುಖ ಕೀ,முக்கிய திறவுகோல்
"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ","1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்"
ಡಿವಿಡಿ ರಾಮ್,டிவிடி ரோம்
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,மாறும் அறிவுறுத்தல்
"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ","1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி"
"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್","1. இயக்கவியல், 2. இயக்கவியல்"
ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ,ஈ பி சி டி ஐ சி
ಇ-ವ್ಯವಹಾರ,மின் வணிகம்
ಪ್ರತಿಧ್ವನಿ,எதிரொலி
"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್","1.இ-காமர்ஸ், 2.இ-காமர்ஸ்"
ಸಂಪಾದನೆ,திருத்துதல்
ಸಂಪಾದಕ,ஆசிரியர்
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,கல்வி தொழில்நுட்பம்
ಇ ಇ ಪಿ ರೋಮ್,e e p rom
"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ","1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி"
ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,அர்த்தமுள்ள செயல்பாட்டு முகவரி
ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ,பயனுள்ள நடவடிக்கை
ಪರಿಣಾಮಕಾರಿ UID,பயனுள்ள UID
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ,பயனுள்ள பரிமாற்ற செயல்பாடு
ಆಕ್ಟಲ್ ಬೈಟ್,ஆக்டல் பைட்
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ","மின்னணு கற்றல், மின் கற்றல்"
ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್,தேர்தல் அல்காரிதம்
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್),மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್","1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்"
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,மின் கணக்கியல் இயந்திரம்
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,மின்னணுவியல்
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS),மின்னணு வெளியேற்ற அமைப்பு (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,மின்னணு தரவு செயலாக்கம்
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ,மின்னணு சிற்றேடு
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS),மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್","1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்"
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ,மின்னணு வெளியீடு
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,மின்னணு சுவிட்ச்
"ಅಂಶ, ಅಂಶ","உறுப்பு, உறுப்பு"
ಇ-ಮೇಲ್,மின்னஞ்சல்
"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ","1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி"
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,உட்பொதிக்கப்பட்ட அமைப்பு
ಎಂಬೆಡಿಂಗ್,உட்பொதித்தல்
ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL),உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL)
ಖಾಲಿ ಜಾಗ,காலியான இடம்
"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ","1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி"
ಯಾಂತ್ರೀಕರಣ,இயந்திரமயமாக்கல்
"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್","1.கேப்சுலேஷன், 2.கேப்சுலேஷன்"
ಡಿಕೋಡರ್,குறிவிலக்கி
ಎನ್ಕೋಡಿಂಗ್,குறியாக்கம்
"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್","1. குறியாக்கி, 2. கோடாக்"
ಗುಪ್ತ ಡೇಟಾ,மறைக்கப்பட்ட தரவு
ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್,மறைக்கப்பட்ட கோப்பு முறைமை
"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್","1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்"
ಬ್ಲಾಕ್ ಅಂತ್ಯ,தொகுதி முடிவு
ಕಡತ-ಅಂತ್ಯ,கோப்பு-முடிவு
ಬಳಕೆದಾರ,பயனர்
ನಮೂದಿಸಿ,நுழைய
ಪ್ರವೇಶ ಕೀ,நுழைவு விசை
"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ","1. உத்யம் சர்வர், 2. உத்யம் சேவக்"
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,நிறுவன அமைப்பு
ಶಕ್ತಿ,சக்தி
ಶಕ್ತಿ ಬಾಂಧವ್ಯ,சக்தி தொடர்பு
ಪ್ರವೇಶ ಸಮಯ,நுழைவு நேரம்
ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್,உள்ளீடு மாறி
ಎಣಿಸಬಹುದಾದ,எண்ணத்தக்க
ಪರಿಸರ,சூழல்
"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ","1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்"
EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ),EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்)
ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ,epsilon constrictor
ಈಕ್ವಲೈಜರ್,சமநிலைப்படுத்தி
ಉಪಕರಣ,உபகரணங்கள்
ಸಮಾನತೆಯ ವರ್ಗ,சமநிலை வகுப்பு
ಸಮಾನ ಸಂಬಂಧ,சமமான உறவு
"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ","1. அழிவு, 2. ஒழிப்பு"
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,பிழை திருத்தம் குறியீடு
ದೋಷ ತಿದ್ದುಪಡಿ,பிழை திருத்தம்
ದೋಷ ಪತ್ತೆ,பிழை கண்டறிதல்
ದೋಷ ನಿರ್ವಹಣೆ,பிழை கையாளுதல்
ತಪ್ಪು ಸಂದೇಶ,பிழை செய்தி
ದೋಷ ದರ,பிழை விகிதம்
ದೋಷ ಚೇತರಿಕೆ,பிழை மீட்பு
ದೋಷ ಹೆಸರು,பிழை பெயர்
ಪಾರು ಚಿಹ್ನೆ,தப்பிக்கும் சின்னம்
ಈಥರ್ನೆಟ್,ஈதர்நெட்
ಈವೆಂಟ್,நிகழ்வு
ಈವೆಂಟ್ ಸರಣಿ,நிகழ்வு சங்கிலி
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,நிகழ்வு கட்டுப்பாடு
ಈವೆಂಟ್ ಕೌಂಟರ್,நிகழ்வு கவுண்டர்
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,விதிவிலக்கு கையாளுதல்
ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,பரிமாற்ற வட்டு சேமிப்பு
ಹೊರಗಿಡುವಿಕೆ,விலக்குதல்
ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ),பிரத்தியேக மற்றும் (x அல்லது)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,இயங்கக்கூடிய நிரல்
ಮರಣದಂಡನೆ ಹೇಳಿಕೆ,மரணதண்டனை அறிக்கை
ಆಯ್ದ ಹುಡುಕಾಟ,தேர்ந்தெடுக்கப்பட்ட தேடல்
ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ,இருக்கும்
ಸಮಸ್ಯೆ,பிரச்சினை
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,நிபுணர் அமைப்பு
"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ","1. வெளிப்பாடு, 2. வெளிப்பாடு"
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a),விரிவாக்கப்பட்ட வரைகலை அணி (x g a)
ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS),விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS)
ಓವರ್ಲೋಡ್ ಯಂತ್ರ,அதிக சுமை கொண்ட இயந்திரம்
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,நீட்டிக்கப்பட்ட நினைவகம்
"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ","1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்"
"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ","1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்"
ಕರೆ ಮಾಡಿ,கூப்பிடு
ಬಾಹ್ಯ ದೋಷ,வெளிப்புற பிழை
ಬಾಹ್ಯ ಕಾರ್ಯ,வெளிப்புற செயல்பாடு
ಬಾಹ್ಯ ಅಡಚಣೆ,வெளிப்புற குறுக்கீடு
"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ","1.புற நினைவகம், 2.புற நினைவகம்"
ಬಾಹ್ಯ ಸ್ಮರಣೆ,வெளிப்புற நினைவகம்
ಬಾಹ್ಯ ಮೋಡೆಮ್,வெளிப்புற மோடம்
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,வெளிப்புற குறிப்பு
ಬಾಹ್ಯ ಹುಡುಕಾಟ,வெளிப்புற தேடல்
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,வெளிப்புற சேமிப்பக சாதனம்
ಹೊರತೆಗೆಯುವಿಕೆ,பிரித்தெடுத்தல்
ಹೊರತೆಗೆಯುವಿಕೆ,எக்ஸ்ட்ராபோலேஷன்
ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ,பேனல் எழுத்து அச்சுப்பொறி
