English,Gujarati
Detail file,વિગતવાર ફાઈલ
Detap,અટકાયત કરવું
Detectable element,શોધી શકાય તેવું તત્વ
Deterministic  Automata,નિષ્ઠાપૂર્વક  નકલો
Deterministic  Machine,નિષ્ઠાપૂર્વક  મશીન
Deterministic  Model,નિષ્ઠાપૂર્વક  નમૂનો
Deterministic  Problem,નિષ્ઠાપૂર્વક  સમસ્યા
Deterministic  Process,નિષ્ઠાપૂર્વક  પ્રક્રિયા
Deterministic  Program,નિષ્ઠાપૂર્વક  કાર્યક્રમ
Deterministic  Programming,નિષ્ઠાપૂર્વક  કાર્યક્રમ
Deterministic  Sequencing  Problem,નિષ્ઠાપૂર્વક  અનુકૂળતા  સમસ્યા
Deterministic  Situation,નિષ્ઠાપૂર્વક  સ્થિતિ
Development  System,વિકાસ  પદ્ધતિ
Development time,વિકાસ સમય
Development tool,વિકાસ -કાર્ય
Deviation from  Linearity,થી વિચલન  સુશોભન
Device,સાધન
Device address,ઉપરાઇ
Device backup,ઉપકરણ
Device control  Character,ઉપકરણ નિયંત્રણ  પાત્ર
Device controller,ઉપકરણ નિયંત્રક
Device control unit,ઉપકરણ નિયંત્રણ એકમ
Device coordinate,સંકલન
Device-dependent,ઉપકરણ પર આધારિત
Device dependent  Program,ઉપકરણ  કાર્યક્રમ
Device flag,સાધન -ધ્વજ
Device  Independence,સાધન  સ્વતંત્રતા
Device   Independent,સાધન  સ્વતંત્ર
Device  Independence  Program,સાધન  સ્વતંત્રતા  કાર્યક્રમ
Device line  (=Display line),રેખા  (= ડિસ્પ્લે લાઇન)
Device media  Control language,ઉપકરણ માધ્યમ  નિયંત્રણ ભાષા
Device name,ઉપકરણનું નામ
Device number,નંબર
Device queue,ઉપકરણની કતલ
Device status word,ઉપકરણની સ્થિતિ શબ્દ
Device type,ઉપકરણનો પ્રકાર
Diadic boolean  Operation,ડાયાઉડિક બુલિયન  સંચાલન
Diagnosis,નિદાન
Diagnostic check,સીમતિ તપાસ
Diagnostic function  Test,નિદાન  કસોટી
Diagnostic mechanism,સીમતિ પદ્ધતિ
Diagnostic  Message,રોગનું  સંદેશ
Diagnostic  Program,રોગનું  કાર્યક્રમ
Diagnostic routine,નિદાન -નિત્યક્રમ
Diagnostics,રોગનિવાર
Diagnostic  Technique,રોગનું  પ્રખ્યાત
Diagnostic test,નિદાન -કસોટી
Diagram,ચિત્ર
Dial,સાંકડો
Dialed line,ડાયલ લીટી
Dial exchange,ડાયલ વિનિમય
Dialing,ક dialંગ
Dial line,ડાયલ લાઈન
Dialog,સંવાદ
Dial pulse,ડાયલ પલ્સ
Dial repeating  Trunk,પુનરાવર્તન ડાયલ  થડ
Dial tone,ડાયલ ટોન
Dial tone delay,ડાયલ સ્વર વિલંબ
Dial transfer,ડાયલ -તબદીલી
Dial-up,ડાયલ-અપ કરવું
Dial-up terminal,ડાયલ-અપ
Dibit,ડાયબિટ
Dichotomising search,અલગ -ોટોમાઇઝિંગ શોધ
Dichotomy,અલગ -અલગ
Dictionary,શબ્દકોશ
Difference engine,વિભિન્ન એન્જિન
Difference  Operation,તફાવત  સંચાલન
Difference report,તફાવત અહેવાલ
Differential  Analyzer,સમજદાર  વિશ્લેષક
Differential delay,તફાવત વિલંબ
Differential gear,વિકલાંગ ગિયર
Differential  Modulation,સમજદાર  વિપુલતા
Differentiator,વિભાજક
Digit,અંક
Digital block,ડિજિટલ અવરોધ
Digital carrier  System,ડિજિટલ કેરિયર  પદ્ધતિ
Digital  Characteristic,ડિજિટલ  લાક્ષણિકતા
Digital computer,ડિજિટલ કમ્પ્યુટર
Digital data`,ડિજિટલ ડેટા
Digital data  Switching,ડિજિટલ ડેટા  ફેરબદલ
Digital data system,ડિજિટલ ડેટા પદ્ધતિ
Digital facility,ડિજિટલ સુવિધા
Digital facility  Terminal,ડિજિટલ સુવિધા  અંતિમ
Digital filter,ડિજિટલ ફિલ્ટર
Digital graphics,ડિજિટલ ગ્રાફિક્સ
Digital incremental  Plotter,ડિજિટલ ઇન્ક્રીટિવ  કાવતરા
Digital line path,ડિજિટલ લાઇન
Digital line section,ડિજિટલ રેખા વિભાગ
Digital multiplex  Equipment,ડિજિટલ મલ્ટીપ્લેક્સ  સામાન
Digital optical  Recording,ડિજિટલ ઓપ્ટિક  નોંધણી
Digital picture,ડિજિટલ ચિત્ર
Digital radio path,ડિજિટલ રેડિયો માર્ગ
Digital radio section,ડિજિટલ રેડિયો અનુભાગ
Digital read-out,ડિજિટલ રીડ-આઉટ
Digital recorder,ડિજિટર રેકોર્ડર
Digital  Representation,ડિજિટલ  પ્રતિનિધિત્વ
Digital section,ડિજિટલ વિભાગ
Digital signal,ડિજિટલ સંકેત
Digital signature,ડિજિટલ સહી
Digital sort,ડિજિટલ પ્રકાર
Digital storage  Element,ડિજિટલ સંગ્રહ  તત્ત્વ
Digital storage  Media,ડિજિટલ સંગ્રહ  માધ્યમ
Digital switching,ડિજિટલ સ્વિચિંગ
Digital termination  System,ડિજિટલ સમાપ્તિ  પદ્ધતિ
Digital to analog  Converter,ડિજિટલ થી એનાલોગ  એકત્રીકરણ કરનાર
Digital  Transmission,ડિજિટલ  ટ્રાન્સમિશન
Digit arithmetic,અંકિત -અંકગણિત
Digit compression,અંકિત
Digit delay element,અંકિત વિલંબ તત્વ
Digitization,અંશે
Digitization speech,જનાયકરણ ભાષણ
Digitize,ડિજિટાઇઝ કરવું
Digitizer,સિધ્ધાંત
Digit period,અંકિત સમયગાળો
Digit place,અંકિત સ્થળ
Digit position,અંકિત સ્થિતિ
Digit punch,અંક
Digit  Rearrangement,અંક  ફરીથી ગોઠવણી
Digit time,અંકિત સમય
Digit-to-analog  Conversion,અંકિત  રૂપાંતર
Digroup,ખોળ
Dimension,પરિમાણ
Diminished radix  Complement,ઘટતી રેડિક્સ  પૂરક બનાવવું
Diplexer,દ્વિપક્ષી
Dipole antenna,દ્વિધ્રુવ
Dipole modulation,દ્વિધ્રુવી મોડ્યુલેશન
Direct access,પ્રત્યક્ષ પ્રવેશ
Direct access  Arrangement,પ્રત્યક્ષ પ્રવેશ  વ્યવસ્થા
Direct access  Enquiry,પ્રત્યક્ષ પ્રવેશ  તપાસ
Direct access hash,સીધી પ્રવેશ હેશ
Direct access  Method,પ્રત્યક્ષ પ્રવેશ  પદ્ધતિ
Direct access  Storage,પ્રત્યક્ષ પ્રવેશ  સંગ્રહ
Direct address,પ્રત્યક્ષ સરનામું
Direct addressing,પ્રત્યક્ષ સરનામું
Direct call,પ્રત્યક્ષ બોલ
Direct code,પ્રત્યક્ષ આચાર
Direct coding,પ્રત્યક્ષ સંહિતા
Direct coupled  Flip-flop,અનુરૂપ  ફલીપ ફલોપ
Direct coupling,સીધું જોડાણ
Direct data  Organisation,સીધો ડેટા  સંગઠન
Direct data set,સીધો ડેટા સેટ
Direct device,સીધો ઉપકરણ
Direct digital  Control,પ્રત્યક્ષ ડિજિટલ  નિયંત્રણ
Direct distance  Dialing,પ્રત્યક્ષ અંતર  ક dialંગ
Directed beam  Scan,નિર્દેશિત બીમ  સ્કેન
Directed graph,નિર્દેશિત ગ્રાફ
Directed scan,દિશા નિર્દેશન કરેલ સ્કેન
Direct-entry  Terminal,પ્રત્યક્ષ-પ્રવેશ  અંતિમ
Direct hierarchy  Control,વંશપરંપરાગતતા  નિયંત્રણ
Direct insert  Routine,પ્રત્યક્ષ દાખલ કરો  રોજિંદા
Direct insert  Subroutine,પ્રત્યક્ષ દાખલ કરો  Subલટ
Direct instruction,પ્રત્યક્ષ સૂચના
Directional coupler,દિશાત્મક દંપતી
Directive,નિર્દેશ
Direct keying  Device,પ્રત્યક્ષ ચાવી  સાધન
Direct memory  Access,પ્રત્યક્ષ સ્મૃતિ  પ્રવેશ
Direct numerical   Control,સીધા આંકડાકીય  નિયંત્રણ
Directory,ડિરેક્ટરી
Directory  Assistance bureau,ડિરેક્ટરી  સહાય કાર્યાલય
Directory  Assistance  Operator,ડિરેક્ટરી  સહાય  Operatorપરેટર
Directory device,ડિરેક્ટરી
Direct outward  Dialing,સીધી જાવલી  ક dialંગ
Direct percentage,પ્રત્યક્ષ ટકા
Direct point  Repeater,પ્રત્યક્ષ બિંદુ  ફરી વળવું
Direct transmission  Satellite,પ્રત્યક્ષ પ્રસારણ  ઉપગ્રહ
Direct voice input,સીધો અવાજ ઇનપુટ
Disabled module,અપંગ મોડ્યુલ
Disabling signal,અક્ષમ -સંકેત
Disaggregation,ભેદભાવ
Disassembler,બેધ્યાન
Disaster dump,આપત્તિ
Discrete data,અલગ -અલગ આધારસાર
Discrete device,સ્વતંત્ર ઉપકરણ
Discrete Fourier  Transform,વિકરાળ ફ્યુરિયર  પરિવર્તન
Discrete  Programming,અંધકારમય  કાર્યક્રમ
Discrete  Representation,અંધકારમય  પ્રતિનિધિત્વ
Discretionary  Hyphen,વિવેકાધિકાર  સુશોભિત
Discretization,વિવેકબુદ્ધિ
Discretization  Error,વિવેકબુદ્ધિ  ભૂલ
Discriminant  Analysis,ભેદભાવ  વિશ્લેષણ
Discrimination  Instruction,ભેદભાવ  સૂચના
Discriminator,ભેદભાવ કરનાર
Disjunction,સંબંધ
Disk accessing,ડિસ્ક
Disk-based,છળ
Disk controller  Card,ડિસ્ક નિયંત્રક  પ cardપન
Diskette,વિઘટન
Diskette-formatted  Tape,બેવકૂફ  ટેપ
Diskette hard hole,ડિસ્કેટ હાર્ડ હોલ
Diskette storage,વિઘટન
Diskette storage  Device,વિઘટન  સાધન
Disk file,છઠ્ઠી ફાઈલ
Data  Communication  Interface,માહિતી  વાતચીત  પ્રસારણ
Disk operating  System,કામગીરી  પદ્ધતિ
Disk pack,છળ
Disk sector,ઝૂંપડી ક્ષેત્ર
Disk sorting,છટણી
Disk storage,ડિસ્ક સંગ્રહ
Disk storage device,ડિસ્ક સંગ્રહ ઉપકરણ
Disk storage  Module,ડિસ્ક સંગ્રહ  વિધિ
Disk-to-printer  Utility,ડિસ્ક-થી-પ્રિંટર  ઉપયોગિતા
Disk unit,ઝૂંપડી એકમ
Disk volume,છળ
Dispatch,રવાનગી
Dispatcher,રવાના કરનાર
Dispatching area,રવાનગી વિસ્તાર
Dispatching  Priority,રવાનગી  પ્રાથમિકતા
Dispersed  Intelligence,ફેલાયેલું  બાતમી
Dispersion,વિક્ષેપ
Display and  Printing  Calculator,પ્રદર્શન અને  મુદ્રણ  ગણક
Display attribute,પ્રદર્શિત લક્ષણ
Display  Background,પ્રદર્શન  પૃષ્ઠભૂમિ
Display calculator,કેલ્ક્યુલેટર પ્રદર્શિત કરો
Display center,પ્રદર્શન કેન્દ્ર
Display character  Generator,પ્રદર્શિત કરવું  જનરેટર
Display column,સ્તંભ
Display command,પ્રદર્શિત કરવું
Display component,પ્રદર્શિત ઘટક
Display console,સંસર્ગ
Display cycle,પ્રદર્શિત કરવું
Display cycle time,ચક્ર સમય દર્શાવો
Display device,નિદર્શન
Display drum,ડ્રમ પ્રદર્શિત કરો
Display element,પ્રદર્શિત તત્વ
Display field,પ્રદર્શિત ક્ષેત્ર
Display foreground,અગ્રભાગ દર્શાવો
Display frame,માંદગી
Display group,પ્રદર્શિત જૂથ
Display image,તસવીર
Display line,પ્રદર્શિત રેખા
Display order,પ્રદર્શિત હુકમ
Display panel,પેનલ પ્રદર્શિત કરો
Display position,પ્રદર્શનની સ્થિતિ
Display processing  Unit,પ્રદર્શિત કરવું  એકમ
Display recall  Control,પ્રદર્શન રિકોલ  નિયંત્રણ
Display segment,પ્રદર્શન ક્ષેત્ર
Display space,પ્રદર્શિત કરવાની જગ્યા
Display surface,વિજયની સપાટી
Display terminal,વિસર્જન
Display tube,ટ્યુબ પ્રદર્શિત કરો
Display unit,પ્રદર્શન એકમ
Dissuasion tone,બેભાન રંગ
Distination field,ભેદ
Distination file,ભિન્નતા ફાઈલ
Distinctive ringing,વિશિષ્ટ રિંગિંગ
Distortion,વિકૃતિ
Distributed  Computing,વિતરણ  ગણતરીની પસંદગી
Distributed data  Processing,વિતરણ કરેલ માહિતી  પ્રક્રિયા
Distributed data-processing network,વિતરિત ડેટા-પ્રોસેસિંગ નેટવર્ક
Distributed  Function,વિતરણ  કાર્ય
Distributed  Intelligence,વિતરણ  બાતમી
Distributed logic,વહેંચાયેલ તર્કશાસ્ત્ર
Distributed  Network,વિતરણ  નેટવર્ક
Distributed  Processing,વિતરણ  પ્રક્રિયા
Distributed  Processing  Network,વિતરણ  પ્રક્રિયા  નેટવર્ક
Distributed  Processor,વિતરણ  પ્રોસેસર
Distributing frame,વિતરણ
Distribution cable,વિતરણ કેબલ
Distribution frame,વહેંચણી frame
Diversity,વિવિધતા
Diversity combiner,વિવિધતા
Divide check,વિભાજન તપાસ
Divided slit scan,વિભાજિત સ્લિટ સ્કેન
Division header,વિભાગનું મથાળું
Division-reminder  Method,વિભાગીય  પદ્ધતિ
Divisor,ભાજક
Document,દસ્તાવેજ
Document  Assembly,દસ્તાવેજ  વિધાનસભા
Documentation,દસ્તાવેજીકરણ
Documentation  Book,દસ્તાવેજીકરણ  પુસ્તક
Documentation Program,દસ્તાવેજીકરણ કાર્યક્રમ
Documentation  Type,દસ્તાવેજીકરણ  પ્રકાર
Document  Handling,દસ્તાવેજ  સંચાલન
Document leading  Edge,અગ્રતા  ધાર
Document mark,દસ્તાવેજ
Document   Preparation,દસ્તાવેજ  તૈયારી
Document reader,દસ્તાવેજ વાચકો
Document  Reference edge,દસ્તાવેજ  સંદર્ભ
Document retrieval,દસ્તાવેજ ફરીથી પ્રાપ્ત
Docuterm,ડોક્યુટર
Domestic satellite  Carrier,ઘરગથ્થુ ઉપગ્રહ  માલવાહક
Do-nothing  Operation  (=No-operation  Instruction),કઈ જ નહી  સંચાલન  (= કોઈ ઓપરેશન  સૂચના)
Dopant,કોઠાર
Dot- character  Printer,દંભી  મુદ્રક
Dot matrix,દંભી
Dot printer (= Matrix  Printer),ડંધર પોપડો (= મેટ્રિક્સ  મુદ્રણ)
Double buffering,બેવડું બફર
Double card,દ્વિ -ખમ
Double-dense  Recording,બેવડું  નોંધણી
Double-density  Recording,બેડીની લંબાઈ  નોંધણી
Double-ended  Queue,બમણું  કતાર
Double-entry card,બે-પ્રવેશ કાર્ડ
Double length  Register,બમણું લંબાઈ  નોંધણી કરવી
Double precision,બમણું ચોકસાઇ
Double precision  Arithmetic,બમણું ચોકસાઇ  અંકગણિત
Double precision  Function,બમણું ચોકસાઇ  કાર્ય
Double precision  Number,બમણું ચોકસાઇ  નંબર
Double-pulse  Recording,બેવડું  નોંધણી
Double punch,બેવડું પંચ
Double rail logic,બે રેલ્વે તર્ક
Double register,બેવડો રજિસ્ટર
Double-sheet  Detector,બે ગડી  તપાસકર્તા
Double-sheet  Ejector,બે ગડી  પ્રસન્ન
Double-sided disk,બે બાજુવાળી ડિસ્ક
Double strike,બમણું હડતત
Double-word,બેવડું શબ્દ
Doubly-linked ring,બેવડી રિંગ
Down link,કડી
Down time,ડાઉન ટાઇમ
Downward  Compatibility,નીચેની તરફ  સુસંગતતા
Downward  Reference,નીચેની તરફ  સંદર્ભ
Dragging,ઘેરાયેલું
Drift,ધક્કો મારવો
Drift error,Drીફેલી ભૂલ
Drifting character,વહી જવાનું પાત્ર
Drop-dead halt,ડ્રોપ ડેડ અટકે
Drop in,અંદર નાખો
Drop out,છોડી દીધેલ
Drop repeater,ડ્રોપ -રિપીટર
Drop wire,ડ્રોપ વાયર
Drum drive,ડ્રમ ડ્રાઇવ
Drum plotter,ડ્રમ કાવતરાખોર
Drum printer,ડ્રમ પ્રિન્ટર
Drum printing,ડ્રમ મુદ્રક
Drum scanning,ડ્રમ સ્કેન
Drum sort,છત્ર
Drum storage,ડ્રમ સંગ્રહ
Drum unit,ડ્રમ એકમ
Dry running,સૂકી વહેતું
Dual density,બેવડી ઘનતા
Dual intensity,બેવડી તીવ્રતા
Duality,દ્વૈત
Duality theorem,દ્વૈતતા પ્રમેય
Dual operation,દ્વિ -કામગીરી
Dual port memory,બેવડું બંદર મેમરી
Dual processor  System,બેવડી પ્રોસેસર  પદ્ધતિ
Dual simplex  Method,બેવડું સિમ્પલેક્સ  પદ્ધતિ
Dual system,દ્વિધા પદ્ધતિ
Ducol-punched  Card,ખરબચડું  પ cardપન
Dumb terminal,મૂંગો
Dummy address,બનાવટી સરનામું
Dummy argument,બનાવટી દલીલ
Dummy check,ડમી ચેક
Dummy control  Section,બનાવટી નિયંત્રણ  વિભાગ
Dummy data set,ડમી ડેટા સેટ
Dummy instruction,બનાવટી સૂચના
Dummy section,બનાવટી અનુભાગ
Dummy variable,બનાવટી ચલ
Dump,ફેંકડી
Dump and restart,ડમ્પ અને ફરીથી પ્રારંભ કરો
Dump check,ડમ્પ ચેક
Dump point,ડમ્પ પોઇન્ટ
Dump routine,મનાની દિનચર્યા
Duodecimal,નિસ્તેજ
Duplex channel,બેકાબૂ
Duplex circuit,દ્વિગુણક પરિણા
Duplex  Communication,બેવડી  વાતચીત
Duplex console,દ્વિગુણિત કન્સોલ
Duplexed system,બેસાડવાની પદ્ધતિ
Duplexing,તકરાર
Duplex operation,દ્વિગ્રાહી કામગીરી
Duplex  Transmission,બેવડી  ટ્રાન્સમિશન
Duplicate key,નકલની ચાવી
Duplicate volume,નકલ
Duplication check,નકલની તપાસ
Duplication factor,નકલ
Duplication of  Facilities,નકલ  સુવિધાઓ
Duplicator,ડુપ્લિકેટર
Dyadic boolean  Operation,દાદાગી  સંચાલન
Dyadic operation,ડાયડિક ઓપરેશન
Dyadic operator,નારાધિત operatorપરેટર
Dynamic accuracy,ગતિશીલ ચોકસાઈ
Dynamic address  Translation,ગતિશીલ સરનામું  ભાષાંતર
Dynamic allocation,ગતિશીલ ફાળવણી
Dynamic buffer  Allocation,ગતિશીલ બફર  ફાળવણી
Dynamic buffering,ગતિશીલ બફર
Dynamic control  Function,ગતિશીલ નિયંત્રણ  કાર્ય
Dynamic debug,ગતિશીલ ડિબગ
Dynamic device  Reconfiguration,ગતિશીલ ઉપકરણ  પુન: રૂપરેખા
Dynamic display  Image,ગતિશીલ પ્રદર્શન  તસવીર
Dynamic dump,ગતિશીલ ડમ્પ
Dynamic garbage  Collection,ગતિશીલ કચરો  સંગ્રહ
Dynamic  Instruction,ગતિશીલ  સૂચના
Dynamic loading,ગતિશીલ લોડિંગ
Dynamic memory,ગતિશીલ મેમરી
Dynamic memory  Allocation,ગતિશીલ મેમરી  ફાળવણી
Dynamic  Parameter,ગતિશીલ  પરિમાણ
Dynamic printout,ગતિશીલ મુદ્રણ
Dynamic  Programming,ગતિશીલ  કાર્યક્રમ
Dynamic range,ગતિશીલ શ્રેણી
Dynamic  Relocation,ગતિશીલ  ફેરબદલ
Dynamic response,ગતિશીલ પ્રતિભાવ
Dynamic  Scheduling,ગતિશીલ  સૂચિ
Dynamic stop,ગતિશીલ બંધ
Dynamic storage,ગતિશીલ સંગ્રહ
Dynamic storage  Allocation,ગતિશીલ સંગ્રહ  ફાળવણી
Dynamic  Subroutine,ગતિશીલ  Subલટ
Dynamic support  System,ગતિશીલ સમર્થન  પદ્ધતિ
Dynamic system  Model,ગતિશીલ પદ્ધતિ  નમૂનો
Dynamic virtual  Memory system,ગતિશીલ  મેમરી સિસ્ટમ
Echo check,પડઘો
Echo suppressor,પડઘો
Econometric  Application,આર્થિક  નિયમ
Econometric  Model,આર્થિક  નમૂનો
Economic  Application,આર્થિક  નિયમ
Economics  Computing,અર્થશાસ્ત્ર  ગણતરીની પસંદગી
Economics  Computing  Network,અર્થશાસ્ત્ર  ગણતરીની પસંદગી  નેટવર્ક
Edge,ધાર
Edge notched card,ધારનું કાર્ડ
Edge punched card,ધારથી પંચ્ડ કાર્ડ
Edit,સંપાદન કરવું
Edit directed  Transmission,નિર્દેશિત સંપાદન  ટ્રાન્સમિશન
Edited copy,સંપાદિત નકલ
Editing character,સંપાદનનું પાત્ર
Editing data,આધાર -સંપાદન
Editing  Information,સંપાદન  જાણ
Editing session,સંપાદન સત્ર
Editing statement,સંપાદન નિવેદન
Editing symbol,સંપાદન પ્રતીક
Edition number,આવૃત્તિ નંબર
Edit mode,સંપાદન મોડ
Editor,સંપાદક
Editor feature,સંપાદક વિશેષતા
Editor micro  Computer,સંપાદક  કોમ્પ્યુટર
Editor program,સંપાદક કાર્યક્રમ
Edit phase,સંપાદન તબક્કો
Educational  Technology,શૈક્ષણિક પ્રાતળતા
Edulcorate,ઉશ્કેરવું
Effective byte,અસરકારક બાયટ
Effective data  Transfer rate,અસરકારક માહિતી  તબદીલી દર
Effective double  Word,કાર્યક્ષમ બમણું  શબ્દ
Effective half-word,અર્ધ-શબ્દ
Effective  Instruction,યોગ્ય  સૂચના
Effective operand  Address,અસરકારક વ્યવસ્થાપન  સંબોધન
Effective   Procedure,યોગ્ય  પદ્ધતિ
Effective speed,અસરકારક ગતિ
Effective  Transmission  Speed,યોગ્ય  ટ્રાન્સમિશન  ગતિ
Effective word,અસરકારક શબ્દ
Effective word  Location,અસરકારક શબ્દ  સ્થાન
Eight-bit byte,આઠ-બીટ બાઇટ
Either-way  Communication,સવાર  વાતચીત
Either-way  Operation,સવાર  સંચાલન
Eject key,બહાર કા keyવું
Elastic buffer,સ્થિતિસ્થાપક બફર
Electrical  Accounting  Machine,વિદ્યુત  નામું  મશીન
Electrical circuit  Analysis program,વીજળી સર્કિટ  વિશ્લેષણ કાર્યક્રમ
Electrically  Alterable memory,વીજળીના  બદલવા યોગ્ય
Electromagnetic  Compatibility,વીજળીનું  સુસંગતતા
Electromagnetic  Delay time,વીજળીનું  વિલંબ સમય
Electromagnetic  Relay,વીજળીનું  રિલે
Electromechanical  Impact printing,વિદ્યુતપ્રવાહ સંબંધી  અસર મુદ્રણ
Electromechanical  Plotter,વિદ્યુતપ્રવાહ સંબંધી  કાવતરા
Electromechanical  Scanning,વિદ્યુતપ્રવાહ સંબંધી  વીતીની
Electromechanical  switching system,વિદ્યુતપ્રવાહ સંબંધી  ફેરબદલ પદ્ધતિ
Electromechanical toy,વિદ્યુત -રમકડા
Electron-beam  Recording,વીજળી  નોંધણી
Electronic  Accounting  Machine,ઇલેક્ટ્રોનિક  નામું  મશીન
Electronic  Automatic  Exchange,ઇલેક્ટ્રોનિક  સ્વચાલિત  વિનિમય
Electronic  Calculator,ઇલેક્ટ્રોનિક  ગણક
Electronic cash  Register,વિદ્યુત -રોકડ  નોંધણી કરવી
Electronic chart  Reader,વિદ્યુત -ચાર્ટ  વાચકો
Electronic data  Processing,વિદ્યુત -માહિતી પ્રક્રિયા
Electronic data   Processing  Machine,વિદ્યુત -માહિતી  પ્રક્રિયા  મશીન
Electronic data  Processing  System,વિદ્યુત -માહિતી  પ્રક્રિયા  પદ્ધતિ
Electronic filling,વિદ્યુત ભરણ
Electronic funds  Transfer system,વિદ્યુત -નાણાં  તબદીલી પદ્ધતિ
Electronic mailing,વિદ્યુત -દાગ
Electronic message  Service,વિદ્યુત સંદેશા  સેવા
Electronic message  system,વિદ્યુત સંદેશા  પદ્ધતિ
Electronic printer,વિદ્યુત -છાપનાર
Electronic scales,વિદ્યુત -ભીંગડા
Electronic  Statistical  Machine,ઇલેક્ટ્રોનિક  આંકડાવિષયક  મશીન
Electronic switch,વિદ્યુત -સ્વીચ
Electronic  Switching system,ઇલેક્ટ્રોનિક  ફેરબદલ પદ્ધતિ
Electronic  Translator,ઇલેક્ટ્રોનિક  ભાષાંતર કરનાર
Electronic tutor,વીજ શિક્ષક
Electrostatic  Deflection,વિદ્યુત -વિસ્ફોટ વિષયક  સુશોભન
Electrostatic  Printer,વિદ્યુત -વિસ્ફોટ વિષયક  મુદ્રક
Electrostatic  Printing,વિદ્યુત -વિસ્ફોટ વિષયક  મુદ્રણ
Electrostatic  Storage,વિદ્યુત -વિસ્ફોટ વિષયક  સંગ્રહ
Element,તત્ત્વ
Elementary item,પ્રાથમિક વસ્તુ
Elementary  Prereceiver and   Analyzer,પ્રારંભિક  પૂર્વસત્તા  વિશ્લેષક
Element  Expression,તત્ત્વ  અભિમાન
Element string,તત્વ -તાર
Element variable Elimination factor,તત્વ ચલ નાબૂદ
ELSE clause,અન્ય કલમ
ELSE clause rule,અન્ય કલમ નિયમ
Emboldening,ઉત્તેજના
Emergency maintenance,કટોકટી જાળવણી
Emergency  Maintenance  Time,કટોકટી  જાળવણી  સમય
Emitter coupled  Logic,ઉત્સર્જક  તર્કશાસ્ત્ર
Empty medium,ખાલી માધ્યમ
Empty string,ખાલી તાર
Emulate,અનુકરણ
Emulation,ઉતાવળ
Emulator  Generation,-નેપ -સમાયોજિત કરવું  નિર્માણ
Enable,સક્ષમ કરવું
Enabled,સક્ષમ
Enabled module,સક્ષમ મોડ્યુલ
Enabled page fault,સક્ષમ પૃષ્ઠ દોષ
Enable pulse,પલ્સને સક્ષમ કરો
Enabling signal,સક્ષમ સંકેત
Encipher,અકસ્માત
Enciphered data,Encંચે બાંધેલી માહિતી
Encode,વિકૃતિ
Encoded point,એન્કોડ થયેલ બિંદુ
Encoded question,એન્કોડ કરેલું પ્રશ્ન
Encoder,એન્કોડર
Encryption,એન્ક્રિપ્શન
End around  Borrow,અંત  ઉધાર
End around carry,કેરીની આસપાસ અંત
End around shift,શિફ્ટની આસપાસ અંત
End data symbol,અંતિમ ડેટા પ્રતીક
End distortion,અંત
End instrument,અંતનાં સાધન
End mark,અંત
End of address,સંબોધન
End of block,અવરોધનો અંત
End of data  Indicator,માહિતીનો અંત  સૂચક
End office,અંત કચેરી
End of file label,ફાઇલ લેબલનો અંત
End of file mark,ફાઈલ ચિહ્નનો અંત
End of farm,ખેતરનો અંત
End of medium  Character,માધ્યમનો અંત  પાત્ર
End of message  Code,સંદેશનો અંત  સંહિતા
End of record  Word,વિક્રમનો પૂરો  શબ્દ
End of text,લખાણનો અંત
Engineering  Graphics,ઈજનેરી  ગ્રાજક
Enhanceable  Language,વધારાનું  ભાષા
Enter,પ્રવેશ
Enter/enquiry  Mode,દાખલ કરો/તપાસ  પદ્ધતિ
Enter key,દાખલ કરો કી
Enterprise number,સાહસ નંબર
Entity concept,અસ્તિત્વ
Entry block,પ્રવેશપત્ર
Entry condition,પ્રવેશની સ્થિતિ
Entry constant,પ્રવેશ સ્થિર
Entry expression,પ્રવેશ -અભિવ્યક્તિ
Entry instruction,પ્રવેશ -સૂચના
Entry name,પ્રવેશ નામ
Entry point,પ્રવેશ બિંદુ
Entry portion,પ્રવેશ ભાગ
Entry sorting,પ્રવેશ -વર્ગીકરણ
Entry symbol,પ્રવેશ પ્રતીક
Entry time,પ્રવેશ સમય
Entry value,પ્રવેશ મૂલ્ય
Entry variable,પ્રવેશ ચલ
Envelope delay  Distortion,પરબિડીયું વિલંબ  વિકૃતિ
Environment,વાતાવરણ
Environment  Description  Statement,વાતાવરણ  વર્ણન  નિવેદન
Environment  Division,વાતાવરણ  ભાગ
Environment  Pointer,વાતાવરણ  નિર્દેશક
Epilog,વાઈ
EPROM (Erasable  Programmable  Read only  Memory),Eપસી (ભૂંસી શકાય તેવું  કાર્યક્રમપાત્ર  ફક્ત વાંચી  મેમરી)
Equal gain  Chamber,સમાન લાભ  ચેમ્બર
Equalizer,એકરૂપ વ્યક્તિ
Equipment,સામાન
Equipment charge,સાધનસામગ્રી -ખર્ચ
Equipment clock,સાધનસામગ્રી
Equipment  Compatibility,સામાન  સુસંગતતા
Equipment failure,સાધનસામગ્રીમાં નિષ્ફળતા
Equipment side,સાધનો
Equivalence,સમાન
Equivalence  Operation,સમાન  સંચાલન
Equivalent binary  Digit factor,સમાન દ્વિસંગી  અંકિત પરિબળ
Equivalent four  Wire system,સમાન ચાર  વાયર પદ્ધતિ
Equivocation,સંદિગ્ધતા
