Bengali,Malayalam
নির্ধারণ,നിർണ്ണയിക്കാൻ
নির্ধারক মডেল,നിർണ്ണായക മാതൃക
নির্ধারক সমস্যা,നിർണ്ണായക പ്രശ്നം
বিচ্যুতি,വ്യതിയാനം
বিচ্যুতি সহগ,വ്യതിയാനം ഗുണകം
বাইনারি সিস্টেম,ബൈനറി സിസ്റ്റം
"তির্যক কর্ণ,",ഡയഗണൽ ഹൈപ്പോടെനസ്
ম্যাট্রিক্স তির্যককরণ,മാട്രിക്സ് ഡയഗണലൈസേഷൻ
"ডায়াগোনাল ম্যাট্রিক্স, ডায়াগোনাল ম্যাট্রিক্স","ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്"
তির্যক সমতা,ഡയഗണൽ സമത്വം
চিত্র,ഡയഗ്രം
অঙ্কন পদ্ধতি,ഡ്രോയിംഗ് രീതി
গ্রাফিকাল উপস্থাপনা,ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം
ব্যাস,വ്യാസം
ব্যাস সেট করুন,സെറ്റ് വ്യാസം
diametrically বিপরীত,വിപരീതമായി
"ক্রসফায়ার, পাশা নিক্ষেপ","ക്രോസ്ഫയർ, ഡൈസ് എറിയുക"
উভচর শ্রেণিবিন্যাস,ഉഭയജീവി വർഗ്ഗീകരണം
"বিভাজন, অর্ধেক","വിഭജനം, പകുതി"
অভিধান,നിഘണ്ടു
অন্তরীকরণ ক্যালকুলাস,ഡിഫറൻഷ്യൽ കാൽക്കുലസ്
আঙ্গক,ഡിഫറൻഷ്യൽ സമവാക്യം
ডিফারেনশিয়াল সূত্র,ഡിഫറൻഷ്യൽ ഫോർമുല
পার্থক্য পদ্ধতি,ഡിഫറൻഷ്യൽ രീതി
সেটের পার্থক্য,സെറ്റുകളുടെ വ്യത്യാസം
পার্থক্যযোগ্য,വ്യത്യസ്തമായ
ডিফারেনশিয়াল বক্ররেখা,ഡിഫറൻഷ്യൽ കർവ്
ডিফারেনশিয়াল ফাংশন,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
"ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারট্রায়াল, ইন্টারএজেন্সি, ডিফারেনশিয়াল","ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ"
ডিফারেনশিয়াল ম্যাথ,ഡിഫറൻഷ്യൽ ഗണിതം
ডিফারেনশিয়াল সহগ,ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്
আঙ্গক,ഡിഫറൻഷ്യൽ സമവാക്യം
ডিফারেনশিয়াল সংঘর্ষ,ഡിഫറൻഷ്യൽ കൂട്ടിയിടി
ডিফারেনশিয়াল সূত্র,ഡിഫറൻഷ്യൽ ഫോർമുല
ডিফারেনশিয়াল ফাংশন,ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ
ডিফারেনশিয়াল জ্যামিতি,ഡിഫറൻഷ്യൽ ജ്യാമിതി
উচ্চ ক্রম পার্থক্য,ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ
ডিফারেনশিয়াল সেগমেন্ট,ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്
পার্থক্য করা,വേർതിരിക്കുക
"পার্থক্য, পার্থক্য","വ്യത്യാസം, വ്യത്യാസം"
ডিফারেনশিয়াল সূত্র,ഡിഫറൻഷ്യൽ ഫോർമുല
ভেক্টরের পার্থক্য,വെക്റ്ററിന്റെ വ്യത്യാസം
"diffusion, diffusion","വ്യാപനം, വ്യാപനം"
"numeral, diadem, finger","സംഖ്യ, ഡയഡം, വിരൽ"
ডিজিটাল কম্পিউটার,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
অঙ্কিকা দত্ত,അങ്കി ദത്ത്
"ব্যাপ্তি, প্রস্থ, মাত্রা, শক্তি","വ്യാപ്തി, വീതി, അളവ്, ശക്തി"
মাত্রিকতা,മാനം
মাত্রাহীন,അളവില്ലാത്ത
সমীকরণ মাত্রা,സമവാക്യത്തിന്റെ അളവ്
ডায়োফ্যান্টাসের সমীকরণ,ഡയോഫാന്റസിന്റെ സമവാക്യം
পতনের কোণ,വീഴ്ചയുടെ ആംഗിൾ
ডাইপোল স্থানাঙ্ক,ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ
ডাইপোল,ദ്വിധ്രുവം
বাইপিরামিড,ബൈപിരമിഡ്
ডিরাক ডেল্টা ফাংশন,dirac delta ഫംഗ്ഷൻ
সাধারণ স্পর্শক,പൊതു സ്പർശം
সমকোণ,വലത് കോൺ
সরাসরি লাইন,നേരേയുള്ള വര
স্থান ডেরিভেটিভ,സ്പേസ് ഡെറിവേറ്റീവ്
"ডিকোসাইন, ডিকো-কোসাইন","ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ"
সর্বোচ্চ দিক,പരമാവധി ദിശ
অভিক্ষেপ দিক,പ്രൊജക്ഷൻ ദിശ
দিক অনুপাত,ദിശ അനുപാതം
নিয়ন্ত্রক চক্র,റെഗുലേറ്ററി സർക്കിൾ
নিয়ন্ত্রক বৃত্ত,റെഗുലേറ്റർ സർക്കിൾ
অনুলোমা পণ্য,അനുലോമ ഉൽപ്പന്നം
"সরাসরি প্রমাণ, সরাসরি প্রমাণ","നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്"
অনুক্রমিক অনুপাত,തുടർച്ചയായ അനുപാതം
নিয়তি,വിധി
অনুলোমা যোগফল,അനുലോമ തുക
বিচ্ছিন্ন সেট,വിഭജിക്കപ്പെട്ട സെറ്റ്
"discontinuity, discontinuity, break","നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള"
ডেরিভেটিভের বিচ্ছিন্নতা,ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ
প্রথম ধরনের বিরতি,ആദ്യ തരം നിർത്തലാക്കൽ
দ্বিতীয় প্রকার বিরতি,രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ
অবিচ্ছিন্ন বিতরণ,തുടർച്ചയായ വിതരണം
অবিচ্ছিন্ন ফাংশন,തുടർച്ചയായ പ്രവർത്തനം
অবিচ্ছিন্ন পার্থক্য,തുടർച്ചയായ വ്യതിയാനം
কণা,കണികകൾ
অবিচ্ছিন্ন বিতরণ,തുടർച്ചയായ വിതരണം
অবিচ্ছিন্ন সম্ভাব্যতা বন্টন,തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ
অবিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,തുടർച്ചയായ റാൻഡം വേരിയബിൾ
অবিচ্ছিন্ন নমুনা স্থান,തുടർച്ചയായ സാമ്പിൾ ഇടം
বিযুক্ত সমষ্টি,വ്യതിരിക്തമായ മൊത്തം
বিচ্ছিন্ন জনসংখ্যা,വ്യതിരിക്തമായ ജനസംഖ്യ
পৃথক রাষ্ট্র,വ്യതിരിക്തമായ അവസ്ഥ
অবিচ্ছিন্ন পার্থক্য,തുടർച്ചയായ വ്യതിയാനം
বিতরণ কর,വിതരണ നികുതി
বৈষম্যমূলক বিশ্লেষণ,വിവേചനപരമായ വിശകലനം
বিচ্ছিন্ন,വേർപിരിഞ്ഞു
বিচ্ছিন্ন ঘটনা,വിയോജിപ്പുള്ള സംഭവം
বিচ্ছিন্ন সেট,വിഭജിക്കപ്പെട്ട സെറ്റ്
বিচ্ছিন্ন সন্নিবেশ,വിഭജനം ചേർക്കൽ
"disjunction, rational sum","വിഭജനം, യുക്തിസഹമായ തുക"
"dispersion, scattering","വിസരണം, ചിതറിക്കൽ"
বিচ্ছুরণ চার্ট,ഡിസ്പേർഷൻ ചാർട്ട്
বিচ্ছুরণ সূচক,ഡിസ്പർഷൻ സൂചിക
বিচ্ছুরণ চিত্র,ഡിസ്പർഷൻ ഡയഗ്രം
বিচ্ছুরণ ম্যাট্রিক্স,ഡിസ്പർഷൻ മാട്രിക്സ്
উত্পাটন,സ്ഥാനമാറ്റാം
প্রদর্শনী,പ്രദർശനം
কনসোল,കൺസോൾ
"অসম, অসম","അസമമായ, അസമമായ"
অপসারণ শক্তি,വിഘടിപ്പിക്കുന്ന ശക്തി
দূরত্ব ফাংশন,ദൂരം പ്രവർത്തനം
দূরত্ব মডুলাস,ദൂരം മോഡുലസ്
অ বিতরণকারী,നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്
"বন্টন নিয়ম, বন্টন নিয়ম","വിതരണ നിയമം, വിതരണ നിയമം"
"নষ্ট করা, নষ্ট করা","ചിതറുക, ചിതറുക"
"ভিন্নতা, বিচ্যুতি, বিচ্যুতি","വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം"
ভিন্নতা উপপাদ্য,വ്യതിചലന സിദ്ധാന്തം
ভিন্নমুখী,വിഭിന്ന
ভিন্ন পরিসীমা,വ്യത്യസ്ത ശ്രേണി
বিভক্ত পার্থক্য,വിഭജന വ്യത്യാസം
"বিভাজ্যতা, বিভাজ্যতা","വിഭജനം, വിഭജനം"
"বিভাজ্য, বিভাজ্য","ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന"
"বিভাগ, বিভাগ, বিভাগ","വിഭജനം, വിഭജനം, വിഭജനം"
বিভাগ অ্যালগরিদম,ഡിവിഷൻ അൽഗോരിതം
ভগ্ন চক্র,സ്പ്ലിറ്റ് റിംഗ്
চতুর্ভুজ,ചതുർഭുജം
দশভুজ,ദശാഭുജം
"ডোমেইন, ডোমেইন, প্রদেশ, অঞ্চল","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം"
ফাংশনের ডোমেইন,പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ
সংজ্ঞা-প্রদেশ,നിർവ്വചനം-പ്രവിശ്യ
অস্তিত্বের অবস্থা,നിലനിൽപ്പിന്റെ അവസ്ഥ
ওভাররাইডিং ডিভাইস,അസാധുവാക്കൽ ഉപകരണം
ডপলার এফেক্ট,ഡോപ്ലർ പ്രഭാവം
"পয়েন্ট পণ্য, স্কেলার পণ্য","പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം"
বিন্দুযুক্ত বক্ররেখা,കുത്തുകളുള്ള വക്രം
দ্বৈত পার্থক্য,ഡ്യുവൽ ഡിഫറൻഷ്യൽ
ডবল সূচকীয় বন্টন,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
ডবল কুণ্ডলী,ഇരട്ട കോയിൽ
বাইনারি অবিচ্ছেদ্য,ബൈനറി ഇന്റഗ്രൽ
বাইনারি ইন্টিগ্রেশন,ബൈനറി സംയോജനം
দ্বিগুণ সীমা,ഇരട്ട പരിധി
ডবল স্যাম্পলিং ইভেন্ট,ഇരട്ട സാമ്പിൾ ഇവന്റ്
ডবল ক্রম,ഇരട്ട ക്രമം
ডবল সিরিজ,ഇരട്ട പരമ്പര
ডবল-সংযুক্ত স্বরলিপি,ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ
ডবল সংকলন,ഇരട്ട സമാഹാരം
নিম্নগামী ত্বরণ,താഴേക്കുള്ള ത്വരണം
নিম্নগামী স্থানচ্যুতি,താഴേക്കുള്ള സ്ഥാനചലനം
নিম্নগামী গতি,താഴേക്കുള്ള ചലനം
নিম্নগামী বেগ,താഴേക്കുള്ള വേഗത
আকর্ষণ,ട്രാക്ഷൻ
ট্র্যাকশন বল,ട്രാക്ഷൻ ഫോഴ്സ്
"দ্বৈত দ্বৈততা,",ഇരട്ട ദ്വൈതത
দ্বৈত ভিত্তি,ഇരട്ട അടിത്തറ
দ্বৈত অভ্যন্তরীণ পণ্য,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
"ডবল অপারেশন, ডুয়াল অপারেশন","ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം"
দ্বৈত সমস্যা,ഇരട്ട പ്രശ്നം
দ্বৈত একক অ্যালগরিদম,ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം
দ্বৈত একক পদ্ধতি,ഇരട്ട ഒറ്റ രീതി
দ্বৈত স্থান,ഡ്യുവൽ സ്പേസ്
দ্বৈত পরিবর্তনশীল,ഡ്യുവൽ വേരിയബിൾ
দ্বৈত ভেক্টর স্থান,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
নীরব সূচক,നിശബ്ദ സൂചിക
নীরব ফুটার,നിശബ്ദ അടിക്കുറിപ്പ്
নীরব চুক্তি,നിശബ്ദ കരാർ
নীরব পরিবর্তনশীল,നിശബ്ദ വേരിയബിൾ
নকল,തനിപ്പകർപ്പ്
গতিশীল,ചലനാത്മകം
গতিশীল সিস্টেম,ചലനാത്മക സംവിധാനം
গতিশীল চাহিদা ফাংশন,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
গতিশীল মডেল,ഡൈനാമിക് മോഡൽ
গতিশীল প্রোগ্রামিং,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
গতিশীল প্রোগ্রামিং পদ্ধতি,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
গতিশীল প্রোগ্রামিং কৌশল,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ
"গতিবিদ্যা, গতিবিদ্যা","ചലനാത്മകത, ചലനാത്മകത"
কণা গতিবিদ্যা,കണികാ ചലനാത്മകത
অনমনীয় শরীরের গতিবিদ্যা,ദൃഢമായ ശരീര ചലനാത്മകത
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবীর যোগাযোগ (ver.)","ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)"
ভূমিকম্পের তীব্রতা,ഭൂകമ്പ തീവ്രത
উদ্ভটতা,ഉത്കേന്ദ്രത
ধৃষ্টতা,അനുമാനം
অর্থনৈতিক পূর্বাভাস,ഇക്കണോമെട്രിക് പ്രവചനം
অর্থনীতিবিদ,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
অর্থনীতি,ഇക്കണോമെട്രിക്സ്
অর্থনীতি,സാമ്പത്തികശാസ്ത്രം
"কোর, প্রান্ত, টিয়ার","കാമ്പ്, അഗ്രം, കണ്ണീർ"
সামগ্রিক কোর সম্মুখীন,മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു
দক্ষতা সূচক,കാര്യക്ഷമത സൂചിക
চরিত্রগত উপাদান,സ്വഭാവ ഘടകം
চরিত্রগত ফাংশন,സ്വഭാവ സവിശേഷത
"eigen মান, চরিত্রগত মান","ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം"
বৈশিষ্ট্যগত মান সমীকরণ,സ്വഭാവ മൂല്യ സമവാക്യം
"আইজেন ভেক্টর, চরিত্রগত ভেক্টর","ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ"
ইলাস্টিক,ഇലാസ്റ്റിക്
ইলাস্টিক ঢালাই,ഇലാസ്റ്റിക് കാസ്റ്റ്
ইলাস্টিক ভারসাম্য,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
স্থিতিস্থাপকতা,ഇലാസ്തികത
স্থিতিস্থাপকতা পৃষ্ঠা,ഇലാസ്തികത പേജ്
"ইলেকট্রনিক কম্পিউটার, ইলেকট্রনিক কম্পিউটার","ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ"
"উপাদান, উপাদান, উপাদান","മൂലകം, മൂലകം, മൂലകം"
প্রাথমিক কলাম অপারেশন,പ്രാരംഭ നിര പ്രവർത്തനം
প্রাথমিক ঘটনা,പ്രാരംഭ സംഭവം
প্রাথমিক ফাংশন,പ്രാരംഭ പ്രവർത്തനം
প্রাথমিক অপারেশন,പ്രാരംഭ പ്രവർത്തനം
প্রাথমিক ফলাফল,പ്രാഥമിക ഫലങ്ങൾ
প্রাথমিক সম্ভাবনার নিয়ম,പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം
লাইন অপারেশন শুরু,ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു
"নির্মূল করা, নিশ্চিহ্ন করা,","ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ"
রেজোলিউশন প্রক্রিয়া,റെസലൂഷൻ പ്രക്രിയ
"উপবৃত্ত, উপবৃত্ত","ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി"
উপবৃত্তাকার,ദീർഘവൃത്താകൃതിയിലുള്ള
উপবৃত্তাকার,ദീർഘവൃത്താകൃതിയിലുള്ള
উপবৃত্তাকার পাতা,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
উপবৃত্তাকার শরীর,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
এমবেডিং,ഉൾച്ചേർക്കൽ
নির্গমন,ഉദ്വമനം
অভিজ্ঞতামূলক বিশ্বাস,അനുഭവപരമായ വിശ്വാസം
গবেষণামূলক সূত্র,അനുഭവ സൂത്രവാക്യം
অভিজ্ঞতামূলক সম্ভাবনা,അനുഭവപരമായ സംഭാവ്യത
অভিজ্ঞতামূলক সম্পর্ক,അനുഭവപരമായ ബന്ധം
ফাঁকা সেট,ശൂന്യമായ സെറ്റ്
আবদ্ধ,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
"এনকোডিং, কোডিং","എൻകോഡിംഗ്, കോഡിംഗ്"
আন্তঃকার্যক্ষমতা,പരസ്പര പ്രവർത്തനക്ഷമത
শেষপ্রান্ত,അവസാന പോയിന്റ്
ক্লাস ব্যবধানের শেষ বিন্দু,ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്
শক্তি,ഊർജ്ജം
শক্তি-মোমেন্টাম উপাদান,ഊർജ്ജ-മൊമെന്റം ഘടകം
এন্ট্রি ভেরিয়েবল,എൻട്രി വേരിയബിൾ
গণনাযোগ্য সেট,എണ്ണാവുന്ന സെറ്റ്
"গণনা, গণনা","എണ്ണുക, എണ്ണുക"
"সমান, সমান, সমান, সমান","തുല്യ, തുല്യ, തുല്യ, തുല്യ"
"সমতা, সমতা","സമത്വം, സമത്വം"
সম্ভবত,സാധ്യത
এমনকি সম্ভাব্যতা নির্বাচন পদ্ধতি,പോലും പ്രോബബിലിറ്റി തിരഞ്ഞെടുക്കൽ രീതി
সমান করা,തുല്യമാക്കുക
"সমীকরণ, সমীকরণ","സമവാക്യം, സമവാക്യം"
দ্বিঘাত সমীকরণ,ക്വാഡ്രാറ്റിക് സമവാക്യം
দ্বিঘাত সমীকরণ,ക്വാഡ്രാറ്റിക് സമവാക്യം
দ্বিঘাত সমীকরণ,ക്വാഡ്രാറ്റിക് സമവാക്യം
"বিষুবরেখা, বিষুবরেখা, মধ্যরেখা","ഭൂമധ്യരേഖ, മധ്യരേഖ, മധ്യരേഖ"
সামঞ্জস্যপূর্ণ,സ്ഥിരതയുള്ള
সমবাহু,സമഭുജം
"ভারসাম্য, ভারসাম্য, ভারসাম্য","സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ"
বল ভারসাম্য,ബലം ബാലൻസ്
ভারসাম্য বিন্দু,സന്തുലിത പോയിന്റ്
সমতা,തുല്യത
সমতা শ্রেণী,തുല്യതാ ക്ലാസ്
সমতা সম্পর্ক,തുല്യതാ ബന്ധം
"সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)","തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (എഡി.)"
সমতুল্য ম্যাট্রিক্স,തുല്യമായ മാട്രിക്സ്
সমতুল্য সেট,തുല്യമായ സെറ്റ്
প্রবণতা,പ്രവണതകൾ
"ভুল, ভুল, ভুল, ভুল","തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ"
ত্রুটি বিশ্লেষণ,പിശക് വിശകലനം
ভুল সংকেত,പിശക് കോഡ്
ত্রুটি সহগ,പിശക് ഗുണകം
বর্গক্ষেত্র মানে ত্রুটি,ചതുരം അർത്ഥം പിശക്
প্রথম ধরনের ত্রুটি,ആദ്യ തരം പിശക്
দ্বিতীয় ধরনের ত্রুটি,രണ്ടാമത്തെ തരം പിശക്
পালানোর সম্ভাবনা,രക്ഷപ്പെടാനുള്ള സാധ്യത
মুক্তিবেগ,രക്ഷപ്പെടൽ വേഗത
ই. শ্মিড্টের সচলতা প্রক্রিয়া,ഇ. ഷ്മിഡിന്റെ മൊബിലൈസേഷൻ പ്രക്രിയ
বহির্মুখী,ബഹിർമുഖൻ
"অপরিহার্য, অপরিহার্য","അത്യാവശ്യം, അത്യാവശ്യം"
কার্যত অনন্য,ഫലത്തിൽ അതുല്യമായ
"মূল্যায়ন করা, মূল্যায়ন করা (ver.), মূল্যায়ন করা (ed.)","വിലയിരുത്താൻ, വിലയിരുത്താൻ (ver.), വിലയിരുത്താൻ (ed.)"
অনুমান পদ্ধতি,കണക്കാക്കൽ രീതി
ইউক্লিডীয় স্থানাঙ্ক,യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ
ইউক্লিডীয় ডোমেইন,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
ইউক্লিডীয় জ্যামিতি,യൂക്ലിഡിയൻ ജ്യാമിതി
ইউক্লিডিয়ান এন-স্পেস,യൂക്ലിഡിയൻ n-സ്പെയ്സ്
ইউক্লিডীয় সমতল,യൂക്ലിഡിയൻ വിമാനം
অয়লারের উপপাদ্য,യൂലറുടെ സിദ്ധാന്തം
"মূল্যায়ন করা, মূল্যায়ন করা","വിലയിരുത്തുക, വിലയിരുത്തുക"
এমন কি,പോലും
এমনকি বক্ররেখা,വക്രം പോലും
এমনকি ফাংশন,പ്രവർത്തനം പോലും
এমনকি অবাধ্য,അപവർത്തനം പോലും
জোড় সংখ্যা,ഇരട്ട സംഖ്യ
অদ্ভুত প্রতিসাম্য,വിചിത്രമായ സമമിതി
এমনকি স্থানান্তর,ക്രമമാറ്റം പോലും
"ঘটনা, পর্ব","സംഭവം, എപ്പിസോഡ്"
আইসোমেট্রিক,ഐസോമോർഫിസം
"সঠিক, সঠিক, ঠিক","കൃത്യമായി, കൃത്യമായി, കൃത്യമായി"
সঠিক চি-স্কয়ার পরীক্ষা,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
সঠিক পার্থক্য,കൃത്യമായ വ്യത്യാസം
সঠিক সমীকরণ,കൃത്യമായ സമവാക്യം
উদাহরণ,ഉദാഹരണം
বিনিময়,എക്സ്ചേഞ്ച്
নির্দিষ্ট ঘটনা,നിർദ്ദിഷ്ട സംഭവം
অস্তিত্বের স্বতঃসিদ্ধ,അസ്തിത്വ സിദ്ധാന്തം
বেঁচে থাকার সম্ভাবনা,അതിജീവന സാധ്യത
অস্তিত্বের উপপাদ্য,അസ്തിത്വ സിദ്ധാന്തം
বাহ্যিক পরিবর্তনশীল,ബാഹ്യ വേരിയബിൾ
"বিস্তার, বিস্তার","പരക്കുക, പരക്കുക"
প্রত্যাশা ফাংশন,പ്രതീക്ഷയുടെ പ്രവർത്തനം
প্রত্যাশিত ফ্রিকোয়েন্সি,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
প্রত্যাশিত মান,പ്രതീക്ഷിച്ച മൂല്യം
পরীক্ষা,പരീക്ഷണം
"পরীক্ষামূলক ত্রুটি, পরীক্ষামূলক ত্রুটি","പരീക്ഷണ പിശക്, പരീക്ഷണ പിശക്"
"ব্যাখ্যা, ব্যাখ্যা","വിശദീകരണം, വിശദീകരണം"
পরিষ্কার সমীকরণ,വ്യക്തമായ സമവാക്യം
পরিষ্কারভাবে,വ്യക്തമായി
পরিষ্কার ফাংশন,വ്യക്തമായ പ്രവർത്തനം
পরিষ্কার সমাধান,വ്യക്തമായ പരിഹാരം
সূচক,ഘാതം
সূচকীয় বক্ররেখা,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
সূচকীয় সম্ভাব্যতা ফাংশন,എക്‌സ്‌പോണൻഷ്യൽ പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
সূচকীয় বিতরণ,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
সূচকীয় সমীকরণ,എക്സ്പോണൻഷ്യൽ സമവാക്യം
ব্যাখ্যামূলক কাজ,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
"সূচকীয় বৃদ্ধি, সূচকীয় বৃদ্ধি","എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച, എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച"
সূচকীয় নিয়ম,എക്‌സ്‌പോണൻഷ്യൽ റൂൾ
সূচকীয় মানচিত্র,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
"সূচকীয় সিরিজ, সূচকীয় সিরিজ","എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്, എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്"
"অভিব্যক্তি, অভিব্যক্তি, মুখের অভিব্যক্তি, অভিব্যক্তি","ഭാവം, ഭാവം, മുഖഭാവം, ഭാവം"
বর্ধিত ব্যবধান,നീട്ടിയ ഇടവേള
বর্ধিত বাস্তব লাইন,വർദ്ധിപ്പിച്ച യഥാർത്ഥ ലൈൻ
বর্ধিত বাস্তব সংখ্যা সিস্টেম,വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം
ম্যাপিং এক্সটেনশন,മാപ്പിംഗ് വിപുലീകരണം
বাহ্যিক কোণ,ബാഹ്യ കോൺ
বাইরের অঞ্চল,പുറം മേഖല
বাহ্যিক বিন্দু,ബാഹ്യ പോയിന്റ്
বহিরাগত,ബാഹ്യമായ
predicate মান এক্সট্রাপোলেশন,പ്രവചന മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ
এক্সট্রাপোলেশন কৌশল,എക്സ്ട്രാപോളേഷൻ ടെക്നിക്
সর্বোচ্চ মূল্য,പരമാവധി മൂല്യം
"চরম, শেষ, চরম, চূড়ান্ত","അങ്ങേയറ്റം, അവസാനം, അങ്ങേയറ്റം, അന്ത്യം"
উচ্চ বিন্দু,ഉയര്ന്ന സ്ഥാനം
বিপরীত সেটের চরম বিন্দু,എതിർ സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്
ফাংশনের চরম মান,പ്രവർത്തനത്തിന്റെ അങ്ങേയറ്റത്തെ മൂല്യം
চরম বৈশিষ্ট্য,അങ്ങേയറ്റത്തെ ഗുണങ്ങൾ
"মুখ, পাশে, সামনে","മുഖം, വശം, മുൻഭാഗം"
পরিচিতি,മുഖവില
"উপাদান, গুণনীয়ক, গুণনীয়ক, ধারা,","ഘടകം, ഘടകം, ഘടകം, ഉപവാക്യം"
ফ্যাক্টর বিশ্লেষণ,ഘടകം വിശകലനം
খণ্ডিত,വിഘടിച്ചു
ফ্যাক্টরিয়াল,ഘടകാംശം
একাধিক ফ্যাক্টর নকশা,മൾട്ടിപ്പിൾ ഫാക്ടർ ഡിസൈൻ
ফ্যাক্টরাইজেশন,ഘടകവൽക്കരണം
ফ্যাক্টর থেকে,ഘടകം വരെ
ন্যায়বিচার খেলা,നീതി കളി
"ভার্চুয়াল, মিথ্যা, কোড","വെർച്വൽ, തെറ്റ്, കോഡ്"
