English,Gujarati
digital data,અંકી દત્ત
dimension,"હદ, પહોળાઈ, પરિમાણ, શક્તિ"
dimensionality,પરિમાણ
dimensionless,પરિમાણહીન
dimension of an equation,સમીકરણ પરિમાણ
diophantine equation,ડાયોફન્ટસનું સમીકરણ
dip angle,પતનનો કોણ
dipolar coordinates,દ્વિધ્રુવ કોઓર્ડિનેટ્સ
dipole,દ્વિધ્રુવ
dipyramid (bipyramid),બાયપીરામિડ
Dirac delta function,ડીરાક ડેલ્ટા કાર્ય
direct common tangent,સામાન્ય સ્પર્શક
directed angle,જમણો ખૂણો
directed line,સીધી રેખા
directional derivative,જગ્યા વ્યુત્પન્ન
direction cosine,"ડીકોસિન, ડીકો-કોસાઇન"
direction of maxima,મહત્તમ દિશા
direction of projection,પ્રક્ષેપણ દિશા
direction ratio,દિશા ગુણોત્તર
director circle,નિયમનકારી વર્તુળ
director sphere,નિયમનકાર વર્તુળ
direct product,અનુલોમા ઉત્પાદન
direct proof,"સીધો પુરાવો, સીધો પુરાવો"
direct proportion,અનુક્રમિક ગુણોત્તર
directrix,નિયતિ
direct sum,અનુલોમા સરવાળો
disconncted sets,અસંબંધિત સમૂહ
discontinuity,"નિરંતરતા, નિરંતરતા, વિરામ"
discontinuity of derivative,વ્યુત્પન્નતાની વિરામ
discontinuity of the first kind,પ્રથમ પ્રકારનું વિરામ
discontinuity of the second kind,બીજા પ્રકારનું વિરામ
discontinuous distribution,અવ્યવસ્થિત વિતરણ
discontinuous function,અવ્યવસ્થિત કાર્ય
discontinuous variate,અવ્યવસ્થિત તફાવત
discrete,રજકણ
discrete distribution,અવ્યવસ્થિત વિતરણ
discrete probability distribution,અસંતુલિત સંભાવના વિતરણ
discrete random variable,અવ્યવસ્થિત રેન્ડમ ચલ
discrete sample space,અવિરત નમૂના જગ્યા
discrete set,અલગ એકંદર
discrete space,અલગ વસ્તી
discrete topology,અલગ રાજ્ય
discrete variate,અવ્યવસ્થિત તફાવત
discriminant,વિતરણ કર
discriminatory analysis (=discriminant analysis),ભેદભાવપૂર્ણ વિશ્લેષણ
disjoint,અસંબંધિત
disjoint events,અસંબદ્ધ ઘટના
disjoint sets,અસંબંધિત સમૂહ
disjoint union,અસંબંધિત નિવેશ
disjunction,"વિભાજન, તર્કસંગત સરવાળો"
dispersion,"વિખેરવું, વિખેરવું"
dispersion chart,વિક્ષેપ ચાર્ટ
dispersion constant,વિક્ષેપ સૂચકાંક
dispersion diagram,વિક્ષેપ રેખાકૃતિ
dispersion matrix (=covariance matrix),વિક્ષેપ મેટ્રિક્સ
displacement,વિસ્થાપન
display,પ્રદર્શન
display unit (=consol),કન્સોલ
dissimilar,"અસમાન, અસમાન"
dissipative forces,વિસર્જન બળ
distance function,અંતર કાર્ય
distance modulus,અંતર મોડ્યુલસ
distribution-free method,બિન-વિતરણકારક
distributive law,"વિતરણ નિયમ, વિતરણ નિયમ"
diverge,"વિખેરી નાખવું, વિખેરી નાખવું"
divergence,"ભિન્નતા, ભિન્નતા, ભિન્નતા"
divergence theorem,વિચલન પ્રમેય
divergent,જુદીજુદી
divergent series,અલગ શ્રેણી
divided difference,વિભાજિત તફાવત
divisibility,"વિભાજ્યતા, વિભાજ્યતા"
divisible,"વિભાજ્ય, વિભાજ્ય"
division,"વિભાજન, વિભાજન, વિભાજન"
division algorithm,વિભાજન અલ્ગોરિધમ
division ring,વિભાજિત રિંગ
dodecagon,ચતુર્ભુજ
dodecahedron,દશકોણ
domain,"ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ"
domain of a function,કાર્યનું ડોમેન
domain of definition,વ્યાખ્યા-પ્રાંત
domain of existence,અસ્તિત્વની સ્થિતિ
dominant strategy,ઓવરરાઇડિંગ ઉપકરણ
doppler effect,ડોપ્લર અસર
dot product,"બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન"
dotted curve,ડોટેડ વળાંક
double differentiation,બેવડા તફાવત
double exponential distribution,ડબલ ઘાતાંકીય વિતરણ
double helix,ડબલ કોઇલ
double integral,દ્વિસંગી અભિન્ન
double integration,દ્વિસંગી એકીકરણ
double limit,ડબલ મર્યાદા
double sampling plan,ડબલ સેમ્પલિંગ ઇવેન્ટ
double sequence,ડબલ ક્રમ
double series,ડબલ શ્રેણી
double suffix notation,ડબલ-જોડાયેલ નોટેશન
double summation,ડબલ સંકલન
downward acceleration,નીચે તરફ પ્રવેગક
downward displacement,નીચે તરફનું વિસ્થાપન
downward motion,નીચેની ગતિ
downward velocity,નીચે તરફનો વેગ
drag,ટ્રેક્શન
drag force,ટ્રેક્શન બળ
dual,બેવડી દ્વૈતતા
dual basis,ડ્યુઅલ બેઝ
dual inner product,દ્વિ આંતરિક ઉત્પાદન
dual linear programming problem,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
dual operation,"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
dual problem,બેવડી સમસ્યા
dual simplex algorithm,ડ્યુઅલ સિંગલ અલ્ગોરિધમ
dual simplex technique,ડ્યુઅલ સિંગલ પદ્ધતિ
dual space,બેવડી જગ્યા
dual variable,દ્વિ ચલ
dual vector space,ડ્યુઅલ વેક્ટર જગ્યા
dummy index,મૌન અનુક્રમણિકા
dummy subscript,મૌન ફૂટર
dummy suffix,મૌન કરાર
dummy variable,શાંત ચલ
duplicator process,ડુપ્લિકેશન
dynamical,ગતિશીલ
dynamical system,ગતિશીલ સિસ્ટમ
dynamic demand function,ગતિશીલ માંગ કાર્ય
dynamic model,ગતિશીલ મોડેલ
dynamic programming,ગતિશીલ પ્રોગ્રામિંગ
dynamic programming approach,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
dynamic programming technique,ગતિશીલ પ્રોગ્રામિંગ તકનીકો
dynamics,"ગતિશીલતા, ગતિશીલતા"
dynamics of a particle,કણ ગતિશીલતા
dynamics of rigid bodies,સખત શરીરની ગતિશીલતા
earth,"પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)"
earthquake intensity,ભૂકંપની તીવ્રતા
eccentricity,તરંગીતા
eclipse,ધારણા
econometric forecast,ઇકોનોમેટ્રિક આગાહી
econometrician,અર્થશાસ્ત્રી
econometrics,અર્થશાસ્ત્ર
economics,અર્થશાસ્ત્ર
edge,"કોર, ધાર, આંસુ"
edge of a convex set,એકંદર કોરનો સામનો કરવો
efficiency factor,કાર્યક્ષમતા સૂચકાંક
eigen element,લાક્ષણિક તત્વ
eigen function,લાક્ષણિક કાર્ય
eigen value,"eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય"
eigen value equation,લાક્ષણિક મૂલ્ય સમીકરણ
eigen vector,"ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર"
elastic,સ્થિતિસ્થાપક
elastic constant,સ્થિતિસ્થાપક કાસ્ટ
elastic equilibrium,સ્થિતિસ્થાપક સંતુલન
elasticity,સ્થિતિસ્થાપકતા
elasticity surface,સ્થિતિસ્થાપકતા પાનું
electronic computer,"ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર"
element,"તત્વ, તત્વ, તત્વ"
elementary column operation,પ્રારંભિક કૉલમ કામગીરી
elementary event,પ્રારંભિક ઘટના
elementary function,પ્રારંભિક કાર્ય
elementary operation,પ્રારંભિક કામગીરી
elementary outcome,પ્રારંભિક પરિણામો
elementary probability law,પ્રારંભિક સંભાવના નિયમ
elementary row operation,શરૂઆતની લાઇન કામગીરી
eliminate,"નાશ કરવો, નાશ કરવો"
elemination procedure,રિઝોલ્યુશન પ્રક્રિયા
ellipse,"એલિપ્સ, એલિપ્સ"
ellipsoid,લંબગોળ
ellipsoidal,લંબગોળ
ellipsoidal surface,લંબગોળ સપાટી
elliptical body,લંબગોળ શરીર
embedding,એમ્બેડિંગ
emission,ઉત્સર્જન
empirical data,પ્રયોગમૂલક વિશ્વાસ
empirical formula,પ્રયોગમૂલક સૂત્ર
empirical probability,પ્રયોગમૂલક સંભાવના
empirical relation,પ્રયોગમૂલક સંબંધ
empty set,ખાલી સેટ
enclosed,બંધાયેલ
encoding,"એન્કોડિંગ, કોડિંગ"
endomorphism,આંતરકાર્યક્ષમતા
end point,અંતિમ બિંદુ
end point of class interval,વર્ગ અંતરાલનો અંતિમ બિંદુ
energy,ઊર્જા
energy momentum component,ઊર્જા-વેગ ઘટક
entering variable,પ્રવેશ ચલ
enumerable set,ગણવાયોગ્ય સમૂહ
enumeration,"ગણતરી, ગણતરી"
equal,"સમાન, સમાન, સમાન, સમાન"
equality,"સમાનતા, સમાનતા"
equally likely,શક્યતા
equal probability selection method (=epsem),પણ સંભાવના પસંદગી પદ્ધતિ
equate,બરાબરી
equation,"સમીકરણ, સમીકરણ"
equation of first degree,ચતુર્ભુજ સમીકરણ
equation of second degree,ચતુર્ભુજ સમીકરણ
equation of third degree,ચતુર્ભુજ સમીકરણ
equator,"વિષુવવૃત્ત, વિષુવવૃત્ત, મધ્યરેખા"
equicontinuous,સુસંગત
equilateral,સમભુજ
equilibrium,"સંતુલન, સંતુલન, સંતુલન"
equilibrium of forces,બળ સંતુલન
equilibrium point,સંતુલન બિંદુ
equivalence,સમાનતા
equivalence class,સમાનતા વર્ગ
equivalence relation,સમાનતા સંબંધ
equivalent,"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (ed.)"
equivalent matrix,સમકક્ષ મેટ્રિક્સ
equivalent set,સમકક્ષ સમૂહ
ergodicity,વૃત્તિઓ
error,"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા"
error analysis,ભૂલ વિશ્લેષણ
error code,ભૂલ કોડ
error coefficient,ભૂલ ગુણાંક
error of mean square,ચોરસ સરેરાશ ભૂલ
error of the first kind,પ્રથમ પ્રકારની ભૂલ
error of the second kind,બીજા પ્રકારની ભૂલ
escape probability,બચવાની સંભાવના
escape velocity,એસ્કેપ વેગ
E. Schmidt's orthogonalization process,ઇ. શ્મિટ મોબિલાઇઝેશન પ્રક્રિયા
escribed circle,બહિર્મુખ
essential,"આવશ્યક, આવશ્યક"
essentially unique,વર્ચ્યુઅલ અનન્ય
estimate,"મૂલ્યાંકન કરવું, મૂલ્યાંકન કરવું (વેર.), મૂલ્યાંકન કરવું (સં.)"
estimation method,અંદાજ પદ્ધતિ
Euclidean coordinate,યુક્લિડિયન કોઓર્ડિનેટ્સ
Euclidean domain,યુક્લિડિયન ડોમેન
Euclidean geometry,યુક્લિડિયન ભૂમિતિ
Euclidean n-space,યુક્લિડિયન એન-સ્પેસ
Euclidean plane,યુક્લિડિયન પ્લેન
Euler's theorem,યુલરનું પ્રમેય
evaluate,"મૂલ્યાંકન, મૂલ્યાંકન"
even,સમ
even curve,પણ વળાંક
even function,સમ કાર્ય
even multiple,પ્રત્યાવર્તન પણ
even number,બેકી સંખ્યા
even odd symmetry,વિચિત્ર સમપ્રમાણતા
even permutation,પણ ક્રમચય
event,"ઘટના, એપિસોડ"
even term,આઇસોમેટ્રિક
exact,"બરાબર, બરાબર, બરાબર"
exact chi-square test,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
exact differential,ચોક્કસ તફાવત
exact equation,ચોક્કસ સમીકરણ
example,ઉદાહરણ
exchange,વિનિમય
exhaustive event,ચોક્કસ ઘટના
existence axiom,અસ્તિત્વનો સ્વયંસિદ્ધ
existence probability(= a priori probability),જીવન ટકાવી રાખવાની સંભાવના
existence theorem,અસ્તિત્વ પ્રમેય
exogenous variable,બાહ્ય ચલ
expansion,"ફેલાવો, ફેલાવો"
expectation function,અપેક્ષા કાર્ય
expected frequency,અપેક્ષિત આવર્તન
expected value,અપેક્ષિત મૂલ્ય
experiment,પ્રયોગ
experimental error,"પ્રાયોગિક ભૂલ, પ્રાયોગિક ભૂલ"
explanation,"સમજૂતી, સમજૂતી"
explicit equation,સ્પષ્ટ સમીકરણ
explicit form,સ્પષ્ટપણે
explicit function,સ્પષ્ટ કાર્ય
explicit solution,સ્પષ્ટ ઉકેલ
exponent,ઘાત
exponential curve,ઘાતાંકીય વળાંક
exponential density function,ઘાતાંકીય સંભાવના કાર્ય
exponential distribution,ઘાતાંકીય વિતરણ
exponential equation,ઘાતાંકીય સમીકરણ
exponential function,ઘાતાંકીય કાર્ય
exponential growth,"ઘાતાંકીય વૃદ્ધિ, ઘાતાંકીય વૃદ્ધિ"
exponential law,ઘાતાંકીય નિયમ
exponential map,ઘાતાંકીય નકશો
exponential series,"ઘાતાંકીય શ્રેણી, ઘાતાંકીય શ્રેણી"
expression,"અભિવ્યક્તિ, અભિવ્યક્તિ, ચહેરાના હાવભાવ, અભિવ્યક્તિ"
extended interval,વિસ્તૃત અંતરાલ
extended real line,વિસ્તૃત વાસ્તવિક રેખા
extended real number system,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
extension of a mapping,મેપિંગ એક્સ્ટેંશન
exterior angle,બાહ્ય કોણ
exterior area,બાહ્ય ઝોન
exterior point,બાહ્ય બિંદુ
external,બાહ્ય
extrapolation of trend value,અનુમાન મૂલ્યનું એક્સ્ટ્રાપોલેશન
extrapolation technique,એક્સ્ટ્રાપોલેશન તકનીક
extremal value,ટોચનું મૂલ્ય
extreme,"આત્યંતિક, અંત, આત્યંતિક, પરાકાષ્ઠા"
extreme point,ઉચ્ચ બિંદુ
extreme point of convex set,વિરોધી સમૂહનો આત્યંતિક બિંદુ
extremum of a function,કાર્યનું આત્યંતિક મૂલ્ય
extremum property,આત્યંતિક ગુણધર્મો
face,"ચહેરો, બાજુ, આગળ"
face value,ફેસ વેલ્યુ
factor,"ઘટક, પરિબળ, પરિબળ, કલમ"
factor analysis,પરિબળ વિશ્લેષણ
factored,ખંડિત
factorial,ફેક્ટોરિયલ
factorial design,બહુવિધ પરિબળ ડિઝાઇન
factorization,ફેક્ટરીકરણ
factorise,પરિબળ માટે
fair game,ન્યાય રમત
FALSE,"વર્ચ્યુઅલ, ખોટા, કોડ"
family,"કુટુંબ, કુટુંબ, કુળ, કુટુંબ"
family of circles,વર્તુળ કુલ
family curves,વળાંક કુલ
family of functions,કાર્યોનું કુટુંબ
family of lines,કુલ રેખા
facsimile,પ્રતિકૃતિ
F-distribution,F-વિતરણ
feasible basic solution,સુસંગત આધાર ઉકેલ
feasible solution,સુસંગત ઉકેલ
feed back,"રિચાર્જ, પુનઃરોકાણ"
Fermat principle,ફર્મનો કાયદો
Fermat's theorem,ફર્માના પ્રમેય
Fermi-Dirac statistics,ફર્મી-ડિરાક-સ્ટેટિસ્ટિક્સ
Fibonacci number,ફિબોનાકી નંબરો
Fibonacci series,ફિબોનાકી શ્રેણી
field,"ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર"
final velocity,અંતિમ વેગ
finite,"મર્યાદિત, મર્યાદિત"
finite basis,મર્યાદિત આધાર
finite decimal,મર્યાદિત દશાંશ
finite difference,મર્યાદિત તફાવત
finite difference method,મર્યાદિત તફાવત પદ્ધતિ
finite dimensional,મર્યાદિત પરિમાણીય
finite dimensional vector space,મર્યાદિત પરિમાણીય વેક્ટર
finite game,મર્યાદિત રમત
finite geometry,મર્યાદિત ભૂમિતિ
finite intersection,મર્યાદિત અભિન્ન
finite many,મર્યાદિતતા
finite Markov chain,મર્યાદિત માર્કોવ સાંકળ
finiteness proof,મર્યાદિતતા પુરાવો
finite number,મર્યાદિત સંખ્યા
finite population,મર્યાદિત વસ્તી
finite probability,મર્યાદિત સંભાવના
finite series,અંતિમ ગ્રેડ
finite set,મર્યાદિત સમૂહ
finite velocity,મર્યાદિત વેગ
finite volume,મર્યાદિત વોલ્યુમ
fitting,"ભળવું, ગોઠવવું"
fitting of curve,વળાંક ગોઠવણ
fitting of straight line,સીધી રેખા ગોઠવણ
fixed point theorem,નિશ્ચિત બિંદુ પ્રમેય
fixed sample,નિશ્ચિત નમૂના
flight velocity,ફ્લાઇટ વેગ
floating point arithmetic,ફ્લોટિંગ પોઈન્ટ ગણતરી
floating point system,"ફ્લોટિંગ પોઈન્ટ સિસ્ટમ, ફ્લોટિંગ પોઈન્ટ સિસ્ટમ"
flow chart,ફ્લો ચાર્ટ
flow velocity,પ્રવાહ વેગ
fluid dynamics,પ્રવાહી ગતિશીલતા
focal,"ફોકલ, કોન્ફોકલ, ફોકલ"
focal chord,કેન્દ્રીય તાર
focal distance,કેન્દ્રીય અંતર
focal length,ફોકલ લંબાઈ
focus,"નાભિ, ધ્યાન, મૂળ"
foot,"પગ, પગ, પગ"
foot of perpendicular,ઓર્થોગોનલ
force of gravity,ગુરુત્વાકર્ષણ બળ
forecasting,આગાહી
formula,ફોર્મ્યુલા
formulate,થ્રેડીંગ
formulation,"ફોર્મેટિંગ, ફોર્મેટિંગ, ફોર્મ્યુલેશન"
forward difference,આગળ
forward interpolation,આગળ નિવેશ
foundation of mathematics,ગણિતનો પાયો
Fourier's analysis,ફોરિયર વિશ્લેષણ
Fourier's series,ફોરિયર શ્રેણી
Fourier's transform,ફોરિયર ટ્રાન્સફોર્મ
fraction,અલગ
fractional coordinate,અપૂર્ણાંક કોઓર્ડિનેટ્સ
fractional number,અપૂર્ણાંક સંખ્યા
fractional programming,અપૂર્ણાંક પ્રોગ્રામિંગ
free path,મુક્ત માર્ગ
free vector,મુક્ત વેક્ટર મુક્ત વેક્ટર
frequency,"આવર્તન, આવર્તન"
frequency column,આવર્તન કૉલમ
frequency curve,"આવર્તન વળાંક, આવર્તન વળાંક"
frequency distribution,આવર્તન વિતરણ
frequency histogram,આવર્તન હિસ્ટોગ્રામ
frequency of occurrence,ઘટના આવર્તન
frequency polygon,આવર્તન-બહુકોણ
frequency table,આવર્તન કોષ્ટક
frustum,ફ્રસ્ટમ
frustum of a pyramid,પિરામિડ ફ્રસ્ટમ
frustum of a sphere,શેલ ફ્રસ્ટમ
full expansion,સંપૂર્ણ ફેલાવો
function,"કાર્યો, કાર્યો, લાક્ષણિકતાઓ (જૂથો)"
functional analysis,કાર્ય વિશ્લેષણ
fundamental,"મૂળ, મૂળ"
fundamental theorem,મૂળભૂત પ્રમેય
fundamental theorem of algebra,બીજગણિતનું મૂળભૂત પ્રમેય
galaxy,"આકાશગંગા, આકાશ-ગંગા"
Galois field,ગેલોઈસ પ્રદેશ
Galois group,ગેલોઈસ ગ્રુપ
gambler's ruin,જુગારની નાણાકીય બાબતો
game and move,રમતો અને યુક્તિઓ
game of chance,તકની રમત
game of dice,ડાઇસ રમત
games theory,રમત સિદ્ધાંત
games with perfect recall,સંપૂર્ણ મેમરી રમતો
game value,રમત મૂલ્ય
gamma function,ગામા કાર્ય
Gauss-Argand plane,ગૌસ-આર્ગોન ફ્લેટ
Gaussian curve,ગૌસ-વળાંક
Gaussian elimination,ગૌસીયન સોલ્યુશન
Gaussian plane,ગૌસ-વિમાન
Gauss-Jordan reduction,ગૌસ-ભાર ગોઠવણ
general case,વ્યાપક સ્થિતિ
general convergence theorem,સામાન્ય કન્વર્જન્સ પ્રમેય
general equation,સામાન્ય સમીકરણ
general factor,વ્યાપક પરિબળ
general form,"સામાન્ય સ્વરૂપ, વ્યાપક"
general formula,સામાન્ય સૂત્ર
general game,વિશાળ રમત
general inference,સામાન્ય અંદાજ
general integral,વ્યાપક અભિન્ન
generalization,સામાન્યીકરણ
generalised associative law,સામાન્યકૃત સહયોગી નિયમ
generalised continuum hypothesis,સામાન્યકૃત સાતત્ય પૂર્વધારણા
generalised convex function,સામાન્યકૃત ઉતરતા કાર્ય
generalised coordinates,સામાન્યકૃત કોઓર્ડિનેટ્સ
generalised eigen value problem,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
general convergence theorem,સામાન્ય કન્વર્જન્સ પ્રમેય
general equation,સામાન્ય સમીકરણ
general factor,વ્યાપક પરિબળ
general form,"સામાન્ય સ્વરૂપ, વ્યાપક"
general formula,સામાન્ય સૂત્ર
general game,વિશાળ રમત
general inference,સામાન્ય અંદાજ
general integral,વ્યાપક અભિન્ન
generalization,સામાન્યીકરણ
generalised associative law,સામાન્યકૃત સહયોગી નિયમ
generalised continuum hypothesis,સામાન્યકૃત સાતત્ય પૂર્વધારણા
generalised convex function,સામાન્યકૃત ઉતરતા કાર્ય
generalised coordinates,સામાન્યકૃત કોઓર્ડિનેટ્સ
generalised eigen value problem,સામાન્યકૃત eigen મૂલ્ય સમસ્યા
generic name,"કુળનું નામ, વર્ગનું નામ, જાતિનું નામ"
genus of surface,પૃષ્ઠ નંબર
geodesic,"વૈકલ્પિક, જીઓડેસિક"
geometrical,ભૌમિતિક
geometrical construction,ભૌમિતિક ડિઝાઇન
geometrical mean,ભૌમિતિક સરેરાશ
geometrical multiplicity,ભૌમિતિક ગુણાકાર
geometrical probability,ભૌમિતિક સંભાવના
geometrical progression,ભૌમિતિક પ્રગતિ
geometrical series,ભૌમિતિક શ્રેણી
geometrical shape,ભૌમિતિક આકૃતિ
geometrico arithmetic series,ભૌમિતિક અંકગણિત શ્રેણી
geometry,"ભૂમિતિ, ભૂમિતિ"
global maximum,સાર્વત્રિક મહત્તમ
global property,સાર્વત્રિક ઓછામાં ઓછી મિલકત
global minimum,સાર્વત્રિક લઘુત્તમ
global optimum,સાર્વત્રિક શ્રેષ્ઠ
global property,સાર્વત્રિક મિલકત
global saddle point,સાર્વત્રિક ઍક્સેસ બિંદુ
goodness of fit,સરળતા
grade correlation,ક્રમ સહસંબંધ
graded data,વર્ગીકૃત ડેટા
gradient,"ઢાળ, ઢાળ"
gradient density,ઢોળાવની ઘનતા
gradient of line,રેખા ઢોળાવ
gradient of velocity,વેગ ઢાળ
gradient vector,ઢાળ વેક્ટર
gradient velocity,ઢાળ વેગ
grading,"ગ્રેડિંગ, ગ્રેડિંગ, ગ્રેડિંગ, લેવલ બેલેન્સિંગ"
grading analysis,ગ્રેડિંગ વિશ્લેષણ
gram,ગ્રામ
Gram determinant,ગ્રામ છેદ
Gram - Schmidt orthogonalization process,ગ્રામ-શ્મિટ ગતિશીલતા પ્રક્રિયા
grand mean,મહાન સરેરાશ
grand total,સર્વયોગ
graph,"આલેખ, આલેખ, આલેખ"
graphic,ગ્રાફિક
graphical,ગ્રાફિક્સ
graphical computation,ગ્રાફિકલ ગણતરી
graphical construction,"ગ્રાફિક ડિઝાઇન, ગ્રાફિક ડિઝાઇન"
graphical integration,ગ્રાફિકલ એકીકરણ
graphical interpolation,ગ્રાફિકલ નિવેશ
graphical method,ગ્રાફિક પદ્ધતિ
graphical representation,"ગ્રાફિકલ રજૂઆત, ગ્રાફિકલ રજૂઆત"
graphic expression,"ગ્રાફિક રેસિપિ, ગ્રાફિક"
graph paper,"ગ્રાફ પેપર, સ્ક્વેર્ડ પેપર, ગ્રાફ પેપર"
gravitation,"ગુરુત્વાકર્ષણ, ગુરુત્વાકર્ષણ"
gravitational accelaration,ગુરુત્વાકર્ષણ પ્રવેગક
gravitational attraction,"ગુરુત્વાકર્ષણ, ગુરુત્વાકર્ષણ આકર્ષણ"
gravitational constant,ગુરુત્વાકર્ષણ સ્થિર
gravitational curvature,ગુરુત્વાકર્ષણ વક્રતા
gravitational force,ગુરુત્વાકર્ષણ બળ
gravitational pull,ગુરુત્વાકર્ષણ ખેંચાણ
gravity,ગુરુત્વાકર્ષણ
great bear,સપ્તર્ષિ
great circle,મોટું વર્તુળ
great - circle plane,વિશાળ વર્તુળ વિમાન
great circle route,વિશાળ વર્તુળ
greatest common measure,સૌથી મોટું પરિબળ
greatest element,ટોચનું તત્વ
greatest lower bound,સૌથી વધુ નીચલી સીમા
great number,સમૂહ સંખ્યા
great triangle,બહુકોણ
Gregorian calendar,ગ્રેગોરિયન કેલેન્ડર
Gregorian correction,ગ્રેગોરિયન રિવિઝન
Gregory formula,ગ્રેગોરિયન સૂત્ર
Gregory - Newton formula,ગ્રેગરી-ન્યુટન સૂત્ર
Gregory series,ગ્રેગોરિયન કેટેગરી
gross,"કુલ, કુલ (વિ.) એકંદર (n.)"
gross correlation,એકંદર સહસંબંધ
gross error,એકંદર ભૂલ
gross income,કુલ આવક
group,"વર્ગ, જૂથ, સંગઠન"
group automorphism,જૂથ સ્વીકૃતિ
group axiom,સમૂહ સ્વયંસિદ્ધ
group control,જૂથ નિયંત્રણ
grouped series,જૂથબદ્ધ શ્રેણી
group of symmetries,સમપ્રમાણતાનું જૂથ
group of transformation,રૂપાંતર જૂથ
groupoid,સમૂહ
group theoretical assumption,જૂથ સિદ્ધાંત વિચાર
group theory,જૂથ સિદ્ધાંત
growth,વૃદ્ધિ
growth formula,વૃદ્ધિ સૂત્ર
growth rate,વિકાસ દર
g-statistic,જી-નમૂનો
guessed average,અંદાજિત સરેરાશ
half adder,અડધા ઉમેરનાર
half open interval,અર્ધ-બંધ અંતરાલ
half space,અડધી વસ્તી
Hamilton Cayley Theorem,હેમિલ્ટન કેલી પ્રમેય
Hamiltonian operator,હેમિલ્ટોની ઓપરેટર
Hamilton's quaternion algebra,હેમિલ્ટન ક્વાડ્રપલેટ
harmonic,"હાર્મોનિક, હાર્મોનિક, હાર્મોનિક, હાર્મોનિક"
harmonic envelope,હાર્મોનિક કવર
harmonic mean,હાર્મોનિક સરેરાશ
harmonic progression,હાર્મોનિક પ્રગતિ
harmonics,"ઇન્ટરેક્ટિવ વિશ્લેષણ, ગુણવત્તા"
harmonic series,હાર્મોનિક શ્રેણી
height,"ઊંચાઈ, ઊંચાઈ, ઊંચાઈ"
hemisphere,"ગોળાર્ધ, ગોળાર્ધ"
hemispherical,અર્ધગોળાકાર
hemispherical projection,ગોળાર્ધ પ્રક્ષેપણ
heptagon,હેપ્ટાગોન
Hermitian conjugate operator,સંન્યાસી કન્જુગેટ ઓપરેટર
Hermitian form,હર્મેટિક લડાઇ
Hermitian matrix,હર્મેટિક મેટ્રિક્સ
Hermitian operator,હર્મેટિક ઓપરેટર
Hermitian product,સંન્યાસી ઉત્પાદન
Hermitian semigroup,હર્મેટિક જૂથ
Hermitian space,આશ્રિત વસ્તી
Hermitian transformation,હર્મેટિક રૂપાંતર
Hess diagram,હેસ ડાયાગ્રામ
Hessian matrix,હેસિયન મેટ્રિક્સ
Hessian of function,કાર્યનું હેસિયન
heterogeneity test,વિજાતીયતા પરીક્ષણ
heterogeneous,"વિષમ, વિષમ, વિષમ"
heterogeneous data,વિજાતીય આકૃતિઓ
heterogeneous population,વિજાતીય વસ્તી
heuristic,કુદરતી
heuristically,કુદરતી રીતે
hexagon,ષટ્કોણ
hexahedron,ષટ્કોણ
hierarchial subdivision,વંશવેલો પેટાવિભાગ
hierarchy,"વંશવેલો, ઉચ્ચ પરંપરા"
high birth rate,ઉચ્ચ જન્મ દર
high death rate,ઉચ્ચ મૃત્યુ દર
higher - age – group,ઉચ્ચ વય જૂથ
higher order,ઉચ્ચ ઓર્ડર
highest order,સર્વોચ્ચ ક્રમ
Hilbert cube,હિલ્બર્ટ ક્યુબ
Hilbert space,હિલ્બર્ટ વસ્તી
H–invariant,એચ- ખાતરી કરો
historigram,સમય ફ્રેમ
hollow cone,હોલો શંકુ
homeomorphism,"સમાનતા, સમાનતા"
homogeneity,"એકરૂપતા, એકરૂપતા"
homogeneous,"એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ, એકરૂપ"
homogeneous data,સજાતીય આકૃતિઓ
homogeneous difference equation,સજાતીય વિભેદક સમીકરણ
homomorphism,હોમોમોર્ફિઝમ
horizontal,આડું
horizontal plane,આડું વિમાન
hour,કલાક
hydrodynamic,હાઇડ્રોડાયનેમિક
hydrodynamics,"હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ, હાઇડ્રોડાયનેમિક્સ"
hydromechanics,"hydromechanics, hydromechanics"
hydrostatic,હાઇડ્રોસ્ટેટિક
