Bengali,Malayalam
পশ্চাদপদ পুনরুদ্ধার,പിന്നോക്ക വീണ്ടെടുക്കൽ
পশ্চাদপদ তদারকি,പിന്നോക്ക മേൽനോട്ടം
পশ্চাদপদ ট্রেস,പിന്നോക്ക ട്രംസ്
ভারসাম্য,ബാക്കി
ভারসাম্য সার্কিট,സമതുലിതമായ സർക്യൂട്ട്
ভারসাম্যযুক্ত ডিজিট সিস্টেম,സമതുലിതമായ അക്ക സംവിധാനം
ভারসাম্য ত্রুটি,സമതുലിതമായ പിശക്
ভারসাম্যপূর্ণ মার্জ,സമതുലിതമായ ലയനം
সুষম মার্জ বাছাই,സമതുലിതമായ ലയനം
ভারসাম্য বাছাই,സമതുലിതമായ സോർട്ടിംഗ്
ভারসাম্য স্টেশন,സമതുലിതമായ സ്റ്റേഷൻ
ভারসাম্যপূর্ণ টেরিনারি সিস্টেম,സമതുലിതമായ ടെർനറി സിസ്റ്റം
সুষম ফরোয়ার্ড বিবৃতি,സമതുലിതമായ പ്രസ്താവന
ভারসাম্যপূর্ণ নেটওয়ার্ক,സമതുലിതമായ നെറ്റ്വർക്ക്
ব্যান্ড,കൂട്ടം
ব্যান্ডপাস,ബാൻഡ്പാസ്
ব্যান্ডপাস ফিল্টার,ബാൻഡ്പാസ് ഫിൽട്ടർ
ব্যান্ড প্রিন্টার,ബാൻഡ് പ്രിന്റർ
ব্যান্ড স্টপ ফিল্টার,ബാൻഡ് നിർത്തുക ഫിൽട്ടർ
ব্যান্ডউইথ,ബാൻഡ്വിഡ്ത്ത്
ব্যানার শব্দ,ബാനർ വാക്ക്
বার কোড,ബാർ കോഡ്
বারকোড রিডার,ബാർകോഡ് റീഡർ
বারকোড স্ক্যানার,ബാർ കോഡ് സ്കാനർ
বার প্রিন্টার,ബാർ പ്രിന്റർ
ব্যারেল প্রিন্টিং (= ড্রাম মুদ্রণ),ബാരൽ പ്രിന്റിംഗ് (= ഡ്രം അച്ചടി)
বেস,അടിത്തറ
বেস ঠিকানা,അടിസ്ഥാന വിലാസം
বেস ঠিকানা,അടിസ്ഥാന വിലാസ
বেস ঠিকানা রেজিস্টার,അടിസ്ഥാന വിലാസ രജിസ്റ്റർ
বেস ব্যান্ড,അടിസ്ഥാന ബാൻഡ്
বেস ব্যান্ড চ্যানেল,അടിസ്ഥാന ബാൻഡ് ചാനൽ
ভিত্তিক স্টোরেজ বরাদ্দ,അടിസ്ഥാന സംഭരണ ​​അലോക്കേഷൻ
ভিত্তিক পরিবর্তনশীল,അടിസ്ഥാനമാക്കിയുള്ള വേരിയബിൾ
বেস উপাদান,അടിസ്ഥാന ഘടകം
বেস আইটেম,അടിസ്ഥാന ഇനം
বেস ভাষা,അടിസ്ഥാന ഭാഷ
বেস স্বরলিপি,അടിസ്ഥാന നൊട്ടേഷൻ
বেস নম্বর,അടിസ്ഥാന നമ്പർ
বেস রেজিস্টার,അടിസ്ഥാന രജിസ്റ്റർ
বেস ভলিউম,അടിസ്ഥാന വോളിയം
বেসিক,അടിസ്ഥാനപരമായ
বেসিক অ্যাক্সেস পদ্ধতি,അടിസ്ഥാന ആക്സസ് രീതി
বেসিক বাইনারি লোডার,അടിസ്ഥാന ബൈനറി ലോഡർ
বেসিক কোড,അടിസ്ഥാന കോഡ്
বেসিক কোডিং,അടിസ്ഥാന കോഡിംഗ്
বেসিক ডাইরেক্ট অ্যাক্সেস পদ্ধতি,അടിസ്ഥാന നേരിട്ടുള്ള ആക്സസ് രീതി
বেসিক এক্সচেঞ্জ  ফর্ম্যাট,അടിസ്ഥാന കൈമാറ്റം  രൂപകല്പന
বেসিক বাহ্যিক  ফাংশন,അടിസ്ഥാന ബാഹ്യ  പവര്ത്തിക്കുക
বেসিক ইনপুট/আউটপুট,അടിസ്ഥാന ഇൻപുട്ട് / output ട്ട്പുട്ട്
বেসিক নির্দেশ,അടിസ്ഥാന നിർദ്ദേശം
বেসিক লিঙ্কেজ,അടിസ്ഥാന ലിങ്ക്
বেসিক লুপিং,അടിസ്ഥാന ലൂപ്പിംഗ്
বেসিক ম্যাট্রিক্স,അടിസ്ഥാന മാട്രിക്സ്
বেসিক ম্যাট্রিক্স নির্দেশনা,അടിസ്ഥാന മാട്രിക്സ് നിർദ്ദേശം
বেসিক রিয়েল ধ্রুবক,അടിസ്ഥാനപരമായ യഥാർത്ഥ സ്ഥിരാങ്കം
বেসিক সিক্যুয়ালিয়াল অ্যাক্সেস পদ্ধতি,അടിസ്ഥാന ശ്രേഷ്ഠമായി ആക്സസ് രീതി
বেসিক পরিষেবা,അടിസ്ഥാന സേവനം
বেসিক সাবস্ক্রিপ্ট,അടിസ്ഥാന സബ്സ്ക്രിപ്റ്റ്
বেসিক সিস্টেমের নির্দেশনা,അടിസ്ഥാന സിസ്റ്റം നിർദ്ദേശം
বেসিক টেলিযোগাযোগ অ্যাক্সেস পদ্ধতি,അടിസ്ഥാന ടെലികമ്മ്യൂണിക്കേഷൻ ആക്സസ് രീതി
বেসিক ওজন,അടിസ്ഥാന ഭാരം
ব্যাচ,ഓടിക്കല്ല്
ব্যাচ নিয়ন্ত্রণ রেকর্ড,ബാച്ച് നിയന്ത്രണ രേഖ
ব্যাচড যোগাযোগ,ബാച്ചുകെട്ടിയ ആശയവിനിമയം
ব্যাচড জব,ബാച്ച് ചെയ്ത ജോലി
ব্যাচের শিরোনাম নথি,ബാച്ച് ഹെഡർ പ്രമാണം
ব্যাচিং,ബാച്ചിംഗ്
ব্যাচ অপারেটিং সিস্টেম,ബാച്ച് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം
ব্যাচ পার্টিশন,ബാച്ച് പാർട്ടീഷൻ
ব্যাচের অবস্থান,ബാച്ച് സ്ഥാനം
ধির গতির কাজ,ബാച്ച് പ്രോസസ്സിംഗ്
ব্যাচ অঞ্চল,ബാച്ച് പ്രദേശം
ব্যাচ সেশন,ബാച്ച് സെഷൻ
ব্যাচ টার্মিনাল,ബാച്ച് ടെർമിനൽ
ব্যাচের টিকিট,ബാച്ച് ടിക്കറ്റ്
ব্যাচ মোট,ബാച്ച് ആകെ
ব্যাচের লেনদেন ফাইল,ബാച്ച് ഇടപാട് ഫയൽ
ব্যাটেন সিস্টেম (= কর্ডোনিয়ার সিস্টেম = পিক-এ-- বু সিস্টেম),ബാറ്റൻ സിസ്റ്റം (= കോർഡിയർ സിസ്റ്റം = പീക്ക്-എ- ബൂ സിസ്റ്റം)
বাউড,മദ്ധ്യര
বাউডোট কোড,ബ ud ഡൂട്ട് കോഡ്
বাউড কোড,ബോഡ് കോഡ്
বড হার,ബോഡി നിരക്ക്
জপমালা,കൊന്ത
বিম ডিফ্লেশন,ബീം വ്യതിചലനം
বিম স্টোর,ബീം സ്റ്റോർ
বিমউইথ (= অ্যাপারচার কোণ),ബീംവിഡ്ത്ത് (= അപ്പർച്ചർ ആംഗിൾ)
বীট,അടിക്കുക
শুরু,ആരംഭിക്കുന്നു
ব্লক শুরু করুন,തടയാൻ ആരംഭിക്കുക
একটি ফাইল লেবেল শুরু,ഒരു ഫയൽ ലേബലിന്റെ ആരംഭം
তথ্য চিহ্নিতকারী শুরু,വിവരത്തിന്റെ ആരംഭം
টেপ চিহ্নের শুরু,ടേപ്പ് മാർക്കിന്റെ ആരംഭം
ভলিউম লেবেলের শুরু,വോളിയം ലേബലിന്റെ ആരംഭം
বেল চরিত্র,മണി കഥാപാത്രം
বেলফাস্ট,ബെല്ലിബസ്റ്റ്
মাপকাঠি,ബെഞ്ച് മാർക്ക്
বেঞ্চমার্ক রুটিন,ബെഞ്ച്മാർക്ക് പതിവ്
বেঞ্চমার্ক পরীক্ষা,ബെഞ്ച്മാർക്ക് പരിശോധന
পক্ষপাত,പക്ഷപാതം
পক্ষপাত বিকৃতি,വക്രീകരണം
বায়াস টেস্টিং,ബയ്സ് ടെസ്റ്റിംഗ്
গ্রন্থপঞ্জি,ബിബ്ലിയോഗ്രാഫി
দ্বৈতকরণ অপারেশন (= সমতা  অপারেশন),ബൈകോണ്ടിക് ഓപ്പറേഷൻ (= തുല്യത  പ്രവർത്തനം)
দ্বিখণ্ডিত গ্রাফ,ബിക്കോൺ ചെയ്ത ഗ്രാഫ്
বিড,ആവശപ്പെടുക
দ্বি -নির্দেশমূলক বাস,ദ്വിദിന ബസ്
দ্বি -নির্দেশমূলক প্রবাহ,ദ്വിതീയ ഒഴുക്ക്
দ্বি -নির্দেশমূলক মুদ্রণ,ദ്വിദിശ പ്രിന്റിംഗ്
দ্বিখণ্ডন,വിഭജനം
বাইনারি,ബൈനറി
বাইনারি আনুমানিক,ബൈനറി ഏകീകരണം
বাইনারি গাণিতিক অপারেশন,ബൈനറി അരിത്മെറ്റിക് പ്രവർത്തനം
বাইনারি কার্ড,ബൈനറി കാർഡ്
বাইনারি সেল,ബൈനറി സെൽ
বাইনারি চেইন,ബൈനറി ചെയിൻ
বাইনারি পছন্দ,ചിത്രകാരന്
বাইনারি পছন্দ মডেল,ബൈനറി ചോയ്സ് മോഡൽ
বাইনারি চপ (= ডিকোটমাইজিং অনুসন্ধান),ബൈനറി ചോപ്പ് (= തിരയൽ തിരയൽ)
বাইনারি কোড,ബൈനറി കോഡ്
বাইনারি কোডেড চরিত্র,ബൈനറി കോഡെഡ് പ്രതീകം
বাইনারি কোডেড দশমিক,ബൈനറി കോഡ് ചെയ്ത ദശാംശ
বাইনারি কোডেড দশমিক কোড,ബൈനറി കോഡ് ചെയ്ത ദശാംശ കോഡ്
বাইনারি কোডেড দশমিক ইন্টারচেঞ্জ কোড,ബൈനറി കോഡ് ചെയ്ത ഡെസിമൽ ഇന്റർചേഞ്ച് കോഡ് കോഡ്
বাইনারি কোডেড দশমিক প্রতিনিধিত্ব,ബൈനറി കോഡ് ചെയ്ത ദശാംശ പ്രാതിനിധ്യം
বাইনারি কোডেড দশমিক সিস্টেম,ബൈനറി കോഡ് ചെയ്ത ദശാംശ സംവിധാനം
বাইনারি-কোডেড দশমিক থেকে দশমিক রূপান্তরকারী,ബൈനറി-കോഡെഡ് ദശാംശ-മുതൽ ഡെസിമൽ കൺവെർട്ടർ
বাইনারি কোডেড অঙ্ক,ബൈനറി കോഡ് ചെയ്ത ഡിജിറ്റ്
বাইনারি কোডেড স্বরলিপি,ബൈനറി കോഡ് ചെയ്ത നൊട്ടേഷൻ
বাইনারিকোডিং,ബൈനറികോഡിംഗ്
বাইনারি নিয়ন্ত্রণ অক্টাল,ബൈനറി കൺട്രോൾ ഒക്ടൽ
বাইনারি রূপান্তর,ബൈനറി പരിവർത്തനം
বাইনারি কাউন্টার,ബൈനറി ക .ണ്ടർ
বাইনারি সংখ্যা,ബൈനറി അക്കം
বাইনারি অঙ্কের চরিত্র,ബൈനറി ഡിജിറ്റ് പ്രതീകം
বাইনারি উপাদান,ബൈനറി ഘടകം
বাইনারি উপাদান স্ট্রিং,ബൈനറി ഘടക സ്ട്രിംഗ്
বাইনারি হাফ অ্যাডার,ബൈനറി പകുതി ആൾഡർ
বাইনারি ইনক্রিমেন্টাল উপস্থাপনা,ബൈനറി ഇൻക്രിമെന്റ് പ്രാതിനിധ്യം
বাইনারি লোডার,ബൈനറി ലോഡർ
বাইনারি লজিক নেটওয়ার্ক,ബൈനറി ലോജിക് നെറ്റ്വർക്ക്
বাইনারি স্বরলিপি,ബൈനറി നൊട്ടേഷൻ
বাইনারি সংখ্যা,ബൈനറി നമ്പർ
বাইনারি নম্বর সিস্টেম,ബൈനറി നമ്പർ സിസ്റ്റം
বাইনারি সংখ্যা,ബൈനറി സംഖ്യ
বাইনারি সংখ্যা সিস্টেম,ബൈനറി സംഖ്യ സിസ്റ്റം
বাইনারি অপারেশন কোড,ബൈനറി ഓപ്പറേഷൻ കോഡ്
বাইনারি অপারেটর,ബൈനറി ഓപ്പറേറ്റർ
বাইনারি জুটি,ബൈനറി ജോഡി
বাইনারি ছবির ডেটা,ബൈനറി ചിത്ര ഡാറ്റ
বাইনারি পয়েন্ট,ബൈനനാട് പോയിന്റ്
বাইনারি প্রোগ্রাম,ബൈനറി പ്രോഗ്രാം
বাইনারি সম্পর্ক,ബൈനറി ബന്ധം
বাইনারি অনুসন্ধান,ബൈനറി തിരയൽ
বাইনারি অনুসন্ধান অ্যালগরিদম,ബൈനറി തിരയൽ അൽഗോരിതം
বাইনারি সিরিয়াল সিগন্যালিং হার,ബൈനറി സീരിയൽ സിഗ്നലിംഗ് നിരക്ക്
বাইনারি প্রতিসাম্য চ্যানেল,ബൈനറി സിമെട്രിക് ചാനൽ
বাইনারি সিঙ্ক্রোনাস যোগাযোগ,ബൈനറി സിൻക്രോണസ് കമ്മ്യൂണിക്കേഷൻ
বাইনারি সিঙ্ক্রোনাস ট্রান্সমিশন,ബൈനറി സിൻക്രണസ് ട്രാൻസ്മിഷൻ
বাইনারি গাছ,ബൈനറി ട്രീ
বাঁধাই করা,ബന്ധിക്കുക
বাইন্ডার গ্রুপ,പെർഫിൻഡർ ഗ്രൂപ്പ്
বাইন্ডার-হোল কার্ড,ബൈൻഡർ-ഹോൾ കാർഡ്
বাঁধাই,ബന്ധിക്കുക
বাঁধাই সময়,ബൈൻഡിംഗ് സമയം
বায়োমেডিকাল কম্পিউটিং,ബയോമെഡിക്കൽ കമ്പ്യൂട്ടിംഗ്
বায়োমেডিকাল প্রোগ্রাম,ബയോമെഡിക്കൽ പ്രോഗ്രാം
বায়োনিক্স,ബയോണിക്സ്
দ্বিপক্ষীয় গ্রাফ,Bipartite ഗ്രാഫ്
দ্বিপক্ষীয় গাছ,Bipartite ട്രീ
বাইপোলার,ബിപ്പോളാർ
বাইপোলার মেমরি,ബൈപോളാർ മെമ്മറി
বাইপোলার ট্রান্সমিশন (= মেরু সংক্রমণ),ബൈപോളാർ ട്രാൻസ്മിഷൻ (= പോളാർ ട്രാൻസ്മിഷൻ)
Biqualy কোড,ബിറ്റിക്കറിക കോഡ്
জন্ম-মৃত্যু প্রক্রিয়া,ജനന-മരണ പ്രക്രിയ
দ্বিখণ্ডিত অ্যালগরিদম,ബിറ്റേക്ഷൻ അൽഗോരിതം
বিস্টেবল,അവകാശം
বিস্টেবল সার্কিট,ബിസ്റ്റബിൾ സർക്യൂട്ട്
বিস্টেবল ডিভাইস,അവകാശികൾ
বিস্টেবল মাল্টিভাইবারেটর,ബിസ്റ്റബിൾ മൾട്ടിവിബ്രേറ്റർ
Bistable ট্রিগার সার্কিট (= bistable সার্কিট),ബിസ്റ്റബിൾ ട്രിഗർ സർക്യൂട്ട് (= ബിസ്റ്റബിൾ സർക്യൂട്ട്)
বিসিনক্রোনাস,ബിസിരാഷ്ട്ര ചട്ടക്കൂട്
বিট,കടിവാളം
বিট বুমিং,ബിറ്റ് ബംമിംഗ്
বিট ঘনত্ব,ബിറ്റ് സാന്ദ്രത
বিট নির্দেশনা,ബിറ്റ് നിർദ്ദേശം
বিট অবস্থান,ബിറ്റ് സ്ഥാനം
বিট সমান্তরাল,ബിറ്റ് സമാന്തരമായി
বিট প্যাটার্ন,ബിറ്റ് പാറ്റേൺ
বিট অবস্থান,ബിറ്റ് സ്ഥാനം
বিট রেট,ബിറ്റ് നിരക്ക്
বিট সিরিয়াল,ബിറ്റ് സീരിയൽ
বিট স্লাইস,ബിറ്റ് സ്ലൈസ്
বিট স্লাইস মাইক্রোপ্রসেসর,ബിറ്റ് സ്ലൈസ് മൈക്രോപീസർ
বিট স্লাইসিং প্রসেসর,ബിറ്റ് സ്ലിസിംഗ് പ്രോസസർ
প্রতি সেকেন্ডে বিট,സെക്കൻഡിൽ ബിറ്റുകൾ
বিট স্টোরেজ,ബിറ്റ് സ്റ്റോറേജ്
বিট স্ট্রিং,ബിറ്റ് സ്ട്രിംഗ്
বিট স্ট্রিং অপারেটর,ബിറ്റ് സ്ട്രിംഗ് ഓപ്പറേറ്റർ
বিট ট্র্যাক,ബിറ്റ് ട്രാക്ക്
বিভারিয়েট রিগ্রেশন বিশ্লেষণ,ബിവേരിയേറ്റ് റിഗ്രഷൻ വിശകലനം
কালো রেকর্ডিং,കറുത്ത റെക്കോർഡിംഗ്
ফাঁকা,ശൂനമായ
ফাঁকা চরিত্র,ശൂന്യമായ കഥാപാത്രം
ফাঁকা কয়েল,ശൂന്യമായി
ফাঁকা সাধারণ,ശൂന്യമായ സാധാരണ
ফাঁকা ডেলিটার,ശൂന്യമായ ആനന്ദം
ফাঁকা ডিসকেট,ശൂന്യമായ ഡിസ്കറ്റ്
ব্ল্যাঙ্কিং,ശൂന്യമാണ്
ফাঁকা নির্দেশ,ശൂന്യമായ നിർദ്ദേശം
বিস্ফোরণ,സ്ഫോടനം
রক্তক্ষরণ,ചോരയൊലിപ്പിക്കുക
অন্ধ,കാഴ്ചയില്ലാത്ത
অন্ধ কী বোর্ড,അന്ധമായ കീ ബോർഡ്
বি-লাইন (= সূচক রেজিস্টার),ബി-ലൈൻ (= സൂചിക രജിസ്റ്റർ)
জ্বলজ্বল,കണ്ണുചിനിക്കല്
ব্লিপ গণনা,ബ്ലൂയിംഗ് എണ്ണൽ
ব্লিপ (= ডকুমেন্ট চিহ্ন),Blip (= പ്രമാണ മാർക്ക്)
আনন্দের শ্রেণিবিন্যাস,ആനന്ദ വർഗ്ഗീകരണം
ব্লক,ഉപരോധിക്കുക
ব্লক বডি,ബോഡി തടയുക
ব্লক বাতিল চরিত্র,ബ്ലോക്ക് റദ്ദാക്കുക പ്രതീകം
ব্লক চেক,ബ്ലോക്ക് ചെക്ക്
ব্লক চেক চরিত্র,ചെക്ക് പ്രതീകം തടയുക
ব্লক চেক পদ্ধতি,ചെക്ക് നടപടിക്രമം തടയുക
ব্লক নিয়ন্ত্রণ,നിയന്ത്രണം തടയുക
ব্লক নিয়ন্ত্রণ শিরোনাম,നിയന്ത്രണ തലക്കെട്ട് തടയുക
ব্লক নিয়ন্ত্রণ ইউনিট,നിയന്ത്രണ യൂണിറ്റ് തടയുക
ব্লক অনুলিপি,തടയുക പകർപ്പ്
ব্লক ডায়াগ্রাম,ബ്ലോക്ക് ഡയഗ്രം
অবরুদ্ধ ফাইল,തടഞ്ഞ ഫയൽ
ব্লক ত্রুটি হার,പിശക് നിരക്ക് തടയുക
ব্লকেট,തടന്നു
ব্লক গ্যাপ (= ইন্টার ব্লক গ্যাপ,BAP (= ഇന്റർ ബ്ലോക്ക് വിടവ് തടയുക
ব্লক হেড,തടയുക
ব্লক শিরোনাম,തടയുക തലക്കെട്ട്
ব্লক শিরোনাম বিবৃতি,തലക്കെട്ട് പ്രസ്താവന തടയുക
ব্লক চরিত্রটিকে উপেক্ষা করুন (= ব্লক বাতিল করুন  চরিত্র),അവഗണിക്കുക പ്രതീകം (= ബ്ലോക്ക് റദ്ദാക്കുക  പ്രതീകം)
ব্লকিং,തടയല്
ব্লকিং ফ্যাক্টর,തടയൽ ഘടകം
রেকর্ডগুলি অবরুদ্ধ করা (= রেকর্ডের গ্রুপিং),റെക്കോർഡുകൾ തടയുന്നു (= റെക്കോർഡുകളുടെ ഗ്രൂപ്പ്)
ব্লক দৈর্ঘ্য,തടയുക നീളം
কালো তালিকা,ബ്ലോക്ക് പട്ടിക
ব্লক চলাচল,തടയുക ചലനം
ব্লক মাল্টিপ্লেক্সার চ্যানেল,മൾട്ടിമീറ്ററോ ബ്ലോക്ക് ചെയ്യുക
ব্লক মাল্টিপ্লেক্সার মোড,മൾട്ടിമീറ്ററോട് തടയുക
ব্লক প্যারিটি সিস্টেম,പാരിറ്റി സിസ്റ്റം തടയുക
ব্লক উপসর্গ,ബ്ലോക്ക് പ്രിഫിക്സ്
ব্লক রেকর্ড,തടയുക റെക്കോർഡ്
পৃথক পৃথক,തടയുക
ব্লক বিচ্ছেদ,തടയുക വേർപിരിയൽ
ব্লক আকার,വലുപ്പം തടയുക
ব্লক বাছাই,തടയുക അടുക്കുക
ব্লক কাঠামো,ഘടന തടയുക
কাঠামোগত ভাষা ব্লক,ഘടനാപരമായ ഭാഷ തടയുക
ব্লক সিঙ্ক্রোনাইজেশন,സമന്വയം തടയുക
ব্লক স্থানান্তর,ബ്ലോക്ക് ട്രാൻസ്ഫർ
ব্লক ট্রান্সফার ফাংশন,ട്രാൻസ്ഫർ ഫംഗ്ഷൻ തടയുക
ব্লো,അടിക്കുക
পিছনে ফুঁকুন,തിരിച്ചടി
ফুঁকছে,സങ്കൽപ്പിക്കുക
ব্লু রিবন প্রোগ্রাম,നീല റിബൺ പ്രോഗ്രാം
সাহসী মুখ,ധൈര്യമുള്ള മുഖം
বই,പുസ്തകം
বুক বার্তা,പുസ്തക സന്ദേശം
বুলিয়ান পরিপূরক,ബൂളിയൻ പൂരദനം
বুলিয়ান সংযোজক,ബൂലിയൻ ബന്ധിത
বুলিয়ান ডেটা টাইপ,ബൂളിയൻ ഡാറ്റ തരം
বুলিয়ান ফাংশন,ബൂലിയൻ പ്രവർത്തനം
বুলিয়ান অপারেশন,ബൂലിയൻ പ്രവർത്തനം
বুলিয়ান অপারেশন টেবিল,ബൂളിയൻ ഓപ്പറേഷൻ പട്ടിക
বুলিয়ান অপারেটর,ബൂളിയൻ ഓപ്പറേറ്റർ
বুটলেগ প্রোগ্রাম,ബൂട്ട്ഗ് പ്രോഗ്രാം
বুট স্ট্র্যাপ লোডার,ബൂട്ട് സ്ട്രാപ്പ് ലോഡർ
বুট স্ট্র্যাপ মেমরি,ബൂട്ട് സ്ട്രാപ്പ് മെമ്മറി
বুট স্ট্র্যাপিং,ബൂട്ട് സ്ട്രാപ്പിംഗ്
বুট স্ট্র্যাপিং অ্যানালগ কম্পিউটার,ബൂട്ട് സ്ട്രാപ്പിംഗ് അനലോഗ് കമ്പ്യൂട്ടർ
বুট স্ট্র্যাপিং ভাষা প্রসেসর,ബൂട്ട് സ്ട്രാപ്പിംഗ് ഭാഷാ പ്രോസസർ
ধার,കടംവാങ്ങുക
Orrow ণ অঙ্ক,കുഴിവാരം
উভয় পথ যোগাযোগ,രണ്ടും ആശയവിനിമയം
উভয় পথ অপারেশন,രണ്ടും പ്രവർത്തനം
নীচে-আপ পদ্ধতি (= হ্রাস পদ্ধতি),ബോട്ടം-അപ്പ് രീതി (= റിഡക്ഷൻ രീതി)
বাউন্সিং,കുതിക്കുക
আবদ্ধ,ബന്ധിത
সীমানা,അതിര്ത്തി
সীমানা প্রান্তিককরণ,അതിർത്തി വിന്യാസം
সীমানা পরীক্ষা,അതിർത്തി പരിശോധന
ব্যস্ত সময় বাউন্ডিং,തിരക്കേറിയ മണിക്കൂർ
সীমানা রেজিস্টার,അതിർവരമ്പുകൾ രജിസ്റ്റർ
শাখা,ശാഖ
শাখা এবং আবদ্ধ পদ্ধতি,ശാഖയും ബന്ധിത രീതിയും
শাখা কেবল,ശാഖ കേബിൾ
শাখা,ശാചിനമായ
ব্রাঞ্চিং নেটওয়ার্ক,ശാഖിക്കുന്ന നെറ്റ്വർക്ക്
শাখা নির্দেশ,ശാഖ നിർദ്ദേശം
শাখা পয়েন্ট,ശാഖ വിഭാഗം
শাখা প্রক্রিয়াজাতকরণ,ബ്രാഞ്ച് പ്രോസസ്സിംഗ്
শাখা টেবিল,ശാഖ പട്ടിക
বিরতি,പൊട്ടുക
বিরতি কী,തകർക്കുക കീ
ব্রেক পয়েন্ট,ബ്രേക്ക് പോയിന്റ്
ব্রেক পয়েন্ট হাল্ট,ബ്രേക്ക് പോയിന്റ് നിർത്തുക
ব্রেক পয়েন্ট নির্দেশনা,ഇടപെടൽ പോയിന്റ് നിർദ്ദേശം
ব্রেক পয়েন্ট সুইচ,ബ്രേക്ക് പോയിൻറ് സ്വിച്ച്
বিরতি ক্রম,നിരപ്പ് തടയുക
ব্রিজড ট্যাপ,ചവിട്ടി ടാപ്പ്
ব্রিজওয়্যার,പാസ്റ്റ്വെയർ
ব্রিজিং,ഗാഡ്ഗിംഗ്
উজ্জ্বলতা অনুপাত,തെളിച്ചം അനുപാതം
ব্রড ব্যান্ড,ബ്രോഡ് ബാൻഡ്
সম্প্রচার মোড,ബ്രോഡ്കാസ്റ്റ് മോഡ്
সম্প্রচার স্যাটেলাইট,ഉപദ്രവിക്കൽ ഉപഗ്രഹം
ব্রাসেলস শ্রেণিবদ্ধকরণ সিস্টেম,ബ്രസ്സൽസ് വർഗ്ഗീകരണ സംവിധാനം
ব্রুট-ফোর্স পদ্ধতির,ബ്രൂട്ട്-ഫോഴ്സ് സമീപനം
বি ট্রি,B-ട്രീ
বুদ্বুদ স্মৃতি,ബബിൾ മെമ്മറി
বুদ্বুদ বাছাই,കുമിളതരം
বালতি,തൊട്ടി
বাফার,ബഫർ
বাফার চ্যানেল,ബഫർ ചാനൽ
বাফার পরিবর্ধক,ബഫർഡ് ആംപ്ലിഫയർ
বাফার কম্পিউটার,ബഫർഡ് കമ്പ്യൂട്ടർ
বাফার ডিভাইস,ബഫേർഡ് ഉപകരണം
বাফার ইনপুট,ബഫർഡ് ഇൻപുട്ട്
বাফার বার্তা,ബഫർ ചെയ്ത സന്ദേശം
বাফারিং,ബഫറിംഗ്
বাফার আই/ও ডিভাইস,ബഫർ ഐ / ഒ ഉപകരണം
বাফার পরিচালনা,ബഫർ മാനേജുമെന്റ്
বাফার আউটপুট,ബഫർ .ട്ട്പുട്ട്
বাফার প্যাড চরিত্র,ബഫർ പാഡ് പ്രതീകം
বাফার পুল,ബഫർ കുളം
বাফার পুলিং,ബഫർ പൂളിംഗ്
বাফার রেজিস্টার,ബഫർ രജിസ്റ്റർ
বাফার স্টোরেজ,ബഫർ സംഭരണം
বাফার স্টোর,ബഫർ സ്റ്റോർ
বাগ,മൂട്ട
বগি,ബഗ്ഗി
অন্তর্নির্মিত ফাংশন,അന്തർനിർമ്മിത പ്രവർത്തനം
অন্তর্নির্মিত পদ্ধতি,അന്തർനിർമ്മിത നടപടിക്രമം
বিস্ফোরিত মোড,ബർസ്റ്റ് മോഡ്
ফেটে ট্রান্সমিশন,ബർസ്റ്റ് ട്രാൻസ്മിഷൻ
বাস,ബസ്
বাস বার,ബസ് ബാർ
বাস নিয়ামক,ബസ് കൺട്രോളർ
বাস চালক,ബസ് ഡ്രൈവർ
বাস এক্সটেন্ডার,ബസ് എക്സ്റ്റെൻഡർ
ব্যবসায়ের ডেটা প্রসেসিং,ബിസിനസ് ഡാറ്റ പ്രോസസ്സിംഗ്
ব্যবসায় তথ্য সিস্টেম,ബിസിനസ്സ് വിവര സിസ്റ്റം
ব্যবসায়িক মেশিন,ബിസിനസ്സ് മെഷീൻ
ব্যবসায়িক মেশিন ক্লকিং,ബിസിനസ് മെഷീൻ ക്ലോക്കിംഗ്
ব্যবসায়িক পরিকল্পনার ভাষা,ബിസിനസ്സ് ആസൂത്രണ ഭാഷ
ব্যবসা সেবা,ബിസിനസ്സ് സേവനം
বাসব্যাক,ബസ്ബാക്ക്
বাসের সমাপ্তি,ബസ് അവസാനിപ്പിക്കൽ
বাস ওয়্যার,ബസ് വെയർ
বাস তারের,ബസ് വയർ
ব্যস্ত ঘন্টা,തിരക്കുള്ള സമയം
ব্যস্ত সংকেত,തിരക്കുള്ള സിഗ്നൽ
ব্যস্ত সুর,തിരക്കുള്ള ടോൺ
বাইপাস পদ্ধতি,ബൈപാസ് നടപടിക്രമം
উপজাত,ഉപോൽപ്പന്നം
বাইট,ബൈറ്റ്
বাইট ম্যানিপুলেশন,ബൈറ്റ് കൃത്രിമത്വം
বাইট মোড,ബൈറ്റ് മോഡ്
বাইট মাল্টিপ্লেক্সার চ্যানেল,ബൈറ്റ് മൾട്ടിപ്ലക്സർ ചാനൽ
বাইট মাল্টিপ্লেক্সার মোড,ബൈറ്റ് മൾട്ടി എക്സ്സ്റ്റർ മോഡ്
বাইট মাল্টিপ্লেক্সিং,ബൈറ്റ് മൾട്ടിക്സിംഗ്
কেবল,കന്വി
