Assamese,English
chatter,crackling noise
উৰ্বৰতাৰ হাৰ,creation rate (=generation rate)
সামান্য বিকৃতি,Creep
শিখৰ,Crest
"মাপকাঠী, মাপকাঠী",Criterion
জটিল অৱস্থা,Critical
সমালোচনাত্মকতা,criticality
মকৰ ৰাশিৰ ক্লিপ,crocodile clip
কুটিলৰ অন্ধকাৰ ৰাজ্য,Crookes dark space
ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন,Cross
ক্ৰছ বেণ্ড যোগাযোগ,cross band
অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব,cross colour interference
ক্ৰছ টাই,cross connection
ক্ৰছ কৰা এলেকা,crossed field
লেষ্ট এবেৰেচন লেন্স,crossed lens
ক্ৰছ প্ৰডাক্ট,crossed product
অপ্রাসংগিক সংকেত,cross fire (=cross talk)
মজিয়াৰ বেদখল,crossing of levels
ট্ৰেঞ্জিচন জ&#39;ন,cross-over area
ট্ৰেঞ্জিচন পইণ্ট,crossover frequencies
বিনিময় মূল্য,crossover value
ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন,cross product
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন",cross section
"একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম",cross term
ক্ৰছ তাঁৰ,cross wire
"মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ",crown optical glass
শীতল কৰা মিশ্ৰণ,Cryogen
কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ,cryogenic electronics
হাইপোথাৰ্মিয়া,cryogenic
ক্ৰাইজেনিক লেবৰেটৰী,cryogenic laboratory
নিম্ৰতাপিকি,Cryogenics
ফ্ৰীজিং গেজ,cryoscope
ক্ৰাইমেট্ৰিক ধ্ৰুৱক,Cryoscopic Constant
স্ফটিক,crystal
"স্ফটিকীয়, আঁহযুক্ত",Crystalline
"স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ",crystallisation (=crystallization)
স্ফটিক বিজ্ঞানী,crystallographer
স্ফটিক-গাঁথনিগত,Crystallographic
স্ফটিক গঠন,Crystallographical
"স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান",crystallography
জালি স্থানান্তৰ কাৰ্য্য,crystal translation operation (=lattice translation operation)
স্ফটিক স্মাজ,crystal whiskers
ঘনক ঘনক,Cube
"ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ",Cubic
ঘন বিভাজন,Cubical Cleavage
কক্ষপথ,Cubicle
ক্ৰমবৰ্ধমান,Cumulative
curie ধ্ৰুৱক,Curie constant
কুৰি ইফেক্ট,Curie effect
"কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট",Curic-point
curie,curie (unit)
নিজৰা,current
সংখ্যালঘু ধাৰা,current element
বিতৰণ,Curtailment
বক্ৰতা,Curvature
বক্ৰ বক্ৰ ৰেখা,Curve
বক্ৰ,Curved
বক্ৰ বাৰ,curved beam
বক্ৰ পৃষ্ঠা,curved surface
বৃদ্ধিৰ বক্ৰ,curve of growth
বক্ৰৰেখা,Curvilinear
"ছিদ্ৰকাৰী, কাটিব পৰা",cut-off
শেষৰ মণ্ডল,cut off field
শেষ কম্পাঙ্ক,cut off frequency
শেষ বিন্দু,cut off point
টাৰ্মিনেল পইণ্ট বেগ,cut off velocity
টাৰ্মিনেল ভল্টেজ,cut off voltage
"পৰিৱেশনকাৰী, পৰিবেশক",Cutter
চাইবাৰনেটিক্স,Cybernetics
"চক্ৰ, চক্ৰ, চক্ৰ",Cycle
প্ৰতি ছেকেণ্ডত চক্ৰ,cycle per second
"চক্ৰীয়, চক্ৰীয়",cyclic
ঘূৰ্ণন,Cycling
চক্ৰীয় পেণ্ডুলাম,cycloidal pendulum
চাইক্লট্ৰন,Cyclotron
চাইক্লট্ৰন কম্পাঙ্ক,cyclotron frequency
"চিলিণ্ডাৰ, চিলিণ্ডাৰ",cylinder
"নলাকাৰ,চিলিণ্ডাৰৰ আকৃতি,চিলিণ্ডাৰ,চিলিণ্ডাৰ",Cylindrical
চিলিণ্ডাৰ হাৰমনিক,cylindrical harmonics
তিতি যোৱা,damped
ডেম্প কৰা সৰল হাৰমনিক দোলন,damped harmonic oscillation
ডেম্পাৰ,Damping
ডেনিয়েল কোষ,Daniell cell
অন্ধকাৰ,dark
"সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ",data processing
"পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ",Daughter
ডেভিছন হটাৰ পৰীক্ষা,Davission Germer experiment
ডি.চি.(নিৰ্দেশনা),d .c. (=zero frequency component)
নিষ্ক্ৰিয় অংশ,dead space
নিস্তব্ধ দাগ,dead spot
de bragli তৰংগদৈৰ্ঘ্য,de Broglie wave length
ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা,Debye charactristic temperature
"দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব",Debye length
debt-recess,Debye relaxation time
পচি যোৱা,decay
ক্ষয় সূচকাংক,decay constant
পাতলকাৰী,decelerating
retard,deceleration
বিৰতি সময়,deceleration time
ডেচিবেল,Decibel
ডেচিবেলোমিটাৰ,decibelmeter
"দশমিক, দশমিক",Decimal
শ্ৰেণীবিভাজন,declassify
"উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়",declination
সমমিতি বৃত্ত,declination circle
ডিকোডাৰ,Decoder
"পচন, দ্ৰৱীভূত",decomposition
ডিকম্প্ৰেছন,Decompression
বিশুদ্ধকৰণ,decontamination
অলংকাৰ,Decoration
সংযোজন,Decoupling
ডিমিনিচিং ফাংচন,decreasing function
বতৰৰ পৰিৱৰ্তন,Decrement
উলংঘা,Deemphasis
উপমহলা,deep level
গভীৰ স্থান,dcep space
ব্যুৎপত্তি,De-excitation
"দোষ, ভুল, ক্ষতি, অভাৱ",Defect
ভুল কৰা,Defective
ৰোগ প্ৰতিৰোধ ক্ষমতা,Defensive
লিমিটাৰ দুৱাৰ,defining aperture
"সংজ্ঞা, স্পষ্টতা",definition
বিচ্যুত কৰক,Deflect
ডিফ্লেক্টৰ,Deflecting
"বিক্ষেপণ, বিক্ষেপণ",Deflection
বিক্ষিপ্ত ফোকাচ,deflection defocussing
ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ,deflection-doubling mirror
বিক্ষেপণ অঞ্চল,deflection field
মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ,deflection of gravity
বিক্ষেপণ প্লেট,deflection plates
ধ্যান কেন্দ্ৰিত,Defocussing
বিকৃতি,deformability
"বিকৃতি, বিকৃতি",Deformation
ভিগাছন,degasification
"debauchery, অশ্লীলতা",Degeneracy
"অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)",Degenerate
পেলনীয়া গেছ,degenerate gas
"aberration, aphasia, বঞ্চনা, বঞ্চনা",degeneration
সন্তুষ্টিদায়ক,degenerative
"ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ",Degree
ঘনত্ব-আয়তন,degree of concentration
বিচ্ছিন্নতা পৰিমাণ,degree of dissociation
স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা,degree of freedom
আয়নীয়কৰণৰ পৰিমাণ,degree of ionisation
মেৰুকৰণৰ পৰিমাণ,degree of polarisation
নিখুঁততাৰ পৰিমাণ,degree of precision
ডিহুমিডিফিকেশন,dehumidification
বিআয়নীয়কৰণ,deionisation
পলম কৰা,Delay
বিলম্বিত,Delayed
স্থানীয়কৰণ,Delocalisation
ডেল্টা ফাংচন,delta function
বিচুম্বকীয়কৰণ,Demagnetisation
বিচুম্বকীয় বক্ৰ,Demagnetise
ডিমেগনেটাইজাৰ,Demagnetiser
ডিমডুলেচন,demodulation
ঘন ভিৰ,dense packing
ঘনত্ব গেজ,Densitometer
"ঘনত্ব, ঘনত্ব",Density
মূল্য হ্ৰাসৰ স্তৰ,depletion layer
ডিপ্লিচন জ&#39;ন,depletion zone
বিমেৰুকৰণ,depolarisation
ডিমেৰুকৃত,depolarised
ডিপোলাৰাইজাৰ,depolariser
"ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা",depth of field
"ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম",derivative polarogram
ব্যুৎপত্তি কৰা হৈছে,derived
"অৱতৰণ কৰা, অৱতৰণ কৰা",Descending
"বংশ, বংশ",descent
"বৰ্ণনা, নিৰ্মাণ, আঁকিব",describe
হৰ,Descriptor
"ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)",Design
ধ্বংস,Destruction
ধ্বংসাত্মক হস্তক্ষেপ,destructive interference
"ধ্বংসাত্মক, ধ্বংসাত্মক",Destructive
"চিনাক্তকৰণ, ধৰা পেলোৱা",Detection
সংগ্ৰাহক,Detector
ডিটাৰ্মিনিজম,Determinateness
নিৰ্ণায়ক,determinating
সংকল্প,determination
নিৰ্ধাৰণ কৰিবলৈ,determine
নিৰূপিত,determined
ডিউটেৰন,Deuteron
"প্ৰকাশ, বিকাশ, বিকাশ",develop (=develope)
"ডেভেলপাৰ, ডেভেলপাৰ",developer
"উন্নয়ন, উন্নয়ন",development
বিচ্যুতি,Deviation
শিশিৰ,Dew
শিশিৰ বিন্দু,dew point
দক্ষিণ মেৰুকৰণকাৰী,dextrorotary
ডায়েগনষ্টিক পৰীক্ষা,diagnostic test
তিৰ্যক,Diagonal
ডায়েগ্ৰাম,Diagram
ডায়েগ্ৰাম,Diagrammatic
ডায়েল কৰক,dial
ডাইমেগনেটিক,Diamagnetic
"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ",Diamagnetics
ডাইমেগনেটিজম,Diamagnetism
ব্যাস,Diameter
ডায়েমেট্ৰিকভাৱে বিপৰীত,Diametrically opposite
"হীৰা, হীৰা",Diamond
ডায়েফ্ৰাম ডায়েফ্ৰাম,Diaphragm
তাপ বিনিময়,Diathermanous
তাপ বিনিময়,diathermic
"ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম",diatonic scale
"bifurcation, অৰ্ধ-কলা",Dichotomy
ডাইক্ৰ&#39;মেট কোষ,dichromate cell
"দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা",Dichromatism
ডিক্টাফোন,Dictaphone
ডাইলেক্ট্ৰিক,dielectric
ডাইলেক্ট্ৰিকছ,dielectrics
ডিজেল চক্ৰ,diesel cycle
গেপ,difference
"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক",difference frequency
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল",Differential
ভিন্নতামূলক শোষণ,differential absorption
ডিষ্টিংচন এম্প্লিফায়াৰ,differential amplifier (=difference amplifier)
"পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ",differential calorimeter
ডিফাৰেন্সিয়েল কেপাচিটৰ,differential capacitor
ডিফাৰেন্সিয়েল জ&#39;ন,differential cross section
ডিফাৰেন্সিয়েল প্ৰসাৰণ,differential Diffusion
অৱভেদ্য সমীকৰণ,differential equation
ভিন্নতামূলক বিলুপ্তি সহগ,differential extinction coefficient
ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ,differential ionisation chamber
ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি,differential isotope method
ডিফাৰেন্সিয়েল বেগ,differential velocity
পাৰ্থক্য কৰা,differentiate
"পৃথক, পৃথক",differentiated
"পাৰ্থক্য, পাৰ্থক্য",Differentiation
বিবৰ্তন,diffraction
বিবৰ্তনমাপক,diffractometer
"বিক্ষিপ্ত, বিক্ষিপ্ত",Diffused
বিক্ষিপ্ত,Diffuse
প্ৰসাৰণ,diffusion
বিস্তাৰ ক্ষমতা,diffusivity
"অংক, ব্যাস, আঙুলি",digit
ডিজিটেল ৰেকৰ্ডিং,digital recording
ডিজিটেল ভল্টমিটাৰ,digital voltmeter
দ্বি-আইছ’ট’পিক মৌল,di-isotopic element
প্ৰসাৰণ,dilatation
প্ৰসাৰণ বিকৃতি,dilation strain
বহিঃতাপমাপক,dilatometer
ভিছফাৰিনি,Dilator
"সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি",Dimension
মাত্ৰিক,Dimensional
মাত্ৰাগততা,Dimensionality
বীমা ইউনিট,dimensional unit
মাত্ৰাহীন মাত্ৰা,dimensionless
"মূল্য হ্ৰাস, হ্ৰাস",diminution
উজ্জ্বল,Dimmer
ডাইঅ&#39;ড,diode
ডাইঅপ্টাৰ,diopter
বিবৰ্তন অঞ্চল,dioptrical region
ৰিফ্ৰেক্টিং লেন্স,dioptric lens (=drum lens)
"bow down, প্ৰণাম কৰা, ট্ৰাফ",dip
পতনৰ কোণ,dip angle
ডাইপোল,Dipole
বাইপোলাৰ স্তৰ,dipole layer (=electric double layer)
dirac ডেল্টা ফাংচন,Dirac delta function
"পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত",Direct
anulom সম্পৰ্ক,direct correlation
প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ,direct current
পোনপটীয়া,directed
"প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ",direct impact
"দিশ, দিশ",direction
দিশগত,Directional
স্থানৰ স্থিৰতা,directional stability
"ডাইকোচিন, ডাইকো-কোচাইন",direction cosine
"দিশগত, দিশগত, দিশগত",directive
দিশগততা,directivity
সাধাৰণ জালি,direct lattice
সৰলৰেখা,direct line
ক্ৰমিক অনুপাত,directly proportional
প্ৰত্যক্ষ পদ্ধতি,direct method
দিশ,Director
প্ৰত্যক্ষ পঢ়া যন্ত্ৰ,direct reading instrument
সন্মুখত টেলিস্কোপ,direct vision telescope
"বস্তু, বৃত্ত, ডিস্ক, ডিস্ক",Disc
"বিসৰ্জন, ইফিউচন, ব্লিচিং",Discharge
পানীত ডুবাই ৰখা,discharge in cascade
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন",discontinuity
বিচ্ছিন্ন,discontinuous
"গৱেষণা, অনুসন্ধান",Discovery
অমিল,Discrepancy
কণা,Discrete
"অৱতল এন্টেনা,ডিচ এন্টেনা",dish antenna
"দ্ৰৱণ, দানা",disintegration
দ্ৰৱণ ধ্ৰুৱক,disintegration constant
অপচয় শক্তি,disintegration energy
দ্ৰৱীভূত আধাজীৱন,disintegration half-life
দ্ৰৱণীয় পৰিসৰ,disintegration series
"ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন",Dislocation
"ফল্ট লাইন, ফল্ট কোৰ",dislocation line
দোষ লুপ,dislocation loop
"বিকাৰ, বিকাৰ, বিকাৰ",disorder
বিশৃংখলতা,disordering
"বিভ্ৰান্তি, বিভ্ৰান্তি",disorientation
"বিক্ষিপ্ত, বিক্ষিপ্ত",dispersed
"বিক্ষিপ্ততা, বিক্ষিপ্ততা",dispersion
প্ৰজেক্টাইল,Dispersity
বিক্ষিপ্তকাৰী,Dispersive
প্ৰতিফলনশীলতা,Dispersivity
স্থানচ্যুতি,Displacement
প্ৰদৰ্শন,Display
কনছ&#39;ল,display unit (=console)
বিচ্ছিন্নতা বল,disruptive force
অসমান,dissimilar
ক্ষয় সহগ,dissipation coefficient
জাৰণকাৰী,Dissipative
ক্ষয় ব্যৱস্থা,dissipative system
পৃথক কৰিব পৰা,Dissociable
পৃথক কৰা হৈছে,Dissociated
disposition,Dissociation
অসংগততা,Dissonance
দূৰত্ব,Distance
দূৰৈৰ,Distant
"সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী",Distinct
বৈষম্য,Distinction
বিচ্ছিন্ন সম্পত্তি,distinctive property
"পাৰ্থক্য কৰা, পাৰ্থক্য কৰা",Distinguish
বিকৃত,Distorted
বিকৃতি,Distortion
বিকৃতিৰ স্থিতিস্থাপকতা,distortional elasticity
বিতৰণ কৰা এম্প্লিফায়াৰ,distributed amplifier
"বিতৰণ, বিতৰণ",Distribution
"বিতৰণ নিয়ম, বিতৰণ নিয়ম",distributive law
বিঘিনি,Disturbance
"distressed, বিঘ্নিত ভাৰসাম্য",Disturbed
বিৰক্তিকৰ শক্তি,disturbing force
"আহনিক, দিবাচাৰ, দিবা, দৈনিক",Diurnal
দৈনিক গতি,diurnal motion
দ্বিসম্বন্ধীয়,Divalent
"dissipate, বিসৰ্জন",Diverge
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা",Divergence
ডাইভাৰ্জেন্ট,Divergent
ডাইভাৰচন,diversion
"বিভক্ত, বিভক্ত",Divided
"বিভাজন, বিভাজন, বিভাজন",division
আয়নমণ্ডলৰ D স্তৰ,D-layer of ionosphere
"অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন",domain
"গম্বুজ, গম্বুজ",dome
প্ৰভাৱশালী স্থান,dominant term
দাতাৰ স্তৰত,donor level
মদিত সন্ধি,doped junction
"ব্যভিচাৰ, ব্যভিচাৰ",Doping
ডপলাৰ ইফেক্ট,Doppler effect
"ডোজ, ডোজ",Dose
কোৱাণ্টোমিটাৰ,Dosimeter
"বিন্দুযুক্ত, বিন্দুযুক্ত",Dotted
"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত",Double
ডাবল বণ্ড,double bonds
দ্বি-উত্তল লেন্স,double concave lens
দ্বি-উত্তল লেন্স,double convex lens
বাইনাৰী ডিফাৰেন্সিয়েল,double differentiation
ডাবল আয়নীয়কৰণ,double ionization
ডাবল অণু,double molecule
ডাবল প্ৰিচিচন,double precision
ডাবল ৰিফ্ৰেকচন,double refraction
ডাবল ছিৰিজ,double series
যোৰ তৰা,double stars
দুণ্ডণ,doublet
achromatic লেন্স যোৰ,doublet achromat
"প্ৰসাৰণ, প্ৰসাৰণ",Doubling
দুগুণ আধানযুক্ত কণা,doubly charged particles
উভচৰ দুৰ্নীতিগ্ৰস্ত,Doubly degenerate
ডাবল আয়নীয়কৃত,doubly ionised
তললৈ,Downward
ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট,drag
ট্ৰেকচন বল,drag force drift
"wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি",drift
ৰানঅফ ষ্ট্ৰিম,Drift current
কাৰ্য্যকৰী,Driving
পৰিবাহী ভল্টেজ,driving voltage
pety ball,drop ball
হঠাৎ বিৰতি,drop dead halt (=dead halt)
"বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট",droplet
পৰি যোৱা,dropping
শুকান,Dry
শুকান শুকান হাইগ্ৰ’মিটাৰ,dry and wet bulb hygrometer
বিফল যোগাযোগ,dry contact
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন",dual operation
ডাক্ট,duct
টান,Ductile
টান,ductility
ডিম,dull
নিঃশব্দ,dummy
নিক্ষেপ,dumping
বমন তাৰা,dwar star
ডাবল অক্ষ,dyad-axis
গতিশীল,dynamic
গতিশীল,dynamical
"গতিশীলতা, গতিশীলতা",dynamics
ডাইনামো,dynamo
ডাইন কৰক,Dyne
"পৃথিৱী, পৃথিৱী",earth
ভূমিকম্পৰ তীব্ৰতা,earthquake intensity
পৃথিৱী উপগ্ৰহ,earth satellite
আৰ্থ সংযোগ ব্যৱস্থা,earth system (=ground system of an antenna)
মাটিৰ তাঁৰ,earth wire
"কেন্দ্ৰ, কেন্দ্ৰবিন্দু",eccentric
কেন্দ্ৰীয়তা,Eccentricity
echelon,echelon
প্ৰতিধ্বনি,echo
ধাৰণা,Eclipse
বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক,ecliptic coordinates
ঘূৰ্ণীবতাহ,Eddy
প্ৰান্তৰ দোষ,edge dislocation
মূল-প্ৰভাৱ,edge effect
এডিছন কোষ,Edison cell
সম্পাদনা কৰক,Edit
কাৰ্যকৰী,effective
দক্ষতা,Efficiency
চেষ্টা কৰা,effort
এৰি দিয়া,effusion
"ৰূপক, eigen",Eigen
অষ্টভুজ,eightspin
আইনষ্টাইন-বোজ বিতৰণ নিয়ম,Einstein-Bose distribution law
তৎক্ষণাত প্ৰভাৱ,Einstein-de-Hass effect
আইনষ্টাইনিয়াম,Einsteinium
আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ,Einstein Smoluchowski Equation
আইনষ্টাইন-জনসংখ্যা,Einstein space
বহিষ্কাৰ কৰা,Ejection
ইজেক্টৰ কেপচুল,Ejection capsule
ইজেক্টৰ,Ejector
ক্লিয়াৰেন্স বৰ্ড,ejector plate
বিপৰীত ধাৰণক্ষমতা,Elastance
ইলাষ্টিক,elastic
"ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা",elastic after effect (=elastic lag)
দোলনীয় শৰীৰ,elastically anisotropic body
ইলাষ্টিকতা,elasticity
"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ",elasticometer
ইলাষ্টিক নমনীয়তা,elastic stiffness
আয়নমণ্ডল ই-স্তৰ,E-layer of ionosphere
ইলেক্ট্ৰেট,electret
"বৈদ্যুতিক, বৈদ্যুতিক",Electrical
বিদ্যুৎ,electricity
"বিদ্যুৎকৰণ, চাৰ্জিং",electrification (electrostatics)
বিদ্যুৎস্পৃষ্ট,electrified
"আধানযুক্ত কণা, আধানযুক্ত কণা",electrified particles
ইলেক্ট্ৰ&#39;একাউষ্টিক,Electroacoustic
ইলেক্ট্ৰ&#39;-একাউষ্টিকছ,Electro-acoustics
ইলেক্ট্ৰ&#39;-থাৰ্মেল,Electrocaloric
ইলেক্ট্ৰ&#39;কেমিকেল,electrochemical
সমান্তৰাল,equivalent
ইলেক্ট্ৰ&#39;ড,Electrode
ইলেক্ট্ৰ&#39;ডাইনেমিক্স,Electrodynamics
ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট,electrokinetic effect
গেলভানিক পৃথকীকৰণ,Electrolysis
ইলেক্ট্ৰলাইট,Electrolyte
ইলেক্ট্ৰ&#39;লাইটিক,electrolytic
"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ",Electrolyzer
বিদ্যুৎচুম্বক,electromagnet
বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ,Electromagnetic
বিদ্যুৎচুম্বকত্ব,Electromagnetics
বিদ্যুৎচুম্বকত্ব,electromagnetism
"ইলেক্ট্ৰ&#39;মিটাৰ নজেল,ইলেক্ট্ৰ&#39;মিটাৰ ভালভ",electrometer valve (=electrometer tube)
বিদ্যুৎচালিত বল,electromotive force
ইলেক্ট্ৰন,Electron
ঋণ-বিদ্যুৎ,electronegative
ইলেক্ট্ৰনিক,Electronic
ইলেক্ট্ৰনিক eigenfunction,electronic eigenfunction
ইলেক্ট্ৰনিক শক্তি,electronic energy
ইলেক্ট্ৰনিক্স,electronics
ইলেক্ট্ৰন অপটিক্স,electron optics (=electro-optics)
ইলেক্ট্ৰ&#39;-অপ্টিক্স,Electro-optics
বিদ্যুৎচুম্বকত্ব,Electropositive
ইলেক্ট্ৰস্কোপ,Electroscope
ইলেক্ট্ৰষ্টেটিক,Electrostatic
ইলেক্ট্ৰষ্টেটিক্স,Electrostatics
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,electrostriction
বৈদ্যুতিক সংযোগ,electrovalency
বৈদ্যুতিক সংযোগকাৰী,electrovalent
"উপাদান, সংখ্যালঘু, উপাদান",Element
"প্ৰাথমিক, মৌলিক, মৌলিক",elementary
মূল চাৰ্জ,elementary charge
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা",Elevation
উচ্চতামাপক,elevation
"লিফ্ট, লিফ্ট",meter elevator
অ-উপবৃত্তাকাৰ,ellipse of aberration
"প্ৰসাৰণ, বৃদ্ধি, বিস্তাৰৰ কোণ",Elongation
"মুক্তি, মুক্তি",Emanating
"প্ৰসাৰণ, বংশধৰ",Emanation
এম্বেড কৰা,Embed
এম্বেড কৰা হৈছে,Embedded
প্ৰচাৰিত,Emergent
নিৰ্গমন,Emission
"emissivity, emissivity",Emissivity
emissivity,Emittance
"নিৰ্গমনকাৰী, নিৰ্গমনকাৰী",emitter
"প্ৰি-ৰিইনফৰ্চমেণ্ট, বল",Emphasis
অভিজ্ঞতাভিত্তিক,empirical
"খালী, অপূৰ্ণ",Empty
"ইমালচাইফাৰ, ইমালচাইফাৰ",Emulsifier
"ইমালচন, ইমালচন",Emulsion
"শেষ, শেষ, শেষ, শেষ",End
চূড়ান্ত সংশোধন,end correction
শক্তি দক্ষ,endoergic
"অক্ষীয় অৱস্থান, A-অৱস্থান",end on position
"এণ্ডোথাৰ্মিক, এণ্ডোথাৰ্মিক",Endothermic
এণ্ডোথাৰ্মিক প্ৰক্ৰিয়া,endothermic process
শক্তি প্ৰদান কৰা,energise energy
শক্তি অন্তৰ্নিহিত,energy content
শক্তি শক্তি প্ৰদানকাৰী,energy index
"ইঞ্জিন ইঞ্জিনিয়াৰিং, ইঞ্জিনিয়াৰিং",engine engineering
বৃদ্ধি,enhancement
সমৃদ্ধ সমস্থানিক,enriched isotope
বৰ্ধিত ৰিয়েক্টৰ,enriched reactor
সমৃদ্ধি,enriching
সমৃদ্ধি,enrichment
"চেট, সম্প্ৰদায়",Ensemble
"এনথালপি, নিৰপেক্ষ তাপ",enthalpy
ক্ষমতা,entity
এণ্ট্ৰপি,Entropy
প্ৰৱেশ,entry
"গণনা, গণনা",Enumeration
পৃষ্ঠাকৰণ,envelope of surface
উপকেন্দ্ৰ,epicentral
"অস্বচ্ছ, এপিস্কোপ",Episcope
এপিটেক্সি স্তৰ,epitaxial layer
"apitaxi, অভাৰৰাণ",epitaxy
"সমান, সমান, সমান, সমান",equal
ইকুৱেলাইজাৰ,Equaliser
সমতা,Equality
সমীকৰণটো,Equation
"বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা",Equator
"বিষুৱীয়, বিষুৱীয়, মধ্যৱৰ্তী, বিষুৱীয়",Equatorial
অৱতল,equiconcave
অৱতল,Equiconvex
সমমিতি,Equidimensional
"সমদূৰত্বৰ, সমান্তৰাল",Equidistant
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য",equilibrium
ইকুইডিভিজন,Equipartition
সঁজুলি,Equipment
"সমতুল্যতা, দক্ষতা",Equipotential
সমবিভৱনশীল,equipotentiality
আইছ&#39;বাৰ,equipressure
সমতুল্যতা,Equivalence
"সমতুল্য, সমতুল্য (v.), সমতুল্য (n.)",equivalent
সমতুল্য শোষণ,equivalent absorption
"সমতুল্য পৰিবাহীতা, সমতুল্য পৰিবাহীতা",equivalent conductance
সমমিতি লেন্স,equivalent lens
"উলম্ব ছবি, উলম্ব ছবি",erect image
উলম্ব,excentricity
erg,Erector
"শক্তিশালী, মতামতযুক্ত",erg ergodic
"ভুল, ভুল, ভুল, ভুল",Error
সুৰংগ ডাইঅ&#39;ড,Esakidiode (=tunnel diode)
পলায়ন,Escape
"অপৰিহাৰ্য, অপৰিহাৰ্য",essential
ইথাৰ,ether (aether)
ইউক্লিডীয় স্থানাংক,Euclidean coordinate
