Malayalam,Odiya
ഡോപ്ലർ റഡാർ,ଡୋପଲର ରାଡାର |
ഡോസിമീറ്റർ,ଡୋସିମିଟର |
പോയിന്റ് മാട്രിക്സ്,ପଏଣ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |
പോയിന്റ് നൊട്ടേഷൻ,ପଏଣ୍ଟ ନୋଟେସନ୍
ദ്വിതീയ പ്രശ്നം,ଦଳୀୟ ସମସ୍ୟା |
ദ്വിതല കപ്പാസിറ്റർ,ବିଲାୟର୍ କ୍ୟାପେସିଟର୍ |
ബൈനറൽ ക്ലൈസ്ട്രോൺ,ଦ୍ୱିପାକ୍ଷିକ କ୍ଲାଇଷ୍ଟ୍ରନ୍ |
ഉഭയകക്ഷി ബാർ,ଦ୍ୱିପାକ୍ଷିକ ଦଣ୍ଡ
ഉഭയകക്ഷി പിസി ബോർഡ്,ଦ୍ୱିପାକ୍ଷିକ PC ବୋର୍ଡ |
ഇരട്ട അടയാളപ്പെടുത്തൽ,ଡବଲ୍ ମାର୍କିଂ
ഇരട്ട ട്രാൻസിസ്റ്റർ,ଡବଲ୍ ଟ୍ରାନଜିଷ୍ଟର
ഡ്യുവൽ ട്യൂൺ ചെയ്ത ആംപ്ലിഫയർ,ଡୁଆଲ୍ ଟ୍ୟୁନ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
ഇരട്ട പാളി ട്രാൻസിസ്റ്റർ ആംപ്ലിഫയർ,ଡବଲ୍ ଲେୟାର୍ ଟ୍ରାନଜିଷ୍ଟର ଏମ୍ପ୍ଲିଫାୟର୍ |
ഇരട്ടിക്കുന്നു,ଦୁଇଗୁଣ
തടസ്സം സമയം,ବାଧା ସମୟ
ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്,ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍
ട്രെയിലിംഗ് ഔട്ട്പുട്ട് ഇലക്ട്രോഡ്,ଟ୍ରେଲିଂ ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍ |
ഡി റാം,d ram
ഡി റാം,d ram
റൺഓഫ് സെൽ,ରନ୍ ଅଫ୍ ସେଲ୍ |
ഒഴുകുന്ന നീരൊഴുക്ക്,ରନ୍ ଅଫ୍ ଷ୍ଟ୍ରିମ୍ |
ഒഴുക്ക് വേഗത,ରନ୍ ଅଫ୍ ବେଗ |
സുഷിരം ടേപ്പ്,ପର୍ଫୋରେସନ୍ ଟେପ୍ |
ഓപ്പറേറ്റർ ബസ്,ଅପରେଟର ବସ୍
പ്രവർത്തന ഘട്ടം,ଅପରେଟିଂ ପର୍ଯ୍ୟାୟ
അധർമ്മം,ଅଧର୍ମ
ഡ്രൈ സെൽ,ଶୁଖିଲା କକ୍ଷ |
ഉണങ്ങിയ കൊത്തുപണി,ଶୁଖିଲା ଇଞ୍ଚିଙ୍ଗ୍ |
ഡ്രൈ ഫിലിം,ଶୁଖିଲା ଚଳଚ୍ଚିତ୍ର |
ഡ്രൈ സ്വിച്ചിംഗ്,ଶୁଖିଲା ସୁଇଚ୍
ഡ്രൈസ്റ്റാസ് ആർട്ട് ഡിസ്പ്ലേസർ,ଡ୍ରିଷ୍ଟାସ୍ ଆର୍ଟ ଡିସପ୍ଲେସର୍ |
ഡി.ടി.ഇ.,dte
dtl (ഡയോഡ് ട്രാൻസിസ്റ്റർ ലോജിക്),dtl (ଡାୟୋଡ୍ ଟ୍ରାନଜିଷ୍ଟର ତର୍କ)
"ഡ്വിഗെറ്റ് ഫേറ്റ്, ഡ്വിഗെറ്റ് എഫ്. ഇ.ടി.","Dwyget Fate, Dwyget F। E.T."
ഇരട്ട പൊരുത്തം,ଡୁଆଲ୍ ମେଳକ |
ദമ്പതികൾ ട്രാൻസ്മിഷൻ,ଦମ୍ପତି ସଂକ୍ରମଣ
ഇരട്ട വായന കോർഡിനേറ്റർ,ଦୁଇଥର ପଠନ ସଂଯୋଜକ |
"ഡ്യുവൽ-ഡിഫറൻസ് അനലോഗ്, ഡിജിറ്റൽ കൺവെർട്ടർ","ଡୁଆଲ୍-ଡିଫେରେନ୍ସ ଆନାଗଲ୍, ଡିଜିଟାଲ୍ କନଭର୍ଟର |"
ദ്വിധ്രുവ മാറ്റം,ଡିପୋଲ୍ ପରିବର୍ତ୍ତନ |
ഇരട്ട ഫോളോ വോൾട്ടേജ് കൺട്രോളർ,ଦୁଇଥର ଅନୁସରଣ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରକ |
ദ്വൈതത്വം,ଦ୍ୱିପାକ୍ଷିକତା |
ഇരട്ട തുഴച്ചിൽ,ଦୁଇ ଧାଡି
നിശബ്ദ ആന്റിന,ନୀରବ ଆଣ୍ଟେନା |
ഡ്യുപ്ലെക്സ് ട്രാൻസ്മിഷൻ,ଡୁପ୍ଲେକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ |
യൂട്ടിലിറ്റി അനുപാതം,ଉପଯୋଗିତା ଅନୁପାତ
യൂട്ടിലിറ്റി റേഷ്യോ മോഡുലേഷൻ,ଉପଯୋଗୀତା ଅନୁପାତ ମଡ୍ୟୁଲେସନ୍ |
dB-25 കണക്റ്റർ,dB-25 ସଂଯୋଜକ |
താമസസ്ഥലം,ଆବାସ
ചലനാത്മക സവിശേഷതകൾ,ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ചലനാത്മക സവിശേഷതകൾ,ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ഡൈനാമിക് കറന്റ്,ଗତିଶୀଳ କରେଣ୍ଟ |
ചലനാത്മക പ്രതിരോധം,ଗତିଶୀଳ ପ୍ରତିବନ୍ଧକ |
"ഡൈനാമിക് ലോഡ് ലൈൻ, ലോഡ് ലൈൻ","ଡାଇନାମିକ୍ ଲୋଡ୍ ଲାଇନ୍, ଲୋଡ୍ ଲାଇନ୍ |"
ഡൈനാമിക് മെമ്മറി,ଗତିଶୀଳ ସ୍ମୃତି
വേരിയബിൾ മെമ്മറി സെൽ,ଭେରିଏବଲ୍ ମେମୋରୀ ସେଲ୍ |
ഡൈനാമിക് മെമ്മറി റിഫ്രഷർ,ଗତିଶୀଳ ସ୍ମୃତି ସତେଜ
ചലനാത്മക മൗസ് വിപരീതം,ଗତିଶୀଳ ମାଉସ୍ ଓଲଟା |
ഡൈനാമിക് റാം ഡൈനാമിക് റാം,ଡାଇନାମିକ୍ RAM ଡାଇନାମିକ୍ RAM |
ചലനാത്മക ശ്രേണി,ଗତିଶୀଳ ପରିସର |
ചലനാത്മക പ്രതിരോധം,ଗତିଶୀଳ ପ୍ରତିରୋଧ |
ഡൈനാമിക് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ,ଗତିଶୀଳ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
ഡൈനാമിക് ടെസ്റ്റ്,ଗତିଶୀଳ ପରୀକ୍ଷା |
ഡൈനാമിക് വീഡിയോ റാൻഡം ആക്സസ് മെമ്മറി (DVRAM),ଡାଇନାମିକ୍ ଭିଡିଓ ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ ମେମୋରୀ (DVRAM)
ഡൈനാമോ,ଡାଇନାମୋ |
ഡൈനാമോമീറ്റർ,ଡାଇନାମୋମିଟର
ഡൈനിട്രോൺ ഓസിലേറ്റർ,ଡାଇନିଟ୍ରନ୍ ଓସିଲେଟର |
"ആദ്യകാല പ്രഭാവം, ആദ്യകാല പ്രഭാവം","ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ, ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ"
ഇ ഒരു റോം,e a rom
ഭൂമി കണക്റ്റിവിറ്റി,ପୃଥିବୀ ସଂଯୋଗ
ഗ്രൗണ്ട് സ്റ്റേഷൻ,ଗ୍ରାଉଣ୍ଡ ଷ୍ଟେସନ୍ |
എബർസ്-മൗൾ-സമവാക്യം,ଏବର୍ସ-ମଲ୍-ସମୀକରଣ |
എബെർസ്-മൗൾ-മോഡൽ,ଏବର୍ସ-ମାଉଲ୍-ମଡେଲ୍ |
പ്രതിധ്വനി,ଇକୋ
ആന്റി എക്കോ,ଆଣ୍ଟି ଇକୋ |
എഡ്ഡി കറന്റ്,ଏଡି କରେଣ୍ଟ୍ |
സ്ട്രാൻഡ് കണക്റ്റർ,ଷ୍ଟ୍ରାଣ୍ଡ ସଂଯୋଜକ |
കോർ ഡിറ്റക്ടർ,କୋର ଡିଟେକ୍ଟର |
കോർ ട്രിഗർ ഫ്ലിപ്പ് ഫ്ലോപ്പ്,କୋର୍ ଟ୍ରିଗର ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
കോർ ട്രിഗർ ലാച്ച്,କୋର୍ ଟ୍ରିଗର ଲ୍ୟାଚ୍ |
എഡിസൺ പ്രഭാവം,ଏଡିସନ୍ ପ୍ରଭାବ
എഡിറ്റർ,ସମ୍ପାଦକ
ഫലപ്രദമായ പ്രദേശം,ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
ഫലപ്രദമായ നിലവിലെ,ପ୍ରଭାବଶାଳୀ କରେଣ୍ଟ୍ |
ഫലപ്രദമായ ഗ്രൗണ്ട് ആരം,ପ୍ରଭାବଶାଳୀ ଭୂମି ବ୍ୟାସାର୍ଦ୍ଧ |
ഫലപ്രദമായ ഉയരം,ପ୍ରଭାବଶାଳୀ ଉଚ୍ଚତା |
ഫലപ്രദമായ നീളം,ପ୍ରଭାବଶାଳୀ ଲମ୍ବ |
ഫലപ്രദമായ പിണ്ഡം,ପ୍ରଭାବଶାଳୀ ଜନତା |
ഫലപ്രദമായ വികിരണം ശക്തി,ପ୍ରଭାବଶାଳୀ ବିକିରଣ ଶକ୍ତି |
ഫലപ്രദമായ വോൾട്ടേജ്,ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |
കാര്യക്ഷമത,ଦକ୍ଷତା
ഇ.ഇ.പി. ROM,E.E.P. ଆର.ଓ. ଏମ
ഐക്കണൽ സമവാക്യം,ଆଇକନ୍ ସମୀକରଣ |
വിപരീത കപ്പാസിറ്റൻസ്,ଓଲଟା କ୍ୟାପିଟାନ୍ସ |
ഇ-പാളി,ଇ-ସ୍ତର |
വൈദ്യുത പ്രവാഹം,ବିଦ୍ୟୁତ ପ୍ରବାହ
വൈദ്യുത മണ്ഡലം,ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ର
ഇലക്ട്രിക് ഫീൽഡ് തീവ്രത,ବ electric ଦୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |
വൈദ്യുത പ്രവാഹ ലൈനുകൾ,ବ electric ଦୁତିକ କରେଣ୍ଟ ଲାଇନଗୁଡିକ |
വൈദ്യുത സാധ്യത,ବ electric ଦୁତିକ ସମ୍ଭାବନା |
വൈദ്യുതാഘാതം,ବିଦ୍ୟୁତ୍ ସଂଯୋଗ
ഇലക്ട്രോ-സോൾഡർ,ଇଲେକ୍ଟ୍ରୋ-ସୋଲ୍ଡର୍ |
വൈദ്യുത തരംഗം,ବ electric ଦୁତିକ ତରଙ୍ଗ |
വൈദ്യുത ദൈർഘ്യം,ବ electrical ଦୁତିକ ଦ length ର୍ଘ୍ୟ |
വൈദ്യുത ശക്തി,ବିଦ୍ୟୁତ୍ ଶକ୍ତି
വൈദ്യുതി,ବିଦ୍ୟୁତ୍
ഇ.സി.ജി,ECG
ഇലക്ട്രിക് ഡൈനാമോ മീറ്റർ,ଇଲେକ୍ଟ୍ରିକ୍ ଡାଇନାମୋ ମିଟର |
ഇലക്ട്രോഡ്,ଇଲେକ୍ଟ୍ରୋଡ୍ |
ഇലക്ട്രോഡ് കറന്റ്,ଇଲେକ୍ଟ୍ରୋଡ୍ କରେଣ୍ଟ୍ |
വൈദ്യുത പ്രകാശം,ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେନ୍ସ |
ഇലക്ട്രോലൂമിനസെന്റ് ഡിസ്പ്ലേ,ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେଣ୍ଟ୍ ପ୍ରଦର୍ଶନ |
ഗാൽവാനിക് ഒറ്റപ്പെടൽ,ଗାଲଭାନିକ୍ ବିଚ୍ଛିନ୍ନତା |
ഇലക്ട്രോലൈറ്റ്,ଇଲେକ୍ଟ୍ରୋଲାଇଟ୍ |
ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |
ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |
വൈദ്യുതകാന്തികം,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକ
വൈദ്യുതകാന്തിക ഊർജ്ജം,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଶକ୍ତି |
വൈദ്യുതകാന്തിക ഇൻഡക്ഷൻ,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନୁକରଣ |
"വൈദ്യുതകാന്തിക ഇടപെടൽ, ഇഎംഐ","ବ Elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ହସ୍ତକ୍ଷେପ, EMI |"
വൈദ്യുതകാന്തിക സ്പെക്ട്രം,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ |
വൈദ്യുതകാന്തിക തരംഗം,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |
വൈദ്യുതകാന്തികത,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
ഇലക്ട്രോ മെക്കാനിക്കൽ ഫിൽട്ടർ,ଇଲେକ୍ଟ୍ରୋ ମେକାନିକାଲ୍ ଫିଲ୍ଟର୍ |
ഇലക്ട്രോമീറ്റർ,ଇଲେକ୍ଟ୍ରୋମିଟର
ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,ବ elect ଦ୍ୟୁତିକ ଶକ୍ତି
ഇലക്ട്രോൺ,ଇଲେକ୍ଟ୍ରନ୍
ഇലക്ട്രോൺ ബീം,ଇଲେକ୍ଟ୍ରନ୍ ବିମ୍ |
ഇലക്ട്രോൺ ചാർജ്,ଇଲେକ୍ଟ୍ରନ୍ ଚାର୍ଜ |
ഇലക്ട്രോൺ ഉദ്വമനം,ଇଲେକ୍ଟ୍ରନ୍ ନିର୍ଗମନ |
ഇലക്ട്രോൺ ഒഴുക്ക്,ଇଲେକ୍ଟ୍ରନ୍ ପ୍ରବାହ |
ഇലക്ട്രോൺ വാതകം,ଇଲେକ୍ଟ୍ରନ୍ ଗ୍ୟାସ୍ |
ഇലക്ട്രോൺ ഉപകരണം,ଇଲେକ୍ଟ୍ରନ୍ ଉପକରଣ |
ഇലക്ട്രോൺ ദ്വാര ജോഡി,ଇଲେକ୍ଟ୍ରନ୍ ଗାତ ଯୋଡି |
ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്,ଇଲେକ୍ଟ୍ରନ୍ ମାଇକ୍ରୋସ୍କୋପ୍ |
ഇലക്ട്രോൺ പരിക്രമണം,ଇଲେକ୍ଟ୍ରନ୍ କକ୍ଷପଥ |
ഇലക്ട്രോൺ ഷെൽ,ଇଲେକ୍ଟ୍ରନ୍ ସେଲ୍ |
ഇലക്ട്രോൺ വോൾട്ട്,ଇଲେକ୍ଟ୍ରନ୍ ଭୋଲ୍ଟ |
ഇലക്ട്രോൺ വേവ് ട്യൂബ്,ଇଲେକ୍ଟ୍ରନ୍ ତରଙ୍ଗ ଟ୍ୟୁବ୍ |
ഇലക്ട്രോണിക് ചാർജ്,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଚାର୍ଜ |
ഇലക്ട്രോണിക് ഡാറ്റ സമ്മർദ്ദം,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ଚାପ
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ഇലക്ട്രോണിക് കീ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଚାବି |
ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
ഇലക്ട്രോണിക് പിണ്ഡം,ଇଲେକ୍ଟ୍ରୋନିକ୍ ମାସ
ഇലക്ട്രോണിക് സംഖ്യാശാസ്ത്രം,ବ electronic ଦ୍ୟୁତିକ ସଂଖ୍ୟା
ഇലക്ട്രോണിക് സ്വിച്ചിംഗ്,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍
ഇലക്ട്രോണിക് വോൾട്ട്മീറ്റർ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଭୋଲ୍ଟମିଟର |
ഇലക്ട്രോണിക് ട്യൂൺ ചെയ്ത റിസീവർ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନ୍ ହୋଇଥିବା ରିସିଭର୍ |
ഇലക്ട്രോണിക്സ് വ്യവസായ അസോസിയേഷൻ,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ ଶିଳ୍ପ ସଙ୍ଗଠନ |
ഇലക്ട്രോപ്ലേറ്റിംഗ്,ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ
ഇലക്ട്രോസ്കോപ്പ്,ଇଲେକ୍ଟ୍ରୋସ୍କୋପ୍ |
വൈദ്യുതകാന്തികത,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
ഇലക്ട്രോസ്റ്റാറ്റിക് ഫ്ലക്സ്,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଫ୍ଲକ୍ସ |
ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രിസർവേറ്റീവ്,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |
ഘടകം,ଉପାଦାନ
നവീകരിക്കുക,ଉନ୍ନୟନ
പുരോഗതി ആംഗിൾ,ଉନ୍ନତି କୋଣ
ദീർഘവൃത്താകൃതിയിലുള്ള പ്രതിഫലനം,ଏଲିପସଏଡାଲ୍ ପ୍ରତିଫଳକ |
ദീർഘവൃത്താകൃതിയിലുള്ള ഫിൽട്ടർ,ଏଲିପସଏଡାଲ୍ ଫିଲ୍ଟର୍ |
ദീർഘവൃത്താകൃതിയിലുള്ള ധ്രുവം,ଏଲିପସାଇଡ୍ ପୋଲ |
എംബഡഡ് സിസ്റ്റം,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
അബ്സിഡിക് കോഡ്,ଅବସିଡିକ୍ କୋଡ୍ |
എമിറ്റർ,ନିର୍ଗତ
എമിറ്റർ ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,ନିର୍ଗତକାରୀ ବିନ୍ୟାସକରଣ
എമിറ്റർ ബൈപാസ് കപ്പാസിറ്റർ,ନିର୍ଗତ ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
എമിറ്റിംഗ് സവിശേഷതകൾ,ନିର୍ଗତ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
എമിറ്റർ കപ്പിൾഡ് ആംപ്ലിഫയർ,ଏମିଟର ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |
എമിറ്റർ ഡിഫ്യൂഷൻ,ନିର୍ଗତ ବିସ୍ତାର
എമിറ്റർ ട്രെയിലിംഗ്,ଏମିଟର ଟ୍ରେଲିଂ |
എമിറ്റർ റെസിസ്റ്റർ,ନିର୍ଗତ ପ୍ରତିରୋଧକ |
എമിറ്റർ സ്ഥിരതയുള്ള ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,ନିର୍ଗତ ସ୍ଥିର ଆଭିମୁଖ୍ୟ ବିନ୍ୟାସ
എമിറ്റർ ബേസ് ജംഗ്ഷൻ,ଏମିଟର ବେସ୍ ଜଙ୍କସନ |
"എമിറ്റർ കപ്പിൾഡ് ലോജിക്, ECL","ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ, ECL |"
യന്ത്രവത്കൃതം,ଯାନ୍ତ୍ରିକ
പ്രാപ്തമാക്കുക,ସକ୍ଷମ କରନ୍ତୁ |
എൻക്യാപ്സുലേഷൻ,ଏନକାପସୁଲେସନ୍ |
കൊടിത്ര,Koditra
എൻക്രിപ്ഷൻ,ଏନକ୍ରିପସନ୍
വൃത്താകൃതിയിലുള്ള നേട്ടം,ବୃତ୍ତାକାର ଲାଭ |
പരിവർത്തനം,ରୂପାନ୍ତର
വ്യവസ്ഥാപിത,ପ୍ରଣାଳୀ
വൃത്താകൃതിയിലുള്ള സ്ഥാനചലനം,ବୃତ୍ତାକାର ବିସ୍ଥାପନ |
രേഖാംശ ആന്റിന,ଦ୍ରାଘିମା ଆଣ୍ଟେନା |
രേഖാംശ ശ്രേണി,ଦ୍ରାଘିମା ଆରେ |
ഊർജ്ജം,ଶକ୍ତି
ഊർജ്ജ ബാർ,ଶକ୍ତି ଦଣ୍ଡ
ബാൻഡ് വിടവ്,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
ഊർജ്ജ നില,ଶକ୍ତି ସ୍ତର
ഊർജ്ജ നില ഡയഗ്രം,ଶକ୍ତି ସ୍ତରର ଚିତ୍ର
മെച്ചപ്പെടുത്തിയ വിപുലീകരിച്ച മാസ് സ്പെസിഫിക്കേഷൻ,ବର୍ଦ୍ଧିତ ମାସ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ഇൻക്രിമെന്റഡ് ആർട്ടിക്കിൾ രജിസ്ട്രാർ,ବର୍ଦ୍ଧିତ ଆର୍ଟିକିଲ୍ ରେଜିଷ୍ଟ୍ରାର୍ |
വളർച്ച,ଅଭିବୃଦ୍ଧି |
വളർച്ച പാറ്റേൺ,ଅଭିବୃଦ୍ଧି pattern ାଞ୍ଚା
മെച്ചപ്പെടുത്തിയ മോസ്ഫെറ്റ്,ବର୍ଦ୍ଧିତ ମୋସଫେଟ୍ |
എൻട്രോപ്പി,ଏଣ୍ଟ୍ରପି
envelop demodulator,ଏନଭଲପ୍ ଡେମୋଡ୍ୟୁଲେଟର |
പരിസ്ഥിതി,ପରିବେଶ
"epitaxy വളർച്ച, ആരോഹണ വളർച്ച","epitaxy ଅଭିବୃଦ୍ଧି, ବୃଦ୍ଧି ବୃଦ୍ଧି |"
"epitracheal പാളി, ആരോഹണ പാളി","epitracheal ସ୍ତର, ଆରୋହଣ ସ୍ତର |"
"എപ്പിറ്റാക്സി, അസാധുവാക്കൽ","epitaxy, overriding |"
എപ്പോക്സി-ഫൈബർ ഗ്ലാസ് ലെവൽ,ଇପୋକ୍ସି-ଫାଇବର ଗ୍ଲାସ୍ ସ୍ତର |
EP-ROM,EP-ROM |
എപ്സിലോൺ,ଏପସିଲନ୍ |
സമനില,ସମାନତା
സമനില സർക്യൂട്ട്,ସମାନତା ସର୍କିଟ |
സമത്വം,ସମାନତା |
സമവാക്യം,ସମୀକରଣ
സമനില ഫിൽട്ടർ,ସମାନତା ଫିଲ୍ଟର୍ |
സമവാക്യം,ସମୀକରଣ
ഭൂമധ്യരേഖാ തലം,ସମୀକରଣ ବିମାନ |
ഐസോപൊട്ടൻഷ്യൽ ലൈൻ,isopotential ରେଖା |
equipotential പേജ്,ସମାନ୍ତରାଳ ପୃଷ୍ଠା |
തുല്യമായ സർക്യൂട്ട്,ସମାନ ସର୍କିଟ |
തുല്യമായ ഇൻപുട്ട് നോയ്സ് ജനറേറ്റർ,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ଜେନେରେଟର |
തുല്യമായ ഇൻപുട്ട് ശബ്ദ പ്രതിരോധം,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ପ୍ରତିରୋଧ |
തുല്യമായ ഐസോടോപ്പിക് റേഡിയേറ്റഡ് പവർ,ସମାନ ଆଇସୋଟୋପିକ୍ ବିକିରଣ ଶକ୍ତି |
ഇല്ലാതാക്കുക,ଡିଲିଟ୍ କରନ୍ତୁ |
ഊർജ്ജ പ്രക്രിയ,ଶକ୍ତି ପ୍ରକ୍ରିୟା
പിശക് നിയന്ത്രണ കോഡിംഗ്,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କୋଡିଂ |
പിശക് തിരുത്തൽ കോഡ്,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
പിശക് കണ്ടെത്തൽ കോഡ്,ତ୍ରୁଟି ଚିହ୍ନଟ କୋଡ୍
പിശക് കൈകാര്യം ചെയ്യൽ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
പിശക് നിരക്ക്,ତ୍ରୁଟି ହାର
പിശക് വോൾട്ടേജ്,ତ୍ରୁଟି ଭୋଲଟେଜ୍ |
പിശക് ആംപ്ലിഫയർ,ତ୍ରୁଟି ଏମ୍ପ୍ଲିଫାୟର୍ |
ഇസക്കി ഡയോഡ്,ଇସାକି ଡାୟୋଡ୍ |
കൊത്തുപണി,ଇଚିଂ
ഇഥർനെറ്റ്,ଇଥରନେଟ୍ |
യൂലറുടെ സിദ്ധാന്തം,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
ആംപ്ലിറ്റ്യൂഡ് റിഡക്ഷൻ മോഡ്,ପ୍ରଶସ୍ତତା ହ୍ରାସ ମୋଡ୍ |
ബാഷ്പീകരണ പ്രക്രിയ,ବାଷ୍ପୀକରଣ ପ୍ରକ୍ରିୟା |
ഇ-വെക്റ്റർ,ଇ-ଭେକ୍ଟର୍ |
തുല്യത,ସମାନତା
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
അധിക ശബ്ദ അനുപാതം,ଅତିରିକ୍ତ ଶବ୍ଦ ଅନୁପାତ |
ട്രിപ്പിൾ കോഡ്,ଟ୍ରିପଲ୍ କୋଡ୍
ഉത്തേജക പട്ടിക,ଉତ୍ସାହ ସାରଣୀ |
echo XOR ഗേറ്റ്,ଇକୋ XOR ଗେଟ୍ |
എക്സിക്യൂഷൻ സോഫ്റ്റ്വെയർ,ନିଷ୍ପାଦନ ସଫ୍ଟୱେର୍
നിർവ്വഹണ നീക്കം,ନିଷ୍ପାଦନ ପଦକ୍ଷେପ
നിർവ്വഹണ സമയം,ନିଷ୍ପାଦନ ସମୟ
എക്സ്ക്ലൂസീവ് നോർ ഗേറ്റ്,ଏକ୍ସକ୍ଲୁସିଭ୍ ନୋର ଗେଟ୍ |
പ്രക്ഷേപകൻ,ପ୍ରସାରଣକାରୀ
എക്സ്പോണൻഷ്യൽ ശോഷണം,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
എക്സ്പോണൻഷ്യൽ ഡയോഡ്,ସୂକ୍ଷ୍ମ ଡାୟୋଡ୍ |
എക്‌സ്‌പോണൻഷ്യൽ ഫോറിയർ സീരീസ്,ଏକ୍ସପେନ୍ସେନାଲ୍ ଫୁରିଅର୍ ସିରିଜ୍ |
എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
ബാഹ്യ ആവൃത്തി പ്രതിരോധം,ବାହ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିରୋଧ |
