Marathi,Assamese
दशांश अपूर्णांक,দশমিক ভগ্নাংশ
दशांश अंकन प्रणाली,দশমিক সংকেত ব্যৱস্থা
दशांश अंकन प्रणाली,দশমিক সংকেত ব্যৱস্থা
दशांश चिन्ह,দশমিক বিন্দু
दशांश स्केल,দশমিক স্কেল
दशांश प्रणाली,দশমিক ব্যৱস্থা
डेसिमीटर,ডেচিমিটাৰ
एन्कोडिंग,এনকোডিং
निर्णय मॉडेल,সিদ্ধান্তৰ আৰ্হি
निर्णय सिद्धांत,সিদ্ধান্ত তত্ত্ব
निर्णय परिवर्तनीय,সিদ্ধান্ত চলক
"डीकोडर, डीकोडर","ডিকোডাৰ, ডিকোডাৰ"
"एन्कोडिंग, डीकोडिंग","এনকোডিং, ডিকোডিং"
विभक्त संच,পৃথক কৰিব পৰা ছেট
कमी होत आहे,ডিমিনিচিং
कमी करणारे कार्य,ডিমিনিচিং ফাংচন
Dedekind-कट,ডেডেকাইণ্ড-কাট
Dedekind-प्रमेय,ডেডেকাইণ্ড-উপাপাদ্য
अंतर्भूत करणे,অন্তৰ্ভুক্ত কৰা
कॉर्पोरेट सराव,কৰ্পৰেট প্ৰেকটিছ
चुकीचे,ভুল কৰা
व्याख्यात्मक समीकरण,সংজ্ঞাগত সমীকৰণ
निश्चित अविभाज्य,নিৰ্দিষ্ট অখণ্ড
निश्चित मॅट्रिक्स,ফিক্সড মেট্ৰিক্স
"व्याख्या, स्पष्टता, निश्चितता","সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা"
विकृत वक्र,বিকৃতি বক্ৰ
विकृत पृष्ठ,বিকৃত পৃষ্ঠা
"धिक्कार, लबाडी","debauchery, অশ্লীলতা"
वाहतूक समस्यांमध्ये अयोग्यता,পৰিবহণৰ সমস্যাত ভুল হোৱা
"पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी","ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী"
विभेदक समीकरणाची शक्ती,অৱভেদ্য সমীকৰণৰ শক্তি
"स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी","স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা"
बहुपदीची शक्ती,বহুপদৰ শক্তি
निष्कासित दल,বহিষ্কাৰ কৰা এনট্যুৰেজ
डेल्टा फंक्शन,ডেল্টা ফাংচন
मागणी आणि उपयुक्तता वक्र,চাহিদা আৰু উপযোগিতা বক্ৰ
मागणी समीकरण,চাহিদা সমীকৰণ
मागणी कार्य,চাহিদা কাৰ্য্য
लोकसंख्याशास्त्रीय अभ्यास,জনগাঁথনিগত অধ্যয়ন
लोकसंख्याशास्त्र,জনগাঁথনি
द-मॉवर प्रमेय,the-mower উপপাদ্য
"दाखवणे, साक्ष देणे, दाखवणे","প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা"
"प्रतिनिधित्व, पुरावा, प्रात्यक्षिक, प्रात्यक्षिक","প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন"
प्रतिनिधित्व भूमिती,প্ৰতিনিধিত্বমূলক জ্যামিতি
प्रत्येक,প্ৰত্যেক
दाट एकूण,ঘন সমষ্টি
"घनता, घनता","ঘনত্ব, ঘনত্ব"
मोजण्यायोग्य संच,গণনাযোগ্য ছেট
चढत्या स्थिरांक,আৰোহী ধ্ৰুৱক
अवलंबून घटना,নিৰ্ভৰশীল ইভেন্ট
अवलंबित यादृच्छिक चल,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
अवलंबून व्हेरिएबल,নিৰ্ভৰশীল চলক
अवलंबून व्हेरिएबल,নিৰ্ভৰশীল চলক
उदासीनता कोन,বিষণ্ণতাৰ কোণ
"व्युत्पन्न, व्युत्पन्न, भिन्नता","ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য"
"व्युत्पन्न, व्युत्पन्न","ডেৰাইভেটিভ, ডেৰাইভেটিভ"
व्युत्पन्न श्रेणी,ব্যুৎপন্ন পৰিসৰ
व्युत्पन्न संच,ব্যুৎপত্তি কৰা গোট
"उतरते, उतरते","অৱতৰণ কৰা, অৱতৰণ কৰা"
उतरत्या क्रमाने,অৱনমিত ক্ৰম
उतरत्या श्रेणी,অৱনমিত পৰিসৰ
प्रोजेक्टिव्ह भूमिती,প্ৰক্ষেপণ জ্যামিতি
वर्णनात्मक मॉडेल,বৰ্ণনাত্মক আৰ্হি
वर्णनात्मक आकडेवारी,বৰ্ণনাত্মক পৰিসংখ্যা
"रचना करणे, रचना करणे, रचना करणे (सं.), रचना करणे, रचना करणे (n.)","ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)"
प्रयोगाची रचना,পৰীক্ষাৰ ডিজাইন
डेस्क कॅल्क्युलेटर,ডেস্ক কেলকুলেটৰ
"ओळख, ओळख","চিনাক্তকৰণ, ধৰা পেলোৱা"
"निर्धारक, निर्धारक, निर्धारक","নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক"
निर्धारक क्रम,নিৰ্ধাৰিত ক্ৰম
ठरवण्यासाठी,নিৰ্ধাৰণ কৰিবলৈ
निर्धारक मॉडेल,নিৰ্ধাৰিত আৰ্হি
निर्धारक समस्या,নিৰ্ধাৰিত সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
बायनरी प्रणाली,বাইনাৰী ব্যৱস্থা
"कर्ण कर्ण,",তিৰ্যক হাইপ&#39;টেনাছ
मॅट्रिक्स विकर्णीकरण,মেট্ৰিক্স তিৰ্যকীকৰণ
"डायगोनल मॅट्रिक्स, डायगोनल मॅट्रिक्स","তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স"
कर्ण समानता,তিৰ্যক সমতা
आकृती,ডায়েগ্ৰাম
रेखाचित्र पद्धत,অংকন পদ্ধতি
ग्राफिकल प्रतिनिधित्व,চিত্ৰাঙ্কিত উপস্থাপন
व्यासाचा,ব্যাস
व्यास सेट करा,ব্যাস নিৰ্ধাৰণ কৰক
diametrically विरुद्ध,ডায়েমেট্ৰিকভাৱে বিপৰীত
"क्रॉसफायर, फासे फेकणे","ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা"
उभयचर वर्गीकरण,উভচৰ শ্ৰেণীবিভাজন
"दुभाजक, अर्धा","bifurcation, আধা"
शब्दकोश,অভিধান
विभेदक कॅल्क्युलस,ডিফাৰেন্সিয়েল কেলকুলাছ
विभेदक समीकरण,অৱভেদ্য সমীকৰণ
विभेदक सूत्र,ডিফাৰেন্সিয়েল সূত্ৰ
विभेदक पद्धत,ডিফাৰেন্সিয়েল পদ্ধতি
संचांचा फरक,গোটৰ পাৰ্থক্য
वेगळे करण्यायोग्य,ভিন্নতামূলক
विभेदक वक्र,ডিফাৰেন্সিয়েল কাৰ্ভ
विभेदक कार्य,ডিফাৰেন্সিয়েল ফাংচন
"विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য"
विभेदक गणित,ডিফাৰেন্সিয়েল মেথ
विभेदक गुणांक,ডিফাৰেন্সিয়েল সহগ
विभेदक समीकरण,অৱভেদ্য সমীকৰণ
विभेदक टक्कर,ডিফাৰেন্সিয়েল কলিচন
विभेदक सूत्र,ডিফাৰেন্সিয়েল সূত্ৰ
विभेदक कार्य,ডিফাৰেন্সিয়েল ফাংচন
विभेदक भूमिती,ডিফাৰেন্সিয়েল জ্যামিতি
उच्च ऑर्डर भिन्नता,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
विभेदक विभाग,ডিফাৰেন্সিয়েল ছেগমেণ্ট
वेगळे करणे,পাৰ্থক্য কৰা
"भिन्नता, भिन्नता","পাৰ্থক্য, পাৰ্থক্য"
विभेदक सूत्र,ডিফাৰেন্সিয়েল সূত্ৰ
वेक्टरचे विभेदक,ভেক্টৰৰ পাৰ্থক্য
"प्रसार, प्रसार","প্ৰসাৰণ, প্ৰসাৰণ"
"अंक, डायडेम, बोट","সংখ্যা, ডায়েডেম, আঙুলি"
डिजिटल संगणक,ডিজিটেল কম্পিউটাৰ
अंकी दत्त,অংকি দত্ত
"विस्तार, रुंदी, परिमाण, शक्ती","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
आयाम,মাত্ৰাগততা
आकारहीन,মাত্ৰাহীন
समीकरण परिमाण,সমীকৰণৰ মাত্ৰা
डायओफँटसचे समीकरण,ডাইঅ’ফেন্টাছৰ সমীকৰণ
पडण्याचा कोन,পতনৰ কোণ
द्विध्रुवीय समन्वय,ডাইপোল স্থানাংক
द्विध्रुव,ডাইপোল
द्विपिरॅमिड,বাইপিৰামিড
डायरॅक डेल्टा फंक्शन,dirac ডেল্টা ফাংচন
सामान्य स्पर्शिका,সাধাৰণ স্পৰ্শক
काटकोन,সোঁকোণ
थेट ओळ,প্ৰত্যক্ষ ৰেখা
जागा व्युत्पन्न,স্থান ব্যুৎপত্তি
"डिकोसाइन, डिको-कोसाइन","ডাইকোচিন, ডাইকো-কোচাইন"
कमाल दिशा,ৰ দিশটো সৰ্বোচ্চ
प्रक्षेपण दिशा,প্ৰজেকচন দিশ
दिशा गुणोत्तर,দিশ অনুপাত
नियामक मंडळ,নিয়ন্ত্ৰণ বৃত্ত
नियामक मंडळ,নিয়ন্ত্ৰক বৃত্ত
अनुलोमा उत्पादन,এনুলোমা প্ৰডাক্ট
"थेट पुरावा, थेट पुरावा","প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ"
अनुक्रमिक गुणोत्तर,ক্ৰমিক অনুপাত
नशीब,ভাগ্য
अनुलोमा बेरीज,anuloma যোগফল
विभक्त संच,disjointed set
"खंड, खंड, खंड","discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
डेरिव्हेटिव्हचे खंडन,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
प्रथम प्रकार खंडितता,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
दुसरा प्रकार खंडितता,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
अखंड वितरण,বিচ্ছিন্ন বিতৰণ
अखंड कार्य,বিচ্ছিন্ন কাৰ্য্য
सतत फरक,বিচ্ছিন্ন ভ্যাৰিয়েন্স
कण,কণা
अखंड वितरण,বিচ্ছিন্ন বিতৰণ
अखंड संभाव्यता वितरण,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
खंडित यादृच्छिक चल,বিচ্ছিন্ন যাদৃচ্ছিক চলক
अखंड नमुना जागा,বিচ্ছিন্ন নমুনা স্থান
स्वतंत्र एकूण,বিচ্ছিন্ন সমষ্টি
स्वतंत्र लोकसंख्या,বিচ্ছিন্ন জনসংখ্যা
स्वतंत्र अवस्था,বিচ্ছিন্ন অৱস্থা
सतत फरक,বিচ্ছিন্ন ভ্যাৰিয়েন্স
वितरण कर,বিতৰণ কৰ
भेदभावपूर्ण विश्लेषण,বৈষম্যমূলক বিশ্লেষণ
विभक्त,disjointed
विघटित घटना,disjointed ইভেন্ট
विभक्त संच,disjointed set
विच्छेदन समाविष्ट करणे,disjoint সন্নিৱিষ্ট কৰা
"वियोग, तर्कसंगत बेरीज","disjunction, যুক্তিসংগত যোগফল"
"फैलाव, विखुरणे","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
फैलाव चार्ट,বিক্ষিপ্ততা লেখচিত্ৰ
फैलाव निर्देशांक,বিক্ষিপ্ততা সূচকাংক
फैलाव आकृती,বিক্ষিপ্ততা ডায়েগ্ৰাম
फैलाव मॅट्रिक्स,বিক্ষিপ্ততা মেট্ৰিক্স
विस्थापन,স্থানচ্যুতি
प्रदर्शन,প্ৰদৰ্শন
कन्सोल,কনছ&#39;ল
"असमान, असमान","অসমান, অসমান"
नष्ट करणारी शक्ती,ক্ষয়কাৰী বল
अंतर कार्य,দূৰত্বৰ ফলন
अंतर मॉड्यूलस,দূৰত্ব মডুলাছ
वितरण नसलेले,অবিতৰণমূলক
"वितरण नियम, वितरण नियम","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
"उधळणे, उधळणे","to dissipate, বিসৰ্জন কৰা"
"वळवणे, वळवणे, वळवणे","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
भिन्नता प्रमेय,বিচ্ছিন্নতা উপপাদ্য
वळवणारा,ডাইভাৰ্জেন্ট
भिन्न श्रेणी,বিচ্ছিন্ন পৰিসৰ
विभाजित फरक,বিভক্ত পাৰ্থক্য
"विभाज्यता, विभाज्यता","বিভাজনযোগ্যতা, বিভাজনযোগ্যতা"
"विभाज्य, विभाज्य","বিভাজ্য, বিভাজ্য"
"विभागणी, विभागणी, विभागणी","বিভাজন, বিভাজন, বিভাজন"
विभाजन अल्गोरिदम,বিভাজন এলগৰিদম
स्प्लिट रिंग,স্প্লিট ৰিং
चतुर्भुज,চতুৰ্ভুজ
दशभुज,decagon
"डोमेन, डोमेन, प्रांत, प्रदेश","ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড"
कार्यक्षेत्र,কাৰ্য্যৰ ডমেইন
व्याख्या-प्रांत,সংজ্ঞা-প্ৰদেশ
अस्तित्वाची स्थिती,অস্তিত্বৰ অৱস্থা
अधिलिखित डिव्हाइस,অভাৰৰাইডিং ডিভাইচ
डॉपलर प्रभाव,ডপলাৰ ইফেক্ট
"बिंदू उत्पादन, स्केलर उत्पादन","পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট"
ठिपके असलेला वक्र,বিন্দুযুক্ত বক্ৰ
दुहेरी भिन्नता,ডুৱেল ডিফাৰেন্সিয়েল
दुहेरी घातांकीय वितरण,ডাবল ঘাতীয় বিতৰণ
दुहेरी कॉइल,ডাবল কইল
बायनरी अविभाज्य,বাইনাৰী অখণ্ড
बायनरी एकत्रीकरण,বাইনাৰী সংহতি
दुहेरी मर्यादा,ডাবল লিমিট
दुहेरी सॅम्पलिंग इव्हेंट,ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট
दुहेरी क्रम,ডাবল ক্ৰম
दुहेरी मालिका,ডাবল ছিৰিজ
दुहेरी-संलग्न नोटेशन,ডাবল-সংলগ্ন সংকেত
दुहेरी संकलन,ডাবল কম্পাইলেচন
अधोगामी प्रवेग,তললৈ ত্বৰণ
खालच्या दिशेने विस्थापन,তললৈ স্থানান্তৰিত হোৱা
खालची गती,তললৈ গতি
खालचा वेग,তললৈ যোৱা বেগ
कर्षण,ট্ৰেকচন
कर्षण शक्ती,ট্ৰেকচন বল
"दुहेरी द्वैत,",দ্বৈত দ্বৈততা
दुहेरी पाया,ডুৱেল বেচ
दुहेरी अंतर्गत उत्पादन,দ্বৈত আভ্যন্তৰীণ উৎপাদন
दुहेरी रेखीय प्रोग्रामिंग समस्या,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन","ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
दुहेरी समस्या,দ্বৈত সমস্যা
ड्युअल सिंगल अल्गोरिदम,ডুৱেল একক এলগৰিদম
दुहेरी एकल पद्धत,দ্বৈত একক পদ্ধতি
दुहेरी जागा,দ্বৈত স্থান
ड्युअल व्हेरिएबल,ডুৱেল ভেৰিয়েবল
दुहेरी वेक्टर जागा,দ্বৈত ভেক্টৰ স্থান
मूक निर्देशांक,নিৰৱ সূচকাংক
मूक तळटीप,নিৰৱ ফুটাৰ
मूक करार,নীৰৱ চুক্তি
मूक व्हेरिएबल,নিৰৱ চলক
डुप्लिकेशन,ডুপ্লিকেচন
गतिमान,গতিশীল
डायनॅमिक प्रणाली,গতিশীল ব্যৱস্থা
डायनॅमिक मागणी कार्य,গতিশীল চাহিদা কাৰ্য্য
डायनॅमिक मॉडेल,গতিশীল আৰ্হি
डायनॅमिक प्रोग्रामिंग,ডাইনামিক প্ৰগ্ৰেমিং
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
डायनॅमिक प्रोग्रामिंग तंत्र,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
"गतिशीलता, गतिशीलता","গতিশীলতা, গতিশীলতা"
कण गतिशीलता,কণা গতিবিদ্যা
कठोर शरीर गतिशीलता,কঠিন শৰীৰৰ গতিশীলতা
"पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)","পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)"
भूकंपाची तीव्रता,ভূমিকম্পৰ তীব্ৰতা
विलक्षणता,কেন্দ্ৰীয়তা
गृहीतक,ধাৰণা
अर्थमितीय अंदाज,অৰ্থনৈতিক পূৰ্বাভাস
अर्थमितितज्ञ,অৰ্থনীতিবিদ
अर्थमिती,অৰ্থনীতি
अर्थशास्त्र,অৰ্থনীতি
"कोर, धार, फाडणे","কোৰ, প্ৰান্ত, ছিদ্ৰ"
एकूण कोर तोंड,সমষ্টিগত কোৰৰ সন্মুখীন হোৱা
कार्यक्षमता निर्देशांक,দক্ষতা সূচকাংক
वैशिष्ट्यपूर्ण घटक,বৈশিষ্ট্যপূৰ্ণ উপাদান
वैशिष्ट्यपूर्ण कार्य,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
"eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य","eigen মান, বৈশিষ্ট্যপূৰ্ণ মান"
वैशिष्ट्यपूर्ण मूल्य समीकरण,বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ
"इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर","eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ"
लवचिक,ইলাষ্টিক
लवचिक कास्ट,ইলাষ্টিক ঢালাই
लवचिक समतोल,ইলাষ্টিক ভাৰসাম্য
लवचिकता,ইলাষ্টিকতা
लवचिकता पृष्ठ,ইলাষ্টিকতা পৃষ্ঠা
"इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक","ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ"
"घटक, घटक, घटक","উপাদান, উপাদান, উপাদান"
प्रारंभिक स्तंभ ऑपरेशन,প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য
प्रारंभिक घटना,প্ৰাৰম্ভিক পৰিঘটনা
प्रारंभिक कार्य,প্ৰাৰম্ভিক কাৰ্য্য
प्रारंभिक ऑपरेशन,প্ৰাৰম্ভিক কাৰ্য্য
प्राथमिक परिणाम,প্ৰাথমিক ফলাফল
प्रारंभिक संभाव्यता नियम,প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম
लाइन ऑपरेशन सुरू,ষ্টাৰ্ট লাইন অপাৰেচন
"संपवणे, नायनाट करणे,","to annihilate, নিঃশেষ কৰা"
ठराव प्रक्रिया,ৰিজ&#39;লিউচন প্ৰক্ৰিয়া
"लंबवर्तुळ, लंबवृत्त","উপবৃত্তাকাৰ, উপবৃত্তাকাৰ"
लंबवर्तुळाकार,উপবৃত্তাকাৰ
लंबवर्तुळाकार,উপবৃত্তাকাৰ
लंबवर्तुळाकार पृष्ठ,উপবৃত্তাকাৰ পৃষ্ঠ
लंबवर्तुळाकार शरीर,উপবৃত্তাকাৰ শৰীৰ
एम्बेडिंग,এম্বেডিং
उत्सर्जन,নিৰ্গমন
अनुभवजन्य विश्वास,অভিজ্ঞতাভিত্তিক বিশ্বাস
प्रायोगिक सूत्र,অভিজ্ঞতাভিত্তিক সূত্ৰ
अनुभवजन्य संभाव्यता,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
अनुभवजन्य संबंध,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
रिकामा संच,খালী ছেট
बद्ध,বাধ্যতা
"एन्कोडिंग, कोडिंग","এনকোডিং, ক&#39;ডিং"
इंटरऑपरेबिलिटी,আন্তঃকাৰ্য্যক্ষমতা
शेवटचा बिंदू,শেষ বিন্দু
वर्ग मध्यांतराचा शेवटचा बिंदू,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ऊर्जा,শক্তি
ऊर्जा-गती घटक,শক্তি-প্ৰেৰণামূলক কাৰক
एंट्री व्हेरिएबल,প্ৰৱেশ চলক
मोजण्यायोग्य संच,গণনাযোগ্য ছেট
"मोजणे, मोजणे","গণনা, গণনা"
"समान, समान, समान, समान","সমান, সমান, সম, সমান"
"समानता, समानता","সমতা, সমতা"
शक्यता,সম্ভাৱনা
अगदी संभाव्यता निवड पद्धत,আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও
बरोबरी करणे,সমান কৰা
"समीकरण, समीकरण","সমীকৰণ, সমীকৰণ"
चतुर्भुज समीकरण,দ্বিঘাত সমীকৰণ
चतुर्भुज समीकरण,দ্বিঘাত সমীকৰণ
चतुर्भुज समीकरण,দ্বিঘাত সমীকৰণ
"विषुववृत्त, विषुववृत्त, मध्यरेषा","বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা"
सुसंगत,অবিচলিত
समभुज,সমপক্ষীয়
"समतोल, समतोल, समतोल","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
बल संतुलन,বল ভাৰসাম্য
समतोल बिंदू,ভাৰসাম্য বিন্দু
समतुल्यता,সমতুল্যতা
समतुल्य वर्ग,সমতুল্যতা শ্ৰেণী
समतुल्य संबंध,সমতুল্যতা সম্পৰ্ক
"समतुल्य, समतुल्य (v.), समतुल्य (सं.)","সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)"
समतुल्य मॅट्रिक्स,সমতুল্য মেট্ৰিক্স
समतुल्य संच,সমতুল্য গোট
प्रवृत्ती,প্ৰৱণতা
"चूक, चूक, चूक, अयोग्यता","ভুল, ভুল, ভুল, ভুল"
त्रुटी विश्लेषण,ভুল বিশ্লেষণ
त्रुटी कोड,ভুল ক&#39;ড
त्रुटी गुणांक,ভুল সহগ
चौरस सरासरी त्रुटी,বৰ্গ গড় ভুল
प्रथम प्रकारची त्रुटी,প্ৰথম ধৰণৰ ভুল
दुसऱ्या प्रकारची त्रुटी,দ্বিতীয় ধৰণৰ ভুল
सुटण्याची शक्यता,পলায়নৰ সম্ভাৱনা
सुटलेला वेग,পলায়নৰ বেগ
ई. श्मिट मोबिलायझेशन प्रक्रिया,ই শ্বমিট সংগঠন প্ৰক্ৰিয়া
बहिर्मुख,বহিৰ্মুখী
"आवश्यक, आवश्यक","অপৰিহাৰ্য, অপৰিহাৰ্য"
अक्षरशः अद्वितीय,কাৰ্যতঃ অনন্য
"मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)","মূল্যায়ন কৰা, মূল্যায়ন কৰা (ver.), মূল্যায়ন কৰা (ed.)"
अंदाज पद्धत,অনুমান পদ্ধতি
युक्लिडियन समन्वय,ইউক্লিডীয় স্থানাংক
युक्लिडियन डोमेन,ইউক্লিডিয়ান ডমেইন
युक्लिडियन भूमिती,ইউক্লিডিয়ান জ্যামিতি
युक्लिडियन एन-स्पेस,ইউক্লিডীয় n-স্থান
युक्लिडियन विमान,ইউক্লিডীয় সমতল
युलरचे प्रमेय,অইলাৰৰ উপপাদ্য
"मूल्यांकन, मूल्यांकन","মূল্যায়ন কৰা, মূল্যায়ন কৰা"
अगदी,যুগ্ম
अगदी वक्र,আনকি বক্ৰতাও
सम कार्य,আনকি কাৰ্য্যও
अगदी रीफ्रॅक्टरी,আনকি অবাধ্যও
सम संख्या,যুগ্ম সংখ্যা
विषम सममिती,অদ্ভুত প্ৰতিসমতা
अगदी क्रमपरिवर्तन,আনকি ক্ৰমবিন্যাসও
"घटना, भाग","ইভেন্ট, এপিচ&#39;ড"
सममितीय,সমৰূপতা
"अगदी अचूक, नेमके, नेमके","হুবহু, হুবহু, হুবহু"
अचूक ची-स्क्वेअर चाचणी,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
अचूक फरक,সঠিক পাৰ্থক্য
अचूक समीकरण,সঠিক সমীকৰণ
उदाहरण,উদাহৰণ
देवाणघेवाण,বিনিময়
विशिष्ट घटना,নিৰ্দিষ্ট পৰিঘটনা
अस्तित्वात्मक स्वयंसिद्ध,অস্তিত্বৰ স্বতন্ত্ৰতা
जगण्याची शक्यता,জীয়াই থকাৰ সম্ভাৱনা
अस्तित्व प्रमेय,অস্তিত্ব উপপাদ্য
बाह्य चल,বাহ্যিক চলক
"पसरणे, पसरणे","spread, বিয়পি পৰা"
अपेक्षा कार्य,প্ৰত্যাশাৰ কাৰ্য্য
अपेक्षित वारंवारता,আশা কৰা কম্পাঙ্ক
अपेक्षित मूल्य,আশা কৰা মূল্য
प्रयोग,পৰীক্ষণ
"प्रायोगिक त्रुटी, प्रायोगिक त्रुटी","পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল"
"स्पष्टीकरण, स्पष्टीकरण","ব্যাখ্যা, ব্যাখ্যা"
स्पष्ट समीकरण,স্পষ্ট সমীকৰণ
स्पष्टपणे,স্পষ্টভাৱে
स्पष्ट कार्य,ক্লিয়াৰ ফাংচন
स्पष्ट समाधान,স্পষ্ট সমাধান
घातांक,ঘাতক
घातांक वक्र,ঘাতীয় বক্ৰ
घातांक संभाव्यता कार्य,ঘাতীয় সম্ভাৱনা ফলন
घातांकीय वितरण,ঘাতীয় বিতৰণ
घातांकीय समीकरण,ঘাতীয় সমীকৰণ
घातांकीय कार्य,ঘাতীয় ফলন
"घातांकीय वाढ, घातांक वाढ","ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি"
घातांकीय नियम,ঘাতীয় নিয়ম
घातांक नकाशा,ঘাতীয় মানচিত্ৰ
"घातांक मालिका, घातांक मालिका","ঘাতীয় শৃংখলা, ঘাতীয় শৃংখলা"
"अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती","অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি"
विस्तारित मध्यांतर,বৰ্ধিত ব্যৱধান
वर्धित वास्तविक ओळ,বৰ্ধিত বাস্তৱ ৰেখা
विस्तारित वास्तविक संख्या प्रणाली,সম্প্ৰসাৰিত বাস্তৱ সংখ্যা ব্যৱস্থা
मॅपिंग विस्तार,মেপিং সম্প্ৰসাৰণ
बाह्य कोन,বাহ্যিক কোণ
बाह्य क्षेत्र,বাহিৰৰ অঞ্চল
बाह्य बिंदू,বাহ্যিক বিন্দু
बाह्य,বাহ্যিক
प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन,প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন
एक्सट्रापोलेशन तंत्र,এক্সট্ৰাপলেচন কৌশল
शिखर मूल्य,শীৰ্ষ মান
"अत्यंत, शेवट, टोकाचा, कळस","extreme, end, extreme, শিখৰত উপনীত হোৱা"
उच्च बिंदू,উচ্চ বিন্দু
विरुद्ध संचाचा अत्यंत बिंदू,বিপৰীত গোটৰ চৰম বিন্দু
फंक्शनचे अत्यंत मूल्य,ফাংচনৰ চৰম মান
अत्यंत गुणधर्म,চৰম ধৰ্ম
"चेहरा, बाजू, समोर","মুখ, কাষ, সন্মুখ"
दर्शनी मूल्य,মুখমূল্য
