Malayalam,Hindi
തീരുമാനം തത്ത്വം,निर्णय सिद्धांत
തീരുമാന നിയമം,निर्णय नियम
തീരുമാനം  സിമുലേഷൻ,निर्णय अनुकार
തീരുമാനഘടന,निर्णय संरचना
തീരുമാന പട്ടിക,निर्णय सारणी
തീരുമാന സിദ്ധാന്തം,निर्णय सिद्धांत
തീരുമാനം സ്ഥിരത,घोषणा नियतांक
അചഞ്ചര്,"विकोडक, कूटवाचक"
ഡീകോഡിംഗ്  നിര്ദ്ദേശം,कूटवाचन अनुदेश
അഗാങ്കാരം,विसमानुक्रमण
അഞ്ചെലേറ്റർ,विसमानुक्रमक
അസോൺസെന്ററേഷൻ,विसंकेन्द्रक
കുറമം,"अपक्षय, ह्रास"
നിശ്വസ്തമാക്കുക,विगुढ़न
ഷർൾ,वक्रमार्जन
സമർപ്പിത ചാനല്,समर्पित प्रणाल
സമർപ്പിത സർക്യൂട്ട്,समर्पित परिपथ
സമർപ്പിച്ചു  കൂട്ടുകെട്ട്,समर्पित संबंध
സമർപ്പിത ഉപകരണങ്ങൾ,समर्पित युक्ति
സമർപ്പിതരേഖ,समर्पित लाइन
സമർപ്പിത പോർട്ട്,समर्पित संद्वार
സമർപ്പിത രജിസ്റ്റർ,समर्पित पंजी
കുറ്റം,"व्यतिक्रम, चुक"
സ്ഥിരസ്ഥിതി ഗ്രൂപ്പ്,व्यतिक्रम समूह
സ്ഥിരസ്ഥിതി ഓപ്ഷൻ,व्यतिक्रम विकल्प
സ്ഥിരസ്ഥിതി പാരാമീറ്റർ,व्यतिक्रम प्राचल
സ്ഥിര മൂല്യം,व्यतिक्रम मान
വാണിജ്യമായി  അഭിസംബോധന,आस्थगित पताभिगमन
മാറ്റിവച്ച എൻട്രി,आस्थगित प्रविष्टि
പുറത്തുകടക്കുക,आस्थगित निकास
വാണിജ്യമായി  പരിപാലനം,आस्थगित अनुरक्षण
വാണിജ്യമായി പരിപാലനം കാലം,आस्थगित अनुरक्षण काल
വാണിജ്യമായി  നടപടി,आस्थागित संसाधन
മാറ്റിവച്ച പുനരാരംഭിക്കുക,आस्थगित पुनः प्रारंभ
നിർവചിക്കപ്പെട്ട ഇനം,परिभाषित मद
കൃത്യമായ നെറ്റ്വർക്ക്,निश्चित जालक्रम
വ്യതിചലന പ്ലേറ്റ്,विक्षेपण प्लेट
ഡൈഗ a,विक्षेत्रण
ഡെഗാസസ്സർ,विक्षेत्रक
അപര്യംപയോഗം,अपभ्रष्टता
അധ d പതനം ഘടകം,ह्रास गुणक
മൾട്ടി-  പ്രോഗ്രാമിംഗ്,बहुक्रमादेशन कोटि
താമസിക്കുക,विलंब
എതിരാളി ക counter ണ്ടർ,विलंब गणित्र
വ്യത്യസ്ത കാലതാമസം,विलंबातर
കാലതാമസവും,विलंब अंक
വക്രീകരണം വൈകിപ്പിക്കുക,विलंब विरूपण
കാലതാമസം extement,विलंबक अवयव
കാലതാമസം കാലതാമസം,विलंब तुल्यकारी
കാലതാമസം,विलंब लाइन
ലൈൻ മെമ്മറി കാലതാമസം,विलंब लाइन स्मृति
ലൈൻ രജിസ്റ്റർ കാലതാമസം,विलंब लाइन पंजी
ലൈൻ സംഭരണം കാലതാമസം,विलंब लाइन भंडारण
ലൂപ്പ് സ്റ്റോർ കാലതാമസം,विलंब पाश भंडार
താമസിക്കുക  പ്രോഗ്രാമിംഗ്,विलंब क्रमादेशन
കാലതാമസം,विलंब काल
അപകീർത്തിപ്പെടുത്തുക  (= അഞ്ചെണ്ണക്റ്റ് ചെയ്യുക),विसमानुक्रमण
ഇല്ലാതാക്കുക,"विलोप, विलोपन"
പ്രതീകം ഇല്ലാതാക്കുക,विलोप संप्रतीक
കീ ഇല്ലാതാക്കുക,विलोप कुंजी
ഇല്ലാതാക്കൽ രേഖ,विलोपन अभिलेख
ഡിലിമിറ്റർ,परिसीमक
ഡിലിമിറ്റർ  പ്രസ്താവന,परिसीमक कथन
ഡെലിവറി സമയം,प्रदान काल
ഡെൽറ്റ മോഡുലേഷൻ,डेल्टा माडुलन
ഡെൽറ്റ ശബ്ദം,डेल्टा रव
അവകാശം,मांग
ആവശ്യാനുസരണം ലഭ്യമാക്കുന്നു,मांग आनयन
ആവശ്യാനുസരണം,मांग पृष्ठन
അവകാശം  നടപടി,मांग संसाधन
ഡിമാൻഡ് സ്റ്റേജിംഗ്,मांग संचन
അപര്യാപ്തമായ സ്ട്രിപ്പ്,सीमांकन पट्टी
പൊളിക്കുക,विमाडुलन
തകരാറ്,विमाडुलक
ജനസംഖ്യാശാസ്ത  അപേക്ഷ,जनसांख्यिकीय अनुप्रयोग
അവകാശം,अवरोहण
ലംഡിപ്ലെക്സിംഗ്,विबहुसंकेतन
ഇടതൂർന്ന പട്ടിക,सघन सूची
സാന്ദ്രത,"सघनता, घनत्व"
ആശ്രിത സിദ്ധാന്തം,आश्रितता सिद्धांत
ആശയിക്കുന്ന  അംശം,आश्रित खंड
ആശ്രിത യൂണിറ്റ്,आश्रित एकक
Deque,विपंक्तीयन
ഭേദിതം,नयूनन क्षमता
ഉപേ ദേശത്തുകാരൻ,अवरोहक
തരംതിരിക്കുന്നു,अवरोही शाटन
വിവരണം,वर्णन
വിവരണം ലിസ്റ്റ്,वर्णन सूची
ഡിഗ്രിപ്പ്പ്റ്റർ,निरूपक
ചിതണം,अभिकल्पना
ഉപകരണം നിർവഹിക്കുന്നു,अभिधान युक्ति
ഡിസൈൻ മോഡം,अभिकल्पना मोडेम
ചിതണം  ഒപ്റ്റിമൈസേഷൻ,अभिकल्पना इष्टतमीकरण
ഡിസൈൻ രഹസ്യമാണ്,अभिकल्पना गोपनीपता
ഡിസൈൻ സിമുലേഷൻ,अभिकल्पना अनुकार
ആവശ്യമുള്ള മൂല്യം,अपेक्षित मान
ഡെസ്ക് കാൽക്കുലേറ്റർ,डेस्क परिकलित्र
ഡെസ്ക് ചെക്കിംഗ്,डेस्क जाँच
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടർ,डेस्क अभिकलित्र
അയക്കുക,प्रेषण
ഉദ്ദിഷ്ടസ്ഥലം,गंतव्य
ഉദ്ദിഷ്ടസ്ഥലം  അഭിസംബോധന ചെയ്യുക,गंतव्य पता
ഉദ്ദിഷ്ടസ്ഥാന കോഡ്,गंतंव्य कूट
ഉദ്ദിഷ്ടസ്ഥാന ഫീൽഡ്,गंतव्य क्षेत्र
ലക്ഷ്യസ്ഥാന ഫയൽ,गंतव्य संचिका
ലക്ഷ്യസ്ഥാനം,गंतव्य केन्द्र
നശിപ്പിക്കുക,विनाशी योग
വിനാശകരമായ കഴ്സർ,विनाशी प्रसंकेतक
വിനാശകരമായ വായന,विनाशी पठन
വിനാശകരമായ സംഭരണം,विनाशी भंडारण
ഡിലാബ്,विसारणीयन
വിശദാംശ കാർഡ്,विवरण पत्रक
വിശദമായ ഫയൽ,विवरण संचिका
ഡിറ്റാപ്പിന്,विटैपन
കണ്ടെത്തൽ ഘടകം,संसूचनीय अवयव
നിശ്ചയദാർ  ഓട്ടോമാറ്റ,निर्धारणात्मक स्वचल प्ररूप
നിശ്ചയദാർ  യന്തം,निर्धारणात्मक मशीन
നിശ്ചയദാർ  മാതൃക,निर्धारणात्मक निदर्श
നിശ്ചയദാർ  പശ്നം,निर्धारणात्मक समस्या
നിശ്ചയദാർ  പതേകനടപടികള്,निर्धारणात्मक प्रक्रम
നിശ്ചയദാർ  കാരപരിപാടി,निर्धारणात्मक क्रमादेश
നിശ്ചയദാർ  പ്രോഗ്രാമിംഗ്,निर्धारणात्मक क्रमादेशन
നിശ്ചയദാർ  സീക്വിംഗ്  പശ്നം,निर्धारणात्मक अनुक्रमण समत्या
നിശ്ചയദാർ  അവസ്ഥ,निर्धारणात्मक स्थिति
വികസനം  ഏര്പ്പാട്,विकास तंत्र
വികസന സമയം,विकास काल
വികസന ഉപകരണം,विकास उपकरण
നിന്നുള്ള വ്യതിയാനം  രേഖീയത,रैखिकता से विचलन
ഉപായം,युक्ति
ഉപകരണ വിലാസം,युक्ति पता
ഉപകരണ ബാക്കപ്പ്,युक्ति पूर्तिकर
ഉപകരണ നിയന്ത്രണം  കഥാപാതം,युक्ति नियंत्रक संप्रतीक
ഉപകരണ കണ്ട്രോളർ,युक्ति नियंत्रक
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,युक्ति नियंत्रण एकक
ഉപകരണം ഏവിനിടുക്കുക,युक्ति निर्देशांक
ഉപകരണം-ആശ്രിതൻ,युक्ति आश्रित
ഉപകരണം ആശ്രിതൻ  കാരപരിപാടി,युक्ति आश्रित क्रमादेश
ഉപകരണ ഫ്ലാഗ്,युक्ति पताका
ഉപായം  സാതന്തം,युक्ति स्वतंत्रता
ഉപായം  സതന്തനായ,युक्ति स्वतंत्र
ഉപായം  സാതന്തം  കാരപരിപാടി,युक्ति स्वतंत्र क्रमादेश
ഉപകരണരേഖ  (= പ്രദർശിപ്പിക്കുക),प्रदर्शरेखा
ഉപകരണ മീഡിയ  ഭാഷ നിയന്ത്രിക്കുക,युक्ति माध्यम नियंत्रण भाषा
ഉപകരണത്തിന്റെ പേര്,युक्ति नाम
ഉപകരണ നമ്പർ,युक्ति संख्या
ഉപകരണ ക്യൂ,युक्ति पंक्ति
ഉപകരണ നില പദം,युक्ति अवस्थिति शब्द
ഉപകരണ തരം,युक्ति प्रकार
ഡയാഡിക് ബൂലിയൻ  ശസ്തകിയ,द्विक बूलीय संक्रिया
രോഗനിര്ണയനം,निदान
ഡയഗ്നോസ്റ്റിക് ചെക്ക്,निदानार्य जाँच
ഡയഗ്നോസ്റ്റിക് പ്രവർത്തനം  പരീക്ഷണസന്വദായം,निदानार्य फलन परीक्षण
ഡയഗ്നോസ്റ്റിക് സംവിധാനം,निदान क्रियाविधि
ഡയഗ്നോസ്റ്റിക്  ദൂത്,निदान संदेश
ഡയഗ്നോസ്റ്റിക്  കാരപരിപാടി,निदान क्रमादेश
ഡയഗ്നോസ്റ്റിക് പതിവ്,निदान नेमका
ഡയഗ്നോസ്റ്റിക്സ്,निदानिकी
ഡയഗ്നോസ്റ്റിക്  സന്വദായം,निदान तकनीक
ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്,निदानार्थ परीक्षण
രേഖാലേഖം,आरेख
ഡയല് ചെയ്യുക,डायल
ഡയൽ ചെയ്യുക,डायल लाइन
ഡയൽ എക്സ്ചേഞ്ച്,डायल केन्द्र
ഡയല് ചെയ്യുക,डायलन
ഡയൽ ലൈൻ,डायल लाइन
ഡയലോഗ്,संवाद
ഡയൽ പൾസ്,डायल स्पंद
ആവർത്തിക്കുന്നു  തുന്വികൈ്ക,डायल पुनरावृत्ति ट्रंक
ഡയൽ ടോണ്,डायल टोन
ടോൺ കാലതാമസം ഡയൽ ചെയ്യുക,डायल टोन विलंब
ഡയൽ കൈമാറ്റം,डायल स्थानांतरण
ഡയൽ അപ്,डायलन
ഡയൽ-അപ്പ് ടെർമിനൽ,डायलन अंतक
Dibit,द्विद्वयंक
ഡിചോട്ടോമിംഗ് തിരയൽ,द्विभाजी खेज
ദ്വൈകമി,द्विभाजन
നിഘണ്ടു,कोश
വ്യത്യാസയം,अंतर इंजन
വ്യത്യാസം  ശസ്തകിയ,अंतर संक्रिया
വ്യത്യാസം,अंतर प्रतिवेदन
തികഞ്ഞത്  വിശകലന,अवकल विश्लेषक
ഡിഫറൻഷ്യൽ കാലതാമസം,विभेदी विलंब
ഡിഫറൻഷ്യൽ ഗിയർ,विभेदी गियर
തികഞ്ഞത്  മോഡുലേഷൻ,पूर्वाश्रित माडुलन
പതേകപ്പണിക്കാരൻ,अवकलक
അക്കം,अंक
ഡിജിറ്റൽ ബ്ലോക്ക്,अंकीय खंडक
ഡിജിറ്റൽ കാരിയർ  ഏര്പ്പാട്,अंकीय वाहक तंत्र
ഡിജിറ്റൽ  സവിശേഷമായ,अंकीय अभिलक्षण
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,अंकीय अभिकलित्र
ഡിജിറ്റൽ ഡാറ്റ,अकीय आँकड़े
ഡിജിറ്റൽ ഡാറ്റ  മാറുക,अंकीय आँकड़ा स्विचन
ഡിജിറ്റൽ ഡാറ്റ സിസ്റ്റം,अंकीय आँकड़ा तंत्र
ഡിജിറ്റൽ സൗകര്യം,अंकीय सुविधा
ഡിജിറ്റൽ സൗകര്യം  അതിതീവ്രമായ,अंकीय सुविधा अंतक
ഡിജിറ്റൽ ഫിൽട്ടർ,अंकीय निस्यंदक
ഡിജിറ്റൽ ഗ്രാഫിക്സ്,अंकीय आलेखिकी
ഡിജിറ്റൽ ഇൻഫിമെന്റ്  പ്ലെറ്റർ,अंकीय वार्धिक आलेखित्र
ഡിജിറ്റൽ ലൈൻ പാത,अंकीय लाइन पथ
ഡിജിറ്റൽ ലൈൻ വിഭാഗം,अंकीय लाइन अनुभाग
ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്  സജ്ജീകരണം,अंकीय बहुसंकेतन उपकरण
ഡിജിറ്റൽ ഒപ്റ്റിക്കൽ  റെക്കാര്ഡുചെയ്യല്,अंकीय प्रकाशिकीय अभिलेखन
ഡിജിറ്റൽ ചിത്രം,अंकीय चित्र
ഡിജിറ്റൽ റേഡിയോ പാത,अंकीय रेडियो पथ
ഡിജിറ്റൽ റേഡിയോ വിഭാഗം,अंकीय रेडियो अनुभाग
ഡിജിറ്റൽ റീഡിംഗ്,अंकीय पठन
ഡിജിറ്റൽ റെക്കോർഡർ,अंकीय अभिलेखित्र
ഡിജിറ്റൽ  പതിപാദനം,अंकीय निरूपण
ഡിജിറ്റൽ വിഭാഗം,अंकीय अनुभाग
ഡിജിറ്റൽ സിഗ്നൽ,अंकीय संकेत
ഡിജിറ്റൽ ഒപ്പ്,अंकीय चिह्नक
ഡിജിറ്റൽ,अंकीय शाटन
ഡിജിറ്റൽ സംഭരണം  മൂലകം,अंकीय भंडारण अवयव
ഡിജിറ്റൽ സംഭരണം  മാദ്ധമം,अंकीय भंडारण माध्यम
ഡിജിറ്റൽ സ്വിച്ച്,अंकीय स्विचन
ഡിജിറ്റൽ അവസാനിപ്പിക്കൽ  ഏര്പ്പാട്,अंकीय अवसान तंत्र
അനലോഗിലേക്കുള്ള ഡിജിറ്റൽ  കൺവെർട്ടർ,अंक से अनुरूप रूपांतरित्र
ഡിജിറ്റൽ  പകർച്ച,अंकीय संचरण
അക്ക ഗണിതം,अंकीय गणित
അക്ക കംപ്രഷൻ,अंक संपीडन
അക്ക കാലതാമസം ഘടകം,अंक विलंब अवयव
ഡിജിറ്റൈസേഷൻ,अंकरूपण
ഡിജിറ്റൈസേഷൻ പ്രസംഗം,अंकरूपण वाक्
ഡിജിറ്റൈസ് ചെയ്യുക,"अंकरूपण, अंकीकरण"
ഡിജിറ്റൈസർ,अंकरूपक
അക്ക കാലയളവ്,अंक अवधि
അക്ക സ്ഥലം,अंक स्थान
അക്ക സ്ഥാനം,अंक स्थिति
അക്ക പഞ്ച്,अंक छिद्र
അക്കം  പുനരാലേഖനം,अंकीय पुनर्विन्यास
അക്ക സമയം,अंक काल
അക്ക-ടു-അനലോഗ്  വിനിമയം,अंक से अनुरूप रूपांतरण
ഡൈഹാറി,अंकात्मक समूह
പരിമാണം,विमा
റാഡിക്സ് കുറഞ്ഞു  പൂരക,हासित मूलांक पूरक
ഡി മെൽക്സർ,द्विसंकेतक
ഡിപ്ലോൾ ആന്റിന,द्विध्रुवी ऐन्टेना
ഡിപ്പോൾ മോഡുലേഷൻ,द्विध्रुवी मॉडुलन
നേരിട്ടുള്ള ആക്സസ്സ്,प्रत्यक्ष अभिगम
നേരിട്ടുള്ള ആക്സസ്സ്  കമീകരണം,प्रत्यक्ष अभिगम विन्यास
നേരിട്ടുള്ള ആക്സസ്സ്  അനേഷണം,प्रत्यक्ष अभिगम पूछताछ
നേരിട്ടുള്ള ആക്സസ് ഹാഷ്,प्रत्यक्ष अभिगम द्रुतान्वेषण
നേരിട്ടുള്ള ആക്സസ്സ്  സന്വദായം,प्रत्यक्ष अभिगम विधि
നേരിട്ടുള്ള ആക്സസ്സ്  ശേഖരണം,प्रत्यक्ष अभिगम भंडारण
നേരിട്ടുള്ള വിലാസം,प्रत्यक्ष पता
നേരിട്ടുള്ള വിലാസ,प्रत्यक्ष पताभिगमन
നേരിട്ടുള്ള കോൾ,प्रत्यक्ष आह्वान
നേരിട്ടുള്ള കോഡ്,प्रत्यक्ष कूट
നേരിട്ടുള്ള കോഡിംഗ്,प्रत्यक्ष कूटलेखन
നേരിട്ടുള്ള കപ്പിൾഡ്  ഫ്ലിപ്പ് ഫ്ലോപ്പ്,प्रत्यक्ष युग्मित द्विमानित्र
നേരിട്ടുള്ള കപ്ലിംഗ്,प्रत्यक्ष युग्मन
നേരിട്ടുള്ള ഡാറ്റ  സംഘടന,प्रत्यक्ष आँकड़ा व्यवस्था
നേരിട്ടുള്ള ഡാറ്റ സെറ്റ്,प्रत्यक्ष आँकड़ा समुच्चय
നേരിട്ടുള്ള ഉപകരണം,प्रत्यक्ष युक्ति
നേരിട്ടുള്ള ഡിജിറ്റൽ  ഭരണം,प्रत्यक्ष अंकीय नियंत्रण
നേരിട്ടുള്ള ദൂരം  ഡയല് ചെയ്യുക,प्रत्यक्ष दूरी डायलन
സംവിധാനം ചെയ്ത ബീം  സ്കാൻ,दिष्ट पुंज क्रमवीक्षण
സംവിധാനം ചെയ്ത ഗ്രാഫ്,दिष्ट आलेख
സംവിധാനം ചെയ്ത സ്കാൻ,दिष्ट क्रमवीक्षण
നേരിട്ടുള്ള പ്രവേശനം  അതിതീവ്രമായ,प्रत्यक्ष प्रविष्टि अंतक
നേരിട്ടുള്ള ശ്രേണി  ഭരണം,प्रत्यक्ष पदानुक्रम नियंत्रण
നേരിട്ടുള്ള ഉൾപ്പെടുത്തൽ  ദിനചര്യ,प्रत्यक्ष निवेश नेमका
നേരിട്ടുള്ള ഉൾപ്പെടുത്തൽ  ഉറക്കുഴൂട്ട,प्रत्यक्ष निवेश उपनेमका
നേരിട്ടുള്ള നിർദ്ദേശം,प्रत्यक्ष अनुदेश
ദിശാസൂചന കപ്ലർ,दिशिक युग्मक
പവര്ത്തിക്കുക,निर्देश
നേരിട്ടുള്ള കീയിംഗ്  ഉപായം,प्रत्यक्ष कुंजीयन युक्ति
നേരിട്ടുള്ള മെമ്മറി  പ്രവേശനം,प्रत्यक्ष स्मृति अभिगम
നേരിട്ടുള്ള സംഖ്യ  ഭരണം,प्रत्यक्ष संख्यात्मक नियंत्रण
മേല്വിലാസപ്പട്ടിക,निर्देशिका
മേല്വിലാസപ്പട്ടിക  സഹായം ബ്യൂറോ,निर्देशिका सहायता ब्यूरो
മേല്വിലാസപ്പട്ടിക  സഹായം  ടെലഫോണ്ഓപ്പറേറ്റര്,निर्देशिका सहायता प्रचालक
ഡയറക്ടറി ഉപകരണം,निर्देशिका युक्ति
മുന്നോട്ട് നയിക്കുന്നു  ഡയല് ചെയ്യുക,सीथे डायलन
നേരിട്ടുള്ള ശതമാനം,प्रत्यक्ष प्रतिशतता
നേരിട്ടുള്ള പോയിന്റ്  റിപ്പീറ്റർ,प्रत्यक्ष बिन्दु पुनरावर्तित्र
നേരിട്ടുള്ള പ്രക്ഷേപണം  ഉപഗഹം,प्रत्यक्ष संचरण उपग्रह
നേരിട്ടുള്ള വോയ്സ് ഇൻപുട്ട്,प्रत्यक्ष वाक् निवेश
അപ്രാപ്തമാക്കിയ മൊഡ്യൂൾ,असमर्थ प्रतिरूपक
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,असमर्थकारी संकेत
വിസമ്മതം,विपुंजन
തകരാറുകൾ,विकोंडातरक
ദുരന്തം,विनाशी सन्निक्षेप
വ്യതിരിക്തമായ ഡാറ്റ,असंतत आँकड़े
വ്യതിരിക്ത ഉപകരണം,असंतत युक्ति
വിവേചനാധികാരി  രക്ഷിക്കുക,अंसतत फुरिए रूपान्तरण
അപവാദം  പ്രോഗ്രാമിംഗ്,अंसतत क्रमादेशान
അപവാദം  പതിപാദനം,असंतत निरूपण
വിവേചനാധികാരം  ഹൈഫൻ,स्वेच्छ हाइफन
വിവേചനാധികാരം,असंततकरण
വിവേചനാധികാരം  പിശക്,असंततकरण त्रुटि
വിവേചനകാരി  വിശകലനം,विविक्तकर विश्लेषण
വിവേചനം  നിര്ദ്ദേശം,विवविक्तकरण अनुदेश
വിവേചനപരിപാലനം,विविक्तकर
വികസനം,सम्मिलन
ഡിസ്ക് ആക്സസ്,चक्रिका अभिगमन
ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ളത്,चक्रिका आधारित प्रचालन
ഡിസ്ക് കൺട്രോളർ  ചീട്ട്,चक्रिका नियंत्रक पत्रक
അകെച്ചെറ്റ്,"नम्यिका, डिस्कट"
ഡിസ്കെറ്റ് ഫോർമാറ്റ് ചെയ്ത  ടേപ്പ്,नम्यिका संरूपित टेप
ഡിസ്കെറ്റ് ഹാർഡ് ഹോൾ,नम्यिका दृढ़ छिद्र
ഡിസ്കെറ്റ് സംഭരണം,नम्यिका भंडारण
ഡിസ്കെറ്റ് സംഭരണം  ഉപായം,नम्मिका भंडारण युक्ति
ഡിസ്ക് ഫയൽ,चक्रिका संचिका
ഡാറ്റ  വാര്ത്താവിനിമയം  ഇന്റർഫേസ്,चक्रिका संचिका नियंत्रक
ഡിസ്ക് പ്രവർത്തിക്കുന്നു  ഏര്പ്പാട്,चक्रिका प्रचालन तंत्र
ഡിസ്ക് പായ്ക്ക്,चक्रिका संकुल
ഡിസ്ക് മേഖല,चक्रिका क्षेत्रक
ഡിസ്ക് തരംതിരിക്കൽ,चक्रिका शाटन
ഡിസ്ക് സംഭരണം,चक्रिका भंडारण
ഡിസ്ക് സ്റ്റോറേജ് ഉപകരണം,चक्रिका भंडारण युक्ति
ഡിസ്ക് സംഭരണം  മൊഡ്യൂൾ,चक्रिका भंडारण प्रतिरूपक
ഡിസ്ക്-ടു-പ്രിന്റർ  മേച്ചില,चक्रिका से मुद्रित उपयोगिता
ഡിസ്ക് യൂണിറ്റ്,चक्रिका एकक
ഡിസ്ക് വോളിയം,चक्रिका संकुल
അയയ്ക്കുക,प्रेषण
അയച്ചകകം,प्रेषक
അയയ്ക്കുന്ന പ്രദേശം,प्रेषण क्षेत्र
അയയ്ക്കുന്നു  മുൻഗണന,प्रेषण प्राथमिकता
ചിതറിപ്പോയി  ബുദ്ധി,परिक्षिप्त बुद्धि
പതിക്കല്,परिक्षेपण
പ്രദർശിപ്പിക്കുക  അച്ചടി  കണക്കുകൂട്ടല് യന്തം,प्रदर्श एवं मुद्रण परिकलित्र
ആട്രിബ്യൂട്ട് പ്രദർശിപ്പിക്കുക,प्रदर्श गुण
പദര്ശനം  പശ്ചാത്തലം,प्रदर्श पृष्ठभूमि
കാൽക്കുലേറ്റർ പ്രദർശിപ്പിക്കുക,प्रदर्श परिकलित्र
പ്രദർശിപ്പിക്കുക,प्रदर्श केन्द्र
പ്രതീകം പ്രദർശിപ്പിക്കുക  വൈദുതോല്പാദനയന്തം,प्रदर्श संप्रतीक जनित्र
നിര നിര,प्रदर्श स्तंभ
ഡിസ്പ്ലേ കമാൻഡ്,प्रदर्श समादेश
ഘടകങ്ങൾ പ്രദർശിപ്പിക്കുക,प्रदर्श घटक
പ്രദർശന കൺസോൾ,प्रदर्श कन्सोल
ചക്രം പ്രദർശിപ്പിക്കുക,प्रदर्श चक्र
സൈക്കിൾ സമയം പ്രദർശിപ്പിക്കുക,प्रदर्श चक्र काल
ഉപകരണം പ്രദർശിപ്പിക്കുക,प्रदर्श युक्ति
ഡ്രം പ്രദർശിപ്പിക്കുക,प्रदर्श ड्रम
പ്രദർശന ഘടകം,प्रदर्श अवयव
ഫീൽഡ് പ്രദർശിപ്പിക്കുക,प्रदर्श क्षेत्र
മുൻവശം പ്രദർശിപ്പിക്കുക,प्रदर्श अग्रभूमि
ഫ്രെയിം പ്രദർശിപ്പിക്കുക,प्रदर्श ढाँचा
പ്രദർശന ഗ്രൂപ്പ്,प्रदर्श समूह
ചിത്രം പ്രദർശിപ്പിക്കുക,प्रदर्श प्रतिबिंब
ലൈൻ പ്രദർശിപ്പിക്കുക,प्रदर्श रेखा
ഡിസ്പ്ലേ ഓർഡർ,प्रदर्श आदेश
പ്രദർശന പാനൽ,प्रदर्श पट्टिका
പ്രദർശന സ്ഥാനം,प्रदर्श स्थिति
പ്രോസസ്സിംഗ് പ്രദർശിപ്പിക്കുക  ഘടകം,प्रदर्श संसाधन एकक
പ്രദർശന തിരിച്ചുവിളിക്കുക  ഭരണം,प्रदर्श वापसी नियंत्रण
സെഗ്മെന്റ് പ്രദർശിപ്പിക്കുക,प्रदर्श खंड
സ്ഥലം പ്രദർശിപ്പിക്കുക,प्रदर्श स्थान
പ്രദർശനം പ്രദർശിപ്പിക്കുക,प्रदर्श पृष्ठ
ടെർമിനൽ പ്രദർശിപ്പിക്കുക,प्रदर्श अंतक
പ്രദർശന ട്യൂബ്,प्रदर्श नलिका
ഡിസ്പ്ലേ യൂണിറ്റ്,प्रदर्श एकक
നിരാകരിക്കുന്ന സ്വരം,निरूत्साहन टोन
ഡിസ്റ്റാൻഷൻ ഫീൽഡ്,गांतव्य क्षेत्र
ഡിസ്റ്റിനേഷൻ ഫയൽ,गंतव्य संचिका
വ്യതിരിക്തമായ റിംഗിംഗ്,विविक्तकारी ध्वनि
വളച്ചൊടിക്കൽ,विरूपण
വിതരണം ചെയ്തു  കമ്പ്യൂട്ടിംഗ്,वितरित अभिकलन
വിതരണം ചെയ്ത ഡാറ്റ  നടപടി,विनतरीत आँकड़ा संसाधन
വിതരണം ചെയ്ത ഡാറ്റ പ്രോസസ്സിംഗ് നെറ്റ്വർക്ക്,वितरित आँकड़ा संसाधन जालक्रम
വിതരണം ചെയ്തു  പവര്ത്തിക്കുക,वितरित कार्य
വിതരണം ചെയ്തു  ബുദ്ധി,वितरित बुद्धि
വിതരണം ചെയ്ത ലോജിക്,वितरित तर्क
വിതരണം ചെയ്തു  നെറ്റ്വർക്ക്,वितरित जालक्रम
വിതരണം ചെയ്തു  നടപടി,वितरित संसाधन
വിതരണം ചെയ്തു  നടപടി  നെറ്റ്വർക്ക്,वितरित संसाधन जालक्रम
വിതരണം ചെയ്തു  പ്രോസസ്സര്,वितरित संसाधित्र
ഫ്രെയിം വിതരണം ചെയ്യുന്നു,वितरण ढांचा
വിതരണ കേബിൾ,वितरण केबल
വിതരണ ഫ്രെയിം,वितरण ढांचा
വൈവിധ്യം,"विभिन्नता, विविधता"
വൈവിധ്യ കോമ്പിനർ,विभिन्नता योजित्र
ചെക്ക് വിഭജിക്കുക,विभाजन जाँच
വിഭജന സ്ലിറ്റ് സ്കാൻ,विभआजित स्लिट क्रमविक्षण
ഡിവിഷൻ തലക്കെട്ട്,प्रभाग प्रवेशिका
ഡിവിഷൻ-ഓർമ്മപ്പെടുത്തൽ  സന്വദായം,विभाजन शेष विधि
ഭിചതീരം,भाजक
രേഖ,प्रलेख
രേഖ  നിയമനിര്മ്മാണസഭ,प्रलेख समाहार
പ്രമാണീകരണം,प्रलेखन
പ്രമാണീകരണം  പുസ്തകം,प्रलेखन पुस्तिका
പ്രമാണീകരണം കാരപരിപാടി,प्रलेखन क्रमादेश
പ്രമാണീകരണം  ടൈപ്പ് ചെയ്യുക,प्रलेखन प्रकार
രേഖ  കൈകാര്യം ചെയ്യുക,प्रलेख हस्तन
പ്രമാണം നയിക്കുന്ന പ്രമാണം  അറ്റം,प्रलेख अग्रग कोर
പ്രമാണ മാർക്ക്,प्रलेख चिह्न
രേഖ  ഒരുക്കം,प्रलेख तैयारी
ഡോക്യുമെന്റ് റീഡർ,प्रलेख पठित्र
