Gujarati,Tamil
રવાનગી નોંધ,அனுப்பும் குறிப்பு
રવાનગી રજિસ્ટર,அனுப்பும் பதிவு
ગંતવ્ય,இலக்கு
નિરાધાર,ஆதரவற்ற
વિગત,விவரம்
વિગતવાર,விவரிக்கப்பட்ட
શોધી કાectવું,கண்டறியவும்
અટકાયત,தடுப்புக்காவல்
અટકાયત,டிடெனு
નિશ્ચય,உறுதியை
વિસ્ફોટ,தடுப்பு
હાનિ,தீங்கு விளைவிக்கும்
હાનિકારક,தீங்கு விளைவிக்கும்
અવમૂલ્યન,மதிப்புக் குறைப்பு
બરછટ,பேரழிவு
વિકાસ,வளர்ச்சி
વિચલિત થવું,விலகவும்
સાધન,சாதனம்
ભક્તિ,பக்தி
નિદાન કરવું,கண்டறிதல்
ચિત્ર,வரைபடம்
ડાયરી,டைரி
શરતી,கட்டளை
મૃત્યુ ન,இறக்கிறது
આહાર,உணவு
પટા,செரிமானம்
ગૌરવપૂર્ણ,கண்ணியமான
ગૌરવ,க ity ரவம்
ભિન્નતા,திசைதிருப்பல்
પાતળું,தூண்டும்
મૂંઝવણ,குழப்பம்
મહેનતુ,விடாமுயற்சி
પરિમાણ,பரிமாணம்
ડિપ્લોમા,டிப்ளோமா
રાજનીતિ,இராஜதந்திரம்
રાજનીતિની પ્રતિરક્ષા,இராஜதந்திர நோய் எதிர்ப்பு சக்தி
સીધું કરવું,நேரடி
સીધી હરીફાઈ,நேரடி போட்டி
પ્રત્યક્ષ મુલાકાત,நேரடி நேர்காணல்
દિશા,திசையில்
ડિરેક્ટરી,அடைவு
સીધી ભરતી,நேரடி ஆட்சேர்ப்பு
નકારી કાallવું,அனுமதிக்காதீர்கள்
અપંગતા,இயலாமை
અપંગ વ્યક્તિ,ஊனமுற்றவர்
અપંગ લાભ,ஊனமுற்றோர் நன்மை
ગેરફાયદા,தீமை
અસંમત થવું,கருத்து வேறுபாடு
અસ્વીકાર,அனுமதிக்கப்படவில்லை
અસ્વીકાર,மறுப்பு
આપત્તિ,பேரழிவு
આપત્તિનું સંચાલન,பேரிடர் மேலாண்மை
વિખેરી નાખવું,கலைக்கவும்
વિતરણ,வழங்கல்
કા discી નાખવા,நிராகரிக்கவும்
રજા,வெளியேற்றம்
-નાગરી કાપલી,வெளியேற்ற சீட்டு
શિસ્તબદ્ધ પગલાં,ஒழுங்கு நடவடிக்கை
શિસ્તબદ્ધ કાર્યપદ્ધતિ,ஒழுங்கு நடைமுறை
શિસ્ત,ஒழுக்கம்
રાજદ્રોહ,மறுக்கவும்
જાહેર કરવું,வெளிப்படுத்தல்
અણબનાવ,அதிருப்தி
અસંગત,இடைநிறுத்தம்
બંધ કરવું,நிறுத்துங்கள்
અસંગત,முரண்பாடு
છૂટ,தள்ளுபடி
શોધવું,கண்டுபிடி
અણીદાર,இழிவுபடுத்தும்
અસંગતિ,முரண்பாடு
વિવેક,விவேகம்
વિવેકાધીન,விருப்பமான மானியம்
વિવેકાધિકાર,விருப்பமான சக்தி
ભેદભાવ,பாகுபாடு
ચર્ચા,விவாதம்
અપ્રમાણિક,நேர்மையற்ற
અપરાધ,அவமதிப்பு
વિઘટન,சிதைவு
ઝૂંપડી,வட்டு
વિઘટન,இடப்பெயர்வு
બેભાન,விசுவாசமற்ற
નાબૂદ કરવું,தள்ளுபடி
બરતરફ,பணிநீக்கம்
રોકી કાર્યવાહી,தள்ளுபடி நடைமுறை
અનાદર કરવો,கீழ்ப்படியவில்லை
અવ્યવસ્થા,கோளாறு
ગોટાળો,ஒழுங்கின்மை
તફાવત,ஏற்றத்தாழ்வு
રવાનગી અનુભાગ,அனுப்பும் பிரிவு
વિઘટનક્ષમ,விநியோகிக்கக்கூடியது
વિખેરી નાખવું,சிதறல்
અપશુકવિક,இடம்பெயர்ந்தது
પ્રદર્શન,காட்சி
નારાજી,அதிருப்தி
નિકાલ,அகற்றுதல்
નિકાલ,அப்புறப்படுத்துங்கள்
સ્વભાવ,இடமாற்றம்
નિકાલ,அகற்றுதல்
વિવાદ,சர்ச்சை
ગેરલાયકાત,தகுதி நீக்கம்
ઉપેક્ષા,புறக்கணிக்கவும்
ભંગાણ,இடையூறு
અસંતોષ,அதிருப்தி
જુલમ કરવું,கருத்து வேறுபாடு
વિધ્વંસ,அவதூறு
વિખેરી નાખવું,விலகவும்
વિચ્છેદ,கலைப்பு
વિસર્જન કરવું,கரைக்கவும்
અંતર શિક્ષણ,தொலைதூர கல்வி
નિસ્યંદન,டிஸ்டில்லரி
અલગ,வேறுபட்டது
ભેદ પાડવો,வேறுபடுத்துங்கள்
વિકૃતિ,சிதைவு
તક,துன்பம்
વહેચણી,விநியோகிக்கவும்
વિતરણ,விநியோகம்
જિલ્લો,மாவட்டம்
જિલ્લા કેન્દ્ર,மாவட்ட மையம்
ખલેલ,குழப்பம்
બેવકૂફ,டிட்டோ
માર્ગાન્તર,திசை திருப்புதல்
ડિવિડન્ડ,ஈவுத்தொகை
ભાગ,பிரிவு
છૂટાછેડા,விவாகரத்து
ડોકેટ,டாக்கெட்
ડોક્ટર,மருத்துவர்
દસ્તાવેજ,ஆவணம்
દસ્તાવેજી પુરાવો,ஆவண சான்றுகள்
દસ્તાવેજીકરણ,ஆவணம்
વસાહત,குடியிருப்பு
વસવાટી પ્રમાણપત્ર,குடியேறிய சான்றிதழ்
પ્રભુત્વપૂર્ણ,ஆதிக்கம் செலுத்தும்
દાન,நன்கொடை
ડોળ,டோசியர்
શંકાસ્પદ,சந்தேகம்
કબૂતર,புறா வால்
ગાળો,டவுன் கிரேடு
મુસદ્દો,வரைவு
મુસદ્દો,வரைவு பதில்
સખત માપ,கடுமையான நடவடிக்கை
ખેંચાણ,வரை
દોરડું,அலமாரியை
ચિત્ર,வரைதல்
દુકાળ,வறட்சி
ભાંગી બ promotionતી,உலர் பதவி உயர்வு
બેવડી ખર્ચ,இரட்டை கட்டணம்
દ્વિ નાગરિકતા,இரட்டை குடியுரிமை
યોગ્ય,காரணமாக
કારણે ખંત,உரிய விடாமுயற்சி
લેણું,நிலுவைத் தொகை
યથાર્થ,முறையாக
નકલ કરવી,நகல்
સમયગાળો,காலம்
બળજબરી,துணிச்சல்
ફરજ,கடமை
ફરજિયાત ભથ્થું,கடமை கொடுப்பனவு
ફરજ -ચાર્ટ,கடமை விளக்கப்படம்
ફરજની રજા,கடமை விடுப்பு
ફરજ -ખંડ,வரி அறை
મરણ,இறக்கும் அறிவிப்பு
ગતિશાસ્ત્ર,இயக்கவியல்
નિર્ધારિત કરવું,நொறுக்கி
મળેલ રજા,ஈட்டிய விடுப்பு
કમાણી,வருவாய்
પર્યાવરણમિત્ર એવી,சூழல் நட்பு
પરિસ્થિતિવિજ્ologyાન,சூழலியல்
આર્થિક,பொருளாதாரம்
આર્થિક શોષણ,பொருளாதார சுரண்டல்
અર્થતંત્ર,பொருளாதாரம்
ઈકોનોમી વર્ગ,பொருளாதார வகுப்பு
સંપાદન,எடிட்டிங்
આવૃત્તિ,பதிப்பு
સંપાદકીય,தலையங்கம்
શિક્ષણ,கல்வி
શૈક્ષણિક કારકિર્દી,கல்வி வாழ்க்கை
શૈક્ષણિક સંસ્થા,கல்வி நிறுவனம்
શૈક્ષણિક લાયકાત,கல்வி தகுதி
અસર,விளைவு
યોગ્ય,பயனுள்ள
અસરકારક તારીખ,நடைமுறைப்படுத்திய தேதி
અસુપ્રતિરોધ,விளைவுகள்
કાર્યપ્રધાન,செயல்திறன்
કાર્યક્ષમતા,திறன்
કાર્યદક્ષ,திறமையான
હદ,வெளியேற்றுதல்
વિસ્તૃત,விரிவான
સમય,கழித்தல்
ચૂંટાયેલા પ્રતિનિધિ,தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி
ચૂંટણી,தேர்தல்
મતદાર કોલેજ,தேர்தல் கல்லூரி
મતદાર,வாக்காளர்
વીજળીકરણ,மின்மயமாக்கல்
વીજ માધ્યમ,மின்னணு ஊடகம்
પ્રારંભિક,அடிப்படை
પાત્રતા,தகுதி
યોગ્યતા કસોટી,தகுதி சோதனை
દૂર કરવું તે,நீக்குதல்
છટણી,சொற்பொழிவு
શરમજનક,சங்கடம்
ઉચાપત,மோசடி
મુદ્રા,சின்னம்
એમ્બ os સિંગ સીલ,புடைப்பு முத்திரை
કટોકટી,அவசரம்
કટોકટી રાહત,அவசர நிவாரணம்
ઉત્તરાધિકાર,வெளிப்படும்
વિવાદ,குடியேற்றம்
મળતકામ,ஊதியம்
દાન,அனுபவ
સહાનુભૂતિ,பச்சாத்தாபம்
નોકરીમાં રાખવું,வேலை
કર્મચારી,பணியாளர்
કર્મચારીની સહભાગિતા,பணியாளர் பங்கேற்பு
કર્મચારી ફાળો,பணியாளரின் பங்களிப்பு
કર્મચારીનું પ્રોવિડન્ટ ફંડ,பணியாளரின் வருங்கால வைப்பு நிதி
નિયોક્તા,முதலாளி
રોજગાર,வேலை
રોજગાર,வேலைவாய்ப்பு பரிமாற்றம்
રોજગાર -નોટિસ,வேலைவாய்ப்பு அறிவிப்பு
રોજગાર કચેરી,வேலைவாய்ப்பு அலுவலகம்
સત્તા આપવી,அதிகாரம்
શક્તિ,அதிகாரம்
કાયદો ઘડવો,இயற்றுதல்
કાયદા,சட்டம்
Bloc,En gloc
બંધ કરવું,Encash
બંધ કરવું,இணைக்கவும்
પ્રોત્સાહન,ஊக்கம்
અતિક્રમણ,அத்துமீறல்
સસલા,இடையூறு
શેરો,ஒப்புதல்
દેણગી,எண்டோவ்மென்ட்
અંતનું ઉત્પાદન,"இறுதி பொருள், இறுதி பெருக்கல் விடை"
શક્તિ,ஆற்றல்
દબાણ,செயல்படுத்தவும்
સંલગ્ન કરવું,ஈடுபடுங்கள்
વૃદ્ધિ,விரிவாக்கம்
આદેશ આપવો,கட்டளையிடவும்
અહંકાર,En பெருமளவில்
તપાસ,விசாரணை
નોંધણી કરવી,பதிவு
નોંધણી (= નોંધણી),பதிவு (= பதிவு)
પ્રવેશ -નંબર,பதிவு எண்
Enrંચું કરવું,வழியாக
આગામી,அடுத்தடுத்த
ખાતરી કરવી,உறுதி
પ્રવેશ,உள்ளிடவும்
સાહસ,நிறுவனம்
મનોરંજન કરવું,பொழுதுபோக்கு
મનોરંજન,பொழுதுபோக்கு
હકદાર બનાવવું,உரிமை
હકદાર,உரிமை
હકદાર,உரிமை
પ્રવેશદ્વાર,நுழைவு
પ્રવેશદ્વાર,நுழைவாளர்
પ્રવેશ,நுழைவு
પ્રવેશ સ્તરનું કામ,நுழைவு நிலை வேலை
ગણવું તે,கணக்கீடு
વાતાવરણ,சூழல்
દૂત,தூதர்
મહામારી,பெருவாரியாகப் பரவும் தொற்று நோய்
સાર,சுருக்கம்
સમાનતા,சமத்துவம்
સંતુલન,சமநிலை
સામાન,உபகரணங்கள்
સમાનતા,பங்கு
સમાન,இணையான
સમૃદ્ધ,சமமான
નાબૂદ કરવું,ஒழிக்கவும்
ભંડાર,பிழைத்திருத்தம்
ભૂલ,பிழை
વધારાનું કામ,விரிவாக்கம்
ક escંગર,துணை
આવશ્યક,அத்தியாவசியமான
સ્થાપના,நிறுவுதல்
અંદાજ,மதிப்பீடு
અંદાજિત ખર્ચ,மதிப்பிடப்பட்ட செலவு
શિશ્મિક,நெறிமுறைகள்
શિષ્ટાચાર,ஆசாரம்
ખાલી કરાવવું તે,வெளியேற்றம்
ટકી રહેવું,தவிர்க்கவும்
મૂલ્યાંકન,மதிப்பீடு
બેકી સંખ્યા,இரட்டைப்படை எண்
સંભવિત,இறுதியில்
હદ,வெளியேற்ற
પુરાવો,சான்றுகள்
વિકસિત થવું,உருவாகிறது
ચોક્કસ,சரியான
પરીક્ષા,தேர்வு
પરીક્ષક,பரிசோதகர்
પરીક્ષક,பரிசோதகர்
ઉદાહરણ,உதாரணமாக
ખોદકામ,அகழ்வாராய்ச்சி
ઉત્તમ,சிறந்த
અપવાદ,விதிவிலக்கு
અસાધારણ,விதிவிலக்கானது
વધારાની,அதிகப்படியான
વિનિમય,பரிமாற்றம்
સરકારી ખજાનો,கருவித்தொகை
આબકારી (= આબકારી ફરજ),கலால் (= கலால் வரி)
બાકાત રાખવું,விலக்கு
વિશિષ્ટ,பிரத்தியேக
માફી,சாக்குப்போக்கு
અમલમાં મૂકવું,செயல்படுத்த
કારોબારી,நிர்வாகி
કારોબારી સમિતિ,நிர்வாக குழு
કારોબારી સત્તા,நிர்வாக சக்தி
અધિકારીઓ,நிர்வாகிகள்
કારોબારી કર્મચારી,நிர்வாக ஊழியர்கள்
મુક્તિ,விலக்கு
મુક્તિ,விலக்கு
કસરત,உடற்பயிற்சி
ભૂતપૂર્વ ગ્રેટિયા,முன்னாள் கிரேட்டியா
પૂર્વ-ગ્રેટિયા ચુકવણી,முன்னாள் கிரேட்டியா கட்டணம்
અઘોષ,வெளியேற்ற
નિષ્ઠુર,முழுமையான
પ્રદર્શિત કરવું,கண்காட்சி
ઉગાડવી,அவசியம்
એકમંત્રી નીતિ,EXIM கொள்கை
બહાર નીકળવું,வெளியேறு
બહાર નીકળતા મુલાકાત,வெளியேறும் நேர்காணல்
બહાર નીકળો નીતિ,வெளியேறும் கொள்கை
એક્ઝિટ પોલ,வெளியேறும் வாக்கெடுப்பு
અપરિપક્વ,முன்னாள் அலுவலர்
નિર્દોષ કહેવું,விடுவித்தல்
વિસ્તરણ,விரிவாக்கம்
એકપક્ષી,முன்னாள் பகுதி
દેશનિકાલ,வெளிநாட்டு
યોગ્ય,பயனுள்ளது
જલદી કરવી,விரைவு
હાંકી કાelવું,வெளியேற்றவும்
ખર્ચ,செலவு
અનુભવ,அனுபவம்
પ્રયોગ,பரிசோதனை
નિષ્ણાત,நிபுணர்
સમાપ્તિ,காலாவதியாகும்
અંતિમ તારીખ,காலாவதி தேதி
સમજૂતી,விளக்கம்
સ્પષ્ટ,வெளிப்படையான
શોષણ,சுரண்டல்
અન્વેષણ કરવું,ஆராயுங்கள்
વિસ્ફોટ,வெடிப்பு
નિકાસ,ஏற்றுமதி
ભૂતપૂર્વ,முன்னாள் போஸ்ட் ஃபேக்டோ
સ્પષ્ટ,எக்ஸ்பிரஸ்
અભિમાન,வெளிப்பாடு
હાંકી કાulsionવું,வெளியேற்றுதல்
કા expી નાખવું,விரிவுபடுத்துதல்
વધારવું,நீட்டிக்கவும்
હદ,அளவு
બાહ્ય,வெளிப்புறம்
મુકાબલો,மிரட்டி பணம் பறித்தல்
વધારે,கூடுதல்
અર્ક,பிரித்தெடுக்கவும்
અસાધારણ,அசாதாரணமான
ઉડાઉ,களியாட்டம்
ઉગ્રતાવાદી,தீவிரவாதி
બહિર્મુખ,சகஜமாகப்பழகு
ચોખ્ખા સાક્ષી,கண் சாட்சி
રચના કરવી,புனையல்
ફેસ વેલ્યુ,முக மதிப்பு
સરળતા કરવી,எளிதாக்கு
સગવડ,வசதி
પ્રેક્ષય,முகநூல்
હકીકત,உண்மை
જૂથબંધી,பிரிவு
પરિબળ,காரணி
કારખાનું,தொழிற்சாலை
વાસ્તવિક,உண்மை
શક્તિ,ஆசிரிய
નિષ્ફળ થવું,தோல்வி
ન્યાયી,நியாயமான
વિશ્વાસ,நம்பிக்கை
બનાવટી,போலி
કુટુંબ,குடும்பம்
દુકાળ,பஞ்சம்
ભાડું,கட்டணம்
વિદાય,விடைபெறுதல்
ખેતી,விவசாயம்
થાક,சோர்வு
દોષ,தவறு
તરફેણ,ஆதரவாக
શક્યતા,சாத்தியக்கூறு
સંઘ,கூட்டமைப்பு
ફી,கட்டணம்
ફીડ પાછું ખવડાવવું,பின்னூட்டம்
લાગણી,உணர்வு
બલિદાન,Felicate
સાથી,சக
ધર્મનત્વ,பெல்லோஷிப்
સ્ત્રી,பெண்
ફળદ્રુપ,வளமான
બનાવટી,கற்பனையானது
વફાદારી,நம்பகத்தன்மை
ક્ષેત્ર,புலம்
આંકડો,படம்
ફાઈલ,கோப்பு
ફાઈલિંગ,தாக்கல்
ફિલ્મ,படம்
અંતિમ,இறுதி
ફાઇનાન્સ,நிதி
નાણાકીય,நிதி
નાણાંકીય,நிதி
તારણ,கண்டுபிடிப்புகள்
દંડ,அபராதம்
કલાક્ષેત્ર,நுண்கலை
આંગળીની છાપ,விரல் அச்சு
તૈયાર માલ,இறுதி பொருட்கள்
આગ,தீ
ફાયરિંગ,துப்பாக்கி சூடு
મક્કમ,நிறுவனம்
પ્રાથમિક સારવાર,முதலுதவி
પ્રથમ વર્ગ,முதல் வகுப்பு
પ્રથમ વિભાગ,முதல் பிரிவு
પ્રથમ માહિતી અહેવાલ,முதல் தகவல் அறிக்கை
નાણાકીય,நிதி
મત્સ્યઉદ્યોગ,மீன்வள
યોગ્ય,பொருத்தம்
યોગ્યતા,உடற்பயிற்சி
સ્થિર કરવું,சரிசெய்யவும்
નિર્ધારણ,சரிசெய்தல்
નિશ્ચિત,சரி
ધ્વજ,கொடி
ફફડાટ,மடல்
ફ્લેટ,தட்டையானது
કાફલો,கடற்படை
લવચીકતા,நெகிழ்வுத்தன்மை
ઉડ્ડયન,விமானம்
પૂરથી રાહત,வெள்ள நிவாரணம்
માળા,தரை
પ્રવાહ,ஓட்டம்
વધઘટ,ஏற்ற இறக்கம்
ગર્ભપાત,ஃபெடிக் சைட்
ફોલ્ડર,கோப்புறை
ફોલિયો,ஃபோலியோ
અનુસરવું,பின்தொடர்
અનુયાયી,பின்வருமாறு
અનુયાયી,பின்தொடர்பவர்
ઉશ્કેરવું,ஃபோம்
પગની નોંધ,கால் குறிப்பு
જાડુ મજૂર,கட்டாய உழைப்பு
આગાહી,முன்னறிவிப்பு
પૂરેપૂરી નિષ્કર્ષ,முன்னறிவிப்பு முடிவு
વિદેશી,வெளிநாட்டு
ફોરમેન,மேற்பார்வையாளர்
પૂર્વવ્યાપી,முன்னறிவிப்பு
અગમચેતી,தொலைநோக்கு
પૂર્વાધિકાર,முன்னுரை
જપ્ત કરવું,பறிமுதல்
બનાવટી,போலி
બનાવટી,மோசடி
ફોર્મ,வடிவம்
વિધિસર,முறையான
અનુરોધ,வடிவம்
ભૂતપૂર્વ,முன்னாள்
સૂત્ર,சூத்திரம்
તરત,உடனே
આગળ વધવું,முன்னோக்கி
રવાના -પત્ર,பகிர்தல் கடிதம்
પાયો,அடித்தளம்
અપૂર્ણાંક,பின்னம்
મતાધિકાર,உரிமையாளர்
છેતરપિંડી,மோசடி
મુક્ત,இலவசம்
સ્થિર કરવું,உறைய
નૂર,சரக்கு
આવર્તન,அதிர்வெண்
બળતણ,எரிபொருள்
સંપૂર્ણ પાયો,முழு அளவிலான
કાર્ય,செயல்பாடு
ભંડોળ,நிதி
કટ્ટરવાદ,அடிப்படைவாதம்
સજ્જ કરવું,வழங்கவும்
આગળ ની કાર્યવાહી,மேலும் நடவடிக்கை
લાભદાયી રોજગાર,லாபகரமான வேலைவாய்ப்பு
લાભદાયી વ્યવસાય,லாபகரமான தொழில்
દ્વાર -પાસ,கடவுச்சீட்டு
રાજપત્રિત,வர்த்தமானி
રાજપત્રિત રજા,வர்த்தமானி விடுமுறை
સામાન્ય,பொது
સામાન્ય વહીવટ,பொது நிர்வாகம்
સામાન્ય સંસ્થા,பொது உடல்
સામાન્ય ચુંટણી,பொது தேர்தல்
સામાન્ય બેઠક,பொதுக் கூட்டம்
સામાન્ય પ્રથા,பொது பயிற்சி
સામાન્ય કાર્યપદ્ધતિ,பொது நடைமுறை
સામાન્ય નિયમ,பொது விதி
સામાન્ય વોર્ડ,பொது வார்டு
નિર્માણ,தலைமுறை
પ્રતિભાશાળી,மேதை
વાસ્તવિક,நேர்மையான
ભેટ,பரிசு
સારાંશ,ஜிஸ்ட்
વૈવિધ્ય,உலகளாவிய டெண்டர்
ગ્લોસરી,சொற்களஞ்சியம்
ધ્યેય,இலக்கு
નીચે જાઓ,கிடங்கு
ગોલ્ડન હેન્ડશેક (= ગોલ્ડન પેરાશૂટ),கோல்டன் ஹேண்ட்ஷேக் (= கோல்டன் பாராசூட்)
સારું,நல்ல
સારી વર્તણૂક,நல்ல நடத்தை
સદ્ભાવના,நல்ல நம்பிக்கை
સારા અધિકારીઓ,நல்ல அலுவலகங்கள்
શુભેચ્છા,நல்லெண்ணம்
શાસન કરવું,ஆட்சி
શાસન,நிர்வாகம்
સરકાર,அரசாங்கம்
ભારત સરકાર,இந்திய அரசு
ભારત સરકારની ચિંતા,இந்திய அரசு கவலை
ભારત સરકાર,இந்திய அரசு
સરકારી દબા,அரசு பத்திரிகை
સરકારી કર્મચારીઓ,அரசு ஊழியர்கள் விதிகளை நடத்துகிறார்கள்
સરકારી સેવા,அரசாங்க சேவை
ક્રમ,தரம்
દરજ્જો,தரம்
ક્રમ,தரப்படுத்தல்
સ્નાતક,பட்டதாரி
ક્રમશ wages,பட்டம் பெற்ற ஊதியங்கள்
સ્નાતક તાલીમાર્થી,பட்டதாரி பயிற்சி
કલમ,ஒட்டுதல்
કુલ સરવાળો,மொத்த மொத்தம்
અનુદાન,மானியம்
સહાયક અનુદાન,கிராண்ட்-இன்-உதவி
દ્રાક્ષ,திராட்சை
ગ્રાફ,வரைபடம்
આવરણ,வரைபடவியல்
આભારી,நன்றியுடன்
સ્નાયુ,Farutity
લીલોતરી,பச்சை கை
અભિવાદન,வாழ்த்து
ફરિયાદ,குறை
વ્યગ્ર,கடுமையான
કુલ,மொத்தம்
કુલ રકમ,மொத்த தொகை
ભારે ગેરવર્તન,மொத்த தவறான நடத்தை
ગંભીર બેદરકારી,மொத்த அலட்சியம்
કુલ નફો,மொத்த லாபம்
કુલ આવક,மொத்த வருவாய்
એકંદર કુલ,மொத்த மொத்தம்
જમીનહીન,அடிப்படை
જમીન -ભાડું,தரையில் வாடகை
મેદાન,மைதானம்
સમૂહ,குழு
જૂથબદ્ધ અને ગ્રેડિંગ,தொகுத்தல் மற்றும் தரம்
બાંયધરી,உத்தரவாதம்
બાંયધરી આપનાર,உத்தரவாதம்
ચોકી,காவலர்
ગાર્ડ ફાઈલ,காவலர் கோப்பு
ખલી,கார்டியன்
મહેમાનો,விருந்தினர் மாளிகை
માર્ગદર્શન,வழிகாட்டி
માર્ગદર્શન,வழிகாட்டுதல்கள்
અપરાધ,குற்றம்
આદત,பழக்கம்
રોજનું,பழக்கவழக்கமான
અર્ધ-રજા,அரை விடுமுறை
અર્ધ -પગાર,பாதி ஊதியம்
સગીર,ஹால்
અટકાવવું,நிறுத்த
હાથ,கை
હાથ ધરવામાં આવેલું,ஹேண்ட்பில்
પુસ્તિકા,கையேடு
હાથો,ஊனமுற்றோர்
હાથ ધરવું,கைப்பிடி
હાથસાળ,கைத்தறி
હાથવાળું,கை
હાથ,"ஒப்படை, பொறுப்பை ஒப்படை"
હસ્તાક્ષર,கையெழுத்து
પરેશાની,துன்புறுத்தல்
બંદર,துறைமுகம்
સખત મજૂરી,கடின உழைப்பு
હાર્ડવેર,வன்பொருள்
ખુબ મહેનતું,கடின உழைப்பு
શરણાગતિ,இழுத்துச் செல்லுங்கள்
ઝાડો,ஹாக்கர்
જોખમ,ஆபத்து
વડા,தலை
મુખ્ય કાર્યાલય,தலைமை அலுவலகம்
મથક,தலைமையகம்
આરોગ્ય પ્રમાણપત્ર,சுகாதார சான்றிதழ்
સુનાવણી,விசாரணை
સુનાવણી,செவிப்புலன்
ભારે વાહન,கனமான வாகனம்
વારસ,வாரிசு
ઉપર રાખવામાં,பிடித்தது
આની સાથે,இத்துடன்
ધરોહર,பாரம்பரியம்
હાયરાર્કી,படிநிலை
ઉચ્ચ અધિકારી,உயர் அதிகாரம்
ઉચ્ચ ગુણ,உயர் தரம்
ઉચ્ચ સ્તર,உயர் நிலை
ઉચ્ચ કક્ષાના નિર્ણય,உயர் மட்ட முடிவு
વિશેષતા,சிறப்பம்சங்கள்
ઉચ્ચ અધિકારી,உயர் அதிகாரி
ઉચ્ચ પ્રાચીન,உயர் பிரியார்டி
ઉચ્ચ શાળા,உயர்நிலைப்பள்ளி
હિંદી સંબોધન,இந்தி பதிப்பு
ભાડે રાખવું,வாடகை
ભાડે લેનાર,பணியமர்த்தல்
ઇતિહાસ -પત્ર,வரலாற்று தாள்
સંગ્રહખોરી,பதுக்கல்
યજમાન,வைத்திருத்தல்
રજા,விடுமுறை
શ્રદ્ધાંજલિ,மரியாதை
ઘર,வீடு
મનુષ્ય,படுகொலை
નિખાલસ,நேர்மையானது
સન્માન,மரியாதைக்குரிய
માનદ,க ors ரவம்
સન્માન,மரியாதை
છાત્રાલય,தங்கும் விடுதி
પ્રતિકૂળ,விரோதமானது
મકાન ભાડું,வீட்டு வாடகை
મકાન ભાડા ભથ્થું,வீட்டு வாடகை கொடுப்பனவு
ઘરવેરો,வீட்டு வரி
આવાસ,வீட்டுவசதி
આવાસન મંડળી,வீட்டுவசதி சங்கம்
રંગ,சாயல் மற்றும் அழுகை
મનદુ,மனிதாபிமானம்
માનવ અધિકાર,மனித உரிமைகள்
અપમાનિત,அவமானம்
આરોગ્યવિજ્ hyાન,சுகாதாரம்
પ્રેરણાદાયક,அனுமானம்
માનવશક્તિનો સલદ,மனிதவளத்தின் ஹார்டேஜ்
વિચાર,யோசனை
આદર્શ,ஏற்றதாக
સમાન,ஒத்த
ઓળખ,அடையாளம் காணல்
ઓળખ,அடையாளம்
ઓળખપત્ર,அடையாள அட்டை
અજ્orાનતા,அறியாமை
અવગણવું,புறக்கணிக்கவும்
ગેરકાયદે,சட்டவிரோத
ગેરકાયદે હડતાલ,சட்டவிரோத வேலைநிறுத்தம்
અસ્પષ્ટ,சட்டவிரோதமானது
દુર્વ્યવહાર,தவறான உணர்வு
ગેરકાયદે,சட்டவிரோத
નિરક્ષરતા,கல்வியறிவின்மை
અતાર્કિક,நியாயமற்ற
ઉદાહરણ,விளக்கம்
તસવીર,படம்
અસંતોષ,ஏற்றத்தாழ்வு
અપરિપક્વ,முதிர்ச்சியற்ற
તાત્કાલિક,உடனடியாக
તાત્કાલિક પગલાં,உடனடி நடவடிக்கை
તાત્કાલિક અધિકારી,உடனடி அதிகாரி
સ્થળ સ્થળાંતર કરનાર,குடியேறியவர்
અનૈતિક,ஒழுக்கமற்ற
સ્થિર,அசையாத
પ્રતિરક્ષા,நோய் எதிர்ப்பு சக்தி
પ્રતિરક્ષા,நோய் எதிர்ப்பு சக்தி
અસર,தாக்கம்
નિષ્ક્રિય,நடுநிலை
અપરિવર્તન,குற்றச்சாட்டு
અવરોધ,தடை
અનિવાર્ય,கட்டாய
ધર્મપરિણી,ஆள்மாறாட்டம்
અમલમાં મૂકવું,செயல்படுத்தவும்
ફસાવવું,Implect
ગર્ભિત,மறைமுகமான
આયાત,இறக்குமதி
મહત્વપૂર્ણ,முக்கியமான
આયાત કરનાર,இறக்குமதியாளர்
તંગ,வஞ்சக
અંતર્ગત કરવું,இம்பவுண்ட்
છાપ,எண்ணம்
પેશગી,இம்ப்ரஸ்ட்
અયોગ્ય,முறையற்றது
સુધારવું,மேம்படுத்தவும்
સુધારણા,முன்னேற்றம்
વક્રમાક્ષા,மேம்படுத்துதல்
દોષારોપણ કરવું,கணக்கிடுங்கள்
સ્થગિત,கைவிடுவதில்
અસમર્થતા,இயலாமை
દુર્ગમ,அணுக முடியாதது
અસ્વીકાર્ય,அனுமதிக்க முடியாதது
અજાણતા,கவனக்குறைவாக
ઉદ્ઘાટન,பதவியேற்பு
રોકડા માં,ரொக்கமாக
પ્રોત્સાહન,ஊக்கத்தொகை
પ્રાસંગિક,தற்செயலானது
ઝોક,சாய்வு
વ્યાપક,உள்ளடக்கியது
બેશર,மறைநிலை
આવક,வருமானம்
આવક વેરો,வருமான வரி
આવકવેરા -મંજૂરી પ્રમાણપત્ર,வருமான வரி அனுமதி சான்றிதழ்
આવકવેરા વળતર,வருமான வரி
આવતું,வருகை
