Odiya,Malayalam
ଅଙ୍ଗୁର,മുന്തിരി
ସବୁଜ ଗ୍ରାମ,ചെറുപയർ
Grewia,ഗ്രാമവകാശ
ଭୂମିରେ,നിലക്കടല
ଗୁଆବା,പേര
ଗିନି ଘାସ,ഗ്വിനിയ പുല്ല്
ଗାଲ୍ ମିଜ୍ |,പിത്തസഞ്ചി
ଘାସ ହପର୍ |,പുല്ല് ഹോപ്പർ
ଗୁଣ୍ଡିନ୍ ବଗ୍ |,ഗുണ്ടി ബഗ്
ଅଭ୍ୟାସ,ശീലം
କୁଆପଥର,ആഹാനം
ହେୟାରସିଭେଚ୍ |,ഹെയിവിവിച്ച്
ହାଲଫିଟେଟ୍,ഹാലോഫൈറ്റ്
ହାରୋ,ഹാരോ
ଅମଳ ସୂଚକାଙ୍କ |,വിളവെടുപ്പ് സൂചിക
ଅମଳ,വിളവ്
ଅମଳ,വിളവെടുപ്പ്
ହ୍ୟାଚ୍,കിളിവാതില്
ଘାସ,വയ്ക്കോല്
ହେଲିଜ୍ |,ഭേഹം
ହେସ୍ଟକ୍,ആഞ്ഞടിക്കല്
କୁହୁଡି,മൂടല്മഞ്ഞ്
ଦୁର୍ବଳ,മഞ്ഞ്മൂടിയ
ମୁଣ୍ଡ (ଆଗ୍ରୋ),തല (അഗ്രോ)
ମୁଣ୍ଡ (ଚ୍ୟାନେଲର),തല (ചാനലിന്റെ)
ହେଡିଙ୍ଗ୍,തിരികെ തലക്കെട്ട്
ହେଜ୍,കുറ്റിച്ചെടി
ହେଡିଙ୍ଗ୍,ഹെഡ്ജിംഗ്
ହେଲିକ୍ସ |,ഹെലിക്സ്
ହେମାଟାଇଟ୍,ഹെമറ്റൈറ്റ്
B ଷଧ,സസം
ହର୍ବରିୟମ୍ |,ഹെരിബറിയം
B ଷଧୀୟ,കളനാശിനി
ବଂଶାନୁକ୍ରମିକ,വംശപാരന്വരം
ପରବର୍ତ୍ତୀ ସମୟରେ ଚୟନର ଯୋଗ୍ୟତା |,പാരപാനം
His ହେମାଫ୍ରୋଡାଇଟ୍ |,ഹെർമാഫ്രോഡൈറ്റ്
ହେଟେରକୋମେଟିକ୍ |,ഹെട്രോക്രോമാറ്റിക്
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,ഹെറ്ററേഷൻലൈസേഷൻ
ହେଟେରୋସିସ୍ |,അറ്റത്തേക്കും
ହେଟେରୋସ୍କୋମ୍,ഹെറ്ററോസോം
ହେଟେରୋଟ୍ରୋଫ୍ |,ഹെറോട്രോഫ്
Hexaploid,ഹെക്സാപ്ലോയിഡ്
ହାଇବରନେଟ୍ |,ഹൈബർനേറ്റ്
ଉଚ୍ଚ ଘନତା ଲଗାଇବା |,ഉയർന്ന സാന്ദ്രത നടീൽ
ପାହାଡ (ଚାଉଳ),ഹിൽ (അരി)
ହିଷ୍ଟୋଗ୍ରାମ୍,ഹിസ്റ്റോഗ്രാം
ହାଇଟେକ୍ ହଳିକତା |,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
ଗୁପ୍ତ,കൂട്
ହୋଙ୍ଗ,ഹോയിംഗ്
ଧରି ରଖିବା,പിടിക്കുക
ଘର ଫାର୍ମ |,ഹോം ഫാം
ହୋମେଓଷ୍ଟାସାସାସୀ,ഹോമോസ്റ്റാസിസ്
ହୋମଷ୍ଟେଡ୍ |,ഹോംസ്റ്റേഡ്
ସମଲିଙ୍ଗୀତା |,ഏകതാന
ସମଲିଙ୍ଗୀ,ഏകതാനമായ
ସମ୍ବାଦ,ഹോമോനോഗസ്
ସୋମବରଗୋଟେଗୋଟ୍ |,ഹോമോസിഗോട്ട്
ହପର୍,ഹോപ്പർ
ରାଶି,ചക്രവാളം
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,ഹോർട്ടികൾച്ചറൽ വിളകൾ
ଉଦ୍ୟାନ କୃଷି,ഹോർട്ടികൾച്ചർ
ହୋର୍ଟି-ସିଲଭି ପେଷ୍ଟୁରାଲ୍ ଚାଷ ​​|,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
ହୋଷ୍ଟ,ആതിഥേയന്
ଗରମ ପାଣି ଚିକିତ୍ସା |,ചൂടുവെള്ള ചികിത്സ
ହଲ୍,തൊണ്ട്
ଆର୍ଦ୍ରତା,ഈർപ്പം
ହ୍ୟୁମସ୍,ഹ്യൂമസ്
ହସ୍,തൊലി
ହ୍ୱକର୍,തൊലി
ହସିଂ,ഹസ്കിംഗ്
ହାଇବ୍ରିଡ୍ |,ഹൈബ്രിഡ്
ହାଇବ୍ରିଡାଇଜେସନ୍ |,ജലവൈദമാക്കല്
ହାଇଡ୍ରେସନ୍,ജലാംശം
ହାଇଡ୍ରୋଲୋଜି,ജലവൈകരണം
ହାଇଡ୍ରୋଲାଇସିସ୍,ജലവിശ്ലേഷണം
ହାଇଡ୍ରୋମିଟର |,ഹൈഡ്രെയിൻ
ହାଇଡ୍ରୋଫିଲୋସ୍,ഹൈഡ്രോഫിലസ്
ହାଇଡ୍ରୋପୋନିକ୍ସ |,ഹൈഡ്രോപോണിക്സ്
ହାଇଡ୍ରୋସଫେରର୍ |,ഹൈഡ്രോഫിയർ
ହାଇଡ୍ରୋସ୍କୋପିଟି |,ഹൈഡ്രോസ്കോപ്പിറ്റി
ହାଇପରପେରାସାଇଟ୍ |,ഹൈപ്പർപാരാസറ്റ്
ହାଇପରପ୍ସିଆ,ഹൈപ്പർപ്ലാസിയ
ହାଇଫା,എസ്യ്പ്പ്
କପଟୋଟଲ୍,ഹൈപ്പോകോട്ടൈൽ
ଶୁଳୋପାସିସ୍ |,അനുമാനസം
ହିଷ୍ଟେରେସିସ୍ (ଜଳ),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
ହାଜେଲ ବାଦାମ,ഹാസൽ നട്ട്
ହେମ୍ପ,ചെതാവ്
ହେନବାନ୍ |,ഹെൻബെയ്ൻ
ହେନ୍ନା,ഹെന്ന
ହାଇବିସ୍କସ୍ |,ചെമ്പരുത്തി
ହପ୍,ചാട്ടം
ଘୋଡା ଗ୍ରାମ |,കുതിര ഗ്രാം
ଘୋଡା ଚକ୍ଷୁ-ବିନ୍ |,കുതിര-കണ്ണ്-ബീൻ
ମହୁ ମାଛି,തേനീച്ച
ହପର୍,ഹോപ്പർ
ହାର୍ଟିସୁରିଷ୍ଟ |,ഹോർട്ടികൾച്ചറിസ്റ്റ്
ଜଳ,ജലശാസ്ത്രജ്ഞൻ
ପରିସ୍ଥିତି ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ ରେ |,സിറ്റു ഒട്ടിക്കൽ
ଭିଟ୍ରୋରେ |,വിട്രോയിൽ
ଭିଭୋରେ,വിവോയിൽ
ଅଜ୍ଞାତ,വിവേചനരഹിതമായ
କୀଟ,പുഴു
କୀଟପତଙ୍ଗ ପୋକ,പ്രാണികളുടെ കീടങ്ങൾ
କୀଟରୀ,കീസദമായ
କୀଟନାଶକ,കീടനാശിനി
କୀଟନାଶକ,കീടനാശിനി
ନିନ୍ଦା,ധിക്കാരി
ଅପିସ୍ମରଣୀ,പുള്ളിപ്പുഴ
ଇନଷ୍ଟାର (କୀଟ),ഇൻസ്റ്റാർ (പ്രാണികൾ)
ଇନସୁଲେଟର |,സുഖാനുസൃതം
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ରୋଗ ପରିଚାଳନା,സംയോജിത രോഗ പരിപാലനം
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପୁଷ୍ଟିକର ପରିଚାଳନା,സംയോജിത പോഷക മാനേജുമെന്റ്
ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ପେଷ୍ଟ ପରିଚାଳନା,സംയോജിത കീടങ്ങളെ പരിപാലനം
ତୀବ୍ରତା,തീവ്രവാദം
ତୀବ୍ର,തീവമായ
ଇଣ୍ଟରକ୍ରପ୍,ആലോചിക്കുക
ଇଣ୍ଟରକେଟିଭେସନ୍ (ଇଣ୍ଟରକଲ୍ଟର),ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
ଆଗ୍ରହ,പലിശ
ଆଭେଜର |,ഇന്റനോഡ്
ଇଣ୍ଟରଫାଜ୍ (କକ୍ଷ ବିଭାଗ),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
ଇଣ୍ଟରପୋଲେସନ୍,ഇന്റർപോളേഷൻ
ଇଣ୍ଟର-ଷ୍ଟେରାଇଲ୍ |,ഇന്റർ-അണുവിമുക്തമാണ്
ଭଣ୍ଡାର,സാധനങ്ങൾ
ଓଲଟା |,വിപരീതം
ଜଡିତ,ഇവന്റോക്രെ
ଆୟନ,യൻകിട
ବିକଶିତତା |,വികിരണം
ଜଳସେଚନ,ജലസേചനം
ISO ସା elles େଲାଲ |,ഐഎസ്ഒ അല്ലെലുകൾ
ISO ଉତ୍ପାଦ ବକ୍ର |,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
ଆଇସୋ ବାର୍ |,ഐസോബാർ
ଆଇସୋଗାମି |,ഇസോഗമി
ବିଚ୍ଛିନ୍ନତା ଦୂରତା |,ഒറ്റപ്പെടൽ ദൂരം
Isploid,ഐസോപ്ലോയിഡ്
Isoquat,ഐസ്കോംകാന്റ്
ଇସୋଟୋପ୍,ഐസോടോപ്പ്
ଭାରତୀୟ ବିରଞ୍ଚ |,ഇന്ത്യൻ ബിർച്ച്
ଭାରତୀୟ ନୀଳ ପାଇନ୍ |,ഇന്ത്യൻ നീല പൈൻ
ଭାରତୀୟ ଚେରି |,ഇന്ത്യൻ ചെറി
ଭାରତୀୟ ଜୁନିପର |,ഇന്ത്യൻ ജുനൈപ്പർ
ଭାରତୀୟ କୋନୋ ଗଛ |,ഇന്ത്യൻ കിനോ മരം
ଇଣ୍ଡିଆନ୍ ଆର୍ଥିକ ଗଛ |,ഇന്ത്യൻ ലായറൽ ട്രീ
ଭାରତୀୟ ମାଡଡରର,ഇന്ത്യൻ ഭ്രാന്തൻ
ଭାରତୀୟ ମାଡଲର |,ഇന്ത്യൻ മാഡ്ലർ
ଇଣ୍ଡିଆନ୍ ପୋଡା ଫାଇଲମ୍ |,ഇന്ത്യൻ പോഡോ ഫൈലം
ଇଗିଗୋ |,ഇൻഡിഗോ
ଇଟାଲୀ ମିଲେଟ |,ഇറ്റാലിയൻ മില്ലറ്റ്
ହାତୀ ଦାନ୍ତ,ആനക്കൊമ്പ് വൃക്ഷം
ଆଇଭି ଗୋଡ / ଛୋଟ ଗୋରୁକ |,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
ଜାଗର,മന്ദബുദ്ധി
ଜାପିକା ଚାଉଳ,ജാപോണിക്ക അരി
ଜାସିଡ୍ |,ജാസിദ്
ଜାନବାନୀ ଚାଉଳ |,ജാവാനിക്ക അരി
ଅଳଙ୍କାର,ജെല്ലിംഗ്
Jhum ଚାଷ,Jum കൃഷി
ଜମ୍ପ୍ ଜିନ୍,ചാടുന്ന ജീൻ
ଜଙ୍କ ଡିନା |,ജങ്ക് ഡിഎൻഎ
ନାବାଳକ ଚେଜ୍ |,ജുവനൈൽ ഘട്ടം
ଜାକରଣ୍ଡା |,ജസറന്ദ
Jackfruit,ചക്ക
ଜାମୁନ୍ |,മുൻ
ଜସ୍ମିନ୍ |,ജാസ്മിൻ
ଜାଟୀ ଖାଟ୍ଟି |,ജട്ടി ഖട്ടി
ଜାଟ୍ରୋଫା |,ജാട്ട്രോഫ
ଜଟ୍ର,ചണം
Jassids,ജാസിഡുകൾ
କୋଲିନ୍ |,കയോലിൻ
କୋଲିନାଇଟ୍,Koolianite
କୋଲିନାଇଟ୍,Koolianite
କରୀଚିମା |,കര്യൻചേരിമ
ନିକ୍,കരോഡെസ്മ
Karogamy,കാരിയോബാമി
Karogargram (idigromm),കാറിഗ്രാം (IDiOGRAM)
କାରୁକୋକିନାସ୍,കാരിയോകിനിസ്
ଖାରିଓଲୋଜି |,കരിയോളജി
କାରିଓଲାଇସିସ୍,കരോലിസിസ്
କିଲୋନ,കറിയോൺ
କାରିଓଟାଇପ୍,കാരിരിയോടൈ
Kelp (algae),കെൽപ് (ആൽഗ)
କେଲଭିନ ଚକ୍ର |,കെൽവിൻ സൈക്കിൾ
କିରାଟିନ୍ |,കെരാറ്റിൻ
କର୍ଣ୍ଣଲ |,കേർണൽ
KHARA ରୋଗ,ഖൈറ രോഗം
ଖାରିଫ୍ |,ഖാരിഫ്
ମଜା କରିବା,കളിയാക്കാനുള്ള
ଗା intore ାଓକୋର,കിടോചോർ
ରୋଷେଇ ଘର ବଗିଚା |,അടുക്കളത്തോട്ടം
କ୍ଲିନଫିଲ୍ଟର ସିଣ୍ଡ୍ରୋମ |,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
Klenow frogment,KLENOV ശകലം
ଗଣ୍ଠି ଦେଉଥିବା,നോട്ടിയ
କୋଚ୍ ର ପୋଷ୍ଟଲେଟ୍ |,കൊച്ചിന്റെ പേര്
କୋପେନଙ୍କ ବର୍ଗୀକରଣ (ଜଳବାୟୁ),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
କର୍ଗଗୁଡିକ ଚକ୍ର,ക്രെസ് സൈക്കിൾ
କୁର୍ଟୋସିସ୍,കുട്ടി
Kvk (krishi vigyan kendra),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
କାଟାମ |,കടാം
କଲାଲ,കലെ
କାନ୍ସ ଘାସ,കന്മാർ പുല്ല്
Karonda,കരുണാന്ത
"କିଡନୀ ବିନ୍, ରାଜ୍ମା |","കിഡ്നി ബീൻ, രാജ്മ"
Kiwifriut,Kiwifriuut
ଗଣ୍ଠିର,നോൾ ഖോൾ
କାଦୋମ୍ପୁଲୀ |,കോടംമ്പുലി
କୋଡୋ ମିଲେଟ୍ |,കൊഡോ മില്ലറ്റ്
କୋକାମ ବଟର ଗଛ (ଆମାଙ୍ଗୋସୋଟେନ୍),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
ଖାପ୍ରା ବାଇଟଲ୍ |,ഖപ്പുര വണ്ട്
L.d.50 (ସାଂଘାତିକ ମାତ୍ରା 50),L.D.50 (മാരകമായ ഡോസ് 50)
ଲ୍ୟାବ ରୁ ଲ୍ୟାଣ୍ଡ,ലംബമായി
ଲାବାଇଲ୍,മൗലിപ്പ്
ଶ୍ରମ,തൊഴിലാളി
ଲାକ୍ ଓପନ୍ ମଡେଲ୍ |,ലാക് ഓപ്പറൺ മോഡൽ
ସ୍ତନ୍ୟପାନ,മുലയൂട്ടൽ
ଲାକ୍ଟୋଜେନିକ୍ ହରମୋନ୍ (ପ୍ରୋଲାକ୍ଟିନ୍),ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
ଲାକ୍ଟୋଜ୍,ലാക്ടോസ്
ଲେଗିଂ ଷ୍ଟାଣ୍ଡିଂ |,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
ଲମ୍ବଡା କ୍ଲୋନିଂ ଭେକ୍ଟର |,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
ଲାମିନାର ଏୟାର ପ୍ରବାହ |,ലാമർ എയർ ഫ്ലോ
ଲ୍ୟାମ୍ପ ବ୍ରଶ୍ କ୍ରୋମୋଜୋମ୍ |,ലാമ്പ് ബ്രഷ് ക്രോമസോം
ଜମି,നിലം
ଜମି ସାମର୍ଥ୍ୟ ବର୍ଗୀକରଣ |,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
ଜମି କ୍ଷମତା ମାନଚିତ୍ର,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
ଜମି ଡିଗାଡ୍ |,ഭൂമി അപകടം
ଜମି ସମାନ ଅନୁପାତ |,ഭൂമി തുല്യമായ അനുപാതം
ଭୂମି ସ୍ତର,ഭൂമി നില
ଭୂମି ପୁନରୁଦ୍ଧାର,ഭൂമി വീണ്ടെടുക്കൽ
ଲ୍ୟାଣ୍ଡସ୍କାପ୍,ലാൻഡ്സ്കേപ്പിംഗ്
ଭୂମି ଉପଯୁକ୍ତତା |,ലാൻഡ് അനുയോജ്യത
ଜମି ବ୍ୟବହାର pattern ାଞ୍ଚା |,ഭൂവിനിയോഗ രീതി
ଲେଗେନହସ୍ ସେଲ୍ |,ലങ്കാൻഹാൻ സെല്ലുകൾ
ଲାପ୍ ଲାପ୍ ହାର |,കാലഹരണപ്പെടൽ നിരക്ക്
ଲାର୍ଭା |,ലാർവ
ବିଳମ୍ବ,ലേറ്റേഷന്
ବର୍ଷା,ലെഡ് വ്യൂ
ଲୁକ୍କାୟିତ ସଂକ୍ରମଣ |,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
ପାର୍ଶ୍ୱରେ |,ലാറ്ററൽ
ଜୁଏଇଟ ମାଟି |,ലാറ്ററൈറ്റ് മണ്ണ്
ଲାଟେକ୍ସ,ലാത്ക്സ്
ଲେଟିରିମ୍ |,നാതിരിവാദം
ଲାଟିନ୍ ବର୍ଗ ଡିଜାଇନ୍ (lsd),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
ଲାଟାଇସ୍,ലാറ്റിസ്
ଅସାଧାରଣ ଲାଭର ନିୟମ |,കവർന പ്രയോജനത്തിന്റെ നിയമം
କ୍ରମାଗତ ରିଟର୍ନର ନିୟମ |,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
ରିଟର୍ନ ହ୍ରାସ କରିବାର ନିୟମ |,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
ରିଡ୍ୟୁନ୍ ବ increasing ୁଥିବା ନିୟମ |,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
ଅଧ୍ୟାପକଙ୍କ ସୀମିତତାର ନିୟମ |,പരിമിതപ്പെടുത്തുന്ന രീതി
ସର୍ବନିମ୍ନ ନିୟମ,കുറഞ്ഞത് നിയമം
ପ୍ରତିସ୍ଥାପନର ନିୟମ,പകരക്കാരന്റെ നിയമം
ଭେରିଏବଲ୍ ଅନୁପାତର ନିୟମ |,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
ସ୍ତର,അടുക്ക്
ଲେଆଉଟ୍ |,കെട്ടിടത്തിന്റെ പ്ളാന്
ଲିଚେଟ୍ |,അയതലിക്കുക
ଲେକିଂ ଦକ୍ଷତା |,ലീച്ചിംഗ് കാര്യക്ഷമത
ଲେଚିଂ ଆବଶ୍ୟକତା,ലീച്ച് ആവശ്യകത
ଅଗ୍ରଣୀ ଷ୍ଟ୍ରାଣ୍ଡ |,മുൻനിര സ്ട്രാന്റ്
ପତ୍ର କ୍ଷେତ୍ର ଅବଧି |,ഇല വിസ്തൃതി ദൈർഘ്യം
ପତ୍ର କ୍ଷେତ୍ର ସୂଚକାଙ୍କ |,ഇല ഏരിയ സൂചിക
ପତ୍ର କ୍ଷେତ୍ର ଅନୁପାତ |,ഇല ഏരിയ അനുപാതം
ପତ୍ର ଖଣି,ഇല ഖനിത്തൊഴിലാളി
ପତ୍ର ପରୀକ୍ଷା,ഇല പരിശോധന
ପତ୍ର,ഇല
ଲିଫଲେଟ୍ |,ലഘുലേഖ
ଲିଜ୍,പാട്ടം
ଲେମ୍ବୁ,പയർവർഗ്ഗ
ଲେସା - (ନିମ୍ନ ଶକ୍ତି ଇନପୁଟ୍ ଇନପୁଟ୍ କୃଷି କୃଷି),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
ଅବଶ୍ୟ,പന്നികം
ଲେନୋ କ୍ୟାପିଲାରୀ ପଏଣ୍ଟ |,ലെന്റോ കാപ്പിലറി പോയിന്റ്
ରେପୋନମା |,ലെപ്റ്റോണിമ
ଲିପଟୋସପିରୋସିସ୍ |,ലെപ്റ്റോസ്പിറോസിസ്
ଲେରୋ-ମର୍ଫିକ୍ |,ലെറോ-മോർഫിക്
କ୍ଷତ,നിഖേഭം
ସାଂଘାତିକ ଗଣିତ |,മാരകമായ മ്യൂട്ടേഷൻ
ବିନ୍ଦୁ,ല്യൂക്കോപ്ലാസ്റ്റ്
ସ୍ତରୀୟ ଟେରସ୍ |,ലെവൽ ടെറസ്
ଲିଭର୍ (ଲିଭର୍),ലെവൽക്കാരൻ (ലെവലിയർ)
ସ୍ତର (ଜମିର),(ഭൂമിയുടെ) ലെവലിംഗ്
Ley ଚାଷ,കള്ള കൃഷി
Liebig ର ସର୍ବନିମ୍ନ ନିୟମ |,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
ଲସେକ୍ସ,ഉപക്കുറിത
ହାଲୁକା କ୍ଷତିପୂରଣ ବିନ୍ଦୁ |,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
ହାଲୁକା ଶନିବାର ତୀବ୍ରତା |,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
ହାଲୁକା ଟ୍ରାନ୍ସମିସନ ଅନୁପାତ |,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
ହାଲୁକା ଜାଲ |,നേരിയ കെണി
ଅଙ୍ଗ,പരിമിതമാണ്
ସୀମା,പരിമിതപ്പെടുത്താതെ
ସୀମା ସୀମିତ କରିବା |,പരിമിതപ്പെടുത്തുന്ന ഘടകം
ଲିମୋନାଇଟ୍ |,ലിമോണൈറ്റ്
ରେଖା,നിര
ରେଖା ପ୍ରତିକ୍ରିୟା |,ലീനിയർ പ്രതികരണം
ଲିଙ୍କ୍,ലിങ്ക്
ଲିଙ୍କ୍ ଗୋଷ୍ଠୀ,ലിങ്കേജ് ഗ്രൂപ്പ്
ଲିନର,ലിങ്കറുകാരന്
ଲିନଟ୍ ଇଣ୍ଡେକ୍ସ |,ലിന്റ് സൂചിക
ଲିନବାସୀ |,ലിന്ററുകൾ
ଲିପିଡ୍,ലിപിഡ്
ଲିପୋଲୋଜି,ലിപ്പോളിസിസ്
ବାତିଲ,ലിക്വിക്റ്റേഷൻ
ତାଲିକା,തലക്കെട്ട്
ତାଲିକା,തലക്കെട്ട്
ତାଲିକା,ലിസ്റ്റിംഗ്
ଲିଥୋସେଫର୍ |,ലിത്തോസ്ഫിയർ
ଲିଟର,ലിറ്റർ
ଲାଇଭ୍ ମଲେଚ୍ |,തത്സമയ പുതപങ്ങൾ
ଲିଭରୱର୍ଟ |,ലിവർവാർട്ട്
ପଶୁପଲ,കന്നുകാലി
ଲୋକାଲ୍ ନିୟନ୍ତ୍ରଣ,പ്രാദേശിക നിയന്ത്രണം
ଲାକ୍ସ,ലോക്കസ്
ପଙ୍ଗପାଳ |,വെട്ടുക
ଲଜିଂ (କ୍ରପ୍ ଲଜିଂ),താമസം (വിള താമസസ്ഥലം)
Ladiicule,ലോഡിക്കുയേറ്റ്
ପ୍ରେମୀଶା,ലോയസ്സുള്ള
ଲୋଗୀବସିମିକ୍ ରୂପାନ୍ତର |,ലോഗർട്ടിമിക് പരിവർത്തനം
ଲମ୍ବା - ଦିନ ଉଦ୍ଭିଦ |,ദീർഘനാളത്തിന്റെ ചെടി
ଲମ୍ବା ତରଙ୍ଗ ବିକିରଣ |,നീണ്ട തരംഗ വികിരണം
ଲୁପ୍ |,ലൂപ്പ്
ଚାପି ଚାଇବା |,ലോപ്പിംഗ്
କାଠ,ചപ്പുചവറുകള്
ଲକ୍ସ,ലക്സ്
ବିଳାସପୂର୍ଣ୍ଣ ବ୍ୟବହାର (ପୁଷ୍ଟିକର),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
ବିଳାସପୂର୍ଣ୍ଣ ଜିନ୍ |,ആഡംബര ജീനുകൾ
ଲାଇକୋଲିଅନ୍ |,ലൈക്കോപീൻ
ଲିସାନ,ലിംഫ്
ଲିଆସିମିଟର |,ലിസിമീറ്റർ
କକ୍ଷର ଲସିସିସ୍ |,സെല്ലിന്റെ ലിസിസ്
ଲିସୋଜେନି,ലിസോഗനി
ଲାଇସୋମ୍,ലിസോസോം
ଲିଆଜାଇମ୍,ലൈസോസിം
ଲାକ ଗଛ,ലാക് ട്രീ
ଲକ୍ଷ,ലാക്കി
"ଲେଡିଙ୍କ ଆଙ୍ଗୁଠି, ଓକ୍ରା |","ലേഡിയുടെ വിരൽ, ഒക്ര"
ଜମି କାଲ୍ଟ୍ରୋପ୍ |,ഭൂമി കൽപ്ട്രോപ്പുകൾ
ଲାଣ୍ଟାନା,ലാന്താന
ଲେଟିନସ୍,ലതിറിൽ
ଲେକ,വെളുത്തുള്ളി
ଲେମ୍ବୁ ଘାସ |,നാരങ്ങ പുല്ല്
ଲେମ୍ବୁ |,നാരങ്ങ
ମ ents ଼ିଦିଅ,പന്തു
Lequeorice,താഴ്ന്ന
ଲେଥୁସ୍ |,ലെറ്റസ്
ଲିଲି,താമസം
ଚୂନ,നാരങ്ങ
ଲିନ୍ସେଡ୍ |,യന്തമായി
ଲିଚି |,Litki
ଲିଟିଲ୍ ମିଲେଟ୍ |,ചെറിയ മില്ലറ്റ്
ଲମ୍ବା ତରଭୁଜ |,നീളമുള്ള തണ്ണിമത്തൻ
ଲମ୍ବା ହଳଦୀ |,നീളമുള്ള കുരുമുളക്
ଲୋୟାଟ୍ |,ലോക്വാട്ട്
ଲୋଟସ୍,താമര
Lourerne,മങ്ങിയത്
ଲାକ୍ କୀଟ,ലാക്കി പ്രാണികൾ
ଲେଡି ପକ୍ଷୀ ବିଟଲ୍ |,ലേഡി പക്ഷി വണ്ട്
ପତ୍ର ଖଣି,ഇല ഖനിത്തൊഴിലാളി
ପତ୍ର ରୋଲର୍ |,ഇല റോളർ
ପତ୍ର ୱେବର |,ഇല വെബ്ബർ
ପଙ୍ଗପାଳ |,വെട്ടുക
ମାକ୍ରୋ ବିବର୍ତ୍ତନ |,മാക്രോ പരിണാമം
ମାକ୍ରୋକ୍ଲିଅମ୍ |,മാക്രോക്ലൈമേറ്റ്
ମାକ୍ରୋମୋଲେକ୍ |,മാക്രോമോലോൾകൾ
ମାକମରୁଟେସନ୍ |,മാക്രോമുട്ടേഷൻ
ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |,മാക്രോണിറ്ററി
ମାକ୍ରୋପୋରସ୍,മാക്രോപോളർ
ମାଗଟ୍,പുഴു
ମ୍ୟାଗମା |,മഗ്മ
ମ୍ୟାନ୍ସେସିଆ |,മഗ്ത്രിയ
ମ୍ୟାଗ୍ନେସିୟମ୍,മഗ്നീഷ്യം
ଚୁମ୍ବକୀୟ ଷ୍ଟିରର୍ |,കാന്തികശരീരം
ତିକ୍ତ,തീവ്രത
Mahoha cake,മഹുവ കേക്ക്
ମେନିନାଇନର୍ ଲାଇନ୍ |,പരിപാലകൻ
ରକ୍ଷଣାବେକ୍ଷଣ,പരിപാലനം
ମାଟର,ചോളം ഷെല്ലർ
ପୁରୁଷ ନିର୍ଜଳ |,ആൺകുല്യം
ଅସମ୍ମାନ,വൈകല്യങ്ങള്
ଅସମ୍ମାନ,മലിതം
ପୁଷ୍ପ,പോഷകാഹാരക്കുറവ്
ଦୁଷ୍କର୍ମ,ദുരുപയോഗം
ମାଲଂ,മാലിംഗ്
ହାଲୁକା,പുൽത്തൊട്ടി
ମାଙ୍ଗ୍ରୋଭସ୍ |,കണ്ടൽക്കാരൻ
ମନୋମିଟର |,ഗാനംമീറ്റര്
ମନୋମିଟର |,ഗാനംമീറ്റര്
ମାନିସାସା (ଲୋଗାରିଥମ୍ ର),മാന്തിസ (ലോഗരിതം)
ଖତ,വളം
ସ୍ନାୟୁ,വളം
ମାର୍ଜିନାଲ୍,അരികിലുള്ള
