Marathi,English
"1.डेटा एंड, 2. डेटा समाप्त",data terminal
"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन",data transcription
"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर",data transfer
"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन",data transmission
"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम",data transmission Channel
"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट",data type
"1. डेटा युनिट, 2. डेटा युनिट",data unit
"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण",data validation
डेटाबेस,database
डेटाबेस प्रशासन,database adminstration
डेटाबेस डिझाइन,database design
डेटाबेस व्यवस्थापन प्रणाली,database management system
"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह",datagrav
"1. डेटाम, 2. डेटा",datum
"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र",dead zone
गतिरोध,deadlock
गतिरोध प्रतिबंध,deadlock prevention
दोष क्लिअरन्स,debug
"1. जजमेंट सेल, 2. जजमेंट बॉक्स",decision box
निर्णयप्रक्रिया,decision making process
निर्णय समर्थन प्रणाली,decision support system
निर्णयाचे झाड,decision tree
"1. डीकोडर, 2. डीकोडर",decoder
विघटन तत्त्व,decomposition principle
डीकोडिंग,decryption
समर्पित प्रणाली,dedicated channel
समर्पित प्रेस,dedicated port
लसीकरण डेटा नेटवर्क (DDN),defence data network (DDN)
लसीकरण माहिती प्रणाली,defence information system
एकीकरण,defragmentation
विलंब,delay
विलंब काउंटर,delay counter
विलंब वेळ,delay time
"1.हटवा, 2.हटवा",delete
हटवणे रेकॉर्ड,deletion record
परिसीमक,delimiter
डेल्टा मॉड्युलेशन,delta modulation
मागणी पृष्ठ,demand paging
कामगिरी,demo
demodulation,demodulation
V- मल्टीप्लेक्सर,demultiplexer
विकृतीकरण,denormalization
"1. घनता, 2. घनता",density
"1. अवलंबित्व, 2. अवलंबित्व",dependency
अवलंबून युनिट,dependent unit
रांग,dequeue
"1. dereference, 2. dereference",dereferencing
व्युत्पन्न झाड,derivation tree
व्युत्पन्न फील्ड,derived field
उतरत्या क्रमवारी,descending sort
डिझाइन,design
डेस्क कॅल्क्युलेटर,desk calculator
डेस्कटॉप संगणक,desk top computer
डेस्कटॉप सादरीकरण,desktop presentation
डेस्कटॉप प्रकाशन,desktop publishing (DTP)
डेस्कटॉप व्हिडिओ,desktop video
गंतव्य पत्ता,destination address
"1. विनाशक, 2. विनाशक",destructer
निर्धारक ऑटोमेटा,deterministric automats
विकसक,developer
विकास प्रणाली,development system
साधन,device
डिव्हाइस नियंत्रण युनिट,device control unit
डिव्हाइस नियंत्रक,device controller
डिव्हाइस व्यवस्थापन,device management
डिव्हाइस मोड,device mode
निदान,diagnosis
निदान प्रणाली,diagnostic system
"1. निदान, 2. निदान",diagnostics
आकृती,diagram
डायल,dial
डायल लाइन,dial line
डायल टोन,dial tone
डायल करा,dial up
"1. संवाद, 2. संभाषण",dialog
संभाषण कक्ष,dialog box
डायलअप मॉडेम,dialup modem
विमा,diamension
शब्दकोश,dictionary
"1. भिन्नता, 2. भिन्नता",differentiation
संख्यात्मक,digital
डिजिटल प्रणाली,digital channel
डिजिटल सर्किट,digital circuit
डिजिटल संगणक,digital computer
"1.डिजिटल डेटा, 2.डिजिटल डेटा",digital data
डिजिटल सुविधा,digital facility
डिजिटल फिल्टर,digital filter
डिजिटल लायब्ररी,digital library
डिजिटल मॉड्यूलेशन,digital modulation
"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर",digital monitor
डिजिटल प्रतिमा,digital picture
"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी",digital signature
डिजिटल स्विच,digital switch
डिजिटल अॅनालॉग कनवर्टर,digital to analog (D/A) converter
डिजिटायझेशन,digitization
डिजिटायझेशन,digitize
डिजिटायझर,digitizer
डायोड,diode
प्रथमदर्शनी,direct
थेट पत्ता,direct address
थेट रूपांतरण,direct conversion
थेट जोडणी,direct coupling
"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)",direct memory access (DMA)
डायरेक्ट मेमरी ऍक्सेस (DMA),direct memory acess (DMA)
थेट पद्धत,direct method
दिशानिर्देश,directive
निर्देशिका,directory
"1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर",directory server
निर्देशिका सेवा,directory service
अक्षम,disable
सिग्नल अक्षम करणे,disabling signal
"1. डिस्कनेक्शन, 2. डिस्कनेक्शन",disconnect
"1. स्वतंत्र, 2. स्वतंत्र",discrete
"1. डिस्क, 2. डिस्क",disk
"1. डिस्क पत्ता, 2. डिस्क पत्ता",disk address
"1. डिस्क अॅरे, 2. डिस्क अॅरे",disk array
"1. डिस्क क्षमता, 2. डिस्क क्षमता",disk capacity
"1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह",disk drive
डिस्क फाइल,disk file
"1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी",disk memory
डिस्क ऑपरेटिंग सिस्टम (DoS),disk operating system (DOS)
डिस्क पॅकेज,disk pack
"1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर",disk server
"1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज",disk storage
डिस्केट,diskette
फाइल प्रदर्शित करा,display file
प्रतिमा प्रदर्शित करा,display image
विल्हेवाट,disposal
अंतर,distance
अंतर कार्य,distance function
विकृती,distortion
वितरित,distributed
वितरित डेटा,distributed data
वितरित सर्व्हर,distributed server
"1.वितरित प्रणाली, 2.वितरित प्रणाली",distributed system
वितरक,distributive
दस्तऐवज,document
दस्तऐवज मान्यताप्राप्त,document retrieved
"1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो",document window
दस्तऐवजीकरण,documentation
"डोमेन, डोमेन",domain
डोमेनचे नाव,domain name
"1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर",dot matrix printer
"खाली, खाली",down
"1.अवलिंक, 2.स्क्वेअर",down link
डाउनलोड करा,down loading
डाउनलोड वेळ,down time
कर्षण,dragging
DRAM (डायनॅमिक रॅम),DRAM (dynamic RAM)
प्रवाह,drift
चालक,driver
पाने,drop
ड्रॉप लिस्ट बॉक्स,drop down list box
ड्रम ड्राइव्ह,drum drive
"1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर",drum printer
"1. इम युनिट, 2. ड्रम युनिट",drum unit
"1. द्वैत, 2. द्वि",dual
दुहेरी घनता,dual density
"1. मूक पत्ता, 2. बनावट पत्ता",dummy address
डंप,dump
डुप्लेक्स सर्किट,duplex circuit
कायदेशीरकरण,duplexing
की की,duplicate
"1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन",DVD R/W
डीव्हीडी रॉम,DVD ROM
डायनॅमिक सूचना,dynamic instruction
"1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी",dynamic memory
"1. डायनॅमिक्स, 2. डायनॅमिक्स",dynamics
E B C D I C,EBCDIC
ई-व्यवसाय,e-business
प्रतिध्वनी,echo
"1.ई-कॉमर्स, 2.ई-कॉमर्स",e-commerce
संपादन,edit
संपादक,editor
शैक्षणिक तंत्रज्ञान,educational technology
e e p rom,EEP rom
"1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता",effective address (floating address)
अर्थपूर्ण ऑपरेंड पत्ता,effective operand address
प्रभावी कृती,effective procedure
प्रभावी UID,effective UID (user identification)
प्रभावी ट्रांसमिशन ऑपरेशन,efffective transmission operand
ऑक्टल बाइट,eight-bit byte
"इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग",e-learning
निवडणूक अल्गोरिदम,election-algirthm
इलेक्ट्रॉनिक मेल सेवा (ई-मेल),electric mailing (e-mail)
"1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर",electric printer
इलेक्ट्रिकल अकाउंटिंग मशीन,electrical accounting machine
इलेक्ट्रॉनिक्स,electronic
इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS),electronic clearance system (ECS)
इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI),electronic data interchange (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,electronic data processing
इलेक्ट्रॉनिक ब्रोशर,electronic filing
इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS),electronic funds transfer System (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल",electronic journals
इलेक्ट्रॉनिक प्रकाशन,electronic publishing
इलेक्ट्रॉनिक स्विच,electronic switch
"घटक, घटक",element
ई-मेल,e-mail
"1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता",e-mail address
एम्बेडेड प्रणाली,embedded system
एम्बेडिंग,embedding
एमिटर कपल्ड लॉजिक (ECL),emitter couple logic (ECL)
मोकळी जागा,empty stack
"1. कोरी साखळी, 2. कोरी साखळी",empty string
यांत्रिकीकरण,emulation
"1.कॅप्सुलेशन, 2.कॅप्सुलेशन",encapsulation
डिकोडर,encipher
एन्कोडिंग,encode
"1. एन्कोडर, 2. कोडॅक",encoder
लपलेला डेटा,encrepted data
लपलेली फाइल सिस्टम,encripting file system
"1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग",encryption
ब्लॉक एंड,end of block
फाइल-एंड,end of file (EOF)
वापरकर्ता,end-user
प्रविष्ट करा,enter
एंट्री की,enter-key
"१.उद्यम सरवर, २.उद्यम सेवक",enterprise server
एंटरप्राइझ प्रणाली,enterprise system
शक्ती,entity
शक्ती आत्मीयता,entity-relationship
प्रवेश वेळ,entry time
इनपुट व्हेरिएबल,entry variable
मोजण्यायोग्य,enumerable
वातावरण,environment
"1.युग, 2. युग, 3. सूचना क्षण",epoch
EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी),EPROM
एप्सिलॉन कन्व्हेक्टर,epsilon closure
तुल्यकारक,equalizer
उपकरणे,equipment
समतुल्य वर्ग,equivalence class
समतुल्य संबंध,equivalence relation
"1. विलोपन, 2. निर्मूलन",erase
त्रुटी सुधारणे कोड,error correcting code
त्रुटी सुधारणे,error correction
त्रुटी शोधणे,error detection
त्रुटी हाताळणी,error handling
त्रुटी संदेश,error message
त्रुटी दर,error rate
त्रुटी पुनर्प्राप्ती,error recovery
त्रुटी नाव,error routine
सुटका प्रतीक,escape character
इथरनेट,ethernet
कार्यक्रम,event
कार्यक्रम साखळी,event chain
घटना नियंत्रण,event control
कार्यक्रम काउंटर,event counter
अपवाद हाताळणी,exception handling
एक्सचेंज डिस्क स्टोरेज,exchangeable disk storage
बहिष्कार,exclusion
अनन्य आणि (x किंवा),exclusive Or (XOR)
एक्झिक्युटेबल प्रोग्राम,executable program
अंमलबजावणी विधान,executive statement
निवडक शोध,exhaustive search
विद्यमान,exist
समस्या,exit
तज्ञ प्रणाली,expert system
"1. अभिव्यक्ती, 2. अभिव्यक्ती",expression
विस्तारित ग्राफिकल मॅट्रिक्स (x g a),extended graphic array (XGA)
विस्तारित औद्योगिक मानके (EIS),extended industry standard (EIS)
ओव्हरलोड मशीन,extended machine
विस्तारित मेमरी,extended memory
"1. विस्तारित अचूकता, 2. विस्तारित अचूकता",extended precision
"1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण",extended sorting
कॉल करा,external call
बाह्य त्रुटी,external error
बाह्य कार्य,external function
बाह्य व्यत्यय,external interrupt
"1.बाह्य मेमरी, 2.बाह्य मेमरी",external memory
बाह्य मेमरी,external memory
बाह्य मोडेम,external modem
बाह्य संदर्भ,external reference
बाह्य शोध,external searching
बाह्य स्टोरेज डिव्हाइस,external storage device
काढणे,extraction
एक्सट्रापोलेशन,extrapolation
पॅनेल वर्ण प्रिंटर,face-character printer
अयशस्वी-सुरक्षा ऑपरेशन,fail-safe operation
अपयशाचा दर,failure rate
अयशस्वी डिस्चार्ज,failure recovery
खोटा कोड,false code
खोटी चूक,false error
"1.गुंतवणूक, 2.गुंतवणुकीचे गुण",fan-in
"1. अंक, 2. अंक क्रमांक",fan-out
"1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट",fascimile I/O device
जलद फोरियर हस्तांतरण,fast fourier transform (FFT)
गंभीर त्रुटी,fatal error
दोष शोधणे,fault detection
दोष निदान,fault diagnosis
चुकीची सहनशीलता,fault tolerance
फॅक्स,fax
फॅक्स संदेश,fax message
f dc,FDC
लक्षण शोधणे,feature detection
चाक भरणे,feed cycle
पुनर्गुंतवणूक,feedback
"1.पुरवठादार, 2.पोषण, 3.फीडर",feeder
anyan,fetch
फिबोनाची शोध,fibonacci search
फिबोनाची क्रम,fibonacci sequence
फिबोनाची मालिका,fibonacci series
फायबर ऑप्टिक्स,fibre optics
फिडो ट्रॅप,fido net
प्रदेश,field
पाचव्या पिढीचा संगणक,fifth generation computers
"1.फाइल, 2. फाइल",file
फाइल प्रवेश पद्धत,file access method
फाइल वाटप सारणी,file allocation table
फाइल कॉम्प्रेशन,file compression
फाइल कॉपी करणे,file copying
फाइल कॉन्फिगरेशन,file layout
फाइल विलीन करा,file merge
फाइल पुनर्प्राप्ती,file recovery
फाइल स्टोरेज,file storage
फाइल संरचना,file structure
फाइल सिस्टम,file system
फाइल हस्तांतरण,file transfer
फाइल ट्रान्सफर प्रोटोकॉल (FTP),file transfer protocol (FTP)
फिल्टर,filter
शेवटची स्थिती,final state
शोधा,find
मर्यादित राज्य मशीन,finite state machine
आग भिंत,fire wall
फर्मवेअर,firmware
प्रथम येणाऱ्यास प्रथम सेवा,first come first serve
पहिल्या पिढीचा संगणक,first generation computer
फर्स्ट इनपुट फर्स्ट इश्यू (FIFO),first in first out (FIFO)
प्रथम ऑर्डर युक्तिवाद,first order logic
प्रथम ऑर्डर तत्त्व,first order theory
निश्चित विभागणी,fixed partition
सही करा,flag
लवचिक डिस्क,flexible disk
फ्लॉपी डिस्क,floppy disk
फ्लॉपी डिस्क ड्राइव्ह (FDD),flopy disk drive (Fdd)
प्रवाह चार्ट,flow chart
नियंत्रण प्रवाह,flow of control
पहाट,flush
फोल्डर,folder
फॉन्ट,font
फॉन्ट कुटुंब,font family
बाह्य की,foreign key
फॉर्म,form
प्रतीकात्मक भाषा,formal language
प्रतीकात्मक पद्धत,formal system
"1.स्वरूप, 2.फॉर्म",format
रेखाचित्र,formatting
फोर्टॉन,fortran
"1. Fortran (एक संगणक भाषा) प्रोग्राम, 2. Fortran प्रोग्रामिंग",fortran programming
पुढे झुकणारी तिरकी रेष,forward slash
चौथ्या पिढीचा संगणक,fourth generation computer
विभाग,fragment
फ्रेम,frame
"1.फ्री नेट, 2.फ्री नेट",free net
मोफत सॉफ्टवेअर ट्रस्ट,free software foundation
विनामूल्य संचयन,free storage
फ्रीवेअर,freeware
समोर,front end
"1. फ्रंट पॅनल, 2. फ्रंट पॅनल",front panel
"1.कार्ये, 2. कार्य",function
फंक्शन की,function key
कार्य संदर्भ,function reference
कार्यात्मक अवलंबित्व,functional dependency
कार्य चाचणी,functional testing
"1.अस्पष्ट तर्क, 2.अस्पष्ट तर्क",fuzzy logic
"1.अस्पष्ट संच, 2.अस्पष्ट संच",fuzzy set
मिळवणे,gain
क्रीडा वृक्ष,game tree
मध्यांतर वर्ण,gap character
कचरा,garbage
कचरा गोळा करणे,garbage collection
कचरा गोळा करणे,garbage collection
कचरा आत कचरा बाहेर (Gigo),garbage in garbage out (GIGO)
दरवाजा,gate
दरवाजाचा मार्ग (नेटवर्कच्या संदर्भात),gateway
सर्वसमावेशक कार्यक्रम,general program
सर्वसमावेशक कार्यक्रम,general program
व्यापक उद्देश संगणक,general purpose computer
सामान्य उद्देश संगणक,general purpose computer
सामान्य नोंदणी,general register
सामान्यीकरण,generalization
सामान्यीकरण,generalization
विस्तृत ऑब्जेक्ट भाषा,general-purpose language
ब्रॉड पर्पज ऑपरेशन सिस्टम,general-purpose operating sysem
सर्वसमावेशक उद्देश नोंदणी,general-purpose regisgter
त्रुटी निर्माण झाली,generated error
पुनरुत्पादक कार्य,generating function
सामान्य वर्ग,generic class
वर्ग कार्य,generic function
सामान्य वर्गाचे नाव,generic name
gigo,gigo
"1. युनिव्हर्सल, 2. ग्लोबल",global
सार्वत्रिक कोड,global code
सार्वत्रिक लॉक,global lock
"1. युनिव्हर्सल नेटवर्क, 2. युनिव्हर्सल नेटवर्क",global network
सार्वत्रिक नेटवर्क,global network
"1. जागतिक वापरकर्ता, 2. सार्वजनिक वापरकर्ता, 3. सार्वत्रिक वापरकर्ता",global user
जागतिक चल,global variable
"1.जागतिकीकरण, 2.जागतिकीकरण",globalisation
गोफर (नेटवर्कमधील प्रोटोकॉल),gopher
गोफर रिसेप्टर,gopher client
"1. गोफर सर्व्हर, 2. गोफर सर्व्हर",gopher server
गोफर साइट,gopher site
गोफर जागा,gopher space
आकर्षक अध:पतन,graceful degradation
व्याकरण सुधारक,grammar checker
व्याकरण आकर्षक बहिर्मुखता,grammar graceful exit
"1.एकूण एकूण, 2.महान एकूण, 3.एकूण एकूण",grand total
"1. आलेख, 2. आलेख",graph
"1.ग्राफ नोटेशन, 2.ग्राफ नोटेशन",graph plotting
"1. ग्राफिक वर्ण, 2. ग्राफिकल वर्ण",graphic character
"1. ग्राफिकल कंट्रोलर, 2. ग्राफिकल कंट्रोलर",graphic controller
"1. ग्राफिकल डेटा स्ट्रक्चर, 2. ग्राफिकल डेटा स्ट्रक्चर",graphic data structure
"1. ग्राफिक डिस्प्ले प्रोग्राम, 2. ग्राफिकल डिस्प्ले प्रोग्राम",graphic display program
"1.ग्राफिकल डिस्प्ले रिझोल्यूशन, 2.ग्राफिक डिस्प्ले",graphic display resolution
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा",graphic language
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा",graphic language
"1. ग्राफिकल प्लेट, 2. ग्राफिकल प्लेट",graphic panel
"1.ग्राफिक अॅनिमेशन, 2.ग्राफिक अॅनिमेशन",graphical animation
ग्राफिक ट्रान्सफर फॉरमॅट (GIF),graphical interface format (GIF)
"1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस",graphical user interface (GUI)
"1.ग्राफिक्स, 2.ग्राफिक्स",graphics
"1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन",graphics application
"1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर",graphics cursor
"1.ग्राफिक्स मोड, 2.ग्राफिक मोड",graphics mode
"1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज",graphics package
"1.Graphics Software, 2.Graphics Software",graphics software
"1.Graphics Software, 2.Graphics Software",graphics software
"1.Graphics Software Package, 2.Graphical Software Package",graphics software package
राखाडी स्केल,gray scale
"1. लोभी पद्धत, 2. लोभी पद्धत",greedy method
द्राक्ष,grep
ग्रिड,grid
ग्रिड चार्ट,grid chart
ग्रिड गणना,grid computing
ग्रिड मॉड्यूलेशन,grid modulation
जमिनीची लाट,ground wave
गट,group
गट पत्ता,group address
गट कोड,group code
गट संवाद,group communication
गट संवाद,group communication
"1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी",group identification
गटाचे नाव,group name
ग्रुपवेअर,groupware
वाढ,growth
"१.गार्ड, २.गार्ड",guard
मार्गदर्शित माध्यम,guided media
गनझिप,gunzip
डीकोड,hack
डिकोडर,hacker
डिकोडर शब्दकोश,hacker's dictionary
अर्धा जोडणारा,half adder
अर्धा पूल,half bridge
अर्धा डुप्लेक्स,half duplex
अर्धा डुप्लेक्स लाइन,half duplex line
अर्धा डुप्लेक्स मोड,half duplex mode
अर्धी तीव्रता,half intensity
अर्ध राउटर,half router
अर्ध-विभागीय,half subtracter
अर्धी प्रतिमा,half toning
अर्धा शब्द,half word
हॅमिलटोनियन चक्र,hamiltonious cycle
हॅमिंग कोड,hamming code
हात,hand
छापील प्रत,hand copy
हाताळणी,handle
हाताळणी,handling
निलंबन,hang
आनंददायी सापळा,happy net
हार्ड कॉपी डिव्हाइस,hard copy device
"1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क",hard disk
लवचिक डिस्क कोसळणे,hard disk crash
कठीण त्रुटी,hard error
हार्डवेअर प्रवाह नियंत्रण,hardware flow control
"1.हार्मोनिक, 2.हार्मोनिक",harmonic
"1.हार्मोनिक मीन, 2. हार्मोनिक मीन",harmonic mean
हॅकिंग,hash
हॅकिंग आकृती,hash diagram
चिमिंग टेबल,hash table
हॅकिंग तंत्र,hashing technique
"1.हेडर, 2.एंट्री",header
"1.स्टॅक, 2.स्टॅक",heap
वस्तुमान वर्गीकरण,heap sort
मदत,help
मदत स्क्रीन,help screen
"1.help नेटवर्क, 2.help नेटवर्क",helpnet
हर्ट्झ (वारंवारता/वारंवारतेचे एकक),hertz
उत्स्फूर्त,heuristic
प्रायोगिक पद्धत,heuristic method
हेक्साडेसिमल संख्या,hexadecimal numbers
अप्रत्यक्ष रेषा,hidden line
श्रेणीबद्ध डेटा स्टोरेज,hierarchical data base
श्रेणीबद्ध फाइल व्यवसाय,hierarchical file system
श्रेणीबद्ध रूपरेषा,hierarchical topography
उच्च स्तरीय भाषा,high level language
उच्च मेमरी क्षेत्र,high memory area
उच्च कार्यक्षमता,high performance
"1. संपादन, 2. हिट, 3. संधी",hit
हिट दर,hit rate
हिट प्रमाण,hit ratio
"1. भोक, अंतर 2. भोक",hole
होम डिरेक्टरी,home directory
मुख्यपृष्ठ,home page
एकसंध समन्वय,homogeneous coordinate
हॉप,hop
हॉप संख्या (नेट वर्कच्या दृष्टीने),hop count
हॉर्न,horn
फीडर संगणक,host computer
फीडर संगणक,host computer
फीडर भाषा,host language
"1.सक्रिय की, 2.हॉट की",hot key
हायपर टेक्स्ट चिन्हांकित भाषा (HTML),hyper text markup language (HTML)
गृहीतक,hypothesis
मी पॉड,I pod
इनपुट/आउटपुट बफर,I/O buffer
"1.इनपुट/आउटपुट गेटवे, 2.I/O गेटवे",I/O port
इनपुट/आउटपुट युनिट,I/O unit
स्पीकर,identifier
"1. ओळख, 2. ओळख, 3. व्यक्तिमत्व, 4. ओळख",identity
प्रतिबिंब,image
प्रतिबिंब सेन्सर,image sensor
प्रभाव प्रिंटर,impact printer
प्रतिबाधा,impedence
प्रिस्क्रिप्टिव्ह प्रोग्राम भाषा,imperative programme language
आदेश विधान,imperative statement
अस्पष्ट पत्ता,implicit address
अशक्य घटना,impossible event
निष्क्रिय नोड,inactive node
विसंगतता,inconsistency
वाढ,increment
सूचक,index
सूचक डेटा आयटम,index data item
अनुक्रमणिका फाइल,index file
इंडेक्स रजिस्टर,index register
पॉइंटर अनुक्रमिक,index sequential
अनुक्रमित पत्ता,indexed addressing
अनुक्रमित भाषा,indexed language
अनुक्रमित अनुक्रम फाइल,indexed sequence file
अनुक्रमित अनुक्रमिक प्रवेश पद्धत (ISAM),indexed sequential sccess method (ISAM)
अप्रत्यक्ष संबोधन,indirect addressing
माहिती विज्ञान,Informatics
माहिती,Information
माहिती बिट,information bit
माहिती व्यवस्थापन,information management
माहिती व्यवस्थापन प्रणाली (IMS),information management system (IMS)
माहिती उत्खनन,information retrieval
माहिती प्रणाली,information system
माहिती तंत्रज्ञान (IT),information technology (IT)
पायाभूत सुविधा व्यवस्थापन,infrastructure management
वारसा,Inheritance
निहित त्रुटी,inherited error
प्राथमिक,Initial
सुरुवातीचा पत्ता,initial address
प्रारंभिक टप्पा,initial state
आरंभ करणे,Initialization
इंक जेट प्रिंटर,ink jet printer
असंख्य,Innumerable
समाप्त नोड टेबल,i-node table
नॉन-ऑपरेशनल कालावधी,inoperable time
गुंतवणूक बफर रजिस्टर,input buffer register
इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर),input output processor (I/O processor)
गुंतवणूक इश्यू रजिस्टर (I/O रजिस्टर),input output register (I/O register)
गुंतवणूक आउटपुट स्टेटमेंट (I/O स्टेटमेंट),input output statement (I/O statement)
गुंतवणूक / समस्या (I/O),input/output (I/O)
इनपुट/आउटपुट बफर (I/O बफर),input/output buffer (I/O buffer)
इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस),input/output device (I/O device)
गुंतवणूक,Insert
इंटरपोलेशन वर्गीकरण,insertion sort
स्थापना वेळ,installation time
चित्रण,Instance
सूचना,Instruction
सूचना काउंटर,instruction counter
सूचना चक्र,instruction cycle
सूचना संच,instruction set
पूर्णांक प्रोग्रामिंग,integer programming
पूर्णांक व्हेरिएबल,integer variable
एकात्मिक मोडेम,integrated modem
एकात्मिक सेवा डिजिटल नेटवर्क (ISDN),integrated services digital network (ISDN)
अखंडता,Integrity
कुशाग्र नियंत्रक,intelligent controller
तीक्ष्ण टर्मिनल,intelligent terminal
एंड ब्लॉक,inter block
आंतर विभागातील अंतर,inter block gap
संप्रेषण प्रणाली,inter communication system
परस्परसंवाद,Interaction
संवाद आलेख,interactive graphics
"1.म्युच्युअल कीबोर्ड प्रिंटर,2.म्युच्युअल कीबोर्ड प्रिंटर",interactive keyboard printer
परस्पर संवाद सेवा,intercom service
"1.इंटरफेस, 2.इंटरफेस",Interface
"1. व्याख्या, 2. व्याख्या",Interleaving
इंटरमीडिएट बफर,intermediate buffer
अंतर्गत विभाग,internal block
अंतर्गत संप्रेषण,internal communication
अंतर्गत खंडन,internal fragmentation
अंतर्गत मेमरी,internal memory
अंतर्गत वर्गीकरण,internal sort
अंतर्गत घड्याळ,internal timer
आंतरराष्ट्रीय मानकीकरण संघटना (ISO),international organization for standardization (ISO)
आंतरराष्ट्रीय तांत्रिक समर्थन संस्था,international technical support organization
इंटरनेट,Internet
इंटरनेट इंजिनिअरिंग वर्किंग ग्रुप (IETF),internet engineering task force (IETF)
इंटरनेट एक्सप्लोरर,internet explorer
इंटरनेट एक्सप्लोरेशन,internet hunt
इंटरनेट मासिक अहवाल,internet monthly report
इंटरनेट पॅकेट एक्सचेंज,internet packet exchange
इंटरनेट प्रोटोकॉल (IP),internet protocol (IP)
"1.इंटरनेट मॅन्युअल, 2.इंटरनेट प्रोटोकॉल",internet protocol remove (IP)
इंटरनेट ब्रॉडकास्ट डायलॉग (IRC),internet relay chat (IRC)
इंटरनेट सेवा प्रदाता,internet service provider
इंटरनेट सेवा यादी,internet services list
इंटरनेट सोसायटी,internet society
"1. इंटरनेट उपकरण, 2. उपकरण",internet tools
इंटरनेट ऑपरेशन,internet working
इंटरनेट ऑपरेशन,internet working
इंटरपोलेशन,Interpolation
व्याख्या,Interpret
"1. दुभाषी, 2. भेदभाव, 3. स्मृती हस्तांतरणकर्ता",Interpreter
आंतरप्रक्रिया संप्रेषण,interprocess communication
अंतरायक,Interrupt
व्यत्यय हँडलर,interrupt handler
कव्हर व्यत्यय आणणे,interrupt mask
व्यत्यय सिग्नल,interrupt signal
व्यत्यय वेक्टर,interrupt vector
व्यत्यय,Interruption
छेदनबिंदू,Intersect
"1.इंटरनेट, 2.इंट्रानेट",Intranet
अपरिवर्तनीय,Invariant
इन्व्हेंटरी मुख्य फाइल,inventory master file
व्यस्त मल्टीप्लेक्सर,inverse multiplexer
व्यस्त स्कॅनिंग,inverse scanning
उलट फाइल,inverted file
उलट यादी फाइल,inverted list file
उलट पृष्ठ सारणी,inverted page table
"1. इंटरचेंजर, 2. प्रतीक",Inverter
इंटरनेट ऑपरेशन,internet working
इंटरपोलेशन,Interpolation
व्याख्या,Interpret
"1. दुभाषी, 2. भेदभाव, 3. स्मृती हस्तांतरणकर्ता",Interpreter
आंतरप्रक्रिया संप्रेषण,interprocess communication
