Punjabi,English
ਮੰਗ ਫੰਕਸ਼ਨ,demand function
ਜਨਸੰਖਿਆ ਅਧਿਐਨ,demographic study
ਜਨਸੰਖਿਆ,demography
ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ,De Moivre’s theorem
"ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ",demonstrate
"ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ",demonstration
ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ,demonstrative geometry
ਹਰ,denominator
ਸੰਘਣੀ ਕੁੱਲ,dense set
"ਘਣਤਾ, ਘਣਤਾ",density
ਗਿਣਨਯੋਗ ਸੈੱਟ,denumerable set
ਚੜ੍ਹਦਾ ਸਥਿਰ,departing variables
ਨਿਰਭਰ ਘਟਨਾ,dependent event
ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,dependent random variable
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,dependent variable
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,dependent variate
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,depression angle
"ਵਿਉਤਪੰਨ, ਵਿਉਤਪੰਨ, ਵਿਭਿੰਨਤਾ",derivation
"ਡੈਰੀਵੇਟਿਵ, ਡੈਰੀਵੇਟਿਵ",derivative
ਪ੍ਰਾਪਤ ਸੀਮਾ,derived series
ਪ੍ਰਾਪਤ ਸੈੱਟ,derived set
"ਉਤਰਦਾ, ਉਤਰਦਾ",descending
ਘਟਦੇ ਕ੍ਰਮ,descending order
ਘਟਦੀ ਸੀਮਾ,descending series
ਪ੍ਰੋਜੈਕਟਿਵ ਜਿਓਮੈਟਰੀ,descriptive geometry
ਵਰਣਨਯੋਗ ਮਾਡਲ,descriptive model
ਵਰਣਨਯੋਗ ਅੰਕੜੇ,descriptive statistics
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)",design
ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ,design of experiment
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,desk calculator
"ਪਛਾਣ, ਖੋਜ",detection
"ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ",determinant
ਨਿਰਣਾਇਕ ਕ੍ਰਮ,determinant rank
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,determine
ਨਿਰਣਾਇਕ ਮਾਡਲ,deterministic model
ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ,deterministic problem
ਭਟਕਣਾ,deviation
ਭਟਕਣਾ ਗੁਣਾਂਕ,deviation coefficient
ਬਾਈਨਰੀ ਸਿਸਟਮ,diadic system
"ਤਿਰਛੀ ਕਪੋਨਿਊਜ਼,",diagonal
ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ,diagonalization of a matrix
"ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ, ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ",diagonal matrix
ਵਿਕਰਣ ਸਮਾਨਤਾ,diagonal similarity
ਚਿੱਤਰ,diagram
ਡਰਾਇੰਗ ਢੰਗ,diagrammatic method
ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ,diagrammatic presentation
ਵਿਆਸ,diameter
ਵਿਆਸ ਸੈੱਟ ਕਰੋ,diameter of a set
ਵਿਆਸ ਦੇ ਉਲਟ,diametrically opposite
"ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ",dice throw
ਉਭਾਰ ਵਰਗੀਕਰਣ,dichotomous classification
"ਵਿਭਾਜਨ, ਅੱਧਾ",dichotomy
ਸ਼ਬਦਕੋਸ਼,dictionary order
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,difference calculus
ਅੰਤਰ ਸਮੀਕਰਨ,difference equation
ਅੰਤਰ ਫਾਰਮੂਲਾ,difference formula
ਅੰਤਰ ਵਿਧੀ,difference method
ਸੈੱਟ ਦੇ ਅੰਤਰ,difference of sets
ਵੱਖ ਕਰਨ ਯੋਗ,differentiable
ਅੰਤਰ ਵਕਰ,differentiable curve
ਅੰਤਰ ਫੰਕਸ਼ਨ,differentiable function
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰ",differential
ਅੰਤਰ ਗਣਿਤ,differential calculus
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,differential coefficient
ਅੰਤਰ ਸਮੀਕਰਨ,differential equation
ਵਿਭਿੰਨ ਟੱਕਰ,differential form
ਅੰਤਰ ਫਾਰਮੂਲਾ,differential formula
ਅੰਤਰ ਫੰਕਸ਼ਨ,differential function
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,differential geometry
ਉੱਚ ਕ੍ਰਮ ਅੰਤਰ,differential of higher order
ਵਿਭਿੰਨ ਭਾਗ,differential quotient
ਵੱਖਰਾ,differentiate
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ",differentiation
ਅੰਤਰ ਫਾਰਮੂਲਾ,differentiation formula
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,differentiation of vector
"ਫੈਲਾਅ, ਫੈਲਾਅ",diffusion
"ਸੰਖਿਆ, ਡਾਇਡੇਮ, ਉਂਗਲੀ",digit
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,digital computer
ਅੰਕੀ ਦੱਤ,digital data
"ਸੀਮਾ, ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ",dimension
ਆਯਾਮ,dimensionality
ਅਯਾਮ ਰਹਿਤ,dimensionless
ਸਮੀਕਰਨ ਮਾਪ,dimension of an equation
ਡਾਇਓਫੈਂਟਸ ਦਾ ਸਮੀਕਰਨ,diophantine equation
ਡਿੱਗਣ ਦਾ ਕੋਣ,dip angle
ਡਾਇਪੋਲ ਕੋਆਰਡੀਨੇਟਸ,dipolar coordinates
dipole,dipole
bipyramid,dipyramid (bipyramid)
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,Dirac delta function
ਆਮ ਸਪਰਸ਼,direct common tangent
ਸੱਜੇ ਕੋਣ,directed angle
ਸਿੱਧੀ ਲਾਈਨ,directed line
ਸਪੇਸ ਡੈਰੀਵੇਟਿਵ,directional derivative
"dicosine, dico-cosine",direction cosine
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,direction of maxima
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਿਸ਼ਾ,direction of projection
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,direction ratio
ਰੈਗੂਲੇਟਰੀ ਚੱਕਰ,director circle
ਰੈਗੂਲੇਟਰ ਚੱਕਰ,director sphere
ਅਨੁਲੋਮਾ ਉਤਪਾਦ,direct product
"ਸਿੱਧਾ ਸਬੂਤ, ਸਿੱਧਾ ਸਬੂਤ",direct proof
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,direct proportion
ਕਿਸਮਤ,directrix
ਅਨੁਲੋਮਾ ਜੋੜ,direct sum
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,disconncted sets
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਬਰੇਕ",discontinuity
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,discontinuity of derivative
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,discontinuity of the first kind
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,discontinuity of the second kind
ਲਗਾਤਾਰ ਵੰਡ,discontinuous distribution
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,discontinuous function
ਲਗਾਤਾਰ ਅੰਤਰ,discontinuous variate
ਕਣ,discrete
ਲਗਾਤਾਰ ਵੰਡ,discrete distribution
ਨਿਰੰਤਰ ਸੰਭਾਵਨਾ ਵੰਡ,discrete probability distribution
ਲਗਾਤਾਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,discrete random variable
ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ,discrete sample space
ਵੱਖਰਾ ਕੁੱਲ,discrete set
ਵੱਖਰੀ ਆਬਾਦੀ,discrete space
ਵੱਖ ਰਾਜ,discrete topology
ਲਗਾਤਾਰ ਅੰਤਰ,discrete variate
ਵਿਤਰਕ ਟੈਕਸ,discriminant
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,discriminatory analysis (=discriminant analysis)
ਅਸੰਬੰਧਿਤ,disjoint
ਅਸੰਬੰਧਿਤ ਘਟਨਾ,disjoint events
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,disjoint sets
ਡਿਸਜੋਇੰਟ ਸੰਮਿਲਨ,disjoint union
"ਖੰਡਨ, ਤਰਕਸ਼ੀਲ ਜੋੜ",disjunction
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ",dispersion
ਫੈਲਾਅ ਚਾਰਟ,dispersion chart
ਫੈਲਾਅ ਸੂਚਕਾਂਕ,dispersion constant
ਫੈਲਾਅ ਚਿੱਤਰ,dispersion diagram
ਫੈਲਾਅ ਮੈਟਰਿਕਸ,dispersion matrix (=covariance matrix)
ਵਿਸਥਾਪਨ,displacement
ਪ੍ਰਦਰਸ਼ਨੀ,display
ਕੰਸੋਲ,display unit (=consol)
"ਅਸਮਾਨ, ਅਸਮਾਨ",dissimilar
dissipating ਫੋਰਸ,dissipative forces
ਦੂਰੀ ਫੰਕਸ਼ਨ,distance function
ਦੂਰੀ ਮਾਡਿਊਲਸ,distance modulus
ਗੈਰ-ਵਿਤਰਕ,distribution-free method
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ",distributive law
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ",diverge
"ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ",divergence
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,divergence theorem
ਵੱਖਰੇ,divergent
ਵੱਖ-ਵੱਖ ਸੀਮਾ,divergent series
ਵੰਡਿਆ ਅੰਤਰ,divided difference
"ਵੰਡਣਯੋਗਤਾ, ਵੰਡਣਯੋਗਤਾ",divisibility
"ਵੰਡਣਯੋਗ, ਵੰਡਣਯੋਗ",divisible
"ਵੰਡ, ਵੰਡ, ਵੰਡ",division
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,division algorithm
ਸਪਲਿਟ ਰਿੰਗ,division ring
ਚਤੁਰਭੁਜ,dodecagon
ਡੇਕਗਨ,dodecahedron
"ਡੋਮੇਨ, ਡੋਮੇਨ, ਪ੍ਰਾਂਤ, ਖੇਤਰ",domain
ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,domain of a function
ਪਰਿਭਾਸ਼ਾ-ਪ੍ਰਾਂਤ,domain of definition
ਹੋਂਦ ਦੀ ਸਥਿਤੀ,domain of existence
ਓਵਰਰਾਈਡਿੰਗ ਡਿਵਾਈਸ,dominant strategy
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,doppler effect
"ਬਿੰਦੂ ਉਤਪਾਦ, ਸਕੇਲਰ ਉਤਪਾਦ",dot product
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,dotted curve
ਦੋਹਰਾ ਅੰਤਰ,double differentiation
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,double exponential distribution
ਡਬਲ ਕੋਇਲ,double helix
ਬਾਈਨਰੀ ਅਟੁੱਟ,double integral
ਬਾਈਨਰੀ ਏਕੀਕਰਣ,double integration
ਡਬਲ ਸੀਮਾ,double limit
ਡਬਲ ਨਮੂਨਾ ਲੈਣ ਦੀ ਘਟਨਾ,double sampling plan
ਡਬਲ ਕ੍ਰਮ,double sequence
ਡਬਲ ਸੀਰੀਜ਼,double series
ਡਬਲ-ਅਟੈਚਡ ਨੋਟੇਸ਼ਨ,double suffix notation
ਡਬਲ ਸੰਕਲਨ,double summation
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,downward acceleration
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,downward displacement
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,downward motion
ਹੇਠਾਂ ਵੱਲ ਦੀ ਗਤੀ,downward velocity
ਖਿੱਚ,drag
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,drag force
"ਦੋਹਰਾ ਦਵੈਤ,",dual
ਦੋਹਰਾ ਅਧਾਰ,dual basis
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,dual inner product
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,dual linear programming problem
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ",dual operation
ਦੋਹਰੀ ਸਮੱਸਿਆ,dual problem
ਦੋਹਰਾ ਸਿੰਗਲ ਐਲਗੋਰਿਦਮ,dual simplex algorithm
ਦੋਹਰਾ ਸਿੰਗਲ ਢੰਗ,dual simplex technique
ਦੋਹਰੀ ਸਪੇਸ,dual space
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,dual variable
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,dual vector space
ਚੁੱਪ ਸੂਚਕਾਂਕ,dummy index
ਚੁੱਪ ਫੁੱਟਰ,dummy subscript
ਚੁੱਪ ਇਕਰਾਰਨਾਮਾ,dummy suffix
ਚੁੱਪ ਵੇਰੀਏਬਲ,dummy variable
ਨਕਲ,duplicator process
ਗਤੀਸ਼ੀਲ,dynamical
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,dynamical system
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,dynamic demand function
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,dynamic model
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,dynamic programming
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,dynamic programming approach
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,dynamic programming technique
"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ",dynamics
ਕਣ ਗਤੀਸ਼ੀਲਤਾ,dynamics of a particle
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,dynamics of rigid bodies
"ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ ਸੰਪਰਕ (ਵਰ.)",earth
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,earthquake intensity
ਸਨਕੀਤਾ,eccentricity
ਧਾਰਨਾ,eclipse
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,econometric forecast
ਅਰਥ ਸ਼ਾਸਤਰੀ,econometrician
ਅਰਥ ਗਣਿਤ,econometrics
ਅਰਥ ਸ਼ਾਸਤਰ,economics
"ਕੋਰ, ਕਿਨਾਰਾ, ਅੱਥਰੂ",edge
ਸਮੁੱਚੇ ਕੋਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,edge of a convex set
ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ,efficiency factor
ਗੁਣ ਤੱਤ,eigen element
ਵਿਸ਼ੇਸ਼ਤਾ ਫੰਕਸ਼ਨ,eigen function
"eigen ਮੁੱਲ, ਗੁਣ ਮੁੱਲ",eigen value
ਗੁਣ ਮੁੱਲ ਸਮੀਕਰਨ,eigen value equation
"ਈਜੇਨ ਵੈਕਟਰ, ਗੁਣ ਵੈਕਟਰ",eigen vector
ਲਚਕੀਲੇ,elastic
ਲਚਕੀਲੇ ਪਲੱਸਤਰ,elastic constant
ਲਚਕੀਲੇ ਸੰਤੁਲਨ,elastic equilibrium
ਲਚਕਤਾ,elasticity
ਲਚਕੀਲਾ ਪੰਨਾ,elasticity surface
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ",electronic computer
"ਤੱਤ, ਤੱਤ, ਤੱਤ",element
ਸ਼ੁਰੂਆਤੀ ਕਾਲਮ ਕਾਰਵਾਈ,elementary column operation
ਸ਼ੁਰੂਆਤੀ ਘਟਨਾ,elementary event
ਸ਼ੁਰੂਆਤੀ ਫੰਕਸ਼ਨ,elementary function
ਸ਼ੁਰੂਆਤੀ ਕਾਰਵਾਈ,elementary operation
ਸ਼ੁਰੂਆਤੀ ਨਤੀਜੇ,elementary outcome
ਸ਼ੁਰੂਆਤੀ ਸੰਭਾਵਨਾ ਨਿਯਮ,elementary probability law
ਲਾਈਨ ਓਪਰੇਸ਼ਨ ਸ਼ੁਰੂ ਕਰਨਾ,elementary row operation
"ਨਾਸ ਕਰਨਾ, ਨਸ਼ਟ ਕਰਨਾ,",eliminate
ਰੈਜ਼ੋਲੂਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,elemination procedure
"ਅੰਡਾਕਾਰ, ਅੰਡਾਕਾਰ",ellipse
ਅੰਡਾਕਾਰ,ellipsoid
ਅੰਡਾਕਾਰ,ellipsoidal
ਅੰਡਾਕਾਰ ਸਤਹ,ellipsoidal surface
ਅੰਡਾਕਾਰ ਸਰੀਰ,elliptical body
ਏਮਬੈਡਿੰਗ,embedding
ਨਿਕਾਸ,emission
ਅਨੁਭਵੀ ਭਰੋਸਾ,empirical data
ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ,empirical formula
ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ,empirical probability
ਅਨੁਭਵੀ ਸਬੰਧ,empirical relation
ਖਾਲੀ ਸੈੱਟ,empty set
ਬੰਨ੍ਹਿਆ ਹੋਇਆ,enclosed
"ਏਨਕੋਡਿੰਗ, ਕੋਡਿੰਗ",encoding
ਅੰਤਰਕਾਰਜਸ਼ੀਲਤਾ,endomorphism
ਅੰਤ ਬਿੰਦੂ,end point
ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ,end point of class interval
ਊਰਜਾ,energy
ਊਰਜਾ-ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ,energy momentum component
ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ,entering variable
ਗਿਣਨਯੋਗ ਸੈੱਟ,enumerable set
"ਗਿਣਤੀ, ਗਿਣਤੀ",enumeration
"ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ",equal
"ਸਮਾਨਤਾ, ਸਮਾਨਤਾ",equality
ਸੰਭਾਵਨਾ,equally likely
ਵੀ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ,equal probability selection method (=epsem)
ਬਰਾਬਰ,equate
"ਸਮੀਕਰਨ, ਸਮੀਕਰਨ",equation
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,equation of first degree
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,equation of second degree
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,equation of third degree
"ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ",equator
ਇਕਸਾਰ,equicontinuous
ਬਰਾਬਰ,equilateral
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ",equilibrium
ਬਲ ਸੰਤੁਲਨ,equilibrium of forces
ਸੰਤੁਲਨ ਬਿੰਦੂ,equilibrium point
ਸਮਾਨਤਾ,equivalence
ਸਮਾਨਤਾ ਵਰਗ,equivalence class
ਸਮਾਨਤਾ ਸਬੰਧ,equivalence relation
"ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (ed.)",equivalent
ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ,equivalent matrix
ਬਰਾਬਰ ਸੈੱਟ,equivalent set
ਰੁਝਾਨ,ergodicity
"ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ",error
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,error analysis
ਗਲਤੀ ਕੋਡ,error code
ਗਲਤੀ ਗੁਣਾਂਕ,error coefficient
ਵਰਗ ਮਤਲਬ ਗਲਤੀ,error of mean square
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,error of the first kind
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,error of the second kind
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,escape probability
ਬਚਣ ਦੀ ਗਤੀ,escape velocity
ਈ. ਸ਼ਮਿਟ ਮੋਬਿਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,E. Schmidt's orthogonalization process
ਬਾਹਰੀ,escribed circle
"ਜ਼ਰੂਰੀ, ਜ਼ਰੂਰੀ",essential
ਲਗਭਗ ਵਿਲੱਖਣ,essentially unique
"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ (ਵੇਰ.), ਮੁਲਾਂਕਣ ਕਰਨਾ (ਐਡੀ.)",estimate
ਅੰਦਾਜ਼ਾ ਵਿਧੀ,estimation method
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,Euclidean coordinate
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,Euclidean domain
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,Euclidean geometry
ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ,Euclidean n-space
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,Euclidean plane
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,Euler's theorem
"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ",evaluate
ਵੀ,even
ਵੀ ਕਰਵ,even curve
ਵੀ ਫੰਕਸ਼ਨ,even function
ਇੱਥੋਂ ਤੱਕ ਕਿ ਰਿਫ੍ਰੈਕਟਰੀ,even multiple
ਸਮ ਸੰਖਿਆ,even number
ਅਜੀਬ ਸਮਰੂਪਤਾ,even odd symmetry
ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ,even permutation
"ਘਟਨਾ, ਕਿੱਸਾ",event
isomorphism,even term
"ਬਿਲਕੁਲ, ਬਿਲਕੁਲ, ਬਿਲਕੁਲ",exact
ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ,exact chi-square test
ਸਹੀ ਅੰਤਰ,exact differential
ਸਹੀ ਸਮੀਕਰਨ,exact equation
ਉਦਾਹਰਨ,example
ਐਕਸਚੇਂਜ,exchange
ਖਾਸ ਘਟਨਾ,exhaustive event
ਹੋਂਦ ਸੰਬੰਧੀ axiom,existence axiom
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,existence probability(= a priori probability)
ਹੋਂਦ ਦਾ ਸਿਧਾਂਤ,existence theorem
ਬਾਹਰੀ ਵੇਰੀਏਬਲ,exogenous variable
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ",expansion
ਉਮੀਦ ਫੰਕਸ਼ਨ,expectation function
ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ,expected frequency
ਅਨੁਮਾਨਿਤ ਮੁੱਲ,expected value
ਪ੍ਰਯੋਗ,experiment
"ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ, ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ",experimental error
"ਵਿਆਖਿਆ, ਵਿਆਖਿਆ",explanation
ਸਪੱਸ਼ਟ ਸਮੀਕਰਨ,explicit equation
ਸਪੱਸ਼ਟ ਤੌਰ &#39;ਤੇ,explicit form
ਸਾਫ ਫੰਕਸ਼ਨ,explicit function
ਸਾਫ ਹੱਲ,explicit solution
ਘਾਤਕ,exponent
ਘਾਤਕ ਵਕਰ,exponential curve
ਘਾਤਕ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ,exponential density function
ਘਾਤਕ ਵੰਡ,exponential distribution
ਘਾਤਕ ਸਮੀਕਰਨ,exponential equation
ਘਾਤਕ ਫੰਕਸ਼ਨ,exponential function
"ਘਾਤਕ ਵਾਧਾ, ਘਾਤਕ ਵਾਧਾ",exponential growth
ਘਾਤਕ ਨਿਯਮ,exponential law
ਘਾਤਕ ਨਕਸ਼ਾ,exponential map
"ਘਾਤਕ ਲੜੀ, ਘਾਤਕ ਲੜੀ",exponential series
"ਸਮੀਕਰਨ, ਸਮੀਕਰਨ, ਚਿਹਰੇ ਦੇ ਹਾਵ-ਭਾਵ, ਪ੍ਰਗਟਾਵੇ",expression
ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ,extended interval
ਵਧੀ ਹੋਈ ਅਸਲ ਲਾਈਨ,extended real line
ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ,extended real number system
ਮੈਪਿੰਗ ਐਕਸਟੈਂਸ਼ਨ,extension of a mapping
ਬਾਹਰੀ ਕੋਣ,exterior angle
ਬਾਹਰੀ ਜ਼ੋਨ,exterior area
ਬਾਹਰੀ ਬਿੰਦੂ,exterior point
ਬਾਹਰੀ,external
predicate ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ,extrapolation of trend value
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ,extrapolation technique
ਸਿਖਰ ਮੁੱਲ,extremal value
"ਅਤਿਅੰਤ, ਅੰਤ, ਅਤਿ, ਸਿਖਰ",extreme
ਉੱਚ ਬਿੰਦੂ,extreme point
ਉਲਟ ਸੈੱਟ ਦਾ ਅਤਿ ਬਿੰਦੂ,extreme point of convex set
ਫੰਕਸ਼ਨ ਦਾ ਅਤਿ ਮੁੱਲ,extremum of a function
ਅਤਿ ਗੁਣ,extremum property
"ਚਿਹਰਾ, ਪਾਸੇ, ਸਾਹਮਣੇ",face
ਅੰਕਿਤ ਮੁੱਲ,face value
"ਭਾਗ, ਕਾਰਕ, ਕਾਰਕ, ਧਾਰਾ,",factor
ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ,factor analysis
ਖੰਡਿਤ,factored
ਕਾਰਕ ਸੰਬੰਧੀ,factorial
ਮਲਟੀਪਲ ਫੈਕਟਰ ਡਿਜ਼ਾਈਨ,factorial design
ਕਾਰਕੀਕਰਨ,factorization
ਕਾਰਕ ਨੂੰ,factorise
ਨਿਆਂ ਦੀ ਖੇਡ,fair game
"ਵਰਚੁਅਲ, ਗਲਤ, ਕੋਡ",FALSE
