Kannada,Assamese
ಕತ್ತಲು,অন্ধকাৰ
ಕಸ್ಟಮೈಸ್ ಮಾಡಲಾಗಿದೆ,কাষ্টমাইজড
ರೂಪಾಂತರ,অভিযোজন
ಕುರುಡು ಕೋಣೆ,অন্ধ কোঠা
ಡಾರ್ಕ್ ವಹನ,ডাৰ্ক কণ্ডাকচন
ಡಾರ್ಕ್ ಕರೆಂಟ್,ডাৰ্ক কাৰেণ্ট
ಹೊಳೆಯುವ ನಕ್ಷತ್ರ,উজ্জ্বল তৰা
ಕುರುಡು ಪ್ರದೇಶ,অন্ধ অংশ
ಡಾರ್ಕ್ ಫೀಲ್ಡ್ ಪ್ರಕಾಶ,ডাৰ্ক ফিল্ড আলোকসজ্জা
ಡಾರ್ಕ್ ಫೀಲ್ಡ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ,ডাৰ্ক ফিল্ড মাইক্ৰস্কোপ
ಮಂಜಿನ ನೀಹಾರಿಕೆ,কুঁৱলীময় নিহাৰিকা
ಗಾಢ ನೀಹಾರಿಕೆ,ডাৰ্ক নেবুলা
ಬ್ಲ್ಯಾಕೌಟ್ ಪ್ರತಿರೋಧ,ব্লেকআউট প্ৰতিৰোধ ক্ষমতা
ಡಾರ್ಕ್ ಪ್ರದೇಶ,আন্ধাৰ অঞ্চল
ಪ್ರಕಾಶಮಾನವಾದ ಪ್ರವಾಹ,উজ্জ্বল কাৰেণ্ট
ಪ್ರಕಾಶಮಾನ ವೇರಿಯಬಲ್,ইনকাণ্ডেচেণ্ট ভেৰিয়েবল
ಡಾರ್ಕ್ ಲೈನ್ ಸ್ಪೆಕ್ಟ್ರಮ್,ডাৰ্ক লাইন স্পেকট্ৰম
ಆಳವಾದ ಬೂದು,গভীৰ ধূসৰ
ನಿರಂತರ ಮುನ್ನಡೆ,নিৰন্তৰ অগ্ৰগতি
ಡಾರ್ವಿನ್ ಕರ್ವ್,ডাৰ্উইন বক্ৰ
ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ,জনগাঁথনি
"ದತ್ತ, ಉಪಟ್ಟ, ಡೇಟಾ, ಟ್ರಸ್ಟ್","দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট"
ದತ್ ಅರ್ಜನ್,দত্ত অৰ্জন
ಟ್ರಸ್ಟ್ ಕಾರ್ಡ್,ট্ৰাষ্ট কাৰ্ড
ಎಲೆ ಬೆಳಕನ್ನು ನಂಬಿರಿ,বিশ্বাস পাতৰ পোহৰ
ವಿಶ್ವಾಸಾರ್ಹ ಲಭ್ಯತೆ,উপলব্ধতা বিশ্বাস কৰক
ಡೇಟಾ ಪರಿವರ್ತಕ,ডাটা কনভাৰ্টাৰ
ಅರ್ಧ ವಲಯವನ್ನು ನಂಬಿರಿ,বিশ্বাস আধা বৃত্ত
"ಡೇಟಾ ನಿರ್ವಹಣೆ, ಅಧೀನ ನಿರ್ವಹಣೆ","ডাটা মেনেজমেণ্ট, অধীনস্থ মেনেজমেণ্ট"
ಡೇಟಾ ನಿರ್ವಹಣೆ ಸಾಮರ್ಥ್ಯ,ডাটা হেণ্ডলিং ক্ষমতা
ಡೇಟಾ ಲೈನ್,ডাটা লাইন
ದತ್ ಲಿಂಕ್,দত্ত লিংক
ದತ್ ಕೈಗೊಳ್ಳುತ್ತಿದ್ದಾರೆ,দত্ত আণ্ডাৰটেকিং
ನಂಬಿಕೆಯ ಮಾರ್ಗ,বিশ্বাসৰ পথ
ನಂಬಿಕೆಯ ಹಂತ,বিশ্বাসৰ পৰ্যায়
ಡೇಟಾ ಪಾಯಿಂಟ್,ডেটাম বিন্দু
"ದೇಣಿಗೆ ಸಂಪನ್ಮೂಲಗಳು, ಅಧೀನ ಸಂಪನ್ಮೂಲಗಳು, ಟ್ರಸ್ಟ್ ಸಂಪನ್ಮೂಲಗಳು","দান কৰা সম্পদ, অধীনস্থ সম্পদ, বিশ্বাস সম্পদ"
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,ডাটা প্ৰচেছৰ
ದತ್ ತಿದ್ದುಪಡಿ,দত্ত সংশোধনী
ವಿಶ್ವಾಸಾರ್ಹ ದರ,বিশ্বাসৰ হাৰ
ಡೇಟಾ ಹೊಂದಾಣಿಕೆ,তথ্য সমন্বয়
ಮಾಹಿತಿಯ ಕಾಗದ,ডাটা শ্বীট
ದತ್ ಉಸಿರುಕಟ್ಟುವಿಕೆ,দত্ত শ্বাসৰুদ্ধ
ಡೇಟಾ ಸ್ಥಿರೀಕರಣ,তথ্য স্থিতিশীলতা
ಡೇಟಾ ಪರಿವರ್ತನೆ,ডাটা ৰূপান্তৰ
ಸಂಯೋಜಿತ ಪದಗಳು,সম্পৰ্কীয় শব্দ
"ಡೇಟಾ ಆಟೊಮೇಷನ್, ಡೇಟಾಮೇಷನ್","ডাটা অটোমেচন, ডাটামেচন"
ಡೇಟಾಫೋನ್,ডাটাফোন
ವೇಳಾಪಟ್ಟಿ,সময়সূচী
"ದತ್, ಆಧಾರ್","দত্ত, আধাৰ"
ಮೂಲ ಹಾರಿಜಾನ್,ভিত্তি দিগন্ত
ಮೂಲ ಮಹಡಿ,ভিত্তি মজিয়া
ತೀವ್ರತೆ ಮಾಪನ ತಲಾಧಾರ,গুৰুত্ব জোখা তালাধৰ
ಮೂಲ ಕೊಠಡಿ,বেচ ৰুম
ಮೂಲ ಮಹಡಿ,ভিত্তি মজিয়া
ಬೇಸ್ ಪಾಯಿಂಟ್,ভিত্তি বিন্দু
"ವಿಘಟನೆ ಉತ್ಪಾದಕ, ಹಾಲಿನ ಉತ್ಪನ್ನ, ಪೋಷಕ, ಸಂತತಿ","পচন উৎপাদক, গাখীৰৰ পৰা উৎপাদিত সামগ্ৰী, পিতৃ-মাতৃ, বংশধৰ"
ವಿಘಟಿತ ಪರಮಾಣು,বিভাজিত পৰমাণু
ಹಾಲಿನ ಅಂಶ,গাখীৰৰ মৌল
ಹಾಲು ಐಸೊಟೋಪ್,গাখীৰৰ আইছ’ট’প
ಕ್ಷಯರೋಗ,যক্ষ্মা ৰোগ
ಡ್ಯಾಫಿನ್ ಕಾನೂನು,daphine ৰ নিয়ম
ಡೇವಿಸ್ ತಿದ್ದುಪಡಿ,ডেভিছ সংশোধনী
ಡೇವಿಸ್-ಗಿಬ್ಸನ್ ಅಕ್ಷರ ಫಿಲ್ಟರ್,ডেভিছ-গিবছন আখৰ ফিল্টাৰ
ಡೇವಿಸನ್ ನಿರ್ದೇಶಾಂಕಗಳು,ডেভিছনৰ স্থানাংক
ಡೇವಿಸನ್ ಬಿಸಿ ಪ್ರಯೋಗ,ডেভিছন হটাৰ পৰীক্ষা
ಡೇವಿಸನ್-ಕ್ಯಾಲ್ಬಿಕ್ ಫಾರ್ಮುಲಾ,ডেভিছন-কেলবিক সূত্ৰ
ಡ್ಯೂಯಿ ತತ್ವ,ডিউই নীতি
ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಶ್ರೇಣಿ,ডজ ৰেঞ্জ
ಸಂಧ್ಯಾ ರಾಕೆಟ್,সন্ধ্যা ৰকেট
"ಕೋರಸ್, ಉಷಗನ್","কোৰাছ, উষাগান"
ಡೋಟನ್ ಫಿಲ್ಮ್,ডটন ফিল্ম
ದಿನ,দিন
ದಿವಾಳಿತನದ,দেউলীয়া হোৱা
"ದಿವಾಲೋಕ್, ಓಘ್ ಪ್ರಕಾಶ್","দিভালোক, ওঘ প্ৰকাশ"
ದಿವಾಳಿತನ ಗುಣಾಂಕ,দেউলীয়া সহগ
ದಿನದ ನೋಟ,দিনৰ দৃশ্য
divalok ಬಾಯಿ,দিভালোক মুখ
ಡೆಸಿಬಲ್ ಮೀಟರ್,ডেচিবেল মিটাৰ
ಹೊಂದಿಸಲಾದ ಡೆಸಿಬಲ್,সামঞ্জস্য কৰা ডেচিবেল
ಡೆಸಿಬೆಲ್ ಫೆಮ್ಟೋವಾಟ್,ডেচিবেল ফেমট&#39;ৱাট
ಡೆಸಿಬೆಲ್ ಕಿಲೋವ್ಯಾಟ್,ডেচিবেল কিলোৱাট
ಡೆಸಿಬೆಲ್ ಮಿಲಿವ್ಯಾಟ್,ডেচিবেল মিলিৱাট
ಡೆಸಿಬೆಲ್ ಪಿಕ್ವಾಟ್,ডেচিবেল পিকোৱাট
ಡೆಸಿಬೆಲ್ ಸೂಚನಾ ಶಬ್ದ,ডেচিবেল নিৰ্দেশনা শব্দ
ಡೆಸಿಬಲ್ ವೋಲ್ಟ್,ডেচিবেল ভল্ট
ಡೆಸಿಬೆಲ್ ವ್ಯಾಟ್,ডেচিবেল ৱাট
ಡೆಸಿಬೆಲ್ ಸೂಚನಾ ಜೋಡಣೆ,ডেচিবেল নিৰ্দেশনা কাপলিং
ನೇರ ಪ್ರವಾಹ (ಪರಿವರ್ತಕ),প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ (ৰূপান্তৰক)
ಸಂಪರ್ಕ ಕಡಿತಗೊಳಿಸುವ ಸರ್ಕ್ಯೂಟ್,বিচ্ছিন্নকৰণ বৰ্তনী
ಡಿ ಬ್ರೋಗ್ಲಿ ಸಮೀಕರಣ,ডি ব্ৰগলি সমীকৰণ
ಡಿ ಬ್ರಾಗ್ಲಿ ತರಂಗ,ডি ব্ৰাগলি তৰংগ
ಡಿ ಬ್ರಾಗ್ಲಿ ತರಂಗಾಂತರ,de bragli তৰংগদৈৰ্ঘ্য
ಡಿ ಬ್ರಾಗ್ಲಿ ತತ್ವ,ডি ব্ৰাগ্লি নীতি
ಡಿ ಬ್ರೋಗ್ಲಿ ಸಂಬಂಧ,ডি ব্ৰগলি সম্পৰ্ক
ಡಿ ಹಾಸ್ ವ್ಯಾನ್ ಅಲ್ಫೆನ್ ಪರಿಣಾಮ,ডি হাছ ভ্যান আলফেন প্ৰভাৱ
ಡೆಲಾ ರೂ ಮತ್ತು ಮಿಲ್ಲರ್ ನಿಯಮಗಳು,ডেলা ৰু আৰু মিলাৰৰ নিয়ম
ವ್ಯುತ್ಪತ್ತಿ,ব্যুৎপত্তি
ಕುಳಿತುಕೊಳ್ಳುವ ಸಮುದಾಯ,ছিটাৰ সম্প্ৰদায়
ವಕ್ರೀಕಾರಕ ಕಿರಣ,বিবৰ্তনশীল ৰশ্মি
ತಡೆರಹಿತ,নিষিদ্ধ
ನ್ಯೂಟ್ರಾಲೈಸರ್,নিউট্ৰেলাইজাৰ
ನಿಷ್ಕ್ರಿಯ ಪರಿಣಾಮ,নিষ্ক্ৰিয় প্ৰভাৱ
"ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವಿಕೆ, ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವಿಕೆ","নিষ্ক্ৰিয়কৰণ, নিষ্ক্ৰিয়কৰণ"
ನಿಷ್ಕ್ರಿಯ ಆವರಣ,নিষ্ক্ৰিয় চৌহদ
ದುರ್ಬಲಗೊಂಡ ಡೋಲ್,পংগু dole
ಆಂದೋಲನ ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು ನಿಲ್ಲಿಸಿ,দোলন প্ৰতিক্ৰিয়া বন্ধ কৰক
ಜೀವಂತವಲ್ಲದ ಸರ್ಕ್ಯೂಟ್,অজীৱিত বৰ্তনী
"ಧ್ವನಿ ಹಿಂಜರಿತದ ಅಂತ್ಯ, ಅಂತ್ಯದ ಅಂತ್ಯ, ಕುರುಡು ಅಂತ್ಯ","শব্দ ৰিচেছিভ এণ্ড, এণ্ড এণ্ড, ব্লাইণ্ড এণ্ড"
ಜಡ ಷರತ್ತು ಪರಿಣಾಮ,inert clause effect
ನಿಷ್ಕ್ರಿಯ ವಿಭಾಗ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚ್,পেচিভ ছেকচন শ্বৰ্ট চাৰ্কিট চুইচ
ಹಠಾತ್ ವಿರಾಮ,হঠাৎ বিৰতি
ನಿಶ್ಚೇಷ್ಟಿತ ಲೋಡ್,numb লোড
ಪ್ರತಿಧ್ವನಿ ಇಲ್ಲದ ಕೋಣೆ,প্ৰতিধ্বনিহীন কোঠা
ಪೂರ್ಣ ಸಣ್ಣ ಮಾರ್ಗ,সম্পূৰ্ণ চুটি পথ
ನಿಷ್ಕ್ರಿಯ ಭಾಗ,নিষ্ক্ৰিয় অংশ
ಮೂಕ ತಾಣ,নিস্তব্ধ দাগ
ನಾನ್ ಎಕೋ ಸ್ಟುಡಿಯೋ,নন ইকো ষ্টুডিঅ&#39;
ವಿಶ್ರಾಂತಿ ವೇಳೆ,জিৰণিৰ সময়
ವಿಶ್ರಾಂತಿ ಸಮಯ ಪರಿಷ್ಕರಣೆ,জিৰণিৰ সময়ৰ পুনৰীক্ষণ
ಗಣಿತ ವಿಶ್ರಾಂತಿ ಸಮಯ,গণিতৰ জিৰণিৰ সময়
ಸ್ಥಿರ ಲೋಡ್ ಪರಿಣಾಮಕಾರಿ,ষ্টেটিক লোড ফলপ্ৰসূ
ಒಟ್ಟು ಟನ್,স্থূল টনেজ
ಲಾಕ್ ಲೋಲಕ,লক কৰা পেণ্ডুলাম
"ಕಾರ್ಪೊರೇಟ್ ಸ್ಥಾನೀಕರಣ, ಸಂಕ್ಷಿಪ್ತ ಸ್ಥಾನೀಕರಣ","কৰ্পৰেট পজিচনিং, সংক্ষিপ্ত ৰূপৰ পজিচনিং"
ನಿದ್ರಾಜನಕ ಪರಿಣಾಮ,শান্তকাৰী প্ৰভাৱ
ಕಿವುಡುತನ,বধিৰতা
ಡೀನ್ ಸಂಖ್ಯೆ,ডিন নম্বৰ
ಡೆತ್ನಿಯಮ್ ಕೇಂದ್ರ,ডেথনিয়াম চেণ্টাৰ
ದುರ್ಬಲ ಶಕ್ತಿ,দুৰ্বল শক্তি
ಡೆಬೊರಾ ಸಂಖ್ಯೆ,ডেবোৰা নম্বৰ
ದೋಷ ಮಾದರಿ,দোষৰ আৰ্হি
ಖುಲಾಸೆ,দোষমুক্ত কৰা
ಸ್ಥಿರೀಕರಣ ಸಹಾಯ ದಿನಚರಿ,ফিক্সেচন এড ৰুটিন
ಸೆಟ್-ಆಫ್ ಅಳವಡಿಕೆ,ছেট-অফ সন্নিৱিষ্ট কৰা
ತೆರವುಗೊಳಿಸುವ ದೀರ್ಘ ಪ್ರಕ್ರಿಯೆ,ক্লিয়াৰিঙৰ দীঘলীয়া প্ৰক্ৰিয়া
ವಿಘಟನೆ,বিচ্ছিন্নতা
ಡಿಬೈ ವಿಶಿಷ್ಟ ತಾಪಮಾನ,ডেবাই বৈশিষ্ট্যপূৰ্ণ উষ্ণতা
ಡೆಬೈ ಎಫೆಕ್ಟ್,ডেবাই ইফেক্ট
ಡೀಬೈ ಸಮೀಕರಣ,ডেবাই সমীকৰণ
ಡೆಬೈ ಧ್ರುವೀಕರಣ ಸಮೀಕರಣ,ডেবায় মেৰুকৰণ সমীকৰণ
ಡಿಬೈ ಫೋರ್ಸ್,দেবাই বল
ಡಿಬೈ ಫ್ರೀಕ್ವೆನ್ಸಿ,ডেবায় ফ্ৰিকুৱেন্সি
ಡೆಬೈ ಹಕೆಲ್ ಇನ್ನರ್ ರೇಡಿಯಸ್,ডেবাই হাকেল ভিতৰৰ ব্যাসাৰ্ধ
ಡೆಬ್ಬಿ ಹಕೆಲ್ ತತ್ವ,ডেবি হাকল নীতি
ಡೆಬೈ ಸಂವಹನ,ডেবায় ইন্টাৰএকচন
ಡೆಬ್ಬಿ ಜೋನೆಸಿ ಸ್ಕ್ಯಾಟರಿಂಗ್,ডেবি জোনচি স্কেটাৰিং
"ಡಯಾಬಿ ಉದ್ದ, ಡಯಾಬಿ ದೂರ","ডায়েবেৰ দৈৰ্ঘ্য, ডায়েবীৰ দূৰত্ব"
ಡೆಬೈ ಮ್ಯಾಕ್ ಅಲೆ ಉತ್ಪನ್ನ,ডেবায় মেক এল ডেৰাইভেটিভ
ದೇಬೈ ವೈಭವ್,দেৱে বিভৱ
ಡೆಬೈ-ತ್ರಿಜ್ಯ,ডেবাই-ব্যাসাৰ্ধ
ಸಾಲ-ವಿರಾಮ,debt-recess
ಡೆಬೈ ಶೀಲ್ಡಿಂಗ್ ಉದ್ದ,ডেবায় শ্বিল্ডিং লেংথ
ಡಿಬೈ ಸ್ಪೆಸಿಫಿಕ್ ಹೀಟ್,ডেবায় নিৰ্দিষ্ট তাপ
ಡೀಬೈ ತಾಪನ,দেবায় হিটিং
ಸಾಲ ಘಟಕ,ঋণ একক
ಡೆಬೈ ವಾಲರ್ ಮಲ್ಟಿಪ್ಲೈಯರ್,ডেবায় ৱালাৰ মাল্টিপ্লাইয়াৰ
ಡೆಬ್ಬಿ ಫಾಲ್ಕೆನ್ ಹ್ಯಾಗನ್ ಎಫೆಕ್ಟ್,ডেবি ফালকেনহেগেন ইফেক্ট
"ಡೆಬೈ-ಶೇರರ್-ಹಿಲ್ ಪೌಡರ್ ವಿಧಾನ, ಡೆಬೈ-ಶೆರರ್-ಹಿಲ್ ಪೌಡರ್ ವಿಧಾನ","ডেবায়-শ্বেৰাৰ-হিল পাউদাৰ পদ্ধতি, ডেবায়-শ্বেৰাৰ-হিল পাউদাৰ পদ্ধতি"
ಡೆಬ್ಬಿ ಸಿಯರ್ಸ್ ಅಲ್ಟ್ರಾಸಾನಿಕ್ ಸೆಲ್,ডেবি ছিয়াৰ্ছ আল্ট্ৰাছ’নিক চেল
ಹತ್ತು,দহ
"ದಶಕದ ಸೇತುವೆ, ದಶಕ ಸೇತುವೆ","ডেকেড ব্ৰীজ, ডেকেডেড ব্ৰীজ"
ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್,দশক কেলকুলেটৰ
ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್ ಟ್ಯೂಬ್,দশক কেলকুলেটৰ টিউব
ಡೆಕಾಡಲ್ ರೆಸಿಸ್ಟೆನ್ಸ್ ಬಾಕ್ಸ್,ডেকেডেল ৰেজিষ্টেন্স বক্স
ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್,দশক কেলকুলেটৰ
ದಶಕದ ಟೆಥರ್ಡ್ ಸರ್ಕ್ಯೂಟ್,দশকীয় টেদাৰড চাৰ্কিট
ಡೆಕಾಲಿಟರ್,ডেকেলিটাৰ
ದಶಮಾನಕ,ডেকামিটাৰ
ಡೆಕಾಮೆಟ್ರಿಕ್ ರೇಡಿಯೋ ತರಂಗ,ডেকামেট্ৰিক ৰেডিঅ&#39; তৰংগ
ಡಿಕ್ಯಾಂಪಿಯರ್ ಸಮತೋಲನ,decaampere ভাৰসাম্য
ಅನಾವರಣ,উন্মোচন কৰা
ಡಿಕಾಸ್ಟ್ಯಾರ್,ডেকাষ্টেয়াৰ
ಕೊಳೆತ ಸರಪಳಿ,ক্ষয় শৃংখল
ಕ್ಷಯ ಲಕ್ಷಣ,ক্ষয়ৰ বৈশিষ্ট্য
ಕೊಳೆತ ಸ್ಥಿರ,ক্ষয় ধ্ৰুৱক
ಕೊಳೆತ ಸೂಚ್ಯಂಕ,ক্ষয় সূচকাংক
ಕೊಳೆತ ವಕ್ರರೇಖೆ,ক্ষয় বক্ৰ
ಕೊಳೆಯುವ ಗುಣಾಂಕ,ক্ষয় সহগ
ಕೊಳೆತ ಸರಪಳಿ,ক্ষয় শৃংখল
ಕೊಳೆಯುತ್ತಿರುವ ಗಮ್ಮರೇಗಳು,ক্ষয়প্ৰাপ্ত গামাৰে
ಕೊಳೆಯುವ ಶಾಖ,ক্ষয় তাপ
(ವಿಕಿರಣಶೀಲ ನ್ಯೂಕ್ಲೈಡ್‌ಗಳ) ಕೊಳೆಯುವ ನಿಯಮ,(তেজস্ক্ৰীয় নিউক্লাইডৰ) ক্ষয় নিয়ম
ಕೊಳೆತ ಮೋಡ್,ক্ষয় ধৰণ
ಕೊಳೆಯುವ ಉತ್ಪನ್ನ,ক্ষয় উৎপাদিত সামগ্ৰী
ಕೊಳೆತ ದರ,ক্ষয়ৰ হাৰ
ಕೊಳೆಯುವ ಸಮಯ,ক্ষয় সময়
ದೇಕಾ,ডেকা
ಡೆಕಾ ಆಡಳಿತ ಮಂಡಳಿ,deca শাসকীয় সংস্থা
ದುರ್ಬಲಗೊಳಿಸುವ ವಿದ್ಯುದ್ವಾರ,পাতলকাৰী ইলেক্ট্ৰ&#39;ড
ನಿಧಾನಗತಿಯ ವೇಗ,গতি লেহেমীয়া কৰা
ಹಿಂದುಳಿದ,retard
ಬ್ರೇಕ್ ಪ್ಯಾರಾಚೂಟ್,ব্ৰেক পেৰাচুট
ವಿರಾಮ ಸಮಯವನ್ನು,বিৰতি সময়
ವಾಯುಭಾರ ಮಾಪಕ,বেৰ&#39;মিটাৰ
ಕೇಂದ್ರೀಕೃತ ಮಸೂರ,সমকেন্দ্ৰিক লেন্স
ಬೈನೌರಲ್ ಪ್ರಸ್ತುತಿ,বাইনাৰেল উপস্থাপন
ಆಸೆಗಾರ,ডেসিয়াৰ
ಡೆಸಿಬಾರ್,decibar
ಡೆಸಿಬಲ್,ডেচিবেল
ಹೊಂದಿಸಲಾದ ಡೆಸಿಬಲ್,সামঞ্জস্য কৰা ডেচিবেল
ಡೆಸಿಬೆಲೋಮೀಟರ್,ডেচিবেলোমিটাৰ
ಫೆಮ್ಟೋವಾಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,femtowatt ওভাৰহেড ডেচিবেল
ಮಿಲಿವ್ಯಾಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,মিলিৱাট ওভাৰহেড ডেচিবেল
ವೋಲ್ಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,ভল্টৰ ওপৰত ডেচিবেল
ವ್ಯಾಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,ৱাট ওভাৰহেড ডেচিবেল
ಸೂಚನಾ ಜೋಡಣೆ ಓವರ್ಹೆಡ್ ಡೆಸಿಬೆಲ್,নিৰ্দেশনা কাপলিং ওভাৰহেড ডেচিবেল
ಸೂಚನೆಯ ಶಬ್ದ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,নিৰ্দেশনা শব্দ ওভাৰহেড ডেচিবেল
ಕಿಲೋವ್ಯಾಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,কিলোৱাট ওভাৰহেড ডেচিবেল
ಪಿಕ್ವಾಟ್ ಓವರ್ಹೆಡ್ ಡೆಸಿಬಲ್,পিকোৱাট ওভাৰহেড ডেচিবেল
ದೇಸಿಗ್ರಾಮ್,desigram
ದಶಮಾಂಶ,দশমিক
ಡೆಸಿಲಿಟರ್,ডেচিলিটাৰ
ದಶಮಾಂಶ ಪ್ರಮಾಣ,দশমিক স্কেল
"ದಶಮಾಂಶ, ದಶಮಾಂಶ","দশমিক, দশমিক"
ಹತ್ತನೇ ಸಮತೋಲನ,দশম ভাৰসাম্য
ದಶಮಾಂಶ ಬೈನರಿ ಸ್ವಿಚ್,দশমিক বাইনাৰী চুইচ
ದಶಮಾಂಶ ಕೋಡ್,দশমিক ক&#39;ড
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,দশমিক ক&#39;ডযুক্ত অংক
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,দশমিক প্ৰসাৰণ
ದಶಮಾಂಶ ಭಾಗ,দশমিক ভগ্নাংশ
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,দশমিক সংকেত ব্যৱস্থা
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,দশমিক সংকেত ব্যৱস্থা
ದಶಮಾಂಶ ಬಿಂದು,দশমিক বিন্দু
ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,দশমিক ব্যৱস্থা
"ದಶಮಾಂಶೀಕರಣ, ದಶಮಾಂಶೀಕರಣ","দশমিককৰণ, দশমিককৰণ"
ಡೆಸಿಮೀಟರ್ ತರಂಗ,ডেচিমিটাৰ তৰংগ
ಡಿಸಿನೆಪರ್,ডিচিনেপাৰ
ಡಿಕೋಡ್ ಮಾಡಿದ ಸಂದೇಶ,ডিকোড কৰা বাৰ্তা
ನಿರ್ಧಾರ ಕೊಠಡಿ,সিদ্ধান্ত কক্ষ
ತೀರ್ಪು ತೀರ್ಪು,বিচাৰ বিচাৰ
ನಿರ್ಣಾಯಕ ಅಂಶ,গুৰুত্বপূৰ্ণ উপাদান
ನಿರ್ಧಾರ ಕಾರ್ಯ,সিদ্ধান্ত কাৰ্য্য
ನಿರ್ಧಾರ ಸೂಚನೆ,সিদ্ধান্তৰ নিৰ্দেশনা
ನಿರ್ಧಾರ ತಯಾರಕ,সিদ্ধান্ত গ্ৰহণকাৰী
"ನಿರ್ಧಾರ, ನಿರ್ಣಯ","সিদ্ধান্ত, সংকল্প"
ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ,সিদ্ধান্ত গ্ৰহণ কৰা
ನಿರ್ಧಾರ ಮಾದರಿ,সিদ্ধান্তৰ আৰ্হি
ನಿರ್ಧಾರ ಕಾರ್ಯಾಚರಣೆ,সিদ্ধান্ত অপাৰেচন
ನಿರ್ಧಾರದ ಸಮಸ್ಯೆ,সিদ্ধান্তৰ সমস্যা
ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ,সিদ্ধান্ত প্ৰক্ৰিয়া
ನಿರ್ಧಾರ ನಿಯಮ,সিদ্ধান্তৰ নিয়ম
ನಿರ್ಧಾರ ಯೋಜನೆ,সিদ্ধান্ত পৰিকল্পনা
ನಿರ್ಧಾರ ಸ್ಥಳ,সিদ্ধান্ত গ্ৰহণৰ স্থান
ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ,সিদ্ধান্ত তত্ত্ব
ತೀರ್ಪು ಪುಸ್ತಕ,বিচাৰৰ কিতাপ
ನಿರ್ಧಾರ ವೇರಿಯಬಲ್,সিদ্ধান্ত চলক
ವರ್ಗೀಕರಣ,শ্ৰেণীবিভাজন
"ಗಲಾಟೆ, ಕ್ರಾಂತಿ, ಗಲಾಟೆ, ಅವನತಿ","হুলস্থুল, বিপ্লৱ, হুলস্থুল, অৱনতি"
ಸಮಮಾಪನ ವೃತ್ತ,সমমিতি বৃত্ত
ವಾಯುಭಾರ ಮಾಪಕ,বেৰ&#39;মিটাৰ
"ಡಿಕೋಡರ್, ಡಿಕೋಡರ್","ডিকোডাৰ, ডিকোডাৰ"
"ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್","এনকোডিং, ডিকোডিং"
ವಿಳಾಸ ಗೂಢಲಿಪೀಕರಣ,ঠিকনা এনক্ৰিপচন
ಎನ್ಕೋಡಿಂಗ್ ಕಾರ್ಯಾಚರಣೆ,এনকোডিং কাৰ্য্য
ಡೇಟಾ ಬದಲಾವಣೆ,তথ্যৰ তাৰতম্য
ಡೇಟಾ ಪರಿವರ್ತಕ,ডাটা কনভাৰ্টাৰ
"ವಿಘಟನೆ, ವಿಸರ್ಜನೆ","পচন, দ্ৰৱীভূত"
ಪ್ರತ್ಯೇಕ ಪ್ರದೇಶ,পৃথকীকৰণ এলেকা
ವಿಘಟನೆಯ ನಿಯಮ,বিচ্ছেদ নিয়ম
ವಿಭಜನೆ ವೋಲ್ಟೇಜ್,পচন ভল্টেজ
ಡಿಕಂಪ್ರೆಷನ್,ডিকম্প্ৰেছন
ನಿರ್ಮಲೀಕರಣ,বিশুদ্ধকৰণ
ನಿರ್ಮಲೀಕರಣ ಗುಣಾಂಕ,বিশুদ্ধকৰণ সহগ
ಅಲಂಕರಣ,অলংকাৰ
ಸಂಯೋಗ ಫಿಲ್ಟರ್,কনজুগেচন ফিল্টাৰ
ಸಂಯೋಗದ ಬಲೆ,কনজুগেচন ট্ৰেপ
