Gujarati,Telugu
કોમ્પ્યુટર પ્રોગ્રામીંગ,కంప్యూటర్ ప్రోగ్రామింగ్
કમ્પ્યુટર પ્રૌદ્યોગિકી,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
અંતરાલ,పుటాకార లెన్స్
અંતરીલ અરીસો,పుటాకార అద్దం
છુપાવવું તે,దాచడం
કેન્દ્રિત,సాంద్రీకృత
એકાગ્રતા,ఏకాగ్రత
કેન્દ્રિત લેન્સ,కేంద్రీకృత లెన్స్
કન્ડેન્સર માઇક્રોફોન,కండెన్సర్ మైక్రోఫోన్
સંતુલનની શરત,సమతుల్యత యొక్క పరిస్థితి
ઉધાર,ప్రసరణ
વહન પ્રવાહ,ప్రసరణ ప్రస్తుత
વાહકતા,వాహకత
વ્યવસ્થાપક,కండక్టర్
ગોઠવણી,ఆకృతీకరణ
જોડાણ,కనెక్షన్
જોડાણ,కనెక్టివిటీ
સંલગ્ન,కనెక్టర్
સુસંગતતા,స్థిరత్వం
એક સ્થિરતાપૂર્વક,స్థిరంగా
ને આશ્વાસન આપવું,కన్సోల్
સતત,స్థిరాంకం
સતત કંપનવિસ્તાર,స్థిరమైన వ్యాప్తి
માઇક્રોફોનનો સંપર્ક કરો,మైక్రోఫోన్‌ను సంప్రదించండి
કન્ટેન ફોર્મેટ,కంటైనర్ ఫార్మాట్
દૂષણ,కాలుష్యం
સંતુષ્ટ,విషయము
સંલગ્ન,పరస్పర
સતતપણું,కొనసాగింపు
સાતત્ય કેન્દ્ર,కొనసాగింపు బూత్
સાતત્ય knાંકણ,కొనసాగింపు నాబ్
સતત,నిరంతర
સતત ચાપ,నిరంతర ఆర్క్
સતત તરંગ,నిరంతర వేవ్
સમોચ્ચ રેખા,ఆకృతి రేఖ
સમોચ્ચ યોજના,ఆకృతి ప్రణాళిక
કરાર,ఒప్పందం
સંકોચન,సంకోచం
વિપરીત ગુણોત્તર,కాంట్రాస్ట్ రేషియో
નિયંત્રણ વર્તુળ,కంట్రోల్ సర్క్యూట్
નિયંત્રણ વીજળી,కంట్రోల్ ఎలక్ట్రోడ్
અંકુશ,నియంత్రణ పరికరాలు
નિયંત્રણ ગ્રીસ,కంట్రోల్ గ్రిడ్
નિયંત્રણ રેખા,నియంత్రణ రేఖ
કંટ્રોલ પેનલ,నియంత్రణ ప్యానెల్
નિયંત્રણ કક્ષ,నియంత్రణ గది
અંકુશ,నియంత్రణ పట్టిక
નિયંત્રણ ટાવર,కంట్రోల్ టవర్
નિયંત્રક,నియంత్రిక
એકતરફી,కన్వర్జెన్స్
એકતરતી લેન્સ,కన్వర్జెంట్ లెన్స్
રૂપાંતર કરનાર,కన్వర్టర్
બહિર્મુખ લેન્સ,కుంభాకార లెన్స్
માર્ગ,కన్విల్యూషన్
સંકટ,కన్వల్యూషన్ కోడెడ్
મરણોત્તર,కన్వల్యూషనల్ ఇంటర్‌లీవ్
મંતવ્ય,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
કૂકી,కుకీ
કૂકીટર,కుకీయర్
કોપરો,కోప్రాసెసర్
દોરી,త్రాడు
કોથળી,కరోనా
કોરોના -વિસર્જન,కరోనా ఉత్సర్గ
સંબંધ,సహసంబంధం
કોસિન ઘટક,కొసైన్ భాగం
કોસિન તરંગ,కొసైన్ వేవ్
બ્રહ્માંડિક અવાજ,విశ్వ శబ్దం
કાઉન્ટર,కౌంటర్
પ્રતિવિશેષ,కౌంటర్ సవ్యదిశలో
જોડીદાર,కప్లర్
જોડાણ,కలపడం
જોડાણ કરનાર,కప్లింగ్ కండెన్సర్
જોડાણ નેટવર્ક,కలపడం నెట్‌వర్క్
સંલગ્ન પ્રતિકાર,కలపడం నిరోధకత
સહ સંયોજક બંધન,సమయోజనీయ బంధం
કવરેજ,కవరేజ్
ભડકો,క్రాష్
વિવેચક,క్రిటికల్ బ్యాండ్
નિર્ણાયક શરત,క్లిష్ట పరిస్థితి
વિવેચક,క్లిష్టమైన కలపడం
વિવેચક આવર્તન,క్లిష్టమైన ఫ్రీక్వెన్సీ
નિર્ણાયક પરિમાણ,క్లిష్టమైన పరామితి
મગરો,క్రోకోడైల్ క్లిప్
ફાલ,క్రాస్ ఫేడింగ్
Crossલટ -મોડ્યુલેશન,క్రాస్ మాడ్యులేషన్
આતુરતા,క్రాస్ టాక్
ક્રોસફેક,క్రాస్ఫేడ్
ભંડાર,క్రిప్టోగ్రఫీ
ક્રિસ્ટલ,క్రిస్టల్
ક્રિસ્ટલ ફિલ્ટર,క్రిస్టల్ ఫిల్టర్
સંકેત,క్యూ
કયડ -નિશાન,క్యూ మార్కులు
ક્વોરી ઉપકરણ,క్యూయింగ్ పరికరం
પ્રવાહ,ప్రస్తుత కాలువ
વર્તમાન મીટર,ప్రస్తుత మీటర్
વર્તમાન ટ્રાન્સફોર્મર,ప్రస్తుత ట్రాన్స్ఫార్మర్
શબ,కర్సర్
વળાંક,వక్రరేఖ
આવર્તન બંધ કરવું,ఫ్రీక్వెన్సీని కత్తిరించండి
કટર,కట్టర్
કોયરો,సైబర్ కేఫ్
સાયબર સુરક્ષા,సైబర్ భద్రతా
કોયરાની જગ્યા,సైబర్ స్థలం
ચક્ર,చక్రం
સાધનસંપત્તિ,చక్రీయ
ડીસી. ઘટક,డి.సి. భాగం
ડીસી. પ્લેટની વીજળી,డి.సి. ప్లేట్ శక్తి
ડીસી. પુન: સ્થાપન,డి.సి. పునరుద్ధరణ
વિધ્વંસ,డంపర్ డయోడ్
ભીનાશ,డంపింగ్
અંધારું,చీకటి
માહિતી,సమాచారం
માહિતી પ્રસારણ,డేటా ప్రసారం
આધારપ્રણી,డేటా కుదింపు
માહિતી શારકામ,డేటా డ్రిల్లింగ్
આધાર -એન્ક્રિપ્શન,డేటా గుప్తీకరణ
આધારપત્રક,సమాచార దస్తా
આધાર -નિયંત્રણ,డేటా నిర్వహణ
માહિતી ખાણકામ,డేటా మైనింగ్
આંકડા,డేటా ప్రాసెసింగ్
ડેટા પ્રોસેસર,డేటా ప్రాసెసర్
ડેટા ઘટાડ્યો બીટ સિસ્ટમ,డేటా తగ్గించిన బిట్ సిస్టమ్
માહિતી સેવા,డేటా సేవ
આધાર સામગ્રી,సమాచార పట్టిక
માહિતી સંગ્રાહક,డేటా నిల్వ
આંકડા,డేటా స్ట్రీమ్
આંકડાકીય પરિવર્તન,డేటా పరివర్తన
આંકડા,డేటా ప్రసారం
ડેટાબેઝ,డేటాబేస్
ઓળખપત્ર,డేటాకాస్టింగ్
ડબ્બા,డేటాగ్రామ్
ડી.બી. મીટર,DB మీటర్
મડાગાંઠ,చనిపోయిన గాలి
મૃત શોર્ટ સર્કિટ,డెడ్ షార్ట్ సర్క్యూట్
મૃત સ્થળ,డెడ్ స్పాట్
મડાગાંઠ,డెడ్లాక్
ડીબગ કાર્યક્રમ,డీబగ్ ప్రోగ్రామ్
ઉઘાડું,డీబగ్గింగ్
અવાજનો સડો,ధ్వని క్షయం
ડેસિબેલ (ડીબી),డిసిబెల్
દશાંશ,దశాంశం
દશાંશ સંહિતા,దశాంశ కోడ్
દશાંશ,దశాంశ అంకె
સ્પષ્ટીકરણ,డెసిఫరింగ్
ડીકોડર,డీకోడర్
ડીકોડિંગ,డీకోడింగ్
ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
વિઘટન,డికంప్రెషన్
શોક,డికప్లింగ్
ડિક્યુપલિંગ સર્કિટ,డికప్లింగ్ సర్క్యూట్
ડિક્યુપલિંગ નેટવર્ક,డికప్లింగ్ నెట్‌వర్క్
ડિક્રિપેશન,డిక్రిప్షన్
સમર્પિત રેખા,అంకితమైన పంక్తి
દાદર,డి-ఎంబెడింగ్
દહન,డి-ఎంఫాసిస్
ચૂક,డిఫాల్ట్
ગુણવત્તામાં ખામી,నాణ్యతలో లోపం
ખામીયુક્ત,లోపభూయిష్ట
ખામીયુક્ત એકમ,లోపభూయిష్ట యూనిట్
વ્યાખ્યા,నిర్వచనం
સુશોભન,విక్షేపం
શૃય,వైకల్యం
અવકાશ,డీఫ్రాగ్మెంటేషన్
કોઇલ,డి-గాస్సింగ్ కాయిల్
પ્રમાણ,డిగ్రీ
દખલ,డి-ఇంటర్‌లీవర్
વિલંબ -રેખા,ఆలస్యం లైన్
વિલંબ સમય,సమయం ఆలస్యం
વિલંબિત ફ્રેમ મેમરી,ఫ్రేమ్ మెమరీ ఆలస్యం
વિલંબિત સ્કેનીંગ,ఆలస్యం స్కానింగ్
વિલંબિત સુમેળ સંકેત,ఆలస్యం సమకాలీకరణ సిగ్నల్
ડિલિવરી,డెలివరీ
વિતરણ પદ્ધતિ,బట్వాడా వ్యవస్థ
નશાખોરી,డెమోడ్యులేషన్
નામંજૂર કરનાર કાર્ડ,డెమోడ్యులేటర్ కార్డ్
બેભાન વ્યક્તિ,డెమల్టిప్లెక్సర్
ક્ષેત્રની .ંડાઈ,ఫీల్డ్ యొక్క లోతు
ઉતરતું,అవరోహణ
નિયમાની વિશિષ્ટતા,డిజైన్ స్పెసిఫికేషన్
ડેસ્કટ .પ,డెస్క్‌టాప్
તપાસ -ઉત્પાદન,డిటెక్టర్ అవుట్పుట్
વિચલનો,విచలనం
સાધન,పరికరం
ઉપકારની ચાલક,పరికర డ్రైవర్
રોગનિવાર,విశ్లేషణ
ચિત્ર,రేఖాచిత్రం
સંવાદ ટ્રેક,డైలాగ్ ట్రాక్
વ્યતાના,వ్యాసమైన మోడ్
હીરાની સ્ટાઇલસ,డైమండ్ స్టైలస్
પાટા,ఉదరవితానం
ડાયફ્ર ra મેટિક શોષક,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
અલગ -અલગ વાત,డైకోటిక్ లిజనింగ్
શિખાઉ,విద్యుద్వాహక
ડાઇલેક્ટ્રિક બ્રેક- ડાઉન,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
ડાઇલેક્ટ્રિક નુકસાન,విద్యుద్వాహక నష్టం
તફાવત આવર્તન,తేడా ఫ్రీక్వెన్సీ
તફાવત આવર્તન વિકૃતિ (ડીએફડી),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
ફરક,తేడా టోన్
વિભેદક એમ્પ્લીફાયર,అవకలన యాంప్లిఫైయర్
પરિબળ,విక్షేపం
વિસારક,డిఫ్యూజర్
અંક,అంకె
ડિજિટલ,డిజిటల్
ડિજિટલ આર્ટિફેક્ટ,డిజిటల్ ఆర్టిఫ్యాక్ట్
ડિજિટલ audio ડિઓ,డిజిటల్ ఆడియో
ડિજિટલ audio ડિઓ ફિલ્ટર,డిజిటల్ ఆడియో ఫిల్టర్
ડિજિટલ audio ડિઓ વર્ક સ્ટેશન,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ડીજીટલ કેમેરા,డిజిటల్ కెమెరా
ડિજિટલ કમ્પ્યુટર,డిజిటల్ కంప్యూటర్
ડિજિટલ ડેટા,డిజిటల్ డేటా
ડિજિટલ સંપાદન,డిజిటల్ ఎడిటింగ్
ડિજિટિહાઇટર,డిజిటల్ ఎక్సైటర్
ડિજિટલ ફિલ્ટર,డిజిటల్ ఫిల్టర్
ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ડિજિટલ હેરિટેજ,డిజిటల్ వారసత్వం
ડિજિટલ છબી,డిజిటల్ చిత్రం
ડિજિટલ ગ્રંથાલય,డిజిటల్ లైబ్రరీ
ડિજિટલ મીટર,డిజిటల్ మీటర్
ડિજિટલ મોડ્યુલેશન,డిజిటల్ మాడ్యులేషన్
ડિજિટલ મલ્ટીપ્લેક્સ,డిజిటల్ మల్టీప్లెక్స్
ડિજિટલ નેટવર્ક,డిజిటల్ నెట్‌వర్క్
Digitalપચારિક outputપટી,డిజిటల్ అవుట్పుట్
ડિજિટલ પ્લેબેક,డిజిటల్ ప్లేబ్యాక్
ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ),డిజిటల్ రేడియో మొండియాల్ (DRM)
ડિજિટલ રેકોર્ડિંગ,డిజిటల్ రికార్డింగ్
ડિજિટલ ક્રાંતિ,డిజిటల్ విప్లవం
ડિજિટલ સંકેત,డిజిటల్ సిగ్నల్
ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
ડિજિટલ સહી,డిజిటల్ సంతకం
ડિજિટલ પ્રૌદ્યોગિકી,డిజిటల్ టెక్నాలజీ
ડિજિટલથી એનાલોગ કન્વર્ટર,డిజిటల్ టు అనలాగ్ కన్వర్టర్
ડિજિટલ વિડિઓ,డిజిటల్ వీడియో
ડિજિટલ વોલ્ટમીટર,డిజిటల్ వోల్టమీటర్
વિભાજન,డిజిటలైజేషన్
અંશે,డిజిటలైజేషన్
ડિજિટાઇઝ્ડ વિડિઓ,డిజిటలైజ్డ్ వీడియో
સિધ્ધાંત,డిజిటైజర్
ઝાંખું,మసక
પરિમાણ,పరిమాణం
ઝાંખું,మసకబారిన
પશુ -વ્યવસ્થા,డయోడ్
ડૂબકી મારવી,ముంచు
દ્વિપક્ષી,డిప్లెక్సర్
દ્વિધ્રુવ,డైపోల్ యాంటెన్నా
પ્રત્યક્ષ પ્રસારણ,ప్రత్యక్ష ప్రసారం
ડાયરેક્ટ વર્તમાન (ડી સી),ప్రత్యక్ష కరెంట్
સીધું પસંદ કરવું,ప్రత్యక్ష పికప్
પ્રત્યક્ષ વાંચન સાધન,ప్రత్యక్ష పఠన పరికరం
પ્રત્યક્ષ રેકોર્ડિંગ,ప్రత్యక్ష రికార్డింగ్
દિશાત્મક એન્ટેના,డైరెక్షనల్ యాంటెన్నా
દિશાત્મક દંપતી,డైరెక్షనల్ కప్లర్
દિશાત્મક માઇક્રોફોન,డైరెక్షనల్ మైక్రోఫోన్
ઉદ્ધતા,డైరెక్టివిటీ
ડિરેક્ટરી,డైరెక్టరీ
અપંગ કરવું,డిసేబుల్
છટણી,డిస్క్ యాంటెన్నా
ડિસ્ક આધારિત સંગ્રહ,డిస్క్ ఆధారిత నిల్వ
અંધકારમય,వివిక్త
ઝૂંપડી,డిస్క్
ડિસ્ક ડ્રાઇવ,డిస్క్ డ్రైవ్
છળ,డిస్క్ కోటా
વિઘટન,డిస్కెట్
વિઘટન,తొలగుట
વિક્ષેપ,చెదరగొట్టడం
વિસ્થાપન,స్థానభ్రంశం
પ્રદર્શન,ప్రదర్శన
પ્રદર્શન એકમ (કન્સોલ),ప్రదర్శన యూనిట్ (కన్సోల్)
અપરાધ,వెదజల్లడం
જુસ્સો,వైరుధ్యం
નિસ્યંદિત પાણી,పరిశుద్ధమైన నీరు
વિકૃતિ,వక్రీకరణ
વિતરણ,పంపిణీ
વિતરણ એમ્પંતક,పంపిణీ యాంప్లిఫైయర్
ભાગ,విభజన
ભાજક,విభజన
દસ્તાવેજ,పత్రం
ડોલ્બી,డాల్బీ డిజిటల్
ક્ષેત્ર,డొమైన్
ક્ષેત્રમાં,డొమైన్ కంట్రోలర్
ધૂમ્રપાનની અસર,డాప్లర్ ప్రభావం
ડબલ ધ્રુવ (દ્વિધ્રુવી),ద్వారం)
ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
બે બાજુવાળી ડિસ્ક,డబుల్ సైడెడ్ డిస్క్
બેવડું,డబుల్
નીચે આવવાનું તરંગ,డౌన్ రాబోయే వేవ్
નીચેનો પ્રવાહ,డౌన్ స్ట్రీమ్
ડાઉનલિંક,డౌన్‌లింక్
ડાઉનલોડ કરવું,డౌన్‌లోడ్
ડાઉનલોડનું,డౌన్‌లోడ్
ચિત્ર,డ్రాయింగ్
ડ્રોલીંગ બીટ,డ్రిల్లింగ్ బిట్
શારકામ યંત્ર,డ్రిల్లింగ్ మెషిన్
ઝુંબેશ,డ్రైవ్
ડ્રમ,డ్రమ్
સુકા બલ્બનું તાપમાન,పొడి బల్బ్ ఉష్ణోగ్రత
સૂકકો,పొడి సెల్
સૂકા સોલ્ડર,డ్రై టంకము
ડ્યુઅલ ચેનલ મોડ,ద్వంద్వ ఛానల్ మోడ్
ડબ,డబ్బింగ్
નાવિક,డడ్
ફેંકડી,డంప్
બેવડી,డ్యూప్లెక్స్
સમયગાળો,వ్యవధి
ધૂળ,దుమ్ము
ક dustંગ,డస్ట్ బగ్
ધૂળની સાબિતી,డస్ట్ ప్రూఫ్
ડસ્ટર,డస్టర్
ગતિશીલ,డైనమిక్
ગતિશીલ બીટ ફાળવણી,డైనమిక్ బిట్ కేటాయింపు
ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ),డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
ગતિશીલ જથ્થો,డైనమిక్ పరిమాణీకరణ
ગતિશીલ શ્રેણી,డైనమిక్ పరిధి
ગતિશીલ શ્રેણી નિયંત્રણ,డైనమిక్ పరిధి నియంత్రణ
પર્યટક,డైనమో
કાનનો ફોન,చెవి ఫోన్
પૃથ્વી,భూమి
પૃથ્વીના મણકા,భూమి ఉబ్బెత్తు
પૃથ્વીનો પ્રતિકાર,భూమి నిరోధకత
માટીનો લાકડી,ఎర్త్ రాడ్
પૃથ્વી ઉપગ્રહ,ఎర్త్ ఉపగ్రహం
ભૂસ્તર,ఎర్త్ స్టేషన్
માટીનું,ఎర్త్ టెర్మినల్
વસ્તુ,ఎర్తింగ్
પડઘો,ఎకో
ગુંજ,ఎకో చాంబర్
પ્રક્ષેપો,ఎడ్డీ కరెంట్
એડી વર્તમાન ખોટ,ఎడ్డీ కరెంట్ నష్టం
ધારદાર મીટર,ఎడ్జ్వైస్ మీటర్
સંપાદન,ఎడిటింగ్
અસરકારક એન્ટેના height ંચાઇ,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
અસરકારક એન્ટેના લંબાઈ,ప్రభావవంతమైన యాంటెన్నా పొడవు
અસરકારક વોલ્ટેજ,ప్రభావవంతమైన వోల్టేజ్
કાર્યક્ષમતા,సామర్థ్యం
સ્થિતિસ્થાપકતા,స్థితిస్థాపకత
વિદ્યુત સ્રાવ,విద్యుత్ ఉత్సర్గ
વિદ્યુત ક્ષેત્ર,ఎలక్ట్రిక్ ఫీల్డ్
વિદ્યુત ફ્લેશ,ఎలక్ట్రిక్ ఫ్లాష్
વીજળી,విద్యుత్ హీటర్
વિદ્યુત -મીટર,ఎలక్ట్రిక్ మీటర్
વિદ્યુત મોટર,విద్యుత్ మోటారు
વીજળી આંચકો,విద్యుదాఘాతం
વીજળી ફેલાવી,ఎలక్ట్రిక్ స్పార్క్
વિદ્યુત -સાધન,విద్యుత్ ఉపకరణం
વિદ્યુત અવાજ,విద్యుత్ శబ్దం
વિદ્યુત -તોફાન,విద్యుత్ తుఫాను
વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
વીજળી,విద్యుత్
વીજળી પુરવઠો,విద్యుత్ సరఫరా
વિદ્યુત -વિસ્ફોટ સંબંધી,ఎలెక్ట్రోడైనమిక్
વિદ્યુતપ્રવાહ,ఎలక్ట్రోలైటిక్ కెపాసిటర్
વીજળીનું,విద్యుదయస్కాంత
વિદ્યુત વિક્ષેપ,విద్యుదయస్కాంత భంగం
વીજળીકાત,విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్
વિદ્યુત -વર્ણપટ,విద్యుదయస్కాంత వర్ణపటం
વિદ્યુત -તરંગ,విద్యుదయస్కాంత తరంగం
વિદ્યુત -પ્રચાર,విద్యుదయస్కాంత తరంగ ప్రచారం
ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ,ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్
વિદ્યુત -ગણતરી,ఎలక్ట్రానిక్ కాలిక్యులేటర్
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી),ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి)
ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ),ఇ-మెయిల్
વિદ્યુત -ફેરબદલ પદ્ધતિ,ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్
વિદ્યુત -વિચ્છેદન,ఎలక్ట్రానిక్స్
વીજળીકરણ,ఎలక్ట్రోప్లేటింగ్
વિદ્યુત -વિસ્ફોટ વિષયક,ఎలెక్ట్రోస్టాటిక్
Elevંચું,ఎలివేషన్
જડિત,పొందుపరచబడింది
એમ્બેડ કરેલું audio ડિઓ,పొందుపరిచిన ఆడియో
જડિત પદ્ધતિ,పొందుపర్చిన వ్యవస్థ
મુદ્રા,చిహ్నం
Ingંચી રહેલા વલણો,అభివృద్ధి చెందుతున్న పోకడలు
ઉત્સર્જન,ఉద్గార
ખ્યાતિ,ఉద్గారిణి
ઉત્સુક અનુયાયી,ఉద్గారిణి అనుచరుడు
ઉત્સર્જક,ఉద్గారిణి టెర్మినల్
ઉત્સર્જક-જંકશન,ఉద్గారిణి-బేస్-జంక్షన్
સક્ષમ કરવું,ఎనేబుల్
દંડ,ఎనామెల్డ్ వైర్
અકસ્માત,ఎన్‌సిఫర్
વાડો,ఆవరణ
વિકૃતિ,ఎన్కోడ్
એન્કોડર,ఎన్కోడర్
ઉન્માદ,ఎన్కోడింగ్
એન્ક્રિપ્શન,గుప్తీకరణ
અંત,ముగింపు గుర్తు
અંતિમ વપરાશકર્તા,తుది వినియోగదారుడు
શક્તિ,శక్తి
Energyર્જા વિખેરી,శక్తి వ్యాప్తి
E ર્જા વિતરણ,శక్తి పంపిణీ
અમલ,అమలు
એન્જિન,ఇంజిన్
ઇજનેર,ఇంజనీర్
ઈજનેરી,ఇంజనీరింగ్
ઈજનેર ભંડાર,ఇంజనీరింగ్ స్టోర్
કોતરણી,చెక్కడం
વધારવું,మెరుగుపరచండి
દાણ,సమిష్టి
દાખલ કરો કી,కీని నమోదు చేయండి
સાહસિક આર્કિટેક્ચર,ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్
Enthંચું,ఎంథాల్పీ
પ્રાણ,ఎంట్రోపీ
કોડી,ఎంట్రోపీ కోడింగ్
પ્રક્ષેપણ,ఎంట్రోపీ రిడెండెన్సీ
સરખું,సమం
એકરૂપ કરવું તે,ఈక్వలైజేషన్
એકરૂપ વ્યક્તિ,ఈక్వలైజర్
સામાન,పరికరాలు
સાધનસામગ્રીનો coverાંકણ,పరికరాల కవర్
સમાન,సమానం
ભુસવું,చెరిపివేయండి
માથું કાaseવું,తల తొలగించండి
ધોવાણ,ఎరోషన్
અનિયમિત,అవాంఛనీయ
ભૂલ,లోపం
ભૂલ નિયંત્રણ કોડિંગ,లోపం నియంత్రణ కోడింగ్
ભૂલ સુધારણા,లోపం దిద్దుబాటు
ભૂલ તપાસ,లోపం గుర్తించడం
ભૂલ,లోపం నిర్వహణ
ભૂલ સંભાવના,లోపం సంభావ్యత
અલંકાર,ఈథర్నెట్
અશિષ્ટ કેબલ,ఈథర్నెట్ కేబుల్
જ્ eાનવિજ્icsાન,యూజెనిక్స్
ખાલી કરાવું છું,ఖాళీ చేయండి
વિનિમય,మార్పిడి
બહાર નીકળવું,ఎక్సైటర్
અમલમાં મૂકવું,అమలు చేయండి
અમલનો સમય,అమలు సమయం
અઘોષ,ఎగ్జాస్ట్
બહાર નીકળવું,బయటకి దారి
વિસ્તૃત,విస్తరించబడింది
વિસ્તરણ વાલ્વ,విస్తరణ వాల్వ్
પ્રયોગ,ప్రయోగం
નિષ્ણાત પદ્ધતિ,నిపుణుల వ్యవస్థ
અન્વેષણ કરવું,అన్వేషించండి
સંશોધન કરનાર,ఎక్స్‌ప్లోరర్
એક્સ્પો (પ્રદર્શન),గుడ్డ
વીજ પુરવઠો વધારવો,విద్యుత్ సరఫరా పొడిగింపు
બાહ્ય નિયંત્રણ,బాహ్య నియంత్రణ
બાહ્ય સ્મૃતિ,బాహ్య మెమరీ
બાહ્ય સંગ્રહ,బాహ్య నిల్వ
બાહ્ય થ્રેડ,బాహ్య థ్రెడ్
અર્ક,సారం
વધારા,ఎక్స్‌ట్రానెట్
રચના કરવી,కల్పించండి
પાસું,ముఖభాగం
પ્રેક્ષય,ఫేస్‌సిమైల్
પરિબળ,కారకం
ઝાંખર કરવું,వాడిపోవు
પથરવું,ఫేడ్ ఇన్
ફાળવું,వెళ్లి పోవడం
નિસ્તેજ,ఫేడర్
નિસ્તેજ,క్షీణించడం
ઝાંખું ક્ષેત્ર,క్షీణిస్తున్న జోన్
ફ ant ન્ટમ (= ફેન્ટમ),ఫాంటమ్
ફાસ્ટ ફ્યુરિયર ટ્રાન્સફોર્મ (એફએફટી) એલ્ગોરિધમનો,ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం
જીવલેણ ભૂલ,తీవ్రమైన దోషం
દોષ,తప్పు
લક્ષણ,లక్షణం
ખવડાવવું,ఫీడ్
પ્રતિસાદ,అభిప్రాయం
પ્રતિસાદ એમ્પ્લીફાયર,ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్
પ્રતિસાદ,ఫీడ్‌బ్యాక్ సర్క్యూట్
પ્રતિસાદ વોલ્ટેજ,ఫీడ్‌బ్యాక్ వోల్టేజ్
ફીડર,ఫీడర్
ફીડર કેબલ,ఫీడర్ కేబుల్
ફીડર ઝૂંપડી,ఫీడర్ హట్
ફીણ -રેખા,ఫీడర్ లైన్
ફીડર પદ્ધતિ,ఫీడర్ వ్యవస్థ
ફીડર વાયર,ఫీడర్ వైర్
રેસા,ఫైబర్
રેસા -ઓપવિજ્icsાન,ఫైబర్ ఆప్టిక్స్
વફાદારી,విశ్వసనీయత
વફાદારી શ્રેણીના વિસ્તરણ,విశ్వసనీయత పరిధి పొడిగింపు
ક્ષેત્ર,ఫీల్డ్
મેદાન,ఫీల్డ్ డ్రైవ్
ક્ષેત્ર -અસર ટ્રાંઝિસ્ટર,ఫీల్డ్ ఎఫెక్ట్ ట్రాన్సిస్టర్
ક્ષેત્ર શક્તિ,క్షేత్ర బలం
ક્ષેત્ર શક્તિ શક્તિ મીટર,ఫీల్డ్ బలం మీటర్
ક્ષેત્ર તાકાત મોજણી,ఫీల్డ్ స్ట్రెంత్ సర్వే
આંકડો,మూర్తి
યોગ્યતા,మెరిట్ యొక్క సంఖ్య
ફિલામેન્ટ,ఫిలమెంట్
ફાઈલ,ఫైల్
ફાઈલ સર્જક,ఫైల్ సర్వర్
ફાઇલ સિસ્ટમ,ఫైల్ సిస్టమ్
રોપનાર,ఫిల్లర్
ફિલ્મ રેકોર્ડર,ఫిల్మ్ రికార్డర్
ફિલ્મ -ગતિ,ఫిల్మ్ స్పీడ్
ફિલ્ટર કરવું,ఫిల్టర్
ફિલ્ટર ગૂંગળામણ,ఫిల్టర్ చౌక్
ફિલ્ટર સર્કિટ,ఫిల్టర్ సర్క్యూట్
ગડબડ,ఫిల్టరింగ్
સરસ ટ્યુનિંગ નિયંત્રણ,చక్కటి ట్యూనింగ్ నియంత్రణ
મર્યાદિત ક્ષેત્ર,పరిమిత క్షేత్రం
અગ્નિશામક,ఫైర్ వాల్
અગ્નિશામક,ఫైర్‌ఫాక్స్
ફાયરિંગ ખૂણો,ఫైరింగ్ కోణం
હદા,ఫర్మ్‌వేర్
ફિટિંગ,ఫిట్టింగులు
નિયત બિંદુ ચાર્ટ,స్థిర పాయింట్ చార్ట్
નિયત બિંદુ વસ્તુ,స్థిర పాయింట్ అంశం
ફ્લેશ,ఫ్లాష్
