Marathi,Odiya
कंपाइलर भाषा,ସଙ୍କଳନକାରୀ ଭାଷା |
पुरवणी,ସପ୍ଲିମେଣ୍ଟ
दहाचे पूरक,ଦଶର ସଂପନ୍ନ |
पुरवणी,ସପ୍ଲିମେଣ୍ଟ
"1. पूर्णपणे अधिग्रहित, 2. पूर्णपणे अधिग्रहित","1. ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ଅର୍ଜନ, 2. ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ଅର୍ଜନ |"
संमिश्र,ମିଶ୍ରିତ
जटिल संख्या,ଜଟିଳ ସଂଖ୍ୟା
घटक,ବିଧାନସଭା
com,com
संयुक्त,ମିଳିତ
संयोजन,ମିଶ୍ରଣ
"1.गणनायोग्य, 2.गणनायोग्य","1. କମ୍ପ୍ୟୁଟେବଲ୍, 2. କମ୍ପ୍ୟୁଟେବଲ୍ |"
संगणक,କମ୍ପ୍ୟୁଟର
संगणक केंद्र,କମ୍ପ୍ୟୁଟର କେନ୍ଦ୍ର
संगणक तज्ञ,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
संगणक ग्राफिक्स,କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ
संगणक सूचना,କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ
"1.संगणकीय भाषा, 2.संगणकीय भाषा","1. କମ୍ପ୍ୟୁଟର ଭାଷା, 2. କମ୍ପ୍ୟୁଟର ଭାଷା |"
"1.संगणक नेटवर्क, 2.संगणक नेटवर्क","1. କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ, 2. କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ |"
संगणक शास्त्र,କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ
संगणक सुरक्षा,କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା
संगणक सिम्युलेशन,କମ୍ପ୍ୟୁଟର ଅନୁକରଣ
संगणक तज्ञ,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
संगणकीकरण,କମ୍ପ୍ୟୁଟରୀକରଣ
संगणकतज्ज्ञ,କମ୍ପ୍ୟୁଟରବାଦୀ
संगणकीकरण,କମ୍ପ୍ୟୁଟରୀକରଣ
"1.गणना, 2. गणना","1. ଗଣନା, 2 ଗଣନା"
संकल्पना,ସଂକଳ୍ପ
"1.सममिती, 2.सुसंगतता, 3.एकरूपता","1. ଅସୀମତା, 2. ସମନ୍ୱୟ, 3. ସମନ୍ୱୟ |"
"समवर्ती, एकसारखे","ସମାନ, ସମାନ |"
प्रतिबंध व्हेरिएबल,ପ୍ରତିବନ୍ଧକ ଭେରିଏବଲ୍ |
प्रतिबंधित ऑपरेटर,ସୀମିତ ଅପରେଟର୍ |
प्रतिबंधित विधान,ପ୍ରତିବନ୍ଧିତ ବିବୃତ୍ତି |
चालक,ଡ୍ରାଇଭର |
"1.दूरची परिषद, 2.परिषद","1. ବିସ୍ତୃତ ସମ୍ମିଳନୀ, 2. ସମ୍ମିଳନୀ |"
गोपनीयता,ଗୋପନୀୟତା
"1.कॉन्फिगरेशन, 2.कॉन्फिगरेशन","1. ବିନ୍ୟାସ, 2. ବିନ୍ୟାସ"
गर्दी,ଯାତାୟାତ
संयोजन,ମିଶ୍ରଣ
कनेक्शन गती,ସଂଯୋଗ ଗତି
कनेक्शन,ସଂଯୋଗ
कनेक्शनहीन संप्रेषण,ସଂଯୋଗହୀନ ଯୋଗାଯୋଗ |
संलग्नता प्रकाशन,ଅନୁବନ୍ଧ ପ୍ରକାଶନ |
कनेक्टिव्हिटी,ସଂଯୋଗ
"1.कनेक्टर, 2.कनेक्टर","1. ସଂଯୋଜକ, 2. ସଂଯୋଜକ"
सलग,ଲଗାତାର
पाठपुरावा,ଅନୁସରଣ କର
कन्सोल,କୋନସୋଲ
एकत्रीकरण,ଏକୀକରଣ
"1.सहकारी, 2. स्थिर","1. ଆସାଇନମେଣ୍ଟ, 2 ସ୍ଥିର"
सतत सूचना,ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ
प्रतिबंधित,ପ୍ରତିବନ୍ଧିତ |
बांधकाम करणारा,ନିର୍ମାଣକାରୀ
भांडे,ହାଣ୍ଡି |
"1. सामग्री, 2. उतारे","1. ବିଷୟବସ୍ତୁ, 2. ଉଦ୍ଧୃତାଂଶ |"
संदर्भ,ପ୍ରସଙ୍ଗ
संदर्भ मुक्त व्याकरण (cfg),ପ୍ରସଙ୍ଗ ମାଗଣା ବ୍ୟାକରଣ (cfg)
संदर्भ स्विच,ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |
"1. प्रासंगिक, 2. आकस्मिक","1.accidental, 2.accidental"
विसंगती,ଅସଙ୍ଗତି |
कॉन्ट्रास्ट,ବିପରୀତ
नियंत्रण,ନିୟନ୍ତ୍ରଣ
प्रतिबंधित क्षेत्र,ଧାରଣ ଜୋନ୍ |
नियंत्रण बिट,ନିୟନ୍ତ୍ରଣ ବିଟ୍ |
कंट्रोलर बस,ନିୟନ୍ତ୍ରକ ବସ୍
नियंत्रण कार्ड,କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |
नियंत्रण सर्किट,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
नियंत्रण चाक,ନିୟନ୍ତ୍ରଣ ଚକ
"1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी","1. କଣ୍ଟ୍ରୋଲ୍ ଇଞ୍ଜିନିୟରିଂ, 2. କଣ୍ଟ୍ରୋଲ୍ ଇଞ୍ଜିନିୟରିଂ |"
नियंत्रण की,ନିୟନ୍ତ୍ରଣ କି
नियंत्रण तर्क,ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण लूप,କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |
नियंत्रण चिन्ह,ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ
नियंत्रण ऑपरेशन,ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ
नियंत्रण पॅनेल,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
नियंत्रण सिग्नल,ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ
नियंत्रण स्विच,କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |
नियंत्रण टेप,କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |
"1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल","1. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍, 2. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |"
"1. कंट्रोल युनिट, 2. नियंत्रण युनिट","1. କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍, ୨ ନିୟନ୍ତ୍ରଣ ଏକକ"
अभिसरण,ସମ୍ମିଶ୍ରଣ |
संवाद,ସଂଳାପ
संभाषण कॉल,କଥାବାର୍ତ୍ତା କଲ୍ |
रूपांतरण,ରୂପାନ୍ତର
कनवर्टर,ରୂପାନ୍ତରକାରୀ |
कुकचे प्रमेय,କୁକର ଥିଓରେମ୍ |
सह-प्रोसेसर,ସହ-ସଞ୍ଚାଳକ |
कॉपी,କପି କରନ୍ତୁ |
कॉपीराइट,କପିରାଇଟ୍
दोरखंड,କର୍ଡ
"1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन","1. କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍, 2 ବେତାର ଟେଲିଫୋନ୍, 3. ବେତାର ଟେଲିଫୋନ୍ |"
subtheorem,subtheorem
दुरुस्ती,ସଂଶୋଧନ
"1. निरुपयोगी, 2. विकृत","1. ଅବ୍ୟବହୃତ, 2. ବିକୃତ"
गणना,ଗଣନା
स्कोअरर,ସ୍କୋରର୍
राष्ट्र संकेतांक,ଦେଶ କୋଡ୍
सहप्रसरण,କୋଭାରିଆନ୍ସ |
"1. कार्यक्षेत्र, 2. प्रसारण","1. ପରିସର କ୍ଷେତ୍ର, 2 ପ୍ରସାରଣ"
कोसळणे,ଭୁଶୁଡ଼ିବା |
गंभीर मार्ग,ଜଟିଳ ପଥ
क्रिटिकल पाथ मेथड (CPM),ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM)
"1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट","1. କ୍ରସ ପରୀକ୍ଷା, 2. କ୍ରସ ପରୀକ୍ଷା"
"1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति","1. କ୍ରସ୍ ପ୍ରୋଗ୍ରାମେବଲ୍-ସ୍ଥାନାନ୍ତର, 2 ପ୍ରୋଗ୍ରାମେବଲ୍ ପ୍ରତି"
असंबद्ध सिग्नल,ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |
असंबद्ध चर्चा,ଅପ୍ରାସଙ୍ଗିକ କଥାବାର୍ତ୍ତା |
क्रिप्टोग्राफी,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी","1. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 2. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 3. କ୍ରିପ୍ଟୋଗ୍ରାଫି |"
चलन चिन्ह,ମୁଦ୍ରା ପ୍ରତୀକ
वर्तमान निर्देशिका,ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |
वर्तमान विंडो,ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |
कर्सर,କର୍ସର୍
वक्र,ବକ୍ର
"1. कट आणि पेस्ट, 2. कट आणि पेस्ट","1. କାଟ ଏବଂ ପେଷ୍ଟ, 2. କାଟ ଏବଂ ଲେପନ କର |"
कातरणे पद्धत,କାଟିବା ପଦ୍ଧତି |
सायबर,ସାଇବର
सायबर कॅफे,ସାଇବର କାଫେ
सायबर रोख,ସାଇବର ନଗଦ
सायबर गुन्हे,ସାଇବର ଅପରାଧ |
सायबर डॅलेक्स,ସାଇବର ଡାଲେକ୍ସ |
सायबर कायदा,ସାଇବର ନିୟମ |
सायबर सेक्स,ସାଇବର ସେକ୍ସ |
"1. सायबर सायन्स, 2. सायबरनेटिक्स","1. ସାଇବର ସାଇନ୍ସ, ୨ ସାଇବରନେଟିକ୍ସ |"
"1.सायबरायझेशन, 2. सायबरीकरण","1. ସାଇବରାଇଜେସନ୍, ୨ ସାଇବରାଇଜେସନ୍"
सायकल,ଚକ୍ର
"1.चक्र स्मृती, 2.चक्र स्मृती","1. ଚକ୍ର ସ୍ମୃତି, 2. ଚକ୍ର ସ୍ମୃତି"
सायकल नुकसान,ଚକ୍ର କ୍ଷତି
सायकल वेळ,ଚକ୍ର ସମୟ
चक्रीय,ଚକ୍ରବର୍ତ୍ତୀ
डिमन,ଡେମନ୍ |
डेझी चक्र,ଡେଜି ସର୍କଲ୍ |
डेटा प्रशासक,ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍
डेटा वाटप,ତଥ୍ୟ ଆବଣ୍ଟନ
"1.डेटा फील्ड, 2.डेटा फील्ड","1. ଡାଟା ଫିଲ୍ଡ, 2. ଡାଟା ଫିଲ୍ଡ |"
"1.डेटा अॅरे, 2. डेटा अॅरे","1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ"
"1.डेटा-बेस, 2.डेटाबेस","1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |"
डेटा विखंडन,ତଥ୍ୟ ଖଣ୍ଡ
"1. डेटा बस, 2. डेटा बस","1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |"
"1.डेटा वाहक, 2.डेटा वाहक","1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |"
डेटा सेल,ଡାଟା ସେଲ୍ |
"1.डेटा प्रणाली, 2.डेटा चॅनेल","1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |"
डेटा संप्रेषण,ତଥ୍ୟ ଯୋଗାଯୋଗ |
"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन","1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |"
डेटा फील्ड,ଡାଟା ଫିଲ୍ଡ |
डेटा फाइल,ଡାଟା ଫାଇଲ୍ |
"1. डेटा प्रवाह, 2. डेटा प्रवाह","1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |"
"1.डेटा फ्लोचार्ट, 2.चार्ट","1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ"
डेटा पदानुक्रम,ଡାଟା କ୍ରମ
डेटा पातळी,ତଥ୍ୟ ସ୍ତର
"1.डेटा संकलन, 2.डेटा लायब्ररी","1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |"
डेटा लिंक स्तर,ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |
डेटा लिंक लेयर (DLL),ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL)
"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन","1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା"
"1.डेटा गणना, 2.डेटा गणना","1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |"
डेटा प्रोसेसिंग भाषा (DML),ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML)
डेटा मोडेम डेटा मोडेम,ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |
"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन","1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |"
"1.डेटा नेटवर्क, 2.डेटा नेटवर्क","1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |"
"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन","1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |"
"1.डेटा संस्था, 2. डेटा संस्था","1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ"
"1. डेटा आउटपुट, 2. डेटा आउटपुट","1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍"
"1.डेटा पथ, 2.डेटा पथ","1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ"
"1. डेटा तयार करणे, 2. डेटा तयार करणे","1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |"
"1.डेटा गोपनीयता, 2.डेटा गोपनीयता","1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |"
"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर","1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |"
"1.डेटा संरक्षण, 2.डेटा संरक्षण","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड","1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |"
"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती","1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର"
"1. डेटा रूटीन, 2. डेटा रूटीन","1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |"
"1.डेटा सुरक्षा, 2.डेटा सुरक्षा","1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା"
"१.डेटा संच, २. डेटा सेट","1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |"
"1.डेटा सिग्नल, 2.डेटा सिग्नल","1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |"
"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस","1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |"
"1.डेटा स्रोत, 2.डेटा स्रोत","1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |"
"1.डेटा तपशील, 2. डेटा तपशील","1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |"
"1.डेटा सेंटर, 2.डेटा सेंटर","1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |"
"1. डेटा स्टोरेज, 2. डेटा स्टोरेज","1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |"
डेटा स्टोरेज संरचना,ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ
"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर","1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ"
"1.डेटा स्विच, 2.डेटा स्विच","1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |"
"1.डेटा टेबल, 2.डेटा टेबल","1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |"
"1.डेटा एंड, 2. डेटा समाप्त","1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ"
"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन","1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |"
"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर","1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର"
"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |"
"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम","1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |"
"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट","1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |"
"1. डेटा युनिट, 2. डेटा युनिट","1. ଡାଟା ୟୁନିଟ୍, 2. ଡାଟା ୟୁନିଟ୍ |"
"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण","1. ଡାଟା ବ id ଧତା, 2. ଡାଟା ବ id ଧତା |"
डेटाबेस,ଡାଟାବେସ୍
डेटाबेस प्रशासन,ଡାଟାବେସ୍ ପ୍ରଶାସନ
डेटाबेस डिझाइन,ଡାଟାବେସ୍ ଡିଜାଇନ୍ |
डेटाबेस व्यवस्थापन प्रणाली,ଡାଟାବେସ୍ ପରିଚାଳନା ସିଷ୍ଟମ୍ |
"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह","1. ଡାଟାଗ୍ରାଭ୍, 2. ଡାଟାଗ୍ରାଭ୍ |"
"1. डेटाम, 2. डेटा","1. ଡାଟମ୍, 2. ତଥ୍ୟ"
"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1. ନିଷ୍କ୍ରିୟ ଜୋନ୍, 2. ସକ୍ରିୟ ଜୋନ୍ |"
गतिरोध,ଅବରୋଧ
गतिरोध प्रतिबंध,ଅବରୋଧ ରୋକିବା |
दोष क्लिअरन्स,ତ୍ରୁଟି କ୍ଲିୟରାନ୍ସ |
"1. जजमेंट सेल, 2. जजमेंट बॉक्स","1. ବିଚାର କକ୍ଷ, 2. ବିଚାର ବାକ୍ସ |"
निर्णयप्रक्रिया,ନିଷ୍ପତ୍ତି ଗ୍ରହଣ ପ୍ରକ୍ରିୟା
निर्णय समर्थन प्रणाली,ନିଷ୍ପତ୍ତି ସମର୍ଥନ ପ୍ରଣାଳୀ |
निर्णयाचे झाड,ନିଷ୍ପତ୍ତି ବୃକ୍ଷ |
"1. डीकोडर, 2. डीकोडर","1. ଡିକୋଡର୍, 2. ଡିକୋଡର୍ |"
विघटन तत्त्व,ବିଲୋପ ନୀତି |
डीकोडिंग,ଡିକୋଡିଂ
समर्पित प्रणाली,ଉତ୍ସର୍ଗୀକୃତ ସିଷ୍ଟମ୍ |
समर्पित प्रेस,ଉତ୍ସର୍ଗୀକୃତ ପ୍ରେସ୍ |
लसीकरण डेटा नेटवर्क (DDN),ପ୍ରତିରୋପଣ ଡାଟା ନେଟୱାର୍କ (DDN)
लसीकरण माहिती प्रणाली,ପ୍ରତିରୋପଣ ସୂଚନା ପ୍ରଣାଳୀ |
एकीकरण,ଏକୀକରଣ
विलंब,ବିଳମ୍ବ
विलंब काउंटर,ବିଳମ୍ବ କାଉଣ୍ଟର
विलंब वेळ,ବିଳମ୍ବ ସମୟ
"1.हटवा, 2.हटवा","1. ଡିଲିଟ୍, 2. ଡିଲିଟ୍"
हटवणे रेकॉर्ड,ବିଲୋପ ରେକର୍ଡ
परिसीमक,ଡିଲିମିଟର
डेल्टा मॉड्युलेशन,ଡେଲଟା ମଡ୍ୟୁଲେସନ୍
मागणी पृष्ठ,ଆବଶ୍ୟକତା ପୃଷ୍ଠା |
कामगिरी,କାର୍ଯ୍ୟଦକ୍ଷତା
demodulation,demodulation
V- मल्टीप्लेक्सर,ଭି-ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
विकृतीकरण,ନାମକରଣ
"1. घनता, 2. घनता","1. ଘନତା, 2. ଘନତା"
"1. अवलंबित्व, 2. अवलंबित्व","1. ନିର୍ଭରଶୀଳତା, 2. ନିର୍ଭରଶୀଳତା |"
अवलंबून युनिट,ନିର୍ଭରଶୀଳ ଏକକ |
रांग,ଧାଡି
"1. dereference, 2. dereference","1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ"
व्युत्पन्न झाड,ଉତ୍ପନ୍ନ ଗଛ |
व्युत्पन्न फील्ड,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
उतरत्या क्रमवारी,ଅବତରଣ କ୍ରମ |
डिझाइन,ଡିଜାଇନ୍
डेस्क कॅल्क्युलेटर,ଡେସ୍କ କାଲକୁଲେଟର
डेस्कटॉप संगणक,ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ
डेस्कटॉप सादरीकरण,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
डेस्कटॉप प्रकाशन,ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |
डेस्कटॉप व्हिडिओ,ଡେସ୍କଟପ୍ ଭିଡିଓ
गंतव्य पत्ता,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
"1. विनाशक, 2. विनाशक","1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |"
निर्धारक ऑटोमेटा,ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |
विकसक,ବିକାଶକାରୀ
विकास प्रणाली,ବିକାଶ ବ୍ୟବସ୍ଥା
साधन,ଉପକରଣ
डिव्हाइस नियंत्रण युनिट,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
डिव्हाइस नियंत्रक,ଉପକରଣ ନିୟନ୍ତ୍ରକ
डिव्हाइस व्यवस्थापन,ଉପକରଣ ପରିଚାଳନା
डिव्हाइस मोड,ଉପକରଣ ମୋଡ୍
निदान,ନିରାକରଣ
निदान प्रणाली,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
"1. निदान, 2. निदान","1. ନିଦାନ, 2. ନିଦାନ"
आकृती,ଚିତ୍ର
डायल,ଡାଏଲ୍ କରନ୍ତୁ |
डायल लाइन,ଡାଏଲ୍ ଲାଇନ୍ |
डायल टोन,ଡାଏଲ୍ ସ୍ୱର
डायल करा,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
"1. संवाद, 2. संभाषण","1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
संभाषण कक्ष,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
डायलअप मॉडेम,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
विमा,ବୀମା
शब्दकोश,ଅଭିଧାନ
"1. भिन्नता, 2. भिन्नता","1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
संख्यात्मक,ସାଂଖ୍ୟିକ
डिजिटल प्रणाली,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
डिजिटल सर्किट,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
डिजिटल संगणक,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
"1.डिजिटल डेटा, 2.डिजिटल डेटा","1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
डिजिटल सुविधा,ଡିଜିଟାଲ୍ ସୁବିଧା
डिजिटल फिल्टर,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
डिजिटल लायब्ररी,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
डिजिटल मॉड्यूलेशन,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर","1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
डिजिटल प्रतिमा,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
डिजिटल स्विच,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
डिजिटल अॅनालॉग कनवर्टर,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
डिजिटायझेशन,ଡିଜିଟାଇଜେସନ୍
डिजिटायझेशन,ଡିଜିଟାଇଜେସନ୍
डिजिटायझर,ଡିଜିଟାଇଜର୍
डायोड,ଡାୟୋଡ୍
प्रथमदर्शनी,ପ୍ରିମା ଫେସୀ |
थेट पत्ता,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
थेट रूपांतरण,ସିଧାସଳଖ ରୂପାନ୍ତର |
थेट जोडणी,ସିଧାସଳଖ ଯୋଡି |
"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
डायरेक्ट मेमरी ऍक्सेस (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
थेट पद्धत,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
दिशानिर्देश,ଦିଗଗୁଡିକ
निर्देशिका,ଡିରେକ୍ଟୋରୀ
