Tamil,Assamese
முக்கியமான,জটিল অৱস্থা
விமர்சனம்,সমালোচনাত্মকতা
மகர கிளிப்,মকৰ ৰাশিৰ ক্লিপ
வஞ்சகர்களின் இருண்ட சாம்ராஜ்யம்,কুটিলৰ অন্ধকাৰ ৰাজ্য
குறுக்கு-கலப்பின கலப்பு,ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন
குறுக்கு இசைக்குழு தொடர்பு,ক্ৰছ বেণ্ড যোগাযোগ
பொருத்தமற்ற தன்மை ஆளுமை,অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব
குறுக்கு உறவுகள்,ক্ৰছ টাই
கடக்கும் பகுதி,ক্ৰছ কৰা এলেকা
குறைந்தது பிறழ்வு லென்ஸ்,লেষ্ট এবেৰেচন লেন্স
குறுக்கு தயாரிப்பு,ক্ৰছ প্ৰডাক্ট
பொருத்தமற்ற சமிக்ஞை,অপ্রাসংগিক সংকেত
மாடிகளின் ஆக்கிரமிப்பு,মজিয়াৰ বেদখল
மாற்றம் மண்டலம்,ট্ৰেঞ্জিচন জ&#39;ন
மாற்றம் புள்ளி,ট্ৰেঞ্জিচন পইণ্ট
பரிமாற்ற மதிப்பு,বিনিময় মূল্য
vector-product vector தயாரிப்பு,ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন
"குறுக்கு வெட்டு, குறுக்கு வெட்டு","ক্ৰছ ছেকচন, ক্ৰছ ছেকচন"
"பல கால, கலப்பின கால","একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম"
குறுக்கு கம்பி,ক্ৰছ তাঁৰ
"கிரீடம் ஒளியியல் கண்ணாடி, கிரீடம் ஒளியியல் கண்ணாடி","মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ"
குளிர்விக்கும் கலவை,শীতল কৰা মিশ্ৰণ
குறைந்த வெப்பநிலை மின்னணுவியல்,কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ
தாழ்வெப்பநிலை,হাইপোথাৰ্মিয়া
கிரையோஜெனிக் ஆய்வகம்,ক্ৰাইজেনিক লেবৰেটৰী
நிம்ரதாபிகி,নিম্ৰতাপিকি
உறைபனி அளவு,ফ্ৰীজিং গেজ
கிரையோமெட்ரிக் மாறிலி,ক্ৰাইমেট্ৰিক ধ্ৰুৱক
படிகம்,স্ফটিক
"படிக, நார்ச்சத்து","স্ফটিকীয়, আঁহযুক্ত"
"படிகமாக்கல், படிகமாக்கல், படிகமாக்கல்","স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ"
படிக விஞ்ஞானி,স্ফটিক বিজ্ঞানী
படிக-கட்டமைப்பு,স্ফটিক-গাঁথনিগত
படிக அமைப்பு,স্ফটিক গঠন
"படிகவியல், படிக அறிவியல்","স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান"
லட்டு பரிமாற்ற செயல்பாடு,জালি স্থানান্তৰ কাৰ্য্য
படிக கறை,স্ফটিক স্মাজ
கன சதுரம்,ঘনক ঘনক
"கன சதுரம், கன சதுரம், கன சதுரம், முக்கோணம், கன சதுரம், முக்கோணம்","ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ"
கன பிளவு,ঘন বিভাজন
சுற்றுப்பாதை,কক্ষপথ
ஒட்டுமொத்த,ক্ৰমবৰ্ধমান
க்யூரி மாறிலி,curie ধ্ৰুৱক
கியூரி விளைவு,কুৰি ইফেক্ট
"கியூரி பாயிண்ட், கியூரி டெம்பரேச்சர், கியூரி டிமேக்னடைசேஷன் பாயின்ட்","কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট"
கியூரி,curie
ஓடை,নিজৰা
சிறுபான்மை நீரோடை,সংখ্যালঘু ধাৰা
விநியோகம்,বিতৰণ
வளைவு,বক্ৰতা
வளைவு வளைவு கோடு,বক্ৰ বক্ৰ ৰেখা
வளைந்த,বক্ৰ
வளைவு பட்டை,বক্ৰ বাৰ
வளைந்த பக்கம்,বক্ৰ পৃষ্ঠা
வளர்ச்சி வளைவு,বৃদ্ধিৰ বক্ৰ
வளைவு,বক্ৰৰেখা
"துளைப்பான், வெட்டுதல்","ছিদ্ৰকাৰী, কাটিব পৰা"
இறுதி மண்டலம்,শেষৰ মণ্ডল
இறுதி அதிர்வெண்,শেষ কম্পাঙ্ক
இறுதி புள்ளி,শেষ বিন্দু
முனைய புள்ளி வேகம்,টাৰ্মিনেল পইণ্ট বেগ
முனைய மின்னழுத்தம்,টাৰ্মিনেল ভল্টেজ
"நிகழ்த்துபவர், நிகழ்த்துபவர்","পৰিৱেশনকাৰী, পৰিবেশক"
சைபர்நெடிக்ஸ்,চাইবাৰনেটিক্স
"சுழற்சி, சுழற்சி, சுழற்சி","চক্ৰ, চক্ৰ, চক্ৰ"
வினாடிக்கு சுழற்சிகள்,প্ৰতি ছেকেণ্ডত চক্ৰ
"சுழற்சி, சுழற்சி","চক্ৰীয়, চক্ৰীয়"
சுழல்,ঘূৰ্ণন
சுழற்சி ஊசல்,চক্ৰীয় পেণ্ডুলাম
சைக்ளோட்ரான்,চাইক্লট্ৰন
சைக்ளோட்ரான் அதிர்வெண்,চাইক্লট্ৰন কম্পাঙ্ক
"உருளை, உருளை","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"உருளை, உருளை வடிவம், உருளை, உருளை","নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ"
சிலிண்டர் ஹார்மோனிக்,চিলিণ্ডাৰ হাৰমনিক
ஈரப்படுத்தப்பட்டது,তিতি যোৱা
damped எளிய ஹார்மோனிக் அலைவு,ডেম্প কৰা সৰল হাৰমনিক দোলন
தணிப்பு,ডেম্পাৰ
டேனியல் செல்,ডেনিয়েল কোষ
இருள்,অন্ধকাৰ
"நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்","সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
"சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி","পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
டேவிசன் சூடான பரிசோதனை,ডেভিছন হটাৰ পৰীক্ষা
டி.சி. (ஆணை),ডি.চি.(নিৰ্দেশনা)
செயலற்ற பகுதி,নিষ্ক্ৰিয় অংশ
அமைதியான இடம்,নিস্তব্ধ দাগ
டி பிராக்லி அலைநீளம்,de bragli তৰংগদৈৰ্ঘ্য
Debye பண்பு வெப்பநிலை,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
"Debye நீளம், Debye தூரம்","দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
கடன்-இடைவெளி,debt-recess
சிதைவு,পচি যোৱা
சிதைவு குறியீடு,ক্ষয় সূচকাংক
நீர்த்த,পাতলকাৰী
தடு,retard
இடைநிறுத்த நேரம்,বিৰতি সময়
டெசிபல்,ডেচিবেল
டெசிபிலோமீட்டர்,ডেচিবেলোমিটাৰ
"தசம, தசம","দশমিক, দশমিক"
வகைப்பாடு,শ্ৰেণীবিভাজন
"எழுச்சி, புரட்சி, முயற்சி, சரிவு","উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়"
ஐசோமெட்ரிக் வட்டம்,সমমিতি বৃত্ত
குறிவிலக்கி,ডিকোডাৰ
"சிதைவு, கரைதல்","পচন, দ্ৰৱীভূত"
டிகம்பரஷ்ஷன்,ডিকম্প্ৰেছন
தூய்மைப்படுத்துதல்,বিশুদ্ধকৰণ
அலங்காரம்,অলংকাৰ
இணைத்தல்,সংযোজন
செயல்பாடு குறைகிறது,ডিমিনিচিং ফাংচন
வானிலை,বতৰৰ পৰিৱৰ্তন
மீறல்,উলংঘা
அடித்தளம்,উপমহলা
ஆழமான இடம்,গভীৰ স্থান
வழித்தோன்றல்,ব্যুৎপত্তি
"குறைபாடு, பிழை, சேதம், குறைபாடு","দোষ, ভুল, ক্ষতি, অভাৱ"
தவறான,ভুল কৰা
நோய் எதிர்ப்பு சக்தி,ৰোগ প্ৰতিৰোধ ক্ষমতা
வரம்பு கதவு,লিমিটাৰ দুৱাৰ
"வரையறை, தெளிவு","সংজ্ঞা, স্পষ্টতা"
திசைதிருப்ப,বিচ্যুত কৰক
deflector,ডিফ্লেক্টৰ
"விலகல், விலகல்","বিক্ষেপণ, বিক্ষেপণ"
திசை திருப்பும் கவனம்,বিক্ষিপ্ত ফোকাচ
விலகல்-இரட்டை கண்ணாடி,ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ
விலகல் மண்டலம்,বিক্ষেপণ অঞ্চল
ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்,মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ
சுருக்க தட்டுகள்,বিক্ষেপণ প্লেট
கவனம்,ধ্যান কেন্দ্ৰিত
சிதைவு,বিকৃতি
"சிதைவு, சிதைவு","বিকৃতি, বিকৃতি"
விகாசன்,ভিগাছন
"அநாகரிகம், துஷ்பிரயோகம்","debauchery, অশ্লীলতা"
"தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)","অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)"
கழிவு வாயு,পেলনীয়া গেছ
"aberration, aphasia, deprivation, deprivation","aberration, aphasia, বঞ্চনা, বঞ্চনা"
மகிழ்ச்சியளிக்கிறது,সন্তুষ্টিদায়ক
"பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்","ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ"
செறிவு-தொகுதி,ঘনত্ব-আয়তন
விலகல் அளவு,বিচ্ছিন্নতা পৰিমাণ
சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்,স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা
அயனியாக்கம் அளவு,আয়নীয়কৰণৰ পৰিমাণ
துருவமுனைப்பு அளவு,মেৰুকৰণৰ পৰিমাণ
துல்லியத்தின் அளவு,নিখুঁততাৰ পৰিমাণ
ஈரப்பதம் நீக்குதல்,ডিহুমিডিফিকেশন
டீயோனைசேஷன்,বিআয়নীয়কৰণ
தாமதம்,পলম কৰা
தாமதமாக,বিলম্বিত
உள்ளூர்மயமாக்கல்,স্থানীয়কৰণ
டெல்டா செயல்பாடு,ডেল্টা ফাংচন
demagnetization,বিচুম্বকীয়কৰণ
demagnetized வளைவு,বিচুম্বকীয় বক্ৰ
காந்தமாக்கி,ডিমেগনেটাইজাৰ
டிமாடுலேஷன்,ডিমডুলেচন
அடர்த்தியான நெரிசல்,ঘন ভিৰ
அடர்த்தி அளவுகோல்,ঘনত্ব গেজ
"அடர்த்தி, அடர்த்தி","ঘনত্ব, ঘনত্ব"
தேய்மான நிலை,মূল্য হ্ৰাসৰ স্তৰ
குறைப்பு மண்டலம்,ডিপ্লিচন জ&#39;ন
depolarization,বিমেৰুকৰণ
துருவப்படுத்தப்பட்டது,ডিমেৰুকৃত
டிபோலரைசர்,ডিপোলাৰাইজাৰ
"புலத்தின் ஆழம், புலத்தின் தீவிரம்","ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা"
"பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்","ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম"
பெறப்பட்டது,ব্যুৎপত্তি কৰা হৈছে
"இறங்குதல், இறங்குதல்","অৱতৰণ কৰা, অৱতৰণ কৰা"
"இறங்குதல், இறங்குதல்","বংশ, বংশ"
"விவரிக்க, கட்ட, வரைய","বৰ্ণনা, নিৰ্মাণ, আঁকিব"
வகுக்கும்,হৰ
"வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)","ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)"
அழிவு,ধ্বংস
அழிவு குறுக்கீடு,ধ্বংসাত্মক হস্তক্ষেপ
"அழிவு, அழிவு","ধ্বংসাত্মক, ধ্বংসাত্মক"
"அடையாளம், கண்டறிதல்","চিনাক্তকৰণ, ধৰা পেলোৱা"
ஆட்சியர்,সংগ্ৰাহক
தீர்மானவாதம்,ডিটাৰ্মিনিজম
தீர்மானிப்பவர்,নিৰ্ণায়ক
உறுதியை,সংকল্প
தீர்மானிக்க,নিৰ্ধাৰণ কৰিবলৈ
தீர்மானிக்கப்பட்டது,নিৰূপিত
டியூடெரான்,ডিউটেৰন
"வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி","প্ৰকাশ, বিকাশ, বিকাশ"
"டெவலப்பர், டெவலப்பர்","ডেভেলপাৰ, ডেভেলপাৰ"
"வளர்ச்சி, வளர்ச்சி","উন্নয়ন, উন্নয়ন"
விலகல்,বিচ্যুতি
பனி,শিশিৰ
பனி புள்ளி,শিশিৰ বিন্দু
தென் துருவமுனைப்பான்,দক্ষিণ মেৰুকৰণকাৰী
கண்டறியும் சோதனை,ডায়েগনষ্টিক পৰীক্ষা
மூலைவிட்டமான,তিৰ্যক
வரைபடம்,ডায়েগ্ৰাম
வரைபடம்,ডায়েগ্ৰাম
டயல்,ডায়েল কৰক
காந்தவியல்,ডাইমেগনেটিক
"diamagnetology, diamagnetic பொருள்","ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ"
காந்தவியல்,ডাইমেগনেটিজম
விட்டம்,ব্যাস
முற்றிலும் எதிர்,ডায়েমেট্ৰিকভাৱে বিপৰীত
"வைரம், வைரம்","হীৰা, হীৰা"
"உதரவிதானம், உதரவிதானம்",ডায়েফ্ৰাম ডায়েফ্ৰাম
வெப்ப பரிமாற்றம்,তাপ বিনিময়
வெப்ப பரிமாற்றம்,তাপ বিনিময়
"diatonic swaragram, diatonic swaragram","ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম"
"பிளவு, அரை கலை","bifurcation, অৰ্ধ-কলা"
இருகுரோமேட் செல்,ডাইক্ৰ&#39;মেট কোষ
"இருவகை, காட்சி இருவகை, நிலை இருவகை","দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা"
டிக்டாஃபோன்,ডিক্টাফোন
மின்கடத்தா,ডাইলেক্ট্ৰিক
மின்கடத்தா,ডাইলেক্ট্ৰিকছ
டீசல் சுழற்சி,ডিজেল চক্ৰ
இடைவெளி,গেপ
"வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்","ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক"
"வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল"
வேறுபட்ட உறிஞ்சுதல்,ভিন্নতামূলক শোষণ
வேறுபாடு பெருக்கி,ডিষ্টিংচন এম্প্লিফায়াৰ
"ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்","পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ"
வேறுபட்ட மின்தேக்கி,ডিফাৰেন্সিয়েল কেপাচিটৰ
வேறுபட்ட மண்டலம்,ডিফাৰেন্সিয়েল জ&#39;ন
வேறுபட்ட பரவல்,ডিফাৰেন্সিয়েল প্ৰসাৰণ
வகையீட்டு சமன்பாடு,অৱভেদ্য সমীকৰণ
வேறுபட்ட அழிவு குணகம்,ভিন্নতামূলক বিলুপ্তি সহগ
இடைநிலை அயனியாக்கம் அறை,ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ
வேறுபட்ட ஐசோடோப்பு முறை,ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি
வேறுபட்ட வேகம்,ডিফাৰেন্সিয়েল বেগ
வேறுபடுத்தி,পাৰ্থক্য কৰা
"வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட","পৃথক, পৃথক"
"வேறுபாடு, வேறுபாடு","পাৰ্থক্য, পাৰ্থক্য"
மாறுபாடு,বিবৰ্তন
டிஃப்ராக்டோமீட்டர்,বিবৰ্তনমাপক
"பரவிய, பரவிய","বিক্ষিপ্ত, বিক্ষিপ্ত"
பரவியது,বিক্ষিপ্ত
பரவல்,প্ৰসাৰণ
பரவல்,বিস্তাৰ ক্ষমতা
"இலக்கம், விட்டம், விரல்","অংক, ব্যাস, আঙুলি"
டிஜிட்டல் பதிவு,ডিজিটেল ৰেকৰ্ডিং
டிஜிட்டல் வோல்ட்மீட்டர்,ডিজিটেল ভল্টমিটাৰ
இரு-ஐசோடோபிக் கூறுகள்,দ্বি-আইছ’ট’পিক মৌল
பரவல்,প্ৰসাৰণ
விரிவாக்கம் சிதைவு,প্ৰসাৰণ বিকৃতি
எக்ஸோமீட்டர்,বহিঃতাপমাপক
விஸ்ஃபரினி,ভিছফাৰিনি
"நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி","সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি"
பரிமாணமானது,মাত্ৰিক
பரிமாணம்,মাত্ৰাগততা
காப்பீட்டு அலகு,বীমা ইউনিট
பரிமாணமற்ற பரிமாணம்,মাত্ৰাহীন মাত্ৰা
"தேய்மானம், குறைப்பு","মূল্য হ্ৰাস, হ্ৰাস"
கதிர்வீச்சு,উজ্জ্বল
டையோடு,ডাইঅ&#39;ড
டையோப்டர்,ডাইঅপ্টাৰ
ஒளிவிலகல் மண்டலம்,বিবৰ্তন অঞ্চল
ஒளிவிலகல் லென்ஸ்,ৰিফ্ৰেক্টিং লেন্স
"bow down, bow down, தொட்டி","bow down, প্ৰণাম কৰা, ট্ৰাফ"
வீழ்ச்சியின் கோணம்,পতনৰ কোণ
இருமுனை,ডাইপোল
இருமுனை அடுக்கு,বাইপোলাৰ স্তৰ
dirac டெல்டா செயல்பாடு,dirac ডেল্টা ফাংচন
"நேராக, நேராக, நேராக, நேர், எதிர்","পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত"
அனுலோம் தொடர்பு,anulom সম্পৰ্ক
நேரடி மின்னோட்டம்,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
நேரடி,পোনপটীয়া
"நேரடி அடி, நேராக அடி","প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ"
"திசை, திசை","দিশ, দিশ"
திசை,দিশগত
விண்வெளி நிலைத்தன்மை,স্থানৰ স্থিৰতা
"டிகோசின், டிகோ-கொசைன்","ডাইকোচিন, ডাইকো-কোচাইন"
"திசை, திசை, திசை","দিশগত, দিশগত, দিশগত"
திசை,দিশগততা
பொதுவான லட்டு,সাধাৰণ জালি
நேர் கோடு,সৰলৰেখা
வரிசை விகிதம்,ক্ৰমিক অনুপাত
நேரடி முறை,প্ৰত্যক্ষ পদ্ধতি
திசையில்,দিশ
நேரடி வாசிப்பு சாதனம்,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
முன்னால் தொலைநோக்கி,সন্মুখত টেলিস্কোপ
"பொருள், வட்டம், வட்டு, வட்டு","বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
"மூழ்குதல், வெளியேற்றம், வெளுக்கும்","বিসৰ্জন, ইফিউচন, ব্লিচিং"
நீர் மூழ்குதல்,পানীত ডুবাই ৰখা
"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு","বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন"
தொடர்ச்சியற்ற,বিচ্ছিন্ন
"ஆராய்ச்சி, தேடல்","গৱেষণা, অনুসন্ধান"
முரண்பாடு,অমিল
துகள்கள்,কণা
"குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா","অৱতল এন্টেনা, ডিচ এন্টেনা"
"கரைதல், கிரானுலேஷன்","দ্ৰৱণ, দানা"
கரைதல் மாறிலி,দ্ৰৱণ ধ্ৰুৱক
சிதறல் ஆற்றல்,অপচয় শক্তি
கரைதல் அரை ஆயுள்,দ্ৰৱীভূত আধাজীৱন
கலைப்பு தரம்,দ্ৰৱণীয় পৰিসৰ
"இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி","ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন"
"தவறு வரி, தவறு கோர்","ফল্ট লাইন, ফল্ট কোৰ"
தவறு வளையம்,দোষ লুপ
"கோளாறு, சீர்குலைவு, சீர்குலைவு","বিকাৰ, বিকাৰ, বিকাৰ"
குழப்பம்,বিশৃংখলতা
"குழப்பம், குழப்பம்","বিভ্ৰান্তি, বিভ্ৰান্তি"
"சிதறி, சிதறி","বিক্ষিপ্ত, বিক্ষিপ্ত"
"சிதறல், சிதறல்","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
எறிபொருள்,প্ৰজেক্টাইল
சிதறி,বিক্ষিপ্তকাৰী
பிரதிபலிப்பு,প্ৰতিফলনশীলতা
இடப்பெயர்ச்சி,স্থানচ্যুতি
கண்காட்சி,প্ৰদৰ্শন
பணியகம்,কনছ&#39;ল
விலகல் படை,বিচ্ছিন্নতা বল
சமமற்ற,অসমান
சிதைவு குணகம்,ক্ষয় সহগ
அரிக்கும்,জাৰণকাৰী
சிதைவு அமைப்பு,ক্ষয় ব্যৱস্থা
பிரிக்கக்கூடிய,পৃথক কৰিব পৰা
பிரிக்கப்பட்டது,পৃথক কৰা হৈছে
மனநிலை,disposition
இணக்கமின்மை,অসংগততা
தூரம்,দূৰত্ব
தொலைவில்,দূৰৈৰ
"தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான","সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী"
பாகுபாடு,বৈষম্য
தனித்துவமான சொத்து,বিচ্ছিন্ন সম্পত্তি
"வேறுபடுத்து, வேறுபடுத்து","পাৰ্থক্য কৰা, পাৰ্থক্য কৰা"
வக்கிரம்,বিকৃত
சிதைவு,বিকৃতি
உருமாற்றம் நெகிழ்ச்சி,বিকৃতিৰ স্থিতিস্থাপকতা
விநியோகிக்கப்பட்ட பெருக்கி,বিতৰণ কৰা এম্প্লিফায়াৰ
"விநியோகம், விநியோகம்","বিতৰণ, বিতৰণ"
"விநியோக விதி, விநியோக விதி","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
தொந்தரவு,বিঘিনি
"மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது","distressed, বিঘ্নিত ভাৰসাম্য"
தொந்தரவு சக்தி,বিৰক্তিকৰ শক্তি
"அஹ்னிக், திவாச்சர், திவா, தினசரி","আহনিক, দিবাচাৰ, দিবা, দৈনিক"
தினசரி வேகம்,দৈনিক গতি
இருவகை,দ্বিসম্বন্ধীয়
"சிதறு, சிதறு","dissipate, বিসৰ্জন"
"வேற்றுமை, வேறுபாடு, வேறுபாடு","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
மாறுபட்ட,ডাইভাৰ্জেন্ট
திசை திருப்புதல்,ডাইভাৰচন
"பிரிக்கப்பட்ட, பிரிக்கப்பட்ட","বিভক্ত, বিভক্ত"
"பிரிவு, பிரிவு, பிரிவு","বিভাজন, বিভাজন, বিভাজন"
அயனோஸ்பியரின் D அடுக்கு,আয়নমণ্ডলৰ D স্তৰ
"பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்","অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন"
"குவிமாடம், குவிமாடம்","গম্বুজ, গম্বুজ"
செல்வாக்குமிக்க நிலை,প্ৰভাৱশালী স্থান
நன்கொடையாளர் நிலை,দাতাৰ স্তৰত
மடிட் ஒப்பந்தம்,মদিত সন্ধি
"கலப்படம், கலப்படம்","ব্যভিচাৰ, ব্যভিচাৰ"
டாப்ளர் விளைவு,ডপলাৰ ইফেক্ট
"மருந்தளவு, மருந்தளவு","ডোজ, ডোজ"
குவாண்டோமீட்டர்,কোৱাণ্টোমিটাৰ
"புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட","বিন্দুযুক্ত, বিন্দুযুক্ত"
"இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை","দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত"
இரட்டை பிணைப்பு,ডাবল বণ্ড
பைகான்வெக்ஸ் லென்ஸ்,দ্বি-উত্তল লেন্স
பைகான்வெக்ஸ் லென்ஸ்,দ্বি-উত্তল লেন্স
பைனரி வேறுபாடு,বাইনাৰী ডিফাৰেন্সিয়েল
இரட்டை அயனியாக்கம்,ডাবল আয়নীয়কৰণ
இரட்டை மூலக்கூறு,ডাবল অণু
இரட்டை துல்லியம்,ডাবল প্ৰিচিচন
இரட்டை ஒளிவிலகல்,ডাবল ৰিফ্ৰেকচন
இரட்டை தொடர்,ডাবল ছিৰিজ
ஜோடி நட்சத்திரங்கள்,যোৰ তৰা
இரட்டை,দুণ্ডণ
நிறமற்ற லென்ஸ் ஜோடி,achromatic লেন্স যোৰ
"பரவல், விரிவாக்கம்","প্ৰসাৰণ, প্ৰসাৰণ"
இரட்டிப்பு மின்னூட்டப்பட்ட துகள்,দুগুণ আধানযুক্ত কণা
ஆம்பிபியஸ் ஊழல்,উভচৰ দুৰ্নীতিগ্ৰস্ত
இரட்டை அயனியாக்கம்,ডাবল আয়নীয়কৃত
கீழ்நோக்கி,তললৈ
இழுவை தாது அரை கச்சிதமான,ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট
இழுவை சக்தி,ট্ৰেকচন বল
"வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி","wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি"
ஓடை ஓடை,ৰানঅফ ষ্ট্ৰিম
செயல்பாட்டு,কাৰ্য্যকৰী
கடத்தல் மின்னழுத்தம்,পৰিবাহী ভল্টেজ
குட்டி பந்து,pety ball
திடீர் இடைவேளை,হঠাৎ বিৰতি
"புள்ளி, நுண் புள்ளி, துளி","বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট"
வீழ்ச்சி,পৰি যোৱা
உலர்,শুকান
உலர் உலர் ஹைக்ரோமீட்டர்,শুকান শুকান হাইগ্ৰ’মিটাৰ
தோல்வியுற்ற தொடர்பு,বিফল যোগাযোগ
"இரட்டை செயல்பாடு, இரட்டை செயல்பாடு","ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
குழாய்,ডাক্ট
இழுவிசை,টান
இழுவிசை,টান
மங்கலான,ডিম
முடக்கு,নিঃশব্দ
படிவு,নিক্ষেপ
வாமன் தாரா,বমন তাৰা
இரட்டை அச்சு,ডাবল অক্ষ
மாறும்,গতিশীল
மாறும்,গতিশীল
"இயக்கவியல், இயக்கவியல்","গতিশীলতা, গতিশীলতা"
டைனமோ,ডাইনামো
சாப்பிடு,ডাইন কৰক
"பூமி, பூமி","পৃথিৱী, পৃথিৱী"
பூகம்பத்தின் தீவிரம்,ভূমিকম্পৰ তীব্ৰতা
