Telugu,English
పోలిక,Comparator
కంపారిటర్ ప్రోబ్,Comparator probe
యూనిట్ పోల్చడం  (= కంపారిటర్),Comparing unit  (= Comparator)
పోలిక  ఆపరేషన్,Comparison  Operation
పోలిక  ఆపరేటర్,Comparison  Operator
పోలిక పరీక్ష,Comparison test
అనుకూలత,Compatibility
అనుకూలత పరీక్ష,Compatibility test
అనుకూలంగా,Compatible
అనుకూల సమయం  భాగస్వామ్య వ్యవస్థ,Compatible time  Sharing system
సంగ్రహం,Compilation
సంకలన సహాయం,Compilation aid
కంపైల్,Compile
కంపైల్ వ్యవధి,Compile duration
కంపైల్ దశ,Compile phase
కంపైలర్,Compiler
కంపైలర్-కంపైలర్,Compiler-compiler
కంపైలర్ డైరెక్టింగ్ సిస్టమ్,Compiler directing system
కంపైలర్ డైరెక్టివ్,Compiler directive
కంపైలర్ జనరేటర్,Compiler generator
కంపైలర్ ఇంటర్ఫేస్,Compiler interface
కంపైలర్ భాష,Compiler language
కంపైలర్ ఎంపిక,Compiler option
కంపైల్ సమయం,Compile time
టైమ్ డయాగ్నోస్టిక్స్ కంపైల్,Compile time diagnostics
సమయ ప్రకటనను కంపైల్ చేయండి,Compile time statement
కంపైల్ వ్యవధి,Compiling duration
కంపైలింగ్ దశ,Compiling phase
కంపైల్ ప్రోగ్రామ్ (= కంప్లైయర్),Compiling program (= complier)
సమయం కంపైల్ చేయండి,Compiling time
పూరక,Complement
పరిపూరకరమైన ఆపరేషన్,Complementary operation
కాంప్లిమెంటరీ ఆపరేటర్,Complementary operator
కాంప్లిమెంట్ బేస్,Complement base
పరిపూరకరమైన సంఖ్య వ్యవస్థ,Complemented number system
కాంప్లిమెంటర్,Complementer
పూర్తి,Complementing
కాంప్లిమెంట్-ఆన్-తొమ్మిది,Complement-on-nine
ఒకదానిపై పూరకంగా,Complement on one
కాంప్లిమెంట్-ఆన్ టెన్,Complement-on ten
కాంప్లిమెంట్-ఆన్-టూ,Complement-on-two
పూర్తి క్యారీ,Complete carry
పరిపూర్ణత తనిఖీ,Completeness check
పూర్తి ఆపరేషన్,Complete operation
పూర్తి దినచర్య,Complete routine
పూర్తి కోడ్,Completion code
కాంప్లెక్స్ స్థిరాంకం,Complex constant
సంక్లిష్ట డేటా,Complex data
సంక్లిష్ట డేటా రకం,Complex data type
సంక్లిష్ట నిర్ణయం తీసుకునే అనుకరణ,Complex decision making simulation
సంక్లిష్టత సిద్ధాంతం,Complexity theory
సంక్లిష్ట సంఖ్య,Complex number
భాగం,Component
కాంపోనెంట్ చిరునామా,Component address
కాంపోనెంట్ ప్రాసెసర్,Component processor
మిశ్రమ కన్సోల్,Composite console
కంపోజిటెడ్ సర్క్యూట్,Composited circuit
స్వర బాహ్య విభాగము,Composite external symbol dictionary
మిశ్రమ మాడ్యూల్,Composite module
మిశ్రమ మాడ్యూల్ డేటా సెట్,Composite module data set
మిశ్రమ ఆపరేటర్,Composite operator
కూర్పు ఫైల్,Composition file
సమ్మేళనం పరిస్థితి,Compound condition
సమ్మేళనం తార్కిక మూలకం,Compound logical element
సమ్మేళనం ప్రకటన,Compound statement
కంప్రెస్,Compress
కంప్రెసర్,Compressor
రాజీ నెట్,Compromise net
కంప్యూటబిలిటీ,Computability
కంప్యూటబుల్ ఫంక్షన్,Computable function
గణన,Computation
గణన సంక్లిష్టత,Computational complexity
గణన భాషాశాస్త్రం,Computational linguistics
గణన నమూనా,Computational model
గణన స్థిరత్వం,Computational stability
కంప్యూట్ లిమిటెడ్,Compute limited
కంప్యూట్ మోడ్,Compute mode
కంప్యూటర్,Computer
కంప్యూటర్ అడ్మినిస్ట్రేటివ్ రికార్డ్,Computer administrative record
కంప్యూటర్ సహాయక రూపకల్పన,Computer aided design
కంప్యూటర్-ఎయిడెడ్ ఇంజనీరింగ్,Computer-aided engineering
కంప్యూటర్ ఎయిడెడ్ తయారీ,Computer aided manufacture
కంప్యూటర్ ఆర్కిటెక్చర్,Computer architecture
కంప్యూటర్ అంకగణితం,Computer arithmetic
కంప్యూటర్ ఆర్ట్,Computer art
కంప్యూటర్ సహాయక విద్య,Computer assisted education
కంప్యూటర్ సహాయక సూచన,Computer assisted instruction
కంప్యూటర్ సహాయక అభ్యాసం,Computer assisted learning
కంప్యూటర్ సహాయక నిర్వహణ,Computer assisted management
కంప్యూటర్ సహాయక బోధన,Computer assisted teaching
కంప్యూటర్ ఆధారిత ఆటోమేషన్,Computer based automation
కంప్యూటర్ ఆధారిత విద్య,Computer based education
కంప్యూటర్ ఆధారిత అభ్యాసం,Computer based learning
కంప్యూటర్ బ్యూరో,Computer bureau
కంప్యూటర్ సర్క్యూట్రీ,Computer circuitry
కంప్యూటర్ కోడ్,Computer code
కంప్యూటర్ కమ్యూనికేషన్,Computer communication
కంప్యూటర్ కాన్ఫరెన్సింగ్,Computer conferencing
కంప్యూటర్ కాన్ఫిగరేషన్,Computer configuration
కంప్యూటర్ కన్సోల్,Computer console
కంప్యూటర్ నియంత్రణ,Computer control
కంప్యూటర్ నేరం,Computer crime
కంప్యూటర్ క్రిప్టోగ్రఫీ,Computer cryptography
కంప్యూటర్-ఆధారిత భాష,Computer-dependent language
కంప్యూటర్ డొమైన్,Computer domain
కంప్యూటర్ డ్యూప్లెక్స్,Computer duplex
కంప్యూటర్ సమీకరణం,Computer equation
కంప్యూటర్ నిపుణుడు,Computer expert
కంప్యూటర్ ఫార్మాటింగ్,Computer formatting
కంప్యూటర్ ఆట,Computer game
కంప్యూటర్ సృష్టించిన మ్యాప్,Computer-generated map
కంప్యూటర్ తరం,Computer generation
కంప్యూటర్ గ్రాఫిక్స్,Computer graphics
కంప్యూటర్ హార్డ్‌వేర్,Computer hardware
కంప్యూటర్ స్వతంత్ర భాష,Computer independent language
కంప్యూటర్ సూచన,Computer instruction
కంప్యూటర్  ఇన్స్ట్రక్షన్ కోడ్,Computer   Instruction code
కంప్యూటర్  ఇన్స్ట్రక్షన్ సెట్,Computer  Instruction set
కంప్యూటర్  ఇంటర్ఫేస్ యూనిట్,Computer  Interface unit
కంప్యూటర్‌టి,Computerist
కంప్యూటరీకరణ,Computerization
కంప్యూటర్ భాష,Computer language
కంప్యూటర్  భాషా చిహ్నం,Computer  Language symbol
కంప్యూటర్ లెర్నింగ్,Computer learning
కంప్యూటర్ లెటర్,Computer letter
కంప్యూటర్ లిమిటెడ్,Computer limited
కంప్యూటర్  నిర్వహణ,Computer  Maintenance
కంప్యూటర్  నిర్వహించేది  సూచన,Computer  Managed  Instruction
కంప్యూటర్  మైక్రోగ్రాఫిక్స్,Computer  Micrographics
కంప్యూటర్ సంగీతం,Computer music
కంప్యూటర్ నెట్‌వర్క్,Computer network
కంప్యూటర్ సంఖ్యా నియంత్రణ,Computer numerical control
కంప్యూటర్ ఆపరేషన్,Computer operation
కంప్యూటర్ ఆధారిత భాష,Computer oriented language
కంప్యూటర్ అవుట్పుట్,Computer output
కంప్యూటర్ అవుట్పుట్ మైక్రోఫిల్మ్,Computer output microfilm
కంప్యూటర్ పనితీరు,Computer performance
కంప్యూటర్ ప్రింటర్,Computer printer
కంప్యూటర్ ప్రోగ్రామ్,Computer program
కంప్యూటర్ ప్రోగ్రామ్ ఉల్లేఖనం,Computer program annotation
కంప్యూటర్ ప్రోగ్రామ్ మూలం,Computer program origin
కంప్యూటర్ సైన్స్,Computer science
కంప్యూటర్ భద్రత,Computer security
కంప్యూటర్ షేరింగ్,Computer sharing
కంప్యూటర్ అనుకరణ,Computer simulation
కంప్యూటర్ సిమ్యులేటర్,Computer simulator
కంప్యూటర్ సాఫ్ట్ వేర్,Computer software
కంప్యూటర్ స్పెషలిస్ట్,Computer specialist
కంప్యూటర్ సిస్టమ్,Computer system
కంప్యూటర్ సిస్టమ్ ఆడిట్,Computer system audit
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",Computer technology
కంప్యూటర్ టెర్మినల్,Computer terminal
కంప్యూటర్ సమయం,Computer time
కంప్యూటర్ పదం,Computer word
కంప్యూటింగ్ సెంటర్,Computing centre
కంప్యూటింగ్ మూలకం,Computing element
కంప్యూటింగ్ శక్తి,Computing power
కంప్యూటింగ్ సిస్టమ్,Computing system
Concatenate,Concatenate
సంక్షిప్త డేటా సెట్,Concatenated data set
కన్‌కటేనేటెడ్ కీ,Concatenated key
సంక్షిప్తీకరణ,Concatenation
సంక్షిప్త పాత్ర,Concatenation character
కేంద్రీకృత సందేశం,Concentrated message
ఏకాగ్రత,Concentration
ఏకాగ్రత,Concentrator
ఏకాగ్రత టెర్మినల్ బఫర్,Concentrator terminal buffer
కాన్సెప్ట్ లెర్నింగ్,Concept learning
సంభావిత నమూనా,Conceptual model
సమన్వయం,Concordance
సమన్వయ,Concordant
ఏకకాలంలో,Concurrent
ఏకకాలిక ఆపరేషన్,Concurrent operation
ఏకకాల ప్రాసెసింగ్,Concurrent processing
షరతులతో కూడిన అసెంబ్లీ,Conditional assembly
షరతులతో కూడిన అసెంబ్లీ వ్యక్తీకరణ,Conditional assembly expression
షరతులతో కూడిన అసెంబ్లీ సూచన,Conditional assembly instruction
షరతులతో కూడిన బ్రాంచ్ బోధన,Conditional branch instruction
షరతులతో కూడిన బ్రేక్ పాయింట్,Conditional breakpoint
షరతులతో,Conditional
షరతులతో కూడిన బ్రేక్ పాయింట్ సూచన,Conditional breakpoint instruction
షరతులతో కూడిన ఎంట్రోపీ,Conditional entropy
షరతులతో కూడిన వ్యక్తీకరణ,Conditional expression
షరతులతో కూడిన చిక్కు ఆపరేషన్,Conditional implication operation
షరతులతో కూడిన సమాచార కంటెంట్,Conditional information content
షరతులతో కూడిన జంప్,Conditional jump
షరతులతో కూడిన జంప్ సూచన,Conditional jump instruction
షరతులతో కూడిన ఆపరేటర్,Conditional operator
షరతులతో కూడిన ప్రకటన,Conditional statement
షరతులతో కూడిన స్టాప్ సూచన,Conditional stop instruction
షరతులతో కూడిన బదిలీ సూచన,Conditional transfer instruction
షరతులతో కూడిన వేరియబుల్,Conditional variable
కండిషన్ సెల్,Condition cell
కండిషన్ కోడ్,Condition code
కండిషన్డ్ సర్క్యూట్,Conditioned circuit
కండిషనింగ్,Conditioning
కండిషనింగ్ పరికరాలు,Conditioning equipment
కండిషన్ జాబితా,Condition list
కండిషన్ పేరు,Condition name
కండిషన్ పేరు పరిస్థితి,Condition name condition
కండిషన్ ఉపసర్గ,Condition prefix
సమావేశ నియంత్రణ (= సున్నితత్వ నియంత్రణ),Conference control (= sensitivity control)
విశ్వసనీయ స్థాయి,Confidence level
గోప్యత,Confidentiality
ఆకృతీకరణ,Configuration
కాన్ఫిగరేషన్ విభాగం,Configuration section
నిర్ధారణ,Confirmation
గందరగోళ మాతృక,Confusion matrix
రద్దీ,Congestion
సంయోగం,Conjunction
కనెక్ట్ చేయబడిన సూచన,Connected reference
కనెక్ట్ చేయబడిన నిల్వ,Connected storage
ఫంక్షన్‌ను కనెక్ట్ చేయండి,Connect function
అమరికను కనెక్ట్ చేస్తోంది,Connecting arrangement
అమరిక సేవను కనెక్ట్ చేస్తోంది,Connecting arrangement service
కనెక్షన్,Connection
కనెక్టివ్,Connective
కనెక్టర్,Connector
సమయాన్ని కనెక్ట్ చేయండి,Connect time
వరుసగా,Consecutive
వరుస ఆపరేషన్,Consecutive operation
వరుస సీక్వెన్స్ కంప్యూటర్,Consecutive sequence computer
పర్యవసానంగా స్థిరత్వ తనిఖీని కనుగొనడం,Consequence finding consistency check
కన్సోల్,Console
కన్సోల్ వర్డ్-ప్రాసెసింగ్ పరికరాలు,Console word-processing equipment
ఏకీకరణ,Consolidation
కన్సాలిడేటర్,Consolidator
స్థిరమైన ప్రాంతం,Constant area
స్థిరమైన సూచన,Constant instruction
స్థిరమైన పొడవు ఫీల్డ్,Constant length field
స్థిరమైన నిష్పత్తి కోడ్,Constant ratio code
స్థిరమైన నిల్వ,Constant storage
స్థిరమైన పదం,Constant word
నిర్బంధ సమితి,Constrained set
పరిమితి,Constraint
టెక్స్ట్ ఉంది,Contained text
విషయము,Content
కంటెంట్ చిరునామా నిల్వ (= అసోసియేటివ్ స్టోరేజ్),Content addressed storage (= associative storage)
విషయ విశ్లేషణ,Content analysis
వివాదాస్పద,Contention
వివాద వ్యవస్థ,Contention system
విషయాల జాబితా,Contents list
సందర్భం,Context
సందర్భ సవరణ,Context editing
కాంటెక్స్ట్ ఎడిటర్,Context editor
సందర్భ ఉచిత భాష,Context free language
సందర్భ ఉచిత నిర్మాణం,Context free structure
సందర్భ సున్నితమైన భాష,Context sensitive language
సందర్భోచిత ప్రకటన,Contextual declaration
ఆకస్మిక విధానం,Contingency procedure
కొనసాగింపు కార్డు,Continuation card
కొనసాగింపు తనిఖీ,Continuity check
నిరంతర రూపం,Continuous form
నిరంతర ఫారమ్ కార్డ్,Continuous form card
నిరంతర రూపాలు కాగితం,Continuous forms paper
నిరంతర ప్రక్రియ నియంత్రణ,Continuous process control
నిరంతర అనుకరణ,Continuous simulation
నిరంతర సిస్టమ్ మోడలింగ్ ప్రోగ్రామ్,Continuous system modelling program
నిరంతర వ్యవస్థ అనుకరణ భాష,Continuous system simulation language
ఆకృతి మోడల్,Contour model
విరుద్ధంగా,Contrast
కాంట్రాస్ట్ పదునుపెట్టడం,Contrast sharpening
నియంత్రణ,Control
నియంత్రణ ప్రాంతం,Control area
నియంత్రణ బిట్,Control bit
కంట్రోల్ బ్లాక్,Control block
కంట్రోల్ బస్సు,Control bus
నియంత్రణ బైట్,Control byte
నియంత్రణ కార్డు,Control card
నియంత్రణ అక్షరం,Control character
కంట్రోల్ సర్క్యూట్,Control circuit
నియంత్రణ గుమస్తా,Control clerk
కంట్రోల్ కమాండ్ లాంగ్వేజ్,Control command language
కంట్రోల్ కంప్యూటర్,Control computer
కంట్రోల్ కౌంటర్,Control counter
నియంత్రణ చక్రం,Control cycle
డేటాను నియంత్రించండి,Control data
నియంత్రణ నిఘంటువు,Control dictionary
కంట్రోల్ ఇంజనీరింగ్,Control engineering
నియంత్రణ ఫీల్డ్,Control field
కంట్రోల్ ఫార్మాట్ అంశం,Control format item
నియంత్రణ ఫంక్షన్,Control function
నియంత్రణ శీర్షిక,Control heading
నియంత్రణ రంధ్రం,Control hole
నియంత్రణ సూచన,Control instruction
నియంత్రణ సూచనల రిజిస్టర్,Control instruction register
నియంత్రణ భాష,Control language
నియంత్రిత పరామితి,Controlled parameter
నియంత్రిత నిల్వ కేటాయింపు,Controlled storage allocation
నియంత్రిత వేరియబుల్,Controlled variable
నియంత్రిత పదజాలం,Controlled vocabulary
నియంత్రిక,Controller
నియంత్రిక ఫంక్షన్,Controller function
నియంత్రణ రేఖ,Control line
నియంత్రణ తర్కం,Control logic
కంట్రోల్ లూప్,Control loop
నియంత్రణ గుర్తు,Control mark
కంట్రోల్-మాసేజ్ డిస్ప్లే,Control-massage display
మైక్రోప్రోగ్రామింగ్‌ను నియంత్రించండి,Control microprogramming
నియంత్రణ మోడ్,Control mode
నియంత్రణ సంఖ్య,Control number
నియంత్రణ లక్ష్యం,Control objective
నియంత్రణ ఆపరేషన్,Control operation
కంట్రోల్ ఆపరేటర్,Control operator
కంట్రోల్ ఆపరేటర్ యొక్క టెర్మినల్,Control operator's terminal
నియంత్రణ ప్యానెల్,Control panel
నియంత్రణ పాయింట్,Control point
నియంత్రణ ముద్రణ,Control printing
నియంత్రణ కార్యక్రమం,Control program
కంట్రోల్ పంచ్,Control punch
నియంత్రణ రికార్డు,Control record
నియంత్రణ రిజిస్టర్,Control register
నియంత్రణ దినచర్య,Control routine
నియంత్రణ విభాగం,Control section
నియంత్రణ క్రమం,Control sequence
నియంత్రణ స్పెసిఫికేషన్,Control specification
కంట్రోల్ స్టాక్,Control stack
నియంత్రణ ప్రమాణం,Control standard
నియంత్రణ ప్రకటన,Control statement
కంట్రోల్ స్టేషన్,Control station
నియంత్రణ నిల్వ,Control storage
నియంత్రణ నిల్వ సేవ్,Control storage save
నియంత్రణ స్విచ్,Control switch
నియంత్రణ వ్యవస్థ,Control system
కంట్రోల్ టేప్,Control tape
నియంత్రణ సాంకేతికత,Control technique
నియంత్రణ టెర్మినల్,Control terminal
మొత్తం నియంత్రణ,Control total
నియంత్రణ బదిలీ ప్రకటన,Control transfer statement
నియంత్రణ యూనిట్,Control unit
నియంత్రణ వేరియబుల్,Control variable
నియంత్రణ వాల్యూమ్,Control volume
నియంత్రణ పదం,Control word
కన్వెన్షన్,Convention
కన్వెన్షన్ పరికరాలు,Convention equipment
కన్వర్జెన్స్,Convergence
సంభాషణ,Conversation
సంభాషణ,Conversational
సంభాషణ బీజగణిత భాష,Conversational algebraic language
సంభాషణ కంపైలర్,Conversational compiler
సంభాషణ కంప్యూటింగ్,Conversational computing
సంభాషణ భాష,Conversational language
సంభాషణ మోడ్,Conversational mode
సంభాషణ వ్యవస్థ,Conversational system
సంభాషణ టెర్మినల్,Conversational terminal
సంభాషణ సమయం భాగస్వామ్యం,Conversational time sharing
మార్పిడి,Conversion
మార్పిడి ఖర్చు,Conversion cost
మార్పిడి పరికరం,Conversion device
మార్పిడి మోడ్,Conversion mode
మార్పిడి దినచర్య,Conversion routine
మార్చండి,Convert
కన్వర్టర్,Converter
కుంభాకార ప్రోగ్రామింగ్,Convex programming
కోఆర్డినేట్ చిరునామా మెమరీ,Coordinate addressed memory
డేటాను సమన్వయం చేయండి,Coordinate data
జ్యామితి భాష సమన్వయం,Coordinate geometry language
గ్రాఫిక్స్ సమన్వయం,Coordinate graphics
సమన్వయ నెట్‌వర్క్,Coordinate network
సమన్వయ సమయ స్కేల్,Coordinate time scale
కాపీ,Copy
కార్డ్‌లెస్ ప్లగ్,Cordless plug
కార్డోనియర్ వ్యవస్థ,Cordonnier system
కోర్,Core
కోర్ డంప్,Core dump
కోర్ చిత్రం,Core image
కోర్ ఇమేజ్ లైబ్రరీ,Core image library
కోర్ మెమరీ,Core memory
కోర్ నెట్‌వర్క్,Core network
సహ-నివాస,Co-resident
కోర్ నిల్వ,Core storage
కోర్ సిస్టమ్,Core system
సహ-రూటిన్,Co-routine
సరైనది మరియు కాపీ,Correct and copy
ఫీచర్ సరిదిద్దడం,Correcting feature
దిద్దుబాటు,Correction
దిద్దుబాటు సమాచారం,Correction information
దిద్దుబాటు నిర్వహణ,Corrective maintenance
దిద్దుబాటు నిర్వహణ సమయం,Corrective maintenance time
వ్యయ విశ్లేషణ,Cost analysis
ఖర్చు-కేంద్రం అకౌంటింగ్,Cost-center accounting
కౌంట్,Count
కౌంటర్,Counter
కౌంటర్ ఇన్హిబిట్,Counter inhibit
కౌంట్-కీ-డేటా పరికరం,Count-key-data device
దేశం కోడ్,Country code
క్లిష్టమైన మార్గం పద్ధతి,Critical path method
క్రాస్ బార్ స్విచ్,Cross bar switch
క్రాస్ బార్ సిస్టమ్,Cross bar system
మరొక్కసారి పరిశీలించు,Cross check
క్రాస్ కంపైలర్,Cross compiler
క్రాస్ డొమైన్ కమ్యూనికేషన్,Cross domain communication
క్రాస్ ఫైర్,Cross fire
క్రాస్ ఫుట్,Cross foot
క్రాస్ ఫుటింగ్ పరీక్ష,Cross footing test
క్రాస్ పాయింట్ అర్రే,Cross point array
క్రాస్ సెక్షనల్ పరీక్ష,Cross sectional testing
శ్రేణి యొక్క క్రాస్ సెక్షన్,Cross section of an array
క్రాస్ సాఫ్ట్‌వేర్,Cross software
క్రాస్ సబ్‌రియా లింక్,Cross subarea link
క్రాస్ టాక్,Cross talk
క్రాస్ ట్రాకింగ్,Cross tracking
రద్దీ,Crowding
క్రయోజెనిక్స్,Cryogenics
క్రయోజెనిక్ నిల్వ,Cryogenic storage
క్రయోజెనిక్ స్టోర్,Cryogenic store
క్రియోస్టాట్,Cryostat
క్రియోట్రాన్,Cryotron
క్రిప్టోగ్రాఫిక్,Cryptographic
క్రిప్టోగ్రాఫిక్ అల్గోరిథం,Cryptographic algorithm
క్రిప్టోగ్రఫీ,Cryptography
సంచిత సూచిక,Cumulative index
కరెన్సీ చిహ్నం,Currency symbol
ప్రస్తుత బీమ్ స్థానం,Current beam position
ప్రస్తుత కనెక్ట్ సమూహం,Current connect group
ప్రస్తుత తరం,Current generation
ప్రస్తుత సూచన  రిజిస్టర్,Current instruction  Register
ప్రస్తుత లైన్  పాయింటర్,Current line  Pointer
ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్),Current loop (=  Current antinode)
ప్రస్తుత మోడ్ లాజిక్,Current mode logic
ప్రస్తుత రికార్డు,Current record
కర్సర్,Cursor
కర్సర్ కంట్రోల్ కీ,Cursor control key
కర్టేట్,Curtate
కర్వ్ అనుచరుడు,Curve follower
కుషన్,Cushion
కస్టమర్ యాక్సెస్ ప్రాంతం,Customer access area
కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్,Customer information control system
కస్టమర్ ప్రాంగణ పరికరాలు,Customer premises equipment
కస్టమర్ స్విచింగ్ సిస్టమ్,Customer switching system
కట్ ఫారం,Cut form
ఫారమ్ మోడ్ కట్,Cut forms mode
కట్ పద్ధతి,Cut method
కత్తిరించిన,Cut off
సైబర్‌నేషన్,Cybernation
సైబర్‌నెటిక్స్,Cybernetics
చక్రం,Cycle
చక్రాల సంఖ్య,Cycle count
సైకిల్ సూచిక,Cycle index
సైకిల్ మెమరీ,Cycle memory
సైకిల్ మైక్రోప్రోగ్రామింగ్,Cycle microprogramming
సైకిల్ రీసెట్,Cycle reset
సైకిల్ షేరింగ్,Cycle sharing
సైకిల్ స్టీల్,Cycle steal
సైకిల్ దొంగిలించడం,Cycle stealing
సైకిల్ సమయం,Cycle time
చక్రీయ కోడ్,Cyclic code
చక్రీయ పునరావృతం చెక్,Cyclic redundancy check
చక్రీయ షిఫ్ట్,Cyclic shift
చక్రీయ నిల్వ,Cyclic storage
చక్రీయ బదిలీ,Cyclic transfer
సిలిండర్ కాన్సెప్ట్,Cylinder concept
పాత్ర,Character
కోడెడ్ దశాంశం,Coded decimal
డైసీ గొలుసు,Daisy chain
డైసీ ప్రింట్ వీల్,Daisy print wheel
డైసీ వీల్,Daisy wheel
డంపింగ్,Damping
సమాచారం,Data
వాయిస్ పైన ఉన్న డేటా,Data above voice
డేటా యాక్సెస్ అమరిక,Data access arrangement
డేటా సేకరణ,Data acquisition
డేటా సముపార్జన కంప్యూటర్,Data acquisition computer
డేటా అనుసరణ యూనిట్,Data adaption unit
డేటా నిర్వాహకుడు,Data administrator
డేటా మొత్తం,Data aggregate
డేటా ప్రాంతం,Data area
డేటా శ్రేణి,Data array
డేటా లక్షణం,Data attribute
డేటా బ్యాంక్,Data bank
డేటాబేస్,Database
డేటాబేస్ పరిపాలన,Database administration
డేటాబేస్ నిర్వహణ,Database management
డేటాబేస్ నిర్వహణ వ్యవస్థ,Database management system
డేటా బ్లాక్,Data block
డేటా విరామం (= ప్రత్యక్ష మెమరీ యాక్సెస్),Data break (=direct memory access)
డేటా బఫర్ రిజిస్టర్,Data buffer register
డేటా క్యాప్చర్,Data capture
డేటా కార్డ్,Data card
డేటా క్యారియర్,Data carrier
డేటా సెల్,Data cell
డేటా ఛానెల్,Data channel
డేటా ఛానల్ మల్టీప్లెక్సర్,Data channel multiplexer
డేటా సర్క్యూట్,Data circuit
డేటా సర్క్యూట్ పారదర్శకత,Data circuit transparency
డేటా కోడ్,Data code
వివరాల సేకరణ,Data collection
డేటా సేకరణ స్టేషన్,Data collection station
డేటా సేకరణ వ్యవస్థ,Data collection system
సమాచారం  కమ్యూనికేషన్,Data   Communication
సమాచారం  కమ్యూనికేషన్  ఛానెల్,Data  Communication  Channel
సమాచారం  కమ్యూనికేషన్  పరికరాలు,Data  Communication  Equipment
సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్,Data  Communication  Interface
సమాచారం  కమ్యూనికేషన్  నెట్‌వర్క్,Data  Communication  Network
సమాచారం  కమ్యూనికేషన్  సేవ,Data  Communication  Service
డేటా సంపీడనం,Data compaction
డేటా కుదింపు,Data compression
డేటా కనెక్షన్,Data connection
డేటా స్థిరాంకం,Data constant
సమాచారం  కాలుష్యం,Data  Contamination
డేటా నియంత్రణ,Data control
డేటా కంట్రోల్ బ్లాక్,Data control block
డేటా మార్పిడి,Data conversion
డేటా కన్వర్టర్,Data convertor
డేటా డిక్లరేషన్,Data declaration
డేటా డిక్లరేషన్  ప్రకటన,Data declaration  Statement
డేటా నిర్వచనం,Data definition
డేటా నిర్వచనం  పేరు,Data definition  Name
డేటా నిర్వచనం  ప్రకటన,Data definition  Statement
డేటా ఆలస్యం,Data delay
డేటా డీలిమిటర్,Data delimiter
డేటా సాంద్రత,Data density
డేటా వివరణ  ప్రవేశం,Data description   Entry
డేటా వివరణ  భాష,Data description   Language
డేటా డిజైన్,Data design
డేటా పరికరం,Data device
డేటా నిఘంటువు,Data dictionary
డేటా దర్శకత్వం వహించింది,Data directed transmission
డేటా డిస్ప్లే యూనిట్,Data display unit
డేటా పంపిణీ వ్యవస్థ,Data distribution system
డేటా విభాగం,Data division
డేటా మూలకం,Data element
డేటా ఎలిమెంట్ చైన్,Data element chain
డేటా గుప్తీకరణ  కీ,Data encryption  Key
డేటా గుప్తీకరణ  ప్రమాణం,Data encryption  Standard
సమాచారం పొందుపరచు,Data entry
డేటా ఎంట్రీ పరికరం,Data entry device
డేటా లోపం,Data error
డేటా మూల్యాంకనం,Data evaluation
డేటా పరీక్ష,Data examination
డేటా మార్పిడి,Data exchange
డేటా ఫీల్డ్,Data field
సమాచార దస్తా,Data file
డేటా ప్రవాహం,Data flow
డేటా ఫ్లో చార్ట్,Data flow chart
డేటా ప్రవాహ నియంత్రణ,Data flow control
డేటా ప్రవాహ రేఖాచిత్రం,Data flow diagram
డేటా ఫార్మాట్,Data format
డేటా ఫార్మాట్ అంశం,Data format item
డేటా జనరేటర్,Data generator
డేటాగ్రామ్,Datagram
డేటాగ్రామ్ సేవ,Datagram service
డేటా గ్రాఫిక్స్,Data graphics
డేటా గ్రాఫోస్కోప్,Data graphoscope
డేటా నిర్వహణ,Data handling
డేటా నిర్వహణ  సామర్థ్యం,Data handling  Capacity
డేటా సోపానక్రమం,Data hierarchy
డేటా హోస్ట్ (= హోస్ట్),Data host (= host)
డేటా స్వాతంత్ర్యం,Data independence
డేటా ఇన్పుట్,Data input
డేటా ఇన్పుట్ స్టేషన్,Data input station
డేటా సమగ్రత,Data integrity
డేటా ఇంటర్‌చేంజ్,Data interchange
వాయిస్‌లో డేటా,Data in voice
డేటా I/O  సూచన,Data I/O  Instruction
డేటా అంశం,Data item
డేటా స్థాయి,Data level
డేటా లైబ్రరీ,Data library
డేటా లింక్ నియంత్రణ  పాత్ర,Data link control  Character
డేటా లింక్ ఎస్కేప్  పాత్ర,Data link escape  Character
డేటా లింక్ లేయర్,Data link layer
డేటా జాబితా,Data list
డేటా లాగింగ్,Data logging
సమాచార నిర్వహణ,Data management
సమాచార నిర్వహణ  ప్రోగ్రామ్,Data management  Program
సమాచార నిర్వహణ  వ్యవస్థ,Data management  System
డేటా మానిప్యులేటింగ్,Data manipulating
డేటా మానిప్యులేషన్  భాష,Data manipulation  Language
డేటా మాస్కింగ్,Data masking
డేటామాటిక్ కంప్యూటర్,Datamatic computer
డేటామేషన్,Datamation
డేటా మాధ్యమం,Data medium
డేటా వలస,Data migration
డేటా మోడ్,Data mode
డేటా కదలిక  సూచన,Data move  Instruction
డేటా మల్టీప్లెక్సర్,Data multiplexer
డేటా పేరు,Data name
డేటా నెట్‌వర్క్,Data network
డేటా ఆపరేషన్,Data operation
డేటా సంస్థ,Data organisation
డేటా మూలం,Data origination
డేటా అవుట్పుట్,Data output
డేటా మార్గం,Data path
