Marathi,Tamil
नैसर्गिक बंदर,இயற்கை துறைமுகம்
नैसर्गिक वायुवीजन,இயற்கை காற்றோட்டம்
नौदल बंदर,கடற்படை துறைமுகம்
न्यूटन,நியூட்டன்
एकसमान प्रवाह नसतो,சீரற்ற ஓட்டம்
पाण्याचा दर व्यापतो,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
तेल रंग,எண்ணெய் வண்ணப்பூச்சு
तेल विहीर सिमेंट,எண்ணெய் கிணறு சிமெண்ட்
चॅनेल प्रवाह उघडा,திறந்த சேனல் ஓட்டம்
इष्टतम ओलावा,உகந்த ஈரப்பதம்
सेंद्रिय माती,கரிம மண்
अभिमुखता,நோக்குநிலை
ऑर्थोगोनल,ஆர்த்தோகனல்
ऑर्टस्टीन,ஆர்ட்ஸ்டீன்
बाह्य सिग्नल,வெளிப்புற சமிக்ஞை
ऑक्सिडेशन,ஆக்சிஜனேற்றம்
पँट्री,சரக்கறை
पॅरापेट,பாரபெட்
पॅरापेट भिंत,பாரபெட் சுவர்
पालक साहित्य,பெற்றோர் பொருள்
पेबल कास्ट प्लास्टर,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
पेडलफर,பெடல்பர்
पेडोकल,பெடோகல்
पेडोजेनेसिस,பெடோஜெனெசிஸ்
पेडॉलॉजी,பெடாலஜி
पेडोस्फियर,பெடோஸ்பியர்
पेनेट्रोमीटर,பெனெட்ரோமீட்டர்
पेन्ट छत,பென்ட் கூரை
पेप्टायझिंग एजंट,பெப்டிசிங் முகவர்
विश्लेषण कालावधी,பகுப்பாய்வு காலம்
पर्पेंड,பெர்பென்ட்
शोषण,பெர்ஸர்ப்ஷன்
घाट,பையர்
पिलास्टर,பிலாஸ்டர்
खेळपट्टी,பிட்ச்
खड्डे पडलेले छत,பிட்ச் கூரை
साधा काँक्रीट,வெற்று கான்கிரீட்
विमान कोन,விமான கோணம்
साधे अंगण,சமவெளி முற்றம்
प्लॅनसोल,பிளான்சோல்
प्लास्टिकची सुसंगतता,பிளாஸ்டிக் நிலைத்தன்மை
प्लॅस्टिकिटी,பிளாஸ்டிசிட்டி
प्लॅस्टिकिटी निर्देशांक,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
प्लॅस्टिकिटी मर्यादा,பிளாஸ்டிசிட்டி வரம்பு
प्लॅस्टिकिटी श्रेणी,பிளாஸ்டிசிட்டி வரம்பு
प्लेट रचना,பிளாட்டி அமைப்பு
प्लिंथ,பீடம்
नांगरलेली माती,உழவு மண்
मनुका दगड,பிளம் கல்
पॉडझोल,போட்ஸோல்
पॉइंटिंग,சுட்டி
बहुभुज भिंत,பலகோண சுவர்
छिद्र जागा,துளை இடம்
बंदर,துறைமுகம்
सकारात्मक वायुवीजन,நேர்மறை காற்றோட்டம்
प्रेयरी माती,புல்வெளி மண்
सुस्पष्टता,துல்லியம்
प्राथमिक कण,முதன்மை துகள்
प्रिझमॅटिक रचना,பிரிஸ்மாடிக் அமைப்பு
उत्पादक कार्य,உற்பத்தி வேலை
प्रकल्पाचे औचित्य,திட்ட நியாயப்படுத்தல்
संरक्षणात्मक कार्य,பாதுகாப்பு வேலை
स्यूडो-मायसेलियम,போலி-மைசீலியம்
डबके,குட்டை
पगिंग,புக்கிங்
प्युमिस,பியூமிஸ்
पंचन,குத்து
कठपुतळी,பொம்மை
पुटलॉग,புட்லாக்
पुटलॉग मचान,புட்லாக் சாரக்கட்டு
सामग्री सर्वेक्षक,அளவு சர்வேயர்
खणाचा रस,குவாரி சாறு
क्वे,குவே
राणी बंद,ராணி மூடல்
Quoin,குவோயின்
तराफा पाया,ராஃப்ட் அடித்தளம்
राकर,ரேக்கர்
रेकिंग,ரேக்கிங்
रॅकिंग बाँड,ரேக்கிங் பத்திரம்
Raking फ्लॅशिंग,ரேக்கிங் ஒளிரும்
वेगाने बदलणारा प्रवाह,வேகமாக மாறுபடும் ஓட்டம்
वसूल करण्यायोग्य पेमेंट,திரும்பப் பெறக்கூடிய கட்டணம்
लाल पृथ्वी,சிவப்பு பூமி
लाल चिकणमाती,சிவப்பு களிமண்
नियामक,சீராக்கி
रेगुर किंवा काळी कापूस माती,ரெகர் அல்லது கருப்பு பருத்தி மண்
परतफेड करार,திருப்பிச் செலுத்தும் ஒப்பந்தம்
अवशिष्ट संकोचन,எஞ்சிய சுருக்கம்
अवशिष्ट माती,எஞ்சிய மண்
प्रकट करा,வெளிப்படுத்து
पिन प्रकट करा,பின்னை வெளிப்படுத்து
टाय प्रकट करा,டை வெளிப்படுத்து
रिज,ரிட்ஜ்
रिज कॅपिंग,ரிட்ஜ் கேப்பிங்
नदी,நதி
रस्ता स्थिर,சாலை நிலை
खडबडीत मलम,கரடுமுரடான பிளாஸ்டர்
ढिगारा,இடிபாடுகள்
भंगार दगडी बांधकाम,இடிந்த கொத்து
कचऱ्याची भिंत,இடிந்த சுவர்
चालू मोजमाप,இயங்கும் அளவீடு
सुरक्षित पत्करण्याची क्षमता,பாதுகாப்பான தாங்கும் திறன்
मीठ ग्लेझ,உப்பு படிந்து
नमुन्याचा आकार,மாதிரி அளவு
नमुना वितरण,மாதிரி விநியோகம்
नमुना त्रुटी,மாதிரி பிழை
वाळू,மணல்
वाळू समाप्त,மணல் பூச்சு
वाळू हात मोल्डिंग,மணல் கை மோல்டிங்
सँडिंग,மணல் அள்ளுதல்
संतृप्त माती,நிறைவுற்ற மண்
संतृप्त माती पेस्ट,நிறைவுற்ற மண் பேஸ்ட்
संपृक्तता अर्क,செறிவூட்டல் சாறு
संपृक्तता टक्केवारी,செறிவூட்டல் சதவீதம்
बशी घुमट,சாசர் குவிமாடம்
मचान,சாரக்கட்டு
शिस्ट,ஷிஸ்ட்
सागरी बंदर,கடல் துறைமுகம்
गुप्त गटार,ரகசிய சாக்கடை
दुसरा,இரண்டாவது
अवसादन विश्लेषण,வண்டல் பகுப்பாய்வு
अर्ध-कृत्रिम बंदर,அரை செயற்கை துறைமுகம்
अर्ध भरतीची गोदी,அரை அலை கப்பல்
वृद्ध,முதுமை
शेल,ஷேல்
पत्र्याचा ढीग,தாள் குவியல்
संकोचन मर्यादा,சுருக்க வரம்பு
शटरिंग,ஷட்டரிங்
सियालिटिक माती,சியாலிடிக் மண்
सिएरोझेम,சிரோஜெம்
खिंडी,சில்லு
गाळ,வண்டல் மண்
सिंगल फ्लेमिश रक्त,ஒற்றை சதை இரத்தம்
एकल दाणेदार रचना,ஒற்றை தானிய அமைப்பு
कंकाल माती,எலும்பு மண்
स्कर्टिंग,பாவாடை
स्लीपर भिंत,ஸ்லீப்பர் சுவர்
बाजूचे गटर,பக்கவாட்டு சாக்கடை
स्लाइड नियम,ஸ்லைடு விதி
स्लिप डॉक,ஸ்லிப் டாக்
स्मोनिझा,ஸ்மோனிசா
भिजवणे,ஊறவைத்தல்
मातीचा सहवास,மண் சங்கம்
माती वर्ग,மண் வகுப்பு
माती कॉम्प्लेक्स,மண் வளாகம்
मातीची सुसंगतता,மண் நிலைத்தன்மை
माती कुटुंब,மண் குடும்பம்
मातीच्या चौकटीचे काम,மண் சட்ட வேலை
माती ओलावा,மண்ணின் ஈரப்பதம்
जमिनीतील ओलावा वाढणे,மண்ணின் ஈரப்பதம் பெருக்கம்
जमिनीतील आर्द्रतेची कमतरता,மண்ணின் ஈரப்பதம் குறைபாடு
माती आकारविज्ञान,மண் உருவவியல்
मातीचा कण,மண் துகள்
मातीचा टप्पा,மண் கட்டம்
माती प्रोफाइल,மண் விவரக்குறிப்பு
मातीची प्रतिक्रिया,மண் எதிர்வினை
माती वेगळी होते,மண் பிரிகிறது
माती मालिका,மண் தொடர்
माती समाधान,மண் தீர்வு
मातीची रचना,மண் அமைப்பு
मातीचा पोत,மண் அமைப்பு
मातीचा प्रकार,மண் வகை
सोलम,சோலம்
वर्गीकरण,சோர்ப்ஷன்
spalls,ஸ்பால்கள்
विशिष्ट आयन प्रभाव,குறிப்பிட்ட அயனி விளைவு
स्क्वेअर कोर्स्ड रबल चिनाई,சதுர வடிவ இடிபாடுகள்
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
स्थिर प्रवाह,நிலையான ஓட்டம்
स्टेप्ड फ्लॅशिंग,மிளிரும் படி
चिकटपणा,ஒட்டும் தன்மை
स्टिकिंग पॉइंट,ஒட்டும் புள்ளி
दगड,கல்
स्लॉप हात मोल्डिंग,ஸ்லோப் கை மோல்டிங்
पट्टा बिजागर,பட்டா கீல்
स्ट्रॉ बोर्ड,வைக்கோல் பலகை
प्रवाह,ஸ்ட்ரீம்
ताण,மன அழுத்தம்
स्ट्रेचर,நீட்டுபவர்
स्ट्रेचर बाँड,ஸ்ட்ரெச்சர் பிணைப்பு
स्ट्रेचर कोर्स,ஸ்ட்ரெச்சர் படிப்பு
स्ट्रिंग,லேசான கயிறு
स्ट्रिंग कोर्स,சரம் பாடநெறி
रचना घटक,கட்டமைப்பு காரணி
रचना निर्देशांक,கட்டமைப்பு குறியீடு
स्टुको,ஸ்டக்கோ
स्टड,வீரியமான
स्टायलोबेट,ஸ்டைலோபேட்
पोट माती,துணை மண்
उप रचना,துணை அமைப்பு
बेरीज वक्र,கூட்டுத்தொகை வளைவு
सूर्य अभ्रक,சன் மைக்கா
सुपर रचना,சூப்பர் கட்டமைப்பு
सर्वेक्षक,நிலமளப்போர்
एस-मूल्य,எஸ்-மதிப்பு
स्वॅग,அங்கும் இங்கும் அசை
हंस मान,ஸ்வான் கழுத்து
तंबू,கூடாரம்
टेबल हँड मोल्डिंग,மேஜை கை மோல்டிங்
टँकिंग,டேங்கிங்
टेम्पिएट्टो,டெம்பீட்டோ
टेंपरिंग,வெப்பநிலை மாற்றம்
साचा,டெம்ப்ளேட்
साचा,டெம்ப்ளேட்
Tepidarium,டெபிடேரியம்
टेराकोटा,டெரகோட்டா
टेरा रोझा,டெர்ரா ரோசா
टेराझो,டெர்ராஸோ
टेट्रा शैली,டெட்ரா பாணி
थ्रेशोल्ड मर्यादा मूल्य,வரம்பு வரம்பு மதிப்பு
घसा,தொண்டை
दगडातून,கல் மூலம்
भरतीचे खोरे,டைடல் பேசின்
टाई बार,டை பார்
टाय बीम,கற்றை கட்டவும்
टाय रॉड,டை ராட்
तीर्स,Tirs
सहिष्णुता,சகிப்புத்தன்மை
दात काढणे,பல்வலி
वरची माती किंवा पृष्ठभागाची माती,மேல் மண் அல்லது மேற்பரப்பு மண்
एकूण सच्छिद्रता,மொத்த போரோசிட்டி
ट्रेसरी,டிரேசரி
ट्रेन प्रतिकार,ரயில் எதிர்ப்பு
ट्रान्सेप्ट,இடமாற்றம்
संक्रमणकालीन माती,இடைநிலை மண்
ट्रान्सम,டிரான்ஸ்சம்
वाहतूक माती,போக்குவரத்து மண்
उपनदी,துணை நதி
ट्रायफोरियम,டிரிஃபோரியம்
ट्रायग्लिफ,ட்ரைகிளிஃப்
कापलेली माती,துண்டிக்கப்பட்ட மண்
अशांत प्रवाह,கொந்தளிப்பான ஓட்டம்
बुर्ज,சிறு கோபுரம்
Tympar संख्या,டைம்பார் எண்
अंतिम पत्करण्याची क्षमता,இறுதி தாங்கும் திறன்
अंतिम पीएच,அல்டிமேட் பிஎச்
uncoursed यादृच्छिक भंगार दगडी बांधकाम,ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,கட்டமைக்கப்படாத சதுர இடிபாடுகள்
अंडरक्रॉफ्ट,அண்டர்கிராஃப்ட்
अपूर्ण सच्छिद्रता,நிரப்பப்படாத போரோசிட்டி
एकसमान प्रवाह,சீரான ஓட்டம்
युनिट फ्रेम प्रकार मचान,அலகு சட்ட வகை சாரக்கட்டு
अनुत्पादक काम,பயனற்ற வேலை
असंतृप्त माती,நிறைவுறா மண்
अस्थिर प्रवाह,நிலையற்ற ஓட்டம்
वरची प्लास्टिक मर्यादा,மேல் பிளாஸ்டிக் வரம்பு
दरी गटर,பள்ளத்தாக்கு சாக்கடை
तिजोरी,வால்ட்
व्हेटेरिअम,வெட்டாரியம்
वायुवीजन,காற்றோட்டம்
व्हेंटिलेटर,மறுபடியும்
वरमदाह,வெரம்தா
वेस्टिब्युल,வேஸ்டிபுல்
व्हिला,வில்லா
