English,Hindi
Case carburising,पृष्ठ कार्बन व्यापन
Case hardened,पृष्ठ कठोरीकृत
Case hardened metal,पृष्ठ-कठोरीकृत धातु
Case hardening,पृष्ठ कठोरन
Case temperature,स्थिति तापमान
Cast,"ढला, ढालित"
Cast,2. ढालना
Cast finish,ढलाई परिष्कृति
Cast gear,ढला गियर
Cast iron,ढलवॉ लोहा
Cast steel,ढलवॉ इस्पात
Caster,चूल पहिया
Caster,2. कैस्टर
Casting,ढालना/ढलाई
Casting laddle,ढलाई लैडल
Casting shrinkage,ढलाई संकुचन
Casting strain,ढलाई विकृति
Casting temperature,ढलाई ताप
Castle nut,दुर्ग ढिबरी
Catenary curve,कैटिनरी वक्र
Caterpillar,निरन्त पट्टीयान/केटरपिलर
Caulk,"निपूरण, कॉक करना"
Cavitation factor,कोटरन गुणक
Cemented belt joint,संयोजित पट्टा जोड़/सीमेंटित पट्टा संधि
Cementite,सीमेन्टाइट
Centering,केन्द्रण
Centering,"2. ढूलाबॉधना, सैंटरिंग"
Centering device,केन्द्रन युक्ति
Central flow condenser,मध्यप्रवाही द्रवणित्र
Centre lathe,केन्द्र खराद
Centre of gravity,गुरूत्व केन्द्र
Centre of mass,द्रव्यमान केन्द्र
Centre of oscillation,दोलन केन्द्र
Centre of percussion,आघात केन्द्र
Centre punch,"केन्द्र सुम्बा, केन्द्र छिद्रक"
Centreless grinding,"अकेन्द्र घिसाई, अकेन्द्र अपघर्षण"
Centric device,उत्केन्द्र साधन
Centrifugal,अपकेन्द्री
Centrifugal absorber,अपकेन्द्री अवशोषक
Centrifugal action,अपकेन्द्री क्रिया
Centrifugal casting,अपकेन्द्रीय ढलाई
Centrifugal clutch,"अपकेन्द्री क्लच, अपकेन्द्री ग्राभ"
Centrifugal compressor,अपकेन्द्री संपीडक
Centrifugal drying,अपकेन्द्री शुष्कन
Centrifugal governor,अपकेन्द्री अधिनियंत्रक
Centrifugal head,अपकेन्द्री दाबोच्चता
Centrifugal kerosene equivalent,अपकेन्द्रित केरोसिन तुल्यांक
Centrifugal stress,अपकेन्द्री प्रतिबल
Centrifuging,अपकेन्द्रण
Centring device,केन्द्रण साधन
Centripetal,"अभिकेन्द्र, अभिकेन्द्री"
Centripetal acceleration,अभिकेन्द्री-त्वरण
Chain,"चेन, जरीब, शृंखला, श्रेणी"
Chain drive,शृंखला चालन
Chain hoist,"शृंखला हॉइस्ट, शृंखला उच्चालक"
Chain link,शृंखला कड़ी
Chain reaction,शृंखला अभिक्रिया
Chamfer,पख
Chamfer,2. निष्कोणन
Chamfered,निष्कोणित
Chamfering tool,निष्कोणन औजार
Changeover,अदल बदल
Changeover,2. परिवर्तन
Characteristic curve,अभिलाक्षणिक वक्र
Characteristic equation,अभिलक्षण-समीकरण
Characteristic gas constant,अभिलक्षणिक गैस स्थिरांक
Chaser,"चेजर, चूड़ीकाट-औजार"
Chassis,न्याधार
Chattering,खटखट
Check,प्रतितंतु चटखन
Check,2. जांच/परिरक्षण
Check,"3. रोधक, निरोध"
Check nut,निरोध ढिबरी
Cheese-head bolt,बेलन शीर्ष काबला
Chemical affinity,रासायनिक बंधुता
Chemical equilibrium,रासायनिक साम्य
Chiesel,छैनी
Chilled,द्रुतशीतित
Chilled cast iron,द्रुतशीतित ढलवॉ लोहा
Chills,द्रुतशीतक
Chimney,चिमनी/धुआंश/धुऑकश
Chimney cowl,"चिमनी-टोप, चिमनी कवल"
Chimney draft,चिमनी प्रवात
Chimney flue,चिमनी धूम्रपथ
Chip,"चिप, दाना"
Chip,2. कणिका
Chip,3. छीलन
Chip breaker,चिप वियोजक
Chordal addendum,अनुजीवा ऐडेन्डम
Chrome steel,क्रोम इस्पात
Chrome vanadium steel,क्रोम-वेनेडियम इस्पात
Chronometer,सूक्ष्म समय मापी
Chuck,चक
Chuck jaw,चक जबड़ा
"Circle, base",आधार वृत्त
"Circle, pitch",अंतराल-वृत्त
Circlip,सरक्लिप
Circular arc cam,वर्तुल चाप कैम
Circular arc profile,वृत्तीय चाप परिच्छेदिका
Circular cutter,वर्तुल कर्तक
Circular diffraction grating,वर्तुल विवर्तन ग्रेटिंग
Circular milling,वर्तुल भ्रमिकर्तन
Circular pitch,वृत्तीय अंतराल
Circular profile,"वर्तुल परिच्छेदिका, वर्तुल प्रोफाइल"
Circulating flow,परिसंचारी प्रवाह
Circumferential,परिधीय
Circumferential joint,परिधीय जोड़
Cladding,आवरण
Cladding,2. कोरपट्टी
Cladding,3. परिलेपन
Clamp,"क्लेम्प, शिकंजा"
Clamp coupling,"शिकंजा युग्मन, क्लेम्प युग्मन"
Clamping circuit,बंधन परिपथ
Clamping pad,"ग्राभक पैड, ग्राभक गद्दी"
Clamshell,क्लैमशैल
Clamshell dredger,क्लैमशैल झाम
Clapeyron's equation,क्लैपेरोन-समीकरण
Claw clutch,"दंतुर ग्राभ, दंतुर क्लच"
Claw coupling,पंजा युग्मक
Clearance,मुक्तांतर
Clearance,2. अवकाश
Clearance diagram,अवकाश आरेख
Clearance fit,अवकाशी अन्वायोजन
Cleavage,विदर
Clevis pin,क्लेविस कील
Clinker,क्लिंकर
Clinkering coal,खंगरी कोयला
Clock frequency,कालद आवृत्ति
Clock pulse,कालद स्पंद
Clogging,अवरोधन
Clogging,2. अवरूद्ध होना
Clogging filter,अवरोध निस्यंदक
Close annealing,संवृत अनीलन
Close coiled spring,सघन कुंडलित कमानी
Close coupling,सघन युग्मन
Close fit,निकट फिट
Close run fit,न्यून-चालू अन्वायोजन
Closed and pintle chain,बंदसिरा पिंटल चेन
Clout nail,बतासी कील
Club tool,क्लब औजार
Clutch,"क्लच, ग्राभ"
"Clutch, claw","दंतुर ग्राभ, दंतुर क्लच"
Clutch pedal,ग्राभ पदिका
Coal ash,कोयला राख
Coal burner,कोयला ज्वालक
Coal chute,कोयला प्रवणिका
Coal pulverizer,कोयला चूर्णित्र
Coated abrasive,विलेपित अपघर्षक
Cock,"टोंटी, कॉक"
Coefficient,गुणांक
Coefficient matrix,गुणांक-मेट्रिक्स
Coefficient of adhesion,आसंजन गुणांक
Coefficient of dynamic viscocity,गतिक श्यानता गुणांक
Coefficient of expansion,प्रसार गुणांक
Coefficient of fluctuation of energy,ऊर्जा उच्चावचन-गुणांक
Coefficient of irregularity,अनियमितता गुणांक
Coefficient of permeability,पारगम्यता गुणांक
Coefficient of resistance,प्रतिरोध गुणांक
Coefficient of restitution,प्रत्यवस्थान गुणांक
Coefficient of restraint,निरोधन गुणांक
Coefficient of rolling friction,वेल्लन घर्षण गुणांक
Coefficient of sliding friction,सर्पी घर्षण गुणांक
Coefficient of viscosity,श्यानता-गुणांक
Coefficient of viscois damping,श्यानता अवमंदन गुणांक
Coefficient of wind resistance,वायुरोध गुणांक
Coercive force,निग्रह बल
Cog,चाबी
Cog,2. दांत/दंत
Coil span factor,कुंडली विस्तृति गुणक
Coiled key,कुंडलित चाबी
Coir,"नारियल की जटा, कॉयर"
Coking,कोकन
Coking coal,कोकन कोयला
Cold chamber,शीत कक्ष
Cold chisel,अताप छैनी
Cold crack,अतप्त तरेड
Cold drawing,अतप्त कर्षण
Cold finishing,अतप्त परिष्कृति
Cold forging,अतप्त फोर्जत
Cold heading,अताप शीर्ष-निर्माण
Cold moulding,अतप्त संचकन
Cold rolling,अतप्त वेल्लन
Cold shortness,अतप्त भंगुरता
Cold shut,अतप्त रूद्ध
Cold storage,शीत भंडार
Cold treatment,अतप्त उपचार
Cold weld,अतप्त वेल्डन
Collapsible door,सिमटवां दरवाजा
Collar,कॉलर
Collar bearing,कॉलर-बेयरिंग
Collar stud,कॉलर स्टड
Collet,कॉलेट
Collet adapter,कॉलेट ऐडेप्टर
Collet chuck,कॉलेट चक
Collision ionisation,संघट्ट-आयनन
Collision probability,संघट्ट प्रायिकता
Collision reaction rate theory,संघट्ट अभिक्रिया दर सिद्धांत
Colour temper,रंग पायन
Combination die,बहुक्रिय ठप्पा
Combination frequency,संयुक्त आवृति
Combustion,दहन
Combustion chamber,दहन-कक्ष
Combustion characteristic,दहन अभिलक्षण
Combustion gas analyser,दहन गैस विश्लेषक
Combustion indicator,दहन सूचक
Combustion knock,दहन-अपस्फोट
Combustion rating,दहन निर्धार
Combustion system,दहन तंत्र
Combustion system,2. दहन पद्धति
Comfortable temperature,सुखद तापमान
Compact,संहति
Compact,2. संहत
Compaction,संहनन
Comparator,तुलनित्र
Compensation of gradient,प्रवणता-प्रतिकार
Compensator,प्रतिकारक
Complementary shear stress,पूरक अपरूपण प्रतिबल
Complete constraint,पूर्ण प्रतिबंध
Complex adsorption,जटिल-अधिशोषण
Complex quantity,मिश्र राशि
Component,अवयव
Component,2. घटक
Component,3. अंग
Component coupling,घटक युग्मन
Component part,घटक अवयव
Composite,संयोजित
Composite,2. संयुक्त
Composite,3. मिश्र
Composite beam,संयुक्त धरन
Composite block,संग्रथित पिंडक
Compound,यौगिक
Compound,2. बहुपद
Compound,3. संयुक्त
Compound cylinder,"संयुक्त बेलन, संयुक्त सिलिंडर"
Compound engine,बहुपद इंजन
Compound fit,संयुक्त फिट
Compound gear,संयुक्त गियर
Compound pendulum,"असरल लोलक, पिंड लोलक"
Compress air,अंपीडित वायु
Compress air brake,अंपीडित वायु आरोध
Compressibility,संपीड्यता
Compressibility factor,संपीड्यता गुणक
Compressing gauge,संपीडन प्रमापी
Compression coupling,संपीडन युग्मक
Compression ignition engine,संपीडन प्रज्वलन इंजन
Compression interference,संपीडन व्यतिकरण
Compression spring,संपीडन कमानी
Compression stroke,संपीडन स्ट्रोक
Compressor,"संपीडित्र, संपीडक"
Compressor plant,संपीडक संयंत्र
Compressor reaction,"संपीडक प्रतिक्रिया, संपीडित्र प्रतिक्रिया"
Computability,अभिकलनीयता
Concave contour,अवतल रूप
Concave curvature,अवतल वक्रता
Concave face,अवतल फलक
Concentrated load,"संकेन्द्रक भार, बिन्दुभार"
Concentric arc,संकेन्द्र चाप
Concentric chuck,संकेन्द्र चक
Concentricity,संकेन्द्रता
Concept of continuum,सांतत्यक संकल्पना
Condensation,संघनन
Condensation,2. द्रवण
Condenser,संघनित्र
Condenser,2. द्रवणित्र
Condenser,3. संघारित्र
Condenser efficiency,द्रवणित्र-दक्षता
Condensing unit,द्रवण एकक
Conduction,चालन
Conductivity,चालकता
Cone,शंकु
Cone bearing,शंकु बियरिंग
Cone clutch,"शंकु क्लच, शंकु ग्राभ"
Cone coupling,शंकु-युग्मक
Cone crusher,शंकु-दलित्र
Cone drive,शंकु-चालन
Cone friction clutch,शंकु घर्षण ग्राभ
Cone sleeve,"शंकु-स्लीव, शंकु आस्तीन"
Cone wheel,शंकु पहिया
Cone worm,शंकु वर्म
Configuration,विन्यास/संरूपण
Conical divergence,शांकव अपसरण
Conical friction clutch,शंक्वाकार घर्षण क्लच
Conical friction coupling,शंक्वाकार घर्षण युग्मन
Conical head,शंक्वाकार शीर्ष
Conical pivot,"शंक्वाकार धुराग्र, शंक्वाकार कीलक"
Conical roller bearing,शंक्वाकार रोलर बेयरिंग
Conical seat,शंक्वाकार पीठिका
Coning and quartering,शंकुकरण और चतुर्थाशन
Conjugate stress,संयुग्मी प्रतिबल
Connecting link,"संयोजी कड़ी, संयोजी लिंक"
Connecting rod,"संयोजीदंड, योजकदंड"
Connector,"संबंधक, संयोजक"
Conservation of energy,ऊर्जा संरक्षण
Consistancy,सघनता/गाढ़ापन/संगति
Constant damping contour,सम अवमंदन रेखा
Constant delivery system,अचर प्रदान पद्धति
Constant discharge curve,अचर निस्सरण वक्र
Constant enthalpy,अचर एन्थैल्पी
Constant flux linkage,नियत अभिवाह ग्रंथन
Constant head,स्थिर दाबोच्चता
Constant moment zone,समान आघूर्ण खंड
Constant pressure acumulator,अचर दाब संचाये
Constant pressure cycle,अचर दाब चक्र
Constant volume cycle,अचर आयतन चक्र
Constituent,अवयव
Constituent,2. घटक
Constituent,3. रचक
Constrained motion,प्रतिबंधित गति
Constrained tandem Combination,प्रतिबंधित उत्तरोत्तर संयोजन
Constraint,व्यवरोध
Constraint,2. प्रतिबंध
Consumption,खपत
Consumption of fuel,ईंधन खपत/ईंधन व्यय
Contact ratio of gear,गियर का संपर्कानुपात
Contact resistance,संपर्क प्रतिरोध
Contact stress,संस्पर्श-प्रतिबल
Contact strip,संपर्क-पट्टी
Contamination,संदूषण
Continuity equation,सांतत्य-समीकरण
Continuity of elastic,प्रत्यास्थ सांतत्य
Continuity shear,सततता अपरूपण
Continuity test,अविच्छिन्नता-परीक्षण
Continuous,सतत (space)
Continuous,2. संतत (time)
Continuous,3. अविरत (motion)
Continuous,4. अविच्छिन्न
Continuous annealing,अविरत अनीलीकरण
Continuous beam,सतत धरन
Continuous curve,अविच्छिन्न वक्र
Continuous cycling,अविरत चक्रण
Continuous frequency distribution,सतत बारंबारता बंटन
Continuous full-load rating,अविरत पूर्ण लोड निर्धार
Continuous maximum rating,अवरित उच्चतम निर्धार
Continuous phase,सतत प्रावस्था
Continuous random variable,सतत यादृच्छिक चर
Continuous rating,सतत निर्धार अविरत निर्धार
Continuous serveillance,सतत अवेक्षण
Continuous set function,सतत समुच्चय फलन
Continuous structure,सतत संरचना
Continuous wire drawing,अविरत तार-कर्षण
Continuum dynamics,"सांतत्य गतिविज्ञान, सांतत्य गतिकी"
Continuum electro-mechanical system,सांतत्य विद्युत-यांत्रिक तंत्र
Continuum jig block,रूपरेखा जिग खंडक
Contour,"कन्टूर, समोच्चरेखा"
Contour,2. रूपरेखा/आकृति
Contour accuracy,समोच्चरेखा परिशुद्धता
Contour flanging,कन्टूर फ्लेन्जन
Contour integration,रूपरेखा समाकलन
Contour template,रूपरेखा आकारपट्ट
Contoured cylinder integrator,रूपरेखी बेलन समाकलक
Contraction,संकुचन
Contraction cavity,संकुचन-कोटर
Contraction co-efficient,संकुचन गुणांक
Contraction gradient,संकुचन प्रवणता
Contraction transition,संकुचन संक्रमण
Contra-cyclical,प्रतिचक्रीय
Contrary flexure,नति परिवर्तन बिन्दु
Contra-variant tensor,प्रति परिवर्ती टेन्सर
Control chart,नियंत्रण चार्ट
Convection,संवहन
Convection co-efficient,संवहन गुणांक
Convection flim coefficient,संवहन फिल्म गुणांक
Convection number,संवहन संख्या
Convection type superheater,संवहन अतितापक
Convective acceleration,संवहनी त्वरण
Convective amplification,संवहनी प्रवर्धन
Conventional milling,रूढ़ भ्रमिकर्तन
Conventional notation,सम्मत संकेतन
Conventions of machine drawing,यंत्र-आरेखन परिपाटी
Convergence of meridia,याम्योत्तर अभिसरण
Convergent divergent nozzle,अभिसारी अपसारी तुंड
Convergent sequence,अभिसारी अनुक्रम
Converging cone,अभिसारी शंकु
Converter,"परिवर्तक, परिवर्तित्र"
Converter coupling,परिवर्तित्र युग्मक
Converter impedance,परिवर्तित्र प्रतिबाधा
Convertibility equation,परिवर्त्यता समीकरण
Conveyor,"वाहक, वाहित्र"
Convex contour,उत्तल रूपरेखा
Convex curvature,उत्तल वक्रता
Convolution,संवलन
Coolant,शीतक द्रव्य
Coolant pump,शीतक द्रव्य पम्प
Cooler,"शीतित्र, शीतक"
Cooling fin,शीतन फिन
Cooling stress,शीतन प्रतिबल
Cope,"उपरि अर्ध, शीर्षार्ध"
Cope,2. कोप
Cope and drag pattern,शीर्षार्ध एवं तलार्ध प्रतिरूप
Coplaner,समतलीय
Copper bit,ताम्र अणि
Copper bronze,"तांबा कांसा, ताम्र कांस्य"
Copper conductor,ताम्र चालक
Copper smith,ताम्रकार
Copying lathe,"नकल खराद, अनुकारी खराद"
Core,क्रोड
Core blowing machine,क्रोड आध्मक यंत्र
Core boring,क्रोड वेधन
Core box,क्रोड पेटी
Core drill,क्रोड बरमा
Core drying,क्रोड-शुष्कीकरण
Cork,"कॉर्क, डाट"
Corner joint,कोना जोड़
Correction,संशोधन
Correction,2. संशुद्धि
Correlation,सहसंबंध
Corrosion,संक्षारण
Corrosion fatigue,संक्षारण श्रांति
Corrosion resistance,संक्षारण प्रतिरोध
Corrugated,"नालीदार, वलीयित, लहरदार"
Corrugation,वलीयन/वलीकरण
Costing,लागत निर्धारण/लागत आकलन
Cotter,कॉटर
Cotter joint,कॉटर जोड़
Cotter pin,"कॉटर-कील, कॉटर-पिन"
Cotter slot,कॉटर-खॉचा
Cotton waste,सूतर
Counter,पटल
Counter,2. गणित्र
Counter,3. प्रति
Counter base,घंटामुखी आधार
Counter bore,प्रतिवेध
Counter bore,2. प्रतिवेधन
Counter brace,प्रतिबंधनी
Counter current heat exchanger,प्रतिधारा ऊष्मा विनिमयित्र
Counter flow,प्रति प्रवाह
Countersink,शंकुखनन
Couple,युग्म
Couple,2. बलयुग्म
Coupler,युग्मक/कपलर
Coupling,युग्मक
Coupling,2. युग्मन
Coupling co-efficient,युग्मन गुणांक
Coupling factor,युग्मक गुणक
Coupling network,युग्मन जाल
Coupling parameter,युग्मन प्राचल
Coupling rod,युग्मक दंड
Cowl,"कवल, टोपी"
Crab,"क्रैब, विंच"
Crabbing,विमान विचलन
Crack,"दरार, तरेड़"
Cracking,चटकना
Cracking,2. तरेड़न
Cracking,3. भंजन
Crane,क्रेन
Crane hook,क्रेन-हुक
Crank,क्रैंक/कूर्पर
Crank axle,क्रैंक धुरी
Crank case,"क्रैंक केस, क्रैंक कोष्ठ"
Crank effort diagram,क्रैंक-आयास-आरेख
Crank pin,क्रैंक पिन
Crank pin bearing,क्रैंक पिन बेयरिंग
Crank shaft,क्रैंक शैफ्ट
Crank throw,क्रैंक-क्षेप
Crank web,क्रैंक पेटा
Crash,ध्वंस
Crash test,ध्वंस परीक्षण
Creeping action,विसर्पण क्रिया
Creosote oil,क्रियोसोट तेल
Creosoting,क्रियोसोटीकरण
Crest factor,शिखर गुणक
Crest value,शिखर मान
Crib,"क्रिब, आधार, ढॉचा"
Critical angle analysis,क्रांतिक कोण विश्लेषण
Critical bond stress,क्रांतिक कोण प्रतिबल
Critical  compression ratio,क्रांतिक सपीडन अनुपात
Critical condition,क्रांतिक अवस्था
Critical coupling,क्रांतिक युग्मक
Critical damping,क्रांतिक अवमंदन
Critical frequency,क्रांतिक आवृत्ति
Critical gradient,क्रांतिक प्रवणता
Critical path method,क्रांतिक पथ विधि
Critical path scheduling,क्रांतिक पथ अनुसूचन
Critical speed,क्रांतिक चाल
Critical stress,क्रांतिक प्रतिबल
Critical temperature,क्रांतिक तापमान
Critical velocity,क्रांतिक वेग
Crocodile lever,नक्र उत्तोलक
Cropping,सिरा-कर्तन
Cross arm,कैंची भुजा
Cross bearer,अनुप्रस्थ कड़ी
Cross belt drive,क्रास-पट्टा चालन/कैंची पट्टा चालन
Cross belt driver,क्रॉस पट्टा चालक
Cross centre,क्रॉस केन्द्र
Cross coupled,अनुप्रस्थ युग्मित
Cross cut chisel,अनुप्रस्थ काट छैनी
Cross cut file,अनुप्रस्थ काट रेती
Cross feed,अनुप्रस्थ प्रभरण
Cross feed motion,"अनुप्रस्थ प्रभारण गति, क्रास प्रभरण गति"
Cross feeding,अनुप्रस्थ प्रभरण
Cross grain,वक्र तंतु
Cross grooving,आड़ी झिरी बनाना
Cross hatching,तिर्यक रेखा छायन
Cross head,क्रॉस हैड
Cross head guide,"क्रॉसहैड निर्देशक, क्रॉसहैड गाइड"
Cross pein hammer,क्रॉस पीन हथौड़ा
Cross rail,"अनुप्रस्थ रेल, अनुप्रस्थ पटरी"
Cross section,"अनुप्रस्थ काट, अनुप्रस्थ परिच्छेद"
Cross section schematic,सुयोजित अनुप्रस्थ परिच्छेद
Cross sectional area,अनुप्रस्थ-काट-क्षेत्रफल
Cross shaft,"क्रॉस शैफ्ट, अनुप्रस्थ ईषा"
Cross slide,अनुप्रस्थ सर्पक
Crossed eccentric rod,क्रासित उत्केन्द्रक दंड
Crossing file,विषमोत्तल रेती
Crowbar,सब्बल
Crowned plate,"उत्तल पुट्टिका, उत्तल प्लेट"
Crucible,मूषा/क्रूसिबल/घड़िया
Crucible melting,मूषा-गालन
Crude,अपरिष्कृत/कच्चा
Crude petroleum,"कच्चा पैट्रोलियम, अपरिष्कृत पैट्रोलियम"
Cruising speed,परिभ्रमण चाल
Crushed carbide,"संदलित कार्बाइड, कुटाकार्बाइड"
Crystal detector,क्रिस्टल संसूचक
Cumulative maximum requirement,संचयी अधिकतम आवश्यकता
Cumulative pitch,"संचयी अंतराल, संचयी पिच"
Cup-headed bolt,कपशीर्षी काबला
Cupola,क्यूपोला
Cupolaman,क्यूपोला मिस्त्री
Cupping die,"चषकन डाई, चषकन ठप्पा"
Curvature,वक्रता
Curve,वक्र
Curvilinear acceleration,वक्ररेखी त्वरण
Curvilinear network,वक्ररेखी जाल
Cusec,क्यूसेक/घनसेक
Cushion,गद्दी/कुशन/उपवर्ह
Cushioning,उपवर्हण
Cut-off governing,विच्छेद अधिनियंत्रण
Cut-off mechanism,विच्छेद यंत्रावली
Cut-off point,"कटाव बिन्दु, विच्छेद बिंदु"
Cutter,"कटर, कर्तक (अभिलेखी)"
Cutter,2. नरम ईंट
Cutting alloy,"कर्तन मिश्रातु, कर्तन एलॉय"
Cutting edge,"कर्तन कोर, कर्तन धार"
Cutting feed,कर्तन प्रभरण
Cutting flame,कर्तन ज्वाला
Cutting fluid,कर्तन तरल
Cutting speed,कर्तन चाल
Cutting tool,कर्तन औजार
Cyaniding,सायनाइडीकरण
Cybernetics,सायबरनेटिकी/अवगम नियंत्रण विज्ञान
Cycle,"चक्र, आवर्तन"
Cycle,2. साइकल
Cycle time,चक्रकाल
Cyclic load,आवर्ती भार
Cyclic stress,आवर्ती प्रतिबल
Cyclically repeated,चक्रतः पुनरावृत
Cyclograph,"आवर्तालेख, साइक्लोग्राफ"
Cycloid,"चक्रज, साइक्लाइड"
Cycloidal gear,"चक्रजीय गियर, साइक्लाइडी गियर"
Cyclone separater,चक्रवात पृथक्कारक
Cylinder,"बेलन, सिलिन्डर"
Cylinder block,सिलिंडर ब्लॉक
Cylinder bore,सिलिंडर-बोर
Cylinder clearance,सिलिंडर-अवकाश
Cylinder head,सिलिंडर शीर्ष
Cylinder liner,सिलिंडर आस्तर
Cylinder lubrication,सिलिंडर स्नेहन
Cylinder sleeve,सिलिंडर स्लीव
Cylindrical cam,बेलनाकार कैम
Cylinderical grinder,बेलनाकार अपघर्षित्र
Cylindrical grinding,बेलनाकार अपघर्षण/सिलिंडरी अपघर्षण
Cylindrical roller bearing,बेलनाकार रोलर बेयरिंग
Cylindrical thread rolling die,बेलनाकार चूड़ी वेल्लन ठप्पा
Cynading,सायनाइडीकरण
D-slide vale,"D-सर्पण वाल्व, D-सर्पी वाल्व"
Damp atmosphere,आर्द्र वायुमंडल
Damped angular frequency,अवमंदित कोणीय आवृत्ति
Damped free vibration,अवमंदित मुक्त कंपन
Damped oscillation,अवमंदित दोलन
Damped sinusoid,अवमंदित ज्यावक्र
Damped vibration,अवमंदित कंपन
Damper,अवमंदक
Damper,2. अवमंदक कुंडली
Damper,3. स्पंद मंदक
Damping,अवमंदन
Damping co-efficient,अवमंदन गुणांक
Damping factor,अवमंदन गुणक
Damping torque,अवमंदन बलाघूर्ण
Dashpot,अवमंदन पात्र
Dead angle,निश्चाल्य कोण
Dead centre,निश्चाल्य स्थिति
Dead centre,2. अचल केन्द्र
Dead end,अंधसिरा
Dead end,2. अंत्याग्र
Dead load,अचल भार
Dead man's handle,अचेत प्रचालक हत्था
Dead smooth file,नितांत चिकनी रेती
Dead weight,अचल भार
De-aeration,अपवातन
Decarburisation,कार्बन-वियोजन
Decay co-efficient,क्षय-गुणांक
Decibel,डेसीबल
Decibel equivalent,डेसीबल तुल्यांक
Decompression wave,विसंपीडन-वक्र
Dedendum circle,डिडेन्डम वृत्त
Deflection,विक्षेप
Deflection curve,विक्षेप वक्र
Deformation,विरूपण
Deformation potential,विरूपण-विभव
Degreasing,विस्नेहक
Degree,"डिग्री, अंश, अंशाक"
Degree,2. मात्राकोटि
Degree of bonding,बंधन कोटि
Degree of brittleness,भंगुरता कोटि
Degree of compactness,संहनता कोटि
Degree of compression,संपीडन कोटि
Degree of continuity,सांतत्य कोटि
Degree of curve,वक्र-अशांक
Degree of finish,परिष्कृत कोटि
Degree of freedom,स्वतंत्रता कोटि
Degree of hardness,कठोरता कोटि
Degree of modulation,मॉडुलन-मात्रा
Degree of saturation,संतृप्ति मात्रा
Degree of superheat,अतिताप-मात्रा
Degree of supersaturation,अतिसंतृप्ति मात्रा
Dehumidification,अनार्द्रीकरण
Delaying,विलंबन
Delivery cone,निर्गम-शंकु
Delivery head,प्रदान-दाबोच्चता
Demagnetisation,विचुम्बकन
Depriciation,मूल्य ह्यस
Depriciation,2. अवक्षय
Derailing switch,अवपथन स्विच
Derived quantity,व्युत्पन्न राशि
Derived unit,व्युत्पन्न मात्रक
Derric crane,डेरिक क्रेन
Derusting,जंग हटाना
Descaler (boiler tube),विशल्कित्र
Design load,अभिकल्प भार
Design standard,अभिकल्प मानक
Design stress,अभिकल्प प्रतिबल
Detailed drawing,"ब्योरेवार आरेखन, सविस्तार आरेखन"
Detector,संसूचक
Detector,2. विमॉडुलक
Deterministic,निर्धारणात्मक
Deterministic,2. निर्धारी
Detonation,अधिस्फोटन
Devoloped blank,विकसित व्लैंक/विकसित रिस्तक
Deviation ratio,विचलन अनुपात
Device,युक्ति/साधन
Dew point,ओसांक
Diagonal buckling,विकर्ण व्याकुंचन
Diagonal pitch,विकर्णी अंतराल
Diagram,आरेख
Diagram factor,आरेख गुणक
Dial,डायल
Dial,2. मुखक
Dial gauge,"डायल प्रमापी, डायल गेज"
Dial indicator,"डायल प्रमापी, डायल सूचक"
Diameter,व्यास
Diameter pitch,"व्यासीय अंतराल, व्यासीय पिच"
Diametric,द्विसमाक्ष
Diamond drill,हीरक वेधनी
Diamond drill bit,डायमंड-बरमा अनी
Diampnd file,डायमंड रेती
Diamond wheel,हीरक पहिया
Diaphragm,"डायाफ्राम, तनुपट, मध्यपट"
Diaphragm wall,मध्यपट भित्ति
Diathermanous body,ऊष्मापारेषी पिंड
Diatomic gas,द्विपरमाणु गैस
Die,"डाई, ठप्पा"
Die block,"डाई ब्लॉक, ठप्पा ब्लॉक"
Die casting,ठप्पा ढलाई
Die casting machine,ठप्पा ढलाई मशीन
Die chaser,डाई चेजर
Die cutter,"डाई कर्तक, चूड़ी काटने वाला"
Die maker,ठप्पाकार
Die sinking machine,ठप्पा-निर्माण मशीन
Dielectric,डाइइलेक्ट्रिक/परावैधुत
Diesel cycle,डीजल चक्र
Diesel electric locomotive,डीजल-विधुत रेल इंजन
Diesel engine,डीलर इंजन
Diesel knock,डीजल-अपस्फोटन/डीजल स्फोट-ध्वनि
Diesel power unit,डीजल शाक्ति इकाई
Diesel shunting locomotive,पाश्ववपथन डीजल रेल इंजन
Differential accumulator,विभेदी संचारक
Differential amplifier,विभेदी प्रवर्धक
Differential analyser,अवकल विश्वेषक
Differential booster,अवकलीय बूस्टर
Differential chain block,व्यासांतरी श्रृंखला व्लॉक
Differential gear train,विभेदी गियर माला
Differential mechanism,विभेदी यंत्रावली
Differential pulley,व्यासान्तरी धिरनी
Differential refractometer analysis,विभेदक अपवर्तनांक मापी विश्लेषक
Differential sensitivity,विभेदी सुग्राहिता
Differential stroke engine,विभेदी स्ट्रोक इंजन
Differential system,भेद्द्र्शी तंत्र
Diffraction,विवर्तन
Diffuser,विसारक
Diffusion,विसरण
Diffusion aerator,विसरण-वातक
Diffusion frequency,विसरण आवृत्ति
Diffusion momentum,विसरण संवेग
Diffusion potential,विसरण विभव
Diffusivity ratio,विसरणशीलता अनुपात
Digger,खनित्र
Dimension,घात
Dimension,2. विस्तार
Dimension,3. लम्बाई चौड़ाई
Dimension,4. विमा
Dimmer,प्रकाश-मंदक
Dinking die,परिकर्तक डाई
