English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Chromatic scale,द्वादश स्वरग्राम,દ્વાદશ સ્વરગ્રામ,द्वादश स्वरग्राम,ਦ੍ਵਾਦਸ਼ ਸ੍ਵਰਗ੍ਰਾਮ,দ্বাদশ স্বরগ্রাম,द्वादश स्वरग्राम,ದ್ವಾದಶ ಸ್ವರಗ್ರಾಮ,ദ്വാദശ സ്വരഗ്രാമ,த்வாதச ஸ்வரக்ராம,ద్వాదశ స్వరగ్రామ,دوادش سورگرام,দ্াদশ স্রগ্রাম,ଦ୍ବାଦଶ ସ୍ବରଗ୍ରାମ,द्वादश स्वरग्राम
Charionet,क्लेरिओनेट,ક્લેરિઓનેટ,क्लेरिओनेट,ਕ੍ਲੇਰਿਓਨੇਟ,ক্লেরিওনেট,क्लेरिओनेट,ಕ್ಲೇರಿಓನೇಟ,ക്ലേരിഓനേട,க்லேரிஓநேட,క్లేరిఓనేట,کلیریونیٹ,ক্লরিনট,କ୍ଲେରିଓନେଟ,क्लेरिओनेट
Classical music,"शास्त्रीय संगीत, क्लासिकी संगीत","શાસ્ત્રીય સંગીત, ક્લાસિકી સંગીત","शास्त्रीय संगीत, क्लासिकी संगीत","ਸ਼ਾਸ੍ਤ੍ਰੀਯ ਸਂਗੀਤ, ਕ੍ਲਾਸਿਕੀ ਸਂਗੀਤ","শাস্ত্রীয সংগীত, ক্লাসিকী সংগীত","शास्त्रीय संगीत, क्लासिकी संगीत","ಶಾಸ್ತ್ರೀಯ ಸಂಗೀತ, ಕ್ಲಾಸಿಕೀ ಸಂಗೀತ","ശാസ്ത്രീയ സംഗീത, ക്ലാസികീ സംഗീത","சாஸ்த்ரீய ஸங்கீத, க்லாஸிகீ ஸங்கீத","శాస్త్రీయ సంగీత, క్లాసికీ సంగీత",شاستریہ سنگیت، کلاسیکی سنگیت,"শাস্ত্রীয সংগীত, ক্লাসিকী সংগীত","ଶାସ୍ତ୍ରୀଯ ସଂଗୀତ, କ୍ଲାସିକୀ ସଂଗୀତ","शास्त्रीय संगीत, क्लासिकी संगीत"
Clef,पराससूचक (चिह्न),પરાસસૂચક (ચિહ્ન),पराससूचक (चिह्न),ਪਰਾਸਸੂਚਕ (ਚਿਹ੍ਨ),পরাসসূচক (চিহ্ন),पराससूचक (चिह्न),ಪರಾಸಸೂಚಕ (ಚಿಹ್ನ),പരാസസൂചക (ചിഹ്ന),பராஸஸூசக (சிஹ்ந),పరాససూచక (చిహ్న),پراسسوچک (چہن),পরাসসূচক (চিহ্ন),ପରାସସୂଚକ (ଚିହ୍ନ),पराससूचक (चिह्न)
Close (d) harmony,संकुचित सहस्वरता,સંકુચિત સહસ્વરતા,संकुचित सहस्वरता,ਸਂਕੁਚਿਤ ਸਹਸ੍ਵਰਤਾ,সংকুচিত সহস্বরতা,संकुचित सहस्वरता,ಸಂಕುಚಿತ ಸಹಸ್ವರತಾ,സംകുചിത സഹസ്വരതാ,ஸங்குசித ஸஹஸ்வரதா,సంకుచిత సహస్వరతా,سنکچت سہسورتا,সংকুচিত সহস্রতা,ସଂକୁଚିତ ସହସ୍ବରତା,संकुचित सहस्वरता
Coda,समापक (चिह्न),સમાપક (ચિહ્ન),समापक (चिह्न),ਸਮਾਪਕ (ਚਿਹ੍ਨ),সমাপক (চিহ্ন),समापक (चिह्न),ಸಮಾಪಕ (ಚಿಹ್ನ),സമാപക (ചിഹ്ന),ஸமாபக (சிஹ்ந),సమాపక (చిహ్న),سماپک (چہن),সমাপক (চিহ্ন),ସମାପକ (ଚିହ୍ନ),समापक (चिह्न)
Colla,"के साथ, से (निर्देश)","કે સાથ, સે (નિર્દેશ)","के साथ, से (निर्देश)","ਕੇ ਸਾਥ, ਸੇ (ਨਿਰ੍ਦੇਸ਼)","কে সাথ, সে (নির্দেশ)","के साथ, से (निर्देश)","ಕೇ ಸಾಥ, ಸೇ (ನಿರ್ದೇಶ)","കേ സാഥ, സേ (നിര്ദേശ)","கே ஸாத, ஸே (நிர்தேச)","కే సాథ, సే (నిర్దేశ)",کے ساتھ، سے (نردیش),"ক সাথ, স (নির্দশ)","କେ ସାଥ, ସେ (ନିର୍ଦେଶ)","के साथ, से (निर्देश)"
Coloratura (=figurata),द्रूतालंकार,દ્રૂતાલંકાર,द्रूतालंकार,ਦ੍ਰੂਤਾਲਂਕਾਰ,দ্রূতালংকার,द्रूतालंकार,ದ್ರೂತಾಲಂಕಾರ,ദ്രൂതാലംകാര,த்ரூதாலங்கார,ద్రూతాలంకార,دروتالنکار,দ্রূতালংকার,ଦ୍ରୂତାଲଂକାର,द्रूतालंकार
Combination pedals (=composition pedals),संयुक्त पदिक,સંયુક્ત પદિક,संयुक्त पदिक,ਸਂਯੁਕ੍ਤ ਪਦਿਕ,সংযুক্ত পদিক,संयुक्त पदिक,ಸಂಯುಕ್ತ ಪದಿಕ,സംയുക്ത പദിക,ஸங்யுக்த பதிக,సంయుక్త పదిక,سنیکت پدک,সংযুক্ত পদিক,ସଂଯୁକ୍ତ ପଦିକ,संयुक्त पदिक
Comma,अल्प विराम (चिह्न),અલ્પ વિરામ (ચિહ્ન),अल्प विराम (चिह्न),ਅਲ੍ਪ ਵਿਰਾਮ (ਚਿਹ੍ਨ),অল্প বিরাম (চিহ্ন),अल्प विराम (चिह्न),ಅಲ್ಪ ವಿರಾಮ (ಚಿಹ್ನ),അല്പ വിരാമ (ചിഹ്ന),அல்ப விராம (சிஹ்ந),అల్ప విరామ (చిహ్న),الپ ورام (چہن),অল্প িরাম (চিহ্ন),ଅଲ୍ପ ବିରାମ (ଚିହ୍ନ),अल्प विराम (चिह्न)
Common chord,सामान्य स्वर-संघात,સામાન્ય સ્વર-સંઘાત,सामान्य स्वर-संघात,ਸਾਮਾਨ੍ਯ ਸ੍ਵਰ-ਸਂਘਾਤ,সামান্য স্বর-সংঘাত,सामान्य स्वर-संघात,ಸಾಮಾನ್ಯ ಜ್ಯಾ,സാമാന്യ സ്വര-സംഘാത,ஸாமாந்ய ஸ்வர-ஸங்காத,సామాన్య స్వర-సంఘాత,سامانیہ سور-سنگھات,সামান্য স্র-সংঘাত,ସାମାନ୍ଯ ସ୍ବର-ସଂଘାତ,सामान्य स्वर-संघात
Common time,चतुरस्र कालमान,ચતુરસ્ર કાલમાન,चतुरस्र कालमान,ਚਤੁਰਸ੍ਰ ਕਾਲਮਾਨ,চতুরস্র কালমান,चतुरस्र कालमान,ಚತುರಸ್ರ ಕಾಲಮಾನ,ചതുരസ്ര കാലമാന,சதுரஸ்ர காலமாந,చతురస్ర కాలమాన,چترسر کالمان,চতুরস্র কালমান,ଚତୁରସ୍ର କାଲମାନ,चतुरस्र कालमान
Comodo,सुगम,સુગમ,सुगम,ਸੁਗਮ,সুগম,सुगम,ಸುಗಮ,സുഗമ,ஸுகம,సుగమ,سگم,সুগম,ସୁଗମ,सुगम
Compass,ध्वनि परास,ધ્વનિ પરાસ,ध्वनि परास,"ਖੇਤਰ,ਵਿਸਥਾਰ,ਦਿਸ਼ਾ ਸੂਚਕ ਜੰਤਰ",ধ্বনি পরাস,ध्वनि परास,"ಕೈವಾರ, ಜ್ಯಾಮಿತಿ",ധ്വനി പരാസ,த்வநி பராஸ,ధ్వని పరాస,کمپاس,ধ্নি পরাস,ଧ୍ବନି ପରାସ,ध्वनि परास
Composition,"प्रबंध, बंदिश","રચના, સંઘટન, સંયોજન, સ્વરનિયોજન,દૃશ્યયોજના","1. रचना 2. आपसमेळ 3. निबंधन, संघटन","ਰਚਨਾ, ਗਠਨ","রচনা,গঠন,","रचना,रचणूक,बांदावळ",ಸಂಯೋಜನೆ,"രചന, രാജിയാക്കൽ, കോമ്പോസിഷന്‍",1. கலவை 2. கூட்டமைவு 3. கட்டுரை,"రచన,పరిష్కారపు ఏర్పాటు",شمولیت,"1.গাঁথনি, ৰচনাশৈলী 2. ৰচিত বস্তু 3. গঠন, সংযোজন 4. আপোছ, চুক্তি 5. শব্দ বা বাক্যৰ গঠন","ଗଠନ, ସମ୍ମିଶ୍ରଣ",1. रचना 2. संघटन
Compound interval,सप्तकाधिक स्वरांतराल,સપ્તકાધિક સ્વરાંતરાલ,सप्तकाधिक स्वरांतराल,ਸਪ੍ਤਕਾਧਿਕ ਸ੍ਵਰਾਂਤਰਾਲ,সপ্তকাধিক স্বরাংতরাল,सप्तकाधिक स्वरांतराल,ಸಪ್ತಕಾಧಿಕ ಸ್ವರಾಂತರಾಲ,സപ്തകാധിക സ്വരാംതരാല,ஸப்தகாதிக ஸ்வராங்தரால,సప్తకాధిక స్వరాంతరాల,سپتکادھک سورانترال,সপ্তকাধিক স্রাংতরাল,ସପ୍ତକାଧିକ ସ୍ବରାଂତରାଲ,सप्तकाधिक स्वरांतराल
"Compound time
 (=compound measure)","त्रिकाल ताल, त्र्यस्र जातीय","ત્રિકાલ તાલ, ત્ર્યસ્ર જાતીય","त्रिकाल ताल, त्र्यस्र जातीय","ਤ੍ਰਿਕਾਲ ਤਾਲ, ਤ੍ਰ੍ਯਸ੍ਰ ਜਾਤੀਯ","ত্রিকাল তাল, ত্র্যস্র জাতীয","त्रिकाल ताल, त्र्यस्र जातीय","ತ್ರಿಕಾಲ ತಾಲ, ತ್ರ್ಯಸ್ರ ಜಾತೀಯ","ത്രികാല താല, ത്ര്യസ്ര ജാതീയ","த்ரிகால தால, த்ர்யஸ்ர ஜாதீய","త్రికాల తాల, త్ర్యస్ర జాతీయ",ترکال تال، تریسر جاتیہ,"ত্রিকাল তাল, ত্র্যস্র জাতীয","ତ୍ରିକାଲ ତାଲ, ତ୍ର୍ଯସ୍ର ଜାତୀଯ","त्रिकाल ताल, त्र्यस्र जातीय"
Concert,संगीत सभा,સંગીત સભા,संगीत सभा,ਸਂਗੀਤ ਸਭਾ,সংগীত সভা,संगीत सभा,ಸಂಗೀತ ಸಭಾ,സംഗീത സഭാ,ஸங்கீத ஸபா,సంగీత సభా,اتحاد,সংগীত সভা,ସଂଗୀତ ସଭା,संगीत सभा
Concerto,एकलप्रधान प्रस्तुति,એકલપ્રધાન પ્રસ્તુતિ,एकलप्रधान प्रस्तुति,ਏਕਲਪ੍ਰਧਾਨ ਪ੍ਰਸ੍ਤੁਤਿ,একলপ্রধান প্রস্তুতি,एकलप्रधान प्रस्तुति,ಏಕಲಪ್ರಧಾನ ಪ್ರಸ್ತುತಿ,ഏകലപ്രധാന പ്രസ്തുതി,ஏகலப்ரதாந ப்ரஸ்துதி,ఏకలప్రధాన ప్రస్తుతి,ایکلپردھان پرستتی,কলপ্রধান প্রস্তুতি,ଏକଲପ୍ରଧାନ ପ୍ରସ୍ତୁତି,एकलप्रधान प्रस्तुति
Conard,कर्णप्रियता,કર્ણપ્રિયતા,कर्णप्रियता,ਕਰ੍ਣਪ੍ਰਿਯਤਾ,কর্ণপ্রিযতা,कर्णप्रियता,ಕರ್ಣಪ್ರಿಯತಾ,കര്ണപ്രിയതാ,கர்ணப்ரியதா,కర్ణప్రియతా,کرنپریتا,কর্ণপ্রিযতা,କର୍ଣପ୍ରିଯତା,कर्णप्रियता
Conducting,निर्देशन,નિર્દેશન,निर्देशन,ਨਿਰ੍ਦੇਸ਼ਨ,নির্দেশন,निर्देशन,ನಿರ್ದೇಶನ,നിര്ദേശന,நிர்தேசந,నిర్దేశన,نردیشن,নির্দশন,ନିର୍ଦେଶନ,निर्देशन
Conjunct motion,क्रमिक संचार,ક્રમિક સંચાર,क्रमिक संचार,ਕ੍ਰਮਿਕ ਸਂਚਾਰ,ক্রমিক সংচার,क्रमिक संचार,ಕ್ರಮಿಕ ಸಂಚಾರ,ക്രമിക സംചാര,க்ரமிக ஸங்சார,క్రమిక సంచార,کرمک سنچار,ক্রমিক সংচার,କ୍ରମିକ ସଂଚାର,क्रमिक संचार
"Consecutive 5th, 8th","क्रमागत पंचम, अष्टम","ક્રમાગત પંચમ, અષ્ટમ","क्रमागत पंचम, अष्टम","ਕ੍ਰਮਾਗਤ ਪਂਚਮ, ਅ਷੍ਟਮ","ক্রমাগত পংচম, অষ্টম","क्रमागत पंचम, अष्टम","ಕ್ರಮಾಗತ ಪಂಚಮ, ಅಷ್ಟಮ","ക്രമാഗത പംചമ, അഷ്ടമ","க்ரமாகத பங்சம, அஷ்டம","క్రమాగత పంచమ, అష్టమ",کرماگت پنچم، اشٹم,"ক্রমাগত পংচম, অষ্টম","କ୍ରମାଗତ ପଂଚମ, ଅଷ୍ଟମ","क्रमागत पंचम, अष्टम"
Consonance,"संवादिता, अनुरूपता, सहमधुरता","સંવાદિતા, અનુરૂપતા, સહમધુરતા","संवादिता, अनुरूपता, सहमधुरता","ਸਹਿਮਤੀ , ਸਮਝੋਤਾ","সংবাদিতা, অনুরূপতা, সহমধুরতা","संवादिता, अनुरूपता, सहमधुरता","ಸಂವಾದಿತಾ, ಅನುರೂಪತಾ, ಸಹಮಧುರತಾ","സംവാദിതാ, അനുരൂപതാ, സഹമധുരതാ","ஸங்வாதிதா, அநுரூபதா, ஸஹமதுரதா","సంవాదితా, అనురూపతా, సహమధురతా",سنوادتا، انوروپتا، سہمدھرتا,"সংাদিতা, অনুরূপতা, সহমধুরতা","ସଂବାଦିତା, ଅନୁରୂପତା, ସହମଧୁରତା","संवादिता, अनुरूपता, सहमधुरता"
Con sordino,मंदीकारक से (निर्देश),મંદીકારક સે (નિર્દેશ),मंदीकारक से (निर्देश),ਮਂਦੀਕਾਰਕ ਸੇ (ਨਿਰ੍ਦੇਸ਼),মংদীকারক সে (নির্দেশ),मंदीकारक से (निर्देश),ಮಂದೀಕಾರಕ ಸೇ (ನಿರ್ದೇಶ),മംദീകാരക സേ (നിര്ദേശ),மங்தீகாரக ஸே (நிர்தேச),మందీకారక సే (నిర్దేశ),مندیکارک سے (نردیش),মংদীকারক স (নির্দশ),ମଂଦୀକାରକ ସେ (ନିର୍ଦେଶ),मंदीकारक से (निर्देश)
"Contra bass
 (=double bass)",कांट्रा बास,કાંટ્રા બાસ,कांट्रा बास,ਕਾਂਟ੍ਰਾ ਬਾਸ,কাংট্রা বাস,कांट्रा बास,ಕಾಂಟ್ರಾ ಬಾಸ,കാംട്രാ ബാസ,காங்ட்ரா பாஸ,కాంట్రా బాస,کانٹرا باس,কাংট্রা বাস,କାଂଟ୍ରା ବାସ,कांट्रा बास
Contralto,"स्त्रीमंद्रक, कंट्राल्टो","સ્ત્રીમંદ્રક, કંટ્રાલ્ટો","स्त्रीमंद्रक, कंट्राल्टो","ਸ੍ਤ੍ਰੀਮਂਦ੍ਰਕ, ਕਂਟ੍ਰਾਲ੍ਟੋ","স্ত্রীমংদ্রক, কংট্রাল্ট","स्त्रीमंद्रक, कंट्राल्टो","ಸ್ತ್ರೀಮಂದ್ರಕ, ಕಂಟ್ರಾಲ್ಟೋ","സ്ത്രീമംദ്രക, കംട്രാല്ടോ","ஸ்த்ரீமங்த்ரக, கங்ட்ரால்டோ","స్త్రీమంద్రక, కంట్రాల్టో",ستریمندرک، کنٹرالٹو,"স্ত্রীমংদ্রক, কংট্রাল্ট","ସ୍ତ୍ରୀମଂଦ୍ରକ, କଂଟ୍ରାଲ୍ଟୋ","स्त्रीमंद्रक, कंट्राल्टो"
Contrary motion,विमुख संचार,વિમુખ સંચાર,विमुख संचार,ਵਿਮੁਖ ਸਂਚਾਰ,বিমুখ সংচার,विमुख संचार,ವಿಮುಖ ಸಂಚಾರ,വിമുഖ സംചാര,விமுக ஸங்சார,విముఖ సంచార,ومکھ سنچار,িমুখ সংচার,ବିମୁଖ ସଂଚାର,विमुख संचार
Counterpoint,सहचलन,સહચલન,सहचलन,ਸਹਚਲਨ,সহচলন,सहचलन,ಸಹಚಲನ,സഹചലന,ஸஹசலந,సహచలన,سہچلن,সহচলন,ସହଚଲନ,सहचलन
Crescendo,ध्वनिवर्धन (संकेत),ધ્વનિવર્ધન (સંકેત),ध्वनिवर्धन (संकेत),ਧ੍ਵਨਿਵਰ੍ਧਨ (ਸਂਕੇਤ),ধ্বনিবর্ধন (সংকেত),ध्वनिवर्धन (संकेत),ಧ್ವನಿವರ್ಧನ (ಸಂಕೇತ),ധ്വനിവര്ധന (സംകേത),த்வநிவர்தந (ஸங்கேத),ధ్వనివర్ధన (సంకేత),دھونوردھن (سنکیت),ধ্নির্ধন (সংকত),ଧ୍ବନିବର୍ଧନ (ସଂକେତ),ध्वनिवर्धन (संकेत)
Crotchet (=quarter),"पादमात्रिक, चतुर्थांशमात्रिक","પાદમાત્રિક, ચતુર્થાંશમાત્રિક","पादमात्रिक, चतुर्थांशमात्रिक","ਪਾਦਮਾਤ੍ਰਿਕ, ਚਤੁਰ੍ਥਾਂਸ਼ਮਾਤ੍ਰਿਕ","পাদমাত্রিক, চতুর্থাংশমাত্রিক","पादमात्रिक, चतुर्थांशमात्रिक","ಪಾದಮಾತ್ರಿಕ, ಚತುರ್ಥಾಂಶಮಾತ್ರಿಕ","പാദമാത്രിക, ചതുര്ഥാംശമാത്രിക","பாதமாத்ரிக, சதுர்தாங்சமாத்ரிக","పాదమాత్రిక, చతుర్థాంశమాత్రిక",پادماترک، چترتھانشماترک,"পাদমাত্রিক, চতুর্থাংশমাত্রিক","ପାଦମାତ୍ରିକ, ଚତୁର୍ଥାଂଶମାତ୍ରିକ","पादमात्रिक, चतुर्थांशमात्रिक"
Cymbals,झांझ,ઝાંઝ,झांझ,ਝਾਂਝ,ঝাংঝ,झांझ,ಝಾಂಝ,താളം,ஜாங்ஜ,ఝాంఝ,مجیرے,ঝাংঝ,ଝାଂଝ,झांझ
Da capo,आदितः आवृत्ति (संकेत),આદિતઃ આવૃત્તિ (સંકેત),आदितः आवृत्ति (संकेत),ਆਦਿਤਃ ਆਵ੃ਤ੍ਤਿ (ਸਂਕੇਤ),আদিতঃ আবৃত্তি (সংকেত),आदितः आवृत्ति (संकेत),ಆದಿತಃ ಆವೃತ್ತಿ (ಸಂಕೇತ),ആദിതഃ ആവൃത്തി (സംകേത),ஆதிதஃ ஆவ்ருத்தி (ஸங்கேத),ఆదితః ఆవృత్తి (సంకేత),آدتّ آورتی (سنکیت),আদিতঃ আৃত্তি (সংকত),ଆଦିତଃ ଆବୃତ୍ତି (ସଂକେତ),आदितः आवृत्ति (संकेत)
Dal segno,देo segno,દેo segno,देo segno,ਦੇo segno,দo segno,देo segno,ದೇo segno,ദേo segno,தேo segno,దేo segno,دیکھو segno,দo segno,ଦେo segno,देo segno
Damper,अवमंदक,અવમંદક,अवमंदक,ਨਮ ਕਰਨ ਵਾਲਾ,অবমংদক,अवमंदक,"ಘರ್ಷಣೆ ನಿಸ್ತೇಜಕ, ಆರ್ದ್ರಕ",അവമംദക,அவமங்தக,అవమందక,اومندک,অমংদক,ଅବମଂଦକ,अवमंदक
Damper pedal,अवमंदक पदिक,અવમંદક પદિક,अवमंदक पदिक,ਅਵਮਂਦਕ ਪਦਿਕ,অবমংদক পদিক,अवमंदक पदिक,ಅವಮಂದಕ ಪದಿಕ,അവമംദക പദിക,அவமங்தக பதிக,అవమందక పదిక,اومندک پدک,অমংদক পদিক,ଅବମଂଦକ ପଦିକ,अवमंदक पदिक
"Decrescendo 
 (=diminuendo)",ध्वनिमंदक संकेत,ધ્વનિમંદક સંકેત,ध्वनिमंदक संकेत,ਧ੍ਵਨਿਮਂਦਕ ਸਂਕੇਤ,ধ্বনিমংদক সংকেত,ध्वनिमंदक संकेत,ಧ್ವನಿಮಂದಕ ಸಂಕೇತ,ധ്വനിമംദക സംകേത,த்வநிமங்தக ஸங்கேத,ధ్వనిమందక సంకేత,دھونمندک سنکیت,ধ্নিমংদক সংকত,ଧ୍ବନିମଂଦକ ସଂକେତ,ध्वनिमंदक संकेत
Degree,स्थिति,"પદવી, ઉપાધિ","1. अंश 2. दर्जा 3. प्रमाण, उपाधी, मात्रा, कोटी","ਡਿਗ੍ਰੀ, ਉਪਾਧੀ, ਉਪਾਧੀ ਪੱਤਰ, ਮਾਤ੍ਰਾ, ਹਿੱਸਾ, ਕੋਟੀ, ਘਾਤ","মান,অংশ,উপাধি,পর্যায়,মাত্রা",1. पदवी 2. मात्रा 3. अंश,"ಪ್ರಮಾಣ, ಘಾತಾಂಕ, ಮಟ್ಟ","ഡിഗ്രി, ബിരുദം, മാത്ര, അംശം",1. பாகை 2. படிநிலை 3. பட்டம்,"డిగ్రీ,విశ్వవిద్యాలయ పట్టా,కొలమానం",ڈگری۔ درجہ,"ডিগ্রী,উপাধি,উপাধিপত্র2.মাত্রা3.অংশ4.ঘাত","ମାତ୍ରା, ଅଂଶ, ଉପାଧି, ଉତ୍ତାପ ପରିମାପକ ଏକକ","1. डिग्री, उपाधि;उपाधिपत्र 2. मात्रा 3. श्रेणी;स्तर;दर्जा"
Demisemiquaver,बत्तीसवाँ अंश,બત્તીસવાઁ અંશ,बत्तीसवाँ अंश,ਬਤ੍ਤੀਸਵਾੰ ਅਂਸ਼,বত্তীসবাঁ অংশ,बत्तीसवाँ अंश,ಬತ್ತೀಸವಾಂ ಅಂಶ,ബത്തീസവാം അംശ,பத்தீஸவாங் அங்ச,బత్తీసవాం అంశ,بتیسواں انش,বত্তীসাঁ অংশ,ବତ୍ତୀସବାଁ ଅଂଶ,बत्तीसवाँ अंश
Descant,डेस्कांट,ડેસ્કાંટ,डेस्कांट,ਡੇਸ੍ਕਾਂਟ,ডেস্কাংট,डेस्कांट,ಡೇಸ್ಕಾಂಟ,ഡേസ്കാംട,டேஸ்காங்ட,డేస్కాంట,ڈیسکانٹ,ডস্কাংট,ଡେସ୍କାଂଟ,डेस्कांट
Detache,अबद्ध (निर्देश),અબદ્ધ (નિર્દેશ),अबद्ध (निर्देश),ਅਬਦ੍ਧ (ਨਿਰ੍ਦੇਸ਼),অবদ্ধ (নির্দেশ),अबद्ध (निर्देश),ಅಬದ್ಧ (ನಿರ್ದೇಶ),അബദ്ധ (നിര്ദേശ),அபத்த (நிர்தேச),అబద్ధ (నిర్దేశ),عبدھ (نردیش),অবদ্ধ (নির্দশ),ଅବଦ୍ଧ (ନିର୍ଦେଶ),अबद्ध (निर्देश)
Diatonic scale,डायाटोनिक ग्राम,ડાયાટોનિક ગ્રામ,डायाटोनिक ग्राम,ਡਾਯਾਟੋਨਿਕ ਗ੍ਰਾਮ,ডাযাটোনিক গ্রাম,डायाटोनिक ग्राम,ಡಾಯಾಟೋನಿಕ ಗ್ರಾಮ,ഡായാടോനിക ഗ്രാമ,டாயாடோநிக க்ராம,డాయాటోనిక గ్రామ,ڈایاٹونک گرام,ডাযাটনিক গ্রাম,ଡାଯାଟୋନିକ ଗ୍ରାମ,डायाटोनिक ग्राम
Differential tone,अवकल अनुनाद,અવકલ અનુનાદ,अवकल अनुनाद,ਅਵਕਲ ਅਨੁਨਾਦ,অবকল অনুনাদ,अवकल अनुनाद,ಅವಕಲ ಅನುನಾದ,അവകല അനുനാദ,அவகல அநுநாத,అవకల అనునాద,تفرقی ٹون,অকল অনুনাদ,ଅବକଲ ଅନୁନାଦ,अवकल अनुनाद
Diminished interval,ह्रासित स्वरांतराल,હ્રાસિત સ્વરાંતરાલ,ह्रासित स्वरांतराल,ਹ੍ਰਾਸਿਤ ਸ੍ਵਰਾਂਤਰਾਲ,হ্রাসিত স্বরাংতরাল,ह्रासित स्वरांतराल,ಹ್ರಾಸಿತ ಸ್ವರಾಂತರಾಲ,ഹ്രാസിത സ്വരാംതരാല,ஹ்ராஸித ஸ்வராங்தரால,హ్రాసిత స్వరాంతరాల,ہراست سورانترال,হ্রাসিত স্রাংতরাল,ହ୍ରାସିତ ସ୍ବରାଂତରାଲ,ह्रासित स्वरांतराल
Diminuendo,ध्वनिमंदन संकेत,ધ્વનિમંદન સંકેત,ध्वनिमंदन संकेत,ਧ੍ਵਨਿਮਂਦਨ ਸਂਕੇਤ,ধ্বনিমংদন সংকেত,ध्वनिमंदन संकेत,ಧ್ವನಿಮಂದನ ಸಂಕೇತ,ധ്വനിമംദന സംകേത,த்வநிமங்தந ஸங்கேத,ధ్వనిమందన సంకేత,دھونمندن سنکیت,ধ্নিমংদন সংকত,ଧ୍ବନିମଂଦନ ସଂକେତ,ध्वनिमंदन संकेत
Diminution,ह्रासन,હ્રાસન,ह्रासन,ਹ੍ਰਾਸਨ,হ্রাসন,ह्रासन,ಕ್ರಮೇಣ ಕಡಿಮೆಯಾಗುವಿಕೆ,ഹ്രാസന,ஹ்ராஸந,హ్రాసన,ہراسن,হ্রাসন,ହ୍ରାସନ,ह्रासन
Discord,कर्णकटुता,"મતભેદ, મતમતાંતર",मतभेद,"ਅਣ-ਬਣ, ਅਸਹਿਮਤੀ,ਮਤਭੇਦ","মতভেদ,অমিল","वैमनस्य,वेगकेचार","ಅಸಾಂಗತ್ಯ, ಹೊಂದಿಕೆಯಿಲ್ಲದಿರುವುದು, ಬಿಟ್ಟು ಬಿಡು",ഇണക്കമില്ലായ്മ,"முரண்படு, வேறுபடு","అనైక్యత,అపస్వరం",اختلاف,মতানৈক্য,"ମତଭେଦ , ମତଭେଦ ହେବା","फूट, मतभेद"
Disjunct motion,अपक्रमिक संचार,અપક્રમિક સંચાર,अपक्रमिक संचार,ਅਪਕ੍ਰਮਿਕ ਸਂਚਾਰ,অপক্রমিক সংচার,अपक्रमिक संचार,ಅಪಕ್ರಮಿಕ ಸಂಚಾರ,അപക്രമിക സംചാര,அபக்ரமிக ஸங்சார,అపక్రమిక సంచార,اپکرمک سنچار,অপক্রমিক সংচার,ଅପକ୍ରମିକ ସଂଚାର,अपक्रमिक संचार
Divisi,विभाजन (संकेत),વિભાજન (સંકેત),विभाजन (संकेत),ਵਿਭਾਜਨ (ਸਂਕੇਤ),বিভাজন (সংকেত),विभाजन (संकेत),ವಿಭಾಜನ (ಸಂಕೇತ),വിഭാജന (സംകേത),விபாஜந (ஸங்கேத),విభాజన (సంకేత),وبھاجن (سنکیت),িভাজন (সংকত),ବିଭାଜନ (ସଂକେତ),विभाजन (संकेत)
Do (doh),"सा, षड्ज","સા, ષડ્જ","सा, षड्ज","ਸਾ, ਷ਡ੍ਜ","সা, ষড্জ","सा, षड्ज","ಸಾ, ಷಡ್ಜ","സാ, ഷഡ്ജ","ஸா, ஷட்ஜ","సా, షడ్జ",سا، شڈج,"সা, ষড্জ","ସା, ଷଡ୍ଜ","सा, षड्ज"
Dolce,मृदुता (संकेत),મૃદુતા (સંકેત),मृदुता (संकेत),ਮ੃ਦੁਤਾ (ਸਂਕੇਤ),মৃদুতা (সংকেত),मृदुता (संकेत),ಮೃದುತಾ (ಸಂಕೇತ),മൃദുതാ (സംകേത),ம்ருதுதா (ஸங்கேத),మృదుతా (సంకేత),مردتا (سنکیت),মৃদুতা (সংকত),ମୃଦୁତା (ସଂକେତ),मृदुता (संकेत)
Dolorose,करुणा (संकेत),કરુણા (સંકેત),करुणा (संकेत),ਕਰੁਣਾ (ਸਂਕੇਤ),করুণা (সংকেত),करुणा (संकेत),ಕರುಣಾ (ಸಂಕೇತ),കരുണാ (സംകേത),கருணா (ஸங்கேத),కరుణా (సంకేత),کرونا (سنکیت),করুণা (সংকত),କରୁଣା (ସଂକେତ),करुणा (संकेत)
