English,Hindi
Caldera,ज्वालामुखी कुंड
Caldera complex,ज्वालामुखी कुंड सम्मिश्र
Caldera rim,ज्वालामुखी कुंड नेमि
Caldera wall,ज्वालामुखी कुंड भित्ति
Caldron,कैल्ड्रॉन
Calicinal,चषकीय
Calicle,चषकिका
Callais,केलैस
Callen,"लोहगैरिक, कैलेन"
Calliard,कैलियर्ड
Callimus,कैलिमस
Callow travelling belt screen,कैलो चल-पट्टा छन्ना
Calomel,"रसकपूर, कैलोमेल"
Calp,कैल्प
Calthrop,"कैल्थ्रॉप, समचतुररीय"
Calving,हिमानी-खंडन
Calvonigrite,कैल्वोनिग्राइट
Calx,"चूना, कैल्क्स"
Calyciform,"प्यालारूपी, चषकरूप"
Calymene,कालीमिनी
Cam,कैम
Camel back,कैमेल बैक
Cameo mountain,कैमियो पर्वत
Camera,कैमरा
Cameral deposit,कक्षीय निक्षेप
Campan rouge,कैम्पेन रूज
Campbell's law,कैम्पबेल नियम
Canaliculate,"नालीदार, नलिकामय, नालिकायुक्त, नालिकित"
Cand,कैंड
Canga,कैंगा
Canny,कैनी
Canopy,वितान
Canyon,"गभीर खड्ड, कैनियन"
Canyon benches,"कैनियन बेंच, गभीर खड्ड बेंच"
Canyonlike valley,कैनियनसदृश घाटी
Capacity,धारिता
Capacity bridge seismograph,धारिता सेतु भूकंपलेखी
Capacity of a stream,नदी-क्षमता
Cape,"अंतरीप, लबादा, केप"
Cape diamond,केप हीरा
Capel,कैपेल
Capillarity,"कैशिकात्व, केशिकत्व"
Capillary,"केशिका, कैपिलरी"
Capillary action,केशिका क्रिया
Capillary ascension method,केशिकीय उन्नयन विधि
Capillary attraction,केशिकाकर्षण
Capillary circulation,केशिका परिसंचरण
Capillary depression,केशिकीय अवनमन
Capillary elevation,केशिकीय उन्नयन
Capillary fringe,केशिका फ्रिंज
Capillary impinger,"केशिक इंपिंजर, केशिका संघट्टोपकरण"
Capillary interstice,केशिका-अंतराकाश
Capillary migration,केशिका-प्रवसन
Capillary network,केशिका जाल
Capillary water,केशिका जल
Caple,कैपल
Caporcianite,कैपोर्सिएनाइट
Capture,प्रग्रहण
Capture area,"प्रग्रहण क्षेत्र, प्रग्रहण प्रदेश"
Caracoly,कैराकोली
Carbon black,कार्बन कज्जल
Carbonic-acid fumarole,कार्बेनिक अम्ल वाष्पमुख
Carbonatization,"कार्बोनेटीभवन, कार्बोनेटन"
Carbonate geyser,कार्बोनेट उष्णोत्स
Carbonated spring,कार्बनीभूत झरना
Carrier,वाहक
Cartogram,"कार्टोग्राम, मानारेख"
Cartographic unit,मानचित्रीय इकाई
Cartography,मानचित्र कला
Cartology,मानचित्र विज्ञान
Carved valley,उत्कीर्ण घाटी
Caryolysis,केंद्रकलयन
Cascade,सोपानी जलप्रपात
Cascade glacier,सोपानी हिमनद
Cascade sampler,कैस्केट प्रतिदर्शित्र
Cascade shower,सोपानी बौछार
Cascade theory,सोपानी सिद्धांत
Cascading,सोपानी अवसर्पण
Cased off,केसित
Cassel earth,कैसेल मृदा
Castellated erosion remnant,दुर्गीय अपरदन अवशेष
Castellated erosion,दुर्गीय अपरदन
Cataract,प्रपात
Cataract oil,प्रपात तैल
Cataracting,प्रपातन
Catastrophical intensity scale,प्रलयकारी तीव्रता मापनी
Catastrophism,"विपद्वाद, प्रलयवाद"
Catastrophist,"विपद्वादी, प्रलयवादी"
Catch earth,कैच अर्थ (अग्निसह मृत्तिका)
Catchment area,जलग्रहण क्षेत्र
Catchment basin,"जलग्रहण बेसिन, जलग्रहण द्रोणी"
Catchwater drain,रोधी अपवाहिका
Catena (soil),कैटिना (मृदा)
Catoctin,कैटॉक्टिन
Cauldron,"महाकुंड, कॉल्ड्रन"
Cauldron-subsidence,लावापृष्ठ धंसन
Cauce,कॉस
Cave,"गुहा, गुफा"
Cave animal,"गुहावासी प्राणी, गुफा प्राणी"
Cave-in,"धंस जाना, निपात होना"
Cave in lake,निपाती सरोवर
Cave earth,गुहा-मृदा
Cavem,कंदरा
Cavern breakdown,कंदरा निपात
Cavern deposit,कंदरा निक्षेप
Cavernous,"कंदरी, गुहामय, कंदरामय"
Cavern pillar,कंदरा स्तम्भ
Cavern tunnel,कंदरा सुरंग
Cave stream,गुफा सरिता
Cave system,गुफा तन्त्र
Caving,गुहायन
Caving system,गुहायन पद्धति
Cavity,"कोटर, गुहिका, गुहा"
Ceiling,"सीमांत, अंतश्छद, उच्चतमांक, छादन, छाद"
Ceiling cavity,अंतश्छद-गुहिका
Ceiling channel,अंतश्छद नलिका
Cellular soil,कोशिकीय मृदा
Cement,"सीमेंट (सं0), सीमेंट करना, संयोजित करना (क्रि0)"
Cementing agent,संयोजी कारक
Cementing material,संयोजी पदार्थ
Cenogenesis,अभिनवजनन
Central,"केंद्रिय, सकेंद्र"
Central capsule,केंद्रीय सम्पुट
Central eruption,केंद्रीय उद्गार
Central Himalayas (=Great Himalayas / inner Himalayas),"वृहत् हिमालय, केंद्रवर्ती हिमालय"
Central valley,केंद्रीय घाटी
Central vent,केंद्रीय द्वार
Central volcanic vent,केंद्रिय ज्वालामुखी द्वार
Central volcano,केंद्रीय ज्वालामुखी
Central zone,केंद्रीय क्षेत्र
Centrifugal,अपकेंद्री
Centrifugal drainage pattern,अपकेंद्री अपवाह प्रतिरूप
Centrifugal replacement,अपकेंद्री प्रतिस्थापन
Centripetal drainage pattern,अभिकेंद्री अपवाह प्रतिरूप
Centripetal replacement,अभिकेंद्री प्रतिस्थापन
Centroline,केंद्रनति
Centrosphere,केंद्रमंडल
Ceramics,मृत्तिकाशिल्प
Ceruse,सीरूस
Chain,"श्रृंखला, श्रेणी, माला, चैन, ज़रीब"
Chain survey,जरीब सर्वेक्षण
Chain surveying,जरीब सर्वेक्षण
Chairs,चेयर
Chalk formation,चॉक शैलसमूह
Chalybeate spring,लोहासंसिक्त झरना
Chandler wobble,शैन्डलर प्रचक्रण
Channel,"प्रणाल, चैनल, वाहिका, जलमार्ग, चैनल"
Channel bar,जलमार्ग रोधिका
Channel basin,"प्रणाल द्रोणी, प्रणाल बेसिन"
Channel capacity,चैनल क्षमता
Channel cast,प्रणाल संच
Channelling,"प्रणालकरण, चैनलन, प्रणालन"
Channel pattern,"प्रणाल पैटर्न, प्रणाल चित्राभ"
Channel porosity,प्रणाल सरंध्रता
Channel spring,प्रणाल झरना
Channel way,प्रणाल मार्ग
Chaos (geol),"अस्तव्यस्तता, अव्यवस्था"
Chaotic,"अव्यवस्थित, अस्तव्यस्त"
Char (stream),चार (जलोढ़ द्वीप)
Character,"लक्षण, गुण, स्वरूप, वर्ण"
Characteristic,"लक्षण, विशेषता,  अभिलक्षण, पूर्णांश, अभिलक्षणिक, कैरेक्टेरिस्टिक"
Charco,चार्को
Chark,"चार्क (सं0), चार्कन (क्रि0)"
Chart,"चार्ट, समुद्री चार्ट, संचित्र"
Chat,चैट
Chatic,"अव्यवस्थित, अस्तव्यस्त"
Checking,आयतखंडन
Check plate,रोध पट्टिका
Chemical corrosion,रासायनिक संक्षारण
Chemical megnetization,रासायनिक चुंबकन
Chenier plain,चेनियर मैदान
Chernozem,चर्नोज़ेम
Chestnut soil,चेस्टनट मृदा
Chevron dune,कोणीय टिब्बा
Chimney,"चिमनी, धुँआरा, धुँआकक्ष"
Chip,"छीलन, चिप, चिप्पी, शकल, तष्ट (दोष)"
Chipping,"शकलन, तष्टन, छीलना"
Chi-square distribution,काई वर्ग बंटन
Chitin,काइटिन
Chlorination,क्लोरीनन
Chlorine fumarole,क्लोरीन वाष्पमुख
Chlorinity,क्लोरीनता
Chlorinization,"क्लोरीनीकरण, क्लोरीनीभवन"
Choanosome,"कीपकाय, कीपस्तर"
Choma,कोमा
Choppiness,"तरंगतीक्ष्णता, तरंगखण्डितता"
Chowder,चाउडर
Chuck,चक
Chute,शूट
Cincho,सिन्को
Cinder cone,सिंडर शंकु
Cindery,सिंडरी
Circuit,परिपथ
Circular,"वृत्ताकार, वर्तुल, वृत्तीय"
Circular canal,वृत्ताकार नाल
Circular lake,वर्तुल झील
Circulating movement,परिसंचारी गति
Circulating water,परिसंचारी जल
Circulation,"परिसंचरण, परिसंचारण"
Circumdenudation,परिअनाच्छादन
Circumerosion,परिअपरदन
Cirque basin,सर्क द्रोणी
Cirque (corrie),"सर्क, हिमजगह्वर"
Cirque floor,"सर्क तली, सर्क सतह"
Cirque glacier,"सर्क हिमानी, सर्क हिमनद"
Cirque head wall,सर्क शीर्षभित्ति
Cirque lake,सर्क झील
Cirque-like hollow,सर्क सदृश गर्त
Cirque platform,सर्क वेदी
Cislunar,चंद्रानुकूल
Cis-trans link,आरपार योजक
Clairaut theorem,क्लेरो प्रमेय
Class,"वर्ग, क्लास, संवर्ग"
Classification,वर्गीकरण
Classification of mountains,पर्वत- वर्गीकरण
Classified,वर्गीकृत
Clastogenetic lava flow,खंडाश्मजनित लावा स्तर
Clay,मृत्तिका
Clay band,मृत्तिका पट्टी
Clay complex,मृत्तिका-संघात
Clay dune,मृत्तिका टिब्बा
Clayey soil,मृण्मय मृदा
Clay hog,क्ले हॉग
Clay parting,मृद् अवांतर स्तर
Clay-pipe,मृद्नलिका
Clay pocket,मृत्तिका कोटरिका
Clay soil,चिकनी मिट्टी
Cleaved valcano,विच्छिन्न ज्वालामुखी
Cleft,"विदलित (वि), दरार, विदर, विभ्रांश (सं)"
Cleft deposit,विदलित निक्षेप
Cleft girdle,विदलित मेखला
Cleve,भृगु
Cliachite,क्लायाकाइट
Cliff,भृगु
Cliff crest,भृगु शिखर
Cliff dune,भृगु मरूटिब्बा
Cliffed coast,भृगुमय तट
Cliff face,"भृगु फलक, भृगु पार्श्व"
Cliff glacier,"भृगु हिमनद, भृगु हिमानी"
Cliff landslide,भृगु भूस्खलन
Cliff overhang,प्रलंबी भृगु
Climate,जलवायु
Climatic,जलवायवी
Climatic accident,जलवायवी वैषम्य
Climatic amelioration,जलवायवी सुधार
Climatic deterioration,जलवायवी विकृति
Climatic optimum,जलवायु इष्टतम
Climatic province,जलवायवी क्षेत्र
Climatic snowline,जलवायवी हिमरेखा
Climatic terrace,जलवायवी वेदिका
Climatic zone,जलवायवी अनुक्षेत्र
Climograph,"क्लाइमोग्राफ, जलवायु आरेख"
Clinker field,क्लिंकर क्षेत्र
Clinometer,"नति-मापी, क्लाइनोमीटर, प्रवणतामापी"
Clock activated chart,चाभी सक्रियित चार्ट
Clod,ढेला
Clogging,"अवरोधन, उपारोधन"
Clonome,क्लोनोम
Closed basin topography,संवृत द्रोणी स्थलाकृति
Closed bay,संवृत खाडी
Closed depression,संवृत गर्त
Closed drainage,संवृत अपवाह
Closed lake,संवृत झील
Closed pressure,संवृत दाब
Closed ridge,संवृत कटक
Closed system,संवृत तंत्र
Closing line,समापक रेखा
Closure (palaeont),समापन
Cloth oil,क्लॉथ ऑयल (काष्ठरक्षी तेल)
Clucking,वक्र भंजन
Clump,"क्लम्प, झुरमुट, संपुंजन, गुच्छन"
Clumping effciency,गुच्छन दक्षता
Coalescence,"सम्मिलन, संलयन"
Coalescing pediment,संधित पेडिमेंट
Coarse,"स्थूल, मोटा, घटिया, अपरिष्कृत, कच्चा"
Coarse-aggregate,स्थूल पुंज
Coarse-grained,स्थूल कणिक
Coarse slip,स्थूल सर्पण
Coarse textured topography,स्थूल गठित स्थलाकृति
Coarse topography,स्थूल स्थलाकृति
Coast,"तट, सक्ष्याघर (रेडार)"
Coastal,तटीय
Coastal accretion,तटीय अधिवृद्धि
Coastal alluvium,तटीय जलोढक
Coastal area,तटीय क्षेत्र
Coastal dune,तटीय टिब्बा
Coastal dyke,"तटीय भित्ति, तटीय डाइक"
Coastal erosion,तटीय अपरदन
Coastal facies,तटीय संलक्षणी
Coastal feature,तटीय लक्षण
Coastal fishing village,तटीय मत्स्यन ग्राम
Coastal indenture,तटीय दंतुरता
Coastal lagoon,तटीय लैगून
Coastal lowland,तटीय निम्नभूमि
Coastal mountain,तटीय पर्वत
Coastal plain,तटीय मैदान
Coastal plain bed,तटीय-मैदान तल
Coastal plain estuary,तटीय मैदानी ज्वारनदमुख
Coastal plain swamp,तटीय मैदानी अनूप
Coastal region,तटीय प्रदेश
Coastal sand,तटीय बालू
Coastland,तटभूमि
Coast line,तट-रेखा
Coast of emergence,उन्मज्जन तट
Coast of submergence,निमज्जन तट
Coast sinking,तट का धसना
Coast terrace,तटीय वेदिका
Coast valley glacier,तट घाटी-हिमनदी
Cobbing,गिट्टी बनाना
Coccolith,"कोकोलिथ, गुल्याश्म"
Cocolithophore,कोकोलिथोफोर
Cockpit karst,कॉकपिट कार्स्ट
Cocosphere,"कोकोस्फियर, कोकोलिथ पुंज"
Coefficient of contraction,संकुचन गुणांक
Coefficient of land slope,भूप्रवणता गुणांक
Coenobic form,संमंडली रूप
Coil basketry,कुंडली कंडी निर्माण
Coincident lode,संपाती लोड
Col,कोल
Cold,"शीत, ठंडा, अतप्त"
Cold air drainage,शीत वायु प्रतिस्थापन
Cold area,शीत क्षेत्र
Cold avalanche,अतिशीत हिमधाव
Cold climate,शीत जलवायु
Cold desert,शीत मरूस्थल
Cold front,"शीतवाताग्र, शीताग्र"
Cold glacier,अतिशीत हिमनद
Cold intrusion,शीत अंतर्वेध
Cold lahar,शीत लहर
Cold loess,शीत लोएस
Cold reservoir,शीत आगार
Collapse caldera,निपात ज्वालाकुंड
Collapse canal,निपात-नाल
Collapse crater,निपात क्रेटर
Collapse depression,निपात-गर्त
Collapse sinkhole,निपात घोलरंध्र
Collar,कॉलर
Collator,"संयोजक, समानुक्रमित्र कोलेटर"
Collector,"संग्राहक, क्लेक्टर, संग्राही"
Collimation point,समांतरण बिंदु
Collision,"संघट्ट टक्कर, संघट्टन"
Collision waves,संघट्ट तरंगे
Colloid morphology,कोलॉइड-आकृति विज्ञान
Colluvial,मिश्रोढ़
Colluvial deposit,मिश्रोढ़-निक्षेप
Colluvial soil,मिश्रोढ़ मृदा
Colluvium,मिश्रोढक
Coloured cement,रंगीन सीमेंट
Colour,"रंग, वर्ण"
Colouring agent,"रंग कारक, वर्ण कारक"
Column,"स्तंभ, कॉलम"
Columnar,"स्तंभी, स्तंभाकार"
Comb,"करंड, विदर-कंकत"
Combination riffle,रिफल पुंज
Comb-like ridge,कंकतरूपी कटक
Comb structure,कंकती संरचना
Common wall,उभयनिष्ठ दीवार
Communication,संचार
Compact,"संहति, सुसंहति (सं0),
संहत; सुसंहत (वि0),
संहत करना; संहत होना (क्रि0)"
Comparative,तुलानात्मक
Comparative morphology,तुलानात्मक आकारिकी
Compass,"कुतुबनुमा, दिक्सूचक, कम्पास"
Compass card,कम्पास कार्ड
Compass dial,कम्पास डायल
Compass error,दिक्सूचक अशुद्धि
Compass key,दिक्सूचक कुंजी
Compass survey,"दिक्सूचक सर्वेक्षण, कम्पास सर्वे"
Compass surveying,कम्पास सर्वेक्षण
Compass traverse,कम्पास चंक्रम
Compensation depth (oceanog),क्षतिपुर्ति गभीरता
Compensation method,प्रतिकार विधि
Compiled map,संकलित मानचित्र
Complementary forms,पूरक रूप
Complete overstep,पूर्ण ऊर्ध्वव्याप्ति
Complex,"सम्मिश्र, संकुल, जटिल, जटिल संघ, जटिल शैल संघ"
Complex crater,जटिल क्रेटर
Complex drainage pattern,जटिल अपवाह पैटर्न
Complex dune,सम्मिश्र टिब्बा
Complex form,"सम्मिश्र रुप, जटिल रुप"
Complex  mountain,सम्मिश्र पर्वत
Complex valley,जटिल घाटी
Componental movement,घटकीय चलन
Composite coast,मिश्र तट
Composite cone,मिश्र शंकु
Composite fault scrap,मिश्र भ्रंश कगार
Composite glacier,संयुक्त हिमानी
Composite map,मिश्र मानचित्र
Composite profile,"मिश्र परिच्छेदिका, मिश्र प्रोफाइल"
Composite scarp,मिश्र कगार
Composite section,मिश्र सेक्शन
Composite stream,मिश्र सरिता
Composite topography,मिश्र स्थलाकृति
Compound alluvial fan,संयुक्त जलोढ पंखा
Compound cirque,"मिश्र हिमजगह्वर, मिश्र सर्क"
Compound crater,संयुक्त क्रेटर
Compound eye,संयुक्त नेत्र
Compound foreset bedding,संयुक्त डेल्टाग्रनत संस्तर
Compound shoreline,संयुक्त तटरेखा
Compound stream,संयुक्त सरिता
Compound valley,संयुक्त घाटी
Compound valley glacier,संयुक्त घाटी हिमनद
Compression,"संपीडाश्म, संपीडन"
Compression subsidence,संपीडन अवतलन
Computed current,अभिकलित धारा
Conca (caldera),कोन्का (जवालामुखी कुंड)
Concave,अवतल
Concave slope,अवतल ढाल
Concealed pediment,प्रच्छन्न पेडिमेन्ट
Concentration,"सांद्रण, गाढापन, सांद्रता, संकेद्रण"
Concentration efficiency,सांद्रण दक्षता
Concentration gradient,सांद्रण प्रवणता
Concentration ratio,सांद्रता अनुपात
Concentric,संकेंद्री
Concentric growth,संकेंद्री वृद्धी
Concentric layer,संकेंद्री परत
Concentric rift,संकेंद्री रिफ्ट
Concentric structure,संकेंद्री संरचना
Concentric weathering,संकेंद्री अपक्षयण
Conchoidal structure,"शंखाभ संरचना, कॉन्काइड संरचना"
Concordant coast,सुसंगत तट
Concordant coastline,सुसंगत तटरेखा
Condensation,"संघनन, द्रवण"
Condition,"प्रतिबंध, शर्त, अवस्था, परिस्थिति, दशा"
Conductivity,चालकता
Conduit,"संनाल, नलिका, नली, नल, वाहिका"
Condyle,अस्थिकंद
Cone,"शंकु, कोन"
Cone delta,शंकु डेल्टा
Cone-dome,"शंकु गुम्बद, शंकु कलश"
Confluent,संगामी
Confluent river,संगामी नदी
Conformable coast,अनुदैर्ध्य तट
Congelifluction,तुषार मृदा सर्पण
Congelifract,तुषारघृष्टाश्म
Congelifractate deposit,तुषारघृष्टाश्मी निक्षेप
Congelifractate terrace,तुषारघृष्टाश्मी वेदिका
Congelifraction,तुषारी अपक्षय
Conglomerate beach,पुलिन संगुटिकाश्म
Conglomeration,"संगुटीकरण, संगुटीकाश्मन"
Conical,"शंकुरूप, शंक्वाकार, शांकव"
Conic projection,शंकु प्रक्षेप
Conjugate,"संयुग्मी (वि0),
संयुग्मन होना (क्रि0)"
Connate,सहजात
Connecting bar,संयोजी रोधिका
Connective,"संयोजक, संयोजी"
Consanguineous,समोद्भव
Consanguinity,समोद्भवता
Consequent,"अनुवर्ती, परपद"
Consequent divide,अनुवर्ती विभाजक
Consequent drainage,अनुवर्ती अपवाह
Consequent lake,अनुवर्ती सरोवर
Consequent stream,अनुवर्ती सरिता
Consequent valley,अनुवर्ती घाटी
Consolidated,संपिंडित
Consolidate ice,संपिंडित बर्फ
Consolidation,संपिंडन
Constant slope,सतत ढाल
Constituent,"अवयव, रचक, संघटक"
Construction,रचना
Constructional gradient,रचनात्मक प्रवणता
Constructional plains,रचनात्मक मैदान
Constructional topographic forms,रचनात्मक स्थलाकृतिक रूप
Consulting geologist,परामर्शद भूविज्ञानी
Contact,"संस्पर्श, संपर्क, स्पर्श"
Contact corrosion,संस्पर्श संक्षारण
Contact erosion valley,संस्पर्श अपरदन घाटी
Contact line,संस्पर्श रेखा
Contact spring,संस्पर्श झरना
Contact vein,संस्पर्श शिरा
Contact zone,संस्पर्श मंडल
Contaminant,संदूषक
Contaminated gabbro,संदूषित गैब्रो
Contamination,संदूषण
Contemporaneous erosion,समकालिन अपरदन
Content,"अंतर्वस्तु, अंश, आधेय"
Continent,"महाद्वीप, महादेश"
Continental,"महाद्वीपी, महाद्वीपीय"
Continental accretion,महाद्वीपीय अभिवृद्धि
Continental aerosol,महाद्वीपी एरोसॉल
Continental alluvium,महाद्वीपीय जलोढक
Continental basin,"महाद्वीपीय द्रोणी, महाद्वीपीय बेसिन"
Continental block,"महाद्वीपीय खंड, महादेशीय खंड"
Continental borderland,महाद्वीपीय सीमांत भूमि
Continental crust,महाद्वीपीय पर्पटी
Continental deposit,महाद्वीपीय निक्षेप
Continental displacement,महाद्वीपीय विस्थापन
Continental divide,महाद्वीपीय जल विभाजक
Continental drift,महाद्वीपीय विस्थापन
Continental dune,महाद्वीपीय डिब्बा
Continental flexure,महाद्वीपीय आनमन
Continental glaciation,महाद्वीपीय हिमनदन
Continental glacier,"महाद्वीपीय हिमानी, महाद्वीपीय हिमनद"
Continental ice sheet,"महाद्वीपीय बर्फ चादर, महाद्वीपीय हिमस्तर"
Continental island,महादेशी द्वीप
Continental margin,महाद्वीपीय सीमांत
Continental plateau,महाद्वीपीय पठार
Continental platform,महाद्वीपीय प्लेटफार्म
Continental rift area,महाद्वीपीय रिफ्ट क्षेत्र
Continental rise,महाद्वीपीय उत्थान
Continental shelf,महाद्वीपीय शेल्फ
Continental shield,स्थिर भूखंड
Continental slope,"महाद्वीपीय ढाल, वेला प्रवण"
Continental transgression,महाद्वीपीय अतिक्रमण
Continuous,"संतत, अखंड, अविछिन्न, अविरत, सतत"
Continuous permafrost,सतत चिरतुषार भूमि
Continuous precipitation,सतत वर्षण
Continuous profile method,सतत प्रोफाइल विधि
Continuous profiling,अविच्छिन्न प्रोफाइलन
Continuous stream,सतत धारा
Contorted drift,कुंचित अपोढ़
Contour,"समोच्च रेखा, कन्टूर, परिरेखा, रूपरेखा, आकृति"
Contour diagram,समोच्चरेखी आरेख
Contour interval,समोच्च रेखांतराल
Contour line,समोच्च रेखा
Contour map,समोच्च रेखी मानचित्र
Contour race,समोच्चरेखा जलमार्ग
Contraction,संकुचन
Contraction hypothesis,संकुचन परिकल्पना
Contraction vein,संकुचन शिरा
Contraterrene meteorite,भूअलग्न उल्कापिंड
Control,नियंत्रण
Control station,नियंत्रण केंद्र
Convection current,संवहन-धारा
Convection theory,संवहन सिद्धांत
Convective flux,संवहनी अभिवाह
Convergent channel,अभिसारी प्रणाल
Convergent lode convex,अभिसारी लोड उत्तल
Convulsion,व्याक्षोभ
Convulsionism,व्याक्षोभवाद
Cool,शीतल
Cooling,शीतलन
Cooling agent,शीतलक
Cooling crack,शीतलक दरार
Cooling effect,शीतलन प्रभाव
Coordinate system,"निर्देशांक पद्धति, निर्देश तंत्र"
Coral,"प्रणाल, कोरल, मूंगा"
Coral island,प्रवाल द्वीप
Coral mud,प्रवाल पंक
Coral ore,कोरल ओर
Coral reef,प्रवाल भित्ति
Coral reef coast,प्रवाल भित्ति तट
Coral reef shoreline,प्रवाल भित्ति तटरेखा
Coral rock,प्रवाल शैल
Coral root,प्रवाल मूल
Coral zone,प्रवाल क्षेत्र
Cord,"कॉर्ड, डोरी, अर्गनी, रज्जु"
Cordillera,कार्डीलेरा
Cords,रज्जु
Corduroy,कॉर्डुरॉय
Core area,क्रोड-क्षेत्र
Core of the earth,भू-क्रोड
Core texture,क्रोड गठन
Coriolis effect,कोरिऑलिस प्रभाव
Corniferous,कॉर्नीफेरस
Corrasion,अपघर्षण
Corrasion-valley,अपघर्षण घाटी
Corrected,संशोधित
Corrected bearing,संशोधित दिक्मान
Correction,"संशुद्धि, संशोधन"
Correlation,सहसंबंध
Correlational method,सहसंबंधी विधि
Corrie,हिमजगह्वर
Corrosion,संक्षारण
Corrosive,संक्षारक
Corrugated surface,नालीदार पृष्ठ
Coseismal line,सहभूकंपन-रेखा
Cotidal,समज्वारीय
Co-tidal chart,समज्वारीय चार्ट
Cotidal chart method,समज्वारीय चार्ट विधि
Cotidal line,समज्वारी रेखा
Counter quadrant,प्रतिपट चतुर्थाश
Counter scarp,प्रति कगार
Course,"पथ, मार्ग"
Cove,लघुनिवेशिका
Covered karst,आवृत कार्स्ट
Cover mass,उपरिस्थ शैल
Creaking,"खंड, खंडक, गुटका, ब्लॉक"
Crag,श्रृंग
Crag and tail erosion,श्रृंगपुच्छ अपरदन
Crag and tail forms,श्रृंगपुच्छ स्थलाकृति
Craggy,"श्रृंगमय, श्रृंगीय"
Craggy topography,श्रृंगीय स्थलाकृति
Cranny,विदरिका
Crater,"गर्त, ज्वालामुखी-विवर, क्रेटर"
Crater basin,क्रेटर बेसिन
Cratered volcano,क्रेटरी ज्वालामुखी
Crater fumarole,क्रेटर वाष्पमुख
Crater island,क्रेटर-द्वीप
Crater lake,क्रेटर-झील
Crater of eruption,उद्भेदन क्रेटर
Crater of volcano,ज्वालामुखी-विवर
Crater ring,क्रेटर वलय
Craton,क्रेटॉन
Cratonic,क्रेटानी
Cratonic region,क्रेटॉनी प्रदेश
Creases,वाहिकावशेष
Creationism,सृष्टि शून्यवाद
Creek,"संकड़ी खाड़ी, निवेशिका"
Creep,"मंद विरूपण, विसर्पण"
Creeping,"सर्पी, सर्पण, विसर्पण, विसर्पी"
Creeping bog,विसर्पी दलदल
Creeping divide,विसर्पी विभाजक
Creeping eruption,विसर्पी विस्फोट
Creeping rubble,विसर्पी रूबल
Creep recovery,विसर्पण पुनर्लब्धि
Creep velocity,विसर्पण वेग
Crenulated,"सूक्ष्मवलित, सूक्ष्मदंती"
Crenulate shoreline,सूक्ष्मवलित तटरेखा
Crescent,"बालचंद्र (सं0), चापाकार, धन्वाकार (वि0)"
Crescent beach,धन्वाकार पुलिन
Crescentic,"बालचंद्राकार, नवचंद्राकार"
Crescentic gouge,नवचंद्राकार गाउज
Crescentic lavee lake,बालचंद्राकार तटबैध झील
Crescentic mark (glacgiol),बालचंद्राकार चिह्न
Crescent shaped,"चापाकार, धन्वाकार"
Crest,"शिखर, कलगी"
Crestal plane,शीर्ष-तल
Crestal surface,शीर्ष-पृष्ठ
Crest line,शीर्ष-रेखा
Crevasse,हिम-विदर
Crevassed dome,विदीर्ण गुबंद
Crevasse filling,हिमविदर-केम
Crevasse infilling,हिमविदर पूरक
Crevice,विदरिका
Crib,"शिखर, क्रिब"
Cribbed,शलाकित
Crimson ink,किरमिजी स्याही
Crinkle,"व्याकुंचन, वलिका, शिकन"
Crisscross,आड़ा-तिरछा
Crisscrossing currents,आड़ा-तिरछी घाराएँ
Critical slope,क्रांतिक ढाल
Critical velocity,क्रांतिक वेग
Crizzle,अपस्फुट (दोष)
Crizzle off,अपस्फुटन
Croicolitic fumarole,क्रॉयकोलाइटी वाष्पमुख
Crop out,दृश्यांशन
Cropping,"दृश्यांशन, समाकर्तित्र"
Cropping out,दृश्यांशन
Cross bar,आड़ा दंड
Cross-bedded,"क्रॉस संस्तरित, तिर्यक् संस्तरित"
Cross-bedding,"क्रॉस संस्तरण, तिर्यक् संस्तरण"
Cross-channel,पार-वाहिका
Cross course,प्रतिच्छेदी शैल
Cross lode,लोड प्रतिच्छेदी
Cross profile,अनुप्रस्थ परिच्छेदिका
Crown,शिखर
Crude,"अपरिष्कृत, कच्चा, अशोधित"
Crush,"संदलन, पिच्चन, क्रश (सं0)
पीसना, कूटना,
पेरना दलना (क्रि0)"
Crust,"पपड़ी,पर्पटी, पटल"
Crustaceous,पर्पटीमय
Crustal density,पर्पटी घनत्व
Crustal disturbance,भूपर्पटी विक्षोभ
Crustal flexures,भूपर्पटी आनमन
Crustal movement,भूपर्पटी संचलन
Crusted snow,पर्पटित हिम
Crust of the earth,भूपर्पटी
Crustose,पर्पटीमय
Cryopedology,तुषारित मृदाविज्ञान
Cryophilic,शीतजलरागी
Cryoturbation,तुषारी क्रिया
Cryptoexplosion,गूढ़विस्फोट संरचना
Cryptovolcanic,गूढ़ज्वालामुखीय
Cryptovolcanic caldora,गूढ़ज्वालामुखीय कुंड
Cryptovolcanic type,गूढ़ज्वालामुखीय प्ररूप
Cryptovolcanism,गूढ़ज्वालामुखीय क्रिया
Cuesta,क्वेस्टा
Cuesta backslope,क्वेस्टा पश्चढाल
Cuesta face,क्वेस्टा पार्श्व
Cuesta landscape,क्वेस्टा दृश्यभूमि
Cuesta maker,क्वेस्टाकारी
Cuesta scarp,क्वेस्टा कगार
Culmen,"कलमेन, अनुकूटक"
Culoff spur,छाड़न टीला स्कंध
Cumulus tower,कपासी मेघ टावर
Cuneate,फानाकार
Cunette,प्रणालिका
