Hindi,Malayalam
"अपसारित करना, अपसारित होना","ചിതറുക, ചിതറുക"
" अपसरण, अपसारिता , डाइवर्जेन्स","വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം"
अपसरण प्रमेय,വ്യതിചലന സിദ്ധാന്തം
अपसारी,വിഭിന്ന
अपसारी श्रेणी,വ്യത്യസ്ത ശ്രേണി
विभाजित अंतर,വിഭജന വ്യത്യാസം
"भाज्यता, विभाज्यता","വിഭജനം, വിഭജനം"
"भाज्य, विभाज्य","ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന"
" भाग, प्रभाग , विभाजन","വിഭജനം, വിഭജനം, വിഭജനം"
विभाजन-कलन विधि,ഡിവിഷൻ അൽഗോരിതം
विभाजन-वलय,സ്പ്ലിറ്റ് റിംഗ്
द्वादशभुज,ചതുർഭുജം
द्वादशफलक,ദശാഭുജം
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം"
फलन का प्रांत,പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ
परिभाषा-प्रांत,നിർവ്വചനം-പ്രവിശ്യ
अस्तित्व-प्रांत,നിലനിൽപ്പിന്റെ അവസ്ഥ
अभिभावी युक्ति,അസാധുവാക്കൽ ഉപകരണം
डॉप्लर प्रभाव,ഡോപ്ലർ പ്രഭാവം
"बिन्दु-गुणनफल, अदिशगुणनफल","പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം"
बिन्दुकित वक्र,കുത്തുകളുള്ള വക്രം
द्विशः अवकलन,ഡ്യുവൽ ഡിഫറൻഷ്യൽ
द्विक चरघातांकीय बंटन,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
द्विकुंडली,ഇരട്ട കോയിൽ
द्विशः समाकल,ബൈനറി ഇന്റഗ്രൽ
द्विशः समाकलन,ബൈനറി സംയോജനം
द्विक सीमा,ഇരട്ട പരിധി
द्विशः प्रतिचयन आयोजन,ഇരട്ട സാമ്പിൾ ഇവന്റ്
द्विक अनुक्रम,ഇരട്ട ക്രമം
द्विक श्रेणी,ഇരട്ട പരമ്പര
द्वि-अनुलग्नी संकेतन,ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ
द्विक संकलन,ഇരട്ട സമാഹാരം
अधोमुखी त्वरण,താഴേക്കുള്ള ത്വരണം
अधोमुखी विस्थापन,താഴേക്കുള്ള സ്ഥാനചലനം
अधोमुखी गति,താഴേക്കുള്ള ചലനം
अधोमुखी वेग,താഴേക്കുള്ള വേഗത
कर्षण,ട്രാക്ഷൻ
कर्षण-बल,ട്രാക്ഷൻ ഫോഴ്സ്
"द्वैती द्वैती,",ഇരട്ട ദ്വൈതത
द्वैत आधार,ഇരട്ട അടിത്തറ
द्वैत आंतरिक गुणनफल,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
द्वैती रैखिक प्रोग्रामन समस्या,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
" द्वि प्रचालन , द्वैती संक्रिया","ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം"
द्वैत समस्या,ഇരട്ട പ്രശ്നം
द्वैत एकल कलन-विधि,ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം
द्वैत एकल प्रविधि,ഇരട്ട ഒറ്റ രീതി
द्वैत समष्टि,ഡ്യുവൽ സ്പേസ്
द्वैत चर,ഡ്യുവൽ വേരിയബിൾ
द्वैत सदिश समष्टि,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
मूक सूचकांक,നിശബ്ദ സൂചിക
मूक पादांक,നിശബ്ദ അടിക്കുറിപ്പ്
मूक अनुबंध,നിശബ്ദ കരാർ
मूक चर,നിശബ്ദ വേരിയബിൾ
अनुलिपि-प्रक्रम,തനിപ്പകർപ്പ്
गतिकीय,ചലനാത്മകം
गतिकीय तंत्र,ചലനാത്മക സംവിധാനം
गतिक मांग फलन,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
गत्यात्मक निदर्श,ഡൈനാമിക് മോഡൽ
गत्यात्मक प्रोग्रामन,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
गतिशील प्रोग्रामन उपगमन,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
गतिशील प्रोग्रामन प्रविधि,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ
"गतिविज्ञान, गतिकी","ചലനാത്മകത, ചലനാത്മകത"
कण-गतिकी,കണികാ ചലനാത്മകത
दृढ़ पिंड गतिकी,ദൃഢമായ ശരീര ചലനാത്മകത
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)","ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)"
भूकंप तीव्रता,ഭൂകമ്പ തീവ്രത
उत्केंद्रता,ഉത്കേന്ദ്രത
ग्रहण,അനുമാനം
अर्थमितीय पूर्वानुमान,ഇക്കണോമെട്രിക് പ്രവചനം
अर्थमितिज्ञ,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
अर्थमिति,ഇക്കണോമെട്രിക്സ്
अर्थशास्त्र,സാമ്പത്തികശാസ്ത്രം
"कोर, किनारा, अश्रि","കാമ്പ്, അഗ്രം, കണ്ണീർ"
अवमुख समुच्चय कोर,മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു
दक्षतांक,കാര്യക്ഷമത സൂചിക
अभिलक्षणिक अवयव,സ്വഭാവ ഘടകം
अभिलक्षणिक फलन,സ്വഭാവ സവിശേഷത
"आइगेन मान, अभिलक्षणिक मान","ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം"
अभिलक्षणिक मान समीकरण,സ്വഭാവ മൂല്യ സമവാക്യം
"आइगेन वेक्टर, अभिलक्षणिक सदिश","ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ"
प्रत्यास्थ,ഇലാസ്റ്റിക്
प्रत्यास्थतांक,ഇലാസ്റ്റിക് കാസ്റ്റ്
प्रत्यास्थ साम्यावस्था,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
प्रत्यास्थता,ഇലാസ്തികത
प्रत्यास्थता-पृष्ठ,ഇലാസ്തികത പേജ്
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर","ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ"
" तत्व , अल्पांश , अवयव","മൂലകം, മൂലകം, മൂലകം"
प्रारंभिक स्तंभ संक्रिया,പ്രാരംഭ നിര പ്രവർത്തനം
प्रारंभिक घटना,പ്രാരംഭ സംഭവം
प्रारंभिक फलन,പ്രാരംഭ പ്രവർത്തനം
प्रारंभिक संक्रिया,പ്രാരംഭ പ്രവർത്തനം
प्रारंभिक परिणाम,പ്രാഥമിക ഫലങ്ങൾ
प्रारंभिक प्रायिकता नियम,പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം
प्रारंभिक पंक्ति संक्रिया,ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു
"विलुप्त करना, विलोपन करना,","ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ"
निराकरण प्रक्रिया,റെസലൂഷൻ പ്രക്രിയ
"दीर्घवृत्त, इलिप्स","ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി"
दीर्घवृत्तज,ദീർഘവൃത്താകൃതിയിലുള്ള
दीर्घवृत्तजीय,ദീർഘവൃത്താകൃതിയിലുള്ള
दीर्घवृत्तजीय पृष्ठ,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
दीर्घवृत्ताकार पिंड,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
अंतःस्थापन,ഉൾച്ചേർക്കൽ
उत्सर्जन,ഉദ്വമനം
आनुभविक न्यास,അനുഭവപരമായ വിശ്വാസം
मूलानुपाती सूत्र,അനുഭവ സൂത്രവാക്യം
आनुभविक प्रायिकता,അനുഭവപരമായ സംഭാവ്യത
आऩुभविक संबंध,അനുഭവപരമായ ബന്ധം
रिक्त समुच्चय,ശൂന്യമായ സെറ്റ്
परिबद्‌ध,ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു
"कूटलेखन, कोडन","എൻകോഡിംഗ്, കോഡിംഗ്"
अंतराकारिता,പരസ്പര പ്രവർത്തനക്ഷമത
अंत्य बिंदु,അവസാന പോയിന്റ്
वर्गांतराल के अंत्य बिंदु,ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്
ऊर्जा,ഊർജ്ജം
ऊर्जा-संवेग घटक,ഊർജ്ജ-മൊമെന്റം ഘടകം
प्रवेशी चर,എൻട്രി വേരിയബിൾ
गणनीय समुच्चय,എണ്ണാവുന്ന സെറ്റ്
"गणन, गिनना","എണ്ണുക, എണ്ണുക"
"समान, बराबर, सम, तुल्य","തുല്യ, തുല്യ, തുല്യ, തുല്യ"
"समता, समिका","സമത്വം, സമത്വം"
समप्रायिक,സാധ്യത
सम प्रायिकता वरण विधि,പോലും പ്രോബബിലിറ്റി തിരഞ്ഞെടുക്കൽ രീതി
समान करना,തുല്യമാക്കുക
" समीकरण , समीकार","സമവാക്യം, സമവാക്യം"
एकघात समीकरण,ക്വാഡ്രാറ്റിക് സമവാക്യം
द्विघात समीकरण,ക്വാഡ്രാറ്റിക് സമവാക്യം
त्रिघात समीकरण,ക്വാഡ്രാറ്റിക് സമവാക്യം
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा","ഭൂമധ്യരേഖ, മധ്യരേഖ, മധ്യരേഖ"
समसंतत,സ്ഥിരതയുള്ള
समबाहु,സമഭുജം
"साम्यावस्था, साम्य, संतुलन","സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ"
बल-संतुलन,ബലം ബാലൻസ്
संतुलन बिंदु,സന്തുലിത പോയിന്റ്
तुल्यता,തുല്യത
तुल्यता-वर्ग,തുല്യതാ ക്ലാസ്
तुल्यता-संबंध,തുല്യതാ ബന്ധം
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)","തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (എഡി.)"
तुल्य मैट्रिक्स,തുല്യമായ മാട്രിക്സ്
तुल्य समुच्चय,തുല്യമായ സെറ്റ്
अभ्यतिप्रायता,പ്രവണതകൾ
"त्रुटि, भूल, गलती, अशुद्‌धि","തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ"
त्रुटि-विश्लेषण,പിശക് വിശകലനം
त्रुटि कोड,പിശക് കോഡ്
त्रुटि गुणांक,പിശക് ഗുണകം
वर्ग माध्य त्रुटि,ചതുരം അർത്ഥം പിശക്
प्रथम प्रकार की त्रुटि,ആദ്യ തരം പിശക്
द्वितीय प्रकार की त्रुटि,രണ്ടാമത്തെ തരം പിശക്
पलायन-प्रायिकता,രക്ഷപ്പെടാനുള്ള സാധ്യത
पलायन वेग,രക്ഷപ്പെടൽ വേഗത
ई. श्मिट लांबिकीकरण प्रक्रम,ഇ. ഷ്മിഡിന്റെ മൊബിലൈസേഷൻ പ്രക്രിയ
बहिर्वृत्त,ബഹിർമുഖൻ
"सारभूत, अनिवार्य","അത്യാവശ്യം, അത്യാവശ്യം"
वस्तुतः अद्वितीय,ഫലത്തിൽ അതുല്യമായ
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)","വിലയിരുത്താൻ, വിലയിരുത്താൻ (ver.), വിലയിരുത്താൻ (ed.)"
आकलन विधि,കണക്കാക്കൽ രീതി
यूक्लिडीय निर्देशांक,യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ
यूक्लिडीय डोमेन,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
यूक्लिडीय ज्यामिति,യൂക്ലിഡിയൻ ജ്യാമിതി
यूक्लिडीय n-समष्टि,യൂക്ലിഡിയൻ n-സ്പെയ്സ്
यूक्लिडीय समतल,യൂക്ലിഡിയൻ വിമാനം
ऑयलर प्रमेय,യൂലറുടെ സിദ്ധാന്തം
"मान निकालना, मूल्यांकन करना","വിലയിരുത്തുക, വിലയിരുത്തുക"
सम,പോലും
सम वक्र,വക്രം പോലും
सम फलन,പ്രവർത്തനം പോലും
सम अपवर्त्य,അപവർത്തനം പോലും
सम संख्या,ഇരട്ട സംഖ്യ
सम-विषम सममिति,വിചിത്രമായ സമമിതി
सम क्रमचय,ക്രമമാറ്റം പോലും
"घटना, अनुवृत्त","സംഭവം, എപ്പിസോഡ്"
समपद,ഐസോമോർഫിസം
"यथातथ, यथार्थ, बिल्कुल ठीक","കൃത്യമായി, കൃത്യമായി, കൃത്യമായി"
यथातथ काई-वर्ग परिक्षण,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
यथातथ अवकल,കൃത്യമായ വ്യത്യാസം
यथातथ समीकरण,കൃത്യമായ സമവാക്യം
उदाहरण,ഉദാഹരണം
विनिमय,എക്സ്ചേഞ്ച്
निश्शेष घटना,നിർദ്ദിഷ്ട സംഭവം
अस्तित्व अभिगृहीत,അസ്തിത്വ സിദ്ധാന്തം
अस्तित्व प्रायिकता,അതിജീവന സാധ്യത
अस्तित्व प्रमेय,അസ്തിത്വ സിദ്ധാന്തം
बाह्य चर,ബാഹ്യ വേരിയബിൾ
"प्रसार, प्रसरण","പരക്കുക, പരക്കുക"
प्रत्याशा फलन,പ്രതീക്ഷയുടെ പ്രവർത്തനം
प्रत्याशित बारंबारता,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
प्रत्याशित मान,പ്രതീക്ഷിച്ച മൂല്യം
प्रयोग,പരീക്ഷണം
"प्रायोगिक भूल, प्रायोगिक त्रुटि","പരീക്ഷണ പിശക്, പരീക്ഷണ പിശക്"
"व्याख्या, स्पष्टीकरण","വിശദീകരണം, വിശദീകരണം"
स्पष्ट समीकरण,വ്യക്തമായ സമവാക്യം
स्पष्ट रूप,വ്യക്തമായി
स्पष्ट फलन,വ്യക്തമായ പ്രവർത്തനം
स्पष्ट हल,വ്യക്തമായ പരിഹാരം
घातांक,ഘാതം
चरघातांकी वक्र,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
चरघातांकी प्रायिकता फलन,എക്‌സ്‌പോണൻഷ്യൽ പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ
चरघातांकी बंटन,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
चरघातांकी समीकरण,എക്സ്പോണൻഷ്യൽ സമവാക്യം
चरघातांकी फलन,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि","എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച, എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച"
चरघातांकी नियम,എക്‌സ്‌പോണൻഷ്യൽ റൂൾ
चरघातांकी प्रतिचित्र,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी","എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്, എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്"
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति","ഭാവം, ഭാവം, മുഖഭാവം, ഭാവം"
विस्तरित अंतराल,നീട്ടിയ ഇടവേള
वर्धित वास्तविक रेखा,വർദ്ധിപ്പിച്ച യഥാർത്ഥ ലൈൻ
विस्तरित वास्तविक संख्या निकाय,വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം
प्रतिचित्रण विस्तार,മാപ്പിംഗ് വിപുലീകരണം
बहिष्कोण,ബാഹ്യ കോൺ
बाह्य क्षेत्र,പുറം മേഖല
बाह्य बिंदु,ബാഹ്യ പോയിന്റ്
बाह्य,ബാഹ്യമായ
उपनति मान का बहिर्वेशन,പ്രവചന മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ
बहिर्वेशन तकनीक,എക്സ്ട്രാപോളേഷൻ ടെക്നിക്
चरम मान,പരമാവധി മൂല്യം
" अत्यंत , अंत , चरम, पराकाष्ठा","അങ്ങേയറ്റം, അവസാനം, അങ്ങേയറ്റം, അന്ത്യം"
चरम बिंदु,ഉയര്ന്ന സ്ഥാനം
अवमुख समुच्चय का चरम बिंदु,എതിർ സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്
फलन का चरम मान,പ്രവർത്തനത്തിന്റെ അങ്ങേയറ്റത്തെ മൂല്യം
चरम गुणधर्म,അങ്ങേയറ്റത്തെ ഗുണങ്ങൾ
" फलक, पार्श्व , अंताग्र","മുഖം, വശം, മുൻഭാഗം"
अंकित मूल्य,മുഖവില
" घटक, उपादान, कारक , खंड,","ഘടകം, ഘടകം, ഘടകം, ഉപവാക്യം"
उपादान विश्लेषण,ഘടകം വിശകലനം
खंडित,വിഘടിച്ചു
क्रमगुणित,ഘടകാംശം
बहु-उपादानी अभिकल्पना,മൾട്ടിപ്പിൾ ഫാക്ടർ ഡിസൈൻ
गुणनखंडन,ഘടകവൽക്കരണം
गुणनखंड करना,ഘടകം വരെ
न्याय्य खेल,നീതി കളി
"आभासी, मिथ्या, कूट","വെർച്വൽ, തെറ്റ്, കോഡ്"
" कुटुंब, परिवार , कुल, फैमिली","കുടുംബം, കുടുംബം, കുലം, കുടുംബം"
वृत्त-कुल,ആകെ സർക്കിൾ
वक्र-कुल,വക്രം ആകെ
फलन-परिवार,പ്രവർത്തനങ്ങളുടെ കുടുംബം
रेखा-कुल,വരി ആകെ
प्रतिकृति,പകർപ്പ്
F-बंटन,എഫ്-വിതരണം
सुसंगत आधारी हल,സ്ഥിരമായ അടിസ്ഥാന പരിഹാരം
सुसंगत हल,അനുയോജ്യമായ പരിഹാരം
"पुनर्भरण, पुनर्निवेश","റീചാർജ്, വീണ്ടും നിക്ഷേപം"
फ़र्मा का नियम,ഫെർമ നിയമം
फ़र्मा का प्रमेय,ഫെർമയുടെ സിദ്ധാന്തം
फर्मी-डिरैक-सांख्यिकी,ഫെർമി-ഡിറക്-സ്റ്റാറ്റിസ്റ്റിക്സ്
फिबोनाशी-संख्या,ഫിബൊനാച്ചി നമ്പറുകൾ
फिबोनाशी श्रेणी,ഫിബൊനാച്ചി ശ്രേണി
" क्षेत्र , क्षेत्रक , खेत , फील्ड","വയൽ, വയൽ, വയൽ, വയൽ"
अंतिम वेग,അന്തിമ വേഗത
" परिमित , सांत","പരിമിതമായ, പരിമിതമായ"
परिमित आधार,പരിമിതമായ അടിത്തറ
परिमित दशमलव,പരിമിത ദശാംശം
परिमित अंतर,പരിമിതമായ വ്യത്യാസം
परिमित अंतर विधि,പരിമിതമായ വ്യത്യാസ രീതി
परिमितविमीय,പരിമിതമായ മാനം
परिमितविमीय सदिश,പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ
परिमित खेल,പരിമിതമായ ഗെയിം
परिमित ज्यामिति,പരിമിതമായ ജ്യാമിതി
परिमित सर्वनिष्ठ,പരിമിതമായ അവിഭാജ്യ
परिमितानेक,പരിമിതി
परिमित मार्कोव शृंखला,പരിമിതമായ മാർക്കോവ് ശൃംഖല
परिमितता उपपत्ति,പരിമിതി തെളിവ്
परिमित संख्या,പരിമിത സംഖ്യ
परिमित समष्टि,പരിമിതമായ ജനസംഖ്യ
परिमित प्रायिकता,പരിമിതമായ സംഭാവ്യത
सांत श्रेणी,അവസാന ഗ്രേഡ്
परिमित समुच्चय,പരിമിതമായ സെറ്റ്
परिमित वेग,പരിമിതമായ വേഗത
परिमित आयतन,പരിമിതമായ വോളിയം
"मिलाना, समंजन","ഇളക്കുക, ക്രമീകരിക്കുക"
वक्र समंजन,വക്രം ക്രമീകരിക്കൽ
सरल रेखा समंजन,നേർരേഖ ക്രമീകരണം
नियत बिंदु प्रमेय,നിശ്ചിത പോയിന്റ് സിദ്ധാന്തം
नियत प्रतिदर्श,നിശ്ചിത മാതൃക
उड़ान वेग,ഫ്ലൈറ്റ് വേഗത
चल बिंदु परिकलन,ഫ്ലോട്ടിംഗ് പോയിന്റ് കണക്കുകൂട്ടൽ
"चल बिंदु प्रणाली, चलबिंदु पद्‌धति","ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം, ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം"
प्रवाह-संचित्र,ഫ്ലോ ചാർട്ട്
प्रवाह-वेग,ഒഴുക്ക് വേഗത
तरल-गतिकी,ദ്രാവക ചലനാത്മകത
" नाभीय , संनाभि , फोकसी","ഫോക്കൽ, കോൺഫോക്കൽ, ഫോക്കൽ"
नाभीय जीवा,ഫോക്കൽ കോർഡ്
नाभीय दूरी,ഫോക്കൽ ദൂരം
नाभीय लंबाई,ഫോക്കൽ ദൂരം
" नाभि , फोकस , उद्‌गम","നാഭി, ഫോക്കസ്, ഉത്ഭവം"
" पद, पाद , फुट","കാൽ, കാൽ, കാൽ"
लंबपाद,ഓർത്തോഗണൽ
गुरुत्व-बल,ഗുരുത്വാകർഷണ ബലം
पूर्वानुमान,പ്രവചനം
सूत्र,ഫോർമുല
सूत्रण,ത്രെഡിംഗ്
" संरूपण , संरूप , सूत्रण","ഫോർമാറ്റിംഗ്, ഫോർമാറ്റിംഗ്, ഫോർമുലേഷൻ"
अग्रांतर,മുന്നോട്ട്
अग्र अंतर्वेशन,മുന്നോട്ട് ചേർക്കൽ
गणित का मूलाधार,ഗണിതശാസ്ത്രത്തിന്റെ അടിസ്ഥാനം
फूरिये-विश्लेषण,നാലാമത്തെ വിശകലനം
फूरिये श्रेणी,നാല് സീരീസ്
फूरिये रूपांतर,ഫ്യൂറിയർ രൂപാന്തരം
भिन्न,വ്യത്യസ്ത
भिन्नात्मक निर्देशांक,ഫ്രാക്ഷണൽ കോർഡിനേറ്റുകൾ
भिन्नात्मक संख्या,ഭിന്നസംഖ്യ
भिन्नात्मक क्रमादेशन,ഫ്രാക്ഷണൽ പ്രോഗ്രാമിംഗ്
मुक्त पथ,സ്വതന്ത്ര പാത
"मुक्त सदिश, मुक्त वेक्टर",സ്വതന്ത്ര വെക്റ്റർ സ്വതന്ത്ര വെക്റ്റർ
" आवत्तिृ , बारंबारता","ആവൃത്തി, ആവൃത്തി"
बारंबारता स्तंभ,ആവൃത്തി നിര
"बारंबारता वक्र, आवत्तिृ वक्र","ഫ്രീക്വൻസി കർവ്, ഫ്രീക്വൻസി കർവ്"
बारंबारता-बंटन,ആവൃത്തി വിതരണം
बारंबारता आयतचित्र,ഫ്രീക്വൻസി ഹിസ്റ്റോഗ്രാം
घटना-बारंबारता,സംഭവങ്ങളുടെ ആവൃത്തി
बारंबारता-बहुभुज,ആവൃത്തി-ബഹുഭുജം
बारंबारता-सारणी,ആവൃത്തി പട്ടിക
छिन्नक,നിരാശ
पिरामिड का छिन्नक,പിരമിഡ് നിരാശ
गोले का छिन्नक,ഷെൽ നിരാശ
पूर्ण प्रसार,മുഴുവൻ വ്യാപിച്ചു
" प्रकार्य , फलन, फंक्शन , अभिलक्षक (समूह)","പ്രവർത്തനങ്ങൾ, പ്രവർത്തനങ്ങൾ, സവിശേഷതകൾ (ഗ്രൂപ്പുകൾ)"
फलन विश्लेषण,ഫംഗ്ഷൻ വിശകലനം
"मूल, मौलिक","യഥാർത്ഥ, യഥാർത്ഥ"
मूल प्रमेय,അടിസ്ഥാന സിദ്ധാന്തം
बीजगणित का मूल प्रमेय,ബീജഗണിതത്തിന്റെ അടിസ്ഥാന സിദ്ധാന്തം
"गैलेक्सी, आकाश-गंगा","ഗാലക്സി, സ്കൈ-ഗംഗ"
गाल्वा क्षेत्र,ഗലോയിസ് മേഖല
गाल्वा समूह,ഗലോയിസ് ഗ്രൂപ്പ്
जुआरी का वित्तनाश,ചൂതാട്ടക്കാരന്റെ സാമ്പത്തികം
खेल और चाल,കളികളും തന്ത്രങ്ങളും
संयोग का खेल,അവസരങ്ങളുടെ കളി
"पाशक क्रीड़ा, पासे का खेल",ഡൈസ് ഗെയിം
खेल सिद्‌धांत,ഗെയിം സിദ്ധാന്തം
पूर्ण स्मरण वाले खेल,മികച്ച മെമ്മറി ഗെയിമുകൾ
खेल मान,ഗെയിം മൂല്യം
गामा-फलन,ഗാമാ പ്രവർത്തനം
गाउस-आरगाँ समतल,ഗാസ്-ആർഗൺ ഫ്ലാറ്റ്
गाउस-वक्र,ഗാസ്-കർവ്
गाउसीय निराकरण,ഗൗസിയൻ പരിഹാരം
गाउस-समतल,ഗാസ്-വിമാനം
गाउस-जोरदाँ समानयन,gauss-ഊന്നി ക്രമീകരണം
व्यापक स्थिति,വിശാലമായ സ്ഥാനം
व्यापक अभिसरण प्रमेय,പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം
व्यापक समीकरण,പൊതുവായ സമവാക്യം
व्यापक उपादान,സമഗ്ര ഘടകം
"सामान्य रूप, व्यापक रूप","പൊതുവായ രൂപം, വിശാലമായ"
सामान्य सूत्र,പൊതു ഫോർമുല
व्यापक खेल,വിശാലമായ ഗെയിം
सामान्य अनुमान,പൊതുവായ കണക്ക്
व्यापक समाकल,സമഗ്രമായ അവിഭാജ്യ
व्यापकीकरण,പൊതുവൽക്കരണം
व्यापकीकृत साहचर्य नियम,സാമാന്യവൽക്കരിച്ച അസോസിയേറ്റീവ് നിയമം
व्यापकीकृत सांतत्यक परिकल्पना,സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം
व्यापकीकृत अवमुख फलन,സാമാന്യവൽക്കരിച്ച അവരോഹണ പ്രവർത്തനം
व्यापकीकृत निर्देशांक,പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ
व्यापकीकृत आइगन मान समस्या,സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം
व्यापक अभिसरण प्रमेय,പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം
व्यापक समीकरण,പൊതുവായ സമവാക്യം
व्यापक उपादान,സമഗ്ര ഘടകം
"सामान्य रूप, व्यापक रूप","പൊതുവായ രൂപം, വിശാലമായ"
सामान्य सूत्र,പൊതു ഫോർമുല
व्यापक खेल,വിശാലമായ ഗെയിം
सामान्य अनुमान,പൊതുവായ കണക്ക്
व्यापक समाकल,സമഗ്രമായ അവിഭാജ്യ
व्यापकीकरण,പൊതുവൽക്കരണം
व्यापकीकृत साहचर्य नियम,സാമാന്യവൽക്കരിച്ച അസോസിയേറ്റീവ് നിയമം
व्यापकीकृत सांतत्यक परिकल्पना,സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം
व्यापकीकृत अवमुख फलन,സാമാന്യവൽക്കരിച്ച അവരോഹണ പ്രവർത്തനം
व्यापकीकृत निर्देशांक,പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ
व्यापकीकृत आइगन मान समस्या,സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം
"वंश-नाम, वर्ग-नाम, जातिगत नाम","കുലനാമം, വർഗ്ഗപ്പേര്, ജാതിപ്പേര്"
पृष्ठ-वंशांक,പേജ് നമ്പർ
"अल्पान्तरी, जियोडेसिक","ഇതര, ജിയോഡെസിക്"
ज्यामितीय,ജ്യാമിതീയ
ज्यामितीय रचना,ജ്യാമിതീയ രൂപകൽപ്പന
