Bengali,Telugu
পাঁচ মাইল আইন,ఫైవ్ మైల్ చట్టం
পতাকা,జెండా
ফ্ল্যামেন ডায়ালিস,ఫ్లేమెన్ డయాలిస్
ফ্ল্যামেন মার্শালিস,ఫ్లేమెన్ మార్టియాలిస్
জ্বলন্ত মশাল,జ్వలించే జ్యోతి
ফ্ল্যাঙ্ক,పార్శ్వము
ফ্ল্যাঙ্কিং আন্দোলন,పార్శ్వ కదలిక
বিকশিত সভ্যতা,వర్ధిల్లుతున్న నాగరికత
fluvialistic বিশ্বাস,ఫ్లూవియలిస్టిక్ నమ్మకం
লোকদেবতা,జానపద దేవుడు
লোকদেবী,జానపద దేవత
লোক স্মৃতি,జానపద జ్ఞాపకం
লোককথা (=লোককাহিনী),జానపద పురాణం (=జానపదం)
চারণ,మేత వెదకడం
অভিযান,ఫోరే
পূর্বাবস্থায়,ముందరివాడు
পূর্বপুরুষ,పూర్వీకుడు
অগ্রদূত,ముందున్నవాడు
অসহায় আশা,చితికిపోయిన ఆశ
গঠনমূলক পর্যায়,నిర్మాణ దశ
দুর্গ,కోట
দুর্গ,కోట
সুরক্ষিত শহর,పటిష్టమైన పట్టణం
দুর্গ,కోట
ফরচুনা,ఫార్చ్యూనా
ফোরাম রোমানাম,ఫోరమ్ రోమనుమ్
ফ্রান্সিসকান,ఫ్రాన్సిస్కాన్
ফ্র্যাঙ্কলিন,ఫ్రాంక్లిన్
ভ্রাতৃঘাতী যুদ্ধ,భ్రాతృహత్య యుద్ధం
বিনামূল্যে চার্চ,ఉచిత చర్చి
ফ্রিহোল্ডার,ఫ్రీహోల్డర్
ফ্রিল্যান্স সৈনিক,స్వతంత్ర సైనికుడు
ফ্রিল্যান্স সৈনিক,స్వతంత్ర సైనికుడు
ফ্রিম্যান,ఫ్రీమాన్
ফ্রিম্যান,ఫ్రీమాన్
ফ্রিপাস,ఫ్రీపాస్
ফরাসি বিপ্লব,ఫ్రెంచ్ విప్లవం
ভদ্র,సన్యాసి
ফ্রিশিয়ান ভাড়াটে,ఫ్రైసియన్ కిరాయి సైనికులు
সীমান্তের মানুষ,సరిహద్దు మనిషి
গ্যালিওন,గాలియన్
গ্যালিকান (=গ্যালিকানিস্ট),గల్లికన్ (=గల్లికనిస్ట్)
গ্যালিকানিজম,గల్లికానిజం
গ্যারিসন,దండు
গল,గౌల్
গান্টলেট,గాంట్లెట్
গান্টলেট,గాంట్లెట్
গাজেবো,గెజిబో
গাজেবো,గెజిబో
গাজেবো,గెజిబో
বংশগত ইতিহাস,వంశ చరిత్ర
বংশগত রেকর্ড,వంశపారంపర్య రికార్డు
বংশগত সারণী,వంశపారంపర్య పట్టిక
বংশগত গাছ,వంశవృక్షం
বংশতালিকা,వంశావళి
বংশতালিকা,వంశావళి
প্রজন্ম,తరం
গণহত্যা,మారణహోమం
বিধর্মী,అన్యజనుడు
বিধর্মী,అన్యజనుడు
বিধর্মী,అన్యజనుడు
বিধর্মী,అన్యజనుడు
ঘেটো,ఘెట్టో
ঘেটো,ఘెట్టో
গিবত,గిబ్బెట్
গিল্ড (=গিল্ড),గిల్డ్ (=గిల్డ్)
গ্ল্যাডিয়েটার,గ్లాడియేటర్
গৌরবময় বিপ্লব,అద్భుతమైన విప్లవం
গোল্ডেন হোর্ড,గోల్డెన్ హోర్డ్
মহাজোট,మహా కూటమి
গ্র্যান্ডি,గ్రాండీ
গ্র্যান্ড সাইনর,గ్రాండ్ సిగ్నర్
গ্র্যান্ড সাইনর,గ్రాండ్ సిగ్నర్
মহান গৃহযুদ্ধ,గొప్ప అంతర్యుద్ధం
মহান প্রস্থান (বুদ্ধের),గొప్ప నిష్క్రమణ (బుద్ధుని)
বৃহত্তর ভারত,గ్రేటర్ ఇండియా
গ্রেট হেলাস,గ్రేట్ హెల్లాస్
গ্রেট হোর্ড,గ్రేట్ హోర్డ్
মহান ত্যাগ (= মহান প্রস্থান),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
মহান সীল,గొప్ప ముద్ర
মহান Trak,గ్రేట్ ట్రాక్
দারুণ যানবাহন,గొప్ప వాహనం
চীনের মহাপ্রাচীর,గ్రేట్ వాల్ ఆఫ్ చైనా
গ্রীভ,గ్రీవ్
গার্ড-চেম্বার,గార్డ్-ఛాంబర్
গার্ড-চেম্বার,గార్డ్-ఛాంబర్
গার্ড-চেম্বার,గార్డ్-ఛాంబర్
গুপ্ত,గుప్తులు
হ্যাজিওগ্রাফি,హాజియోగ్రఫీ
হ্যাজিওগ্রাফি,హాజియోగ్రఫీ
হ্যাজিওলজি,హగియాలజీ
হ্যাজিওলজি,హగియాలజీ
ব্যক্তিগত দর্শকদের হল,ప్రైవేట్ ప్రేక్షకుల హాల్
পাবলিক দর্শক হল,పబ్లిక్ ప్రేక్షకుల హాల్
হ্যাচমেন্ট,హాచ్మెంట్
বিধর্মী,హీతేన్
বিধর্মী,హీతేన్
হিথেনিজম,హీతేనిజం
হেগিরা (হেজেরা),హెగిరా (హెజెరా)
হেলেনবাদ,హెలెనిజం
হেলট,హెలట్
হেরাল্ড্রি,హెరాల్డ్రీ
ঐতিহ্য,వారసత్వం
হায়ারোগ্লিফিক রৈখিক অক্ষর,చిత్రలిపి సరళ అక్షరాలు
হায়ারোগ্লিফিক লিপি,చిత్రలిపి స్క్రిప్ట్
উচ্চ গির্জা,హై చర్చి
উচ্চ ল্যান্ডার,హై ల్యాండర్
হিন্দুধর্ম,హిందూమతం
ঐতিহাসিক,చరిత్రకారుడు
ঐতিহাসিক,చరిత్రకారుడు
ঐতিহাসিক বস্তুবাদ,చారిత్రక భౌతికవాదం
ঐতিহাসিক যুগ,చారిత్రక యుగం
ঐতিহাসিক সীমান্ত,చారిత్రక సరిహద్దు
ইতিহাসবিদ,చరిత్రకారుడు
ইতিহাসবিদ,చరిత్రకారుడు
ইতিহাস রচনা,చరిత్ర చరిత్ర
ইতিহাস রচনা,చరిత్ర చరిత్ర
ইতিহাস,చరిత్ర
হিট্টাইট সাম্রাজ্য,హిట్టైట్ సామ్రాజ్యం
পবিত্র জোট,పవిత్ర కూటమి
পবিত্র শহর,పవిత్ర నగరం
পবিত্র শহর,పవిత్ర నగరం
পবিত্র ভূমি,పవిత్ర భూమి
পবিত্র ভূমি,పవిత్ర భూమి
পবিত্র লীগ,హోలీ లీగ్
পবিত্র লীগ,హోలీ లీగ్
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
পবিত্র সাগর,పవిత్ర సముద్రం
পবিত্র সাগর,పవిత్ర సముద్రం
জেহাদ,పవిత్ర యుద్ధం
জেহাদ,పవిత్ర యుద్ధము
হোম সরকার,హోం ప్రభుత్వం
ঘরের রক্ষক,హోంగార్డు
স্বদেশ,జన్మభూమి
স্বায়ত্তশাসন,గృహ నియమం
স্বায়ত্তশাসন,హోమ్ రూల్
Horde,గుంపు
Horde,గుంపు
শত্রু দেশ,శత్రు దేశం
প্রতিকূল ভূমি,శత్రుభూమి
গরম সাধনা,వేడి ముసుగులో
গৃহ,ఇల్లు
গৃহ,ఇల్లు
হাউস অফ কমন্স,హౌస్ ఆఫ్ కామన్స్
হাউস অফ লর্ডস,హౌస్ ఆఫ్ లార్డ్స్
হাউস অফ রিপ্রেজেন্টেটিভস,ప్రతినిధుల సభ
Huguenots,హ్యూగ్నోట్స్
মানবতাবাদ,మానవతావాదం
মানবতাবাদী,మానవతావాది
শত ইয়েসের যুদ্ধ,హండ్రెడ్ యెస్సర్స్ వార్
হুংকার,హంకర్
ইবাদত খানা (উপাসনা ঘর),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
আইকনোক্লাস্ট,ఐకానోక్లాస్ట్
মূর্তিপূজক,విగ్రహారాధకుడు
ইলাহী যুগ,ఇలాహి యుగం
অবৈধ যুদ্ধ,చట్టవిరుద్ధమైన యుద్ధం
আলোকিত পাণ্ডুলিপি,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
সচিত্র পাণ্ডুলিপি,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
সচিত্র পাণ্ডুলিপি,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ইমাম (ইমাম),ఇమామ్ (ఇమ్మామ్)
ইমামতি,ఇమామత్
ইমামতি,ఇమామత్
ইমামবাড়া,ఇమాంబరః
ইম্পেরিয়াল,ఇంపీరియల్
ইম্পেরিয়াল সিটি,ఇంపీరియల్ నగరం
সাম্রাজ্যবাদ,సామ్రాజ్యవాదం
ইম্পেরিয়াল পছন্দ,ఇంపీరియల్ ప్రాధాన్యత
ইমপলিসি,అసంబద్ధం
প্রতারক,మోసగాడు
কারাবাস,జైలు శిక్ష
কারাবাস,జైలు శిక్ష
অনুপ্রবেশ,చొరబాటు
অনুপ্রবেশকারী,చొరబాటుదారుడు
স্বাধীনতা,స్వాతంత్ర్యం
স্বাধীনতা দিবস,స్వాతంత్ర్య దినోత్సవం
স্বাধীনতা হল,ఇండిపెండెన్స్ హాల్
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ইন্ডিয়ান হোম রুল লিগ,ఇండియన్ హోమ్ రూల్ లీగ్
শিল্প বিপ্লব,పారిశ్రామిక విప్లవం
কাফের,అవిశ్వాసం
কাফের,అవిశ్వాసం
অনুপ্রবেশ,చొరబాటు
অনুপ্রবেশকারী,చొరబాటుదారుడు
তথ্যদাতা,సమాచారం ఇచ్చేవాడు
তথ্যদাতা,సమాచారం ఇచ్చేవాడు
তথ্যদাতা,ఇన్ఫార్మర్
তথ্যদাতা,ఇన్ఫార్మర్
প্রবেশ,ప్రవేశము
প্রবেশ,ప్రవేశము
প্রবেশ,ప్రవేశము
বাসস্থান,నివాసం
বাসিন্দা,నివాసి
উত্তরাধিকার,వారసత్వం
উত্তরাধিকার,వారసత్వం
উত্তরাধিকার,వారసత్వం
শিলালিপি,శాసనం
চিহ্ন,చిహ్నము
যোগদানের যন্ত্র,ప్రవేశ పరికరం
সরকারের যন্ত্র,ప్రభుత్వ సాధనం
বিদ্রোহ (বিদ্রোহ),తిరుగుబాటు (తిరుగుబాటు)
বিদ্রোহী,తిరుగుబాటుదారుడు
বিদ্রোহ,తిరుగుబాటు
বিদ্রোহ,తిరుగుబాటు
মিশ্রণ,అనుసంధానం
রেকর্ডের অখণ্ডতা,రికార్డుల సమగ్రత
রাজ্যের অখণ্ডতা,రాష్ట్రాల సమగ్రత
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),మేధావి (ఇంటెలిజెంట్జియా)
মধ্যস্থতা,మధ్యవర్తిత్వం
মধ্যস্থতাকারী,మధ్యవర్తి
মধ্যস্থতাকারী,మధ్యవర్తి
আন্তর্জাতিকতাবাদ,అంతర్జాతీయవాదం
আন্তর্জাতিকতাবাদ,అంతర్జాతీయవాదం
আন্তর্জাতিকতাবাদী,అంతర్జాతీయవాది
আন্তঃযুদ্ধ,అంతర్గత యుద్ధం
ইন্টার্নী,ఇంటర్నీ
ইন্টারনি,ఇంటర్నీ
ইন্টারনি ক্যাম্প,ఇంటర్నీ క్యాంపు
অন্তরীণ,ఇంటర్న్మెంట్
অন্তরীণ,ఇంటర్న్మెంట్
অন্তরীণ,ఇంటర్న్మెంట్
ইন্টারনুনসিও,ఇంటర్నేషనల్
দোভাষী,వ్యాఖ్యాత
দোভাষী,వ్యాఖ్యాత
দোভাষী,వ్యాఖ్యాత
হস্তক্ষেপ,జోక్యం
ইন্টেস্ট্যাসি,ఇంటస్టేసి
ইনটেস্টেট,పేగు
চক্রান্ত,చమత్కారం
অনুপ্রবেশকারী,చొరబాటుదారుడు
অনুপ্রবেশকারী,చొరబాటుదారుడు
অনধিকারপ্রবেশ,చొరబాటు
আক্রমণ,దండయాత్ర
আক্রমণ,దండయాత్ర
বিনিয়োগ করুন,పెట్టుబడి
বিনিয়োগ করুন,పెట్టుబడి
বিনিয়োগ করুন,పెట్టుబడి
বিনিয়োগ করুন,పెట్టుబడి
ইনভেস্টিচার,పెట్టుబడి
ইনভেস্টিচার,పెట్టుబడి
ইনভেস্টিচার,పెట్టుబడి
বিনিয়োগ অনুষ্ঠান,పెట్టుబడి వేడుక
জাতীয়তার সাথে বিনিয়োগ করুন,జాతీయతతో పెట్టుబడి పెట్టండి
অজেয় আরমাদা,ఇన్విన్సిబుల్ ఆర్మడ
অমান্যতা (রাষ্ট্রের),ఉల్లంఘన (రాష్ట్రం)
লঙ্ঘন রাষ্ট্র,ఉల్లంఘించిన స్థితి
অভেদ্য দুর্গ,అభేద్యమైన కోట
আয়রন বয়স,ఇనుప యుగం
লোহার পর্দা,ఇనుప తెర
আয়রন গার্ড,ఐరన్ గార్డ్
লোহার রেশন,ఇనుము రేషన్లు
লোহার দিক,ఇనుప వైపులా
লোহার টিপযুক্ত তীর,ఇనుప చిట్కా బాణం
ইস্তমিয়ান গেমস,ఇస్త్మియన్ ఆటలు
জেনিসারি,జానిసరీ
দারোয়ান,కాపలాదారు
দারোয়ান,కాపలాదారు
জ্যাভলিন,జావెలిన్
জিম ক্রো আইন,జిమ్ క్రో చట్టాలు
জিঙ্গো,జింగో
জিঙ্গো,జింగో
জিঙ্গো,జింగో
জিঙ্গোইজম,జింగోయిజం
যৌথ অভিযান,ఉమ్మడి చర్య
যৌথ নিয়ন্ত্রণ,ఉమ్మడి నియంత్రణ
যৌথ দখল,ఉమ్మడి ఆక్యుపెన్సీ
জুরি,జ్యూరీ
শুধু কারণ,కారణం మాత్రమే
রাখা,ఉంచండి
আর্কাইভের রক্ষক,ఆర్కైవ్స్ కీపర్
কেটলি-ড্রাম,కెటిల్-డ్రమ్
মূল শব্দ,కీలక పదం
রাজা,రాజు
রাজ্য,రాజ్యం
কিংলেট,కింగ్లెట్
কিং মেকার,కింగ్ మేకర్
রাজত্ব,రాజ్యాధికారం
রাজত্ব,రాజ్యాధికారం
রান্নাঘরের তাক,కిచెన్ క్యాబినెట్
নাইট,నైట్
রাজত্ব,రాజ్యం
Kinghts হাসপাতালের,కింగ్స్ హాస్పిటల్స్
সেন্ট জন নাইট,నైట్స్ ఆఫ్ సెయింట్ జాన్
নাইট টেম্পলার,నైట్ టెంప్లర్
Ku Klux Klan (KKK),కు క్లక్స్ క్లాన్ (KKK)
কুমিন্তং,కుమింటాంగ్
সাধারণ,లౌకికత్వం
ল্যান্স,లాన్స్
ল্যান্সার,లాన్సర్
পরে গুপ্তরা,తరువాత గుప్తులు
বৈধ উত্তরাধিকারী,చట్టబద్ధమైన వారసుడు
অনাচার (=বিশৃঙ্খলা),చట్టవిరుద్ధం (=అక్రమం)
অনাচার (=বিশৃঙ্খলা),చట్టవిరుద్ధం (=అక్రమం)
আইন প্রভুরা,చట్ట ప్రభువులు
ধার্মিকতার আইন,భక్తి చట్టం
জাতির লীগ,దేశముల సమాహారం
উত্তরাধিকার (= উইল),లెగసీ (=బిక్వెస్ట్)
উত্তরাধিকার (= উইল),లెగసీ (=బిక్వెస్ట్)
আইনগত উত্তরাধিকারী,చట్టపరమైన వారసుడు
লিগেট,చట్టబద్ధత
লিগেট,చట్టబద్ధత
লিগেট,చట్టబద్ధత
কিংবদন্তি,లెజెండ్
কিংবদন্তি,లెజెండ్
সৈন্যদল,లెజియన్
সৈন্যদল,లెజియన్
লিজিয়ন অফ অনার,లెజియన్ ఆఫ్ ఆనర్
লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
কম রাজ্য,తక్కువ రాష్ట్రాలు
বিশ্বাস পত্র,విశ్వసనీయత లేఖలు
লিজ-প্রভু,లీజ్-లార్డ్
লিজ ম্যান,లీజ్ మనిషి
লিজ ম্যান,లీజ్ మనిషి
যাবজ্জীবন কারাদণ্ড,జీవిత ఖైదు
বংশ,వంశం
লিটল ইংল্যান্ডার,లిటిల్ ఇంగ్లాండు
ছোট যান (= কম যানবাহন),చిన్న వాహనం (=తక్కువ వాహనం)
উপকূলীয় রাষ্ট্র,లిటోరల్ రాష్ట్రం
লিটার্জি,ప్రార్ధనలు
লিটার্জি,ప్రార్ధన
স্থানীয় আনুগত্য,స్థానిక విధేయత
স্থানীয় স্ব-সরকার,స్థానిక-స్వయం ప్రభుత్వం
দীর্ঘ সংসদ,సుదీర్ఘ పార్లమెంటు
নিম্ন দেশগুলি,తక్కువ దేశాలు
অনুগত,విశ్వాసపాత్రుడు
আনুগত্য,విధేయత
ম্যাকিয়াভেলিয়ান নীতি,మాకియవెల్లియన్ విధానం
ম্যাগনা কার্টা,మాగ్నా కార్టా
ম্যাগনাম কনসিলিয়াম,మాగ్నమ్ కన్సిలియం
মালুম নিষেধ,మలం నిషేధం
মান্দামুস,మాండమస్
ম্যান্ডেট,ఆదేశం
"আদেশ, শ্রেণী &#39;ক&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"আদেশ, শ্রেণী &#39;বি&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"ম্যান্ডেট, ক্লাস &#39;সি&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
ম্যান্ডেট সিস্টেম,ఆదేశ వ్యవస్థ
বাধ্যতামূলক অবস্থা,తప్పనిసరి స్థితి
ম্যাঙ্গোনেল,మాంగోనెల్
ঘোষণাপত্র,మేనిఫెస్టో
কৌশল,యుక్తులు
যুদ্ধের মানুষ,మ్యాన్ ఆఫ్ వార్
ম্যানর,మనోర్
ম্যানর,మనోర్
জনশক্তি,మానవ శక్తి
জনশক্তি,మానవ శక్తి
ম্যানুমিশন,మాన్యుమిషన్
মনুমিত,మనుమిత్
পাণ্ডুলিপি,మాన్యుస్క్రిప్ట్
পাণ্ডুলিপি,మాన్యుస్క్రిప్ట్
পাণ্ডুলিপি,మాన్యుస్క్రిప్ట్
ডাকাত,మారౌడర్
সামুদ্রিক বেল্ট,సముద్ర బెల్ట్
সামুদ্রিক সভ্যতা,సముద్ర నాగరికత
সামুদ্রিক পতাকা,సముద్ర జెండా
সামুদ্রিক ক্ষমতা,సముద్ర శక్తులు
সামুদ্রিক সার্বভৌমত্ব,సముద్ర సార్వభౌమాధికారం
সামুদ্রিক যুদ্ধ,సముద్ర యుద్ధం
মার্কুইস,మార్క్విస్
মার্কুইসেট,మార్క్విసేట్
সেনাশাসন,మార్షల్ లా
মার্শাল রেস,మార్షల్ రేసులు
শহীদ,అమరవీరుడు
হত্যাকাণ্ড,నరమేధం
কৌশলের ভর,మాస్ యుక్తి
মাস্টার-এ-আর্মস,మాస్టర్-ఎట్-ఆర్మ్స్
অনুষ্ঠান - এর গুরু,మాస్టర్ ఆఫ్ వేడుకలు
গৃহকর্তা,ఇంటి యజమాని
ঘোড়ার মাস্টার,మాస్టర్ ఆఫ్ ది హార్స్
রোলস মাস্টার,మాస్టర్ ఆఫ్ ది రోల్స్
ম্যাচ,మ్యాచ్
ম্যাচ,మ్యాచ్
ম্যাচলক,అగ్గిపెట్టె
বৈবাহিক জোট,వైవాహిక మైత్రి
ভূমধ্য শক্তি,మధ్యధరా శక్తులు
মেনশেভিক,మెన్షెవిక్
ভাড়াটে বাহিনী,కిరాయి సైన్యం
ভাড়াটে সৈনিক,కిరాయి సైనికుడు
বণিক,వ్యాపారి
মধ্যবয়সী,మధ్య యుగాలు
মধ্যপ্রাচ্য,మధ్యప్రాచ్యం
মধ্যপথ,మధ్య మార్గము
মধ্যপথ,మధ్య మార్గం
মধ্য পথ (=মিডল কোর্স),మధ్య మార్గం (=మిడిల్ కోర్సు)
অভিবাসী,వలసదారు
মাইগ্রেশন,వలస
মাইগ্রেশন,వలస
মাইগ্রেশন,వలస
সামরিকবাদ,మిలిటరిజం
সামরিকবাদ,మిలిటరిజం
সামরিকবাদ,మిలిటరిజం
সামরিকবাদ,మిలిటరిజం
সামরিকবাদী,మిలిటరిస్ట్
সামরিকবাদী,మిలిటరిస్ట్
সামরিকীকরণ,సైనికీకరణ
সামরিকীকরণ,సైనికీకరణ
সামরিকীকরণ,సైనికీకరణ
সামরিক কৌশলবিদ (=কৌশলবিদ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
সামরিক কৌশলবিদ (=কৌশলবিদ),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
সামরিক কৌশল (=কৌশল),సైనిక వ్యూహాలు (=వ్యూహాలు)
মিলিশিয়া,మిలిషియా
মিলিশিয়া,మిలిషియా
দুঃশাসন,దుష్పరిపాలన
হারানো সুত্র,లింక్ లేదు
মিশন,మిషన్
মিশন,మిషన్
মিশন,మిషన్
মিশ্র জাতি,మిశ్రమ జాతి
আধুনিক ইতিহাস,ఆధునిక చరిత్ర
জীবনযাত্রাপ্রণালী,మోడ్స్ వీవెండి
একাধিপত্য,మోనాకిజం
রাজা,చక్రవర్తి
রাজা,చక్రవర్తి
রাজতন্ত্র,రాచరికం
রাজতন্ত্র,రాచరికం
রাজতন্ত্রবাদী,రాచరికవాది
রাজতন্ত্র,రాచరికం
মঠ,మఠం
মঠ,మఠం
মঠ,మఠం
সন্ন্যাস,సన్యాసం
সন্ন্যাস,సన్యాసం
সন্ন্যাসী,సన్యాసి
মাতৃভূমি,మాతృదేశం
মাতৃভূমি,మాతృభూమి
সংসদের মা,పార్లమెంటుల తల్లి
মুক্রকারস,ముక్రాకర్స్
মমি,మమ్మీ
যাদুঘর,మ్యూజియం
মাস্কেট,మస్కెట్
মাস্কেটিয়ার,మస్కటీర్
মাস্কেট্রি,మస్కెట్రీ
মাস্কেট্রি,మస్కెట్రీ
মাস্টার মাস্টার,మస్టర్ మాస్టర్
মাস্টার-রোল,మస్టర్-రోల్
মাস্টার-রোল,మస్టర్-రోల్
বিদ্রোহ,తిరుగుబాటు
বিদ্রোহ আইন,తిరుగుబాటు చట్టం
রহস্য জাহাজ,మిస్టరీ షిప్
বর্ণনামূলক,కథనం
জাতি,దేశం
স্থানীয়,స్థానికుడు
দেশীয় রাজ্য,స్థానిక రాష్ట్రం
প্রকৃতিবাদ,సహజత్వం
প্রাকৃতিক অধিকার,సహజ హక్కులు
নাৎসি,నాజీ
নাৎসি বিপ্লব,నాజీ విప్లవం
নাৎসিবাদ,నాజీయిజం
পূর্ব কাছাকাছি,తూర్పు సమీపంలో
নিগ্রো,నీగ్రో
নিগ্রোফিল,నీగ్రోఫిల్
নেগ্রোফিলিজম,నీగ్రోఫిలిజం
নিগ্রোফোবিয়া,నీగ్రోఫోబియా
নিরপেক্ষ,తటస్థ
নিরপেক্ষ দেশ,తటస్థ దేశం
নতুন চুক্তি,నూతన ఒప్పందం
নতুন বিশ্ব,కొత్త ప్రపంచం
আভিজাত্য,ప్రభువు
উন্নতচরিত্র,కీర్తిగల
উন্নতচরিত্র,కీర్తిగల
যাযাবর,సంచార జాతులు
যাযাবর দল,సంచార గుంపు
যাযাবর,సంచారము
অহিংস সন্ধি,దురాక్రమణ రహిత ఒప్పందం
অ-আগ্রাসন চুক্তি,దురాక్రమణ రహిత ఒప్పందం
যুদ্ধহীন রাষ্ট্র,యుద్ధం చేయని రాష్ట్రం
অসহযোগিতা,నాన్-కో-ఆపరేషన్
অসহযোগ আন্দোলন,సహాయ నిరాకరణ ఉద్యమం
বিপরীত,ఎదురుగా
বিপরীত,ఎదురుగా
গণতন্ত্র (=জনতাতন্ত্র),ఓక్లోక్రసీ (=మొబోక్రసీ)
অক্লোক্র্যাট,ఓక్లోక్రాట్
অফিসের নথিপত্র,అధికారిక పత్రం
পুরোনো জগৎ,పాత ప్రపంచం
অলিগার্কি,ఒలిగార్కీ
আক্রমণ,దాడి
খোলা আলোচনা,బహిరంగ చర్చలు
খোলা প্রশ্ন,ఓపెన్ ప్రశ్న
রেকর্ড খুলুন,రికార్డులను తెరవండి
প্রাচ্য,ఓరియంట్
প্রাচ্যবাদ,ఓరియంటలిజం
প্রাচ্যবাদ,ఓరియంటలిజం
প্রাচ্যবিদ,ఓరియంటలిస్ట్
উৎপত্তি,మూలం
উৎপত্তি,మూలం
অর্থোগ্রাফি,ఆర్థోగ్రఫీ
শত্রুতার প্রাদুর্ভাব,శత్రుత్వాలు చెలరేగడం
আউট-পোস্ট,అవుట్-పోస్ట్
ওভার-লর্ড,పైగా ప్రభువు
অগ্রাহ্য করা,ఓవర్ రైడ్
অগ্রাহ্য করা,ఓవర్ రైడ్
পৌত্তলিক,పాగన్
পৌত্তলিক,పాగన్
পৌত্তলিকতা,పాగనిజం
পৌত্তলিকতা,పాగనిజం
প্যাগোডা,పగోడా
প্যাগোডা,పగోడా
প্যাগোডা,పగోడా
প্রাসাদ চক্রান্ত,ప్యాలెస్ కుట్రలు
প্যালাটিনেট,పాలటినేట్
তাল পাতা,తాటి ఆకు
অব্যবহিত পূর্ববর্তী রবিবার,పామ్ ఆదివారం
প্যানেগরিস্ট,పానెజిరిస్ట్
আতঙ্ক,భయాందోళనలు
আতঙ্ক,భయాందోళనలు
আতঙ্কগ্রস্ত,భయాందోళనలు కలిగించేవాడు
পোপপদ,పాపసీ
পোপপদ,పాపసీ
পোপপদ,పాపసీ
পোপপদ,పాపసీ
পাপল বলদ,పాపల్ ఎద్దు
পোপবাদ,పాపాలిజం
পোপবাদ,పాపాలిజం
পোপবাদী,పాపాలిస్ట్
পোপ রাজ্য,పాపల్ రాష్ట్రం
প্যাপিজম (=পেপিস্ট্রি),పాపిజం (=పాపిస్ట్రీ)
পাপিস্ট,పాపిస్ట్
প্যাপিরাস,పాపిరస్
উপমা,ఉపమానం
প্যারামাউন্ট,పారామౌంట్
সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি),పారామౌంట్సీ (=పారామౌంట్ పవర్)
প্যারামাউন্ট ভদ্রমহিলা,పారామౌంట్ లేడీ
পরম প্রভু,పరమ ప్రభువు
পার্চমেন্ট,పార్చ్మెంట్
পার্চমেন্ট,పార్చ్మెంట్
পার্চমেন্ট,పార్చ్మెంట్
ক্ষমা,క్షమించు
কথাবার্তা,పార్లేస్
কথাবার্তা,పార్లేస్
সংসদ (=সংসদ),పార్లమెంట్ (=పార్లమెంట్)
সংসদ,పార్లమెంట్
সংসদ,పార్లమెంట్
সংসদ,పార్లమెంట్
সংসদ আইন,పార్లమెంట్ చట్టం
সংসদ সদস্য,పార్లమెంటేరియన్
সংসদ সদস্য,పార్లమెంటేరియన్
সংসদীয় এজেন্ট,పార్లమెంటరీ ఏజెంట్
পারনেলিজম,పార్నెలిజం
প্যারোল,పెరోల్
প্যারোল,పెరోల్
প্যারিসাইড,పారిసిడ్
প্যারিসাইড,పారిసిడ్
পক্ষপাতমূলক,పక్షపాతం
পক্ষপাতমূলক,పక్షపాతం
পক্ষপাতমূলক,పక్షపాతం
পাস,పాస్
পাস শব্দ (=ঘড়ি শব্দ),పాస్ వర్డ్ (=వాచ్ వర్డ్)
প্যাট্রিয়ার্ক,జాతిపిత
প্যাট্রিয়ার্কস,పితృదేవతలు
প্যাট্রিশিয়ান,పాట్రిషియన్
পিতৃত্ব,పితృస్వామ్యం
প্যাক্স ব্রিটানিকা,పాక్స్ బ్రిటానికా
প্যাক্স রোমানা,పాక్స్ రొమానా
বংশ,పూర్వీకుల నుండి వంశక్రమము
বংশ,పూర్వీకుల నుండి వంశక్రమము
বংশানুক্রমিক ব্যক্তি,వంశపారంపర్య వ్యక్తి
সমকক্ষ ব্যক্তি,పీర్
সমকক্ষ ব্যক্তি,పీర్
পিরেজ,పీరేజ్
পিরেজ,పీరేజ్
পিরেজ,పీరేజ్
আয়ারল্যান্ডের সহকর্মীরা,ఐర్లాండ్ సహచరులు
স্কটল্যান্ডের সহকর্মীরা,స్కాట్లాండ్ సహచరులు
