Punjabi,Gujarati
ਡਾਟਾ ਖੇਤਰ,માહિતી ક્ષેત્ર
ਡਾਟਾ ਫਾਇਲ,ડેટા ફાઇલ
"1. ਡੇਟਾ ਫਲੋ, 2. ਡੇਟਾ ਫਲੋ","1. ડેટા ફ્લો, 2. ડેટા ફ્લો"
"1.ਡਾਟਾ ਫਲੋਚਾਰਟ, 2.ਚਾਰਟ","1.ડેટા ફ્લોચાર્ટ, 2.ચાર્ટ"
ਡਾਟਾ ਲੜੀ,ડેટા વંશવેલો
ਡਾਟਾ ਪੱਧਰ,ડેટા સ્તર
"1.ਡਾਟਾ ਕਲੈਕਸ਼ਨ, 2.ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ","1.ડેટા કલેક્શન, 2.ડેટા લાઇબ્રેરી"
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,ડેટા લિંક સ્તર
ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL),ડેટા લિંક લેયર (DLL)
"1.ਡਾਟਾ ਪ੍ਰਬੰਧਨ, 2.ਡਾਟਾ ਪ੍ਰਬੰਧਨ","1.ડેટા મેનેજમેન્ટ, 2.ડેટા મેનેજમેન્ટ"
"1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ","1.ડેટા ગણતરી, 2.ડેટા ગણતરી"
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML),ડેટા પ્રોસેસિંગ લેંગ્વેજ (DML)
ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ,ડેટા મોડેમ ડેટા મોડેમ
"1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ","1.ડેટા ફેરફાર, 2.ડેટા ફેરફાર"
"1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ","1.ડેટા નેટવર્ક, 2.ડેટા નેટવર્ક"
"1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ","1.ડેટા ઓપરેશન, 2.ડેટા ઓપરેશન"
"1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ","1.ડેટા સંસ્થાઓ, 2. ડેટા સંસ્થા"
"1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ","1. ડેટા આઉટપુટ, 2. ડેટા આઉટપુટ"
"1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ","1.ડેટા પાથ, 2.ડેટા પાથ"
"1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ","1. ડેટા તૈયારી, 2. ડેટા તૈયારી"
"1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ","1.ડેટા ગોપનીયતા, 2.ડેટા ગોપનીયતા"
"1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ","1. ડેટા પ્રોસેસર, 2. ડેટા પ્રોસેસર"
"1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ","1.ડેટા પ્રોટેક્શન, 2.ડેટા પ્રોટેક્શન"
"1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ","1. ડેટા રેકોર્ડ, 2. ડેટા રેકોર્ડ"
"1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ","1. ડેટા પુનઃપ્રાપ્તિ, 2. ડેટા પુનઃપ્રાપ્તિ"
"1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ","1. ડેટા રૂટીન, 2. ડેટા રૂટીન"
"1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ","1.ડેટા સુરક્ષા, 2.ડેટા સુરક્ષા"
"1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ","1.ડેટા સેટ, 2. ડેટા સેટ"
"1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ","1.ડેટા સિગ્નલ, 2.ડેટા સિગ્નલ"
"1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ","1. ડેટા એક્સેસ, 2. ડેટા એક્સેસ"
"1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ","1.ડેટા સ્ત્રોત, 2.ડેટા સ્ત્રોત"
"1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ","1.ડેટા સ્પષ્ટીકરણ, 2. ડેટા સ્પષ્ટીકરણ"
"1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ","1.ડેટા સેન્ટર, 2.ડેટા સેન્ટર"
"1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ","1. ડેટા સ્ટોરેજ, 2. ડેટા સ્ટોરેજ"
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,માહિતી સંગ્રહ માળખું
"1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ","1. ડેટા સ્ટ્રક્ચર, 2. ડેટા સ્ટ્રક્ચર"
"1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ","1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ"
"1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ","1.ડેટા ટેબલ, 2.ડેટા ટેબલ"
"1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ","1.ડેટા અંત, 2. ડેટા અંત"
"1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ","1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર"
"1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ","1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ"
"1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ","1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ"
"1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ","1. ડેટા યુનિટ, 2. ડેટા યુનિટ"
"1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ","1.ડેટા માન્યતા, 2.ડેટા માન્યતા"
ਡਾਟਾਬੇਸ,ડેટાબેઝ
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,ડેટાબેઝ વહીવટ
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,ડેટાબેઝ ડિઝાઇન
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ
"1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ","1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ"
"1. ਡਾਟਾ, 2. ਡਾਟਾ","1. ડેટમ, 2. ડેટા"
"1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ","1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન"
ਡੈੱਡਲਾਕ,મડાગાંઠ
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,ડેડલોક નિવારણ
ਨੁਕਸ ਕਲੀਅਰੈਂਸ,ફોલ્ટ ક્લિયરન્સ
"1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ","1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ"
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,નિર્ણય લેવાની પ્રક્રિયા
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,નિર્ણય સપોર્ટ સિસ્ટમ
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,નિર્ણય વૃક્ષ
"1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ","1. ડીકોડર, 2. ડીકોડર"
ਭੰਗ ਅਸੂਲ,વિસર્જન સિદ્ધાંત
ਡੀਕੋਡਿੰਗ,ડીકોડિંગ
ਸਮਰਪਿਤ ਸਿਸਟਮ,સમર્પિત સિસ્ટમ
ਸਮਰਪਿਤ ਪ੍ਰੈਸ,સમર્પિત પ્રેસ
ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN)
ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,રોગપ્રતિકારક માહિતી સિસ્ટમ
ਏਕੀਕਰਣ,એકીકરણ
ਦੇਰੀ,વિલંબ
ਦੇਰੀ ਕਾਊਂਟਰ,વિલંબ કાઉન્ટર
ਦੇਰੀ ਦਾ ਸਮਾਂ,વિલંબ સમય
"1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ","1.કાઢી નાખો, 2.કાઢી નાખો"
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,કાઢી નાખવાનો રેકોર્ડ
ਡੀਲੀਮੀਟਰ,સીમાંકક
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,ડેલ્ટા મોડ્યુલેશન
ਮੰਗ ਪੰਨਾ,વિનંતી પાનું
ਪ੍ਰਦਰਸ਼ਨ,કામગીરી
demodulation,ડિમોડ્યુલેશન
ਵਿ- ਮਲਟੀਪਲੈਕਸਰ,વી-મલ્ટિપ્લેક્સર
ਅਸਧਾਰਨਕਰਨ,વિકૃતિકરણ
"1. ਘਣਤਾ, 2. ਘਣਤਾ","1. ઘનતા, 2. ઘનતા"
"1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ","1. અવલંબન, 2. અવલંબન"
ਨਿਰਭਰ ਇਕਾਈ,આશ્રિત એકમ
ਕਤਾਰ,કતાર
"1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ","1. ડિરેફરન્સ, 2. ડિરેફરન્સ"
ਲਿਆ ਰੁੱਖ,વ્યુત્પન્ન વૃક્ષ
ਪ੍ਰਾਪਤ ਖੇਤਰ,વ્યુત્પન્ન ક્ષેત્ર
ਘਟਦੀ ਲੜੀ,ઉતરતા ક્રમ
ਡਿਜ਼ਾਈਨ,ડિઝાઇન
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ડેસ્ક કેલ્ક્યુલેટર
ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ,ડેસ્કટોપ કમ્પ્યુટર્સ
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,ડેસ્કટોપ પ્રસ્તુતિ
ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ,ડેસ્કટોપ પ્રકાશન
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,ડેસ્કટોપ વિડિઓ
ਮੰਜ਼ਿਲ ਪਤਾ,ગંતવ્ય સરનામું
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ","1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર"
ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ,નિર્ધારિત ઓટોમેટા
ਵਿਕਾਸਕਾਰ,વિકાસકર્તા
ਵਿਕਾਸ ਸਿਸਟਮ,વિકાસ પ્રણાલી
ਜੰਤਰ,ઉપકરણ
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,ઉપકરણ નિયંત્રણ એકમ
ਜੰਤਰ ਕੰਟਰੋਲਰ,ઉપકરણ નિયંત્રક
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,ઉપકરણ સંચાલન
ਜੰਤਰ ਮੋਡ,ઉપકરણ મોડ
ਨਿਦਾਨ,નિદાન
ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ,ડાયગ્નોસ્ટિક સિસ્ટમ
"1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ","1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ"
ਚਿੱਤਰ,રેખાકૃતિ
ਡਾਇਲ,ડાયલ
ਡਾਇਲ ਲਾਈਨ,ડાયલ લાઇન
ਡਾਇਲ ਟੋਨ,ડાયલ ટોન
ਡਾਇਲ ਕਰੋ,ડાયલ અપ
"1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ","1. સંવાદ, 2. વાતચીત"
ਗੱਲਬਾਤ ਕਮਰੇ,વાતચીત ખંડ
ਡਾਇਲਅੱਪ ਮਾਡਮ,ડાયલઅપ મોડેમ
ਬੀਮਾ,વીમા
ਸ਼ਬਦਕੋਸ਼,શબ્દકોશ
"1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ","1. વિભેદક, 2. તફાવત"
ਸੰਖਿਆਤਮਕ,સંખ્યાત્મક
ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ,ડિજિટલ સિસ્ટમ
ਡਿਜ਼ੀਟਲ ਸਰਕਟ,ડિજિટલ સર્કિટ
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ડિજિટલ કમ્પ્યુટર
"1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ","1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા"
ਡਿਜੀਟਲ ਸਹੂਲਤ,ડિજિટલ સુવિધા
ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ,ડિજિટલ ફિલ્ટર
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,ડિજિટલ પુસ્તકાલય
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,ડિજિટલ મોડ્યુલેશન
"1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ","1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર"
ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ,ડિજિટલ છબી
"1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ","1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,ડિજિટલ સ્વીચ
ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ,ડિજિટલ એનાલોગ કન્વર્ટર
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ડિજિટાઇઝેશન
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ડિજિટાઇઝેશન
ਡਿਜੀਟਾਈਜ਼ਰ,ડિજિટાઇઝર
ਡਾਇਓਡ,ડાયોડ
ਪਹਿਲੀ ਨਜ਼ਰ,પ્રથમ નજરે
ਸਿੱਧਾ ਪਤਾ,સીધું સરનામું
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,સીધું રૂપાંતર
ਸਿੱਧੀ ਜੋੜੀ,સીધું જોડાણ
"1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)","1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
ਸਿੱਧੀ ਵਿਧੀ,સીધી પદ્ધતિ
ਨਿਰਦੇਸ਼,દિશાઓ
ਡਾਇਰੈਕਟਰੀ,ડિરેક્ટરી
"1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ","1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,ડિરેક્ટરી સેવા
ਅਸਮਰੱਥ,અસમર્થ
ਅਸਮਰੱਥ ਸਿਗਨਲ,નિષ્ક્રિય સંકેત
"1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ","1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન"
"1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ","1. અલગ, 2. અલગ"
"1. ਡਿਸਕ, 2. ਡਿਸਕ","1. ડિસ્ક, 2. ડિસ્ક"
"1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ","1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું"
"1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ","1. ડિસ્ક એરે, 2. ડિસ્ક એરે"
"1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ","1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા"
"1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ","1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ"
ਡਿਸਕ ਫਾਈਲ,ડિસ્ક ફાઇલ
"1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ","1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS)
ਡਿਸਕ ਪੈਕੇਜ,ડિસ્ક પેકેજ
"1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ","1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર"
"1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ","1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ"
ਡਿਸਕੇਟ,ડિસ્કેટ
ਡਿਸਪਲੇ ਫਾਇਲ,ડિસ્પ્લે ફાઇલ
ਡਿਸਪਲੇ ਚਿੱਤਰ,પ્રદર્શિત છબી
ਨਿਪਟਾਰੇ,નિકાલ
ਦੂਰੀ,અંતર
ਦੂਰੀ ਫੰਕਸ਼ਨ,અંતર કાર્ય
ਵਿਗਾੜ,વિકૃતિ
ਡਿਲੀਵਰ ਕੀਤਾ,વિતરિત
ਵੰਡਿਆ ਡਾਟਾ,વિતરિત ડેટા
ਵੰਡਿਆ ਸਰਵਰ,વિતરિત સર્વર
"1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ","1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ"
ਵਿਤਰਕ,વિતરક
ਦਸਤਾਵੇਜ਼,દસ્તાવેજ
ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼,દસ્તાવેજ અધિકૃત
"1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ","1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો"
ਦਸਤਾਵੇਜ਼,દસ્તાવેજીકરણ
"ਡੋਮੇਨ, ਡੋਮੇਨ","ડોમેન, ડોમેન"
ਡੋਮੇਨ ਨਾਮ,ડોમેન નામ
"1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ","1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર"
"ਹੇਠਾਂ, ਹੇਠਾਂ","નીચે, નીચે"
"1. ਅਵਲਿੰਕ, 2. ਵਰਗ","1.અવલિંક, 2.ચોરસ"
ਡਾਊਨਲੋਡ ਕਰੋ,ડાઉનલોડ કરો
ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ,ડાઉનલોડ સમય
ਖਿੱਚ,ટ્રેક્શન
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),DRAM (ડાયનેમિક રેમ)
ਰਨਆਫ,વહેણ
ਡਰਾਈਵਰ,ડ્રાઈવર
ਪੱਤੇ,પાંદડા
ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ,ડ્રોપ લિસ્ટ બોક્સ
ਡਰੱਮ ਡਰਾਈਵ,ડ્રમ ડ્રાઇવ
"1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ","1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર"
"1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ","1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ"
"1. ਦਵੈਤ, 2. bi","1. દ્વૈત, 2. દ્વિ"
ਦੋਹਰੀ ਘਣਤਾ,બેવડી ઘનતા
"1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ","1. મૌન સરનામું, 2. નકલી સરનામું"
ਡੰਪ,ડમ્પ
ਡੁਪਲੈਕਸ ਸਰਕਟ,ડબલ સર્કિટ
ਕਾਨੂੰਨੀਕਰਣ,કાયદેસરકરણ
ਕੁੰਜੀ,કી કી
"1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ","1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન"
DVD ROM,ડીવીડી રોમ
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,ગતિશીલ સૂચના
"1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ","1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી"
"1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ","1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ"
ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ,E B C D I C
ਈ-ਕਾਰੋਬਾਰ,ઈ-વ્યવસાય
echo,પડઘો
"1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ","1.e-commerce, 2.e-commerce"
ਸੰਪਾਦਨ,સંપાદન
ਸੰਪਾਦਕ,સંપાદક
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,શૈક્ષણિક ટેકનોલોજી
e e ਪ rom,e e p rom
"1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ","1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું"
ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ,અર્થપૂર્ણ ઓપરેન્ડ સરનામું
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ,અસરકારક કાર્યવાહી
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID,અસરકારક UID
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ,અસરકારક ટ્રાન્સમિશન કામગીરી
octal ਬਾਈਟ,ઓક્ટલ બાઈટ
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ","ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ"
ਚੋਣ ਐਲਗੋਰਿਦਮ,ચૂંટણી અલ્ગોરિધમ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ),ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ","1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,ઈલેક્ટ્રોનિક્સ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS),ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI),ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ,ઇલેક્ટ્રોનિક બ્રોશર
ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS)
