Gujarati,Assamese
બહુપદીની શક્તિ,বহুপদৰ শক্তি
હાંકી કાઢવામાં આવેલ ટોળકી,বহিষ্কাৰ কৰা এনট্যুৰেজ
ડેલ્ટા કાર્ય,ডেল্টা ফাংচন
માંગ અને ઉપયોગિતા વળાંક,চাহিদা আৰু উপযোগিতা বক্ৰ
માંગ સમીકરણ,চাহিদা সমীকৰণ
માંગ કાર્ય,চাহিদা কাৰ্য্য
વસ્તી વિષયક અભ્યાસ,জনগাঁথনিগত অধ্যয়ন
વસ્તી વિષયક,জনগাঁথনি
મોવર પ્રમેય,the-mower উপপাদ্য
"દર્શાવવું, સાક્ષી આપવી, દર્શાવવું","প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা"
"રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન","প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন"
પ્રતિનિધિત્વ ભૂમિતિ,প্ৰতিনিধিত্বমূলক জ্যামিতি
દરેક,প্ৰত্যেক
ગાઢ એકંદર,ঘন সমষ্টি
"ઘનતા, ઘનતા","ঘনত্ব, ঘনত্ব"
ગણવાયોગ્ય સમૂહ,গণনাযোগ্য ছেট
ચડતી સ્થિર,আৰোহী ধ্ৰুৱক
આશ્રિત ઘટના,নিৰ্ভৰশীল ইভেন্ট
આશ્રિત રેન્ડમ ચલ,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
આશ્રિત ચલ,নিৰ্ভৰশীল চলক
આશ્રિત ચલ,নিৰ্ভৰশীল চলক
હતાશાનો કોણ,বিষণ্ণতাৰ কোণ
"વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત","ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য"
"વ્યુત્પન્ન, વ્યુત્પન્ન","ডেৰাইভেটিভ, ডেৰাইভেটিভ"
વ્યુત્પન્ન શ્રેણી,ব্যুৎপন্ন পৰিসৰ
મેળવેલ સમૂહ,ব্যুৎপত্তি কৰা গোট
"ઉતરતા, ઉતરતા","অৱতৰণ কৰা, অৱতৰণ কৰা"
ઉતરતા ક્રમમાં,অৱনমিত ক্ৰম
ઉતરતી શ્રેણી,অৱনমিত পৰিসৰ
પ્રોજેક્ટિવ ભૂમિતિ,প্ৰক্ষেপণ জ্যামিতি
વર્ણનાત્મક મોડેલ,বৰ্ণনাত্মক আৰ্হি
વર્ણનાત્મક આંકડા,বৰ্ণনাত্মক পৰিসংখ্যা
"ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)","ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)"
પ્રયોગની ડિઝાઇન,পৰীক্ষাৰ ডিজাইন
ડેસ્ક કેલ્ક્યુલેટર,ডেস্ক কেলকুলেটৰ
"ઓળખ, શોધ","চিনাক্তকৰণ, ধৰা পেলোৱা"
"નિર્ધારક, નિર્ધારક, નિર્ધારક","নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক"
નિર્ણાયક ક્રમ,নিৰ্ধাৰিত ক্ৰম
નક્કી કરવા માટે,নিৰ্ধাৰণ কৰিবলৈ
નિર્ધારિત મોડેલ,নিৰ্ধাৰিত আৰ্হি
નિર્ણાયક સમસ્યા,নিৰ্ধাৰিত সমস্যা
વિચલન,বিচ্যুতি
વિચલન ગુણાંક,বিচ্যুতি সহগ
દ્વિસંગી સિસ્ટમ,বাইনাৰী ব্যৱস্থা
વિકર્ણ કર્ણ,তিৰ্যক হাইপ&#39;টেনাছ
મેટ્રિક્સ કર્ણકરણ,মেট্ৰিক্স তিৰ্যকীকৰণ
"વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ","তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স"
કર્ણ સમાનતા,তিৰ্যক সমতা
રેખાકૃતિ,ডায়েগ্ৰাম
ચિત્રકામ પદ્ધતિ,অংকন পদ্ধতি
ગ્રાફિકલ રજૂઆત,চিত্ৰাঙ্কিত উপস্থাপন
વ્યાસ,ব্যাস
વ્યાસ સેટ કરો,ব্যাস নিৰ্ধাৰণ কৰক
ડાયમેટ્રિકલી વિરુદ્ધ,ডায়েমেট্ৰিকভাৱে বিপৰীত
"ક્રોસફાયર, ડાઇસ ફેંકો","ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা"
ઉભયજીવી વર્ગીકરણ,উভচৰ শ্ৰেণীবিভাজন
"વિભાજન, અડધું","bifurcation, আধা"
શબ્દકોશ,অভিধান
વિભેદક કલન,ডিফাৰেন্সিয়েল কেলকুলাছ
વિભેદક સમીકરણ,অৱভেদ্য সমীকৰণ
વિભેદક સૂત્ર,ডিফাৰেন্সিয়েল সূত্ৰ
વિભેદક પદ્ધતિ,ডিফাৰেন্সিয়েল পদ্ধতি
સેટનો તફાવત,গোটৰ পাৰ্থক্য
વિભેદક,ভিন্নতামূলক
વિભેદક વળાંક,ডিফাৰেন্সিয়েল কাৰ্ভ
વિભેદક કાર્ય,ডিফাৰেন্সিয়েল ফাংচন
"વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য"
વિભેદક ગણિત,ডিফাৰেন্সিয়েল মেথ
વિભેદક ગુણાંક,ডিফাৰেন্সিয়েল সহগ
વિભેદક સમીકરણ,অৱভেদ্য সমীকৰণ
વિભેદક અથડામણ,ডিফাৰেন্সিয়েল কলিচন
વિભેદક સૂત્ર,ডিফাৰেন্সিয়েল সূত্ৰ
વિભેદક કાર્ય,ডিফাৰেন্সিয়েল ফাংচন
વિભેદક ભૂમિતિ,ডিফাৰেন্সিয়েল জ্যামিতি
ઉચ્ચ ઓર્ડર તફાવત,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
વિભેદક સેગમેન્ટ,ডিফাৰেন্সিয়েল ছেগমেণ্ট
તફાવત કરવો,পাৰ্থক্য কৰা
"ભેદભાવ, ભેદભાવ","পাৰ্থক্য, পাৰ্থক্য"
વિભેદક સૂત્ર,ডিফাৰেন্সিয়েল সূত্ৰ
વેક્ટરનો તફાવત,ভেক্টৰৰ পাৰ্থক্য
"પ્રસરણ, પ્રસરણ","প্ৰসাৰণ, প্ৰসাৰণ"
"અંક, મુદ્રા, આંગળી","সংখ্যা, ডায়েডেম, আঙুলি"
ડિજિટલ કમ્પ્યુટર,ডিজিটেল কম্পিউটাৰ
અંકી દત્ત,অংকি দত্ত
"હદ, પહોળાઈ, પરિમાણ, શક્તિ","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
પરિમાણ,মাত্ৰাগততা
પરિમાણહીન,মাত্ৰাহীন
સમીકરણ પરિમાણ,সমীকৰণৰ মাত্ৰা
ડાયોફન્ટસનું સમીકરણ,ডাইঅ’ফেন্টাছৰ সমীকৰণ
પતનનો કોણ,পতনৰ কোণ
દ્વિધ્રુવ કોઓર્ડિનેટ્સ,ডাইপোল স্থানাংক
દ્વિધ્રુવ,ডাইপোল
બાયપીરામિડ,বাইপিৰামিড
ડીરાક ડેલ્ટા કાર્ય,dirac ডেল্টা ফাংচন
સામાન્ય સ્પર્શક,সাধাৰণ স্পৰ্শক
જમણો ખૂણો,সোঁকোণ
સીધી રેખા,প্ৰত্যক্ষ ৰেখা
જગ્યા વ્યુત્પન્ન,স্থান ব্যুৎপত্তি
"ડીકોસિન, ડીકો-કોસાઇન","ডাইকোচিন, ডাইকো-কোচাইন"
મહત્તમ દિશા,ৰ দিশটো সৰ্বোচ্চ
પ્રક્ષેપણ દિશા,প্ৰজেকচন দিশ
દિશા ગુણોત્તર,দিশ অনুপাত
નિયમનકારી વર્તુળ,নিয়ন্ত্ৰণ বৃত্ত
નિયમનકાર વર્તુળ,নিয়ন্ত্ৰক বৃত্ত
અનુલોમા ઉત્પાદન,এনুলোমা প্ৰডাক্ট
"સીધો પુરાવો, સીધો પુરાવો","প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ"
અનુક્રમિક ગુણોત્તર,ক্ৰমিক অনুপাত
નિયતિ,ভাগ্য
અનુલોમા સરવાળો,anuloma যোগফল
અસંબંધિત સમૂહ,disjointed set
"નિરંતરતા, નિરંતરતા, વિરામ","discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
વ્યુત્પન્નતાની વિરામ,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
પ્રથમ પ્રકારનું વિરામ,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
બીજા પ્રકારનું વિરામ,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
અવ્યવસ્થિત વિતરણ,বিচ্ছিন্ন বিতৰণ
અવ્યવસ્થિત કાર્ય,বিচ্ছিন্ন কাৰ্য্য
અવ્યવસ્થિત તફાવત,বিচ্ছিন্ন ভ্যাৰিয়েন্স
રજકણ,কণা
અવ્યવસ્થિત વિતરણ,বিচ্ছিন্ন বিতৰণ
અસંતુલિત સંભાવના વિતરણ,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
અવ્યવસ્થિત રેન્ડમ ચલ,বিচ্ছিন্ন যাদৃচ্ছিক চলক
અવિરત નમૂના જગ્યા,বিচ্ছিন্ন নমুনা স্থান
અલગ એકંદર,বিচ্ছিন্ন সমষ্টি
અલગ વસ્તી,বিচ্ছিন্ন জনসংখ্যা
અલગ રાજ્ય,বিচ্ছিন্ন অৱস্থা
અવ્યવસ્થિત તફાવત,বিচ্ছিন্ন ভ্যাৰিয়েন্স
વિતરણ કર,বিতৰণ কৰ
ભેદભાવપૂર્ણ વિશ્લેષણ,বৈষম্যমূলক বিশ্লেষণ
અસંબંધિત,disjointed
અસંબદ્ધ ઘટના,disjointed ইভেন্ট
અસંબંધિત સમૂહ,disjointed set
અસંબંધિત નિવેશ,disjoint সন্নিৱিষ্ট কৰা
"વિભાજન, તર્કસંગત સરવાળો","disjunction, যুক্তিসংগত যোগফল"
"વિખેરવું, વિખેરવું","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
વિક્ષેપ ચાર્ટ,বিক্ষিপ্ততা লেখচিত্ৰ
વિક્ષેપ સૂચકાંક,বিক্ষিপ্ততা সূচকাংক
વિક્ષેપ રેખાકૃતિ,বিক্ষিপ্ততা ডায়েগ্ৰাম
વિક્ષેપ મેટ્રિક્સ,বিক্ষিপ্ততা মেট্ৰিক্স
વિસ્થાપન,স্থানচ্যুতি
પ્રદર્શન,প্ৰদৰ্শন
કન્સોલ,কনছ&#39;ল
"અસમાન, અસમાન","অসমান, অসমান"
વિસર્જન બળ,ক্ষয়কাৰী বল
અંતર કાર્ય,দূৰত্বৰ ফলন
અંતર મોડ્યુલસ,দূৰত্ব মডুলাছ
બિન-વિતરણકારક,অবিতৰণমূলক
"વિતરણ નિયમ, વિતરણ નિયમ","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
"વિખેરી નાખવું, વિખેરી નાખવું","to dissipate, বিসৰ্জন কৰা"
"ભિન્નતા, ભિન્નતા, ભિન્નતા","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
વિચલન પ્રમેય,বিচ্ছিন্নতা উপপাদ্য
જુદીજુદી,ডাইভাৰ্জেন্ট
અલગ શ્રેણી,বিচ্ছিন্ন পৰিসৰ
વિભાજિત તફાવત,বিভক্ত পাৰ্থক্য
"વિભાજ્યતા, વિભાજ્યતા","বিভাজনযোগ্যতা, বিভাজনযোগ্যতা"
"વિભાજ્ય, વિભાજ્ય","বিভাজ্য, বিভাজ্য"
"વિભાજન, વિભાજન, વિભાજન","বিভাজন, বিভাজন, বিভাজন"
વિભાજન અલ્ગોરિધમ,বিভাজন এলগৰিদম
વિભાજિત રિંગ,স্প্লিট ৰিং
ચતુર્ભુજ,চতুৰ্ভুজ
દશકોણ,decagon
"ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ","ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড"
કાર્યનું ડોમેન,কাৰ্য্যৰ ডমেইন
વ્યાખ્યા-પ્રાંત,সংজ্ঞা-প্ৰদেশ
અસ્તિત્વની સ્થિતિ,অস্তিত্বৰ অৱস্থা
ઓવરરાઇડિંગ ઉપકરણ,অভাৰৰাইডিং ডিভাইচ
ડોપ્લર અસર,ডপলাৰ ইফেক্ট
"બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન","পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট"
ડોટેડ વળાંક,বিন্দুযুক্ত বক্ৰ
બેવડા તફાવત,ডুৱেল ডিফাৰেন্সিয়েল
ડબલ ઘાતાંકીય વિતરણ,ডাবল ঘাতীয় বিতৰণ
ડબલ કોઇલ,ডাবল কইল
દ્વિસંગી અભિન્ન,বাইনাৰী অখণ্ড
દ્વિસંગી એકીકરણ,বাইনাৰী সংহতি
ડબલ મર્યાદા,ডাবল লিমিট
ડબલ સેમ્પલિંગ ઇવેન્ટ,ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট
ડબલ ક્રમ,ডাবল ক্ৰম
ડબલ શ્રેણી,ডাবল ছিৰিজ
ડબલ-જોડાયેલ નોટેશન,ডাবল-সংলগ্ন সংকেত
ડબલ સંકલન,ডাবল কম্পাইলেচন
નીચે તરફ પ્રવેગક,তললৈ ত্বৰণ
નીચે તરફનું વિસ્થાપન,তললৈ স্থানান্তৰিত হোৱা
નીચેની ગતિ,তললৈ গতি
નીચે તરફનો વેગ,তললৈ যোৱা বেগ
ટ્રેક્શન,ট্ৰেকচন
ટ્રેક્શન બળ,ট্ৰেকচন বল
"બેવડી દ્વૈતતા,",দ্বৈত দ্বৈততা
ડ્યુઅલ બેઝ,ডুৱেল বেচ
દ્વિ આંતરિક ઉત્પાદન,দ্বৈত আভ্যন্তৰীণ উৎপাদন
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা
"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન","ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
બેવડી સમસ્યા,দ্বৈত সমস্যা
ડ્યુઅલ સિંગલ અલ્ગોરિધમ,ডুৱেল একক এলগৰিদম
ડ્યુઅલ સિંગલ પદ્ધતિ,দ্বৈত একক পদ্ধতি
બેવડી જગ્યા,দ্বৈত স্থান
દ્વિ ચલ,ডুৱেল ভেৰিয়েবল
ડ્યુઅલ વેક્ટર જગ્યા,দ্বৈত ভেক্টৰ স্থান
મૌન અનુક્રમણિકા,নিৰৱ সূচকাংক
મૌન ફૂટર,নিৰৱ ফুটাৰ
મૌન કરાર,নীৰৱ চুক্তি
શાંત ચલ,নিৰৱ চলক
ડુપ્લિકેશન,ডুপ্লিকেচন
ગતિશીલ,গতিশীল
ગતિશીલ સિસ્ટમ,গতিশীল ব্যৱস্থা
ગતિશીલ માંગ કાર્ય,গতিশীল চাহিদা কাৰ্য্য
ગતિશીલ મોડેલ,গতিশীল আৰ্হি
ગતિશીલ પ્રોગ્રામિંગ,ডাইনামিক প্ৰগ্ৰেমিং
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি
ગતિશીલ પ્રોગ્રામિંગ તકનીકો,ডাইনামিক প্ৰগ্ৰেমিং কৌশল
"ગતિશીલતા, ગતિશીલતા","গতিশীলতা, গতিশীলতা"
કણ ગતિશીલતા,কণা গতিবিদ্যা
સખત શરીરની ગતિશીલતા,কঠিন শৰীৰৰ গতিশীলতা
"પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)","পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)"
ભૂકંપની તીવ્રતા,ভূমিকম্পৰ তীব্ৰতা
તરંગીતા,কেন্দ্ৰীয়তা
ધારણા,ধাৰণা
ઇકોનોમેટ્રિક આગાહી,অৰ্থনৈতিক পূৰ্বাভাস
અર્થશાસ્ત્રી,অৰ্থনীতিবিদ
અર્થશાસ્ત્ર,অৰ্থনীতি
અર્થશાસ્ત્ર,অৰ্থনীতি
"કોર, ધાર, આંસુ","কোৰ, প্ৰান্ত, ছিদ্ৰ"
એકંદર કોરનો સામનો કરવો,সমষ্টিগত কোৰৰ সন্মুখীন হোৱা
કાર્યક્ષમતા સૂચકાંક,দক্ষতা সূচকাংক
લાક્ષણિક તત્વ,বৈশিষ্ট্যপূৰ্ণ উপাদান
લાક્ષણિક કાર્ય,বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য
"eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય","eigen মান, বৈশিষ্ট্যপূৰ্ণ মান"
લાક્ષણિક મૂલ્ય સમીકરણ,বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ
"ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર","eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ"
સ્થિતિસ્થાપક,ইলাষ্টিক
સ્થિતિસ્થાપક કાસ્ટ,ইলাষ্টিক ঢালাই
સ્થિતિસ્થાપક સંતુલન,ইলাষ্টিক ভাৰসাম্য
સ્થિતિસ્થાપકતા,ইলাষ্টিকতা
સ્થિતિસ્થાપકતા પાનું,ইলাষ্টিকতা পৃষ্ঠা
"ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર","ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ"
"તત્વ, તત્વ, તત્વ","উপাদান, উপাদান, উপাদান"
પ્રારંભિક કૉલમ કામગીરી,প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য
પ્રારંભિક ઘટના,প্ৰাৰম্ভিক পৰিঘটনা
પ્રારંભિક કાર્ય,প্ৰাৰম্ভিক কাৰ্য্য
પ્રારંભિક કામગીરી,প্ৰাৰম্ভিক কাৰ্য্য
પ્રારંભિક પરિણામો,প্ৰাথমিক ফলাফল
પ્રારંભિક સંભાવના નિયમ,প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম
શરૂઆતની લાઇન કામગીરી,ষ্টাৰ্ট লাইন অপাৰেচন
"નાશ કરવો, નાશ કરવો,","to annihilate, নিঃশেষ কৰা"
રિઝોલ્યુશન પ્રક્રિયા,ৰিজ&#39;লিউচন প্ৰক্ৰিয়া
"એલિપ્સ, એલિપ્સ","উপবৃত্তাকাৰ, উপবৃত্তাকাৰ"
લંબગોળ,উপবৃত্তাকাৰ
લંબગોળ,উপবৃত্তাকাৰ
લંબગોળ સપાટી,উপবৃত্তাকাৰ পৃষ্ঠ
લંબગોળ શરીર,উপবৃত্তাকাৰ শৰীৰ
એમ્બેડિંગ,এম্বেডিং
ઉત્સર્જન,নিৰ্গমন
પ્રયોગમૂલક વિશ્વાસ,অভিজ্ঞতাভিত্তিক বিশ্বাস
પ્રયોગમૂલક સૂત્ર,অভিজ্ঞতাভিত্তিক সূত্ৰ
પ્રયોગમૂલક સંભાવના,অভিজ্ঞতাভিত্তিক সম্ভাৱনা
પ્રયોગમૂલક સંબંધ,অভিজ্ঞতাভিত্তিক সম্পৰ্ক
ખાલી સેટ,খালী ছেট
બંધાયેલ,বাধ্যতা
"એન્કોડિંગ, કોડિંગ","এনকোডিং, ক&#39;ডিং"
આંતરકાર્યક્ષમતા,আন্তঃকাৰ্য্যক্ষমতা
અંતિમ બિંદુ,শেষ বিন্দু
વર્ગ અંતરાલનો અંતિમ બિંદુ,শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু
ઊર્જા,শক্তি
ઊર્જા-વેગ ઘટક,শক্তি-প্ৰেৰণামূলক কাৰক
પ્રવેશ ચલ,প্ৰৱেশ চলক
ગણવાયોગ્ય સમૂહ,গণনাযোগ্য ছেট
"ગણતરી, ગણતરી","গণনা, গণনা"
"સમાન, સમાન, સમાન, સમાન","সমান, সমান, সম, সমান"
"સમાનતા, સમાનતા","সমতা, সমতা"
શક્યતા,সম্ভাৱনা
પણ સંભાવના પસંદગી પદ્ધતિ,আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও
બરાબરી,সমান কৰা
"સમીકરણ, સમીકરણ","সমীকৰণ, সমীকৰণ"
ચતુર્ભુજ સમીકરણ,দ্বিঘাত সমীকৰণ
ચતુર્ભુજ સમીકરણ,দ্বিঘাত সমীকৰণ
ચતુર્ભુજ સમીકરણ,দ্বিঘাত সমীকৰণ
"વિષુવવૃત્ત, વિષુવવૃત્ત, મધ્યરેખા","বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা"
સુસંગત,অবিচলিত
સમભુજ,সমপক্ষীয়
"સંતુલન, સંતુલન, સંતુલન","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
બળ સંતુલન,বল ভাৰসাম্য
સંતુલન બિંદુ,ভাৰসাম্য বিন্দু
સમાનતા,সমতুল্যতা
સમાનતા વર્ગ,সমতুল্যতা শ্ৰেণী
સમાનતા સંબંધ,সমতুল্যতা সম্পৰ্ক
"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (ed.)","সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)"
સમકક્ષ મેટ્રિક્સ,সমতুল্য মেট্ৰিক্স
સમકક્ષ સમૂહ,সমতুল্য গোট
વૃત્તિઓ,প্ৰৱণতা
"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા","ভুল, ভুল, ভুল, ভুল"
ભૂલ વિશ્લેષણ,ভুল বিশ্লেষণ
ભૂલ કોડ,ভুল ক&#39;ড
ભૂલ ગુણાંક,ভুল সহগ
ચોરસ સરેરાશ ભૂલ,বৰ্গ গড় ভুল
પ્રથમ પ્રકારની ભૂલ,প্ৰথম ধৰণৰ ভুল
બીજા પ્રકારની ભૂલ,দ্বিতীয় ধৰণৰ ভুল
બચવાની સંભાવના,পলায়নৰ সম্ভাৱনা
એસ્કેપ વેગ,পলায়নৰ বেগ
ઇ. શ્મિટ મોબિલાઇઝેશન પ્રક્રિયા,ই শ্বমিট সংগঠন প্ৰক্ৰিয়া
બહિર્મુખ,বহিৰ্মুখী
"આવશ્યક, આવશ્યક","অপৰিহাৰ্য, অপৰিহাৰ্য"
વર્ચ્યુઅલ અનન્ય,কাৰ্যতঃ অনন্য
"મૂલ્યાંકન કરવું, મૂલ્યાંકન કરવું (વેર.), મૂલ્યાંકન કરવું (સં.)","মূল্যায়ন কৰা, মূল্যায়ন কৰা (ver.), মূল্যায়ন কৰা (ed.)"
અંદાજ પદ્ધતિ,অনুমান পদ্ধতি
યુક્લિડિયન કોઓર્ડિનેટ્સ,ইউক্লিডীয় স্থানাংক
યુક્લિડિયન ડોમેન,ইউক্লিডিয়ান ডমেইন
યુક્લિડિયન ભૂમિતિ,ইউক্লিডিয়ান জ্যামিতি
યુક્લિડિયન એન-સ્પેસ,ইউক্লিডীয় n-স্থান
યુક્લિડિયન પ્લેન,ইউক্লিডীয় সমতল
યુલરનું પ્રમેય,অইলাৰৰ উপপাদ্য
"મૂલ્યાંકન, મૂલ્યાંકન","মূল্যায়ন কৰা, মূল্যায়ন কৰা"
સમ,যুগ্ম
પણ વળાંક,আনকি বক্ৰতাও
સમ કાર્ય,আনকি কাৰ্য্যও
પ્રત્યાવર્તન પણ,আনকি অবাধ্যও
બેકી સંખ્યા,যুগ্ম সংখ্যা
વિચિત્ર સમપ્રમાણતા,অদ্ভুত প্ৰতিসমতা
પણ ક્રમચય,আনকি ক্ৰমবিন্যাসও
"ઘટના, એપિસોડ","ইভেন্ট, এপিচ&#39;ড"
આઇસોમેટ્રિક,সমৰূপতা
"બરાબર, બરાબર, બરાબર","হুবহু, হুবহু, হুবহু"
ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ,সঠিক কাই-স্কেয়াৰ পৰীক্ষা
ચોક્કસ તફાવત,সঠিক পাৰ্থক্য
ચોક્કસ સમીકરણ,সঠিক সমীকৰণ
ઉદાહરણ,উদাহৰণ
વિનિમય,বিনিময়
ચોક્કસ ઘટના,নিৰ্দিষ্ট পৰিঘটনা
અસ્તિત્વનો સ્વયંસિદ્ધ,অস্তিত্বৰ স্বতন্ত্ৰতা
જીવન ટકાવી રાખવાની સંભાવના,জীয়াই থকাৰ সম্ভাৱনা
અસ્તિત્વ પ્રમેય,অস্তিত্ব উপপাদ্য
બાહ્ય ચલ,বাহ্যিক চলক
"ફેલાવો, ફેલાવો","spread, বিয়পি পৰা"
અપેક્ષા કાર્ય,প্ৰত্যাশাৰ কাৰ্য্য
અપેક્ષિત આવર્તન,আশা কৰা কম্পাঙ্ক
અપેક્ષિત મૂલ્ય,আশা কৰা মূল্য
પ્રયોગ,পৰীক্ষণ
"પ્રાયોગિક ભૂલ, પ્રાયોગિક ભૂલ","পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল"
"સમજૂતી, સમજૂતી","ব্যাখ্যা, ব্যাখ্যা"
સ્પષ્ટ સમીકરણ,স্পষ্ট সমীকৰণ
સ્પષ્ટપણે,স্পষ্টভাৱে
સ્પષ્ટ કાર્ય,ক্লিয়াৰ ফাংচন
સ્પષ્ટ ઉકેલ,স্পষ্ট সমাধান
ઘાત,ঘাতক
ઘાતાંકીય વળાંક,ঘাতীয় বক্ৰ
ઘાતાંકીય સંભાવના કાર્ય,ঘাতীয় সম্ভাৱনা ফলন
ઘાતાંકીય વિતરણ,ঘাতীয় বিতৰণ
ઘાતાંકીય સમીકરણ,ঘাতীয় সমীকৰণ
ઘાતાંકીય કાર્ય,ঘাতীয় ফলন
"ઘાતાંકીય વૃદ્ધિ, ઘાતાંકીય વૃદ્ધિ","ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি"
ઘાતાંકીય નિયમ,ঘাতীয় নিয়ম
ઘાતાંકીય નકશો,ঘাতীয় মানচিত্ৰ
"ઘાતાંકીય શ્રેણી, ઘાતાંકીય શ્રેણી","ঘাতীয় শৃংখলা, ঘাতীয় শৃংখলা"
"અભિવ્યક્તિ, અભિવ્યક્તિ, ચહેરાના હાવભાવ, અભિવ્યક્તિ","অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি"
વિસ્તૃત અંતરાલ,বৰ্ধিত ব্যৱধান
વિસ્તૃત વાસ્તવિક રેખા,বৰ্ধিত বাস্তৱ ৰেখা
વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ,সম্প্ৰসাৰিত বাস্তৱ সংখ্যা ব্যৱস্থা
મેપિંગ એક્સ્ટેંશન,মেপিং সম্প্ৰসাৰণ
બાહ્ય કોણ,বাহ্যিক কোণ
બાહ્ય ઝોન,বাহিৰৰ অঞ্চল
બાહ્ય બિંદુ,বাহ্যিক বিন্দু
બાહ્ય,বাহ্যিক
અનુમાન મૂલ્યનું એક્સ્ટ્રાપોલેશન,প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন
એક્સ્ટ્રાપોલેશન તકનીક,এক্সট্ৰাপলেচন কৌশল
ટોચનું મૂલ્ય,শীৰ্ষ মান
"આત્યંતિક, અંત, આત્યંતિક, પરાકાષ્ઠા","extreme, end, extreme, শিখৰত উপনীত হোৱা"
