Telugu,Bengali
డి-xeacerarticosterone,ডি-জাইকার্টিকোস্টেরন
డైహైబ్రిడ్,ডিহাইব্রিড
డైన్యూక్లియోటైడ్,ডাইনোক্লিওটাইড
డయాబెటిస్ ఇన్సిపిడస్,ডায়াবেটিস ইনসিপিডাস
మధుమేహం,ডায়াবেটিস মেলিটাস
డయాసిటైల్మోర్ఫిన్,ডায়াসিটিলমোরফিন
రోగ నిర్ధారణ,রোগ নির্ণয়
డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్,ডায়াগনস্টিক এবং থেরাপিউটিক্স
విశ్లేషణ చిత్రం,ডায়াগনস্টিক ইমেজ
డయాగ్నొస్టిక్ కిట్,ডায়াগনস্টিক কিট
డయాకినాసిస్,ডায়াকিনিসিস
డయాలిసింగ్ ద్రవం,ডায়ালাইজিং তরল
డయాలసిస్,ডায়ালাইসিস
డయాంట్రియా,ডায়ানড্রিয়া
డయాండ్రోస్,ডায়ানড্রস
డయాపాజ్,ডায়াপজ
విరేచనాలు,ডায়রিয়া
డయాస్టొలిక్ పీడనం,রক্তচাপ চাপ
డయాటమ్,ডায়াটম
డయాటోమాసియస్ ఎర్త్,ডায়াটোমাসিয়াস আর্থ
డయామ్సిల్గ్లిసరాల్ (డిజి),ডাই অক্সাইলগ্লিসারল (ডিজি)
డైబాసిక్ ఫాస్ఫేట్,ডিবাসিক ফসফেট
డిచంతియం,ডাইচানথিয়াম
డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి),ডিক্লোরো ডিফেনিল ট্রাইক্লোরোথেন (ডিডিটি)
డైకోటోమస్,দ্বৈতোটোমাস
డికాండిలిక్ పుర్రె,ডিকোনডাইলিক খুলি
డికోటిలెడాన్,ডিকোটাইলডন
డిక్టియోసోమ్,Dictyosome
డిక్టియోటా,ডিকটিওটা
డైన్స్ఫలాన్,ডায়েন্সফালন
ఆహారం,ডায়েটারি
అవకలన సహకారం,ডিফারেনশিয়াল অবদান
భేదాత్మక జోక్యం,ডিফারেনশিয়াল হস্তক্ষেপ বিপরীতে মাইক্রোস্কোপ
అవకలన పునరుత్పత్తి,ডিফারেনশিয়াল প্রজনন
విభిన్న సెల్,পার্থক্যযুক্ত সেল
భేదం,পৃথকীকরণ
డిఫ్రాక్టెడ్ వేవ్,বিচ্ছিন্ন তরঙ্গ
వ్యాప్తి,বিচ্ছুরিত
విస్తరించే సామర్థ్యం,বিচ্ছিন্ন ক্ষমতা
జీర్ణక్రియ,হজম
జీర్ణ రసం,হজম রস
జీర్ణ వ్యవస్థ,পাচনতন্ত্র
జీర్ణ కోశ ప్రాంతము,পরিপাক নালীর
అంకె,অঙ্ক
డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ,ডিজিটাল বিয়োগ অ্যাঞ্জিওগ্রাফি
డిజిటల్‌గా,ডিজিটালি
డిజిటిఫార్మ్ గ్రంథి,ডিজিটিফর্ম গ্রন্থি
డికారియన్,ডিকারিয়ন
డైకారియోఫేస్,ডিকারিওফেস
డైమర్,ডিমার
ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం,প্রভাবশালী প্রাণঘাতী অ্যালিল
డైమోర్ఫిజం,ডাইমরফিজম
డైనిట్రోజెన్,ডাইনিট্রোজেন
డైనోఫ్లాగెల్లేట్,ডাইনোফ্লেজলেট
డైయోసియస్,ডাইওসিয়াস
డయోస్పైరోస్ మెలానాక్సిలాన్,ডায়োস্পাইরোস মেলানোক্সিলন
డిపెప్టైడ్,ডিপপটিড
డిఫైయోడాంట్,ডিফায়োডন্ট
డిప్లోబాసిల్లస్,ডিপ্লোব্যাসিলাস
డిప్లోబ్లాస్టిక్,কূটনীতিক
డిప్లోకాకస్ న్యుమోనియా,ডিপ্লোকোকাস নিউমোনিয়া
డిప్లాయిడ్ దశ,ডিপ্লোড স্টেজ
డిప్లొనెమా,ডিপ্লোনেমা
డిప్లొంట్,ডিপ্লোন্টিক
డిప్లొజోమ్,ডিপ্লোসোম
డిప్లొస్టోమ్,ডিপ্লোস্টোম
డిప్లోటిన్ స్టేజ్,ডিপ্লোটেন স্টেজ
డిప్టెరా,ডিপেটেরা
డిప్టెరాన్,ডিপটারান
డిప్టెరోకార్పస్ హోపియా,ডিপটারোকার্পাস হপিয়া
డిప్టెరియా,ডিপথেরিয়া
డైరెక్షనల్ ఎంపిక,দিকনির্দেশক নির্বাচন
డిసాకరైడ్ హైలురోనిక్ ఆమ్లం,ডিস্যাকচারাইড হায়ালুরোনিক অ্যাসিড
డిసాకరైడ్,ডিসাকচারাইড
డిస్క్,ডিস্ক
డిస్క్ ఫ్లోరెట్,ডিস্ক ফ্লোরেট
పుప్పొడి ఉత్సర్గ,পরাগ স্রাব
నిరంతర వైవిధ్యం,বিচ্ছিন্ন প্রকরণ
వివిక్త మ్యుటేషన్,বিচ্ছিন্ন রূপান্তর
వ్యాధి,রোগ
అసమాన ప్రక్రియ,ডিসমোনাইজিং প্রক্রিয়া
క్రిమిసంహారక,জীবাণুনাশক
క్రిమిసంహారక,নির্বীজন
ఎముక యొక్క రుగ్మతలు,হাড়ের ব্যাধি
వ్యాప్తి,প্রচার
దూర,দূরবর্তী
దూర మెలికలు తిరిగింది,দূরবর্তী সংশ্লেষিত
దూర నెఫ్రాన్,দূরবর্তী নেফ্রন
దూర ఫలాంక్స్,দূরবর্তী ফ্যালানক্স
దూర వర్ణద్రవ్యం,দূরবর্তী রঙ্গক
రోజువారీ,ডুরনাল
డైవాలెంట్ కేషన్,ডিভেলেন্ট কেশন
డైవాలెంట్,ডিভেলেন্ট
డైవర్జ్,ডাইভার্জ
డైవర్జెన్స్,বিচ্যুতি
వైవిధ్యం,বৈচিত্র্য
శ్రమ విభజన,শ্রম বিভাজন
విభజన,বিভাগ
విభజన,বিভাগ
Dషధ ఆధారిత RNA పాలిమరేస్,ডিএনএ নির্ভরশীল আরএনএ পলিমারেজ
DNA బ్లాటింగ్,ডিএনএ ব্লটিং
DNA చీలిక,ডিএনএ ক্লিভেজ
DNA క్లోనింగ్,ডিএনএ ক্লোইনিং
DNA నడిచే హైబ్రిడైజేషన్,ডিএনএ চালিত হাইব্রিডাইজেশন
DNA వేలిముద్ర,ডিএনএ আঙ্গুলের ছাপ
DNA లైబ్రరీ,ডিএনএ লাইব্রেরি
DNA ద్రవీభవన,ডিএনএ গলানো
DNA మిథైలేషన్,ডিএনএ মেথিলেশন
DNA పాలిమరేస్,ডিএনএ পলিমারেজ
DNA ప్రోబ్,ডিএনএ প্রোব
DNA మరమ్మత్తు,ডিএনএ মেরামত
DNA ప్రతిరూపం,ডিএনএ প্রতিলিপি
DNA ప్రతిరూపణ,ডিএনএ রেপ্লিকেশন
DNA క్రమం,ডিএনএ সিকোয়েন্স
DNA స్ప్లికింగ్,ডিএনএ স্প্লিকিং
DNA సూపర్ కాయిలింగ్,ডিএনএ সুপার কয়েলিং
DNA ట్రాన్స్క్రిప్షన్,ডিএনএ ট্রান্সক্রিপশন
DNA వెక్టర్,ডিএনএ ভেক্টর
డాబ్సన్ యూనిట్,ডবসন ইউনিট
డాగ్‌ఫిష్,ডগফিশ
డోలియోలం,ডোলিওলাম
డాల్ఫిన్,ডলফিন (স্তন্যপায়ী)
దేశీయ జంతువు,গার্হস্থ্য পশু
పెంపుడు జంతువు,গৃহপালিত প্রাণী
పెంపుడు మొక్క,গৃহপালিত উদ্ভিদ
పెంపకం,গৃহপালিত
పెంపకం,গৃহপালিত
ఆధిపత్య జన్యువు,প্রভাবশালী জিন
ఆధిపత్య యూనిట్ కారకం,প্রভাবশালী ইউনিট ফ্যাক্টর
డోన్నన్ సమతౌల్యం,ডোনান ভারসাম্য
దాత సెల్,দাতা সেল
డాప్లర్ ప్రభావం,ডপলার এফেক্ট
డోర్సల్ లోపలి ఉపరితలం,ডোরসাল অভ্যন্তরীণ পৃষ্ঠ
డోర్సల్ నరాల త్రాడు,ডোরসাল নার্ভ কর্ড
నిద్రాణస్థితి,সুপ্ততা
డోర్సల్ ఫిన్,পৃষ্ঠীয় পাখনা
ప్రశంసక వ్యవస్థ,ডোরসাল ফাঁকা স্নায়ুতন্ত্র
డోర్సల్ నాసికా రంధ్రం,ডোরসাল নাকের
డోర్సల్ రూట్ గ్యాంగ్లియన్,ডোরসাল রুট গ্যাংলিওন
డోర్సల్ ఉపరితలం,ডোরসাল পৃষ্ঠ
డోర్సల్ విసెరల్ హంప్,ডোরসাল ভিসারাল হ্যাম্প
డోర్సివెంట్రల్ ఆకు,ডোরসিভেন্ট্রাল পাতা
డబుల్ బాండ్,ডাবল বন্ড
డబుల్ కొబ్బరి,ডাবল নারকেল
డబుల్ హెలిక్స్,ডবল হেলিক্স
డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్,ডাবল আটকে থাকা কাঠামো
దిగువ,ডাউন স্ট্রিম
దిగువ ప్రాసెసింగ్,ডাউন স্ট্রিম প্রসেসিং
డౌన్ సిండ్రోమ్,ডাউন সিনড্রোম
డ్రాకేనా,ড্র্যাকেনা
డ్రాకో,ড্রাকো
డ్రాగన్ ఫ్లై,ড্রাগন ফ্লাই
బిందువు,ফোঁটা
డ్రాప్సీ,ড্রপসি
డ్రోసోఫిలా మెలనోగాస్టర్,ড্রোসোফিলা মেলানোজেস্টার
కరువు,খরা
కరువు నిరోధక గడ్డి,খরা প্রতিরোধী ঘাস
డ్రగ్,ড্রাগ
డ్రగ్,ড্রাগ
మందుల దుర్వినియోగం,ওষুধের অপব্যবহার
డ్రమ్ స్టిక్,ড্রাম লাঠি
Drupe,ড্রুপ
పొడి బయోమాస్,শুকনো বায়োমাস
పొడి నిక్షేపణ,শুকনো জমা
డ్రైయోపిథెకస్,শুকনো
డ్రైయోప్టెరిస్,ড্রাইওপটারিস
డక్టిల్ ఎఫెరెంట్,ডুক্টুল এফেরেন্ট
డక్టస్ ఆర్టెరియోసస్,ড্যাক্টাস আর্টেরিয়াস
డక్టస్ ఎపిడిడిమస్,ড্যাক্টাস এপিডিডাইমাস
డుయోడెనమ్,ডুডেনাম
నకిలీ,সদৃশ
దురామాటర్,হার্ড মাতা
దురామెన్,ডুরামেন
డురాంటా,দুরন্ত
దుమ్ము కాలుష్యం,ধুলা দূষণ
మరగుజ్జు,বামন
మరుగుజ్జు,বামন
మరగుజ్జు-కాండం ప్లాంట్,বামন-স্টেম প্ল্যান্ট
డైనిన్,ডাইনেইন
అంకె,অঙ্ক
ఈగిల్,Ag গল
చెవి ఒస్సికల్,কানের oscicle
ఇయర్‌కాకిల్,ইয়ারকোকল
ప్రారంభ జీవితం,প্রথম দিকের জীবন
ప్రారంభ కలప,প্রাথমিক কাঠ
EARMUFF,ইয়ারমুফ
ఎర్త్ సమ్మిట్,আর্থ সামিট
తినడం మరియు తినడం,খাওয়া এবং খাওয়া হচ্ছে
భూమి,পৃথিবী
భూమి,পৃথিবী
ఎబెనల్స్,এবেনেলস
Ebracteate,Ebracteate
ఎచెనిస్,ইচেনিস
ఎచినోకాకస్,ইচিনোকোকাস
ప్రతిధ్వని,ইকোলোকেশন
ఎక్లిప్టా ఆల్బా,ইক্লিপটা আলবা
పర్యావరణ అనుసరణ,পরিবেশগত অভিযোজন
పర్యావరణ సామర్థ్యం,পরিবেশগত দক্ষতা
పర్యావరణ పరస్పర ఆధారపడటం,পরিবেশগত আন্তঃনির্ভরতা
ఎకోలాజికల్ పిరమిడ్,বাস্তুসংস্থান পিরামিড
పర్యావరణ పారిశుధ్యం,বাস্তুসংস্থান স্যানিটেশন
పర్యావరణ వారసత్వం,বাস্তুসংস্থান উত্তরাধিকার
పర్యావరణ సుస్థిరత,পরিবেশগত স্থায়িত্ব
పర్యావరణ శాస్త్రవేత్త,বাস্তুবিদ
ఎకాలజీ,বাস্তুশাস্ত্র
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,বাস্তুশাস্ত্র এবং পরিবেশ
ఎకోసాన్ టాయిలెట్,ইকোসান টয়লেট
పర్యావరణ వ్యవస్థ,বাস্তুতন্ত্র
పర్యావరణ వ్యవస్థ వైవిధ్యం,বাস্তুতন্ত্রের বৈচিত্র্য
పర్యావరణ వ్యవస్థ ప్రక్రియ,বাস্তুতন্ত্র প্রক্রিয়া
పర్యావరణ వ్యవస్థ సేవ,বাস্তুতন্ত্র পরিষেবা
ఎకోటోన్,ইকোটোন
పర్యావరణ పర్యాటకం,ইকোট্যুরিজম
ఎకోటైప్,ইকোটাইপ
ECP ప్రవణత,ইসিপি গ্রেডিয়েন্ট
ఎక్టోకార్పస్,অ্যাক্টোকার্পাস
ఎక్టోడెర్మ్,ইক্টোডার্ম
ఎక్టోమైకోరైజా,ইকটোমিকোরিজে
ఎక్టోపరాసైట్,অ্যাক্টোপারাসাইট
ఎక్టోపిక్ గర్భం,অ্যাক্টোপিক গর্ভাবস্থা
ఎక్టోథెర్మ్,অ্যাকোথার্ম
ఎక్టోథెర్మిక్,অ্যাকোথেরমিক
అంచు ప్రభావం,প্রান্ত প্রভাব
అంచు జాతులు,প্রান্ত প্রজাতি
ప్రభావవంతమైన స్ట్రోక్,কার্যকর স্ট্রোক
ఎఫెక్టర్,ইফেক্টর
ఎఫెక్టర్,ইফেক্টর
ఎఫెరెంట్,উচ্ছ্বাস
ఎఫెరెంట్ ఆర్టెరియోల్,এফেরেন্ট আর্টেরিওল
సమర్థత సూచిక,দক্ষতা সূচক
ప్రసరించే,প্রবাহ
ప్రసరించే చికిత్సా ప్లాంట్ (ఇటిపి),প্রবাহিত ট্রিটমেন্ট প্ল্যান্ট (ইটিপি)
ప్రవాహం,প্রবাহ
Egsted,ইজেস্টেড
గుడ్డు,ডিম
గుడ్డు ఉపకరణం,ডিম যন্ত্রপাতি
అహం సెంట్రిజం,অহং কেন্দ্রবাদ
ఐకార్నియా క్రాసిప్స్,আইচোর্নিয়া ক্র্যাসিপস
స్ఖలనం వాహిక,বীর্যপাত নালী
ఎల్ నినో ప్రభావం,এল নিনো প্রভাব
ఎలియోప్లాస్ట్,এলিয়োপ্লাস্ট
ఎలాస్మోబ్రాంచ్,Elasmobranch
సాగే ఫైబర్,ইলাস্টিক ফাইবার
సాగే శక్తి,স্থিতিস্থাপক শক্তি
స్థితిస్థాపకత,স্থিতিস্থাপকতা
ఎలాస్టిన్,ইলাস্টিন
ఎలాటర్,Elater
ఎలక్ట్రిక్ ఫీల్డ్,বৈদ্যুতিক ক্ষেত্র
ఎలక్ట్రిక్ ఇల్యూమినేటర్,বৈদ্যুতিক আলোকসজ্জা
ఎలక్ట్రిక్ ఆర్గాన్,বৈদ্যুতিক অঙ্গ
విద్యుత్ ఉత్సర్గ,বৈদ্যুতিক স্রাব
విద్యుత్ సంభావ్య వ్యత్యాసం,বৈদ্যুতিক সম্ভাব্য পার্থক্য
ఎలక్ట్రికల్ సినాప్సే,বৈদ্যুতিক সিনপাস
గుండె కంపన (ఇజిజిజి,ইলেক্ট্রোকার্ডিওগ্রাম (ইসিজি)
ఎలక్ట్రో కార్డియోగ్రాఫ్,ইলেক্ট্রোকার্ডিওগ্রাফ
ఎలక్ట్రో కార్డియోగ్రఫీ,ইলেক্ট্রোকার্ডিওগ্রাফি
ఎలక్ట్రోకెమికల్ ప్రోటాన్ గ్రేడియంట్,বৈদ্যুতিন রাসায়নিক প্রোটন গ্রেডিয়েন্ট
ఎలెక్ట్రోఎన్సెఫలోగ్రామ్,ইলেক্ট্রোয়েন্সফ্লোগ্রাম
ఎలెక్ట్రోఎన్సెఫలోగ్రఫీ,ইলেক্ট্রোয়েন্সফ্লোগ্রাফি
ఎలక్ట్రోజెనిక్,বৈদ্যুতিন
విద్యుదయస్కాంత లెన్స్,বৈদ্যুতিন চৌম্বকীয় লেন্স
విద్యుదయస్కాంత వికిరణం,তড়িচ্চুম্বকিয় বিকিরণ
విద్యుదయస్కాంత సిద్ధాంతం,বৈদ্যুতিন চৌম্বকীয় তত্ত্ব
ఎలక్ట్రాన్ అంగీకారం,বৈদ্যুতিন গ্রহণকারী
ఎలక్ట్రాన్ బాంబు దాడులు,ইলেক্ট্রন বোমাবর্ষণ
ఎలక్ట్రాన్ లోపం,বৈদ্যুতিন ঘাটতি
ఎలక్ట్రాన్ దాత,বৈদ্যুতিন দাতা
ఎలక్ట్రాన్ మైక్రోస్కోప్,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
ఎలక్ట్రాన్ పారదర్శకత,বৈদ্যুতিন স্বচ্ছতা
ఎలక్ట్రాన్ రవాణా గొలుసు,ইলেকট্রন পরিবহন শৃঙ্খল
ఎలక్ట్రాన్ రవాణా వ్యవస్థ,বৈদ্যুতিন পরিবহন ব্যবস্থা
ఎలెక్ట్రోనెగేటివ్,ইলেক্ট্রোনগেটিভ
ఎలెక్ట్రోనెగేటివ్ అణువు,বৈদ্যুতিন পরমাণু
ఎలక్ట్రానిక్ వ్యర్థాలు,বৈদ্যুতিন বর্জ্য
ఎలెక్ట్రోఫోరేసిస్,ইলেক্ট্রোফোরসিস
ఎలెక్ట్రోపోరేషన్,বৈদ্যুতিন
ఎలెక్ట్రోస్టాటిక్ ప్రెసిపిటేటర్,ইলেকট্রস্ট্যাটিক প্রেসিপিটেটর
మూలకం,উপাদান
మూలకం,উপাদান
ఎలిఫాస్,এলিফাস
ఎలిప్సోయిడ్ స్ట్రిప్,উপবৃত্তাকার স্ট্রিপ
దీర్ఘవృత్తాకార ఉమ్మడి,উপবৃত্তাকার যৌথ
పొడుగుచేసిన హృదయం,দীর্ঘায়িত হৃদয়
పొడుగు కారకం,দীর্ঘায়িত ফ্যাক্টর
ఎల్ఫిడియం,এলফিডিয়াম
ఎలుషన్,Elution
Emarginate,Emarginate
ఎమాస్క్యులేషన్,Emasculation
పిండ సంస్కృతి,ভ্রূণ সংস্কৃতি
పిండం అభివృద్ధి,ভ্রূণ উন্নয়ন
పిండం రెస్క్యూ,ভ্রূণ উদ্ধার
పిండం,ভ্রূণ
పిండం శాక్,ভ্রূণ থল
పిండ పరిశోధన,ভ্রূণ গবেষণা
పిండశాస్త్రం,ভ্রূণতত্ত্ব
పిండం బ్లాస్టోపోర్,ভ্রূণের ব্লাস্টোপোর
పిండం అభివృద్ధి,ভ্রূণ উন্নয়ন
పిండ మరణాలు,ভ্রূণের মৃত্যুহার
ఎమర్జెంట్ హైడ్రోఫైట్,জরুরী হাইড্রোফাইট
వలస,অভিবাসন
ఎమిలియా సోంచిఫోలియా,এমিলিয়া সোনচিফোলিয়া
భావోద్వేగ అల్లకల్లోలం,সংবেদনশীল অশান্তি
Empetraceae,এমপেট্রেসি
ఎంఫిసెమా,এমফিসেমা
అనుభావిక సూత్రం,গবেষণামূলক সূত্র
ఎము,ইমু
ఎమల్సిఫైయింగ్,ইমালসাইফিং
ఎనిమా,এনাইমা
ఎనామెల్,এনামেল
ఎన్కోడ్ చేసిన ఎంజైమ్,এনকোডযুক্ত এনজাইম
ఎన్సిస్టేషన్,এনসাইস্টেশন
ఎండ్ వాల్,শেষ প্রাচীর
అంతరించిపోతారు,বিপন্ন
స్థానిక,স্থানীয়
ఎండెమిజం,এন্ডেমিজম
ఎండర్గోనిక్ ప్రతిచర్య,এন্ডারগোনিক প্রতিক্রিয়া
ఎండోకార్ప్,এন্ডোকার্প
ఎండోక్రైన్ వ్యవస్థ,অন্তঃস্রাবী সিস্টেম
ఎండోసైటోసిస్,এন্ডোসাইটোসিস
ఎండోడెర్మ్,এন্ডোডার্ম
ఎండోలింప్,এন্ডোলিম্ফ
ఎండోమెట్రియం,এন্ডোমেট্রিয়াম
ఎండోమైకోరైజా,এন্ডোমিকোরিজে
ఎండోన్యూకలీస్ రికగ్నిషన్ సైట్,এন্ডোনুক্লেজ স্বীকৃতি সাইট
ఎండోప్లాస్మిక్ రెటిక్యులం,এন্ডোপ্লাজমিক রেটিকুলাম
ఎండోస్కోప్,এন্ডোস্কোপ
ఎండోస్కోపీ,এন্ডোস্কোপি
ఎండోస్కెలిటన్,এন্ডোস্কেলটন
ఎండోసోమ్,এন্ডোসোম
ఎండోస్పెర్మ్,এন্ডোস্পার্ম
ఎండోస్పెర్మిక్,এন্ডোস্পার্মিক
ఎండోథెలియల్ లైనింగ్,এন্ডোথেলিয়াল আস্তরণ
ఎండోథెలియం,এন্ডোথেলিয়াম
ఎముక లోపలి భాగము,এন্ডোথার্ম (ইওমোওথার্ম)
ఎండోథెర్మిక్,এন্ডোথেরমিক
ఎండోథెర్మిక్,এন্ডোথেরমিক
ఎండోటాక్సిన్,এন্ডোটক্সিন
ఎండ్ శాక్,শেষ স্যাক
ఎండోప్లాస్మిక్,এন্ডোপ্লাজমিক
ఎండ్రోక్రిన్ వ్యవస్థ,এন্ড্রোক্রাইন সিস্টেম
శక్తి సమీకరించబడింది,শক্তি একীভূত
శక్తి ప్రవాహ నమూనా,শক্তি প্রবাহ মডেল
శక్తి తోట,শক্তি বৃক্ষরোপণ
శక్తి తోట,শক্তি বৃক্ষরোপণ
శక్తి వనరు,শক্তির উৎস
ఇంజనీరింగ్,প্রকৌশল
ఎంటామోబా హిస్టోలిటికా,এন্টামোবা হিস্টোলিটিকা
ఎంటర్‌బియస్,এন্টারোবিয়াস
ఎంటెర్టోసైట్,এন্টারোসাইট
Enteron,এন্টারন
ఎంథాల్పీ,এনথালপি
ఎంటోమోఫిలస్,এনটোমোফিলাস
ఎంటోమోఫిలీ,এনটমোফিলি
ఎంట్రోపీ,এনট্রপি
పర్యావరణం,পরিবেশ
పర్యావరణ పరిస్థితి,পরিবেশগত অবস্থা
పర్యావరణ నీతి,পরিবেশগত নীতিশাস্ত্র
పర్యావరణ కారకం,পরিবেশগত ফ্যাক্টর
పర్యావరణ ప్రభావం,পরিবেশগত প্রভাব
పర్యావరణ నిర్వహణ,পরিবেশগত ব্যবস্থাপনা
పర్యావరణ ప్రణాళిక మరియు సమన్వయం,পরিবেশগত পরিকল্পনা ও সমন্বয়
పర్యావరణ నిరోధకత,পরিবেশগত প্রতিরোধ
ఎంజైమాటిక్ కంటెంట్,এনজাইমেটিক সামগ্রী
ఎంజైమ్,এনজাইম
ఎంజైమ్ వ్యవస్థ,এনজাইম সিস্টেম
ఎంజైమ్-లింక్డ్,এনজাইম-লিঙ্কযুক্ত
ఈయోసిన్,ইওসিন
ఇసినోఫిల్,ইওসিনোফিল
ఎఫెడ్రా,এফিড্রা
ఎఫెమెరల్ వార్షిక హెర్బ్,ইফেমেরাল বার্ষিক ভেষজ
అశాశ్వతమైన,ইফেমেরাল
ఎపికాలిక్స్,এপিক্যালিক্স
ఎపికార్ప్,এপিকার্প
ఎపిడెర్మల్ సెల్,এপিডার্মাল সেল
బాహ్యచర్మం,এপিডার্মিস
ఎపిడెర్మోఫైటన్,এপিডারমোফিটন
ఎపిడిడిమిస్,এপিডিডাইমিস
ఎపిజినే,এপিগায়নে
ఎపిజైనస్,এপিগিনাস
మూర్ఛ,মৃগী
ఎపిలిమ్నియన్,এপিলিমনিয়ন
ఎపిమోర్ఫోసిస్,এপিমোরফোসিস
ఎపినెఫ్రిన్,এপিনেফ্রাইন
ఎపినూరియం,এপিনিউরিয়াম
ఎపిపెటాలస్,এপিপেটালাস
ఎపిఫిసిస్,এপিফাইসিস
ఎపిఫైట్,এপিফাইট
ఎపిసోడిక్ డిప్రెషన్,এপিসোডিক হতাশা
ఎపిస్టాసిస్,এপিস্টাসিস
ఎపిస్టాసిస్,এপিস্টাসিস
"చర్మ సంబంధమైన పొరలు, కణజాలం",এপিথেলিয়াল টিস্যু
ఎబోచ్,যুগ
ఎపులోప్స్సియం ఫిషసోని,এপুলোপসিয়াম ফিশসনি
ఈక్వటోరియల్ ప్లేట్,নিরক্ষীয় প্লেট
సమతౌల్య,ভারসাম্য
సమతౌల్య అవక్షేపణ,ভারসাম্যহীন পলল
ఈక్విసెటమ్,ইকুইসেটাম
ఈక్వస్,ইকুয়াস
ERA,যুগ
ఎర్గోస్టెరాల్,এরগোস্টেরল
ఎరికేల్స్,এরিকালস
ఎరోషన్,ক্ষয়
ఎరుసిక్ ఆమ్లం,ইরুকিক অ্যাসিড
ఎరిథ్రినా,এরিথ্রিনা
ఎర్ర రక్త కణములు,এরিথ্রোসাইট (আরবিসি)
ఎరిథ్రోసైటిక్,এরিথ্রোসাইটিক
ఎరిథ్రోపోయిటిక్ కారకం,এরিথ্রোপয়েটিক ফ্যাক্টর
ఎరిథ్రోపోయిటిన్,এরিথ্রোপয়েটিন
ఎరిథ్రోక్సిలమ్ కోకా,এরিথ্রোক্সিলাম কোকা
ఎస్చెరిచియా కోలి,Escherichia কলি
ముఖ్యమైన నూనె,অপরিহার্য তেল
ఈస్టర్ బాండ్,এস্টার বন্ড
ఈస్ట్రోజెన్,ইস্ট্রোজেন
ఈస్ట్రోజెన్ రీప్లేస్‌మెంట్ థెరపీ,ইস্ট্রোজেন প্রতিস্থাপন থেরাপি
నదివాయి,মোহনা
ఎటిరియో,ইটারিও
ఇథనాల్,ইথানল
ఈథర్,ইথার
ఇథిడియం బ్రోమైడ్,এথিডিয়াম ব্রোমাইড
ఎథాలజీ,এথোলজি
ఎథాలజీ,এথোলজি
ఇథిలీన్,ইথিলিন
ఇథైల్మెథేన్ సల్ఫోనేట్,ইথাইলমেথেন সালফোনেট
ఎటిలేషన్,Itiolation
యుబాక్టీరియా,ইউব্যাকটিরিয়া
యుబాక్టీరియా సెల్,ইউব্যাকটিরিয়া সেল
యూక్రోమాటిన్,ইউক্রোমাটিন
యూగ్లెనా,ইউগেলেনা
యూగ్లెనాయిడ్,ইউগ্লেনয়েড
యూకారియోట్,ইউক্যারিওট (ইউক্যারিওট)
యూకారియోటిక్ సెల్,ইউক্যারিওটিক কোষ
యూకారియోటిక్ జాతులు,ইউক্যারিওটিক প্রজাতি
యుమెటాజోవా,Eumetazoa
యుమిటోసిస్,Eumitosis
నపుంసోయిడిజం,নপুংসকবাদ
యుపాగరస్,ইউপাগুরাস
యుఫోర్బియా,ইউফোর্বিয়া
యుఫోర్బియాసి,ইউফোরবিয়াসিয়া
యూప్లెక్టెల్లా,Euplectella
యూరిహాలిన్,ইউরিহালাইন
యూరిథర్మల్,ইউরিথার্মাল
Euspongia,ইউসুঙ্গিয়া
యూస్టాచియన్ ట్యూబ్,ইউস্টাচিয়ান টিউব
యూట్రోఫిక్ నీటి శరీరం,ইউট্রোফিক জলের দেহ
యూట్రోఫికేషన్,ইউট্রোফিকেশন
యూట్రోఫికేషన్,ইউট্রোফিকেশন
ఖాళీ చేయబడింది,সরিয়ে নেওয়া
మూల్యాంకనం,মূল্যায়ন
బాష్పీభవనం,বাষ্পীভবন
సాయంత్రం ప్రింరోస్,সন্ধ্যা প্রাইমরোজ
సతత హరిత ఉష్ణమండల రెయిన్ ఫారెస్ట్,চিরসবুজ
పరిణామం,বিবর্তন
జీవిత పరిణామం,জীবনের বিবর্তন
పరిణామ ఏజెంట్,বিবর্তনীয় এজেন্ট
పరిణామ జీవశాస్త్రం,বিবর্তনীয় জীববিজ্ঞান
పరిణామ ప్రక్రియ,বিবর্তনীয় প্রক্রিয়া
పరిణామ క్రమం,বিবর্তনীয় ক্রম
పరిణామ జాతులు,বিবর্তনীয় প্রজাতি
పరిణామ వర్గీకరణ శాస్త్రవేత్త,বিবর্তনীয় ট্যাক্সনোমিস্ট
పరిణామ ధోరణి,বিবর্তনীয় প্রবণতা
ఎక్సల్బుమినస్,এক্সালবুমিনাস
అధిక పెరుగుదల,অতিরিক্ত বৃদ্ধি
అధిక నిద్ర,অতিরিক্ত ঘুম
ఎక్సైటిబిలిటీ,উত্তেজনা
విసర్జన,মলমূত্র
విసర్జన జననేంద్రియ వాహిక,মলমূত্র যৌনাঙ্গে নালী
విసర్జన లాక్టరస్ డక్ట్,মলমূত্র ল্যাকটিফেরাস নালী
