Bengali,Gujarati
সংমিশ্রণ প্রক্রিয়া,સંયોજન પ્રક્રિયા
দহন,દહન
কমান্ড,આદેશ આપવો
শুরু,પ્રારંભ
বাণিজ্যিক সম্প্রচার,વેપારી પ્રસારણ
বাণিজ্যিক টেলিভিশন,વાણિજ્ય ટેલિવિઝન
সাধারণ সংগ্রাহক সার্কিট,સામાન્ય કલેકટર સર્કિટ
যোগাযোগ,વાતચીત
যোগাযোগ স্যাটেলাইট,સંચાર ઉપગ્રહ
সম্প্রদায় রেডিও কেন্দ্র,સાર્વજનિક રેડિયો કેન્દ્ર
সম্প্রদায় রেডিও স্টেশন,સામુદાયિક રેડિયો સ્ટેશન
কমপ্যাক্ট ডিস্ক (সিডি),કોમ્પેક્ટ ડિસ્ક (સીડી)
কমপ্যাক্ট ডিস্ক প্লেয়ার,કોમ્પેક્ટ ડિસ્ક ખેલાડી
সামরিক,સાન્ત્વન
তুলনা করা,સરખામણી
সামঞ্জস্যতা,સુસંગતતા
উপযুক্ত,સુસંગત
সংকলক,સંકલન કરનાર
পরিপূরক,પૂરક
পরিপূরক ট্রানজিস্টর,પૂરક ટ્રાંસિસ્ટર
জটিল তরঙ্গ,સંકુલ
উপাদান,ઘટક
সংমিশ্রণ,સંયુક્ત
যৌগিক সার্কিট,સંયુક્ત
যৌগিক ডিজিটাল,સંયુક્ત ડિજિટલ
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,સંયુક્ત રેડિયો આવર્તન સંકેત
যৌগিক সংকেত,સંયુક્ત સંકેત
যৌগিক ভিডিও,સંયુક્ત વિડિઓ
যৌগিক ভিডিও সংকেত,સંયુક્ત વિડિઓ સિગ્નલ
গঠন,-નું જોડાણ
সংকুচিত ডেটা,સંકુચિત ડેટા
সংকুচিত ডিজিটাইজড ভিডিও,સંકુચિત ડિજિટાઇઝ્ડ વિડિઓ
সংকুচিত ভিডিও,સંકુચિત વિડિઓ
সঙ্কোচন,સંકોચન
সংক্ষেপণ শিল্পকর্ম,સંકોચન કલા
সংকোচনের ঝুঁকি,સંકોચન
সংক্ষেপণ কৌশল,સંકોચનની તકનીક
সংক্ষেপক,સંકુચિત
গণনা,ગણતરી
কম্পিউটার,કોમ્પ્યુટર
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,કમ્પ્યુટર આધારિત મલ્ટિમીડિયા
কম্পিউটার প্রোগ্রামিং,કોમ્પ્યુટર પ્રોગ્રામીંગ
কম্পিউটার প্রযুক্তি,કમ્પ્યુટર પ્રૌદ્યોગિકી
অবতল লেন্স,અંતરાલ
অবতল আয়না,અંતરીલ અરીસો
গোপন,છુપાવવું તે
কেন্দ্রীভূত,કેન્દ્રિત
একাগ্রতা,એકાગ્રતા
কেন্দ্রীভূত লেন্স,કેન્દ્રિત લેન્સ
কনডেনসার মাইক্রোফোন,કન્ડેન્સર માઇક્રોફોન
ভারসাম্য শর্ত,સંતુલનની શરત
চালনা,ઉધાર
পরিবাহিতা বর্তমান,વહન પ્રવાહ
পরিবাহিতা,વાહકતા
কন্ডাক্টর,વ્યવસ્થાપક
কনফিগারেশন,ગોઠવણી
সংযোগ,જોડાણ
সংযোগ,જોડાણ
সংযোগকারী,સંલગ્ન
ধারাবাহিকতা,સુસંગતતા
ধারাবাহিকভাবে,એક સ્થિરતાપૂર્વક
কনসোল,ને આશ્વાસન આપવું
ধ্রুবক,સતત
ধ্রুবক প্রশস্ততা,સતત કંપનવિસ્તાર
মাইক্রোফোনের সাথে যোগাযোগ করুন,માઇક્રોફોનનો સંપર્ક કરો
ধারক ফর্ম্যাট,કન્ટેન ફોર્મેટ
দূষণ,દૂષણ
বিষয়বস্তু,સંતુષ્ટ
সংলগ্ন,સંલગ્ન
ধারাবাহিকতা,સતતપણું
ধারাবাহিকতা বুথ,સાતત્ય કેન્દ્ર
ধারাবাহিকতা গিঁট,સાતત્ય knાંકણ
একটানা,સતત
অবিচ্ছিন্ন চাপ,સતત ચાપ
অবিচ্ছিন্ন তরঙ্গ,સતત તરંગ
কনট্যুর লাইন,સમોચ્ચ રેખા
কনট্যুর পরিকল্পনা,સમોચ્ચ યોજના
চুক্তি,કરાર
সংকোচন,સંકોચન
বৈপরীত্য অনুপাত,વિપરીત ગુણોત્તર
নিয়ন্ত্রণ বর্তনী,નિયંત્રણ વર્તુળ
বৈদ্যুতিন নিয়ন্ত্রণ করুন,નિયંત્રણ વીજળી
নিয়ন্ত্রণ সরঞ্জাম,અંકુશ
গ্রিড নিয়ন্ত্রণ করুন,નિયંત્રણ ગ્રીસ
নিয়ন্ত্রণ লাইন,નિયંત્રણ રેખા
নিয়ন্ত্রণ প্যানেল,કંટ્રોલ પેનલ
নিয়ন্ত্রণ কক্ষ,નિયંત્રણ કક્ષ
নিয়ন্ত্রণ টেবিল,અંકુશ
নিয়ন্ত্রণ টাওয়ার,નિયંત્રણ ટાવર
নিয়ামক,નિયંત્રક
রূপান্তর,એકતરફી
কনভারজেন্ট লেন্স,એકતરતી લેન્સ
রূপান্তরকারী,રૂપાંતર કરનાર
উত্তল লেন্স,બહિર્મુખ લેન્સ
সমঝোতা,માર્ગ
কনভোলিউশন কোডড,સંકટ
কনভোলিউশনাল ইন্টারলিভ,મરણોત્તર
কনভোলিউশনাল ইন্টারলিভিং,મંતવ્ય
কুকি,કૂકી
কুকিয়ার,કૂકીટર
Coprocessor,કોપરો
কর্ড,દોરી
করোনা,કોથળી
করোনার স্রাব,કોરોના -વિસર્જન
পারস্পরিক সম্পর্ক,સંબંધ
কোসাইন উপাদান,કોસિન ઘટક
কোসাইন ওয়েভ,કોસિન તરંગ
মহাজাগতিক শব্দ,બ્રહ્માંડિક અવાજ
কাউন্টার,કાઉન્ટર
ঘড়ির কাঁটার বিপরীতে,પ્રતિવિશેષ
কাপলার,જોડીદાર
কাপলিং,જોડાણ
কাপলিং কনডেনসার,જોડાણ કરનાર
কাপলিং নেটওয়ার্ক,જોડાણ નેટવર્ક
কাপলিং প্রতিরোধের,સંલગ્ન પ્રતિકાર
সমযোজী বন্ধন,સહ સંયોજક બંધન
কভারেজ,કવરેજ
ক্র্যাশ,ભડકો
সমালোচনামূলক ব্যান্ড,વિવેચક
গুরুতর অবস্থায়,નિર્ણાયક શરત
সমালোচনামূলক কাপলিং,વિવેચક
সমালোচনামূলক ফ্রিকোয়েন্সি,વિવેચક આવર્તન
সমালোচনামূলক প্যারামিটার,નિર્ણાયક પરિમાણ
কুমির ক্লিপ,મગરો
ক্রস বিবর্ণ,ફાલ
ক্রস মড্যুলেশন,Crossલટ -મોડ્યુલેશન
ক্রস টক,આતુરતા
ক্রসফ্যাড,ક્રોસફેક
ক্রিপ্টোগ্রাফি,ભંડાર
স্ফটিক,ક્રિસ્ટલ
স্ফটিক ফিল্টার,ક્રિસ્ટલ ફિલ્ટર
কিউ,સંકેત
কিউ চিহ্ন,કયડ -નિશાન
কিউইং ডিভাইস,ક્વોરી ઉપકરણ
বর্তমান ড্রেন,પ્રવાહ
বর্তমান মিটার,વર્તમાન મીટર
বর্তমান ট্রান্সফরমার,વર્તમાન ટ્રાન્સફોર્મર
কার্সার,શબ
বক্ররেখা,વળાંક
ফ্রিকোয়েন্সি কেটে ফেলুন,આવર્તન બંધ કરવું
কাটার,કટર
সাইবার ক্যাফে,કોયરો
সাইবার নিরাপত্তা,સાયબર સુરક્ષા
সাইবার স্পেস,કોયરાની જગ્યા
সাইকেল,ચક્ર
চক্রীয়,સાધનસંપત્તિ
ডিসি উপাদান,ડીસી. ઘટક
ডিসি প্লেট পাওয়ার,ડીસી. પ્લેટની વીજળી
ডিসি পুন: প্রতিষ্ঠা,ડીસી. પુન: સ્થાપન
ড্যাম্পার ডায়োড,વિધ્વંસ
স্যাঁতসেঁতে,ભીનાશ
অন্ধকার,અંધારું
ডেটা,માહિતી
ডেটা সম্প্রচার,માહિતી પ્રસારણ
তথ্য সংকোচন,આધારપ્રણી
ডেটা ড্রিলিং,માહિતી શારકામ
তথ্য এনক্রিপশন,આધાર -એન્ક્રિપ્શન
আমার স্নাতকের,આધારપત્રક
ডেটা হ্যান্ডলিং,આધાર -નિયંત્રણ
ডেটা মাইনিং,માહિતી ખાણકામ
তথ্য প্রক্রিয়াজাতকরণ,આંકડા
ডাটা প্রসেসর,ડેટા પ્રોસેસર
ডেটা হ্রাস বিট সিস্টেম,ડેટા ઘટાડ્યો બીટ સિસ્ટમ
তথ্য সেবা,માહિતી સેવા
তথ্য তালিকা,આધાર સામગ્રી
তথ্য ভান্ডার,માહિતી સંગ્રાહક
তথ্য প্রবাহ,આંકડા
ডেটা রূপান্তর,આંકડાકીય પરિવર્તન
ডেটা ট্রান্সমিশন,આંકડા
তথ্যশালা,ડેટાબેઝ
ডেটাকাস্টিং,ઓળખપત્ર
ডেটাগ্রাম,ડબ્બા
ডিবি মিটার,ડી.બી. મીટર
মৃত বায়ু,મડાગાંઠ
মৃত শর্ট সার্কিট,મૃત શોર્ટ સર્કિટ
ডেড স্পট,મૃત સ્થળ
অচলাবস্থা,મડાગાંઠ
ডিবাগ প্রোগ্রাম,ડીબગ કાર્યક્રમ
ডিবাগিং,ઉઘાડું
শব্দ ক্ষয়,અવાજનો સડો
ডেসিবেল (ডিবি),ડેસિબેલ (ડીબી)
দশমিক,દશાંશ
দশমিক কোড,દશાંશ સંહિતા
দশমিক অঙ্ক,દશાંશ
ডেসিফারিং,સ્પષ્ટીકરણ
ডিকোডার,ડીકોડર
ডিকোডিং,ડીકોડિંગ
ডিজিটাল সংক্রমণে ডিকোডিং,ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ
ডিকম্প্রেশন,વિઘટન
ডিকোপলিং,શોક
ডিকোপলিং সার্কিট,ડિક્યુપલિંગ સર્કિટ
ডিকোপলিং নেটওয়ার্ক,ડિક્યુપલિંગ નેટવર્ક
ডিক্রিপশন,ડિક્રિપેશન
ডেডিকেটেড লাইন,સમર્પિત રેખા
ডি-এমবেডিং,દાદર
ডি-জোর,દહન
ডিফল্ট,ચૂક
গুণমান ত্রুটি,ગુણવત્તામાં ખામી
ত্রুটিযুক্ত,ખામીયુક્ત
ত্রুটিযুক্ত ইউনিট,ખામીયુક્ત એકમ
সংজ্ঞা,વ્યાખ્યા
ডিফ্লেশন,સુશોભન
বিকৃতি,શૃય
ডিফ্র্যাগমেন্টেশন,અવકાશ
ডি-গাউসিং কয়েল,કોઇલ
ডিগ্রি,પ્રમાણ
ডি-ইন্টারলিভার,દખલ
বিলম্ব লাইন,વિલંબ -રેખા
বিলম্ব সময়,વિલંબ સમય
বিলম্বিত ফ্রেম মেমরি,વિલંબિત ફ્રેમ મેમરી
বিলম্বিত স্ক্যানিং,વિલંબિત સ્કેનીંગ
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,વિલંબિત સુમેળ સંકેત
বিতরণ,ડિલિવરી
বিতরণ ব্যবস্থাপনা,વિતરણ પદ્ધતિ
ডিমোডুলেশন,નશાખોરી
ডেমোডুলেটর কার্ড,નામંજૂર કરનાર કાર્ડ
ডেমাল্টিপ্লেক্সার,બેભાન વ્યક્તિ
মাঠের গভীরতা,ક્ષેત્રની .ંડાઈ
অবতরণ,ઉતરતું
নকশার সবিস্তার বিবরণী,નિયમાની વિશિષ્ટતા
ডেস্কটপ,ડેસ્કટ .પ
ডিটেক্টর আউটপুট,તપાસ -ઉત્પાદન
বিচ্যুতি,વિચલનો
যন্ত্র,સાધન
ডিভাইস ড্রাইভার,ઉપકારની ચાલક
কারণ নির্ণয়,રોગનિવાર
চিত্র,ચિત્ર
ডায়ালগ ট্র্যাক,સંવાદ ટ્રેક
ব্যাস মোড,વ્યતાના
ডায়মন্ড স্টাইলাস,હીરાની સ્ટાઇલસ
ডায়াফ্রাম,પાટા
ডায়াফ্রাম্যাটিক শোষণকারী,ડાયફ્ર ra મેટિક શોષક
ডাইচোটিক শ্রবণ,અલગ -અલગ વાત
ডাইলেট্রিক,શિખાઉ
ডাইলেট্রিক ব্রেক- ডাউন,ડાઇલેક્ટ્રિક બ્રેક- ડાઉન
ডাইলেট্রিক ক্ষতি,ડાઇલેક્ટ્રિક નુકસાન
পার্থক্য ফ্রিকোয়েন্সি,તફાવત આવર્તન
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),તફાવત આવર્તન વિકૃતિ (ડીએફડી)
পার্থক্য টোন,ફરક
ডিফারেনশিয়াল এম্প্লিফায়ার,વિભેદક એમ્પ્લીફાયર
বিচ্ছুরণ,પરિબળ
ডিফিউজার,વિસારક
অঙ্ক,અંક
ডিজিটাল,ડિજિટલ
ডিজিটাল আর্টিফ্যাক্ট,ડિજિટલ આર્ટિફેક્ટ
ডিজিটাল অডিও,ડિજિટલ audio ડિઓ
ডিজিটাল অডিও ফিল্টার,ડિજિટલ audio ડિઓ ફિલ્ટર
ডিজিটাল অডিও ওয়ার্ক স্টেশন,ડિજિટલ audio ડિઓ વર્ક સ્ટેશન
ডিজিটাল ক্যামেরা,ડીજીટલ કેમેરા
ডিজিটাল কম্পিউটার,ડિજિટલ કમ્પ્યુટર
ডিজিটাল ডেটা,ડિજિટલ ડેટા
ডিজিটাল সম্পাদনা,ડિજિટલ સંપાદન
ডিজিটাল এক্সাইটার,ડિજિટિહાઇટર
ডিজিটাল ফিল্টার,ડિજિટલ ફિલ્ટર
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર
ডিজিটাল heritage তিহ্য,ડિજિટલ હેરિટેજ
ডিজিটাল চিত্র,ડિજિટલ છબી
ডিজিটাল লাইব্রেরি,ડિજિટલ ગ્રંથાલય
ডিজিটাল মিটার,ડિજિટલ મીટર
ডিজিটাল মড্যুলেশন,ડિજિટલ મોડ્યુલેશન
ডিজিটাল মাল্টিপ্লেক্স,ડિજિટલ મલ્ટીપ્લેક્સ
ডিজিটাল নেটওয়ার্ক,ડિજિટલ નેટવર્ક
ডিজিটাল ফলাফল,Digitalપચારિક outputપટી
ডিজিটাল প্লেব্যাক,ડિજિટલ પ્લેબેક
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ)
ডিজিটাল রেকর্ডিং,ડિજિટલ રેકોર્ડિંગ
ডিজিটাল বিপ্লব,ડિજિટલ ક્રાંતિ
ডিজিটাল সিগন্যাল,ડિજિટલ સંકેત
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી)
ডিজিটাল স্বাক্ষর,ડિજિટલ સહી
ডিজিটাল প্রযুক্তি,ડિજિટલ પ્રૌદ્યોગિકી
অ্যানালগ রূপান্তরকারী ডিজিটাল,ડિજિટલથી એનાલોગ કન્વર્ટર
ডিজিটাল ভিডিও,ડિજિટલ વિડિઓ
ডিজিটাল ভোল্টমিটার,ડિજિટલ વોલ્ટમીટર
ডিজিটালাইজেশন,વિભાજન
ডিজিটাইজেশন,અંશે
ডিজিটাইজড ভিডিও,ડિજિટાઇઝ્ડ વિડિઓ
ডিজিটাইজার,સિધ્ધાંત
ম্লান,ઝાંખું
মাত্রা,પરિમાણ
ডিমার,ઝાંખું
ডায়োড,પશુ -વ્યવસ્થા
ডুব,ડૂબકી મારવી
ডিপ্লেক্সার,દ્વિપક્ષી
ডিপোল অ্যান্টেনা,દ્વિધ્રુવ
সরাসরি সম্প্রচার,પ્રત્યક્ષ પ્રસારણ
সরাসরি কারেন্ট (ডি সি),ડાયરેક્ટ વર્તમાન (ડી સી)
সরাসরি বাছাই,સીધું પસંદ કરવું
সরাসরি পড়ার যন্ত্র,પ્રત્યક્ષ વાંચન સાધન
সরাসরি রেকর্ডিং,પ્રત્યક્ષ રેકોર્ડિંગ
দিকনির্দেশক অ্যান্টেনা,દિશાત્મક એન્ટેના
দিকনির্দেশক কাপলার,દિશાત્મક દંપતી
দিকনির্দেশক মাইক্রোফোন,દિશાત્મક માઇક્રોફોન
নির্দেশিকা,ઉદ્ધતા
ডিরেক্টরি,ડિરેક્ટરી
অক্ষম করুন,અપંગ કરવું
ডিস্ক অ্যান্টেনা,છટણી
ডিস্ক ভিত্তিক স্টোরেজ,ડિસ્ક આધારિત સંગ્રહ
বিচ্ছিন্ন,અંધકારમય
ডিস্ক,ઝૂંપડી
তথ্য ধারণ করে যে চাকতি,ડિસ્ક ડ્રાઇવ
ডিস্ক কোটা,છળ
ডিস্কেট,વિઘટન
স্থানচ্যুতি,વિઘટન
বিচ্ছুরণ,વિક્ષેપ
উত্পাটন,વિસ્થાપન
প্রদর্শন,પ્રદર્શન
প্রদর্শন ইউনিট (কনসোল),પ્રદર્શન એકમ (કન્સોલ)
অপচয়,અપરાધ
বিচ্ছিন্নতা,જુસ્સો
বিশুদ্ধ পানি,નિસ્યંદિત પાણી
বিকৃতি,વિકૃતિ
বিতরণ,વિતરણ
বিতরণ পরিবর্ধক,વિતરણ એમ્પંતક
বিভাগ,ભાગ
বিভাজক,ભાજક
নথি,દસ્તાવેજ
Dolby ডিজিটাল,ડોલ્બી
ডোমেইন,ક્ષેત્ર
ডোমেন নিয়ন্ত্রক,ક્ષેત્રમાં
ডপলার এফেক্ট,ધૂમ્રપાનની અસર
ডাবল মেরু (ডিপোল),ડબલ ધ્રુવ (દ્વિધ્રુવી)
ডাবল মেরু একক থ্রো সুইচ,ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ
ডাবল পার্শ্বযুক্ত ডিস্ক,બે બાજુવાળી ડિસ્ક
ডাবল্ট,બેવડું
ডাউন ওয়েভ ডাউন,નીચે આવવાનું તરંગ
ডাউন স্ট্রিম,નીચેનો પ્રવાહ
ডাউনলিংক,ડાઉનલિંક
ডাউনলোড,ડાઉનલોડ કરવું
ডাউনলোড করা,ડાઉનલોડનું
অঙ্কন,ચિત્ર
ড্রিলিং বিট,ડ્રોલીંગ બીટ
ড্রিলিং মেশিন,શારકામ યંત્ર
ড্রাইভ,ઝુંબેશ
ড্রাম,ડ્રમ
শুকনো বাল্ব তাপমাত্রা,સુકા બલ્બનું તાપમાન
শুকনো সেল,સૂકકો
শুকনো সোল্ডার,સૂકા સોલ્ડર
দ্বৈত চ্যানেল মোড,ડ્યુઅલ ચેનલ મોડ
ডাবিং,ડબ
ডুড,નાવિક
ডাম্প,ફેંકડી
দ্বৈত,બેવડી
সময়কাল,સમયગાળો
ধুলো,ધૂળ
ডাস্ট বাগ,ક dustંગ
ধুলা প্রমাণ,ધૂળની સાબિતી
ডাস্টার,ડસ્ટર
গতিশীল,ગતિશીલ
গতিশীল বিট বরাদ্দ,ગતિશીલ બીટ ફાળવણી
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ)
গতিশীল পরিমাণ,ગતિશીલ જથ્થો
গতিশীল পরিসীমা,ગતિશીલ શ્રેણી
গতিশীল পরিসীমা নিয়ন্ত্রণ,ગતિશીલ શ્રેણી નિયંત્રણ
ডায়নামো,પર્યટક
কানের ফোন,કાનનો ફોન
পৃথিবী,પૃથ્વી
পৃথিবী বাল্জ,પૃથ્વીના મણકા
পৃথিবী প্রতিরোধ,પૃથ્વીનો પ્રતિકાર
আর্থ রড,માટીનો લાકડી
আর্থ স্যাটেলাইট,પૃથ્વી ઉપગ્રહ
আর্থ স্টেশন,ભૂસ્તર
আর্থ টার্মিনাল,માટીનું
আর্থিং,વસ્તુ
প্রতিধ্বনি,પડઘો
প্রতিধ্বনির কামরা,ગુંજ
এডি কারেন্ট,પ્રક્ષેપો
এডি বর্তমান ক্ষতি,એડી વર્તમાન ખોટ
এজওয়াইজ মিটার,ધારદાર મીટર
সম্পাদনা,સંપાદન
কার্যকর অ্যান্টেনা উচ্চতা,અસરકારક એન્ટેના height ંચાઇ
কার্যকর অ্যান্টেনার দৈর্ঘ্য,અસરકારક એન્ટેના લંબાઈ
কার্যকর ভোল্টেজ,અસરકારક વોલ્ટેજ
দক্ষতা,કાર્યક્ષમતા
স্থিতিস্থাপকতা,સ્થિતિસ્થાપકતા
বৈদ্যুতিক স্রাব,વિદ્યુત સ્રાવ
বৈদ্যুতিক ক্ষেত্র,વિદ્યુત ક્ષેત્ર
বৈদ্যুতিন ফ্ল্যাশ,વિદ્યુત ફ્લેશ
বৈদ্যুতিক চুলা,વીજળી
বৈদ্যুতিক মিটার,વિદ્યુત -મીટર
বৈদ্যুতিক মটর,વિદ્યુત મોટર
বৈদ্যুতিক শক,વીજળી આંચકો
বৈদ্যুতিক স্পার্ক,વીજળી ફેલાવી
বৈদ্যুতিক সরঞ্জাম,વિદ્યુત -સાધન
বৈদ্যুতিক শব্দ,વિદ્યુત અવાજ
বৈদ্যুতিক ঝড়,વિદ્યુત -તોફાન
বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র,વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન
বিদ্যুৎ,વીજળી
বিদ্যুৎ সরবরাহ,વીજળી પુરવઠો
ইলেক্ট্রোডাইনামিক,વિદ્યુત -વિસ્ફોટ સંબંધી
তড়িৎ - ধারক,વિદ્યુતપ્રવાહ
বৈদ্যুতিন চৌম্বক,વીજળીનું
বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত,વિદ્યુત વિક્ષેપ
বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ,વીજળીકાત
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,વિદ્યુત -વર્ણપટ
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,વિદ્યુત -તરંગ
বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার,વિદ્યુત -પ્રચાર
ইলেক্ট্রন একাধিক ফটোোট ्यूब,ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ
বৈদ্যূতিক গণকযন্ত্র,વિદ્યુત -ગણતરી
বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি),ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી)
বৈদ্যুতিন মেল (ই-মেইল),ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ)
বৈদ্যুতিন স্যুইচিং সিস্টেম,વિદ્યુત -ફેરબદલ પદ્ધતિ
ইলেকট্রনিক্স,વિદ્યુત -વિચ્છેદન
ইলেক্ট্রোপ্লেটিং,વીજળીકરણ
ইলেক্ট্রোস্ট্যাটিক,વિદ્યુત -વિસ્ફોટ વિષયક
উচ্চতা,Elevંચું
এম্বেড,જડિત
এম্বেডড অডিও,એમ્બેડ કરેલું audio ડિઓ
এম্বেডেড সিস্টেম,જડિત પદ્ધતિ
প্রতীক,મુદ્રા
উঠতি প্রবণতা,Ingંચી રહેલા વલણો
নিঃসরণ,ઉત્સર્જન
ইমিটার,ખ્યાતિ
ইমিটার অনুসরণকারী,ઉત્સુક અનુયાયી
ইমিটার টার্মিনাল,ઉત્સર્જક
ইমিটার-বেস-জংশন,ઉત્સર્જક-જંકશન
সক্ষম করুন,સક્ષમ કરવું
Enamelled তার,દંડ
এনসিফার,અકસ્માત
ঘের,વાડો
এনকোড,વિકૃતિ
এনকোডার,એન્કોડર
এনকোডিং,ઉન્માદ
জোড়া লাগানো,એન્ક્રિપ્શન
শেষ চিহ্ন,અંત
শেষ ব্যবহারকারী,અંતિમ વપરાશકર્તા
শক্তি,શક્તિ
শক্তি ছত্রভঙ্গ,Energyર્જા વિખેરી
শক্তি বিতরণ,E ર્જા વિતરણ
প্রয়োগ,અમલ
ইঞ্জিন,એન્જિન
প্রকৌশলী,ઇજનેર
প্রকৌশল,ઈજનેરી
ইঞ্জিনিয়ারিং স্টোর,ઈજનેર ભંડાર
খোদাই করা,કોતરણી
উন্নত,વધારવું
এনসেম্বল,દાણ
কী প্রবেশ করান,દાખલ કરો કી
এন্টারপ্রাইজ আর্কিটেকচার,સાહસિક આર્કિટેક્ચર
এনথালপি,Enthંચું
এনট্রপি,પ્રાણ
এনট্রপি কোডিং,કોડી
এনট্রপি অপ্রয়োজনীয়তা,પ્રક્ષેપણ
সমান,સરખું
সমতা,એકરૂપ કરવું તે
সমতুল্য,એકરૂપ વ્યક્તિ
সরঞ্জাম,સામાન
সরঞ্জাম কভার,સાધનસામગ્રીનો coverાંકણ
সমতুল্য,સમાન
মুছুন,ભુસવું
মাথা মুছুন,માથું કાaseવું
ক্ষয়,ધોવાણ
অনিশ্চিত,અનિયમિત
ত্রুটি,ભૂલ
ত্রুটি নিয়ন্ত্রণ কোডিং,ભૂલ નિયંત્રણ કોડિંગ
ত্রুটি সংশোধন,ભૂલ સુધારણા
ত্রুটি সনাক্তকরণ,ભૂલ તપાસ
শিল্প খাত,ભૂલ
ত্রুটি সম্ভাবনা,ભૂલ સંભાવના
ইথারনেট,અલંકાર
ইথারনেট তারের,અશિષ્ટ કેબલ
ইউজেনিক্স,જ્ eાનવિજ્icsાન
খালি করা,ખાલી કરાવું છું
বিনিময়,વિનિમય
উত্তেজনাপূর্ণ,બહાર નીકળવું
এক্সিকিউট,અમલમાં મૂકવું
সঞ্চালনের সময়,અમલનો સમય
নিষ্কাশন,અઘોષ
প্রস্থান,બહાર નીકળવું
প্রসারিত,વિસ્તૃત
সম্প্রসারণ ভালভ,વિસ્તરણ વાલ્વ
পরীক্ষা,પ્રયોગ
দক্ষ পদ্ধতি,નિષ્ણાત પદ્ધતિ
অন্বেষণ,અન્વેષણ કરવું
অনুসন্ধানকারী,સંશોધન કરનાર
এক্সপো (প্রদর্শনী),એક્સ્પો (પ્રદર્શન)
বিদ্যুৎ সরবরাহের বর্ধন,વીજ પુરવઠો વધારવો
বাহ্যিক নিয়ন্ত্রণ,બાહ્ય નિયંત્રણ
বাহ্যিক স্মৃতি,બાહ્ય સ્મૃતિ
বাহ্যিক সংগ্রহস্থল,બાહ્ય સંગ્રહ
বাহ্যিক থ্রেড,બાહ્ય થ્રેડ
নির্যাস,અર્ક
এক্সট্রানেট,વધારા
বানোয়াট,રચના કરવી
দিক,પાસું
ফ্যাসিমাইল,પ્રેક્ષય
ফ্যাক্টর,પરિબળ
বিবর্ণ,ઝાંખર કરવું
বিবর্ণ,પથરવું
বিবর্ণ,ફાળવું
ফাদার,નિસ્તેજ
বিবর্ণ,નિસ્તેજ
বিবর্ণ অঞ্চল,ઝાંખું ક્ષેત્ર
ফ্যান্টম (= ফ্যান্টম),ફ ant ન્ટમ (= ફેન્ટમ)
ফাস্ট ফুরিয়ার ট্রান্সফর্ম (এফএফটি) অ্যালগরিদম,ફાસ્ટ ફ્યુરિયર ટ્રાન્સફોર્મ (એફએફટી) એલ્ગોરિધમનો
মারাত্মক ত্রুটি,જીવલેણ ભૂલ
দোষ,દોષ
বৈশিষ্ট্য,લક્ષણ
ফিড,ખવડાવવું
প্রতিক্রিয়া,પ્રતિસાદ
প্রতিক্রিয়া পরিবর্ধক,પ્રતિસાદ એમ્પ્લીફાયર
প্রতিক্রিয়া সার্কিট,પ્રતિસાદ
প্রতিক্রিয়া ভোল্টেজ,પ્રતિસાદ વોલ્ટેજ
ফিডার,ફીડર
ফিডার কেবল,ફીડર કેબલ
ফিডার হাট,ફીડર ઝૂંપડી
ফিডার লাইন,ફીણ -રેખા
ফিডার সিস্টেম,ફીડર પદ્ધતિ
ফিডার তার,ફીડર વાયર
ফাইবার,રેસા
ফাইবার অপটিক,રેસા -ઓપવિજ્icsાન
বিশ্বস্ততা,વફાદારી
বিশ্বস্ততা পরিসীমা এক্সটেনশন,વફાદારી શ્રેણીના વિસ્તરણ
ক্ষেত্র,ક્ષેત્ર
ফিল্ড ড্রাইভ,મેદાન
