Hindi,Malayalam
फ्रेंच बीन,ഫ്രഞ്ച് ബീൻ
पिस्सू,ചെള്ള്
लोमड़ी,കുറുക്കന്
फल मक्खी,ഫലം ഈച്ച
"वृक्ष व्रण, पिटिका",പിത്തനം (ഹോർട്ട്)
"युग्मक, गैमीट",ഗെയിമമായ
"उद्यान, बाग",തോട്ടം
"पनसाल, जलमापी",ഗേജ് (വെള്ളം)
जीन संग्रह,ജീൻ ബാങ്ക്
जीन टैगन,ജീൻ ടാഗിംഗ്
वंशावली विज्ञान,ജീരോളജി
जीन मानचित्र,ജനിതക മാപ്പ്
आनुवंशिकी,ജനിതഭാസങ്ങൾ
"जीनोम, संजीन",ജീനിഹമായ
संजीनी संग्रह,ജെനോമിക് ലൈബ്രറി
जीनोमिक्स,ജനീകാസ്
जीनप्ररूपी,ജനിതനായ
"जीनी संरचना, जीन प्ररूप",ജനിതനായ
वंश,ജീസ്
"जीनस, वंश",ജീസ്
"रोगाणु, जर्म",ബീജം
रोगाणुनाशी,ഗർമ്മിയാകാവസ്ഥ
अंकुरण,മുളച്ച്
"जननद्रव्य, जर्मप्लाज्म",ജെർംപ്ലാസം
जिबरेलिक अम्ल,ഗിബ്ബെരെല്ലിക് ആസിഡ്
ओटना,ജിന്നിംഗ്
तुष,ഭയം
"लसदार, ग्लूटिनी",കുഴഞ്ഞ
ग्लाइकोलिसिस,ഗ്ലൈക്കോളിസിസ്
"नाइस, शैल",ഗ്നസ്
स्वर्णिम क्रांति,സുവർണ്ണ വിപ്ലവം
"श्रेणीकरण, वर्गीकरण, स्तरीकरण",ഗ്രേഡിംഗ്
"कलमबंद पादप, कलमी पौधा",ഒട്ടിച്ച പ്ലാന്റ്
कलम असंगत,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
ग्रैना,ഗ്രന്ന
कणिकायन,കൃതം
हरी खाद,പച്ച വളം
हरित क्रांति,ഹരിത വിപ്ലവം
वृद्धि और परिवर्धन,വളർച്ചയും വികസനവും
"गोंद रोग, गोंदार्ति",ഗംമോസിസ്
भिन्नस्थ - उभयस्त्रीलिंगी,ഗൈനോഡിയോസിയസ്
माजूफल,പിത്തസഞ്ചി
लहसुन,വെളുത്തുള്ളി
जरबेरा,ഗെർബെറ
घरकिन,ഗെർക്ക്
अदरक,ഇഞ്ചിര്
ग्लेडियोलस,ഗ്ലാഡിയോലസ്
महकुवा,ആട് കള (ഏജററ്റം)
"ग्रेप फ्रूट, चकोतरा",ചെറുമധുരനാരങ്ങ
अंगूर,മുന്തിരി
मूंग,ചെറുപയർ
भीमल,ഗ്രാമവകാശ
मूंगफली,നിലക്കടല
अमरूद,പേര
गिनी घास,ഗ്വിനിയ പുല്ല്
पीटिका कीट,പിത്തസഞ്ചി
टिड्ड़ा,പുല്ല് ഹോപ്പർ
गंधी कीट,ഗുണ്ടി ബഗ്
"प्रकृति, स्वभाव, रूपगुण, स्वरूप",ശീലം
"ओला, करकापात, करका",ആഹാനം
रोमिलवैच,ഹെയിവിവിച്ച്
लवणमृदोद्भिद्,ഹാലോഫൈറ്റ്
हैरो,ഹാരോ
"तुड़ाई सूचकांक, कटाई सूचकांक",വിളവെടുപ്പ് സൂചിക
"कटाई, कटी फसल, तैयार फसल, उपज",വിളവ്
"तोड़ना, कटाई, तुड़ाई",വിളവെടുപ്പ്
"अंडे से निकलना, अंडा सेना",കിളിവാതില്
सूखी घास,വയ്ക്കോല്
सूखा चारा,ഭേഹം
गंजी,ആഞ്ഞടിക്കല്
धुंध,മൂടല്മഞ്ഞ്
धुंधता,മഞ്ഞ്മൂടിയ
"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा",തല (അഗ്രോ)
सिरा (नाली का),തല (ചാനലിന്റെ)
शीर्ष छंटाई,തിരികെ തലക്കെട്ട്
बाड़,കുറ്റിച്ചെടി
अधिरक्षण,ഹെഡ്ജിംഗ്
कुंडलिनी,ഹെലിക്സ്
हेमैटाइट,ഹെമറ്റൈറ്റ്
"शाक, बूटी",സസം
"वनस्पति संग्रह, वनस्पति संग्रहालय",ഹെരിബറിയം
शाकनाशी,കളനാശിനി
आनुवंशिकता,വംശപാരന്വരം
वंशागतित्व,പാരപാനം
उभयलिंगी,ഹെർമാഫ്രോഡൈറ്റ്
विषमवर्णी,ഹെട്രോക്രോമാറ്റിക്
विषम-निषेचन,ഹെറ്ററേഷൻലൈസേഷൻ
"संकरओज, हेटेरोसिस",അറ്റത്തേക്കും
लिंगक्रोमोसोम,ഹെറ്ററോസോം
परपोषित,ഹെറോട്രോഫ്
षड्गुणित,ഹെക്സാപ്ലോയിഡ്
शीत निष्क्रियता,ഹൈബർനേറ്റ്
उच्च सघनता रोपण,ഉയർന്ന സാന്ദ്രത നടീൽ
"पिंडलक, हिल (धान)",ഹിൽ (അരി)
आयतचित्र,ഹിസ്റ്റോഗ്രാം
उच्च तकनीकी औद्यानिकी,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
"करंड, छत्ता",കൂട്
"गुड़ाई, गोड़ना",ഹോയിംഗ്
जोत,പിടിക്കുക
निजी फार्म,ഹോം ഫാം
समस्थिति,ഹോമോസ്റ്റാസിസ്
वासभूमि,ഹോംസ്റ്റേഡ്
समांगता,ഏകതാന
"सजातीय, समांगी",ഏകതാനമായ
समधर्मी,ഹോമോനോഗസ്
समयुग्मज,ഹോമോസിഗോട്ട്
"खुरलिका, खाद्यधानी, हापर",ഹോപ്പർ
"संस्तर, क्षितिज",ചക്രവാളം
औद्यानिक फसलें,ഹോർട്ടികൾച്ചറൽ വിളകൾ
"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी",ഹോർട്ടികൾച്ചർ
उद्यान वानिक पशुपाल्य खेती,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
परपोषी,ആതിഥേയന്
तप्त जलोपचार,ചൂടുവെള്ള ചികിത്സ
"हल, छिलका",തൊണ്ട്
आर्द्रता,ഈർപ്പം
हयूमस,ഹ്യൂമസ്
भूसी,തൊലി
छिलका निकालने वाली मशीन,തൊലി
छिलका उतारना,ഹസ്കിംഗ്
संकर,ഹൈബ്രിഡ്
संकरण,ജലവൈദമാക്കല്
"जलयोजन, जलीयन",ജലാംശം
जल विज्ञान,ജലവൈകരണം
जल अपघटन,ജലവിശ്ലേഷണം
"द्रवघनत्व मापी, हाइड्रोमीटर",ഹൈഡ്രെയിൻ
जल परागित,ഹൈഡ്രോഫിലസ്
जल संवर्धन,ഹൈഡ്രോപോണിക്സ്
जल मंडल,ഹൈഡ്രോഫിയർ
आर्द्रता-ग्राहयता,ഹൈഡ്രോസ്കോപ്പിറ്റി
परात्पराजीवी,ഹൈപ്പർപാരാസറ്റ്
अतिवृद्धि,ഹൈപ്പർപ്ലാസിയ
"कवक तंतु, हाइफा",എസ്യ്പ്പ്
बीजपत्राधार,ഹൈപ്പോകോട്ടൈൽ
परिकल्पना,അനുമാനസം
शैथिल्य (जल),ഹിസ്റ്റെറിസിസ് (വെള്ളം)
"हेजल नट, अखरोट का फल",ഹാസൽ നട്ട്
भांग,ചെതാവ്
खुरासानी अजवाईन,ഹെൻബെയ്ൻ
मेंहदी,ഹെന്ന
गुड़हल,ചെമ്പരുത്തി
होप,ചാട്ടം
कुल्थी,കുതിര ഗ്രാം
कवांच,കുതിര-കണ്ണ്-ബീൻ
मधुमक्खी,തേനീച്ച
फुदका,ഹോപ്പർ
उद्यानविद्,ഹോർട്ടികൾച്ചറിസ്റ്റ്
जल विज्ञानी,ജലശാസ്ത്രജ്ഞൻ
स्व स्थाने कलम-बंधन,സിറ്റു ഒട്ടിക്കൽ
पात्रे,വിട്രോയിൽ
जीवे,വിവോയിൽ
अविवेकपूर्ण,വിവേചനരഹിതമായ
कीट,പുഴു
कीट पीड़क,പ്രാണികളുടെ കീടങ്ങൾ
कीटालय,കീസദമായ
कीटनाशी,കീടനാശിനി
कीटाहारी,കീടനാശിനി
"सूर्यतापन, आतपन",ധിക്കാരി
अविलेय,പുള്ളിപ്പുഴ
"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था",ഇൻസ്റ്റാർ (പ്രാണികൾ)
रोधी,സുഖാനുസൃതം
समेकित रोग प्रबंधन,സംയോജിത രോഗ പരിപാലനം
समेकित पोषक-तत्व प्रबंधन,സംയോജിത പോഷക മാനേജുമെന്റ്
समेकित पीड़क प्रबंधन,സംയോജിത കീടങ്ങളെ പരിപാലനം
"सघनता, गहनता",തീവ്രവാദം
"गहन, सघन",തീവമായ
"बीच की फसल, अंतराफसल",ആലോചിക്കുക
"अंतः सस्य कर्षण, निराई, गुड़ाई",ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
ब्याज,പലിശ
"पर्व, पोरी",ഇന്റനോഡ്
अंतरा प्रावस्था (कोशिका विभाजन),ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
अंतर्वेशन,ഇന്റർപോളേഷൻ
अंतर्बंध्य,ഇന്റർ-അണുവിമുക്തമാണ്
"विवरण, सूची",സാധനങ്ങൾ
प्रतिलोमीकरण,വിപരീതം
"चक्र, सहपत्र",ഇവന്റോക്രെ
आयन,യൻകിട
किरणन,വികിരണം
सिंचाई,ജലസേചനം
समविकल्पी,ഐഎസ്ഒ അല്ലെലുകൾ
समोत्पाद वक्र,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
समदाब रेखा,ഐസോബാർ
समयुग्मन,ഇസോഗമി
पृथक्करण दूरी,ഒറ്റപ്പെടൽ ദൂരം
समगुणित,ഐസോപ്ലോയിഡ്
समोत्पाद,ഐസ്കോംകാന്റ്
"आइसोटोप, समस्थानिक",ഐസോടോപ്പ്
भोजपत्र,ഇന്ത്യൻ ബിർച്ച്
कैल,ഇന്ത്യൻ നീല പൈൻ
लसौड़ा,ഇന്ത്യൻ ചെറി
धूप,ഇന്ത്യൻ ജുനൈപ്പർ
बीजासर,ഇന്ത്യൻ കിനോ മരം
"सुरपान, सुल्तान चंपा",ഇന്ത്യൻ ലായറൽ ട്രീ
साया,ഇന്ത്യൻ ഭ്രാന്തൻ
मंजीठ,ഇന്ത്യൻ മാഡ്ലർ
पापड़ा,ഇന്ത്യൻ പോഡോ ഫൈലം
नील,ഇൻഡിഗോ
काकुन,ഇറ്റാലിയൻ മില്ലറ്റ്
कुर्ची,ആനക്കൊമ്പ് വൃക്ഷം
कुंदरू,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
"जैगरी, खंडसारी",മന്ദബുദ്ധി
जैपोनिका धान,ജാപോണിക്ക അരി
जैसिड,ജാസിദ്
जावाई धान (चावल),ജാവാനിക്ക അരി
जेली बनाना,ജെല്ലിംഗ്
झूम कृषि,Jum കൃഷി
झंपक जीन,ചാടുന്ന ജീൻ
अनुपयोगी डीएनए,ജങ്ക് ഡിഎൻഎ
वयस्कपूर्व प्रावस्था,ജുവനൈൽ ഘട്ടം
नीली गुलमोहर,ജസറന്ദ
कटहल,ചക്ക
जामुन,മുൻ
"मोतिया, चमेली",ജാസ്മിൻ
जट्टी/खट्टी,ജട്ടി ഖട്ടി
रतनजोत,ജാട്ട്രോഫ
जूट,ചണം
जैसिड़,ജാസിഡുകൾ
केओलिन,കയോലിൻ
"केओलिन मिट्टी, खडिया मिट्टी",Koolianite
"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी",Koolianite
केंद्रककाइमा,കര്യൻചേരിമ
केंद्रकबंध,കരോഡെസ്മ
केंद्रक संलयन,കാരിയോബാമി
गुणसूत्र आरेख,കാറിഗ്രാം (IDiOGRAM)
सूत्री विभाजन,കാരിയോകിനിസ്
केंद्रक विज्ञान,കരിയോളജി
केंद्रकलयन,കരോലിസിസ്
केंद्रक,കറിയോൺ
" केंद्रक प्ररूप , गुणसूत्रप्ररूप",കാരിരിയോടൈ
केल्प (शैवाल),കെൽപ് (ആൽഗ)
केल्विन चक्र,കെൽവിൻ സൈക്കിൾ
किरेटिन,കെരാറ്റിൻ
"गिरी, दाना",കേർണൽ
खैरा रोग,ഖൈറ രോഗം
खरीफ,ഖാരിഫ്
बकरी का ब्याना,കളിയാക്കാനുള്ള
काइनेटोकोर,കിടോചോർ
"शाक-वाटिका, गृह वाटिका",അടുക്കളത്തോട്ടം
क्लाइनफिल्टर संलक्षण,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
क्लिनो खंड,KLENOV ശകലം
खांच लगाना,നോട്ടിയ
कॉच अभिगृहीत,കൊച്ചിന്റെ പേര്
कोपन का वर्गीकरण (जलवायु),കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
क्रेब का चक्र,ക്രെസ് സൈക്കിൾ
"करटोसिस, ककुदता",കുട്ടി
के वी के (कृषि विज्ञान केंद्र),കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
कदंब,കടാം
केल,കലെ
कांस घास,കന്മാർ പുല്ല്
करौंदा,കരുണാന്ത
राजमा,"കിഡ്നി ബീൻ, രാജ്മ"
कीवी फल,Kiwifriuut
गांठ गोभी,നോൾ ഖോൾ
विलायती इमली,കോടംമ്പുലി
कोदो,കൊഡോ മില്ലറ്റ്
कोकम,കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
खपरा भृंग,ഖപ്പുര വണ്ട്
घातक मात्रा 50,L.D.50 (മാരകമായ ഡോസ് 50)
प्रयोगशाला से खेत तक,ലംബമായി
अस्थिर,മൗലിപ്പ്
"श्रम, मजदूर, श्रमिक",തൊഴിലാളി
लैक प्रचालक प्रतिदर्श,ലാക് ഓപ്പറൺ മോഡൽ
दुग्ध स्रवण,മുലയൂട്ടൽ
दुग्धजनक हॉर्मोन (प्रोलैक्टिन),ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
लैक्टोस,ലാക്ടോസ്
पश्च रज्जुक,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
लैम्डा क्लोनन संवाहक,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
पटलीय वायु प्रवाह,ലാമർ എയർ ഫ്ലോ
लैंपब्रश गुणसूत्र,ലാമ്പ് ബ്രഷ് ക്രോമസോം
"भूमि, जमीन, स्थल, प्रदेश",നിലം
भूमि समर्थता वर्गीकरण,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
भूमि समर्थता मानचित्र,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
भूमि निम्नीकरण,ഭൂമി അപകടം
भूमि तुल्यांक अनुपात,ഭൂമി തുല്യമായ അനുപാതം
भूमि समतलीकरण,ഭൂമി നില
भूमि सुधार,ഭൂമി വീണ്ടെടുക്കൽ
भूदृश्य कला,ലാൻഡ്സ്കേപ്പിംഗ്
भूमि उपयुक्तता,ലാൻഡ് അനുയോജ്യത
भूमि उपयोग पद्धति,ഭൂവിനിയോഗ രീതി
लैंगरहैंस कोशिकाएं,ലങ്കാൻഹാൻ സെല്ലുകൾ
ह्रास दर,കാലഹരണപ്പെടൽ നിരക്ക്
"लार्वा, डिंभक",ലാർവ
प्रसुप्तता,ലേറ്റേഷന്
गुप्त,ലെഡ് വ്യൂ
प्रसुप्त संक्रमण,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
"पार्श्व, पार्श्विक, पार्श्वीय",ലാറ്ററൽ
लैटराइट मृदा,ലാറ്ററൈറ്റ് മണ്ണ്
"लेटेक्स, असंस्कृत रबड़",ലാത്ക്സ്
"लैथिरस रोग, लैथिरसता",നാതിരിവാദം
लातीनी वर्ग अभिकल्पना (एल एस डी),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
जालक,ലാറ്റിസ്
तुलनात्मक लाभ नियम,കവർന പ്രയോജനത്തിന്റെ നിയമം
स्थिर प्रतिफल का नियम,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
ह्रासमान प्रतिफल का नियम,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
वर्धमान प्रतिफल का नियम,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
सीमित कारकों का नियम,പരിമിതപ്പെടുത്തുന്ന രീതി
न्यूनता का नियम,കുറഞ്ഞത് നിയമം
प्रतिस्थापन का नियम,പകരക്കാരന്റെ നിയമം
परिवर्ती अनुपात नियम,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
"दाब, परत, अंडे देने वाली मुर्गी",അടുക്ക്
अभिन्यास,കെട്ടിടത്തിന്റെ പ്ളാന്
निक्षालित तत्व,അയതലിക്കുക
निक्षालन क्षमता,ലീച്ചിംഗ് കാര്യക്ഷമത
निक्षालन मांग,ലീച്ച് ആവശ്യകത
अग्रग रज्जुक,മുൻനിര സ്ട്രാന്റ്
पर्ण क्षेत्र अवधि,ഇല വിസ്തൃതി ദൈർഘ്യം
पर्णक्षेत्र सूचकांक,ഇല ഏരിയ സൂചിക
पर्ण क्षेत्र अनुपात,ഇല ഏരിയ അനുപാതം
पर्ण सुरंगक,ഇല ഖനിത്തൊഴിലാളി
पर्ण परीक्षण,ഇല പരിശോധന
"पर्ण, पत्ती, पत्र, पत्ता",ഇല
समाचारपत्रक,ലഘുലേഖ
पट्टा,പാട്ടം
शिंब फली,പയർവർഗ്ഗ
निम्न ऊर्जा लागत संधारणीय कृषि,ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
वातरंध्र,പന്നികം
लेन्टो केशिका बिंदु,ലെന്റോ കാപ്പിലറി പോയിന്റ്
"तनुसूत्र, लेप्टोनीमा",ലെപ്റ്റോണിമ
लेप्टोस्पाइरता,ലെപ്റ്റോസ്പിറോസിസ്
शुष्करोधक आवारिकी,ലെറോ-മോർഫിക്
विक्षति,നിഖേഭം
घातक उत्परिवर्तन,മാരകമായ മ്യൂട്ടേഷൻ
अवर्णीलवक,ല്യൂക്കോപ്ലാസ്റ്റ്
समतल वेदिका,ലെവൽ ടെറസ്
"करहा, समतलक, पाटा",ലെവൽക്കാരൻ (ലെവലിയർ)
समतलन (भूमि का),(ഭൂമിയുടെ) ലെവലിംഗ്
"ले कृषि, चरागाह में कृषि",കള്ള കൃഷി
लीबिग का न्यूनतम नियम,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
बंधन,ഉപക്കുറിത
प्रकाश समायोजन बिंदु,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
प्रकाश संतृप्त सघनता,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
प्रकाश संचरण अनुपात,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
प्रकाश पाश,നേരിയ കെണി
चूना मिलाना,പരിമിതമാണ്
"सीमा, सीमा बंधन",പരിമിതപ്പെടുത്താതെ
सीमाकारी कारक,പരിമിതപ്പെടുത്തുന്ന ഘടകം
लाइमोनाइट,ലിമോണൈറ്റ്
"रेखा, वंशक्रम",നിര
रैखिक अनुक्रिया,ലീനിയർ പ്രതികരണം
सहलग्नता,ലിങ്ക്
सहलग्नी समूह,ലിങ്കേജ് ഗ്രൂപ്പ്
योजक,ലിങ്കറുകാരന്
रूई सूचकांक,ലിന്റ് സൂചിക
रोम,ലിന്ററുകൾ
"वसा, लिपिड",ലിപിഡ്
वसा-अपघटन,ലിപ്പോളിസിസ്
परिसमापन,ലിക്വിക്റ്റേഷൻ
मेंडकारी,തലക്കെട്ട്
", लिस्टर (बक्खर)",തലക്കെട്ട്
मेंड़ बनाना,ലിസ്റ്റിംഗ്
स्थल मंडल,ലിത്തോസ്ഫിയർ
" बिछाली, , संशाव",ലിറ്റർ
सजीव पलवार,തത്സമയ പുതപങ്ങൾ
लिवरवर्ट,ലിവർവാർട്ട്
पशुधन,കന്നുകാലി
स्थानीय नियंत्रण,പ്രാദേശിക നിയന്ത്രണം
"संस्थिति, निधान, विस्थल",ലോക്കസ്
टिड्डी,വെട്ടുക
"अवशयन, गिरना (फसल का गिरना)",താമസം (വിള താമസസ്ഥലം)
लॉडिक्यूल,ലോഡിക്കുയേറ്റ്
"लोएस, चिकनी मिट्टी",ലോയസ്സുള്ള
लघुगणकीय रूपांतरण,ലോഗർട്ടിമിക് പരിവർത്തനം
दीर्घ प्रदीप्तकाली पादप,ദീർഘനാളത്തിന്റെ ചെടി
दीर्घ तरंगीय विकिरण,നീണ്ട തരംഗ വികിരണം
पाश,ലൂപ്പ്
कर्तन,ലോപ്പിംഗ്
कटि,ചപ്പുചവറുകള്
"लक्स, लूक्रस",ലക്സ്
विलासिता उपभोग (पोषक तत्व),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
विलासी जीन,ആഡംബര ജീനുകൾ
लाइकोपीन,ലൈക്കോപീൻ
लसीका,ലിംഫ്
लाइसीमीटर लिसजलमापी,ലിസിമീറ്റർ
कोशिकालयन,സെല്ലിന്റെ ലിസിസ്
लयजनन,ലിസോഗനി
"लयनकाय, लाइसोसोम",ലിസോസോം
लाइसोजाइम,ലൈസോസിം
कुसुम,ലാക് ട്രീ
लाख,ലാക്കി
भिंडी,"ലേഡിയുടെ വിരൽ, ഒക്ര"
गोखरू,ഭൂമി കൽപ്ട്രോപ്പുകൾ
लेंटाना,ലാന്താന
खेसारी,ലതിറിൽ
लीक,വെളുത്തുള്ളി
नींबू घास,നാരങ്ങ പുല്ല്
"लेमन, नींबू",നാരങ്ങ
मसूर,പന്തു
मुलैठी,താഴ്ന്ന
सलाद,ലെറ്റസ്
"कमलिनी, कुमुदिनी",താമസം
नींबू,നാരങ്ങ
अलसी,യന്തമായി
लीची,Litki
कुटकी,ചെറിയ മില്ലറ്റ്
ककड़ी,നീളമുള്ള തണ്ണിമത്തൻ
"पीप़र, पिपलामूल",നീളമുള്ള കുരുമുളക്
लोकाट,ലോക്വാട്ട്
कमल,താമര
रिजका,മങ്ങിയത്
लाख कीट,ലാക്കി പ്രാണികൾ
सोनपंखी,ലേഡി പക്ഷി വണ്ട്
पर्ण सुरंगक,ഇല ഖനിത്തൊഴിലാളി
पत्ती लपेटक,ഇല റോളർ
पत्ती जाला कीट,ഇല വെബ്ബർ
टिड्डी,വെട്ടുക
गुरु विकास,മാക്രോ പരിണാമം
विस्तृतक्षेत्री जलवायु,മാക്രോക്ലൈമേറ്റ്
वृहदणु,മാക്രോമോലോൾകൾ
गुरु उत्परिवर्तन,മാക്രോമുട്ടേഷൻ
प्रमुख पोषक-तत्व,മാക്രോണിറ്ററി
दीर्घ छिद्र,മാക്രോപോളർ
"मैगट, कृमि",പുഴു
मैग्मा,മഗ്മ
मैग्नीशिया,മഗ്ത്രിയ
मैग्नीशियम,മഗ്നീഷ്യം
चुंबकीय विलोडक,കാന്തികശരീരം
परिमाण,തീവ്രത
महुए की खली,മഹുവ കേക്ക്
अनुरक्षक पंक्ति,പരിപാലകൻ
"अनुरक्षण, संभाल, देखभाल",പരിപാലനം
मक्का के दाने निकालने वाली मशीन,ചോളം ഷെല്ലർ
नरबंध्य,ആൺകുല്യം
"कुरूपता, कुरचना",വൈകല്യങ്ങള്
दुर्दमता,മലിതം
कुपोषण,പോഷകാഹാരക്കുറവ്
कुरीति,ദുരുപയോഗം
माल्टन,മാലിംഗ്
नांद,പുൽത്തൊട്ടി
"मैंग्रोव, गरान",കണ്ടൽക്കാരൻ
"मैनोमीटर, दाबांतरमापी",ഗാനംമീറ്റര്
"मैनोमीटर, दाबांतरमापी",ഗാനംമീറ്റര്
अपूर्णांश (लघुगणक का),മാന്തിസ (ലോഗരിതം)
खाद,വളം
"खाद देना, खाद डालना",വളം
"सीमांत, उपांत",അരികിലുള്ള
सीमांत लागत,നാമമാത്രമായ ചിലവ്
उपांत भूमि,നാമമാത്ര ഭൂമി
सीमांत उत्पाद,നാമമാത്ര ഉൽപ്പന്നം
सीमांत आय,നാമമാത്രമായ തിരിച്ചുവരവ്
समुद्री,സമുധായം
चिह्नक (आनुवंशिक),മാർക്കർ (ജനിതക)
"बाजार, मंडी",ചന്ത
"पण्य, विक्रेय, विपणन योग्य",വിപണനീയമായ
विपणन-योग्य अधिशेष,വിപണന മിച്ചം
विपणित अधिशेष,മാർക്കറ്റുചെയ്ത മിച്ചം
विपणन,മാർക്കറ്റിംഗ്
कच्छ,ചതുപ്പുനിലം
द्रव्यमान बहाव,കൂട്ട ഒഴുക്ക്
"महा चयन, व्यापक चयन, समूह चयन",മാസ് തിരഞ്ഞെടുക്കൽ
द्रव्यमान स्पेक्ट्रोमीटर,മാസ്-സ്പെക്ട്രോമീറ്റർ
"दंड़, मस्तूल",കപ്പല്പായ്മരം
मातृक वंशागति,മാതൃ അനന്തരാവകാശം
"मिलन, संगम",ഇണചേരൽ
मैट्रिक विभव,ട്രിക് സാധ്യത
"तैयार होना, परिपक्वन",പമേയൽ
परिपक्वता (फसल),മെച്യൂരിറ്റി (വിള)
अधिकतम उपलब्ध जल,ലഭ്യമായ പരമാവധി വെള്ളം
अधिकतम सस्यन,പരമാവധി ക്രോപ്പിംഗ്
अधिकतम अवशेष सीमा,പരമാവധി ശേഷിക്കുന്ന പരിധി
अधिकतम संधारणीय उपज,പരമാവധി സുസ്ഥിര വിളവ്
अधिकतम तापमापी,പരമാവധി തെർമോമീറ്റർ
अधिकतम जलधारण क्षमता,പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി
शाद्वल बागवानी,പുൽമേടുകളുടെ ആലോക്കങ്ങൾ
चूर्णी,Mely
माध्य विचलन,ശരാശരി വ്യതിയാനം
माध्य जीवन (नाभिकीय),ശരാശരി ജീവിതം (ന്യൂക്ലിയർ)
माध्य समुद्र तल,സമുദ്രനിരപ്പ്
माध्य वर्ग,ശരാശരി ചതുരം
"माप, माप करना",അളക്കുക
मापन,അളവ്
यांत्रिक,യന്തസംബന്ധമായ
यांत्रिक विश्लेषण (मृदा),മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്)
यांत्रिक प्रतिबाधा,മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ
यांत्रिक कृषि,യന്ത്രവൽകൃത കൃഷി
"मध्य, मध्यस्थ, मध्यिका",ശരാശരി
औषधीय पादप,Medic ഷധ സസ്യമാണ്
भूमध्यसागरीय जलवायु,മെഡിറ്ററേനിയൻ കാലാവസ്ഥ
गुरुयुग्मकजनन,മെഗാഗമെറ്റോജെനിസിസ്
गुरु बीजाणुधानी,മെഗാസ്പോംഗീരിയ
गुरु बीजाणु,മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്)
गुरुबीजाणुजनन,മെഗാസ്പോജനെസിസ്
"अर्धसूत्रण, अर्धसूत्री विभाजन",മെയോസിസ്
नरम मृदा,മെലോ മണ്ണാണ്
डीएनए विरज्जुकन,ഡിഎൻഎ ഉരുകുന്നു
झिल्ली निस्यंदक,മെംബ്രൺ ഫിൽട്ടർ
मेन्डेलीय वंशागति,മെൻഡലിയൻ അനന്തരാവകാശം
मेन्डेलवाद,മെൻഡലിസം
मेंडेल का वंशागति नियम,മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം
"पण्यमाल, विक्रेयमाल",വാപാരച്ചരക്കുകള്
"पारा, पारद",മെർക്കുറി
विभज्योतक,കരുതലുള്ളത്
मध्य जलवायु,മെസ്യൂക്ലിമേറ്റ്
"मध्यचर्म, मध्यजनस्तर",മഷോഡെർം
पर्ण मध्योतक,മെസോഫിൽ
समोद्भिद,മെസോഫൈറ്റ്
मध्य छिद्र,മെസോ-സുഷിരങ്ങൾ
मध्यमंडल,മെസോസ്ഫിയർ
दूत आरएनए (एम-आरएनए),മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ)
उपापचय,പരിണാമം
