Kannada,Malayalam
ಅಕ್ಷರ line ಟ್‌ಲೈನ್,പ്രതീക രൂപരേഖ
ಅಕ್ಷರ ಸ್ಥಾನ,പ്രതീക സ്ഥാനം
ಅಕ್ಷರ ಮುದ್ರಕ,പ്രതീക പ്രിന്റർ
ಅಕ್ಷರ ಓದುಗ,പ്രതീക വായന
ಅಕ್ಷರ ಗುರುತಿಸುವಿಕೆ,പ്രതീക തിരിച്ചറിയൽ
ಅಕ್ಷರ ಸಂಬಂಧ,പ്രതീക ബന്ധം
ಅಕ್ಷರ ಸಾಲು,പ്രതീക വരി
ಅಕ್ಷರ,പ്രതീക സെറ്റ്
ಅಕ್ಷರ ಗಾತ್ರ,പ്രതീക വലുപ്പം
ಅಕ್ಷರ,പ്രതീകം സ്കീയി
ಅಕ್ಷರ ದಾರ,പ്രതീക സ്ട്രിംഗ്
ಅಕ್ಷರ ಸ್ಟ್ರಿಂಗ್ ಸ್ಥಿರ,പ്രതീക സ്ട്രിംഗ് സ്ഥിരാങ്കം
ಪಾತ್ರದ ಹೊಡೆತ,പ്രതീക സ്ട്രോക്ക്
ಅಕ್ಷರ ಶೈಲಿ,പ്രതീക ശൈലി
ಅಕ್ಷರ ಉಪವಿಭಾಗ,പ്രതീകത്തിന്റെ ഉപസെറ്റ്
ಅಕ್ಷರ ಟೇಪ್,പ്രതീക ടേപ്പ്
ಪಟ್ಟಿ,അവകാശപതം
ಚಾರ್ಟ್ ತಯಾರಿಕೆ,ചാർട്ട് നിർമ്മാണം
ಚಾರ್ಟ್ ರೀಡರ್,ചാർട്ട് റീഡർ
ಚಾಸಿಸ್,ചേസിസ്
ಚಾಸಿಸ್ ಸಭೆ,ചേസിസ് അസംബ്ലി
ಚೆಬಿಶೆವ್ ಅಂದಾಜು,ചെബിഷെവ് ഏകദേശ
ಬಿಟ್ ಪರಿಶೀಲಿಸಿ,കഷണം ചെയ്യുക
ಬಸ್ ಚೆಕ್,ബസ് പരിശോധിക്കുക
ಕಾರ್ಡ್ ಪರಿಶೀಲಿಸಿ,കാർഡ് പരിശോധിക്കുക
ಅಕ್ಷರವನ್ನು ಪರಿಶೀಲಿಸಿ,പ്രതീകം പരിശോധിക്കുക
ಕೋಡ್ ಪರಿಶೀಲಿಸಿ,കോഡ് പരിശോധിക്കുക
ಷರತ್ತು ಪರಿಶೀಲಿಸಿ,അവസ്ഥ പരിശോധിക്കുക
ರೋಗನಿರ್ಣಯವನ್ನು ಪರಿಶೀಲಿಸಿ,ഡയഗ്നോസ്റ്റിക് പരിശോധിക്കുക
ಅಂಕಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,അക്കം പരിശോധിക്കുക
ಸೂಚಕವನ್ನು ಪರಿಶೀಲಿಸಿ,സൂചകം പരിശോധിക്കുക
ಸೂಚಕ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸಿ,ഇൻഡിക്കേറ്റർ നിർദ്ദേശം പരിശോധിക്കുക
ಪರಿಶೀಲನೆ ಕಾರ್ಯಕ್ರಮ,പ്രോഗ്രാം പരിശോധിക്കുന്നു
ತಂತ್ರ,ചെക്കിംഗ് രീതി
ಕೀಲಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,കീ പരിശോധിക്കുക
ಸಂಖ್ಯೆಯನ್ನು ಪರಿಶೀಲಿಸಿ (= ಅಂಕಿಯನ್ನು ಪರಿಶೀಲಿಸಿ),Check നമ്പർ (= അക്ക പരിശോധന) പരിശോധിക്കുക
ಪರಿಶೀಲಿಸಿ (= ಡೀಬಗ್),പരിശോധിക്കുക (= ഡീബഗ്)
ದಿನಚರಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,പതിവ് പരിശോധിക്കുക
ಚೆಕ್ ಪಾಯಿಂಟ್,ചെക്ക് പോയിൻറ്
ಪಾಯಿಂಟ್ ಡೇಟಾ ಸೆಟ್ ಅನ್ನು ಪರಿಶೀಲಿಸಿ,പോയിന്റ് ഡാറ്റ സെറ്റ് പരിശോധിക്കുക
ಪಾಯಿಂಟ್ ಡಂಪ್ ಪರಿಶೀಲಿಸಿ,പോയിന്റ് ഡംപ് പരിശോധിക്കുക
ಪಾಯಿಂಟ್ ರೆಕಾರ್ಡ್ ಪರಿಶೀಲಿಸಿ,പോയിന്റ് റെക്കോർഡ് പരിശോധിക്കുക
ಪಾಯಿಂಟ್ ಮರುಪ್ರಾರಂಭಿಸಿ,പോയിന്റ് പുനരാരംഭിക്കുക
ಪಾಯಿಂಟ್ ವಾಡಿಕೆಯಂತೆ ಪರಿಶೀಲಿಸಿ,പോയിൻറ് പതിവ് പരിശോധിക്കുക
ಪಾಯಿಂಟ್ ವಿಂಗಡಣೆಯನ್ನು ಪರಿಶೀಲಿಸಿ,പോയിന്റ് തരംതിരിക്കൽ പരിശോധിക്കുക
ಸಮಸ್ಯೆಯನ್ನು ಪರಿಶೀಲಿಸಿ,പ്രശ്നം പരിശോധിക്കുക
ರಿಜಿಸ್ಟರ್ ಪರಿಶೀಲಿಸಿ,പരിശോധന പരിശോധിക്കുക
ಕೀಲಿಯನ್ನು ಮರುಹೊಂದಿಸಿ ಪರಿಶೀಲಿಸಿ,പുന reset സജ്ജമാക്കൽ കീ പരിശോധിക്കുക
ದಿನಚರಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,പതിവ് പരിശോധിക്കുക
ಸಾಲು ಪರಿಶೀಲಿಸಿ,ചെക്ക് വരി
ಪರಿಹಾರವನ್ನು ಪರಿಶೀಲಿಸಿ,പരിഹാരം പരിശോധിക്കുക
ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ,ആകെത്തുക പരിശോധിക്കുക
ಒಟ್ಟು ಪರಿಶೀಲಿಸಿ,ആകെ പരിശോധിക്കുക
ಪದವನ್ನು ಪರಿಶೀಲಿಸಿ,പദം പരിശോധിക്കുക
ಮಕ್ಕಳ ವಿಭಾಗ,കുട്ടികളുടെ സെഗ്മെന്റ്
ಚೈನೀಸ್ ಬೈನರಿ (ಕಾಲಮ್ ಬೈನರಿ),ചൈനീസ് ബൈനറി (നിര ബൈനറി)
ಚೂರು,കഷണം
ಚಿಪ್ ವಾಹಕ,ചിപ്പ് കാരിയർ
ಚಿಪ್ ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್,ചിപ്പ് മൈക്രോപീസർ
ಚಿಪ್ ಪ್ರಕ್ರಿಯೆ,ചിപ്പ് പ്രക്രിയ
ಚಿಪ್ ರಿಜಿಸ್ಟರ್ ವಾಸ್ತುಶಿಲ್ಪ,ചിപ്പ് രജിസ്റ്റർ ആർക്കിടെക്ചർ
ಚಿಪ್ ಸೆಲೆಕ್ಟ್,ചിപ്പ് തിരഞ്ഞെടുക്കുക
ಆಯ್ಕೆ ಸಾಧನ,ചോയ്സ് ഉപകരണം
ಪೀಹ,സൈഫർ
ಸೈಫರ್ ಪಠ್ಯ (= ಎನ್‌ಸೈಫರ್ಡ್ ಡೇಟಾ),സിഫർ ടെക്സ്റ്റ് (= എൻസിഫെർഡ് ഡാറ്റ)
ಸುತ್ತಾಟ,സഞ്ചാരം
ಸುತ್ತಳತೆ,സർക്യൂട്ട് ബോർഡ്
ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್,സർക്യൂട്ട് ബ്രേക്കർ
ಸರ್ಕ್ಯೂಟ್ ಕಾರ್ಡ್,സർക്യൂട്ട് കാർഡ്
ಸರ್ಕ್ಯೂಟ್ ದರ್ಜೆಯ,സർക്കിട്ട് ഗ്രേഡ്
ಸರ್ಕ್ಯೂಟ್ ಹೊರೆ,സർക്യൂട്ട് ലോഡ്
ಸರ್ಕ್ಯೂಟ್ ಆದೇಶ,സർക്യൂട്ട് ഓർഡർ
ಸರ್ಕ್ಯೂಟ್ ವಿಶ್ವಾಸಾರ್ಹತೆ,സർക്യൂട്ട് വിശ്വാസ്യത
ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚ್,സർക്യൂട്ട് സ്വിച്ച്
ಸರ್ಕ್ಯೂಟ್-ಸ್ವಿಚ್ಡ್ ಸಂಪರ್ಕ,സർക്കിട്ട് സ്വിച്ച്ഡ് കണക്ഷൻ
ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್,സർക്യൂട്ട് സ്വിച്ച്
ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್ ಘಟಕ,സർക്യൂട്ട് സ്വിച്ചിംഗ് യൂണിറ്റ്
ಸರ್ಕ್ಯೂಟ್ ಯುನಿಟ್ ಜೋಡಣೆ,സർക്യൂട്ട് യൂണിറ്റ് അസംബ്ലി
ವೃತ್ತಾಕಾರದ ಬಫರಿಂಗ್,വൃത്താകൃതിയിലുള്ള ബഫറിംഗ്
ವೃತ್ತಾಕಾರದ ಪಟ್ಟಿ,വൃത്താകൃതിയിലുള്ള പട്ടിക
ವೃತ್ತಾಕಾರದ ಶಿಖರ,വൃത്താകൃതിയിലുള്ള മാറ്റം
ಪರಿಚಲನೆ ನೋಂದಣಿ,പ്രചരിക്കുന്ന രജിസ്റ്റർ
ಪ್ರಸಾರ ಮಾಡುವ ಸಂಗ್ರಹಣೆ,സംഭരണം പ്രചരിക്കുന്നു
ಉಲ್ಲೇಖ,ഉദ്ധരണി
ಗಡಿಯಾರ,പചാരിക
ವರ್ಗ,പകുക്കുക
5 ನೇ ತರಗತಿ ಕಚೇರಿ,ക്ലാസ് 5 ഓഫീസ്
ವರ್ಗದ ಸ್ಥಿತಿ,ക്ലാസ് അവസ്ഥ
ವರ್ಗೀಕರಣ,വര്ഗീകരണം
ಶುಚಿಗೊಳಿಸುವ ಕಾರ್ಯಾಚರಣೆ,ക്ലീനിംഗ് പ്രവർത്തനം
ಸ್ಪಷ್ಟ,വക്തമായ
ಸ್ಪಷ್ಟ ಪ್ರದೇಶ,പ്രദേശം വ്യക്തമായത്
ತೆರವುಗೊಳಿಸಿ ಬ್ಯಾಂಡ್ (= ಪ್ರದೇಶವನ್ನು ತೆರವುಗೊಳಿಸಿ,ബാൻഡ് (= വ്യക്തമായ പ്രദേശം
ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ,ചാനൽ മായ്ക്കുക
ಡೇಟಾವನ್ನು ತೆರವುಗೊಳಿಸಿ,ഡാറ്റ മായ്ക്കുക
ಪ್ರದರ್ಶನ ಪ್ರದರ್ಶನ,ഡിസ്പ്ലേ
ಮೆಮೊರಿಯನ್ನು ತೆರವುಗೊಳಿಸಿ (= ಸಂಗ್ರಹಣೆ ತೆರವುಗೊಳಿಸಿ),മെമ്മറി മായ്ക്കുക (= വ്യക്തമായ സംഭരണം)
ಸ್ಪಷ್ಟ ಅಧಿವೇಶನ,വ്യക്തമായ സെഷൻ
ಸಂಗ್ರಹ ಸಂಗ್ರಹಣೆ,നിർദ്ദേശിക്കുക
ಚಂಚಲವಾದ,ക്ലിപ്പിംഗ്
ಗಡಿಯಾರ,ഘടികാരം
ಗಡಿಯಾರ ಸರ್ಕ್ಯೂಟ್,ക്ലോക്ക് സർക്യൂട്ട്
ಗಡಿಯಾರ ಕೌಂಟರ್,ക്ലോക്ക് ക .ണ്ടർ
ಗಡಿಯಾರ ಆವರ್ತನ,ക്ലോക്ക് ആവൃത്തി
ಗಡಿಯಾರ,ഘടികാരം
ಗಡಿಯಾರ ಅಡ್ಡಿ,ക്ലോക്ക് ഇന്ററപ്റ്റ്
ಗಡಿಯಾರ ನಾಡಿ,ക്ലോക്ക് പൾസ്
ಗಡಿಯಾರ ದರ,ക്ലോക്ക് നിരക്ക്
ಗಡಿಯಾರ ರಿಜಿಸ್ಟರ್ (= ಟೈಮರ್),ക്ലോക്ക് രജിസ്റ്റർ (= ടൈമർ)
ಗಡಿಯಾರ ಸಂಕೇತ,ക്ലോക്ക് സിഗ്നൽ
ಗಡಿಯಾರ ಸಿಮ್ಯುಲೇಶನ್,ക്ലോക്ക് സിമുലേഷൻ
ಗಡಿಯಾರ ಸಮಯ,ക്ലോക്ക് സമയം
ಗಡಿಯಾರ ಟ್ರ್ಯಾಕ್,ക്ലോക്ക് ട്രാക്ക്
ವರ್ಗೀಕರಣವನ್ನು ಮುಚ್ಚಿ,വർഗ്ഗീകരണം അടയ്ക്കുക
ಮುಚ್ಚಿದ ರಚನೆ,അടച്ച അറേ
ಮುಚ್ಚಿದ ಫೈಲ್,അടച്ച ഫയൽ
ಮುಚ್ಚಿದ ಲೂಪ್,അടച്ച ലൂപ്പ്
ಮುಚ್ಚಿದ ಲೂಪ್ (ನಿಯಂತ್ರಣ) ವ್ಯವಸ್ಥೆ,അടച്ച ലൂപ്പ് (നിയന്ത്രണം) സിസ്റ്റം
ಮುಚ್ಚಿದ ದಿನಚರಿ,അടച്ച പതിവ്
ಮುಚ್ಚಿದ ಅಂಗಡಿ ಕಾರ್ಯಾಚರಣೆ,അടച്ച ഷോപ്പ് പ്രവർത്തനം
ಮುಚ್ಚಿದ ಸಬ್‌ರುಟೀನ್,അടച്ച സബ്റൂട്ടിൻ
ಮುಚ್ಚಿದ ಬಳಕೆದಾರರ ಗುಂಪು,അടച്ച ഉപയോക്തൃ ഗ്രൂപ്പ്
ನಿಕಟವಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,അടുത്ത് ചേർത്തു
ಟರ್ಮಿನಲ್ ಅನ್ನು ಮುಚ್ಚಲಾಗುತ್ತಿದೆ,ഒരു ടെർമിനൽ അടയ്ക്കുന്നു
ಫೈಲ್ ಮುಚ್ಚಲಾಗುತ್ತಿದೆ,ഒരു ഫയൽ അടയ്ക്കൽ
ಚೂರು,ക്ലസ്റ്റർ
ಕ್ಲಸ್ಟರ್ ವಿಶ್ಲೇಷಣೆ,ക്ലസ്റ്റർ വിശകലനം
ಕ್ಲಸ್ಟರ್ ನಿಯಂತ್ರಕ,ക്ലസ്റ്റർ കൺട്രോളർ
ಕ್ಲಸ್ಟರ್ ನಿಯಂತ್ರಕ ನೋಡ್,ക്ലസ്റ്റർ കൺട്രോളർ നോഡ്
ಕ್ಲಸ್ಟರ್ ನಿಯಂತ್ರಣ ಘಟಕ,ക്ലസ്റ്റർ നിയന്ത്രണ യൂണിറ്റ്
ಕ್ಲಸ್ಟರ್ಡ್ ಫೈಲ್,ക്ലസ്റ്റേർഡ് ഫയൽ
ಕ್ಲಸ್ಟರಿಂಗ್ ಅಲ್ಗಾರಿದಮ್,ക്ലസ്റ്ററിംഗ് അൽഗോരിതം
ಸರಾಗವಾಗು,ചേരുന്നത്
ಲೇಪನ,പൂശിയ കാർഡ്
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,അബോക്സിയൽ കേബിൾ
ಸಣ್ಣ ಕವಚ,കോബോൾ
ಕೋಬೋಲ್ ಪಾತ್ರ,കോബോൾ പ്രതീകം
ಕೋಬೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,കോബോൾ പ്രോഗ്രാമിംഗ്
ಕಡಾಸಿಲ್,കോഡസൈൽ
ಸಂಹಿತೆ,കോഡ്
ಸಂಹಿತೆ ಪ್ರದೇಶ,കോഡ് ഏരിയ
ಸರಪಳಿ,കോഡ് ചെയിൻ
ಕೋಡ್ ಪರಿಶೀಲನೆ,കോഡ് പരിശോധന
ಕೋಡೆಡ್ ಅಂಕಗಣಿತದ ಡೇಟಾ,കോഡ് ചെയ്ത അരിത്മെറ്റിക് ഡാറ്റ
ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್,കോഡ് ചെയ്ത പ്രതീക സെറ്റ്
ಕೋಡೆಡ್ ಪರಿವರ್ತಕ,കോഡ് ചെയ്ത കൺവെർട്ടർ
ಕೋಡೆಡ್ ದಶಮಾಂಶ ಸಂಕೇತ,കോഡ് ചെയ്ത ദശാംശ നൊട്ടേഷൻ
ಕೋಡ್ ಅವಲಂಬಿತ ವ್ಯವಸ್ಥೆ,കോഡ് ആശ്രിത സംവിധാനം
ಕೋಡೆಡ್ ಗ್ರಾಫಿಕ್ಸ್,കോഡ് ചെയ്ത ഗ്രാഫിക്സ്
ಕೋಡೆಡ್ ಇಮೇಜ್ ಸ್ಪೇಸ್,കോഡ് ചെയ്ത ഇമേജ് സ്പേസ്
ಕೋಡ್ ನಿರ್ದೇಶನ ಅಕ್ಷರ,കോഡ് ഡയറക്ട് പ്രതീകം
ಕೋಡೆಡ್ ಕಾರ್ಯಕ್ರಮ,കോഡ് ചെയ്ത പ്രോഗ്രാം
ಕೋಡೆಡ್ ಪ್ರಾತಿನಿಧ್ಯ,കോഡ് ചെയ്ത പ്രാതിനിധ്യം
ಕೋಡೆಡ್ ಸ್ಟಾಪ್,കോഡ് ചെയ്ത സ്റ്റോപ്പ്
ಕೋಡ್ ಅಂಶ,കോഡ് ഘടകം
ಕೋಡ್ ವಿಸ್ತರಣೆ ಅಕ್ಷರ,കോഡ് വിപുലീകരണ പ്രതീകം
ಕೋಡ್ ಫ್ರೇಮ್,കോഡ് ഫ്രെയിം
ಕೋಡ್ ರಂಧ್ರ,കോഡ് ദ്വാരം
ಕೋಡ್-ಸ್ವತಂತ್ರ ಡೇಟಾ ಸಂವಹನ,കോഡ്-സ്വതന്ത്ര ഡാറ്റാ കമ്മ്യൂണിക്കേഷൻ
ಕೋಡ್-ಸ್ವತಂತ್ರ ವ್ಯವಸ್ಥೆ,കോഡ്-സ്വതന്ത്ര സംവിധാനം
ಕೋಡ್-ಸೆನ್ಸಿಟಿವ್ ಸಿಸ್ಟಮ್ (= ಕೋಡ್-ಇನ್- ಅವಲಂಬಿತ  ಸಿಸ್ಟಮ್),കോഡ്-ഇൻസെൻസിറ്റീവ് സിസ്റ്റം (= കോഡ്-ഇൻ- ആശ്രിതൻ  സിസ്റ്റം)
ಕೋಡ್ ಕೀ,കോഡ് കീ
ಸಂಹಿತೆ,കോഡ് ലെവൽ
ಸಂಹಿತೆ,കോഡ് ലൈൻ
ಕೋಡ್ ಲೈನ್ ಸೂಚ್ಯಂಕ,കോഡ് ലൈൻ സൂചിക
ಕೋಡ್ ಪಾಯಿಂಟ್ ಅನುವಾದಕ,കോഡ് പോയിന്റ് വിവർത്തകൻ
ಕೋಡ್ ಸ್ಥಾನ,കോഡ് സ്ഥാനം
ಕೋಡರ್,കോഡർ
ಕೋಡ್-ಸೂಕ್ಷ್ಮ ವ್ಯವಸ್ಥೆ (= ಕೋಡ್-ಅವಲಂಬಿತ ವ್ಯವಸ್ಥೆ),കോഡ്-സെൻസിറ്റീവ് സിസ്റ്റം (= കോഡ്-ആശ്രിത സംവിധാനം)
ಸಂಹಿತೆ,കോഡ് സെറ്റ്
ಕೋಡ್- ಪಾರದರ್ಶಕ ಡೇಟಾ ಸಂವಹನ,കോഡ്- സുതാര്യമായ ഡാറ്റാ കമ്മ്യൂണിക്കേഷൻ
ಕೋಡ್-ಪಾರದರ್ಶಕ ವ್ಯವಸ್ಥೆ (= ಕೋಡ್ ಅವಲಂಬಿತ  ಸಿಸ್ಟಮ್),കോഡ്-സുതാര്യമായ സിസ്റ്റം (= കോഡ് ആശ്രയിച്ചിരിക്കുന്നു  സിസ്റ്റം)
ಕೋಡ್ ಮೌಲ್ಯ,കോഡ് മൂല്യം
ಕೋಡ್ ಪದ,കോഡ് വാക്ക്
ಕೋಡಿಂಗ್,കോഡിംഗ്
ಕೋಡಿಂಗ್ ಪರಿಶೀಲನೆ,കോഡിംഗ് ചെക്ക്
ಕೋಡಿಂಗ್ ರೂಪ,കോഡിംഗ് ഫോം
ಕೋಡಿಂಗ್ ಯೋಜನೆ,കോഡിംഗ് സ്കീം
ಹಾಳೆ,കോഡിംഗ് ഷീറ്റ്
ಗುಣಲಕ್ಷಣ ಘಟಕ,ഗുണകം യൂണിറ്റ്
ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್ ವ್ಯವಸ್ಥೆ,മോഡന്റ് മോഡുലേഷൻ സിസ്റ്റം
ಸುಸಂಬದ್ಧ ಹಂತದ ಶಿಫ್ಟ್ ಕೀಯಿಂಗ್,ആകർഷകമായ ഘട്ടം ഷിഫ്റ്റ് കീയിംഗ്
ಕಾಕತಾಳೀಯ ಸರ್ಕ್ಯೂಟ್ (= ಮತ್ತು ಅಂಶ),യാദൃശ്ചികമായി സർക്കറും (യും ഘടകം)
ಕಾಕತಾಳೀಯ ಅಂಶ (= ಮತ್ತು ಅಂಶ),"യാദൃശ്ചികത (=, ഘടകം)"
ಕಾಕತಾಳೀಯ ದೋಷ,യാദൃശ്ചികമായ പിശക്
ಕಾಕತಾಳೀಯ ಗೇಟ್ (ಮತ್ತು ಅಂಶ,യാദൃശ്ചിക ഗേറ്റ് (ഒപ്പം ഘടകവും
ಕಾಕತಾಳೀಯ-ಪ್ರಸ್ತುತ ಆಯ್ಕೆ,യാദൃശ്ചിക-നിലവിലെ തിരഞ്ഞെടുപ്പ്
ಶೀತಲ ದೋಷ,തണുത്ത തെറ്റ്
ಕೋಲ್ಡ್ ಸ್ಟಾರ್ಟ್ (= ಪ್ರಾರಂಭ),തണുത്ത ആരംഭം (= ആരംഭിക്കുക)
ಬೆರೆಸಿಸು,കൂട്ടിച്ചേര്ക്കുക
ಕೊಲಗಿಂಗ್ ಅನುಕ್ರಮ,ശേഖരം ശേഖരിക്കുന്നു
ಜೋಡಣೆ ವಿಂಗಡಣೆ,ശേഖരം ശേഖരിക്കുന്നു
ಸಹಕಾರ,ശേഖരം
ಘರ್ಷಣೆ,കൂട്ടിമുട്ടല്
ಕಾಲಮ್,കോളം
ಕಾಲಮ್ ಬೈನರಿ,നിര ബൈനറി
ಕಾಲಮ್ ಚಲನೆ,നിര നീക്കുക
ಸಂಯೋಜನೆ,സമ്മിശണം
ಸಂಯೋಜನೆಯ  ಸುತ್ತಾಟ,കോമ്പിനാഷണൽ  സഞ്ചാരം
ಸಂಯೋಜನೆಯ  ತರ್ಕ,കോമ്പിനാഷണൽ  തര്ക്കശാസ്തം
ಸಂಯೋಜನೆಯ  ತರ್ಕ ಅಂಶ,കോമ്പിനാഷണൽ  ലോജിക് ഘടകം
ಸಂಯೋಜನೆ ಕೇಂದ್ರ,കോമ്പിനേഷൻ ഹബ്
ಸಂಯೋಜಕ ಜಾಲ,കോമ്പിനേറ്റോറിയൽ നെറ്റ്വർക്ക്
ಸಂಯೋಗದ  ಸುತ್ತಾಟ,കോമ്പിനേറ്ററി  സഞ്ചാരം
ಸಂಯೋಜಿತ  ವಿತರಣೆ  ಚೌಕಟ್ಟು,സംയോജിപ്പിച്ചിരിക്കുന്നു  വിതരണ  അസ്ഥികൂട്
ಸಂಯೋಜಿತ ತಲೆ,സംയോജിത തല
ಸಂಯೋಜಿತ ಓದಲು/ಬರೆಯಿರಿ,സംയോജിത വായന / റൈറ്റ് ഹെഡ്
ಸಂಯೋಜಿತ ನಿಲ್ದಾಣ,സംയോജിത സ്റ്റേഷൻ
ಸಂಯೋಜಕ,കോമ്പിനർ
ಸ ೦ ಧಿಗೆ,ആജ്ഞാപിക്കുക
ಆಜ್ಞೆ ಮತ್ತು  ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಯ,കമാൻഡും  നിയന്ത്രണ സംവിധാനം
ಆಜ್ಞಾ ಸರಪಳಿ,കമാൻഡ് ചെയിൻ
ಆಜ್ಞಾ ನಿಯಂತ್ರಣ ಕಾರ್ಯಕ್ರಮ,കമാൻഡ് നിയന്ത്രണ പ്രോഗ്രാം
ಕಮಾಂಡ್ ಡಬಲ್ ವರ್ಡ್,കമാൻഡ് ഡബിൾ പദം
ಆಜ್ಞಾ ಕಾರ್ಯ,കമാൻഡ് പ്രവർത്തനം
ಆಜ್ಞಾ ವ್ಯಾಖ್ಯಾನಕಾರ,കമാൻഡ് ഇന്റർപ്രെറ്റർ
ಆಜ್ಞಾ ಭಾಷೆಗೆ,കമാൻഡ് ഭാഷ
ಆಜ್ಞಾ ಪಟ್ಟಿ,കമാൻഡ് ലിസ്റ്റ്
ಆಜ್ಞೆಯ ಹೆಸರು,കമാൻഡ് നാമം
ಆಜ್ಞಾ ಪಾಯಿಂಟರ್,പോയിന്റർ കമാൻഡ് ചെയ്യുക
ಸ ೦ ಧಿಗೆ  ಸಂಸ್ಕರಣೆ,ആജ്ഞാപിക്കുക  നടപടി
ಆಜ್ಞಾ ಪ್ರೊಸೆಸರ್,കമാൻഡ് പ്രോസസ്സർ
ಆಜ್ಞೆ ಮರುಪ್ರಯತ್ನಿಸಿ,കമാൻഡ് വീണ്ടും ശ്രമിക്കുക
ಆಜ್ಞಾ ಹೇಳಿಕೆ,കമാൻഡ് സ്റ്റേറ്റ്മെന്റ്
ಆಜ್ಞಾ,കമാൻഡ് സിസ്റ്റം
ಅಭಿಪ್ರಾಯ,അഭിപായം
ಕಾಮೆಂಟ್ ಕ್ಷೇತ್ರ,അഭിപ്രായ ഫീൽഡ്
ಕಾಮೆಂಟ್ ಹೇಳಿಕೆ,അഭിപ്രായ പ്രസ്താവന
ವಾಣಿಜ್ಯ ಅಪ್ಲಿಕೇಶನ್,വാണിജ്യ ആപ്ലിക്കേഷൻ
ವಾಣಿಜ್ಯ ಪಾತ್ರ,വാണിജ്യ സ്വഭാവം
ವಾಣಿಜ್ಯ ಸೂಚನಾ ನಿಗದಿ,കൊമേഴ്സ്യൽ ഇൻസ്ട്രക്ഷൻ സെറ്റ്
ಸಾಮಾನ್ಯ ಪ್ರದೇಶ,പൊതു പ്രദേശം
ಸಾಮಾನ್ಯ ಬ್ಲಾಕ್,കോമൺ ബ്ലോക്ക്
ಸಾಮಾನ್ಯ ವ್ಯವಹಾರ-ಆಧಾರಿತ (COBOL),സാധാരണ ബിസിനസ്സ്-ഓറിയന്റഡ് (കോബോൾ)
ಸಾಮಾನ್ಯ ವಾಹಕ,സാധാരണ കാരിയർ
ಸಾಮಾನ್ಯ ಕ್ಯಾರಿಯರ್ ಬ್ಯೂರೋ,കോമൺ കാരിയർ ബ്യൂറോ
ಸಾಮಾನ್ಯ ಆಜ್ಞಾ ಭಾಷೆ,കോമൺ കമാൻഡ് ഭാഷ
ಸಾಮಾನ್ಯ ಸಂವಹನ ಅಡಾಪ್ಟರ್,സാധാരണ ആശയവിനിമയ അഡാപ്റ്റർ
ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ,പൊതു നിയന്ത്രണം
ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ ಸ್ವಿಚಿಂಗ್ ವ್ಯವಸ್ಥೆ,സാധാരണ നിയന്ത്രണ സ്വിച്ചിംഗ് ക്രമീകരണം
ಸಾಮಾನ್ಯ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ,സാധാരണ നിയന്ത്രണ സംവിധാനം
ಸಾಮಾನ್ಯ ದೋಷ,പൊതു പിശക്
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ,പൊതു ഫീൽഡ്
ಸಾಮಾನ್ಯ ಹಾಯ,സാധാരണ ഹബ്
ಸಾಮಾನ್ಯ ಭಾಷೆ,പൊതു ഭാഷ
ಸಾಮಾನ್ಯ ಭಾಷಾ ಸಂಹಿತೆ,സാധാരണ ഭാഷാ കോഡ്
ಸಾಮಾನ್ಯ ದಿನಚರಿ,സാധാരണ പതിവ്
ಸಾಮಾನ್ಯ ಭಾಗ,സാധാരണ സെഗ്മെന്റ്
ಸಾಮಾನ್ಯ ಸಾಫ್ಟ್‌ವೇರ್,സാധാരണ സോഫ്റ്റ്വെയർ
ಸಾಮಾನ್ಯ ಶೇಖರಣಾ ಪ್ರದೇಶ,സാധാരണ സംഭരണ ​​ഏരിയ
ಸಾಮಾನ್ಯ ಗುರಿ ಯಂತ್ರ,സാധാരണ ടാർഗെറ്റ് മെഷീൻ
