Punjabi,Tamil
ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ,வரைகலை பிரதிநிதித்துவம்
ਵਿਆਸ,விட்டம்
ਵਿਆਸ ਸੈੱਟ ਕਰੋ,விட்டம் அமைக்கவும்
ਵਿਆਸ ਦੇ ਉਲਟ,முற்றிலும் எதிர்
"ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ","குறுக்குவெட்டு, பகடை வீசு"
ਉਭਾਰ ਵਰਗੀਕਰਣ,நீர்வீழ்ச்சி வகைப்பாடு
"ਵਿਭਾਜਨ, ਅੱਧਾ","பிளவு, பாதி"
ਸ਼ਬਦਕੋਸ਼,அகராதி
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,வேறுபட்ட கணக்கீடு
ਅੰਤਰ ਸਮੀਕਰਨ,வகையீட்டு சமன்பாடு
ਅੰਤਰ ਫਾਰਮੂਲਾ,வேறுபட்ட சூத்திரம்
ਅੰਤਰ ਵਿਧੀ,வேறுபட்ட முறை
ਸੈੱਟ ਦੇ ਅੰਤਰ,தொகுப்புகளின் வேறுபாடு
ਵੱਖ ਕਰਨ ਯੋਗ,வேறுபடுத்தக்கூடியது
ਅੰਤਰ ਵਕਰ,வேறுபட்ட வளைவு
ਅੰਤਰ ਫੰਕਸ਼ਨ,வேறுபட்ட செயல்பாடு
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰ","வேறுபாடு, வேறுபாடு, வேறுபாடு, இடைநிலை, இடைநிலை, வேறுபாடு"
ਅੰਤਰ ਗਣਿਤ,வேறுபட்ட கணிதம்
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,வேறுபட்ட குணகம்
ਅੰਤਰ ਸਮੀਕਰਨ,வகையீட்டு சமன்பாடு
ਵਿਭਿੰਨ ਟੱਕਰ,வேறுபட்ட மோதல்
ਅੰਤਰ ਫਾਰਮੂਲਾ,வேறுபட்ட சூத்திரம்
ਅੰਤਰ ਫੰਕਸ਼ਨ,வேறுபட்ட செயல்பாடு
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,வேறுபட்ட வடிவவியல்
ਉੱਚ ਕ੍ਰਮ ਅੰਤਰ,உயர் வரிசை வேறுபாடு
ਵਿਭਿੰਨ ਭਾਗ,வேறுபட்ட பிரிவு
ਵੱਖਰਾ,வேறுபடுத்தி
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","வேறுபாடு, வேறுபாடு"
ਅੰਤਰ ਫਾਰਮੂਲਾ,வேறுபட்ட சூத்திரம்
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,திசையன் வேறுபாடு
"ਫੈਲਾਅ, ਫੈਲਾਅ","பரவல், பரவல்"
"ਸੰਖਿਆ, ਡਾਇਡੇਮ, ਉਂਗਲੀ","எண், டயடம், விரல்"
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,டிஜிட்டல் கணினி
ਅੰਕੀ ਦੱਤ,அங்கி தத்
"ਸੀਮਾ, ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","அளவு, அகலம், பரிமாணம், சக்தி"
ਆਯਾਮ,பரிமாணம்
ਅਯਾਮ ਰਹਿਤ,பரிமாணமற்ற
ਸਮੀਕਰਨ ਮਾਪ,சமன்பாடு பரிமாணம்
ਡਾਇਓਫੈਂਟਸ ਦਾ ਸਮੀਕਰਨ,டியோபாண்டஸ் சமன்பாடு
ਡਿੱਗਣ ਦਾ ਕੋਣ,வீழ்ச்சியின் கோணம்
ਡਾਇਪੋਲ ਕੋਆਰਡੀਨੇਟਸ,இருமுனை ஒருங்கிணைப்புகள்
dipole,இருமுனை
bipyramid,இருபிரமிட்
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,dirac டெல்டா செயல்பாடு
ਆਮ ਸਪਰਸ਼,பொதுவான தொடுகோடு
ਸੱਜੇ ਕੋਣ,வலது கோணம்
ਸਿੱਧੀ ਲਾਈਨ,நேரடியான இணைப்பு
ਸਪੇਸ ਡੈਰੀਵੇਟਿਵ,விண்வெளி வழித்தோன்றல்
"dicosine, dico-cosine","டிகோசின், டிகோ-கொசைன்"
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,அதிகபட்ச திசை
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਿਸ਼ਾ,திட்ட திசை
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,திசை விகிதம்
ਰੈਗੂਲੇਟਰੀ ਚੱਕਰ,ஒழுங்குமுறை வட்டம்
ਰੈਗੂਲੇਟਰ ਚੱਕਰ,ஒழுங்குமுறை வட்டம்
ਅਨੁਲੋਮਾ ਉਤਪਾਦ,அனுலோமா தயாரிப்பு
"ਸਿੱਧਾ ਸਬੂਤ, ਸਿੱਧਾ ਸਬੂਤ","நேரடி ஆதாரம், நேரடி ஆதாரம்"
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,வரிசை விகிதம்
ਕਿਸਮਤ,விதி
ਅਨੁਲੋਮਾ ਜੋੜ,அனுலோம தொகை
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,பிரிக்கப்பட்ட தொகுப்பு
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਬਰੇਕ","இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,வழித்தோன்றலின் தொடர்ச்சியின்மை
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,முதல் வகை இடைநிறுத்தம்
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,இரண்டாவது வகை இடைநிறுத்தம்
ਲਗਾਤਾਰ ਵੰਡ,இடைவிடாத விநியோகம்
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,இடைவிடாத செயல்பாடு
ਲਗਾਤਾਰ ਅੰਤਰ,இடைவிடாத மாறுபாடு
ਕਣ,துகள்கள்
ਲਗਾਤਾਰ ਵੰਡ,இடைவிடாத விநியோகம்
ਨਿਰੰਤਰ ਸੰਭਾਵਨਾ ਵੰਡ,இடைவிடாத நிகழ்தகவு விநியோகம்
ਲਗਾਤਾਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,இடைவிடாத சீரற்ற மாறி
ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ,இடைவிடாத மாதிரி இடம்
ਵੱਖਰਾ ਕੁੱਲ,தனித்த மொத்த
ਵੱਖਰੀ ਆਬਾਦੀ,தனித்துவமான மக்கள் தொகை
ਵੱਖ ਰਾਜ,தனித்துவமான நிலை
ਲਗਾਤਾਰ ਅੰਤਰ,இடைவிடாத மாறுபாடு
ਵਿਤਰਕ ਟੈਕਸ,விநியோக வரி
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,பாரபட்சமான பகுப்பாய்வு
ਅਸੰਬੰਧਿਤ,பிரிந்த
ਅਸੰਬੰਧਿਤ ਘਟਨਾ,முரண்பட்ட நிகழ்வு
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,பிரிக்கப்பட்ட தொகுப்பு
ਡਿਸਜੋਇੰਟ ਸੰਮਿਲਨ,இணையான செருகல்
"ਖੰਡਨ, ਤਰਕਸ਼ੀਲ ਜੋੜ","விலகல், பகுத்தறிவுத் தொகை"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","சிதறல், சிதறல்"
ਫੈਲਾਅ ਚਾਰਟ,சிதறல் விளக்கப்படம்
ਫੈਲਾਅ ਸੂਚਕਾਂਕ,சிதறல் குறியீடு
ਫੈਲਾਅ ਚਿੱਤਰ,சிதறல் வரைபடம்
ਫੈਲਾਅ ਮੈਟਰਿਕਸ,சிதறல் அணி
ਵਿਸਥਾਪਨ,இடப்பெயர்ச்சி
ਪ੍ਰਦਰਸ਼ਨੀ,கண்காட்சி
ਕੰਸੋਲ,பணியகம்
"ਅਸਮਾਨ, ਅਸਮਾਨ","சீரற்ற, சீரற்ற"
dissipating ਫੋਰਸ,சிதறடிக்கும் சக்தி
ਦੂਰੀ ਫੰਕਸ਼ਨ,தூர செயல்பாடு
ਦੂਰੀ ਮਾਡਿਊਲਸ,தூர மாடுலஸ்
ਗੈਰ-ਵਿਤਰਕ,விநியோகிக்காதது
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","விநியோக விதி, விநியோக விதி"
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","கலைக்க, கலைக்க"
"ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ","வேற்றுமை, வேற்றுமை, வேற்றுமை"
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,வேறுபாடு தேற்றம்
ਵੱਖਰੇ,மாறுபட்ட
ਵੱਖ-ਵੱਖ ਸੀਮਾ,மாறுபட்ட வரம்பு
ਵੰਡਿਆ ਅੰਤਰ,பிளவு வேறுபாடு
"ਵੰਡਣਯੋਗਤਾ, ਵੰਡਣਯੋਗਤਾ","வகுத்தல், வகுத்தல்"
"ਵੰਡਣਯੋਗ, ਵੰਡਣਯੋਗ","வகுபடக்கூடிய, வகுபடக்கூடிய"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","பிரிவு, பிரிவு, பிரிவு"
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,பிரிவு அல்காரிதம்
ਸਪਲਿਟ ਰਿੰਗ,பிளவு வளையம்
ਚਤੁਰਭੁਜ,நாற்கர
ਡੇਕਗਨ,தசாகோணம்
"ਡੋਮੇਨ, ਡੋਮੇਨ, ਪ੍ਰਾਂਤ, ਖੇਤਰ","டொமைன், டொமைன், மாகாணம், பிரதேசம்"
ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,செயல்பாட்டின் களம்
ਪਰਿਭਾਸ਼ਾ-ਪ੍ਰਾਂਤ,வரையறை-மாகாணம்
ਹੋਂਦ ਦੀ ਸਥਿਤੀ,இருப்பு நிலை
ਓਵਰਰਾਈਡਿੰਗ ਡਿਵਾਈਸ,மேலெழுந்து சாதனம்
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,டாப்ளர் விளைவு
"ਬਿੰਦੂ ਉਤਪਾਦ, ਸਕੇਲਰ ਉਤਪਾਦ","புள்ளி தயாரிப்பு, அளவிடல் தயாரிப்பு"
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,புள்ளியிடப்பட்ட வளைவு
ਦੋਹਰਾ ਅੰਤਰ,இரட்டை வேறுபாடு
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,இரட்டை அதிவேக விநியோகம்
ਡਬਲ ਕੋਇਲ,இரட்டை சுருள்
ਬਾਈਨਰੀ ਅਟੁੱਟ,பைனரி ஒருங்கிணைப்பு
ਬਾਈਨਰੀ ਏਕੀਕਰਣ,பைனரி ஒருங்கிணைப்பு
ਡਬਲ ਸੀਮਾ,இரட்டை வரம்பு
ਡਬਲ ਨਮੂਨਾ ਲੈਣ ਦੀ ਘਟਨਾ,இரட்டை மாதிரி நிகழ்வு
ਡਬਲ ਕ੍ਰਮ,இரட்டை வரிசை
ਡਬਲ ਸੀਰੀਜ਼,இரட்டை தொடர்
ਡਬਲ-ਅਟੈਚਡ ਨੋਟੇਸ਼ਨ,இரட்டை இணைக்கப்பட்ட குறியீடு
ਡਬਲ ਸੰਕਲਨ,இரட்டை தொகுப்பு
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,கீழ்நோக்கிய முடுக்கம்
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,கீழ்நோக்கிய இடப்பெயர்ச்சி
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,கீழ்நோக்கிய இயக்கம்
ਹੇਠਾਂ ਵੱਲ ਦੀ ਗਤੀ,கீழ்நோக்கிய வேகம்
ਖਿੱਚ,இழுவை
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,இழுவை சக்தி
"ਦੋਹਰਾ ਦਵੈਤ,",இரட்டை இருமை
ਦੋਹਰਾ ਅਧਾਰ,இரட்டை அடிப்படை
ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ,இரட்டை உள் தயாரிப்பு
ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ,இரட்டை நேரியல் நிரலாக்க சிக்கல்
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
ਦੋਹਰੀ ਸਮੱਸਿਆ,இரட்டை பிரச்சனை
ਦੋਹਰਾ ਸਿੰਗਲ ਐਲਗੋਰਿਦਮ,இரட்டை ஒற்றை அல்காரிதம்
ਦੋਹਰਾ ਸਿੰਗਲ ਢੰਗ,இரட்டை ஒற்றை முறை
ਦੋਹਰੀ ਸਪੇਸ,இரட்டை இடம்
ਦੋਹਰਾ ਵੇਰੀਏਬਲ,இரட்டை மாறி
ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ,இரட்டை திசையன் இடம்
ਚੁੱਪ ਸੂਚਕਾਂਕ,அமைதியான குறியீடு
ਚੁੱਪ ਫੁੱਟਰ,அமைதியான அடிக்குறிப்பு
ਚੁੱਪ ਇਕਰਾਰਨਾਮਾ,அமைதியான ஒப்பந்தம்
ਚੁੱਪ ਵੇਰੀਏਬਲ,அமைதியான மாறி
ਨਕਲ,நகல்
ਗਤੀਸ਼ੀਲ,மாறும்
ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ,மாறும் அமைப்பு
ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ,மாறும் தேவை செயல்பாடு
ਗਤੀਸ਼ੀਲ ਮਾਡਲ,டைனமிக் மாதிரி
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,மாறும் நிரலாக்க
ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ,மாறும் நிரலாக்க அணுகுமுறை
ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ,டைனமிக் நிரலாக்க நுட்பங்கள்
"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ","இயக்கவியல், இயக்கவியல்"
ਕਣ ਗਤੀਸ਼ੀਲਤਾ,துகள் இயக்கவியல்
ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ,கடினமான உடல் இயக்கவியல்
"ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ ਸੰਪਰਕ (ਵਰ.)","பூமி, பூமி, பூமி, பூமி, பூமி, பூமி, பூமி தொடர்பு (ver.)"
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,பூகம்பத்தின் தீவிரம்
ਸਨਕੀਤਾ,விசித்திரத்தன்மை
ਧਾਰਨਾ,அனுமானம்
ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ,பொருளாதார கணிப்பு
ਅਰਥ ਸ਼ਾਸਤਰੀ,பொருளாதார நிபுணர்
ਅਰਥ ਗਣਿਤ,பொருளாதார அளவியல்
ਅਰਥ ਸ਼ਾਸਤਰ,பொருளாதாரம்
"ਕੋਰ, ਕਿਨਾਰਾ, ਅੱਥਰੂ","கோர், விளிம்பு, கண்ணீர்"
ਸਮੁੱਚੇ ਕੋਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ,ஒட்டுமொத்த மையத்தை எதிர்கொள்ளும்
ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ,செயல்திறன் குறியீடு
ਗੁਣ ਤੱਤ,பண்பு உறுப்பு
ਵਿਸ਼ੇਸ਼ਤਾ ਫੰਕਸ਼ਨ,பண்பு செயல்பாடு
"eigen ਮੁੱਲ, ਗੁਣ ਮੁੱਲ","ஈஜென் மதிப்பு, பண்பு மதிப்பு"
ਗੁਣ ਮੁੱਲ ਸਮੀਕਰਨ,பண்பு மதிப்பு சமன்பாடு
"ਈਜੇਨ ਵੈਕਟਰ, ਗੁਣ ਵੈਕਟਰ","ஈஜென் திசையன், பண்பு திசையன்"
ਲਚਕੀਲੇ,மீள்
ਲਚਕੀਲੇ ਪਲੱਸਤਰ,மீள் நடிகர்
ਲਚਕੀਲੇ ਸੰਤੁਲਨ,மீள் சமநிலை
ਲਚਕਤਾ,நெகிழ்ச்சி
ਲਚਕੀਲਾ ਪੰਨਾ,நெகிழ்ச்சி பக்கம்
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ","மின்னணு கணினி, மின்னணு கணினி"
"ਤੱਤ, ਤੱਤ, ਤੱਤ","உறுப்பு, உறுப்பு, உறுப்பு"
ਸ਼ੁਰੂਆਤੀ ਕਾਲਮ ਕਾਰਵਾਈ,ஆரம்ப நெடுவரிசை செயல்பாடு
ਸ਼ੁਰੂਆਤੀ ਘਟਨਾ,ஆரம்ப நிகழ்வு
ਸ਼ੁਰੂਆਤੀ ਫੰਕਸ਼ਨ,ஆரம்ப செயல்பாடு
ਸ਼ੁਰੂਆਤੀ ਕਾਰਵਾਈ,துவக்க செயல்பாடு
ਸ਼ੁਰੂਆਤੀ ਨਤੀਜੇ,ஆரம்ப முடிவுகள்
ਸ਼ੁਰੂਆਤੀ ਸੰਭਾਵਨਾ ਨਿਯਮ,ஆரம்ப நிகழ்தகவு விதி
ਲਾਈਨ ਓਪਰੇਸ਼ਨ ਸ਼ੁਰੂ ਕਰਨਾ,தொடக்க வரி செயல்பாடு
"ਨਾਸ ਕਰਨਾ, ਨਸ਼ਟ ਕਰਨਾ,","அழித்து, அழித்து"
ਰੈਜ਼ੋਲੂਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,தீர்வு செயல்முறை
"ਅੰਡਾਕਾਰ, ਅੰਡਾਕਾਰ","நீள்வட்டம், நீள்வட்டம்"
ਅੰਡਾਕਾਰ,நீள்வட்டம்
ਅੰਡਾਕਾਰ,நீள்வட்டம்
ਅੰਡਾਕਾਰ ਸਤਹ,நீள்வட்ட மேற்பரப்பு
ਅੰਡਾਕਾਰ ਸਰੀਰ,நீள்வட்ட உடல்
ਏਮਬੈਡਿੰਗ,உட்பொதித்தல்
ਨਿਕਾਸ,உமிழ்வுகள்
ਅਨੁਭਵੀ ਭਰੋਸਾ,அனுபவ நம்பிக்கை
ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ,அனுபவ சூத்திரம்
ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ,அனுபவ நிகழ்தகவு
ਅਨੁਭਵੀ ਸਬੰਧ,அனுபவ உறவு
ਖਾਲੀ ਸੈੱਟ,வெற்று தொகுப்பு
ਬੰਨ੍ਹਿਆ ਹੋਇਆ,கட்டுப்பட்டது
"ਏਨਕੋਡਿੰਗ, ਕੋਡਿੰਗ","குறியாக்கம், குறியாக்கம்"
ਅੰਤਰਕਾਰਜਸ਼ੀਲਤਾ,இயங்கக்கூடிய தன்மை
ਅੰਤ ਬਿੰਦੂ,இறுதி புள்ளி
ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
ਊਰਜਾ,ஆற்றல்
ਊਰਜਾ-ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ,ஆற்றல் வேக கூறு
ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ,நுழைவு மாறி
ਗਿਣਨਯੋਗ ਸੈੱਟ,கணக்கிடக்கூடிய தொகுப்பு
"ਗਿਣਤੀ, ਗਿਣਤੀ","எண்ணு, எண்ணு"
"ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ","சம, சம, சம, சம"
"ਸਮਾਨਤਾ, ਸਮਾਨਤਾ","சமத்துவம், சமத்துவம்"
ਸੰਭਾਵਨਾ,வாய்ப்பு
ਵੀ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ,கூட நிகழ்தகவு தேர்வு முறை
ਬਰਾਬਰ,சமன்
"ਸਮੀਕਰਨ, ਸਮੀਕਰਨ","சமன்பாடு, சமன்பாடு"
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,இருபடி சமன்பாடு
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,இருபடி சமன்பாடு
ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ,இருபடி சமன்பாடு
"ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ","பூமத்திய ரேகை, பூமத்திய ரேகை, நடுக்கோடு"
ਇਕਸਾਰ,சீரான
ਬਰਾਬਰ,சமபக்க
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","சமநிலை, சமநிலை, சமநிலை"
ਬਲ ਸੰਤੁਲਨ,சக்தி சமநிலை
ਸੰਤੁਲਨ ਬਿੰਦੂ,சமநிலை புள்ளி
ਸਮਾਨਤਾ,சமத்துவம்
ਸਮਾਨਤਾ ਵਰਗ,சமநிலை வகுப்பு
ਸਮਾਨਤਾ ਸਬੰਧ,சமமான உறவு
"ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (ed.)","சமமான, சமமான (வி.), சமமான (எட்.)"
ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ,சமமான மேட்ரிக்ஸ்
ਬਰਾਬਰ ਸੈੱਟ,சமமான தொகுப்பு
ਰੁਝਾਨ,போக்குகள்
"ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ","பிழை, தவறு, தவறு, துல்லியமின்மை"
ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,பிழை பகுப்பாய்வு
ਗਲਤੀ ਕੋਡ,பிழை குறியீடு
ਗਲਤੀ ਗੁਣਾਂਕ,பிழை குணகம்
ਵਰਗ ਮਤਲਬ ਗਲਤੀ,சதுர சராசரி பிழை
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,முதல் வகை பிழை
ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ,இரண்டாவது வகை பிழை
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,தப்பிக்கும் நிகழ்தகவு
ਬਚਣ ਦੀ ਗਤੀ,தப்பிக்கும் வேகம்
ਈ. ਸ਼ਮਿਟ ਮੋਬਿਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ,E. ஷ்மிட்டின் அணிதிரட்டல் செயல்முறை
ਬਾਹਰੀ,சகஜமாகப்பழகு
"ਜ਼ਰੂਰੀ, ਜ਼ਰੂਰੀ","அத்தியாவசியமான, அத்தியாவசியமான"
ਲਗਭਗ ਵਿਲੱਖਣ,கிட்டத்தட்ட தனித்துவமானது
"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ (ਵੇਰ.), ਮੁਲਾਂਕਣ ਕਰਨਾ (ਐਡੀ.)","மதிப்பிடுவதற்கு, மதிப்பிடுவதற்கு (ver.), மதிப்பிடுவதற்கு (ed.)"
ਅੰਦਾਜ਼ਾ ਵਿਧੀ,மதிப்பீட்டு முறை
ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,யூக்ளிடியன் ஆயத்தொகுப்புகள்
ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ,யூக்ளிடியன் டொமைன்
ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ,யூக்ளிடியன் வடிவியல்
ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ,யூக்ளிடியன் n-வெளி
ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼,யூக்ளிடியன் விமானம்
ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ,ஆய்லரின் தேற்றம்
"ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ","மதிப்பிடு, மதிப்பிடு"
ਵੀ,கூட
ਵੀ ਕਰਵ,கூட வளைவு
ਵੀ ਫੰਕਸ਼ਨ,கூட செயல்பாடு
ਇੱਥੋਂ ਤੱਕ ਕਿ ਰਿਫ੍ਰੈਕਟਰੀ,கூட பயனற்றது
ਸਮ ਸੰਖਿਆ,இரட்டைப்படை எண்
ਅਜੀਬ ਸਮਰੂਪਤਾ,ஒற்றைப்படை சமச்சீர்
ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ,வரிசைமாற்றம் கூட
"ਘਟਨਾ, ਕਿੱਸਾ","நிகழ்வு, அத்தியாயம்"
isomorphism,ஐசோமெட்ரிக்
"ਬਿਲਕੁਲ, ਬਿਲਕੁਲ, ਬਿਲਕੁਲ","துல்லியமான, துல்லியமான, சரியாக"
ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ,துல்லியமான சி-சதுர சோதனை
ਸਹੀ ਅੰਤਰ,சரியான வேறுபாடு
ਸਹੀ ਸਮੀਕਰਨ,சரியான சமன்பாடு
ਉਦਾਹਰਨ,உதாரணமாக
ਐਕਸਚੇਂਜ,பரிமாற்றம்
ਖਾਸ ਘਟਨਾ,குறிப்பிட்ட நிகழ்வு
ਹੋਂਦ ਸੰਬੰਧੀ axiom,இருத்தலியல் கோட்பாடு
ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,உயிர்வாழும் நிகழ்தகவு
ਹੋਂਦ ਦਾ ਸਿਧਾਂਤ,இருப்பு தேற்றம்
ਬਾਹਰੀ ਵੇਰੀਏਬਲ,வெளிப்புற மாறி
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ","பரவியது, பரவியது"
ਉਮੀਦ ਫੰਕਸ਼ਨ,எதிர்பார்ப்பு செயல்பாடு
ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ,எதிர்பார்க்கப்படும் அதிர்வெண்
ਅਨੁਮਾਨਿਤ ਮੁੱਲ,எதிர்பார்க்கப்படும் மதிப்பு
ਪ੍ਰਯੋਗ,பரிசோதனை
"ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ, ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ","சோதனை பிழை, சோதனை பிழை"
"ਵਿਆਖਿਆ, ਵਿਆਖਿਆ","விளக்கம், விளக்கம்"
ਸਪੱਸ਼ਟ ਸਮੀਕਰਨ,தெளிவான சமன்பாடு
ਸਪੱਸ਼ਟ ਤੌਰ &#39;ਤੇ,தெளிவாக
ਸਾਫ ਫੰਕਸ਼ਨ,தெளிவான செயல்பாடு
ਸਾਫ ਹੱਲ,தெளிவான தீர்வு
ਘਾਤਕ,அடுக்கு
ਘਾਤਕ ਵਕਰ,அதிவேக வளைவு
ਘਾਤਕ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ,அதிவேக நிகழ்தகவு செயல்பாடு
ਘਾਤਕ ਵੰਡ,அதிவேக விநியோகம்
ਘਾਤਕ ਸਮੀਕਰਨ,அதிவேக சமன்பாடு
