Malayalam,Assamese
ശരാശരിയുടെ നിയന്ത്രണ ചാർട്ട്,গড়ৰ নিয়ন্ত্ৰণ চাৰ্ট
വൈകല്യങ്ങളുടെ നിയന്ത്രണം,দোষ নিয়ন্ত্ৰণ
പരിസരത്തിന്റെ നിയന്ത്രണം,চৌহদৰ নিয়ন্ত্ৰণ
വേരിയബിളുകളുടെ നിയന്ത്രണം,চলকসমূহৰ নিয়ন্ত্ৰণ
"ഒത്തുചേരുക, ഒത്തുചേരുക","to converge, অভিসৰণ কৰা"
ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,গড় অভিসৰণ
ചതുരം എന്നാൽ ഒത്തുചേരൽ എന്നാണ് അർത്ഥമാക്കുന്നത്,বৰ্গ গড় অভিসৰণ
സംഭാവ്യതയിൽ ഒത്തുചേരൽ,সম্ভাৱনাত অভিসৰণ
ഒത്തുചേരൽ പരിധി,অভিসৰণ সীমা
ഒത്തുചേരൽ ആരം,অভিসৰণ ব্যাসাৰ্ধ
ഒത്തുചേരൽ മേഖല,অভিসৰণ অঞ্চল
"converge (ver.), converge (n.)","converge (ver.), অভিসৰণ (n.)"
ഒത്തുചേരൽ ക്രമം,অভিসৰণকাৰী ক্ৰম
ഒത്തുചേരൽ പരമ്പര,অভিসৰণকাৰী শৃংখলা
"എതിർ, എതിർ","বিপৰীত, বিপৰীত"
വിപരീതമായി വൈത്യസനേ,ইয়াৰ বিপৰীতে ব্যত্যাসনে
പരിവർത്തന അംശം,ৰূপান্তৰ ভগ্নাংশ
പരിവർത്തന പട്ടിക,ৰূপান্তৰ টেবুল
അഭിമുഖീകരിക്കുന്നു,দূৰলৈ মুখ কৰি
ശരീരം അഭിമുഖീകരിക്കുന്നു,মুখ কৰি থকা শৰীৰ
വിപരീത കോമ്പിനേഷൻ,বিপৰীত সংমিশ্ৰণ
അഭിമുഖീകരിക്കുന്ന കവർ,ফেচিং কভাৰ
വ്യതിചലിക്കുന്ന പ്രവർത്തനം,ডিভিয়েন্ট ফাংচন
ലീനിയർ അക്യുമുലേഷൻ അഭിമുഖീകരിക്കുന്നു,ৰৈখিক সঞ্চয়ৰ সন্মুখীন হোৱা
ലീനിയർ പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,ৰৈখিক প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা
വിദൂര ജനസംഖ്യയെ അഭിമുഖീകരിക്കുന്നു,দূৰত্বৰ জনসংখ্যাৰ সন্মুখীন হোৱা
പോളിഹെഡ്രോൺ അഭിമുഖീകരിക്കുന്നു,পলিহেড্ৰনৰ সন্মুখীন হোৱা
പ്രോഗ്രാമിംഗ് അഭിമുഖീകരിക്കുന്നു,প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা
അഭിമുഖീകരിക്കുന്ന പ്രദേശം,মুখামুখি অঞ্চল
അഭിമുഖീകരിക്കുന്ന സെറ്റ്,ফেচিং চেট
സംവഹനം,সংবহন
സംയോജിത സംയോജനം,অভিসৰণ অখণ্ড
കംപ്രഷൻ സിദ്ധാന്തം,সংকোচন উপপাদ্য
"ഏകോപിപ്പിക്കുക, ഏകോപിപ്പിക്കുക, സഹവർത്തിത്വം","স্থানাংক, স্থানাংক, সচল"
ഡയറക്ടർ അച്ചുതണ്ട്,পৰিচালক অক্ষ
കോർഡിനേറ്റ് ജ്യാമിതി,স্থানাংক জ্যামিতি
കോർഡിനേറ്റ് വിമാനം,স্থানাংক সমতল
കോർഡിനേറ്റുകൾ,স্থানাংক
"കോർഡിനേറ്റ് സിസ്റ്റം, ഇൻസ്ട്രക്ഷൻ സിസ്റ്റം","স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা"
കോപ്പർനിക്കസ്-ശരീരം,কপাৰ্নিকাছ-শৰীৰ
പ്ലാനർ,সমতল
കോപ്ലനാർ ഫോഴ്സ്,কোপ্লেনাৰ বল
പരന്നത,সমতলতা
പ്രധാന സംഖ്യ,মৌলিক সংখ্যা
"തിരുത്തൽ ഗുണനം, തിരുത്തൽ ഗുണനം","সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক"
ശരിയായ പരിഹാരം,শুদ্ধ সমাধান
സഹ ബന്ധം,সহ - সম্পৰ্ক
പരസ്പരബന്ധം ഗുണകം,সম্পৰ্ক সহগ
പരസ്പരബന്ധം ഡയഗ്രം,সম্পৰ্কীয় ডায়েগ্ৰাম
പരസ്പരബന്ധം പ്രവർത്തനം,সম্পৰ্কীয় ফলন
"കോറിലേഷൻ മാട്രിക്സ്, കോറിലേഷൻ മാട്രിക്സ്","সম্পৰ্কীয় মেট্ৰিক্স, সম্পৰ্কীয় মেট্ৰিক্স"
പരസ്പര ബന്ധ അനുപാതം,সম্পৰ্কীয় অনুপাত
പരസ്പരബന്ധം ഡയഗ്രം,সম্পৰ্কীয় ডায়েগ্ৰাম
പരസ്പരബന്ധം-ചിത്ര വിശകലനം,সম্পৰ্ক-চিত্ৰ বিশ্লেষণ
"പൊരുത്തപ്പെടുത്തുക, പൊരുത്തപ്പെടുത്തുക","to correspond, to correspond"
അസോസിയേഷന്റെ നിയമങ്ങൾ,সামঞ্জস্যতা নিয়ম
അനുബന്ധ കോൺ,সংশ্লিষ্ট কোণ
അനുയോജ്യമായ വശം,সামঞ্জস্যপূৰ্ণ দিশ
സെറ്റ്,স্থাপন কৰা
"cosine, cotizya","কোচাইন, কটিজিয়া"
കോസൈനുകളുടെ ഭരണം,cosines নিয়ম
ചെലവ് വിശകലനം,খৰচ বিশ্লেষণ
ചെലവ് പരമാവധിയാക്കൽ,খৰচ সৰ্বাধিক কৰা
എണ്ണൽ സിദ്ധാന്തം,গণনাযোগ্যতা স্বতন্ত্ৰতা
എണ്ണാവുന്ന,গণনাযোগ্য
എണ്ണാവുന്ന സങ്കലനം,গণনাযোগ্য যোগকৰণ
എണ്ണാവുന്ന അടിസ്ഥാനം,গণনাযোগ্য ভিত্তি
എണ്ണാവുന്ന അടിസ്ഥാനം,গণনাযোগ্য ভিত্তি
എണ്ണാവുന്ന സെറ്റ്,গণনাযোগ্য ছেট
എണ്ണിയാലൊടുങ്ങാത്തത്,গণনাযোগ্যভাৱে অসীম
"കാൽക്കുലേറ്റർ, പാനൽ, കൌണ്ടർ","কেলকুলেটৰ, পেনেল, কাউণ্টাৰ"
എതിർ ഘടികാരദിശയിൽ പാഴാക്കൽ,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত অপচয় কৰা
എതിർ ഉദാഹരണം,প্ৰতিউদাহৰণ
സഹവർത്തിത്വം,সহাৱস্থান
സഹവർത്തിത്വ നിയമം,সহাৱস্থান নিয়ম
കോവേരിയൻസ് മാട്രിക്സ്,সহাৱস্থান মেট্ৰিক্স
സഹവർത്തിത്വ രീതി,সহাৱস্থান পদ্ধতি
സഹവർത്തിത്വ രീതി,সহাৱস্থান পদ্ধতি
ക്രാമർ നിയമം,ক্ৰেমাৰৰ নিয়ম
ക്രാമർ-റാവു അസമത്വം,ক্ৰেমাৰ-ৰাওৰ বৈষম্য
വസ്തുനിഷ്ഠമായ പ്രവർത്തനം,বস্তুনিষ্ঠ কাৰ্য্য
നിർണായക ആംഗിൾ,জটিল কোণ
നിര്ണ്ണായക ബിന്ദു,জটিল বিন্দু
പ്രവർത്തനത്തിന്റെ നിർണായക പോയിന്റ്,ফলনৰ জটিল বিন্দু
നിർണായക മൂല്യം,জটিল মূল্য
നിർണായക വേഗത,জটিল বেগ
ഇൻവേഴ്സ് കോറിലേഷൻ ഫംഗ്ഷൻ,বিপৰীত সম্পৰ্কীয় ফলন
"വെക്റ്റർ-ഉൽപ്പന്നം, വെക്റ്റർ-ഉൽപ്പന്നം","ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন"
ഇടിമിന്നൽ അനുപാതം,বজ্ৰপাতৰ অনুপাত
ക്രോസ് സെക്ഷൻ,ক্ৰছ ছেকচন
ക്രിപ്റ്റോഗ്രഫി,ক্ৰিপ্টোগ্ৰাফী
"ക്യൂബ്, ക്യൂബ്","ঘনক, ঘনক"
ക്യൂബ് നമ്പർ,ঘনক সংখ্যা
ക്യൂബ് റൂട്ട്,ঘনক মূল
"ക്യൂബ്, ക്യൂബിക്, ക്യൂബിക്, ക്വാഡ്രാറ്റിക്, ത്രികോണം, ക്യൂബിക്","ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন"
"ക്യൂബ്, ക്യൂബ്, ക്യൂബിക്","ঘন, ঘন, ঘন"
ക്വാഡ്രാറ്റിക് സമവാക്യം,দ্বিঘাত সমীকৰণ
ക്യുബിക് ഇഞ്ച്,ঘন ইঞ্চি
ക്യുബിക് മീറ്റർ,ঘন মিটাৰ
ചതുരാകൃതിയിലുള്ള പരവലയം,দ্বিঘাত প্যাৰাবোলা
ക്യൂബ് റൂട്ട്,ঘনক মূল
ട്രിപ്പിൾ ടേം,ট্ৰিপল টাৰ্ম
ഓർത്തോഗണൽ സമാന്തരം,অৰ্থোগনেল সমান্তৰাল
"സഞ്ചിത സമാഹരിച്ചത്,",ক্ৰমবৰ্ধমান সংকলিত
ക്യുമുലേറ്റീവ് കർവ്,ক্ৰমবৰ্ধমান বক্ৰ
സഞ്ചിത വിതരണ പ്രവർത്തനം,ক্ৰমবৰ্ধমান বিতৰণ ফলন
സഞ്ചിത ആവൃത്തി,ক্ৰমবৰ্ধমান কম্পাঙ্ক
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഫംഗ്‌ഷൻ,ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন
ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ് ക്യുമുലേറ്റീവ് ഫ്രീക്വൻസി ഗ്രാഫ്,ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ
ക്യുമുലേറ്റീവ് പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন
"ചുരുളൻ, ക്വിന്റൽ","curl, কুইন্টল"
ദ്വിസമാന്തര വക്രം,দ্বিসমান্তৰাল বক্ৰ
വെക്റ്റർ ചുരുളൻ,ভেক্টৰ কাৰ্ল
"വില്ലു ബ്രേസ്, കമാനം","ধনু, খিলান"
ധാര,নিজৰা
ചലിക്കുന്ന പോയിന്റ്,চলন্ত বিন্দু
വക്രത,বক্ৰতা
വക്രത പ്രഭാവം,বক্ৰতা প্ৰভাৱ
വളവ്,বক্ৰ
വളഞ്ഞ രേഖ,বক্ৰ ৰেখা
കർവ് ട്രേസിംഗ്,বক্ৰ ট্ৰেচিং
വളഞ്ഞ അസിംപ്റ്റോട്ട്,বক্ৰৰেখাৰ এছিম্পটট
curvilinear കോർഡിനേറ്റുകൾ,বক্ৰৰেখা স্থানাংক
കർവിലീനിയർ റിഗ്രഷൻ,বক্ৰৰেখাৰ ৰিগ্ৰেছন
"അവ്യക്തമായ, കൂമ്പാരം","অস্পষ্ট, cusp"
"വീൽ, റൊട്ടേഷൻ, സൈക്കിൾ, കാസ്റ്റിംഗ് വീൽ, കോംപാക്ഷൻ വീൽ","চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা"
ചാക്രിക വ്യതിയാനം,চক্ৰীয় ভ্যাৰিয়েন্স
സൈക്ലിക് വെക്റ്റർ ഉൽപ്പന്നം,চক্ৰীয় ভেক্টৰ উৎপাদন
ചാക്രിക ആവശ്യം,চক্ৰীয় চাহিদা
ചാക്രിക പദപ്രയോഗം,চক্ৰীয় প্ৰকাশ
ചാക്രിക ഗ്രൂപ്പ്,চক্ৰীয় গোট
ചാക്രിക ക്രമമാറ്റം,চক্ৰীয় ক্ৰমবিন্যাস
"സൈക്ലോയ്ഡ്, സൈക്ലോയ്ഡ്","চাইক্ল&#39;ইড, চাইক্ল&#39;ইড"
"സിലിണ്ടർ, സിലിണ്ടർ","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ, സിലിണ്ടർ","নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ"
സിലിണ്ടർ പേജ്,চিলিণ্ডাৰ পৃষ্ঠা
"പൂജ്യം, സൈഫർ","শূন্য, চাইফাৰ"
ദിൽബെർട്ടിന്റെ സിദ്ധാന്തം,ডিলবাৰ্টৰ মতবাদ
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ചലനം,ডেম্প কৰা সহজ হাৰমনিক গতি
സ്ഥിരമായ ഈർപ്പം,ডেম্পিং ধ্ৰুৱক
"ദത്ത്, ഉപട്ട, ഡാറ്റ, ട്രസ്റ്റ്","দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট"
ദത്ത് ഏറ്റെടുക്കുന്നു,দত্ত আণ্ডাৰটেকিং
ട്രസ്റ്റ് റിസോഴ്സ് സിസ്റ്റം,বিশ্বাস সম্পদ ব্যৱস্থা
ഡാറ്റ പ്രോസസ്സർ,ডাটা প্ৰচেছৰ
ഡാറ്റ ഷീറ്റ്,ডাটা শ্বীট
ദശാഭുജം,decagon
ദശാഗ്രാം,ডেকাগ্ৰাম
ദശാമീറ്റർ,ডেকামিটাৰ
ശോഷണ സൂചിക,ক্ষয় সূচকাংক
ശോഷണ വക്രം,ক্ষয় বক্ৰ
ഗംഭീരമായ പ്രവർത്തനം,মাৰ্জিত কাৰ্য্য
ദേശിഗ്രാം,desigram
ദശാംശം,দশমিক
"ദശാംശം, ദശാംശം","দশমিক, দশমিক"
ദശാംശ കോഡ്,দশমিক ক&#39;ড
ദശാംശ കോഡ് ചെയ്ത അക്കം,দশমিক ক&#39;ডযুক্ত অংক
ദശാംശ വികാസം,দশমিক প্ৰসাৰণ
ദശാംശ അംശം,দশমিক ভগ্নাংশ
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,দশমিক সংকেত ব্যৱস্থা
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,দশমিক সংকেত ব্যৱস্থা
ദശാംശ,দশমিক বিন্দু
ദശാംശ സ്കെയിൽ,দশমিক স্কেল
ദശാംശ വ്യവസ്ഥ,দশমিক ব্যৱস্থা
ഡെസിമീറ്റർ,ডেচিমিটাৰ
എൻകോഡിംഗ്,এনকোডিং
തീരുമാന മാതൃക,সিদ্ধান্তৰ আৰ্হি
തീരുമാന സിദ്ധാന്തം,সিদ্ধান্ত তত্ত্ব
തീരുമാനം വേരിയബിൾ,সিদ্ধান্ত চলক
"ഡീകോഡർ, ഡീകോഡർ","ডিকোডাৰ, ডিকোডাৰ"
"എൻകോഡിംഗ്, ഡീകോഡിംഗ്","এনকোডিং, ডিকোডিং"
വേർപെടുത്താവുന്ന സെറ്റ്,পৃথক কৰিব পৰা ছেট
കുറയുന്നു,ডিমিনিচিং
പ്രവർത്തനം കുറയുന്നു,ডিমিনিচিং ফাংচন
ഡെഡെകിൻഡ്-കട്ട്,ডেডেকাইণ্ড-কাট
ഡെഡെകൈൻഡ്-സിദ്ധാന്തം,ডেডেকাইণ্ড-উপাপাদ্য
സംയോജിപ്പിക്കാൻ,অন্তৰ্ভুক্ত কৰা
കോർപ്പറേറ്റ് പ്രാക്ടീസ്,কৰ্পৰেট প্ৰেকটিছ
തെറ്റായ,ভুল কৰা
നിർവചന സമവാക്യം,সংজ্ঞাগত সমীকৰণ
നിശ്ചിത അവിഭാജ്യ,নিৰ্দিষ্ট অখণ্ড
നിശ്ചിത മാട്രിക്സ്,ফিক্সড মেট্ৰিক্স
"നിർവചനം, വ്യക്തത, ഉറപ്പ്","সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা"
രൂപഭേദം വക്രം,বিকৃতি বক্ৰ
വളച്ചൊടിച്ച പേജ്,বিকৃত পৃষ্ঠা
"ധിക്കാരം, ധിക്കാരം","debauchery, অশ্লীলতা"
ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ,পৰিবহণৰ সমস্যাত ভুল হোৱা
"ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം","ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী"
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി,অৱভেদ্য সমীকৰণৰ শক্তি
"സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം","স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা"
ബഹുപദത്തിന്റെ ശക്തി,বহুপদৰ শক্তি
പരിവാരങ്ങളെ പുറത്താക്കി,বহিষ্কাৰ কৰা এনট্যুৰেজ
ഡെൽറ്റ പ്രവർത്തനം,ডেল্টা ফাংচন
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,চাহিদা আৰু উপযোগিতা বক্ৰ
ഡിമാൻഡ് സമവാക്യം,চাহিদা সমীকৰণ
ഡിമാൻഡ് ഫംഗ്ഷൻ,চাহিদা কাৰ্য্য
ജനസംഖ്യാ പഠനങ്ങൾ,জনগাঁথনিগত অধ্যয়ন
ജനസംഖ്യാശാസ്ത്രം,জনগাঁথনি
മോവർ സിദ്ധാന്തം,the-mower উপপাদ্য
"തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക","প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা"
"പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം","প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন"
പ്രാതിനിധ്യ ജ്യാമിതി,প্ৰতিনিধিত্বমূলক জ্যামিতি
ഓരോന്നും,প্ৰত্যেক
സാന്ദ്രമായ മൊത്തം,ঘন সমষ্টি
"സാന്ദ്രത, സാന്ദ്രത","ঘনত্ব, ঘনত্ব"
എണ്ണാവുന്ന സെറ്റ്,গণনাযোগ্য ছেট
ആരോഹണ സ്ഥിരാങ്കം,আৰোহী ধ্ৰুৱক
ആശ്രിത സംഭവം,নিৰ্ভৰশীল ইভেন্ট
ആശ്രിത റാൻഡം വേരിയബിൾ,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
ആശ്രിത വേരിയബിൾ,নিৰ্ভৰশীল চলক
ആശ്രിത വേരിയബിൾ,নিৰ্ভৰশীল চলক
വിഷാദത്തിന്റെ ആംഗിൾ,বিষণ্ণতাৰ কোণ
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ","ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য"
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്","ডেৰাইভেটিভ, ডেৰাইভেটিভ"
ഉത്ഭവിച്ച ശ്രേണി,ব্যুৎপন্ন পৰিসৰ
ഉരുത്തിരിഞ്ഞ സെറ്റ്,ব্যুৎপত্তি কৰা গোট
"ഇറക്കം, ഇറക്കം","অৱতৰণ কৰা, অৱতৰণ কৰা"
അവരോഹണ ക്രമം,অৱনমিত ক্ৰম
അവരോഹണ ശ്രേണി,অৱনমিত পৰিসৰ
പ്രൊജക്റ്റീവ് ജ്യാമിതി,প্ৰক্ষেপণ জ্যামিতি
വിവരണാത്മക മാതൃക,বৰ্ণনাত্মক আৰ্হি
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,বৰ্ণনাত্মক পৰিসংখ্যা
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)","ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)"
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,পৰীক্ষাৰ ডিজাইন
ഡെസ്ക് കാൽക്കുലേറ്റർ,ডেস্ক কেলকুলেটৰ
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","চিনাক্তকৰণ, ধৰা পেলোৱা"
"ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്","নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক"
നിർണ്ണായക ക്രമം,নিৰ্ধাৰিত ক্ৰম
നിർണ്ണയിക്കാൻ,নিৰ্ধাৰণ কৰিবলৈ
നിർണ്ണായക മാതൃക,নিৰ্ধাৰিত আৰ্হি
നിർണ്ണായക പ്രശ്നം,নিৰ্ধাৰিত সমস্যা
വ്യതിയാനം,বিচ্যুতি
വ്യതിയാനം ഗുണകം,বিচ্যুতি সহগ
ബൈനറി സിസ്റ്റം,বাইনাৰী ব্যৱস্থা
"ഡയഗണൽ ഹൈപ്പോടെനസ്,",তিৰ্যক হাইপ&#39;টেনাছ
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,মেট্ৰিক্স তিৰ্যকীকৰণ
"ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്","তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স"
ഡയഗണൽ സമത്വം,তিৰ্যক সমতা
ഡയഗ്രം,ডায়েগ্ৰাম
ഡ്രോയിംഗ് രീതി,অংকন পদ্ধতি
ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം,চিত্ৰাঙ্কিত উপস্থাপন
വ്യാസം,ব্যাস
സെറ്റ് വ്യാസം,ব্যাস নিৰ্ধাৰণ কৰক
വിപരീതമായി,ডায়েমেট্ৰিকভাৱে বিপৰীত
"ക്രോസ്ഫയർ, ഡൈസ് എറിയുക","ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা"
ഉഭയജീവി വർഗ്ഗീകരണം,উভচৰ শ্ৰেণীবিভাজন
"വിഭജനം, പകുതി","bifurcation, আধা"
നിഘണ്ടു,অভিধান
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,ডিফাৰেন্সিয়েল কেলকুলাছ
ഡിഫറൻഷ്യൽ സമവാക്യം,অৱভেদ্য সমীকৰণ
ഡിഫറൻഷ്യൽ ഫോർമുല,ডিফাৰেন্সিয়েল সূত্ৰ
ഡിഫറൻഷ്യൽ രീതി,ডিফাৰেন্সিয়েল পদ্ধতি
സെറ്റുകളുടെ വ്യത്യാസം,গোটৰ পাৰ্থক্য
വ്യത്യസ്തമായ,ভিন্নতামূলক
ഡിഫറൻഷ്യൽ കർവ്,ডিফাৰেন্সিয়েল কাৰ্ভ
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,ডিফাৰেন্সিয়েল ফাংচন
"ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য"
ഡിഫറൻഷ്യൽ ഗണിതം,ডিফাৰেন্সিয়েল মেথ
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,ডিফাৰেন্সিয়েল সহগ
ഡിഫറൻഷ്യൽ സമവാക്യം,অৱভেদ্য সমীকৰণ
ഡിഫറൻഷ്യൽ കൂട്ടിയിടി,ডিফাৰেন্সিয়েল কলিচন
ഡിഫറൻഷ്യൽ ഫോർമുല,ডিফাৰেন্সিয়েল সূত্ৰ
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,ডিফাৰেন্সিয়েল ফাংচন
ഡിഫറൻഷ്യൽ ജ്യാമിതി,ডিফাৰেন্সিয়েল জ্যামিতি
ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്,ডিফাৰেন্সিয়েল ছেগমেণ্ট
വേർതിരിക്കുക,পাৰ্থক্য কৰা
"വ്യത്യാസം, വ്യത്യാസം","পাৰ্থক্য, পাৰ্থক্য"
ഡിഫറൻഷ്യൽ ഫോർമുല,ডিফাৰেন্সিয়েল সূত্ৰ
വെക്റ്ററിന്റെ വ്യത്യാസം,ভেক্টৰৰ পাৰ্থক্য
"വ്യാപനം, വ്യാപനം","প্ৰসাৰণ, প্ৰসাৰণ"
"സംഖ്യ, ഡയഡം, വിരൽ","সংখ্যা, ডায়েডেম, আঙুলি"
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ডিজিটেল কম্পিউটাৰ
അങ്കി ദത്ത്,অংকি দত্ত
"വ്യാപ്തി, വീതി, അളവ്, ശക്തി","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
മാനം,মাত্ৰাগততা
അളവില്ലാത്ത,মাত্ৰাহীন
സമവാക്യത്തിന്റെ അളവ്,সমীকৰণৰ মাত্ৰা
ഡയോഫാന്റസിന്റെ സമവാക്യം,ডাইঅ’ফেন্টাছৰ সমীকৰণ
വീഴ്ചയുടെ ആംഗിൾ,পতনৰ কোণ
ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ,ডাইপোল স্থানাংক
ദ്വിധ്രുവം,ডাইপোল
ബൈപിരമിഡ്,বাইপিৰামিড
dirac delta ഫംഗ്ഷൻ,dirac ডেল্টা ফাংচন
പൊതു സ്പർശം,সাধাৰণ স্পৰ্শক
വലത് കോൺ,সোঁকোণ
നേരേയുള്ള വര,প্ৰত্যক্ষ ৰেখা
സ്പേസ് ഡെറിവേറ്റീവ്,স্থান ব্যুৎপত্তি
"ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ","ডাইকোচিন, ডাইকো-কোচাইন"
പരമാവധി ദിശ,ৰ দিশটো সৰ্বোচ্চ
പ്രൊജക്ഷൻ ദിശ,প্ৰজেকচন দিশ
ദിശ അനുപാതം,দিশ অনুপাত
റെഗുലേറ്ററി സർക്കിൾ,নিয়ন্ত্ৰণ বৃত্ত
റെഗുലേറ്റർ സർക്കിൾ,নিয়ন্ত্ৰক বৃত্ত
അനുലോമ ഉൽപ്പന്നം,এনুলোমা প্ৰডাক্ট
"നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്","প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ"
തുടർച്ചയായ അനുപാതം,ক্ৰমিক অনুপাত
വിധി,ভাগ্য
അനുലോമ തുക,anuloma যোগফল
വിഭജിക്കപ്പെട്ട സെറ്റ്,disjointed set
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള","discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
ആദ്യ തരം നിർത്തലാക്കൽ,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
തുടർച്ചയായ വിതരണം,বিচ্ছিন্ন বিতৰণ
തുടർച്ചയായ പ്രവർത്തനം,বিচ্ছিন্ন কাৰ্য্য
തുടർച്ചയായ വ്യതിയാനം,বিচ্ছিন্ন ভ্যাৰিয়েন্স
കണികകൾ,কণা
