Kannada,Tamil
ಸಂರಕ್ಷಣೆ ನಿಯಮ,பாதுகாப்பு விதி
ಕನ್ಸೋಲ್,பணியகம்
ಸ್ಥಿರ ಪ್ರಸ್ತುತ ಮೂಲ,நிலையான தற்போதைய ஆதாரம்
ಸ್ಥಿರ ಕೆ-ಫಿಲ್ಟರ್,நிலையான கே-வடிப்பான்
ಸ್ಥಿರ ವೋಲ್ಟೇಜ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,நிலையான மின்னழுத்த மின்மாற்றி
ಗ್ರಾಹಕ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,நுகர்வோர் மின்னணுவியல்
ಸಂಪರ್ಕಿಸಿ,தொடர்பு கொள்ளவும்
ಸಂಪರ್ಕ ಜಂಪ್,தொடர்பு ஜம்ப்
ಸಂಪರ್ಕ ಸಾಮರ್ಥ್ಯ,தொடர்பு திறன்
ವಸಂತ ಸಂಪರ್ಕಿಸಿ,தொடர்பு வசந்த
ನಿರಂತರ,தொடர்ச்சி
ನಿರಂತರ ಕಾರ್ಯ,தொடர்ச்சியான செயல்பாடு
ನಿರಂತರ ಸ್ಪೆಕ್ಟ್ರಮ್,தொடர்ச்சியான நிறமாலை
ನಿರಂತರ ತರಂಗ ಆಂದೋಲಕ,தொடர்ச்சியான அலை ஆஸிலேட்டர்
ಕಾಂಟ್ರಾಸ್ಟ್,மாறுபாடு
ಕಾಂಟ್ರಾಸ್ಟ್ ಅನುಪಾತ,கான்ட்ராஸ்ட் விகிதம்
ನಿಯಂತ್ರಕ ಬಸ್,கட்டுப்பாட்டு பேருந்து
ನಿಯಂತ್ರಕ ಗ್ರಿಡ್,கட்டுப்படுத்தி கட்டம்
ನಿಯಂತ್ರಣ ಕೀ,கட்டுப்பாட்டு விசை
ನಿಯಂತ್ರಣಫಲಕ,கட்டுப்பாட்டு குழு
ನಿಯಂತ್ರಣ ಕೊಠಡಿ,கட்டுப்பாட்டு அறை
ನಿಯಂತ್ರಣ ಮಾರ್ಗ,கட்டுப்பாட்டு பாதை
ನಿಯಂತ್ರಣ ಘಟಕ,கட்டுப்பாட்டு பிரிவு
ಒಮ್ಮುಖ,ஒன்றிணைதல்
ಪರಿವರ್ತನೆ ದಕ್ಷತೆ,மாற்றும் திறன்
ಪರಿವರ್ತನೆ ಸಮಯ,மாற்று நேரம்
ತುಕ್ಕು,அரிப்பு
ನಕಲು,நகல்
"ತಾಮ್ರ, ತಾಮ್ರ","தாமிரம், தாமிரம்"
ತಾಮ್ರದ ನಷ್ಟ,தாமிர இழப்பு
ತಾಮ್ರದ ತಂತಿಯ,தாமிர கம்பி
ಕೊಪ್ರೊಸೆಸರ್,இணைசெயலி
ಮೂಲ,கோர்
ಕೋರ್ ನಷ್ಟ,முக்கிய இழப்பு
ಕೋರ್ ವಸ್ತು,முக்கிய பொருள்
ವೃತ್ತ ಇಮ್ಮರ್ಶನ್,வட்டம் மூழ்குதல்
ಕೋಸ್ಟಾ-ಲೂಪ್,கோஸ்டா-லூப்
ಗಣಿತ ಆವರ್ತನ,கணித அதிர்வெண்
ಎಣಿಕೆ ದರ ಗೇಜ್,எண்ணும் விகித அளவுகோல்
ಕಾಂಪ್ವೆಲ್ ಸೇತುವೆ,காம்வெல் பாலம்
ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್,இணைந்த சுற்று
ಜೋಡಿಸುವ ಕೆಪಾಸಿಟರ್,இணைப்பு மின்தேக்கி
ಜೋಡಿಸುವ ವಿಧಾನ,இணைத்தல் முறை
ಕೋವೆಲನ್ಸಿಯ ಬಂಧ,சக பிணைப்பு
ಮೂಲ ಬಟನ್,மூல பொத்தான்
ಕುಸಿತ,விபத்து
ಶಿಖರ,உச்சம்
ಶಿಖರ,உச்சம்
ಪ್ರಕ್ಷುಬ್ಧತೆ,கொந்தளிப்பு
ನಿರ್ಣಾಯಕ ಕೋನ,முக்கியமான கோணம்
ನಿರ್ಣಾಯಕ ಜೋಡಣೆ,முக்கியமான இணைப்பு
ವಿಮರ್ಶಾತ್ಮಕವಾಗಿ ಖಿನ್ನತೆಗೆ ಒಳಗಾದ,கடுமையான மனச்சோர்வு
ನಿರ್ಣಾಯಕ ಆವರ್ತನ,முக்கியமான அதிர்வெண்
ನಿರ್ಣಾಯಕ ಪ್ರೇರಣೆ,விமர்சன உந்துதல்
ನಿರ್ಣಾಯಕ ಜನಾಂಗ,முக்கியமான இனம்
ನಿರ್ಣಾಯಕ ಪ್ರತಿರೋಧ,விமர்சன எதிர்ப்பு
ಅಡ್ಡ ಅಸೆಂಬ್ಲರ್,குறுக்கு அசெம்பிளர்
ಅಡ್ಡ ಜೋಡಣೆ,குறுக்கு இணைப்பு
ಲಂಬ ಚಿತ್ರ,செங்குத்து படம்
ಪರಿವರ್ತನೆಯ ಅಸ್ಪಷ್ಟತೆ,மாற்றம் விலகல்
ಪರಿವರ್ತನೆ ಮಾಡ್ಯುಲೇಶನ್,மாற்றம் பண்பேற்றம்
ಅಪ್ರಸ್ತುತ ಸಂಕೇತ,பொருத்தமற்ற சமிக்ஞை
ಅಡ್ಡಪಟ್ಟಿ ವಿನಿಮಯ,குறுக்கு பட்டை பரிமாற்றம்
ಅಡ್ಡ ಕ್ಷೇತ್ರ ಆಂಪ್ಲಿಫಯರ್,குறுக்கு புல பெருக்கி
ಕ್ರಾಸ್ಒವರ್ ಡಿಟೆಕ್ಟರ್,குறுக்குவழி கண்டறிதல்
ಪರಿವರ್ತನೆ ಸರ್ಕ್ಯೂಟ್,மாற்றம் சுற்று
ಸ್ಫಟಿಕ ಮೈಕ್ರೊಫೋನ್,படிக ஒலிவாங்கி
ಸ್ಫಟಿಕ ಆಂದೋಲಕ,படிக ஆஸிலேட்டர்
ಕ್ಯೂರಿ ಪಾಯಿಂಟ್,கியூரி பாயின்ட்
ಸ್ಟ್ರೀಮ್ ಆಂಪ್ಲಿಫಯರ್,ஸ்ட்ரீம் பெருக்கி
ಪ್ರಸ್ತುತ ನಿಯಂತ್ರಿತ ಪ್ರಸ್ತುತ ಮೂಲ (CCCS),தற்போதைய கட்டுப்படுத்தப்பட்ட தற்போதைய ஆதாரம் (CCCS)
ಪ್ರಸ್ತುತ ನಿಯಂತ್ರಿತ ವೋಲ್ಟೇಜ್ ಮೂಲ (CCVS),தற்போதைய கட்டுப்படுத்தப்பட்ட மின்னழுத்த ஆதாரம் (CCVS)
ಸ್ಟ್ರೀಮ್ ರೀಚಾರ್ಜ್,ஸ்ட்ரீம் ரீசார்ஜ்
ಪ್ರಸ್ತುತ ಹತೋಟಿ,தற்போதைய அந்நியச் செலாவணி
ಪ್ರಸ್ತುತ ಮಿತಿ,தற்போதைய வரம்பு
ಮಾರ್ಜಿನಲ್ ಕರೆಂಟ್ ರೆಸಿಸ್ಟರ್,விளிம்பு மின்னோட்ட மின்தடை
ಸ್ಟ್ರೀಮ್ ಪ್ರತಿಫಲನ,ஸ்ட்ரீம் பிரதிபலிப்பு
ಸ್ಟ್ರೀಮ್ ಮೋಡ್ ಲಾಜಿಕ್,ஸ்ட்ரீம் முறை தர்க்கம்
ಸ್ಟ್ರೀಮ್ ಪ್ರವೇಶ,ஸ்ட்ரீம் அணுகல்
ಸ್ಟ್ರೀಮ್ ಮೂಲ,ஸ்ட்ரீம் மூல
ಪ್ರಸ್ತುತ-ವೋಲ್ಟೇಜ್ ಪರಿವರ್ತಕ,தற்போதைய மின்னழுத்த மாற்றி
ಪ್ರಸ್ತುತ ವರ್ಗಾವಣೆ ಅನುಪಾತ,தற்போதைய பரிமாற்ற விகிதம்
ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,மின்சார மின்மாற்றி
ಸ್ಥಿರ ಪ್ರಸ್ತುತ,நிலையான மின்னோட்டம்
"ಪಾಯಿಂಟರ್, ಕರ್ಸರ್","சுட்டி, கர்சர்"
ಕಡಿಮೆ ಚಾಲಕ ವೋಲ್ಟೇಜ್,குறைந்த இயக்கி மின்னழுத்தம்
"ಅಂತ್ಯ ಪಕ್ಷಪಾತ, ಅಂತ್ಯ ಪಕ್ಷಪಾತ","முடிவு சார்பு, முடிவு சார்பு"
ಅಂತಿಮ ಆವರ್ತನ,இறுதி அதிர்வெண்
ಅಂತಿಮ ವಲಯ,இறுதி மண்டலம்
ಕರ್ವ್ ಟ್ರೇಸ್,வளைவு சுவடு
ಸೈಕಲ್,மிதிவண்டி
ಚಕ್ರ ಚೌರ್ಯ,சக்ர சௌரியா
ಸಿಲಿಂಡರಾಕಾರದ ಮಸೂರ,உருளை லென்ஸ்
ಸ್ಫಟಿಕ ಪ್ರದರ್ಶನ,படிக காட்சி
ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ ಪರಿವರ್ತಕ,டிஜிட்டல் முதல் அனலாக் மாற்றி
ಡಿಸಿ ರಿಸ್ಟೋರ್ ಸರ್ಕ್ಯೂಟ್,DC ரீஸ்டோர் சர்க்யூட்
ಡಿಜಿಟಲ್ / ಅನಲಾಗ್ ಪರಿವರ್ತಕ,டிஜிட்டல்/அனலாக் மாற்றி
"ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ, DAC","டிஜிட்டல் அனலாக் மாற்றி, DAC"
ಕೆಟ್ಟ ಹೂಡಿಕೆ,மோசமான முதலீடு
ಒದ್ದೆಯಾದ ಆಂದೋಲನ,ஈரப்படுத்தப்பட்ட அலைவு
ಖಿನ್ನತೆಯ ಸಮಯ,மனச்சோர்வடைந்த நேரம்
ತೇವಗೊಳಿಸುವಿಕೆ,தணித்தல்
ಸುಳಿಯ ಪ್ರವಾಹವನ್ನು ತಗ್ಗಿಸುವುದು,தணிக்கும் சுழல் மின்னோட்டம்
ಡ್ಯಾಂಪಿಂಗ್ ಗುಣಾಂಕ,தணிப்பு குணகம்
ಡಾರ್ಕ್ ಕರೆಂಟ್,இருண்ட மின்னோட்டம்
ಡಾರ್ಲಿಂಗ್ಟನ್ ಆಂಪ್ಲಿಫಯರ್,டார்லிங்டன் பெருக்கி
ಡಾರ್ಲಿಂಗ್ಟನ್ ಸರ್ಕ್ಯೂಟ್,டார்லிங்டன் சுற்று
ಡಾರ್ಲಿಂಗ್ಟನ್ ಜೋಡಿ,டார்லிங்டன் ஜோடி
dos,செய்ய
"ಡೇಟಾ, ನಂಬಿಕೆ","தரவு, நம்பிக்கை"
ನಂಬಿಕೆ ಗಳಿಸುವ ದೇಹ,நம்பிக்கை சம்பாதிக்கும் உடல்
ಡೇಟಾ ಸಂಗ್ರಹಣೆ,தரவு சேமிப்பு
ಡೇಟಾ ಕೋಡ್,தரவு குறியீடு
ಡೇಟಾ ಬರಹಗಾರ,தரவு எழுத்தாளர்
ಡೇಟಾ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,தரவு மல்டிபிளெக்சர்
"ಡೇಟಾ ಪೋರ್ಟ್, ಡೇಟಾ ಪೋರ್ಟ್","தரவு துறைமுகம், தரவு துறைமுகம்"
ಡೇಟಾ ಪಿಕ್ಕರ್,தரவு தேர்வி
ಮಾಹಿತಿಯ ಕಾಗದ,தரவுத்தாள்
dB/oct,dB/oct
ಡಿಸಿ ಆಂಪ್ಲಿಫಯರ್,dc பெருக்கி
ಡಿಸಿ ಮೋಟಾರ್,DC மோட்டார்
ಡಿಸಿ ಆಫ್ಸೆಟ್,டிசி ஆஃப்செட்
ಡಿಸಿ. ವಿದ್ಯುತ್ ಸರಬರಾಜು,DC. மின்சாரம்
ಡಿಸಿ. ಪುನರ್ವಸತಿ,DC. மீள்குடியேற்றம்
ಡಿಸಿ. ಪುನಃಸ್ಥಾಪಕ,DC. மீட்டெடுப்பவர்
ಡಿಸಿಯಿಂದ ಎಸಿ ಪರಿವರ್ತಕಕ್ಕೆ,dc to ac மாற்றி
ಡಿಸಿ. ಧ್ವನಿ ನಿಯಂತ್ರಣ,DC. சத்தம் கட்டுப்பாடு
Mh-ಕನೆಕ್ಟರ್,Mh-இணைப்பான்
ಡೈರೆಕ್ಟ್ ಕಪಲ್ಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್ ಗೇಟ್/ಡಿಸಿ ಟಿ.ಎಲ್.,நேரடி இணைக்கப்பட்ட டிரான்சிஸ்டர் லாஜிக் கேட்/டிசி டி.எல்.
ಡಿಸಿ. ಹಾನಿಗೊಳಗಾದ ಆಪರೇಷನಲ್ ಆಂಪ್ಲಿಫೈಯರ್,DC. சேதமடைந்த செயல்பாட்டு பெருக்கி
ಅಲ್ಲದ ಬಲವರ್ಧನೆ,அல்லாத வலுவூட்டல்
ಡೆಮೊರ್ಗಾನ್ ಕಾನೂನು,டிமோர்கனின் சட்டம்
ಡಿ ಸೌತಿ ಸೇತುವೆ,de sauti பாலம்
ವಿಶ್ರಾಂತಿ ವೇಳೆ,ஓய்வு நேரம்
ವಿಶ್ರಾಂತಿ ವಲಯ,ஓய்வு மண்டலம்
ದೋಷ ತೆರವು,தவறு நீக்கம்
ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್,தசாப்த கால்குலேட்டர்
ಡೆಸಿಬೆಲ್,டெசிபல்
ದಶಮಾಂಶ ಕ್ಯಾಲ್ಕುಲೇಟರ್,தசம கால்குலேட்டர்
ದಶಮಾಂಶ-ದ್ವಿಮಾನ ಪರಿವರ್ತನೆ,தசம-பைனரி மாற்றம்
ವಿಳಾಸ ಡಿಕೋಡಿಂಗ್,முகவரி டிகோடிங்
ಡಿಕೋಡರ್,குறிவிலக்கி
ಆಲೀಲ್ಗಳು,அல்லீல்கள்
ಮೀಸಲಾದ ಅಪ್ಲಿಕೇಶನ್,அர்ப்பணிக்கப்பட்ட விண்ணப்பம்
ಮೀಸಲಾದ ನಿಯಂತ್ರಕ,அர்ப்பணிப்பு கட்டுப்படுத்தி
ಡಿಸಿ. ಪೂರ್ವ ಬಲವರ್ಧನೆಯ ಸರ್ಕ್ಯೂಟ್,DC. முன் வலுவூட்டல் சுற்று
ದೋಷದ ಸಾಂದ್ರತೆ,குறைபாடு அடர்த்தி
ವಿಚಲನ ಸುರುಳಿ,விலகல் சுருள்
ವಿಚಲನ ಫಲಕ,விலகல் தட்டு
ವಿಚಲನ ಘಟಕ,விலகல் அலகு
ವೈಫಲ್ಯ,தோல்வி
(ಕಾಂತೀಯ) ಪ್ರಸರಣ,(காந்த) சிதறல்
ಡಿ ಗೌಸನ್ ಜಾತಕ,டி காசன் ஜாதகம்
ಡಿ ಗಾಸನ್,டி கோசன்
ವಿಳಂಬ ಸರ್ಕ್ಯೂಟ್,தாமத சுற்று
ವಿಳಂಬ ಸಾಲು,தாமத வரி
ವಿಳಂಬ ಸಮಯ,தாமத நேரம்
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ,தாமதமான தானியங்கி ஆதாயக் கட்டுப்படுத்தி
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ,தாமதமான தானியங்கி ஆதாயக் கட்டுப்படுத்தி
ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಧ್ವನಿ ನಿಯಂತ್ರಕ / ವಿಳಂಬವಾದ AVC,தாமதமான தானியங்கி ஒலிக் கட்டுப்படுத்தி / தாமதமான AVC
ಡೆಲೋನ್ ಮೆಕ್ಯಾನಿಕಲ್ ರಿಕ್ಟಿಫೈಯರ್,டெலோன் மெக்கானிக்கல் ரெக்டிஃபையர்
ಡೆಲ್ಟಾ ಸಂಪರ್ಕ,டெல்டா இணைப்பு
ಡೆಲ್ಟಾ ಗನ್,டெல்டா துப்பாக்கி
ಡೆಲ್ಟಾ ಗನ್ ಮೆದುಗೊಳವೆ,டெல்டா துப்பாக்கி குழாய்
ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್,டெல்டா பண்பேற்றம்
ಡೆಲ್ಟಾ-ಸಿಗ್ಮಾ ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,delta-sigma அனலாக்-இலக்க மாற்றி
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್,demagnetization
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಕರ್ವ್,demagnetization வளைவு
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಗುಣಕ,demagnetization பெருக்கி
ಡಿಮೋಡ್ಯುಲೇಶನ್,டிமாடுலேஷன்
ಡಿಮೋಡ್ಯುಲೇಟರ್,demodulator
ಮಾರ್ಗನ್ ಪ್ರಮೇಯ,டி மார்க்கன் தேற்றம்
ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,மல்டிபிளெக்சர்
ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಸ್ಕೋರ್,இயல்பற்ற மதிப்பெண்
ಸವಕಳಿ ಕೆಪಾಸಿಟರ್,குறைப்பு மின்தேக்கி
ಸವಕಳಿ,குறைதல்
ಸವಕಳಿ ಮೋಡ್ ಮಾಸ್ಫೆಟ್,குறைப்பு முறை mosfet
"ಸವಕಳಿ ವಲಯ, ಸವಕಳಿ ವಲಯ","குறைப்பு மண்டலம், குறைப்பு மண்டலம்"
ರೇಟಿಂಗ್,மதிப்பீடு
ಡಿಸ್ಯಾಚುರೇಟೆಡ್ ಪಾತ್ರಗಳು,செறிவூட்டப்பட்ட எழுத்துக்கள்
ಸಂವೇದನಾಶೀಲತೆ,உணர்வின்மை
ವಿನ್ಯಾಸ ನಿಯಮಗಳು,வடிவமைப்பு விதிகள்
ಪರೀಕ್ಷಾ ವಿನ್ಯಾಸ,சோதனை வடிவமைப்பு
ವಿನಾಶಕಾರಿ ಅನುರಣನ,அழிவு அதிர்வு
ಪತ್ತೆಕಾರಕ,கண்டுபிடிப்பான்
ಪರ್ಯಾಯ ವಿದ್ಯುತ್ ಸೇತುವೆ ಪತ್ತೆಕಾರಕ,மாற்று மின்னோட்டம் பிரிட்ஜ் டிடெக்டர்
ಆವರ್ತನ ವಿಚಲನ ಸ್ಥಿರ,அதிர்வெண் விலகல் மாறிலி
ವಿಚಲನ ಆವರ್ತನ,விலகல் அதிர்வெண்
ಸಾಧನ,சாதனம்
ಎನ್ ವಿಭಾಗಗಳು,N பகிர்வுகள்
ವಿಭಜನೆ ಕ್ಯಾಲ್ಕುಲೇಟರ್,பிளவு கால்குலேட்டர்
ವಿಭಜಕ,பிரிப்பான்
ಡಿ-ಫ್ಲಿಪ್-ಫ್ಲಾಪ್,டி-ஃபிளிப்-ஃப்ளாப்
ಡಿ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,d ஃபிளிப் ஃப்ளாப்
ಅವಾಹಕ ಸ್ಥಿರ,மின்கடத்தா மாறிலி
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್,மின்கடத்தா
ಡೈಕ್,டைக்
ಡಯೋಡ್ ಸವೆತ,டையோடு அரிப்பு
ಡಯಲ್ ಮಾಡಿ,டயல்
ಮೊನಚಾದ ಡಯಾಫ್ರಾಮ್,குறுகலான உதரவிதானம்
ಡೈಸಿ ಚೈನ್,டெய்சி சங்கிலி
ಸ್ಟಾಂಪ್ ಗಾತ್ರ,முத்திரை அளவு
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,மின்கடத்தா உறிஞ்சுதல்
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಲೇಪನ,மின்கடத்தா பூச்சு
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪಾಯಿಂಟ್,மின்கடத்தா புள்ளி
"ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ, ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ,","மின்கடத்தா இழப்பு, மின்கடத்தா இழப்பு"
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್,வேறுபட்ட பெருக்கி
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್,வேறுபட்ட பெருக்கி
ಡಿಫರೆನ್ಷಿಯಲ್ ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್,வித்தியாசமான கேத்தோடு டிரெயிலிங்
ಡಿಫರೆನ್ಷಿಯಲ್ ಆಪರೇಟರ್,வேறுபட்ட ஆபரேட்டர்
ಡಿಫರೆನ್ಷಿಯಲ್ ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್,வேறுபட்ட உள்ளீட்டு மின்னழுத்தம்
ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್,வேறுபட்ட முறை
ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್ ಸೂಚನೆ,வேறுபட்ட முறை அறிகுறி
ವಿಭಿನ್ನ ಜೋಡಿ,வேறுபட்ட ஜோடி
ಡಿಫರೆನ್ಷಿಯಲ್ PSK,வேறுபட்ட PSK
ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್,வேறுபட்ட சுற்று
ಭೇದಾತ್ಮಕ,வித்தியாசமான
ಪ್ರಸರಣ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್,பரவலான சந்திப்பு டிரான்சிஸ்டர்
ಪ್ರಸರಣ ಪ್ರತಿರೋಧಕ,பரவலான மின்தடை
ಪ್ರಸರಣ,பரவல்
ಪ್ರಸರಣ ಕೆಪಾಸಿಟರ್,பரவல் மின்தேக்கி
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,டிஜிட்டல் வடிகட்டி
ಅಂಕ,மதிப்பெண்
ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್,டிஜிட்டல் சுற்று
ಡಿಜಿಟಲ್ ಸಂವಹನ,டிஜிட்டல் தொடர்பு
ಡಿಜಿಟಲ್ ಹೋಲಿಕೆದಾರ,டிஜிட்டல் ஒப்பீட்டாளர்
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,டிஜிட்டல் கணினி
ಡಿಜಿಟಲ್ ವಿಳಂಬ,டிஜிட்டல் தாமதம்
ಡಿಜಿಟಲ್ ವಿನ್ಯಾಸ ಮೈಕ್ರೋಪವರ್,டிஜிட்டல் வடிவமைப்பு மைக்ரோபவர்
ಡಿಜಿಟಲ್ ಪ್ರದರ್ಶನ,டிஜிட்டல் காட்சி
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,டிஜிட்டல் வடிகட்டி
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರಿಂಗ್,டிஜிட்டல் வடிகட்டுதல்
ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ,எண்ணியல் பகுத்தறிவு
ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ,எண்ணியல் பகுத்தறிவு
ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್,டிஜிட்டல் பாலிமீட்டர்
ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್,டிஜிட்டல் பாலிமீட்டர்
ಡಿಜಿಟಲ್ ನಾಡಿ,டிஜிட்டல் துடிப்பு
ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,டிஜிட்டல் சிக்னல் செயலாக்கம்
ಡಿಜಿಟಲ್ ದೂರದರ್ಶನ,டிஜிட்டல் தொலைக்காட்சி
ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ,டிஜிட்டல் அனலாக் மாற்றி
ವಿಮೆ,காப்பீடு
ಆಯಾಮದ ಸಮೀಕರಣ,பரிமாண சமன்பாடு
ಡಯೋಡ್,டையோடு
ಡಯೋಡ್ ಗುಣಲಕ್ಷಣಗಳು,டையோடு பண்புகள்
ಡಯೋಡ್ ವಿಶಿಷ್ಟ ಕರ್ವ್,டையோடு பண்பு வளைவு
ಡಯೋಡ್ ಡಿಟೆಕ್ಟರ್,டையோடு கண்டறிதல்
ಡಯೋಡ್ ಗುಣಕ,டையோடு பெருக்கி
ಡಯೋಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್/ಡಿಟಿಎಸ್,டையோடு டிரான்சிஸ்டர் லாஜிக்/டிடிஎஸ்
ಮಗಳು,மகள்
ನಾಟಿ ಸ್ವಿಚ್,நாட்டி மாறுதல்
ಡಿಪ್ಲಾಯ್ಡ್,டிப்ளாய்டு
ದ್ವಿಧ್ರುವಿ,இருமுனை
ದ್ವಿಧ್ರುವಿ ಆಂಟೆನಾ,இருமுனை ஆண்டெனா
ಡೈರಾಕ್,dirac
ನೇರ ವಿಳಾಸ,நேரடி முகவரி
ನೇರ ಜೋಡಣೆ,நேரடி இணைப்பு
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),நேரடி நினைவக அணுகல் (DMA)
ನೇರ ಬರವಣಿಗೆಯ ದೇಹ,நேரடி எழுத்து உடல்
ದಿಕ್ಕಿನ ಗ್ಯಾಮೆಟ್,திசை கேமட்
ದಿಕ್ಕಿನ ಲಾಭ,திசை ஆதாயம்
ದಿಕ್ಕು,திசை
ದಿಕ್ಕಿನ ಆಂಟೆನಾ,திசை ஆண்டெனா
ಅಸಮರ್ಥ ತನಿಖೆ,திறனற்ற ஆய்வு
ಡಿಸ್ಅಸೆಂಬಲ್,பிரிக்கவும்
ಇಮ್ಮರ್ಶನ್,மூழ்குதல்
"ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್, ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್","மூழ்கும் விளக்கு, மூழ்கும் விளக்கு"
ಕಣಗಳ ವಸ್ತು,குறிப்பிட்ட காாியம்
ವಿತರಣಾ ತೆರಿಗೆ,விநியோக வரி
ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ,குழிவான ஆண்டெனா
ಡಿಸ್ಕ್,வட்டு
ಸ್ಥಳಾಂತರ ಸ್ಥಿರ (ಸ್ಥಿರ),இடப்பெயர்ச்சி மாறிலி (நிலையான)
ಸ್ಥಳಾಂತರ ಪ್ರಸ್ತುತ,இடப்பெயர்ச்சி மின்னோட்டம்
ಸ್ಥಳಾಂತರ ದೋಷ,இடப்பெயர்ச்சி பிழை
ಪ್ರದರ್ಶನ,கண்காட்சி
ಕೊಳೆತ,சிதைவு
ಅಸ್ಪಷ್ಟತೆ,திரித்தல்
ವಿರೂಪ ಹಾನಿ,உருமாற்றம் சேதம்
ಅಸ್ಪಷ್ಟತೆ ಪ್ರಸ್ತುತ ಶ್ರೇಣಿ,விலகல் தற்போதைய வரம்பு
ಅಸ್ಪಷ್ಟತೆ ಸ್ಟ್ರೀಮ್ ಕೊಳೆತ,சிதைவு நீரோடை அழுகல்
ಅಸ್ಪಷ್ಟತೆ ಸೂಕ್ಷ್ಮತೆ,சிதைவு உணர்திறன்
ಅಸ್ಪಷ್ಟತೆ ಗಳಿಕೆ ಅಂಚು,விலகல் ஆதாய விளிம்பு
ವಿರೂಪತೆಯ ಇನ್ಪುಟ್ ಪ್ರತಿರೋಧ,சிதைவு உள்ளீடு எதிர்ப்பு
ಅಸ್ಪಷ್ಟತೆ ಲೂಪ್ ಲಾಭ,விலகல் வளைய ஆதாயம்
ವಿತರಿಸಿದ ಆಂಪ್ಲಿಫಯರ್,விநியோகிக்கப்பட்ட பெருக்கி
ವಿತರಣೆ ಗುಣಕ,விநியோக பெருக்கி
ಬದಲಾವಣೆ ರಿಸೀವರ್,மாறுபாடு பெறுதல்
