English,Odiya
Bias frequency,ବାୟିଆସ୍ ଫ୍ରିକ୍ୱେନ୍ସି
Bias voltage,ପକ୍ଷପାତ ଭୋଲଟେଜ୍ |
Biased in the forward direction,ଅଗ୍ରଗାମୀ ଦିଗରେ ପକ୍ଷପାତିତ |
Bi-directional microphone,ଦ୍ୱି-ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
Billboard,ବିଲବୋର୍ଡ |
Billboard application,ବିଲବୋର୍ଡ ଆବେଦନ |
Bi-metallic element,ଦ୍ୱି-ଧାତବ ଉପାଦାନ |
Binary,ବାଇନାରୀ
Binary coded decimal,ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |
Binary digit (bit),ବାଇନାରୀ ଅଙ୍କ (ବିଟ୍)
Binary number,ବାଇନାରୀ ନମ୍ବର |
Binaural hearing,ମହଲାରିକାରୀ ଶ୍ରବଣ |
Binocular,ଦ୍ୱିପାକ୍ଷିକ |
Biometric,ବାୟୋମେଟ୍ରିକ୍ |
Bipolar transistor,ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନ୍ସସିଗର |
Bit allocation,ବିଟ୍ ଆବଣ୍ଟନ
Bit rate,ବିଟ୍ ହାର |
Black & white TV,କଳା ଏବଂ ଧଳା ଟିଭି |
Blank,ଖାଲି
Blanking interval,ଖାଲି ବ୍ୟବଧାନ
Blanking level,ଖାଲି ସ୍ତର
Bleeder resistance,ରକ୍ତସ୍ରାବ ପ୍ରତିରୋଧ
Blimped camera,ବ୍ଲାକ୍ କ୍ୟାମେରା |
Blinding glare,ଅନ୍ଧାର ଚମକ
Blink,Ink ଲକ
Blinking,ବ୍ଲିଙ୍କିଂ |
Block code,ବ୍ଲକ କୋଡ୍
Block diagram,ଚିତ୍ରକୁ ଅବରୋଧ କରନ୍ତୁ |
Block interleave,ବ୍ଲକ ଇଣ୍ଟରଲେଭ୍ କରନ୍ତୁ |
Blocking capacitor,କ୍ୟାପେସିଟରକୁ ଅବରୋଧ କରିବା |
Blocking oscillator,ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |
Bloom,ଫୁଲ
Blow lamp,ଲ୍ୟାମ୍ପ ଉଡ଼ାନ୍ତୁ |
Blow pipe,Blow ଟକା ପାଇପ୍
Blower,ଡ଼ିଆ
Bluetooth,ବ୍ଲୁଟୁଥ୍
Body capacitance,ଶରୀର ଆକ୍ରୀତା |
Bookmark,ବୁକମାର୍କ
Boolean algebra,ବୁଲିଅନ୍ ଆଲଜେବ୍ରା |
Boom,ବ om ାନ୍ତୁ
Boost,ବୃଦ୍ଧି କର |
Booster,ବୁଷ୍ଟର୍
Booster light,ବଷ୍ଟର୍ ଆଲୋକ |
Boosting,ବୃଦ୍ଧି କରିବା
Booting,ବୁଟିଙ୍ଗ
Bootstrap,ବୁଟଷ୍ଟ୍ରାପ
Bottom light,ତଳ ଆଲୋକ
Bounce light,ବାଉନ୍ସ ଆଲୋକ
Break down,ଭାଙ୍ଗନ୍ତୁ
Break down voltage,ଭୋଲଟେଜ୍ ଭାଙ୍ଗନ୍ତୁ |
Bridge element,ସେଜ୍ ଉପାଦାନ
Bridge rectifier,ବ୍ରିଜ୍ ରେକ୍ଟିଫିରିଟ୍ |
Bridged ‘T’ attenuator,ବ୍ରିଜ୍ 'ଟୋଟେଏଟ୍ସର୍ |
Bridged structure,ବ୍ରିଜ୍ ଗଠନ |
Bridging,Eriding
Bridging amplifier,ଏମ୍ପଲିଫାୟର୍ ବ୍ରିଜ୍ |
Bridging loss,କ୍ଷୟକ୍ଷତି
Brightness,ଉଜ୍ଜ୍ୱଳତା
Brightness control,ଉଜ୍ଜ୍ୱଳତା ନିୟନ୍ତ୍ରଣ |
Brittle,ଭଗ୍ନ
Brittle substance,ଭଗ୍ନ ପଦାର୍ଥ |
Broadband,ବ୍ରଡବ୍ୟାଣ୍ଡ |
Broadband amplifier,ବ୍ରଡବ୍ୟାଣ୍ଡ ଏମ୍ପ୍ଲିଫାୟର୍ |
Broadband ISDN,ବ୍ରଡବ୍ୟାଣ୍ଡ ISDN
Broadband system,ବ୍ରଡବ୍ୟାଣ୍ଡ ସିଷ୍ଟମ |
Broadcast and communication technology,ପ୍ରସାରଣ ଏବଂ ଯୋଗାଯୋଗ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
Broadcast coverage,ପ୍ରସାରଣ କଭରେଜ୍ |
Broadcast receiver,ବ୍ରଡକାଷ୍ଟ ରିସିଭର୍ |
Broadcast service planning,ପ୍ରସାରଣ ସେବା ଯୋଜନା
Broadcast transmitter,ବିସ୍ତାରିତ ଟ୍ରାନ୍ସମିଟର |
Broadcaster,ବ୍ରଡ୍ କ୍ୟାଷ୍ଟର |
Broadcasting,ପ୍ରସାରଣ
Broadcasting station,ପ୍ରସାରଣ ଷ୍ଟେସନ |
Broken,ଭଙ୍ଗା
Browser,ବ୍ରାଉଜର୍
Browsing,ବ୍ରାଉଜିଂ
Bubble,ବବୁଲ୍ |
Buffer,ବଫର୍
Buffer amplifier,ବଫର୍ ଏମ୍ପିଫାୟର୍ |
Buffer tube,ବଫର୍ ଟ୍ୟୁବ୍ |
Bug,ତ୍ରୁଟି
Built-in antenna,ବିଲ୍ଟ-ଇନ୍ ଆଣ୍ଟେନା |
Burner,ବର୍ନର୍
Burning,ଜଳିବା
Burst error,ବିସ୍ଫୋରଣ ତ୍ରୁଟି |
Burst insertion pulse,ବିସ୍ଫୋରଣ ସନ୍ନିବେଶ ନାଡ |
Burst phase,ବିସ୍ଫୋରଣ ପର୍ଯ୍ୟାୟ |
Bus,ବସ୍
Business intelligence,ବ୍ୟବସାୟ ବୁଦ୍ଧି
Buzzer,ବଜର୍
By pass,ପାସ୍ ଦ୍ୱାରା
By passing,ପାସ୍ କରି
Bypass condenser,ବାଇପାସ୍ କଣ୍ଡେନ୍ସର୍ |
C,ଗ
C+programming language,C + ପ୍ରୋଗ୍ରାମିଂ ଭାଷା |
Cabinet,କ୍ୟାବିନେଟ୍
Cable,କେବୁଲ୍ |
Cable compound,କେବୁଲ୍ କମ୍ପାଉଣ୍ଡ |
Cable equalization,କେବୁଲ ସମାନତା
Cable loss,କେବୁଲ୍ ହ୍ରାସ |
Cache,କ୍ୟାଚ୍
Caching,କ୍ୟାଚିଂ
Cadmium cell,କ୍ୟାଡମିୟମ୍ କକ୍ଷ
Calculating machine,ଯନ୍ତ୍ର ଗଣନା
Calculation,ଗଣନା
Calculator,କାଲକୁଲେଟର
Calibrate,କାଲିବ୍ରେଟ୍ କରନ୍ତୁ |
Calipers,କାଲିପର୍
Calorimeter,କାଲୋରିମିଟର |
Camcorder,କ୍ୟାମକାର୍ଡ
Camera,କ୍ୟାମେରା
Camera alignment,କ୍ୟାମେରା ଆଲାଇନ୍ମେଣ୍ଟ |
Camera aperture,କ୍ୟାମେରା ଆପେଚର |
Camera coverage,କ୍ୟାମେରା କଭରେଜ୍ |
Camera line-up,କ୍ୟାମେରା ଲାଇନ- ଅପ୍ |
Camera tube,କ୍ୟାମେରା ଟ୍ୟୁବ୍ |
Canopy,ଛାତ
Capability,ସାମର୍ଥ୍ୟ |
Capacitance,ପତ୍ର
Capacitive load,କ୍ୟାପେସିଟିଭ୍ ଭାର |
Capacitive reactance,କ୍ୟାପେସିଟିଭ୍ ପ୍ରତିକ୍ରିୟା |
Capacitor,କ୍ୟାପେସିଟର |
Capacitor input filter,କ୍ୟାପକେଟର ଇନପୁଟ୍ ଫିଲ୍ଟର୍ |
Capacity,କ୍ଷମତା
Capsule,Capsule
Caption,କ୍ୟାପସନ୍
Capture effect,କ୍ୟାପଚର ପ୍ରଭାବ
Card,କାର୍ଡ
Cardioid,କାର୍ଡିଓଏଡ୍
Cardioid microphone,କାର୍ଡିଓଡ୍ ମାଇକ୍ରୋଫୋନ୍ |
Carrier,ବାହକ
Carrier frequency,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି
Carrier frequency shift,ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି ସିଫ୍ଟ |
Carrier power,ବାହକ ଶକ୍ତି
Carrier sense signal,ବାହକ ସେନ୍ସ ସଙ୍କେତ |
Carrier sensitivity,ବାହକ ସମ୍ବେଦନଶୀଳତା |
Carrier separation,ବାହକ ପୃଥକତା |
Carrier shift,ବାହକ ସିଫ୍ଟ
Carrier spacing,ବାହକ ବ୍ୟବଧାନ
Carrier suppression,ବାହକ ଦତନା
Carrier wave,ବାହକ ତରଙ୍ଗ |
Cartridge,କାର୍ଟ୍ରିଜ୍
Carving,ଖୋଦନ
Cascade,କାସ୍କେଡ୍
Cascaded circuit,କ୍ୟାସକେଡ୍ ସର୍କିଟ୍ |
Cassette,କ୍ୟାସେଟ୍
Cast iron,ପରିତ୍ୟାଗ କର
Casting,କାଷ୍ଟିଂ
Catalogue,କାଟାଲଗ୍ |
Catastrophic interference,ବିପର୍ଯ୍ୟୟ ବାଧା
Cathode,କ୍ୟାଥୋଡ୍ |
Cathode follower,କ୍ୟାଥୋଡ୍ ଅନୁସରଣକାରୀ |
Cathode resistor,କ୍ୟାଥୋଡ୍ ପ୍ରତିରୋଧକ |
Cellphone,ମୋବାଇଲ୍ ଫୋନ୍
Cellular,ସେଲୁଲାର୍ |
Central control,କେନ୍ଦ୍ରୀୟ ନିୟନ୍ତ୍ରଣ
Central frequency,କେନ୍ଦ୍ରୀୟ ଫ୍ରିକ୍ୱେନ୍ସି |
Central processing unit,କେନ୍ଦ୍ରୀୟ ପ୍ରକ୍ରିୟାକରଣ ୟୁନିଟ୍ |
Centralised database,କେନ୍ଦ୍ରୀୟ ଡାଟାବେସ୍ |
Centralised system,କେନ୍ଦ୍ରୀଭୂତ ପ୍ରଣାଳୀ
Ceramic,ସିରାମିକ୍ |
Chamber,ଚାମ୍ବର
Changeover switch,ପରିବର୍ତ୍ତନ କରିବା ସୁଇଚ୍
Channel,ଚ୍ୟାନେଲ୍ |
Channel encoder,ଚ୍ୟାନେଲ ଏନକୋଡର |
Channel separation,ଚ୍ୟାନେଲ ପୃଥକତା |
Channel spacing,ଚ୍ୟାନେଲ ବ୍ୟବଧାନ |
Channel switching,ଚ୍ୟାନେଲ ସୁଇଚ୍ |
Characteristic impedance,ଚରିତ୍ରଗତ ପ୍ରତିରୋଧ
Characteristics,ବେଶ୍ୟା
Charge carrier,ବାହକ ବାହକ |
Charge density,ଚାର୍ଜ ଘନତା |
Charged,ଚାର୍ଜ କରାଯାଇଛି
Charger,ଚାର୍ଜର୍
Charging voltage,ଭୋଲଟେଜ୍ ଚାର୍ଜ କରିବା |
Chart,ଚାର୍ଟ
Chasis,ଅଧ୍ୟାୟ
Chat,ଚାଟ୍ କରନ୍ତୁ |
Chip,ଚିପ୍
Choke coil,କୋଇଲା କୋଇଲା |
Choke input,ଚାପି ଇନପୁଟ
Chopper amplifier,ଚପ୍ପର ଆମ୍ପଲିଫାୟର୍ |
Chroma,କ୍ରୋମା
Chroma sampling structure,କ୍ରୋମୋ ନମୁନା ଗଠନ |
Chrominance,କ୍ରୋଣ୍ଟାନ୍ସ
Cinematography,ସିନେମାଟୋମ୍ରାଫି
Circuit,ସର୍କିଟ
Circuit board,ସର୍କିଟ ବୋର୍ଡ |
Circuit breaker,ସର୍କିଟ୍ ବ୍ରେକର୍ |
Circuit element,ସର୍କିଟ୍ ଉପାଦାନ |
Circuit switching,ସର୍କିଟ୍ ସୁଇଚ୍ |
Circuitry,ସର୍କିଟ୍ରି |
Circular motion,ବୃତ୍ତାକାର ଗତି
Circular polarization,ବୃତ୍ତାକାର ପୋଲାରାଇଜେସନ୍ |
Circular satellite orbit,ବୃତ୍ତାକାର ସାଟେଲାଇଟ୍ କକ୍ଷପଥ |
Circular velocity,ସର୍କୁଲାର୍ ବେଗ |
Circularly polarised antenna,ବୃତ୍ତାକାର ପୋଲାରାଇଜଡ୍ ଆଣ୍ଟେନା |
Circularly polarised transmission,ବୃତ୍ତାକାର ପୋଲାରାଇଜଡ୍ ଟ୍ରାନ୍ସମିସନ୍ |
Circulator,ରକ୍ତ ସଞ୍ଚାଳକ |
Cladding,କ୍ଲାଡିଂ
Clamp,କ୍ଲମ୍ପ
Clamping circuit,କ୍ଲେମ୍ପିଂ ସର୍କିଟ୍ |
Class A operation,ଶ୍ରେଣୀ ଏକ ଅପରେସନ୍ |
Class C tuned amplifier,ଶ୍ରେଣୀ c ଟ୍ୟୁନ୍ ଏମ୍ପଲିଫାୟର୍ |
Class of emission,ନିର୍ଗମନ ସ୍ଥାନ
Classical physics,ଶାସ୍ତ୍ରୀୟ ପଦାର୍ଥ ବିଜ୍ଞାନ
Classification,ବର୍ଗୀକରଣ
Cleaning agent,ସଫା କରିବା ଏଜେଣ୍ଟ |
Clear,ସଫା
Clear channel,ଚ୍ୟାନେଲ ସଫା କରନ୍ତୁ |
Click,କ୍ଲିକ୍ କରନ୍ତୁ |
Client,କ୍ଲାଏଣ୍ଟ
Client relationship  (server relationship),କ୍ଲାଏଣ୍ଟ ସମ୍ପର୍କ (ସର୍ଭର ସମ୍ପର୍କ)
Cliff effect,କ୍ଲିଫ୍ ପ୍ରଭାବ
Clip board,କ୍ଲିପ୍ ବୋର୍ଡ |
Clipping,କ୍ଲିପ୍
Clock pulse,ଘଣ୍ଟା ନାଜ୍ |
Clocked flip flop,ଘଣ୍ଟା ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
Clockfaced mike,ଘଣ୍ଟା ପାଇଁ ମାଇକ୍ |
Clock-frequency,ଘଣ୍ଟା-ଆବୃତ୍ତି
Clockwise,ଘଣ୍ଟା ବୁଲାଇ |
Closed circuit,ବନ୍ଦ ସର୍କିଟ |
Closed loop,ବନ୍ଦ ଲୁପ୍ |
Cluster,କ୍ଲଷ୍ଟର
Clustering,କ୍ଲଷ୍ଟରିଙ୍ଗ
Clutter,କ୍ଲଟର୍
Clutter loss,କ୍ଲଟର୍ କ୍ଷତି |
Coating,ଆବରଣ
Coaxial cable,କୋକ୍ସିଆଲ୍ କେବୁଲ୍ |
Coaxial line,କୋକ୍ିଆଲ୍ ଲାଇନ୍ |
Coaxial transmission line,କୋଇସିଆଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |
Co-channel,ସହ-ଚ୍ୟାନେଲ |
Co-channel interference,ସହ-ଚ୍ୟାନେଲ ହସ୍ତକ୍ଷେପ |
Cochlea,କୋଚେଲା
Code,କୋଡ୍
Code number,କୋଡ୍ ସଂଖ୍ୟା
Code rate,କୋଡ୍ ହାର
Code word,କୋଡ୍ ଶବ୍ଦ
Codec (coding decoding),କୋଡେକ୍ (କୋଡିଂ ଡିକୋଡିଂ)
Coded audio,କୋଡ୍ ଅଡିଓ |
Coder,Couder
Coding,ସହଯୋଗ
Coding decoding technique,କୋଡିଂ ଡିକୋଡିଂ କ techni ଶଳ |
Coding error,କୋଡିଂ ତ୍ରୁଟି |
Coding rate,କୋଡିଙ୍ଗ୍ ହାର
Coding technique,କୋଡିଂ କ techni ଶଳ |
Coefficient,ସହଯୋଗୀ
Coercivity,ବାଧ୍ୟତାମୂଳକ
Coherent modulation,ସମନ୍ୱିତ ମୋଡୁଲେସନ୍ |
Coil,କୋଇଲା |
Collaboration,ସହଯୋଗ
Collapse,ଭୁଶୁଡ଼ିବା
Collector,କଲେକ୍ଟର |
Collector current,ସଂଗୃହକ କରେଣ୍ଟ୍ |
Collector to base conductance,କେନିୟରମାନେ ବେସ୍ ଆଚରଣକୁ |
Collector-base junction,କଲେକ୍ଟର-ବେସ୍ ଜଙ୍କସନ |
Colour,ରଙ୍ଗ
Colour analyzer,ରଙ୍ଗ ଆନାଲିଜର |
Colour balance,ରଙ୍ଗ ବାଲାନ୍ସ |
Colour burst,ରଙ୍ଗ ଫାଟିଗଲା
Colour chart,ରଙ୍ଗ ଚାର୍ଟ |
Colour combination,ରଙ୍ଗ ମିଶ୍ରଣ |
Colour constant,ରଙ୍ଗ ସ୍ଥିର |
Colour control      (chrome control),ରଙ୍ଗ ନିୟନ୍ତ୍ରଣ (କ୍ରୋମ୍ କଣ୍ଟ୍ରୋଲ୍)
Colour depth,ରଙ୍ଗ ଗଭୀରତା
Colour fatigue,ରଙ୍ଗ ଥକ୍କୁମାନେ |
Colour filter,ରଙ୍ଗ ଫିଲ୍ଟର୍ |
Colour killer circuit,ରଙ୍ଗ ଘନକାରୀ ସର୍କିଟ୍ |
Colour kinescope,ରଙ୍ଗ କିନ୍ସୋପେପ୍ |
Colour mixer,ରଙ୍ଗ ମିକ୍ସର୍ |
Colour pattern,ରଙ୍ଗ pattern ାଞ୍ଚା |
Colour perception,ରଙ୍ଗ ଧାରଣା
Colour picture screen,ରଙ୍ଗ ଚିତ୍ର ପରଦା |
Colour space,ରଙ୍ଗ ସ୍ଥାନ |
Colour subcarrier,ରଙ୍ଗ ସବ୍କରାରିର୍ |
Colour temperature,ରଙ୍ଗ ତାପମାତ୍ରା |
Colour transmission,ରଙ୍ଗ ଟ୍ରାନ୍ସମିସନ୍ |
Colour tube,ରଙ୍ଗ ଟ୍ୟୁବ୍ |
Colouration,ରଙ୍ଗ
Colourless,ରଙ୍ଗହୀନ |
Combination,ମିଶ୍ରଣ
Combiner,ମିଶ୍ରଣ
Combining process,ମିଶ୍ରଣ ପ୍ରକ୍ରିୟା
Combustion,ଜଜ୍
Command,ନିର୍ଦ୍ଦେଶ
Commencement,ଆରମ୍ଭ
Commercial broadcasting,ବାଣିଜ୍ୟିକ ପ୍ରସାରଣକାରୀ |
Commercial television,ବାଣିଜ୍ୟିକ ଟେଲିଭିଜନ |
Common collector circuit,ସାଧାରଣ ସଂଗ୍ରହକାରୀ ସର୍କିଟ୍ |
Communication,ଯୋଗାଯୋଗ |
Communication satellite,ଯୋଗାଯୋଗ ସାଟେଲାଇଟ୍ |
Community radio centre,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ସେଣ୍ଟର |
Community radio station,ସମ୍ପ୍ରଦାୟ ରେଡିଓ ଷ୍ଟେସନ |
Compact disc (CD),କମ୍ପାକ୍ଟ ଡିସ୍କ (CD)
Compact disc player,କମ୍ପାକ୍ଟ ଡିସ୍କ ପ୍ଲେୟାର |
Compander,ତୁଳନା
Companding,ତୁଳନା
Compatibility,ସୁସଙ୍ଗତତା
Compatible,ସୁସଙ୍ଗତ
Compiler,ସଙ୍କଳନକାରୀ
Complementary,ସମ୍ପୃକ୍ତ
Complementary transistor,ସଂପନ୍ନ ଟ୍ରାନଜିଷ୍ଟର |
Complex wave,ଜଟିଳ ତରଙ୍ଗ |
Component,ଉପାଦାନ
Composite,ମିଶ୍ରିତ
Composite circuit,ରଚନା ସର୍କିଟ୍ |
Composite digital,ମିଶ୍ରିତ ଡିଜିଟାଲ୍ |
Composite radio frequency signal,କମ୍ପୋଜିଟ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନଙ୍କ ସଙ୍କେତ |
Composite signal,ମିଶ୍ରିତ ସଙ୍କେତ |
Composite video,ମିଶ୍ରିତ ଭିଡିଓ
Composite video signal,ମିଶ୍ରିତ ଭିଡିଓ ସଙ୍କେତ |
Composition,ରଚନା
Compressed data,ସଙ୍କଳନ ତଥ୍ୟ
Compressed digitized video,ସଙ୍କୋଚିତ ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |
Compressed video,ସଙ୍କୋଚିତ ଭିଡିଓ |
Compression,ସଙ୍କୋଚନ
Compression artifact,ସଙ୍କୋଚନ କଳାକୃତି |
Compression hazard,ସଙ୍କୋଚନ ବିପଦ |
Compression technique,ସଙ୍କୋଚନ କ techni ଶଳ |
Compressor,ସଙ୍କଣଶକ
Compute,ଗଣଯୋଗୀ
Computer,କମ୍ପ୍ୟୁଟର
Computer based multimedia,କମ୍ପ୍ୟୁଟର ଆଧାରିତ ମଲ୍ଟିମିଡିଆ |
Computer programming,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମିଂ |
Computer technology,କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |
Concave lens,କନକଭ୍ ଲେନ୍ସ
Concave mirror,କନକଭ୍ ଦର୍ପଣ |
Concealment,ଲୁଚାନ୍ତୁ
Concentrated,ଏକାଗ୍ର
Concentration,ଏକାଗ୍ରତା
Concentric lens,ଏକାଗ୍ର ଲେନ୍ସ
Condenser microphone,ଘନିଷ୍ଠ ମାଇକ୍ରୋଫୋନ୍ |
Condition of equilibrium,ସନ୍ତୁଳନର ଅବସ୍ଥା |
Conduction,ଧାଜାକରଣ
Conduction current,କଣ୍ଡନ୍ସ କରେଣ୍ଟ୍ |
Conductivity,ପରିଚୟ
Conductor,କଣ୍ଡକ୍ଟର |
Configuration,ବିନ୍ୟାସ
Connection,ସଂଯୋଗ
Connectivity,ସଂଯୋଗ
Connector,ସଂଯୋଜକ |
Consistency,ସ୍ଥିରତା
Consistently,କ୍ରମାଗତ ଭାବରେ |
Console,କନସୋଲ୍ |
Constant,ସ୍ଥିର
Constant  amplitude,ନିରନ୍ତର ପ୍ରଶସ୍ତତା |
Contact microphone,ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |
Container format,ପାତ୍ର ଫର୍ମାଟ୍ |
Contamination,ପ୍ରଦୂଷଣ
Content,ବିଷୟବସ୍ତୁ
Contiguous,ସଂଲଗ୍ନ
Continuity,ନିରନ୍ତରତା
Continuity booth,ନିରନ୍ତରତା ବୁଥ୍ |
Continuity knob,ନିରନ୍ତର ଗଣ୍ଠି |
Continuous,ନିରନ୍ତର |
Continuous arc,କ୍ରମାଗତ ଆର୍କ
Continuous wave,କ୍ରମାଗତ ତରଙ୍ଗ |
Contour line,ବିଷୟବସ୍ତୁ ଧାଡ଼ି
Contour plan,ବିଷୟବସ୍ତୁ ଯୋଜନା
Contract,ଚୁକ୍ତିନାମା
Contraction,ସଂକୋଚନ
Contrast ratio,ବିପରୀତ ଅନୁପାତ
Control circuit,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
Control electrode,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
Control equipment,ନିୟନ୍ତ୍ରଣ ଉପକରଣ |
Control grid,କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍
Control line,ନିୟନ୍ତ୍ରଣ ରେଖା
Control panel,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
Control room,ନିୟନ୍ତ୍ରଣ କକ୍ଷ |
Control table,ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |
Control tower,ନିୟନ୍ତ୍ରଣ ଟାୱାର |
Controller,ନିୟନ୍ତ୍ରକ
Convergence,ଏକତ୍ରିତତା
Convergent lens,ଏକତ୍ରିତ ଲେନ୍ସ |
Convertor,Contenker
Convex lens,କନଭକ୍ସ ଲେନ୍ସ |
Convolution,ଦୋଷ
Convolution coded,Convolution cended
Convolutional interleave,ଦୋଷୀ ଜଣା
Convolutional interleaving,ଦୋଷୀ ଅସହଯୋଗୀ |
Cookie,କୁକି |
Cookier,କୁକିଅର୍
Coprocessor,ତମ୍ବାସେସୋର
Cord,କର୍ଡ
Corona,କରୋନା |
Corona discharge,କରୋନା ଡିସଚାର୍ଜ |
Correlation,ସମ୍ପର୍କ |
Cosine component,କସିନ୍ ଉପାଦାନ |
Cosine wave,କସିନ୍ ତରଙ୍ଗ |
Cosmic noise,କସମିକ୍ ଶବ୍ଦ
Counter,କାଉଣ୍ଟର
Counter clockwise,ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |
Coupler,କପଟର୍ |
Coupling,ଯୋଡିଙ୍ଗ୍
Coupling condenser,ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |
Coupling network,Coupling ନେଟୱାର୍କ
Coupling resistance,ସହଯୋଗ ପ୍ରତିରୋଧ
Covalent bond,ସହଯୋଗୀ ବଣ୍ଡ |
Coverage,କଭରେଜ୍
Crash,ଦୁର୍ଘଟଣା
Critical band,ଜଟିଳ ବ୍ୟାଣ୍ଡ |
Critical condition,ଗୁରୁତର ଅବସ୍ଥା |
Critical coupling,ଗୁରୁତର ଚିନ୍ତା |
Critical frequency,ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |
Critical parameter,ଗୁରୁତର ପାରାମିଟର |
Crocodile clip,କୁମ୍ଭୀର କ୍ଲିପ୍ |
Cross fading,କ୍ରସ୍ କ୍ଷୀଣ |
Cross modulation,କ୍ରସ୍ ମୋଡୁଲେସନ୍ |
Cross talk,କ୍ରସ୍ ଟକ୍ |
Crossfade,କ୍ରସଫେଡ୍
Cryptography,କ୍ରିପ୍ଟୋଗ୍ରାଫି
Crystal,ସ୍ଫଟିକ୍
Crystal filter,ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |
Cue,କ୍ୟୁ
Cue marks,କ୍ୟୁ ମାର୍କ
Cueing device,କ୍ୟୁରିଂ ଉପକରଣ
Current drain,ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |
Current meter,ସାମ୍ପ୍ରତିକ ମିଟର
Current transformer,ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |
Cursor,କର୍ସର୍
Curve,ବକ୍ର
Cut off frequency,ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |
Cutter,କଟର
Cyber cafe,ସାଇବର କାଫେ |
Cyber security,ସାଇବର ସୁରକ୍ଷା |
Cyber space,ସାଇବର ସ୍ଥାନ |
Cycle,ଚକ୍ର
Cyclic,ସାଇକ୍ଲିକ୍ |
D.c. component,D.C. ଉପାଦାନ
D.c. plate power,D.C. ଥାଳି ଶକ୍ତି
D.c. restoration,D.C. ପୁନରୁଦ୍ଧାର
Damper diode,ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |
Damping,ବନ୍ଧପ
Dark,ଅନ୍ଧାର
Data,ତଥ୍ୟ
Data broadcasting,ଡାଟା ପ୍ରସାରଣ |
Data compression,ତଥ୍ୟ ସଙ୍କୋଚନ |
Data drilling,ଡାଟା ଡ୍ରିଲିଂ |
Data encryption,ତଥ୍ୟ ଏନକ୍ରିପସନ୍
Data file,ଡାଟା ଫାଇଲ୍ |
Data handling,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
Data mining,ତଥ୍ୟ ଖଣି
Data processing,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
Data processor,ଡାଟା ସଞ୍ଚାଳକ |
Data reduced bit system,ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |
Data service,ଡାଟା ସେବା |
Data sheet,ତଥ୍ୟ ଫର୍ଦ୍ଦ
Data storage,ତଥ୍ୟ ସଂରକ୍ଷଣ
Data stream,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
Data transformation,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍
Data transmission,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
Database,ଡାଟାବେସ୍ |
Datacasting,ଡେସ୍କାଷ୍ଟିଂ |
Datagram,ଡାଟାଗ୍ରାମ୍
DB meter,DB ମିଟର
Dead air,ମୃତ ପବନ
Dead short circuit,ମୃତ ସର୍ଟ ସର୍କିଟ୍ |
Dead spot,ମୃତ ସ୍ପଟ୍
Deadlock,ଜଳଖିଆ
Debug programme,କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍
Debugging,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |
Decay of sound,ଶବ୍ଦର କ୍ଷୟ |
Decibel (dB),ଡେକ୍ସିବେଲ୍ (DB)
Decimal,ଦଶମିକ
