Assamese,Hindi
মেট্ৰিক্স তিৰ্যকীকৰণ,आव्यूह-विकर्णन
"তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স","विकर्ण मैट्रिक्स, विकर्ण आव्यूह"
তিৰ্যক সমতা,विकर्णी समानता
ডায়েগ্ৰাম,आरेख
অংকন পদ্ধতি,आरेखी विधि
চিত্ৰাঙ্কিত উপস্থাপন,आरेखी प्रस्तुतिकरण
ব্যাস,व्यास
ব্যাস নিৰ্ধাৰণ কৰক,समुच्चय-व्यास
ডায়েমেট্ৰিকভাৱে বিপৰীত,व्यासतः सम्मुख
"ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা","पाशकक्षेप, पासा फेंकना"
উভচৰ শ্ৰেণীবিভাজন,द्विधा वर्गीकरण
"bifurcation, আধা","द्विभाजन, अर्धक"
অভিধান,कोशक्रम
ডিফাৰেন্সিয়েল কেলকুলাছ,अंतर कलन
অৱভেদ্য সমীকৰণ,अंतर समीकरण
ডিফাৰেন্সিয়েল সূত্ৰ,अंतर सूत्र
ডিফাৰেন্সিয়েল পদ্ধতি,अंतर विधि
গোটৰ পাৰ্থক্য,समुच्चयों का अंतर
ভিন্নতামূলক,अवकलनीय
ডিফাৰেন্সিয়েল কাৰ্ভ,अवकलनीय वक्र
ডিফাৰেন্সিয়েল ফাংচন,अवकलनीय फलन
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য","विभेदक, भेददर्शी, अवकल, अंतरात्रयी, अंतरात्मक, विभेदी"
ডিফাৰেন্সিয়েল মেথ,अवकल गणित
ডিফাৰেন্সিয়েল সহগ,अवकल गुणांक
অৱভেদ্য সমীকৰণ,अवकल समीकरण
ডিফাৰেন্সিয়েল কলিচন,अवकल समघात
ডিফাৰেন্সিয়েল সূত্ৰ,अवकल सूत्र
ডিফাৰেন্সিয়েল ফাংচন,अवकल फलन
ডিফাৰেন্সিয়েল জ্যামিতি,अवकल ज्यामिति
উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল,उच्चतर कोटि का अवकल
ডিফাৰেন্সিয়েল ছেগমেণ্ট,अवकल खंड
পাৰ্থক্য কৰা,अवकलन करना
"পাৰ্থক্য, পাৰ্থক্য","विभेदन, अवकलन"
ডিফাৰেন্সিয়েল সূত্ৰ,अवकलन सूत्र
ভেক্টৰৰ পাৰ্থক্য,सदिश का अवकलन
"প্ৰসাৰণ, প্ৰসাৰণ","विसरण, विसार"
"সংখ্যা, ডায়েডেম, আঙুলি","अंक, व्यास का द्वादशांश, अंगुलि"
ডিজিটেল কম্পিউটাৰ,अंकीय अभिकलित्र
অংকি দত্ত,अंकीय दत्त
"পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি","विस्तार, लंबाई-चौड़ाई, विमा, घात"
মাত্ৰাগততা,विमीयता
মাত্ৰাহীন,"विमाहीन, अविम"
সমীকৰণৰ মাত্ৰা,समीकरण विमा
ডাইঅ’ফেন্টাছৰ সমীকৰণ,डायोफैन्टस का समीकरण
পতনৰ কোণ,नति कोण
ডাইপোল স্থানাংক,द्वियुग्मध्रुवी निर्देशांक
ডাইপোল,द्विध्रुव
বাইপিৰামিড,द्विपिरामिड
dirac ডেল্টা ফাংচন,डिरैक डेल्टा फलन
সাধাৰণ স্পৰ্শক,उभयनिष्ठ अनुस्पर्श रेखा
সোঁকোণ,दिष्ट कोण
প্ৰত্যক্ষ ৰেখা,दिष्ट रेखा
স্থান ব্যুৎপত্তি,दिक्-अवकलज
"ডাইকোচিন, ডাইকো-কোচাইন","दिक्कोज्या, दिक्-कोसाइन"
ৰ দিশটো সৰ্বোচ্চ,उच्चिष्ठ की दिशा
প্ৰজেকচন দিশ,प्रक्षेपण दिशा
দিশ অনুপাত,दिक्-अनुपात
নিয়ন্ত্ৰণ বৃত্ত,नियामक वृत्त
নিয়ন্ত্ৰক বৃত্ত,नियामक गोला
এনুলোমা প্ৰডাক্ট,अनुलोम गुणनफल
"প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ","प्रत्यक्ष प्रमाण, प्रत्यक्ष उपपत्ति"
ক্ৰমিক অনুপাত,अनुक्रमानुपात
ভাগ্য,नियता
anuloma যোগফল,अनुलोम योगफल
disjointed set,असंबद्‌ध समुच्चय
"discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা","असांतत्य, असातत्य, भंग"
ডেৰাইভেটিভৰ বিচ্ছিন্নতা,अवकलज का असांतत्य
প্ৰথম ধৰণৰ বিচ্ছিন্নতা,प्रथम प्रकार का असांतत्य
দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা,द्वितीय प्रकार का असांतत्य
বিচ্ছিন্ন বিতৰণ,असंतत वितरण
বিচ্ছিন্ন কাৰ্য্য,असंतत फलन
বিচ্ছিন্ন ভ্যাৰিয়েন্স,असंतत विचर
কণা,विविक्त
বিচ্ছিন্ন বিতৰণ,असंतत बंटन
বিচ্ছিন্ন সম্ভাৱনা বিতৰণ,असंतत प्रायिकता बंटन
বিচ্ছিন্ন যাদৃচ্ছিক চলক,असंतत यादृच्छिक चर
বিচ্ছিন্ন নমুনা স্থান,असंतत प्रतिदर्श समष्टि
বিচ্ছিন্ন সমষ্টি,विविक्त समुच्चय
বিচ্ছিন্ন জনসংখ্যা,विविक्त समष्टि
বিচ্ছিন্ন অৱস্থা,विविक्त संस्थिति
বিচ্ছিন্ন ভ্যাৰিয়েন্স,असंतत विचर
বিতৰণ কৰ,विविक्तकर
বৈষম্যমূলক বিশ্লেষণ,विविक्तकर विश्लेषण
disjointed,असंयुक्त
disjointed ইভেন্ট,असंयुक्त घटना
disjointed set,असंयुक्त समुच्चय
disjoint সন্নিৱিষ্ট কৰা,असंयुक्त सम्मिलन
"disjunction, যুক্তিসংগত যোগফল","वियोजन, तर्क-संगत योग"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","परिक्षेपण, प्रकीर्णन"
বিক্ষিপ্ততা লেখচিত্ৰ,परिक्षेपण संचित्र
বিক্ষিপ্ততা সূচকাংক,परिक्षेपणांक
বিক্ষিপ্ততা ডায়েগ্ৰাম,परिक्षेपण-आरेख
বিক্ষিপ্ততা মেট্ৰিক্স,परिक्षेपण-मैट्रिक्स
স্থানচ্যুতি,विस्थापन
প্ৰদৰ্শন,प्रदर्श
কনছ&#39;ল,कन्सोल
"অসমান, অসমান","असमरूप, असमान"
ক্ষয়কাৰী বল,क्षयकारी बल
দূৰত্বৰ ফলন,दूरी-फलन
দূৰত্ব মডুলাছ,दूरी-मापांक
অবিতৰণমূলক,बंटन-निरपेक्ष
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","वितरण-नियम, बंटननियम"
"to dissipate, বিসৰ্জন কৰা","अपसारित करना, अपसारित होना"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","अपसरण, अपसारिता, डाइवर्जेन्स"
বিচ্ছিন্নতা উপপাদ্য,अपसरण प्रमेय
ডাইভাৰ্জেন্ট,अपसारी
বিচ্ছিন্ন পৰিসৰ,अपसारी श्रेणी
বিভক্ত পাৰ্থক্য,विभाजित अंतर
"বিভাজনযোগ্যতা, বিভাজনযোগ্যতা","भाज्यता, विभाज्यता"
"বিভাজ্য, বিভাজ্য","भाज्य, विभाज्य"
"বিভাজন, বিভাজন, বিভাজন","भाग, प्रभाग, विभाजन"
বিভাজন এলগৰিদম,विभाजन-कलन विधि
স্প্লিট ৰিং,विभाजन-वलय
চতুৰ্ভুজ,द्वादशभुज
decagon,द्वादशफलक
"ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড","प्रक्षेत्र, डोमेन, प्रांत, प्रदेश"
কাৰ্য্যৰ ডমেইন,फलन का प्रांत
সংজ্ঞা-প্ৰদেশ,परिभाषा-प्रांत
অস্তিত্বৰ অৱস্থা,अस्तित्व-प्रांत
অভাৰৰাইডিং ডিভাইচ,अभिभावी युक्ति
ডপলাৰ ইফেক্ট,डॉप्लर प्रभाव
"পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট","बिन्दु-गुणनफल, अदिशगुणनफल"
বিন্দুযুক্ত বক্ৰ,बिन्दुकित वक्र
ডুৱেল ডিফাৰেন্সিয়েল,द्विशः अवकलन
ডাবল ঘাতীয় বিতৰণ,द्विक चरघातांकीय बंटन
ডাবল কইল,द्विकुंडली
বাইনাৰী অখণ্ড,द्विशः समाकल
বাইনাৰী সংহতি,द्विशः समाकलन
ডাবল লিমিট,द्विक सीमा
ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট,द्विशः प्रतिचयन आयोजन
ডাবল ক্ৰম,द्विक अनुक्रम
ডাবল ছিৰিজ,द्विक श्रेणी
ডাবল-সংলগ্ন সংকেত,द्वि-अनुलग्नी संकेतन
ডাবল কম্পাইলেচন,द्विक संकलन
তললৈ ত্বৰণ,अधोमुखी त्वरण
তললৈ স্থানান্তৰিত হোৱা,अधोमुखी विस्थापन
তললৈ গতি,अधोमुखी गति
তললৈ যোৱা বেগ,अधोमुखी वेग
ট্ৰেকচন,कर्षण
ট্ৰেকচন বল,कर्षण-बल
"দ্বৈত দ্বৈততা,",द्वैती द्वैती
ডুৱেল বেচ,द्वैत आधार
দ্বৈত আভ্যন্তৰীণ উৎপাদন,द्वैत आंतरिक गुणनफल
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,द्वैती रैखिक प्रोग्रामन समस्या
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","द्वि प्रचालन, द्वैती संक्रिया"
দ্বৈত সমস্যা,द्वैत समस्या
ডুৱেল একক এলগৰিদম,द्वैत एकल कलन-विधि
দ্বৈত একক পদ্ধতি,द्वैत एकल प्रविधि
দ্বৈত স্থান,द्वैत समष्टि
ডুৱেল ভেৰিয়েবল,द्वैत चर
দ্বৈত ভেক্টৰ স্থান,द्वैत सदिश समष्टि
নিৰৱ সূচকাংক,मूक सूचकांक
নিৰৱ ফুটাৰ,मूक पादांक
নীৰৱ চুক্তি,मूक अनुबंध
নিৰৱ চলক,मूक चर
ডুপ্লিকেচন,अनुलिपि-प्रक्रम
গতিশীল,गतिकीय
গতিশীল ব্যৱস্থা,गतिकीय तंत्र
গতিশীল চাহিদা কাৰ্য্য,गतिक मांग फलन
গতিশীল আৰ্হি,गत्यात्मक निदर्श
ডাইনামিক প্ৰগ্ৰেমিং,गत्यात्मक प्रोग्रामन
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,गतिशील प्रोग्रामन उपगमन
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,गतिशील प्रोग्रामन प्रविधि
"গতিশীলতা, গতিশীলতা","गतिविज्ञान, गतिकी"
কণা গতিবিদ্যা,कण-गतिकी
কঠিন শৰীৰৰ গতিশীলতা,दृढ़ पिंड गतिकी
"পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী সংস্পর্শ (ver.)","भू, पृथ्वी, भूमि, मत्तिृ का, मदृा, भू संपर्कित करना, भूसंपर्क करना (क्रि.)"
ভূমিকম্পৰ তীব্ৰতা,भूकंप तीव्रता
কেন্দ্ৰীয়তা,उत्केंद्रता
ধাৰণা,ग्रहण
অৰ্থনৈতিক পূৰ্বাভাস,अर्थमितीय पूर्वानुमान
অৰ্থনীতিবিদ,अर्थमितिज्ञ
অৰ্থনীতি,अर्थमिति
অৰ্থনীতি,अर्थशास्त्र
"কোৰ, প্ৰান্ত, ছিদ্ৰ","कोर, किनारा, अश्रि"
সমষ্টিগত কোৰৰ সন্মুখীন হোৱা,अवमुख समुच्चय कोर
দক্ষতা সূচকাংক,दक्षतांक
বৈশিষ্ট্যপূৰ্ণ উপাদান,अभिलक्षणिक अवयव
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,अभिलक्षणिक फलन
"eigen মান, বৈশিষ্ট্যপূৰ্ণ মান","आइगेन मान, अभिलक्षणिक मान"
বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ,अभिलक्षणिक मान समीकरण
"eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ","आइगेन वेक्टर, अभिलक्षणिक सदिश"
ইলাষ্টিক,प्रत्यास्थ
ইলাষ্টিক ঢালাই,प्रत्यास्थतांक
ইলাষ্টিক ভাৰসাম্য,प्रत्यास्थ साम्यावस्था
ইলাষ্টিকতা,प्रत्यास्थता
ইলাষ্টিকতা পৃষ্ঠা,प्रत्यास्थता-पृष्ठ
"ইলেক্ট্ৰনিক কম্পিউটাৰ, ইলেক্ট্ৰনিক কম্পিউটাৰ","इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर"
"উপাদান, উপাদান, উপাদান","तत्व, अल्पांश, अवयव"
প্ৰাৰম্ভিক স্তম্ভ কাৰ্য্য,प्रारंभिक स्तंभ संक्रिया
প্ৰাৰম্ভিক পৰিঘটনা,प्रारंभिक घटना
প্ৰাৰম্ভিক কাৰ্য্য,प्रारंभिक फलन
প্ৰাৰম্ভিক কাৰ্য্য,प्रारंभिक संक्रिया
প্ৰাথমিক ফলাফল,प्रारंभिक परिणाम
প্ৰাৰম্ভিক সম্ভাৱনা নিয়ম,प्रारंभिक प्रायिकता नियम
ষ্টাৰ্ট লাইন অপাৰেচন,प्रारंभिक पंक्ति संक्रिया
"to annihilate, নিঃশেষ কৰা,","विलुप्त करना, विलोपन करना"
ৰিজ&#39;লিউচন প্ৰক্ৰিয়া,निराकरण प्रक्रिया
"উপবৃত্তাকাৰ, উপবৃত্তাকাৰ","दीर्घवृत्त, इलिप्स"
উপবৃত্তাকাৰ,दीर्घवृत्तज
উপবৃত্তাকাৰ,दीर्घवृत्तजीय
উপবৃত্তাকাৰ পৃষ্ঠ,दीर्घवृत्तजीय पृष्ठ
উপবৃত্তাকাৰ শৰীৰ,दीर्घवृत्ताकार पिंड
এম্বেডিং,अंतःस्थापन
নিৰ্গমন,उत्सर्जन
অভিজ্ঞতাভিত্তিক বিশ্বাস,आनुभविक न्यास
অভিজ্ঞতাভিত্তিক সূত্ৰ,मूलानुपाती सूत्र
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,आनुभविक प्रायिकता
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,आऩुभविक संबंध
খালী ছেট,रिक्त समुच्चय
বাধ্যতা,परिबद्‌ध
"এনকোডিং, ক&#39;ডিং","कूटलेखन, कोडन"
আন্তঃকাৰ্য্যক্ষমতা,अंतराकारिता
শেষ বিন্দু,अंत्य बिंदु
শ্ৰেণীৰ ব্যৱধানৰ শেষ বিন্দু,वर्गांतराल के अंत्य बिंदु
শক্তি,ऊर्जा
শক্তি-প্ৰেৰণামূলক কাৰক,ऊर्जा-संवेग घटक
প্ৰৱেশ চলক,प्रवेशी चर
গণনাযোগ্য ছেট,गणनीय समुच्चय
"গণনা, গণনা","गणन, गिनना"
"সমান, সমান, সম, সমান","समान, बराबर, सम, तुल्य"
"সমতা, সমতা","समता, समिका"
সম্ভাৱনা,समप्रायिक
আনকি সম্ভাৱনা নিৰ্বাচন পদ্ধতিও,सम प्रायिकता वरण विधि
সমান কৰা,समान करना
"সমীকৰণ, সমীকৰণ","समीकरण, समीकार"
দ্বিঘাত সমীকৰণ,एकघात समीकरण
দ্বিঘাত সমীকৰণ,द्विघात समीकरण
দ্বিঘাত সমীকৰণ,त्रिघात समीकरण
"বিষুৱৰেখা, বিষুৱৰেখা, মধ্যৰেখা","विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा"
অবিচলিত,समसंतत
সমপক্ষীয়,समबाहु
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","साम्यावस्था, साम्य, संतुलन"
বল ভাৰসাম্য,बल-संतुलन
ভাৰসাম্য বিন্দু,संतुलन बिंदु
সমতুল্যতা,तुल्यता
সমতুল্যতা শ্ৰেণী,तुल्यता-वर्ग
সমতুল্যতা সম্পৰ্ক,तुल्यता-संबंध
"সমতুল্য, সমতুল্য (v.), সমতুল্য (ed.)","तुल्य, तुल्यमान (वि.), तुल्यांक (सं.)"
সমতুল্য মেট্ৰিক্স,तुल्य मैट्रिक्स
সমতুল্য গোট,तुल्य समुच्चय
প্ৰৱণতা,अभ्यतिप्रायता
"ভুল, ভুল, ভুল, ভুল","त्रुटि, भूल, गलती, अशुद्‌धि"
ভুল বিশ্লেষণ,त्रुटि-विश्लेषण
ভুল ক&#39;ড,त्रुटि कोड
ভুল সহগ,त्रुटि गुणांक
বৰ্গ গড় ভুল,वर्ग माध्य त्रुटि
প্ৰথম ধৰণৰ ভুল,प्रथम प्रकार की त्रुटि
দ্বিতীয় ধৰণৰ ভুল,द्वितीय प्रकार की त्रुटि
পলায়নৰ সম্ভাৱনা,पलायन-प्रायिकता
পলায়নৰ বেগ,पलायन वेग
ই শ্বমিট সংগঠন প্ৰক্ৰিয়া,ई. श्मिट लांबिकीकरण प्रक्रम
বহিৰ্মুখী,बहिर्वृत्त
"অপৰিহাৰ্য, অপৰিহাৰ্য","सारभूत, अनिवार्य"
কাৰ্যতঃ অনন্য,वस्तुतः अद्वितीय
"মূল্যায়ন কৰা, মূল্যায়ন কৰা (ver.), মূল্যায়ন কৰা (ed.)","आकलन करना, आकलित करना (क्रि.), आकलन (सं.)"
অনুমান পদ্ধতি,आकलन विधि
ইউক্লিডীয় স্থানাংক,यूक्लिडीय निर्देशांक
ইউক্লিডিয়ান ডমেইন,यूक्लिडीय डोमेन
ইউক্লিডিয়ান জ্যামিতি,यूक्लिडीय ज्यामिति
ইউক্লিডীয় n-স্থান,यूक्लिडीय n-समष्टि
ইউক্লিডীয় সমতল,यूक्लिडीय समतल
অইলাৰৰ উপপাদ্য,ऑयलर प्रमेय
"মূল্যায়ন কৰা, মূল্যায়ন কৰা","मान निकालना, मूल्यांकन करना"
যুগ্ম,सम
আনকি বক্ৰতাও,सम वक्र
আনকি কাৰ্য্যও,सम फलन
আনকি অবাধ্যও,सम अपवर्त्य
যুগ্ম সংখ্যা,सम संख्या
অদ্ভুত প্ৰতিসমতা,सम-विषम सममिति
আনকি ক্ৰমবিন্যাসও,सम क्रमचय
"ইভেন্ট, এপিচ&#39;ড","घटना, अनुवृत्त"
সমৰূপতা,समपद
"হুবহু, হুবহু, হুবহু","यथातथ, यथार्थ, बिल्कुल ठीक"
সঠিক কাই-স্কেয়াৰ পৰীক্ষা,यथातथ काई-वर्ग परिक्षण
সঠিক পাৰ্থক্য,यथातथ अवकल
সঠিক সমীকৰণ,यथातथ समीकरण
উদাহৰণ,उदाहरण
বিনিময়,विनिमय
নিৰ্দিষ্ট পৰিঘটনা,निश्शेष घटना
অস্তিত্বৰ স্বতন্ত্ৰতা,अस्तित्व अभिगृहीत
জীয়াই থকাৰ সম্ভাৱনা,अस्तित्व प्रायिकता
অস্তিত্ব উপপাদ্য,अस्तित्व प्रमेय
বাহ্যিক চলক,बाह्य चर
"spread, বিয়পি পৰা","प्रसार, प्रसरण"
প্ৰত্যাশাৰ কাৰ্য্য,प्रत्याशा फलन
আশা কৰা কম্পাঙ্ক,प्रत्याशित बारंबारता
আশা কৰা মূল্য,प्रत्याशित मान
পৰীক্ষণ,प्रयोग
"পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল","प्रायोगिक भूल, प्रायोगिक त्रुटि"
"ব্যাখ্যা, ব্যাখ্যা","व्याख्या, स्पष्टीकरण"
স্পষ্ট সমীকৰণ,स्पष्ट समीकरण
স্পষ্টভাৱে,स्पष्ट रूप
ক্লিয়াৰ ফাংচন,स्पष्ट फलन
স্পষ্ট সমাধান,स्पष्ट हल
ঘাতক,घातांक
ঘাতীয় বক্ৰ,चरघातांकी वक्र
ঘাতীয় সম্ভাৱনা ফলন,चरघातांकी प्रायिकता फलन
ঘাতীয় বিতৰণ,चरघातांकी बंटन
ঘাতীয় সমীকৰণ,चरघातांकी समीकरण
ঘাতীয় ফলন,चरघातांकी फलन
"ঘাতীয় বৃদ্ধি, ঘাতীয় বৃদ্ধি","एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि"
ঘাতীয় নিয়ম,चरघातांकी नियम
ঘাতীয় মানচিত্ৰ,चरघातांकी प्रतिचित्र
"ঘাতীয় শৃংখলা, ঘাতীয় শৃংখলা","एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी"
"অভিব্যক্তি, অভিব্যক্তি, মুখৰ ভাব, অভিব্যক্তি","निष्पीडन, व्यंजक, मुखाकृति, भावकृति"
বৰ্ধিত ব্যৱধান,विस्तरित अंतराल
বৰ্ধিত বাস্তৱ ৰেখা,वर्धित वास्तविक रेखा
সম্প্ৰসাৰিত বাস্তৱ সংখ্যা ব্যৱস্থা,विस्तरित वास्तविक संख्या निकाय
মেপিং সম্প্ৰসাৰণ,प्रतिचित्रण विस्तार
বাহ্যিক কোণ,बहिष्कोण
বাহিৰৰ অঞ্চল,बाह्य क्षेत्र
বাহ্যিক বিন্দু,बाह्य बिंदु
বাহ্যিক,बाह्य
প্ৰেডিকেট মানৰ এক্সট্ৰাপ&#39;লেচন,उपनति मान का बहिर्वेशन
এক্সট্ৰাপলেচন কৌশল,बहिर्वेशन तकनीक
শীৰ্ষ মান,चरम मान
"extreme, end, extreme, শিখৰত উপনীত হোৱা","अत्यंत, अंत, चरम, पराकाष्ठा"
উচ্চ বিন্দু,चरम बिंदु
বিপৰীত গোটৰ চৰম বিন্দু,अवमुख समुच्चय का चरम बिंदु
ফাংচনৰ চৰম মান,फलन का चरम मान
চৰম ধৰ্ম,चरम गुणधर्म
"মুখ, কাষ, সন্মুখ","फलक, पार्श्व, अंताग्र"
মুখমূল্য,अंकित मूल्य
"উপাদান, কাৰক, কাৰক, দফা,","घटक, उपादान, कारक, खंड"
কাৰক বিশ্লেষণ,उपादान विश्लेषण
খণ্ডিত,खंडित
ফেক্টৰিয়েল,क्रमगुणित
একাধিক কাৰক ডিজাইন,बहु-उपादानी अभिकल्पना
ফ্যাক্টৰাইজেচন,गुणनखंडन
to factor,गुणनखंड करना
ন্যায় খেল,न्याय्य खेल
"ভাৰ্চুৱেল, মিছা, ক&#39;ড","आभासी, मिथ्या, कूट"
"পৰিয়াল, পৰিয়াল, বংশ, পৰিয়াল","कुटुंब, परिवार, कुल, फैमिली"
বৃত্ত মুঠ,वृत्त-कुल
বক্ৰ মুঠ,वक्र-कुल
কাৰ্য্যসমূহৰ পৰিয়াল,फलन-परिवार
লাইন মুঠ,रेखा-कुल
প্ৰতিৰূপ,प्रतिकृति
F-বিতৰণ,F-बंटन
সামঞ্জস্যপূৰ্ণ ভিত্তি সমাধান,सुसंगत आधारी हल
সামঞ্জস্যপূৰ্ণ সমাধান,सुसंगत हल
"ৰিচাৰ্জ, পুনৰ বিনিয়োগ","पुनर्भरण, पुनर्निवेश"
ফাৰ্মাৰ নিয়ম,फ़र्मा का नियम
ফাৰ্মাৰ উপপাদ্য,फ़र्मा का प्रमेय
ফাৰ্মি-ডাইৰাক-পৰিসংখ্যা,फर्मी-डिरैक-सांख्यिकी
ফিবোনাচি সংখ্যা,फिबोनाशी-संख्या
ফিবোনাচি ৰেঞ্জ,फिबोनाशी श्रेणी
"ক্ষেত্ৰ, পথাৰ, পথাৰ, পথাৰ","क्षेत्र, क्षेत्रक, खेत, फील्ड"
চূড়ান্ত বেগ,अंतिम वेग
"সসীম, সসীম","परिमित, सांत"
সসীম ভিত্তি,परिमित आधार
সসীম দশমিক,परिमित दशमलव
সসীম পাৰ্থক্য,परिमित अंतर
সসীম পাৰ্থক্য পদ্ধতি,परिमित अंतर विधि
সসীম মাত্ৰিক,परिमितविमीय
সসীম মাত্ৰিক ভেক্টৰ,परिमितविमीय सदिश
সসীম খেল,परिमित खेल
সসীম জ্যামিতি,परिमित ज्यामिति
সসীম অখণ্ড,परिमित सर्वनिष्ठ
সসীমতা,परिमितानेक
সসীম মাৰ্কভ শৃংখল,परिमित मार्कोव शृंखला
সসীমতা প্ৰমাণ,परिमितता उपपत्ति
সসীম সংখ্যা,परिमित संख्या
সসীম জনসংখ্যা,परिमित समष्टि
সসীম সম্ভাৱনা,परिमित प्रायिकता
শেষ গ্ৰেড,सांत श्रेणी
সসীম গোট,परिमित समुच्चय
সসীম বেগ,परिमित वेग
সসীম আয়তন,परिमित आयतन
"মিক্স, সামঞ্জস্য","मिलाना, समंजन"
বক্ৰ সমন্বয়,वक्र समंजन
সৰলৰেখাৰ সমন্বয়,सरल रेखा समंजन
স্থিৰ বিন্দু উপপাদ্য,नियत बिंदु प्रमेय
স্থিৰ নমুনা,नियत प्रतिदर्श
উৰণৰ বেগ,उड़ान वेग
ভাসমান বিন্দু গণনা,चल बिंदु परिकलन
"ফ্লটিং পইণ্ট চিষ্টেম, ফ্লটিং পইণ্ট চিষ্টেম","चल बिंदु प्रणाली, चलबिंदु पद्‌धति"
ফ্ল&#39; চাৰ্ট,प्रवाह-संचित्र
প্ৰবাহৰ বেগ,प्रवाह-वेग
তৰল গতিবিদ্যা,तरल-गतिकी
"ফ&#39;কেল, কনফ&#39;কেল, ফ&#39;কেল","नाभीय, संनाभि, फोकसी"
ফোকাচ কৰ্ড,नाभीय जीवा
ফোকাচ দূৰত্ব,नाभीय दूरी
ফোকাচ দৈৰ্ঘ্য,नाभीय लंबाई
"নাভি, ফোকাচ, উৎপত্তি","नाभि, फोकस, उद्‌गम"
"ভৰি, ভৰি, ভৰি","पद, पाद, फुट"
অৰ্থগনেল,लंबपाद
মহাকৰ্ষণ বল,गुरुत्व-बल
পুৰ্বানুমান,पूर्वानुमान
সূত্ৰ,सूत्र
থ্ৰেডিং,सूत्रण
"ফৰ্মেটিং, ফৰ্মেটিং, প্ৰণয়ন","संरूपण, संरूप, सूत्रण"
আগলৈ,अग्रांतर
আগলৈ সন্নিৱিষ্ট কৰা,अग्र अंतर्वेशन
গণিতৰ ভেটি,गणित का मूलाधार
fourier বিশ্লেষণ,फूरिये-विश्लेषण
fourier শৃংখলা,फूरिये श्रेणी
ফুৰিয়েৰ ৰূপান্তৰ,फूरिये रूपांतर
অন্য,भिन्न
ভগ্নাংশ স্থানাংক,भिन्नात्मक निर्देशांक
ভগ্নাংশ সংখ্যা,भिन्नात्मक संख्या
ভগ্নাংশ প্ৰগ্ৰেমিং,भिन्नात्मक क्रमादेशन
মুক্ত পথ,मुक्त पथ
মুক্ত ভেক্টৰ মুক্ত ভেক্টৰ,"मुक्त सदिश, मुक्त वेक्टर"
"কম্পাঙ্ক, কম্পাঙ্ক","आवत्तिृ, बारंबारता"
কম্পাঙ্ক স্তম্ভ,बारंबारता स्तंभ
"কম্পাঙ্ক বক্ৰ, কম্পাঙ্ক বক্ৰ","बारंबारता वक्र, आवत्तिृ वक्र"
কম্পাঙ্ক বিতৰণ,बारंबारता-बंटन
কম্পাঙ্ক হিষ্টোগ্ৰাম,बारंबारता आयतचित्र
ইনচিডেন্স ফ্ৰিকুৱেন্সি,घटना-बारंबारता
কম্পাঙ্ক-বহুভুজ,बारंबारता-बहुभुज
কম্পাঙ্ক টেবুল,बारंबारता-सारणी
frustum,छिन्नक
পিৰামিড ফ্ৰষ্টাম,पिरामिड का छिन्नक
খোলা frustum,गोले का छिन्नक
সম্পূৰ্ণ বিস্তাৰ,पूर्ण प्रसार
"কাৰ্য্যসমূহ, কাৰ্য্যসমূহ, বৈশিষ্ট্যসমূহ (গোটসমূহ)","प्रकार्य, फलन, फंक्शन, अभिलक्षक (समूह)"
কাৰ্য্য বিশ্লেষণ,फलन विश्लेषण
"মূল, মূল","मूल, मौलिक"
মূল উপপাদ্য,मूल प्रमेय
