English,Assamese
Electron microscope,ইলেক্ট্ৰন মাইক্ৰস্কোপ
Electron orbit,ইলেক্ট্ৰন কক্ষপথ
Electron shell,ইলেক্ট্ৰন খোলা
Electron volt,ইলেক্ট্ৰন ভল্ট
Electron wave tube,ইলেক্ট্ৰন তৰংগ নলী
Electronic charge,ইলেক্ট্ৰনিক চাৰ্জ
Electronic data interchange (EDI),ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ
Electronic data processing (EDP),ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
Electronic key,ইলেক্ট্ৰনিক চাবি
Electronic mail (E-mail),ইলেক্ট্ৰনিক মেইল (ই-মেইল)
Electronic mass,ইলেক্ট্ৰনিক ভৰ
Electronic numerical,ইলেক্ট্ৰনিক সংখ্যাগত
Electronic switching,ইলেক্ট্ৰনিক চুইচিং
Electronic voltmeter,ইলেক্ট্ৰনিক ভল্টমিটাৰ
Electronically tuned receiver (ETR),ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ
Electronics industry association (EIA),ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা
Electroplating,ইলেক্ট্ৰ&#39;প্লেটিং
Electroscope,ইলেক্ট্ৰস্কোপ
Electrostatic deflection,বিদ্যুৎচুম্বকত্ব
Electrostatic flux,ইলেক্ট্ৰষ্টেটিক ফ্লাক্স
Electrostatic shield,ইলেক্ট্ৰষ্টেটিক সংৰক্ষক
Element,উপাদান
Elevation,বিকশিত কৰা
Elevation angle,উন্নতিৰ কোণ
Ellipsodial reflector,উপবৃত্তাকাৰ প্ৰতিফলক
Elliptical filter,উপবৃত্তাকাৰ ফিল্টাৰ
Elliptical polarisation,উপবৃত্তাকাৰ মেৰু
Embedded system,এম্বেডেড চিস্টেম
EMCDIC code,abssidic ক&#39;ড
Emitter,এমিটাৰ
Emitter bias configuration,এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন
Emitter bypass capacitor,এমিটাৰ বাইপাছ কেপাচিটৰ
Emitter characteristics,নিৰ্গমনকাৰী বৈশিষ্ট্য
Emitter coupled amplifier,এমিটাৰ কাপল্ড এম্প্লিফায়াৰ
Emitter diffusion,এমিটাৰ প্ৰসাৰণ
Emitter follower,এমিটাৰ ট্ৰেইলিং
Emitter resister,এমিটাৰ ৰেজিষ্টৰ
Emitter stabilized bias configuration,এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন
Emitter-base junction,এমিটাৰ বেচ জংচন
Emitter-coupled logic (ECL),"এমিটাৰ কাপল্ড লজিক, ইচিএল"
Emulator,যান্ত্ৰিক
Enable,সক্ষম কৰা
Encapsulation,এনকেপচুলেচন
Encoder,কোদিত্ৰা
Encryption,এনক্ৰিপচন
End around carry,বৃত্তাকাৰ লাভ
End of conversion (EOC),ৰূপান্তৰ
End of file (EOF),প্ৰণালীবদ্ধ
End-around shift,বৃত্তাকাৰ বিচ্যুতি
End-fire antenna,দীৰ্ঘায়িত এন্টেনা
End-fire arrays,দীৰ্ঘায়িত এৰে
Energy,শক্তি
Energy band,শক্তি বাৰ
Energy gap,বেণ্ড গেপ
Energy level,শক্তিৰ স্তৰ
Energy level diagram,শক্তিৰ স্তৰৰ ডায়েগ্ৰাম
Enhanced expanded memory specification (EEMS),উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ
Enhanced graphics adapter (EGA),বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক
Enhancement,বৃদ্ধি
Enhancement type,বৃদ্ধিৰ ধৰণ
Enhancement typeMOSFET,উন্নত Mosfet
Entropy,এণ্ট্ৰপি
Envelope demodulator,খাম ডিমডুলেটৰ
Environment,পৰিৱেশ
Epitaxial growth,"এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি"
Epitaxial layer,"এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ"
Epitaxy,"এপিটাক্সি, অভাৰৰাইডিং"
Epoxy-fiber glass laminate,ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ
EPROM,ইপি-ৰম
Epsilon,এপ্সিলন
Equalisation,সমতা স্থাপন
Equalising circuit,সমতা বৰ্তনী
Equality,সমতা
Equalization,সমীকৰণ
Equalizer filter,ইকুৱেলাইজাৰ ফিল্টাৰ
Equation,সমীকৰণটো
Equatorial plane,বিষুৱীয় সমতল
Equipotential line,সমবিভৱ ৰেখা
Equipotential surface,সমবিভৱ পৃষ্ঠা
Equivalent circuit,সমতুল্য বৰ্তনী
Equivalent input noise generator,সমতুল্য ইনপুট শব্দ জেনেৰেটৰ
Equivalent input noise resistance,সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা
Equivalent isotropic radiated power (ETRP),সমতুল্য সমস্থানিক বিকিৰণ শক্তি
Erase,বিলোপ
Ergodic process,শক্তি প্ৰক্ৰিয়া
Error control coding,ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং
Error correcting code,ভুল সংশোধন ক&#39;ড
Error detecting code,ভুল ধৰা পেলোৱা ক&#39;ড
Error handling,ভুল নিয়ন্ত্ৰণ
Error rate,ভুলৰ হাৰ
Error voltage,ভুল ভল্টেজ
Error amplifier,ভুল পৰিবৰ্ধক
ESAKI diode,isaki ডাইঅ&#39;ড
Etching,এচিং
Ethernet,ইথাৰনেট
Euler's Theorem,অইলাৰৰ উপপাদ্য
Evanescent mode,প্ৰসাৰণ হ্ৰাস ধৰণ
Evaporation process,বাষ্পীভৱন প্ৰক্ৰিয়া
E-vector,ই-ভেক্টৰ
Even parity,সমতা
Exception handling,ব্যতিক্ৰম নিয়ন্ত্ৰণ
Excess noise ratio (ENR),অতিৰিক্ত শব্দ অনুপাত
Excess-3-code,ট্ৰিপল ক&#39;ড
Excitation table,উদ্দীপনা টেবুল
Exclusive-OR-gate,echo XOR গেট
Executions software,এক্সিকিউচন চফ্টৱেৰ
Executions speed,নিষ্পাদন পদক্ষেপ
Executions time,নিষ্পাদন সময়
EX-NOR gate (exclusive NOR),একচেটিয়া ন&#39;ৰ গেট
Expander,সম্প্ৰচাৰক
Exponential decay,ঘাতীয় ক্ষয়
Exponential diode,ঘাতীয় ডাইঅ&#39;ড
Exponential fourier series,ঘাতীয় ফুৰিয়েৰ শৃংখলা
Exponential function,ঘাতীয় ফলন
External frequency compensation,বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স
Extremely high frequency (EHF),অতি উচ্চ কম্পাঙ্ক
Extremely high tension (EHT),উচ্চ সম্ভাৱনা
Extremely low frequency (ELF),অতি কম কম্পাঙ্ক
Extrinsic semiconductor,অভেদ্য অৰ্ধপৰিবাহী
F.O. (opening a file),ফাইলটো খোলক
Fabrication of semiconductor,অৰ্ধপৰিবাহী নিৰ্মাণ
Fabry-pirot resonator,fabri পেরো অনুনাদক
Face,পেনেল
Factor,বহুগুণক
Factorial,ফেক্টৰিয়েল
Fade out,lacunae
Fading,ক্ষীণকৰণ
Fading,ক্ষীণকৰণ
FAHY simplex permeability meter,ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা
Failure,বিফল হোৱা
Failure mode,বিফল ধৰণ
Failure rate,বিফলতাৰ হাৰ
Fair child semiconductors,ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী
Fall time,পতনৰ সময়
Falling clock edge,পাতি কালাদ কোৰ
Falling edge,পেট কোৰ
Fallout,পতন হোৱা
FALSE,মিছা
Fan fold paper,ভাঁজ কৰা কাগজ
Fan-in,ইনপুট
Fan-out,ইছ্যু নম্বৰ
Farad,ফাৰাড
Faraday effect,ফাৰাডে ইফেক্ট
Faraday rotation,ফাৰাডে ঘূৰণ
Faraday screen,faraday স্ক্ৰীণ
Faraday's constant,faraday ধ্ৰুৱক
Faraday's law,ফেৰাডেৰ আইন
Facsimile,প্ৰতিৰূপ
Facsimile receiver,প্ৰতিলিপি গ্ৰাহক
Facsimile transmitter,প্ৰতিলিপি যোগাযোগকাৰী
Facsinite,প্ৰতিৰূপ
Facsinite signal,প্ৰতিলিপি সংকেত
Fast edge,চোকা কোৰ
Fast fourier transform,দ্ৰুত fourier ৰূপান্তৰ
Fast recovery rectifier,জাহাজৰ ৰচিদ দিনকাৰি
FAT (file allocation table),ফাইল আবণ্টনৰ সময়সূচী
Fatal error,মাৰাত্মক ভুল
Father file,মূল নথিপত্ৰ
Fau-in,ইনপুট
Fault,"দোষ, দোষ"
Fault analysis,দোষ বিশ্লেষণ
Fault grading,দোষ ৰেটিং
Fault localization,দোষ স্থানীয়কৰণ
Fault localizing bridge,দোষ স্থানীয় দলং
Fault node toggle,দোষ ফিল্টাৰ টগল কৰক
Fault tolerance,পতন সহনশীলতা
Fauo's alogrithm,ফানোৰ এলগৰিদম
Fau-out,ইছ্যু নম্বৰ
Fau-out tree,ইছ্যু নম্বৰ গছ
Fax,ফেক্স
Fc (combining file),ফাইলৰ সংমিশ্ৰণ
F-connector,F সংযোগকাৰী
FDM (frequency division multiplexer),কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ
FEC code,এফ ই চি ক&#39;ড
Federal communications commission (FCC),ফেডাৰেল কমিউনিকেচন কমিছন
Feedback loop gain,পুনৰ বিনিয়োগ লুপ লাভ
Feebly magnetic material,ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ
Feed,ইনপুট
Feed back gain,পুনৰ বিনিয়োগৰ উৎপাদন
Feed through loss,জীৱিকাৰ ক্ষতি
Feedback,পুনৰ বিনিয়োগ
Feedback amplifier,পুনৰ বিনিয়োগ এম্প্লিফায়াৰ
Feedback amplifier distortion,পুনৰ প্ৰৱৰ্তন বিকৃতি
Feedback block diagram,পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম
Feedback current diagram,পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম
Feedback loop,পুনৰুদ্ধাৰ লুপ
Feedback oscillator,পুনৰ বিনিয়োগ দোলক
Feedback racing,পুনৰ বিনিয়োগৰ দৌৰ
Feedback shift-register,পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন
Feedback theory diagram,পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম
Feedback voltage diagram,পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম
Fermi level,ফাৰ্মি স্তৰ
Ferric induction,ফেৰিক ইণ্ডাক্টৰ
Ferrite,ফেৰাইট
Ferrite antenna,ফেৰাইট এন্টেনা
Ferrite bealt,ফেৰাইট অপতৃণ
Ferrite circulator,ফেৰাইট স্পিনাৰ
Ferrite isolator,ফেৰাইট বিভাজক
Ferrite line width,ফেৰাইট লাইন সম্প্ৰসাৰণ
Ferrite-core transformer,ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ
Ferro-chrome tape,ferro ক্ৰম টেপ
Ferromagnetism,ফেৰ&#39;মেগনেটিজম
FET,ভাগ্য
FET (field-effect transistor),ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET)
FET amplifier,ফেট বুষ্টাৰ
FET complementary symmetry,fret পৰিপূৰক প্ৰতিসমতা
FET depletion mode,চৰ্বি হ্ৰাসৰ ধৰণ
FET dual gate,"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট"
FET enhancement mode,চৰ্বি বৃদ্ধিৰ ধৰণ
FET frequency response,&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;
FET graphical analysis,চৰ্বি গ্ৰাফিক বিশ্লেষণ
FET input protection,FATE বিনিয়োগৰ সুৰক্ষা
FET inverter,চৰ্বি ওলোটা
FET junction,ভাগ্য চুক্তি
FET MOSFET,চৰ্বিযুক্ত mosfet
FET trans conductance,চৰ্বিৰ পৰিবাহীতা
Fetch time,টোপনিৰ সময়
FI (importing a file),ফাইল আমদানি
Fiber,আঁহ
Fiber connector,ফাইবাৰ সংযোগকাৰী
Fiber distributed data interface (FDDI),ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ
Fiber glass,ফাইবাৰ গ্লাছ
Fiber optic link,ফাইবাৰ অপটিক লিংক
Fiber optics propagation window,ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;
Fiber photo detector,ফাইবাৰ লাইট ডিটেক্টৰ
Fiber splicing,ফাইবাৰ বণ্ডিং
Fibonocci numbers,ফিবোনাচি সংখ্যা
Fictitious noise generator,ভাৰ্চুৱেল শব্দ উৎপাদক
Fidelity of receiver,গ্ৰাহকৰ নিষ্ঠা
Fidelity,জালিয়াতি
Field aiding,এলেকা সহায়ক
Field effect device,ফিল্ড ইফেক্ট ডিভাইচ
Field effect switch,ফিল্ড ইফেক্ট চুইচ
Field effect transistor,ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ
Field emission,ক্ষেত্ৰ নিৰ্গমন
Field forward system,সীহৰ শৰীৰ
Field frequency,ফিল্ড ফ্ৰিকুৱেন্সি
Field intensity,ক্ষেত্ৰৰ তীব্ৰতা
Field programmable logic array (FPLA),ফিল্ড প্ৰগ্ৰেম লজিক এৰে
Field test,ক্ষেত্ৰ পৰীক্ষা
Fields cancelling,ফিল্ড বাতিল কৰা
FIFO memory,FIFO মেমৰি
Figure of merit,দক্ষতা সূচকাংক
File,ফাইল
File backup,ফাইল ভৰোৱা
File command,file কমাণ্ড
File server,নথিপত্ৰ চাৰ্ভাৰ
Film capacitor,স্তৰৰ কেপাচিটৰ
Film type register,স্তৰৰ ৰেজিষ্টৰ
Filter,ফিল্টাৰ
Filter characteristic,ফিল্টাৰৰ বৈশিষ্ট্যসমূহ
Filter circuit,ফিল্টাৰ বৰ্তনী
Filter communication data,সংগ্ৰহ
Filter design,ফিল্টাৰ ডিজাইন
Filter link,যোগাযোগ তথ্য
Filter method,ফিল্টাৰ পদ্ধতি
Filter reconstruction,ফিল্টাৰ পুনৰ্গঠন
Final assembly,চূড়ান্ত একত্ৰীকৰণ
Finger print,আঙুলিৰ ছাপ
Finite impulse response filter,সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ
Finite parameters,সসীম প্ৰাচল
Finite state machine,সসীম অৱস্থাৰ যন্ত্ৰ
Firing angle,ফায়াৰিং এংগেল
Firmware,ফাৰ্মৱেৰ
First data word,প্ৰথম চিত্ৰ শব্দ
First order loop,প্ৰথম ক্ৰমৰ প্ৰাচ
Fisher loop test,ফিচাৰ লুপ পৰীক্ষা
Fixed,নেৰানেপেৰা
Fixed attenuator,ফিক্সড এটেনুৱেটৰ
Fixed bias,ফিক্সড অৰিয়েণ্টেচন
Fixed counter,ফিক্সড কেলকুলেটৰ
Fixed field,নিৰ্দিষ্ট এলেকা
Fixed instruction machine,এচাইনমেণ্ট মেচিন
Fixed timer,নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক
Flag,পতাকা
Flange,ফ্লেংগ
Flap attenuator,ফ্লেপ এটেনুৱেটৰ
Flash,flamboyant
Flash converter,উজ্জ্বলতা ৰূপান্তৰক
Flashing,উজ্জ্বলতা
Flat bed scanning,ফ্লেট ফ্ল&#39;ৰ স্কেনিং
Flat coil,সমতল কুণ্ডলী
Flat file,ফ্লেট ফাইল
Flat filter,ফ্লেট ফিল্টাৰ
Flat pack,ফ্লেট পেক
Flat ribbon cable,সমতল ফিতা কেবল
Flat-topped sampling,ফ্লেট টপ নমুনা সংগ্ৰহ
F-layer,F-স্তৰ
F-layer ionosphere,F-স্তৰীয় আয়নমণ্ডল
Fleming,ফ্লেমিং
Fleming and Clinton commutator method,ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড
Flicker,flutter
Flicker noise,flutter শব্দ
Flicker photometer,ফ্লাটাৰ ফটোমিটাৰ
Flip flop,ফ্লিপ ফ্লপ
Flip flop asynchronous input,ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ
Flip flop characteristic,ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ
Flip flop clock signal,ফ্লিপ ফ্লপ কল সংকেত
Flip flop clocked,ফ্লিপ ফ্লপ টাইমলাইন
Flip flop edge-triggered,ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে
Flip flop J-K triggered,ফ্লিপ ফ্লপ jK ট্ৰিগাৰ
Flip flop latch,ফ্লিপ ফ্লপ লেচ
Flip flop master-slave,ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ
Flip flop R-S,ফ্লিপ ফ্লপ আৰ এছ
Flip flop set reset (SR),ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR)
Flip flop synchronous input,ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ
Float charging,ভাসমান চাৰ্জ
Floating construction,ভাসমান গঠন
Floating gate,ভাসমান গেট
Floating input,বিনিয়োগ
Floating load,অসংযুক্ত লোড
Floating supply,অসম্পৰ্কীয় উৎস
Flood lightening,সম্পূৰ্ণ আলোকসজ্জা
Floppy,ফ্লপি
Floppy disk,ফ্লপি ডিস্ক
Flow,প্ৰবাহ
Flow chart,ফ্ল&#39; চাৰ্ট
Flow diagram,গ্ৰেডিয়েন্ট ডায়াগ্ৰাম
Flow direction,প্ৰবাহৰ দিশ
Flow line,প্ৰবাহ ৰেখা
Flow meter,ফ্ল&#39;মিটাৰ
FLT-U2 filter,FLT U2 ফিল্টাৰ
Fluctuation dissipation theorem,বহুবচন ক্ষয় উপপাদ্য
Fluid friction damping,তৰল ঘৰ্ষণ ডেম্পিং
Fluid level,তৰল মজিয়া
Fluorescence effect tube,ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব
Fluorescent,ফ্লু&#39;ৰেচেণ্ট
Flutter,flutter
Flux density,ফ্লাক্স ঘনত্ব
Flux gate magnetometer,ফ্লাক্স দুৱাৰৰ চুম্বকমাপক
Flux linkage,ফ্লাক্স বাইণ্ডিং
Flux meter,"ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ"
Flux soldering,ফ্লাক্স ছল্ডাৰ
Flyback,কাউণ্টাৰ ইনজুৰি
Flyback high voltage,ৰিয়েক্টেন্স উচ্চ ভল্টেজ
Flyback transformer,কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ
Flywheel effect,সঞ্চয় প্ৰভাৱ
FM digital detector,ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ
FM peak detector,ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ
FM phase locked loop detector,আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ
FMVFT (FM voice frequency telegraph),এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ
Focal,focal
Focus,ধ্যান কেন্দ্ৰিত
Focus camera,ফ&#39;কাচ কেমেৰা
Focus error amplifier,ফ&#39;কাচ ভুল এম্প্লিফায়াৰ
Focus picture tube,ফোকাচ ছবি টিউব
Focus servo,ফোকাচ চাৰ্ভো
Focussing and tracking coil,ফোকাচ আৰু ফ’ল’-আপ
Focussing and tracking system,ফোকাচ আৰু ফ’ল’ আপ বডি
Foil type guage,ফয়েল-টাইপ গেজ
Foistbreakdown,প্ৰথম ফাট
Fold back voltage limiting,ভল্টেজ লিমিটাৰক পিছলৈ ভাঁজ কৰক
Fold over value,বগা ৰেখাৰ মান
Fold back current limiting,কাৰেণ্ট লিমিটাৰক পিছলৈ ভাঁজ কৰক
Folded architecture,ভাঁজ কৰা স্থাপত্য
Folded dipole,ভাঁজ কৰা ডাইপোল
Folded dipole,ভাঁজ কৰা ডাইপোল
Folded element,ভাঁজ কৰা উপাদান
Follower,ট্ৰেইলিং
Font for display,ফন্ট প্ৰদৰ্শন
Foot print,খাদ্যৰ প্ৰিন্ট
Forbidden band,নিষিদ্ধ বেণ্ড
Forbidden gap energy,নিষিদ্ধ শক্তিৰ ব্যৱধান
Forbidden region,বাৰ্ড জ&#39;ন
Force,বল
Forced commutator,প্ৰপালচিভ কনভাৰ্টাৰ
Foreign object,বিদেশী বস্তু
Form factor,ফৰ্ম ফ্যাক্টৰ
Form feed,পৃষ্ঠা পূৰণ কৰা
Formal logic,আনুষ্ঠানিক যুক্তি
Format number,ফৰ্মেট নম্বৰ
Fortran,fortran
Fortuitous distortion,আকস্মিক বিকৃতি
Forward bias,ফৰৱাৰ্ড বায়াছ
Forward bias,ফৰৱাৰ্ড বায়াছ
Forward biased junction,ফৰৱাৰ্ড বায়াছ জইণ্ট
Forward blocking state,ফৰৱাৰ্ড ব্লক কৰা অৱস্থা
Forward breakdown voltage,ফৰৱাৰ্ড ব্ৰেক ভল্টেজ
Forward error correction,ফৰৱাৰ্ড ভুল সংশোধন
Forward loop gain,ফ্ৰন্ট লুপ গেইন
Forward path gain,ফ্ৰন্ট ৰোড গেইন
Forward polarity,আগলৈ মেৰুত্ব
Forward trans conductance,আগলৈ পৰিবাহীতা
Forward transist time,ফৰৱাৰ্ড ট্ৰেনজিট সময়
Foster-Seely discriminator,ফষ্টাৰ চিলি বিবেককাৰ
Four bit coding,চতুৰ্ভুজ এনকোডিং
Four inputs,চতুৰ্ভুজ
Four state digital transmission,ডিজিটেল ট্ৰেন্সমিছন
Four terminal network,চতুৰ্ভুজ নেটৱৰ্ক
Four terminal network,চতুৰ্থাংশ নেটৱৰ্ক
Four tube camera,কোৱাড টিউব কেমেৰা
Fourier coefficient,ফুৰিয়েৰ সহগ
Fourier integral,ফুৰিয়েৰ সংহতি
Fourier inverse,ফুৰিয়েৰ বিপৰীত
Fourier series,fourier শৃংখলা
Fourier transmission,সংক্ৰমণ
Fouriertrigonometric series,ফুৰিয়েৰ ত্ৰিকোণমিতিক শৃংখলা
Fourier's theorem,ফুৰিয়েৰ উপপাদ্য
Four-layer device,চতুৰ্ভুজ ডিভাইচ
Four-layer diode,quaternary ডাইঅ&#39;ড
FPP (floating point processor),মোবাইল পইণ্ট প্ৰচেছৰ
FPU/floating point unit,ফ্লটিং পইণ্ট ইউনিট
FR (retriever a file),ফাইল সলনি কৰা
Fractional error,ভগ্নাংশ ভুল
Fractional transmissibility,ডিফাৰেন্সিয়েল ট্ৰেন্সমিছন
Frame,ফ্ৰেম
Frame buffer chip,ফ্ৰেম বাফাৰ চিপ
Frame capture,ফ্ৰেম কেপচাৰ
Frame code word,ফ্ৰেম পাছৱৰ্ড
Frame format,ফ্ৰেম ফৰ্মেট
Frame frequency,ফ্ৰেম ফ্ৰিকুৱেন্সি
Frame ground,ফ্ৰেম লেণ্ড
Frame synchronising bit,ফ্ৰেম সমকালীন বিন্দু
Frame synchronization,ফ্ৰেম সমন্বয়
Frame synchronizing signal,ফ্ৰেম সমকালীন সংকেত
Frank code,ফ্ৰেংক কোড
Free electron,মুক্ত ইলেক্ট্ৰন
Free field,free Zone
Free running oscillator,মুক্ত গতিশীল দোলক
Free space impedance,মুক্ত ব্যৱধান ইম্পিডেন্স
Free space path loss,মুক্ত ব্যৱধান
Free-running multivibrator,মুক্ত গতিশীল মাল্টিভাইব্ৰেটৰ
Frequency,কম্পনাংক
Frequency,কম্পনাংক
Frequency,কম্পনাংক
Frequency,কম্পনাংক
Frequency adjacent channel,কম্পাঙ্ক সংযুক্ত চেনেল
Frequency allocation,কম্পাঙ্ক নিযুক্তি
Frequency bands,ফ্ৰিকুৱেন্সি বেণ্ড
Frequency changer,ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ
Frequency compensation,কম্পাঙ্ক ক্ষতিপূৰণ
Frequency compensation,কম্পাঙ্ক ক্ষতিপূৰণ
Frequency controlled oscillator,কম্পাঙ্ক নিয়ন্ত্ৰিত দোলক
Frequency conversion,কম্পাঙ্ক ৰূপান্তৰ
Frequency demodulation,ফ্ৰিকুৱেন্সি মডুলেচন
Frequency detector,ফ্ৰিকুৱেন্সি ডিটেক্টৰ
Frequency deviation,কম্পাঙ্ক বিচ্যুতি
Frequency deviation,কম্পাঙ্ক বিচ্যুতি
Frequency discrimination,কম্পাঙ্ক পাৰ্থক্য
Frequency discriminator,কম্পাঙ্ক বৈষম্যক
Frequency distortion,কম্পাঙ্ক বিকৃতি
Frequency diversity,কম্পাঙ্ক তাৰতম্য
Frequency divider,কম্পাঙ্ক বিভাজক
Frequency division multiplexing,মাল্টিপ্লেক্সাৰ ফ্ৰিকুৱেন্সি ডিভিজন
Frequency doubler,কম্পাঙ্ক ডাবলাৰ
Frequency frogging,কম্পাঙ্ক চুইচিং
Frequency generation,কম্পাঙ্ক উৎপাদন
Frequency independent antenna,কম্পাঙ্ক নিৰ্ভৰশীল এন্টেনা
Frequency interface,কম্পাঙ্ক আন্তঃপৃষ্ঠ
Frequencyinterference,কম্পাঙ্ক হস্তক্ষেপ
Frequency inversion,কম্পাঙ্ক বিপৰীত
Frequency modulation,ফ্ৰিকুৱেন্সি মডুলেচন
Frequency modulation index,ফ্ৰিকুৱেন্সি মডুলেচন সূচকাংক
Frequency modulator,ফ্ৰিকুৱেন্সি মডুলেটৰ
Frequency narrow band,কম্পাঙ্ক সংকীৰ্ণ বেণ্ড
Frequency noise,কম্পাঙ্ক শব্দ
Frequency range,কম্পাঙ্ক পৰিসৰ
Frequency reactance modulator,ফ্ৰিকুৱেন্সি ৰিয়েক্টেন্স মডুলেটৰ
Frequency reference,ফ্ৰিকুৱেন্সি ৰেফাৰেন্স
Frequency response,কম্পাঙ্ক প্ৰতিক্ৰিয়া
Frequency scaling,কম্পাঙ্ক গ্ৰেডিং
Frequency sound circuit,কম্পাঙ্ক শব্দ বৰ্তনী
Frequency spectrum,কম্পাঙ্ক বৰ্ণালী
Frequency stability,কম্পাঙ্ক স্থিৰতা
Frequency standards,কম্পাঙ্ক মানদণ্ড
Frequency swing,কম্পাঙ্ক দোষ
Frequency synthesis,কম্পাঙ্ক সংশ্লেষণ
Frequency synthesis,কম্পাঙ্ক সংশ্লেষণ
Frequency synthesized tuning,ফ্ৰিকুৱেন্সি সংশ্লেষিত টিউনিং
Frequency to voltage conversion,কম্পাঙ্ক ভল্টেজ পৰিৱৰ্তন
Frequency to voltage converter,ফ্ৰিকুৱেন্সি টু ভল্টেজ কনভাৰ্টাৰ
Frequency to voltage converter,ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ
Frequency to voltage converter,ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ
Frequency tolerance,ফ্ৰিকুৱেন্সি বেয়াৰিং
Frequency translation,কম্পাঙ্ক স্থানান্তৰ
Frequency transmission,ফ্ৰিকুৱেন্সি ট্ৰেন্সমিছন
Frequency tuner,ফ্ৰিকুৱেন্সি টিউনাৰ
Frequency varactor modulator,চৰিত্ৰ মডুলেটৰ
Frequency wide band,ফ্ৰিকুৱেন্সি ৱাইড বেণ্ড
Fresnel loss frequency,ফ্ৰেনেলৰ অৱক্ষয়ৰ কম্পাঙ্ক
Friction error,ঘৰ্ষণ ভুল
Fringing colour,বৃত্ত আখৰ
Front panel control,ফ্ৰন্ট বৰ্ড নিয়ন্ত্ৰণ
Front porch,সন্মুখৰ বাৰাণ্ডা
Frost-point hygrometer,ফ্ৰষ্ট পইণ্ট হাইগ্ৰ&#39;মিটাৰ
FS (saving a file),নথিপত্ৰ সংৰক্ষণ
Fu Manchu virus,ফু মাঞ্চু ভাইৰাছ
Fuel pump interference,ইন্ধন পাম্পৰ হস্তক্ষেপ
Fugi hard disk drive,ফুজি অনমনীয়তা অপাৰেচন
Full adder,সম্পূৰ্ণ এডাৰ
Full duplex,সম্পূৰ্ণ ডুপ্লেক্স
Full duplex setting,সম্পূৰ্ণ ডুপ্লেক্স ছেটআপ
