Punjabi,Hindi
ਸਾਈਬਰ ਕਾਨੂੰਨ,सािबर कानून
ਸਾਈਬਰ ਸੈਕਸ,सािबर सेक्स
"1. ਸਾਈਬਰ ਸਾਇੰਸ, 2. ਸਾਈਬਰਨੇਟਿਕਸ","1.सािबर विज्ञान, 2. साइबरनेटिक्स"
"1.ਸਾਈਬਰੀਕਰਨ, 2. ਸਾਈਬਰੀਕਰਨ","1.सािबरकरण, 2. सािबरीकरण"
ਚੱਕਰ,चक्र
"1. ਚੱਕਰ ਮੈਮੋਰੀ, 2. ਚੱਕਰ ਮੈਮੋਰੀ","1.चक्र स्मृति, 2.चक्र मेमोरी"
ਚੱਕਰ ਦਾ ਨੁਕਸਾਨ,चक्र हरण
ਚੱਕਰ ਵਾਰ,चक्र काल
ਚੱਕਰੀ,चक्रीय
ਡੈਮਨ,डेमॉन
ਡੇਜ਼ੀ ਚੱਕਰ,डेजी चक्र
ਡਾਟਾ ਪ੍ਰਬੰਧਕ,आँकड़ा प्रशासक
ਡਾਟਾ ਵੰਡ,आँकड़ा नियतन
"1.ਡਾਟਾ ਖੇਤਰ, 2.ਡਾਟਾ ਖੇਤਰ","1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र"
"1. ਡਾਟਾ ਐਰੇ, 2. ਡਾਟਾ ਐਰੇ","1.आँकड़ा सरणी, 2. ऑकड़ा व्यूह"
"1.ਡਾਟਾ-ਬੇਸ, 2.ਡਾਟਾਬੇਸ","1.डाटा-बेस, 2. आँकड़ा आधार"
ਡਾਟਾ ਫਰੈਗਮੈਂਟੇਸ਼ਨ,डाटा विभंग
"1. ਡਾਟਾ ਬੱਸ, 2. ਡਾਟਾ ਬੱਸ","1.आँकडा बस, 2. डाटा बस"
"1.ਡਾਟਾ ਕੈਰੀਅਰ, 2.ਡਾਟਾ ਕੈਰੀਅਰ","1.ऑकड़ा वाहक, 2.डाटा वाहक"
ਡਾਟਾ ਸੈੱਲ,आँकड़ा कोष्ठिका
"1.ਡਾਟਾ ਸਿਸਟਮ, 2.ਡਾਟਾ ਚੈਨਲ","1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल"
ਡਾਟਾ ਸੰਚਾਰ,आँकड़ा संचार
"1.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ, 2.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ","1.आँकड़ा संपीडन, 2. डाटा संपीडन"
ਡਾਟਾ ਖੇਤਰ,आँकड़ा क्षेत्र
ਡਾਟਾ ਫਾਇਲ,आँकड़ा संचिका
"1. ਡੇਟਾ ਫਲੋ, 2. ਡੇਟਾ ਫਲੋ","1.आँकड़ा प्रवाह, 2. डाटा प्रवाह"
"1.ਡਾਟਾ ਫਲੋਚਾਰਟ, 2.ਚਾਰਟ","1.आँकड़ा प्रवाह संचित्र, 2.चार्ट"
ਡਾਟਾ ਲੜੀ,आँकड़ा पदानुक्रम
ਡਾਟਾ ਪੱਧਰ,आँकड़ा स्तर
"1.ਡਾਟਾ ਕਲੈਕਸ਼ਨ, 2.ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ","1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी"
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,आँकड़ा कड़ी परत
ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL),आँकड़ा कड़ी परत (डी एल एल)
"1.ਡਾਟਾ ਪ੍ਰਬੰਧਨ, 2.ਡਾਟਾ ਪ੍ਰਬੰਧਨ","1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन"
"1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ","1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन"
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML),आँकड़ा प्रकलन भाषा (डी एम एल)
ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ,"आँकड़ा माडेम, डाटा माडेम"
"1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ","1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन"
"1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ","1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क"
"1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ","1.आँकड़ा संक्रिया, 2.डाटा संक्रिया"
"1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ","1.आँकड़ा संगठन्अ, 2. डाटा संगठन"
"1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ","1.आँकड़ा निर्गम, 2.डाटा निर्गम"
"1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ","1.आँकड़ा पथ, 2. डाटा पथ"
"1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ","1.आँकड़ा तैयारी, 2. डाटा तैयारी"
"1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ","1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता"
"1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ","1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक"
"1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ","1.आँकड़ा रक्षण, 2. डाटा रक्षण"
"1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ","1.आँकड़ा अभिलेख, 2. डाटा अभिलेख"
"1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ","1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति"
"1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ","1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन"
"1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ","1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा"
"1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ","1.आँकड़ा समुच्चय, 2. डाटा समुच्चय"
"1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ","1.आँकड़ा संकेत, 2.डाटा संकेत"
"1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ","1.आँकड़ा अभिगम, 2. डाटा अभिगम"
"1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ","1.आँकड़ा स्रोत, 2.डाटा स्रोत"
"1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ","1.आँकड़ा विनिर्देश, 2. डाटा विनिर्देश"
"1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ","1.आँकड़ा केंद्र, 2. डाटा केंद्र"
"1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ","1.ऑकड़ा भंडारण, 2. डाटा भंडारण"
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,आँकड़ा भंडारण संरचना
"1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ","1.ऑकड़ा संरचना, 2. डाटा संरचना"
"1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ","1.आँकड़ा स्विच, 2. डाटा स्विच"
"1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ","1.आँकड़ा सारणी, 2.डाटा सारणी"
"1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ","1.आँकड़ा अंतक, 2. डाटा अंतक"
"1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ","1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1.आँकड़ा अंतरण, 2. डाटा अंतरण"
"1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ","1.आँकड़ा संचरण, 2. डाटा संचरण"
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ","1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
"1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ","1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
"1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ","1.आँकड़ा एकक, 2. डाटा एकक"
"1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ","1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
ਡਾਟਾਬੇਸ,डाटाबेस
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,डाटाबेस प्रशासन
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,डाटाबेस अभिकल्प
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,डाटाबेस प्रबंधन तंत्र
"1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ","1.आँकड़ाग्रेव, 2. डाटाग्रेव"
"1. ਡਾਟਾ, 2. ਡਾਟਾ","1.डेटम, 2. ऑकड़ा"
"1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ","1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
ਡੈੱਡਲਾਕ,गतिरोध
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,गतिरोध रोकथाम
ਨੁਕਸ ਕਲੀਅਰੈਂਸ,दोष मार्जन
"1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ","1.निर्णय कोष्ठ, 2. निर्णय पेटी"
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,निर्णय निर्धारण प्रक्रम
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,निर्णय सहायक तंत्र
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,निर्णय वृक्ष
"1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ","1.कुटवाचक, 2. विकोडक"
ਭੰਗ ਅਸੂਲ,विघटन सिद्धांत
ਡੀਕੋਡਿੰਗ,विकोडन
ਸਮਰਪਿਤ ਸਿਸਟਮ,समर्पित प्रणाल
ਸਮਰਪਿਤ ਪ੍ਰੈਸ,समर्पित दवारक
ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,प्रतिरक्षण सूचना प्रणाली
ਏਕੀਕਰਣ,एकीकरण
ਦੇਰੀ,विलंब
ਦੇਰੀ ਕਾਊਂਟਰ,विलंब गणक
ਦੇਰੀ ਦਾ ਸਮਾਂ,विलंब काल
"1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ","1.मिटाना, 2. हटाना"
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,विलोपन अभिलेख
ਡੀਲੀਮੀਟਰ,परिसीमक
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,डेल्टा माँडुलन
ਮੰਗ ਪੰਨਾ,माँग पृष्ठन
ਪ੍ਰਦਰਸ਼ਨ,प्रदर्शन
demodulation,विमाडुलन
ਵਿ- ਮਲਟੀਪਲੈਕਸਰ,वि-बहुसंकेतक
ਅਸਧਾਰਨਕਰਨ,असमान्यीकरण
"1. ਘਣਤਾ, 2. ਘਣਤਾ","1.घनत्व, 2. सधनता"
"1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ","1.आश्रिता, 2. निर्भरता"
ਨਿਰਭਰ ਇਕਾਈ,आश्रित एकक
ਕਤਾਰ,विपंक्ति
"1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ","1.अपनिर्देशन, 2. अपसंदर्भन"
ਲਿਆ ਰੁੱਖ,व्युत्पन्न वृक्ष
ਪ੍ਰਾਪਤ ਖੇਤਰ,व्युत्पन्न क्षेत्र
ਘਟਦੀ ਲੜੀ,अवरोही छंटाई
ਡਿਜ਼ਾਈਨ,अभिकल्प
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,डेस्क परिकलक
ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ,डेस्कटॉप कंप्यूटर
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,डेस्कटॉप प्रस्तुतिकरण
ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ,डेस्कटॉप प्रकाशन
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,डेस्कटॉप वीडियो
ਮੰਜ਼ਿਲ ਪਤਾ,गंतव्य पता
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ","1.विनाशक, 2.अपध्वंशक"
ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ,निर्धारणात्मक ऑटोमेटा
ਵਿਕਾਸਕਾਰ,विकासक
ਵਿਕਾਸ ਸਿਸਟਮ,विकास तन्त्र
ਜੰਤਰ,युक्ति
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,युक्ति नियंत्रण एकक
ਜੰਤਰ ਕੰਟਰੋਲਰ,युक्ति नियंत्रक
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,युक्ति प्रबंधन
ਜੰਤਰ ਮੋਡ,युक्ति विधा
ਨਿਦਾਨ,निदान
ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ,निदानी तंत्र
"1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ","1.निदान, 2. निदानिकी"
ਚਿੱਤਰ,आरेख
ਡਾਇਲ,डायल
ਡਾਇਲ ਲਾਈਨ,डायल लाइन
ਡਾਇਲ ਟੋਨ,डायल टोन
ਡਾਇਲ ਕਰੋ,डायल अप
"1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ","1.संवाद, 2. वार्तालाप"
ਗੱਲਬਾਤ ਕਮਰੇ,वार्तालाप कोष्ठ
ਡਾਇਲਅੱਪ ਮਾਡਮ,डायलअप मॉडम
ਬੀਮਾ,विमा
ਸ਼ਬਦਕੋਸ਼,शब्दकोश
"1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ","1. अवकलन, 2. विभेदन"
ਸੰਖਿਆਤਮਕ,अंकीय
ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ,अंकीय प्रणाल
ਡਿਜ਼ੀਟਲ ਸਰਕਟ,अंकीय परिपथ
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,अंकीय कंप्यूटर
"1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ","1.अंकीय आँकड़ा, 2.अंकीय डाटा"
ਡਿਜੀਟਲ ਸਹੂਲਤ,अंकीय सुविधा
ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ,अंकीय फिल्टर
ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ,अंकीय लाइब्रेरी
ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ,अंकीय माडुलन
"1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ","1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ,अंकीय चित्र
"1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ,अंकीय स्विच
ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ,अंकीय अनुरूप रूपांतरक
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,अंकरूपण
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,अंकीकरण
ਡਿਜੀਟਾਈਜ਼ਰ,अंकरूपक
ਡਾਇਓਡ,डायोड
ਪਹਿਲੀ ਨਜ਼ਰ,प्रत्यक्ष
ਸਿੱਧਾ ਪਤਾ,प्रत्यक्ष पता
ਸਿੱਧਾ ਪਰਿਵਰਤਨ,प्रत्यक्ष रुपांतरण
ਸਿੱਧੀ ਜੋੜੀ,प्रत्यक्ष युग्मन
"1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
ਸਿੱਧੀ ਵਿਧੀ,प्रत्यक्ष विधि
ਨਿਰਦੇਸ਼,निदेश
ਡਾਇਰੈਕਟਰੀ,निर्देशिका
"1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ,निर्देशिका सेवा
ਅਸਮਰੱਥ,असमर्थ
ਅਸਮਰੱਥ ਸਿਗਨਲ,असमर्थकारी संकेत
"1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ","1.असंबंधन, 2. विसंबंधन"
"1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ","1.असतत, 2. विविक्त"
"1. ਡਿਸਕ, 2. ਡਿਸਕ","1.चक्रिका, 2. डिस्क"
"1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ","1.चक्रिका पता, 2. डिस्क पता"
"1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ","1.चक्रिका चालक, 2.डिस्क ड्रािव"
ਡਿਸਕ ਫਾਈਲ,चक्रिका संचिका
"1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
ਡਿਸਕ ਪੈਕੇਜ,चक्रिका संकुल
"1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
ਡਿਸਕੇਟ,डिस्केट
ਡਿਸਪਲੇ ਫਾਇਲ,प्रदर्श संचिका
ਡਿਸਪਲੇ ਚਿੱਤਰ,प्रदर्श प्रतिबिंब
ਨਿਪਟਾਰੇ,निपटान
ਦੂਰੀ,दूरी
ਦੂਰੀ ਫੰਕਸ਼ਨ,दूरी फलन
ਵਿਗਾੜ,विरूपण
ਡਿਲੀਵਰ ਕੀਤਾ,वितरित
ਵੰਡਿਆ ਡਾਟਾ,वितरित आँकड़ा
ਵੰਡਿਆ ਸਰਵਰ,वितरित परिसेवक
"1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ","1.वितरित प्रणाली, 2. वितरित तंत्र"
ਵਿਤਰਕ,वितरक
ਦਸਤਾਵੇਜ਼,प्रलेख
ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼,प्रलेख प्रत्यानयित
"1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
ਦਸਤਾਵੇਜ਼,प्रलेखन
"ਡੋਮੇਨ, ਡੋਮੇਨ","डोमेन, प्रक्षेत्र"
ਡੋਮੇਨ ਨਾਮ,डोमेन नाम
"1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"ਹੇਠਾਂ, ਹੇਠਾਂ","अध:, नीचे"
"1. ਅਵਲਿੰਕ, 2. ਵਰਗ","1.अवलिंक, 2.अवकड़ी"
ਡਾਊਨਲੋਡ ਕਰੋ,अधोभारण
ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ,अधोभारण काल
ਖਿੱਚ,कर्षण
DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ),डीरैम (गतिक रैम)
ਰਨਆਫ,अपवाह
ਡਰਾਈਵਰ,चालक
ਪੱਤੇ,पात
ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ,निपात सूची बॉक्स
ਡਰੱਮ ਡਰਾਈਵ,ड्रम ड्रािव
"1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ","1.इम एकक, 2. ड्रम इकाई"
"1. ਦਵੈਤ, 2. bi","1.द्वैत, 2. द्वि"
ਦੋਹਰੀ ਘਣਤਾ,द्वैत घनत्व
"1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ","1.मूक पता, 2. छद्म पता"
ਡੰਪ,सन्निक्षेप
ਡੁਪਲੈਕਸ ਸਰਕਟ,दवैध परिपथ
ਕਾਨੂੰਨੀਕਰਣ,दवैधीकरण
ਕੁੰਜੀ,केय्प्रतिकुंजी
"1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
DVD ROM,डी वी डी रॉम
ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ,गतिक अनुदेश
"1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ","1.गतिक स्मृति, 2.गतिक मेमोरी"
"1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ","1.गति विज्ञान, 2. गतिकी"
ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ,ई बी सी डी आई सी
ਈ-ਕਾਰੋਬਾਰ,ई व्यवसाय
echo,प्रतिध्वनि
"1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ","1.ई-कॉमर्स, 2.ई-वाणिज्य"
ਸੰਪਾਦਨ,संपादन
ਸੰਪਾਦਕ,संपादक
ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ,शैक्षिक प्रौद्योगिकी
e e ਪ rom,ई ई पी रॉम
"1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ","1.सार्थक पता, 2.प्रभावी पता"
ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ,सार्थक संकार्य पता
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ,प्रभावी क्रिया
ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID,प्रभावी यू.आई.डी.
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ,प्रभावी संचरण संकार्य
octal ਬਾਈਟ,अष्टबिट बािट
"ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
ਚੋਣ ਐਲਗੋਰਿਦਮ,चुनाव एल्गोरिथम
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ,विद्युत लेखा मशीन
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,इलेक्ट्रोनिकी
ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,इलेक्ट्रोनिक आंकड़ा संसाधन
ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ,इलेक्ट्रॉनिक विवरणिक
