Marathi,Malayalam
1. दशांश 2. दशांश,1. ദശാംശം 2. ദശാംശം
कनिष्ठता,അപകർഷത
अनुरन (माती),അനുരൻ (മണ്ണ്)
विपुष्पन,വിപുഷ്പൻ
बिलिंग,ബില്ലിംഗ്
जंगलतोड,വനനശീകരണം
बदनामी,അപമാനം
ऱ्हास,തരംതാഴ്ത്തൽ
भाग दिवस,ഭാഗം ദിവസം
1. प्रमाण 2. भाग,1. അളവ് 2. ഭാഗം
विघटन,അപചയം
भुसा काढणे,തൊണ്ട നീക്കം
भुसा काढणे,തൊണ്ട നീക്കം
निर्जलीकरण,നിർജ്ജലീകരണം
निर्जल,ജലരഹിതമായ
मागणी,ആവശ്യം
1. विकृतीकरण 2. गुणाकार,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
निंदा,അപകീർത്തിപ്പെടുത്തൽ
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
ठेव,നിക്ഷേപം
1. घसारा 2. घसारा,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
डिसेलिनेशन,ഉപ്പുനീക്കം
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. डिझाइन 2. डिझाइन,1. ഡിസൈൻ 2. ഡിസൈൻ
कोरडे,വരണ്ട
कर्नल काढणे,കേർണൽ നീക്കം
डी-इंटरकलेशन,ഡി-ഇന്റർകലേഷൻ
संयुग्मन,സംയോജനം
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
बल्लार किंवा कुंदन कटिंग,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
निर्धारक,നിർണ്ണയിക്കുന്നയാൾ
अवमूल्यन,മൂല്യച്യുതി
वनस्पती काढून टाकणे,സസ്യഭക്ഷണം
विचलन,വ്യതിയാനം
दुप्पट,ഇരട്ടി
निदान,രോഗനിർണയം
भिन्न परिपक्वता,വ്യത്യസ്ത പക്വത
दुभाजक,വിഭജനം
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
पाठीचा आजार,പുറം രോഗം
1. प्रसार 2. प्रसार,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
पचनक्षमता,ദഹനക്ഷമത
dihybrid,ഡൈഹൈബ്രിഡ്
1. धरण 2. नाला 3. कुटुंब,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
अल्प,തുച്ഛമായ
1. एकपत्नी 2. एकपत्नी,1. ഏകഭാര്യ 2. ഏകഭാര്യ
द्विगुणित,ഡിപ്ലോയിഡ്
1. डिप्लोइड 2. डिप्लोइड,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
द्विध्रुव,ദ്വിധ്രുവം
1. उतारा 2. अंकुर काढणे,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
1. नांगरणी 2. कताई,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
सवलत,കിഴിവ്
निर्जंतुकीकरण,അണുനശീകരണം
1. फैलाव 2. विखुरणे,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1.विखुरणे 2.विविधता,1.ചിതറിക്കൽ 2.വ്യതിയാനം
विविधीकरण,വൈവിധ്യവൽക്കരണം
वैविध्यपूर्ण शेती,വൈവിധ്യമാർന്ന കൃഷി
डीएनए पाऊल,ഡിഎൻഎ ഘട്ടം
डीएनए प्राप्तकर्ता,ഡിഎൻഎ റിസീവർ
डॉक भाड्याने,ഡോക്ക് വാടകയ്ക്ക്
प्रभावी,ഫലപ്രദമായ
सुप्तता,സുഷുപ്തി
1. प्रमाण 2. डोस 3. डोस,1. അളവ് 2. അളവ് 3. അളവ്
दुहेरी सिग्मॉइड वक्र,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. झोडप 2. ताणणे,1. കാറ്റ് 2. നീട്ടുക
1. एक्झॉस्ट ड्रेन 2. सांडपाणी,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
ड्रेनेज,ഡ്രെയിനേജ്
कर्षण,ട്രാക്ഷൻ
1. औषध द्या 2. भिजवा,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
सौंदर्य प्रसाधने (बिया),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
1. भोक 2. ड्रिल 3. ड्रिल,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
ठिबक सिंचन,ഡ്രിപ്പ് ഇറിഗേഷൻ
कोरडी शेती,ഉണങ്ങിയ കൃഷി
1.धूळ 2.बुकनी,1.പൊടി 2.ബുക്നെ
1. डस्टर 2. स्कॅटरर,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
शिंपडणे,തളിക്കാൻ
1. बटू 2. वामन,1. വാമനൻ 2. വാമനൻ
वामन पिरॅमिड,വാമന പിരമിഡ്
वामिनी भवन,വാമിനി ഭവൻ
पर्यावरणशास्त्र,പരിസ്ഥിതി ശാസ്ത്രം
अर्थमिति,ഇക്കണോമെട്രിക്സ്
आर्थिक कार्यक्षमता,സാമ്പത്തിക കാര്യക്ഷമത
परिस्थितीजन्य प्रकार,സാഹചര്യ തരം
अतिरिक्त-स्तरीकृत,അധിക-സ്ട്രാറ്റിഫൈഡ്
मऊ,മൃദുവായ
माती विज्ञान,മണ്ണ് ശാസ്ത്രം
1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
अन्न भाग,ഭക്ഷണ ഭാഗം
मागणीची लवचिकता,ഡിമാൻഡിന്റെ ഇലാസ്തികത
उत्पादन लवचिकता,ഉത്പാദന ഇലാസ്തികത
इलेक्ट्रोलिसिस,വൈദ്യുതവിശ്ലേഷണം
इलेक्ट्रोफोरेसीस,ഇലക്ട്രോഫോറെസിസ്
बाष्पीभवन,ആവിയായി
1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
1. विर बंदी 2. स्ट्रॉबंडी,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
गर्भ,ഭ്രൂണം
1. भ्रूणशास्त्र 2. भौतिकशास्त्र,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. बाहेर पडा 2. बाहेर पडा,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
emulsifier,എമൽസിഫയർ
अंतर्जात,അന്തർജനകമായ
आंतर-बिंदू विभागणी,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
आंतर-परजीवी,ഇൻട്രാ-പാരാസിറ്റിക്
एंडोस्पर्म,എൻഡോസ്പേം
उपक्रम,എന്റർപ്രൈസ്
कीटकशास्त्र,കീടശാസ്ത്രം
वातावरण,പരിസ്ഥിതി
1. एन्झाइम 2. एन्झाइम,1. എൻസൈം 2. എൻസൈം
क्लस्टर ग्राफ्टिंग,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
1. एपिफाइट 2. एपिफाइट,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
इक्विटी,ഇക്വിറ്റി
निर्मूलन,ഉന്മൂലനം
आवश्यक पोषक,അവശ്യ പോഷകങ്ങൾ
1. मापन 2. उडी 3. मूल्यांकन,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
चातुर्य,സൂക്ഷ്മത
सुजननिक,സുജനിക്
मूल्यमापन,മൂല്യനിർണ്ണയം
स्टीम गेज,സ്റ്റീം ഗേജ്
बाष्पीभवन,ബാഷ്പീകരണ പ്രചോദനം
शाश्वत क्रांती,ശാശ്വത വിപ്ലവം
1. सदाहरित 2. सदाहरित,1. നിത്യഹരിതം 2. നിത്യഹരിതം
विकास,വികസനം
कापला,വിച്ഛേദിക്കുക
परिक्षय (प्रजनन क्षमता),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
शोषण,ചൂഷണം
1. अन्वेषण 2. अन्वेषण,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
1. एक्सट्रूजन 2. उत्सर्जन,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
डोळा,കണ്ണ്
1. घटक 2. घटक 3. घटक 4. संसाधन,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
घटक उत्पादकता,ഘടകം ഉത്പാദനക്ഷമത
व्यापारी सवलत,വ്യാപാരിയുടെ കിഴിവ്
फॅक्टोरियल ब्लॉक डिझाइन,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
पर्यायी,ബദൽ
1. पट्टी 2. पालिहार,1. പട്ടി 2. പലിഹാർ
स्थूल,മൊത്തത്തിലുള്ള
फील्ड मूल्यांकन,ഫീൽഡ് മൂല്യനിർണ്ണയം
शेती बजेट,കാർഷിക ബജറ്റിംഗ്
कृषी व्यवसाय,കാർഷിക ബിസിനസ്സ്
क्षेत्र नियोजन,ഫീൽഡ് ആസൂത്രണം
1. शेतकरी 2. शेतकरी,1. കർഷകൻ 2. കർഷകൻ
1. शेती 2. शेती,1. കൃഷി 2. കൃഷി
टक्कर,കൂട്ടിയിടി
एकाधिक प्रजनन,ഒന്നിലധികം പ്രജനനം
किण्वन,അഴുകൽ
प्रजनन क्षमता,ഫെർട്ടിലിറ്റി
खत,വളം
खत वापर कार्यक्षमता,വളം ഉപയോഗം കാര്യക്ഷമത
तंतुमय,നാരുകളുള്ള
1. शेत 2. क्षेत्रफळ 3. ठिकाण,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
माती पाणी धारण,മണ്ണ് വെള്ളം പിടിക്കൽ
फील्ड प्रात्यक्षिक,ഫീൽഡ് പ്രദർശനം
1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. पूर 2. गर्भाधान,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
प्रवाह चित्र,ഒഴുക്ക് ഡയഗ്രം
अन्न मूल्य,ഭക്ഷണ മൂല്യം
चारा,കാലിത്തീറ്റ
अंदाज,പ്രവചനം
वन,വനം
वनीकरण,വനവൽക്കരണം
1. तडपर्न 2. फॉर्म,1. ടാഡ്പാർൺ 2. ഫോം
दंव प्रतिरोधक,മഞ്ഞ് പ്രതിരോധം
1. पाला 2. अनिष्ट,1. പാലാ 2. ബ്ലൈറ്റ്
1. गोठलेले 2. गोठलेले,1. മരവിച്ച 2. മരവിച്ച
कार्य,പ്രവർത്തനം
1. फ्रुट फॉल 2. फ्रुट फॉल,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
फळ बनणे,ഫലമായിത്തീരുന്നു
1. फ्युमिगेशन 2. फ्युमिगेशन,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
बुरशीनाशक,കുമിൾനാശിനി
बुरशीविरोधी,ആന്റിഫംഗൽ
बुरशी,കുമിൾ
1. खुद 2. सीता,1. ഖുദ് 2. സീത
1. फ्यूजन 2. फ्यूजन,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
कापूस लोकर,പഞ്ഞി
केसाळ,രോമമുള്ള
1. झाडाचा व्रण 2. पिटिका,1. ട്രീ അൾസർ 2. പിടിക
1. गेमेट्स 2. गेमेट्स,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
1. बाग 2. बाग,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
1. पानसाल 2. हायड्रोमीटर,1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
जनुक संग्रह,ജീൻ ശേഖരണം
जीन टॅगन,ജീൻ ടാഗൺ
वंशावळी,വംശാവലി
जनुक नकाशा,ജീൻ മാപ്പ്
अनुवांशिक,ജനിതകശാസ്ത്രം
1. जीनोम 2. सांगेन,1. ജീനോം 2. സംഗീൻ
संजिनी कलेक्शन,സഞ്ജിനി ശേഖരം
जीनोमिक्स,ജനിതകശാസ്ത്രം
जीनोटाइप,ജനിതകരൂപം
1. जीन स्ट्रक्चर 2. जीन प्रकार,1. ജീൻ ഘടന 2. ജീൻ തരം
लिनेज,വംശാവലി
1. वंश 2. वंश,1. ജനുസ്സ് 2. വംശം
1. जंतू 2. जंतू,1. ബീജം 2. ബീജം
जंतूनाशक,അണുനാശിനി
उगवण,മുളപ്പിക്കൽ
1. जर्मप्लाझम 2. जर्मप्लाझम,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
गिबेरेलिक ऍसिड,ഗിബ്ബെറലിക് ആസിഡ്
गोळा करणे,പെറുക്കുക
तुष,തുഷ്
1. ग्लूटेन 2. खादाड,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
ग्लायकोलिसिस,ഗ്ലൈക്കോളിസിസ്
छान,കൊള്ളാം
सुवर्ण क्रांती,സുവർണ്ണ വിപ്ലവം
1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
पेन विसंगत,പേന പൊരുത്തമില്ലാത്ത
ग्राना,ഗ്രാന
दाणेदार,ഗ്രാനുലേഷൻ
हिरवे खत,പച്ചിലവളം
हरित क्रांती,ഹരിത വിപ്ലവം
वाढ आणि विकास,വളർച്ചയും വികസനവും
1. हिरड्या रोग,1. മോണരോഗം
विषमलिंगी,ഭിന്നലിംഗക്കാരൻ
1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
1. ओला 2. कर्कपट 3. कर्का,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
रोमिलवॉच,റോമിൽ വാച്ച്
खारट गळू,സലൈൻ സിസ്റ്റ്
हॅरो,ഹാരോ
1. कापणी निर्देशांक 2. कापणी निर्देशांक,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
1. तोडणे 2. कापणी करणे 3. तोडणे,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
1. अंडी घालणे 2. अंडी फोर्स,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
सुकलेले गवत,ഉണങ്ങിയ പുല്ല്
कोरडे खाद्य,ഉണങ്ങിയ തീറ്റ
गंजी,ഗഞ്ചി
धुके,മൂടൽമഞ്ഞ്
धुके,മൂടൽമഞ്ഞ്
1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा,1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
खोबणीचा शेवट,തോടിന്റെ അവസാനം
शीर्ष रोपांची छाटणी,മുകളിൽ അരിവാൾകൊണ്ടു
कुंपण,വേലി
ताब्यात,കസ്റ്റഡി
कुंडलिनी,കുണ്ഡലിനി
हेमॅटाइट,ഹെമറ്റൈറ്റ്
1. औषधी वनस्पती 2. औषधी वनस्पती,1. സസ്യം 2. സസ്യം
1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
तणनाशक,കളനാശിനി
आनुवंशिकता,പാരമ്പര്യം
आनुवंशिकता,പാരമ്പര്യം
उभयलिंगी,ബൈസെക്ഷ്വൽ
heterochromatic,ഹെറ്ററോക്രോമാറ്റിക്
heterofertilization,heterofertilization
1. हायब्रिडोज 2. हेटेरोसिस,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
सेक्सक्रोमोसोम,സെക്സ്ക്രോമസോമുകൾ
पालनपोषण,വളർത്തി
हेक्साडेसिमल,ഹെക്സാഡെസിമൽ
थंड सुप्तता,തണുത്ത സുഷുപ്തി
उच्च घनता लागवड,ഉയർന്ന സാന്ദ്രത നടീൽ
1. पिंडलक 2. टेकडी (भात),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
हिस्टोग्राम,ഹിസ്റ്റോഗ്രാം
उच्च तंत्रज्ञान फलोत्पादन,ഹൈടെക് ഹോർട്ടികൾച്ചർ
1. दही 2. पोळ्या,1.തൈര് 2. കൂട്
1. खुरपणी 2. खुरपणी,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
धारण,പിടിക്കുന്നു
खाजगी शेत,സ്വകാര്യ ഫാം
होमिओस्टॅसिस,ഹോമിയോസ്റ്റാസിസ്
जन्मभुमी,മാതൃഭൂമി
एकजिनसीपणा,ഏകതാനത
1. एकसंध 2. एकसंध,1. ഏകതാനമായ 2. ഏകതാനമായ
सहानुभूती,സഹതാപം
एकसंध,ഹോമോസൈഗസ്
1. खुर्लिका 2. अन्न कंटेनर 3. हापर,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
1. थर 2. क्षितिज,1. പാളി 2. ചക്രവാളം
बागायती पिके,ഹോർട്ടികൾച്ചറൽ വിളകൾ
1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
