Malayalam,English
മണ്ണിര,Earthworm
ഇനോമനോളജിസ്റ്റ്,Entomologist
പരിസ്ഥിതി പ്രവർത്തകൻ,Environmentalist
ഘടകം,Factor
ഘടക ഉൽപാദനക്ഷമത,Factor productivity
തൊഴില്പരമായ,Factorage
ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ,Factorial block design
ഭസ്ഥാനി,Facultative
വീഴുക,Fallow
കുടുംബം,Family
കാർഷിക വിലയിരുത്തൽ,Farm appraisal
കാർഷിക ബജറ്റിംഗ്,Farm budgeting
കാർഷിക ബിസിനസ്സ്,Farm business
കാർഷിക ആസൂത്രണം,Farm planning
കൃഷിക്കാരന്,Farmer
കൃഷി,Farming
ആസാധനം,Fasciation
ക്ഷീണം,Fecundation
അഴുകൽ,Fermentation
ഫലഭൂയിഷ്ഠത,Fertility
വളം,Fertilizer
രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക,Fertilizer use efficiency
നാരുകളുള്ള,Fibrous
വയല്,Field
ഫീൽഡ് ശേഷി,Field capacity
ഫീൽഡ് പ്രകടനം,Field demonstration
പരിഹാരം,Fixation
വെള്ളപ്പൊക്കത്തിൽ,Flooding
ഫ്ലോ ഡയഗ്രം,Flow diagram
ഭക്ഷണ മൂല്യം,Food value
തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ),Forage (fodder)
പ്രവചിക്കുക,Forecasting
കാട്,Forest
വിരാമം,Forestation
വഴുതിവീഴുന്ന,Frond
ഫ്രോസ്റ്റുകൾ പ്രതിരോധം,Frost resistant
ശൈതം,Frost
ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും),Frozen (fruit & vegetable)
ഉന്മേഷം,Fructification
പഴൻ ഇടിവ്,Fruit drop
ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം),Fruit-set (fruit setting)
ഉപക്കുറി,Fumigation
കുമിൾനാശിനി,Fungicide
തന്ത്രശാലിയായ,Fungistatic
കുമിള്സസം,Fungus
ചാടോ,Furow
സംയോജന,Fusion
ഫസ്,Fuzz
അവ്യക്തമായ,Fuzzy
"പെരുംജീരകം, ആശംസകൾ","Fennel, anise"
ഉലുവ,Fenugreek
അത്തിപ്പഴം,Fig
ഫിംഗർ മില്ലറ്റ്,Finger millet
തീ ഫാർമിക് ബുഷ്,Fire-flame bush
വനത്തിന്റെ തീജ്വാല,Flame of forest
ഫ്രഞ്ച് ബീൻ,French bean
ചെള്ള്,Flea
കുറുക്കന്,Fox
ഫലം ഈച്ച,Fruit fly
പിത്തനം (ഹോർട്ട്),Gall (Hort)
ഗെയിമമായ,Gamete
തോട്ടം,Garden
ഗേജ് (വെള്ളം),Gauge (water)
ജീൻ ബാങ്ക്,Gene bank
ജീൻ ടാഗിംഗ്,Gene tagging
ജീരോളജി,Geneology
ജനിതക മാപ്പ്,Genetic map
ജനിതഭാസങ്ങൾ,Genetics
ജീനിഹമായ,Genome
ജെനോമിക് ലൈബ്രറി,Genomic library
ജനീകാസ്,Genomics
ജനിതനായ,Genotype
ജനിതനായ,Genotype
ജീസ്,Genus
ജീസ്,Genus
ബീജം,Germ
ഗർമ്മിയാകാവസ്ഥ,Germicide
മുളച്ച്,Germination
ജെർംപ്ലാസം,Germplasm
ഗിബ്ബെരെല്ലിക് ആസിഡ്,Gibberellic acid
ജിന്നിംഗ്,Ginning
ഭയം,Glume
കുഴഞ്ഞ,Glutinous
ഗ്ലൈക്കോളിസിസ്,Glycolysis
ഗ്നസ്,Gneiss
സുവർണ്ണ വിപ്ലവം,Golden revolution
ഗ്രേഡിംഗ്,Grading
ഒട്ടിച്ച പ്ലാന്റ്,Grafted plant
ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല,Graft-incompatible
ഗ്രന്ന,Granna
കൃതം,Granulation
പച്ച വളം,Green manure
ഹരിത വിപ്ലവം,Green revolution
വളർച്ചയും വികസനവും,Growth and development
ഗംമോസിസ്,Gummosis
ഗൈനോഡിയോസിയസ്,Gynodioecious
പിത്തസഞ്ചി,Gall nut
വെളുത്തുള്ളി,Garlic
ഗെർബെറ,Gerbera
ഗെർക്ക്,Gherkin
ഇഞ്ചിര്,Ginger
ഗ്ലാഡിയോലസ്,Gladiolus
ആട് കള (ഏജററ്റം),Goat weed (ageratum)
ചെറുമധുരനാരങ്ങ,Grapefruit
മുന്തിരി,Grapes
ചെറുപയർ,Green gram
ഗ്രാമവകാശ,Grewia
നിലക്കടല,Groundnut
പേര,Guava
ഗ്വിനിയ പുല്ല്,Guinea grass
പിത്തസഞ്ചി,Gall midge
പുല്ല് ഹോപ്പർ,Grass hopper
ഗുണ്ടി ബഗ്,Gundhy bug
ശീലം,Habit
ആഹാനം,Hail
ഹെയിവിവിച്ച്,Hairyvetch
ഹാലോഫൈറ്റ്,Halophyte
ഹാരോ,Harrow
വിളവെടുപ്പ് സൂചിക,Harvest index
വിളവ്,Harvest
വിളവെടുപ്പ്,Harvesting
കിളിവാതില്,Hatch
വയ്ക്കോല്,Hay
ഭേഹം,Haylage
ആഞ്ഞടിക്കല്,Haystock
മൂടല്മഞ്ഞ്,Haze
മഞ്ഞ്മൂടിയ,Hazy
തല (അഗ്രോ),Head (Agro)
തല (ചാനലിന്റെ),Head (of channel)
തിരികെ തലക്കെട്ട്,Heading back
കുറ്റിച്ചെടി,Hedge
ഹെഡ്ജിംഗ്,Hedging
ഹെലിക്സ്,Helix
ഹെമറ്റൈറ്റ്,Hematite
സസം,Herb
ഹെരിബറിയം,Herbarium
കളനാശിനി,Herbicide
വംശപാരന്വരം,Heredity
പാരപാനം,Heretability
ഹെർമാഫ്രോഡൈറ്റ്,Hermaphrodite
ഹെട്രോക്രോമാറ്റിക്,Heterochromatic
ഹെറ്ററേഷൻലൈസേഷൻ,Heterofertilization
അറ്റത്തേക്കും,Heterosis
ഹെറ്ററോസോം,Heterosome
ഹെറോട്രോഫ്,Heterotroph
ഹെക്സാപ്ലോയിഡ്,Hexaploid
ഹൈബർനേറ്റ്,Hibernate
ഉയർന്ന സാന്ദ്രത നടീൽ,High density planting
ഹിൽ (അരി),Hill (rice)
ഹിസ്റ്റോഗ്രാം,Histogram
ഹൈക്ക് ഹോർട്ടികൾച്ചർ,Hitech horticulture
കൂട്,Hive
ഹോയിംഗ്,Hoeing
പിടിക്കുക,Holding
ഹോം ഫാം,Home farm
ഹോമോസ്റ്റാസിസ്,Homeostasis
ഹോംസ്റ്റേഡ്,Homestead
ഏകതാന,Homogeneity
ഏകതാനമായ,Homogenous
ഹോമോനോഗസ്,Homologus
ഹോമോസിഗോട്ട്,Homozygote
ഹോപ്പർ,Hopper
ചക്രവാളം,Horizon
ഹോർട്ടികൾച്ചറൽ വിളകൾ,Horticultural crops
ഹോർട്ടികൾച്ചർ,Horticulture
ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്,Horti-silvi pastoral farming
ആതിഥേയന്,Host
ചൂടുവെള്ള ചികിത്സ,Hot water treatment
തൊണ്ട്,Hull
ഈർപ്പം,Humidity
ഹ്യൂമസ്,Humus
തൊലി,Husk
തൊലി,Husker
ഹസ്കിംഗ്,Husking
ഹൈബ്രിഡ്,Hybrid
ജലവൈദമാക്കല്,Hybridization
ജലാംശം,Hydration
ജലവൈകരണം,Hydrology
ജലവിശ്ലേഷണം,Hydrolysis
ഹൈഡ്രെയിൻ,Hydrometer
ഹൈഡ്രോഫിലസ്,Hydrophilous
ഹൈഡ്രോപോണിക്സ്,Hydroponics
ഹൈഡ്രോഫിയർ,Hydrosphere
ഹൈഡ്രോസ്കോപ്പിറ്റി,Hydroscopicity
ഹൈപ്പർപാരാസറ്റ്,Hyperparasite
ഹൈപ്പർപ്ലാസിയ,Hyperplasia
എസ്യ്പ്പ്,Hypha
ഹൈപ്പോകോട്ടൈൽ,Hypocotyl
അനുമാനസം,Hypothesis
ഹിസ്റ്റെറിസിസ് (വെള്ളം),Hysteresis (water)
ഹാസൽ നട്ട്,Hazel nut
ചെതാവ്,Hemp
ഹെൻബെയ്ൻ,Henbane
ഹെന്ന,Henna
ചെമ്പരുത്തി,Hibiscus
ചാട്ടം,Hop
കുതിര ഗ്രാം,Horse gram
കുതിര-കണ്ണ്-ബീൻ,Horse-eye-bean
തേനീച്ച,Honeybee
ഹോപ്പർ,Hopper
ഹോർട്ടികൾച്ചറിസ്റ്റ്,Horticulturist
ജലശാസ്ത്രജ്ഞൻ,Hydrologist
സിറ്റു ഒട്ടിക്കൽ,In situ grafting
വിട്രോയിൽ,In vitro
വിവോയിൽ,In vivo
വിവേചനരഹിതമായ,Indiscriminate
പുഴു,Insect
പ്രാണികളുടെ കീടങ്ങൾ,Insect pest
കീസദമായ,Insectary
കീടനാശിനി,Insecticide
കീടനാശിനി,Insectivorous
ധിക്കാരി,Insolation
പുള്ളിപ്പുഴ,Insoluble
ഇൻസ്റ്റാർ (പ്രാണികൾ),Instar (insect)
സുഖാനുസൃതം,Insulator
സംയോജിത രോഗ പരിപാലനം,Integrated disease management
സംയോജിത പോഷക മാനേജുമെന്റ്,Integrated nutrient management
സംയോജിത കീടങ്ങളെ പരിപാലനം,Integrated pest management
തീവ്രവാദം,Intensification
തീവമായ,Intensive
ആലോചിക്കുക,Intercrop
ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്),Intercultivation (interculture)
പലിശ,Interest
ഇന്റനോഡ്,Internode
ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ),Interphase (cell division)
ഇന്റർപോളേഷൻ,Interpolation
ഇന്റർ-അണുവിമുക്തമാണ്,Inter-sterile
സാധനങ്ങൾ,Inventory
വിപരീതം,Inversion
ഇവന്റോക്രെ,Involucre
യൻകിട,Ion
വികിരണം,Irradiation
ജലസേചനം,Irrigation
ഐഎസ്ഒ അല്ലെലുകൾ,Iso alleles
ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത,Iso product curve
ഐസോബാർ,Isobar
ഇസോഗമി,Isogamy
ഒറ്റപ്പെടൽ ദൂരം,Isolation distance
ഐസോപ്ലോയിഡ്,Isoploid
ഐസ്കോംകാന്റ്,Isoquant
ഐസോടോപ്പ്,Isotope
ഇന്ത്യൻ ബിർച്ച്,Indian birch
ഇന്ത്യൻ നീല പൈൻ,Indian blue pine
ഇന്ത്യൻ ചെറി,Indian cherry
ഇന്ത്യൻ ജുനൈപ്പർ,Indian juniper
ഇന്ത്യൻ കിനോ മരം,Indian kino tree
ഇന്ത്യൻ ലായറൽ ട്രീ,Indian laural tree
ഇന്ത്യൻ ഭ്രാന്തൻ,Indian madder
ഇന്ത്യൻ മാഡ്ലർ,Indian maddler
ഇന്ത്യൻ പോഡോ ഫൈലം,Indian podo phylum
ഇൻഡിഗോ,Indigo
ഇറ്റാലിയൻ മില്ലറ്റ്,Italian millet
ആനക്കൊമ്പ് വൃക്ഷം,Ivory tree
ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട,Ivy gourd/little gourd
മന്ദബുദ്ധി,Jaggery
ജാപോണിക്ക അരി,Japonica rice
ജാസിദ്,Jassid
ജാവാനിക്ക അരി,Javanica rice
ജെല്ലിംഗ്,Jelling
Jum കൃഷി,Jhum cultivation
ചാടുന്ന ജീൻ,Jumping gene
ജങ്ക് ഡിഎൻഎ,Junk DNA
ജുവനൈൽ ഘട്ടം,Juvenile phase
ജസറന്ദ,Jacaranda
ചക്ക,Jackfruit
മുൻ,Jamun
ജാസ്മിൻ,Jasmine
ജട്ടി ഖട്ടി,Jatti khatti
ജാട്ട്രോഫ,Jattrofa
ചണം,Jute
ജാസിഡുകൾ,Jassids
കയോലിൻ,Kaolin
Koolianite,Kaolinite
Koolianite,Kaolinite
കര്യൻചേരിമ,Karyenchyma
കരോഡെസ്മ,Karyodesma
കാരിയോബാമി,Karyogamy
കാറിഗ്രാം (IDiOGRAM),Karyogram (idiogram)
കാരിയോകിനിസ്,Karyokinesis
കരിയോളജി,Karyology
കരോലിസിസ്,Karyolysis
കറിയോൺ,Karyon
കാരിരിയോടൈ,Karyotype
കെൽപ് (ആൽഗ),Kelp (algae)
കെൽവിൻ സൈക്കിൾ,Kelvin cycle
കെരാറ്റിൻ,Keratin
കേർണൽ,Kernel
ഖൈറ രോഗം,Khaira disease
ഖാരിഫ്,Kharif
കളിയാക്കാനുള്ള,Kidding
കിടോചോർ,Kinetochore
അടുക്കളത്തോട്ടം,Kitchen garden
ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം,Kleinfilter syndrome
KLENOV ശകലം,Klenow fragment
നോട്ടിയ,Knotching
കൊച്ചിന്റെ പേര്,Koch's postulate
കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ),Koppen's classification (Climate)
ക്രെസ് സൈക്കിൾ,Krebs cycle
കുട്ടി,Kurtosis
കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര),KVK (krishi vigyan kendra)
കടാം,Kadam
കലെ,Kale
കന്മാർ പുല്ല്,Kans grass
കരുണാന്ത,Karonda
"കിഡ്നി ബീൻ, രാജ്മ","Kidney bean, rajmah"
Kiwifriuut,Kiwifriut
നോൾ ഖോൾ,Knol khol
കോടംമ്പുലി,Kodampuli
കൊഡോ മില്ലറ്റ്,Kodo millet
കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ),Kokam butter tree (mangosteen)
ഖപ്പുര വണ്ട്,Khapra beetle
L.D.50 (മാരകമായ ഡോസ് 50),L.D.50 (lethal dose 50)
ലംബമായി,Lab to land
മൗലിപ്പ്,Labile
തൊഴിലാളി,Labour
ലാക് ഓപ്പറൺ മോഡൽ,Lac operon model
മുലയൂട്ടൽ,Lactation
ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ),Lactogenic hormone (prolactin)
ലാക്ടോസ്,Lactose
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,Lagging strand
ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ,Lambda cloning vector
ലാമർ എയർ ഫ്ലോ,Laminar air flow
ലാമ്പ് ബ്രഷ് ക്രോമസോം,Lamp brush chromosome
നിലം,Land
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം,Land capability classification
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്,Land capability map
ഭൂമി അപകടം,Land degradation
ഭൂമി തുല്യമായ അനുപാതം,Land equivalent ratio
ഭൂമി നില,Land levelling
ഭൂമി വീണ്ടെടുക്കൽ,Land reclamation
ലാൻഡ്സ്കേപ്പിംഗ്,Landscaping
ലാൻഡ് അനുയോജ്യത,Land suitability
ഭൂവിനിയോഗ രീതി,Land use pattern
ലങ്കാൻഹാൻ സെല്ലുകൾ,Langerhans cells
കാലഹരണപ്പെടൽ നിരക്ക്,Lapse rate
ലാർവ,Larva
ലേറ്റേഷന്,Latency
ലെഡ് വ്യൂ,Latent
ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ,Latent infection
ലാറ്ററൽ,Lateral
ലാറ്ററൈറ്റ് മണ്ണ്,Laterite soils
ലാത്ക്സ്,Latex
നാതിരിവാദം,Lathyrism
ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി),Latin square design (LSD)
ലാറ്റിസ്,Lattice
കവർന പ്രയോജനത്തിന്റെ നിയമം,Law of comprative advantage
നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം,Law of constant returns
വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം,Law of diminishing returns
വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം,Law of increasing retuns
പരിമിതപ്പെടുത്തുന്ന രീതി,Law of limiting factors
കുറഞ്ഞത് നിയമം,Law of minimum
പകരക്കാരന്റെ നിയമം,Law of substitution
വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം,Law of variable proportions
അടുക്ക്,Layer
കെട്ടിടത്തിന്റെ പ്ളാന്,Layout
അയതലിക്കുക,Leachate
ലീച്ചിംഗ് കാര്യക്ഷമത,Leaching efficiency
ലീച്ച് ആവശ്യകത,Leaching requirement
മുൻനിര സ്ട്രാന്റ്,Leading strand
ഇല വിസ്തൃതി ദൈർഘ്യം,Leaf area duration
ഇല ഏരിയ സൂചിക,Leaf area index
ഇല ഏരിയ അനുപാതം,Leaf area ratio
ഇല ഖനിത്തൊഴിലാളി,Leaf miner
ഇല പരിശോധന,Leaf testing
ഇല,Leaf
ലഘുലേഖ,Leaflet
പാട്ടം,Lease
പയർവർഗ്ഗ,Legume
ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല),LEISA - (Low Energy Input Sustainable Agriculture)
പന്നികം,Lenticel
ലെന്റോ കാപ്പിലറി പോയിന്റ്,Lento capillary point
ലെപ്റ്റോണിമ,Leptonema
ലെപ്റ്റോസ്പിറോസിസ്,Leptospirosis
ലെറോ-മോർഫിക്,Lero-morphic
നിഖേഭം,Lesion
മാരകമായ മ്യൂട്ടേഷൻ,Lethal mutation
ല്യൂക്കോപ്ലാസ്റ്റ്,Leucoplast
ലെവൽ ടെറസ്,Level terrace
ലെവൽക്കാരൻ (ലെവലിയർ),Leveler (leveller)
(ഭൂമിയുടെ) ലെവലിംഗ്,Levelling (of land)
കള്ള കൃഷി,Ley farming
കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം,Liebig's law of minimum
ഉപക്കുറിത,Ligation
നേരിയ നഷ്ടപരിഹാര പോയിന്റ്,Light compensation point
ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത,Light saturation intensity
ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം,Light transmission ratio
നേരിയ കെണി,Light trap
പരിമിതമാണ്,Liming
പരിമിതപ്പെടുത്താതെ,Limitation
പരിമിതപ്പെടുത്തുന്ന ഘടകം,Limiting factor
ലിമോണൈറ്റ്,Limonite
നിര,Line
ലീനിയർ പ്രതികരണം,Linear response
ലിങ്ക്,Linkage
ലിങ്കേജ് ഗ്രൂപ്പ്,Linkage group
ലിങ്കറുകാരന്,Linker
ലിന്റ് സൂചിക,Lint index
ലിന്ററുകൾ,Linters
ലിപിഡ്,Lipid
ലിപ്പോളിസിസ്,Lipolysis
ലിക്വിക്റ്റേഷൻ,Liquidation
തലക്കെട്ട്,Lister
തലക്കെട്ട്,Lister
ലിസ്റ്റിംഗ്,Listing
ലിത്തോസ്ഫിയർ,Lithosphere
ലിറ്റർ,Litter
തത്സമയ പുതപങ്ങൾ,Live mulches
ലിവർവാർട്ട്,Liverwort
കന്നുകാലി,Livestock
പ്രാദേശിക നിയന്ത്രണം,Local control
ലോക്കസ്,Locus
വെട്ടുക,Locust
താമസം (വിള താമസസ്ഥലം),Lodging (crop lodging)
ലോഡിക്കുയേറ്റ്,Lodicule
ലോയസ്സുള്ള,Loess
ലോഗർട്ടിമിക് പരിവർത്തനം,Logarthimic transformation
ദീർഘനാളത്തിന്റെ ചെടി,Long - day plant
നീണ്ട തരംഗ വികിരണം,Long wave radiation
ലൂപ്പ്,Loop
ലോപ്പിംഗ്,Lopping
ചപ്പുചവറുകള്,Lumber
ലക്സ്,Lux
ആഡംബര ഉപഭോഗം (പോഷകരീതി),Luxury consumption (nutrient)
ആഡംബര ജീനുകൾ,Luxury genes
ലൈക്കോപീൻ,Lycopene
ലിംഫ്,Lymph
ലിസിമീറ്റർ,Lysimeter
സെല്ലിന്റെ ലിസിസ്,Lysis of cell
ലിസോഗനി,Lysogeny
ലിസോസോം,Lysosome
ലൈസോസിം,Lysozyme
ലാക് ട്രീ,Lac tree
ലാക്കി,Lac
"ലേഡിയുടെ വിരൽ, ഒക്ര","Lady's finger, okra"
ഭൂമി കൽപ്ട്രോപ്പുകൾ,Land caltrops
ലാന്താന,Lantana
ലതിറിൽ,Lathyrus
വെളുത്തുള്ളി,Leek
നാരങ്ങ പുല്ല്,Lemon grass
നാരങ്ങ,Lemon
പന്തു,Lentil
താഴ്ന്ന,Lequorice
ലെറ്റസ്,Lettuce
താമസം,Lily
നാരങ്ങ,Lime
യന്തമായി,Linseed
Litki,Litchi
ചെറിയ മില്ലറ്റ്,Little millet
നീളമുള്ള തണ്ണിമത്തൻ,Long melon
നീളമുള്ള കുരുമുളക്,Long pepper
ലോക്വാട്ട്,Loquat
താമര,Lotus
മങ്ങിയത്,Lurcerne
ലാക്കി പ്രാണികൾ,Lac insect
ലേഡി പക്ഷി വണ്ട്,Lady bird beetle
ഇല ഖനിത്തൊഴിലാളി,Leaf miner
ഇല റോളർ,Leaf roller
ഇല വെബ്ബർ,Leaf webber
വെട്ടുക,Locust
മാക്രോ പരിണാമം,Macro evolution
മാക്രോക്ലൈമേറ്റ്,Macroclimate
മാക്രോമോലോൾകൾ,Macromolecule
മാക്രോമുട്ടേഷൻ,Macromutation
മാക്രോണിറ്ററി,Macronutrient
മാക്രോപോളർ,Macropores
പുഴു,Maggot
മഗ്മ,Magma
മഗ്ത്രിയ,Magnesia
മഗ്നീഷ്യം,Magnesium
കാന്തികശരീരം,Magnetic stirrer
തീവ്രത,Magnitude
മഹുവ കേക്ക്,Mahua cake
പരിപാലകൻ,Maintainer line
പരിപാലനം,Maintenance
ചോളം ഷെല്ലർ,Maize sheller
ആൺകുല്യം,Male sterile
വൈകല്യങ്ങള്,Malformation
മലിതം,Malignancy
പോഷകാഹാരക്കുറവ്,Malnutrition
ദുരുപയോഗം,Malpractice
മാലിംഗ്,Malting
പുൽത്തൊട്ടി,Manger
കണ്ടൽക്കാരൻ,Mangroves
ഗാനംമീറ്റര്,Manometer
ഗാനംമീറ്റര്,Manometer
മാന്തിസ (ലോഗരിതം),Mantissa (of logarithm)
വളം,Manure
വളം,Manuring
അരികിലുള്ള,Marginal
നാമമാത്രമായ ചിലവ്,Marginal cost
നാമമാത്ര ഭൂമി,Marginal land
നാമമാത്ര ഉൽപ്പന്നം,Marginal product
നാമമാത്രമായ തിരിച്ചുവരവ്,Marginal return
സമുധായം,Marine
മാർക്കർ (ജനിതക),Marker (genetic)
ചന്ത,Market
വിപണനീയമായ,Marketable
വിപണന മിച്ചം,Marketable surplus
മാർക്കറ്റുചെയ്ത മിച്ചം,Marketed surplus
മാർക്കറ്റിംഗ്,Marketing
ചതുപ്പുനിലം,Marsh
കൂട്ട ഒഴുക്ക്,Mass flow
മാസ് തിരഞ്ഞെടുക്കൽ,Mass selection
മാസ്-സ്പെക്ട്രോമീറ്റർ,Mass-spectrometer
കപ്പല്പായ്മരം,Mast
മാതൃ അനന്തരാവകാശം,Maternal inheritance
ഇണചേരൽ,Mating
ട്രിക് സാധ്യത,Matric potential
പമേയൽ,Maturation
മെച്യൂരിറ്റി (വിള),Maturity (crop)
ലഭ്യമായ പരമാവധി വെള്ളം,Maximum available water
പരമാവധി ക്രോപ്പിംഗ്,Maximum cropping
പരമാവധി ശേഷിക്കുന്ന പരിധി,Maximum residue limit
പരമാവധി സുസ്ഥിര വിളവ്,Maximum sustainable yield
പരമാവധി തെർമോമീറ്റർ,Maximum thermometer
പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി,Maximum water holding capacity
പുൽമേടുകളുടെ ആലോക്കങ്ങൾ,Meadow orcharding
Mely,Mealy
ശരാശരി വ്യതിയാനം,Mean deviation
ശരാശരി ജീവിതം (ന്യൂക്ലിയർ),Mean life (nuclear)
സമുദ്രനിരപ്പ്,Mean sea level
ശരാശരി ചതുരം,Mean square
അളക്കുക,Measure
അളവ്,Measurement
യന്തസംബന്ധമായ,Mechanical
മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്),Mechanical analysis (soil)
മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ,Mechanical impedence
യന്ത്രവൽകൃത കൃഷി,Mechanized farming
ശരാശരി,Median
Medic ഷധ സസ്യമാണ്,Medicinal plant
മെഡിറ്ററേനിയൻ കാലാവസ്ഥ,Mediterranean climate
മെഗാഗമെറ്റോജെനിസിസ്,Megagametogenesis
മെഗാസ്പോംഗീരിയ,Megasporangia
മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്),Megaspore (macrospore)
മെഗാസ്പോജനെസിസ്,Megasporogenesis
മെയോസിസ്,Meiosis
മെലോ മണ്ണാണ്,Mellow soil
ഡിഎൻഎ ഉരുകുന്നു,Melting of DNA
മെംബ്രൺ ഫിൽട്ടർ,Membrane filter
മെൻഡലിയൻ അനന്തരാവകാശം,Mendelian inheritance
മെൻഡലിസം,Mendelism
മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം,Mendel's law of inheritance
വാപാരച്ചരക്കുകള്,Merchandise
മെർക്കുറി,Mercury
കരുതലുള്ളത്,Meristem
മെസ്യൂക്ലിമേറ്റ്,Mesoclimate
മഷോഡെർം,Mesoderm
മെസോഫിൽ,Mesophyll
മെസോഫൈറ്റ്,Mesophyte
മെസോ-സുഷിരങ്ങൾ,Meso-pores
മെസോസ്ഫിയർ,Mesosphere
മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ),Messenger RNA (m-RNA)
പരിണാമം,Metabolism
മെറ്റബോളിറ്റുകൾ,Metabolites
മെറ്റൽ ഡാം,Metal dam
മെറ്റ്മോർഫിക് പാറകൾ,Metamorphic rocks
മാംസം,Metamorphosis
മെറ്റാഫേസ്,Metaphase
മെറ്റസ്ട്രാസ്,Metastrus
മെറ്റക്സേനിയ,Metaxenia
കാലാവസ്ഥാ,Meteorology
മെഥമോഗ്ലോബിനമിയ,Methaemoglobinaemia
രീതി പ്രകടനം,Method demonstration
മൈക്ക,Mica
മൈക്രോ തടം,Micro basin
മൈക്രോ മേന,Micro fauna
സൂക്ഷ്മോവിനോടോ,Microbe
സൂക്ഷ്മജീവ ബയോമാസ് കാർബൺ,Microbial biomass carbon
സൂക്ഷ്മജീവികളമായ അപചയം,Microbial degradation
സൂക്ഷ്മപരിശോധനയുള്ള കീടനാശിനി,Microbial insecticide
മൈക്രോബയോളജി,Microbiology
മൈക്രോബയോട്ടിക്,Microbiotic
മൈക്രോക്ലൈമേഷൻ,Microclimate
മൈക്രോൻവിയോൺമെന്റ്,Microenvironment
മൈക്രോഫ്ലോറ,Microflora
മൈക്രോകമെറ്റോജെനിസിസ്,Microgametogenesis
മൈക്രോ സോറിഗേഷൻ,Microirrigation
മൈക്രോമീറ്ററോളജി,Micrometeorology
സൂക്ഷ്മ പോഷകൻ,Micronutrient
മൈക്രോപ്ലോട്ട്,Microplot
മൈക്രോപോറെ,Micropore
സൂക്ഷ്മപരിശോധന,Micropyle
സൂക്ഷ്മതൈ,Microscopy
മൈക്രോസ്പോർച്ചർഗ്യം,Microsporangium
മൈക്രോ സോസ്പോർ കൾച്ചർ,Microspore culture
മൈക്രോസ്പോർഫ് മാതൃ സെൽ,Microspore mother cell
മൈക്രോ സോസ്പോർ,Microspore
മൈക്രോടോം,Microtome
മൈക്രോടോപ്പോഗ്രാഫി,Microtopography
മിഡ് സീസൺ തിരുത്തൽ,Mid-season correction
കുടിയേറ്റം,Migration
പാൽ ധാന്യവേജ്,Milk grain stage
മില്ലിപീഡ്,Millepede
മില്ലറ്റുകൾ,Millets
വീണ്ടെടുക്കൽ മില്ലിംഗ് വീണ്ടെടുക്കൽ,Milling recovery
മില്ലിംഗ്,Milling
ധാതു പോഷകാഹാരം,Mineral nutrition
ധാതു മണ്ണ്,Mineral soil
ധാതുവൽക്കരണം,Mineralisation
ധാതുക്കൾ,Minerals
ഏറ്റവും കുറഞ്ഞ തെർമോമീറ്റർ,Minimum thermometer
മിനിമം കൃഷി,Minimum tillage
ചെറിയ വിളകൾ,Minor crops
മയക്കപരിപാലി സൂചിക,Miotic index
