Marathi,Telugu
गॅलिकन (=गॅलिकनिस्ट),గల్లికన్ (=గల్లికనిస్ట్)
गॅलिकनिझम,గల్లికానిజం
गॅरिसन,దండు
गॉल,గౌల్
गॉन्टलेट,గాంట్లెట్
गॉन्टलेट,గాంట్లెట్
गॅझेबो,గెజిబో
गॅझेबो,గెజిబో
गॅझेबो,గెజిబో
वंशावळीचा इतिहास,వంశ చరిత్ర
वंशावळी रेकॉर्ड,వంశపారంపర్య రికార్డు
वंशावळी सारणी,వంశపారంపర్య పట్టిక
वंशावळीचे झाड,వంశవృక్షం
वंशावळी,వంశావళి
वंशावळी,వంశావళి
पिढी,తరం
नरसंहार,మారణహోమం
परराष्ट्रीय,అన్యజనుడు
परराष्ट्रीय,అన్యజనుడు
परराष्ट्रीय,అన్యజనుడు
परराष्ट्रीय,అన్యజనుడు
वस्ती,ఘెట్టో
वस्ती,ఘెట్టో
गिबेट,గిబ్బెట్
गिल्ड (=गिल्ड),గిల్డ్ (=గిల్డ్)
ग्लॅडिएटर,గ్లాడియేటర్
गौरवशाली क्रांती,అద్భుతమైన విప్లవం
गोल्डन हॉर्डे,గోల్డెన్ హోర్డ్
महाआघाडी,మహా కూటమి
ग्रँडी,గ్రాండీ
ग्रँड सिग्नर,గ్రాండ్ సిగ్నర్
ग्रँड सिग्नर,గ్రాండ్ సిగ్నర్
महान गृहयुद्ध,గొప్ప అంతర్యుద్ధం
महान प्रस्थान (बुद्धाचे),గొప్ప నిష్క్రమణ (బుద్ధుని)
ग्रेटर इंडिया,గ్రేటర్ ఇండియా
ग्रेट हेलास,గ్రేట్ హెల్లాస్
ग्रेट होर्डे,గ్రేట్ హోర్డ్
महान त्याग (=महान प्रस्थान),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
ग्रेट सील,గొప్ప ముద్ర
ग्रेट ट्रॅक,గ్రేట్ ట్రాక్
उत्तम वाहन,గొప్ప వాహనం
चीनची महान भिंत,గ్రేట్ వాల్ ఆఫ్ చైనా
ग्रीव्ह,గ్రీవ్
गार्ड-चेंबर,గార్డ్-ఛాంబర్
गार्ड-चेंबर,గార్డ్-ఛాంబర్
गार्ड-चेंबर,గార్డ్-ఛాంబర్
गुप्ता,గుప్తులు
हॅगिओग्राफी,హాజియోగ్రఫీ
हॅगिओग्राफी,హాజియోగ్రఫీ
हॅगिओलॉजी,హగియాలజీ
हॅगिओलॉजी,హగియాలజీ
खाजगी प्रेक्षकांचा हॉल,ప్రైవేట్ ప్రేక్షకుల హాల్
सार्वजनिक प्रेक्षकांचा हॉल,పబ్లిక్ ప్రేక్షకుల హాల్
हॅचमेंट,హాచ్మెంట్
हिथन,హీతేన్
हिथन,హీతేన్
हिथिनिझम,హీతేనిజం
हेगिरा (हेजेरा),హెగిరా (హెజెరా)
हेलेनिझम,హెలెనిజం
हेलोट,హెలట్
हेरलड्री,హెరాల్డ్రీ
वारसा,వారసత్వం
चित्रलिपी रेखीय वर्ण,చిత్రలిపి సరళ అక్షరాలు
चित्रलिपी लिपी,చిత్రలిపి స్క్రిప్ట్
उच्च चर्च,హై చర్చి
उंच लँडर,హై ల్యాండర్
हिंदू धर्म,హిందూమతం
इतिहासकार,చరిత్రకారుడు
इतिहासकार,చరిత్రకారుడు
ऐतिहासिक भौतिकवाद,చారిత్రక భౌతికవాదం
ऐतिहासिक युग,చారిత్రక యుగం
ऐतिहासिक सीमा,చారిత్రక సరిహద్దు
इतिहासकार,చరిత్రకారుడు
इतिहासकार,చరిత్రకారుడు
इतिहासलेखन,చరిత్ర చరిత్ర
इतिहासलेखन,చరిత్ర చరిత్ర
इतिहास,చరిత్ర
हिटाइट साम्राज्य,హిట్టైట్ సామ్రాజ్యం
पवित्र युती,పవిత్ర కూటమి
पवित्र शहर,పవిత్ర నగరం
पवित्र शहर,పవిత్ర నగరం
पवित्र भूमी,పవిత్ర భూమి
पवित्र भूमी,పవిత్ర భూమి
होली लीग,హోలీ లీగ్
होली लीग,హోలీ లీగ్
पवित्र रोमन साम्राज्य (=द एम्पायर),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
पवित्र समुद्र,పవిత్ర సముద్రం
पवित्र समुद्र,పవిత్ర సముద్రం
पवित्र युद्ध,పవిత్ర యుద్ధం
पवित्र युद्ध,పవిత్ర యుద్ధము
गृह सरकार,హోం ప్రభుత్వం
होमगार्ड,హోంగార్డు
जन्मभुमी,జన్మభూమి
घरचा नियम,గృహ నియమం
होम रूल,హోమ్ రూల్
होर्डे,గుంపు
होर्डे,గుంపు
शत्रु देश,శత్రు దేశం
प्रतिकूल जमीन,శత్రుభూమి
गरम पाठलाग,వేడి ముసుగులో
घर,ఇల్లు
घर,ఇల్లు
हाऊस ऑफ कॉमन्स,హౌస్ ఆఫ్ కామన్స్
हाऊस ऑफ लॉर्ड्स,హౌస్ ఆఫ్ లార్డ్స్
प्रतिनिधीगृह,ప్రతినిధుల సభ
Huguenots,హ్యూగ్నోట్స్
मानवतावाद,మానవతావాదం
मानवतावादी,మానవతావాది
शंभर येसर्स युद्ध,హండ్రెడ్ యెస్సర్స్ వార్
हुंकार,హంకర్
इबादत खाना (पूजागृह),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
आयकॉनोक्लास्ट,ఐకానోక్లాస్ట్
मूर्तिपूजक,విగ్రహారాధకుడు
इलाही युग,ఇలాహి యుగం
बेकायदेशीर युद्ध,చట్టవిరుద్ధమైన యుద్ధం
प्रकाशित हस्तलिखित,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
सचित्र हस्तलिखित,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
सचित्र हस्तलिखित,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
इमाम (इम्माम),ఇమామ్ (ఇమ్మామ్)
इमामते,ఇమామత్
इमामते,ఇమామత్
इमामबारा,ఇమాంబరః
शाही,ఇంపీరియల్
शाही शहर,ఇంపీరియల్ నగరం
साम्राज्यवाद,సామ్రాజ్యవాదం
शाही प्राधान्य,ఇంపీరియల్ ప్రాధాన్యత
बेधडकपणा,అసంబద్ధం
ढोंगी,మోసగాడు
तुरुंगवास,జైలు శిక్ష
तुरुंगवास,జైలు శిక్ష
घुसखोरी,చొరబాటు
घुसखोर,చొరబాటుదారుడు
स्वातंत्र्य,స్వాతంత్ర్యం
स्वातंत्र्यदिन,స్వాతంత్ర్య దినోత్సవం
इंडिपेंडन्स हॉल,ఇండిపెండెన్స్ హాల్
भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
इंडियन होम रूल लीग,ఇండియన్ హోమ్ రూల్ లీగ్
औद्योगिक क्रांती,పారిశ్రామిక విప్లవం
काफिर,అవిశ్వాసం
काफिर,అవిశ్వాసం
घुसखोरी,చొరబాటు
घुसखोर,చొరబాటుదారుడు
माहिती देणारा,సమాచారం ఇచ్చేవాడు
माहिती देणारा,సమాచారం ఇచ్చేవాడు
माहिती देणारा,ఇన్ఫార్మర్
माहिती देणारा,ఇన్ఫార్మర్
प्रवेश,ప్రవేశము
प्रवेश,ప్రవేశము
प्रवेश,ప్రవేశము
वस्ती,నివాసం
रहिवासी,నివాసి
वारसा,వారసత్వం
वारसा,వారసత్వం
वारसा,వారసత్వం
शिलालेख,శాసనం
बोधचिन्ह,చిహ్నము
प्रवेशाचे साधन,ప్రవేశ పరికరం
शासनाचे साधन,ప్రభుత్వ సాధనం
बंड (बंड),తిరుగుబాటు (తిరుగుబాటు)
बंडखोर,తిరుగుబాటుదారుడు
बंड,తిరుగుబాటు
बंड,తిరుగుబాటు
एकत्रीकरण,అనుసంధానం
रेकॉर्डची अखंडता,రికార్డుల సమగ్రత
राज्यांची अखंडता,రాష్ట్రాల సమగ్రత
बुद्धिमत्ता (बुद्धिमान),మేధావి (ఇంటెలిజెంట్జియా)
मध्यस्थी,మధ్యవర్తిత్వం
मध्यस्थी करणारा,మధ్యవర్తి
मध्यस्थ,మధ్యవర్తి
आंतरराष्ट्रीयवाद,అంతర్జాతీయవాదం
आंतरराष्ट्रीयवाद,అంతర్జాతీయవాదం
आंतरराष्ट्रीयवादी,అంతర్జాతీయవాది
परस्पर युद्ध,అంతర్గత యుద్ధం
इंटर्नी,ఇంటర్నీ
इंटर्नी,ఇంటర్నీ
इंटर्नी कॅम्प,ఇంటర్నీ క్యాంపు
नजरबंदी,ఇంటర్న్మెంట్
नजरबंदी,ఇంటర్న్మెంట్
नजरबंदी,ఇంటర్న్మెంట్
Internuncio,ఇంటర్నేషనల్
दुभाषी,వ్యాఖ్యాత
दुभाषी,వ్యాఖ్యాత
दुभाषी,వ్యాఖ్యాత
हस्तक्षेप,జోక్యం
Intestacy,ఇంటస్టేసి
Intestate,పేగు
कारस्थान,చమత్కారం
घुसखोर,చొరబాటుదారుడు
घुसखोर,చొరబాటుదారుడు
घुसखोरी,చొరబాటు
आक्रमण,దండయాత్ర
आक्रमण,దండయాత్ర
गुंतवणूक करा,పెట్టుబడి
गुंतवणूक करा,పెట్టుబడి
गुंतवणूक करा,పెట్టుబడి
गुंतवणूक करा,పెట్టుబడి
गुंतवणूक,పెట్టుబడి
गुंतवणूक,పెట్టుబడి
गुंतवणूक,పెట్టుబడి
गुंतवणूक समारंभ,పెట్టుబడి వేడుక
राष्ट्रीयत्वासह गुंतवणूक करा,జాతీయతతో పెట్టుబడి పెట్టండి
अजिंक्य आरमार,ఇన్విన్సిబుల్ ఆర్మడ
उल्लंघन (राज्याचे),ఉల్లంఘన (రాష్ట్రం)
उल्लंघन स्थिती,ఉల్లంఘించిన స్థితి
अभेद्य किल्ला,అభేద్యమైన కోట
लोह वय,ఇనుప యుగం
लोखंडी पडदा,ఇనుప తెర
लोखंडी रक्षक,ఐరన్ గార్డ్
लोखंडी शिधा,ఇనుము రేషన్లు
लोखंडी बाजू,ఇనుప వైపులా
लोखंडी टिपलेला बाण,ఇనుప చిట్కా బాణం
इस्थमियन खेळ,ఇస్త్మియన్ ఆటలు
जॅनिसरी,జానిసరీ
रखवालदार,కాపలాదారు
रखवालदार,కాపలాదారు
भाला,జావెలిన్
जिम क्रो कायदे,జిమ్ క్రో చట్టాలు
जिंगो,జింగో
जिंगो,జింగో
जिंगो,జింగో
जिंगोइझम,జింగోయిజం
संयुक्त कारवाई,ఉమ్మడి చర్య
संयुक्त नियंत्रण,ఉమ్మడి నియంత్రణ
संयुक्त वहिवाट,ఉమ్మడి ఆక్యుపెన్సీ
ज्युरी,జ్యూరీ
फक्त कारण,కారణం మాత్రమే
ठेवा,ఉంచండి
अभिलेखागाराचा रक्षक,ఆర్కైవ్స్ కీపర్
केटल-ड्रम,కెటిల్-డ్రమ్
मुख्य शब्द,కీలక పదం
राजा,రాజు
राज्य,రాజ్యం
किंगलेट,కింగ్లెట్
किंग मेकर,కింగ్ మేకర్
राजेशाही,రాజ్యాధికారం
राजेशाही,రాజ్యాధికారం
किचन कॅबिनेट,కిచెన్ క్యాబినెట్
नाइट,నైట్
राजत्व,రాజ్యం
Kinghts हॉस्पिटलर्स,కింగ్స్ హాస్పిటల్స్
सेंट जॉनचे शूरवीर,నైట్స్ ఆఫ్ సెయింట్ జాన్
नाइट टेम्पलर,నైట్ టెంప్లర్
कु क्लक्स क्लान (KKK),కు క్లక్స్ క్లాన్ (KKK)
कुमिंतंग,కుమింటాంగ్
सामान्य,లౌకికత్వం
लान्स,లాన్స్
लान्सर,లాన్సర్
नंतर गुप्ता,తరువాత గుప్తులు
कायदेशीर वारस,చట్టబద్ధమైన వారసుడు
अराजकता (=विकार),చట్టవిరుద్ధం (=అక్రమం)
अराजकता (=विकार),చట్టవిరుద్ధం (=అక్రమం)
कायद्याचे प्रभू,చట్ట ప్రభువులు
धार्मिकतेचा कायदा,భక్తి చట్టం
लीग ऑफ नेशन्स,దేశముల సమాహారం
वारसा (= मृत्युपत्र),లెగసీ (=బిక్వెస్ట్)
वारसा (= मृत्युपत्र),లెగసీ (=బిక్వెస్ట్)
कायदेशीर वारस,చట్టపరమైన వారసుడు
लेगेट,చట్టబద్ధత
लेगेट,చట్టబద్ధత
लेगेट,చట్టబద్ధత
दंतकथा,లెజెండ్
दंतकथा,లెజెండ్
फौज,లెజియన్
फौज,లెజియన్
लीजन ऑफ ऑनर,లెజియన్ ఆఫ్ ఆనర్
Lese majeste (=lese majeste),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
कमी राज्ये,తక్కువ రాష్ట్రాలు
विश्वासपत्रे,విశ్వసనీయత లేఖలు
लीज-स्वामी,లీజ్-లార్డ్
लीग माणूस,లీజ్ మనిషి
लीग माणूस,లీజ్ మనిషి
जन्मठेप,జీవిత ఖైదు
वंश,వంశం
लिटल इंग्‍लंडर,లిటిల్ ఇంగ్లాండు
लहान वाहन (= कमी वाहन),చిన్న వాహనం (=తక్కువ వాహనం)
किनारी राज्य,లిటోరల్ రాష్ట్రం
धार्मिक विधी,ప్రార్ధనలు
पूजाविधी,ప్రార్ధన
स्थानिक निष्ठा,స్థానిక విధేయత
स्थानिक स्वराज्य संस्था,స్థానిక-స్వయం ప్రభుత్వం
लांब संसद,సుదీర్ఘ పార్లమెంటు
कमी देश,తక్కువ దేశాలు
निष्ठावंत,విశ్వాసపాత్రుడు
निष्ठा,విధేయత
मॅकियाव्हेलियन धोरण,మాకియవెల్లియన్ విధానం
मॅग्ना कार्टा,మాగ్నా కార్టా
मॅग्नम कॉन्सिलियम,మాగ్నమ్ కన్సిలియం
मलम निषेध,మలం నిషేధం
मंदामस,మాండమస్
आज्ञापत्र,ఆదేశం
"आदेश, वर्ग &#39;अ&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"आदेश, वर्ग &#39;ब&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"आदेश, वर्ग &#39;क&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
आदेश प्रणाली,ఆదేశ వ్యవస్థ
अनिवार्य राज्य,తప్పనిసరి స్థితి
मँगोनेल,మాంగోనెల్
जाहीरनामा,మేనిఫెస్టో
युक्ती,యుక్తులు
मॅन ऑफ वॉर,మ్యాన్ ఆఫ్ వార్
मनोर,మనోర్
मनोर,మనోర్
मनुष्य-शक्ती,మానవ శక్తి
मनुष्य-शक्ती,మానవ శక్తి
मॅन्युमिशन,మాన్యుమిషన్
मनुमित,మనుమిత్
हस्तलिखित,మాన్యుస్క్రిప్ట్
हस्तलिखित,మాన్యుస్క్రిప్ట్
हस्तलिखित,మాన్యుస్క్రిప్ట్
लुटारू,మారౌడర్
सागरी पट्टा,సముద్ర బెల్ట్
सागरी सभ्यता,సముద్ర నాగరికత
सागरी ध्वज,సముద్ర జెండా
सागरी शक्ती,సముద్ర శక్తులు
सागरी सार्वभौमत्व,సముద్ర సార్వభౌమాధికారం
सागरी युद्ध,సముద్ర యుద్ధం
मार्क्विस,మార్క్విస్
Marquisate,మార్క్విసేట్
मार्शल लॉ,మార్షల్ లా
मार्शल रेस,మార్షల్ రేసులు
हुतात्मा,అమరవీరుడు
नरसंहार,నరమేధం
युक्तीचा वस्तुमान,మాస్ యుక్తి
मास्टर-एट-आर्म्स,మాస్టర్-ఎట్-ఆర్మ్స్
समारंभांचा गुरु,మాస్టర్ ఆఫ్ వేడుకలు
गृहस्थ,ఇంటి యజమాని
घोड्याचा मास्टर,మాస్టర్ ఆఫ్ ది హార్స్
मास्टर ऑफ द रोल्स,మాస్టర్ ఆఫ్ ది రోల్స్
जुळवा,మ్యాచ్
जुळवा,మ్యాచ్
मॅचलॉक,అగ్గిపెట్టె
वैवाहिक युती,వైవాహిక మైత్రి
भूमध्य शक्ती,మధ్యధరా శక్తులు
मेन्शेविक,మెన్షెవిక్
भाडोत्री सैन्य,కిరాయి సైన్యం
भाडोत्री सैनिक,కిరాయి సైనికుడు
व्यापारी,వ్యాపారి
मध्यम वयोगटातील,మధ్య యుగాలు
मध्य पूर्व,మధ్యప్రాచ్యం
मधला रस्ता,మధ్య మార్గము
मधला मार्ग,మధ్య మార్గం
मध्यम मार्ग (=मध्यम मार्ग),మధ్య మార్గం (=మిడిల్ కోర్సు)
स्थलांतरित,వలసదారు
स्थलांतर,వలస
स्थलांतर,వలస
स्थलांतर,వలస
सैन्यवाद,మిలిటరిజం
सैन्यवाद,మిలిటరిజం
सैन्यवाद,మిలిటరిజం
सैन्यवाद,మిలిటరిజం
सैन्यवादी,మిలిటరిస్ట్
सैन्यवादी,మిలిటరిస్ట్
सैन्यीकरण,సైనికీకరణ
सैन्यीकरण,సైనికీకరణ
सैन्यीकरण,సైనికీకరణ
लष्करी रणनीतीकार (=रणनीती),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
लष्करी रणनीतीकार (=रणनीती),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
लष्करी डावपेच (=रणनीती),సైనిక వ్యూహాలు (=వ్యూహాలు)
मिलिशिया,మిలిషియా
मिलिशिया,మిలిషియా
कुशासन,దుష్పరిపాలన
गहाळ लिंक,లింక్ లేదు
मिशन,మిషన్
मिशन,మిషన్
मिशन,మిషన్
मिश्र शर्यत,మిశ్రమ జాతి
आधुनिक इतिहास,ఆధునిక చరిత్ర
मोडस विवेंडी,మోడ్స్ వీవెండి
एकतावाद,మోనాకిజం
सम्राट,చక్రవర్తి
सम्राट,చక్రవర్తి
राजेशाही,రాచరికం
राजेशाही,రాచరికం
राजसत्तावादी,రాచరికవాది
राजेशाही,రాచరికం
मठ,మఠం
मठ,మఠం
मठ,మఠం
संन्यासी,సన్యాసం
संन्यासी,సన్యాసం
संन्यासी,సన్యాసి
मातृ देश,మాతృదేశం
मातृभूमी,మాతృభూమి
संसदेची जननी,పార్లమెంటుల తల్లి
मुक्रकर्स,ముక్రాకర్స్
मम्मी,మమ్మీ
संग्रहालय,మ్యూజియం
मस्केट,మస్కెట్
मस्केटियर,మస్కటీర్
कस्तुरी,మస్కెట్రీ
कस्तुरी,మస్కెట్రీ
मस्टर मास्टर,మస్టర్ మాస్టర్
मस्टर-रोल,మస్టర్-రోల్
मस्टर-रोल,మస్టర్-రోల్
विद्रोह,తిరుగుబాటు
विद्रोह कायदा,తిరుగుబాటు చట్టం
गूढ जहाज,మిస్టరీ షిప్
आख्यान,కథనం
राष्ट्र,దేశం
मुळ,స్థానికుడు
मूळ राज्य,స్థానిక రాష్ట్రం
निसर्गवाद,సహజత్వం
नैसर्गिक हक्क,సహజ హక్కులు
नाझी,నాజీ
नाझी क्रांती,నాజీ విప్లవం
नाझीवाद,నాజీయిజం
पूर्वे जवळ,తూర్పు సమీపంలో
निग्रो,నీగ్రో
निग्रोफिल,నీగ్రోఫిల్
निग्रोफिलिझम,నీగ్రోఫిలిజం
नेग्रोफोबिया,నీగ్రోఫోబియా
तटस्थ,తటస్థ
तटस्थ देश,తటస్థ దేశం
नवीन करार,నూతన ఒప్పందం
नवीन जग,కొత్త ప్రపంచం
कुलीनता,ప్రభువు
नोबल,కీర్తిగల
नोबल,కీర్తిగల
भटक्या,సంచార జాతులు
भटक्यांचा जमाव,సంచార గుంపు
भटक्या,సంచారము
गैर-आक्रमकता करार,దురాక్రమణ రహిత ఒప్పందం
गैर-आक्रमकता करार,దురాక్రమణ రహిత ఒప్పందం
युद्धविरहित राज्य,యుద్ధం చేయని రాష్ట్రం
असहकार,నాన్-కో-ఆపరేషన్
असहकार चळवळ,సహాయ నిరాకరణ ఉద్యమం
उलट,ఎదురుగా
उलट,ఎదురుగా
ऑक्लोक्रसी (=मोबोक्रसी),ఓక్లోక్రసీ (=మొబోక్రసీ)
ऑक्लोक्रॅट,ఓక్లోక్రాట్
अधिकृत दस्तऐवज,అధికారిక పత్రం
जुने जग,పాత ప్రపంచం
कुलीन वर्ग,ఒలిగార్కీ
हल्ला,దాడి
ओपन वाटाघाटी,బహిరంగ చర్చలు
खुला प्रश्न,ఓపెన్ ప్రశ్న
रेकॉर्ड उघडा,రికార్డులను తెరవండి
ओरिएंट,ఓరియంట్
प्राच्यविद्या,ఓరియంటలిజం
प्राच्यविद्या,ఓరియంటలిజం
ओरिएंटलिस्ट,ఓరియంటలిస్ట్
मूळ,మూలం
मूळ,మూలం
ऑर्थोग्राफी,ఆర్థోగ్రఫీ
शत्रुत्वाचा उद्रेक,శత్రుత్వాలు చెలరేగడం
आउट-पोस्ट,అవుట్-పోస్ట్
अतिप्रभु,పైగా ప్రభువు
ओव्हर-राईड,ఓవర్ రైడ్
ओव्हर-राईड,ఓవర్ రైడ్
मूर्तिपूजक,పాగన్
मूर्तिपूजक,పాగన్
मूर्तिपूजक,పాగనిజం
मूर्तिपूजक,పాగనిజం
पॅगोडा,పగోడా
पॅगोडा,పగోడా
पॅगोडा,పగోడా
राजवाड्याचे कारस्थान,ప్యాలెస్ కుట్రలు
पॅलेटिनेट,పాలటినేట్
ताडपत्री,తాటి ఆకు
पाम रविवार,పామ్ ఆదివారం
Panegyrist,పానెజిరిస్ట్
घबराट,భయాందోళనలు
घबराट,భయాందోళనలు
घाबरणारा,భయాందోళనలు కలిగించేవాడు
पोपपद,పాపసీ
पोपपद,పాపసీ
पोपपद,పాపసీ
पोपपद,పాపసీ
पोपचा बैल,పాపల్ ఎద్దు
पोपवाद,పాపాలిజం
पोपवाद,పాపాలిజం
पोपवादी,పాపాలిస్ట్
पोप राज्य,పాపల్ రాష్ట్రం
पापवाद (=पॅपिस्ट्री),పాపిజం (=పాపిస్ట్రీ)
पापिस्ट,పాపిస్ట్
पॅपिरस,పాపిరస్
बोधकथा,ఉపమానం
परम,పారామౌంట్
सर्वोच्चता (=सर्वोच्च शक्ती),పారామౌంట్సీ (=పారామౌంట్ పవర్)
सर्वोत्कृष्ट महिला,పారామౌంట్ లేడీ
परम स्वामी,పరమ ప్రభువు
चर्मपत्र,పార్చ్మెంట్
चर्मपत्र,పార్చ్మెంట్
चर्मपत्र,పార్చ్మెంట్
क्षमा करा,క్షమించు
पारले,పార్లేస్
पारले,పార్లేస్
संसद (=संसद),పార్లమెంట్ (=పార్లమెంట్)
संसद,పార్లమెంట్
संसद,పార్లమెంట్
संसद,పార్లమెంట్
संसद कायदा,పార్లమెంట్ చట్టం
संसदपटू,పార్లమెంటేరియన్
संसदपटू,పార్లమెంటేరియన్
संसदीय प्रतिनिधी,పార్లమెంటరీ ఏజెంట్
पारनेलिझम,పార్నెలిజం
पॅरोल,పెరోల్
पॅरोल,పెరోల్
पॅरिसाइड,పారిసిడ్
पॅरिसाइड,పారిసిడ్
पक्षपाती,పక్షపాతం
पक्षपाती,పక్షపాతం
पक्षपाती,పక్షపాతం
पास,పాస్
पास शब्द (=वॉच शब्द),పాస్ వర్డ్ (=వాచ్ వర్డ్)
कुलपिता,జాతిపిత
कुलपिता,పితృదేవతలు
पॅट्रिशियन,పాట్రిషియన్
घराणेशाही,పితృస్వామ్యం
पॅक्स ब्रिटानिका,పాక్స్ బ్రిటానికా
पॅक्स रोमाना,పాక్స్ రొమానా
वंशावळ,పూర్వీకుల నుండి వంశక్రమము
वंशावळ,పూర్వీకుల నుండి వంశక్రమము
वंशानुगत व्यक्ती,వంశపారంపర్య వ్యక్తి
समवयस्क,పీర్
समवयस्क,పీర్
पिरेज,పీరేజ్
पिरेज,పీరేజ్
पिरेज,పీరేజ్
आयर्लंडचे समवयस्क,ఐర్లాండ్ సహచరులు
स्कॉटलंडचे समवयस्क,స్కాట్లాండ్ సహచరులు
द्वीपकल्प मोहीम,పెనిన్సులర్ ప్రచారం
द्वीपकल्पीय युद्ध,ద్వీపకల్ప యుద్ధం
पेनंट,పెన్నెంట్
लोकांची सनद (=राष्ट्रीय सनद),పీపుల్స్ చార్టర్ (=నేషనల్ చార్టర్)
लोकांचा मोर्चा (=लोकप्रिय आघाडी),పీపుల్స్ ఫ్రంట్ (=పాపులర్ ఫ్రంట్)
लबाडी,అపవిత్రత
कालावधी,కాలం
कालावधी,కాలం
परिघ,పెరిఫెరీ
कायमस्वरूपी तोडगा,శాశ్వత పరిష్కారం
शाश्वत जागीर,శాశ్వత ఫైఫ్
फॅलान्क्स,ఫాలాంక్స్
फॅलान्क्स,ఫాలాంక్స్
फारो,ఫారో
चित्रचित्र,పిక్టోగ్రామ్
चित्रचित्र,పిక్టోగ్రాఫ్
चित्रचित्र,పిక్టోగ్రాఫ్
यात्रेकरू,యాత్రికుడు
यात्रेकरू पिता,యాత్రికుల తండ్రులు
लुटणे,దోపిడీ
लुटणे,దోపిడీ
खांब,పిల్లర్
स्तंभलेख (अशोकाचे),స్తంభ శాసనాలు (అశోకుని)
स्तंभलेख (अशोकाचे),స్తంభ శాసనాలు (అశోకుని)
स्तंभलेख (अशोकाचे),స్తంభ శాసనాలు (అశోకుని)
समुद्री डाकू,పైరేట్
समुद्री डाकू,పైరేట్
खडबडीत लढाई,పిచ్ యుద్ధం
प्लॉट,ప్లాట్లు
पोलिस,పోలిస్
पोलिस,పోలిస్
पोलिटार्क,రాజనీతిజ్ఞుడు
पोलिटिकल एजंट,రాజకీయ ఏజెంట్
राजकीय आश्रय,రాజకీయ ఆశ్రయం
राजकीय निवासी,రాజకీయ నివాసి
राजकीय दहशतवाद,రాజకీయ ఉగ్రవాదం
मतदान कर,ఎన్నికల పన్ను
पोंटून,పాంటూన్
प्रीमियर,ప్రీమియర్
प्रीमियर,ప్రీమియర్
प्रीमियरशिप,ప్రీమియర్‌షిప్
अध्यक्षपद,ప్రెసిడెన్సీ
अध्यक्षपद,ప్రెసిడెన్సీ
राष्ट्रपती,అధ్యక్షుడు
राष्ट्रपती,అధ్యక్షుడు
प्रेसीडियम,ప్రెసిడియం
पंतप्रधान,ప్రధాన మంత్రి
प्रिमोजेनिचर,ప్రిమోజెనిచర్
राजकुमार,యువరాజు
राजकुमार,యువరాజు
प्रिन्स बिशप,ప్రిన్స్ బిషప్
राजकुमार सोबती,ప్రిన్స్ కన్సార్ట్
राजकुमार रीजंट,ప్రిన్స్ రీజెంట్
पिंस regnant,పిన్స్ రెగ్నెంట్
राजकुमारी रीजंट,ప్రిన్సెస్ రీజెంట్
राजकुमारी रॉयल,ప్రిన్సెస్ రాయల్
प्रधानता,ప్రిన్సిపాలిటీ
प्रधानता,ప్రిన్సిపాలిటీ
प्रधानता,ప్రిన్సిపాలిటీ
बक्षीस,బహుమతి
बक्षीस,బహుమతి
बक्षीस रक्कम,నగదు బహుమతి
व्यावसायिक शिपाई,వృత్తిపరమైన సైనికుడు
वचन,ప్రామిస్
प्रोमोंटरी किल्ला,ప్రమోన్టరీ కోట
संरक्षक,రక్షించు
संरक्षक,రక్షించు
संरक्षक,రక్షించు
प्रोटेज,ఆశ్రితుడు
उत्पत्ती,మూలాధారం
उत्पत्ती,మూలాధారం
प्रोव्हनन्स सिस्टम,మూలాధార వ్యవస్థ
झिओनिस्ट समर्थक,ప్రో-జియోనిస్ట్
सार्वजनिक शत्रू,ప్రజా శత్రువు
सार्वजनिक शत्रू,ప్రజా శత్రువు
विरामचिन्हे,పంక్టేషన్స్
पुनिक युद्धे,ప్యూనిక్ యుద్ధాలు
प्युरिटन,ప్యూరిటన్
पुट्श,పుట్చ్
क्वाड्रिगा,చతుర్భుజం
चौपट युती,చతుర్భుజ కూటమి
क्वेकर,క్వేకర్
राणी,రాణి
राणीची पत्नी,రాణి భార్య
क्वीन डोजर,క్వీన్ వరుడు
राणी,క్వీన్డమ్
राणी,క్వీన్డమ్
राणी आई,రాణి తల్లి
राणी regnant,రాణి రాణి
क्विझलिंग,క్విస్లింగ్
क्विझलिंग,క్విస్లింగ్
भाडे सोडा,అద్దె మానేయండి
थरथर,వణుకు
वॉरंटो,వారెంటో
शर्यत,జాతి
वांशिक वर्चस्व,జాతి ఆధిపత్యం
रॅक,ర్యాక్
