Malayalam,Assamese
"1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്","১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড"
"1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ","1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ"
"1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ","১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন"
"1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി","1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা"
"1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്","1.ডাটা ছেট, 2. ডাটা ছেট"
"1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ","1.ডাটা সংকেত, 2.ডাটা সংকেত"
"1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്","1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
"1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്","১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
"1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ","1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
"1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ","১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
"1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്","1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
ഡാറ്റ സംഭരണ ഘടന,তথ্য সংৰক্ষণ গঠন
"1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന","1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
"1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്","১.ডাটা চুইচ, ২.ডাটা চুইচ"
"1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ","1.তথ্য টেবুল, 2.তথ্য টেবুল"
"1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം","1.ডাটা শেষ, 2. ডাটা শেষ"
"1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ","১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
"1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം","1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
"1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ","1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
"1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
ഡാറ്റാബേസ്,ডাটাবেছ
ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ,ডাটাবেছ প্ৰশাসন
ഡാറ്റാബേസ് ഡിസൈൻ,ডাটাবেছ ডিজাইন
ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1. ഡാറ്റ, 2. ഡാറ്റ","1. ডেটাম, 2. ডাটা"
"1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
സ്തംഭനാവസ്ഥ,ডেডলক
സ്തംഭനാവസ്ഥ തടയൽ,ডেডলক প্ৰতিৰোধ
തെറ്റ് ക്ലിയറൻസ്,দোষ নিষ্কাশন
"1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
തീരുമാനമെടുക്കൽ പ്രക്രിയ,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
തീരുമാന പിന്തുണ സിസ്റ്റം,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
തീരുമാന വൃക്ഷം,সিদ্ধান্ত গছ
"1. ഡീകോഡർ, 2. ഡീകോഡർ","১.ডিকোডাৰ, ২.ডিকোডাৰ"
പിരിച്ചുവിടൽ തത്വം,দ্ৰৱণ নীতি
ഡീകോഡിംഗ്,ডিকোডিং
സമർപ്പിത സംവിധാനം,ডেডিকেটেড চিষ্টেম
സമർപ്പിത പ്രസ്സ്,ডেডিকেটেড প্ৰেছ
ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം,টিকাকৰণ তথ্য ব্যৱস্থা
സംയോജനം,সংহতি
കാലതാമസം,পলম কৰা
കാലതാമസം കൗണ്ടർ,বিলম্ব কাউণ্টাৰ
കാലതാമസം സമയം,বিলম্বৰ সময়
"1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക","১.মচি পেলোৱা, ২.মচি পেলোৱা"
ഇല്ലാതാക്കൽ രേഖ,ডিলিচন ৰেকৰ্ড
ഡിലിമിറ്റർ,সীমা নিৰ্ধাৰণকাৰী
ഡെൽറ്റ മോഡുലേഷൻ,ডেল্টা মডুলেচন
അഭ്യർത്ഥന പേജ്,ৰিকুইজিচন পৃষ্ঠা
പ്രകടനം,প্ৰদৰ্শন
demodulation,ডিমডুলেচন
വി-മൾട്ടിപ്ലക്‌സർ,ভি-মাল্টিপ্লেক্সাৰ
ഡീനോർമലൈസേഷൻ,ডিনৰ্মেলাইজেচন
"1. സാന്ദ്രത, 2. സാന്ദ്രത","১.ঘনত্ব, ২.ঘনত্ব"
"1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
ആശ്രിത യൂണിറ്റ്,নিৰ্ভৰশীল একক
ക്യൂ,লানি পতা
"1. dereference, 2. dereference","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
ഉരുത്തിരിഞ്ഞ വൃക്ഷം,ব্যুৎপত্তি কৰা গছ
ഉരുത്തിരിഞ്ഞ ഫീൽഡ്,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
അവരോഹണ തരം,অৱনমিত সজাই পৰাই তোলা
ഡിസൈൻ,ডিজাইন
ഡെസ്ക് കാൽക്കുലേറ്റർ,ডেস্ক কেলকুলেটৰ
ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ,ডেস্কটপ কম্পিউটাৰ
ഡെസ്ക്ടോപ്പ് അവതരണം,ডেস্কটপ উপস্থাপন
ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം,ডেস্কটপ প্ৰকাশন
ഡെസ്ക്ടോപ്പ് വീഡിയോ,ডেস্কটপ ভিডিঅ&#39;
ലക്ഷ്യസ്ഥാന വിലാസം,গন্তব্যস্থানৰ ঠিকনা
"1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ","১.ধ্বংসী, ২.নাশক"
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,ডিটাৰ্মিনিষ্টিক automata
ഡെവലപ്പർ,ডেভেলপাৰ
വികസന സംവിധാനം,উন্নয়ন ব্যৱস্থা
ഉപകരണം,ডিভাইচ
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ডিভাইচ নিয়ন্ত্ৰণ একক
ഉപകരണ കൺട്രോളർ,ডিভাইচ নিয়ন্ত্ৰক
ഉപകരണ മാനേജ്മെന്റ്,ডিভাইচ ব্যৱস্থাপনা
ഉപകരണ മോഡ്,ডিভাইচ ধৰণ
രോഗനിർണയം,নিদান
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ডায়েগনষ্টিক চিষ্টেম
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
ഡയഗ്രം,ডায়েগ্ৰাম
ഡയൽ ചെയ്യുക,ডায়েল কৰক
ഡയൽ ലൈൻ,ডায়েল লাইন
ഡയൽ ടോണ്,ডায়েল টোন
ഡയൽ അപ്,ডায়েল আপ কৰক
"1. സംഭാഷണം, 2. സംഭാഷണം","১/ সংলাপ, ২/ কথোপকথন"
സംഭാഷണ മുറി,কথোপকথন কক্ষ
ഡയലപ്പ് മോഡം,ডায়েলআপ মডেম
ഇൻഷുറൻസ്,বীমা
നിഘണ്ടു,অভিধান
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
സംഖ്യാപരമായ,সংখ্যাগত
ഡിജിറ്റൽ സംവിധാനം,ডিজিটেল ব্যৱস্থা
ഡിജിറ്റൽ സർക്യൂട്ട്,ডিজিটেল বৰ্তনী
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ডিজিটেল কম্পিউটাৰ
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
ഡിജിറ്റൽ സൗകര്യം,ডিজিটেল সুবিধা
ഡിജിറ്റൽ ഫിൽട്ടർ,ডিজিটেল ফিল্টাৰ
ഡിജിറ്റൽ ലൈബ്രറി,ডিজিটেল লাইব্ৰেৰী
ഡിജിറ്റൽ മോഡുലേഷൻ,ডিজিটেল মডুলেচন
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
ഡിജിറ്റൽ ചിത്രം,ডিজিটেল ইমেজ
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
ഡിജിറ്റൽ സ്വിച്ച്,ডিজিটেল চুইচ
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ডিজিটেল এনালগ কনভাৰ্টাৰ
ഡിജിറ്റൈസേഷൻ,ডিজিটাইজেচন
ഡിജിറ്റൈസേഷൻ,ডিজিটাইজেচন
ഡിജിറ്റൈസർ,ডিজিটাইজাৰ
ഡയോഡ്,ডাইঅ&#39;ড
പ്രഥമദൃഷ്ട്യാ,পোনপটীয়া
നേരിട്ടുള്ള വിലാസം,প্ৰত্যক্ষ ঠিকনা
നേരിട്ടുള്ള പരിവർത്തനം,প্ৰত্যক্ষ ৰূপান্তৰ
നേരിട്ടുള്ള സംയോജനം,প্ৰত্যক্ষ সংযোজন
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
നേരിട്ടുള്ള രീതി,প্ৰত্যক্ষ পদ্ধতি
ദിശകൾ,দিশ নিৰ্দেশনা
ഡയറക്ടറി,ডাইৰেকটৰী
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
ഡയറക്ടറി സേവനം,ডাইৰেকটৰি সেৱা
സാധ്യമല്ല,অক্ষম
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,সংকেত নিষ্ক্ৰিয় কৰা
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","১.ডিস্ক, ২.ডিস্ক"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ഡിസ്ക് ഫയൽ,ডিস্ক নথিপত্ৰ
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ഡിസ്ക് പാക്കേജ്,ডিস্ক পেকেজ
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ഡിസ്കെറ്റ്,ডিস্কেট
ഫയൽ പ്രദർശിപ്പിക്കുക,ফাইল প্ৰদৰ্শন কৰক
ചിത്രം പ്രദർശിപ്പിക്കുക,ছবি প্ৰদৰ্শন কৰক
നിർമാർജനം,নিষ্পত্তি
ദൂരം,দূৰত্ব
ദൂരം പ്രവർത്തനം,দূৰত্বৰ ফলন
വളച്ചൊടിക്കൽ,বিকৃতি
എത്തിച്ചു,বিলি কৰা হ’ল
വിതരണം ചെയ്ത ഡാറ്റ,বিতৰণ কৰা তথ্য
വിതരണം ചെയ്ത സെർവർ,বিতৰণ কৰা চাৰ্ভাৰ
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
വിതരണക്കാരൻ,বিতৰক
പ്രമാണം,নথিপত্ৰ
പ്രമാണം അംഗീകൃത,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
പ്രമാണീകരണം,নথিপত্ৰ
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ","ডমেইন, ডমেইন"
ഡൊമെയ്ൻ നാമം,ডমেইনৰ নাম
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"താഴെ, താഴെ","তলত, তলত"
"1.അവലിങ്ക്, 2.ചതുരം","১.এভালিংক, ২.বৰ্গ"
ഡൗൺലോഡ്,ডাউনল’ড
ഡൗൺലോഡ് സമയം,ডাউনলোড সময়
ട്രാക്ഷൻ,ট্ৰেকচন
DRAM (ഡൈനാമിക് റാം),DRAM (ডাইনামিক ৰেম)
ഒഴുക്ക്,ৰানঅফ
ഡ്രൈവർ,ড্ৰাইভাৰ
ഇലകൾ,পাত
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,তালিকা বাকচ ড্ৰপ কৰক
ഡ്രം ഡ്രൈവ്,ড্ৰাম ড্ৰাইভ
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. ദ്വൈതത, 2. ദ്വി","১.দ্বৈততা, ২. bi"
ഇരട്ട സാന്ദ്രത,দ্বৈত ঘনত্ব
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
തള്ളുക,ভাণ্ডাৰ
ഇരട്ട സർക്യൂട്ട്,ডুপ্লেক্স বৰ্তনী
നിയമവിധേയമാക്കൽ,বৈধকৰণ
കീ കീ,কি&#39; কি&#39;
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
ഡിവിഡി റോം,DVD ROM
ചലനാത്മക നിർദ്ദേശം,গতিশীল নিৰ্দেশনা
"1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്","১.গতিবিদ্যা, ২.গতিশীলতা"
ഇ ബി സി ഡി ഐ സി,ই খ গ ঘ আই চি
ഇ-ബിസിനസ്,ই-ব্যৱসায়
പ്രതിധ്വനി,প্ৰতিধ্বনি
"1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
എഡിറ്റിംഗ്,সম্পাদনা কৰা
എഡിറ്റർ,সম্পাদক
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,শিক্ষাগত প্ৰযুক্তি
ഇ ഇ പി റോം,ই ই প ৰম
"1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
അർത്ഥവത്തായ പ്രവർത്തന വിലാസം,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
ഫലപ്രദമായ പ്രവർത്തനം,ফলপ্ৰসূ কাৰ্য্য
ഫലപ്രദമായ യുഐഡി,ফলপ্ৰসূ UID
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
ഒക്ടൽ ബൈറ്റ്,অক্টল বাইট
"ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
തിരഞ്ഞെടുപ്പ് അൽഗോരിതം,নিৰ্বাচন এলগৰিদম
ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,বৈদ্যুতিক একাউণ্টিং মেচিন
ഇലക്ട്രോണിക്സ്,ইলেক্ট্ৰনিক্স
ഇലക്ട്രോണിക് എക്‌സ്‌ഹോസ്റ്റ് സിസ്റ്റം (ഇസിഎസ്),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
ഇലക്ട്രോണിക് ഡാറ്റ എക്സ്ചേഞ്ച് (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ഇലക്ട്രോണിക് ബ്രോഷർ,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ മെക്കാനിസം (ഇഎഫ്ടിഎസ്),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.ഇലക്‌ട്രോണിക് ജേണൽ, 2.ഇലക്‌ട്രോണിക് ജേണൽ","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം,ইলেক্ট্ৰনিক প্ৰকাশন
ഇലക്ട്രോണിക് സ്വിച്ച്,ইলেক্ট্ৰনিক চুইচ
"ഘടകം, ഘടകം","উপাদান, উপাদান"
ഇ-മെയിൽ,ই-মেইল
"1. ഇ-മെയിൽ വിലാസം, 2. ഇലക്ട്രോണിക് മെയിലിംഗ് വിലാസം","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
എംബഡഡ് സിസ്റ്റം,এম্বেডেড চিস্টেম
ഉൾച്ചേർക്കൽ,এম্বেডিং
എമിറ്റർ കപ്പിൾഡ് ലോജിക് (ECL),এমিটাৰ সংযুক্ত লজিক (ECL)
ശൂന്യമായ ഇടം,খালী ঠাই
"1. ബ്ലാങ്ക് ചെയിൻ, 2. ബ്ലാങ്ക് ചെയിൻ","১.উকা শিকলি, ২.উকা শিকলি"
യന്ത്രവൽക്കരണം,যান্ত্ৰিকীকৰণ
"1.ക്യാപ്സുലേഷൻ, 2.ക്യാപ്സുലേഷൻ","১.কেপচুলেচন, ২.কেপচুলেচন"
ഡീകോഡർ,ডিকোডাৰ
എൻകോഡിംഗ്,এনকোডিং
"1. എൻകോഡർ, 2. കൊഡാക്ക്","১.এনকোডাৰ, ২.কোডাক"
മറച്ച ഡാറ്റ,লুকাই থকা তথ্য
മറഞ്ഞിരിക്കുന്ന ഫയൽ സിസ്റ്റം,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1. എൻക്രിപ്ഷൻ, 2. കോഡിംഗ്, 3. എൻകോഡിംഗ്","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
ബ്ലോക്ക് അവസാനം,ব্লকৰ শেষ
ഫയൽ-അവസാനം,ফাইল-অন্ত
ഉപയോക്താവ്,ব্যৱহাৰকাৰী
നൽകുക,প্ৰৱেশদ্বাৰ
എൻട്രി കീ,প্ৰৱেশ চাবি
"1. ഉദ്യം സർവാർ, 2. ഉദ്യം സേവക്","১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
എന്റർപ്രൈസ് സിസ്റ്റം,উদ্যোগ ব্যৱস্থা
ശക്തി,ক্ষমতা
ശക്തി ബന്ധം,ক্ষমতা আত্মীয়তা
പ്രവേശന സമയം,প্ৰৱেশৰ সময়
ഇൻപുട്ട് വേരിയബിൾ,ইনপুট ভেৰিয়েবল
എണ്ണാവുന്ന,গণনাযোগ্য
പരിസ്ഥിതി,পৰিৱেশ
"1.യുഗം, 2. യുഗം, 3. നിർദ്ദേശ നിമിഷം","১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
EPRAM (ഫിനാൻസ് പ്രോഗ്രാമബിൾ റീഡ്-ഓൺലി മെമ്മറി),EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
എപ്സിലോൺ കൺസ്ട്രക്റ്റർ,এপ্সিলন কনষ্ট্ৰিক্টৰ
സമനില,ইকুৱেলাইজাৰ
ഉപകരണങ്ങൾ,সঁজুলি
തുല്യതാ ക്ലാസ്,সমতুল্যতা শ্ৰেণী
തുല്യമായ ബന്ധം,সমতুল্য সম্পৰ্ক
"1. വംശനാശം, 2. ഉന്മൂലനം","১/ বিলুপ্তি, ২) নিৰ্মূল"
പിശക് തിരുത്തൽ കോഡ്,ভুল সংশোধন ক&#39;ড
തെറ്റ് തിരുത്തൽ,ভুল সংশোধন
പിശക് കണ്ടെത്തൽ,ভুল ধৰা পেলোৱা
പിശക് കൈകാര്യം ചെയ്യൽ,ভুল নিয়ন্ত্ৰণ
പിശക് സന്ദേശം,ত্ৰুটি বাৰ্তা
പിശക് നിരക്ക്,ভুলৰ হাৰ
പിശക് വീണ്ടെടുക്കൽ,ত্ৰুটি পুনৰুদ্ধাৰ
പിശക് പേര്,ভুলৰ নাম
രക്ഷപ്പെടൽ ചിഹ്നം,পলায়ন চিহ্ন
ഇഥർനെറ്റ്,ইথাৰনেট
സംഭവം,কাৰ্যক্ৰম
ഇവന്റ് ചെയിൻ,ইভেন্ট শৃংখল
ഇവന്റ് നിയന്ത്രണം,ইভেন্ট নিয়ন্ত্ৰণ
ഇവന്റ് കൗണ്ടർ,ইভেন্ট কাউণ্টাৰ
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,ব্যতিক্ৰম নিয়ন্ত্ৰণ
എക്സ്ചേഞ്ച് ഡിസ്ക് സംഭരണം,বিনিময় ডিষ্ক সংৰক্ষণ
ഒഴിവാക്കൽ,বৰ্জন
എക്സ്ക്ലൂസീവ് കൂടാതെ (x അല്ലെങ്കിൽ),একচেটিয়া আৰু (x বা)
എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം,এক্সিকিউটেবল প্ৰগ্ৰেম
നിർവ്വഹണ പ്രസ്താവന,এক্সিকিউচন ষ্টেটমেন্ট
തിരഞ്ഞെടുത്ത തിരയൽ,নিৰ্বাচিত অনুসন্ধান
നിലവിലുള്ള,বিদ্যমান
ഇഷ്യൂ,সমস্যা
വിദഗ്ധ സംവിധാനം,বিশেষজ্ঞ ব্যৱস্থা
"1. എക്സ്പ്രഷൻ, 2. ആവിഷ്കാരം","১.প্ৰকাশ, ২. অভিব্যক্তি"
വിപുലീകരിച്ച ഗ്രാഫിക്കൽ മാട്രിക്സ് (x g a),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
