Telugu,Punjabi
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ
పుటాకార లెన్స్,ਕਨਸੈਵ ਲੈਂਜ਼
పుటాకార అద్దం,ਮਾਹੌਲ
దాచడం,ਛੁਪਾਓ
సాంద్రీకృత,ਕੇਂਦਰਿਤ
ఏకాగ్రత,ਧਿਆਨ ਟਿਕਾਉਣਾ
కేంద్రీకృత లెన్స్,ਦਿਮਾਗੀ ਲੈਂਜ਼
కండెన్సర్ మైక్రోఫోన్,ਕੰਡੈਂਸਰ ਮਾਈਕ੍ਰੋਫੋਨ
సమతుల్యత యొక్క పరిస్థితి,ਸੰਤੁਲਨ ਦੀ ਸਥਿਤੀ
ప్రసరణ,ਸੰਚਾਲਨ
ప్రసరణ ప్రస్తుత,ਚਾਲਾਂ ਦਾ ਮੌਜੂਦਾ
వాహకత,ਚਾਲਕਤਾ
కండక్టర్,ਕੰਡਕਟਰ
ఆకృతీకరణ,ਕੌਨਫਿਗਰੇਸ਼ਨ
కనెక్షన్,ਕੁਨੈਕਸ਼ਨ
కనెక్టివిటీ,ਕਨੈਕਟੀਵਿਟੀ
కనెక్టర్,ਕੁਨੈਕਟਰ
స్థిరత్వం,ਇਕਸਾਰਤਾ
స్థిరంగా,ਨਿਰੰਤਰ
కన్సోల్,ਕੰਸੋਲ
స్థిరాంకం,ਨਿਰੰਤਰ
స్థిరమైన వ్యాప్తి,ਨਿਰੰਤਰ ਐਪਲੀਟਿ .ਡ
మైక్రోఫోన్‌ను సంప్రదించండి,ਮਾਈਕ੍ਰੋਫੋਨ ਨਾਲ ਸੰਪਰਕ ਕਰੋ
కంటైనర్ ఫార్మాట్,ਕੰਟੇਨਰ ਫਾਰਮੈਟ
కాలుష్యం,ਗੰਦਗੀ
విషయము,ਸਮੱਗਰੀ
పరస్పర,ਸੰਖੇਪ
కొనసాగింపు,ਨਿਰੰਤਰਤਾ
కొనసాగింపు బూత్,ਨਿਰੰਤਰਤਾ ਬੂਥ
కొనసాగింపు నాబ్,ਨਿਰੰਤਰਤਾ ਨੋਬ
నిరంతర,ਨਿਰੰਤਰ
నిరంతర ఆర్క్,ਨਿਰੰਤਰ ਚਾਪ
నిరంతర వేవ్,ਨਿਰੰਤਰ ਵੇਵ
ఆకృతి రేఖ,ਕੋਠੇ ਦੀ ਲਾਈਨ
ఆకృతి ప్రణాళిక,ਕੁੱਲ ਯੋਜਨਾ
ఒప్పందం,ਇਕਰਾਰਨਾਮਾ
సంకోచం,ਸੁੰਗੜਨ
కాంట్రాస్ట్ రేషియో,ਇਸ ਦੇ ਉਲਟ ਅਨੁਪਾਤ
కంట్రోల్ సర్క్యూట్,ਕੰਟਰੋਲ ਸਰਕਟ
కంట్రోల్ ఎలక్ట్రోడ్,ਇਲੈਕਟ੍ਰੋਡ ਕੰਟਰੋਲ ਕਰੋ
నియంత్రణ పరికరాలు,ਕੰਟਰੋਲ ਉਪਕਰਣ
కంట్రోల్ గ్రిడ్,ਕੰਟਰੋਲ ਗਰਿੱਡ
నియంత్రణ రేఖ,ਕੰਟਰੋਲ ਲਾਈਨ
నియంత్రణ ప్యానెల్,ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ
నియంత్రణ గది,ਕੰਟਰੋਲ ਰੂਮ
నియంత్రణ పట్టిక,ਕੰਟਰੋਲ ਟੇਬਲ
కంట్రోల్ టవర్,ਕੰਟਰੋਲ ਟਾਵਰ
నియంత్రిక,ਕੰਟਰੋਲਰ
కన్వర్జెన్స్,ਪਰਿਵਰਤਨ
కన్వర్జెంట్ లెన్స్,ਕੰਵਰਜੈਂਟ ਲੈਂਜ਼
కన్వర్టర్,ਕਨਵਰਟਰ
కుంభాకార లెన్స్,ਕਨਵੈਕਸ ਲੈਂਜ਼
కన్విల్యూషన్,ਕਨਵੋਲਕ
కన్వల్యూషన్ కోడెడ్,ਕਨਵੀਸ਼ਨ ਕੋਡਡ
కన్వల్యూషనల్ ఇంటర్‌లీవ్,ਪੱਕਾ ਇੰਟਰਲੇਵ
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,ਪੱਕਾ ਇੰਟਰਲੇਵਿੰਗ
కుకీ,ਕੂਕੀ
కుకీయర్,ਕੂਕੀਅਰ
కోప్రాసెసర్,ਕੋਪ੍ਰੋਸੈਸਰ
త్రాడు,ਰੱਸੀ
కరోనా,ਕੋਰੋਨਾ
కరోనా ఉత్సర్గ,ਕੋਰੋਨਾ ਡਿਸਚਾਰਜ
సహసంబంధం,ਇਕ ਦੂਸਰੇ ਨਾਲ ਸੰਬੰਧ
కొసైన్ భాగం,ਕੋਸਾਈਨ ਭਾਗ
కొసైన్ వేవ్,ਕੋਸਾਈਨ ਵੇਵ
విశ్వ శబ్దం,ਬ੍ਰਹਿਮੰਡੀ ਸ਼ੋਰ
కౌంటర్,ਕਾ counter ਂਟਰ
కౌంటర్ సవ్యదిశలో,ਕਾਉਂਟਰ ਕਲਾਕਵਾਈਸ
కప్లర్,ਕਪਲਰ
కలపడం,ਜੋੜੀ
కప్లింగ్ కండెన్సర్,ਕਪਲਿੰਗ ਕੰਡੇਲੈਨਜ਼ਰ
కలపడం నెట్‌వర్క్,ਜੋੜਣ ਵਾਲਾ ਨੈਟਵਰਕ
కలపడం నిరోధకత,ਜੋੜਣ ਦਾ ਵਿਰੋਧ
సమయోజనీయ బంధం,ਸਹਿਕਾਰਤਾ
కవరేజ్,ਕਵਰੇਜ
క్రాష్,ਕਰੈਸ਼
క్రిటికల్ బ్యాండ్,ਆਲੋਚਨਾਤਮਕ ਬੈਂਡ
క్లిష్ట పరిస్థితి,ਗੰਭੀਰ ਸਥਿਤੀ
క్లిష్టమైన కలపడం,ਨਾਜ਼ੁਕ
క్లిష్టమైన ఫ్రీక్వెన్సీ,ਨਾਜ਼ੁਕ ਬਾਰੰਬਾਰਤਾ
క్లిష్టమైన పరామితి,ਆਲੋਚਨਾਤਮਕ ਪੈਰਾਮੀਟਰ
క్రోకోడైల్ క్లిప్,ਮਗਰਮੱਛ ਕਲਿੱਪ
క్రాస్ ఫేడింగ్,ਕਰਾਸ ਫੇਡਿੰਗ
క్రాస్ మాడ్యులేషన్,ਕਰਾਸ ਮੈਨੂਲੇਸ਼ਨ
క్రాస్ టాక్,ਕਰਾਸ ਟਾਕ
క్రాస్ఫేడ్,ਕਰਾਸਫੈਡ
క్రిప్టోగ్రఫీ,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
క్రిస్టల్,ਕ੍ਰਿਸਟਲ
క్రిస్టల్ ఫిల్టర్,ਕ੍ਰਿਸਟਲ ਫਿਲਟਰ
క్యూ,Cue
క్యూ మార్కులు,ਕਿ ue ਦੇ ਨਿਸ਼ਾਨ
క్యూయింగ్ పరికరం,ਕਯੂਅਰ ਡਿਵਾਈਸ
ప్రస్తుత కాలువ,ਮੌਜੂਦਾ ਡਰੇਨ
ప్రస్తుత మీటర్,ਮੌਜੂਦਾ ਮੀਟਰ
ప్రస్తుత ట్రాన్స్ఫార్మర్,ਮੌਜੂਦਾ ਟਰਾਂਸਫਾਰਮਰ
కర్సర్,ਕਰਸਰ
వక్రరేఖ,ਕਰਵ
ఫ్రీక్వెన్సీని కత్తిరించండి,ਬਾਰੰਬਾਰਤਾ ਨੂੰ ਕੱਟੋ
కట్టర్,ਕਟਰ
సైబర్ కేఫ్,ਸਾਈਬਰ ਕੈਫੇ
సైబర్ భద్రతా,ਸਾਈਬਰ ਸੁਰੱਖਿਆ
సైబర్ స్థలం,ਸਾਈਬਰ ਸਪੇਸ
చక్రం,ਚੱਕਰ
చక్రీయ,ਚੱਕਰਵਾਤ
డి.సి. భాగం,D.C. ਭਾਗ
డి.సి. ప్లేట్ శక్తి,D.C. ਪਲੇਟ ਪਾਵਰ
డి.సి. పునరుద్ధరణ,D.C. ਬਹਾਲੀ
డంపర్ డయోడ్,ਡੈਂਪਰ ਡਾਈਵਰ
డంపింగ్,ਗਿੱਲੇ
చీకటి,ਹਨੇਰ
సమాచారం,ਡਾਟਾ
డేటా ప్రసారం,ਡਾਟਾ ਪ੍ਰਸਾਰਣ
డేటా కుదింపు,ਡਾਟਾ ਸੰਕੁਚਨ
డేటా డ్రిల్లింగ్,ਡਾਟਾ ਡ੍ਰਿਲਿੰਗ
డేటా గుప్తీకరణ,ਡਾਟਾ ਇਨਕ੍ਰਿਪਸ਼ਨ
సమాచార దస్తా,ਡਾਟਾ ਫਾਈਲ
డేటా నిర్వహణ,ਡਾਟਾ ਹੈਂਡਲਿੰਗ
డేటా మైనింగ్,ਡਾਟਾ ਮਾਈਨਿੰਗ
డేటా ప్రాసెసింగ్,ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
డేటా ప్రాసెసర్,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
డేటా తగ్గించిన బిట్ సిస్టమ్,ਡਾਟਾ ਘਟੀਆ ਸਿਸਟਮ
డేటా సేవ,ਡਾਟਾ ਸੇਵਾ
సమాచార పట్టిక,ਡਾਟਾ ਸ਼ੀਟ
డేటా నిల్వ,ਡਾਟਾ ਸਟੋਰੇਜ
డేటా స్ట్రీమ్,ਡਾਟਾ ਸਟ੍ਰੀਮ
డేటా పరివర్తన,ਡਾਟਾ ਤਬਦੀਲੀ
డేటా ప్రసారం,ਡਾਟਾ ਸੰਚਾਰ
డేటాబేస్,ਡਾਟਾਬੇਸ
డేటాకాస్టింగ్,ਡੈਟਾਕਾਸਟਿੰਗ
డేటాగ్రామ్,ਡਾਟਾਗ੍ਰਾਮ
DB మీటర్,ਡੀ ਬੀ ਮੀਟਰ
చనిపోయిన గాలి,ਮਰੇ ਹਵਾ
డెడ్ షార్ట్ సర్క్యూట్,ਮਰੇ ਸ਼ੌਰਟ ਸਰਕਟ
డెడ్ స్పాట్,ਮਰੇ ਹੋਏ ਸਥਾਨ
డెడ్లాక్,ਡੈੱਡਲਾਕ
డీబగ్ ప్రోగ్రామ్,ਡੀਬੱਗ ਪ੍ਰੋਗਰਾਮ
డీబగ్గింగ్,ਡੀਬੱਗਿੰਗ
ధ్వని క్షయం,ਆਵਾਜ਼ ਦਾ ਵਿਗਾੜ
డిసిబెల్,ਡੈਸੀਬੈਲ (ਡੀ ਬੀ)
దశాంశం,ਦਸ਼ਮਲਵ
దశాంశ కోడ్,ਦਸ਼ਮਲਵ ਕੋਡ
దశాంశ అంకె,ਦਸ਼ਮਲਵ ਅੰਕ
డెసిఫరింగ్,ਸਮਝਦਾਰੀ
డీకోడర్,ਡੀਕੋਡਰ
డీకోడింగ్,ਡੀਕੋਡਿੰਗ
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ਡਿਜੀਟਲ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੱਚ ਡੀਕੋਡਿੰਗ
డికంప్రెషన్,ਕੰਪੋਪ੍ਰੈਸ਼ਨ
డికప్లింగ్,ਬਰਖਾਸਤ ਕਰਨਾ
డికప్లింగ్ సర్క్యూట్,ਸਰਕਟ ਨੂੰ ਘਟਾਉਣਾ
డికప్లింగ్ నెట్‌వర్క్,ਨੈੱਟਵਰਕ ਨੂੰ ਘਟਾਓ
డిక్రిప్షన్,ਡਿਕ੍ਰਿਪਸ਼ਨ
అంకితమైన పంక్తి,ਸਮਰਪਿਤ ਲਾਈਨ
డి-ఎంబెడింగ్,ਡੀ-ਏਮਬਿੰਗ
డి-ఎంఫాసిస్,ਡੀ-ਜ਼ੋਰ
డిఫాల్ట్,ਮੂਲ
నాణ్యతలో లోపం,ਗੁਣਵੱਤਾ ਵਿੱਚ ਨੁਕਸ
లోపభూయిష్ట,ਨੁਕਸਦਾਰ
లోపభూయిష్ట యూనిట్,ਨੁਕਸ ਇਕਾਈ
నిర్వచనం,ਪਰਿਭਾਸ਼ਾ
విక్షేపం,ਘਟੀ
వైకల్యం,ਵਿਗਾੜਨਾ
డీఫ్రాగ్మెంటేషన్,ਡੀਫ੍ਰੇਸ਼ਨੇਸ਼ਨ
డి-గాస్సింగ్ కాయిల్,ਡੀ-ਮੈਨਿੰਗ ਕੋਇਲ
డిగ్రీ,ਡਿਗਰੀ
డి-ఇంటర్‌లీవర్,ਡੀ-ਇੰਟਰਲੇਵਰ
ఆలస్యం లైన్,ਦੇਰੀ ਲਾਈਨ
సమయం ఆలస్యం,ਦੇਰੀ ਦਾ ਸਮਾਂ
ఫ్రేమ్ మెమరీ ఆలస్యం,ਫਰੇਮ ਮੈਮੋਰੀ ਦੇਰੀ ਨਾਲ
ఆలస్యం స్కానింగ్,ਦੇਰੀ ਸਕੈਨਿੰਗ
ఆలస్యం సమకాలీకరణ సిగ్నల్,ਦੇਰੀ ਨਾਲ ਸਿੰਕ੍ਰੋਨਾਈਜ਼ੇਸ਼ਨ ਸਿਗਨਲ
డెలివరీ,ਡਿਲਿਵਰੀ
బట్వాడా వ్యవస్థ,ਡਿਲਿਵਰੀ ਸਿਸਟਮ
డెమోడ్యులేషన్,ਮੁਆਵਜ਼ਾ
డెమోడ్యులేటర్ కార్డ్,ਡੈਮੋੂਲੇਟਰ ਕਾਰਡ
డెమల్టిప్లెక్సర్,ਡੈਮਟਲਿਪਰ
ఫీల్డ్ యొక్క లోతు,ਫੀਲਡ ਦੀ ਡੂੰਘਾਈ
అవరోహణ,ਉਤਰਦਾ
డిజైన్ స్పెసిఫికేషన్,ਡਿਜ਼ਾਇਨ ਨਿਰਧਾਰਨ
డెస్క్‌టాప్,ਡੈਸਕਟਾਪ
డిటెక్టర్ అవుట్పుట్,ਡਿਟੈਕਟਰ ਆਉਟਪੁੱਟ
విచలనం,ਭਟਕਣਾ
పరికరం,ਜੰਤਰ
పరికర డ్రైవర్,ਡਿਵਾਈਸ ਡਰਾਈਵਰ
విశ్లేషణ,ਨਿਦਾਨ
రేఖాచిత్రం,ਚਿੱਤਰ
డైలాగ్ ట్రాక్,ਵਾਰਤਾਲਾਪ ਟਰੈਕ
వ్యాసమైన మోడ్,ਡੁਬਨੇਲ ਮੋਡ
డైమండ్ స్టైలస్,ਡਾਇਮੰਡ ਸਟਾਈਲਸ
ఉదరవితానం,ਡਾਇਆਫ੍ਰਾਮ
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ਡੁਫਰਾਗਮੇਟਿਕ ਜਜ਼ਬ
డైకోటిక్ లిజనింగ్,ਡਿਚੋਟਿਕ ਸੁਣਨਾ
విద్యుద్వాహక,ਡਾਈਡੈਕਟਿਕ
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,ਡਾਈਡੈਕਟ੍ਰਿਕ ਟੁੱਟਣਾ
విద్యుద్వాహక నష్టం,ਡਾਈਡੈਕਟ੍ਰਿਕ ਨੁਕਸਾਨ
తేడా ఫ్రీక్వెన్సీ,ਅੰਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),ਅੰਤਰ ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ (ਡੀਐਫਡੀ)
తేడా టోన్,ਅੰਤਰ ਟੋਨ
అవకలన యాంప్లిఫైయర్,ਵੱਖਰਾ ਐਂਪਲੀਫਾਇਰ
విక్షేపం,ਵੱਖਰਾ
డిఫ్యూజర్,ਵੱਖਰੇ ਲਾਭਕਾਰ
అంకె,ਅੰਕ
డిజిటల్,ਡਿਜੀਟਲ
డిజిటల్ ఆర్టిఫ్యాక్ట్,ਡਿਜੀਟਲ ਆਰਟੀਫੈਕਟ
డిజిటల్ ఆడియో,ਡਿਜੀਟਲ ਆਡੀਓ
డిజిటల్ ఆడియో ఫిల్టర్,ਡਿਜੀਟਲ ਆਡੀਓ ਫਿਲਟਰ
డిజిటల్ ఆడియో వర్క్ స్టేషన్,ਡਿਜੀਟਲ ਆਡੀਓ ਵਰਕ ਸਟੇਸ਼ਨ
డిజిటల్ కెమెరా,ਡਿਜ਼ੀਟਲ ਕੈਮਰਾ
డిజిటల్ కంప్యూటర్,ਡਿਜੀਟਲ ਕੰਪਿਟਰ
డిజిటల్ డేటా,ਡਿਜੀਟਲ ਡਾਟਾ
డిజిటల్ ఎడిటింగ్,ਡਿਜੀਟਲ ਸੰਪਾਦਨ
డిజిటల్ ఎక్సైటర్,ਡਿਜੀਟਲ ਐਕਸਟਰ
డిజిటల్ ఫిల్టర్,ਡਿਜੀਟਲ ਫਿਲਟਰ
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,ਡਿਜੀਟਲ ਫਰੇਮ ਸਮਕਾਲੀਨ
డిజిటల్ వారసత్వం,ਡਿਜੀਟਲ ਵਿਰਾਸਤ
డిజిటల్ చిత్రం,ਡਿਜੀਟਲ ਚਿੱਤਰ
డిజిటల్ లైబ్రరీ,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
డిజిటల్ మీటర్,ਡਿਜੀਟਲ ਮੀਟਰ
డిజిటల్ మాడ్యులేషన్,ਡਿਜੀਟਲ ਮੈਨੂਲੇਸ਼ਨ
డిజిటల్ మల్టీప్లెక్స్,ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ
డిజిటల్ నెట్‌వర్క్,ਡਿਜੀਟਲ ਨੈਟਵਰਕ
డిజిటల్ అవుట్పుట్,ਡਿਜੀਟਲ ਆਉਟਪੁੱਟ
డిజిటల్ ప్లేబ్యాక్,ਡਿਜੀਟਲ ਪਲੇਅਬੈਕ
డిజిటల్ రేడియో మొండియాల్ (DRM),ਡਿਜੀਟਲ ਰੇਡੀਓ ਮੰਡਲਲ (ਡਰੱਮ)
డిజిటల్ రికార్డింగ్,ਡਿਜੀਟਲ ਰਿਕਾਰਡਿੰਗ
డిజిటల్ విప్లవం,ਡਿਜੀਟਲ ਇਨਕਲਾਬ
డిజిటల్ సిగ్నల్,ਡਿਜੀਟਲ ਸਿਗਨਲ
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),ਡਿਜੀਟਲ ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ (ਡੀਐਸਪੀ)
డిజిటల్ సంతకం,ਡਿਜੀਟਲ ਦਸਤਖਤ
డిజిటల్ టెక్నాలజీ,ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀ
డిజిటల్ టు అనలాగ్ కన్వర్టర్,ਐਨਾਲਾਗ ਪਰਿਵਰਤਕ ਲਈ ਡਿਜੀਟਲ
డిజిటల్ వీడియో,ਡਿਜੀਟਲ ਵੀਡੀਓ
డిజిటల్ వోల్టమీటర్,ਡਿਜੀਟਲ ਵੋਲਟਮੀਟਰ
డిజిటలైజేషన్,ਡਿਜੀਟਲਾਈਜ਼ੇਸ਼ਨ
డిజిటలైజేషన్,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
డిజిటలైజ్డ్ వీడియో,ਡਿਜੀਟਾਈਜ਼ਡ ਵੀਡੀਓ
డిజిటైజర్,ਡਿਡੀਕਿਜ਼ਰ
మసక,ਮੱਧਮ
పరిమాణం,ਮਾਪ
మసకబారిన,ਮੱਧਮ
డయోడ్,Dieode
ముంచు,ਡੁਬੋ
డిప్లెక్సర్,ਡੀਪਲੈਕਸਰ
డైపోల్ యాంటెన్నా,ਡਿਪੋਲ ਐਂਟੀਨਾ
ప్రత్యక్ష ప్రసారం,ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ
ప్రత్యక్ష కరెంట్,ਸਿੱਧੇ ਮੌਜੂਦਾ (ਡੀ ਸੀ)
ప్రత్యక్ష పికప్,ਸਿੱਧੀ ਪਿਕ ਅਪ
ప్రత్యక్ష పఠన పరికరం,ਸਿੱਧਾ ਪੜ੍ਹਨ ਦਾ ਸਾਧਨ
ప్రత్యక్ష రికార్డింగ్,ਸਿੱਧੀ ਰਿਕਾਰਡਿੰਗ
డైరెక్షనల్ యాంటెన్నా,ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
డైరెక్షనల్ కప్లర్,ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ
డైరెక్షనల్ మైక్రోఫోన్,ਦਿਸ਼ਾਵੀ ਮਾਈਕ੍ਰੋਫੋਨ
డైరెక్టివిటీ,ਡਾਇਰੈਕਟਿਟੀ
డైరెక్టరీ,ਡਾਇਰੈਕਟਰੀ
డిసేబుల్,ਅਯੋਗ
డిస్క్ యాంటెన్నా,ਡਿਸਕ ਐਂਟੀਨਾ
డిస్క్ ఆధారిత నిల్వ,ਅਸਾਤ ਸਟੋਰੇਜ
వివిక్త,ਵੱਖਰਾ
డిస్క్,ਡਿਸਕ
డిస్క్ డ్రైవ్,ਡਿਸਕ ਡਰਾਈਵ
డిస్క్ కోటా,ਡਿਸਕ ਕੋਟਾ
డిస్కెట్,ਡਿਸਕੀਟ
తొలగుట,ਉਜਾੜਾ
చెదరగొట్టడం,ਫੈਲਾਅ
స్థానభ్రంశం,ਉਜਾੜਾ
ప్రదర్శన,ਡਿਸਪਲੇਅ
ప్రదర్శన యూనిట్ (కన్సోల్),ਡਿਸਪਲੇਅ ਯੂਨਿਟ (ਕਨਸੋਲ)
వెదజల్లడం,ਵਿਗਾੜ
వైరుధ్యం,ਅਸੰਗਤ
పరిశుద్ధమైన నీరు,ਸ਼ੁਧ ਪਾਣੀ
వక్రీకరణ,ਭਟਕਣਾ
పంపిణీ,ਵੰਡ
పంపిణీ యాంప్లిఫైయర్,ਡਿਸਟਰੀਬਿ .ਸ਼ਨ ਐਂਪਲੀਫਾਇਰ
విభజన,ਵੰਡ
విభజన,ਵਿਭਾਜਨ
పత్రం,ਦਸਤਾਵੇਜ਼
డాల్బీ డిజిటల్,ਡੌਲਬੀ ਡਿਜੀਟਲ
డొమైన్,ਡੋਮੇਨ
డొమైన్ కంట్రోలర్,ਡੋਮੇਨ ਕੰਟਰੋਲਰ
డాప్లర్ ప్రభావం,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
ద్వారం),ਡਬਲ ਪੋਲ (ਡਿਪੋਲ)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,ਡਬਲ ਪੋਲ ਸਿੰਗਲ ਥ੍ਰੋ ਸਵਿਚ
డబుల్ సైడెడ్ డిస్క్,ਡਬਲ ਸਾਈਡ ਡਿਸਕ
డబుల్,ਡਬਲਟ
డౌన్ రాబోయే వేవ్,ਡਾ down ਨ ਲਹਿਰ
డౌన్ స్ట్రీమ్,ਥੱਲੇ ਧਾਰਾ
డౌన్‌లింక్,ਡਾ ng ਨਲਿੰਕ
డౌన్‌లోడ్,ਡਾਉਨਲੋਡ ਕਰੋ
డౌన్‌లోడ్,ਡਾਉਨਲੋਡ ਕਰਨਾ
డ్రాయింగ్,ਡਰਾਇੰਗ
డ్రిల్లింగ్ బిట్,ਡ੍ਰਿਲਿੰਗ ਬਿੱਟ
డ్రిల్లింగ్ మెషిన్,ਡ੍ਰਿਲਿੰਗ ਮਸ਼ੀਨ
డ్రైవ్,ਚਲਾਉਣਾ
డ్రమ్,ਡਰੱਮ
పొడి బల్బ్ ఉష్ణోగ్రత,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
పొడి సెల్,ਡਰਾਈ ਸੈੱਲ
డ్రై టంకము,ਸੁੱਕੇ ਸੋਲਡਰ
ద్వంద్వ ఛానల్ మోడ్,ਦੋਹਰੀ ਚੈਨਲ ਮੋਡ
డబ్బింగ్,ਡੱਬਿੰਗ
డడ్,ਡੂਡ
డంప్,ਡੰਪ
డ్యూప్లెక్స్,ਡੁਪਲੈਕਸ
వ్యవధి,ਅਵਧੀ
దుమ్ము,ਧੂੜ
డస్ట్ బగ్,ਡਸਟ ਬੱਗ
డస్ట్ ప్రూఫ్,ਧੂੜ ਦਾ ਸਬੂਤ
డస్టర్,ਡੱਸਟਰ
డైనమిక్,ਗਤੀਸ਼ੀਲ
డైనమిక్ బిట్ కేటాయింపు,ਗਤੀਸ਼ੀਲ ਬਿੱਟ ਅਲਾਟਮੈਂਟ
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),ਡਾਇਨਾਮਿਕ ਇੰਟਰਮੋਡੂਲੇਸ਼ਨ ਵਿਗਾੜ (ਮੱਧਮ)
డైనమిక్ పరిమాణీకరణ,ਗਤੀਸ਼ੀਲ ਮਾਤਰਾ
డైనమిక్ పరిధి,ਗਤੀਸ਼ੀਲ ਰੇਂਜ
డైనమిక్ పరిధి నియంత్రణ,ਗਤੀਸ਼ੀਲ ਰੇਂਜ ਕੰਟਰੋਲ
డైనమో,ਡਾਇਨਾਮੋ
చెవి ఫోన్,ਕੰਨ ਦਾ ਫੋਨ
భూమి,ਧਰਤੀ
భూమి ఉబ్బెత్తు,ਧਰਤੀ ਦਾ ਬਲੇਜ
భూమి నిరోధకత,ਧਰਤੀ ਦਾ ਵਿਰੋਧ
ఎర్త్ రాడ్,ਧਰਤੀ ਦੀ ਰਾਡ
ఎర్త్ ఉపగ్రహం,ਧਰਤੀ ਸੈਟੇਲਾਈਟ
ఎర్త్ స్టేషన్,ਧਰਤੀ ਸਟੇਸ਼ਨ
ఎర్త్ టెర్మినల్,ਧਰਤੀ ਦਾ ਟਰਮੀਨਲ
ఎర్తింగ్,ਕਮਾਈ
ఎకో,ਗੂੰਜ
ఎకో చాంబర్,ਏਕੋ ਚੈਂਬਰ
ఎడ్డీ కరెంట్,ਐਡੀ ਮੌਜੂਦਾ
ఎడ్డీ కరెంట్ నష్టం,ਐਡੀ ਮੌਜੂਦਾ ਨੁਕਸਾਨ
ఎడ్జ్వైస్ మీటర్,ਕਿਨਾਰੇ ਦਾ ਮੀਟਰ
ఎడిటింగ్,ਸੰਪਾਦਨ
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਉਚਾਈ
ప్రభావవంతమైన యాంటెన్నా పొడవు,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਦੀ ਲੰਬਾਈ
ప్రభావవంతమైన వోల్టేజ్,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ
సామర్థ్యం,ਕੁਸ਼ਲਤਾ
స్థితిస్థాపకత,ਲਚਕੀਲਾ
విద్యుత్ ఉత్సర్గ,ਇਲੈਕਟ੍ਰਿਕ ਡਿਸਚਾਰਜ
ఎలక్ట్రిక్ ఫీల్డ్,ਇਲੈਕਟ੍ਰਿਕ ਖੇਤਰ
ఎలక్ట్రిక్ ఫ్లాష్,ਇਲੈਕਟ੍ਰਿਕ ਫਲੈਸ਼
విద్యుత్ హీటర్,ਇਲੈਕਟ੍ਰਿਕ ਹੀਟਰ
ఎలక్ట్రిక్ మీటర్,ਇਲੈਕਟ੍ਰਿਕ ਮੀਟਰ
విద్యుత్ మోటారు,ਇਲੈਕਟ੍ਰਿਕ ਮੋਟਰ
విద్యుదాఘాతం,ਇਲੈਕਟ੍ਰਿਕ ਸਦਮਾ
ఎలక్ట్రిక్ స్పార్క్,ਇਲੈਕਟ੍ਰਿਕ ਸਪਾਰਕ
విద్యుత్ ఉపకరణం,ਇਲੈਕਟ੍ਰੀਕਲ ਉਪਕਰਣ
విద్యుత్ శబ్దం,ਇਲੈਕਟ੍ਰੀਕਲ ਸ਼ੋਰ
విద్యుత్ తుఫాను,ਇਲੈਕਟ੍ਰੀਕਲ ਤੂਫਾਨ
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,ਇਲੈਕਟਰੇਟਡ ਸੰਗੀਤ ਦੇ ਸਾਧਨ
విద్యుత్,ਬਿਜਲੀ
