Odiya,Assamese
ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |,শস্যৰ পৰিপূৰক
1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ,১.সংমিশ্ৰিত ২.জটিল
ବିଧାନସଭା,সমষ্টিবাসী
ରଚନା,সুৰ-ৰচনা
କମ୍ପୋଷ୍ଟ,পচন সাৰ
ଯ ound ଗିକ ଆଗ୍ରହ |,যৌগিক আগ্ৰহ
ଗଣନା,গণনা
1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର,1. কম্পিউটাৰ 2. কম্পিউটাৰ
1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା,১/ ঘনত্ব ২. ঘনত্ব
1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ,১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ
କଣ୍ଡକ୍ଟିଭିଟି,পৰিবাহীতা
1. ବିନ୍ୟାସ 2. ବିନ୍ୟାସ କରନ୍ତୁ,1. বিন্যাস 2. বিন্যাস
1. ଅନୁକୂଳତା 2. ବିନ୍ୟାସ 3. ସମାନତା |,1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা
1. ଏକୀକରଣ 2. ହାଇବ୍ରିଡାଇଜେସନ୍ |,১.সংহতি ২.সংকৰকৰণ
ସଂଯୋଗ,সংযোজন
1. ଯୋଗୀ 2. ସଂଯୋଜକ |,1. যোগকৰণ 2. সংযোগী
ସୁରକ୍ଷା,সুৰক্ষা
ଏକୀକରଣ,একত্ৰীকৰণ
1. ଉପାଦାନ 2. ଉପାଦାନଗୁଡ଼ିକ |,১.উপাদান ২.উপাদান
ଗ୍ରାହକ,গ্ৰাহক
ବ୍ୟବହାର,সেৱন
ପ୍ରଦୂଷଣ,দূষণ কৰা
କଣ୍ଟୁର ରୋପଣ |,কনট্যুৰ ৰোপণ
ବିଷୟବସ୍ତୁ ରେଖା |,কনট্যুৰ ৰেখা
1. ଚୁକ୍ତିନାମା ଚାଷ 2. ଚୁକ୍ତିନାମା ଚାଷ 3. ଚୁକ୍ତିନାମା ଚାଷ |,১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি
ନିୟନ୍ତ୍ରିତ ବାୟୁମଣ୍ଡଳ ସଂରକ୍ଷଣ |,নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ
ସମବାୟ ବ୍ୟାଙ୍କ,সমবায় বেংক
ସମବାୟ ସମାଜର ସଦସ୍ୟ |,সমবায় সমিতিৰ সদস্য
ଗୁଲମାଭାନ୍ |,গুলমাৱন
କ୍ୟୁବ୍,ঘনকীয়
1. ଡାଲପୁଞ୍ଜ 2. କରୋଲା |,১.দলপুঞ্জ ২.কৰোলা
1. କର୍ଟେକ୍ସ 2. କର୍ଟେକ୍ସ,১.কৰ্টেক্স ২.কৰ্টেক্স
ମୂଲ୍ୟ,খৰচ
କୋଟିଲଡନ୍ |,কুটিলডন
କ୍ରେଡିଟ୍ କମିଟି,ক্ৰেডিট কমিটি
1. ending ଣ 2. କ୍ରେଡିଟ୍,১/ ঋণ দিয়া ২.ক্ৰেডিট
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,১/ ঋণদাতা ২.পাওনাদাৰ
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. শিখৰ 2. শিখৰ 3. শিখৰ
ପ୍ରତ୍ୟାହାର,প্ৰত্যাহাৰ
ସମସ୍ୟା,বিপদ
ପରୀକ୍ଷା,পৰীক্ষা
ଗୁରୁତର,জটিল অৱস্থা
ଫସଲ ବୀମା |,শস্যৰ বীমা
ଫସଲ loan ଣ,শস্যৰ ঋণ
1. ଫସଲ 2. ଫସଲ,১.শস্য ২.শস্য
ଚାଷ କ୍ଷେତ୍ର,খেতি কৰা অঞ্চল
କ୍ରସ୍ ଅସଙ୍ଗତ |,ক্ৰছ অসঙ্গতিপূৰ্ণ
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. মুকুট 2. শিখৰ (উদ্ভিদ)
ନରମ କଣିକା |,কোমল কণা
ଭୂତଳ,খোলা
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম
ଛେଦନ (ଫଳ),ছাঁটনি (ফল)
କଲମ,কলম
କୃଷି ପ୍ରକାର,জাত জাত
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা
1. କୃଷକ 2. କୃଷକ,১/ কৃষক ২/ খেতিয়ক
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,১.খেতি ২.খেতি ৩.পালন
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,১.সম্পদ ২.প্ৰস্তুতি
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,১.কুন্তলন ২.কুঞ্চন
ସ୍ଥିତି,মুদ্ৰা
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,১.এপিডাৰ্মিছ ২.কিউটিকল
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম
ସାଇଟୋକ୍ରୋମ୍ |,চাইট&#39;ক্ৰ&#39;ম
କକ୍ଷ ଯୋଡି,কোষ সংযোজন
କକ୍ଷ ପ୍ରଜନନ |,কোষৰ প্ৰজনন
କୋଷ ଜେନେଟିକ୍ସ |,কোষৰ জিনীয় বিজ্ঞান
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,চাইট’প্লাজমিক বিভাজন
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,কোষ জীৱবিজ্ঞান
ସେଲ୍ ଲାଇସିସ୍ |,কোষৰ লাইছিছ
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,১) চাইট’মিৰ ২) কোষৰ বিভাজন
ସାଇଟୋପ୍ଲାଜମ୍ |,চাইট’প্লাজম
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী
ଦୁଗ୍ଧ ଶିଳ୍ପ,দুগ্ধ উদ্যোগ
1. ବନ୍ଧ 2. ପ୍ରଜନକ,১.বান্ধ ২.প্ৰজননকাৰী
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,দিন নিৰপেক্ষ উদ্ভিদ
ଫୁଲର ଦିନ ପରେ |,ফুল ফুলাৰ পিছদিনা
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন
ଅପାରଗତା |,অদক্ষতা
decalcification,ডিকেলচিফিকেশন
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. dislodge 2. dislodge কৰা
କ୍ଷୟ,পচি যোৱা
ପତଳା,পৰ্ণপাতী
1. ଦଶମିକ 2. ଦଶମିକ,১.দশমিক ২.দশমিক
ତୁଚ୍ଛତା,হীনমন্যতা
ଅନୁରାନ୍ (ମୃତ୍ତିକା),অনুৰণ (মাটি)
ଭିପୁଷ୍ପନ୍ |,বিপুষ্পন
ବିଲିଂ,বিলিং
ଜଙ୍ଗଲ ନଷ୍ଟ,বনাঞ্চল ধ্বংস কৰা
ଅପମାନ,বদনাম
ଅବନତି |,অৱক্ষয়
ପାର୍ଟ ଦିନ,অংশ দিন
1. ପରିମାଣ 2. ଭାଗ,১.পৰিমাণ ২.অংশ
ଅବହେଳା |,ডিহিচেন্স
ହଳ ଅପସାରଣ |,খোলা আঁতৰোৱা
ହଳ ଅପସାରଣ |,খোলা আঁতৰোৱা
ଡିହାଇଡ୍ରେସନ୍,পানীলগা
ଆନ୍ହାଇଡ୍ରସ୍,জলহীন
ଚାହିଦା,দাবী কৰা
1. ଅବନତି 2. ଗୁଣନ,১.ডিনেচাৰেচন ২.গুণন
ନିନ୍ଦା,ডেনুডেচন
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. জমা (মাটি) 2. জমা (অৰ্থনীতি)
ଜମା,জমা
1. ଅବନତି 2. ଅବନତି,১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস
ନିଷ୍କାସନ,ডিচেলাইনেচন
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,১/ পানী শুকুৱাই লোৱা ২/ পানীলগা
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. ডিজাইন 2. ডিজাইন
ଶୁଖୁଆ |,শুকান
କର୍ଣ୍ଣଲ ଅପସାରଣ,কাৰ্ণেল আঁতৰোৱা
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,ডি-ইণ্টাৰকেলেচন
ସଂଯୋଗ,সংযোজন
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,বল্লাৰ বা কুন্দন কাটিব পৰা
ନିର୍ଣ୍ଣୟକାରୀ,নিৰ্ণায়ক
ମୂଲ୍ୟ ହ୍ରାସ,বিমুদ্ৰাকৰণ
ଡି-ଶାକାହାରୀ |,ডি-ভেজিটেট
ବ୍ୟତିକ୍ରମ,বিচ্যুতি
ଦୁଇଥର |,দুণ্ডণ
ନିରାକରଣ,নিদান
ଭିନ୍ନ ପରିପକ୍ .ତା |,ভিন্ন পৰিপক্কতা
ବିଭାଜନ,bifurcation
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. দ্বিবিষাক্ত (বীজ)
ପିଠି ରୋଗ,পিঠিৰ ৰোগ
1. ବିଭାଜନ 2. ବିଭେଦ |,১.প্ৰসাৰণ ২.প্ৰসাৰণ
ହଜମ ଯୋଗ୍ୟତା |,হজম ক্ষমতা
ଡିହାଇବ୍ରିଡ୍ |,ডাইহাইব্ৰিড
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,১.বান্ধ ২.নলা ৩.পৰিয়াল
ଅଳ୍ପ,সামান্য
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,১.একপত্নী ২.একপত্নী
ଡିପ୍ଲଏଡ୍ |,ডিপ্লয়ড
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,১.দ্বিগুণী ২.দ্বিগুণী
ଡିପୋଲ୍,ডাইপোল
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,১.হালোৱা হাল বাই ২.ঘূৰোৱা
ରିହାତି,ৰেহাই
ନିରାକରଣ,বীজাণুনাশক
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
ବିବିଧକରଣ,বৈচিত্ৰ্যতা
ବିବିଧ କୃଷି |,বৈচিত্ৰময় কৃষি
dna step,dna পদক্ষেপ
DNA | ରସିଦ,ডি এন এ ৰিচিভাৰ
ଡକ୍ ନିଯୁକ୍ତି |,ডক ভাড়া
ପ୍ରଭାବଶାଳୀ |,কাৰ্যকৰী
ଶୋଇବା,নিদ্ৰাহীনতা
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,ডাবল চিগম&#39;ইড বক্ৰ
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. gust 2. টানিব পৰা
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
ଜଳ ନିଷ୍କାସନ,নিষ্কাশন
ଟ୍ରାକ୍ସନ୍,ট্ৰেকচন
1. medicine ଷଧ ଦିଅ,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),প্ৰসাধন সামগ্ৰী (বীজ)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
ଡ୍ରପ୍ ଜଳସେଚନ,ড্ৰিপ জলসিঞ্চন
ଶୁଖିଲା ଚାଷ,শুকান খেতি কৰা
1. ଧୂଳି 2. ବୁକନି |,১.ধূলি ২.বুকনি
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
ଛିଞ୍ଚିବା ପାଇଁ |,ছটিয়াই দিয়া
1. ବଧୂ 2. ଭାମନା |,১.বামন ২.ৱামন
ଭାମନା ପିରାମିଡ୍ |,বামন পিৰামিড
ଭାମିନୀ ଭବନ,বামিণী ভৱন
ପରିବେଶ,পৰিৱেশ বিজ্ঞান
ଅର୍ଥନୀତି,অৰ্থনীতি
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,অৰ্থনৈতিক দক্ষতা
ପରିସ୍ଥିତି ପ୍ରକାର |,পৰিস্থিতিগত ধৰণ
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,অতিৰিক্ত স্তৰযুক্ত
ନରମ,কোমল
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,soil বিজ্ঞান
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
ଖାଦ୍ୟ ଅଂଶ,খাদ্যৰ অংশ
ଚାହିଦା,চাহিদাৰ স্থিতিস্থাপকতা
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,উৎপাদন স্থিতিস্থাপকতা
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,ইলেক্ট্ৰ&#39;লাইছিছ
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
ବାଷ୍ପୀକରଣ,বাষ্পীভৱন
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
ଭ୍ରୁଣ,ভ্ৰূণ
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,1. প্ৰস্থান 2. প্ৰস্থান
ଏମୁଲେସିଫାୟର୍ |,ইমালচাইফায়াৰ
ଏଣ୍ଡୋଜେନସ୍ |,অন্তৰ্জাতীয়
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,ইন্ট্ৰা-পইণ্ট ডিভিজন
ଆନ୍ତ a- ପରଜୀବୀ |,অন্তঃপৰজীৱী
ଏଣ୍ଡୋସ୍ପର୍ମ |,এণ্ডোস্পাৰ্ম
ଉଦ୍ୟୋଗ,উদ্যোগ
ଏଣ୍ଟୋମୋଲୋଜି |,পতংগবিজ্ঞান
ପରିବେଶ,পৰিৱেশ
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,১.এনজাইম ২.এনজাইম
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,ক্লাষ্টাৰ গ্ৰাফটিং
1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |,১.এপিফাইট ২.এপিফাইট
ଇକ୍ୱିଟି,ন্যায়
ବିଲୋପ,নিৰ্মূলকৰণ
ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
ସୁନ୍ଦରତା,সূক্ষ্মতা
ସୁଜନିକ୍ |,সুজাননিক
ମୂଲ୍ୟାଙ୍କନ,মূল্যায়ন
ବାଷ୍ପ ଗେଜ୍ |,ভাপ গেজ
ବାଷ୍ପୀକରଣ,বাষ্পীভৱন
ଅନନ୍ତ ବିପ୍ଳବ |,চিৰন্তন বিপ্লৱ
1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |,১.চিৰসেউজ ২.চিৰসেউজ
ବିକାଶ,বিকাশ
ବିଛିନ୍ନ ହେବା,কাটি পেলোৱা
ପାରିକଶାୟ (ଉର୍ବରତା),পৰীক্ষয় (উৰ্বৰতা)
ଶୋଷଣ,শোষণ
1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ,১.অন্বেষণ ২.অন্বেষণ
1. ନିର୍ବାହ 2. ନିର୍ଗମନ,১.এক্সট্ৰুচন ২.নিগমন
ଆଖି,নয়ন
1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
କାରକ ଉତ୍ପାଦକତା |,কাৰক উৎপাদনশীলতা
ବ୍ୟବସାୟୀଙ୍କ ରିହାତି,ট্ৰেডছমেনৰ ৰেহাই
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,ফেক্টৰিয়েল ব্লক ডিজাইন
ବିକଳ୍ପ,বিকল্প
1. ପାଟି 2. ପାଲିହାର |,১.পট্টি ২.পালিহাৰ
ମୋଟ,গোটেই অংশ
କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |,ক্ষেত্ৰ মূল্যায়ন
ଚାଷ ବଜେଟ୍,ফাৰ্ম বাজেট
କୃଷି ବ୍ୟବସାୟ,কৃষি ব্যৱসায়
କ୍ଷେତ୍ର ଯୋଜନା,ক্ষেত্ৰ পৰিকল্পনা
1. କୃଷକ 2. କୃଷକ,১.কৃষক ২.কৃষক
1. କୃଷି 2. ଚାଷ,১.কৃষি ২.খেতি কৰা
ଧକ୍କା |,সংঘৰ্ষ
ଏକାଧିକ ପ୍ରଜନନ |,একাধিক প্ৰজনন
fermentation,কিম্বন
ଉର୍ବରତା |,উৰ্বৰতা
ସାର,সাৰ
ସାର ବ୍ୟବହାର ଦକ୍ଷତା |,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
ଫାଇବ୍ରସ୍ |,আঁহযুক্ত
1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ,১.পাম ২.এলেকা ৩.অৱস্থান
ମୃତ୍ତିକା ଜଳ ଧାରଣ,মাটিৰ পানী ধৰি ৰখা
କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ,ক্ষেত্ৰ প্ৰদৰ্শন
1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. ଅବନତି 2. ଗର୍ଭଧାରଣ,1. প্লাৱন 2. গৰ্ভধাৰণ
ପ୍ରବାହ ଚିତ୍ର,ফ্ল&#39; ডায়াগ্ৰাম
ଖାଦ୍ୟ ମୂଲ୍ୟ,খাদ্য মূল্য
ଖାଇବାକୁ |,পশুখাদ্য
ପୂର୍ବାନୁମାନ,পুৰ্বানুমান
ଜଙ୍ଗଲ,অৰণ্য
ବୃକ୍ଷରୋପଣ,বনানীকৰণ
1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |,১.তাদপৰ্ণ ২.ফৰ্ম
ବରଫ ପ୍ରତିରୋଧକ |,হিম প্ৰতিৰোধী
1. ପାଲା 2. ବ୍ଲାଇଟ୍ |,১.পালা ২.ব্লাইট
1. ଫ୍ରିଜ୍,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
କାର୍ଯ୍ୟ,অনুষ্ঠান
1. ଫଳ ପତନ 2. ଫଳ ପତନ |,১/ ফলৰ পতন ২.ফলৰ পতন
ଫଳ ପାଅ |,ফল হৈ পৰে
1. ଧୂମପାନ,1. ধূমপান 2. ধূমপান
ଫଙ୍ଗିସାଇଡ୍ |,ভেঁকুৰনাশক
ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |,এন্টিফাংগেল
କବକ,ভেঁকুৰ
1. ଖୁଦ୍ 2. ସୀତା |,১.খুদ ২.সীতা
1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |,1. সংযোজন 2. সংযোজন
ସୂତା ଲୋମ,কপাহী উল
ଲୋମଶାଳୀ |,লোমশ
1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |,১/ গছৰ ঘা ২.পিতিকা
1. ଗ୍ୟାମେଟସ୍,1. গেমেট 2. গেমেট
1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ,১.বাৰী ২.বাগিচা
1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |,১.পান্সাল ২.হাইড্ৰমিটাৰ
ଜିନ୍ ସଂଗ୍ରହ,জিন সংগ্ৰহ
ଜିନ୍ ଟ୍ୟାଗନ୍ |,জিন টেগন
ବଂଶାନୁକ୍ରମିକ,বংশাৱলী
ଜିନ୍ ମାନଚିତ୍ର,জিন মেপ
ଜେନେଟିକ୍ସ,জেনেটিক্স
1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |,১/ জিনম ২.সাংগেনে
ସଞ୍ଜିନୀ ସଂଗ୍ରହ |,সঞ্জিনী সংগ্ৰহ
ଜେନୋମିକ୍ସ,জিনমিক্স
ଜେନୋଟାଇପ୍,জিন প্ৰকাৰ
1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
ଲିନେଜ୍ |,বংশ
ବଂଶ 2. ବଂଶ,১. প্ৰজাতি ২. বংশ
1. ଜର୍ମ 2. ଜର୍ମ,১.বীজাণু ২.বীজাণু
ଜୀବାଣୁ,বীজাণুনাশক
ଅଙ୍କୁର,অংকুৰণ
1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
ଗିବରେଲିକ୍ ଏସିଡ୍ |,জিবেৰেলিক এচিড
ସଂଗ୍ରହ,গোটাওক
ତୁଷ,তুষ
1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |,১/ গ্লুটেন ২
ଗ୍ଲାଇକୋଲିସିସ୍,গ্লাইকোলাইছিছ
ଭଲ,বঢ়িয়া
ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |,সোণালী বিপ্লৱ
1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
କଲମ ଅସଙ୍ଗତ |,কলম অসামঞ্জস্যপূৰ্ণ
ଗ୍ରାନା,গ্ৰানা
ଗ୍ରାନ୍ୟୁଲେସନ୍,গ্ৰেনুলেচন
ସବୁଜ ଖତ,সেউজীয়া গোবৰ
ସବୁଜ ବିପ୍ଳବ |,সেউজ বিপ্লৱ
ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ,বৃদ্ধি আৰু বিকাশ
1. ଗୁଣ୍ଡ ରୋଗ,১/ আঁঠুৰ ৰোগ
ହେଟେରୋଜକ୍ସୁଆଲ୍ |,বিষমযৌন
1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |,১.অলা ২.কৰকাপাট ৩.কৰ্কা
ରୋମିଲୱାଚ୍ |,ৰোমিলৱাচ
ସାଲାଇନ୍ ସିଷ୍ଟ୍ |,চেলাইন চিষ্ট
harrow,harrow
1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |,১/ কণী পৰা ২) কণী বল
ଶୁଖିଲା ଘାସ |,শুকান ঘাঁহ
ଶୁଖିଲା ଫିଡ୍ |,শুকান খাদ্য
ganji,গঞ্জি
କୁହୁଡି,কুঁৱলী
ଦୁର୍ବଳ,কুঁৱলীময়
1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
ଗଭୀରର ଶେଷ,খাঁজৰ শেষ
