English,Kannada
desktop publishing (DTP),ಡೆಸ್ಕ್ಟಾಪ್ ಪಬ್ಲಿಷಿಂಗ್
desktop video,ಡೆಸ್ಕ್ಟಾಪ್ ವೀಡಿಯೊ
destination address,ತಲುಪಬೇಕಾದ ವಿಳಾಸ
destructer,"1. ವಿಧ್ವಂಸಕ, 2. ವಿಧ್ವಂಸಕ"
deterministric automats,ನಿರ್ಣಾಯಕ ಸ್ವಯಂಚಾಲಿತ
developer,ಡೆವಲಪರ್
development system,ಅಭಿವೃದ್ಧಿ ವ್ಯವಸ್ಥೆ
device,ಸಾಧನ
device control unit,ಸಾಧನ ನಿಯಂತ್ರಣ ಘಟಕ
device controller,ಸಾಧನ ನಿಯಂತ್ರಕ
device management,ಸಾಧನ ನಿರ್ವಹಣೆ
device mode,ಸಾಧನ ಮೋಡ್
diagnosis,ರೋಗನಿರ್ಣಯ
diagnostic system,ರೋಗನಿರ್ಣಯ ವ್ಯವಸ್ಥೆ
diagnostics,"1. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್, 2. ಡಯಾಗ್ನೋಸ್ಟಿಕ್ಸ್"
diagram,ರೇಖಾಚಿತ್ರ
dial,ಡಯಲ್ ಮಾಡಿ
dial line,ಡಯಲ್ ಲೈನ್
dial tone,ಡಯಲ್ ಟೋನ್
dial up,ಡಯಲ್ ಅಪ್ ಮಾಡಿ
dialog,"1. ಸಂಭಾಷಣೆ, 2. ಸಂಭಾಷಣೆ"
dialog box,ಸಂಭಾಷಣೆ ಕೊಠಡಿ
dialup modem,ಡಯಲಪ್ ಮೋಡೆಮ್
diamension,ವಿಮೆ
dictionary,ನಿಘಂಟು
differentiation,"1. ಭೇದಾತ್ಮಕ, 2. ವ್ಯತ್ಯಾಸ"
digital,ಸಂಖ್ಯಾತ್ಮಕ
digital channel,ಡಿಜಿಟಲ್ ವ್ಯವಸ್ಥೆ
digital circuit,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
digital computer,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
digital data,"1.ಡಿಜಿಟಲ್ ಡೇಟಾ, 2.ಡಿಜಿಟಲ್ ಡೇಟಾ"
digital facility,ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ
digital filter,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
digital library,ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ
digital modulation,ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಷನ್
digital monitor,"1. ಡಿಜಿಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2. ಡಿಜಿಟಲ್ ಮಾನಿಟರ್"
digital picture,ಡಿಜಿಟಲ್ ಚಿತ್ರ
digital signature,"1. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್, 2. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್"
digital switch,ಡಿಜಿಟಲ್ ಸ್ವಿಚ್
digital to analog (D/A) converter,ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ
digitization,ಡಿಜಿಟಲೀಕರಣ
digitize,ಡಿಜಿಟಲೀಕರಣ
digitizer,ಡಿಜಿಟೈಸರ್
diode,ಡಯೋಡ್
direct,ಮೊದಲ ನೋಟ
direct address,ನೇರ ವಿಳಾಸ
direct conversion,ನೇರ ಪರಿವರ್ತನೆ
direct coupling,ನೇರ ಜೋಡಣೆ
direct memory access (DMA),"1. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ, 2. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)"
direct memory acess (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
direct method,ನೇರ ವಿಧಾನ
directive,ನಿರ್ದೇಶನಗಳು
directory,ಡೈರೆಕ್ಟರಿ
directory server,"1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್"
directory service,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
disable,ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ
disabling signal,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
disconnect,"1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ"
discrete,"1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್"
disk,"1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್"
disk address,"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ"
disk array,"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ"
disk capacity,"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ"
disk drive,"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್"
disk file,ಡಿಸ್ಕ್ ಫೈಲ್
disk memory,"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ"
disk operating system (DOS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS)
disk pack,ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್
disk server,"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್"
disk storage,"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ"
diskette,ಡಿಸ್ಕೆಟ್
display file,ಪ್ರದರ್ಶನ ಫೈಲ್
display image,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
disposal,ವಿಲೇವಾರಿ
distance,ದೂರ
distance function,ದೂರ ಕಾರ್ಯ
distortion,ಅಸ್ಪಷ್ಟತೆ
distributed,ವಿತರಿಸಲಾಯಿತು
distributed data,ವಿತರಿಸಿದ ಡೇಟಾ
distributed server,ವಿತರಿಸಿದ ಸರ್ವರ್
distributed system,"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್"
distributive,ವಿತರಕ
document,ದಾಖಲೆ
document retrieved,ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ
document window,"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ"
documentation,ದಸ್ತಾವೇಜನ್ನು
domain,"ಡೊಮೇನ್, ಡೊಮೇನ್"
domain name,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
dot matrix printer,"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್"
down,"ಕೆಳಗೆ, ಕೆಳಗೆ"
down link,"1.ಅವಲಿಂಕ್, 2.ಚದರ"
down loading,ಡೌನ್ಲೋಡ್
down time,ಡೌನ್‌ಲೋಡ್ ಸಮಯ
dragging,ಎಳೆತ
DRAM (dynamic RAM),DRAM (ಡೈನಾಮಿಕ್ RAM)
drift,ಹರಿವು
driver,ಚಾಲಕ
drop,ಎಲೆಗಳು
drop down list box,ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
drum drive,ಡ್ರಮ್ ಡ್ರೈವ್
drum printer,"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್"
drum unit,"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ"
dual,"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ"
dual density,ಉಭಯ ಸಾಂದ್ರತೆ
dummy address,"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ"
dump,ಡಂಪ್
duplex circuit,ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್
duplexing,ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ
duplicate,ಪ್ರಮುಖ ಕೀ
DVD R/W,"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ"
DVD ROM,ಡಿವಿಡಿ ರಾಮ್
dynamic instruction,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
dynamic memory,"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ"
dynamics,"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್"
EBCDIC,ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ
e-business,ಇ-ವ್ಯವಹಾರ
echo,ಪ್ರತಿಧ್ವನಿ
e-commerce,"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್"
edit,ಸಂಪಾದನೆ
editor,ಸಂಪಾದಕ
educational technology,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
EEP rom,ಇ ಇ ಪಿ ರೋಮ್
effective address (floating address),"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ"
effective operand address,ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
effective procedure,ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ
effective UID (user identification),ಪರಿಣಾಮಕಾರಿ UID
efffective transmission operand,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ
eight-bit byte,ಆಕ್ಟಲ್ ಬೈಟ್
e-learning,"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ"
election-algirthm,ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್
electric mailing (e-mail),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್)
electric printer,"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್"
electrical accounting machine,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
electronic,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
electronic clearance system (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS)
electronic data interchange (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI)
electronic data processing,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
electronic filing,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ
electronic funds transfer System (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS)
electronic journals,"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್"
electronic publishing,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ
electronic switch,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
element,"ಅಂಶ, ಅಂಶ"
e-mail,ಇ-ಮೇಲ್
e-mail address,"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ"
embedded system,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
embedding,ಎಂಬೆಡಿಂಗ್
emitter couple logic (ECL),ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL)
empty stack,ಖಾಲಿ ಜಾಗ
empty string,"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ"
emulation,ಯಾಂತ್ರೀಕರಣ
encapsulation,"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್"
encipher,ಡಿಕೋಡರ್
encode,ಎನ್ಕೋಡಿಂಗ್
encoder,"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್"
encrepted data,ಗುಪ್ತ ಡೇಟಾ
encripting file system,ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್
encryption,"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್"
end of block,ಬ್ಲಾಕ್ ಅಂತ್ಯ
end of file (EOF),ಕಡತ-ಅಂತ್ಯ
end-user,ಬಳಕೆದಾರ
enter,ನಮೂದಿಸಿ
enter-key,ಪ್ರವೇಶ ಕೀ
enterprise server,"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ"
enterprise system,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
entity,ಶಕ್ತಿ
entity-relationship,ಶಕ್ತಿ ಬಾಂಧವ್ಯ
entry time,ಪ್ರವೇಶ ಸಮಯ
entry variable,ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್
enumerable,ಎಣಿಸಬಹುದಾದ
environment,ಪರಿಸರ
epoch,"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ"
EPROM,EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ)
epsilon closure,ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ
equalizer,ಈಕ್ವಲೈಜರ್
equipment,ಉಪಕರಣ
equivalence class,ಸಮಾನತೆಯ ವರ್ಗ
equivalence relation,ಸಮಾನ ಸಂಬಂಧ
erase,"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ"
error correcting code,ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್
error correction,ದೋಷ ತಿದ್ದುಪಡಿ
error detection,ದೋಷ ಪತ್ತೆ
error handling,ದೋಷ ನಿರ್ವಹಣೆ
error message,ತಪ್ಪು ಸಂದೇಶ
error rate,ದೋಷ ದರ
error recovery,ದೋಷ ಚೇತರಿಕೆ
error routine,ದೋಷ ಹೆಸರು
escape character,ಪಾರು ಚಿಹ್ನೆ
ethernet,ಈಥರ್ನೆಟ್
event,ಈವೆಂಟ್
event chain,ಈವೆಂಟ್ ಸರಣಿ
event control,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
event counter,ಈವೆಂಟ್ ಕೌಂಟರ್
exception handling,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
exchangeable disk storage,ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
exclusion,ಹೊರಗಿಡುವಿಕೆ
exclusive Or (XOR),ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ)
executable program,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
executive statement,ಮರಣದಂಡನೆ ಹೇಳಿಕೆ
exhaustive search,ಆಯ್ದ ಹುಡುಕಾಟ
exist,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ
exit,ಸಮಸ್ಯೆ
expert system,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
expression,"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ"
extended graphic array (XGA),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a)
extended industry standard (EIS),ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS)
extended machine,ಓವರ್ಲೋಡ್ ಯಂತ್ರ
extended memory,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
extended precision,"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ"
extended sorting,"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ"
external call,ಕರೆ ಮಾಡಿ
external error,ಬಾಹ್ಯ ದೋಷ
external function,ಬಾಹ್ಯ ಕಾರ್ಯ
external interrupt,ಬಾಹ್ಯ ಅಡಚಣೆ
external memory,"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ"
external memory,ಬಾಹ್ಯ ಸ್ಮರಣೆ
external modem,ಬಾಹ್ಯ ಮೋಡೆಮ್
external reference,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
external searching,ಬಾಹ್ಯ ಹುಡುಕಾಟ
external storage device,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
extraction,ಹೊರತೆಗೆಯುವಿಕೆ
extrapolation,ಹೊರತೆಗೆಯುವಿಕೆ
face-character printer,ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ
fail-safe operation,ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ
failure rate,ವಿಫಲತೆಯ ದರ
failure recovery,ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ
false code,ತಪ್ಪು ಕೋಡ್
false error,ತಪ್ಪು ದೋಷ
fan-in,"1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು"
fan-out,"1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ"
fascimile I/O device,"1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್"
fast fourier transform (FFT),ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ
fatal error,ಗಂಭೀರವಾದ ತಪ್ಪು
fault detection,ದೋಷ ಪತ್ತೆ
fault diagnosis,ದೋಷ ರೋಗನಿರ್ಣಯ
fault tolerance,ದೋಷಸಹಿಷ್ಣುತೆ
fax,ಫ್ಯಾಕ್ಸ್
fax message,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
FDC,ಎಫ್ ಡಿಸಿ
feature detection,ರೋಗಲಕ್ಷಣ ಪತ್ತೆ
feed cycle,ತುಂಬುವ ಚಕ್ರ
feedback,ಮರುಹೂಡಿಕೆ
feeder,"1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್"
fetch,ಯಾವುದೇ
fibonacci search,ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ
fibonacci sequence,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
fibonacci series,ಫಿಬೊನಾಕಿ ಸರಣಿ
fibre optics,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
fido net,ಫಿಡೋ ಬಲೆ
field,ಪ್ರದೇಶ
fifth generation computers,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
file,"1. ಫೈಲ್, 2. ಕಡತ"
file access method,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
file allocation table,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
file compression,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
file copying,ಫೈಲ್ ನಕಲು
file layout,ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್
file merge,ಫೈಲ್ ವಿಲೀನ
file recovery,ಫೈಲ್ ಚೇತರಿಕೆ
file storage,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
file structure,ಫೈಲ್ ರಚನೆ
file system,ಕಡತ ವ್ಯವಸ್ಥೆ
file transfer,ಫೈಲ್ ವರ್ಗಾವಣೆ
file transfer protocol (FTP),ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP)
filter,ಫಿಲ್ಟರ್
final state,ಕೊನೆಯ ಸ್ಥಾನ
find,ಹುಡುಕಿ Kannada
finite state machine,ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ
fire wall,ಬೆಂಕಿ ಗೋಡೆ
firmware,ಫರ್ಮ್ವೇರ್
first come first serve,ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ
first generation computer,ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
first in first out (FIFO),ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO)
first order logic,ಮೊದಲ ಆದೇಶದ ವಾದ
first order theory,ಮೊದಲ ಆದೇಶದ ತತ್ವ
fixed partition,ಸ್ಥಿರ ವಿಭಾಗ
flag,ಸಹಿ ಮಾಡಿ
flexible disk,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್
floppy disk,ಫ್ಲಾಪಿ ಡಿಸ್ಕ್
flopy disk drive (Fdd),ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD)
flow chart,ಹರಿವಿನ ಚಾರ್ಟ್
flow of control,ನಿಯಂತ್ರಣ ಹರಿವು
flush,ಮುಂಜಾನೆ
folder,ಫೋಲ್ಡರ್
font,ಫಾಂಟ್
font family,ಫಾಂಟ್ ಕುಟುಂಬ
foreign key,ಬಾಹ್ಯ ಕೀ
form,ಫಾರ್ಮ್
formal language,ಸಾಂಕೇತಿಕ ಭಾಷೆ
formal system,ಸಾಂಕೇತಿಕ ವಿಧಾನ
format,"1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್"
formatting,ಚಿತ್ರ
fortran,ಫೋರ್ಟ್ರಾನ್
fortran programming,"1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
forward slash,ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್
fourth generation computer,4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
fragment,ವಿಭಾಗ
frame,ಚೌಕಟ್ಟು
free net,"1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್"
free software foundation,ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಟ್ರಸ್ಟ್
free storage,ಉಚಿತ ಸಂಗ್ರಹಣೆ
freeware,ಫ್ರೀವೇರ್
front end,ಮುಂಭಾಗ
front panel,"1.ಮುಂಭಾಗದ ಫಲಕ, 2.ಮುಂಭಾಗದ ಫಲಕ"
function,"1.ಕಾರ್ಯಗಳು, 2. ಕಾರ್ಯ"
function key,ಕಾರ್ಯ ಕೀ
function reference,ಕಾರ್ಯ ಉಲ್ಲೇಖ
functional dependency,ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ
functional testing,ಕಾರ್ಯ ಪರೀಕ್ಷೆ
fuzzy logic,"1. ಅಸ್ಪಷ್ಟ ತರ್ಕ, 2. ಅಸ್ಪಷ್ಟ ತರ್ಕ"
fuzzy set,"1. ಅಸ್ಪಷ್ಟ ಸೆಟ್, 2. ಅಸ್ಪಷ್ಟ ಸೆಟ್"
gain,ಲಾಭ
game tree,ಕ್ರೀಡಾ ಮರ
gap character,ಮಧ್ಯಂತರ ಪಾತ್ರ
garbage,ಕಸ
garbage collection,ಕಸ ಸಂಗ್ರಹಣೆ
garbage collection,ಕಸ ಸಂಗ್ರಹಣೆ
garbage in garbage out (GIGO),ಕಸದ ಒಳಗೆ ಕಸದ ಹೊರಗೆ (Gigo)
gate,ಬಾಗಿಲು
gateway,ಡೋರ್ ಪಾತ್ (ನೆಟ್‌ವರ್ಕ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ)
general program,ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ
general program,ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ
general purpose computer,ವಿಶಾಲ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
general purpose computer,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
general register,ಸಾಮಾನ್ಯ ನೋಂದಣಿ
generalization,ಸಾಮಾನ್ಯೀಕರಣ
generalization,ಸಾಮಾನ್ಯೀಕರಣ
general-purpose language,ವಿಶಾಲ ವಸ್ತು ಭಾಷೆ
general-purpose operating sysem,ವಿಶಾಲ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣೆ ವ್ಯವಸ್ಥೆ
general-purpose regisgter,ಸಮಗ್ರ ಉದ್ದೇಶದ ನೋಂದಣಿ
generated error,ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ
generating function,ಸಂತಾನೋತ್ಪತ್ತಿ ಕಾರ್ಯ
generic class,ಸಾಮಾನ್ಯ ವರ್ಗ
generic function,ವರ್ಗ ಕಾರ್ಯ
generic name,ಸಾಮಾನ್ಯ ವರ್ಗದ ಹೆಸರು
gigo,ಗಿಗೋ
global,"1. ಸಾರ್ವತ್ರಿಕ, 2. ಜಾಗತಿಕ"
global code,ಸಾರ್ವತ್ರಿಕ ಕೋಡ್
global lock,ಸಾರ್ವತ್ರಿಕ ಲಾಕ್
global network,"1. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್, 2. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್"
global network,ಸಾರ್ವತ್ರಿಕ ನೆಟ್ವರ್ಕ್
global user,"1. ವಿಶ್ವ ಬಳಕೆದಾರ, 2. ಸಾರ್ವಜನಿಕ ಬಳಕೆದಾರ, 3. ಸಾರ್ವತ್ರಿಕ ಬಳಕೆದಾರ"
global variable,ಜಾಗತಿಕ ಅಸ್ಥಿರ
globalisation,"1.ಜಾಗತೀಕರಣ, 2.ಜಾಗತೀಕರಣ"
gopher,ಗೋಫರ್ (ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ರೋಟೋಕಾಲ್)
gopher client,ಗೋಫರ್ ಗ್ರಾಹಕ
gopher server,"1. ಗೋಫರ್ ಸರ್ವರ್, 2. ಗೋಫರ್ ಸರ್ವರ್"
gopher site,ಗೋಫರ್ ಸೈಟ್
gopher space,ಗೋಫರ್ ಸ್ಪೇಸ್
graceful degradation,ಆಕರ್ಷಕ ಅವನತಿ
