Telugu,Malayalam
ఫజ్,ഫസ്
మసక,അവ്യക്തമായ
"ఫెన్నెల్, సోంపు","പെരുംജീരകം, ആശംസകൾ"
FENUGREEK,ഉലുവ
అత్తి,അത്തിപ്പഴം
ఫింగర్ మిల్లెట్,ഫിംഗർ മില്ലറ്റ്
ఫైర్-ఫ్లేమ్ బుష్,തീ ഫാർമിക് ബുഷ്
అటవీ జ్వాల,വനത്തിന്റെ തീജ്വാല
ఫ్రెంచ్ బీన్,ഫ്രഞ്ച് ബീൻ
ఫ్లీ,ചെള്ള്
ఫాక్స్,കുറുക്കന്
ఫ్రూట్ ఫ్లై,ഫലം ഈച്ച
పిత్తాశయం,പിത്തനം (ഹോർട്ട്)
గామేట్,ഗെയിമമായ
తోట,തോട്ടം
గేజ్ (నీరు),ഗേജ് (വെള്ളം)
జీన్ బ్యాంక్,ജീൻ ബാങ്ക്
జన్యు ట్యాగింగ్,ജീൻ ടാഗിംഗ്
జన్యుశాస్త్రం,ജീരോളജി
జన్యు పటం,ജനിതക മാപ്പ്
జన్యుశాస్త్రం,ജനിതഭാസങ്ങൾ
జన్యువు,ജീനിഹമായ
జెనోమిక్ లైబ్రరీ,ജെനോമിക് ലൈബ്രറി
జెనోమిక్స్,ജനീകാസ്
జన్యురూపం,ജനിതനായ
జన్యురూపం,ജനിതനായ
జాతి,ജീസ്
జాతి,ജീസ്
జెర్మ్,ബീജം
జెర్మిసైడ్,ഗർമ്മിയാകാവസ്ഥ
అంకురోత్పత్తి,മുളച്ച്
జెర్మ్ప్లాజమ్,ജെർംപ്ലാസം
గిబ్బెరెల్లిక్ ఆమ్లం,ഗിബ്ബെരെല്ലിക് ആസിഡ്
జిన్నింగ్,ജിന്നിംഗ്
గ్లూమ్,ഭയം
గ్లూటినస్,കുഴഞ്ഞ
గ్లైకోలిసిస్,ഗ്ലൈക്കോളിസിസ്
గ్నిస్,ഗ്നസ്
గోల్డెన్ రివల్యూషన్,സുവർണ്ണ വിപ്ലവം
గ్రేడింగ్,ഗ്രേഡിംഗ്
అంటు వేసిన మొక్క,ഒട്ടിച്ച പ്ലാന്റ്
అంటుకట్టుట-అపజయం,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
గ్రన్నా,ഗ്രന്ന
గ్రాన్యులేషన్,കൃതം
ఆకుపచ్చ ఎరువు,പച്ച വളം
హరిత విప్లవం,ഹരിത വിപ്ലവം
పెరుగుదల మరియు అభివృద్ధి,വളർച്ചയും വികസനവും
గుమ్మోసిస్,ഗംമോസിസ്
గైనోడియోసియస్,ഗൈനോഡിയോസിയസ്
పిత్తాశయ గింజ,പിത്തസഞ്ചി
వెల్లుల్లి,വെളുത്തുള്ളി
గెర్బెరా,ഗെർബെറ
గెర్కిన్,ഗെർക്ക്
అల్లం,ഇഞ്ചിര്
గ్లాడియోలస్,ഗ്ലാഡിയോലസ്
మేక కలుపు (అగెరాటమ్),ആട് കള (ഏജററ്റം)
ద్రాక్షపండు,ചെറുമധുരനാരങ്ങ
ద్రాక్ష,മുന്തിരി
ఆకుపచ్చ గ్రామ్,ചെറുപയർ
గ్రెవియా,ഗ്രാമവകാശ
వేరుశనగ,നിലക്കടല
గువా,പേര
గినియా గడ్డి,ഗ്വിനിയ പുല്ല്
పిత్తాశయ మిడ్జ్,പിത്തസഞ്ചി
గడ్డి హాప్పర్,പുല്ല് ഹോപ്പർ
గుండీ బగ్,ഗുണ്ടി ബഗ്
అలవాటు,ശീലം
వడగళ్ళు,ആഹാനം
హెయిరీ వెచ్,ഹെയിവിവിച്ച്
హలోఫైట్,ഹാലോഫൈറ്റ്
హారో,ഹാരോ
హార్వెస్ట్ ఇండెక్స్,വിളവെടുപ്പ് സൂചിക
హార్వెస్ట్,വിളവ്
హార్వెస్టింగ్,വിളവെടുപ്പ്
హాచ్,കിളിവാതില്
హే,വയ്ക്കോല്
హేలేజ్,ഭേഹം
హేస్టాక్,ആഞ്ഞടിക്കല്
పొగమంచు,മൂടല്മഞ്ഞ്
మబ్బుగా,മഞ്ഞ്മൂടിയ
తల (అగ్రో),തല (അഗ്രോ)
తల (ఛానెల్ యొక్క),തല (ചാനലിന്റെ)
వెనుకకు వెళుతుంది,തിരികെ തലക്കെട്ട്
హెడ్జ్,കുറ്റിച്ചെടി
హెడ్జింగ్,ഹെഡ്ജിംഗ്
హెలిక్స్,ഹെലിക്സ്
హెమటైట్,ഹെമറ്റൈറ്റ്
హెర్బ్,സസം
హెర్బేరియం,ഹെരിബറിയം
హెర్బిసైడ్,കളനാശിനി
వంశపారంపర్యత,വംശപാരന്വരം
మతవిశ్వాశాల,പാരപാനം
హెర్మాఫ్రోడైట్,ഹെർമാഫ്രോഡൈറ്റ്
హెటెరోక్రోమటిక్,ഹെട്രോക്രോമാറ്റിക്
హెటెరోఫెర్టిలైజేషన్,ഹെറ്ററേഷൻലൈസേഷൻ
హెటెరోసిస్,അറ്റത്തേക്കും
హెటెరోసోమ్,ഹെറ്ററോസോം
హెటెరోట్రోఫ్,ഹെറോട്രോഫ്
హెక్సాప్లాయిడ్,ഹെക്സാപ്ലോയിഡ്
హైబర్నేట్,ഹൈബർനേറ്റ്
అధిక సాంద్రతగల నాటడం,ഉയർന്ന സാന്ദ്രത നടീൽ
కొండ (బియ్యం),ഹിൽ (അരി)
హిస్టోగ్రాం,ഹിസ്റ്റോഗ്രാം
హిటెక్ హార్టికల్చర్,ഹൈക്ക് ഹോർട്ടികൾച്ചർ
అందులో నివశించే తేనెటీగలు,കൂട്
హూయింగ్,ഹോയിംഗ്
పట్టుకొని,പിടിക്കുക
హోమ్ ఫామ్,ഹോം ഫാം
హోమియోస్టాసిస్,ഹോമോസ്റ്റാസിസ്
హోమ్‌స్టెడ్,ഹോംസ്റ്റേഡ്
సజాతీయత,ഏകതാന
సజాతీయ,ഏകതാനമായ
హోమోలోగస్,ഹോമോനോഗസ്
హోమోజైగోట్,ഹോമോസിഗോട്ട്
హాప్పర్,ഹോപ്പർ
హోరిజోన్,ചക്രവാളം
ఉద్యాన పంటలు,ഹോർട്ടികൾച്ചറൽ വിളകൾ
హార్టికల్చర్,ഹോർട്ടികൾച്ചർ
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്
హోస్ట్,ആതിഥേയന്
వేడి నీటి చికిత్స,ചൂടുവെള്ള ചികിത്സ
హల్,തൊണ്ട്
తేమ,ഈർപ്പം
హ్యూమస్,ഹ്യൂമസ്
హస్క్,തൊലി
హస్కర్,തൊലി
హస్కింగ్,ഹസ്കിംഗ്
హైబ్రిడ్,ഹൈബ്രിഡ്
హైబ్రిడైజేషన్,ജലവൈദമാക്കല്
ఆర్ద్రీకరణ,ജലാംശം
హైడ్రాలజీ,ജലവൈകരണം
జలవిశ్లేషణ,ജലവിശ്ലേഷണം
హైడ్రోమీటర్,ഹൈഡ്രെയിൻ
హైడ్రోఫిలస్,ഹൈഡ്രോഫിലസ്
హైడ్రోపోనిక్స్,ഹൈഡ്രോപോണിക്സ്
హైడ్రోస్పియర్,ഹൈഡ്രോഫിയർ
జలవిద్యుత్,ഹൈഡ്രോസ്കോപ്പിറ്റി
హైపర్‌పారాసైట్,ഹൈപ്പർപാരാസറ്റ്
హైపర్‌ప్లాసియా,ഹൈപ്പർപ്ലാസിയ
హైఫా,എസ്യ്പ്പ്
హైపోకోటైల్,ഹൈപ്പോകോട്ടൈൽ
పరికల్పన,അനുമാനസം
గర్భసంచి,ഹിസ്റ്റെറിസിസ് (വെള്ളം)
హాజెల్ గింజ,ഹാസൽ നട്ട്
జనపనార,ചെതാവ്
హెన్‌బేన్,ഹെൻബെയ്ൻ
హెన్నా,ഹെന്ന
మందార,ചെമ്പരുത്തി
హాప్,ചാട്ടം
ఉలవలు,കുതിര ഗ്രാം
గుర్రం-కంటి-బీన్,കുതിര-കണ്ണ്-ബീൻ
తేనెటీగ,തേനീച്ച
హాప్పర్,ഹോപ്പർ
హార్టికల్చర్,ഹോർട്ടികൾച്ചറിസ്റ്റ്
హైడ్రాలజిస్ట్,ജലശാസ്ത്രജ്ഞൻ
సిటు అంటుకట్టుటలో,സിറ്റു ഒട്ടിക്കൽ
విట్రోలో,വിട്രോയിൽ
వివో లో,വിവോയിൽ
విచక్షణారహితం,വിവേചനരഹിതമായ
పురుగు,പുഴു
పురుగుల తెగులు,പ്രാണികളുടെ കീടങ്ങൾ
పురుగు,കീസദമായ
పురుగుమందు,കീടനാശിനി
పురుగుమందు,കീടനാശിനി
ఇన్సోలేషన్,ധിക്കാരി
కరగని,പുള്ളിപ്പുഴ
నాడులు,ഇൻസ്റ്റാർ (പ്രാണികൾ)
ఇన్సులేటర్,സുഖാനുസൃതം
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,സംയോജിത രോഗ പരിപാലനം
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,സംയോജിത പോഷക മാനേജുമെന്റ്
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,സംയോജിത കീടങ്ങളെ പരിപാലനം
తీవ్రత,തീവ്രവാദം
ఇంటెన్సివ్,തീവമായ
ఇంటర్‌క్రాప్,ആലോചിക്കുക
(పరస్పర కల్చే,ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്)
వడ్డీ,പലിശ
ఇంటర్నోడ్,ഇന്റനോഡ്
కణ విభజన,ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ)
ఇంటర్‌పోలేషన్,ഇന്റർപോളേഷൻ
ఇంటర్-స్టెరైల్,ഇന്റർ-അണുവിമുക്തമാണ്
జాబితా,സാധനങ്ങൾ
విలోమం,വിപരീതം
Insucre,ഇവന്റോക്രെ
అయాన్,യൻകിട
వికిరణం,വികിരണം
నీటిపారుదల,ജലസേചനം
ISO యుగ్మ వికల్పాలు,ഐഎസ്ഒ അല്ലെലുകൾ
ISO ఉత్పత్తి వక్రత,ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത
ఐసోబార్,ഐസോബാർ
ఐసోగామి,ഇസോഗമി
ఐసోలేషన్ దూరం,ഒറ്റപ്പെടൽ ദൂരം
ఐసోప్లాయిడ్,ഐസോപ്ലോയിഡ്
ఐసోక్వాంట్,ഐസ്കോംകാന്റ്
ఐసోటోప్,ഐസോടോപ്പ്
ఇండియన్ బిర్చ్,ഇന്ത്യൻ ബിർച്ച്
ఇండియన్ బ్లూ పైన్,ഇന്ത്യൻ നീല പൈൻ
భారతీయ చెర్రీ,ഇന്ത്യൻ ചെറി
భారతీయ జునిపెర్,ഇന്ത്യൻ ജുനൈപ്പർ
భారతీయ కినో చెట్టు,ഇന്ത്യൻ കിനോ മരം
భారతీయ లారల్ చెట్టు,ഇന്ത്യൻ ലായറൽ ട്രീ
భారతీయ పిచ్చి,ഇന്ത്യൻ ഭ്രാന്തൻ
ఇండియన్ మాడ్లర్,ഇന്ത്യൻ മാഡ്ലർ
ఇండియన్ పోడో ఫైలం,ഇന്ത്യൻ പോഡോ ഫൈലം
ఇండిగో,ഇൻഡിഗോ
ఇటాలియన్ మిల్లెట్,ഇറ്റാലിയൻ മില്ലറ്റ്
ఐవరీ ట్రీ,ആനക്കൊമ്പ് വൃക്ഷം
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട
బెల్లం,മന്ദബുദ്ധി
జపోనికా రైస్,ജാപോണിക്ക അരി
జాసిద్,ജാസിദ്
జవానికా రైస్,ജാവാനിക്ക അരി
జెల్లింగ్,ജെല്ലിംഗ്
H ుమ్ సాగు,Jum കൃഷി
జంపింగ్ జన్యువు,ചാടുന്ന ജീൻ
జంక్ DNA,ജങ്ക് ഡിഎൻഎ
బాల్య దశ,ജുവനൈൽ ഘട്ടം
జాకరంద,ജസറന്ദ
జాక్‌ఫ్రూట్,ചക്ക
జామున్,മുൻ
జాస్మిన్,ജാസ്മിൻ
జట్టి ఖట్టి,ജട്ടി ഖട്ടി
జాట్రోఫా,ജാട്ട്രോഫ
జనపనార,ചണം
జాసిడ్స్,ജാസിഡുകൾ
కయోలిన్,കയോലിൻ
KAOLINITE,Koolianite
KAOLINITE,Koolianite
కారింగైమా,കര്യൻചേരിമ
కారియోడెస్మా,കരോഡെസ്മ
కార్యోగామి,കാരിയോബാമി
కర్ణభ్యాసనము,കാറിഗ്രാം (IDiOGRAM)
కారియోకినిసిస్,കാരിയോകിനിസ്
కార్యాలజీ,കരിയോളജി
కారియోలిసిస్,കരോലിസിസ്
కారియన్,കറിയോൺ
కార్యోటైప్,കാരിരിയോടൈ
అల్గ,കെൽപ് (ആൽഗ)
కెల్విన్ సైకిల్,കെൽവിൻ സൈക്കിൾ
కెరాటిన్,കെരാറ്റിൻ
కెర్నల్,കേർണൽ
ఖైరా వ్యాధి,ഖൈറ രോഗം
ఖరీఫ్,ഖാരിഫ്
తమాషా,കളിയാക്കാനുള്ള
కైనెటోచోర్,കിടോചോർ
వంటగది తోట,അടുക്കളത്തോട്ടം
క్లీన్ఫిల్టర్ సిండ్రోమ్,ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം
Klenow భాగం,KLENOV ശകലം
ముడి,നോട്ടിയ
కోచ్ యొక్క పోస్టులేట్,കൊച്ചിന്റെ പേര്
కొరిమి,കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ)
క్రెబ్స్ చక్రం,ക്രെസ് സൈക്കിൾ
కుర్టోసిస్,കുട്ടി
KVK,കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര)
కడమ్,കടാം
కాలే,കലെ
కాన్స్ గడ్డి,കന്മാർ പുല്ല്
కరోండా,കരുണാന്ത
"కిడ్నీ బీన్, రాజ్మా","കിഡ്നി ബീൻ, രാജ്മ"
కివిఫ్రియుట్,Kiwifriuut
నోల్ ఖోల్,നോൾ ഖോൾ
కోడాంపులి,കോടംമ്പുലി
కోడో మిల్లెట్,കൊഡോ മില്ലറ്റ്
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ)
ఖాప్రా బీటిల్,ഖപ്പുര വണ്ട്
L.D.50 (ప్రాణాంతక మోతాదు 50),L.D.50 (മാരകമായ ഡോസ് 50)
ల్యాబ్ టు ల్యాండ్,ലംബമായി
లేబుల్,മൗലിപ്പ്
శ్రమ,തൊഴിലാളി
లాక్ ఒపెరాన్ మోడల్,ലാക് ഓപ്പറൺ മോഡൽ
చనుబాలివ్వడం,മുലയൂട്ടൽ
క్షీరసమూరం,ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ)
లాక్టోస్,ലാക്ടോസ്
లాగింగ్ స్ట్రాండ్,ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്
లాంబ్డా క్లోనింగ్ వెక్టర్,ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ
లామినార్ గాలి ప్రవాహం,ലാമർ എയർ ഫ്ലോ
దీపం బ్రష్ క్రోమోజోమ్,ലാമ്പ് ബ്രഷ് ക്രോമസോം
భూమి,നിലം
భూమి సామర్థ్య వర్గీకరణ,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം
భూమి సామర్థ్య పటం,ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്
భూమి క్షీణత,ഭൂമി അപകടം
భూమి సమాన నిష్పత్తి,ഭൂമി തുല്യമായ അനുപാതം
ల్యాండ్ లెవలింగ్,ഭൂമി നില
భూమి పునరుద్ధరణ,ഭൂമി വീണ്ടെടുക്കൽ
ల్యాండ్ స్కేపింగ్,ലാൻഡ്സ്കേപ്പിംഗ്
భూమి అనుకూలత,ലാൻഡ് അനുയോജ്യത
భూ వినియోగ విధానం,ഭൂവിനിയോഗ രീതി
లాంగర్‌హాన్స్ కణాలు,ലങ്കാൻഹാൻ സെല്ലുകൾ
లోపం రేటు,കാലഹരണപ്പെടൽ നിരക്ക്
లార్వా,ലാർവ
జాప్యం,ലേറ്റേഷന്
గుప్త,ലെഡ് വ്യൂ
గుప్త సంక్రమణ,ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ
పార్శ్వ,ലാറ്ററൽ
లాటరైట్ నేలలు,ലാറ്ററൈറ്റ് മണ്ണ്
రబ్బరు పాలు,ലാത്ക്സ്
లాథరిజం,നാതിരിവാദം
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി)
లాటిస్,ലാറ്റിസ്
కంపన ప్రయోజనం యొక్క చట్టం,കവർന പ്രയോജനത്തിന്റെ നിയമം
స్థిరమైన రాబడి యొక్క చట్టం,നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം
రాబడిని తగ్గించే చట్టం,വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം
పెరుగుతున్న చట్టం,വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം
కారకాలు పరిమితం చేసే చట్టం,പരിമിതപ്പെടുത്തുന്ന രീതി
కనీస చట్టం,കുറഞ്ഞത് നിയമം
ప్రత్యామ్నాయ చట్టం,പകരക്കാരന്റെ നിയമം
వేరియబుల్ నిష్పత్తుల చట్టం,വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം
పొర,അടുക്ക്
లేఅవుట్,കെട്ടിടത്തിന്റെ പ്ളാന്
లీచేట్,അയതലിക്കുക
లీచింగ్ సామర్థ్యం,ലീച്ചിംഗ് കാര്യക്ഷമത
లీచింగ్ అవసరం,ലീച്ച് ആവശ്യകത
ప్రముఖ స్ట్రాండ్,മുൻനിര സ്ട്രാന്റ്
ఆకు ప్రాంతం వ్యవధి,ഇല വിസ്തൃതി ദൈർഘ്യം
ఆకు ప్రాంత సూచిక,ഇല ഏരിയ സൂചിക
ఆకు ప్రాంత నిష్పత్తి,ഇല ഏരിയ അനുപാതം
ఆకు మైనర్,ഇല ഖനിത്തൊഴിലാളി
ఆకు పరీక్ష,ഇല പരിശോധന
ఆకు,ഇല
కరపత్రం,ലഘുലേഖ
లీజు,പാട്ടം
చిక్కుళ్ళు,പയർവർഗ്ഗ
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല)
లెంటిసెల్,പന്നികം
లెంటో క్యాపిల్లరీ పాయింట్,ലെന്റോ കാപ്പിലറി പോയിന്റ്
లెప్టోనెమా,ലെപ്റ്റോണിമ
లెప్టోస్పిరోసిస్,ലെപ്റ്റോസ്പിറോസിസ്
లెరో-మార్ఫిక్,ലെറോ-മോർഫിക്
గాయం,നിഖേഭം
ప్రాణాంతక మ్యుటేషన్,മാരകമായ മ്യൂട്ടേഷൻ
ల్యూకోప్లాస్ట్,ല്യൂക്കോപ്ലാസ്റ്റ്
స్థాయి టెర్రేస్,ലെവൽ ടെറസ്
లెవెలర్,ലെവൽക്കാരൻ (ലെവലിയർ)
స్థాయి స్థాయికిట,(ഭൂമിയുടെ) ലെവലിംഗ്
లే వ్యవసాయం,കള്ള കൃഷി
లైబిగ్ యొక్క కనీస చట్టం,കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം
లిగేషన్,ഉപക്കുറിത
తేలికపాటి పరిహారం పాయింట్,നേരിയ നഷ്ടപരിഹാര പോയിന്റ്
కాంతి సంతృప్త తీవ్రత,ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത
కాంతి ప్రసార నిష్పత్తి,ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം
లైట్ ట్రాప్,നേരിയ കെണി
పరిమితి,പരിമിതമാണ്
పరిమితి,പരിമിതപ്പെടുത്താതെ
పరిమితం చేసే కారకం,പരിമിതപ്പെടുത്തുന്ന ഘടകം
లిమోనైట్,ലിമോണൈറ്റ്
లైన్,നിര
సరళ ప్రతిస్పందన,ലീനിയർ പ്രതികരണം
అనుసంధానం,ലിങ്ക്
అనుసంధాన సమూహం,ലിങ്കേജ് ഗ്രൂപ്പ്
లింకర్,ലിങ്കറുകാരന്
లింట్ ఇండెక్స్,ലിന്റ് സൂചിക
Linters,ലിന്ററുകൾ
లిపిడ్,ലിപിഡ്
లిపోలిసిస్,ലിപ്പോളിസിസ്
లిక్విడేషన్,ലിക്വിക്റ്റേഷൻ
లిస్టర్,തലക്കെട്ട്
లిస్టర్,തലക്കെട്ട്
జాబితా,ലിസ്റ്റിംഗ്
లిథోస్పియర్,ലിത്തോസ്ഫിയർ
లిట్టర్,ലിറ്റർ
లైవ్ మల్చెస్,തത്സമയ പുതപങ്ങൾ
లివర్‌వోర్ట్,ലിവർവാർട്ട്
పశువులు,കന്നുകാലി
స్థానిక నియంత్రణ,പ്രാദേശിക നിയന്ത്രണം
లోకస్,ലോക്കസ്
మిడుత,വെട്ടുക
బస (పంట బస),താമസം (വിള താമസസ്ഥലം)
లోడిక్యూల్,ലോഡിക്കുയേറ്റ്
Wheess,ലോയസ്സുള്ള
లోగార్తిమిక్ పరివర్తన,ലോഗർട്ടിമിക് പരിവർത്തനം
లాంగ్ - డే మొక్క,ദീർഘനാളത്തിന്റെ ചെടി
లాంగ్ వేవ్ రేడియేషన్,നീണ്ട തരംഗ വികിരണം
లూప్,ലൂപ്പ്
లాపింగ్,ലോപ്പിംഗ്
కలప,ചപ്പുചവറുകള്
లక్స్,ലക്സ്
లగ్జరీ వినియోగం (పోషకం),ആഡംബര ഉപഭോഗം (പോഷകരീതി)
లగ్జరీ జన్యువులు,ആഡംബര ജീനുകൾ
లైకోపీన్,ലൈക്കോപീൻ
శోషరస,ലിംഫ്
లైసిమీటర్,ലിസിമീറ്റർ
సెల్ యొక్క లైసిస్,സെല്ലിന്റെ ലിസിസ്
లైసోజెని,ലിസോഗനി
లైసోజోమ్,ലിസോസോം
లైసోజైమ్,ലൈസോസിം
లాక్ ట్రీ,ലാക് ട്രീ
లక్ష,ലാക്കി
"లేడీ ఫింగర్, ఓక్రా","ലേഡിയുടെ വിരൽ, ഒക്ര"
భూమి కాల్‌ట్రోప్‌లు,ഭൂമി കൽപ്ട്രോപ്പുകൾ
లాంటానా,ലാന്താന
లాథైరస్,ലതിറിൽ
లీక్,വെളുത്തുള്ളി
నిమ్మ గడ్డి,നാരങ്ങ പുല്ല്
నిమ్మకాయ,നാരങ്ങ
కాయధాన్యం,പന്തു
లెక్వోరిస్,താഴ്ന്ന
పాలకూర,ലെറ്റസ്
లిల్లీ,താമസം
సున్నం,നാരങ്ങ
లిన్సీడ్,യന്തമായി
లిట్చి,Litki
సామలు,ചെറിയ മില്ലറ്റ്
పొడవైన పుచ్చకాయ,നീളമുള്ള തണ്ണിമത്തൻ
పొడవైన మిరియాలు,നീളമുള്ള കുരുമുളക്
లోక్వాట్,ലോക്വാട്ട്
లోటస్,താമര
లార్సెర్న్,മങ്ങിയത്
లాక్ క్రిమి,ലാക്കി പ്രാണികൾ
లేడీ బర్డ్ బీటిల్,ലേഡി പക്ഷി വണ്ട്
ఆకు మైనర్,ഇല ഖനിത്തൊഴിലാളി
ఆకు రోలర్,ഇല റോളർ
ఆకు వెబ్బర్,ഇല വെബ്ബർ
మిడుత,വെട്ടുക
స్థూల పరిణామం,മാക്രോ പരിണാമം
మాక్రోక్లైమేట్,മാക്രോക്ലൈമേറ്റ്
స్థూల కణాలు,മാക്രോമോലോൾകൾ
స్థూల,മാക്രോമുട്ടേഷൻ
మాక్రోన్యూట్రియంట్,മാക്രോണിറ്ററി
మాక్రోపోర్స్,മാക്രോപോളർ
మాగ్గోట్,പുഴു
మాగ్మా,മഗ്മ
మెగ్నీషియా,മഗ്ത്രിയ
మెగ్నీషియం,മഗ്നീഷ്യം
మాగ్నెటిక్ స్టిరర్,കാന്തികശരീരം
పరిమాణం,തീവ്രത
మహువా కేక్,മഹുവ കേക്ക്
మెయింటెనర్ లైన్,പരിപാലകൻ
నిర్వహణ,പരിപാലനം
మొక్కజొన్న షెల్లర్,ചോളം ഷെല്ലർ
మగ శుభ్రత,ആൺകുല്യം
వైకల్యం,വൈകല്യങ്ങള്
ప్రాణాంతకత,മലിതം
పోషకాహార లోపం,പോഷകാഹാരക്കുറവ്
దుర్వినియోగం,ദുരുപയോഗം
మాల్టింగ్,മാലിംഗ്
మాంగర్,പുൽത്തൊട്ടി
మడ అడవులు,കണ്ടൽക്കാരൻ
మనోమీటర్,ഗാനംമീറ്റര്
మనోమీటర్,ഗാനംമീറ്റര്
మాంటిస్సా (లోగారిథం యొక్క),മാന്തിസ (ലോഗരിതം)
ఎరువు,വളം
ఎరువు,വളം
ఉపాంత,അരികിലുള്ള
ఉపాంత వ్యయం,നാമമാത്രമായ ചിലവ്
ఉపాంత భూమి,നാമമാത്ര ഭൂമി
ఉపాంత ఉత్పత్తి,നാമമാത്ര ഉൽപ്പന്നം
ఉపాంత రాబడి,നാമമാത്രമായ തിരിച്ചുവരവ്
మెరైన్,സമുധായം
గుర్తు,മാർക്കർ (ജനിതക)
సంత,ചന്ത
విక్రయించదగినది,വിപണനീയമായ
విక్రయించదగిన మిగులు,വിപണന മിച്ചം
మార్కెట్ మిగులు,മാർക്കറ്റുചെയ്ത മിച്ചം
మార్కెటింగ్,മാർക്കറ്റിംഗ്
మార్ష్,ചതുപ്പുനിലം
ద్రవ్యరాశి ప్రవాహం,കൂട്ട ഒഴുക്ക്
సామూహిక ఎంపిక,മാസ് തിരഞ്ഞെടുക്കൽ
మాస్-స్పెక్ట్రోమీటర్,മാസ്-സ്പെക്ട്രോമീറ്റർ
మాస్ట్,കപ്പല്പായ്മരം
తల్లి వారసత్వం,മാതൃ അനന്തരാവകാശം
సంభోగం,ഇണചേരൽ
మెట్రిక్ సంభావ్యత,ട്രിക് സാധ്യത
పరిపక్వత,പമേയൽ
పరిపక్వత (పంట),മെച്യൂരിറ്റി (വിള)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,ലഭ്യമായ പരമാവധി വെള്ളം
గరిష్ట పంట,പരമാവധി ക്രോപ്പിംഗ്
గరిష్ట అవశేష పరిమితి,പരമാവധി ശേഷിക്കുന്ന പരിധി
గరిష్ట స్థిరమైన దిగుబడి,പരമാവധി സുസ്ഥിര വിളവ്
గరిష్ట థర్మామీటర్,പരമാവധി തെർമോമീറ്റർ
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി
మేడో ఆర్చర్డింగ్,പുൽമേടുകളുടെ ആലോക്കങ്ങൾ
మీలీ,Mely
సగటు విచలనం,ശരാശരി വ്യതിയാനം
సగటు జీవితం (అణు),ശരാശരി ജീവിതം (ന്യൂക്ലിയർ)
సముద్ర మట్టం సగటు,സമുദ്രനിരപ്പ്
చదరపు అర్థం,ശരാശരി ചതുരം
కొలత,അളക്കുക
కొలత,അളവ്
యాంత్రిక,യന്തസംബന്ധമായ
యాంత్రిక విశ్లేషణ,മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്)
యాంత్రిక ఇంపెడెన్స్,മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ
యాంత్రిక వ్యవసాయం,യന്ത്രവൽകൃത കൃഷി
మధ్యస్థ,ശരാശരി
Plant షధ మొక్క,Medic ഷധ സസ്യമാണ്
మధ్యధరా వాతావరణం,മെഡിറ്ററേനിയൻ കാലാവസ്ഥ
మెగాగామెటోజెనిసిస్,മെഗാഗമെറ്റോജെനിസിസ്
మెగాస్పోరంగియా,മെഗാസ്പോംഗീരിയ
