Assamese,Odiya
সামঞ্জস্যতা নিষেধাজ্ঞা,ସ୍ଥିରତା ପ୍ରତିବନ୍ଧକ |
"সামঞ্জস্যপূৰ্ণ অনুমান, বিপৰীত অনুমান","ସୁସଙ୍ଗତ ଆକଳନ, ବିପରୀତ ଆକଳନ |"
"সামঞ্জস্যপূৰ্ণ অনুমানক, অবিৰোধী অনুমানক","ସ୍ଥିର ଆକଳନକାରୀ, ବିରୋଧୀ ନୁହେଁ |"
"অবিৰোধী নমুনা, সামঞ্জস্যপূৰ্ণ নমুনা","ବିପରୀତ ନମୁନା, ସ୍ଥିର ନମୁନା |"
"সামঞ্জস্যপূৰ্ণ সত্তা, অবিৰোধী সত্তা","ସୁସଙ୍ଗତ ସଂସ୍ଥା, ଅଣ-ବିବାଦୀୟ ସଂସ୍ଥା |"
কনছ&#39;ল,କୋନସୋଲ
"স্থিৰ, স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ","ସ୍ଥିର, ସ୍ଥିର, ସ୍ଥିର, ଅସ୍ଥାବର, ପରିବର୍ତ୍ତନଶୀଳ, ୟୁନିଫର୍ମ |"
একেধৰণৰ ত্বৰণ,ସମାନ ତ୍ୱରଣ
ধ্ৰুৱক ফলন,ସ୍ଥିର କାର୍ଯ୍ୟ
মাধ্যাকৰ্ষণ বিন্দু,ମାଧ୍ୟାକର୍ଷଣ ବିନ୍ଦୁ |
সংহতি ধ্ৰুৱক,ଏକୀକରଣ ସ୍ଥିର |
আনুপাতিকতা ধ্ৰুৱক,ଆନୁପାତିକତା ସ୍ଥିର |
ধ্ৰুৱক প্ৰাচল,ସ୍ଥିର ପାରାମିଟର |
ধ্ৰুৱক বহুপদ,କ୍ରମାଗତ ବହୁଭୂତ |
নিৰ্দিষ্ট অনুপাত,ସ୍ଥିର ଅନୁପାତ
uniform move,ସମାନ ପଦକ୍ଷେପ
ধ্ৰুৱক পদ,ସ୍ଥିର ଅବଧି
একেধৰণৰ বেগ,ସମାନ ବେଗ
সৃষ্টিকৰ্তাৰ সমীকৰণ,ସୃଷ୍ଟିକର୍ତ୍ତାଙ୍କ ସମୀକରଣ |
বাধা,ପ୍ରତିବନ୍ଧକ
"সৃষ্টি কৰা, সৃষ্টি কৰা","ସୃଷ୍ଟି କରିବାକୁ, ସୃଷ୍ଟି କରିବାକୁ |"
গঠন,ଗଠନ
গ্ৰাহকৰ পছন্দসমূহ,ଗ୍ରାହକ ପସନ୍ଦ
খৰচ কাৰ্য্য,ବ୍ୟବହାର କାର୍ଯ୍ୟ
স্পৰ্শক কোণ,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
যোগাযোগ বিন্দু,ଯୋଗାଯୋଗ ବିନ୍ଦୁ
অন্তৰ্ভুক্ত কৰা হৈছে,ଧାରଣ କରିଛି |
এফিলিয়েচন টেবুল,ଅନୁବନ୍ଧିତ ସାରଣୀ |
কন্টিনিউম মেকানিক্স,ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |
বিভিন্ন বিত্তীয়,ବିଭିନ୍ନ ଅର୍ଥ
বিত্তীয় সামগ্ৰী,ଆର୍ଥିକ ଉତ୍ପାଦ
"continuum, ধাৰাবাহিকতা","ନିରନ୍ତର, ନିରନ୍ତର |"
ফলনৰ ধাৰাবাহিকতা,କାର୍ଯ୍ୟଗୁଡ଼ିକର ନିରନ୍ତର |
কন্টিনিউম পৰীক্ষা,ନିରନ୍ତର ପରୀକ୍ଷା |
"অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত","ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |"
অবিৰত ব্যুৎপত্তি,କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |
অবিৰত বিতৰণ,ନିରନ୍ତର ବଣ୍ଟନ |
ওপৰত অবিৰত,କ୍ରମାଗତ ଉପରେ |
অবিৰত কাৰ্য্য,ନିରନ୍ତର କାର୍ଯ୍ୟ
অবিৰতভাৱে পাৰ্থক্যযোগ্য,କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |
অবিৰত মানচিত্ৰ,ନିରନ୍ତର ମାନଚିତ୍ର
অবিৰত মেপিং,କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |
ধাৰাবাহিক সম্ভাৱনা ঘনত্ব ফলন,ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |
অবিৰত সম্ভাৱনা বিতৰণ,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
অবিৰত যাদৃচ্ছিক চলক,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
অবিৰত নমুনা স্থান,ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |
অবিৰত চলক,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
অবিৰত তৰংগ,କ୍ରମାଗତ ତରଙ୍ଗ |
"continuum, ধাৰাবাহিকতা","ନିରନ୍ତର, ନିରନ୍ତର |"
ধাৰাবাহিক স্বতন্ত্ৰ,କ୍ରମାଗତ ଆକ୍ସିୟମ୍ |
বাস্তৱ-সংখ্যাৰ ছেট,ପ୍ରକୃତ ସଂଖ୍ୟା ସେଟ୍ |
ধাৰাবাহিকতা নীতি,ନିରନ୍ତର ନୀତି |
কনট্যুৰ সংহতি,ବିଷୟବସ୍ତୁ ସଂଯୋଗ
সংকোচন মেপিং,ସଂକୋଚନ ମ୍ୟାପିଂ |
বিৰোধিতা কৰক,ବିରୋଧ କରନ୍ତୁ |
ৰিফ্লেক্স,ପ୍ରତିଫଳନ
নিয়ন্ত্ৰণ,ନିୟନ୍ତ୍ରଣ
নিয়ন্ত্ৰণ লেখচিত্ৰ,ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ
গড়ৰ নিয়ন্ত্ৰণ চাৰ্ট,ଅର୍ଥର ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
দোষ নিয়ন্ত্ৰণ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ |
চৌহদৰ নিয়ন্ত্ৰণ,ପରିସର ନିୟନ୍ତ୍ରଣ |
চলকসমূহৰ নিয়ন্ত্ৰণ,ଭେରିଏବଲ୍ସର ନିୟନ୍ତ୍ରଣ
"to converge, অভিসৰণ কৰা","ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |"
গড় অভিসৰণ,ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |
বৰ্গ গড় অভিসৰণ,ବର୍ଗର ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |
সম্ভাৱনাত অভিসৰণ,ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |
অভিসৰণ সীমা,ସମ୍ମିଶ୍ରଣ ସୀମା |
অভিসৰণ ব্যাসাৰ্ধ,ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |
অভিসৰণ অঞ্চল,ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |
"converge (ver.), অভিসৰণ (n.)","ଏକତ୍ର କର (ver।), ଏକତ୍ର କର (n।)"
অভিসৰণকাৰী ক্ৰম,ସମ୍ମିଳିତ କ୍ରମ |
অভিসৰণকাৰী শৃংখলা,ସମ୍ମିଳିତ କ୍ରମ |
"বিপৰীত, বিপৰীত","ବିପରୀତ, ବିପରୀତ"
ইয়াৰ বিপৰীতে ব্যত্যাসনে,"ଅପରପକ୍ଷେ, Vytyasane"
ৰূপান্তৰ ভগ্নাংশ,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
ৰূপান্তৰ টেবুল,ରୂପାନ୍ତର ସାରଣୀ |
দূৰলৈ মুখ কৰি,ଦୂରକୁ ମୁହାଁଇଲେ |
মুখ কৰি থকা শৰীৰ,ଶରୀର ଆଡକୁ |
বিপৰীত সংমিশ্ৰণ,ବିପରୀତ ମିଶ୍ରଣ |
ফেচিং কভাৰ,ମୁହାଁ କଭର |
ডিভিয়েন্ট ফাংচন,ବିଭ୍ରାନ୍ତିକର କାର୍ଯ୍ୟ |
ৰৈখিক সঞ্চয়ৰ সন্মুখীন হোৱা,ର ar ଖ୍ୟ ସଂଗ୍ରହର ସମ୍ମୁଖୀନ |
ৰৈখিক প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂର ସମ୍ମୁଖୀନ |
দূৰত্বৰ জনসংখ্যাৰ সন্মুখীন হোৱা,ଦୂରତା ଜନସଂଖ୍ୟା
পলিহেড্ৰনৰ সন্মুখীন হোৱা,ପଲିହେଡ୍ରନ୍ ସମ୍ମୁଖୀନ |
প্ৰগ্ৰেমিংৰ সন্মুখীন হোৱা,ଅଗ୍ରଗାମୀ ପ୍ରୋଗ୍ରାମିଂ |
মুখামুখি অঞ্চল,ମୁହାଁମୁହିଁ ଅଞ୍ଚଳ |
ফেচিং চেট,ମୁହାଁ ସେଟ୍ |
সংবহন,ସଂକଳନ
অভিসৰণ অখণ্ড,ସମ୍ମିଶ୍ରଣ ଅବିଚ୍ଛେଦ୍ୟ |
সংকোচন উপপাদ্য,ସଙ୍କୋଚନ ଥିଓରେମ୍ |
"স্থানাংক, স্থানাংক, সচল","ସଂଯୋଜନା, ସଂଯୋଜନା, କୋଭାରିଆନ୍ସ |"
পৰিচালক অক্ষ,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
স্থানাংক জ্যামিতি,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
স্থানাংক সমতল,ସମତଳ ବିମାନ
স্থানাংক,ସଂଯୋଜନା
"স্থানাংক ব্যৱস্থা, নিৰ্দেশনা ব্যৱস্থা","ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |"
কপাৰ্নিকাছ-শৰীৰ,କପର୍ନିକସ୍-ଶରୀର |
সমতল,ପ୍ଲାନାର୍ |
কোপ্লেনাৰ বল,କପ୍ଲାନାର୍ ଫୋର୍ସ |
সমতলতা,ସମତଳତା |
মৌলিক সংখ্যা,ମୌଳିକ ସଂଖ୍ୟା
"সংশোধন বহুগুণক, ৰেক্টিফিকেশন বহুগুণক","ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା, ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା |"
শুদ্ধ সমাধান,ସଠିକ୍ ସମାଧାନ |
সহ - সম্পৰ্ক,ସହ-ସମ୍ପର୍କ
সম্পৰ্ক সহগ,ସଂଶୋଧନ ଗୁଣବତ୍ତା
সম্পৰ্কীয় ডায়েগ্ৰাম,ସମ୍ପର୍କ ଚିତ୍ର
সম্পৰ্কীয় ফলন,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
"সম্পৰ্কীয় মেট্ৰিক্স, সম্পৰ্কীয় মেট্ৰিক্স","ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ, ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |"
সম্পৰ্কীয় অনুপাত,ସମ୍ପର୍କ ଅନୁପାତ |
সম্পৰ্কীয় ডায়েগ্ৰাম,ସମ୍ପର୍କ ଚିତ୍ର
সম্পৰ্ক-চিত্ৰ বিশ্লেষণ,ସମ୍ପର୍କ-ଚିତ୍ର ବିଶ୍ଳେଷଣ |
"to correspond, to correspond","to correspond, to correspond"
সামঞ্জস্যতা নিয়ম,ସଙ୍ଗଠନର ନିୟମ |
সংশ্লিষ্ট কোণ,ଅନୁରୂପ କୋଣ |
সামঞ্জস্যপূৰ্ণ দিশ,ସୁସଙ୍ଗତ ପାର୍ଶ୍ୱ |
স্থাপন কৰা,ସେଟ୍ କରନ୍ତୁ |
"কোচাইন, কটিজিয়া","କୋସାଇନ୍, କୋଟିଜିଆ"
cosines নিয়ম,କୋସାଇନ୍ ନିୟମ |
খৰচ বিশ্লেষণ,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
খৰচ সৰ্বাধিক কৰা,ମୂଲ୍ୟ ସର୍ବାଧିକ
গণনাযোগ্যতা স্বতন্ত্ৰতা,ଗଣନା ଯୋଗ୍ୟତା
গণনাযোগ্য,ଗଣନାଯୋଗ୍ୟ
গণনাযোগ্য যোগকৰণ,ଗଣନା ଯୋଗ୍ୟ ଯୋଗୀ |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য ভিত্তি,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
গণনাযোগ্য ছেট,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
গণনাযোগ্যভাৱে অসীম,ଅସଂଖ୍ୟ |
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ","କାଲକୁଲେଟର, ପ୍ୟାନେଲ୍, କାଉଣ୍ଟର |"
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত অপচয় কৰা,ଘଣ୍ଟା ବୁଲାଇ ଅପଚୟ |
প্ৰতিউদাহৰণ,କାଉଣ୍ଟର ନମୁନା |
সহাৱস্থান,କୋଭାରିଆନ୍ସ |
সহাৱস্থান নিয়ম,କୋଭାରିଆନ୍ସ ନିୟମ |
সহাৱস্থান মেট্ৰিক্স,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
সহাৱস্থান পদ্ধতি,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
সহাৱস্থান পদ্ধতি,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
ক্ৰেমাৰৰ নিয়ম,କ୍ରାମରଙ୍କ ନିୟମ |
ক্ৰেমাৰ-ৰাওৰ বৈষম্য,କ୍ରାମର-ରାଓ ଅସମାନତା |
বস্তুনিষ্ঠ কাৰ্য্য,ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
জটিল কোণ,ଜଟିଳ କୋଣ
জটিল বিন্দু,ଜଟିଳ ବିନ୍ଦୁ |
ফলনৰ জটিল বিন্দু,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
জটিল মূল্য,ଜଟିଳ ମୂଲ୍ୟ
জটিল বেগ,ଜଟିଳ ବେଗ
বিপৰীত সম্পৰ্কীয় ফলন,ଓଲଟା ସମ୍ପର୍କ କାର୍ଯ୍ୟ |
"ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন","ଭେକ୍ଟର-ଉତ୍ପାଦ, ଭେକ୍ଟର-ଉତ୍ପାଦ |"
বজ্ৰপাতৰ অনুপাত,ବଜ୍ରପାତ ଅନୁପାତ |
ক্ৰছ ছেকচন,କ୍ରସ୍ ବିଭାଗ
ক্ৰিপ্টোগ্ৰাফী,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"ঘনক, ঘনক","କ୍ୟୁବ୍, କ୍ୟୁବ୍"
ঘনক সংখ্যা,କ୍ୟୁବ୍ ନମ୍ବର |
ঘনক মূল,କ୍ୟୁବ୍ ମୂଳ |
"ঘন, ঘন, ঘন, দ্বিঘাত, ত্ৰিকোণীয়, ঘন","କ୍ୟୁବ୍, ଘନ, ଘନ, ଚତୁର୍ଥାଂଶ, ଟ୍ରାଇଗୋନାଲ୍, ଘନ |"
"ঘন, ঘন, ঘন","କ୍ୟୁବ୍, କ୍ୟୁବ୍, ଘନ |"
দ্বিঘাত সমীকৰণ,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
ঘন ইঞ্চি,ଘନ ଇଞ୍ଚ |
ঘন মিটাৰ,ଘନ ମିଟର
দ্বিঘাত প্যাৰাবোলা,ଚତୁର୍ଭୁଜ ପାରାବୋଲା |
ঘনক মূল,କ୍ୟୁବ୍ ମୂଳ |
ট্ৰিপল টাৰ্ম,ତ୍ରିଗୁଣ ଅବଧି
অৰ্থোগনেল সমান্তৰাল,orthogonal ସମାନ୍ତରାଳ |
"ক্ৰমবৰ্ধমান সংকলিত,",ସଂକଳିତ ସଂକଳିତ
ক্ৰমবৰ্ধমান বক্ৰ,ସଂକଳନ ବକ୍ର
ক্ৰমবৰ্ধমান বিতৰণ ফলন,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ক্ৰমবৰ্ধমান কম্পাঙ্ক,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ କ୍ୟୁମୁଲେଟିଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
"curl, কুইন্টল","କର୍ଲ, କ୍ୱିଣ୍ଟାଲ୍ |"
দ্বিসমান্তৰাল বক্ৰ,ଦ୍ୱିପାକ୍ଷିକ ବକ୍ର
ভেক্টৰ কাৰ্ল,ଭେକ୍ଟର୍ କର୍ଲ୍ |
"ধনু, খিলান","ଧନୁ ବନ୍ଧନୀ, ଆର୍"
নিজৰা,stream ରଣା
চলন্ত বিন্দু,ଚଳନ ବିନ୍ଦୁ |
বক্ৰতা,ବକ୍ରତା
বক্ৰতা প্ৰভাৱ,ବକ୍ର ପ୍ରଭାବ
বক্ৰ,ବକ୍ର
বক্ৰ ৰেখা,ବକ୍ର ରେଖା
বক্ৰ ট্ৰেচিং,ବକ୍ର ଅନୁସନ୍ଧାନ
বক্ৰৰেখাৰ এছিম্পটট,curvilinear asymptote |
বক্ৰৰেখা স্থানাংক,curvilinear coordinates
বক্ৰৰেখাৰ ৰিগ্ৰেছন,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
"অস্পষ্ট, cusp","ଅସ୍ପଷ୍ଟ, କସପ |"
"চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা","ଚକ, ଘୂର୍ଣ୍ଣନ, ଚକ୍ର, କାଷ୍ଟିଂ ଚକ, ସଙ୍କୋଚନ ଚକ |"
চক্ৰীয় ভ্যাৰিয়েন্স,ଚକ୍ରବର୍ତ୍ତୀ ଭିନ୍ନତା |
চক্ৰীয় ভেক্টৰ উৎপাদন,ସାଇକ୍ଲିକ୍ ଭେକ୍ଟର ଉତ୍ପାଦ |
চক্ৰীয় চাহিদা,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
চক্ৰীয় প্ৰকাশ,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
চক্ৰীয় গোট,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
চক্ৰীয় ক্ৰমবিন্যাস,ଚକ୍ରବ୍ୟୁହ
"চাইক্ল&#39;ইড, চাইক্ল&#39;ইড","ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |"
"চিলিণ্ডাৰ, চিলিণ্ডাৰ","ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର"
"নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ","ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |"
চিলিণ্ডাৰ পৃষ্ঠা,ସିଲିଣ୍ଡର ପୃଷ୍ଠା |
"শূন্য, চাইফাৰ","ଶୂନ, ସାଇଫର୍"
ডিলবাৰ্টৰ মতবাদ,ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |
ডেম্প কৰা সহজ হাৰমনিক গতি,ସରଳ ହରମୋନିକ୍ ଗତି
ডেম্পিং ধ্ৰুৱক,ଡମ୍ପିଂ ସ୍ଥିର |
"দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট","ଦତ୍ତ, ଉପାଟା, ତଥ୍ୟ, ବିଶ୍ୱାସ |"
দত্ত আণ্ডাৰটেকিং,ଦତ୍ତ କାର୍ଯ୍ୟ
বিশ্বাস সম্পদ ব্যৱস্থা,ବିଶ୍ୱାସ ଉତ୍ସ ପ୍ରଣାଳୀ
ডাটা প্ৰচেছৰ,ଡାଟା ସଞ୍ଚାଳକ
ডাটা শ্বীট,ତଥ୍ୟ ଫର୍ଦ୍ଦ
decagon,ଡିକାଗନ୍ |
ডেকাগ্ৰাম,ଡେକାଗ୍ରାମ୍ |
ডেকামিটাৰ,ଡ଼େସିମିଟର |
ক্ষয় সূচকাংক,କ୍ଷୟ ସୂଚକାଙ୍କ |
ক্ষয় বক্ৰ,କ୍ଷୟ ବକ୍ର
মাৰ্জিত কাৰ্য্য,ସୁନ୍ଦର କାର୍ଯ୍ୟ
desigram,desigram
দশমিক,ଦଶମିକ
"দশমিক, দশমিক","ଦଶମିକ, ଦଶମିକ"
দশমিক ক&#39;ড,ଦଶମିକ କୋଡ୍
দশমিক ক&#39;ডযুক্ত অংক,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
দশমিক প্ৰসাৰণ,ଦଶମିକ ବିସ୍ତାର
দশমিক ভগ্নাংশ,ଦଶମିକ ଭଗ୍ନାଂଶ
দশমিক সংকেত ব্যৱস্থা,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
দশমিক সংকেত ব্যৱস্থা,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
দশমিক বিন্দু,ଦଶମିକ ବିନ୍ଦୁ |
দশমিক স্কেল,ଦଶମିକ ସ୍କେଲ
দশমিক ব্যৱস্থা,ଦଶମିକ ସିଷ୍ଟମ୍ |
ডেচিমিটাৰ,ଡ଼ିସିମିଟର |
এনকোডিং,ଏନକୋଡିଂ
সিদ্ধান্তৰ আৰ্হি,ନିଷ୍ପତ୍ତି ମଡେଲ୍
সিদ্ধান্ত তত্ত্ব,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
সিদ্ধান্ত চলক,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
"ডিকোডাৰ, ডিকোডাৰ","ଡିକୋଡର୍, ଡିକୋଡର୍ |"
"এনকোডিং, ডিকোডিং","ଏନକୋଡିଂ, ଡିକୋଡିଂ |"
পৃথক কৰিব পৰা ছেট,ପୃଥକ ସେଟ୍ |
ডিমিনিচিং,ହ୍ରାସ ପାଉଛି
ডিমিনিচিং ফাংচন,ହ୍ରାସ କାର୍ଯ୍ୟ
ডেডেকাইণ্ড-কাট,ଡେଡେକିଣ୍ଡ-କଟ୍ |
ডেডেকাইণ্ড-উপাপাদ্য,ଡେଡେକିଣ୍ଡ-ଥିଓରେମ୍ |
অন্তৰ্ভুক্ত কৰা,ଅନ୍ତର୍ଭୂକ୍ତ କରିବାକୁ
কৰ্পৰেট প্ৰেকটিছ,କର୍ପୋରେଟ୍ ଅଭ୍ୟାସ |
ভুল কৰা,ଭୁଲ
সংজ্ঞাগত সমীকৰণ,ସଂଜ୍ଞା ସମୀକରଣ |
নিৰ্দিষ্ট অখণ্ড,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
ফিক্সড মেট্ৰিক্স,ସ୍ଥିର ମ୍ୟାଟ୍ରିକ୍ସ |
"সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা","ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଶ୍ଚିତତା |"
বিকৃতি বক্ৰ,ବିକୃତି ବକ୍ର
বিকৃত পৃষ্ঠা,ବିକୃତ ପୃଷ୍ଠା |
"debauchery, অশ্লীলতা","ଖରାପ, ଅବମାନନା |"
পৰিবহণৰ সমস্যাত ভুল হোৱা,ପରିବହନ ସମସ୍ୟାରେ ଅସ୍ପଷ୍ଟତା |
"ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী","ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ଶକ୍ତି, ଡିଗ୍ରୀ, ପରିମାଣ, ପରିମାଣ, ଡିଗ୍ରୀ |"
অৱভেদ্য সমীকৰণৰ শক্তি,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଶକ୍ତି |
"স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা","ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ, ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ |"
বহুপদৰ শক্তি,ବହୁଜନର ଶକ୍ତି |
বহিষ্কাৰ কৰা এনট্যুৰেজ,ବହିଷ୍କୃତ
ডেল্টা ফাংচন,ଡେଲଟା ଫଙ୍କସନ୍
চাহিদা আৰু উপযোগিতা বক্ৰ,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
চাহিদা সমীকৰণ,ଚାହିଦା ସମୀକରଣ |
চাহিদা কাৰ্য্য,ଚାହିଦା କାର୍ଯ୍ୟ
জনগাঁথনিগত অধ্যয়ন,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
জনগাঁথনি,ଜନସଂଖ୍ୟା
the-mower উপপাদ্য,ମାଉର୍ ଥିଓରେମ୍ |
"প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা","ପ୍ରଦର୍ଶନ କରିବାକୁ, ସାକ୍ଷ୍ୟ ଦେବାକୁ, ପ୍ରଦର୍ଶନ କରିବାକୁ |"
"প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন","ପ୍ରତିନିଧିତ୍ୱ, ପ୍ରମାଣ, ପ୍ରଦର୍ଶନ, ପ୍ରଦର୍ଶନ"
প্ৰতিনিধিত্বমূলক জ্যামিতি,ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |
প্ৰত্যেক,ପ୍ରତ୍ୟେକ
ঘন সমষ্টি,ଘନ ଏଗ୍ରିଗେଟ୍ |
"ঘনত্ব, ঘনত্ব","ଘନତା, ଘନତା"
গণনাযোগ্য ছেট,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
আৰোহী ধ্ৰুৱক,ଉପର ସ୍ଥିର
নিৰ্ভৰশীল ইভেন্ট,ନିର୍ଭରଶୀଳ ଘଟଣା |
নিৰ্ভৰশীল যাদৃচ্ছিক চলক,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
নিৰ্ভৰশীল চলক,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
নিৰ্ভৰশীল চলক,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
বিষণ্ণতাৰ কোণ,ଉଦାସୀନତାର କୋଣ
"ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য","derivation, derivative, ଭିନ୍ନତା |"
"ডেৰাইভেটিভ, ডেৰাইভেটিভ","derivative, derivative"
ব্যুৎপন্ন পৰিসৰ,ପ୍ରାପ୍ତ ପରିସର
ব্যুৎপত্তি কৰা গোট,ନିର୍ମିତ ସେଟ୍ |
"অৱতৰণ কৰা, অৱতৰণ কৰা","ଅବତରଣ, ଅବତରଣ"
অৱনমিত ক্ৰম,ଅବତରଣ କ୍ରମ |
অৱনমিত পৰিসৰ,ଅବତରଣ ପରିସର
