Gujarati,Kannada
સંરક્ષણ નિયમ,ಸಂರಕ್ಷಣೆ ನಿಯಮ
કન્સોલ,ಕನ್ಸೋಲ್
સ્થિર વર્તમાન સ્ત્રોત,ಸ್ಥಿರ ಪ್ರಸ್ತುತ ಮೂಲ
સ્થિર K-ફિલ્ટર,ಸ್ಥಿರ ಕೆ-ಫಿಲ್ಟರ್
સ્થિર વોલ્ટેજ ટ્રાન્સફોર્મર,ಸ್ಥಿರ ವೋಲ್ಟೇಜ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ગ્રાહક ઇલેક્ટ્રોનિક્સ,ಗ್ರಾಹಕ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
સંપર્ક કરો,ಸಂಪರ್ಕಿಸಿ
સંપર્ક જમ્પ,ಸಂಪರ್ಕ ಜಂಪ್
સંપર્ક સંભવિત,ಸಂಪರ್ಕ ಸಾಮರ್ಥ್ಯ
સંપર્ક વસંત,ವಸಂತ ಸಂಪರ್ಕಿಸಿ
સાતત્ય,ನಿರಂತರ
સાતત્ય કાર્ય,ನಿರಂತರ ಕಾರ್ಯ
સતત સ્પેક્ટ્રમ,ನಿರಂತರ ಸ್ಪೆಕ್ಟ್ರಮ್
સતત તરંગ ઓસિલેટર,ನಿರಂತರ ತರಂಗ ಆಂದೋಲಕ
વિપરીત,ಕಾಂಟ್ರಾಸ್ಟ್
કોન્ટ્રાસ્ટ રેશિયો,ಕಾಂಟ್ರಾಸ್ಟ್ ಅನುಪಾತ
નિયંત્રક બસ,ನಿಯಂತ್ರಕ ಬಸ್
નિયંત્રક ગ્રીડ,ನಿಯಂತ್ರಕ ಗ್ರಿಡ್
નિયંત્રણ કી,ನಿಯಂತ್ರಣ ಕೀ
કંટ્રોલ પેનલ,ನಿಯಂತ್ರಣಫಲಕ
નિયંત્રણ કક્ષ,ನಿಯಂತ್ರಣ ಕೊಠಡಿ
નિયંત્રણ માર્ગ,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
નિયંત્રણ વિભાગ,ನಿಯಂತ್ರಣ ಘಟಕ
કન્વર્જન્સ,ಒಮ್ಮುಖ
રૂપાંતર કાર્યક્ષમતા,ಪರಿವರ್ತನೆ ದಕ್ಷತೆ
રૂપાંતર સમય,ಪರಿವರ್ತನೆ ಸಮಯ
કાટ,ತುಕ್ಕು
નકલ,ನಕಲು
"તાંબુ, તાંબુ","ತಾಮ್ರ, ತಾಮ್ರ"
તાંબાની ખોટ,ತಾಮ್ರದ ನಷ್ಟ
તાંબાનો તાર,ತಾಮ್ರದ ತಂತಿಯ
કોપ્રોસેસર,ಕೊಪ್ರೊಸೆಸರ್
કોર,ಮೂಲ
મુખ્ય નુકશાન,ಕೋರ್ ನಷ್ಟ
મુખ્ય સામગ્રી,ಕೋರ್ ವಸ್ತು
વર્તુળ નિમજ્જન,ವೃತ್ತ ಇಮ್ಮರ್ಶನ್
કોસ્ટા-લૂપ,ಕೋಸ್ಟಾ-ಲೂಪ್
ગણિતની આવર્તન,ಗಣಿತ ಆವರ್ತನ
ગણતરી દર ગેજ,ಎಣಿಕೆ ದರ ಗೇಜ್
કોમ્પવેલ બ્રિજ,ಕಾಂಪ್ವೆಲ್ ಸೇತುವೆ
જોડી સર્કિટ,ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್
કપલિંગ કેપેસિટર,ಜೋಡಿಸುವ ಕೆಪಾಸಿಟರ್
જોડી બનાવવાની પદ્ધતિ,ಜೋಡಿಸುವ ವಿಧಾನ
સહ સંયોજક બંધન,ಕೋವೆಲನ್ಸಿಯ ಬಂಧ
મૂળ બટન,ಮೂಲ ಬಟನ್
ક્રેશ,ಕುಸಿತ
ટોચ,ಶಿಖರ
ટોચ,ಶಿಖರ
અશાંતિ,ಪ್ರಕ್ಷುಬ್ಧತೆ
નિર્ણાયક કોણ,ನಿರ್ಣಾಯಕ ಕೋನ
જટિલ જોડાણ,ನಿರ್ಣಾಯಕ ಜೋಡಣೆ
ગંભીર રીતે હતાશ,ವಿಮರ್ಶಾತ್ಮಕವಾಗಿ ಖಿನ್ನತೆಗೆ ಒಳಗಾದ
જટિલ આવર્તન,ನಿರ್ಣಾಯಕ ಆವರ್ತನ
નિર્ણાયક પ્રેરણા,ನಿರ್ಣಾಯಕ ಪ್ರೇರಣೆ
નિર્ણાયક રેસ,ನಿರ್ಣಾಯಕ ಜನಾಂಗ
નિર્ણાયક પ્રતિકાર,ನಿರ್ಣಾಯಕ ಪ್ರತಿರೋಧ
ક્રોસ એસેમ્બલર,ಅಡ್ಡ ಅಸೆಂಬ್ಲರ್
ક્રોસ કપલિંગ,ಅಡ್ಡ ಜೋಡಣೆ
ઊભી ચિત્ર,ಲಂಬ ಚಿತ್ರ
સંક્રમણ વિકૃતિ,ಪರಿವರ್ತನೆಯ ಅಸ್ಪಷ್ಟತೆ
સંક્રમણ મોડ્યુલેશન,ಪರಿವರ್ತನೆ ಮಾಡ್ಯುಲೇಶನ್
અપ્રસ્તુત સંકેત,ಅಪ್ರಸ್ತುತ ಸಂಕೇತ
ક્રોસબાર વિનિમય,ಅಡ್ಡಪಟ್ಟಿ ವಿನಿಮಯ
ટ્રાંસવર્સ ફીલ્ડ એમ્પ્લીફાયર,ಅಡ್ಡ ಕ್ಷೇತ್ರ ಆಂಪ್ಲಿಫಯರ್
ક્રોસઓવર ડિટેક્ટર,ಕ್ರಾಸ್ಒವರ್ ಡಿಟೆಕ್ಟರ್
સંક્રમણ સર્કિટ,ಪರಿವರ್ತನೆ ಸರ್ಕ್ಯೂಟ್
ક્રિસ્ટલ માઇક્રોફોન,ಸ್ಫಟಿಕ ಮೈಕ್ರೊಫೋನ್
ક્રિસ્ટલ ઓસિલેટર,ಸ್ಫಟಿಕ ಆಂದೋಲಕ
ક્યુરી પોઈન્ટ,ಕ್ಯೂರಿ ಪಾಯಿಂಟ್
સ્ટ્રીમ એમ્પ્લીફાયર,ಸ್ಟ್ರೀಮ್ ಆಂಪ್ಲಿಫಯರ್
વર્તમાન નિયંત્રિત વર્તમાન સ્ત્રોત (CCCS),ಪ್ರಸ್ತುತ ನಿಯಂತ್ರಿತ ಪ್ರಸ್ತುತ ಮೂಲ (CCCS)
વર્તમાન નિયંત્રિત વોલ્ટેજ સ્ત્રોત (CCVS),ಪ್ರಸ್ತುತ ನಿಯಂತ್ರಿತ ವೋಲ್ಟೇಜ್ ಮೂಲ (CCVS)
સ્ટ્રીમ રિચાર્જ,ಸ್ಟ್ರೀಮ್ ರೀಚಾರ್ಜ್
વર્તમાન લાભ,ಪ್ರಸ್ತುತ ಹತೋಟಿ
વર્તમાન મર્યાદા,ಪ್ರಸ್ತುತ ಮಿತಿ
સીમાંત વર્તમાન રેઝિસ્ટર,ಮಾರ್ಜಿನಲ್ ಕರೆಂಟ್ ರೆಸಿಸ್ಟರ್
સ્ટ્રીમ પ્રતિબિંબ,ಸ್ಟ್ರೀಮ್ ಪ್ರತಿಫಲನ
સ્ટ્રીમ મોડ લોજિક,ಸ್ಟ್ರೀಮ್ ಮೋಡ್ ಲಾಜಿಕ್
સ્ટ્રીમ એક્સેસ,ಸ್ಟ್ರೀಮ್ ಪ್ರವೇಶ
સ્ટ્રીમ સ્ત્રોત,ಸ್ಟ್ರೀಮ್ ಮೂಲ
વર્તમાન-વોલ્ટેજ કન્વર્ટર,ಪ್ರಸ್ತುತ-ವೋಲ್ಟೇಜ್ ಪರಿವರ್ತಕ
વર્તમાન ટ્રાન્સફર રેશિયો,ಪ್ರಸ್ತುತ ವರ್ಗಾವಣೆ ಅನುಪಾತ
વર્તમાન ટ્રાન્સફોર્મર,ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
સ્થિર વર્તમાન,ಸ್ಥಿರ ಪ್ರಸ್ತುತ
"નિર્દેશક, કર્સર","ಪಾಯಿಂಟರ್, ಕರ್ಸರ್"
નીચા ડ્રાઈવર વોલ્ટેજ,ಕಡಿಮೆ ಚಾಲಕ ವೋಲ್ಟೇಜ್
"પૂર્વગ્રહ સમાપ્ત કરો, પૂર્વગ્રહ સમાપ્ત કરો","ಅಂತ್ಯ ಪಕ್ಷಪಾತ, ಅಂತ್ಯ ಪಕ್ಷಪಾತ"
અંતિમ આવર્તન,ಅಂತಿಮ ಆವರ್ತನ
અંત ઝોન,ಅಂತಿಮ ವಲಯ
વળાંક ટ્રેસ,ಕರ್ವ್ ಟ್ರೇಸ್
ચક્ર,ಸೈಕಲ್
ચક્ર ચૌર્ય,ಚಕ್ರ ಚೌರ್ಯ
નળાકાર લેન્સ,ಸಿಲಿಂಡರಾಕಾರದ ಮಸೂರ
ક્રિસ્ટલ ડિસ્પ્લે,ಸ್ಫಟಿಕ ಪ್ರದರ್ಶನ
ડિજિટલ થી એનાલોગ કન્વર્ટર,ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ ಪರಿವರ್ತಕ
ડીસી રીસ્ટોર સર્કિટ,ಡಿಸಿ ರಿಸ್ಟೋರ್ ಸರ್ಕ್ಯೂಟ್
ડિજિટલ/એનાલોગ કન્વર્ટર,ಡಿಜಿಟಲ್ / ಅನಲಾಗ್ ಪರಿವರ್ತಕ
"ડિજિટલ એનાલોગ કન્વર્ટર, DAC","ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ, DAC"
ખરાબ રોકાણ,ಕೆಟ್ಟ ಹೂಡಿಕೆ
ભીના ઓસિલેશન,ಒದ್ದೆಯಾದ ಆಂದೋಲನ
હતાશ સમય,ಖಿನ್ನತೆಯ ಸಮಯ
ભીનાશ,ತೇವಗೊಳಿಸುವಿಕೆ
ભીનાશ પડતો વમળ પ્રવાહ,ಸುಳಿಯ ಪ್ರವಾಹವನ್ನು ತಗ್ಗಿಸುವುದು
ભીનાશ ગુણાંક,ಡ್ಯಾಂಪಿಂಗ್ ಗುಣಾಂಕ
શ્યામ પ્રવાહ,ಡಾರ್ಕ್ ಕರೆಂಟ್
ડાર્લિંગ્ટન એમ્પ્લીફાયર,ಡಾರ್ಲಿಂಗ್ಟನ್ ಆಂಪ್ಲಿಫಯರ್
ડાર્લિંગ્ટન સર્કિટ,ಡಾರ್ಲಿಂಗ್ಟನ್ ಸರ್ಕ್ಯೂಟ್
ડાર્લિંગ્ટન જોડી,ಡಾರ್ಲಿಂಗ್ಟನ್ ಜೋಡಿ
dos,dos
"ડેટા, વિશ્વાસ","ಡೇಟಾ, ನಂಬಿಕೆ"
કમાતા શરીર પર વિશ્વાસ કરો,ನಂಬಿಕೆ ಗಳಿಸುವ ದೇಹ
માહિતી સંગ્રાહક,ಡೇಟಾ ಸಂಗ್ರಹಣೆ
ડેટા કોડ,ಡೇಟಾ ಕೋಡ್
ડેટા લેખક,ಡೇಟಾ ಬರಹಗಾರ
ડેટા મલ્ટિપ્લેક્સર,ಡೇಟಾ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
"ડેટા પોર્ટ, ડેટા પોર્ટ","ಡೇಟಾ ಪೋರ್ಟ್, ಡೇಟಾ ಪೋರ್ಟ್"
ડેટા પીકર,ಡೇಟಾ ಪಿಕ್ಕರ್
ડેટા શીટ,ಮಾಹಿತಿಯ ಕಾಗದ
dB/ઓક્ટો,dB/oct
ડીસી એમ્પ્લીફાયર,ಡಿಸಿ ಆಂಪ್ಲಿಫಯರ್
ડીસી મોટર,ಡಿಸಿ ಮೋಟಾರ್
ડીસી ઓફસેટ,ಡಿಸಿ ಆಫ್ಸೆಟ್
ડીસી. વીજ પુરવઠો,ಡಿಸಿ. ವಿದ್ಯುತ್ ಸರಬರಾಜು
ડીસી. પુનર્વસન,ಡಿಸಿ. ಪುನರ್ವಸತಿ
ડીસી. પુનઃસ્થાપિત કરનાર,ಡಿಸಿ. ಪುನಃಸ್ಥಾಪಕ
ડીસી થી એસી કન્વર્ટર,ಡಿಸಿಯಿಂದ ಎಸಿ ಪರಿವರ್ತಕಕ್ಕೆ
ડીસી. મોટેથી નિયંત્રણ,ಡಿಸಿ. ಧ್ವನಿ ನಿಯಂತ್ರಣ
Mh-કનેક્ટર,Mh-ಕನೆಕ್ಟರ್
ડાયરેક્ટ કપલ્ડ ટ્રાન્ઝિસ્ટર લોજિક ગેટ/ડીસી ટી.એલ.,ಡೈರೆಕ್ಟ್ ಕಪಲ್ಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್ ಗೇಟ್/ಡಿಸಿ ಟಿ.ಎಲ್.
ડીસી. ક્ષતિગ્રસ્ત ઓપરેશનલ એમ્પ્લીફાયર,ಡಿಸಿ. ಹಾನಿಗೊಳಗಾದ ಆಪರೇಷನಲ್ ಆಂಪ್ಲಿಫೈಯರ್
બિન-મજબૂતીકરણ,ಅಲ್ಲದ ಬಲವರ್ಧನೆ
ડીમોર્ગનનો કાયદો,ಡೆಮೊರ್ಗಾನ್ ಕಾನೂನು
ડી સૌતી પુલ,ಡಿ ಸೌತಿ ಸೇತುವೆ
આરામ નો સમય,ವಿಶ್ರಾಂತಿ ವೇಳೆ
આરામ ઝોન,ವಿಶ್ರಾಂತಿ ವಲಯ
ખામી ક્લિયરન્સ,ದೋಷ ತೆರವು
દાયકા કેલ્ક્યુલેટર,ದಶಕದ ಕ್ಯಾಲ್ಕುಲೇಟರ್
ડેસિબલ,ಡೆಸಿಬೆಲ್
દશાંશ કેલ્ક્યુલેટર,ದಶಮಾಂಶ ಕ್ಯಾಲ್ಕುಲೇಟರ್
દશાંશ-દ્વિસંગી રૂપાંતરણ,ದಶಮಾಂಶ-ದ್ವಿಮಾನ ಪರಿವರ್ತನೆ
સરનામું ડીકોડિંગ,ವಿಳಾಸ ಡಿಕೋಡಿಂಗ್
ડીકોડર,ಡಿಕೋಡರ್
એલિલ્સ,ಆಲೀಲ್ಗಳು
સમર્પિત એપ્લિકેશન,ಮೀಸಲಾದ ಅಪ್ಲಿಕೇಶನ್
સમર્પિત નિયંત્રક,ಮೀಸಲಾದ ನಿಯಂತ್ರಕ
ડીસી. પૂર્વ-મજબૂતીકરણ સર્કિટ,ಡಿಸಿ. ಪೂರ್ವ ಬಲವರ್ಧನೆಯ ಸರ್ಕ್ಯೂಟ್
ખામી ઘનતા,ದೋಷದ ಸಾಂದ್ರತೆ
ડિફ્લેક્શન કોઇલ,ವಿಚಲನ ಸುರುಳಿ
ડિફ્લેક્શન પ્લેટ,ವಿಚಲನ ಫಲಕ
વિચલન એકમ,ವಿಚಲನ ಘಟಕ
નિષ્ફળતા,ವೈಫಲ್ಯ
(ચુંબકીય) વિક્ષેપ,(ಕಾಂತೀಯ) ಪ್ರಸರಣ
ડી ગૌસન જન્માક્ષર,ಡಿ ಗೌಸನ್ ಜಾತಕ
ડી ગોસન,ಡಿ ಗಾಸನ್
વિલંબ સર્કિટ,ವಿಳಂಬ ಸರ್ಕ್ಯೂಟ್
વિલંબ રેખા,ವಿಳಂಬ ಸಾಲು
વિલંબ સમય,ವಿಳಂಬ ಸಮಯ
વિલંબિત સ્વચાલિત લાભ નિયંત્રક,ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ
વિલંબિત સ્વચાલિત લાભ નિયંત્રક,ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಲಾಭ ನಿಯಂತ್ರಕ
વિલંબિત સ્વચાલિત લાઉડનેસ કંટ્રોલર / વિલંબિત AVC,ವಿಳಂಬವಾದ ಸ್ವಯಂಚಾಲಿತ ಧ್ವನಿ ನಿಯಂತ್ರಕ / ವಿಳಂಬವಾದ AVC
ડેલોન મિકેનિકલ રેક્ટિફાયર,ಡೆಲೋನ್ ಮೆಕ್ಯಾನಿಕಲ್ ರಿಕ್ಟಿಫೈಯರ್
ડેલ્ટા કનેક્શન,ಡೆಲ್ಟಾ ಸಂಪರ್ಕ
ડેલ્ટા બંદૂક,ಡೆಲ್ಟಾ ಗನ್
ડેલ્ટા બંદૂકની નળી,ಡೆಲ್ಟಾ ಗನ್ ಮೆದುಗೊಳವೆ
ડેલ્ટા મોડ્યુલેશન,ಡೆಲ್ಟಾ ಮಾಡ್ಯುಲೇಶನ್
ડેલ્ટા-સિગ્મા એનાલોગ-અંક કન્વર્ટર,ಡೆಲ್ಟಾ-ಸಿಗ್ಮಾ ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
ડિમેગ્નેટાઇઝેશન,ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್
ડિમેગ્નેટાઇઝેશન વળાંક,ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಕರ್ವ್
ડિમેગ્નેટાઇઝેશન ગુણક,ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಗುಣಕ
ડિમોડ્યુલેશન,ಡಿಮೋಡ್ಯುಲೇಶನ್
ડિમોડ્યુલેટર,ಡಿಮೋಡ್ಯುಲೇಟರ್
ડી માર્ગન પ્રમેય,ಮಾರ್ಗನ್ ಪ್ರಮೇಯ
મલ્ટિપ્લેક્સર,ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
અસાધારણ સ્કોર,ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಸ್ಕೋರ್
અવક્ષય કેપેસિટર,ಸವಕಳಿ ಕೆಪಾಸಿಟರ್
અવક્ષય,ಸವಕಳಿ
અવક્ષય મોડ mosfet,ಸವಕಳಿ ಮೋಡ್ ಮಾಸ್ಫೆಟ್
"અવક્ષય ક્ષેત્ર, અવક્ષય ક્ષેત્ર","ಸವಕಳಿ ವಲಯ, ಸವಕಳಿ ವಲಯ"
રેટિંગ,ರೇಟಿಂಗ್
અસંતૃપ્ત અક્ષરો,ಡಿಸ್ಯಾಚುರೇಟೆಡ್ ಪಾತ್ರಗಳು
અસંવેદનશીલતા,ಸಂವೇದನಾಶೀಲತೆ
ડિઝાઇન નિયમો,ವಿನ್ಯಾಸ ನಿಯಮಗಳು
પરીક્ષણ ડિઝાઇન,ಪರೀಕ್ಷಾ ವಿನ್ಯಾಸ
વિનાશક પડઘો,ವಿನಾಶಕಾರಿ ಅನುರಣನ
શોધક,ಪತ್ತೆಕಾರಕ
વૈકલ્પિક વર્તમાન પુલ ડિટેક્ટર,ಪರ್ಯಾಯ ವಿದ್ಯುತ್ ಸೇತುವೆ ಪತ್ತೆಕಾರಕ
આવર્તન વિચલન સતત,ಆವರ್ತನ ವಿಚಲನ ಸ್ಥಿರ
વિચલન આવર્તન,ವಿಚಲನ ಆವರ್ತನ
ઉપકરણ,ಸಾಧನ
એન પાર્ટીશનો,ಎನ್ ವಿಭಾಗಗಳು
વિભાજન કેલ્ક્યુલેટર,ವಿಭಜನೆ ಕ್ಯಾಲ್ಕುಲೇಟರ್
વિભાજક,ವಿಭಜಕ
ડી-ફ્લિપ-ફ્લોપ,ಡಿ-ಫ್ಲಿಪ್-ಫ್ಲಾಪ್
d ફ્લિપ ફ્લોપ,ಡಿ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
ડાઇલેક્ટ્રિક સતત,ಅವಾಹಕ ಸ್ಥಿರ
ડાઇલેક્ટ્રિક્સ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್
ડાઇક,ಡೈಕ್
ડાયોડ ધોવાણ,ಡಯೋಡ್ ಸವೆತ
ડાયલ,ಡಯಲ್ ಮಾಡಿ
ટેપર્ડ ડાયાફ્રેમ,ಮೊನಚಾದ ಡಯಾಫ್ರಾಮ್
ડેઝી સાંકળ,ಡೈಸಿ ಚೈನ್
સ્ટેમ્પ માપ,ಸ್ಟಾಂಪ್ ಗಾತ್ರ
ડાઇલેક્ટ્રિક શોષણ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ડાઇલેક્ટ્રિક કોટિંગ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಲೇಪನ
ડાઇલેક્ટ્રિક બિંદુ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಪಾಯಿಂಟ್
"ડાઇલેક્ટ્રિક નુકશાન, ડાઇલેક્ટ્રિક નુકશાન,","ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ, ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ"
વિભેદક એમ્પ્લીફાયર,ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್
વિભેદક એમ્પ્લીફાયર,ಡಿಫರೆನ್ಷಿಯಲ್ ಆಂಪ್ಲಿಫಯರ್
વિભેદક કેથોડ પાછળનું,ಡಿಫರೆನ್ಷಿಯಲ್ ಕ್ಯಾಥೋಡ್ ಟ್ರೇಲಿಂಗ್
વિભેદક ઓપરેટર,ಡಿಫರೆನ್ಷಿಯಲ್ ಆಪರೇಟರ್
વિભેદક ઇનપુટ વોલ્ટેજ,ಡಿಫರೆನ್ಷಿಯಲ್ ಇನ್ಪುಟ್ ವೋಲ್ಟೇಜ್
વિભેદક મોડ,ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್
વિભેદક સ્થિતિ સંકેત,ಡಿಫರೆನ್ಷಿಯಲ್ ಮೋಡ್ ಸೂಚನೆ
વિભેદક જોડી,ವಿಭಿನ್ನ ಜೋಡಿ
વિભેદક PSK,ಡಿಫರೆನ್ಷಿಯಲ್ PSK
વિભેદક સર્કિટ,ಡಿಫರೆನ್ಷಿಯಲ್ ಸರ್ಕ್ಯೂಟ್
વિભેદક,ಭೇದಾತ್ಮಕ
ડિફ્યુઝ જંકશન ટ્રાન્ઝિસ્ટર,ಪ್ರಸರಣ ಜಂಕ್ಷನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
પ્રસરેલું રેઝિસ્ટર,ಪ್ರಸರಣ ಪ್ರತಿರೋಧಕ
પ્રસરણ,ಪ್ರಸರಣ
પ્રસરણ કેપેસિટર,ಪ್ರಸರಣ ಕೆಪಾಸಿಟರ್
ડિજિટલ ફિલ્ટર,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
સ્કોર,ಅಂಕ
ડિજિટલ સર્કિટ,ಡಿಜಿಟಲ್ ಸರ್ಕ್ಯೂಟ್
ડિજિટલ સંચાર,ಡಿಜಿಟಲ್ ಸಂವಹನ
ડિજિટલ તુલનાત્મક,ಡಿಜಿಟಲ್ ಹೋಲಿಕೆದಾರ
ડિજિટલ કમ્પ્યુટર,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
ડિજિટલ વિલંબ,ಡಿಜಿಟಲ್ ವಿಳಂಬ
ડિજિટલ ડિઝાઇન માઇક્રોપાવર,ಡಿಜಿಟಲ್ ವಿನ್ಯಾಸ ಮೈಕ್ರೋಪವರ್
ડિજિટલ ડિસ્પ્લે,ಡಿಜಿಟಲ್ ಪ್ರದರ್ಶನ
ડિજિટલ ફિલ્ટર,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್
ડિજિટલ ફિલ્ટરિંગ,ಡಿಜಿಟಲ್ ಫಿಲ್ಟರಿಂಗ್
સંખ્યાત્મક તર્ક,ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ
સંખ્યાત્મક તર્ક,ಸಂಖ್ಯಾತ್ಮಕ ತಾರ್ಕಿಕ
ડિજિટલ પોલિમીટર,ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್
ડિજિટલ પોલિમીટર,ಡಿಜಿಟಲ್ ಪಾಲಿಮೀಟರ್
ડિજિટલ પલ્સ,ಡಿಜಿಟಲ್ ನಾಡಿ
ડિજિટલ સિગ્નલ પ્રોસેસિંગ,ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ
ડિજિટલ ટેલિવિઝન,ಡಿಜಿಟಲ್ ದೂರದರ್ಶನ
ડિજિટલ એનાલોગ કન્વર્ટર,ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ
વીમા,ವಿಮೆ
પરિમાણીય સમીકરણ,ಆಯಾಮದ ಸಮೀಕರಣ
ડાયોડ,ಡಯೋಡ್
ડાયોડ લાક્ષણિકતાઓ,ಡಯೋಡ್ ಗುಣಲಕ್ಷಣಗಳು
ડાયોડ લાક્ષણિકતા વળાંક,ಡಯೋಡ್ ವಿಶಿಷ್ಟ ಕರ್ವ್
ડાયોડ ડિટેક્ટર,ಡಯೋಡ್ ಡಿಟೆಕ್ಟರ್
ડાયોડ ગુણક,ಡಯೋಡ್ ಗುಣಕ
ડાયોડ ટ્રાન્ઝિસ્ટર લોજિક/ડીટીએસ,ಡಯೋಡ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ ಲಾಜಿಕ್/ಡಿಟಿಎಸ್
પુત્રી,ಮಗಳು
nati સ્વીચ,ನಾಟಿ ಸ್ವಿಚ್
ડિપ્લોઇડ,ಡಿಪ್ಲಾಯ್ಡ್
દ્વિધ્રુવ,ದ್ವಿಧ್ರುವಿ
દ્વિધ્રુવીય એન્ટેના,ದ್ವಿಧ್ರುವಿ ಆಂಟೆನಾ
dirac,ಡೈರಾಕ್
સીધું સરનામું,ನೇರ ವಿಳಾಸ
સીધું જોડાણ,ನೇರ ಜೋಡಣೆ
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)
ડાયરેક્ટ લેખન બોડી,ನೇರ ಬರವಣಿಗೆಯ ದೇಹ
દિશાત્મક ગેમેટ,ದಿಕ್ಕಿನ ಗ್ಯಾಮೆಟ್
દિશાત્મક લાભ,ದಿಕ್ಕಿನ ಲಾಭ
દિશાસૂચકતા,ದಿಕ್ಕು
દિશા એન્ટેના,ದಿಕ್ಕಿನ ಆಂಟೆನಾ
અસમર્થ તપાસ,ಅಸಮರ್ಥ ತನಿಖೆ
ડિસેમ્બલ,ಡಿಸ್ಅಸೆಂಬಲ್
નિમજ્જન,ಇಮ್ಮರ್ಶನ್
"નિમજ્જન દીવો, નિમજ્જન દીવો","ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್, ಇಮ್ಮರ್ಶನ್ ಲ್ಯಾಂಪ್"
સૂક્ષ્મ દ્રવ્ય,ಕಣಗಳ ವಸ್ತು
વિતરણ કર,ವಿತರಣಾ ತೆರಿಗೆ
અંતર્મુખ એન્ટેના,ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ
ડિસ્ક,ಡಿಸ್ಕ್
વિસ્થાપન સતત (સતત),ಸ್ಥಳಾಂತರ ಸ್ಥಿರ (ಸ್ಥಿರ)
વિસ્થાપન વર્તમાન,ಸ್ಥಳಾಂತರ ಪ್ರಸ್ತುತ
વિસ્થાપન ભૂલ,ಸ್ಥಳಾಂತರ ದೋಷ
પ્રદર્શન,ಪ್ರದರ್ಶನ
સડો,ಕೊಳೆತ
વિકૃતિ,ಅಸ್ಪಷ್ಟತೆ
વિરૂપતા નુકસાન,ವಿರೂಪ ಹಾನಿ
વિકૃતિ વર્તમાન શ્રેણી,ಅಸ್ಪಷ್ಟತೆ ಪ್ರಸ್ತುತ ಶ್ರೇಣಿ
વિકૃતિ પ્રવાહ રોટ,ಅಸ್ಪಷ್ಟತೆ ಸ್ಟ್ರೀಮ್ ಕೊಳೆತ
વિકૃતિ સંવેદનશીલતા,ಅಸ್ಪಷ್ಟತೆ ಸೂಕ್ಷ್ಮತೆ
વિકૃતિ ગેઇન માર્જિન,ಅಸ್ಪಷ್ಟತೆ ಗಳಿಕೆ ಅಂಚು
વિરૂપતા ઇનપુટ પ્રતિકાર,ವಿರೂಪತೆಯ ಇನ್ಪುಟ್ ಪ್ರತಿರೋಧ
