English,Bengali
Antiferromagnetics,ডায়ম্যাগনেটিক উপাদান
Antiferromagnetism,"antiferromagnetism, antiferromagnetism"
Antifoggant,প্রতিকূল ফ্যাক্টর
Antigravity,বিরোধী মাধ্যাকর্ষণ
Antihalation backing,গ্যারান্টি লেপ
Antihunt device,ক্ষয়কারী ডিভাইস
Antijamming,প্রতিবন্ধক প্রতিরোধক
Antimagnetic,ডায়ম্যাগনেটিক
Antimatter,প্রতিপদার্থ
Antimicrophonic,অ্যান্টিমাইক্রোফোনিক
Antimissile,ক্ষেপণাস্ত্র বিরোধী
Antimorph,"antimorph, natural"
Antineutrino,অ্যান্টিনিউট্রিনো
Antineutron,অ্যান্টিনিউট্রন
Antinode,স্পন্দনশীল
Antinoise microphone,শব্দরোধী মাইক্রোফোন
Antinucleon,অ্যান্টিনিউক্লিয়ন
Antiparallel,সমান্তরাল
Antiparallel spin,সমান্তরাল স্পিন
Antiparticle,প্রতিকণা
Antiphase region,বসতি এলাকা
Antiplane strain,বিপরীত বিকৃতি
Antiplugging relay,বিরোধী প্লাগযোগ্য রিলে
Antipolarising winding,প্রতি পোলারিটি কয়েল
Antiproton,প্রোটন প্রতি
Antireflection,বিরোধী প্রতিফলিত
Antiresonance,পাল্টা অনুরণন
Antiresonant,অ্যান্টিরেজোন্যান্ট
Antiresonant circuit,অ্যান্টিরেজোন্যান্ট সার্কিট
Antiresultant force,উত্পাদক শক্তি
Antis,ক্ষেপণাস্ত্র বিরোধী সিস্টেম
Antisidetone circuit,মাদকবিরোধী সার্কিট
Antistatic (agent),অ্যান্টিস্ট্যাটিক (ট্রানজিটিভ)
Antistatic antenna,স্ট্যাটিক অ্যান্টেনা
Antistiction oscillator,ঘর্ষণ বিরোধী অসিলেটর
Antistructure disorder,প্রতি কাঠামোর অমিল
Antisymmetric,প্রতিসম
Antisymmetric loading,আইসোমেট্রিক ওজন
Antisymmetric scattering,প্রতিসম বিক্ষিপ্তকরণ
Antisymmetrical pair,অপ্রতিসম জুড়ি
Antisymmetrical wave function,আইসোমেট্রিক তরঙ্গ ফাংশন
Antisymmetry,প্রতিসমতা
Antivibration mat,কম্পন বিরোধী কুশন
Antivibration mica,অ্যান্টি-ভাইব্রেশন মাইকা
Aperiodic balance,অ পুনরাবৃত্ত ব্যালেন্স
Aperiodic circuit,অ-পুনরাবৃত্ত সার্কিট
Aperiodic disturbances,পুনরাবৃত্ত ব্যাঘাত
Aperiodic motion,পুনরাবৃত্ত গতি
Aperiodical damping,অ-পুনরাবৃত্ত স্যাঁতসেঁতে
Aperiodical pendulum,অ পুনরাবৃত্ত পেন্ডুলাম
Aperiodicity,anachronism
Aperioic antenna,অ-পুনরাবৃত্ত অ্যান্টেনা
Apertometer,দরজা মিটার
Apertural disc,ছিদ্রযুক্ত স্ক্যানিং ডিস্ক
Apertural effect,দরজা প্রভাব
Aperture,দ্বারক
Aperture angle,"অ্যাপারচার কোণ, মরীচি কোণ"
Aperture illumination,দ্বারকা আলোকসজ্জা
Aperture lens,দরজা লেন্স
Aperture mask,দরজার মুখোশ
Aperture of a lens,লেন্স অ্যাপারচার
Aperture of mirror,আয়না দরজা
Aperture plate,দরজা প্লেট
Aperture ratio,অ্যাপারচার অনুপাত
Aperture stop,দরজা সীমাবদ্ধকারী
Apex,"শীর্ষ, শিখর, সামনে"
Apex angle,মরীচি কোণ
Apex condition,শীর্ষ অবস্থান
Apex distance,সর্বোচ্চ দূরত্ব
Aphakia,তত্পরতা
Aphelion,"সূর্য উচ্চ, সূর্য উচ্চ, অপ্সর"
Aplanat,উল্টানো লেন্স
Aplanatic,অ করুণ
Aplanatic focus,অটুট ফোকাস
Aplanatic lens,উল্টানো লেন্স
Aplanatic point,অ ভিন্ন বিন্দু
Aplanatic points of a sphere,গোলকের নন-ডাইভারটিং পয়েন্ট
Aplanatic surface,অ-রুটিন পৃষ্ঠা
Aplanatism,অ-অক্ষমতা
Aplanatism of the mirror,আয়না বিকৃতি
Apochromat,apochromat
Apochromatic lens,"hyperchromatic লেন্স, apochromatic লেন্স"
Apochromatic system,সুপার ক্রোম্যাটিক শরীর
Apochromatism,hyperchromaticity
Apogee distance,apogee দূরত্ব
Apogee rocket,apogee রকেট
Apogeee,"land-high, apogee"
Apolar,apolar
Apolar adsorption,ননপোলার শোষণ
Apolarity,parapolarity
Apostilb,apostilbe
Apparatus,যন্ত্র
Apparatus error,ডিভাইস ত্রুটি
Apparent,অপার্থিব
Apparent altitude,ভার্চুয়াল উচ্চতা
Apparent annual motion,ভার্চুয়াল বার্ষিক গতি
Apparent coefficient,ভার্চুয়াল সহগ
Apparent colour,ভার্চুয়াল রঙ
Apparent half wave potential,ভার্চুয়াল অর্ধ তরঙ্গ সম্ভাবনা
Apparent resistance,ভার্চুয়াল প্রতিরোধ
Apparent ressitivity,ভার্চুয়াল প্রতিরোধ ক্ষমতা
Apparent solar day,ভার্চুয়াল সৌর দিন
Apparent solar time,ভার্চুয়াল সৌর সময়
Apparent spectra,ভার্চুয়াল বর্ণালী
Apparent sun,দৃশ্যমান সূর্য
Apparent time,চাক্ষুষ সময়
Apparent watt,ভার্চুয়াল ওয়াট
Apparent weitht,ভার্চুয়াল লোড
Apparent zone,ভিজ্যুয়াল জোন
Appearance potential,"উদ্ভূত সম্ভাবনা, উদ্ভূত সম্ভাবনা"
Apple tube,এপিল নালী
Applegate diagram,অ্যাপলিগেট ডায়াগ্রাম
Appliance,যন্ত্রপাতি
Applicability,প্রযোজ্যতা
Applied mechanics,ফলিত মেকানিক্স
Applilcability range,প্রযোজ্যতা প্রাঙ্গনে
Appliled potential,সম্ভাব্য প্রয়োগ
Applique circuit,সংযোজন সার্কিট
Appreciable,পর্যবেক্ষণযোগ্য
Appression,সহানুভূতিশীল
Approach,পন্থা
Approach apron,প্রবেশ রুম
Approach beacon,অ্যাপ্রোচ বীকন
Approach control radar,অ্যাপ্রোচ কন্ট্রোল রাডার
Approach indicator,পদ্ধতির সূচক
Approach light,প্রদীপের কাছে যান
Approach marker beacon transmitter,স্যাটেলাইট বীকন ট্রান্সমিটার
Approach navigation,পন্থা নেভিগেশন
Approach path,পন্থা
Approximate,"কাছাকাছি, প্রায়"
Approximate absorption correction,আনুমানিক শোষণ পরিবর্তন
Approximate method,"ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
Approximation,অনুমান
APS (accessory power supply),অক্জিলিয়ারী পাওয়ার সাপ্লাই
Apse,অসাড়তা*
Apse distance,অসাড়তা
Apse line,অসাড় লাইন
Apsidal angle,কৌণিক কোণ
Apsidal distance,অসাড়তা দূরত্ব
Apsidal line,অসাড় লাইন
Apsidal motion,ইলেক্ট্রোস্ট্যাটিক গতি
Apside,অসাড়তা (বিন্দু)
Aquadag,aquadag
Aqueous tension,বাষ্পের চাপ
Arago point,এরগো পয়েন্ট
Arago spot,"ইরাগো ডিস্ক, ওরাগো সার্কেল"
Arbitrary,"এলোমেলো, এলোমেলো"
Arbitrary additive constant,নির্বিচারে যোজক ধ্রুবক
Arbitrary constant,নির্বিচারে ধ্রুবক
Arbitrary curve,নির্বিচারে বক্ররেখা
Arbitrary drag polar,বিনামূল্যে ট্র্যাকশন পোলার
Arbitrary electron,বিনামূল্যে ইলেকট্রন গ্রহণকারী
Arbitrary electron field,স্বেচ্ছাসেবী সম্প্রসারণ এলাকা
Arbitrary scale,নির্বিচারে স্কেল
Arbitrary scaling,এলোমেলো স্কেল
Arbitrary service time,স্বেচ্ছাসেবা
Arbitrary set of coordinates,স্থানাঙ্কের নির্বিচারে সেট
Arc,খিলান
Arc baffle,চাপ প্রতিরোধের
Arc component,পার্শ্ব-সংযুক্ত উপাদান
Arc converter,চাপ রূপান্তরকারী
Arc drop,আর্ক সম্ভাব্য ড্রপ
Arc furnace,"চাপ চুল্লি, চাপ চুল্লি"
Arc lamp,চাপ বাতি
Arc of vision,চাক্ষুষ চাপ
Arc oscillator,আর্ক অসিলেটর
Arc spectrum,আর্ক-স্পেকট্রাম
Arc welding,চাপ বা বক্ররেখার সৃষ্টি
Arc-rate,চাপ হার
Archaeological,প্রত্নতাত্ত্বিক
Archimedean antiprism,আর্কিমিডিয়ান অ্যান্টিপ্রিজম
Archimedean property,আর্কিমিড সম্পত্তি
Archimedean screw,আর্কিমিড স্ক্রু
Archimedean valuation,আর্কিমিডের মূল্যায়ন
Archimedes principle,আর্কিমিডিসের আইন
Architectural acoustics,স্থাপত্য শাব্দবিদ্যা
Arcing,arcane
Arcthrough,অর্চি ভবন
Area,"এলাকা, এলাকা"
Area control,রাষ্ট্র নিয়ন্ত্রণ
Area control radar,রাষ্ট্র নিয়ন্ত্রণ রাডার
Area drag,ক্ষেত্রের ট্র্যাকশন
Area in contant,স্পর্শক
Area monitoring,"ফিল্ড মনিটরিং, ফিল্ড স্ক্রুটিনি"
Area of Fresnel zone,ফ্রেসনেল জোন এলাকা
Areal,"আঞ্চলিক, আঞ্চলিক"
Areal acceleration,আঞ্চলিক ত্বরণ
Areal moment of inertia,জড়তার আঞ্চলিক মুহূর্ত
Areal velocity,আঞ্চলিক বেগ
Argon chamber,অঙ্গ কোষ
Argon glow lamp,অর্গান ব্রিলিয়ান্স ল্যাম্প
Argon ionisation detector,অর্গানাইজেশন ডিটেক্টর
Argument,"কোণ, যুক্তি"
Arithmetic organ,পাটিগণিত অংশ
Arm,"হাত, বাহু, শাখা"
Armature,আর্মেচার
Armature chatter,আর্মেচার র্যাটেল
Armature reaction,আর্মেচার প্রতিক্রিয়া
Armature winding,"আর্মেচার কয়েল, আর্মেচার কয়েল"
Arming,সৌন্দর্যায়ন
Arming signal,ভদ্রলোকের চিহ্ন
Armstrong system,আর্মস্ট্রং মেকানিজম
Array,"অ্যারে, অ্যারে"
Array factor,অ্যারে গুণক
Array of arrays,অ্যারের অ্যারে
Array of dislocation,ফল্ট অ্যারে
Array of lines,লাইন অ্যারে
Array of points,পয়েন্ট অ্যারে
Array sonar,অ্যারে সোনার (ভয়েস এবং অসমোসিস)
Arrel distortion,"ব্যারেল বিকৃতি, ড্রামার বিকৃতি"
Arrester,রিসিভার
Arrow stability,অধ্যবসায়
Arrow stable missile,স্থিতিশীল ক্ষেপণাস্ত্র
Arrow wing,হাঙ্গরের পালক
Articulation,উচ্চারণ স্বচ্ছতা
Articulation gain,উচ্চারণ লাভ
Articulation index,"উচ্চারণ স্বচ্ছতা, শ্রবণ স্বচ্ছতা"
Articulation point,সংযোগ বিন্দু
Articulation test,উচ্চারণ পরীক্ষা
Articulatory configuration,উচ্চারণ কনফিগারেশন
Artificial antenna,কৃত্রিম অ্যান্টেনা
Artificial disintegration,কৃত্রিম দ্রবীভূতকরণ
Artificial heat,কৃত্রিম তাপ
Artificial horizon,কৃত্রিম দিগন্ত
Artificial intellligence,কৃত্রিম বুদ্ধিমত্তা
Artificial isotope,কৃত্রিম আইসোটোপ
Artificial language,কৃত্রিম ভাষা
Artificial lift,কৃত্রিম উত্তোলন
Artificial light,কৃত্রিম আলো
Artificial light exposure,কৃত্রিম আলোর এক্সপোজার
Artificial line,কৃত্রিম লাইন
Artificial load,কৃত্রিম লোড
Artificial medium,কৃত্রিম মাধ্যম
Artificial moire,কৃত্রিম আঙ্গুল
Artificial planet,কৃত্রিম গ্রহ
Artificial radio element,কৃত্রিম তেজস্ক্রিয় উপাদান
Artificial radioactitivity,কৃত্রিম তেজস্ক্রিয়তা
Artificial rain,কৃত্রিম বৃষ্টি
Artificial satellite,কৃত্রিম উপগ্রহ
Artificial transmutation,কৃত্রিম রূপান্তর
Artificial voice,কৃত্রিম বক্তা
Ascending,আরোহী
Ascension of the star,আরোহণ
Ascent,আরোহণ
Asdic,asdic
Aspect,"অভিযোজন, চিত্র"
Aspect ratio,আনুমানিক অনুপাত
Aspheric,আগলি
Aspheric surface,গোলাকার পাতা
Aspherical lens,গোলাকার লেন্স
Aspherizing,সমষ্টি
Aspiration psychrometer,সাকশন হাইগ্রোমিটার
Assay,মাপা
Assemblage,এর সেট
Assemble,"সমাবেশ, সমাবেশ"
Assemble (=assemblage),"একত্রিত করা, একত্রিত করা, একত্রিত করা"
Assemble machine,সমাবেশ মেশিন
Assembler,"সমাবেশকারী, সমাবেশকারী"
Assembler language,সংযোজনকারী ভাষা
Assembler programme,অ্যাসেম্বলার প্রোগ্রাম
Assembley programme,সমাবেশ প্রোগ্রাম
Assessment of accuracy,নির্ভুল অনুমান
Assigned,উল্লেখিত
Assignment (of quantum numbers),(কোয়ান্টাম সংখ্যার) স্পেসিফিকেশন
Associated,"সহযোগী, সহযোগী, সংযোজিত"
Associated coil,সহচর রাশিফল
Associated energy,সহচর শক্তি
Associated mass,সহযোগী ভর
Associative storage,সহযোগী সঞ্চয়কারী
Assonance,স্বরধ্বনি
Assumed position,ভর্তি অবস্থান
Astable multivibrator (=free running multivibrator),স্বয়ংক্রিয় মাল্টিভাইব্রেটর
Astatic,অ্যাস্থেনিক
Astatic arm,অ্যাস্থেনিক বাহু
Astatic couple,ননস্ট্যাটিক জোড়া
Astatic equilibrium,"স্থির ভারসাম্য, ননস্ট্যাটিক ভারসাম্য"
Astatic galvanometer,ননস্ট্যাটিক গ্যালভানোমিটার
Astatic magnetometer,ননস্ট্যাটিক ম্যাগনেটোমিটার
Astatic microphone,স্ট্যাটিক মাইক্রোফোন
Astatic needle,"স্ট্যাটিক তালিকা, স্ট্যাটিক সুই"
Astatic pendulum,স্ট্যাটিক পেন্ডুলাম
Astatine,astatine
Asterism,তারার আলো
Astigmatic,বিন্দু
Astigmatic difference,পয়েন্ট ফোকাস
Astigmatic focus,পয়েন্ট ফোকাস
Astigmatic pencil,বিন্দু বিম
Astigmatism,"পরিহার, দৃষ্টিভঙ্গি"
Astigmatism of a surface,পৃষ্ঠা সংখ্যা
Aston's dark space,অ্যাস্টন অন্ধকার অঞ্চল
Aston's positive ray apparatus,অ্যাস্টন ধন কিরণ সরঞ্জাম
Aston's rule,অ্যাস্টন আইন
Astral rays,তারা রশ্মি
Astrionics,মহাকাশ ভ্রমণ ইলেকট্রনিক্স
Astroballistic quantity,b- প্রজেক্টিভ পরিমাণ
Astrocompass,অ্যাস্ট্রো-কম্পাস
Astrodome,জ্যোতির্ গম্বুজ
Astrogation,মহাকাশ নেভিগেশন
Astrographic,তারকা
Astrolabe,astrolabe
Astrometric position,জ্যোতির্বিদ্যাগত অবস্থান
Astrometry,জ্যোতির্মিতি
Astronaut,মহাকাশচারী
Astronautical engineer,মহাকাশচারী প্রকৌশলী
Astronautics,মহাকাশবিজ্ঞান
Astronavigation,খনির অপারেশন
Astronavigator,খনি
Astronometer,জ্যোতির্বিদ*
Astronomical,স্বর্গীয়
Astronomical argument,জ্যোতির্বিদ্যা কোণ
Astronomical calculation,জ্যোতির্বিদ্যা গণনা
Astronomical clock,জ্যোতির্বিদ্যা ঘড়ি
Astronomical constant,জ্যোতির্বিদ্যাগত ধ্রুবক
Astronomical coordinate,জ্যোতির্বিজ্ঞানের স্থানাঙ্ক
Astronomical day,জ্যোতির্বিজ্ঞানের দিন
Astronomical diagram,জ্যোতির্বিজ্ঞানের চিত্র
Astronomical eyepiece,স্বর্গীয় চোখ
Astronomical horizon,স্বর্গীয় দিগন্ত
Astronomical latitude,জ্যোতির্বিজ্ঞানের অক্ষাংশ
Astronomical longitude,জ্যোতির্বিদ্যা দ্রাঘিমাংশ
Astronomical map,astro-মানচিত্র
Astronomical mean sun,জ্যোতির্বিজ্ঞানের গড় সূর্য
Astronomical observation,জ্যোতির্বিদ্যা পর্যবেক্ষণ
Astronomical photography,জ্যোতির্বিজ্ঞান ফটোগ্রাফি
Astronomical refraction,জ্যোতির্বিজ্ঞানের প্রতিসরণ
Astronomical station,জ্যোতির্বিদ্যা কেন্দ্র
Astronomical telescope,জ্যোতির্বিদ্যা টেলিস্কোপ
Astronomical tide,স্বর্গীয় জোয়ার
Astronomical time,জ্যোতির্বিদ্যার সময়
Astronomical twilight,স্বর্গীয় মহিমা
Astronomical unit,জ্যোতির্বিদ্যা ইউনিট
Astronomical zenith,স্বর্গীয় শীর্ষবিন্দু
Astronomiccal tide generating force,স্বর্গীয় জোয়ার বল
Astronomy,জ্যোতির্বিদ্যা
Astrophy,অনিশ্চিত
Astrophysicist,জ্যোতির্পদার্থবিদ
Astrophysics,জ্যোতির্পদার্থবিদ্যা
Asymmetric dispersion,অপ্রতিসম বিচ্যুতি
Asymmetric side band =vestigial side band,"অবশিষ্ট পার্শ্বীয় ব্যান্ড, ভেস্টিজিয়াল পার্শ্বীয় ব্যান্ড"
Asymmetrical atom,অপ্রতিসম পরমাণু
Asymmetrical distribution,অসমমিত বন্টন
Asymmetrical loading,অপ্রতিসম লোড
Asymmetrical modulation,অপ্রতিসম মড্যুলেশন
Asymmetrical test,অপ্রতিসম পরীক্ষা
Asymmetrical top molecule,অসমমিত শীর্ষ অণু
Asymmetry effect,অপ্রতিসম প্রভাব
Asymmetry energy,অপ্রতিসম শক্তি
Asymmetry potential,অপ্রতিসম সম্ভাবনা
Asymmetry value,অপ্রতিসম মান
Asymptote,অ্যাসিম্পোটিক
Asymptotic,উত্তেজক
Asymptotic expansion,ঊর্ধ্বগামী বিস্তার
Asymptotic reactor-theory,আপস্ট্রিম চুল্লি নীতি
Asymptotical approach,অ্যাসিম্পোটিক পদ্ধতি
Asynchronous,অ্যাসিঙ্ক্রোনাস
Asynchronous computor,অ্যাসিঙ্ক্রোনাস কম্পিউটার
Asynchronous condenser,অ্যাসিঙ্ক্রোনাস কনভার্টার
Asynchronous multiplex,অ্যাসিঙ্ক্রোনাস মাল্টিপ্লেক্সিং
Asynchronous multiplexing,অ্যাসিঙ্ক্রোনাস মাল্টিপ্লেক্সিং
Asynchronous working,অ্যাসিঙ্ক্রোনাস মৃত্যুদন্ড
Athermancy,তাপ অপর্যাপ্ততা
Atmic diameter,পারমাণবিক ব্যাস
Atmosphere,"বায়ুমণ্ডল, বায়ুমণ্ডল"
Atmosphere fading,বায়ু বিবর্ণতা
Atmosphere standard,বায়ুমণ্ডল মান
Atmospheric,বায়ুমণ্ডলীয়
Atmospheric absorption,বায়ুমণ্ডলীয় শোষণ
Atmospheric accumulation,"বায়ুমণ্ডলীয় সঞ্চয়, বায়ুমণ্ডলীয় সঞ্চয়"
Atmospheric braking,বায়ুমণ্ডলীয় ব্রেক
Atmospheric circulation,বায়ুমণ্ডলীয় প্রচলন
Atmospheric density,বায়ুমণ্ডলীয় ঘনত্ব
Atmospheric depth,"বায়ুমণ্ডলীয় গভীরতা, বায়ুমণ্ডলীয় তীব্রতা"
Atmospheric duct,বায়ুমণ্ডলীয় জাহাজ
Atmospheric dust,বায়ুমণ্ডলীয় ধুলো
Atmospheric electricity,"বায়ু শক্তি, বায়ুমণ্ডলীয় বিদ্যুৎ"
Atmospheric equilibrium,বায়ুমণ্ডলীয় ভারসাম্য
Atmospheric factor,বায়ুমণ্ডলীয় ফ্যাক্টর
Atmospheric hymidity,বায়ুমণ্ডলীয় আর্দ্রতা
Atmospheric instability,বায়ুমণ্ডলীয় অস্থিরতা
Atmospheric interference,বায়ুমণ্ডলীয় গোলযোগ
Atmospheric inversion,বায়ুমণ্ডলীয় উষ্ণতা
Atmospheric mecchanics,বায়ুমণ্ডলীয় বলবিদ্যা
Atmospheric model,বায়ুমণ্ডলীয় মডেল
Atmospheric noise,বায়ুমণ্ডলীয় শব্দ
Atmospheric optics=meteorolgy optics,বায়ুমণ্ডলীয় অপটিক্স
Atmospheric oscillation,বায়ুমণ্ডলীয় দোলন
Atmospheric ozone,বায়ুমণ্ডলীয় ওজোন
Atmospheric physics,বায়ুমণ্ডলীয় পদার্থবিদ্যা
Atmospheric pressure,বায়ুমণ্ডলীয় চাপ
Atmospheric radiowave,বায়ুমণ্ডলীয় রেডিও তরঙ্গ
Atmospheric refraction,বায়ুমণ্ডলীয় প্রতিসরণ
Atmospheric stability,বায়ুমণ্ডলীয় স্থিতিশীলতা
Atmospheric tide,বায়ুমণ্ডলীয় জোয়ার
Atmospheric turbulence,বায়ুমণ্ডলীয় গোলযোগ
Atmospherics,ইলেক্ট্রোফোরেসিস
Atom,পারমাণবিক
Atom core,পারমাণবিক কোর
Atom electron ratio,পরমাণু-ইলেকট্রন অনুপাত
Atom polarization,পারমাণবিক মেরুকরণ
Atomic,পারমাণবিক
Atomic absorption coefficient,পারমাণবিক শোষণ সহগ
Atomic angular momentum,পারমাণবিক কৌণিক ভরবেগ
Atomic array,পারমাণবিক অ্যারে
Atomic beam,পরমাণু রশ্মি
Atomic bomb,পারমানবিক বোমা
Atomic bond energy,পারমাণবিক বন্ধন শক্তি
Atomic cation,পারমাণবিক ক্যাটেশন
Atomic clock,পারমাণবিক ঘড়ি
Atomic collision,পারমাণবিক সংঘর্ষ
Atomic configuration,পারমাণবিক কনফিগারেশন
Atomic constant,পারমাণবিক ধ্রুবক
Atomic coordinate,পারমাণবিক স্থানাঙ্ক
Atomic core,পারমাণবিক কোর
Atomic curve,পারমাণবিক বক্ররেখা
Atomic disintegration,পারমাণবিক বিভাজন
Atomic domain,পারমাণবিক ডোমেইন
Atomic energy,পারমাণবিক শক্তি
Atomic energy level,পারমাণবিক শক্তি স্তর
Atomic exciation function,পারমাণবিক উত্তেজনা ফাংশন
Atomic field,পারমাণবিক ক্ষেত্র
Atomic fluorescence,পারমাণবিক ফ্লুরোসেন্স
Atomic form factor,পারমাণবিক গঠন ফ্যাক্টর
Atomic frequency,পারমাণবিক ফ্রিকোয়েন্সি
Atomic heat,পারমাণবিক তাপ
Atomic heat of formation,পারমাণবিক সম্ভাব্য তাপ
Atomic hydrogen,পারমাণবিক হাইড্রোজেন
Atomic hydrogen maser,পারমাণবিক হাইড্রোজেন মেসার
Atomic hypothesis,পারমাণবিক অনুমান
Atomic kernel,পারমাণবিক ছাই
Atomic level,পারমাণবিক শক্তি স্তর
Atomic line strength,পারমাণবিক লাইন শক্তি
Atomic mass,পারমাণবিক ভর
Atomic mass conversion factor,পারমাণবিক ভর রূপান্তর গুণক
Atomic mass unit,পারমাণবিক ভর একক
Atomic mode,"পারমাণবিক মডেল, পারমাণবিক মডেল"
Atomic molecule,পারমাণবিক অণু
Atomic moment,পারমাণবিক মুহূর্ত
Atomic nucleus,পারমাণবিক নিউক্লিয়াস
Atomic number,পারমাণবিক সংখ্যা
Atomic orbit,পারমাণবিক চেম্বার
Atomic orbital,পারমাণবিক-অরবিটাল
Atomic oxygen,পারমাণবিক অক্সিজেন
Atomic parameter,পারমাণবিক পরামিতি
Atomic physics,পারমাণবিক পদার্থবিদ্যা
Atomic pile,"নিউক্লিয়ার পাইল, পারমাণবিক চুল্লি"
Atomic plane,পারমাণবিক সমতল
Atomic power,পারমাণবিক শক্তি
Atomic radius,পারমাণবিক ব্যাসার্ধ
Atomic ratio,পারমাণবিক অনুপাত
Atomic reactor (=atomic pile),"পারমাণবিক চুল্লি, পারমাণবিক গাদা"
Atomic refraction,পারমাণবিক প্রতিসরণ
Atomic rocket,পারমাণবিক রকেট
Atomic scattering factor,পারমাণবিক বিক্ষিপ্ত ফ্যাক্টর
Atomic species,পারমাণবিক জাতি
Atomic spectrum,পারমাণবিক বর্ণালী
Atomic stability,পারমাণবিক স্থিতিশীলতা
Atomic state,পারমাণবিক অবস্থা
Atomic stopping power,পারমাণবিক প্রতিরোধ ক্ষমতা
Atomic structure,পারমাণবিক গঠন
Atomic structure factor,পারমাণবিক গঠন ফ্যাক্টর
Atomic susceptibility,গ্রাম পারমাণবিক চৌম্বক প্রবণতা
Atomic term symbol,পারমাণবিক উপাধি প্রতীক
Atomic theory,পারমাণবিক তত্ত্ব
Atomic torch,পারমাণবিক হাইড্রোজেন টর্চ
Atomic unit,পারমাণবিক একক
Atomic vibration,পারমাণবিক কম্পন
Atomic volume,পারমাণবিক আয়তন
Atomic waste,পারমাণবিক বর্জ্য
Atomic weapon,পারমানবিক অস্ত্র
Atomic weight,আণবিক ভর
Atomic weitht scale,পারমাণবিক ভর স্কেল
Atomic weitht unit,পারমাণবিক ভর একক
Atomicity,পারমাণবিকতা
Atomicron,পরমাণু
Atomised suspension technique,কণা সাসপেনশন প্রযুক্তি
Atomistic,পারমাণবিক
Atomistics,পারমাণবিক
Atomization,কণা
Atomize,দানাদার
Atomized,দানাদার
Atomizer,কণা
Atomizing,কণা
Atomizing nozzie,কণা বান্ডিল
Atonal,atony
Atonal interval,atony ব্যবধান
Attachment coefficient,সংযুক্তি সহগ
Attenuated,"দুর্বল, পাতলা"
Attenuated total reflectance (ATR),কম মোট প্রতিফলন
Attenuation,"attenuation, diminuation, narrowing, narrowing"
Attenuation band,ক্ষয় ব্যান্ড
Attenuation coefficient,ক্ষরণ সহগ
Attenuation constant,ক্ষয়প্রাপ্ত
Attenuation cross section,সংকীর্ণ ক্রস কাটা
Attenuation equalizer,ক্ষয় সমীকরণ
Attenuation factor,টেনশন ফ্যাক্টর
Attenuation frequency distortion,টেনশন ফ্রিকোয়েন্সি বিকৃতি
Attenuation of sound waves,শব্দ তরঙ্গের ক্ষয়
Attenuator,কমানো
Attitude,মনোভাব
Attitude control,মনোভাব নিয়ন্ত্রণ
Attitude gyro,মনোভাব নিয়ন্ত্রণ গাইরো
Attitude jet,মনোভাব নিয়ন্ত্রণ জেট
Attitude senser,মনোভাব চিহ্নিতকারী
Attracted disc electometer,ইলেক্ট্রোম্যাগনেটোমিটার
Attraction,কবজ
Attraction theory,আকর্ষণবাদ
Attractive forces,আকর্ষণ শক্তি
Attractive tail,আকর্ষণীয় লেজ
Attrition,সংঘর্ষ
Attritutes testing,মান পরীক্ষা
Atutomatic balancing,স্বয়ংক্রিয় ভারসাম্য
Atwood's machine,এটউডের মেশিন
Audibility,শ্রবণযোগ্যতা
Audibility meter,অডিওমিটার
Audibility threshold,শ্রবণযোগ্যতা থ্রেশহোল্ড
Audible,শ্রবণযোগ্য
Audible Doppler enhancer,অডিও ডপলার পরিবর্ধক
Audible frequency,অডিও ফ্রিকোয়েন্সি
Audible spectrum,অডিও বর্ণালী
Audience abosrption coefficient,শ্রোতা শোষণ সহগ
Audio frequency,শ্রবণযোগ্য ফ্রিকোয়েন্সি
Audio frequency amplifier,শ্রবণযোগ্য ফ্রিকোয়েন্সি পরিবর্ধক
Audio frequency harmonic distortion,শ্রবণযোগ্য ফ্রিকোয়েন্সি হারমোনিক বিকৃতি
Audio frequency oscillator,অডিও ফ্রিকোয়েন্সি স্কেলার
Audio frequency signals,শ্রবণযোগ্য ফ্রিকোয়েন্সি সংকেত
Audio generator,অডিও জেনারেটর
Audio head,অডিও শীর্ষ
Audio mixer,অডিও ফ্রিকোয়েন্সি মিক্সার
Audio oscillaator,শ্রবণযোগ্য ফ্রিকোয়েন্সি অসিলেটর
Audio output,অডিও ফ্রিকোয়েন্সি আউটপুট
Audio signal,শব্দ সংকেত
Audio subcarrier,শ্রবণযোগ্য ফ্রিকোয়েন্সি ক্যারিয়ার
Audio taper,শ্রবণযোগ্য ফ্রিকোয়েন্সি টেপার
Audio transformer,শ্রবণযোগ্য ফ্রিকোয়েন্সি-ট্রান্সফরমার
Audiogram,শ্রবণযোগ্যতা গ্রাফ
Audiogram masking,শ্রবণযোগ্যতা গ্রাফ কভার
Audiohowling,অডিও ফিড
Audiology,শ্রবণ বিজ্ঞান
Audiometer,অডিওমিটার
Audiometry,অডিওমেট্রি
Audiometry masking,অডিওমেট্রিক কভারেজ
Audion,শ্রুতি
Audionoise meter,অডিও গেজ
Audiophile,শুনছেন রাগী
Audiotransmitter,শ্রবণযোগ্য ফ্রিকোয়েন্সি প্রেরিত
Audiovisual aid,অডিওভিজ্যুয়াল সহকারী
Audiovisual audition,অডিওভিজ্যুয়াল শব্দ পরীক্ষা
