Bengali,Hindi
কোডার,"कोडक, कूटक"
কোডিং,"कोडन, कूटन"
কোডিং ডিকোডিং কৌশল,कोडन-विकोडन तकनीक
কোডিং ত্রুটি,"कोडन त्रुटि, कूटन त्रुटि"
কোডিং হার,कोडन दर
কোডিং কৌশল,"कोडन तकनीक, कूटन तकनीक"
গুণাঙ্ক,गुणांक
জবরদস্তি,निग्राहिता
সুসংগত মড্যুলেশন,संसक्त मॉडुलन
কয়েল,कुंडली
সহযোগিতা,सहयोग
ধসে,निपात
সংগ্রাহক,"संग्राहक, संग्राही, कलेक्टर"
সংগ্রাহক বর্তমান,"संग्राहक धारा, कलेक्टर धारा"
বেস কন্ডাক্টেন্সে সংগ্রাহক,संग्राही-आधार चालकत्व
সংগ্রাহক-বেস জংশন,आधार-संग्राही जंक्शन
রঙ,"वर्ण, रंग"
রঙ বিশ্লেষক,वर्ण विष्लेषक
রঙ ভারসাম্য,वर्ण संतुलन
রঙ ফেটে,वर्ण प्रस्फोट
রঙ চার্ট,वर्ण चार्ट
রঙ সংমিশ্রণ,वर्ण संयोजन
রঙ ধ্রুবক,वर्णांक
রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ),वर्ण नियंत्रण
রঙ গভীরতা,"रंग गहराई, वर्ण गभीरता"
রঙ ক্লান্তি,वर्ण श्रांति
রঙ ফিল্টার,"वर्ण फिल्टर, वर्ण निस्यंदक"
রঙিন কিলার সার্কিট,वर्णांतक परिपथ
রঙিন কাইনেসপ,वर्ण चित्रनलिका
রঙ মিশ্রণ,वर्ण मिश्रक
রঙিন প্যাটার্ন,"वर्ण विन्यास, वर्ण प्रतिरूप"
রঙ উপলব্ধি,वर्णावगम
রঙিন চিত্রের স্ক্রিন,"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन"
রঙ স্থান,रंग समष्टि
রঙ সাবকারিয়ার,रंग उपवाहक
রঙের তাপমাত্রা,"रंग ताप, वर्ण ताप"
রঙ সংক্রমণ,"रंगीन प्रसारण, कलर ट्रांसमिशन"
রঙ টিউব,वर्ण नलिका
রঙিন,रंजन
বর্ণহীন,वर्णहीन
সংমিশ্রণ,संयोजन
কম্বাইনার,संयोजक
সংমিশ্রণ প্রক্রিয়া,संयोजन प्रक्रम
দহন,दहन
কমান্ড,"समादेश, कमान"
শুরু,प्रारंभ
বাণিজ্যিক সম্প্রচার,वाणिज्यिक प्रसारण
বাণিজ্যিক টেলিভিশন,"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन"
সাধারণ সংগ্রাহক সার্কিট,उभयनिष्ठ संग्राही परिपथ
যোগাযোগ,संचार
যোগাযোগ স্যাটেলাইট,संचार उपग्रह
সম্প্রদায় রেডিও কেন্দ্র,सामुदायिक रेडियो केंद्र
সম্প্রদায় রেডিও স্টেশন,"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र"
কমপ্যাক্ট ডিস্ক (সিডি),कॉम्पैक्ट डिस्क (सीडी)
কমপ্যাক্ট ডিস্ক প্লেয়ার,कॉम्पैक्ट डिस्क प्लेयर
সামরিক,संपीडन-प्रसारित्र
তুলনা করা,संपीडन-प्रसारण
সামঞ্জস্যতা,सुसंगतता
উপযুক্ত,सुसंगत
সংকলক,"संकलक, क्रमादेश अंतरक"
পরিপূরক,पूरक
পরিপূরক ট্রানজিস্টর,पूरक ट्रांजिस्टर
জটিল তরঙ্গ,सम्मिश्र तरंग
উপাদান,घटक
সংমিশ্রণ,"संयुक्त, संयोजित, सम्मिश्र"
যৌগিক সার্কিট,संयुक्त परिपथ
যৌগিক ডিজিটাল,संयुक्त डिजिटल
যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল,संयुक्त रेडियो आवृत्ति संकेत
যৌগিক সংকেত,संयुक्त संकेत
যৌগিক ভিডিও,संयुक्त वीडियो
যৌগিক ভিডিও সংকেত,संयुक्त –श्य संकेत
গঠন,"बनावट, रचना"
সংকুচিত ডেটা,संपीडित आंकड़ा
সংকুচিত ডিজিটাইজড ভিডিও,संपीडित अंकीकृत –श्य
সংকুচিত ভিডিও,संपीडित वीडियो
সঙ্কোচন,संपीडन
সংক্ষেপণ শিল্পকর্ম,संपीडन विरूपण साक्ष्य
সংকোচনের ঝুঁকি,संपीडन संकट
সংক্ষেপণ কৌশল,संपीडन तकनीक
সংক্ষেপক,संपीडित्र
গণনা,अभिकलन
কম্পিউটার,"अभिकलित्र, कंप्यूटर"
কম্পিউটার ভিত্তিক মাল্টিমিডিয়া,कंप्यूटर आधारित बहुमाध्यम
কম্পিউটার প্রোগ্রামিং,कंप्यूटर प्रोग्रामन
কম্পিউটার প্রযুক্তি,कंप्यूटर प्रौद्योगिकी
অবতল লেন্স,अवतल लेन्स
অবতল আয়না,अवतल दर्पण
গোপন,"प्रच्छादन, गोपन"
কেন্দ্রীভূত,"सांद्रित, गाढ़ा, संकेंद्रित"
একাগ্রতা,"संकेंद्रण, सांद्रण"
কেন্দ্রীভূত লেন্স,संकेंद्रिक लेन्स
কনডেনসার মাইক্রোফোন,"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन"
ভারসাম্য শর্ত,साम्यावस्था
চালনা,चालन
পরিবাহিতা বর্তমান,चालन धारा
পরিবাহিতা,चालकता
কন্ডাক্টর,चालक
কনফিগারেশন,"संरूपण, विन्यास"
সংযোগ,"संबंधन, संयोजन"
সংযোগ,"संबद्धता, योजकता"
সংযোগকারী,"संबंधक, योजक"
ধারাবাহিকতা,सुसंगति
ধারাবাহিকভাবে,सुसंगततः
কনসোল,कन्सोल
ধ্রুবক,"स्थिर, नियतांक, स्थिरांक, नियत"
ধ্রুবক প্রশস্ততা,"अचर कोणांक, अचर आयाम"
মাইক্রোফোনের সাথে যোগাযোগ করুন,संपर्क माइक्रोफोन
ধারক ফর্ম্যাট,पात्र आरूप
দূষণ,संदूषण
বিষয়বস্তু,"अंतर्वस्तु, अंश"
সংলগ্ন,"निकटस्थ, समीपस्थ, संलग्न, संस्पशब"
ধারাবাহিকতা,"सांतत्य, सातत्य, निरंतरता"
ধারাবাহিকতা বুথ,सातत्य बूथ
ধারাবাহিকতা গিঁট,सातत्य घुंडी
একটানা,"सतत, निरंतर, अविरल, अविच्छिन्न"
অবিচ্ছিন্ন চাপ,"सतत चाप, अविच्छिन्न चाप"
অবিচ্ছিন্ন তরঙ্গ,सतत तरंग
কনট্যুর লাইন,समोच्च रेखा
কনট্যুর পরিকল্পনা,समोच्च रेखीय योजना
চুক্তি,"संविदा, संकुचित करना"
সংকোচন,संकुचन
বৈপরীত্য অনুপাত,विपर्यास अनुपात
নিয়ন্ত্রণ বর্তনী,नियंत्रण परिपथ
বৈদ্যুতিন নিয়ন্ত্রণ করুন,नियंत्रण इलेक्ट्रोड
নিয়ন্ত্রণ সরঞ্জাম,नियंत्रण उपस्कर
গ্রিড নিয়ন্ত্রণ করুন,नियंत्रण ग्रिड
নিয়ন্ত্রণ লাইন,नियंत्रण रेखा
নিয়ন্ত্রণ প্যানেল,नियंत्रण पैनल
নিয়ন্ত্রণ কক্ষ,नियंत्रण कक्ष
নিয়ন্ত্রণ টেবিল,नियंत्रण सारणी
নিয়ন্ত্রণ টাওয়ার,"नियंत्रण मीनार, नियंत्रण टावर"
নিয়ামক,नियंत्रक
রূপান্তর,अभिसरण
কনভারজেন্ট লেন্স,अभिसारी लेन्स
রূপান্তরকারী,परिवर्तक
উত্তল লেন্স,उत्तल लेन्स
সমঝোতা,संवलन
কনভোলিউশন কোডড,संवलन कोडित
কনভোলিউশনাল ইন্টারলিভ,"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र"
কনভোলিউশনাল ইন্টারলিভিং,"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण"
কুকি,कुकी
কুকিয়ার,कुकियर
Coprocessor,सहप्रक्रमक
কর্ড,"डोरी, कॉर्ड"
করোনা,"किरीट, कोरोना"
করোনার স্রাব,किरीट विसर्जन
পারস্পরিক সম্পর্ক,सहसंबंधन
কোসাইন উপাদান,"कोसाइन घटक, कोज्या घटक"
কোসাইন ওয়েভ,"कोज्या तरंग, कोसाइन तरंग"
মহাজাগতিক শব্দ,अंतरिक्ष रव
কাউন্টার,"गणक, काउंटर"
ঘড়ির কাঁটার বিপরীতে,वामावर्त
কাপলার,युग्मक
কাপলিং,युग्मन
কাপলিং কনডেনসার,युग्मन संधारित्र
কাপলিং নেটওয়ার্ক,"युग्मन जालक्रम, युग्मन नेटवर्क"
কাপলিং প্রতিরোধের,युग्मन प्रतिरोध
সমযোজী বন্ধন,सहसंयोजी आबंध
কভারেজ,"व्याप्ति, कवरेज"
ক্র্যাশ,ध्वंस
সমালোচনামূলক ব্যান্ড,क्रांतिक बैंड
গুরুতর অবস্থায়,क्रांतिक अवस्था
সমালোচনামূলক কাপলিং,क्रांतिक युग्मन
সমালোচনামূলক ফ্রিকোয়েন্সি,क्रांतिक आवृत्ति
সমালোচনামূলক প্যারামিটার,क्रांतिक प्राचल
কুমির ক্লিপ,मकरदंती क्लिप
ক্রস বিবর্ণ,पार मंदन
ক্রস মড্যুলেশন,क्रॉस मॉडुलन
ক্রস টক,"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता"
ক্রসফ্যাড,पारमंद
ক্রিপ্টোগ্রাফি,"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी"
স্ফটিক,क्रिस्टल
স্ফটিক ফিল্টার,क्रिस्टल फिल्टर
কিউ,"अनुसंकेत, इंगित"
কিউ চিহ্ন,अनुसंकेत चिह्न
কিউইং ডিভাইস,अनुसंकेत युक्ति
বর্তমান ড্রেন,धारा अपवाह
বর্তমান মিটার,धारामापी
বর্তমান ট্রান্সফরমার,धारा ट्रांसफार्मर
কার্সার,"प्रसंकेतक, कर्सर"
বক্ররেখা,वक्र
ফ্রিকোয়েন্সি কেটে ফেলুন,अंतक आवृत्ति
কাটার,कर्तक
সাইবার ক্যাফে,साइबर कैफे
সাইবার নিরাপত্তা,साइबर सुरक्षा
সাইবার স্পেস,साइबर स्पेस
সাইকেল,"चक्र, आवर्तन"
চক্রীয়,चक्रीय
ডিসি উপাদান,डी.सी. (दिष्टधारा) घटक
ডিসি প্লেট পাওয়ার,डी.सी. प्लेट षक्ति
ডিসি পুন: প্রতিষ্ঠা,डी.सी. पुनः स्थापन
ড্যাম্পার ডায়োড,अवमंदक डायोड
স্যাঁতসেঁতে,अवमंदन
অন্ধকার,अदीप्त
ডেটা,"आंकड़ा, डाटा"
ডেটা সম্প্রচার,आंकड़ा प्रसारण
তথ্য সংকোচন,आंकड़ा संपीडन
ডেটা ড্রিলিং,"आंकड़ा प्रवेधन, डाटा प्रवेधन"
তথ্য এনক্রিপশন,"डाटा कूटलेखन, आंकड़ा कूटलेखन"
আমার স্নাতকের,आंकड़ा संचिका
ডেটা হ্যান্ডলিং,"डाटा संचालन, आंकड़ा संचालन"
ডেটা মাইনিং,आंकड़ा खनन
তথ্য প্রক্রিয়াজাতকরণ,"आंकड़ा प्रक्रमण, डाटा प्रक्रमण"
ডাটা প্রসেসর,"डाटा प्रक्रमक, आंकड़ा प्रक्रमक"
ডেটা হ্রাস বিট সিস্টেম,आंकड़ा लघुकृत बिट तंत्र
তথ্য সেবা,आंकड़ा सेवा
তথ্য তালিকা,"डाटा पत्र, आंकड़ा पत्र, डाटा शीट"
তথ্য ভান্ডার,"डाटा भंडारण, आंकड़ा भंडारण"
তথ্য প্রবাহ,"डाटा प्रवाह, आंकड़ा प्रवाह"
ডেটা রূপান্তর,आंकड़ा रूपांतरण
ডেটা ট্রান্সমিশন,"डाटा संचरण, आंकड़ा संचरण"
তথ্যশালা,"आंकड़ा आधार, डाटा बेस"
ডেটাকাস্টিং,आंकड़ा प्रसारण
ডেটাগ্রাম,"आंकड़ा-लेख, डाटाग्राम"
ডিবি মিটার,"डेसिबल मीटर, dB मीटर"
মৃত বায়ু,अमॉडुलित प्रसारण
মৃত শর্ট সার্কিট,पूर्ण लघु परिपथ
ডেড স্পট,मूक स्थल
অচলাবস্থা,गतिरोध
ডিবাগ প্রোগ্রাম,दोषमार्जन कार्यक्रम
ডিবাগিং,"डीबगिंग, दोषमार्जन"
শব্দ ক্ষয়,ध्वनि-क्षय
ডেসিবেল (ডিবি),डेसिबल
দশমিক,"दशमलव, दशमिक"
দশমিক কোড,दशमिक कोड
দশমিক অঙ্ক,दशमिक डिजिट
ডেসিফারিং,कूटवाचन
ডিকোডার,"कूट वाचक, विकोडक"
ডিকোডিং,"कूट वाचन, विकोडन"
ডিজিটাল সংক্রমণে ডিকোডিং,अंकीय संचरण विकोडन
ডিকম্প্রেশন,विसंपीडन
ডিকোপলিং,वियुग्मन
ডিকোপলিং সার্কিট,वियुग्मन परिपथ
ডিকোপলিং নেটওয়ার্ক,"वियुग्मन जालक्रम, वियुग्मन नेटवर्क"
ডিক্রিপশন,"विकोडन, विकूटन, विगोपन"
ডেডিকেটেড লাইন,समर्पित लाइन
ডি-এমবেডিং,वि-अंतः स्थापन
ডি-জোর,विप्रबलन
ডিফল্ট,"स्वतः निर्धारित, डिफाल्ट"
গুণমান ত্রুটি,गुणता दोष
ত্রুটিযুক্ত,"सदोष, दोषपूर्ण"
ত্রুটিযুক্ত ইউনিট,"सदोष एकक, दोषपूर्ण एकक"
সংজ্ঞা,"परिभाषा, स्पष्टता"
ডিফ্লেশন,विक्षेपण
বিকৃতি,"विरूपण, विकृति"
ডিফ্র্যাগমেন্টেশন,एकीकरण
ডি-গাউসিং কয়েল,"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली"
ডিগ্রি,"डिग्री, अंश"
ডি-ইন্টারলিভার,वि-अंतरापत्रक
বিলম্ব লাইন,डिले लाइन
বিলম্ব সময়,विलंब काल
বিলম্বিত ফ্রেম মেমরি,विलंबित फ्रेम स्मृति
বিলম্বিত স্ক্যানিং,विलंबित क्रमवीक्षण
বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত,विलंबित तुल्यकालन संकेत
বিতরণ,"प्रदान, प्रस्तुति"
বিতরণ ব্যবস্থাপনা,"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली"
ডিমোডুলেশন,विमॉडुलन
ডেমোডুলেটর কার্ড,विमॉडुलक कार्ड
ডেমাল্টিপ্লেক্সার,विबहुसंकेतक
মাঠের গভীরতা,क्षेत्र गहराई
অবতরণ,अवरोहण
নকশার সবিস্তার বিবরণী,अभिकल्प विनिर्देश
ডেস্কটপ,डेस्कटॉप
ডিটেক্টর আউটপুট,"संसूचक उत्पाद, संसूचक निर्गत"
বিচ্যুতি,विचलन
যন্ত্র,"युक्ति, साधन"
ডিভাইস ড্রাইভার,युक्ति चालक
কারণ নির্ণয়,नैदानिकी
চিত্র,आरेख
ডায়ালগ ট্র্যাক,संवाद पथ
ব্যাস মোড,व्यासीय विधा
ডায়মন্ড স্টাইলাস,"हीरक स्टाइलस, हीरक सुई"
ডায়াফ্রাম,"मध्यपट, तनुपट"
ডায়াফ্রাম্যাটিক শোষণকারী,तनुपटीय अवशोषक
ডাইচোটিক শ্রবণ,द्विशाखी श्रवण
ডাইলেট্রিক,"डाइइलेक्ट्रिक, परावैद्युत"
ডাইলেট্রিক ব্রেক- ডাউন,"डाइइलेक्ट्रिक भंग, परावैद्युत भंग"
ডাইলেট্রিক ক্ষতি,परावैद्युत हानि
পার্থক্য ফ্রিকোয়েন্সি,अंतर आवृत्ति
পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি),अंतर आवृत्ति विरूपण
পার্থক্য টোন,"अंतर स्वरक, अंतर टोन"
ডিফারেনশিয়াল এম্প্লিফায়ার,विभेदी प्रवर्धक
বিচ্ছুরণ,विवर्तन
ডিফিউজার,विसारक
অঙ্ক,अंक
ডিজিটাল,"अंकीय, डिजिटल"
ডিজিটাল আর্টিফ্যাক্ট,अंकीय विरूपण साक्ष्य
ডিজিটাল অডিও,अंकीय श्रव्य
ডিজিটাল অডিও ফিল্টার,"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर"
ডিজিটাল অডিও ওয়ার্ক স্টেশন,"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र"
ডিজিটাল ক্যামেরা,"अंकीय कैमरा, डिजिटल कैमरा"
ডিজিটাল কম্পিউটার,"अंकीय कंप्यूटर, डिजिटल कंप्यूटर"
ডিজিটাল ডেটা,"अंकीय आंकड़ा, अंकीय डाटा"
ডিজিটাল সম্পাদনা,अंकीय संपादन
ডিজিটাল এক্সাইটার,"अंकीय उत्तेजक, डिजिटल एक्साइटर"
ডিজিটাল ফিল্টার,"अंकीय फिल्टर, अंकीय निस्यंदक"
ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার,अंकीय फ्रेम तुल्यकालक
ডিজিটাল heritage তিহ্য,अंकीय विरासत
ডিজিটাল চিত্র,अंकीय प्रतिबिंब
ডিজিটাল লাইব্রেরি,अंकीय लाइबेरी
ডিজিটাল মিটার,"डिजिटल मीटर, अंकीयमापी"
ডিজিটাল মড্যুলেশন,अंकीय मॉडुलन
ডিজিটাল মাল্টিপ্লেক্স,अंकीय बहुसंकेत
ডিজিটাল নেটওয়ার্ক,अंकीय जालक्रम
ডিজিটাল ফলাফল,अंकीय निर्गत
ডিজিটাল প্লেব্যাক,"अंकीय प्रतिश्रवण, अंकीय प्लेबैक"
ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম),विष्वव्यापी अंकीय रेडियो
ডিজিটাল রেকর্ডিং,अंकीय अभिलेखन
ডিজিটাল বিপ্লব,अंकीय क्रांति
ডিজিটাল সিগন্যাল,अंकीय संकेत
ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি),डिजिटल सिगनल प्रक्रमण
ডিজিটাল স্বাক্ষর,"अंकीय हस्ताक्षर, अंकीय चिd"
ডিজিটাল প্রযুক্তি,"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी"
অ্যানালগ রূপান্তরকারী ডিজিটাল,अंकीय-अनुरूप परिवर्तक
ডিজিটাল ভিডিও,"अंकीय –ष्य, डिजिटल वीडियो"
ডিজিটাল ভোল্টমিটার,अंकीय वोल्टतामापी
ডিজিটালাইজেশন,अंकरूपण
ডিজিটাইজেশন,"अंकरूपण, अंकीकरण"
ডিজিটাইজড ভিডিও,"अंकीकृत –ष्य, अंकीकृत वीडियो"
ডিজিটাইজার,"अंकक, अंकरूपक"
ম্লান,मंद
মাত্রা,"विमा, विस्तार"
ডিমার,मंदक
ডায়োড,डायोड
ডুব,नति
ডিপ্লেক্সার,द्विसंकेतक
ডিপোল অ্যান্টেনা,द्विधुवी ऐन्टेना
সরাসরি সম্প্রচার,सीधा प्रसारण
সরাসরি কারেন্ট (ডি সি),दिष्टधारा (डी सी)
সরাসরি বাছাই,"सीधा पिकअप, पकड़ना"
সরাসরি পড়ার যন্ত্র,प्रत्यक्ष पठन यंत्र
সরাসরি রেকর্ডিং,प्रत्यक्ष अभिलेखन
দিকনির্দেশক অ্যান্টেনা,दिशिक ऐन्टेना
দিকনির্দেশক কাপলার,दिशिक युग्मक
দিকনির্দেশক মাইক্রোফোন,दिशिक माइक्रोफोन
নির্দেশিকা,"दिशात्मकता, दिशिकता"
ডিরেক্টরি,निर्देशिका
অক্ষম করুন,असमर्थ
ডিস্ক অ্যান্টেনা,डिस्क ऐन्टेना
ডিস্ক ভিত্তিক স্টোরেজ,डिस्क आधारित भंडारण
বিচ্ছিন্ন,"अलग, विविक्त, भिन्न"
ডিস্ক,"डिस्क, चक्रिका"
তথ্য ধারণ করে যে চাকতি,"डिस्क ड्राइव, चालक"
ডিস্ক কোটা,डिस्क नियतांश
ডিস্কেট,डिस्केट
স্থানচ্যুতি,"विस्थापन, प्रभ्रंश"
বিচ্ছুরণ,"प्रकीर्णन, परिक्षेपण"
উত্পাটন,विस्थापन
প্রদর্শন,प्रदर्शित करना; प्रदर्श
প্রদর্শন ইউনিট (কনসোল),प्रदर्श एकक (कन्सोल)
অপচয়,क्षय
বিচ্ছিন্নতা,"बेसुरापन, असंनादिता"
বিশুদ্ধ পানি,आसुत जल
বিকৃতি,विरूपण
বিতরণ,वितरण
বিতরণ পরিবর্ধক,वितरण प्रवर्धक
বিভাগ,"विभाजन, प्रभाग"
বিভাজক,भाजक
নথি,"प्रलेख, दस्तावेज"
Dolby ডিজিটাল,"डोल्बी अंकीय, डोल्बी डिजिटल"
ডোমেইন,प्रक्षेत्र
ডোমেন নিয়ন্ত্রক,प्रक्षेत्र नियंत्रक
ডপলার এফেক্ট,डॉप्लर प्रभाव
ডাবল মেরু (ডিপোল),द्विधुव
ডাবল মেরু একক থ্রো সুইচ,द्विधुव एकल क्षेप स्विच
ডাবল পার্শ্বযুক্ত ডিস্ক,"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क"
ডাবল্ট,द्विक
ডাউন ওয়েভ ডাউন,अधोगामी तरंग
ডাউন স্ট্রিম,अनुप्रवाह
ডাউনলিংক,"अधोयोजन, डाउनलिंक"
ডাউনলোড,"डाउनलोड, अधोभार"
ডাউনলোড করা,अधोभारण
অঙ্কন,"आरेखण, आहरण"
ড্রিলিং বিট,"प्रवेधन बिट, बरमा अणी"
ড্রিলিং মেশিন,प्रवेधन यंत्र
ড্রাইভ,"चालन, ड्राइव"
ড্রাম,"ड्रम, ढोल"
শুকনো বাল্ব তাপমাত্রা,शुष्क बल्ब तापमान
শুকনো সেল,शुष्क सेल
শুকনো সোল্ডার,"ड्राई सोल्डर, विफल सोल्डर"
দ্বৈত চ্যানেল মোড,द्वि चैनल विधा
ডাবিং,"डबीकरण, काट-छाँट, अंतरण"
ডুড,"निष्फल, निरर्थक"
ডাম্প,निपात
দ্বৈত,द्वैध
সময়কাল,अवधि
ধুলো,"धूल, धूलि"
ডাস্ট বাগ,धूलि दोष
ধুলা প্রমাণ,धूलि रोधी
ডাস্টার,"झाड़न, धूलित्र"
গতিশীল,"गतिक, गतिशील"
গতিশীল বিট বরাদ্দ,गतिक बिट नियतन
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),गतिक अंतरामॉडुलन विरूपण
গতিশীল পরিমাণ,"गतिक क्वांटमन, गतिक क्वांटमीकरण"
গতিশীল পরিসীমা,गतिक परास
গতিশীল পরিসীমা নিয়ন্ত্রণ,गतिक परास नियंत्रण
ডায়নামো,डाइनेमो
কানের ফোন,"कर्णफोन, ईयरफोन"
পৃথিবী,भूमि
পৃথিবী বাল্জ,भू-उभार
পৃথিবী প্রতিরোধ,भू-प्रतिरोध
আর্থ রড,भू-छड़
আর্থ স্যাটেলাইট,भू-उपग्रह
আর্থ স্টেশন,भू-केंद्र
আর্থ টার্মিনাল,भू-टर्मिनल
আর্থিং,"भू-संपर्क करना, भू-संपर्कन"
প্রতিধ্বনি,प्रतिध्वनि
প্রতিধ্বনির কামরা,प्रतिध्वनि कक्ष
এডি কারেন্ট,भंवर धारा
এডি বর্তমান ক্ষতি,भंवर धारा हानि
এজওয়াইজ মিটার,"एजवाइज मीटर, अधिकोर मापी"
সম্পাদনা,संपादन
কার্যকর অ্যান্টেনা উচ্চতা,प्रभावी ऐन्टेना ऊंचाई
কার্যকর অ্যান্টেনার দৈর্ঘ্য,प्रभावी ऐन्टेना लंबाई
কার্যকর ভোল্টেজ,प्रभावी वोल्टता
দক্ষতা,दक्षता
স্থিতিস্থাপকতা,प्रत्यास्थता
বৈদ্যুতিক স্রাব,विद्युत् विसर्जन
বৈদ্যুতিক ক্ষেত্র,विद्युत् क्षेत्र
বৈদ্যুতিন ফ্ল্যাশ,विद्युत् फ्लैश
বৈদ্যুতিক চুলা,विद्युत् तापक
বৈদ্যুতিক মিটার,विद्युत् मापी
বৈদ্যুতিক মটর,विद्युत् मोटर
বৈদ্যুতিক শক,"बिजली का झटका, विद्युत् प्रघात"
বৈদ্যুতিক স্পার্ক,"विद्युत् चिनगारी, विद्युत् स्फुलिंग"
বৈদ্যুতিক সরঞ্জাম,विद्युत् उपकरण
বৈদ্যুতিক শব্দ,विद्युत् रव
বৈদ্যুতিক ঝড়,विद्युत् तूफान
বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র,विद्युत् चालित वाद्यसंगीत यंत्र
বিদ্যুৎ,विद्युत्
বিদ্যুৎ সরবরাহ,विद्युत् प्रदाय
ইলেক্ট্রোডাইনামিক,विद्युत् गतिक
তড়িৎ - ধারক,विद्युत् अपघटनी संधारित्र
বৈদ্যুতিন চৌম্বক,विद्युत्चुंबकीय
বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত,विद्युत्चुंबकीय विक्षोभ
বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ,विदयुतचुंबकीय व्यतिकरण
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,विद्युत्चुंबकीय स्पेक्ट्रम/वर्णक्रम
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,विद्युत्चुंबकीय तरंग
বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার,विद्युतचुंबकीय तरंग संचरण
ইলেক্ট্রন একাধিক ফটোোট ्यूब,इलेक्ट्रॉन बहु फोटोट्यूब
বৈদ্যূতিক গণকযন্ত্র,"इलेक्ट्रॉनिक परिकलित्र, कैलकुलेटर"
বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি),"इलेक्ट्रॉनिक आंकड़ा संसाधन, इलेक्ट्रॉनिक आंकड़ा प्रक्रमण"
বৈদ্যুতিন মেল (ই-মেইল),इलेक्ट्रॉनिक मेल (ई-मेल)
বৈদ্যুতিন স্যুইচিং সিস্টেম,इलेक्ट्रॉनिक स्विचन तंत्र
ইলেকট্রনিক্স,इलेक्ट्रॉनिकी
ইলেক্ট্রোপ্লেটিং,विद्युत्ल्ेपन
ইলেক্ট্রোস্ট্যাটিক,स्थिर-वैद्युत
উচ্চতা,"उन्नयन, उच्चता"
এম্বেড,अंतः स्थापित
এম্বেডড অডিও,अंतः स्थापित श्रव्य
এম্বেডেড সিস্টেম,अंतः स्थापित तंत्र
প্রতীক,"प्रतीक, चिह्न"
উঠতি প্রবণতা,"आविर्भावी प्रवृत्तियां, आविर्भावी चलन"
নিঃসরণ,उत्सर्जन
ইমিটার,उत्सर्जक
ইমিটার অনুসরণকারী,उत्सर्जक अनुगामी
ইমিটার টার্মিনাল,उत्सर्जक टर्मिनल
ইমিটার-বেস-জংশন,उत्सर्जक-आधार संधि
সক্ষম করুন,समर्थ बनाना
Enamelled তার,इनेमलित तार
এনসিফার,कूटलेखक
ঘের,संलग्नक
এনকোড,कोडित करना
এনকোডার,"कूटलेखक, कोडक"
এনকোডিং,"कूटलेखन, कोडन"
জোড়া লাগানো,गूढ़ लेखन
শেষ চিহ্ন,अंत चिह्न
শেষ ব্যবহারকারী,अंतिम प्रयोक्ता
শক্তি,ऊर्जा
শক্তি ছত্রভঙ্গ,ऊर्जा परिक्षेपण
শক্তি বিতরণ,ऊर्जा वितरण
প্রয়োগ,प्रवर्तन; लागू करना
ইঞ্জিন,इंजन
প্রকৌশলী,"इंजीनियर, अभियंता"
প্রকৌশল,"इंजीनियरी, अभियांत्रिकी"
ইঞ্জিনিয়ারিং স্টোর,अभियांत्रिकी भंडार
খোদাই করা,उत्कीर्णन
উন্নত,बढ़ाना; वर्धन
এনসেম্বল,समूहन
কী প্রবেশ করান,प्रवेश कुंजी
এন্টারপ্রাইজ আর্কিটেকচার,उद्यम संरचना
এনথালপি,एन्थैल्पी
এনট্রপি,एन्ट्रॉपी
এনট্রপি কোডিং,एन्ट्रॉपी कोडन
এনট্রপি অপ্রয়োজনীয়তা,एन्ट्रॉपी अतिरिक्तता
